sequence,v115@RhA8AeC8EeG8AeA8Ke2EJvhFXhB8mBziB5oBClBlsB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBymBziB5oBGmBlsB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBFhBeoB5oBzmB6sB,v115@RhA8AeC8EeG8AeA8Ke2EJvhFXhBliB5oBzmB8sBCqB,v115@RhA8AeC8EeG8AeA8Ke/EJvhFUgBFhBxiBzmBCtBGtB,v115@RhA8AeC8EeG8AeA8KeUBJvhFGjBxkB6sB/tBlpBzrB
ZJSOTIL,O,X,O,O,X,X
ZJSOTLI,O,X,O,O,X,X
ZJSOITL,O,X,O,O,X,X
ZJSOILT,X,X,O,O,X,X
ZJSOLTI,X,X,O,O,X,X
ZJSOLIT,X,X,O,O,X,X
ZJOTILS,O,X,X,O,X,X
ZJOTISL,O,X,O,O,X,X
ZJOTLIS,O,X,X,O,X,X
ZJOTLSI,O,X,X,O,X,X
ZJOTSIL,O,X,O,O,X,X
ZJOTSLI,O,X,O,O,X,X
ZJOITLS,O,X,X,O,X,X
ZJOITSL,O,X,O,O,X,X
ZJOILTS,X,X,X,O,X,X
ZJOILST,X,X,X,O,X,X
ZJOISTL,O,X,O,O,X,X
ZJOISLT,X,X,O,O,X,X
ZJOLTIS,X,X,X,O,X,X
ZJOLTSI,X,X,X,O,X,X
ZJOLITS,X,X,X,O,X,X
ZJOLIST,X,X,X,O,X,X
ZJOLSTI,X,X,X,O,X,X
ZJOLSIT,X,X,X,O,X,X
ZJOSTIL,O,X,O,O,X,X
ZJOSTLI,O,X,O,O,X,X
ZJOSITL,O,X,O,O,X,X
ZJOSILT,X,X,O,O,X,X
ZJOSLTI,X,X,O,O,X,X
ZJOSLIT,X,X,O,O,X,X
ZSTILJO,O,O,X,X,X,O
ZSTILOJ,O,O,O,X,X,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,O,O,O,X,X,X
ZSTIOLJ,O,O,O,X,O,X
ZSTIOJL,O,O,O,X,O,X
ZSTLIJO,O,O,X,X,X,O
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,X,X,X,O
ZSTLJOI,O,O,X,X,X,X
ZSTLOIJ,O,O,O,X,O,X
ZSTLOJI,O,O,O,X,O,X
ZSTJILO,O,O,X,X,X,X
ZSTJIOL,O,O,O,X,X,X
ZSTJLIO,O,O,X,X,X,X
ZSTJLOI,O,O,X,X,X,X
ZSTJOIL,O,O,O,X,O,X
ZSTJOLI,O,O,O,X,O,X
ZSTOILJ,O,O,O,X,O,X
ZSTOIJL,O,O,O,X,O,X
ZSTOLIJ,O,O,O,X,O,X
ZSTOLJI,O,O,O,X,O,X
ZSTOJIL,O,O,O,X,O,X
ZSTOJLI,O,O,O,X,O,X
ZSITLJO,O,O,X,X,X,O
ZSITLOJ,O,O,O,X,X,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,O,X,X,X
ZSITOLJ,O,O,O,X,O,X
ZSITOJL,O,O,O,X,O,X
ZSILTJO,O,O,X,X,X,O
ZSILTOJ,O,O,O,X,X,X
ZSILJTO,O,O,X,X,X,O
ZSILJOT,X,X,O,X,X,O
ZSILOTJ,X,O,O,X,O,X
ZSILOJT,X,X,O,X,O,O
ZSIJTLO,O,O,X,X,X,X
ZSIJTOL,O,O,O,X,X,X
ZSIJLTO,O,O,X,X,X,O
ZSIJLOT,X,X,O,X,X,O
ZSIJOTL,O,X,O,O,X,X
ZSIJOLT,X,X,O,O,X,X
ZSIOTLJ,O,O,O,O,O,X
ZSIOTJL,O,O,O,O,O,X
ZSIOLTJ,X,O,O,O,O,X
ZSIOLJT,X,X,O,O,O,O
ZSIOJTL,O,X,O,O,O,X
ZSIOJLT,X,X,O,O,X,X
ZSLTIJO,O,O,X,X,X,O
ZSLTIOJ,O,O,O,X,X,X
ZSLTJIO,O,O,X,X,X,O
ZSLTJOI,O,O,X,X,X,X
ZSLTOIJ,O,O,O,X,O,X
ZSLTOJI,O,O,O,X,O,X
ZSLITJO,O,O,X,X,X,O
ZSLITOJ,O,O,O,X,X,X
ZSLIJTO,O,O,X,X,X,O
ZSLIJOT,X,X,O,X,X,O
ZSLIOTJ,X,O,O,X,O,X
ZSLIOJT,X,X,O,X,O,O
ZSLJTIO,O,O,X,X,X,O
ZSLJTOI,O,O,X,X,X,X
ZSLJITO,O,O,X,X,X,O
ZSLJIOT,X,X,O,X,X,O
ZSLJOTI,X,X,O,X,O,X
ZSLJOIT,X,X,O,X,O,O
ZSLOTIJ,X,O,O,X,O,X
ZSLOTJI,X,O,O,X,O,X
ZSLOITJ,X,O,O,X,O,X
ZSLOIJT,X,X,O,X,O,O
ZSLOJTI,X,X,O,X,O,X
ZSLOJIT,X,X,O,X,O,O
ZSJTILO,O,O,X,X,X,X
ZSJTIOL,O,O,O,X,X,X
ZSJTLIO,O,O,X,X,X,X
ZSJTLOI,O,O,X,X,X,X
ZSJTOIL,O,O,O,X,O,X
ZSJTOLI,O,O,O,X,O,X
ZSJITLO,O,O,X,X,X,X
ZSJITOL,O,O,O,X,X,X
ZSJILTO,O,O,X,X,X,O
ZSJILOT,X,X,O,X,X,O
ZSJIOTL,O,X,O,O,X,X
ZSJIOLT,X,X,O,O,X,X
ZSJLTIO,O,O,X,X,X,O
ZSJLTOI,O,O,X,X,X,X
ZSJLITO,O,O,X,X,X,O
ZSJLIOT,X,X,O,X,X,O
ZSJLOTI,X,X,O,X,O,X
ZSJLOIT,X,X,O,X,O,O
ZSJOTIL,O,X,O,O,O,X
ZSJOTLI,O,X,O,O,O,X
ZSJOITL,O,X,O,O,O,X
ZSJOILT,X,X,O,O,X,X
ZSJOLTI,X,X,O,O,O,X
ZSJOLIT,X,X,O,O,O,X
ZSOTILJ,O,O,O,O,O,X
ZSOTIJL,O,O,O,O,O,X
ZSOTLIJ,O,O,O,O,O,X
ZSOTLJI,O,O,O,O,O,X
ZSOTJIL,O,O,O,O,O,X
ZSOTJLI,O,O,O,O,O,X
ZSOITLJ,O,O,O,O,O,X
ZSOITJL,O,O,O,O,O,X
ZSOILTJ,X,O,O,O,O,X
ZSOILJT,X,X,O,O,O,O
ZSOIJTL,O,X,O,O,O,X
ZSOIJLT,X,X,O,O,X,X
ZSOLTIJ,X,O,O,O,O,X
ZSOLTJI,X,O,O,O,O,X
ZSOLITJ,X,O,O,O,O,X
ZSOLIJT,X,X,O,O,O,O
ZSOLJTI,X,X,O,O,O,X
ZSOLJIT,X,X,O,O,O,O
ZSOJTIL,O,X,O,O,O,X
ZSOJTLI,O,X,O,O,O,X
ZSOJITL,O,X,O,O,O,X
ZSOJILT,X,X,O,O,X,X
ZSOJLTI,X,X,O,O,O,X
ZSOJLIT,X,X,O,O,O,X
ZOTILJS,O,X,X,O,X,X
ZOTILSJ,O,X,X,O,X,X
ZOTIJLS,O,X,X,O,X,X
ZOTIJSL,O,X,O,O,X,X
ZOTISLJ,O,X,O,O,O,X
ZOTISJL,O,X,O,O,O,X
ZOTLIJS,O,X,X,O,X,X
ZOTLISJ,O,X,X,O,O,X
ZOTLJIS,O,X,X,O,X,X
ZOTLJSI,O,X,X,O,X,X
ZOTLSIJ,O,X,X,O,O,X
ZOTLSJI,O,X,X,O,O,X
ZOTJILS,O,X,X,O,X,X
ZOTJISL,O,X,O,O,X,X
ZOTJLIS,O,X,X,O,X,X
ZOTJLSI,O,X,X,O,X,X
ZOTJSIL,O,X,O,O,X,X
ZOTJSLI,O,X,O,O,X,X
ZOTSILJ,O,X,O,O,O,X
ZOTSIJL,O,X,O,O,O,X
ZOTSLIJ,O,X,O,O,O,X
ZOTSLJI,O,X,O,O,O,X
ZOTSJIL,O,X,O,O,O,X
ZOTSJLI,O,X,O,O,O,X
ZOITLJS,O,X,X,O,X,X
ZOITLSJ,O,X,X,O,X,X
ZOITJLS,O,X,X,O,X,X
ZOITJSL,O,X,O,O,X,X
ZOITSLJ,O,X,O,O,O,X
ZOITSJL,O,X,O,O,O,X
ZOILTJS,X,X,X,O,X,X
ZOILTSJ,X,X,X,O,X,X
ZOILJTS,X,X,X,O,X,X
ZOILJST,X,X,X,O,X,X
ZOILSTJ,X,X,X,O,X,X
ZOILSJT,X,X,X,O,X,O
ZOIJTLS,O,X,X,O,X,X
ZOIJTSL,O,X,O,O,X,X
ZOIJLTS,X,X,X,O,X,X
ZOIJLST,X,X,X,O,X,X
ZOIJSTL,O,X,O,O,X,X
ZOIJSLT,X,X,O,O,X,X
ZOISTLJ,O,X,O,O,O,X
ZOISTJL,O,X,O,O,O,X
ZOISLTJ,X,X,O,O,O,X
ZOISLJT,X,X,O,O,X,O
ZOISJTL,O,X,O,O,O,X
ZOISJLT,X,X,O,O,X,X
ZOLTIJS,X,X,X,O,X,X
ZOLTISJ,X,X,X,O,O,X
ZOLTJIS,X,X,X,O,X,X
ZOLTJSI,X,X,X,O,X,X
ZOLTSIJ,X,X,X,O,O,X
ZOLTSJI,X,X,X,O,O,X
ZOLITJS,X,X,X,O,X,X
ZOLITSJ,X,X,X,O,O,X
ZOLIJTS,X,X,X,O,X,X
ZOLIJST,X,X,X,O,X,X
ZOLISTJ,X,X,X,O,O,X
ZOLISJT,X,X,X,O,O,O
ZOLJTIS,X,X,X,O,X,X
ZOLJTSI,X,X,X,O,X,X
ZOLJITS,X,X,X,O,X,X
ZOLJIST,X,X,X,O,X,X
ZOLJSTI,X,X,X,O,X,X
ZOLJSIT,X,X,X,O,X,X
ZOLSTIJ,X,X,X,O,O,X
ZOLSTJI,X,X,X,O,O,X
ZOLSITJ,X,X,X,O,O,X
ZOLSIJT,X,X,X,O,O,O
ZOLSJTI,X,X,X,O,O,X
ZOLSJIT,X,X,X,O,O,O
ZOJTILS,O,X,X,O,X,X
ZOJTISL,O,X,O,O,X,X
ZOJTLIS,O,X,X,O,X,X
ZOJTLSI,O,X,X,O,X,X
ZOJTSIL,O,X,O,O,X,X
ZOJTSLI,O,X,O,O,X,X
ZOJITLS,O,X,X,O,X,X
ZOJITSL,O,X,O,O,X,X
ZOJILTS,X,X,X,O,X,X
ZOJILST,X,X,X,O,X,X
ZOJISTL,O,X,O,O,X,X
ZOJISLT,X,X,O,O,X,X
ZOJLTIS,X,X,X,O,X,X
ZOJLTSI,X,X,X,O,X,X
ZOJLITS,X,X,X,O,X,X
ZOJLIST,X,X,X,O,X,X
ZOJLSTI,X,X,X,O,X,X
ZOJLSIT,X,X,X,O,X,X
ZOJSTIL,O,X,O,O,X,X
ZOJSTLI,O,X,O,O,X,X
ZOJSITL,O,X,O,O,X,X
ZOJSILT,X,X,O,O,X,X
ZOJSLTI,X,X,O,O,X,X
ZOJSLIT,X,X,O,O,X,X
ZOSTILJ,O,X,O,O,O,X
ZOSTIJL,O,X,O,O,O,X
ZOSTLIJ,O,X,O,O,O,X
ZOSTLJI,O,X,O,O,O,X
ZOSTJIL,O,X,O,O,O,X
ZOSTJLI,O,X,O,O,O,X
ZOSITLJ,O,X,O,O,O,X
ZOSITJL,O,X,O,O,O,X
ZOSILTJ,X,X,O,O,O,X
ZOSILJT,X,X,O,O,O,O
ZOSIJTL,O,X,O,O,O,X
ZOSIJLT,X,X,O,O,X,X
ZOSLTIJ,X,X,O,O,O,X
ZOSLTJI,X,X,O,O,O,X
ZOSLITJ,X,X,O,O,O,X
ZOSLIJT,X,X,O,O,O,O
ZOSLJTI,X,X,O,O,O,X
ZOSLJIT,X,X,O,O,O,O
ZOSJTIL,O,X,O,O,O,X
ZOSJTLI,O,X,O,O,O,X
ZOSJITL,O,X,O,O,O,X
ZOSJILT,X,X,O,O,X,X
ZOSJLTI,X,X,O,O,O,X
ZOSJLIT,X,X,O,O,O,X
OTILJSZ,X,O,O,X,O,X
OTILJZS,O,X,X,X,X,X
OTILSJZ,X,O,O,X,O,X
OTILSZJ,X,O,O,X,O,X
OTILZJS,O,X,X,X,X,X
OTILZSJ,O,O,X,X,O,X
OTIJLSZ,X,O,O,X,X,X
OTIJLZS,O,X,X,X,X,X
OTIJSLZ,X,O,O,X,X,X
OTIJSZL,O,O,O,O,O,X
OTIJZLS,O,X,X,O,X,X
OTIJZSL,O,X,O,O,X,X
OTISLJZ,X,O,O,X,O,X
OTISLZJ,X,O,O,X,O,X
OTISJLZ,X,O,O,X,X,X
OTISJZL,O,O,O,O,O,X
OTISZLJ,O,O,O,O,O,X
OTISZJL,O,O,O,O,O,X
OTIZLJS,O,X,X,O,X,X
OTIZLSJ,O,O,X,O,X,X
OTIZJLS,O,X,X,O,X,X
OTIZJSL,O,X,O,O,X,X
OTIZSLJ,O,O,O,O,O,X
OTIZSJL,O,O,O,O,O,X
OTLIJSZ,X,O,O,X,O,X
OTLIJZS,O,X,X,X,X,X
OTLISJZ,X,O,O,X,O,X
OTLISZJ,X,O,O,X,O,X
OTLIZJS,O,X,X,X,X,X
OTLIZSJ,O,O,X,X,O,X
OTLJISZ,X,O,O,X,O,X
OTLJIZS,O,X,X,X,X,X
OTLJSIZ,X,O,O,X,O,X
OTLJSZI,X,O,O,X,O,X
OTLJZIS,O,X,X,X,X,X
OTLJZSI,O,X,X,X,X,X
OTLSIJZ,X,O,O,X,O,X
OTLSIZJ,X,O,O,X,O,X
OTLSJIZ,X,O,O,X,O,X
OTLSJZI,X,O,O,X,O,X
OTLSZIJ,X,O,O,X,O,X
OTLSZJI,X,O,O,X,O,X
OTLZIJS,O,X,X,X,X,X
OTLZISJ,O,O,X,X,O,X
OTLZJIS,O,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X
OTLZSIJ,O,O,X,X,O,X
OTLZSJI,O,O,X,X,O,X
OTJILSZ,X,O,O,X,X,X
OTJILZS,O,X,X,X,X,X
OTJISLZ,X,O,O,X,X,X
OTJISZL,O,O,O,O,O,X
OTJIZLS,O,X,X,O,X,X
OTJIZSL,O,X,O,O,X,X
OTJLISZ,X,O,O,X,O,X
OTJLIZS,O,X,X,X,X,X
OTJLSIZ,X,O,O,X,O,X
OTJLSZI,X,O,O,X,O,X
OTJLZIS,O,X,X,X,X,X
OTJLZSI,O,X,X,X,X,X
OTJSILZ,X,O,O,X,X,X
OTJSIZL,O,O,O,O,O,X
OTJSLIZ,X,O,O,X,O,X
OTJSLZI,X,O,O,X,O,X
OTJSZIL,O,O,O,O,O,X
OTJSZLI,O,O,O,O,O,X
OTJZILS,O,X,X,O,X,X
OTJZISL,O,X,O,O,X,X
OTJZLIS,O,X,X,O,X,X
OTJZLSI,O,X,X,O,X,X
OTJZSIL,O,X,O,O,X,X
OTJZSLI,O,X,O,O,X,X
OTSILJZ,X,O,O,X,O,X
OTSILZJ,X,O,O,X,O,X
OTSIJLZ,X,O,O,X,X,X
OTSIJZL,O,O,O,O,O,X
OTSIZLJ,O,O,O,O,O,X
OTSIZJL,O,O,O,O,O,X
OTSLIJZ,X,O,O,X,O,X
OTSLIZJ,X,O,O,X,O,X
OTSLJIZ,X,O,O,X,O,X
OTSLJZI,X,O,O,X,O,X
OTSLZIJ,X,O,O,X,O,X
OTSLZJI,X,O,O,X,O,X
OTSJILZ,X,O,O,X,X,X
OTSJIZL,O,O,O,O,O,X
OTSJLIZ,X,O,O,X,O,X
OTSJLZI,X,O,O,X,O,X
OTSJZIL,O,O,O,O,O,X
OTSJZLI,O,O,O,O,O,X
OTSZILJ,O,O,O,O,O,X
OTSZIJL,O,O,O,O,O,X
OTSZLIJ,O,O,O,O,O,X
OTSZLJI,O,O,O,O,O,X
OTSZJIL,O,O,O,O,O,X
OTSZJLI,O,O,O,O,O,X
OTZILJS,O,X,X,O,X,X
OTZILSJ,O,O,X,O,X,X
OTZIJLS,O,X,X,O,X,X
OTZIJSL,O,X,O,O,X,X
OTZISLJ,O,O,O,O,O,X
OTZISJL,O,O,O,O,O,X
OTZLIJS,O,X,X,O,X,X
OTZLISJ,O,O,X,O,O,X
OTZLJIS,O,X,X,O,X,X
OTZLJSI,O,X,X,O,X,X
OTZLSIJ,O,O,X,O,O,X
OTZLSJI,O,O,X,O,O,X
OTZJILS,O,X,X,O,X,X
OTZJISL,O,X,O,O,X,X
OTZJLIS,O,X,X,O,X,X
OTZJLSI,O,X,X,O,X,X
OTZJSIL,O,X,O,O,X,X
OTZJSLI,O,X,O,O,X,X
OTZSILJ,O,O,O,O,O,X
OTZSIJL,O,O,O,O,O,X
OTZSLIJ,O,O,O,O,O,X
OTZSLJI,O,O,O,O,O,X
OTZSJIL,O,O,O,O,O,X
OTZSJLI,O,O,O,O,O,X
OITLJSZ,X,O,O,X,O,X
OITLJZS,O,X,X,X,X,X
OITLSJZ,X,O,O,X,O,X
OITLSZJ,X,O,O,X,O,X
OITLZJS,O,X,X,X,X,X
OITLZSJ,O,O,X,X,O,X
OITJLSZ,X,O,O,X,X,X
OITJLZS,O,X,X,X,X,X
OITJSLZ,X,O,O,X,X,X
OITJSZL,O,O,O,O,O,X
OITJZLS,O,X,X,O,X,X
OITJZSL,O,X,O,O,X,X
OITSLJZ,X,O,O,X,O,X
OITSLZJ,X,O,O,X,O,X
OITSJLZ,X,O,O,X,X,X
OITSJZL,O,O,O,O,O,X
OITSZLJ,O,O,O,O,O,X
OITSZJL,O,O,O,O,O,X
OITZLJS,O,X,X,O,X,X
OITZLSJ,O,O,X,O,X,X
OITZJLS,O,X,X,O,X,X
OITZJSL,O,X,O,O,X,X
OITZSLJ,O,O,O,O,O,X
OITZSJL,O,O,O,O,O,X
OILTJSZ,X,O,O,X,O,X
OILTJZS,X,X,X,X,X,X
OILTSJZ,X,O,O,X,O,X
OILTSZJ,X,O,O,X,O,X
OILTZJS,X,X,X,X,X,X
OILTZSJ,X,O,X,X,O,X
OILJTSZ,X,X,O,X,O,X
OILJTZS,X,X,X,X,X,X
OILJSTZ,X,X,O,X,O,X
OILJSZT,X,X,O,O,O,X
OILJZTS,X,X,X,O,X,X
OILJZST,X,X,X,O,X,X
OILSTJZ,X,O,O,X,O,X
OILSTZJ,X,O,O,X,O,X
OILSJTZ,X,X,O,X,O,X
OILSJZT,X,X,O,O,O,O
OILSZTJ,X,O,O,O,O,X
OILSZJT,X,X,O,O,O,O
OILZTJS,X,X,X,O,X,X
OILZTSJ,X,X,X,O,O,X
OILZJTS,X,X,X,O,X,X
OILZJST,X,X,X,O,X,X
OILZSTJ,X,X,X,O,O,X
OILZSJT,X,X,X,O,O,O
OIJTLSZ,X,X,O,X,X,X
OIJTLZS,O,X,X,X,X,X
OIJTSLZ,X,X,O,X,X,X
OIJTSZL,O,X,O,O,O,X
OIJTZLS,O,X,X,O,X,X
OIJTZSL,O,X,O,O,X,X
OIJLTSZ,X,X,O,X,X,X
OIJLTZS,X,X,X,X,X,X
OIJLSTZ,X,X,O,X,X,X
OIJLSZT,X,X,O,O,X,X
OIJLZTS,X,X,X,O,X,X
OIJLZST,X,X,X,O,X,X
OIJSTLZ,X,X,O,X,X,X
OIJSTZL,X,X,O,O,O,X
OIJSLTZ,X,X,O,X,X,X
OIJSLZT,X,X,O,O,X,X
OIJSZTL,O,X,O,O,O,X
OIJSZLT,X,X,O,O,X,X
OIJZTLS,O,X,X,O,X,X
OIJZTSL,O,X,O,O,X,X
OIJZLTS,X,X,X,O,X,X
OIJZLST,X,X,X,O,X,X
OIJZSTL,O,X,O,O,X,X
OIJZSLT,X,X,O,O,X,X
OISTLJZ,X,O,O,X,O,X
OISTLZJ,X,O,O,X,O,X
OISTJLZ,X,O,O,X,X,X
OISTJZL,X,O,O,O,O,X
OISTZLJ,X,O,O,O,O,X
OISTZJL,X,O,O,O,O,X
OISLTJZ,X,O,O,X,O,X
OISLTZJ,X,O,O,X,O,X
OISLJTZ,X,X,O,X,O,X
OISLJZT,X,X,O,O,O,O
OISLZTJ,X,O,O,O,O,X
OISLZJT,X,X,O,O,O,O
OISJTLZ,X,X,O,X,X,X
OISJTZL,X,X,O,O,O,X
OISJLTZ,X,X,O,X,X,X
OISJLZT,X,X,O,O,X,O
OISJZTL,O,X,O,O,O,X
OISJZLT,X,X,O,O,X,X
OISZTLJ,O,O,O,O,O,X
OISZTJL,O,O,O,O,O,X
OISZLTJ,X,O,O,O,O,X
OISZLJT,X,X,O,O,O,O
OISZJTL,O,X,O,O,O,X
OISZJLT,X,X,O,O,X,X
OIZTLJS,O,X,X,O,X,X
OIZTLSJ,O,X,X,O,X,X
OIZTJLS,O,X,X,O,X,X
OIZTJSL,O,X,O,O,X,X
OIZTSLJ,O,X,O,O,O,X
OIZTSJL,O,X,O,O,O,X
OIZLTJS,X,X,X,O,X,X
OIZLTSJ,X,X,X,O,X,X
OIZLJTS,X,X,X,O,X,X
OIZLJST,X,X,X,O,X,X
OIZLSTJ,X,X,X,O,X,X
OIZLSJT,X,X,X,O,X,O
OIZJTLS,O,X,X,O,X,X
OIZJTSL,O,X,O,O,X,X
OIZJLTS,X,X,X,O,X,X
OIZJLST,X,X,X,O,X,X
OIZJSTL,O,X,O,O,X,X
OIZJSLT,X,X,O,O,X,X
OIZSTLJ,O,X,O,O,O,X
OIZSTJL,O,X,O,O,O,X
OIZSLTJ,X,X,O,O,O,X
OIZSLJT,X,X,O,O,X,O
OIZSJTL,O,X,O,O,O,X
OIZSJLT,X,X,O,O,X,X
OLTIJSZ,X,O,O,X,O,X
OLTIJZS,X,X,X,X,X,X
OLTISJZ,X,O,O,X,O,X
OLTISZJ,X,O,O,X,O,X
OLTIZJS,X,X,X,X,X,X
OLTIZSJ,X,O,X,X,O,X
OLTJISZ,X,O,O,X,O,X
OLTJIZS,X,X,X,X,X,X
OLTJSIZ,X,O,O,X,O,X
OLTJSZI,X,O,O,X,O,X
OLTJZIS,X,X,X,X,X,X
OLTJZSI,X,X,X,X,X,X
OLTSIJZ,X,O,O,X,O,X
OLTSIZJ,X,O,O,X,O,X
OLTSJIZ,X,O,O,X,O,X
OLTSJZI,X,O,O,X,O,X
OLTSZIJ,X,O,O,X,O,X
OLTSZJI,X,O,O,X,O,X
OLTZIJS,X,X,X,X,X,X
OLTZISJ,X,O,X,X,O,X
OLTZJIS,X,X,X,X,X,X
OLTZJSI,X,X,X,X,X,X
OLTZSIJ,X,O,X,X,O,X
OLTZSJI,X,O,X,X,O,X
OLITJSZ,X,O,O,X,O,X
OLITJZS,X,X,X,X,X,X
OLITSJZ,X,O,O,X,O,X
OLITSZJ,X,O,O,X,O,X
OLITZJS,X,X,X,X,X,X
OLITZSJ,X,O,X,X,O,X
OLIJTSZ,X,X,O,X,O,X
OLIJTZS,X,X,X,X,X,X
OLIJSTZ,X,X,O,X,O,X
OLIJSZT,X,X,O,O,O,X
OLIJZTS,X,X,X,O,X,X
OLIJZST,X,X,X,O,X,X
OLISTJZ,X,O,O,X,O,X
OLISTZJ,X,O,O,X,O,X
OLISJTZ,X,X,O,X,O,X
OLISJZT,X,X,O,O,O,O
OLISZTJ,X,O,O,O,O,X
OLISZJT,X,X,O,O,O,O
OLIZTJS,X,X,X,O,X,X
OLIZTSJ,X,X,X,O,O,X
OLIZJTS,X,X,X,O,X,X
OLIZJST,X,X,X,O,X,X
OLIZSTJ,X,X,X,O,O,X
OLIZSJT,X,X,X,O,O,O
OLJTISZ,X,X,O,X,O,X
OLJTIZS,X,X,X,X,X,X
OLJTSIZ,X,X,O,X,O,X
OLJTSZI,X,X,O,X,O,X
OLJTZIS,X,X,X,X,X,X
OLJTZSI,X,X,X,X,X,X
OLJITSZ,X,X,O,X,O,X
OLJITZS,X,X,X,X,X,X
OLJISTZ,X,X,O,X,O,X
OLJISZT,X,X,O,O,O,X
OLJIZTS,X,X,X,O,X,X
OLJIZST,X,X,X,O,X,X
OLJSTIZ,X,X,O,X,O,X
OLJSTZI,X,X,O,X,O,X
OLJSITZ,X,X,O,X,O,X
OLJSIZT,X,X,O,O,O,X
OLJSZTI,X,X,O,O,O,X
OLJSZIT,X,X,O,O,O,X
OLJZTIS,X,X,X,O,X,X
OLJZTSI,X,X,X,O,X,X
OLJZITS,X,X,X,O,X,X
OLJZIST,X,X,X,O,X,X
OLJZSTI,X,X,X,O,X,X
OLJZSIT,X,X,X,O,X,X
OLSTIJZ,X,O,O,X,O,X
OLSTIZJ,X,O,O,X,O,X
OLSTJIZ,X,O,O,X,O,X
OLSTJZI,X,O,O,X,O,X
OLSTZIJ,X,O,O,X,O,X
OLSTZJI,X,O,O,X,O,X
OLSITJZ,X,O,O,X,O,X
OLSITZJ,X,O,O,X,O,X
OLSIJTZ,X,X,O,X,O,X
OLSIJZT,X,X,O,O,O,O
OLSIZTJ,X,O,O,O,O,X
OLSIZJT,X,X,O,O,O,O
OLSJTIZ,X,X,O,X,O,X
OLSJTZI,X,X,O,X,O,X
OLSJITZ,X,X,O,X,O,X
OLSJIZT,X,X,O,O,O,O
OLSJZTI,X,X,O,O,O,X
OLSJZIT,X,X,O,O,O,O
OLSZTIJ,X,O,O,O,O,X
OLSZTJI,X,O,O,O,O,X
OLSZITJ,X,O,O,O,O,X
OLSZIJT,X,X,O,O,O,O
OLSZJTI,X,X,O,O,O,X
OLSZJIT,X,X,O,O,O,O
OLZTIJS,X,X,X,O,X,X
OLZTISJ,X,X,X,O,O,X
OLZTJIS,X,X,X,O,X,X
OLZTJSI,X,X,X,O,X,X
OLZTSIJ,X,X,X,O,O,X
OLZTSJI,X,X,X,O,O,X
OLZITJS,X,X,X,O,X,X
OLZITSJ,X,X,X,O,O,X
OLZIJTS,X,X,X,O,X,X
OLZIJST,X,X,X,O,X,X
OLZISTJ,X,X,X,O,O,X
OLZISJT,X,X,X,O,O,O
OLZJTIS,X,X,X,O,X,X
OLZJTSI,X,X,X,O,X,X
OLZJITS,X,X,X,O,X,X
OLZJIST,X,X,X,O,X,X
OLZJSTI,X,X,X,O,X,X
OLZJSIT,X,X,X,O,X,X
OLZSTIJ,X,X,X,O,O,X
OLZSTJI,X,X,X,O,O,X
OLZSITJ,X,X,X,O,O,X
OLZSIJT,X,X,X,O,O,O
OLZSJTI,X,X,X,O,O,X
OLZSJIT,X,X,X,O,O,O
OJTILSZ,X,X,O,X,X,X
OJTILZS,O,X,X,X,X,X
OJTISLZ,X,X,O,X,X,X
OJTISZL,O,X,O,O,O,X
OJTIZLS,O,X,X,O,X,X
OJTIZSL,O,X,O,O,X,X
OJTLISZ,X,X,O,X,O,X
OJTLIZS,O,X,X,X,X,X
OJTLSIZ,X,X,O,X,O,X
OJTLSZI,X,X,O,X,O,X
OJTLZIS,O,X,X,X,X,X
OJTLZSI,O,X,X,X,X,X
OJTSILZ,X,X,O,X,X,X
OJTSIZL,O,X,O,O,O,X
OJTSLIZ,X,X,O,X,O,X
OJTSLZI,X,X,O,X,O,X
OJTSZIL,O,X,O,O,O,X
OJTSZLI,O,X,O,O,O,X
OJTZILS,O,X,X,O,X,X
OJTZISL,O,X,O,O,X,X
OJTZLIS,O,X,X,O,X,X
OJTZLSI,O,X,X,O,X,X
OJTZSIL,O,X,O,O,X,X
OJTZSLI,O,X,O,O,X,X
OJITLSZ,X,X,O,X,X,X
OJITLZS,O,X,X,X,X,X
OJITSLZ,X,X,O,X,X,X
OJITSZL,O,X,O,O,O,X
OJITZLS,O,X,X,O,X,X
OJITZSL,O,X,O,O,X,X
OJILTSZ,X,X,O,X,X,X
OJILTZS,X,X,X,X,X,X
OJILSTZ,X,X,O,X,X,X
OJILSZT,X,X,O,O,X,X
OJILZTS,X,X,X,O,X,X
OJILZST,X,X,X,O,X,X
OJISTLZ,X,X,O,X,X,X
OJISTZL,X,X,O,O,O,X
OJISLTZ,X,X,O,X,X,X
OJISLZT,X,X,O,O,X,X
OJISZTL,O,X,O,O,O,X
OJISZLT,X,X,O,O,X,X
OJIZTLS,O,X,X,O,X,X
OJIZTSL,O,X,O,O,X,X
OJIZLTS,X,X,X,O,X,X
OJIZLST,X,X,X,O,X,X
