sequence,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBCiB8?qBTnB1wB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBTiB6?qBcrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukB3gBlmBc?sBzqBCsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBFhBXiB6?qBcsBTrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBTiBllBc?rBXsBCrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBllBcrBT?nBCrBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JeZEJvhFukBfnB6nBl?lB0rBzqB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFRhB+nBcpBl?lBXrBzrB,v115@FhB8HeB8BeA8EeB8AeB8DeC8Jei/IvhFWnBcpBllBx?rBzqBXsB,v115@FhB8HeB8BeA8EeB8AeB8DeC8JexBJvhFTkBllB3mBc?sBipBWwB
SJOTZLI,O,O,O,O,O,X,X,O,X,X
SJOITLZ,O,O,X,X,X,X,X,X,X,X
SJOITZL,O,O,O,O,O,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X,X,X,X
SJOILZT,X,O,O,X,O,X,X,X,X,X
SJOIZTL,X,O,O,O,O,O,X,X,X,X
SJOIZLT,X,O,O,O,O,X,X,X,X,X
SJOLTIZ,O,O,X,X,X,X,X,X,X,X
SJOLTZI,O,O,X,X,X,X,X,X,X,X
SJOLITZ,O,O,X,X,X,X,X,X,X,X
SJOLIZT,X,O,O,X,O,X,X,X,X,X
SJOLZTI,X,O,O,X,O,X,X,X,X,X
SJOLZIT,X,O,O,X,O,X,X,X,X,X
SJOZTIL,X,O,O,O,O,O,X,O,X,X
SJOZTLI,X,O,O,O,O,X,X,O,X,X
SJOZITL,X,O,O,O,O,O,X,X,X,X
SJOZILT,X,O,O,O,O,X,X,X,X,X
SJOZLTI,X,O,O,O,O,X,X,O,X,X
SJOZLIT,X,O,O,O,O,X,X,X,X,X
SZTILJO,X,O,X,O,O,X,O,O,O,X
SZTILOJ,X,O,X,O,O,X,O,O,X,O
SZTIJLO,X,O,X,O,O,X,O,O,O,X
SZTIJOL,X,O,X,O,O,O,O,O,X,O
SZTIOLJ,X,O,X,O,O,X,O,O,X,O
SZTIOJL,X,O,X,O,O,O,O,O,X,O
SZTLIJO,X,O,X,O,O,X,O,O,O,X
SZTLIOJ,X,O,X,O,O,X,O,O,X,O
SZTLJIO,X,O,X,O,O,X,O,O,X,X
SZTLJOI,X,O,X,O,O,X,O,O,X,X
SZTLOIJ,X,O,X,O,O,X,O,O,X,O
SZTLOJI,X,O,X,O,O,X,O,O,X,O
SZTJILO,X,O,X,O,O,X,O,O,X,X
SZTJIOL,X,O,X,O,O,O,O,O,X,O
SZTJLIO,X,O,X,O,O,X,O,O,X,X
SZTJLOI,X,O,X,O,O,X,O,O,X,X
SZTJOIL,X,O,X,O,O,O,O,O,X,O
SZTJOLI,X,O,X,O,O,X,O,O,X,O
SZTOILJ,X,O,X,O,O,X,O,O,X,O
SZTOIJL,X,O,X,O,O,O,O,O,X,O
SZTOLIJ,X,O,X,O,O,X,O,O,X,O
SZTOLJI,X,O,X,O,O,X,O,O,X,O
SZTOJIL,X,O,X,O,O,O,O,O,X,O
SZTOJLI,X,O,X,O,O,X,O,O,X,O
SZITLJO,X,O,X,O,O,X,O,O,O,X
SZITLOJ,X,O,X,O,O,X,O,O,X,O
SZITJLO,X,O,X,O,O,X,O,O,O,X
SZITJOL,X,O,X,O,O,O,O,O,X,O
SZITOLJ,X,O,X,O,O,X,O,O,X,O
SZITOJL,X,O,X,O,O,O,O,O,X,O
SZILTJO,X,O,X,O,O,X,O,O,O,X
SZILTOJ,X,O,X,O,O,X,O,O,X,O
SZILJTO,X,O,X,O,O,X,O,O,O,X
SZILJOT,X,O,X,O,O,X,O,X,X,X
SZILOTJ,X,O,X,O,O,X,O,X,X,O
SZILOJT,X,O,X,O,O,X,O,X,X,X
SZIJTLO,X,O,X,O,O,X,O,O,O,X
SZIJTOL,X,O,X,O,O,O,O,O,X,O
SZIJLTO,X,O,X,O,O,X,O,O,O,X
SZIJLOT,X,O,X,O,O,X,O,X,X,X
SZIJOTL,X,O,O,O,O,O,O,X,X,O
SZIJOLT,X,O,O,O,O,X,O,X,X,X
SZIOTLJ,X,O,O,O,O,X,O,X,X,O
SZIOTJL,X,O,O,O,O,O,O,X,X,O
SZIOLTJ,X,O,O,O,O,X,O,X,X,O
SZIOLJT,X,O,O,O,O,X,O,X,X,X
SZIOJTL,X,O,O,O,O,O,O,X,X,O
SZIOJLT,X,O,O,O,O,X,O,X,X,X
SZLTIJO,X,O,X,O,O,X,O,O,O,X
SZLTIOJ,X,O,X,O,O,X,O,O,X,O
SZLTJIO,X,O,X,O,O,X,O,O,X,X
SZLTJOI,X,O,X,O,O,X,O,O,X,X
SZLTOIJ,X,O,X,O,O,X,O,O,X,O
SZLTOJI,X,O,X,O,O,X,O,O,X,O
SZLITJO,X,O,X,O,O,X,O,O,O,X
SZLITOJ,X,O,X,O,O,X,O,O,X,O
SZLIJTO,X,O,X,O,O,X,O,O,O,X
SZLIJOT,X,O,X,O,O,X,O,X,X,X
SZLIOTJ,X,O,X,O,O,X,O,X,X,O
SZLIOJT,X,O,X,O,O,X,O,X,X,X
SZLJTIO,X,O,X,O,O,X,O,O,X,X
SZLJTOI,X,O,X,O,O,X,O,O,X,X
SZLJITO,X,O,X,O,O,X,O,O,X,X
SZLJIOT,X,O,X,O,O,X,O,X,X,X
SZLJOTI,X,O,X,O,O,X,O,O,X,X
SZLJOIT,X,O,X,O,O,X,O,X,X,X
SZLOTIJ,X,O,X,O,O,X,O,O,X,O
SZLOTJI,X,O,X,O,O,X,O,O,X,O
SZLOITJ,X,O,X,O,O,X,O,X,X,O
SZLOIJT,X,O,X,O,O,X,O,X,X,X
SZLOJTI,X,O,X,O,O,X,O,O,X,X
SZLOJIT,X,O,X,O,O,X,O,X,X,X
SZJTILO,X,O,X,O,O,X,O,O,X,X
SZJTIOL,X,O,X,O,O,O,O,O,X,O
SZJTLIO,X,O,X,O,O,X,O,O,X,X
SZJTLOI,X,O,X,O,O,X,O,O,X,X
SZJTOIL,X,O,X,O,O,O,O,O,X,O
SZJTOLI,X,O,X,O,O,X,O,O,X,O
SZJITLO,X,O,X,O,O,X,O,O,X,X
SZJITOL,X,O,X,O,O,O,O,O,X,O
SZJILTO,X,O,X,O,O,X,O,O,X,X
SZJILOT,X,O,X,O,O,X,O,X,X,X
SZJIOTL,X,O,O,O,O,O,O,X,X,O
SZJIOLT,X,O,O,O,O,X,O,X,X,X
SZJLTIO,X,O,X,O,O,X,O,O,X,X
SZJLTOI,X,O,X,O,O,X,O,O,X,X
SZJLITO,X,O,X,O,O,X,O,O,X,X
SZJLIOT,X,O,X,O,O,X,O,X,X,X
SZJLOTI,X,O,X,O,O,X,O,O,X,X
SZJLOIT,X,O,X,O,O,X,O,X,X,X
SZJOTIL,X,O,O,O,O,O,O,O,X,O
SZJOTLI,X,O,O,O,O,X,O,O,X,O
SZJOITL,X,O,O,O,O,O,O,X,X,O
SZJOILT,X,O,O,O,O,X,O,X,X,X
SZJOLTI,X,O,O,O,O,X,O,O,X,X
SZJOLIT,X,O,O,O,O,X,O,X,X,X
SZOTILJ,X,O,O,O,O,X,O,O,X,O
SZOTIJL,X,O,O,O,O,O,O,O,X,O
SZOTLIJ,X,O,O,O,O,X,O,O,X,O
SZOTLJI,X,O,O,O,O,X,O,O,X,O
SZOTJIL,X,O,O,O,O,O,O,O,X,O
SZOTJLI,X,O,O,O,O,X,O,O,X,O
SZOITLJ,X,O,O,O,O,X,O,X,X,O
SZOITJL,X,O,O,O,O,O,O,X,X,O
SZOILTJ,X,O,O,O,O,X,O,X,X,O
SZOILJT,X,O,O,O,O,X,O,X,X,X
SZOIJTL,X,O,O,O,O,O,O,X,X,O
SZOIJLT,X,O,O,O,O,X,O,X,X,X
SZOLTIJ,X,O,O,O,O,X,O,O,X,O
SZOLTJI,X,O,O,O,O,X,O,O,X,O
SZOLITJ,X,O,O,O,O,X,O,X,X,O
SZOLIJT,X,O,O,O,O,X,O,X,X,X
SZOLJTI,X,O,O,O,O,X,O,O,X,X
SZOLJIT,X,O,O,O,O,X,O,X,X,X
SZOJTIL,X,O,O,O,O,O,O,O,X,O
SZOJTLI,X,O,O,O,O,X,O,O,X,O
SZOJITL,X,O,O,O,O,O,O,X,X,O
SZOJILT,X,O,O,O,O,X,O,X,X,X
SZOJLTI,X,O,O,O,O,X,O,O,X,X
SZOJLIT,X,O,O,O,O,X,O,X,X,X
SOTILJZ,O,O,X,X,X,X,X,X,X,X
SOTILZJ,O,O,X,X,X,X,X,X,X,X
SOTIJLZ,O,O,X,X,X,X,X,X,X,X
SOTIJZL,O,O,O,O,O,X,X,O,X,X
SOTIZLJ,O,O,O,O,O,X,X,O,X,X
SOTIZJL,O,O,O,O,O,X,X,O,X,X
SOTLIJZ,O,O,X,X,X,X,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X,X,X
SOTLJZI,O,O,X,X,X,X,X,X,X,X
SOTLZIJ,O,O,X,X,X,X,X,X,X,X
SOTLZJI,O,O,X,X,X,X,X,X,X,X
SOTJILZ,O,O,X,X,X,X,X,X,X,X
SOTJIZL,O,O,O,O,O,X,X,O,X,X
SOTJLIZ,O,O,X,X,X,X,X,X,X,X
SOTJLZI,O,O,X,X,X,X,X,X,X,X
SOTJZIL,O,O,O,O,O,X,X,O,X,X
SOTJZLI,O,O,O,O,O,X,X,O,X,X
SOTZILJ,O,O,O,O,O,X,X,O,X,O
SOTZIJL,O,O,O,O,O,X,X,O,X,O
SOTZLIJ,O,O,O,O,O,X,X,O,X,O
SOTZLJI,O,O,O,O,O,X,X,O,X,O
SOTZJIL,O,O,O,O,O,X,X,O,X,O
SOTZJLI,O,O,O,O,O,X,X,O,X,O
SOITLJZ,O,O,X,X,X,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X,X,X,X
SOITJZL,O,O,O,O,O,X,X,X,X,X
SOITZLJ,O,O,O,O,O,X,X,X,X,X
SOITZJL,O,O,O,O,O,X,X,X,X,X
SOILTJZ,O,O,X,O,X,X,X,X,X,X
SOILTZJ,O,O,X,O,X,X,X,X,X,X
SOILJTZ,O,O,X,O,X,X,X,X,X,X
SOILJZT,X,O,O,O,O,X,X,X,X,X
SOILZTJ,X,O,O,O,O,X,X,X,X,X
SOILZJT,X,O,O,O,O,X,X,X,X,X
SOIJTLZ,O,O,X,X,X,X,X,X,X,X
SOIJTZL,O,O,O,O,O,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,X,X,X,X
SOIJLZT,X,O,O,X,O,X,X,X,X,X
SOIJZTL,X,O,O,O,O,O,X,X,X,X
SOIJZLT,X,O,O,O,O,X,X,X,X,X
SOIZTLJ,X,O,O,O,O,X,X,X,X,X
SOIZTJL,X,O,O,O,O,O,X,X,X,X
SOIZLTJ,X,O,O,O,O,X,X,X,X,X
SOIZLJT,X,O,O,O,O,X,X,X,X,X
SOIZJTL,X,O,O,O,O,O,X,X,X,X
SOIZJLT,X,O,O,O,O,X,X,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,O,X,X,X,X,X,X
SOLTJZI,O,O,X,O,X,X,X,X,X,X
SOLTZIJ,O,O,X,O,X,X,X,X,X,X
SOLTZJI,O,O,X,O,X,X,X,X,X,X
SOLITJZ,O,O,X,O,X,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X,X,X
SOLIJTZ,O,O,X,O,X,X,X,X,X,X
SOLIJZT,X,O,O,O,O,X,X,X,X,X
SOLIZTJ,X,O,O,O,O,X,X,X,X,X
SOLIZJT,X,O,O,O,O,X,X,X,X,X
SOLJTIZ,O,O,X,O,X,X,X,X,X,X
SOLJTZI,O,O,X,O,X,X,X,X,X,X
SOLJITZ,O,O,X,O,X,X,X,X,X,X
SOLJIZT,X,O,O,O,O,X,X,X,X,X
SOLJZTI,X,O,O,O,O,X,X,X,X,X
SOLJZIT,X,O,O,O,O,X,X,X,X,X
SOLZTIJ,X,O,O,O,O,X,X,X,X,X
SOLZTJI,X,O,O,O,O,X,X,X,X,X
SOLZITJ,X,O,O,O,O,X,X,X,X,X
SOLZIJT,X,O,O,O,O,X,X,X,X,X
SOLZJTI,X,O,O,O,O,X,X,X,X,X
SOLZJIT,X,O,O,O,O,X,X,X,X,X
SOJTILZ,O,O,X,X,X,X,X,X,X,X
SOJTIZL,O,O,O,O,O,X,X,O,X,X
SOJTLIZ,O,O,X,X,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,X,X,X,X,X
SOJTZIL,O,O,O,O,O,X,X,O,X,X
SOJTZLI,O,O,O,O,O,X,X,O,X,X
SOJITLZ,O,O,X,X,X,X,X,X,X,X
SOJITZL,O,O,O,O,O,X,X,X,X,X
SOJILTZ,O,O,X,X,X,X,X,X,X,X
SOJILZT,X,O,O,X,O,X,X,X,X,X
SOJIZTL,X,O,O,O,O,O,X,X,X,X
SOJIZLT,X,O,O,O,O,X,X,X,X,X
SOJLTIZ,O,O,X,X,X,X,X,X,X,X
SOJLTZI,O,O,X,X,X,X,X,X,X,X
SOJLITZ,O,O,X,X,X,X,X,X,X,X
SOJLIZT,X,O,O,X,O,X,X,X,X,X
SOJLZTI,X,O,O,X,O,X,X,X,X,X
SOJLZIT,X,O,O,X,O,X,X,X,X,X
SOJZTIL,X,O,O,O,O,O,X,O,X,X
SOJZTLI,X,O,O,O,O,X,X,O,X,X
SOJZITL,X,O,O,O,O,O,X,X,X,X
SOJZILT,X,O,O,O,O,X,X,X,X,X
SOJZLTI,X,O,O,O,O,X,X,O,X,X
SOJZLIT,X,O,O,O,O,X,X,X,X,X
SOZTILJ,X,O,O,O,O,X,X,O,X,O
SOZTIJL,X,O,O,O,O,O,X,O,X,O
SOZTLIJ,X,O,O,O,O,X,X,O,X,O
SOZTLJI,X,O,O,O,O,X,X,O,X,O
SOZTJIL,X,O,O,O,O,O,X,O,X,O
SOZTJLI,X,O,O,O,O,X,X,O,X,O
SOZITLJ,X,O,O,O,O,X,X,X,X,O
SOZITJL,X,O,O,O,O,O,X,X,X,O
SOZILTJ,X,O,O,O,O,X,X,X,X,O
SOZILJT,X,O,O,O,O,X,X,X,X,X
SOZIJTL,X,O,O,O,O,O,X,X,X,O
SOZIJLT,X,O,O,O,O,X,X,X,X,X
SOZLTIJ,X,O,O,O,O,X,X,O,X,O
SOZLTJI,X,O,O,O,O,X,X,O,X,O
SOZLITJ,X,O,O,O,O,X,X,X,X,O
SOZLIJT,X,O,O,O,O,X,X,X,X,X
SOZLJTI,X,O,O,O,O,X,X,O,X,X
SOZLJIT,X,O,O,O,O,X,X,X,X,X
SOZJTIL,X,O,O,O,O,O,X,O,X,O
SOZJTLI,X,O,O,O,O,X,X,O,X,O
SOZJITL,X,O,O,O,O,O,X,X,X,O
SOZJILT,X,O,O,O,O,X,X,X,X,X
SOZJLTI,X,O,O,O,O,X,X,O,X,X
SOZJLIT,X,O,O,O,O,X,X,X,X,X
ZTILJSO,O,O,X,O,O,X,O,X,O,X
ZTILJOS,O,O,X,O,X,O,X,X,O,X
ZTILSJO,O,O,X,O,O,X,O,O,O,X
ZTILSOJ,O,O,X,O,O,X,O,O,X,X
ZTILOJS,O,O,X,O,X,O,X,X,O,X
ZTILOSJ,O,O,X,O,X,X,X,X,X,X
ZTIJLSO,O,O,X,O,O,X,O,X,O,X
ZTIJLOS,O,X,X,O,X,O,X,X,O,X
ZTIJSLO,O,O,X,O,O,X,O,X,O,X
ZTIJSOL,O,O,X,O,O,O,O,X,X,X
ZTIJOLS,O,X,O,O,X,O,X,X,O,X
ZTIJOSL,O,O,O,O,O,O,O,X,X,X
ZTISLJO,O,O,X,O,O,X,O,O,O,X
ZTISLOJ,O,O,X,O,O,X,O,O,X,O
ZTISJLO,O,O,X,O,O,X,O,O,O,X
ZTISJOL,O,O,X,O,O,O,O,O,X,O
ZTISOLJ,O,O,X,O,O,X,O,O,X,O
ZTISOJL,O,O,X,O,O,O,O,O,X,O
ZTIOLJS,O,X,O,O,X,O,X,X,O,X
ZTIOLSJ,O,X,O,O,X,X,X,X,X,X
ZTIOJLS,O,X,O,O,X,O,X,X,O,X
ZTIOJSL,O,O,O,O,O,O,O,X,X,X
ZTIOSLJ,O,O,O,O,O,X,O,X,X,O
ZTIOSJL,O,O,O,O,O,O,O,X,X,O
ZTLIJSO,O,O,X,O,O,X,O,X,O,X
ZTLIJOS,O,O,X,O,X,O,X,X,O,X
ZTLISJO,O,O,X,O,O,X,O,O,O,X
ZTLISOJ,O,O,X,O,O,X,O,O,X,X
ZTLIOJS,O,O,X,O,X,O,X,X,O,X
ZTLIOSJ,O,O,X,O,X,X,X,X,X,X
ZTLJISO,O,O,X,O,O,X,O,X,O,X
ZTLJIOS,O,O,X,O,X,O,X,X,O,X
ZTLJSIO,O,O,X,O,O,X,O,O,X,X
ZTLJSOI,O,O,X,O,O,X,O,O,X,X
ZTLJOIS,O,O,X,O,X,O,X,X,X,X
ZTLJOSI,O,O,X,O,X,X,X,X,X,X
ZTLSIJO,O,O,X,O,O,X,O,O,O,X
ZTLSIOJ,O,O,X,O,O,X,O,O,X,O
ZTLSJIO,O,O,X,O,O,X,O,O,X,X
ZTLSJOI,O,O,X,O,O,X,O,O,X,X
ZTLSOIJ,O,O,X,O,O,X,O,O,X,O
ZTLSOJI,O,O,X,O,O,X,O,O,X,O
ZTLOIJS,O,O,X,O,X,O,X,X,O,X
ZTLOISJ,O,O,X,O,X,X,X,X,X,X
ZTLOJIS,O,O,X,O,X,O,X,X,X,X
ZTLOJSI,O,O,X,O,X,X,X,X,X,X
ZTLOSIJ,O,O,X,O,X,X,X,O,X,O
ZTLOSJI,O,O,X,O,X,X,X,O,X,O
ZTJILSO,O,O,X,O,O,X,O,X,O,X
ZTJILOS,O,X,X,O,X,O,X,X,O,X
ZTJISLO,O,O,X,O,O,X,O,X,O,X
ZTJISOL,O,O,X,O,O,O,O,X,X,X
ZTJIOLS,O,X,O,O,X,O,X,X,O,X
ZTJIOSL,O,O,O,O,O,O,O,X,X,X
ZTJLISO,O,O,X,O,O,X,O,X,O,X
ZTJLIOS,O,X,X,O,X,O,X,X,O,X
ZTJLSIO,O,O,X,O,O,X,O,O,X,X
ZTJLSOI,O,O,X,O,O,X,O,O,X,X
ZTJLOIS,O,X,X,O,X,O,X,X,X,X
ZTJLOSI,O,X,X,O,X,X,X,X,X,X
ZTJSILO,O,O,X,O,O,X,O,O,X,X
ZTJSIOL,O,O,X,O,O,O,O,O,X,O
ZTJSLIO,O,O,X,O,O,X,O,O,X,X
ZTJSLOI,O,O,X,O,O,X,O,O,X,X
ZTJSOIL,O,O,X,O,O,O,O,O,X,O
ZTJSOLI,O,O,X,O,O,X,O,O,X,O
ZTJOILS,O,X,O,O,X,O,X,X,X,X
ZTJOISL,O,O,O,O,O,O,O,X,X,X
ZTJOLIS,O,X,O,O,X,O,X,X,X,X
ZTJOLSI,O,X,O,O,X,X,X,X,X,X
ZTJOSIL,O,O,O,O,O,O,O,X,X,O
ZTJOSLI,O,O,O,O,O,X,O,X,X,O
ZTSILJO,O,O,X,O,O,X,O,O,O,X
ZTSILOJ,O,O,X,O,O,X,O,O,X,O
ZTSIJLO,O,O,X,O,O,X,O,O,O,X
ZTSIJOL,O,O,X,O,O,O,O,O,X,O
ZTSIOLJ,O,O,X,O,O,X,O,O,X,O
ZTSIOJL,O,O,X,O,O,O,O,O,X,O
ZTSLIJO,O,O,X,O,O,X,O,O,O,X
ZTSLIOJ,O,O,X,O,O,X,O,O,X,O
ZTSLJIO,O,O,X,O,O,X,O,O,X,X
ZTSLJOI,O,O,X,O,O,X,O,O,X,X
ZTSLOIJ,O,O,X,O,O,X,O,O,X,O
ZTSLOJI,O,O,X,O,O,X,O,O,X,O
ZTSJILO,O,O,X,O,O,X,O,O,X,X
ZTSJIOL,O,O,X,O,O,O,O,O,X,O
ZTSJLIO,O,O,X,O,O,X,O,O,X,X
ZTSJLOI,O,O,X,O,O,X,O,O,X,X
ZTSJOIL,O,O,X,O,O,O,O,O,X,O
ZTSJOLI,O,O,X,O,O,X,O,O,X,O
ZTSOILJ,O,O,X,O,O,X,O,O,X,O
ZTSOIJL,O,O,X,O,O,O,O,O,X,O
ZTSOLIJ,O,O,X,O,O,X,O,O,X,O
ZTSOLJI,O,O,X,O,O,X,O,O,X,O
ZTSOJIL,O,O,X,O,O,O,O,O,X,O
ZTSOJLI,O,O,X,O,O,X,O,O,X,O
ZTOILJS,O,X,O,O,X,O,X,X,O,X
ZTOILSJ,O,X,O,O,X,X,X,X,X,X
ZTOIJLS,O,X,O,O,X,O,X,X,O,X
ZTOIJSL,O,O,O,O,O,O,O,X,X,X
ZTOISLJ,O,O,O,O,O,X,O,X,X,O
ZTOISJL,O,O,O,O,O,O,O,X,X,O
ZTOLIJS,O,X,O,O,X,O,X,X,O,X
ZTOLISJ,O,X,O,O,X,X,X,X,X,X
ZTOLJIS,O,X,O,O,X,O,X,X,X,X
ZTOLJSI,O,X,O,O,X,X,X,X,X,X
ZTOLSIJ,O,X,O,O,X,X,X,O,X,O
ZTOLSJI,O,X,O,O,X,X,X,O,X,O
ZTOJILS,O,X,O,O,X,O,X,X,X,X
ZTOJISL,O,O,O,O,O,O,O,X,X,X
ZTOJLIS,O,X,O,O,X,O,X,X,X,X
ZTOJLSI,O,X,O,O,X,X,X,X,X,X
ZTOJSIL,O,O,O,O,O,O,O,X,X,O
ZTOJSLI,O,O,O,O,O,X,O,X,X,O
ZTOSILJ,O,O,O,O,O,X,O,O,X,O
ZTOSIJL,O,O,O,O,O,O,O,O,X,O
ZTOSLIJ,O,O,O,O,O,X,O,O,X,O
ZTOSLJI,O,O,O,O,O,X,O,O,X,O
ZTOSJIL,O,O,O,O,O,O,O,O,X,O
ZTOSJLI,O,O,O,O,O,X,O,O,X,O
ZITLJSO,O,O,X,O,O,X,O,X,O,X
ZITLJOS,O,O,X,O,X,O,X,X,O,X
ZITLSJO,O,O,X,O,O,X,O,O,O,X
ZITLSOJ,O,O,X,O,O,X,O,O,X,X
ZITLOJS,O,O,X,O,X,O,X,X,O,X
ZITLOSJ,O,O,X,O,X,X,X,X,X,X
ZITJLSO,O,O,X,O,O,X,O,X,O,X
ZITJLOS,O,X,X,O,X,O,X,X,O,X
ZITJSLO,O,O,X,O,O,X,O,X,O,X
ZITJSOL,O,O,X,O,O,O,O,X,X,X
ZITJOLS,O,X,O,O,X,O,X,X,O,X
ZITJOSL,O,O,O,O,O,O,O,X,X,X
ZITSLJO,O,O,X,O,O,X,O,O,O,X
ZITSLOJ,O,O,X,O,O,X,O,O,X,O
ZITSJLO,O,O,X,O,O,X,O,O,O,X
ZITSJOL,O,O,X,O,O,O,O,O,X,O
ZITSOLJ,O,O,X,O,O,X,O,O,X,O
ZITSOJL,O,O,X,O,O,O,O,O,X,O
ZITOLJS,O,X,O,O,X,O,X,X,O,X
ZITOLSJ,O,X,O,O,X,X,X,X,X,X
ZITOJLS,O,X,O,O,X,O,X,X,O,X
ZITOJSL,O,O,O,O,O,O,O,X,X,X
ZITOSLJ,O,O,O,O,O,X,O,X,X,O
ZITOSJL,O,O,O,O,O,O,O,X,X,O
ZILTJSO,X,O,X,O,O,X,O,X,O,X
ZILTJOS,X,O,X,O,X,O,X,X,O,X
ZILTSJO,X,O,X,O,O,X,O,O,O,X
ZILTSOJ,X,O,X,O,O,X,O,O,X,X
ZILTOJS,X,O,X,O,X,O,X,X,O,X
ZILTOSJ,X,O,X,O,X,X,X,X,X,X
ZILJTSO,X,O,X,O,O,X,O,X,O,X
ZILJTOS,X,O,X,O,X,O,X,X,O,X
ZILJSTO,X,O,X,O,O,X,O,O,O,X
ZILJSOT,X,O,X,O,O,X,O,X,X,X
ZILJOTS,X,O,O,O,X,O,X,X,O,X
ZILJOST,X,O,O,O,X,X,X,X,X,X
ZILSTJO,X,O,X,O,O,X,O,O,O,X
ZILSTOJ,X,O,X,O,O,X,O,O,X,O
ZILSJTO,X,O,X,O,O,X,O,O,O,X
ZILSJOT,X,O,X,O,O,X,O,X,X,X
ZILSOTJ,X,O,X,O,O,X,O,X,X,O
ZILSOJT,X,O,X,O,O,X,O,X,X,X
ZILOTJS,X,O,O,O,X,O,X,X,O,X
ZILOTSJ,X,O,O,O,X,X,X,X,X,X
ZILOJTS,X,O,O,O,X,O,X,X,O,X
ZILOJST,X,O,O,O,X,X,X,X,X,X
ZILOSTJ,X,O,O,O,X,X,X,X,X,O
ZILOSJT,X,O,O,O,X,X,X,X,X,X
ZIJTLSO,O,O,X,O,O,X,O,X,O,X
ZIJTLOS,O,X,X,O,X,O,X,X,O,X
ZIJTSLO,O,O,X,O,O,X,O,X,O,X
ZIJTSOL,O,O,X,O,O,O,O,X,X,X
ZIJTOLS,O,X,O,O,X,O,X,X,O,X
ZIJTOSL,O,O,O,O,O,O,O,X,X,X
ZIJLTSO,X,O,X,O,O,X,O,X,O,X
ZIJLTOS,X,O,X,O,X,O,X,X,O,X
ZIJLSTO,X,O,X,O,O,X,O,O,O,X
ZIJLSOT,X,O,X,O,O,X,O,X,X,X
ZIJLOTS,X,O,O,O,X,O,X,X,O,X
ZIJLOST,X,O,O,O,X,X,X,X,X,X
ZIJSTLO,X,O,X,O,O,X,O,O,O,X
ZIJSTOL,X,O,X,O,O,O,O,O,X,O
ZIJSLTO,X,O,X,O,O,X,O,O,O,X
ZIJSLOT,X,O,X,O,O,X,O,X,X,X
ZIJSOTL,X,O,O,O,O,O,O,X,X,O
ZIJSOLT,X,O,O,O,O,X,O,X,X,X
ZIJOTLS,O,X,O,O,X,O,X,X,O,X
ZIJOTSL,O,O,O,O,O,O,O,X,X,X
ZIJOLTS,O,X,O,O,X,O,X,X,O,X
ZIJOLST,X,X,O,O,X,X,X,X,X,X
ZIJOSTL,X,O,O,O,O,O,O,X,X,O
ZIJOSLT,X,O,O,O,O,X,O,X,X,X
ZISTLJO,X,O,X,O,O,X,O,O,O,X
ZISTLOJ,X,O,X,O,O,X,O,O,X,O
ZISTJLO,X,O,X,O,O,X,O,O,O,X
ZISTJOL,X,O,X,O,O,O,O,O,X,O
ZISTOLJ,X,O,X,O,O,X,O,O,X,O
ZISTOJL,X,O,X,O,O,O,O,O,X,O
ZISLTJO,X,O,X,O,O,X,O,O,O,X
ZISLTOJ,X,O,X,O,O,X,O,O,X,O
ZISLJTO,X,O,X,O,O,X,O,O,O,X
ZISLJOT,X,O,X,O,O,X,O,X,X,X
ZISLOTJ,X,O,X,O,O,X,O,X,X,O
ZISLOJT,X,O,X,O,O,X,O,X,X,X
ZISJTLO,X,O,X,O,O,X,O,O,O,X
ZISJTOL,X,O,X,O,O,O,O,O,X,O
ZISJLTO,X,O,X,O,O,X,O,O,O,X
ZISJLOT,X,O,X,O,O,X,O,X,X,X
ZISJOTL,X,O,O,O,O,O,O,X,X,O
ZISJOLT,X,O,O,O,O,X,O,X,X,X
ZISOTLJ,X,O,O,O,O,X,O,X,X,O
ZISOTJL,X,O,O,O,O,O,O,X,X,O
ZISOLTJ,X,O,O,O,O,X,O,X,X,O
ZISOLJT,X,O,O,O,O,X,O,X,X,X
ZISOJTL,X,O,O,O,O,O,O,X,X,O
ZISOJLT,X,O,O,O,O,X,O,X,X,X
