sequence,v115@PhC8FeE8DeD8JeT/IvhFcmBenBCjBXlBllBxvB,v115@PhC8FeE8DeD8JeT/IvhF/lBWnBxiBUqBlrBarB,v115@PhC8FeE8DeD8JeT/IvhFelBRhBCjB8rB3qBFrB,v115@PhC8FeE8DeD8Je/EJvhFzgBWnBxiB0qBlrBaqB,v115@PhC8FeE8DeD8Je/EJvhFUgBxiBKrBFnBGmBTqB,v115@PhC8FeE8DeD8JeyEJvhFXhBxiBFnB0kB+qBTrB,v115@PhC8FeE8DeD8Je2EJvhFXhBxiBFnBSqBTrBUqB
LSIOTJZ,O,X,X,X,O,X,X
LSIOTZJ,X,X,X,X,O,X,X
LSIOJTZ,O,X,X,X,X,X,X
LSIOJZT,O,X,O,X,X,X,X
LSIOZTJ,X,X,X,X,O,X,X
LSIOZJT,O,X,O,X,X,X,X
LSJTIZO,X,X,X,O,O,X,X
LSJTIOZ,X,X,X,X,O,X,X
LSJTZIO,X,X,O,O,O,X,X
LSJTZOI,O,X,O,O,O,X,X
LSJTOIZ,X,X,X,X,O,X,X
LSJTOZI,O,X,O,X,O,X,X
LSJITZO,O,X,X,O,X,X,X
LSJITOZ,O,X,X,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X
LSJIOZT,O,X,O,X,X,X,X
LSJZTIO,X,X,O,X,O,X,X
LSJZTOI,O,X,O,X,O,X,X
LSJZITO,O,X,O,X,X,X,X
LSJZIOT,O,X,O,X,X,X,X
LSJZOTI,O,X,O,X,X,X,X
LSJZOIT,O,X,O,X,X,X,X
LSJOTIZ,X,X,X,X,O,X,X
LSJOTZI,O,X,O,X,O,X,X
LSJOITZ,O,X,X,X,X,X,X
LSJOIZT,O,X,O,X,X,X,X
LSJOZTI,O,X,O,X,O,X,X
LSJOZIT,O,X,O,X,X,X,X
LSZTIJO,X,X,O,O,O,X,X
LSZTIOJ,X,X,X,O,O,X,X
LSZTJIO,X,X,O,O,O,X,X
LSZTJOI,X,X,O,O,O,X,X
LSZTOIJ,X,X,X,O,O,X,X
LSZTOJI,X,X,O,O,O,X,X
LSZITJO,X,X,O,O,O,X,X
LSZITOJ,X,X,X,O,O,X,X
LSZIJTO,O,X,O,X,X,X,X
LSZIJOT,O,X,O,X,X,X,X
LSZIOTJ,X,X,X,X,O,X,X
LSZIOJT,O,X,O,X,X,X,X
LSZJTIO,X,X,O,X,O,X,X
LSZJTOI,O,X,O,X,O,X,X
LSZJITO,X,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X
LSZJOTI,O,X,O,X,X,X,X
LSZJOIT,O,X,O,X,X,X,X
LSZOTIJ,X,X,X,O,O,X,X
LSZOTJI,X,X,O,O,O,X,X
LSZOITJ,X,X,X,X,O,X,X
LSZOIJT,O,X,O,X,X,X,X
LSZOJTI,O,X,O,X,O,X,X
LSZOJIT,O,X,O,X,X,X,X
LSOTIJZ,O,X,X,X,O,O,X
LSOTIZJ,X,X,X,X,O,O,X
LSOTJIZ,X,X,X,X,O,O,X
LSOTJZI,O,X,O,X,O,O,X
LSOTZIJ,X,X,X,X,O,O,X
LSOTZJI,X,X,O,X,O,O,X
LSOITJZ,O,X,X,X,O,O,X
LSOITZJ,X,X,X,X,O,O,X
LSOIJTZ,O,X,X,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X
LSOIZTJ,X,X,X,X,O,X,X
LSOIZJT,O,X,O,X,X,X,X
LSOJTIZ,X,X,X,X,O,O,X
LSOJTZI,O,X,O,X,O,O,X
LSOJITZ,O,X,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,X
LSOJZTI,O,X,O,X,O,X,X
LSOJZIT,O,X,O,X,X,X,X
LSOZTIJ,X,X,X,X,O,O,X
LSOZTJI,X,X,O,X,O,O,X
LSOZITJ,X,X,X,X,O,X,X
LSOZIJT,O,X,O,X,X,X,X
LSOZJTI,O,X,O,X,O,X,X
LSOZJIT,O,X,O,X,X,X,X
LZTIJSO,X,O,X,O,X,X,X
LZTIJOS,X,O,O,O,X,X,X
LZTISJO,X,O,O,O,O,O,X
LZTISOJ,X,O,X,O,O,X,X
LZTIOJS,X,O,X,O,X,X,X
LZTIOSJ,X,O,X,O,O,O,X
LZTJISO,X,O,X,O,X,X,X
LZTJIOS,X,O,O,O,X,X,X
LZTJSIO,X,O,O,O,X,X,X
LZTJSOI,X,O,O,O,X,X,X
LZTJOIS,X,O,O,O,X,X,X
LZTJOSI,X,O,O,O,X,X,X
LZTSIJO,X,O,O,O,O,O,X
LZTSIOJ,X,O,X,O,O,X,X
LZTSJIO,X,O,O,O,O,O,X
LZTSJOI,X,O,O,O,O,O,X
LZTSOIJ,X,O,X,O,O,X,X
LZTSOJI,X,O,O,O,O,X,X
LZTOIJS,X,O,X,O,X,X,X
LZTOISJ,X,O,X,O,O,O,X
LZTOJIS,X,O,O,O,X,X,X
LZTOJSI,X,O,O,O,X,X,X
LZTOSIJ,X,O,X,O,O,O,X
LZTOSJI,X,O,O,O,O,O,X
LZITJSO,X,O,X,O,X,X,X
LZITJOS,X,O,O,O,X,X,X
LZITSJO,X,O,O,O,X,O,X
LZITSOJ,X,O,X,O,X,X,X
LZITOJS,X,O,X,O,X,X,X
LZITOSJ,X,O,X,O,X,O,X
LZIJTSO,O,O,X,X,X,X,X
LZIJTOS,O,O,O,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X
LZIJSOT,O,X,O,X,X,X,X
LZIJOTS,O,O,O,X,X,X,X
LZIJOST,O,X,O,X,X,X,X
LZISTJO,X,O,O,O,X,X,X
LZISTOJ,X,O,X,O,X,X,X
LZISJTO,O,X,O,X,X,X,X
LZISJOT,O,X,O,X,X,X,X
LZISOTJ,X,O,X,X,X,X,X
LZISOJT,O,X,O,X,X,X,X
LZIOTJS,X,O,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,X
LZIOJTS,O,O,O,X,X,X,X
LZIOJST,O,X,O,X,X,X,X
LZIOSTJ,X,O,X,X,X,X,X
LZIOSJT,O,X,O,X,X,X,X
LZJTISO,O,O,X,X,X,X,X
LZJTIOS,O,O,O,X,X,X,X
LZJTSIO,X,O,O,X,X,X,X
LZJTSOI,O,O,O,X,X,X,X
LZJTOIS,O,O,O,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X
LZJITSO,O,O,X,X,X,X,X
LZJITOS,O,O,O,X,X,X,X
LZJISTO,O,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,X
LZJIOTS,O,O,O,X,X,X,X
LZJIOST,O,X,O,X,X,X,X
LZJSTIO,X,X,O,X,X,X,X
LZJSTOI,O,X,O,X,X,X,X
LZJSITO,O,X,O,X,X,X,X
LZJSIOT,O,X,O,X,X,X,X
LZJSOTI,O,X,O,X,X,X,X
LZJSOIT,O,X,O,X,X,X,X
LZJOTIS,O,O,O,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X
LZJOITS,O,O,O,X,X,X,X
LZJOIST,O,X,O,X,X,X,X
LZJOSTI,O,X,O,X,X,X,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,X,O,O,O,O,X,X
LZSTIOJ,X,O,X,O,O,X,X
LZSTJIO,X,O,O,O,O,X,X
LZSTJOI,X,O,O,O,O,X,X
LZSTOIJ,X,O,X,O,O,X,X
LZSTOJI,X,O,O,O,O,X,X
LZSITJO,X,O,O,O,O,X,X
LZSITOJ,X,O,X,O,O,X,X
LZSIJTO,O,X,O,X,X,X,X
LZSIJOT,O,X,O,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,X
LZSIOJT,O,X,O,X,X,X,X
LZSJTIO,X,X,O,X,O,X,X
LZSJTOI,O,X,O,X,O,X,X
LZSJITO,X,X,O,X,X,X,X
LZSJIOT,O,X,O,X,X,X,X
LZSJOTI,O,X,O,X,X,X,X
LZSJOIT,O,X,O,X,X,X,X
LZSOTIJ,X,O,X,O,O,X,X
LZSOTJI,X,O,O,O,O,X,X
LZSOITJ,X,O,X,X,O,X,X
LZSOIJT,O,X,O,X,X,X,X
LZSOJTI,O,X,O,X,O,X,X
LZSOJIT,O,X,O,X,X,X,X
LZOTIJS,X,O,X,O,X,X,X
LZOTISJ,X,O,X,O,O,O,X
LZOTJIS,X,O,O,O,X,X,X
LZOTJSI,X,O,O,O,X,X,X
LZOTSIJ,X,O,X,O,O,O,X
LZOTSJI,X,O,O,O,O,O,X
LZOITJS,X,O,X,X,X,X,X
LZOITSJ,X,O,X,X,X,X,X
LZOIJTS,O,O,O,X,X,X,X
LZOIJST,O,X,O,X,X,X,X
LZOISTJ,X,O,X,X,X,X,X
LZOISJT,O,X,O,X,X,X,X
LZOJTIS,O,O,O,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X
LZOJITS,O,O,O,X,X,X,X
LZOJIST,O,X,O,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,X,O,X,O,O,O,X
LZOSTJI,X,O,O,O,O,O,X
LZOSITJ,X,O,X,X,O,X,X
LZOSIJT,O,X,O,X,X,X,X
LZOSJTI,O,X,O,X,O,X,X
LZOSJIT,O,X,O,X,X,X,X
LOTIJSZ,O,X,X,X,O,O,O
LOTIJZS,O,O,X,X,X,X,X
LOTISJZ,O,X,X,X,O,O,O
LOTISZJ,X,X,X,X,O,O,X
LOTIZJS,X,O,X,X,X,X,X
LOTIZSJ,X,O,X,X,O,O,X
LOTJISZ,O,X,X,X,O,O,O
LOTJIZS,O,O,X,X,X,X,X
LOTJSIZ,X,X,X,X,O,O,O
LOTJSZI,O,X,O,X,O,O,O
LOTJZIS,O,O,O,X,X,X,X
LOTJZSI,O,O,O,X,X,X,X
LOTSIJZ,O,X,X,X,O,O,O
LOTSIZJ,X,X,X,X,O,O,X
LOTSJIZ,X,X,X,X,O,O,O
LOTSJZI,O,X,O,X,O,O,O
LOTSZIJ,X,X,X,X,O,O,X
LOTSZJI,X,X,O,X,O,O,X
LOTZIJS,X,O,X,X,X,X,X
LOTZISJ,X,O,X,X,O,O,X
LOTZJIS,X,O,O,X,X,X,X
LOTZJSI,X,O,O,X,X,X,X
LOTZSIJ,X,O,X,X,O,O,X
LOTZSJI,X,O,O,X,O,O,X
LOITJSZ,O,X,X,X,O,O,X
LOITJZS,O,O,X,X,X,X,X
LOITSJZ,O,X,X,X,O,O,X
LOITSZJ,X,X,X,X,O,O,X
LOITZJS,X,O,X,X,X,X,X
LOITZSJ,X,O,X,X,O,O,X
LOIJTSZ,O,X,X,X,X,X,X
LOIJTZS,O,O,X,X,X,X,X
LOIJSTZ,O,X,X,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X
LOIJZTS,O,O,O,X,X,X,X
LOIJZST,O,X,O,X,X,X,X
LOISTJZ,O,X,X,X,O,O,X
LOISTZJ,X,X,X,X,O,O,X
LOISJTZ,O,X,X,X,X,X,X
LOISJZT,O,X,O,X,X,X,X
LOISZTJ,X,X,X,X,O,X,X
LOISZJT,O,X,O,X,X,X,X
LOIZTJS,X,O,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X
LOIZJTS,O,O,O,X,X,X,X
LOIZJST,O,X,O,X,X,X,X
LOIZSTJ,X,O,X,X,X,X,X
LOIZSJT,O,X,O,X,X,X,X
LOJTISZ,O,X,X,X,O,O,O
LOJTIZS,O,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,O,O,O
LOJTSZI,O,X,O,X,O,O,O
LOJTZIS,O,O,O,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X
LOJITSZ,O,X,X,X,X,X,X
LOJITZS,O,O,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X
LOJISZT,O,X,O,X,X,X,X
LOJIZTS,O,O,O,X,X,X,X
LOJIZST,O,X,O,X,X,X,X
LOJSTIZ,X,X,X,X,O,O,O
LOJSTZI,O,X,O,X,O,O,O
LOJSITZ,O,X,X,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X
LOJSZTI,O,X,O,X,O,X,X
LOJSZIT,O,X,O,X,X,X,X
LOJZTIS,O,O,O,X,X,X,X
LOJZTSI,O,O,O,X,X,X,X
LOJZITS,O,O,O,X,X,X,X
LOJZIST,O,X,O,X,X,X,X
LOJZSTI,O,X,O,X,X,X,X
LOJZSIT,O,X,O,X,X,X,X
LOSTIJZ,O,X,X,X,O,O,O
LOSTIZJ,X,X,X,X,O,O,X
LOSTJIZ,X,X,X,X,O,O,O
LOSTJZI,O,X,O,X,O,O,O
LOSTZIJ,X,X,X,X,O,O,X
LOSTZJI,X,X,O,X,O,O,X
LOSITJZ,O,X,X,X,O,O,X
LOSITZJ,X,X,X,X,O,O,X
LOSIJTZ,O,X,X,X,X,X,X
LOSIJZT,O,X,O,X,X,X,X
LOSIZTJ,X,X,X,X,O,X,X
LOSIZJT,O,X,O,X,X,X,X
LOSJTIZ,X,X,X,X,O,O,O
LOSJTZI,O,X,O,X,O,O,O
LOSJITZ,O,X,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X
LOSJZTI,O,X,O,X,O,X,X
LOSJZIT,O,X,O,X,X,X,X
LOSZTIJ,X,X,X,X,O,O,X
LOSZTJI,X,X,O,X,O,O,X
LOSZITJ,X,X,X,X,O,X,X
LOSZIJT,O,X,O,X,X,X,X
LOSZJTI,O,X,O,X,O,X,X
LOSZJIT,O,X,O,X,X,X,X
LOZTIJS,X,O,X,X,X,X,X
LOZTISJ,X,O,X,X,O,O,X
LOZTJIS,X,O,O,X,X,X,X
LOZTJSI,X,O,O,X,X,X,X
LOZTSIJ,X,O,X,X,O,O,X
LOZTSJI,X,O,O,X,O,O,X
LOZITJS,X,O,X,X,X,X,X
LOZITSJ,X,O,X,X,X,X,X
LOZIJTS,O,O,O,X,X,X,X
LOZIJST,O,X,O,X,X,X,X
LOZISTJ,X,O,X,X,X,X,X
LOZISJT,O,X,O,X,X,X,X
LOZJTIS,O,O,O,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X
LOZJITS,O,O,O,X,X,X,X
LOZJIST,O,X,O,X,X,X,X
LOZJSTI,O,X,O,X,X,X,X
LOZJSIT,O,X,O,X,X,X,X
LOZSTIJ,X,O,X,X,O,O,X
LOZSTJI,X,O,O,X,O,O,X
LOZSITJ,X,O,X,X,O,X,X
LOZSIJT,O,X,O,X,X,X,X
LOZSJTI,O,X,O,X,O,X,X
LOZSJIT,O,X,O,X,X,X,X
JTILSZO,O,X,X,O,O,O,X
JTILSOZ,O,X,X,X,O,O,O
JTILZSO,O,O,X,O,X,X,X
JTILZOS,O,O,X,O,X,X,X
JTILOSZ,O,X,X,X,O,O,O
JTILOZS,O,O,X,O,X,X,X
JTISLZO,O,X,X,O,O,O,X
JTISLOZ,O,X,X,X,O,O,O
JTISZLO,O,O,X,O,O,X,X
JTISZOL,O,O,X,O,X,X,O
JTISOLZ,O,X,X,X,O,X,O
JTISOZL,O,O,X,O,O,X,O
JTIZLSO,O,O,X,O,X,X,X
JTIZLOS,O,O,X,O,X,X,X
JTIZSLO,O,O,X,O,X,X,X
JTIZSOL,O,O,X,O,X,X,O
JTIZOLS,O,O,X,O,X,X,X
JTIZOSL,O,O,X,O,X,X,O
JTIOLSZ,O,X,X,X,O,O,O
JTIOLZS,O,O,X,O,X,X,X
JTIOSLZ,O,X,X,X,O,O,O
JTIOSZL,O,O,X,O,O,X,O
JTIOZLS,O,O,X,O,X,X,X
JTIOZSL,O,O,X,O,X,X,O
JTLISZO,O,X,X,O,O,O,X
JTLISOZ,O,X,X,X,O,O,O
JTLIZSO,O,O,X,O,X,X,X
JTLIZOS,O,O,X,O,X,X,X
JTLIOSZ,O,X,X,X,O,O,O
JTLIOZS,O,O,X,O,X,X,X
JTLSIZO,X,X,X,O,O,O,X
JTLSIOZ,X,X,X,X,O,O,O
JTLSZIO,X,X,O,O,O,O,X
JTLSZOI,O,X,O,O,O,O,X
JTLSOIZ,X,X,X,X,O,O,O
JTLSOZI,O,X,O,X,O,O,O
JTLZISO,O,O,X,O,X,X,X
JTLZIOS,O,O,O,O,X,X,X
JTLZSIO,X,O,O,O,X,X,X
JTLZSOI,O,O,O,O,X,X,X
JTLZOIS,O,O,O,O,X,X,X
JTLZOSI,O,O,O,O,X,X,X
JTLOISZ,O,X,X,X,O,O,O
JTLOIZS,O,O,X,O,X,X,X
JTLOSIZ,X,X,X,X,O,O,O
JTLOSZI,O,X,O,X,O,O,O
JTLOZIS,O,O,O,O,X,X,X
JTLOZSI,O,O,O,O,X,X,X
JTSILZO,X,X,X,O,O,O,X
JTSILOZ,X,X,X,X,O,O,O
JTSIZLO,X,O,X,O,O,X,X
JTSIZOL,X,O,X,O,X,X,O
JTSIOLZ,X,X,X,X,O,X,O
JTSIOZL,X,O,X,O,O,X,O
JTSLIZO,X,X,X,O,O,O,X
JTSLIOZ,X,X,X,X,O,O,O
JTSLZIO,X,X,O,O,O,O,X
JTSLZOI,O,X,O,O,O,O,X
JTSLOIZ,X,X,X,X,O,O,O
JTSLOZI,O,X,O,X,O,O,O
JTSZILO,X,O,O,O,O,X,X
JTSZIOL,X,O,O,O,X,X,O
JTSZLIO,X,O,O,O,O,X,X
JTSZLOI,O,O,O,O,O,X,X
JTSZOIL,X,O,O,O,X,X,O
JTSZOLI,O,O,O,O,X,X,O
JTSOILZ,X,X,X,X,O,X,O
JTSOIZL,X,O,X,O,O,X,O
JTSOLIZ,X,X,X,X,O,X,O
JTSOLZI,O,X,O,X,O,X,O
JTSOZIL,X,O,O,O,O,X,O
JTSOZLI,O,O,O,O,O,X,O
JTZILSO,O,O,X,O,X,X,X
JTZILOS,O,O,O,O,X,X,X
JTZISLO,O,O,X,O,X,X,X
JTZISOL,O,O,X,O,X,X,O
JTZIOLS,O,O,O,O,X,X,X
JTZIOSL,O,O,X,O,X,X,O
JTZLISO,O,O,X,O,X,X,X
JTZLIOS,O,O,O,O,X,X,X
JTZLSIO,X,O,O,O,X,X,X
JTZLSOI,O,O,O,O,X,X,X
JTZLOIS,O,O,O,O,X,X,X
JTZLOSI,O,O,O,O,X,X,X
JTZSILO,X,O,O,O,X,X,X
JTZSIOL,X,O,O,O,X,X,O
JTZSLIO,X,O,O,O,X,X,X
JTZSLOI,O,O,O,O,X,X,X
JTZSOIL,X,O,O,O,X,X,O
JTZSOLI,O,O,O,O,X,X,O
JTZOILS,O,O,O,O,X,X,X
JTZOISL,O,O,X,O,X,X,O
JTZOLIS,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,X,X,X
JTZOSIL,X,O,O,O,X,X,O
JTZOSLI,O,O,O,O,X,X,O
JTOILSZ,O,X,X,X,O,O,O
JTOILZS,O,O,X,O,X,X,X
JTOISLZ,O,X,X,X,O,O,O
JTOISZL,O,O,X,O,O,X,O
JTOIZLS,O,O,X,O,X,X,X
JTOIZSL,O,O,X,O,X,X,O
JTOLISZ,O,X,X,X,O,O,O
JTOLIZS,O,O,X,O,X,X,X
JTOLSIZ,X,X,X,X,O,O,O
JTOLSZI,O,X,O,X,O,O,O
JTOLZIS,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,X,X,X
JTOSILZ,X,X,X,X,O,O,O
JTOSIZL,X,O,X,O,O,X,O
JTOSLIZ,X,X,X,X,O,O,O
JTOSLZI,O,X,O,X,O,O,O
JTOSZIL,X,O,O,O,O,X,O
JTOSZLI,O,O,O,O,O,X,O
JTOZILS,O,O,O,O,X,X,X
JTOZISL,O,O,X,O,X,X,O
JTOZLIS,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,X,X,X
JTOZSIL,X,O,O,O,X,X,O
JTOZSLI,O,O,O,O,X,X,O
JITLSZO,O,X,X,O,O,O,X
JITLSOZ,O,X,X,X,O,O,O
JITLZSO,O,O,X,O,X,X,X
JITLZOS,O,O,X,O,X,X,X
JITLOSZ,O,X,X,X,O,O,O
JITLOZS,O,O,X,O,X,X,X
JITSLZO,O,X,X,O,O,O,X
JITSLOZ,O,X,X,X,O,O,O
JITSZLO,O,O,X,O,O,X,X
JITSZOL,O,O,X,O,X,X,O
JITSOLZ,O,X,X,X,O,X,O
JITSOZL,O,O,X,O,O,X,O
JITZLSO,O,O,X,O,X,X,X
JITZLOS,O,O,X,O,X,X,X
JITZSLO,O,O,X,O,X,X,X
JITZSOL,O,O,X,O,X,X,O
JITZOLS,O,O,X,O,X,X,X
JITZOSL,O,O,X,O,X,X,O
JITOLSZ,O,X,X,X,O,O,O
JITOLZS,O,O,X,O,X,X,X
JITOSLZ,O,X,X,X,O,O,O
JITOSZL,O,O,X,O,O,X,O
JITOZLS,O,O,X,O,X,X,X
JITOZSL,O,O,X,O,X,X,O
JILTSZO,O,X,X,O,X,O,X
JILTSOZ,O,X,X,X,X,O,O
JILTZSO,O,O,X,O,X,X,X
JILTZOS,O,O,X,O,X,X,X
JILTOSZ,O,X,X,X,X,O,O
JILTOZS,O,O,X,O,X,X,X
JILSTZO,O,X,X,O,X,X,X
JILSTOZ,O,X,X,X,X,X,X
JILSZTO,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,X
JILSOTZ,O,X,X,X,X,X,X
JILSOZT,O,X,O,X,X,X,X
JILZTSO,O,O,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X
JILZSTO,O,X,O,X,X,X,X
JILZSOT,O,X,O,X,X,X,X
JILZOTS,O,O,O,X,X,X,X
JILZOST,O,X,O,X,X,X,X
JILOTSZ,O,X,X,X,X,X,X
JILOTZS,O,O,X,X,X,X,X
JILOSTZ,O,X,X,X,X,X,X
JILOSZT,O,X,O,X,X,X,X
JILOZTS,O,O,O,X,X,X,X
JILOZST,O,X,O,X,X,X,X
JISTLZO,O,X,X,O,O,X,X
JISTLOZ,O,X,X,X,O,X,O
JISTZLO,O,O,X,O,O,X,X
JISTZOL,O,O,X,O,X,X,O
JISTOLZ,O,X,X,X,O,X,O
JISTOZL,O,O,X,O,O,X,O
JISLTZO,O,X,X,O,X,X,X
JISLTOZ,O,X,X,X,X,X,X
JISLZTO,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,X,X
JISLOTZ,O,X,X,X,X,X,X
JISLOZT,O,X,O,X,X,X,X
JISZTLO,O,O,O,O,O,X,X
JISZTOL,O,O,O,O,X,X,X
JISZLTO,O,X,O,X,X,X,X
JISZLOT,O,X,O,X,X,X,X
JISZOTL,O,O,O,X,O,X,X
JISZOLT,O,X,O,X,X,X,X
JISOTLZ,O,X,X,X,O,X,X
JISOTZL,O,O,X,O,O,X,X
JISOLTZ,O,X,X,X,X,X,X
JISOLZT,O,X,O,X,X,X,X
JISOZTL,O,O,O,X,O,X,X
JISOZLT,O,X,O,X,X,X,X
JIZTLSO,O,O,X,O,X,X,X
JIZTLOS,O,O,O,O,X,X,X
JIZTSLO,O,O,X,O,X,X,X
JIZTSOL,O,O,X,O,X,X,O
JIZTOLS,O,O,O,O,X,X,X
JIZTOSL,O,O,X,O,X,X,O
JIZLTSO,O,O,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X
JIZLSTO,O,X,O,X,X,X,X
JIZLSOT,O,X,O,X,X,X,X
JIZLOTS,O,O,O,X,X,X,X
JIZLOST,O,X,O,X,X,X,X
JIZSTLO,O,O,O,O,X,X,X
JIZSTOL,O,O,O,O,X,X,X
JIZSLTO,O,X,O,X,X,X,X
JIZSLOT,O,X,O,X,X,X,X
JIZSOTL,O,O,O,X,X,X,X
JIZSOLT,O,X,O,X,X,X,X
JIZOTLS,O,O,O,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X
JIZOLTS,O,O,O,X,X,X,X
JIZOLST,O,X,O,X,X,X,X
JIZOSTL,O,O,O,X,X,X,X
JIZOSLT,O,X,O,X,X,X,X
JIOTLSZ,O,X,X,X,O,X,O
JIOTLZS,O,O,X,O,X,X,X
JIOTSLZ,O,X,X,X,O,X,O
JIOTSZL,O,O,X,O,O,X,O
JIOTZLS,O,O,X,O,X,X,X
JIOTZSL,O,O,X,O,X,X,O
JIOLTSZ,O,X,X,X,X,X,X
JIOLTZS,O,O,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,X,X
JIOLSZT,O,X,O,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X
JIOLZST,O,X,O,X,X,X,X
JIOSTLZ,O,X,X,X,O,X,O
JIOSTZL,O,O,X,O,O,X,O
JIOSLTZ,O,X,X,X,X,X,X
JIOSLZT,O,X,O,X,X,X,X
JIOSZTL,O,O,O,X,O,X,X
JIOSZLT,O,X,O,X,X,X,X
JIOZTLS,O,O,O,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X
JIOZLTS,O,O,O,X,X,X,X
JIOZLST,O,X,O,X,X,X,X
JIOZSTL,O,O,O,X,X,X,X
JIOZSLT,O,X,O,X,X,X,X
JLTISZO,O,X,X,O,O,O,X
JLTISOZ,O,X,X,X,O,O,O
JLTIZSO,O,O,X,O,X,X,X
JLTIZOS,O,O,X,O,X,X,X
JLTIOSZ,O,X,X,X,O,O,O
JLTIOZS,O,O,X,O,X,X,X
JLTSIZO,X,X,X,O,O,O,X
JLTSIOZ,X,X,X,X,O,O,O
JLTSZIO,X,X,O,O,O,O,X
JLTSZOI,O,X,O,O,O,O,X
JLTSOIZ,X,X,X,X,O,O,O
JLTSOZI,O,X,O,X,O,O,O
JLTZISO,O,O,X,O,X,X,X
JLTZIOS,O,O,O,O,X,X,X
JLTZSIO,X,O,O,O,X,X,X
JLTZSOI,O,O,O,O,X,X,X
JLTZOIS,O,O,O,O,X,X,X
JLTZOSI,O,O,O,O,X,X,X
JLTOISZ,O,X,X,X,O,O,O
JLTOIZS,O,O,X,O,X,X,X
JLTOSIZ,X,X,X,X,O,O,O
JLTOSZI,O,X,O,X,O,O,O
JLTOZIS,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,X,X,X
JLITSZO,O,X,X,O,X,O,X
JLITSOZ,O,X,X,X,X,O,O
JLITZSO,O,O,X,O,X,X,X
JLITZOS,O,O,X,O,X,X,X
JLITOSZ,O,X,X,X,X,O,O
JLITOZS,O,O,X,O,X,X,X
JLISTZO,O,X,X,O,X,X,X
JLISTOZ,O,X,X,X,X,X,X
JLISZTO,O,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,X
JLISOTZ,O,X,X,X,X,X,X
JLISOZT,O,X,O,X,X,X,X
JLIZTSO,O,O,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X
JLIZOST,O,X,O,X,X,X,X
JLIOTSZ,O,X,X,X,X,X,X
JLIOTZS,O,O,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,X,X
JLIOSZT,O,X,O,X,X,X,X
JLIOZTS,O,O,O,X,X,X,X
JLIOZST,O,X,O,X,X,X,X
JLSTIZO,X,X,X,O,O,X,X
JLSTIOZ,X,X,X,X,O,X,X
JLSTZIO,X,X,O,O,O,X,X
JLSTZOI,O,X,O,O,O,X,X
JLSTOIZ,X,X,X,X,O,X,X
JLSTOZI,O,X,O,X,O,X,X
JLSITZO,O,X,X,O,X,X,X
JLSITOZ,O,X,X,X,X,X,X
JLSIZTO,O,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X
JLSIOTZ,O,X,X,X,X,X,X
JLSIOZT,O,X,O,X,X,X,X
JLSZTIO,X,X,O,X,O,X,X
JLSZTOI,O,X,O,X,O,X,X
JLSZITO,O,X,O,X,X,X,X
JLSZIOT,O,X,O,X,X,X,X
JLSZOTI,O,X,O,X,X,X,X
JLSZOIT,O,X,O,X,X,X,X
JLSOTIZ,X,X,X,X,O,X,X
