sequence,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF3hBcnB6oBT?lBdtBWxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBTjBu?rBcsBXtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBxhBXjBu?rBctBTsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxiBT?oB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB2nBTlBc?tBXsBCtB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBTjBx?sBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mB6oBTlBm?nB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeUAJvhF9mBOnB6oBz?nB3lBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeRAJvhF9mBynB+oBT?lB0sBXsB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFtlBXiBTjBW?tB0mBRxB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oBXsB0sB,v115@9gA8IeB8HeB8BeA8EeE8DeA8JeaFJvhFulB9mBxnBT?oB0sBXsB
TJZSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TJZSOIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TJZSOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TJZOILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TJZOISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TJZOLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TJZOLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TJZOSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TJZOSLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TJOILSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TJOILZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TJOISLZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TJOISZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
TJOIZLS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TJOIZSL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TJOLISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TJOLIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TJOLSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TJOLSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
TJOLZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TJOLZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TJOSILZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TJOSIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
TJOSLIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TJOSLZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
TJOSZIL,O,X,O,O,O,O,X,O,X,X,O,O,X,X,X
TJOSZLI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
TJOZILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TJOZISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TJOZLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TJOZLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TJOZSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TJOZSLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TSILJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSILJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
TSILZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSILZOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSILOJZ,X,O,X,O,X,X,O,O,X,O,X,X,X,O,X
TSILOZJ,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSIJLZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSIJLOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
TSIJZLO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TSIJZOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TSIJOLZ,X,O,O,O,X,X,O,O,X,O,O,X,O,O,X
TSIJOZL,X,X,O,O,X,X,X,O,X,O,O,X,O,X,X
TSIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSIZLOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSIZJOL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIZOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSIZOJL,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
TSIOLZJ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSIOJLZ,X,O,X,O,X,X,O,O,X,O,O,X,X,O,X
TSIOJZL,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TSIOZLJ,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSIOZJL,X,O,O,O,X,O,X,O,X,O,O,X,X,X,X
TSLIJZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSLIJOZ,X,O,O,O,X,X,O,O,X,X,X,X,O,O,X
TSLIZJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X
TSLIOZJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSLJIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSLJIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
TSLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLJZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
TSLJOIZ,O,O,O,O,O,X,X,O,X,X,O,X,O,O,X
TSLJOZI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
TSLZIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLZIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSLZJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSLZOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSLZOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSLOIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
TSLOIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSLOJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
TSLOJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TSLOZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSLOZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSJILZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSJILOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
TSJIZLO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X
TSJIZOL,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
TSJIOLZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
TSJIOZL,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X
TSJLIZO,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X
TSJLIOZ,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X
TSJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJLZOI,O,O,O,O,O,X,X,O,X,X,O,X,O,X,X
TSJLOIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
TSJLOZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TSJZILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJZIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSJZLOI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSJZOIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSJZOLI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSJOILZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
TSJOIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
TSJOLIZ,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X
TSJOLZI,O,O,O,O,O,X,X,O,X,X,O,O,O,X,X
TSJOZIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSJOZLI,O,O,O,O,O,O,X,O,X,X,O,O,O,X,X
TSZILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZILOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TSZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZIJOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSZLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZLJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZLOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZJIOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TSZJLOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZJOIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZJOLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSZOJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOILJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
TSOILZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSOIJLZ,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X
TSOIJZL,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TSOIZLJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSOIZJL,O,O,O,O,X,O,X,O,O,X,O,O,X,X,X
TSOLIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
TSOLIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TSOLJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
TSOLJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TSOLZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOLZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOJILZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
TSOJIZL,O,X,O,O,X,O,X,O,X,X,O,O,X,X,X
TSOJLIZ,O,O,O,O,O,X,X,O,X,X,O,O,X,O,X
TSOJLZI,O,O,O,O,O,X,X,O,X,X,O,O,X,X,X
TSOJZIL,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSOJZLI,O,O,O,O,O,O,X,O,X,X,O,O,X,X,X
TSOZILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOZLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TSOZJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TSOZJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZILJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZILJOS,O,O,O,X,O,X,O,X,O,O,X,X,O,X,O
TZILSJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TZILSOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZILOJS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,O
TZILOSJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TZIJLSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZIJLOS,O,O,O,X,O,X,O,X,O,O,X,O,O,X,O
TZIJSLO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
TZIJSOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZIJOLS,O,O,O,X,O,X,O,X,O,O,X,O,O,X,O
TZIJOSL,O,O,O,X,O,X,X,X,O,O,X,O,O,X,X
TZISLJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TZISLOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZISJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TZISJOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZISOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZISOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZIOLJS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O
TZIOLSJ,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
TZIOJLS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O
TZIOJSL,O,X,O,X,O,O,X,X,O,O,X,O,X,X,X
TZIOSLJ,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X
TZIOSJL,O,O,O,X,O,O,X,X,O,O,X,O,X,X,X
TZLIJSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZLIJOS,O,O,O,X,O,X,O,X,O,O,X,X,O,X,O
TZLISJO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TZLISOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZLIOJS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,O
TZLIOSJ,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X
TZLJISO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZLJIOS,O,O,O,X,O,X,O,X,O,X,X,O,O,X,O
TZLJSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLJSOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
TZLJOIS,O,O,O,O,O,X,X,X,O,X,X,O,O,X,O
TZLJOSI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
TZLSIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLSIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZLSJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZLSOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZLSOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZLOIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
TZLOISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TZLOJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
TZLOJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
TZLOSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZLOSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZJILSO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZJILOS,O,O,O,X,O,X,O,X,O,O,X,O,O,X,O
TZJISLO,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O
TZJISOL,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
TZJIOLS,O,O,O,X,O,X,O,X,O,O,X,O,O,X,O
TZJIOSL,O,O,O,X,O,X,X,X,O,O,X,O,O,X,X
TZJLISO,O,O,O,X,X,X,O,X,X,X,X,X,O,X,O
TZJLIOS,O,O,O,X,O,X,O,X,O,X,X,O,O,X,O
TZJLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJLSOI,O,O,O,O,O,X,X,X,O,X,X,O,O,X,X
TZJLOIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TZJLOSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TZJSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJSIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZJSLOI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZJSOIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZJSOLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZJOILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TZJOISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TZJOLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TZJOLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TZJOSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZJOSLI,O,O,O,O,O,O,X,X,O,X,O,O,O,X,X
TZSILJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSILOJ,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
TZSIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSIJOL,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSIOLJ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSIOJL,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TZSLIJO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSLIOJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSLJOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSLOJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSJILO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSJIOL,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TZSJLOI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSJOIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSJOLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZSOJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZSOJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOILJS,O,X,O,O,O,X,X,X,O,O,X,O,X,X,O
TZOILSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TZOIJLS,O,X,O,O,O,X,X,X,O,O,O,O,X,X,O
TZOIJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
TZOISLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TZOISJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
TZOLIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
TZOLISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TZOLJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
TZOLJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
TZOLSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOLSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOJILS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
TZOJISL,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X
TZOJLIS,O,O,O,O,O,X,X,X,O,X,O,O,X,X,O
TZOJLSI,O,O,O,O,O,X,X,X,O,X,O,O,X,X,X
TZOJSIL,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZOJSLI,O,O,O,O,O,O,X,X,O,X,O,O,X,X,X
TZOSILJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSIJL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOSLIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSLJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TZOSJIL,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TZOSJLI,O,O,O,O,O,O,X,O,O,X,O,O,X,X,X
TOILJSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
TOILJZS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
TOILSJZ,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X
TOILSZJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOILZJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
TOILZSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOIJLSZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
TOIJLZS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
TOIJSLZ,O,X,O,O,O,X,O,O,X,O,O,O,O,X,X
TOIJSZL,O,X,O,O,X,O,X,O,X,O,O,O,O,X,X
TOIJZLS,O,O,O,O,O,X,O,X,O,O,O,O,O,X,X
TOIJZSL,O,O,O,X,O,O,X,X,O,O,O,O,O,X,X
TOISLJZ,O,O,X,O,O,X,O,O,X,O,O,X,X,X,X
TOISLZJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOISJLZ,O,O,X,O,O,X,O,O,X,O,O,O,X,X,X
TOISJZL,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
TOISZLJ,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TOISZJL,O,X,O,O,X,O,X,O,O,O,O,O,X,X,X
TOIZLJS,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X
TOIZLSJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOIZJLS,O,X,O,O,O,X,O,X,O,O,O,O,X,X,X
TOIZJSL,O,X,O,X,O,O,X,X,O,O,O,O,X,X,X
TOIZSLJ,O,O,O,X,O,O,X,O,O,O,X,X,X,X,X
TOIZSJL,O,O,O,X,O,O,X,O,O,O,O,O,X,X,X
TOLIJSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TOLIJZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TOLISJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X,X
TOLISZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TOLIZJS,O,X,O,O,O,X,O,X,O,X,X,O,X,X,X
TOLIZSJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TOLJISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TOLJIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TOLJSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TOLJSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
TOLJZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TOLJZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TOLSIJZ,O,O,X,O,O,X,X,O,X,X,O,X,X,O,X
TOLSIZJ,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TOLSJIZ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X
TOLSJZI,O,O,O,O,O,X,X,O,X,X,O,X,X,X,X
TOLSZIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TOLSZJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TOLZIJS,O,X,O,O,O,X,X,X,O,X,X,O,X,X,O
TOLZISJ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
TOLZJIS,O,O,O,O,O,X,X,X,O,X,X,O,X,X,O
TOLZJSI,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
TOLZSIJ,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TOLZSJI,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
TOJILSZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TOJILZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TOJISLZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TOJISZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
TOJIZLS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TOJIZSL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TOJLISZ,O,X,O,O,O,X,O,O,X,X,O,O,O,X,X
TOJLIZS,O,O,O,O,O,X,O,X,O,X,O,O,O,X,X
TOJLSIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TOJLSZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
TOJLZIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TOJLZSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
TOJSILZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TOJSIZL,O,X,O,O,X,O,X,O,X,X,O,O,O,X,X
TOJSLIZ,O,X,O,O,O,X,X,O,X,X,O,O,O,O,X
TOJSLZI,O,X,O,O,O,X,X,O,X,X,O,O,O,X,X
TOJSZIL,O,X,O,O,O,O,X,O,X,X,O,O,X,X,X
TOJSZLI,O,X,O,O,O,O,X,O,X,X,O,O,O,X,X
TOJZILS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TOJZISL,O,O,O,X,O,O,X,X,O,X,O,O,O,X,X
TOJZLIS,O,O,O,O,O,X,X,X,O,X,O,O,O,X,O
TOJZLSI,O,O,O,O,O,X,X,X,O,X,O,O,O,X,X
