sequence,v115@GhA8HeC8GeD8DeD8Jei/IvhFRhBunBfqBzmBUrBlqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBXlBUnBGrByvB,v115@GhA8HeC8GeD8DeD8JeT/IvhFxgBliBSqB/rBUnB2vB,v115@GhA8HeC8GeD8DeD8Je/EJvhFzgBRiBGnB0qBlrBaqB,v115@GhA8HeC8GeD8DeD8JeT/IvhFylB3iBFqBxrBurB0qB,v115@GhA8HeC8GeD8DeD8JeT/IvhF0gBlhB3iBRqBCsB2vB,v115@GhA8HeC8GeD8DeD8JeT/IvhF3iBxlBmlBUnBFqBSwB,v115@GhA8HeC8GeD8DeD8JeT/IvhFUiBxlBmlB3nBFqBSwB,v115@GhA8HeC8GeD8DeD8Je2EJvhF/mBRiBcqBTnBClBVwB,v115@GhA8HeC8GeD8DeD8Je3AJvhFRiB0kBSsBzqBlrBmpB
IOZLJTS,O,X,X,X,X,O,X,X,X,X
IOZLJST,O,X,X,X,X,O,X,X,X,X
IOZLSTJ,O,X,X,X,X,O,X,X,X,O
IOZLSJT,O,X,X,X,X,O,X,X,X,X
IOZJTLS,O,O,X,X,X,X,X,X,X,X
IOZJTSL,O,O,O,X,X,X,X,X,O,X
IOZJLTS,O,O,X,X,X,O,X,X,X,X
IOZJLST,O,X,X,X,X,O,X,X,X,X
IOZJSTL,O,O,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,O,X,X,X,X
IOZSTLJ,O,O,O,X,O,O,X,X,X,X
IOZSTJL,O,O,O,O,O,X,X,X,X,X
IOZSLTJ,O,O,O,X,X,O,X,X,X,O
IOZSLJT,O,X,O,X,X,O,X,X,X,X
IOZSJTL,O,O,O,X,X,X,X,X,X,X
IOZSJLT,O,O,X,X,X,O,X,X,X,X
LTIJSZO,X,X,X,O,O,O,X,X,X,X
LTIJSOZ,X,X,X,X,O,O,O,X,X,X
LTIJZSO,X,X,X,O,O,O,X,X,X,X
LTIJZOS,X,X,X,O,O,O,X,O,X,X
LTIJOSZ,X,X,O,X,O,O,O,X,X,X
LTIJOZS,X,X,X,O,O,O,X,O,X,X
LTISJZO,X,X,X,O,O,O,X,X,X,X
LTISJOZ,X,X,O,X,O,O,O,X,X,X
LTISZJO,X,X,O,O,O,O,X,X,X,X
LTISZOJ,X,X,O,X,O,O,O,O,X,X
LTISOJZ,X,X,O,X,O,O,O,X,X,X
LTISOZJ,X,X,O,X,O,O,O,O,X,X
LTIZJSO,X,X,X,O,O,O,X,X,X,X
LTIZJOS,X,X,X,O,O,O,X,O,X,X
LTIZSJO,X,X,O,O,O,O,X,X,X,X
LTIZSOJ,X,X,O,X,O,O,O,O,X,X
LTIZOJS,X,X,X,X,O,O,X,O,X,X
LTIZOSJ,X,X,O,X,O,O,O,O,X,X
LTIOJSZ,X,X,O,X,O,O,O,X,X,X
LTIOJZS,X,X,X,X,O,O,X,O,X,X
LTIOSJZ,X,X,O,X,O,O,O,X,X,X
LTIOSZJ,X,X,O,X,O,O,O,O,X,X
LTIOZJS,X,X,X,X,O,O,X,O,X,X
LTIOZSJ,X,X,O,X,O,O,O,O,X,X
LTJISZO,X,X,X,O,O,O,X,X,X,X
LTJISOZ,X,X,X,X,O,O,O,X,X,X
LTJIZSO,X,X,X,O,O,O,X,X,X,X
LTJIZOS,X,X,X,O,O,O,X,O,X,X
LTJIOSZ,X,X,O,X,O,O,O,X,X,X
LTJIOZS,X,X,X,O,O,O,X,O,X,X
LTJSIZO,X,X,X,O,O,O,X,X,X,X
LTJSIOZ,X,O,O,X,O,O,O,X,X,X
LTJSZIO,X,X,X,O,X,X,X,X,X,X
LTJSZOI,O,X,X,O,X,X,X,X,X,X
LTJSOIZ,O,O,O,X,O,O,O,X,X,X
LTJSOZI,O,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,O,X,X,X,X,X,X
LTJZIOS,X,X,X,O,X,X,X,X,X,X
LTJZSIO,X,X,O,O,X,X,X,X,X,X
LTJZSOI,X,X,O,O,X,X,X,X,X,X
LTJZOIS,O,X,X,O,X,X,X,X,X,X
LTJZOSI,X,X,O,O,X,X,X,X,X,X
LTJOISZ,O,X,O,X,O,O,O,X,X,X
LTJOIZS,O,X,X,O,O,O,X,O,X,X
LTJOSIZ,O,X,O,X,O,O,O,X,X,X
LTJOSZI,O,X,X,X,X,X,X,X,X,X
LTJOZIS,O,X,X,O,X,X,X,X,X,X
LTJOZSI,X,X,O,O,X,X,X,X,X,X
LTSIJZO,X,X,X,O,O,O,X,X,X,X
LTSIJOZ,X,X,O,X,O,O,O,X,X,X
LTSIZJO,X,X,O,O,O,O,X,X,X,X
LTSIZOJ,X,X,O,X,O,O,O,O,X,X
LTSIOJZ,X,O,O,X,O,O,O,X,X,X
LTSIOZJ,X,O,O,X,O,O,O,O,X,X
LTSJIZO,X,X,X,O,O,O,X,X,X,X
LTSJIOZ,X,O,O,X,O,O,O,X,X,X
LTSJZIO,X,X,X,O,X,X,X,X,X,X
LTSJZOI,O,X,X,O,X,X,X,X,X,X
LTSJOIZ,O,O,O,X,O,O,O,X,X,X
LTSJOZI,O,X,X,X,X,X,X,X,X,X
LTSZIJO,X,X,O,O,O,O,X,X,X,X
LTSZIOJ,X,O,O,X,O,O,O,X,X,X
LTSZJIO,X,O,O,O,X,X,X,X,X,X
LTSZJOI,O,O,O,O,X,X,X,X,O,X
LTSZOIJ,O,O,O,X,O,O,O,X,O,X
LTSZOJI,O,O,O,O,X,X,X,X,O,X
LTSOIJZ,O,O,O,X,O,O,O,X,X,X
LTSOIZJ,X,O,O,X,O,O,O,O,O,X
LTSOJIZ,O,O,O,X,O,O,O,X,X,X
LTSOJZI,O,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,O,O,O,X,O,X
LTSOZJI,O,O,O,X,X,X,X,X,O,X
LTZIJSO,X,O,X,O,O,O,X,X,X,X
LTZIJOS,X,O,X,O,O,O,X,O,X,X
LTZISJO,X,X,O,O,O,O,X,X,X,X
LTZISOJ,X,O,O,X,O,O,O,O,X,X
LTZIOJS,X,O,X,X,O,O,X,O,X,X
LTZIOSJ,X,O,O,X,O,O,O,O,X,X
LTZJISO,X,O,X,O,X,X,X,X,X,X
LTZJIOS,X,O,X,O,X,X,X,X,X,X
LTZJSIO,X,O,O,O,X,X,X,X,X,X
LTZJSOI,X,O,O,O,X,X,X,X,O,X
LTZJOIS,O,O,X,O,X,X,X,X,X,X
LTZJOSI,X,X,O,O,X,X,X,X,O,X
LTZSIJO,X,X,O,O,O,O,X,X,X,X
LTZSIOJ,X,O,O,X,O,O,O,X,X,X
LTZSJIO,X,O,O,O,X,X,X,X,X,X
LTZSJOI,X,O,O,O,X,X,X,X,O,X
LTZSOIJ,X,O,O,X,O,O,O,X,O,X
LTZSOJI,X,O,O,O,X,X,X,X,O,X
LTZOIJS,O,O,X,X,O,O,X,O,X,O
LTZOISJ,X,O,O,X,O,O,O,O,X,O
LTZOJIS,O,O,X,O,X,X,X,X,X,O
LTZOJSI,X,X,O,O,X,X,X,X,O,O
LTZOSIJ,X,O,O,X,O,O,O,X,O,O
LTZOSJI,X,O,O,O,X,X,X,X,O,O
LTOIJSZ,O,X,O,X,O,O,O,X,X,X
LTOIJZS,O,X,X,X,O,O,X,O,X,X
LTOISJZ,X,X,O,X,O,O,O,X,X,X
LTOISZJ,X,X,O,X,O,O,O,O,X,X
LTOIZJS,X,X,X,X,O,O,X,O,X,X
LTOIZSJ,X,X,O,X,O,O,O,O,X,X
LTOJISZ,O,X,O,X,O,O,O,X,X,X
LTOJIZS,O,X,X,O,O,O,X,O,X,X
LTOJSIZ,O,X,O,X,O,O,O,X,X,X
LTOJSZI,O,X,X,X,X,X,X,X,X,X
LTOJZIS,O,X,X,O,X,X,X,X,X,X
LTOJZSI,X,X,O,O,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,O,O,O,X,X,X
LTOSIZJ,X,O,O,X,O,O,O,O,O,X
LTOSJIZ,O,O,O,X,O,O,O,X,X,X
LTOSJZI,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,O,O,X,O,O
LTOSZJI,O,O,O,X,X,X,X,X,O,O
LTOZIJS,O,O,X,X,O,O,X,O,X,O
LTOZISJ,X,O,O,X,O,O,O,O,X,O
LTOZJIS,O,O,X,O,X,X,X,X,X,O
LTOZJSI,X,X,O,O,X,X,X,X,O,O
LTOZSIJ,X,O,O,X,O,O,O,X,O,O
LTOZSJI,X,O,O,O,X,X,X,X,O,O
LITJSZO,X,X,X,O,O,O,X,X,X,X
LITJSOZ,X,X,X,X,O,O,O,X,X,X
LITJZSO,X,X,X,O,O,O,X,X,X,X
LITJZOS,X,X,X,O,O,O,X,O,X,X
LITJOSZ,X,X,O,X,O,O,O,X,X,X
LITJOZS,X,X,X,O,O,O,X,O,X,X
LITSJZO,X,X,X,O,O,O,X,X,X,X
LITSJOZ,X,X,O,X,O,O,O,X,X,X
LITSZJO,X,X,O,O,O,O,X,X,X,X
LITSZOJ,X,X,O,X,O,O,O,O,X,X
LITSOJZ,X,X,O,X,O,O,O,X,X,X
LITSOZJ,X,X,O,X,O,O,O,O,X,X
LITZJSO,X,X,X,O,O,O,X,X,X,X
LITZJOS,X,X,X,O,O,O,X,O,X,X
LITZSJO,X,X,O,O,O,O,X,X,X,X
LITZSOJ,X,X,O,X,O,O,O,O,X,X
LITZOJS,X,X,X,X,O,O,X,O,X,X
LITZOSJ,X,X,O,X,O,O,O,O,X,X
LITOJSZ,X,X,O,X,O,O,O,X,X,X
LITOJZS,X,X,X,X,O,O,X,O,X,X
LITOSJZ,X,X,O,X,O,O,O,X,X,X
LITOSZJ,X,X,O,X,O,O,O,O,X,X
LITOZJS,X,X,X,X,O,O,X,O,X,X
LITOZSJ,X,X,O,X,O,O,O,O,X,X
LIJTSZO,X,X,X,O,X,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,X,X,X
LIJTZSO,X,X,X,O,X,O,X,X,X,X
LIJTZOS,X,X,X,O,X,O,X,X,X,X
LIJTOSZ,X,X,O,X,X,O,X,X,X,X
LIJTOZS,X,X,X,O,X,O,X,X,X,X
LIJSTZO,X,X,X,O,X,O,X,X,X,X
LIJSTOZ,X,X,O,X,X,O,X,X,X,X
LIJSZTO,X,X,O,X,X,O,X,X,X,X
LIJSZOT,O,X,O,X,X,O,X,X,X,X
LIJSOTZ,O,X,O,X,X,O,O,X,X,X
LIJSOZT,O,X,O,X,X,O,O,X,X,X
LIJZTSO,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,X,X,X,X,O,X,X,X,X
LIJZSTO,X,X,X,X,X,O,X,X,X,X
LIJZSOT,X,X,X,X,X,O,X,X,X,X
LIJZOTS,O,X,X,X,X,O,X,O,X,X
LIJZOST,O,X,X,X,X,O,X,O,X,X
LIJOTSZ,O,X,O,X,X,O,X,X,X,X
LIJOTZS,O,X,X,X,X,O,X,X,X,X
LIJOSTZ,O,X,O,X,X,O,O,X,X,X
LIJOSZT,O,X,O,X,X,O,O,X,X,X
LIJOZTS,O,X,X,X,X,O,X,O,X,X
LIJOZST,O,X,X,X,X,O,X,O,X,X
LISTJZO,X,X,X,O,O,O,X,X,X,X
LISTJOZ,X,X,O,X,O,O,O,X,X,X
LISTZJO,X,X,O,O,O,O,X,X,X,X
LISTZOJ,X,X,O,X,O,O,O,X,X,X
LISTOJZ,X,X,O,X,O,O,O,X,X,X
LISTOZJ,X,X,O,X,O,O,O,X,X,X
LISJTZO,X,X,X,O,X,O,X,X,X,X
LISJTOZ,X,X,O,X,X,O,X,X,X,X
LISJZTO,X,X,O,X,X,O,X,X,X,X
LISJZOT,O,X,O,X,X,O,X,X,X,X
LISJOTZ,O,X,O,X,X,O,O,X,X,X
LISJOZT,O,X,O,X,X,O,O,X,X,X
LISZTJO,X,X,O,O,X,O,X,X,X,X
LISZTOJ,X,X,O,X,X,O,X,X,X,X
LISZJTO,X,X,O,X,X,O,X,X,X,X
LISZJOT,O,X,O,X,X,O,X,X,X,X
LISZOTJ,O,X,O,X,X,O,O,O,X,X
LISZOJT,O,X,O,X,X,O,O,O,X,X
LISOTJZ,O,X,O,X,O,O,O,X,X,X
LISOTZJ,X,X,O,X,O,O,O,X,X,X
LISOJTZ,O,X,O,X,X,O,O,X,X,X
LISOJZT,O,X,O,X,X,O,O,X,X,X
LISOZTJ,O,X,O,X,X,O,O,O,X,X
LISOZJT,O,X,O,X,X,O,O,O,X,X
LIZTJSO,X,X,X,O,X,O,X,X,X,X
LIZTJOS,X,X,X,O,X,O,X,X,X,X
LIZTSJO,X,X,O,O,X,O,X,X,X,X
LIZTSOJ,X,X,O,X,X,O,X,X,X,X
LIZTOJS,X,X,X,X,X,O,X,O,X,X
LIZTOSJ,X,X,O,X,X,O,X,O,X,X
LIZJTSO,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,X,X,X,X,O,X,X,X,X
LIZJSTO,X,X,X,X,X,O,X,X,X,X
LIZJSOT,X,X,X,X,X,O,X,X,X,X
LIZJOTS,O,X,X,X,X,O,X,O,X,X
LIZJOST,O,X,X,X,X,O,X,O,X,X
LIZSTJO,X,X,O,O,X,O,X,X,X,X
LIZSTOJ,X,X,O,X,X,O,X,X,X,X
LIZSJTO,X,X,O,X,X,O,X,X,X,X
LIZSJOT,X,X,O,X,X,O,X,X,X,X
LIZSOTJ,X,X,O,X,X,O,O,O,X,X
LIZSOJT,X,X,O,X,X,O,O,O,X,X
LIZOTJS,O,X,X,X,X,O,X,O,X,O
LIZOTSJ,X,X,O,X,X,O,X,O,X,O
LIZOJTS,O,X,X,X,X,O,X,O,X,X
LIZOJST,O,X,X,X,X,O,X,O,X,X
LIZOSTJ,X,X,O,X,X,O,O,O,X,O
LIZOSJT,O,X,O,X,X,O,O,O,X,X
LIOTJSZ,O,X,O,X,O,O,O,X,X,X
LIOTJZS,O,X,X,X,O,O,X,O,X,X
LIOTSJZ,X,X,O,X,O,O,O,X,X,X
LIOTSZJ,X,X,O,X,O,O,O,O,X,X
LIOTZJS,X,X,X,X,O,O,X,O,X,X
LIOTZSJ,X,X,O,X,O,O,O,O,X,X
LIOJTSZ,O,X,O,X,X,O,X,X,X,X
LIOJTZS,O,X,X,X,X,O,X,X,X,X
LIOJSTZ,O,X,O,X,X,O,O,X,X,X
LIOJSZT,O,X,O,X,X,O,O,X,X,X
LIOJZTS,O,X,X,X,X,O,X,O,X,X
LIOJZST,O,X,X,X,X,O,X,O,X,X
LIOSTJZ,O,X,O,X,O,O,O,X,X,X
LIOSTZJ,X,X,O,X,O,O,O,X,X,X
LIOSJTZ,O,X,O,X,X,O,O,X,X,X
LIOSJZT,O,X,O,X,X,O,O,X,X,X
LIOSZTJ,O,X,O,X,X,O,O,O,X,O
LIOSZJT,O,X,O,X,X,O,O,O,X,X
LIOZTJS,O,X,X,X,X,O,X,O,X,O
LIOZTSJ,X,X,O,X,X,O,X,O,X,O
LIOZJTS,O,X,X,X,X,O,X,O,X,X
LIOZJST,O,X,X,X,X,O,X,O,X,X
LIOZSTJ,X,X,O,X,X,O,O,O,X,O
LIOZSJT,O,X,O,X,X,O,O,O,X,X
LJTISZO,X,X,X,O,X,O,X,X,X,X
LJTISOZ,X,X,X,X,X,O,O,X,X,X
LJTIZSO,X,X,X,O,X,O,X,X,X,X
LJTIZOS,X,X,X,O,X,O,X,O,X,X
LJTIOSZ,X,X,O,X,X,O,O,X,X,X
LJTIOZS,X,X,X,O,X,O,X,O,X,X
LJTSIZO,X,X,X,O,X,O,X,X,X,X
LJTSIOZ,X,O,O,X,X,O,O,X,X,X
LJTSZIO,X,X,X,O,X,X,X,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X,X,X
LJTSOIZ,O,O,O,X,X,O,O,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X,X,X
LJTZISO,X,X,X,O,X,X,X,X,X,X
LJTZIOS,X,X,X,O,X,X,X,X,X,X
LJTZSIO,X,X,O,O,X,X,X,X,X,X
LJTZSOI,X,X,O,O,X,X,X,X,X,X
LJTZOIS,O,X,X,O,X,X,X,X,X,X
LJTZOSI,X,X,O,O,X,X,X,X,X,X
LJTOISZ,O,X,O,X,X,O,O,X,X,X
LJTOIZS,O,X,X,O,X,O,X,O,X,X
LJTOSIZ,O,X,O,X,X,O,O,X,X,X
LJTOSZI,O,X,X,X,X,X,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X,X
LJTOZSI,X,X,O,O,X,X,X,X,X,X
LJITSZO,X,X,X,O,X,O,X,X,X,X
LJITSOZ,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,O,X,O,X,X,X,X
LJITZOS,X,X,X,O,X,O,X,X,X,X
LJITOSZ,X,X,O,X,X,O,X,X,X,X
LJITOZS,X,X,X,O,X,O,X,X,X,X
LJISTZO,X,X,X,O,X,O,X,X,X,X
LJISTOZ,X,X,O,X,X,O,X,X,X,X
LJISZTO,X,X,O,X,X,O,X,X,X,X
LJISZOT,O,X,O,X,X,O,X,X,X,X
LJISOTZ,O,X,O,X,X,O,O,X,X,X
LJISOZT,O,X,O,X,X,O,O,X,X,X
LJIZTSO,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,X,X,X,X,O,X,X,X,X
LJIZSTO,X,X,X,X,X,O,X,X,X,X
LJIZSOT,X,X,X,X,X,O,X,X,X,X
LJIZOTS,O,X,X,X,X,O,X,O,X,X
LJIZOST,O,X,X,X,X,O,X,O,X,X
LJIOTSZ,O,X,O,X,X,O,X,X,X,X
LJIOTZS,O,X,X,X,X,O,X,X,X,X
LJIOSTZ,O,X,O,X,X,O,O,X,X,X
LJIOSZT,O,X,O,X,X,O,O,X,X,X
LJIOZTS,O,X,X,X,X,O,X,O,X,X
LJIOZST,O,X,X,X,X,O,X,O,X,X
LJSTIZO,X,X,X,O,X,O,X,X,X,X
LJSTIOZ,X,O,O,X,X,O,O,X,X,X
LJSTZIO,X,X,X,O,X,X,X,X,X,X
LJSTZOI,O,X,X,O,X,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,O,O,X,X,X
LJSTOZI,O,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,X,O,X,O,X,X,X,X
LJSITOZ,X,O,O,X,X,O,X,X,X,X
LJSIZTO,X,O,O,X,X,O,X,X,X,X
LJSIZOT,O,O,O,X,X,O,X,X,X,X
LJSIOTZ,O,O,O,X,X,O,O,X,X,X
LJSIOZT,O,O,O,X,X,O,O,X,X,X
LJSZTIO,X,O,O,X,X,X,X,X,X,X
LJSZTOI,O,O,O,X,X,X,X,X,X,X
LJSZITO,X,O,O,X,X,X,X,X,X,X
LJSZIOT,O,O,O,X,X,X,X,X,X,X
LJSZOTI,O,O,O,X,X,X,X,X,X,X
LJSZOIT,O,O,O,X,X,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,O,O,X,X,X
LJSOTZI,O,X,X,X,X,X,X,X,X,X
LJSOITZ,O,O,O,X,X,O,O,X,X,X
LJSOIZT,O,O,O,X,X,O,O,X,X,X
LJSOZTI,O,O,O,X,X,X,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X
LJZTSIO,X,O,O,X,X,X,X,X,X,X
LJZTSOI,X,O,O,X,X,X,X,X,X,X
LJZTOIS,O,O,X,X,X,X,X,X,X,X
LJZTOSI,X,X,O,X,X,X,X,X,X,X
LJZITSO,X,O,X,X,X,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,X,X,X,X,X,X,X
LJZISOT,X,O,X,X,X,X,X,X,X,X
LJZIOTS,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X
LJZSTIO,X,O,X,X,X,X,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,X,X,X
LJZSITO,X,O,X,X,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X,X,X
LJZOTIS,O,O,X,X,X,X,X,X,X,O
LJZOTSI,X,X,O,X,X,X,X,X,O,O
LJZOITS,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,O
LJZOSIT,O,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,O,X,X,O,O,X,X,X
LJOTIZS,O,X,X,X,X,O,X,O,X,X
LJOTSIZ,O,X,O,X,X,O,O,X,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,O,X,X,X,X,X,X,X
LJOITSZ,O,X,O,X,X,O,X,X,X,X
LJOITZS,O,X,X,X,X,O,X,X,X,X
LJOISTZ,O,X,O,X,X,O,O,X,X,X
LJOISZT,O,X,O,X,X,O,O,X,X,X
LJOIZTS,O,X,X,X,X,O,X,O,X,X
LJOIZST,O,X,X,X,X,O,X,O,X,X
LJOSTIZ,O,X,O,X,X,O,O,X,X,X
LJOSTZI,O,X,X,X,X,X,X,X,X,X
LJOSITZ,O,X,O,X,X,O,O,X,X,X
LJOSIZT,O,X,O,X,X,O,O,X,X,X
LJOSZTI,O,X,O,X,X,X,X,X,X,O
LJOSZIT,O,X,O,X,X,X,X,X,X,X
LJOZTIS,O,O,X,X,X,X,X,X,X,O
LJOZTSI,X,X,O,X,X,X,X,X,O,O
LJOZITS,O,O,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,O
LJOZSIT,O,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,O,O,O,X,X,X,X
LSTIJOZ,X,X,O,X,O,O,O,X,X,X
LSTIZJO,X,X,O,O,O,O,X,X,X,X
LSTIZOJ,X,X,O,X,O,O,O,O,X,X
LSTIOJZ,X,O,O,X,O,O,O,X,X,X
LSTIOZJ,X,O,O,X,O,O,O,O,X,X
LSTJIZO,X,X,X,O,O,O,X,X,X,X
LSTJIOZ,X,O,O,X,O,O,O,X,X,X
LSTJZIO,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,O,O,X,O,O,O,X,X,X
LSTJOZI,O,X,X,X,X,X,X,X,X,X
LSTZIJO,X,X,O,O,O,O,X,X,X,X
LSTZIOJ,X,O,O,X,O,O,O,X,X,X
LSTZJIO,X,O,O,O,X,X,X,X,X,X
LSTZJOI,O,O,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,O,X,O,O,O,X,X,X
LSTZOJI,O,O,O,O,X,X,X,X,X,X
LSTOIJZ,O,O,O,X,O,O,O,X,X,X
LSTOIZJ,X,O,O,X,O,O,O,O,X,X
LSTOJIZ,O,O,O,X,O,O,O,X,X,X
LSTOJZI,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,X,O,O,O,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X,X,X
LSITJZO,X,X,X,O,O,O,X,X,X,X
LSITJOZ,X,X,O,X,O,O,O,X,X,X
LSITZJO,X,X,O,O,O,O,X,X,X,X
LSITZOJ,X,X,O,X,O,O,O,X,X,X
LSITOJZ,X,O,O,X,O,O,O,X,X,X
LSITOZJ,X,O,O,X,O,O,O,X,X,X
LSIJTZO,X,X,X,O,X,O,X,X,X,X
LSIJTOZ,X,O,O,X,X,O,X,X,X,X
LSIJZTO,X,O,O,X,X,O,X,X,X,X
LSIJZOT,O,O,O,X,X,O,X,X,X,X
LSIJOTZ,O,O,O,X,X,O,O,X,X,X
LSIJOZT,O,O,O,X,X,O,O,X,X,X
LSIZTJO,X,X,O,O,X,O,X,X,X,X
LSIZTOJ,X,O,O,X,X,O,X,X,X,X
LSIZJTO,X,X,O,X,X,O,X,X,X,X
LSIZJOT,O,X,O,X,X,O,X,X,X,X
LSIZOTJ,O,O,O,X,X,O,O,O,X,X
LSIZOJT,O,X,O,X,X,O,O,O,X,X
LSIOTJZ,O,O,O,X,O,O,O,X,X,X
LSIOTZJ,X,O,O,X,O,O,O,X,X,X
LSIOJTZ,O,O,O,X,X,O,O,X,X,X
LSIOJZT,O,O,O,X,X,O,O,X,X,X
LSIOZTJ,O,O,O,X,X,O,O,O,X,X
LSIOZJT,O,X,O,X,X,O,O,O,X,X
LSJTIZO,X,X,X,O,X,O,X,X,X,X
LSJTIOZ,X,O,O,X,X,O,O,X,X,X
LSJTZIO,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,O,O,X,X,O,O,X,X,X
LSJTOZI,O,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,O,X,O,X,X,X,X
LSJITOZ,X,O,O,X,X,O,X,X,X,X
LSJIZTO,X,O,O,X,X,O,X,X,X,X
LSJIZOT,O,O,O,X,X,O,X,X,X,X
LSJIOTZ,O,O,O,X,X,O,O,X,X,X
LSJIOZT,O,O,O,X,X,O,O,X,X,X
LSJZTIO,X,O,O,X,X,X,X,X,X,X
LSJZTOI,O,O,O,X,X,X,X,X,X,X
LSJZITO,X,O,O,X,X,X,X,X,X,X
LSJZIOT,O,O,O,X,X,X,X,X,X,X
LSJZOTI,O,O,O,X,X,X,X,X,X,X
LSJZOIT,O,O,O,X,X,X,X,X,X,X
LSJOTIZ,O,O,O,X,X,O,O,X,X,X
LSJOTZI,O,X,X,X,X,X,X,X,X,X
LSJOITZ,O,O,O,X,X,O,O,X,X,X
LSJOIZT,O,O,O,X,X,O,O,X,X,X
LSJOZTI,O,O,O,X,X,X,X,X,X,X
LSJOZIT,O,O,O,X,X,X,X,X,X,X
LSZTIJO,X,X,O,O,X,O,X,X,X,X
LSZTIOJ,X,O,O,X,X,O,O,X,X,X
LSZTJIO,X,O,O,O,X,X,X,X,X,X
LSZTJOI,O,O,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,O,X,X,O,O,X,X,X
LSZTOJI,O,O,O,O,X,X,X,X,X,X
LSZITJO,X,X,O,O,X,O,X,X,X,X
LSZITOJ,X,O,O,X,X,O,X,X,X,X
LSZIJTO,X,X,O,X,X,O,X,X,X,X
LSZIJOT,O,X,O,X,X,O,X,X,X,X
LSZIOTJ,O,O,O,X,X,O,O,X,X,X
LSZIOJT,O,X,O,X,X,O,O,X,X,X
LSZJTIO,X,O,O,X,X,X,X,X,X,X
LSZJTOI,O,O,O,X,X,X,X,X,X,X
LSZJITO,X,O,O,X,X,X,X,X,X,X
LSZJIOT,O,O,O,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X
LSZOTIJ,O,O,O,X,X,O,O,X,X,O
LSZOTJI,O,O,O,O,X,X,X,X,X,O
LSZOITJ,O,O,O,X,X,O,O,X,X,O
LSZOIJT,O,X,O,X,X,O,O,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,O
LSZOJIT,O,O,O,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,X,O,O,O,X,X,X
LSOTIZJ,X,O,O,X,O,O,O,O,X,X
LSOTJIZ,O,O,O,X,O,O,O,X,X,X
LSOTJZI,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,O,X,O,O,O,X,X,O
LSOTZJI,O,O,O,X,X,X,X,X,X,O
LSOITJZ,O,O,O,X,O,O,O,X,X,X
LSOITZJ,X,O,O,X,O,O,O,X,X,X
LSOIJTZ,O,O,O,X,X,O,O,X,X,X
LSOIJZT,O,O,O,X,X,O,O,X,X,X
