sequence,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFFgBmhBziBfqBUr?BCrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFUgBymBziBfqBFm?BWwB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFukB1lBziBiqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JexAJvhFymBziB3kBcqBVw?BOpB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFCgBziBmlBFqB8r?BXrB,v115@GhA8IeA8EeE8AeA8DeD8JeZEJvhFWlBziBimBllBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8Jex/IvhFXhBziBOpBVqByv?B8rB,v115@GhA8IeA8EeE8AeA8DeD8JeRBJvhFziB2pB8qBFqB3r?BipB,v115@GhA8IeA8EeE8AeA8DeD8JelAJvhFziBimBxpBOpBUq?B3rB,v115@GhA8IeA8EeE8AeA8DeD8JeyEJvhFziBRmBOpBfrBUq?BlrB
LSOTZIJ,O,O,X,O,X,X,X,X,X,X
LSOTZJI,O,X,X,O,X,X,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,X,X
LSOITZJ,O,O,X,O,X,X,X,X,X,X
LSOIJTZ,O,O,O,X,X,X,X,X,X,X
LSOIJZT,O,O,O,X,X,X,X,X,O,X
LSOIZTJ,O,O,X,X,X,X,X,X,O,X
LSOIZJT,O,O,X,X,X,O,X,X,O,X
LSOJTIZ,O,O,O,X,X,X,X,X,X,X
LSOJTZI,X,O,X,X,X,X,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X,X,X,X
LSOJIZT,O,O,O,X,X,X,X,X,X,X
LSOJZTI,O,O,X,X,X,X,X,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X
LSOZTJI,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,O,X,X,X,X
LSOZJTI,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,O,X,X,X,X
LZTIJSO,X,X,O,O,X,X,X,X,X,X
LZTIJOS,X,X,O,O,X,O,X,X,X,X
LZTISJO,X,X,X,O,X,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,X,X,X,X
LZTIOJS,X,X,O,O,X,O,X,X,X,O
LZTIOSJ,X,X,X,O,X,X,X,X,X,O
LZTJISO,X,X,O,O,X,X,O,X,X,X
LZTJIOS,X,X,O,O,X,O,O,X,X,X
LZTJSIO,X,X,X,O,X,X,O,X,X,X
LZTJSOI,X,X,X,O,X,X,O,X,X,X
LZTJOIS,X,X,O,O,X,O,O,X,X,X
LZTJOSI,X,X,X,O,X,X,O,X,X,X
LZTSIJO,X,X,X,O,X,X,X,X,X,X
LZTSIOJ,X,X,X,O,X,X,X,X,X,X
LZTSJIO,X,X,X,O,X,X,X,X,X,X
LZTSJOI,X,X,X,O,X,X,X,X,X,X
LZTSOIJ,X,X,X,O,X,X,X,X,X,X
LZTSOJI,X,X,X,O,X,X,X,X,X,X
LZTOIJS,X,X,O,O,X,O,X,X,X,O
LZTOISJ,X,X,X,O,X,X,X,X,X,O
LZTOJIS,X,X,O,O,X,O,O,X,X,X
LZTOJSI,X,X,X,O,X,X,O,X,X,X
LZTOSIJ,X,X,X,O,X,X,X,X,X,X
LZTOSJI,X,X,X,O,X,X,X,X,X,X
LZITJSO,X,X,O,O,X,X,X,X,O,X
LZITJOS,X,X,O,O,X,O,X,X,O,X
LZITSJO,X,X,X,O,X,X,X,X,O,X
LZITSOJ,X,X,X,O,X,X,X,X,O,X
LZITOJS,X,X,O,O,X,O,X,X,O,O
LZITOSJ,X,X,X,O,X,X,X,X,O,O
LZIJTSO,X,X,O,X,X,X,X,X,O,X
LZIJTOS,X,X,O,X,X,O,X,X,O,X
LZIJSTO,O,O,O,X,X,X,X,X,O,X
LZIJSOT,O,O,O,X,X,O,X,X,O,X
LZIJOTS,X,X,O,X,X,O,X,X,O,O
LZIJOST,O,O,O,X,X,O,X,X,O,O
LZISTJO,O,X,X,X,X,X,X,X,O,X
LZISTOJ,O,O,X,X,X,X,X,X,O,X
LZISJTO,O,X,X,X,X,X,X,X,O,X
LZISJOT,O,O,X,X,X,O,X,X,O,X
LZISOTJ,O,O,X,X,X,X,X,X,O,O
LZISOJT,O,O,X,X,X,O,X,X,O,O
LZIOTJS,X,X,O,O,X,O,X,X,O,O
LZIOTSJ,X,X,X,O,X,X,X,X,O,O
LZIOJTS,X,X,O,X,X,O,X,X,O,O
LZIOJST,O,O,O,X,X,O,X,X,O,O
LZIOSTJ,O,O,X,X,X,X,X,X,O,O
LZIOSJT,O,O,X,X,X,O,X,X,O,O
LZJTISO,X,X,O,X,X,X,X,X,X,X
LZJTIOS,X,X,O,X,X,O,X,X,X,X
LZJTSIO,X,X,X,X,X,X,X,O,X,X
LZJTSOI,X,X,X,X,X,X,X,O,X,X
LZJTOIS,X,X,O,X,X,O,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,O,X,X
LZJITSO,X,X,O,X,X,X,X,X,X,X
LZJITOS,X,X,O,X,X,O,X,X,X,X
LZJISTO,O,O,O,X,X,X,X,X,X,X
LZJISOT,O,O,O,X,X,O,X,X,X,X
LZJIOTS,X,X,O,X,X,O,X,X,X,O
LZJIOST,O,O,O,X,X,O,X,X,X,O
LZJSTIO,O,O,X,X,X,X,X,O,X,X
LZJSTOI,O,O,X,X,X,X,X,O,X,X
LZJSITO,O,O,X,X,X,X,X,O,X,X
LZJSIOT,O,O,X,X,X,O,X,O,X,X
LZJSOTI,O,O,X,X,X,X,X,O,X,X
LZJSOIT,O,O,X,X,X,O,X,O,X,X
LZJOTIS,X,X,O,X,X,O,X,X,X,X
LZJOTSI,X,X,X,X,X,X,X,O,X,X
LZJOITS,X,X,O,X,X,O,X,X,X,O
LZJOIST,O,O,O,X,X,O,X,X,X,O
LZJOSTI,O,O,X,X,X,X,X,O,X,X
LZJOSIT,O,O,X,X,X,O,X,O,X,X
LZSTIJO,O,X,X,X,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X,X,X
LZSTOJI,O,X,X,X,X,X,X,X,X,X
LZSITJO,O,X,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,X,X
LZSIJTO,O,X,X,X,X,X,X,X,X,X
LZSIJOT,O,O,X,X,X,O,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,X,X,X,O
LZSIOJT,O,O,X,X,X,O,X,X,X,O
LZSJTIO,O,X,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,O,X,X,X,X
LZSJOTI,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,O,X,X,X,X
LZSOTIJ,O,O,X,X,X,X,X,X,X,X
LZSOTJI,O,X,X,X,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,X,X,X,O
LZSOIJT,O,O,X,X,X,O,X,X,X,O
LZSOJTI,O,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,O,X,X,X,X
LZOTIJS,X,X,O,O,X,O,X,X,X,O
LZOTISJ,X,X,X,O,X,X,X,X,X,O
LZOTJIS,X,X,O,O,X,O,O,X,X,X
LZOTJSI,X,X,X,O,X,X,O,X,X,X
LZOTSIJ,X,X,X,O,X,X,X,X,X,X
LZOTSJI,X,X,X,O,X,X,X,X,X,X
LZOITJS,X,X,O,O,X,O,X,X,O,O
LZOITSJ,X,X,X,O,X,X,X,X,O,O
LZOIJTS,X,X,O,X,X,O,X,X,O,O
LZOIJST,O,O,O,X,X,O,X,X,O,O
LZOISTJ,O,O,X,X,X,X,X,X,O,O
LZOISJT,O,O,X,X,X,O,X,X,O,O
LZOJTIS,X,X,O,X,X,O,X,X,X,X
LZOJTSI,X,X,X,X,X,X,X,O,X,X
LZOJITS,X,X,O,X,X,O,X,X,X,O
LZOJIST,O,O,O,X,X,O,X,X,X,O
LZOJSTI,O,O,X,X,X,X,X,O,X,X
LZOJSIT,O,O,X,X,X,O,X,O,X,X
LZOSTIJ,O,O,X,X,X,X,X,X,X,X
LZOSTJI,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,O
LZOSIJT,O,O,X,X,X,O,X,X,X,O
LZOSJTI,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,O,X,X,X,X
LOTIJSZ,X,O,O,X,O,X,O,X,X,X
LOTIJZS,X,X,O,O,O,X,O,X,O,X
LOTISJZ,X,X,O,X,O,X,X,X,X,X
LOTISZJ,X,O,X,O,X,X,X,X,X,X
LOTIZJS,X,X,O,O,O,O,X,X,O,X
LOTIZSJ,X,X,X,O,X,X,X,X,O,X
LOTJISZ,X,O,O,X,O,X,O,X,X,X
LOTJIZS,X,X,O,O,O,X,O,X,X,X
LOTJSIZ,X,O,O,X,O,X,O,X,X,X
LOTJSZI,X,O,X,X,X,X,O,X,X,X
LOTJZIS,X,X,O,O,O,X,O,X,X,X
LOTJZSI,X,X,X,O,X,X,O,X,X,X
LOTSIJZ,X,X,O,X,O,X,X,X,X,X
LOTSIZJ,X,O,X,O,X,X,X,X,X,X
LOTSJIZ,X,X,O,X,O,X,O,X,X,X
LOTSJZI,X,X,X,X,X,X,O,X,X,X
LOTSZIJ,X,O,X,O,X,X,X,X,X,X
LOTSZJI,X,X,X,O,X,X,X,X,X,X
LOTZIJS,X,X,O,O,O,O,X,X,X,X
LOTZISJ,X,X,X,O,X,X,X,X,X,X
LOTZJIS,X,X,O,O,O,O,O,X,X,X
LOTZJSI,X,X,X,O,X,X,O,X,X,X
LOTZSIJ,X,X,X,O,X,X,X,X,X,X
LOTZSJI,X,X,X,O,X,X,X,X,X,X
LOITJSZ,X,O,O,X,O,X,O,X,X,X
LOITJZS,X,X,O,O,O,X,O,X,O,X
LOITSJZ,X,X,O,X,O,X,X,X,X,X
LOITSZJ,X,O,X,O,X,X,X,X,X,X
LOITZJS,X,X,O,O,O,O,X,X,O,X
LOITZSJ,X,X,X,O,X,X,X,X,O,X
LOIJTSZ,X,O,O,X,X,X,X,X,X,X
LOIJTZS,X,X,O,O,X,X,X,X,O,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X,O,X
LOIJZTS,X,X,O,X,X,O,X,X,O,X
LOIJZST,O,O,O,X,X,O,X,X,O,X
LOISTJZ,O,X,O,X,X,X,X,X,X,X
LOISTZJ,O,O,X,O,X,X,X,X,X,X
LOISJTZ,O,O,O,X,X,X,X,X,X,X
LOISJZT,O,O,O,X,X,X,X,X,O,X
LOISZTJ,O,O,X,X,X,X,X,X,O,X
LOISZJT,O,O,X,X,X,O,X,X,O,X
LOIZTJS,X,X,O,O,X,O,X,X,O,O
LOIZTSJ,X,X,X,O,X,X,X,X,O,O
LOIZJTS,X,X,O,X,X,O,X,X,O,O
LOIZJST,O,O,O,X,X,O,X,X,O,O
LOIZSTJ,O,O,X,X,X,X,X,X,O,O
LOIZSJT,O,O,X,X,X,O,X,X,O,O
LOJTISZ,X,O,O,X,X,X,O,X,X,X
LOJTIZS,X,X,O,O,X,X,O,X,X,X
LOJTSIZ,X,O,O,X,X,X,O,X,X,X
LOJTSZI,X,O,X,X,X,X,O,X,X,X
LOJTZIS,X,X,O,O,X,X,O,X,X,X
LOJTZSI,X,X,X,O,X,X,O,X,X,X
LOJITSZ,X,O,O,X,X,X,X,X,X,X
LOJITZS,X,X,O,O,X,X,X,X,O,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X,O,X
LOJIZTS,X,X,O,X,X,O,X,X,O,X
LOJIZST,O,O,O,X,X,O,X,X,O,X
LOJSTIZ,O,O,O,X,X,X,X,X,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X,X,X,X
LOJSIZT,O,O,O,X,X,X,X,X,X,X
LOJSZTI,O,O,X,X,X,X,X,X,X,X
LOJSZIT,O,O,X,X,X,X,X,X,X,X
LOJZTIS,X,X,O,X,X,O,X,X,X,X
LOJZTSI,X,X,X,X,X,X,X,O,X,X
LOJZITS,X,X,O,X,X,O,X,X,X,X
LOJZIST,O,O,O,X,X,O,X,X,X,X
LOJZSTI,O,O,X,X,X,X,X,O,X,X
LOJZSIT,O,O,X,X,X,O,X,O,X,X
LOSTIJZ,O,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,X,X,X,X,X,X
LOSTJIZ,O,X,O,X,X,X,O,X,X,X
LOSTJZI,X,X,X,X,X,X,O,X,X,X
LOSTZIJ,O,O,X,O,X,X,X,X,X,X
LOSTZJI,O,X,X,O,X,X,X,X,X,X
LOSITJZ,O,X,O,X,X,X,X,X,X,X
LOSITZJ,O,O,X,O,X,X,X,X,X,X
LOSIJTZ,O,O,O,X,X,X,X,X,X,X
LOSIJZT,O,O,O,X,X,X,X,X,O,X
LOSIZTJ,O,O,X,X,X,X,X,X,O,X
LOSIZJT,O,O,X,X,X,O,X,X,O,X
LOSJTIZ,O,O,O,X,X,X,X,X,X,X
LOSJTZI,X,O,X,X,X,X,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,X,X,X,X,X,X,X
LOSJZTI,O,O,X,X,X,X,X,X,X,X
LOSJZIT,O,O,X,X,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,X
LOSZTJI,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,O,X,X,X,X
LOSZJTI,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,O,X,X,X,X
LOZTIJS,X,X,O,O,X,O,X,X,X,O
LOZTISJ,X,X,X,O,X,X,X,X,X,O
LOZTJIS,X,X,O,O,X,O,O,X,X,X
LOZTJSI,X,X,X,O,X,X,O,X,X,X
LOZTSIJ,X,X,X,O,X,X,X,X,X,X
LOZTSJI,X,X,X,O,X,X,X,X,X,X
LOZITJS,X,X,O,O,X,O,X,X,O,O
LOZITSJ,X,X,X,O,X,X,X,X,O,O
LOZIJTS,X,X,O,X,X,O,X,X,O,O
LOZIJST,O,O,O,X,X,O,X,X,O,O
LOZISTJ,O,O,X,X,X,X,X,X,O,O
LOZISJT,O,O,X,X,X,O,X,X,O,O
LOZJTIS,X,X,O,X,X,O,X,X,X,X
LOZJTSI,X,X,X,X,X,X,X,O,X,X
LOZJITS,X,X,O,X,X,O,X,X,X,O
LOZJIST,O,O,O,X,X,O,X,X,X,O
LOZJSTI,O,O,X,X,X,X,X,O,X,X
LOZJSIT,O,O,X,X,X,O,X,O,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X,X
LOZSTJI,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,O
LOZSIJT,O,O,X,X,X,O,X,X,X,O
LOZSJTI,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,O,X,X,X,X
JTILSZO,X,O,O,X,O,X,O,X,X,X
JTILSOZ,X,O,O,X,O,X,O,X,X,X
JTILZSO,X,X,O,X,O,X,O,X,X,X
JTILZOS,X,X,O,X,O,X,O,X,X,X
JTILOSZ,X,O,O,X,O,X,O,X,X,X
JTILOZS,X,X,O,X,O,X,O,X,X,X
JTISLZO,X,O,X,X,O,X,X,X,X,X
JTISLOZ,O,O,X,X,O,X,X,X,X,X
JTISZLO,O,O,X,X,O,X,X,X,X,X
JTISZOL,O,O,X,X,O,X,X,X,X,X
JTISOLZ,O,O,X,X,O,X,X,X,X,X
JTISOZL,O,O,X,X,O,X,X,X,X,X
JTIZLSO,X,X,X,X,O,X,X,X,X,X
JTIZLOS,X,X,X,X,O,X,X,X,X,X
JTIZSLO,O,X,X,X,O,X,X,X,X,X
JTIZSOL,O,X,X,X,O,X,X,X,X,X
JTIZOLS,X,X,X,X,O,X,X,X,X,X
JTIZOSL,O,X,X,X,O,X,X,X,X,X
JTIOLSZ,X,O,O,X,O,X,O,X,X,X
JTIOLZS,X,X,O,X,O,X,O,X,X,X
JTIOSLZ,O,O,X,X,O,X,X,X,X,X
JTIOSZL,O,O,X,X,O,X,X,X,X,X
JTIOZLS,X,X,X,X,O,X,X,X,X,X
JTIOZSL,O,X,X,X,O,X,X,X,X,X
JTLISZO,X,O,O,X,O,X,O,X,X,X
JTLISOZ,X,O,O,X,O,X,O,X,X,X
JTLIZSO,X,X,O,O,O,X,O,X,X,X
JTLIZOS,X,X,O,O,O,X,O,X,X,X
JTLIOSZ,X,O,O,X,O,X,O,X,X,X
JTLIOZS,X,X,O,O,O,X,O,X,X,X
JTLSIZO,X,O,O,X,O,X,O,X,X,X
JTLSIOZ,X,O,O,X,O,X,O,X,X,X
JTLSZIO,X,O,X,X,X,X,O,X,X,X
JTLSZOI,X,O,X,X,X,X,O,X,X,X
JTLSOIZ,X,O,O,X,O,X,O,X,X,X
JTLSOZI,X,O,X,X,X,X,O,X,X,X
JTLZISO,X,X,O,O,O,X,O,X,X,X
JTLZIOS,X,X,O,O,O,X,O,X,X,X
JTLZSIO,X,X,X,O,X,X,O,X,X,X
JTLZSOI,X,X,X,O,X,X,O,X,X,X
JTLZOIS,X,X,O,O,O,X,O,X,X,X
JTLZOSI,X,X,X,O,X,X,O,X,X,X
JTLOISZ,X,O,O,X,O,X,O,X,X,X
JTLOIZS,X,X,O,O,O,X,O,X,X,X
JTLOSIZ,X,O,O,X,O,X,O,X,X,X
JTLOSZI,X,O,X,X,X,X,O,X,X,X
JTLOZIS,X,X,O,O,O,X,O,X,X,X
JTLOZSI,X,X,X,O,X,X,O,X,X,X
JTSILZO,X,O,X,X,O,X,X,X,X,X
JTSILOZ,O,O,X,X,O,X,X,X,X,X
JTSIZLO,O,O,X,X,O,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,X,X,X,X
JTSIOLZ,O,O,X,X,O,X,X,X,X,X
JTSIOZL,O,O,X,X,O,X,X,X,X,X
JTSLIZO,X,O,X,X,O,X,O,X,X,X
JTSLIOZ,O,O,X,X,O,X,O,X,X,X
JTSLZIO,X,O,X,X,X,X,O,X,X,X
JTSLZOI,X,O,X,X,X,X,O,X,X,X
JTSLOIZ,O,O,X,X,O,X,O,X,X,X
JTSLOZI,X,O,X,X,X,X,O,X,X,X
JTSZILO,O,O,X,X,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,X,X,X,X,X
JTSZLIO,O,O,X,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,O,X,X,X,X,X
JTSOIZL,O,O,X,X,O,X,X,X,X,X
JTSOLIZ,O,O,X,X,O,X,O,X,X,X
JTSOLZI,X,O,X,X,X,X,O,X,X,X
JTSOZIL,O,O,X,X,X,X,X,X,X,X
JTSOZLI,O,O,X,X,X,X,X,X,X,X
JTZILSO,X,X,X,O,O,X,X,X,X,X
JTZILOS,X,X,X,O,O,X,X,X,X,X
JTZISLO,O,X,X,O,O,X,X,O,X,X
JTZISOL,O,X,X,O,O,X,X,O,X,X
JTZIOLS,X,X,X,O,O,X,X,X,X,X
JTZIOSL,O,X,X,O,O,X,X,O,X,X
JTZLISO,X,X,X,O,O,X,O,X,X,X
JTZLIOS,X,X,X,O,O,X,O,X,X,X
JTZLSIO,X,X,X,O,X,X,O,O,X,X
JTZLSOI,X,X,X,O,X,X,O,O,X,X
JTZLOIS,X,X,X,O,O,X,O,X,X,X
JTZLOSI,X,X,X,O,X,X,O,O,X,X
JTZSILO,O,X,X,O,X,X,X,O,X,X
JTZSIOL,O,X,X,O,X,X,X,O,X,X
JTZSLIO,O,X,X,O,X,X,X,O,X,X
JTZSLOI,O,X,X,O,X,X,X,O,X,X
JTZSOIL,O,X,X,O,X,X,X,O,X,X
JTZSOLI,O,X,X,O,X,X,X,O,X,X
JTZOILS,X,X,X,O,O,X,X,X,X,X
JTZOISL,O,X,X,O,O,X,X,O,X,X
JTZOLIS,X,X,X,O,O,X,O,X,X,X
JTZOLSI,X,X,X,O,X,X,O,O,X,X
JTZOSIL,O,X,X,O,X,X,X,O,X,X
JTZOSLI,O,X,X,O,X,X,X,O,X,X
JTOILSZ,X,O,O,X,O,X,O,X,X,X
JTOILZS,X,X,O,X,O,X,O,X,X,X
JTOISLZ,O,O,X,X,O,X,X,X,X,X
JTOISZL,O,O,X,X,O,X,X,X,X,X
JTOIZLS,X,X,X,X,O,X,X,X,X,X
JTOIZSL,O,X,X,X,O,X,X,X,X,X
JTOLISZ,X,O,O,X,O,X,O,X,X,X
JTOLIZS,X,X,O,O,O,X,O,X,X,X
JTOLSIZ,X,O,O,X,O,X,O,X,X,X
JTOLSZI,X,O,X,X,X,X,O,X,X,X
JTOLZIS,X,X,O,O,O,X,O,X,X,X
JTOLZSI,X,X,X,O,X,X,O,X,X,X
JTOSILZ,O,O,X,X,O,X,X,X,X,X
JTOSIZL,O,O,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,O,X,O,X,X,X
JTOSLZI,X,O,X,X,X,X,O,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X,X,X
JTOSZLI,O,O,X,X,X,X,X,X,X,X
JTOZILS,X,X,X,O,O,X,X,X,X,X
JTOZISL,O,X,X,O,O,X,X,O,X,X
JTOZLIS,X,X,X,O,O,X,O,X,X,X
JTOZLSI,X,X,X,O,X,X,O,O,X,X
JTOZSIL,O,X,X,O,X,X,X,O,X,X
JTOZSLI,O,X,X,O,X,X,X,O,X,X
JITLSZO,X,O,O,X,O,X,O,X,X,X
JITLSOZ,X,O,O,X,O,X,O,X,X,X
JITLZSO,X,X,O,X,O,X,O,X,X,X
JITLZOS,X,X,O,X,O,X,O,X,X,X
JITLOSZ,X,O,O,X,O,X,O,X,X,X
JITLOZS,X,X,O,X,O,X,O,X,X,X
JITSLZO,X,O,X,X,O,X,X,X,X,X
JITSLOZ,O,O,X,X,O,X,X,X,X,X
JITSZLO,O,O,X,X,O,X,X,X,X,X
JITSZOL,O,O,X,X,O,X,X,X,X,X
JITSOLZ,O,O,X,X,O,X,X,X,X,X
JITSOZL,O,O,X,X,O,X,X,X,X,X
JITZLSO,X,X,X,X,O,X,X,X,X,X
JITZLOS,X,X,X,X,O,X,X,X,X,X
JITZSLO,O,X,X,X,O,X,X,X,X,X
JITZSOL,O,X,X,X,O,X,X,X,X,X
JITZOLS,X,X,X,X,O,X,X,X,X,X
JITZOSL,O,X,X,X,O,X,X,X,X,X
JITOLSZ,X,O,O,X,O,X,O,X,X,X
JITOLZS,X,X,O,X,O,X,O,X,X,X
JITOSLZ,O,O,X,X,O,X,X,X,X,X
JITOSZL,O,O,X,X,O,X,X,X,X,X
JITOZLS,X,X,X,X,O,X,X,X,X,X
JITOZSL,O,X,X,X,O,X,X,X,X,X
JILTSZO,X,O,O,X,X,X,X,X,X,X
JILTSOZ,X,O,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,X,X,X,X,O,X
JILTZOS,X,X,O,X,X,X,X,X,O,X
JILTOSZ,X,O,O,X,X,X,X,X,X,X
JILTOZS,X,X,O,X,X,X,X,X,O,X
JILSTZO,X,O,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X,O,X
JILSZOT,O,O,O,X,X,X,X,X,O,X
JILSOTZ,O,O,O,X,X,X,X,X,X,X
JILSOZT,O,O,O,X,X,X,X,X,O,X
JILZTSO,X,X,O,X,X,X,X,X,O,X
JILZTOS,X,X,O,X,X,O,X,X,O,X
JILZSTO,O,O,O,X,X,X,X,X,O,X
JILZSOT,O,O,O,X,X,O,X,X,O,X
JILZOTS,X,X,O,X,X,O,X,X,O,X
JILZOST,O,O,O,X,X,O,X,X,O,X
JILOTSZ,X,O,O,X,X,X,X,X,X,X
JILOTZS,X,X,O,X,X,X,X,X,O,X
JILOSTZ,O,O,O,X,X,X,X,X,X,X
JILOSZT,O,O,O,X,X,X,X,X,O,X
JILOZTS,X,X,O,X,X,O,X,X,O,X
JILOZST,O,O,O,X,X,O,X,X,O,X
JISTLZO,X,O,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,X,X,X
JISTOLZ,O,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X,X,X
JISLTZO,X,O,O,X,X,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X,X,X,X
JISLZTO,O,O,O,X,X,X,X,X,X,X
JISLZOT,O,O,O,X,X,X,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X,X,X,X
JISLOZT,O,O,O,X,X,X,X,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,X,X,X
JISZLTO,O,O,X,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,X,X,X
JISZOLT,O,O,X,X,X,X,X,X,X,X
JISOTLZ,O,O,X,X,X,X,X,X,X,X
JISOTZL,O,O,X,X,X,X,X,X,X,X
JISOLTZ,O,O,O,X,X,X,X,X,X,X
JISOLZT,O,O,O,X,X,X,X,X,X,X
JISOZTL,O,O,X,X,X,X,X,X,X,X
JISOZLT,O,O,X,X,X,X,X,X,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,O,X,X
JIZTSOL,O,X,X,X,X,X,X,O,X,X
JIZTOLS,X,X,X,X,X,O,X,X,X,X
JIZTOSL,O,X,X,X,X,X,X,O,X,X
JIZLTSO,X,X,O,X,X,X,X,X,X,X
JIZLTOS,X,X,O,X,X,O,X,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,O,X,X,O,X,X,X,X
JIZLOTS,X,X,O,X,X,O,X,X,X,O
JIZLOST,O,O,O,X,X,O,X,X,X,O
JIZSTLO,O,O,X,X,X,X,X,O,X,X
JIZSTOL,O,O,X,X,X,X,X,O,X,X
JIZSLTO,O,O,X,X,X,X,X,O,X,X
JIZSLOT,O,O,X,X,X,O,X,O,X,X
JIZSOTL,O,O,X,X,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,O,X,O,X,X
JIZOTLS,X,X,X,X,X,O,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,O,X,X
JIZOLTS,X,X,O,X,X,O,X,X,X,O
JIZOLST,O,O,O,X,X,O,X,X,X,O
JIZOSTL,O,O,X,X,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,O,X,O,X,X
JIOTLSZ,X,O,O,X,O,X,O,X,X,X
JIOTLZS,X,X,O,X,O,X,O,X,X,X
JIOTSLZ,O,O,X,X,O,X,X,X,X,X
JIOTSZL,O,O,X,X,O,X,X,X,X,X
JIOTZLS,X,X,X,X,O,X,X,X,X,X
JIOTZSL,O,X,X,X,O,X,X,X,X,X
JIOLTSZ,X,O,O,X,X,X,X,X,X,X
JIOLTZS,X,X,O,X,X,X,X,X,O,X
