sequence,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhFXgB8lBanB5?nB9rBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBanB5?nB9rBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeT/IvhFKlBfmBmhB5?nBtrB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFUhBanB5nBX?lBGrBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lBGiBikB9?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeNEJvhFRgBGiB0lB6?rB/sBzpB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB2pBzlBt?rB6sBXqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeyEJvhFzgBGiB9rB/?sBxpB0pB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Je0/IvhFxhB/pBzlBt?rB6sBOqB,v115@FhB8HeB8HeC8BeB8AeA8AeB8JeOEJvhF8kBzgBXqBx?rBtrB6sB,v115@FhB8HeB8HeC8BeB8AeA8AeB8Jex/IvhF8lB/pBaqB9?rBTnBGsB
SIZLOTJ,X,O,O,X,X,X,X,X,X,X,O
SIZLOJT,X,O,O,X,X,X,X,X,X,O,X
SIZJTLO,O,O,O,X,X,O,X,X,X,O,X
SIZJTOL,O,O,O,X,X,O,X,X,X,O,X
SIZJLTO,O,O,O,X,X,X,X,X,X,O,X
SIZJLOT,X,O,O,X,X,X,X,X,X,O,X
SIZJOTL,O,O,X,X,X,X,X,X,X,O,X
SIZJOLT,X,O,X,X,X,X,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,X,O,X,X
SIZOTJL,O,O,O,X,X,X,X,X,X,O,X
SIZOLTJ,O,O,O,X,X,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X,X,O,X
SIZOJTL,O,O,X,X,X,X,X,X,X,O,X
SIZOJLT,O,O,X,X,X,X,X,X,X,O,X
SIOTLJZ,O,O,O,X,O,O,X,O,O,X,X
SIOTLZJ,O,O,O,X,O,O,X,O,O,X,O
SIOTJLZ,O,O,O,X,O,O,X,O,X,X,X
SIOTJZL,O,O,O,X,O,O,X,O,X,X,X
SIOTZLJ,O,O,O,X,O,O,X,O,O,X,O
SIOTZJL,O,O,O,X,O,O,X,O,X,O,X
SIOLTJZ,O,O,O,X,O,O,X,O,X,X,X
SIOLTZJ,O,O,O,X,O,O,X,O,X,X,O
SIOLJTZ,O,X,X,X,O,O,X,X,X,X,X
SIOLJZT,O,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,O,O,O,X,X,O,X,X,X,X,X
SIOLZJT,O,O,O,X,X,O,X,X,X,O,X
SIOJTLZ,O,O,X,X,O,O,X,X,X,X,X
SIOJTZL,O,O,X,X,O,O,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,O,X,X,X,X,X
SIOJLZT,O,X,X,X,X,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,O,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,X,X,O,X
SIOZTLJ,O,O,O,X,X,O,X,X,O,X,X
SIOZTJL,O,O,O,X,X,O,X,X,X,O,X
SIOZLTJ,O,O,O,X,X,O,X,X,X,X,X
SIOZLJT,O,O,O,X,X,O,X,X,X,O,X
SIOZJTL,O,O,X,X,X,O,X,X,X,O,X
SIOZJLT,O,O,X,X,X,X,X,X,X,O,X
SLTIJZO,O,O,O,O,O,O,X,O,X,X,X
SLTIJOZ,O,O,O,O,X,O,X,O,O,X,X
SLTIZJO,O,O,O,X,O,O,X,O,X,X,O
SLTIZOJ,O,O,O,X,O,O,X,O,O,X,O
SLTIOJZ,O,O,O,X,X,O,O,O,O,X,X
SLTIOZJ,O,O,O,X,X,X,X,O,O,X,O
SLTJIZO,O,O,O,O,O,O,X,O,X,X,X
SLTJIOZ,O,O,O,O,X,O,X,O,O,X,X
SLTJZIO,O,O,O,O,O,O,X,X,X,X,O
SLTJZOI,O,O,O,O,O,O,O,X,O,X,O
SLTJOIZ,O,O,O,O,O,O,O,O,O,X,X
SLTJOZI,O,O,O,O,O,O,O,X,O,X,O
SLTZIJO,O,O,O,X,O,O,X,X,X,X,O
SLTZIOJ,O,O,O,X,O,O,X,X,O,X,O
SLTZJIO,O,O,O,X,O,O,X,X,X,X,O
SLTZJOI,O,O,O,X,O,O,X,X,O,X,O
SLTZOIJ,O,O,O,X,O,O,X,X,O,X,O
SLTZOJI,O,O,O,X,O,O,X,X,O,X,O
SLTOIJZ,O,O,O,X,O,O,O,O,O,X,X
SLTOIZJ,O,O,O,X,O,O,X,O,O,X,O
SLTOJIZ,O,O,O,X,O,O,O,O,O,X,X
SLTOJZI,O,O,O,X,O,O,O,X,O,X,O
SLTOZIJ,O,O,O,X,O,O,X,X,O,X,O
SLTOZJI,O,O,O,X,O,O,X,X,O,X,O
SLITJZO,O,O,O,O,O,O,X,O,X,X,X
SLITJOZ,O,O,O,O,X,O,X,O,O,X,X
SLITZJO,O,O,O,X,O,O,X,O,X,X,O
SLITZOJ,O,O,O,X,O,O,X,O,O,X,O
SLITOJZ,O,O,O,X,X,O,O,O,O,X,X
SLITOZJ,O,O,O,X,X,X,X,O,O,X,O
SLIJTZO,O,X,O,O,O,O,X,O,X,X,X
SLIJTOZ,O,X,O,O,X,O,X,O,O,X,X
SLIJZTO,X,X,O,O,X,O,X,X,X,X,O
SLIJZOT,X,X,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,O,X,X,X,X,X
SLIJOZT,X,X,X,O,X,O,X,X,X,X,X
SLIZTJO,X,O,O,X,O,O,X,O,X,X,O
SLIZTOJ,X,O,O,X,O,O,X,O,O,X,O
SLIZJTO,X,O,O,X,X,O,X,X,X,O,O
SLIZJOT,X,O,O,X,X,X,X,X,X,O,X
SLIZOTJ,X,O,O,X,X,X,X,X,X,X,O
SLIZOJT,X,O,O,X,X,X,X,X,X,O,X
SLIOTJZ,O,O,O,X,X,O,X,O,O,X,X
SLIOTZJ,O,O,O,X,X,O,X,O,O,X,O
SLIOJTZ,O,X,X,X,X,O,X,X,X,X,X
SLIOJZT,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,O,O,X,X,O,X,X,X,X,O
SLIOZJT,X,O,O,X,X,O,X,X,X,O,X
SLJTIZO,O,X,O,O,O,O,X,O,X,X,X
SLJTIOZ,O,X,O,O,X,O,X,O,O,X,X
SLJTZIO,O,X,O,O,O,O,X,X,X,X,O
SLJTZOI,O,X,O,O,O,O,O,X,O,X,O
SLJTOIZ,O,X,O,O,O,O,O,O,O,X,X
SLJTOZI,O,X,O,O,O,O,O,X,O,X,O
SLJITZO,O,X,O,O,O,O,X,X,X,X,X
SLJITOZ,O,X,O,O,X,O,X,X,O,X,X
SLJIZTO,X,X,O,O,X,O,X,X,X,X,O
SLJIZOT,X,X,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,X,X,O,X,O,X,X,X,X,X
SLJIOZT,X,X,X,O,X,O,X,X,X,X,X
SLJZTIO,X,X,O,O,O,O,X,X,X,X,O
SLJZTOI,X,X,O,O,O,O,O,X,O,X,O
SLJZITO,X,X,O,O,X,O,X,X,X,X,O
SLJZIOT,X,X,O,O,X,X,X,X,X,X,X
SLJZOTI,X,X,O,O,X,O,X,X,X,X,X
SLJZOIT,X,X,O,O,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,O,O,X,X,X,X,X
SLJOTZI,O,X,X,O,O,O,X,X,X,X,O
SLJOITZ,O,X,X,O,O,O,X,X,X,X,X
SLJOIZT,X,X,X,O,X,O,X,X,X,X,X
SLJOZTI,X,X,X,O,O,O,X,X,X,X,X
SLJOZIT,X,X,X,O,X,O,X,X,X,X,X
SLZTIJO,X,O,O,X,O,O,X,X,X,X,O
SLZTIOJ,X,O,O,X,O,O,X,X,O,X,O
SLZTJIO,X,O,O,X,O,O,X,X,X,X,O
SLZTJOI,X,O,O,X,O,O,X,X,O,X,O
SLZTOIJ,X,O,O,X,O,O,X,X,O,X,O
SLZTOJI,X,O,O,X,O,O,X,X,O,X,O
SLZITJO,X,O,O,X,O,O,X,X,X,X,O
SLZITOJ,X,O,O,X,O,O,X,X,O,X,O
SLZIJTO,X,O,O,X,X,O,X,X,X,O,O
SLZIJOT,X,O,O,X,X,X,X,X,X,O,X
SLZIOTJ,X,O,O,X,X,X,X,X,X,X,O
SLZIOJT,X,O,O,X,X,X,X,X,X,O,X
SLZJTIO,X,O,O,X,O,O,X,X,X,X,O
SLZJTOI,X,O,O,X,O,O,X,X,O,X,O
SLZJITO,X,O,O,X,X,O,X,X,X,O,O
SLZJIOT,X,O,O,X,X,X,X,X,X,O,X
SLZJOTI,X,O,O,X,X,O,X,X,X,X,X
SLZJOIT,X,O,O,X,X,O,X,X,X,O,X
SLZOTIJ,X,O,O,X,X,O,X,X,O,X,O
SLZOTJI,X,O,O,X,X,O,X,X,O,X,O
SLZOITJ,X,O,O,X,X,O,X,X,X,X,O
SLZOIJT,X,O,O,X,X,O,X,X,X,O,X
SLZOJTI,X,O,O,X,X,O,X,X,X,X,X
SLZOJIT,X,O,O,X,X,O,X,X,X,O,X
SLOTIJZ,O,O,O,X,O,O,X,X,O,X,X
SLOTIZJ,O,O,O,X,O,O,X,X,O,X,O
SLOTJIZ,O,O,O,X,O,O,X,X,O,X,X
SLOTJZI,O,O,O,X,O,O,X,X,O,X,O
SLOTZIJ,O,O,O,X,O,O,X,X,O,X,O
SLOTZJI,O,O,O,X,O,O,X,X,O,X,O
SLOITJZ,O,O,O,X,O,O,X,X,O,X,X
SLOITZJ,O,O,O,X,O,O,X,X,O,X,O
SLOIJTZ,O,X,X,X,O,O,X,X,X,X,X
SLOIJZT,X,X,X,X,X,O,X,X,X,X,X
SLOIZTJ,X,O,O,X,X,O,X,X,X,X,O
SLOIZJT,X,O,O,X,X,O,X,X,X,O,X
SLOJTIZ,O,X,X,X,O,O,X,X,X,X,X
SLOJTZI,O,X,X,X,O,O,X,X,X,X,O
SLOJITZ,O,X,X,X,O,O,X,X,X,X,X
SLOJIZT,X,X,X,X,X,O,X,X,X,X,X
SLOJZTI,X,X,X,X,O,O,X,X,X,X,X
SLOJZIT,X,X,X,X,X,O,X,X,X,X,X
SLOZTIJ,X,O,O,X,O,O,X,X,O,X,O
SLOZTJI,X,O,O,X,O,O,X,X,O,X,O
SLOZITJ,X,O,O,X,X,O,X,X,X,X,O
SLOZIJT,X,O,O,X,X,O,X,X,X,O,X
SLOZJTI,X,O,O,X,O,O,X,X,X,X,X
SLOZJIT,X,O,O,X,X,O,X,X,X,O,X
SJTILZO,O,O,O,O,O,O,X,O,X,X,X
SJTILOZ,O,O,O,O,X,O,X,O,X,X,X
SJTIZLO,O,O,O,O,O,O,X,O,X,X,X
SJTIZOL,O,O,O,O,O,O,X,O,X,X,X
SJTIOLZ,O,O,O,O,O,O,X,O,X,X,X
SJTIOZL,O,O,O,O,O,O,X,O,X,X,X
SJTLIZO,O,O,O,O,O,O,X,O,X,X,X
SJTLIOZ,O,O,O,O,X,O,X,O,O,X,X
SJTLZIO,O,O,O,O,O,O,X,X,X,X,O
SJTLZOI,O,O,O,O,O,O,O,X,O,X,O
SJTLOIZ,O,O,O,O,O,O,O,O,O,X,X
SJTLOZI,O,O,O,O,O,O,O,X,O,X,O
SJTZILO,O,O,O,O,O,O,X,O,X,X,X
SJTZIOL,O,O,O,O,O,O,X,O,X,X,X
SJTZLIO,O,O,O,O,O,O,X,X,X,X,O
SJTZLOI,O,O,O,O,O,O,O,X,O,X,O
SJTZOIL,O,O,O,O,O,O,X,O,X,X,X
SJTZOLI,O,O,O,O,O,X,O,X,O,X,O
SJTOILZ,O,O,O,O,O,O,X,O,X,X,X
SJTOIZL,O,O,O,O,O,O,X,O,X,X,X
SJTOLIZ,O,O,O,O,O,O,O,O,O,X,X
SJTOLZI,O,O,O,O,O,O,O,X,O,X,O
SJTOZIL,O,O,O,O,O,O,X,O,X,X,X
SJTOZLI,O,O,O,O,O,O,O,X,O,X,O
SJITLZO,O,O,O,O,O,O,X,O,X,X,X
SJITLOZ,O,O,O,O,X,O,X,O,X,X,X
SJITZLO,O,O,O,O,O,O,X,O,X,X,X
SJITZOL,O,O,O,O,O,O,X,O,X,X,X
SJITOLZ,O,O,O,O,O,O,X,O,X,X,X
SJITOZL,O,O,O,O,O,O,X,O,X,X,X
SJILTZO,O,X,O,O,O,O,X,O,X,X,X
SJILTOZ,O,X,O,O,X,O,X,O,X,X,X
SJILZTO,X,X,O,O,X,O,X,X,X,X,X
SJILZOT,X,X,O,O,X,X,X,X,X,X,X
SJILOTZ,O,X,X,O,X,O,X,X,X,X,X
SJILOZT,X,X,X,O,X,O,X,X,X,X,X
SJIZTLO,O,O,O,O,X,O,X,X,X,O,X
SJIZTOL,O,O,O,O,X,O,X,X,X,O,X
SJIZLTO,O,O,O,O,X,X,X,X,X,O,X
SJIZLOT,X,O,O,O,X,X,X,X,X,O,X
SJIZOTL,O,O,X,O,X,X,X,X,X,O,X
SJIZOLT,X,O,X,O,X,X,X,X,X,O,X
SJIOTLZ,O,O,X,O,O,O,X,X,X,X,X
SJIOTZL,O,O,X,O,O,O,X,X,X,X,X
SJIOLTZ,O,X,X,O,O,O,X,X,X,X,X
SJIOLZT,O,X,X,O,X,O,X,X,X,X,X
SJIOZTL,O,O,X,O,X,O,X,X,X,O,X
SJIOZLT,O,O,X,O,X,X,X,X,X,O,X
SJLTIZO,O,X,O,O,O,O,X,O,X,X,X
SJLTIOZ,O,X,O,O,X,O,X,O,O,X,X
SJLTZIO,O,X,O,O,O,O,X,X,X,X,O
SJLTZOI,O,X,O,O,O,O,O,X,O,X,O
SJLTOIZ,O,X,O,O,O,O,O,O,O,X,X
SJLTOZI,O,X,O,O,O,O,O,X,O,X,O
SJLITZO,O,X,O,O,O,O,X,X,X,X,X
SJLITOZ,O,X,O,O,X,O,X,X,O,X,X
SJLIZTO,X,X,O,O,X,O,X,X,X,X,O
SJLIZOT,X,X,O,O,X,X,X,X,X,X,X
SJLIOTZ,O,X,X,O,X,O,X,X,X,X,X
SJLIOZT,X,X,X,O,X,O,X,X,X,X,X
SJLZTIO,X,X,O,O,O,O,X,X,X,X,O
SJLZTOI,X,X,O,O,O,O,O,X,O,X,O
SJLZITO,X,X,O,O,X,O,X,X,X,X,O
SJLZIOT,X,X,O,O,X,X,X,X,X,X,X
SJLZOTI,X,X,O,O,X,O,X,X,X,X,X
SJLZOIT,X,X,O,O,X,O,X,X,X,X,X
SJLOTIZ,O,X,X,O,O,O,X,X,X,X,X
SJLOTZI,O,X,X,O,O,O,X,X,X,X,O
SJLOITZ,O,X,X,O,O,O,X,X,X,X,X
SJLOIZT,X,X,X,O,X,O,X,X,X,X,X
SJLOZTI,X,X,X,O,O,O,X,X,X,X,X
SJLOZIT,X,X,X,O,X,O,X,X,X,X,X
SJZTILO,O,O,O,O,O,O,X,O,X,O,X
SJZTIOL,O,O,O,O,O,O,X,O,X,O,X
SJZTLIO,O,O,O,O,O,O,X,X,X,X,O
SJZTLOI,O,O,O,O,O,O,O,X,O,X,O
SJZTOIL,O,O,O,O,O,O,X,O,X,O,X
SJZTOLI,O,O,O,O,O,X,O,X,O,X,O
SJZITLO,O,O,O,O,X,O,X,X,X,O,X
SJZITOL,O,O,O,O,X,O,X,X,X,O,X
SJZILTO,O,O,O,O,X,X,X,X,X,O,X
SJZILOT,X,O,O,O,X,X,X,X,X,O,X
SJZIOTL,O,O,X,O,X,X,X,X,X,O,X
SJZIOLT,X,O,X,O,X,X,X,X,X,O,X
SJZLTIO,O,O,O,O,O,O,X,X,X,X,O
SJZLTOI,O,O,O,O,O,O,O,X,O,X,O
SJZLITO,O,O,O,O,X,O,X,X,X,O,O
SJZLIOT,X,O,O,O,X,X,X,X,X,O,X
SJZLOTI,X,O,O,O,X,O,X,X,X,X,X
SJZLOIT,X,O,O,O,X,O,X,X,X,O,X
SJZOTIL,O,O,X,O,O,O,X,X,X,O,X
SJZOTLI,O,O,X,O,O,O,O,X,O,X,X
SJZOITL,O,O,X,O,X,O,X,X,X,O,X
SJZOILT,X,O,X,O,X,X,X,X,X,O,X
SJZOLTI,X,O,X,O,O,O,X,X,X,X,X
SJZOLIT,X,O,X,O,X,O,X,X,X,O,X
SJOTILZ,O,O,X,O,O,O,X,O,X,X,X
SJOTIZL,O,O,X,O,O,O,X,O,X,X,X
SJOTLIZ,O,O,X,O,O,O,O,O,O,X,X
SJOTLZI,O,O,X,O,O,O,O,X,O,X,O
SJOTZIL,O,O,X,O,O,O,X,O,X,X,X
SJOTZLI,O,O,X,O,O,O,O,X,O,X,O
SJOITLZ,O,O,X,O,O,O,X,X,X,X,X
SJOITZL,O,O,X,O,O,O,X,X,X,X,X
SJOILTZ,O,X,X,O,O,O,X,X,X,X,X
SJOILZT,O,X,X,O,X,O,X,X,X,X,X
SJOIZTL,O,O,X,O,X,O,X,X,X,O,X
SJOIZLT,O,O,X,O,X,X,X,X,X,O,X
SJOLTIZ,O,X,X,O,O,O,X,X,X,X,X
SJOLTZI,O,X,X,O,O,O,X,X,X,X,O
SJOLITZ,O,X,X,O,O,O,X,X,X,X,X
SJOLIZT,O,X,X,O,X,O,X,X,X,X,X
SJOLZTI,O,X,X,O,O,O,X,X,X,X,X
SJOLZIT,O,X,X,O,X,O,X,X,X,X,X
SJOZTIL,O,O,X,O,O,O,X,X,X,O,X
SJOZTLI,O,O,X,O,O,O,O,X,O,X,X
SJOZITL,O,O,X,O,X,O,X,X,X,O,X
SJOZILT,O,O,X,O,X,X,X,X,X,O,X
SJOZLTI,O,O,X,O,O,O,X,X,X,X,X
SJOZLIT,O,O,X,O,X,O,X,X,X,O,X
SZTILJO,O,O,O,X,O,O,X,O,X,X,O
SZTILOJ,O,O,O,X,O,O,X,O,O,X,O
SZTIJLO,O,O,O,X,O,O,X,O,X,O,X
SZTIJOL,O,O,O,X,O,O,X,O,X,O,X
SZTIOLJ,O,O,O,X,O,X,X,O,O,X,O
SZTIOJL,O,O,O,X,O,O,X,O,X,O,X
SZTLIJO,O,O,O,X,O,O,X,X,X,X,O
SZTLIOJ,O,O,O,X,O,O,X,X,O,X,O
SZTLJIO,O,O,O,X,O,O,X,X,X,X,O
SZTLJOI,O,O,O,X,O,O,X,X,O,X,O
SZTLOIJ,O,O,O,X,O,O,X,X,O,X,O
SZTLOJI,O,O,O,X,O,O,X,X,O,X,O
SZTJILO,O,O,O,X,O,O,X,O,X,O,X
SZTJIOL,O,O,O,X,O,O,X,O,X,O,X
SZTJLIO,O,O,O,X,O,O,X,X,X,X,O
SZTJLOI,O,O,O,X,O,O,X,X,O,X,O
SZTJOIL,O,O,O,X,O,O,X,O,X,O,X
SZTJOLI,O,O,O,X,O,X,X,X,O,X,O
SZTOILJ,O,O,O,X,O,X,X,O,O,X,O
SZTOIJL,O,O,O,X,O,O,X,O,X,O,X
SZTOLIJ,O,O,O,X,O,O,X,X,O,X,O
SZTOLJI,O,O,O,X,O,O,X,X,O,X,O
SZTOJIL,O,O,O,X,O,O,X,O,X,O,X
SZTOJLI,O,O,O,X,O,X,X,X,O,X,O
SZITLJO,O,O,O,X,O,O,X,O,X,X,O
SZITLOJ,O,O,O,X,X,O,X,O,O,X,O
SZITJLO,O,O,O,X,O,O,X,O,X,O,X
SZITJOL,O,O,O,X,O,O,X,O,X,O,X
SZITOLJ,O,O,O,X,X,X,X,O,O,X,O
SZITOJL,O,O,O,X,O,O,X,O,X,O,X
SZILTJO,O,O,O,X,X,O,X,O,X,X,O
SZILTOJ,O,O,O,X,X,O,X,O,O,X,O
SZILJTO,O,O,O,X,X,O,X,X,X,O,O
SZILJOT,X,O,O,X,X,X,X,X,X,O,X
SZILOTJ,X,O,O,X,X,X,X,X,X,X,O
SZILOJT,X,O,O,X,X,X,X,X,X,O,X
SZIJTLO,O,O,O,X,X,O,X,X,X,O,X
SZIJTOL,O,O,O,X,X,O,X,X,X,O,X
SZIJLTO,O,O,O,X,X,X,X,X,X,O,X
SZIJLOT,X,O,O,X,X,X,X,X,X,O,X
SZIJOTL,O,O,X,X,X,X,X,X,X,O,X
SZIJOLT,X,O,X,X,X,X,X,X,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,X,O,X,X
SZIOTJL,O,O,O,X,X,X,X,X,X,O,X
SZIOLTJ,O,O,O,X,X,X,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X,X,O,X
SZIOJTL,O,O,X,X,X,X,X,X,X,O,X
SZIOJLT,O,O,X,X,X,X,X,X,X,O,X
SZLTIJO,O,O,O,X,O,O,X,X,X,X,O
SZLTIOJ,O,O,O,X,O,O,X,X,O,X,O
SZLTJIO,O,O,O,X,O,O,X,X,X,X,O
SZLTJOI,O,O,O,X,O,O,X,X,O,X,O
SZLTOIJ,O,O,O,X,O,O,X,X,O,X,O
SZLTOJI,O,O,O,X,O,O,X,X,O,X,O
SZLITJO,O,O,O,X,O,O,X,X,X,X,O
SZLITOJ,O,O,O,X,O,O,X,X,O,X,O
SZLIJTO,O,O,O,X,X,O,X,X,X,O,O
SZLIJOT,X,O,O,X,X,X,X,X,X,O,X
SZLIOTJ,X,O,O,X,X,X,X,X,X,X,O
SZLIOJT,X,O,O,X,X,X,X,X,X,O,X
SZLJTIO,O,O,O,X,O,O,X,X,X,X,O
SZLJTOI,O,O,O,X,O,O,X,X,O,X,O
SZLJITO,O,O,O,X,X,O,X,X,X,O,O
SZLJIOT,X,O,O,X,X,X,X,X,X,O,X
SZLJOTI,X,O,O,X,X,O,X,X,X,X,X
SZLJOIT,X,O,O,X,X,O,X,X,X,O,X
SZLOTIJ,X,O,O,X,X,O,X,X,O,X,O
SZLOTJI,X,O,O,X,X,O,X,X,O,X,O
SZLOITJ,X,O,O,X,X,O,X,X,X,X,O
SZLOIJT,X,O,O,X,X,O,X,X,X,O,X
SZLOJTI,X,O,O,X,X,O,X,X,X,X,X
SZLOJIT,X,O,O,X,X,O,X,X,X,O,X
SZJTILO,O,O,O,X,O,O,X,O,X,O,X
SZJTIOL,O,O,O,X,O,O,X,O,X,O,X
SZJTLIO,O,O,O,X,O,O,X,X,X,X,O
SZJTLOI,O,O,O,X,O,O,X,X,O,X,O
SZJTOIL,O,O,O,X,O,O,X,O,X,O,X
SZJTOLI,O,O,O,X,O,X,X,X,O,X,O
SZJITLO,O,O,O,X,X,O,X,X,X,O,X
SZJITOL,O,O,O,X,X,O,X,X,X,O,X
SZJILTO,O,O,O,X,X,X,X,X,X,O,X
SZJILOT,X,O,O,X,X,X,X,X,X,O,X
SZJIOTL,O,O,X,X,X,X,X,X,X,O,X
SZJIOLT,X,O,X,X,X,X,X,X,X,O,X
SZJLTIO,O,O,O,X,O,O,X,X,X,X,O
SZJLTOI,O,O,O,X,O,O,X,X,O,X,O
SZJLITO,O,O,O,X,X,O,X,X,X,O,O
SZJLIOT,X,O,O,X,X,X,X,X,X,O,X
SZJLOTI,X,O,O,X,X,O,X,X,X,X,X
SZJLOIT,X,O,O,X,X,O,X,X,X,O,X
SZJOTIL,O,O,X,X,O,O,X,X,X,O,X
SZJOTLI,O,O,X,X,O,O,X,X,O,X,X
SZJOITL,O,O,X,X,X,O,X,X,X,O,X
SZJOILT,X,O,X,X,X,X,X,X,X,O,X
SZJOLTI,X,O,X,X,O,O,X,X,X,X,X
SZJOLIT,X,O,X,X,X,O,X,X,X,O,X
SZOTILJ,O,O,O,X,O,O,X,X,O,X,O
SZOTIJL,O,O,O,X,O,O,X,X,X,O,X
SZOTLIJ,O,O,O,X,O,O,X,X,O,X,O
SZOTLJI,O,O,O,X,O,O,X,X,O,X,O
SZOTJIL,O,O,O,X,O,O,X,X,X,O,X
SZOTJLI,O,O,O,X,O,O,X,X,O,X,O
SZOITLJ,O,O,O,X,O,O,X,X,O,X,X
SZOITJL,O,O,O,X,O,O,X,X,X,O,X
SZOILTJ,O,O,O,X,X,O,X,X,X,X,X
SZOILJT,O,O,O,X,X,O,X,X,X,O,X
SZOIJTL,O,O,X,X,X,O,X,X,X,O,X
SZOIJLT,O,O,X,X,X,X,X,X,X,O,X
SZOLTIJ,O,O,O,X,O,O,X,X,O,X,O
SZOLTJI,O,O,O,X,O,O,X,X,O,X,O
SZOLITJ,O,O,O,X,O,O,X,X,X,X,O
SZOLIJT,O,O,O,X,X,O,X,X,X,O,X
SZOLJTI,O,O,O,X,O,O,X,X,X,X,X
SZOLJIT,O,O,O,X,X,O,X,X,X,O,X
SZOJTIL,O,O,X,X,O,O,X,X,X,O,X
SZOJTLI,O,O,X,X,O,O,X,X,O,X,X
SZOJITL,O,O,X,X,X,O,X,X,X,O,X
SZOJILT,O,O,X,X,X,X,X,X,X,O,X
SZOJLTI,O,O,X,X,O,O,X,X,X,X,X
SZOJLIT,O,O,X,X,X,O,X,X,X,O,X
SOTILJZ,O,O,O,X,O,O,X,O,O,X,X
SOTILZJ,O,O,O,X,O,O,X,O,O,X,O
SOTIJLZ,O,O,O,X,O,O,X,O,X,X,X
SOTIJZL,O,O,O,X,O,O,X,O,X,X,X
SOTIZLJ,O,O,O,X,O,O,X,O,O,X,O
SOTIZJL,O,O,O,X,O,O,X,O,X,O,X
SOTLIJZ,O,O,O,X,O,O,O,O,O,X,X
SOTLIZJ,O,O,O,X,O,O,X,O,O,X,O
SOTLJIZ,O,O,O,X,O,O,O,O,O,X,X
SOTLJZI,O,O,O,X,O,O,O,X,O,X,O
SOTLZIJ,O,O,O,X,O,O,X,X,O,X,O
SOTLZJI,O,O,O,X,O,O,X,X,O,X,O
SOTJILZ,O,O,O,X,O,O,X,O,X,X,X
SOTJIZL,O,O,O,X,O,O,X,O,X,X,X
SOTJLIZ,O,O,O,X,O,O,O,O,O,X,X
SOTJLZI,O,O,O,X,O,O,O,X,O,X,O
SOTJZIL,O,O,O,X,O,O,X,O,X,X,X
SOTJZLI,O,O,O,X,O,O,O,X,O,X,O
SOTZILJ,O,O,O,X,O,O,X,O,O,X,O
SOTZIJL,O,O,O,X,O,O,X,O,X,O,X
SOTZLIJ,O,O,O,X,O,O,X,X,O,X,O
SOTZLJI,O,O,O,X,O,O,X,X,O,X,O
SOTZJIL,O,O,O,X,O,O,X,O,X,O,X
SOTZJLI,O,O,O,X,O,O,X,X,O,X,O
SOITLJZ,O,O,O,X,O,O,X,O,O,X,X
SOITLZJ,O,O,O,X,O,O,X,O,O,X,O
SOITJLZ,O,O,O,X,O,O,X,O,X,X,X
SOITJZL,O,O,O,X,O,O,X,O,X,X,X
SOITZLJ,O,O,O,X,O,O,X,O,O,X,O
SOITZJL,O,O,O,X,O,O,X,O,X,O,X
SOILTJZ,O,O,O,X,O,O,X,O,X,X,X
SOILTZJ,O,O,O,X,O,O,X,O,X,X,O
SOILJTZ,O,X,X,X,O,O,X,X,X,X,X
SOILJZT,O,X,X,X,X,O,X,X,X,X,X
SOILZTJ,O,O,O,X,X,O,X,X,X,X,X
SOILZJT,O,O,O,X,X,O,X,X,X,O,X
SOIJTLZ,O,O,X,X,O,O,X,X,X,X,X
SOIJTZL,O,O,X,X,O,O,X,X,X,X,X
SOIJLTZ,O,X,X,X,O,O,X,X,X,X,X
SOIJLZT,O,X,X,X,X,O,X,X,X,X,X
SOIJZTL,O,O,X,X,X,O,X,X,X,O,X
SOIJZLT,O,O,X,X,X,X,X,X,X,O,X
SOIZTLJ,O,O,O,X,X,O,X,X,O,X,X
SOIZTJL,O,O,O,X,X,O,X,X,X,O,X
SOIZLTJ,O,O,O,X,X,O,X,X,X,X,X
SOIZLJT,O,O,O,X,X,O,X,X,X,O,X
SOIZJTL,O,O,X,X,X,O,X,X,X,O,X
