sequence,v115@QhB8BeA8DeG8CeB8Jei/IvhFRhBFjBzkBUmBXsBGsB,v115@QhB8BeA8DeG8CeB8Jem/IvhFChBxiB0kBTmBXsBlsB,v115@QhB8BeA8DeG8CeB8Je/EJvhFalBzgBUiBFjBxrBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBfmBxiBlnBUsB6rB,v115@QhB8BeA8DeG8CeB8Jei/IvhFWmBFjBzkBxrB/sB0rB,v115@QhB8BeA8DeG8CeB8JeT/IvhFelBXjBRmBUmBFnBSxB,v115@QhB8BeA8DeG8CeB8JeyEJvhFXjBRmB0kBFmBTnBWxB,v115@QhB8BeA8DeG8CeB8JeT/IvhFxgBFjBXlBimB+sB8rB,v115@QhB8BeA8DeG8CeB8Je3BJvhFxkBlnB0kBmlBzrBCtB
LOTZSIJ,O,O,X,X,X,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X,X,X
LOITJSZ,X,X,X,X,O,O,X,X,X
LOITJZS,X,X,X,O,O,X,X,X,X
LOITSJZ,X,X,O,X,O,O,X,X,O
LOITSZJ,O,X,O,X,O,X,X,X,O
LOITZJS,O,O,X,O,O,X,X,X,X
LOITZSJ,O,X,O,X,O,X,X,X,X
LOIJTSZ,X,X,X,X,O,O,X,X,X
LOIJTZS,X,X,X,O,O,X,X,X,X
LOIJSTZ,X,X,X,X,O,O,O,X,X
LOIJSZT,X,X,X,X,O,O,O,X,X
LOIJZTS,X,O,X,X,O,X,X,X,X
LOIJZST,X,O,X,X,O,O,X,X,X
LOISTJZ,X,X,O,X,O,O,O,X,O
LOISTZJ,O,O,O,X,O,X,O,X,O
LOISJTZ,X,X,O,X,O,O,O,X,X
LOISJZT,X,O,O,X,O,O,O,X,X
LOISZTJ,O,O,O,X,O,X,O,X,X
LOISZJT,O,O,O,X,O,O,O,X,X
LOIZTJS,O,O,X,X,O,X,X,X,X
LOIZTSJ,O,X,O,X,O,X,X,X,X
LOIZJTS,O,O,X,X,O,X,X,X,X
LOIZJST,O,O,X,X,O,O,X,X,X
LOIZSTJ,O,O,O,X,O,X,X,X,X
LOIZSJT,O,O,O,X,O,O,X,X,X
LOJTISZ,X,X,X,X,O,O,X,X,X
LOJTIZS,X,X,X,O,O,X,X,X,X
LOJTSIZ,X,X,X,X,O,O,X,O,X
LOJTSZI,O,X,X,X,X,X,X,O,X
LOJTZIS,O,X,X,O,O,X,X,X,X
LOJTZSI,O,X,X,O,X,X,X,X,X
LOJITSZ,X,X,X,X,O,O,X,X,X
LOJITZS,X,X,X,O,O,X,X,X,X
LOJISTZ,X,X,X,X,O,O,O,X,X
LOJISZT,X,X,X,X,O,O,O,X,X
LOJIZTS,X,O,X,X,O,X,X,X,X
LOJIZST,X,O,X,X,O,O,X,X,X
LOJSTIZ,X,X,X,X,O,O,X,O,X
LOJSTZI,O,X,X,X,X,X,X,O,X
LOJSITZ,X,X,X,X,O,O,O,O,X
LOJSIZT,X,O,X,X,O,O,O,X,X
LOJSZTI,O,O,X,O,X,X,X,O,X
LOJSZIT,O,O,X,X,X,O,X,X,X
LOJZTIS,O,O,X,O,O,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X
LOJZITS,O,O,X,X,O,X,X,X,X
LOJZIST,O,O,X,X,O,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X
LOJZSIT,O,O,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,X,O,O,X,X,O
LOSTIZJ,O,O,O,X,O,X,X,X,O
LOSTJIZ,X,X,O,X,O,O,X,O,X
LOSTJZI,O,X,X,X,X,X,X,O,X
LOSTZIJ,O,O,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X
LOSITJZ,X,X,O,X,O,O,O,X,O
LOSITZJ,O,O,O,X,O,X,O,X,O
LOSIJTZ,X,X,O,X,O,O,O,O,X
LOSIJZT,X,O,O,X,O,O,O,X,X
LOSIZTJ,O,O,O,X,O,X,O,X,X
LOSIZJT,O,O,O,X,O,O,O,X,X
LOSJTIZ,X,X,O,X,O,O,X,O,X
LOSJTZI,O,X,X,X,X,X,X,O,X
LOSJITZ,X,X,O,X,O,O,O,O,X
LOSJIZT,X,O,O,X,O,O,O,X,X
LOSJZTI,O,O,X,X,X,X,X,O,X
LOSJZIT,O,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,X,X,X,X,X,X
LOSZTJI,O,O,X,X,X,X,X,X,X
LOSZITJ,O,O,O,X,X,X,X,X,X
LOSZIJT,O,O,O,X,X,O,X,X,X
LOSZJTI,O,O,X,X,X,X,X,O,X
LOSZJIT,O,O,X,X,X,O,X,X,X
LOZTIJS,O,O,X,O,O,X,X,X,X
LOZTISJ,O,X,X,X,O,X,X,X,X
LOZTJIS,O,O,X,O,O,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,X,X,X
LOZTSJI,O,O,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,O,X,X,X,X
LOZITSJ,O,X,X,X,O,X,X,X,X
LOZIJTS,O,O,X,X,O,X,X,X,X
LOZIJST,O,O,X,X,O,O,X,X,X
LOZISTJ,O,O,X,X,O,X,X,X,X
LOZISJT,O,O,X,X,O,O,X,X,X
LOZJTIS,O,O,X,O,O,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X
LOZJITS,O,O,X,X,O,X,X,X,X
LOZJIST,O,O,X,X,O,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X,X,X
LOZJSIT,O,O,X,X,X,O,X,X,X
LOZSTIJ,O,O,X,X,X,X,X,X,X
LOZSTJI,O,O,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X
LOZSIJT,O,O,X,X,X,O,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,O,X,X,X
JTILSZO,X,X,X,X,X,X,O,X,X
JTILSOZ,X,X,X,X,X,O,O,O,X
JTILZSO,X,X,X,O,X,X,X,X,X
JTILZOS,X,X,X,O,X,X,X,X,X
JTILOSZ,X,X,X,X,O,O,X,X,X
JTILOZS,X,X,X,O,O,X,X,X,X
JTISLZO,X,X,O,X,X,X,O,X,X
JTISLOZ,X,X,O,X,X,X,O,O,X
JTISZLO,X,X,O,O,X,X,X,X,X
JTISZOL,X,X,O,O,X,X,X,X,X
JTISOLZ,X,X,O,X,O,O,X,O,X
JTISOZL,X,X,O,O,O,O,X,X,X
JTIZLSO,X,X,X,O,X,X,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X,X
JTIZSLO,X,X,O,O,X,X,X,X,X
JTIZSOL,X,X,O,O,X,X,X,X,X
JTIZOLS,X,X,X,O,O,X,X,X,X
JTIZOSL,X,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,X,X,O,O,X,X,X
JTIOLZS,X,X,X,O,O,X,X,X,X
JTIOSLZ,X,X,O,X,O,O,X,X,X
JTIOSZL,X,X,O,O,O,O,X,X,X
JTIOZLS,X,X,X,O,O,X,X,X,X
JTIOZSL,X,X,O,O,O,X,X,X,X
JTLISZO,X,X,X,X,X,X,O,X,X
JTLISOZ,X,X,X,X,X,O,O,O,X
JTLIZSO,X,X,X,O,X,X,X,X,X
JTLIZOS,X,X,X,O,X,X,X,X,X
JTLIOSZ,X,X,X,X,O,O,X,X,X
JTLIOZS,X,X,X,O,O,X,X,X,X
JTLSIZO,X,X,X,X,X,X,O,X,X
JTLSIOZ,X,X,X,X,X,O,O,O,X
JTLSZIO,O,X,X,X,X,X,X,X,X
JTLSZOI,X,X,X,X,X,X,X,O,X
JTLSOIZ,X,X,X,X,X,O,X,O,X
JTLSOZI,X,X,X,X,X,X,X,O,X
JTLZISO,O,X,X,O,X,X,X,X,X
JTLZIOS,O,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,O,X,X,X,X,X
JTLZSOI,X,X,X,O,X,X,X,O,X
JTLZOIS,X,X,X,O,X,X,X,X,X
JTLZOSI,X,X,X,O,X,X,X,X,X
JTLOISZ,X,X,X,X,O,O,X,X,X
JTLOIZS,X,X,X,O,O,X,X,X,X
JTLOSIZ,X,X,X,X,O,O,X,O,X
JTLOSZI,X,X,X,X,X,X,X,O,X
JTLOZIS,X,X,X,O,O,X,X,X,X
JTLOZSI,X,X,X,O,X,X,X,X,X
JTSILZO,X,X,O,X,X,X,O,X,X
JTSILOZ,X,X,O,X,X,X,O,O,X
JTSIZLO,X,X,O,O,X,X,X,X,X
JTSIZOL,X,X,O,O,X,X,X,X,X
JTSIOLZ,X,X,O,X,O,O,X,O,X
JTSIOZL,X,X,O,O,O,O,X,X,X
JTSLIZO,X,X,O,X,X,X,O,X,X
JTSLIOZ,X,X,O,X,X,O,O,O,X
JTSLZIO,O,X,X,X,X,X,X,X,X
JTSLZOI,X,X,X,X,X,X,X,O,X
JTSLOIZ,X,X,O,X,X,O,X,O,X
JTSLOZI,X,X,X,X,X,X,X,O,X
JTSZILO,O,X,X,O,X,X,X,X,X
JTSZIOL,O,X,X,O,X,X,X,X,X
JTSZLIO,O,X,X,O,X,X,X,X,X
JTSZLOI,X,X,X,O,X,X,X,O,X
JTSZOIL,O,X,X,O,X,X,X,X,X
JTSZOLI,O,X,X,O,X,X,X,O,X
JTSOILZ,X,X,O,X,O,O,X,O,X
JTSOIZL,X,X,O,O,O,O,X,X,X
JTSOLIZ,X,X,O,X,O,O,X,O,X
JTSOLZI,O,X,X,X,X,X,X,O,X
JTSOZIL,O,X,X,O,X,X,X,X,X
JTSOZLI,O,X,X,O,X,X,X,O,X
JTZILSO,O,X,X,O,X,X,X,X,X
JTZILOS,O,X,X,O,X,X,X,X,X
JTZISLO,X,X,X,O,X,X,X,X,X
JTZISOL,X,X,X,O,X,X,X,X,X
JTZIOLS,O,X,X,O,O,X,X,X,X
JTZIOSL,X,X,X,O,O,X,X,X,X
JTZLISO,O,X,X,O,X,X,X,X,X
JTZLIOS,O,X,X,O,X,X,X,X,X
JTZLSIO,O,X,X,O,X,X,X,X,X
JTZLSOI,X,X,X,O,X,X,X,O,X
JTZLOIS,X,X,X,O,X,X,X,X,X
JTZLOSI,X,X,X,O,X,X,X,X,X
JTZSILO,O,X,X,O,X,X,X,X,X
JTZSIOL,O,X,X,O,X,X,X,X,X
JTZSLIO,O,X,X,O,X,X,X,X,X
JTZSLOI,X,X,X,O,X,X,X,O,X
JTZSOIL,O,X,X,O,X,X,X,X,X
JTZSOLI,O,X,X,O,X,X,X,O,X
JTZOILS,O,X,X,O,O,X,X,X,X
JTZOISL,X,X,X,O,O,X,X,X,X
JTZOLIS,O,X,X,O,O,X,X,X,X
JTZOLSI,O,X,X,O,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X,X,X,X
JTZOSLI,O,X,X,O,X,X,X,X,X
JTOILSZ,X,X,X,X,O,O,X,X,X
JTOILZS,X,X,X,O,O,X,X,X,X
JTOISLZ,X,X,O,X,O,O,X,X,X
JTOISZL,X,X,O,O,O,O,X,X,X
JTOIZLS,X,X,X,O,O,X,X,X,X
JTOIZSL,X,X,O,O,O,X,X,X,X
JTOLISZ,X,X,X,X,O,O,X,X,X
JTOLIZS,X,X,X,O,O,X,X,X,X
JTOLSIZ,X,X,X,X,O,O,X,O,X
JTOLSZI,O,X,X,X,X,X,X,O,X
JTOLZIS,O,X,X,O,O,X,X,X,X
JTOLZSI,O,X,X,O,X,X,X,X,X
JTOSILZ,X,X,O,X,O,O,X,O,X
JTOSIZL,X,X,O,O,O,O,X,X,X
JTOSLIZ,X,X,O,X,O,O,X,O,X
JTOSLZI,O,X,X,X,X,X,X,O,X
JTOSZIL,O,X,X,O,X,X,X,X,X
JTOSZLI,O,X,X,O,X,X,X,O,X
JTOZILS,O,X,X,O,O,X,X,X,X
JTOZISL,X,X,X,O,O,X,X,X,X
JTOZLIS,O,X,X,O,O,X,X,X,X
JTOZLSI,O,X,X,O,X,X,X,X,X
JTOZSIL,O,X,X,O,X,X,X,X,X
JTOZSLI,O,X,X,O,X,X,X,X,X
JITLSZO,X,X,X,X,X,X,O,X,X
JITLSOZ,X,X,X,X,X,O,O,O,X
JITLZSO,X,X,X,O,X,X,X,X,X
JITLZOS,X,X,X,O,X,X,X,X,X
JITLOSZ,X,X,X,X,O,O,X,X,X
JITLOZS,X,X,X,O,O,X,X,X,X
JITSLZO,X,X,O,X,X,X,O,X,X
JITSLOZ,X,X,O,X,X,X,O,O,X
JITSZLO,X,X,O,O,X,X,X,X,X
JITSZOL,X,X,O,O,X,X,X,X,X
JITSOLZ,X,X,O,X,O,O,X,O,X
JITSOZL,X,X,O,O,O,O,X,X,X
JITZLSO,X,X,X,O,X,X,X,X,X
JITZLOS,X,X,X,O,X,X,X,X,X
JITZSLO,X,X,O,O,X,X,X,X,X
JITZSOL,X,X,O,O,X,X,X,X,X
JITZOLS,X,X,X,O,O,X,X,X,X
JITZOSL,X,X,O,O,O,X,X,X,X
JITOLSZ,X,X,X,X,O,O,X,X,X
JITOLZS,X,X,X,O,O,X,X,X,X
JITOSLZ,X,X,O,X,O,O,X,X,X
JITOSZL,X,X,O,O,O,O,X,X,X
JITOZLS,X,X,X,O,O,X,X,X,X
JITOZSL,X,X,O,O,O,X,X,X,X
JILTSZO,X,X,X,X,X,X,O,X,X
JILTSOZ,X,X,X,X,X,O,O,O,X
JILTZSO,X,X,X,O,X,X,X,X,X
JILTZOS,X,X,X,O,X,X,X,X,X
JILTOSZ,X,X,X,X,O,O,X,X,X
JILTOZS,X,X,X,O,O,X,X,X,X
JILSTZO,X,X,X,X,X,X,O,X,X
JILSTOZ,X,X,X,X,X,O,O,O,X
JILSZTO,X,X,X,X,X,X,O,X,X
JILSZOT,X,X,X,X,X,O,O,X,X
JILSOTZ,X,X,X,X,X,O,O,O,X
JILSOZT,X,X,X,X,X,O,O,X,X
JILZTSO,X,O,X,X,X,X,X,X,X
JILZTOS,X,O,X,X,X,X,X,X,X
JILZSTO,X,O,X,X,X,X,O,X,X
JILZSOT,X,O,X,X,X,O,O,X,X
JILZOTS,X,O,X,X,X,X,X,X,X
JILZOST,X,O,X,X,X,O,X,X,X
JILOTSZ,X,X,X,X,O,O,X,X,X
JILOTZS,X,X,X,O,O,X,X,X,X
JILOSTZ,X,X,X,X,O,O,O,X,X
JILOSZT,X,X,X,X,O,O,O,X,X
JILOZTS,X,X,X,X,O,X,X,X,X
JILOZST,X,X,X,X,O,O,X,X,X
JISTLZO,X,X,O,X,X,X,O,X,X
JISTLOZ,X,X,O,X,X,X,O,O,X
JISTZLO,X,X,O,O,X,X,X,X,X
JISTZOL,X,X,O,O,X,X,X,X,X
JISTOLZ,X,X,O,X,O,O,X,O,X
JISTOZL,X,X,O,O,O,O,X,X,X
JISLTZO,X,X,O,X,X,X,O,X,X
JISLTOZ,X,X,O,X,X,O,O,O,X
JISLZTO,X,O,O,X,X,X,O,X,X
JISLZOT,X,O,O,X,X,O,O,X,X
JISLOTZ,X,X,O,X,X,O,O,O,X
JISLOZT,X,X,O,X,X,O,O,X,X
JISZTLO,X,O,O,O,X,X,X,X,X
JISZTOL,X,O,O,O,X,X,X,X,X
JISZLTO,X,O,O,X,X,X,O,X,X
JISZLOT,X,O,O,X,X,X,O,X,X
JISZOTL,X,O,O,O,X,O,X,X,X
JISZOLT,X,O,O,X,X,O,X,X,X
JISOTLZ,X,X,O,X,O,O,X,O,X
JISOTZL,X,X,O,O,O,O,X,X,X
JISOLTZ,X,X,O,X,O,O,O,O,X
JISOLZT,X,O,O,X,O,O,O,X,X
JISOZTL,X,O,O,O,O,O,X,X,X
JISOZLT,X,O,O,X,O,O,X,X,X
JIZTLSO,X,O,X,O,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X,X
JIZTSLO,X,O,O,O,X,X,X,X,X
JIZTSOL,X,O,O,O,X,X,X,X,X
JIZTOLS,X,O,X,O,O,X,X,X,X
JIZTOSL,X,X,O,O,O,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X,X
JIZLTOS,X,O,X,X,X,X,X,X,X
JIZLSTO,X,O,X,X,X,X,O,X,X
JIZLSOT,X,O,X,X,X,O,O,X,X
JIZLOTS,X,O,X,X,X,X,X,X,X
JIZLOST,X,O,X,X,X,O,X,X,X
JIZSTLO,X,O,O,O,X,X,X,X,X
JIZSTOL,X,O,O,O,X,X,X,X,X
JIZSLTO,X,O,O,X,X,X,O,X,X
JIZSLOT,X,O,O,X,X,X,O,X,X
JIZSOTL,X,O,O,O,X,O,X,X,X
JIZSOLT,X,O,O,X,X,O,X,X,X
JIZOTLS,X,O,X,O,O,X,X,X,X
JIZOTSL,X,X,O,O,O,X,X,X,X
JIZOLTS,X,O,X,X,O,X,X,X,X
JIZOLST,X,O,X,X,O,O,X,X,X
JIZOSTL,X,O,O,O,O,O,X,X,X
JIZOSLT,X,O,O,X,O,O,X,X,X
JIOTLSZ,X,X,X,X,O,O,X,X,X
JIOTLZS,X,X,X,O,O,X,X,X,X
JIOTSLZ,X,X,O,X,O,O,X,X,O
JIOTSZL,X,X,O,O,O,O,X,X,O
JIOTZLS,X,X,X,O,O,X,X,X,X
JIOTZSL,X,X,O,O,O,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,X,X
JIOLTZS,X,X,X,O,O,X,X,X,X
JIOLSTZ,X,X,X,X,O,O,O,X,X
JIOLSZT,X,X,X,X,O,O,O,X,X
JIOLZTS,X,O,X,X,O,X,X,X,X
JIOLZST,X,O,X,X,O,O,X,X,X
JIOSTLZ,X,X,O,X,O,O,X,X,O
JIOSTZL,X,X,O,O,O,O,X,X,O
JIOSLTZ,X,X,O,X,O,O,O,X,X
JIOSLZT,X,X,O,X,O,O,O,X,X
JIOSZTL,X,X,O,O,O,O,X,X,X
JIOSZLT,X,X,O,X,O,O,X,X,X
JIOZTLS,X,O,X,O,O,X,X,X,X
JIOZTSL,X,X,O,O,O,X,X,X,X
JIOZLTS,X,O,X,X,O,X,X,X,X
JIOZLST,X,O,X,X,O,O,X,X,X
JIOZSTL,X,X,O,O,O,O,X,X,X
JIOZSLT,X,O,O,X,O,O,X,X,X
JLTISZO,X,X,X,X,X,X,O,X,X
JLTISOZ,X,X,X,X,X,O,O,O,X
JLTIZSO,X,X,X,O,X,X,X,X,X
JLTIZOS,X,X,X,O,X,X,X,X,X
JLTIOSZ,X,X,X,X,O,O,X,X,X
JLTIOZS,X,X,X,O,O,X,X,X,X
JLTSIZO,X,X,X,X,X,X,O,X,X
JLTSIOZ,X,X,X,X,X,O,O,O,X
JLTSZIO,O,X,X,X,X,X,X,X,X
JLTSZOI,X,X,X,X,X,X,X,O,X
JLTSOIZ,X,X,X,X,X,O,X,O,X
JLTSOZI,X,X,X,X,X,X,X,O,X
JLTZISO,O,X,X,O,X,X,X,X,X
JLTZIOS,O,X,X,O,X,X,X,X,X
JLTZSIO,O,X,X,O,X,X,X,X,X
JLTZSOI,X,X,X,O,X,X,X,O,X
JLTZOIS,X,X,X,O,X,X,X,X,X
JLTZOSI,X,X,X,O,X,X,X,X,X
JLTOISZ,X,X,X,X,O,O,X,X,X
JLTOIZS,X,X,X,O,O,X,X,X,X
JLTOSIZ,X,X,X,X,O,O,X,O,X
JLTOSZI,X,X,X,X,X,X,X,O,X
JLTOZIS,X,X,X,O,O,X,X,X,X
JLTOZSI,X,X,X,O,X,X,X,X,X
JLITSZO,X,X,X,X,X,X,O,X,X
JLITSOZ,X,X,X,X,X,O,O,O,X
JLITZSO,X,X,X,O,X,X,X,X,X
JLITZOS,X,X,X,O,X,X,X,X,X
JLITOSZ,X,X,X,X,O,O,X,X,X
JLITOZS,X,X,X,O,O,X,X,X,X
JLISTZO,X,X,X,X,X,X,O,X,X
JLISTOZ,X,X,X,X,X,O,O,O,X
JLISZTO,X,X,X,X,X,X,O,X,X
JLISZOT,X,X,X,X,X,O,O,X,X
JLISOTZ,X,X,X,X,X,O,O,O,X
JLISOZT,X,X,X,X,X,O,O,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X
JLIZTOS,X,O,X,X,X,X,X,X,X
JLIZSTO,X,O,X,X,X,X,O,X,X
JLIZSOT,X,O,X,X,X,O,O,X,X
JLIZOTS,X,O,X,X,X,X,X,X,X
JLIZOST,X,O,X,X,X,O,X,X,X
JLIOTSZ,X,X,X,X,O,O,X,X,X
JLIOTZS,X,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,X,O,O,O,X,X
JLIOSZT,X,X,X,X,O,O,O,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X
JLIOZST,X,X,X,X,O,O,X,X,X
JLSTIZO,X,X,X,X,X,X,O,X,X
JLSTIOZ,X,X,X,X,X,O,O,O,X
JLSTZIO,O,X,X,X,X,X,X,X,X
JLSTZOI,X,X,X,X,X,X,X,O,X
JLSTOIZ,X,X,X,X,X,O,X,O,X
JLSTOZI,X,X,X,X,X,X,X,O,X
JLSITZO,X,X,X,X,X,X,O,X,X
JLSITOZ,X,X,X,X,X,O,O,O,X
JLSIZTO,X,O,X,X,X,X,O,X,X
JLSIZOT,X,O,X,X,X,O,O,X,X
JLSIOTZ,X,X,X,X,X,O,O,O,X
JLSIOZT,X,X,X,X,X,O,O,X,X
JLSZTIO,O,O,X,O,X,X,X,X,X
JLSZTOI,X,X,X,O,X,X,X,O,X
JLSZITO,O,O,X,X,X,X,O,X,X
JLSZIOT,X,O,X,X,X,O,O,X,X
JLSZOTI,X,X,X,O,X,X,X,O,X
JLSZOIT,X,O,X,X,X,O,X,X,X
JLSOTIZ,X,X,X,X,X,O,X,O,X
JLSOTZI,X,X,X,X,X,X,X,O,X
JLSOITZ,X,X,X,X,X,O,O,O,X
JLSOIZT,X,X,X,X,X,O,O,X,X
JLSOZTI,X,X,X,O,X,X,X,O,X
JLSOZIT,X,X,X,X,X,O,X,X,X
JLZTISO,O,O,X,O,X,X,X,X,X
JLZTIOS,O,O,X,O,X,X,X,X,X
JLZTSIO,O,O,X,O,X,X,X,X,X
JLZTSOI,X,X,X,O,X,X,X,O,X
JLZTOIS,X,O,X,O,X,X,X,X,X
JLZTOSI,X,O,X,O,X,X,X,X,X
JLZITSO,O,O,X,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,X,X
JLZISTO,O,O,X,X,X,X,O,X,X
JLZISOT,X,O,X,X,X,O,O,X,X
JLZIOTS,X,O,X,X,X,X,X,X,X
JLZIOST,X,O,X,X,X,O,X,X,X
JLZSTIO,O,O,X,O,X,X,X,X,X
JLZSTOI,X,X,X,O,X,X,X,O,X
JLZSITO,O,O,X,X,X,X,O,X,X
JLZSIOT,X,O,X,X,X,O,O,X,X
JLZSOTI,X,O,X,O,X,X,X,O,X
JLZSOIT,X,O,X,X,X,O,X,X,X
JLZOTIS,X,O,X,O,X,X,X,X,X
JLZOTSI,X,O,X,O,X,X,X,X,X
JLZOITS,X,O,X,X,X,X,X,X,X
JLZOIST,X,O,X,X,X,O,X,X,X
JLZOSTI,X,O,X,O,X,X,X,X,X
JLZOSIT,X,O,X,X,X,O,X,X,X
JLOTISZ,X,X,X,X,O,O,X,X,X
JLOTIZS,X,X,X,O,O,X,X,X,X
JLOTSIZ,X,X,X,X,O,O,X,O,X
JLOTSZI,X,X,X,X,X,X,X,O,X
JLOTZIS,X,X,X,O,O,X,X,X,X
JLOTZSI,X,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,X,O,O,X,X,X
JLOITZS,X,X,X,O,O,X,X,X,X
JLOISTZ,X,X,X,X,O,O,O,X,X
JLOISZT,X,X,X,X,O,O,O,X,X
JLOIZTS,X,O,X,X,O,X,X,X,X
JLOIZST,X,O,X,X,O,O,X,X,X
JLOSTIZ,X,X,X,X,O,O,X,O,X
JLOSTZI,X,X,X,X,X,X,X,O,X
JLOSITZ,X,X,X,X,O,O,O,O,X
JLOSIZT,X,O,X,X,O,O,O,X,X
JLOSZTI,X,O,X,O,X,X,X,O,X
JLOSZIT,X,O,X,X,X,O,X,X,X
JLOZTIS,X,O,X,O,O,X,X,X,X
JLOZTSI,X,O,X,O,X,X,X,X,X
JLOZITS,X,O,X,X,O,X,X,X,X
JLOZIST,X,O,X,X,O,O,X,X,X
JLOZSTI,X,O,X,O,X,X,X,X,X
JLOZSIT,X,O,X,X,X,O,X,X,X
JSTILZO,X,X,O,X,X,X,O,X,X
JSTILOZ,X,X,O,X,X,X,O,O,X
JSTIZLO,X,X,O,O,X,X,X,X,X
JSTIZOL,X,X,O,O,X,X,X,X,X
JSTIOLZ,X,X,O,X,O,O,X,O,X
JSTIOZL,X,X,O,O,O,O,X,X,X
JSTLIZO,X,X,O,X,X,X,O,X,X
JSTLIOZ,X,X,O,X,X,O,O,O,X
JSTLZIO,O,X,X,X,X,X,X,X,X
JSTLZOI,X,X,X,X,X,X,X,O,X
JSTLOIZ,X,X,O,X,X,O,X,O,X
JSTLOZI,X,X,X,X,X,X,X,O,X
JSTZILO,O,X,X,O,X,X,X,X,X
JSTZIOL,O,X,X,O,X,X,X,X,X
JSTZLIO,O,X,X,O,X,X,X,X,X
JSTZLOI,X,X,X,O,X,X,X,O,X
JSTZOIL,O,X,X,O,X,X,X,X,X
JSTZOLI,O,X,X,O,X,X,X,O,X
JSTOILZ,X,X,O,X,O,O,X,O,X
JSTOIZL,X,X,O,O,O,O,X,X,X
JSTOLIZ,X,X,O,X,O,O,X,O,X
JSTOLZI,O,X,X,X,X,X,X,O,X
JSTOZIL,O,X,X,O,X,X,X,X,X
JSTOZLI,O,X,X,O,X,X,X,O,X
JSITLZO,X,X,O,X,X,X,O,X,X
JSITLOZ,X,X,O,X,X,X,O,O,X
JSITZLO,X,X,O,O,X,X,X,X,X
JSITZOL,X,X,O,O,X,X,X,X,X
JSITOLZ,X,X,O,X,O,O,X,O,X
JSITOZL,X,X,O,O,O,O,X,X,X
JSILTZO,X,X,O,X,X,X,O,X,X
JSILTOZ,X,X,O,X,X,O,O,O,X
JSILZTO,X,O,O,X,X,X,O,X,X
JSILZOT,X,O,O,X,X,O,O,X,X
JSILOTZ,X,X,O,X,X,O,O,O,X
JSILOZT,X,X,O,X,X,O,O,X,X
JSIZTLO,X,O,O,O,X,X,X,X,X
JSIZTOL,X,O,O,O,X,X,X,X,X
JSIZLTO,X,O,O,X,X,X,O,X,X
JSIZLOT,X,O,O,X,X,X,O,X,X
JSIZOTL,X,O,O,O,X,O,X,X,X
JSIZOLT,X,O,O,X,X,O,X,X,X
JSIOTLZ,X,X,O,X,O,O,X,O,X
JSIOTZL,X,X,O,O,O,O,X,X,X
JSIOLTZ,X,X,O,X,O,O,O,O,X
JSIOLZT,X,O,O,X,O,O,O,X,X
JSIOZTL,X,O,O,O,O,O,X,X,X
JSIOZLT,X,O,O,X,O,O,X,X,X
JSLTIZO,X,X,O,X,X,X,O,X,X
JSLTIOZ,X,X,O,X,X,O,O,O,X
JSLTZIO,O,X,X,X,X,X,X,X,X
JSLTZOI,X,X,X,X,X,X,X,O,X
JSLTOIZ,X,X,O,X,X,O,X,O,X
JSLTOZI,X,X,X,X,X,X,X,O,X
JSLITZO,X,X,O,X,X,X,O,X,X
JSLITOZ,X,X,O,X,X,O,O,O,X
JSLIZTO,X,O,O,X,X,X,O,X,X
JSLIZOT,X,O,O,X,X,O,O,X,X
JSLIOTZ,X,X,O,X,X,O,O,O,X
JSLIOZT,X,X,O,X,X,O,O,X,X
JSLZTIO,O,O,X,O,X,X,X,X,X
JSLZTOI,X,X,X,O,X,X,X,O,X
JSLZITO,O,O,X,X,X,X,O,X,X
JSLZIOT,X,O,X,X,X,O,O,X,X
JSLZOTI,X,X,X,O,X,X,X,O,X
JSLZOIT,X,O,X,X,X,O,X,X,X
JSLOTIZ,X,X,O,X,X,O,X,O,X
