sequence,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBfmB0hBSoBmnBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFzfBWmB3iBcoBimBFqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFqkBlhB3iBcoBzlBOqB,v115@WhC8AeA8AeA8AeG8JeZEJvhFFgB0hBSoBfqBzqBmsB,v115@WhC8AeA8AeA8AeG8Jex/IvhFlhB3iBcoBzlBmpBipB,v115@WhC8AeA8AeA8AeG8Jei/IvhF3hBcpBOqBxsBzqBFtB
OJSITLZ,X,X,X,O,X,X
OJSITZL,X,X,X,O,O,X
OJSILTZ,X,X,X,O,X,X
OJSILZT,X,X,X,O,X,X
OJSIZTL,X,X,X,O,O,X
OJSIZLT,X,X,X,O,O,O
OJSLTIZ,X,X,X,O,X,X
OJSLTZI,X,X,X,O,X,X
OJSLITZ,X,X,X,O,X,X
OJSLIZT,X,X,X,O,X,X
OJSLZTI,X,X,X,O,X,X
OJSLZIT,X,X,X,O,X,X
OJSZTIL,X,X,X,O,O,X
OJSZTLI,X,X,X,O,O,X
OJSZITL,X,X,X,O,O,X
OJSZILT,X,X,X,O,O,O
OJSZLTI,X,X,X,O,O,X
OJSZLIT,X,X,X,O,O,O
OJZTILS,X,O,O,X,O,X
OJZTISL,X,O,O,X,O,X
OJZTLIS,X,O,O,X,O,X
OJZTLSI,X,O,O,X,O,X
OJZTSIL,X,O,O,X,O,X
OJZTSLI,X,O,O,X,O,X
OJZITLS,X,O,O,X,O,X
OJZITSL,X,O,O,X,O,X
OJZILTS,X,X,O,X,O,X
OJZILST,X,X,O,O,O,O
OJZISTL,X,O,O,O,O,X
OJZISLT,X,X,O,O,O,O
OJZLTIS,X,X,O,X,O,X
OJZLTSI,X,X,O,X,O,X
OJZLITS,X,X,O,X,O,X
OJZLIST,X,X,O,O,O,O
OJZLSTI,X,X,O,O,O,X
OJZLSIT,X,X,O,O,O,O
OJZSTIL,X,O,O,O,O,X
OJZSTLI,X,O,O,O,O,X
OJZSITL,X,O,O,O,O,X
OJZSILT,X,X,O,O,O,O
OJZSLTI,X,X,O,O,O,X
OJZSLIT,X,X,O,O,O,O
OSTILJZ,O,X,X,O,X,X
OSTILZJ,O,X,O,O,X,X
OSTIJLZ,O,X,X,O,X,X
OSTIJZL,O,X,X,O,X,X
OSTIZLJ,O,X,O,O,O,X
OSTIZJL,O,X,O,O,O,X
OSTLIJZ,O,X,X,O,X,X
OSTLIZJ,O,X,O,O,X,X
OSTLJIZ,O,X,X,O,X,X
OSTLJZI,O,X,X,O,X,X
OSTLZIJ,O,X,O,O,X,X
OSTLZJI,O,X,O,O,X,X
OSTJILZ,O,X,X,O,X,X
OSTJIZL,O,X,X,O,O,X
OSTJLIZ,O,X,X,O,X,X
OSTJLZI,O,X,X,O,X,X
OSTJZIL,O,X,X,O,O,X
OSTJZLI,O,X,X,O,O,X
OSTZILJ,O,X,O,O,O,X
OSTZIJL,O,X,O,O,O,X
OSTZLIJ,O,X,O,O,O,X
OSTZLJI,O,X,O,O,O,X
OSTZJIL,O,X,O,O,O,X
OSTZJLI,O,X,O,O,O,X
OSITLJZ,O,X,X,O,X,X
OSITLZJ,O,X,O,O,X,X
OSITJLZ,O,X,X,O,X,X
OSITJZL,O,X,X,O,X,X
OSITZLJ,O,X,O,O,O,X
OSITZJL,O,X,O,O,O,X
OSILTJZ,O,X,X,O,X,X
OSILTZJ,O,X,O,O,X,X
OSILJTZ,X,X,X,O,X,X
OSILJZT,X,X,X,O,X,X
OSILZTJ,O,X,O,O,X,X
OSILZJT,X,X,O,O,X,X
OSIJTLZ,X,X,X,O,X,X
OSIJTZL,X,X,X,O,X,X
OSIJLTZ,X,X,X,O,X,X
OSIJLZT,X,X,X,O,X,X
OSIJZTL,X,X,X,O,X,X
OSIJZLT,X,X,X,O,X,O
OSIZTLJ,O,X,O,O,O,X
OSIZTJL,O,X,O,O,O,X
OSIZLTJ,O,X,O,O,O,X
OSIZLJT,X,X,O,O,X,X
OSIZJTL,X,X,O,O,O,X
OSIZJLT,X,X,O,O,X,O
OSLTIJZ,O,X,X,O,X,X
OSLTIZJ,O,X,O,O,X,X
OSLTJIZ,O,X,X,O,X,X
OSLTJZI,O,X,X,O,X,X
OSLTZIJ,O,X,O,O,X,X
OSLTZJI,O,X,O,O,X,X
OSLITJZ,O,X,X,O,X,X
OSLITZJ,O,X,O,O,X,X
OSLIJTZ,X,X,X,O,X,X
OSLIJZT,X,X,X,O,X,X
OSLIZTJ,O,X,O,O,X,X
OSLIZJT,X,X,O,O,X,X
OSLJTIZ,X,X,X,O,X,X
OSLJTZI,X,X,X,O,X,X
OSLJITZ,X,X,X,O,X,X
OSLJIZT,X,X,X,O,X,X
OSLJZTI,X,X,X,O,X,X
OSLJZIT,X,X,X,O,X,X
OSLZTIJ,O,X,O,O,X,X
OSLZTJI,O,X,O,O,X,X
OSLZITJ,O,X,O,O,X,X
OSLZIJT,X,X,O,O,X,X
OSLZJTI,X,X,O,O,X,X
OSLZJIT,X,X,O,O,X,X
OSJTILZ,X,X,X,O,X,X
OSJTIZL,X,X,X,O,O,X
OSJTLIZ,X,X,X,O,X,X
OSJTLZI,X,X,X,O,X,X
OSJTZIL,X,X,X,O,O,X
OSJTZLI,X,X,X,O,O,X
OSJITLZ,X,X,X,O,X,X
OSJITZL,X,X,X,O,O,X
OSJILTZ,X,X,X,O,X,X
OSJILZT,X,X,X,O,X,X
OSJIZTL,X,X,X,O,O,X
OSJIZLT,X,X,X,O,O,O
OSJLTIZ,X,X,X,O,X,X
OSJLTZI,X,X,X,O,X,X
OSJLITZ,X,X,X,O,X,X
OSJLIZT,X,X,X,O,X,X
OSJLZTI,X,X,X,O,X,X
OSJLZIT,X,X,X,O,X,X
OSJZTIL,X,X,X,O,O,X
OSJZTLI,X,X,X,O,O,X
OSJZITL,X,X,X,O,O,X
OSJZILT,X,X,X,O,O,O
OSJZLTI,X,X,X,O,O,X
OSJZLIT,X,X,X,O,O,O
OSZTILJ,O,X,O,O,O,X
OSZTIJL,O,X,O,O,O,X
OSZTLIJ,O,X,O,O,O,X
OSZTLJI,O,X,O,O,O,X
OSZTJIL,O,X,O,O,O,X
OSZTJLI,O,X,O,O,O,X
OSZITLJ,O,X,O,O,O,X
OSZITJL,O,X,O,O,O,X
OSZILTJ,O,X,O,O,O,X
OSZILJT,X,X,O,O,X,X
OSZIJTL,X,X,O,O,O,X
OSZIJLT,X,X,O,O,O,O
OSZLTIJ,O,X,O,O,O,X
OSZLTJI,O,X,O,O,O,X
OSZLITJ,O,X,O,O,O,X
OSZLIJT,X,X,O,O,X,X
OSZLJTI,X,X,O,O,O,X
OSZLJIT,X,X,O,O,O,X
OSZJTIL,X,X,O,O,O,X
OSZJTLI,X,X,O,O,O,X
OSZJITL,X,X,O,O,O,X
OSZJILT,X,X,O,O,O,O
OSZJLTI,X,X,O,O,O,X
OSZJLIT,X,X,O,O,O,O
OZTILJS,X,O,O,X,X,X
OZTILSJ,X,O,O,O,O,X
OZTIJLS,X,O,O,X,O,X
OZTIJSL,X,O,O,X,O,X
OZTISLJ,X,O,O,O,O,X
OZTISJL,X,O,O,O,O,X
OZTLIJS,X,O,O,X,X,X
OZTLISJ,X,O,O,O,O,X
OZTLJIS,X,O,O,X,O,X
OZTLJSI,X,O,O,X,O,X
OZTLSIJ,X,O,O,O,O,X
OZTLSJI,X,O,O,O,O,X
OZTJILS,X,O,O,X,O,X
OZTJISL,X,O,O,X,O,X
OZTJLIS,X,O,O,X,O,X
OZTJLSI,X,O,O,X,O,X
OZTJSIL,X,O,O,X,O,X
OZTJSLI,X,O,O,X,O,X
OZTSILJ,X,O,O,O,O,X
OZTSIJL,X,O,O,O,O,X
OZTSLIJ,X,O,O,O,O,X
OZTSLJI,X,O,O,O,O,X
OZTSJIL,X,O,O,O,O,X
OZTSJLI,X,O,O,O,O,X
OZITLJS,X,O,O,X,X,X
OZITLSJ,X,O,O,O,O,X
OZITJLS,X,O,O,X,O,X
OZITJSL,X,O,O,X,O,X
OZITSLJ,X,O,O,O,O,X
OZITSJL,X,O,O,O,O,X
OZILTJS,X,X,O,X,X,X
OZILTSJ,X,X,O,O,O,X
OZILJTS,X,X,O,X,X,X
OZILJST,X,X,O,O,X,O
OZILSTJ,O,X,O,O,O,X
OZILSJT,X,X,O,O,X,X
OZIJTLS,X,O,O,X,O,X
OZIJTSL,X,O,O,X,O,X
OZIJLTS,X,X,O,X,O,X
OZIJLST,X,X,O,O,O,O
OZIJSTL,X,O,O,O,O,X
OZIJSLT,X,X,O,O,O,O
OZISTLJ,O,O,O,O,O,X
OZISTJL,O,O,O,O,O,X
OZISLTJ,O,X,O,O,O,X
OZISLJT,X,X,O,O,X,X
OZISJTL,X,O,O,O,O,X
OZISJLT,X,X,O,O,O,O
OZLTIJS,X,X,O,X,X,X
OZLTISJ,X,X,O,O,O,X
OZLTJIS,X,X,O,X,O,X
OZLTJSI,X,X,O,X,O,X
OZLTSIJ,X,X,O,O,O,X
OZLTSJI,X,X,O,O,O,X
OZLITJS,X,X,O,X,X,X
OZLITSJ,X,X,O,O,O,X
OZLIJTS,X,X,O,X,X,X
OZLIJST,X,X,O,O,X,O
OZLISTJ,O,X,O,O,O,X
OZLISJT,X,X,O,O,X,X
OZLJTIS,X,X,O,X,O,X
OZLJTSI,X,X,O,X,O,X
OZLJITS,X,X,O,X,O,X
OZLJIST,X,X,O,O,O,O
OZLJSTI,X,X,O,O,O,X
OZLJSIT,X,X,O,O,O,O
OZLSTIJ,O,X,O,O,O,X
OZLSTJI,O,X,O,O,O,X
OZLSITJ,O,X,O,O,O,X
OZLSIJT,X,X,O,O,X,X
OZLSJTI,X,X,O,O,O,X
OZLSJIT,X,X,O,O,O,X
OZJTILS,X,O,O,X,O,X
OZJTISL,X,O,O,X,O,X
OZJTLIS,X,O,O,X,O,X
OZJTLSI,X,O,O,X,O,X
OZJTSIL,X,O,O,X,O,X
OZJTSLI,X,O,O,X,O,X
OZJITLS,X,O,O,X,O,X
OZJITSL,X,O,O,X,O,X
OZJILTS,X,X,O,X,O,X
OZJILST,X,X,O,O,O,O
OZJISTL,X,O,O,O,O,X
OZJISLT,X,X,O,O,O,O
OZJLTIS,X,X,O,X,O,X
OZJLTSI,X,X,O,X,O,X
OZJLITS,X,X,O,X,O,X
OZJLIST,X,X,O,O,O,O
OZJLSTI,X,X,O,O,O,X
OZJLSIT,X,X,O,O,O,O
OZJSTIL,X,O,O,O,O,X
OZJSTLI,X,O,O,O,O,X
OZJSITL,X,O,O,O,O,X
OZJSILT,X,X,O,O,O,O
OZJSLTI,X,X,O,O,O,X
OZJSLIT,X,X,O,O,O,O
OZSTILJ,O,O,O,O,O,X
OZSTIJL,O,O,O,O,O,X
OZSTLIJ,O,O,O,O,O,X
OZSTLJI,O,O,O,O,O,X
OZSTJIL,O,O,O,O,O,X
OZSTJLI,O,O,O,O,O,X
OZSITLJ,O,O,O,O,O,X
OZSITJL,O,O,O,O,O,X
OZSILTJ,O,X,O,O,O,X
OZSILJT,X,X,O,O,X,X
OZSIJTL,X,O,O,O,O,X
OZSIJLT,X,X,O,O,O,O
OZSLTIJ,O,X,O,O,O,X
OZSLTJI,O,X,O,O,O,X
OZSLITJ,O,X,O,O,O,X
OZSLIJT,X,X,O,O,X,X
OZSLJTI,X,X,O,O,O,X
OZSLJIT,X,X,O,O,O,X
OZSJTIL,X,O,O,O,O,X
OZSJTLI,X,O,O,O,O,X
OZSJITL,X,O,O,O,O,X
OZSJILT,X,X,O,O,O,O
OZSJLTI,X,X,O,O,O,X
OZSJLIT,X,X,O,O,O,O
