sequence,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeT/IvhFOlBxiBFnB6?tB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgB5oBFnB8?sBzpBisB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFxiBTkBFnB6?tB3sB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOEJvhFXgBliB5oBa?sB8sBzpB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFmkBFnBXoB6?tB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnB0?kBXqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeeIJvhF5oBikBFnBX?lB0pBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeOFJvhFVnB5oBTkBy?sB0pB3sB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Ke0/IvhFVnBaoB5oB/?pBOqBTsB,v115@BhB8GeB8HeC8DeA8BeC8BeA8KeXAJvhFVnBaoB5oB2?pBTsB0pB,v115@BhB8GeB8HeC8DeA8BeC8BeA8Kex/IvhFXiBUoBmpBT?sB6tBlpB
IZOJLST,O,O,X,O,X,X,X,X,X,X,X
IZOJSTL,O,O,X,O,X,X,X,X,X,O,X
IZOJSLT,O,O,X,O,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,O,X,X,X,X,O,O,X
IZOSTJL,O,O,X,O,X,X,X,X,O,O,X
IZOSLTJ,O,O,X,O,X,X,X,X,O,X,X
IZOSLJT,O,O,X,O,X,X,X,X,X,X,X
IZOSJTL,O,O,X,O,X,X,X,X,O,O,X
IZOSJLT,O,O,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,X,O,O,X,X,X,O,O,O,X
IOTLJZS,X,X,X,O,X,X,X,O,X,O,X
IOTLSJZ,X,X,X,O,X,X,X,O,O,O,X
IOTLSZJ,X,X,X,O,X,X,X,X,O,O,X
IOTLZJS,X,X,X,O,X,X,X,O,X,O,X
IOTLZSJ,X,X,X,O,X,X,X,X,O,O,X
IOTJLSZ,X,X,O,O,X,X,X,O,O,O,X
IOTJLZS,X,X,X,O,X,X,X,O,X,O,X
IOTJSLZ,X,X,X,O,X,X,X,O,O,O,X
IOTJSZL,X,O,X,O,X,X,X,X,O,O,X
IOTJZLS,X,O,X,O,X,X,X,O,X,O,X
IOTJZSL,X,O,X,O,X,X,X,X,X,O,X
IOTSLJZ,X,X,X,O,X,X,X,O,O,O,X
IOTSLZJ,X,X,X,O,X,X,X,X,O,O,X
IOTSJLZ,X,X,X,O,X,X,X,O,O,O,X
IOTSJZL,X,O,X,O,X,X,X,X,O,O,X
IOTSZLJ,X,O,X,O,X,X,X,X,O,O,X
IOTSZJL,X,O,X,O,X,X,X,X,O,O,X
IOTZLJS,X,O,X,O,X,X,X,O,X,O,X
IOTZLSJ,X,O,X,O,X,X,X,X,O,O,X
IOTZJLS,X,O,X,O,X,X,X,O,X,O,X
IOTZJSL,X,O,X,O,X,X,X,X,X,O,X
IOTZSLJ,X,O,X,O,X,X,X,X,O,O,X
IOTZSJL,X,O,X,O,X,X,X,X,O,O,X
IOLTJSZ,X,X,O,O,X,X,X,O,O,O,X
IOLTJZS,X,X,X,O,X,X,X,O,X,O,X
IOLTSJZ,X,X,X,O,X,X,X,O,O,O,X
IOLTSZJ,X,X,X,O,X,X,X,X,O,O,X
IOLTZJS,X,X,X,O,X,X,X,O,X,O,X
IOLTZSJ,X,X,X,O,X,X,X,X,O,O,X
IOLJTSZ,X,X,O,O,X,X,O,O,X,O,X
IOLJTZS,X,X,X,O,X,O,X,O,X,O,X
IOLJSTZ,X,X,O,O,X,X,X,O,X,O,X
IOLJSZT,X,O,X,O,X,X,X,X,X,X,X
IOLJZTS,X,O,X,O,X,X,X,O,X,X,X
IOLJZST,X,O,X,O,X,X,X,X,X,X,X
IOLSTJZ,X,X,O,O,X,X,X,X,O,O,X
IOLSTZJ,X,X,O,O,X,X,X,X,O,O,X
IOLSJTZ,X,X,O,O,X,X,X,O,X,O,X
IOLSJZT,X,O,X,O,X,X,X,X,X,X,X
IOLSZTJ,X,O,X,O,X,X,X,X,O,X,X
IOLSZJT,X,O,X,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,O,X,O,X,X,X,X,X,X,X
IOLZJTS,X,O,X,O,X,X,X,O,X,X,X
IOLZJST,X,O,X,O,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,O,X,X,X,X,X,X,X
IOLZSJT,X,O,X,O,X,X,X,X,X,X,X
IOJTLSZ,X,X,O,O,X,X,O,O,O,O,X
IOJTLZS,X,X,X,O,X,O,X,O,X,O,X
IOJTSLZ,X,X,X,O,X,X,X,O,O,O,X
IOJTSZL,X,O,X,O,X,X,X,X,O,O,O
IOJTZLS,X,O,X,O,X,X,X,O,X,O,O
IOJTZSL,X,O,X,O,X,X,X,X,X,O,O
IOJLTSZ,X,X,O,O,X,X,O,O,X,O,X
IOJLTZS,X,X,X,O,X,O,X,O,X,O,X
IOJLSTZ,X,X,O,O,X,X,X,O,X,O,X
IOJLSZT,X,O,X,O,X,X,X,X,X,X,O
IOJLZTS,X,O,X,O,X,X,X,O,X,X,O
IOJLZST,X,O,X,O,X,X,X,X,X,X,O
IOJSTLZ,X,X,O,O,X,X,X,O,O,O,X
IOJSTZL,X,O,X,O,X,X,X,X,O,O,O
IOJSLTZ,X,X,O,O,X,X,X,O,X,O,X
IOJSLZT,X,O,X,O,X,X,X,X,X,X,O
IOJSZTL,X,O,X,O,X,X,X,X,O,O,O
IOJSZLT,X,O,X,O,X,X,X,X,X,X,O
IOJZTLS,X,O,X,O,X,X,X,O,X,O,O
IOJZTSL,X,O,X,O,X,X,X,X,X,O,O
IOJZLTS,X,O,X,O,X,X,X,O,X,X,O
IOJZLST,X,O,X,O,X,X,X,X,X,X,O
IOJZSTL,X,O,X,O,X,X,X,X,X,O,O
IOJZSLT,X,O,X,O,X,X,X,X,X,X,O
IOSTLJZ,X,X,O,O,X,X,X,O,O,O,X
IOSTLZJ,X,X,O,O,X,X,X,X,O,O,X
IOSTJLZ,X,X,O,O,X,X,X,O,O,O,X
IOSTJZL,X,O,X,O,X,X,X,X,O,O,X
IOSTZLJ,X,O,X,O,X,X,X,X,O,O,X
IOSTZJL,X,O,X,O,X,X,X,X,O,O,X
IOSLTJZ,X,X,O,O,X,X,X,X,O,O,X
IOSLTZJ,X,X,O,O,X,X,X,X,O,O,X
IOSLJTZ,X,X,O,O,X,X,X,O,X,O,X
IOSLJZT,X,O,X,O,X,X,X,X,X,X,X
IOSLZTJ,X,O,X,O,X,X,X,X,O,X,X
IOSLZJT,X,O,X,O,X,X,X,X,X,X,X
IOSJTLZ,X,X,O,O,X,X,X,O,O,O,X
IOSJTZL,X,O,X,O,X,X,X,X,O,O,O
IOSJLTZ,X,X,O,O,X,X,X,O,X,O,X
IOSJLZT,X,O,X,O,X,X,X,X,X,X,O
IOSJZTL,X,O,X,O,X,X,X,X,O,O,O
IOSJZLT,X,O,X,O,X,X,X,X,X,X,O
IOSZTLJ,X,O,X,O,X,X,X,X,O,O,X
IOSZTJL,X,O,X,O,X,X,X,X,O,O,X
IOSZLTJ,X,O,X,O,X,X,X,X,O,X,X
IOSZLJT,X,O,X,O,X,X,X,X,X,X,X
IOSZJTL,X,O,X,O,X,X,X,X,O,O,O
IOSZJLT,X,O,X,O,X,X,X,X,X,X,O
IOZTLJS,X,O,X,O,X,X,X,O,X,O,X
IOZTLSJ,X,O,X,O,X,X,X,X,O,O,X
IOZTJLS,X,O,X,O,X,X,X,O,X,O,X
IOZTJSL,X,O,X,O,X,X,X,X,X,O,X
IOZTSLJ,X,O,X,O,X,X,X,X,O,O,X
IOZTSJL,X,O,X,O,X,X,X,X,O,O,X
IOZLTJS,X,O,X,O,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,O,X,X,X,X,X,X,X
IOZLJTS,X,O,X,O,X,X,X,O,X,X,X
IOZLJST,X,O,X,O,X,X,X,X,X,X,X
IOZLSTJ,X,O,X,O,X,X,X,X,X,X,X
IOZLSJT,X,O,X,O,X,X,X,X,X,X,X
IOZJTLS,X,O,X,O,X,X,X,O,X,O,O
IOZJTSL,X,O,X,O,X,X,X,X,X,O,O
IOZJLTS,X,O,X,O,X,X,X,O,X,X,O
IOZJLST,X,O,X,O,X,X,X,X,X,X,O
IOZJSTL,X,O,X,O,X,X,X,X,X,O,O
IOZJSLT,X,O,X,O,X,X,X,X,X,X,O
IOZSTLJ,X,O,X,O,X,X,X,X,O,O,X
IOZSTJL,X,O,X,O,X,X,X,X,O,O,X
IOZSLTJ,X,O,X,O,X,X,X,X,O,X,X
IOZSLJT,X,O,X,O,X,X,X,X,X,X,X
IOZSJTL,X,O,X,O,X,X,X,X,O,O,O
IOZSJLT,X,O,X,O,X,X,X,X,X,X,O
LTIJSZO,O,X,X,O,X,O,O,X,O,X,X
LTIJSOZ,X,X,X,X,X,X,O,O,X,X,X
LTIJZSO,O,X,X,O,X,O,O,X,X,X,X
LTIJZOS,O,X,X,O,X,O,X,O,X,X,X
LTIJOSZ,X,X,O,X,X,X,O,O,X,X,X
LTIJOZS,O,X,X,X,X,O,X,O,X,X,X
LTISJZO,O,X,X,O,X,X,X,X,O,X,X
LTISJOZ,X,X,X,X,X,X,X,O,X,X,X
LTISZJO,O,X,X,O,X,X,X,X,O,X,X
LTISZOJ,O,X,X,O,X,X,X,X,O,X,X
LTISOJZ,X,X,X,X,X,X,X,O,X,X,X
LTISOZJ,X,X,X,X,X,X,X,X,O,X,X
LTIZJSO,O,X,X,O,X,X,X,X,X,X,X
LTIZJOS,O,X,X,O,X,X,X,O,X,X,X
LTIZSJO,O,X,X,O,X,X,X,X,O,X,X
LTIZSOJ,O,X,X,O,X,X,X,X,O,X,X
LTIZOJS,O,X,X,O,X,X,X,O,X,X,X
LTIZOSJ,O,X,X,O,X,X,X,X,X,X,X
LTIOJSZ,X,X,O,O,X,X,X,O,X,X,X
LTIOJZS,O,X,X,O,X,X,X,O,X,X,X
LTIOSJZ,X,X,X,O,X,X,X,O,X,X,X
LTIOSZJ,X,X,X,O,X,X,X,X,O,X,X
LTIOZJS,O,X,X,O,X,X,X,O,X,X,X
LTIOZSJ,O,X,X,O,X,X,X,X,X,X,X
LTJISZO,O,X,X,O,X,O,O,X,O,X,X
LTJISOZ,X,X,X,X,X,X,O,O,X,X,X
LTJIZSO,O,X,X,O,X,O,O,X,X,X,X
LTJIZOS,O,X,X,O,X,O,X,O,X,X,X
LTJIOSZ,X,X,O,X,X,X,O,O,X,X,X
LTJIOZS,O,X,X,X,X,O,X,O,X,X,X
LTJSIZO,O,X,O,O,X,O,O,X,O,X,X
LTJSIOZ,O,X,O,X,X,X,O,O,X,X,X
LTJSZIO,O,X,O,O,X,X,X,X,O,X,X
LTJSZOI,O,X,O,O,X,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,X,X,X,O,X,X,X
LTJSOZI,O,X,O,X,X,X,X,X,X,X,X
LTJZISO,O,X,X,O,X,O,O,X,X,X,X
LTJZIOS,O,X,X,O,X,O,X,O,X,X,X
LTJZSIO,O,X,X,O,X,X,X,X,X,X,X
LTJZSOI,O,X,X,O,X,X,X,X,X,X,X
LTJZOIS,O,X,X,O,X,X,X,O,X,X,X
LTJZOSI,O,X,O,O,X,X,X,X,X,X,X
LTJOISZ,X,X,O,X,X,X,O,O,X,X,X
LTJOIZS,O,X,X,X,X,O,X,O,X,X,X
LTJOSIZ,X,X,O,X,X,X,X,O,X,X,X
LTJOSZI,X,X,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,X,X,X,X,X,O,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,X,X
LTSIJZO,O,X,O,O,X,X,X,X,O,X,X
LTSIJOZ,O,X,O,X,X,X,X,O,X,X,X
LTSIZJO,O,X,O,O,X,X,X,X,O,X,X
LTSIZOJ,O,X,O,O,X,X,X,X,O,X,X
LTSIOJZ,O,X,O,X,X,X,X,O,X,X,X
LTSIOZJ,O,X,O,X,X,X,X,X,O,X,X
LTSJIZO,O,X,O,O,X,O,O,X,O,X,X
LTSJIOZ,O,X,O,X,X,X,O,O,X,X,X
LTSJZIO,O,X,O,O,X,X,X,X,O,X,X
LTSJZOI,O,X,O,O,X,X,X,X,X,X,X
LTSJOIZ,O,X,O,X,X,X,X,O,X,X,X
LTSJOZI,O,X,O,X,X,X,X,X,X,X,X
LTSZIJO,O,X,O,O,X,X,X,X,O,X,X
LTSZIOJ,O,X,O,O,X,X,X,X,O,X,X
LTSZJIO,O,X,O,O,O,X,X,X,O,X,X
LTSZJOI,O,X,O,O,O,X,X,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,X,X,O,X,X
LTSZOJI,O,X,O,O,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,X,X,X,X,O,X,X,X
LTSOIZJ,O,X,O,X,X,X,X,X,O,X,X
LTSOJIZ,O,X,O,X,X,X,X,O,X,X,X
LTSOJZI,O,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,X,X,X,X,X,O,X,X
LTSOZJI,O,X,O,X,X,X,X,X,X,X,X
LTZIJSO,O,X,X,O,X,X,X,X,X,X,X
LTZIJOS,O,X,X,O,X,X,X,O,X,X,X
LTZISJO,O,X,X,O,X,X,X,X,O,X,X
LTZISOJ,O,X,X,O,X,X,X,X,O,X,X
LTZIOJS,O,X,X,O,X,X,X,O,X,X,X
LTZIOSJ,O,X,X,O,X,X,X,X,X,X,X
LTZJISO,O,X,X,O,O,O,O,X,X,X,X
LTZJIOS,O,X,X,O,X,O,X,O,X,X,X
LTZJSIO,O,X,X,O,O,X,X,X,X,X,X
LTZJSOI,O,X,X,O,O,X,X,X,X,X,X
LTZJOIS,O,X,X,O,X,X,X,O,X,X,X
LTZJOSI,O,X,O,O,X,X,X,X,X,X,X
LTZSIJO,O,X,X,O,X,X,X,X,O,X,X
LTZSIOJ,O,X,X,O,X,X,X,X,O,X,X
LTZSJIO,O,X,X,O,O,X,X,X,O,X,X
LTZSJOI,O,X,X,O,O,X,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,X,O,X,X
LTZSOJI,O,X,X,O,X,X,X,X,X,X,X
LTZOIJS,O,X,X,O,X,X,X,O,X,X,X
LTZOISJ,O,X,X,O,X,X,X,X,X,X,X
LTZOJIS,O,X,X,O,X,X,X,O,X,X,X
LTZOJSI,O,X,O,O,X,X,X,X,X,X,X
LTZOSIJ,O,X,X,O,X,X,X,X,X,X,X
LTZOSJI,O,X,X,O,X,X,X,X,X,X,X
LTOIJSZ,X,X,O,O,X,X,X,O,X,X,X
LTOIJZS,O,X,X,O,X,X,X,O,X,X,X
LTOISJZ,X,X,X,O,X,X,X,O,X,X,X
LTOISZJ,X,X,X,O,X,X,X,X,O,X,X
LTOIZJS,O,X,X,O,X,X,X,O,X,X,X
LTOIZSJ,O,X,X,O,X,X,X,X,X,X,X
LTOJISZ,X,X,O,O,X,X,O,O,X,X,X
LTOJIZS,O,X,X,O,X,O,X,O,X,X,X
LTOJSIZ,X,X,O,O,X,X,X,O,X,X,X
LTOJSZI,X,X,O,O,X,X,X,X,X,X,X
LTOJZIS,O,X,X,O,X,X,X,O,X,X,X
LTOJZSI,O,X,O,O,X,X,X,X,X,X,X
LTOSIJZ,X,X,O,O,X,X,X,O,X,X,X
LTOSIZJ,X,X,O,O,X,X,X,X,O,X,X
LTOSJIZ,X,X,O,O,X,X,X,O,X,X,X
LTOSJZI,X,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,X,X,O,O,X,X,X,X,O,X,X
LTOSZJI,X,X,O,O,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,X,X,X,O,X,X,X
LTOZISJ,O,X,X,O,X,X,X,X,X,X,X
LTOZJIS,O,X,X,O,X,X,X,O,X,X,X
LTOZJSI,O,X,O,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,O,X,X,X,X,X,X,X
LTOZSJI,O,X,X,O,X,X,X,X,X,X,X
LITJSZO,O,X,X,O,X,O,O,X,O,X,X
LITJSOZ,X,X,X,X,X,X,O,O,X,X,X
LITJZSO,O,X,X,O,X,O,O,X,X,X,X
LITJZOS,O,X,X,O,X,O,X,O,X,X,X
LITJOSZ,X,X,O,X,X,X,O,O,X,X,X
LITJOZS,O,X,X,X,X,O,X,O,X,X,X
LITSJZO,O,X,X,O,X,X,X,X,O,X,X
LITSJOZ,X,X,X,X,X,X,X,O,X,X,X
LITSZJO,O,X,X,O,X,X,X,X,O,X,X
LITSZOJ,O,X,X,O,X,X,X,X,O,X,X
LITSOJZ,X,X,X,X,X,X,X,O,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,O,X,X
LITZJSO,O,X,X,O,X,X,X,X,X,X,X
LITZJOS,O,X,X,O,X,X,X,O,X,X,X
LITZSJO,O,X,X,O,X,X,X,X,O,X,X
LITZSOJ,O,X,X,O,X,X,X,X,O,X,X
LITZOJS,O,X,X,O,X,X,X,O,X,X,X
LITZOSJ,O,X,X,O,X,X,X,X,X,X,X
LITOJSZ,X,X,O,O,X,X,X,O,X,X,X
LITOJZS,O,X,X,O,X,X,X,O,X,X,X
LITOSJZ,X,X,X,O,X,X,X,O,X,X,X
LITOSZJ,X,X,X,O,X,X,X,X,O,X,X
LITOZJS,O,X,X,O,X,X,X,O,X,X,X
LITOZSJ,O,X,X,O,X,X,X,X,X,X,X
LIJTSZO,O,X,X,O,X,O,O,X,X,X,X
LIJTSOZ,X,X,X,X,X,X,O,O,X,X,X
LIJTZSO,O,X,X,O,X,O,O,X,X,X,X
LIJTZOS,O,X,X,O,X,O,X,O,X,X,X
LIJTOSZ,X,X,O,X,X,X,O,O,X,X,X
LIJTOZS,O,X,X,X,X,O,X,O,X,X,X
LIJSTZO,O,X,O,O,X,O,O,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,O,X,X,X,X
LIJSZTO,O,X,X,O,X,X,X,X,X,X,X
LIJSZOT,O,X,X,O,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,O,X,O,X
LIJSOZT,O,X,X,O,X,X,X,X,X,X,X
LIJZTSO,O,X,X,O,X,O,O,X,X,X,X
LIJZTOS,O,X,X,O,X,O,X,X,X,X,X
LIJZSTO,O,X,X,O,X,X,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,X,X,X,X
LIJZOTS,O,X,X,O,X,X,X,O,X,X,X
LIJZOST,O,X,X,O,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,O,X,X,O,O,X,O,X
LIJOTZS,X,X,X,O,X,O,X,O,X,O,X
LIJOSTZ,X,X,O,O,X,X,X,O,X,O,X
LIJOSZT,X,X,X,O,X,X,X,X,X,X,X
LIJOZTS,O,X,X,O,X,X,X,O,X,X,X
LIJOZST,O,X,X,O,X,X,X,X,X,X,X
LISTJZO,O,X,O,O,X,X,X,X,O,X,X
LISTJOZ,O,X,O,X,X,X,X,X,X,X,X
LISTZJO,O,X,O,O,X,X,X,X,O,X,X
LISTZOJ,O,X,O,O,X,X,X,X,O,X,X
LISTOJZ,O,X,O,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,X,X,X,X,X,O,X,X
LISJTZO,O,X,O,O,X,O,O,X,X,X,X
LISJTOZ,O,X,O,X,X,X,O,X,X,X,X
LISJZTO,O,X,X,O,X,X,X,X,X,X,X
LISJZOT,O,X,X,O,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,X,O,X,O,X
LISJOZT,O,X,X,O,X,X,X,X,X,X,X
LISZTJO,O,X,X,O,X,X,X,X,O,X,X
LISZTOJ,O,X,X,O,X,X,X,X,O,X,X
LISZJTO,O,X,X,O,X,X,X,X,X,X,X
LISZJOT,O,X,X,O,X,X,X,X,X,X,X
LISZOTJ,O,X,X,O,X,X,X,X,O,X,X
LISZOJT,O,X,X,O,X,X,X,X,X,X,X
LISOTJZ,X,X,O,O,X,X,X,X,O,O,X
LISOTZJ,X,X,O,O,X,X,X,X,O,O,X
LISOJTZ,X,X,O,O,X,X,X,O,X,O,X
LISOJZT,O,X,X,O,X,X,X,X,X,X,X
LISOZTJ,O,X,X,O,X,X,X,X,O,X,X
LISOZJT,O,X,X,O,X,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,X,X,X,X,X,X
LIZTJOS,O,X,X,O,X,X,X,X,X,X,X
LIZTSJO,O,X,X,O,X,X,X,X,X,X,X
LIZTSOJ,O,X,X,O,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,O,X,X,X,X,X,X,X
LIZJTSO,O,X,X,O,X,O,O,X,X,X,X
LIZJTOS,O,X,X,O,X,O,X,X,X,X,X
LIZJSTO,O,X,X,O,X,X,X,X,X,X,X
LIZJSOT,O,X,X,O,X,X,X,X,X,X,X
LIZJOTS,O,X,X,O,X,X,X,O,X,X,X
LIZJOST,O,X,X,O,X,X,X,X,X,X,X
LIZSTJO,O,X,X,O,X,X,X,X,X,X,X
LIZSTOJ,O,X,X,O,X,X,X,X,X,X,X
LIZSJTO,O,X,X,O,X,X,X,X,X,X,X
LIZSJOT,O,X,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,X,X,X,X,X,X
LIZSOJT,O,X,X,O,X,X,X,X,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,O,X,X,X,X,X,X,X
LIZOJTS,O,O,X,O,X,X,X,O,X,X,X
LIZOJST,O,O,X,O,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,O,X,X,X,X,X,X,X
LIZOSJT,O,O,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,O,X,X,X,O,O,O,X
LIOTJZS,X,X,X,O,X,X,X,O,X,O,X
LIOTSJZ,X,X,X,O,X,X,X,O,O,O,X
LIOTSZJ,X,X,X,O,X,X,X,X,O,O,X
LIOTZJS,X,X,X,O,X,X,X,O,X,O,X
LIOTZSJ,X,X,X,O,X,X,X,X,O,O,X
LIOJTSZ,X,X,O,O,X,X,O,O,X,O,X
LIOJTZS,X,X,X,O,X,O,X,O,X,O,X
LIOJSTZ,X,X,O,O,X,X,X,O,X,O,X
LIOJSZT,X,O,X,O,X,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,O,X,X,X
LIOJZST,O,O,X,O,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,O,X,X,X,X,O,O,X
LIOSTZJ,X,X,O,O,X,X,X,X,O,O,X
LIOSJTZ,X,X,O,O,X,X,X,O,X,O,X
LIOSJZT,X,O,X,O,X,X,X,X,X,X,X
LIOSZTJ,X,O,X,O,X,X,X,X,O,X,X
LIOSZJT,X,O,X,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,X,O,X,O,X,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,O,X,X,X
LIOZJST,O,O,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,O,X,O,X,X,X,X,X,X,X
LIOZSJT,O,O,X,O,X,X,X,X,X,X,X
LJTISZO,O,X,X,O,X,O,O,X,X,X,X
LJTISOZ,X,X,X,X,X,X,O,O,X,X,X
LJTIZSO,O,X,X,O,X,O,O,X,X,X,X
LJTIZOS,O,X,X,O,X,O,X,O,X,X,X
LJTIOSZ,X,X,O,X,X,X,O,O,X,X,X
LJTIOZS,O,X,X,X,X,O,X,O,X,X,X
LJTSIZO,O,X,O,O,X,O,O,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,O,O,X,X,X
LJTSZIO,O,X,O,O,X,X,X,X,X,X,X
LJTSZOI,O,X,O,O,X,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,O,X,X,X
LJTSOZI,O,X,O,X,X,X,X,X,X,X,X
LJTZISO,O,X,X,O,X,O,O,X,X,X,X
LJTZIOS,O,X,X,O,X,O,X,O,X,X,X
LJTZSIO,O,X,X,O,X,X,X,X,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,X,X,O,X,X,X,O,X,X,X
LJTZOSI,O,X,O,O,X,X,X,X,X,X,X
LJTOISZ,X,X,O,X,X,X,O,O,X,X,X
LJTOIZS,O,X,X,X,X,O,X,O,X,X,X
LJTOSIZ,X,X,O,X,X,X,X,O,X,X,X
LJTOSZI,X,X,O,X,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,X,X,X,O,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,X,X,O,X,O,O,X,X,X,X
LJITSOZ,X,X,X,X,X,X,O,O,X,X,X
LJITZSO,O,X,X,O,X,O,O,X,X,X,X
LJITZOS,O,X,X,O,X,O,X,O,X,X,X
LJITOSZ,X,X,O,X,X,X,O,O,X,X,X
LJITOZS,O,X,X,X,X,O,X,O,X,X,X
LJISTZO,O,X,O,O,X,O,O,X,X,X,X
LJISTOZ,O,X,O,X,X,X,O,X,X,X,X
LJISZTO,O,X,X,O,X,X,X,X,X,X,X
LJISZOT,O,X,X,O,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,O,X,O,X
LJISOZT,O,X,X,O,X,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,O,O,X,X,X,X
LJIZTOS,O,X,X,O,X,O,X,X,X,X,X
LJIZSTO,O,X,X,O,X,X,X,X,X,X,X
LJIZSOT,O,X,X,O,X,X,X,X,X,X,X
LJIZOTS,O,X,X,O,X,X,X,O,X,X,X
LJIZOST,O,X,X,O,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,O,X,X,O,O,X,O,X
LJIOTZS,X,X,X,O,X,O,X,O,X,O,X
LJIOSTZ,X,X,O,O,X,X,X,O,X,O,X
LJIOSZT,X,X,X,O,X,X,X,X,X,X,O
LJIOZTS,O,X,X,O,X,X,X,O,X,X,O
LJIOZST,O,X,X,O,X,X,X,X,X,X,O
LJSTIZO,O,X,O,O,X,O,O,X,X,X,X
LJSTIOZ,O,X,O,X,X,X,O,X,X,X,X
LJSTZIO,O,X,O,O,X,X,X,X,X,X,X
LJSTZOI,O,X,O,O,X,X,X,X,X,X,X
LJSTOIZ,O,X,O,X,X,X,X,X,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,X,X
LJSITZO,O,X,O,O,X,O,O,X,X,X,X
LJSITOZ,O,X,O,X,X,X,O,X,X,X,X
LJSIZTO,O,X,X,O,X,X,X,X,X,X,X
LJSIZOT,O,X,X,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,O,X,O,X
LJSIOZT,O,X,X,O,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,X,X,X,X,X,X,X
LJSZTOI,O,X,O,O,X,X,X,X,X,X,X
LJSZITO,O,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,X,X,O,X,X,X,X,X,X,X
LJSZOTI,O,X,O,O,X,X,X,X,X,X,X
LJSZOIT,O,X,X,O,X,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,O,X
LJSOTZI,O,X,O,X,X,X,X,X,X,O,X
LJSOITZ,X,X,O,X,X,X,X,O,X,O,X
LJSOIZT,O,X,X,O,X,X,X,X,X,X,X
LJSOZTI,O,X,O,O,X,X,X,X,X,X,X
LJSOZIT,O,X,X,O,X,X,X,X,X,X,X
LJZTISO,O,X,X,O,X,O,O,X,X,X,X
LJZTIOS,O,X,X,O,X,O,X,X,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X
