sequence,v115@9gB8HeA8IeB8HeD8CeC8JezBJvhFGjBRlBUoBilBFr?BXsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFxhB8nB+oB1qBzr?BirB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFKnBziB+oBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFxiBFlBSsBToBUr?BfsB,v115@9gB8HeA8IeB8HeD8CeC8JeXAJvhFOnB6oBznBxqBFr?B0rB,v115@9gB8HeA8IeB8HeD8CeC8JemAJvhFTjBFlBSrBxsBcs?B3rB,v115@9gB8HeA8IeB8HeD8CeC8JexAJvhFVnBUlBarBXoBGo?BzrB,v115@9gB8HeA8IeB8HeD8CeC8Je0BJvhFfoB6oBRlBTlBVs?B2wB
ISLTOJZ,X,X,X,X,O,O,X,X
ISLTOZJ,X,X,X,X,X,O,X,X
ISLJTZO,X,X,O,X,X,X,X,X
ISLJTOZ,X,X,O,X,X,X,X,X
ISLJZTO,X,X,O,X,X,X,X,O
ISLJZOT,X,X,O,X,X,X,X,X
ISLJOTZ,X,X,O,X,O,X,X,X
ISLJOZT,X,X,O,X,O,X,X,X
ISLZTJO,X,X,X,X,X,X,O,O
ISLZTOJ,X,X,X,X,X,X,O,O
ISLZJTO,X,X,O,X,X,X,O,O
ISLZJOT,O,X,O,X,X,X,X,X
ISLZOTJ,X,X,X,X,X,X,O,O
ISLZOJT,O,X,X,X,O,X,X,X
ISLOTJZ,X,X,X,X,O,O,X,X
ISLOTZJ,X,X,X,X,X,O,O,X
ISLOJTZ,X,X,O,X,O,X,X,X
ISLOJZT,X,X,O,X,O,X,X,X
ISLOZTJ,X,X,X,X,X,X,O,O
ISLOZJT,O,X,X,X,O,X,X,X
ISJTLZO,X,X,O,X,X,X,X,X
ISJTLOZ,X,X,O,X,X,X,X,X
ISJTZLO,X,O,X,X,X,X,X,X
ISJTZOL,X,O,X,X,X,X,X,X
ISJTOLZ,X,X,O,X,X,X,X,X
ISJTOZL,X,O,X,X,X,X,X,X
ISJLTZO,X,X,O,X,X,X,X,X
ISJLTOZ,X,X,O,X,X,X,X,X
ISJLZTO,X,X,O,X,X,X,X,O
ISJLZOT,X,X,O,X,X,X,X,X
ISJLOTZ,X,X,O,X,O,X,X,X
ISJLOZT,X,X,O,X,O,X,X,X
ISJZTLO,X,O,X,X,X,X,X,X
ISJZTOL,O,O,X,X,X,X,X,X
ISJZLTO,X,O,O,X,X,X,X,O
ISJZLOT,O,O,O,X,X,X,X,X
ISJZOTL,O,O,X,X,X,X,X,X
ISJZOLT,O,O,O,X,X,X,X,X
ISJOTLZ,X,X,O,X,O,X,X,X
ISJOTZL,X,O,X,X,X,X,X,X
ISJOLTZ,X,X,O,X,O,X,X,X
ISJOLZT,X,X,O,X,O,X,X,X
ISJOZTL,O,O,X,X,X,X,X,X
ISJOZLT,O,O,O,X,O,X,X,X
ISZTLJO,O,X,X,X,X,X,O,O
ISZTLOJ,O,X,X,X,X,X,O,O
ISZTJLO,O,X,X,X,X,X,X,X
ISZTJOL,O,X,X,X,X,X,X,X
ISZTOLJ,O,X,X,X,X,X,X,X
ISZTOJL,O,X,X,X,X,X,X,X
ISZLTJO,X,X,X,X,X,X,O,O
ISZLTOJ,X,X,X,X,X,X,O,O
ISZLJTO,X,X,O,X,X,X,O,O
ISZLJOT,O,X,O,X,X,X,X,X
ISZLOTJ,X,X,X,X,X,X,O,O
ISZLOJT,O,X,X,X,O,X,X,X
ISZJTLO,O,X,X,X,X,X,X,X
ISZJTOL,O,X,X,X,X,X,X,X
ISZJLTO,X,X,O,X,X,X,O,O
ISZJLOT,O,X,O,X,X,X,X,X
ISZJOTL,O,X,X,X,X,X,X,X
ISZJOLT,O,X,O,X,X,X,X,X
ISZOTLJ,O,X,X,X,X,X,O,X
ISZOTJL,O,X,X,X,X,X,X,X
ISZOLTJ,X,X,X,X,X,X,O,O
ISZOLJT,O,X,X,X,O,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X
ISZOJLT,O,X,X,X,O,X,X,X
ISOTLJZ,X,X,X,X,O,O,X,X
ISOTLZJ,O,X,X,X,X,O,O,X
ISOTJLZ,X,X,X,X,O,X,X,X
ISOTJZL,O,O,X,X,X,X,X,X
ISOTZLJ,O,X,X,X,X,X,O,X
ISOTZJL,O,X,X,X,X,X,X,X
ISOLTJZ,X,X,X,X,O,O,X,X
ISOLTZJ,X,X,X,X,X,O,O,X
ISOLJTZ,X,X,O,X,O,X,X,X
ISOLJZT,X,X,O,X,O,X,X,X
ISOLZTJ,X,X,X,X,X,X,O,O
ISOLZJT,O,X,X,X,O,X,X,X
ISOJTLZ,X,X,O,X,O,X,X,X
ISOJTZL,X,O,X,X,X,X,X,X
ISOJLTZ,X,X,O,X,O,X,X,X
ISOJLZT,X,X,O,X,O,X,X,X
ISOJZTL,O,O,X,X,X,X,X,X
ISOJZLT,O,O,O,X,O,X,X,X
ISOZTLJ,O,X,X,X,X,X,O,X
ISOZTJL,O,X,X,X,X,X,X,X
ISOZLTJ,X,X,X,X,X,X,O,O
ISOZLJT,O,X,X,X,O,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,O,X,X,X
IZTLJSO,O,X,X,X,X,O,X,X
IZTLJOS,O,X,X,O,X,O,X,X
IZTLSJO,O,X,X,X,X,O,O,O
IZTLSOJ,O,X,X,X,X,O,O,O
IZTLOJS,O,X,X,O,X,O,O,X
IZTLOSJ,X,X,X,O,X,O,O,X
IZTJLSO,O,X,X,X,X,X,X,X
IZTJLOS,O,X,X,O,X,X,X,X
IZTJSLO,O,X,X,X,X,X,X,X
IZTJSOL,O,X,X,X,X,X,X,X
IZTJOLS,O,X,X,O,X,X,X,X
IZTJOSL,O,X,X,X,X,X,X,X
IZTSLJO,O,X,X,X,X,X,O,O
IZTSLOJ,O,X,X,X,X,X,O,O
IZTSJLO,O,X,X,X,X,X,X,X
IZTSJOL,O,X,X,X,X,X,X,X
IZTSOLJ,O,X,X,X,X,X,X,X
IZTSOJL,O,X,X,X,X,X,X,X
IZTOLJS,O,X,X,O,X,O,X,X
IZTOLSJ,X,X,X,O,X,O,X,X
IZTOJLS,O,X,X,O,X,X,X,X
IZTOJSL,O,X,X,X,X,X,X,X
IZTOSLJ,O,X,X,X,X,X,X,X
IZTOSJL,O,X,X,X,X,X,X,X
IZLTJSO,O,X,X,X,X,O,X,X
IZLTJOS,O,X,X,O,X,O,X,X
IZLTSJO,O,X,X,X,X,O,O,O
IZLTSOJ,O,X,X,X,X,O,O,O
IZLTOJS,O,X,X,O,X,O,O,X
IZLTOSJ,X,X,X,O,X,O,O,X
IZLJTSO,O,X,O,X,X,X,X,X
IZLJTOS,O,X,O,X,X,X,X,X
IZLJSTO,X,X,O,X,X,X,O,O
IZLJSOT,O,X,O,X,X,X,X,X
IZLJOTS,X,X,O,X,X,X,O,X
IZLJOST,X,X,O,X,X,X,X,X
IZLSTJO,X,X,X,X,X,X,O,O
IZLSTOJ,X,X,X,X,X,X,O,O
IZLSJTO,X,X,O,X,X,X,O,O
IZLSJOT,O,X,O,X,X,X,X,X
IZLSOTJ,X,X,X,X,X,X,O,O
IZLSOJT,O,X,X,X,O,X,X,X
IZLOTJS,X,X,X,O,X,O,O,X
IZLOTSJ,X,X,X,O,X,O,O,X
IZLOJTS,X,X,X,X,O,X,O,X
IZLOJST,X,X,X,X,O,X,X,X
IZLOSTJ,X,X,X,X,X,X,O,O
IZLOSJT,X,X,X,X,O,X,X,X
IZJTLSO,O,X,X,X,X,X,X,X
IZJTLOS,O,X,X,X,X,X,X,X
IZJTSLO,O,X,X,X,X,X,X,X
IZJTSOL,O,X,X,X,X,X,X,X
IZJTOLS,O,X,X,X,X,X,X,X
IZJTOSL,O,X,X,X,X,X,X,X
IZJLTSO,O,X,O,X,X,X,X,X
IZJLTOS,O,X,O,X,X,X,X,X
IZJLSTO,X,X,O,X,X,X,O,O
IZJLSOT,O,X,O,X,X,X,X,X
IZJLOTS,X,X,O,X,X,X,O,X
IZJLOST,X,X,O,X,X,X,X,X
IZJSTLO,O,X,X,X,X,X,X,X
IZJSTOL,O,X,X,X,X,X,X,X
IZJSLTO,X,X,O,X,X,X,O,O
IZJSLOT,O,X,O,X,X,X,X,X
IZJSOTL,O,X,X,X,X,X,X,X
IZJSOLT,O,X,O,X,X,X,X,X
IZJOTLS,O,X,X,X,X,X,X,X
IZJOTSL,O,X,X,X,X,X,X,X
IZJOLTS,X,X,O,X,X,X,X,X
IZJOLST,X,X,O,X,X,X,X,X
IZJOSTL,O,X,X,X,X,X,X,X
IZJOSLT,O,X,O,X,X,X,X,X
IZSTLJO,O,X,X,X,X,X,O,O
IZSTLOJ,O,X,X,X,X,X,O,O
IZSTJLO,O,X,X,X,X,X,X,X
IZSTJOL,O,X,X,X,X,X,X,X
IZSTOLJ,O,X,X,X,X,X,X,X
IZSTOJL,O,X,X,X,X,X,X,X
IZSLTJO,X,X,X,X,X,X,O,O
IZSLTOJ,X,X,X,X,X,X,O,O
IZSLJTO,X,X,O,X,X,X,O,O
IZSLJOT,O,X,O,X,X,X,X,X
IZSLOTJ,X,X,X,X,X,X,O,O
IZSLOJT,O,X,X,X,O,X,X,X
IZSJTLO,O,X,X,X,X,X,X,X
IZSJTOL,O,X,X,X,X,X,X,X
IZSJLTO,X,X,O,X,X,X,O,O
IZSJLOT,O,X,O,X,X,X,X,X
IZSJOTL,O,X,X,X,X,X,X,X
IZSJOLT,O,X,O,X,X,X,X,X
IZSOTLJ,O,X,X,X,X,X,O,X
IZSOTJL,O,X,X,X,X,X,X,X
IZSOLTJ,X,X,X,X,X,X,O,O
IZSOLJT,O,X,X,X,O,X,X,X
IZSOJTL,O,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,O,X,X,X
IZOTLJS,O,X,X,O,X,O,O,X
IZOTLSJ,X,X,X,O,X,O,O,X
IZOTJLS,O,X,X,O,X,X,X,X
IZOTJSL,O,X,X,X,X,X,X,X
IZOTSLJ,O,X,X,X,X,X,O,X
IZOTSJL,O,X,X,X,X,X,X,X
IZOLTJS,X,X,X,O,X,O,O,X
IZOLTSJ,X,X,X,O,X,O,O,X
IZOLJTS,X,X,X,X,O,X,O,X
IZOLJST,X,X,X,X,O,X,X,X
IZOLSTJ,X,X,X,X,X,X,O,O
IZOLSJT,X,X,X,X,O,X,X,X
IZOJTLS,O,X,X,X,X,X,X,X
IZOJTSL,O,X,X,X,X,X,X,X
IZOJLTS,X,X,X,X,O,X,X,X
IZOJLST,X,X,X,X,O,X,X,X
IZOJSTL,O,X,X,X,X,X,X,X
IZOJSLT,O,X,X,X,O,X,X,X
IZOSTLJ,X,X,X,X,X,X,O,X
IZOSTJL,O,X,X,X,X,X,X,X
IZOSLTJ,X,X,X,X,X,X,O,O
IZOSLJT,O,X,X,X,O,X,X,X
IZOSJTL,O,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,O,X,X,X
IOTLJSZ,X,X,X,X,O,O,X,X
IOTLJZS,X,X,X,X,O,O,X,X
IOTLSJZ,X,X,X,X,O,O,X,X
IOTLSZJ,X,X,X,X,X,O,O,X
IOTLZJS,O,X,X,O,X,O,O,X
IOTLZSJ,X,X,X,O,X,O,O,X
IOTJLSZ,X,X,X,X,O,O,X,X
IOTJLZS,X,X,X,X,O,O,X,X
IOTJSLZ,X,X,X,X,O,X,X,X
IOTJSZL,X,O,X,X,X,X,X,X
IOTJZLS,O,O,X,O,X,X,X,X
IOTJZSL,O,O,X,X,X,X,X,X
IOTSLJZ,X,X,X,X,O,O,X,X
IOTSLZJ,O,X,X,X,X,O,O,X
IOTSJLZ,X,X,X,X,O,X,X,X
IOTSJZL,O,O,X,X,X,X,X,X
IOTSZLJ,O,X,X,X,X,X,O,X
IOTSZJL,O,X,X,X,X,X,X,X
IOTZLJS,O,X,X,O,X,O,O,X
IOTZLSJ,X,X,X,O,X,O,O,X
IOTZJLS,O,X,X,O,X,X,X,X
IOTZJSL,O,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,X,X,X,O,X
IOTZSJL,O,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,X,O,O,X,X
IOLTJZS,X,X,X,X,O,O,X,X
IOLTSJZ,X,X,X,X,O,O,X,X
IOLTSZJ,X,X,X,X,X,O,O,X
IOLTZJS,X,X,X,O,X,O,O,X
IOLTZSJ,X,X,X,O,X,O,O,X
IOLJTSZ,X,X,O,X,O,O,X,X
IOLJTZS,X,X,O,X,O,O,X,X
IOLJSTZ,X,X,O,X,O,X,X,X
IOLJSZT,X,X,O,X,O,X,X,X
IOLJZTS,X,X,O,X,O,X,X,X
IOLJZST,X,X,O,X,O,X,X,X
IOLSTJZ,X,X,X,X,O,O,X,X
IOLSTZJ,X,X,X,X,X,O,O,X
IOLSJTZ,X,X,O,X,O,X,X,X
IOLSJZT,X,X,O,X,O,X,X,X
IOLSZTJ,X,X,X,X,X,X,O,O
IOLSZJT,X,X,X,X,O,X,X,X
IOLZTJS,X,X,X,O,X,O,O,X
IOLZTSJ,X,X,X,O,X,O,O,X
IOLZJTS,X,X,X,X,O,X,O,X
IOLZJST,X,X,X,X,O,X,X,X
IOLZSTJ,X,X,X,X,X,X,O,O
IOLZSJT,X,X,X,X,O,X,X,X
IOJTLSZ,X,X,O,X,O,O,X,X
IOJTLZS,X,X,O,X,O,O,X,X
IOJTSLZ,X,X,O,X,O,X,X,X
IOJTSZL,X,O,X,X,X,X,X,X
IOJTZLS,X,O,X,X,X,X,X,X
IOJTZSL,X,O,X,X,X,X,X,X
IOJLTSZ,X,X,O,X,O,O,X,X
IOJLTZS,X,X,O,X,O,O,X,X
IOJLSTZ,X,X,O,X,O,X,X,X
IOJLSZT,X,X,O,X,O,X,X,X
IOJLZTS,X,X,O,X,O,X,X,X
IOJLZST,X,X,O,X,O,X,X,X
IOJSTLZ,X,X,O,X,O,X,X,X
IOJSTZL,X,O,X,X,X,X,X,X
IOJSLTZ,X,X,O,X,O,X,X,X
IOJSLZT,X,X,O,X,O,X,X,X
IOJSZTL,X,O,X,X,X,X,X,X
IOJSZLT,X,O,O,X,O,X,X,X
IOJZTLS,X,O,X,X,X,X,X,X
IOJZTSL,X,O,X,X,X,X,X,X
IOJZLTS,X,O,O,X,O,X,X,X
IOJZLST,X,O,O,X,O,X,X,X
IOJZSTL,X,O,X,X,X,X,X,X
IOJZSLT,X,O,O,X,O,X,X,X
IOSTLJZ,X,X,X,X,O,O,X,X
IOSTLZJ,X,X,X,X,X,O,O,X
IOSTJLZ,X,X,X,X,O,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X
IOSTZLJ,X,X,X,X,X,X,O,X
IOSTZJL,O,X,X,X,X,X,X,X
IOSLTJZ,X,X,X,X,O,O,X,X
IOSLTZJ,X,X,X,X,X,O,O,X
IOSLJTZ,X,X,O,X,O,X,X,X
IOSLJZT,X,X,O,X,O,X,X,X
IOSLZTJ,X,X,X,X,X,X,O,O
IOSLZJT,O,X,X,X,O,X,X,X
IOSJTLZ,X,X,O,X,O,X,X,X
IOSJTZL,X,O,X,X,X,X,X,X
IOSJLTZ,X,X,O,X,O,X,X,X
IOSJLZT,X,X,O,X,O,X,X,X
IOSJZTL,O,O,X,X,X,X,X,X
IOSJZLT,O,O,O,X,O,X,X,X
IOSZTLJ,X,X,X,X,X,X,O,X
IOSZTJL,O,X,X,X,X,X,X,X
IOSZLTJ,X,X,X,X,X,X,O,O
IOSZLJT,O,X,X,X,O,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,O,X,X,X
IOZTLJS,O,X,X,O,X,O,O,X
IOZTLSJ,X,X,X,O,X,O,O,X
IOZTJLS,O,X,X,O,X,X,X,X
IOZTJSL,O,X,X,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,O,X
IOZTSJL,O,X,X,X,X,X,X,X
IOZLTJS,X,X,X,O,X,O,O,X
IOZLTSJ,X,X,X,O,X,O,O,X
IOZLJTS,X,X,X,X,O,X,O,X
IOZLJST,X,X,X,X,O,X,X,X
IOZLSTJ,X,X,X,X,X,X,O,O
IOZLSJT,X,X,X,X,O,X,X,X
IOZJTLS,O,X,X,X,X,X,X,X
IOZJTSL,O,X,X,X,X,X,X,X
IOZJLTS,X,X,X,X,O,X,X,X
IOZJLST,X,X,X,X,O,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,O,X,X,X
IOZSTLJ,X,X,X,X,X,X,O,X
IOZSTJL,O,X,X,X,X,X,X,X
IOZSLTJ,X,X,X,X,X,X,O,O
IOZSLJT,O,X,X,X,O,X,X,X
IOZSJTL,O,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,O,X,X,X
LTIJSZO,X,X,O,X,X,O,X,X
LTIJSOZ,X,X,O,X,X,O,X,X
LTIJZSO,X,X,O,X,X,O,X,X
LTIJZOS,X,X,O,X,X,O,X,X
LTIJOSZ,X,X,O,X,X,O,X,X
LTIJOZS,X,X,O,X,X,O,X,X
LTISJZO,X,X,O,X,X,O,X,X
LTISJOZ,X,X,O,X,X,O,X,X
LTISZJO,O,X,X,X,X,O,X,O
LTISZOJ,O,X,X,X,X,O,X,O
LTISOJZ,X,X,X,X,O,O,X,X
LTISOZJ,O,X,X,X,X,O,X,X
LTIZJSO,O,X,X,X,X,O,X,X
LTIZJOS,O,X,X,O,X,O,X,X
LTIZSJO,O,X,X,X,X,O,X,O
LTIZSOJ,O,X,X,X,X,O,X,O
LTIZOJS,O,X,X,O,X,O,X,X
LTIZOSJ,X,X,X,O,X,O,X,X
LTIOJSZ,X,X,X,X,O,O,X,X
LTIOJZS,X,X,X,X,O,O,X,X
LTIOSJZ,X,X,X,X,O,O,X,X
LTIOSZJ,X,X,X,X,X,O,X,X
LTIOZJS,O,X,X,O,X,O,X,X
LTIOZSJ,X,X,X,O,X,O,X,X
LTJISZO,X,X,O,X,X,O,X,X
LTJISOZ,X,X,O,X,X,O,X,X
LTJIZSO,X,X,O,X,X,O,X,X
LTJIZOS,X,X,O,X,X,O,X,X
LTJIOSZ,X,X,O,X,X,O,X,X
LTJIOZS,X,X,O,X,X,O,X,X
LTJSIZO,X,X,O,X,X,O,X,X
LTJSIOZ,X,X,O,X,X,O,X,X
LTJSZIO,X,O,X,X,X,X,X,X
LTJSZOI,X,O,X,X,X,X,X,X
LTJSOIZ,X,X,O,X,X,X,X,X
LTJSOZI,X,O,X,X,X,X,X,X
LTJZISO,X,O,X,X,X,O,X,X
LTJZIOS,X,X,X,O,X,O,X,X
LTJZSIO,X,O,X,X,X,X,X,X
LTJZSOI,X,O,X,O,X,X,X,X
LTJZOIS,X,O,X,O,X,X,X,X
LTJZOSI,X,O,X,O,X,X,X,X
LTJOISZ,X,X,O,X,X,O,X,X
LTJOIZS,X,X,O,X,X,O,X,X
LTJOSIZ,X,X,O,X,X,X,X,X
LTJOSZI,X,O,X,X,X,X,X,X
LTJOZIS,X,O,X,O,X,X,X,X
LTJOZSI,X,O,X,O,X,X,X,X
LTSIJZO,X,X,O,X,X,O,X,X
LTSIJOZ,X,X,O,X,X,O,X,X
LTSIZJO,O,X,X,X,X,O,O,O
LTSIZOJ,O,X,X,X,X,O,O,O
LTSIOJZ,X,X,X,X,O,O,X,X
LTSIOZJ,O,X,X,X,X,O,X,X
LTSJIZO,X,X,O,X,X,O,X,X
LTSJIOZ,X,X,O,X,X,O,X,X
LTSJZIO,X,O,X,X,X,X,O,X
LTSJZOI,X,O,X,X,X,X,O,X
LTSJOIZ,X,X,O,X,X,X,X,X
LTSJOZI,X,O,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,X,O,X
LTSZIOJ,O,X,X,X,X,X,O,X
LTSZJIO,O,X,X,X,X,X,O,X
LTSZJOI,O,X,X,O,X,X,O,X
LTSZOIJ,O,X,X,O,X,X,O,X
LTSZOJI,O,X,X,O,X,X,O,X
LTSOIJZ,X,X,X,X,O,X,X,X
LTSOIZJ,O,X,X,X,X,X,O,X
LTSOJIZ,X,X,X,X,O,X,X,X
LTSOJZI,X,O,X,X,X,X,O,X
LTSOZIJ,O,X,X,O,X,X,O,X
LTSOZJI,O,X,X,O,X,X,O,X
LTZIJSO,O,X,X,X,X,O,X,X
LTZIJOS,O,X,X,O,X,O,X,X
LTZISJO,O,X,X,X,X,O,O,X
LTZISOJ,O,X,X,X,X,O,O,X
LTZIOJS,O,X,X,O,X,O,O,X
LTZIOSJ,X,X,X,O,X,O,O,X
LTZJISO,O,X,X,X,X,O,X,X
LTZJIOS,O,X,X,O,X,O,X,X
LTZJSIO,O,X,X,X,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X
LTZJOIS,O,X,X,O,X,X,X,X
LTZJOSI,X,X,X,O,X,X,X,X
LTZSIJO,O,X,X,X,X,X,O,X
LTZSIOJ,O,X,X,X,X,X,O,X
LTZSJIO,O,X,X,X,X,X,O,X
LTZSJOI,O,X,X,O,X,X,O,X
LTZSOIJ,O,X,X,O,X,X,O,X
LTZSOJI,O,X,X,O,X,X,O,X
LTZOIJS,O,X,X,O,X,X,O,X
LTZOISJ,X,X,X,O,X,X,O,X
LTZOJIS,O,X,X,O,X,X,O,X
LTZOJSI,X,X,X,O,X,X,O,X
LTZOSIJ,X,X,X,O,X,X,O,X
LTZOSJI,X,X,X,O,X,X,O,X
LTOIJSZ,X,X,X,X,O,O,X,X
LTOIJZS,X,X,X,X,O,O,X,X
LTOISJZ,X,X,X,X,O,O,X,X
LTOISZJ,X,X,X,X,X,O,O,X
LTOIZJS,O,X,X,O,X,O,O,X
LTOIZSJ,X,X,X,O,X,O,O,X
LTOJISZ,X,X,X,X,O,O,X,X
LTOJIZS,X,X,X,X,O,O,X,X
LTOJSIZ,X,X,X,X,O,X,X,X
LTOJSZI,X,O,X,X,X,X,O,X
LTOJZIS,X,O,X,O,X,X,O,X
LTOJZSI,X,O,X,O,X,X,O,X
LTOSIJZ,X,X,X,X,O,X,X,X
LTOSIZJ,X,X,X,X,X,X,O,X
LTOSJIZ,X,X,X,X,O,X,X,X
LTOSJZI,X,O,X,X,X,X,O,X
LTOSZIJ,X,X,X,O,X,X,O,X
LTOSZJI,X,X,X,O,X,X,O,X
LTOZIJS,O,X,X,O,X,X,O,X
LTOZISJ,X,X,X,O,X,X,O,X
LTOZJIS,O,X,X,O,X,X,O,X
LTOZJSI,X,X,X,O,X,X,O,X
LTOZSIJ,X,X,X,O,X,X,O,X
LTOZSJI,X,X,X,O,X,X,O,X
LITJSZO,X,X,O,X,X,O,X,X
LITJSOZ,X,X,O,X,X,O,X,X
LITJZSO,X,X,O,X,X,O,X,X
LITJZOS,X,X,O,X,X,O,X,X
LITJOSZ,X,X,O,X,X,O,X,X
LITJOZS,X,X,O,X,X,O,X,X
LITSJZO,X,X,O,X,X,O,X,X
LITSJOZ,X,X,O,X,X,O,X,X
LITSZJO,O,X,X,X,X,O,X,O
LITSZOJ,O,X,X,X,X,O,X,O
LITSOJZ,X,X,X,X,O,O,X,X
LITSOZJ,O,X,X,X,X,O,X,X
LITZJSO,O,X,X,X,X,O,X,X
LITZJOS,O,X,X,O,X,O,X,X
LITZSJO,O,X,X,X,X,O,X,O
LITZSOJ,O,X,X,X,X,O,X,O
LITZOJS,O,X,X,O,X,O,X,X
LITZOSJ,X,X,X,O,X,O,X,X
LITOJSZ,X,X,X,X,O,O,X,X
LITOJZS,X,X,X,X,O,O,X,X
LITOSJZ,X,X,X,X,O,O,X,X
LITOSZJ,X,X,X,X,X,O,X,X
LITOZJS,O,X,X,O,X,O,X,X
LITOZSJ,X,X,X,O,X,O,X,X
LIJTSZO,X,X,O,X,X,O,X,X
LIJTSOZ,X,X,O,X,X,O,X,X
LIJTZSO,X,X,O,X,X,O,X,X
LIJTZOS,X,X,O,X,X,O,X,X
LIJTOSZ,X,X,O,X,X,O,X,X
LIJTOZS,X,X,O,X,X,O,X,X
LIJSTZO,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,X,X,X
LIJSZTO,X,X,O,X,X,X,X,O
LIJSZOT,X,X,O,X,X,X,X,X
LIJSOTZ,X,X,O,X,O,X,X,X
LIJSOZT,X,X,O,X,O,X,X,X
LIJZTSO,X,X,O,X,X,X,X,X
LIJZTOS,X,X,O,X,X,X,X,X
LIJZSTO,X,X,O,X,X,X,X,O
LIJZSOT,X,X,O,X,X,X,X,X
LIJZOTS,X,X,O,X,X,X,X,X
LIJZOST,X,X,O,X,X,X,X,X
LIJOTSZ,X,X,O,X,O,O,X,X
LIJOTZS,X,X,O,X,O,O,X,X
LIJOSTZ,X,X,O,X,O,X,X,X
LIJOSZT,X,X,O,X,O,X,X,X
LIJOZTS,X,X,O,X,O,X,X,X
LIJOZST,X,X,O,X,O,X,X,X
LISTJZO,X,X,O,X,X,O,X,X
LISTJOZ,X,X,O,X,X,O,X,X
LISTZJO,X,X,X,X,X,O,O,O
LISTZOJ,X,X,X,X,X,O,O,O
LISTOJZ,X,X,X,X,O,O,X,X
LISTOZJ,X,X,X,X,X,O,X,X
LISJTZO,X,X,O,X,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X,X
LISJZTO,X,X,O,X,X,X,X,O
LISJZOT,X,X,O,X,X,X,X,X
LISJOTZ,X,X,O,X,O,X,X,X
LISJOZT,X,X,O,X,O,X,X,X
LISZTJO,X,X,X,X,X,X,O,O
LISZTOJ,X,X,X,X,X,X,O,O
LISZJTO,X,X,O,X,X,X,O,O
LISZJOT,O,X,O,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,O,O
LISZOJT,O,X,X,X,O,X,X,X
LISOTJZ,X,X,X,X,O,O,X,X
LISOTZJ,X,X,X,X,X,O,O,X
LISOJTZ,X,X,O,X,O,X,X,X
LISOJZT,X,X,O,X,O,X,X,X
LISOZTJ,X,X,X,X,X,X,O,O
LISOZJT,O,X,X,X,O,X,X,X
LIZTJSO,O,X,X,X,X,O,X,X
LIZTJOS,O,X,X,O,X,O,X,X
LIZTSJO,O,X,X,X,X,O,O,O
LIZTSOJ,O,X,X,X,X,O,O,O
LIZTOJS,O,X,X,O,X,O,O,X
LIZTOSJ,X,X,X,O,X,O,O,X
LIZJTSO,O,X,O,X,X,X,X,X
LIZJTOS,O,X,O,X,X,X,X,X
LIZJSTO,X,X,O,X,X,X,O,O
LIZJSOT,O,X,O,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,O,X
LIZJOST,X,X,O,X,X,X,X,X
LIZSTJO,X,X,X,X,X,X,O,O
LIZSTOJ,X,X,X,X,X,X,O,O
LIZSJTO,X,X,O,X,X,X,O,O
LIZSJOT,O,X,O,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,O,O
LIZSOJT,O,X,X,X,O,X,X,X
LIZOTJS,X,X,X,O,X,O,O,X
LIZOTSJ,X,X,X,O,X,O,O,X
LIZOJTS,X,X,X,X,O,X,O,X
LIZOJST,X,X,X,X,O,X,X,X
LIZOSTJ,X,X,X,X,X,X,O,O
LIZOSJT,X,X,X,X,O,X,X,X
LIOTJSZ,X,X,X,X,O,O,X,X
LIOTJZS,X,X,X,X,O,O,X,X
LIOTSJZ,X,X,X,X,O,O,X,X
LIOTSZJ,X,X,X,X,X,O,O,X
LIOTZJS,X,X,X,O,X,O,O,X
LIOTZSJ,X,X,X,O,X,O,O,X
LIOJTSZ,X,X,O,X,O,O,X,X
LIOJTZS,X,X,O,X,O,O,X,X
LIOJSTZ,X,X,O,X,O,X,X,X
LIOJSZT,X,X,O,X,O,X,X,X
LIOJZTS,X,X,O,X,O,X,X,X
LIOJZST,X,X,O,X,O,X,X,X
LIOSTJZ,X,X,X,X,O,O,X,X
