sequence,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBxhBOoBcsBXrBlrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lB3hBFjB0nB2rBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFfnB6nBOoBUmBllBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBUiBOoBXmBSsBRwB,v115@JhA8FeD8FeD8DeC8JeT/IvhFlgBxiBmnBCrBXsBcrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF0gBxiBysBGrBFsBXrB,v115@JhA8FeD8FeD8DeC8JeT/IvhF6lBFjBxmB2sBXrB0rB,v115@JhA8FeD8FeD8DeC8JeT/IvhFXhBxiBysBGrBFsB0qB
LIOZJTS,O,O,X,X,X,O,X,X
LIOZJST,O,O,O,X,X,X,X,X
LIOZSTJ,O,O,O,X,X,X,X,X
LIOZSJT,O,O,O,X,X,X,X,X
LJTISZO,X,X,O,O,X,O,X,O
LJTISOZ,X,X,O,O,X,O,X,O
LJTIZSO,X,X,X,X,X,O,X,O
LJTIZOS,X,X,X,X,X,O,X,O
LJTIOSZ,X,X,O,O,X,O,X,O
LJTIOZS,X,X,X,X,X,O,X,O
LJTSIZO,X,X,X,X,X,O,X,O
LJTSIOZ,X,X,X,X,X,O,O,O
LJTSZIO,O,X,X,X,X,O,X,O
LJTSZOI,O,X,X,X,X,O,X,O
LJTSOIZ,X,X,X,X,X,O,O,O
LJTSOZI,O,X,X,X,X,O,X,O
LJTZISO,X,X,X,X,X,O,X,O
LJTZIOS,O,X,X,X,X,O,X,O
LJTZSIO,O,X,X,X,X,O,X,O
LJTZSOI,O,X,X,X,X,O,X,O
LJTZOIS,O,X,X,X,X,O,X,O
LJTZOSI,O,X,X,X,X,O,X,O
LJTOISZ,X,X,O,O,X,O,X,O
LJTOIZS,X,X,X,X,X,O,X,O
LJTOSIZ,X,X,X,X,X,O,O,O
LJTOSZI,O,X,X,X,X,O,X,O
LJTOZIS,O,X,X,X,X,O,X,O
LJTOZSI,O,X,X,X,X,O,X,O
LJITSZO,X,X,O,O,X,O,X,O
LJITSOZ,X,X,O,O,X,O,X,O
LJITZSO,X,X,X,X,X,O,X,O
LJITZOS,X,X,X,X,X,O,X,O
LJITOSZ,X,X,O,O,X,O,X,O
LJITOZS,X,X,X,X,X,O,X,O
LJISTZO,X,X,O,O,O,X,X,X
LJISTOZ,X,X,O,O,O,X,X,X
LJISZTO,O,X,O,O,O,X,X,X
LJISZOT,O,X,O,O,O,X,X,X
LJISOTZ,X,X,O,O,O,X,X,X
LJISOZT,O,X,O,O,O,X,X,X
LJIZTSO,X,X,X,X,X,O,X,X
LJIZTOS,O,X,X,X,X,O,X,X
LJIZSTO,O,X,O,X,X,X,X,X
LJIZSOT,O,X,O,X,X,X,X,X
LJIZOTS,O,X,X,X,X,O,X,X
LJIZOST,O,X,O,X,X,X,X,X
LJIOTSZ,X,X,O,O,X,O,X,O
LJIOTZS,X,X,X,X,X,O,X,O
LJIOSTZ,X,X,O,O,O,X,X,X
LJIOSZT,O,X,O,O,O,X,X,X
LJIOZTS,O,X,X,X,X,O,X,X
LJIOZST,O,X,O,X,X,X,X,X
LJSTIZO,X,X,X,X,O,O,X,O
LJSTIOZ,X,X,X,X,O,O,O,O
LJSTZIO,O,X,X,X,O,O,X,O
LJSTZOI,O,X,X,X,O,O,X,O
LJSTOIZ,X,X,X,X,O,O,O,O
LJSTOZI,O,X,X,X,O,O,X,O
LJSITZO,X,X,O,X,O,X,X,O
LJSITOZ,X,X,O,X,O,X,O,O
LJSIZTO,O,X,O,X,O,X,X,X
LJSIZOT,O,X,O,X,O,X,X,X
LJSIOTZ,X,X,O,X,O,X,O,O
LJSIOZT,O,X,O,X,O,X,X,X
LJSZTIO,O,X,X,X,O,O,X,O
LJSZTOI,O,X,X,X,O,O,X,O
LJSZITO,O,X,X,X,O,X,X,X
LJSZIOT,O,X,X,X,O,X,X,X
LJSZOTI,O,X,X,X,O,O,X,O
LJSZOIT,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,X,X,O,O,O,O
LJSOTZI,O,X,X,X,O,O,X,O
LJSOITZ,X,X,O,X,O,X,O,O
LJSOIZT,O,X,O,X,O,X,X,X
LJSOZTI,O,X,X,X,O,O,X,O
LJSOZIT,O,X,X,X,O,X,X,X
LJZTISO,X,X,X,X,X,O,X,O
LJZTIOS,O,X,X,X,X,O,X,O
LJZTSIO,O,X,X,X,X,O,X,O
LJZTSOI,O,X,X,X,X,O,X,O
LJZTOIS,O,X,X,X,X,O,X,O
LJZTOSI,O,X,X,X,X,O,X,O
LJZITSO,X,X,X,X,X,O,X,X
LJZITOS,O,X,X,X,X,O,X,X
LJZISTO,O,X,O,X,X,X,X,X
LJZISOT,O,X,O,X,X,X,X,X
LJZIOTS,O,X,X,X,X,O,X,X
LJZIOST,O,X,O,X,X,X,X,X
LJZSTIO,O,X,X,X,X,O,X,X
LJZSTOI,O,X,X,X,X,O,X,X
LJZSITO,O,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,O,X,X
LJZSOIT,O,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,X,O,X,O
LJZOTSI,O,X,X,X,X,O,X,O
LJZOITS,O,X,X,X,X,O,X,X
LJZOIST,O,X,O,X,X,X,X,X
LJZOSTI,O,X,X,X,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,X
LJOTISZ,X,X,O,O,X,O,X,O
LJOTIZS,X,X,X,X,X,O,X,O
LJOTSIZ,X,X,X,X,X,O,O,O
LJOTSZI,O,X,X,X,X,O,X,O
LJOTZIS,O,X,X,X,X,O,X,O
LJOTZSI,O,X,X,X,X,O,X,O
LJOITSZ,X,X,O,O,X,O,X,O
LJOITZS,X,X,X,X,X,O,X,O
LJOISTZ,X,X,O,O,O,X,X,X
LJOISZT,O,X,O,O,O,X,X,X
LJOIZTS,O,X,X,X,X,O,X,X
LJOIZST,O,X,O,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,O,O,O
LJOSTZI,O,X,X,X,O,O,X,O
LJOSITZ,X,X,O,X,O,X,O,O
LJOSIZT,O,X,O,X,O,X,X,X
LJOSZTI,O,X,X,X,O,O,X,O
LJOSZIT,O,X,X,X,O,X,X,X
LJOZTIS,O,X,X,X,X,O,X,O
LJOZTSI,O,X,X,X,X,O,X,O
LJOZITS,O,X,X,X,X,O,X,X
LJOZIST,O,X,O,X,X,X,X,X
LJOZSTI,O,X,X,X,X,O,X,X
LJOZSIT,O,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,O,X,X,X
LSTIJOZ,X,X,X,X,O,X,O,X
LSTIZJO,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,O,X
LSTIOJZ,X,X,X,X,O,X,O,X
LSTIOZJ,X,X,X,X,X,X,O,X
LSTJIZO,X,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,X,O,X,O,X
LSTJZIO,O,X,X,X,O,X,X,X
LSTJZOI,O,X,X,X,O,X,X,X
LSTJOIZ,X,X,X,X,O,X,O,X
LSTJOZI,O,X,X,X,O,X,X,X
LSTZIJO,O,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,X,X,X,O,X
LSTZJIO,O,X,X,X,X,X,X,X
LSTZJOI,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,O,X
LSTZOJI,O,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,O,X,O,X
LSTOIZJ,X,X,X,X,X,X,O,X
LSTOJIZ,X,X,X,X,O,X,O,X
LSTOJZI,O,X,X,X,O,X,X,X
LSTOZIJ,O,X,X,X,X,X,O,X
LSTOZJI,O,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,O,X,X,X
LSITJOZ,X,X,O,X,O,X,O,X
LSITZJO,X,X,O,X,X,X,X,X
LSITZOJ,X,X,O,X,X,X,O,X
LSITOJZ,X,X,O,X,O,X,O,X
LSITOZJ,X,X,O,X,X,X,O,X
LSIJTZO,X,X,O,X,O,X,X,X
LSIJTOZ,X,X,O,X,O,X,O,X
LSIJZTO,O,X,O,X,O,X,X,X
LSIJZOT,O,X,O,X,O,X,X,X
LSIJOTZ,X,X,O,X,O,X,O,X
LSIJOZT,O,X,O,X,O,X,X,X
LSIZTJO,O,X,O,X,X,X,X,X
LSIZTOJ,O,X,O,X,X,X,O,X
LSIZJTO,O,X,O,X,O,X,X,X
LSIZJOT,O,X,O,X,O,X,X,X
LSIZOTJ,O,X,O,X,X,X,O,X
LSIZOJT,O,X,O,X,O,X,X,X
LSIOTJZ,X,X,O,X,O,X,O,X
LSIOTZJ,X,X,O,X,X,X,O,X
LSIOJTZ,X,X,O,X,O,X,O,X
LSIOJZT,O,X,O,X,O,X,X,X
LSIOZTJ,O,X,O,X,X,X,O,X
LSIOZJT,O,X,O,X,O,X,X,X
LSJTIZO,X,X,X,X,O,O,X,O
LSJTIOZ,X,X,X,X,O,O,O,O
LSJTZIO,O,X,X,X,O,O,X,O
LSJTZOI,O,X,X,X,O,O,X,O
LSJTOIZ,X,X,X,X,O,O,O,O
LSJTOZI,O,X,X,X,O,O,X,O
LSJITZO,X,X,O,X,O,X,X,X
LSJITOZ,X,X,O,X,O,X,O,X
LSJIZTO,O,X,O,X,O,X,X,X
LSJIZOT,O,X,O,X,O,X,X,X
LSJIOTZ,X,X,O,X,O,X,O,X
LSJIOZT,O,X,O,X,O,X,X,X
LSJZTIO,O,X,X,X,O,O,X,X
LSJZTOI,O,X,X,X,O,O,X,X
LSJZITO,O,X,X,X,O,X,X,X
LSJZIOT,O,X,X,X,O,X,X,X
LSJZOTI,O,X,X,X,O,O,X,X
LSJZOIT,O,X,X,X,O,X,X,X
LSJOTIZ,X,X,X,X,O,O,O,O
LSJOTZI,O,X,X,X,O,O,X,O
LSJOITZ,X,X,O,X,O,X,O,X
LSJOIZT,O,X,O,X,O,X,X,X
LSJOZTI,O,X,X,X,O,O,X,X
LSJOZIT,O,X,X,X,O,X,X,X
LSZTIJO,O,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,O,X
LSZTJIO,O,X,X,X,X,X,X,X
LSZTJOI,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,O,X
LSZTOJI,O,X,X,X,X,X,X,X
LSZITJO,O,X,X,X,X,X,X,X
LSZITOJ,O,X,X,X,X,X,O,X
LSZIJTO,O,X,X,X,O,X,X,X
LSZIJOT,O,X,X,X,O,X,X,X
LSZIOTJ,O,X,X,X,X,X,O,X
LSZIOJT,O,X,X,X,O,X,X,X
LSZJTIO,O,X,X,X,O,O,X,X
LSZJTOI,O,X,X,X,O,O,X,X
LSZJITO,O,X,X,X,O,X,X,X
LSZJIOT,O,X,X,X,O,X,X,X
LSZJOTI,O,X,X,X,O,O,X,X
LSZJOIT,O,X,X,X,O,X,X,X
LSZOTIJ,O,X,X,X,X,X,O,X
LSZOTJI,O,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,O,X
LSZOIJT,O,X,X,X,O,X,X,X
LSZOJTI,O,X,X,X,O,O,X,X
LSZOJIT,O,X,X,X,O,X,X,X
LSOTIJZ,X,X,X,X,O,X,O,X
LSOTIZJ,X,X,X,X,X,X,O,X
LSOTJIZ,X,X,X,X,O,X,O,X
LSOTJZI,O,X,X,X,O,X,X,X
LSOTZIJ,O,X,X,X,X,X,O,X
LSOTZJI,O,X,X,X,X,X,X,X
LSOITJZ,X,X,O,X,O,X,O,X
LSOITZJ,X,X,O,X,X,X,O,X
LSOIJTZ,X,X,O,X,O,X,O,X
LSOIJZT,O,X,O,X,O,X,X,X
LSOIZTJ,O,X,O,X,X,X,O,X
LSOIZJT,O,X,O,X,O,X,X,X
LSOJTIZ,X,X,X,X,O,O,O,O
LSOJTZI,O,X,X,X,O,O,X,O
LSOJITZ,X,X,O,X,O,X,O,X
LSOJIZT,O,X,O,X,O,X,X,X
LSOJZTI,O,X,X,X,O,O,X,X
LSOJZIT,O,X,X,X,O,X,X,X
LSOZTIJ,O,X,X,X,X,X,O,X
LSOZTJI,O,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,X,X,O,X
LSOZIJT,O,X,X,X,O,X,X,X
LSOZJTI,O,X,X,X,O,O,X,X
LSOZJIT,O,X,X,X,O,X,X,X
LZTIJSO,X,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X
LZTISJO,X,O,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X
LZTIOSJ,X,O,X,X,X,X,X,X
LZTJISO,X,X,X,X,X,O,X,X
LZTJIOS,O,X,X,X,X,O,X,X
LZTJSIO,O,X,X,X,X,O,X,X
LZTJSOI,O,X,X,X,X,O,X,X
LZTJOIS,O,X,X,X,X,O,X,X
LZTJOSI,O,X,X,X,X,O,X,X
LZTSIJO,O,O,X,X,X,X,X,X
LZTSIOJ,O,O,X,X,X,X,O,X
LZTSJIO,O,X,X,X,X,X,X,X
LZTSJOI,O,X,X,X,X,X,X,X
LZTSOIJ,O,O,X,X,X,X,O,X
LZTSOJI,O,X,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,X,O,X,X,X,X,X,X
LZTOJIS,O,X,X,X,X,O,X,X
LZTOJSI,O,X,X,X,X,O,X,X
LZTOSIJ,O,O,X,X,X,X,O,X
LZTOSJI,O,X,X,X,X,X,X,X
LZITJSO,X,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,X,X,X,X
LZITSJO,X,O,X,X,X,X,X,X
LZITSOJ,X,O,X,X,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X
LZITOSJ,X,O,X,X,X,X,X,X
LZIJTSO,X,O,X,X,X,O,X,X
LZIJTOS,O,O,X,X,X,O,X,X
LZIJSTO,O,O,O,X,X,X,X,X
LZIJSOT,O,O,O,X,X,X,X,X
LZIJOTS,O,O,X,X,X,O,X,X
LZIJOST,O,O,O,X,X,X,X,X
LZISTJO,O,O,O,X,X,X,X,X
LZISTOJ,O,O,O,X,X,X,X,X
LZISJTO,O,O,O,X,X,X,X,X
LZISJOT,O,O,O,X,X,X,X,X
LZISOTJ,O,O,O,X,X,X,X,X
LZISOJT,O,O,O,X,X,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,X,X
LZIOJTS,O,O,X,X,X,O,X,X
LZIOJST,O,O,O,X,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,X
LZIOSJT,O,O,O,X,X,X,X,X
LZJTISO,X,X,X,X,X,O,X,O
LZJTIOS,O,X,X,X,X,O,X,O
LZJTSIO,O,X,X,X,X,O,X,O
LZJTSOI,O,X,X,X,X,O,X,O
LZJTOIS,O,X,X,X,X,O,X,O
LZJTOSI,O,X,X,X,X,O,X,O
LZJITSO,X,X,X,X,X,O,X,X
LZJITOS,O,X,X,X,X,O,X,X
LZJISTO,O,X,O,X,X,X,X,X
LZJISOT,O,X,O,X,X,X,X,X
LZJIOTS,O,X,X,X,X,O,X,X
LZJIOST,O,X,O,X,X,X,X,X
LZJSTIO,O,X,X,X,X,O,X,X
LZJSTOI,O,X,X,X,X,O,X,X
LZJSITO,O,X,X,X,X,X,X,X
LZJSIOT,O,X,X,X,X,X,X,X
LZJSOTI,O,X,X,X,X,O,X,X
LZJSOIT,O,X,X,X,X,X,X,X
LZJOTIS,O,X,X,X,X,O,X,O
LZJOTSI,O,X,X,X,X,O,X,O
LZJOITS,O,X,X,X,X,O,X,X
LZJOIST,O,X,O,X,X,X,X,X
LZJOSTI,O,X,X,X,X,O,X,X
LZJOSIT,O,X,X,X,X,X,X,X
LZSTIJO,O,O,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,O,X
LZSTJIO,O,X,X,X,X,X,X,X
LZSTJOI,O,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,O,X
LZSTOJI,O,X,X,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,O,X
LZSIJTO,O,O,X,X,O,X,X,X
LZSIJOT,O,O,X,X,O,X,X,X
LZSIOTJ,O,O,X,X,X,X,O,X
LZSIOJT,O,O,X,X,O,X,X,X
LZSJTIO,O,X,X,X,O,O,X,X
LZSJTOI,O,X,X,X,O,O,X,X
LZSJITO,O,X,X,X,O,X,X,X
LZSJIOT,O,X,X,X,O,X,X,X
LZSJOTI,O,X,X,X,O,O,X,X
LZSJOIT,O,X,X,X,O,X,X,X
LZSOTIJ,O,O,X,X,X,X,O,X
LZSOTJI,O,X,X,X,X,X,X,X
LZSOITJ,O,O,X,X,X,X,O,X
LZSOIJT,O,O,X,X,O,X,X,X
LZSOJTI,O,X,X,X,O,O,X,X
LZSOJIT,O,X,X,X,O,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X
LZOTISJ,X,O,X,X,X,X,X,X
LZOTJIS,O,X,X,X,X,O,X,X
LZOTJSI,O,X,X,X,X,O,X,X
LZOTSIJ,O,O,X,X,X,X,O,X
LZOTSJI,O,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X
LZOITSJ,X,O,X,X,X,X,X,X
LZOIJTS,O,O,X,X,X,O,X,X
LZOIJST,O,O,O,X,X,X,X,X
LZOISTJ,O,O,O,X,X,X,X,X
LZOISJT,O,O,O,X,X,X,X,X
LZOJTIS,O,X,X,X,X,O,X,O
LZOJTSI,O,X,X,X,X,O,X,O
LZOJITS,O,X,X,X,X,O,X,X
LZOJIST,O,X,O,X,X,X,X,X
LZOJSTI,O,X,X,X,X,O,X,X
LZOJSIT,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,X,O,X
LZOSTJI,O,X,X,X,X,X,X,X
LZOSITJ,O,O,X,X,X,X,O,X
LZOSIJT,O,O,X,X,O,X,X,X
LZOSJTI,O,X,X,X,O,O,X,X
LZOSJIT,O,X,X,X,O,X,X,X
LOTIJSZ,X,X,O,O,X,X,X,X
LOTIJZS,X,O,X,X,X,X,X,X
LOTISJZ,X,X,O,O,X,X,O,X
LOTISZJ,X,O,O,O,X,X,O,X
LOTIZJS,X,O,X,X,X,X,X,X
LOTIZSJ,X,O,X,X,X,X,X,X
LOTJISZ,X,X,O,O,X,O,X,O
LOTJIZS,X,X,X,X,X,O,X,O
LOTJSIZ,X,X,X,X,X,O,O,O
LOTJSZI,O,X,X,X,X,O,X,O
LOTJZIS,O,X,X,X,X,O,X,O
LOTJZSI,O,X,X,X,X,O,X,O
LOTSIJZ,X,X,X,X,O,X,O,X
LOTSIZJ,X,X,X,X,X,X,O,X
LOTSJIZ,X,X,X,X,O,X,O,X
LOTSJZI,O,X,X,X,O,X,X,X
LOTSZIJ,O,X,X,X,X,X,O,X
LOTSZJI,O,X,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X
LOTZISJ,X,O,X,X,X,X,X,X
LOTZJIS,O,X,X,X,X,O,X,X
LOTZJSI,O,X,X,X,X,O,X,X
LOTZSIJ,O,O,X,X,X,X,O,X
LOTZSJI,O,X,X,X,X,X,X,X
LOITJSZ,X,X,O,O,X,X,X,X
LOITJZS,X,O,X,X,X,X,X,X
LOITSJZ,X,X,O,O,X,X,O,X
LOITSZJ,X,O,O,O,X,X,O,X
LOITZJS,X,O,X,X,X,X,X,X
LOITZSJ,X,O,X,X,X,X,X,X
LOIJTSZ,X,X,O,O,X,O,X,O
LOIJTZS,X,O,X,X,X,O,X,O
LOIJSTZ,X,X,O,O,O,X,X,X
LOIJSZT,O,X,O,O,O,X,X,X
LOIJZTS,O,O,X,X,X,O,X,X
LOIJZST,O,O,O,X,X,X,X,X
LOISTJZ,X,X,O,O,O,X,O,X
LOISTZJ,X,O,O,O,X,X,O,X
LOISJTZ,X,X,O,O,O,X,O,X
LOISJZT,O,X,O,O,O,X,X,X
LOISZTJ,O,O,O,O,X,X,O,X
LOISZJT,O,O,O,O,O,X,X,X
LOIZTJS,O,O,X,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X
LOIZJTS,O,O,X,X,X,O,X,X
LOIZJST,O,O,O,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X,X
LOIZSJT,O,O,O,X,X,X,X,X
LOJTISZ,X,X,O,O,X,O,X,O
LOJTIZS,X,X,X,X,X,O,X,O
LOJTSIZ,X,X,X,X,X,O,O,O
LOJTSZI,O,X,X,X,X,O,X,O
LOJTZIS,O,X,X,X,X,O,X,O
LOJTZSI,O,X,X,X,X,O,X,O
LOJITSZ,X,X,O,O,X,O,X,O
LOJITZS,X,X,X,X,X,O,X,O
LOJISTZ,X,X,O,O,O,X,X,X
LOJISZT,O,X,O,O,O,X,X,X
LOJIZTS,O,X,X,X,X,O,X,X
LOJIZST,O,X,O,X,X,X,X,X
LOJSTIZ,X,X,X,X,O,O,O,O
LOJSTZI,O,X,X,X,O,O,X,O
LOJSITZ,X,X,O,X,O,X,O,O
LOJSIZT,O,X,O,X,O,X,X,X
LOJSZTI,O,X,X,X,O,O,X,O
LOJSZIT,O,X,X,X,O,X,X,X
LOJZTIS,O,X,X,X,X,O,X,O
LOJZTSI,O,X,X,X,X,O,X,O
LOJZITS,O,X,X,X,X,O,X,X
LOJZIST,O,X,O,X,X,X,X,X
LOJZSTI,O,X,X,X,X,O,X,X
LOJZSIT,O,X,X,X,X,X,X,X
LOSTIJZ,X,X,X,X,O,X,O,X
LOSTIZJ,X,X,X,X,X,X,O,X
LOSTJIZ,X,X,X,X,O,X,O,X
LOSTJZI,O,X,X,X,O,X,X,X
LOSTZIJ,O,X,X,X,X,X,O,X
LOSTZJI,O,X,X,X,X,X,X,X
LOSITJZ,X,X,O,X,O,X,O,X
LOSITZJ,X,X,O,X,X,X,O,X
LOSIJTZ,X,X,O,X,O,X,O,X
LOSIJZT,O,X,O,X,O,X,X,X
LOSIZTJ,O,X,O,X,X,X,O,X
LOSIZJT,O,X,O,X,O,X,X,X
LOSJTIZ,X,X,X,X,O,O,O,O
LOSJTZI,O,X,X,X,O,O,X,O
LOSJITZ,X,X,O,X,O,X,O,X
LOSJIZT,O,X,O,X,O,X,X,X
LOSJZTI,O,X,X,X,O,O,X,X
LOSJZIT,O,X,X,X,O,X,X,X
LOSZTIJ,O,X,X,X,X,X,O,X
LOSZTJI,O,X,X,X,X,X,X,X
LOSZITJ,O,X,X,X,X,X,O,X
LOSZIJT,O,X,X,X,O,X,X,X
LOSZJTI,O,X,X,X,O,O,X,X
LOSZJIT,O,X,X,X,O,X,X,X
LOZTIJS,O,O,X,X,X,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X
LOZTJIS,O,X,X,X,X,O,X,X
LOZTJSI,O,X,X,X,X,O,X,X
LOZTSIJ,O,O,X,X,X,X,O,X
LOZTSJI,O,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,X,X
LOZITSJ,X,O,X,X,X,X,X,X
LOZIJTS,O,O,X,X,X,O,X,X
LOZIJST,O,O,O,X,X,X,X,X
LOZISTJ,O,O,O,X,X,X,X,X
LOZISJT,O,O,O,X,X,X,X,X
LOZJTIS,O,X,X,X,X,O,X,O
LOZJTSI,O,X,X,X,X,O,X,O
LOZJITS,O,X,X,X,X,O,X,X
LOZJIST,O,X,O,X,X,X,X,X
LOZJSTI,O,X,X,X,X,O,X,X
LOZJSIT,O,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,X,O,X
LOZSTJI,O,X,X,X,X,X,X,X
LOZSITJ,O,O,X,X,X,X,O,X
LOZSIJT,O,O,X,X,O,X,X,X
LOZSJTI,O,X,X,X,O,O,X,X
LOZSJIT,O,X,X,X,O,X,X,X
JTILSZO,X,X,O,O,X,X,X,X
JTILSOZ,X,X,O,O,X,X,X,X
JTILZSO,X,O,X,X,X,X,X,X
JTILZOS,X,O,X,X,X,X,X,X
JTILOSZ,X,X,O,O,X,X,X,X
JTILOZS,X,O,X,X,X,X,X,X
JTISLZO,X,X,O,O,O,X,X,X
JTISLOZ,X,X,O,O,O,X,X,X
JTISZLO,X,X,O,O,X,X,X,X
JTISZOL,X,X,O,O,X,X,X,X
JTISOLZ,X,X,O,O,O,X,X,X
JTISOZL,X,X,O,O,X,X,X,X
JTIZLSO,X,O,X,X,X,X,X,X
JTIZLOS,X,O,X,X,X,X,X,X
JTIZSLO,X,O,O,O,X,X,X,X
JTIZSOL,X,O,O,O,X,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X
JTIZOSL,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,O,O,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X
JTIOSLZ,X,X,O,O,O,X,X,X
JTIOSZL,X,X,O,O,X,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X
JTIOZSL,X,O,O,O,X,X,X,X
JTLISZO,X,X,O,O,X,O,X,O
JTLISOZ,X,X,O,O,X,O,X,O
JTLIZSO,X,X,X,X,X,O,X,O
JTLIZOS,X,X,X,X,X,O,X,O
JTLIOSZ,X,X,O,O,X,O,X,O
JTLIOZS,X,X,X,X,X,O,X,O
JTLSIZO,X,X,X,X,X,O,X,O
JTLSIOZ,X,X,X,X,X,O,O,O
JTLSZIO,O,X,X,X,X,O,X,O
JTLSZOI,O,X,X,X,X,O,X,O
JTLSOIZ,X,X,X,X,X,O,O,O
JTLSOZI,O,X,X,X,X,O,X,O
JTLZISO,X,X,X,X,X,O,X,O
JTLZIOS,O,X,X,X,X,O,X,O
JTLZSIO,O,X,X,X,X,O,X,O
JTLZSOI,O,X,X,X,X,O,X,O
JTLZOIS,O,X,X,X,X,O,X,O
JTLZOSI,O,X,X,X,X,O,X,O
JTLOISZ,X,X,O,O,X,O,X,O
JTLOIZS,X,X,X,X,X,O,X,O
JTLOSIZ,X,X,X,X,X,O,O,O
JTLOSZI,O,X,X,X,X,O,X,O
JTLOZIS,O,X,X,X,X,O,X,O
JTLOZSI,O,X,X,X,X,O,X,O
JTSILZO,X,X,X,O,O,X,X,X
JTSILOZ,X,X,X,O,O,X,O,X
JTSIZLO,X,X,X,O,X,X,X,X
JTSIZOL,X,X,X,O,X,X,X,X
JTSIOLZ,X,X,X,O,O,X,O,X
JTSIOZL,X,X,X,O,X,X,X,X
JTSLIZO,X,X,X,X,O,X,X,O
JTSLIOZ,X,X,X,X,O,X,O,O
JTSLZIO,O,X,X,X,O,X,X,O
JTSLZOI,O,X,X,X,O,X,X,O
JTSLOIZ,X,X,X,X,O,X,O,O
JTSLOZI,O,X,X,X,O,X,X,O
JTSZILO,O,X,X,X,X,X,X,X
JTSZIOL,O,X,X,X,X,X,X,X
JTSZLIO,O,X,X,X,X,X,X,X
JTSZLOI,O,X,X,X,X,X,X,X
JTSZOIL,O,X,X,X,X,X,X,X
JTSZOLI,O,X,X,X,X,X,X,X
JTSOILZ,X,X,X,O,O,X,O,X
JTSOIZL,X,X,X,O,X,X,X,X
JTSOLIZ,X,X,X,X,O,X,O,O
JTSOLZI,O,X,X,X,O,X,X,O
JTSOZIL,O,X,X,X,X,X,X,X
JTSOZLI,O,X,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,X
JTZISLO,X,O,X,O,X,X,X,X
JTZISOL,X,O,X,O,X,X,X,X
JTZIOLS,O,O,X,X,X,X,X,X
JTZIOSL,X,O,X,O,X,X,X,X
JTZLISO,X,X,X,X,X,O,X,X
JTZLIOS,O,X,X,X,X,O,X,X
JTZLSIO,O,X,X,X,X,O,X,X
JTZLSOI,O,X,X,X,X,O,X,X
JTZLOIS,O,X,X,X,X,O,X,X
JTZLOSI,O,X,X,X,X,O,X,X
