sequence,v115@ShC8EeF8BeC8JeNEJvhFUgBGhBZnBqnBTjB/rB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmB5mBcoBTnBisB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBSsBzrB,v115@ShC8EeF8BeC8JeOEJvhFXgBdmBRiBcoBqrBTsB,v115@ShC8EeF8BeC8JeNEJvhFUgBRhBCjBTmBesBXtB,v115@ShC8EeF8BeC8JeNEJvhFUgBamBWnBxiBXoBzrB,v115@ShC8EeF8BeC8JeNEJvhFUgBZnBCjBTmBXoBGrB
ZTOSIJL,O,O,O,O,O,O,O
ZTOSLIJ,O,O,O,O,O,O,O
ZTOSLJI,O,O,O,O,O,O,O
ZTOSJIL,O,O,O,O,O,O,O
ZTOSJLI,O,O,O,O,O,O,O
ZITLJSO,O,O,O,O,X,X,X
ZITLJOS,O,O,O,O,X,X,X
ZITLSJO,O,O,O,O,X,X,O
ZITLSOJ,O,O,O,O,X,X,O
ZITLOJS,O,O,O,O,X,X,X
ZITLOSJ,O,O,O,O,X,X,O
ZITJLSO,O,O,O,O,X,X,X
ZITJLOS,O,O,O,O,X,X,X
ZITJSLO,O,O,O,O,X,X,O
ZITJSOL,O,O,O,O,X,X,O
ZITJOLS,X,O,X,X,X,X,X
ZITJOSL,X,O,O,O,X,X,O
ZITSLJO,O,O,O,O,X,X,O
ZITSLOJ,O,O,O,O,X,X,O
ZITSJLO,O,O,O,O,X,X,O
ZITSJOL,O,O,O,O,X,X,O
ZITSOLJ,O,O,X,X,X,X,O
ZITSOJL,O,O,O,O,X,X,O
ZITOLJS,O,O,X,X,X,X,X
ZITOLSJ,O,O,X,X,X,X,O
ZITOJLS,X,O,X,X,X,X,X
ZITOJSL,X,O,O,O,X,X,O
ZITOSLJ,O,O,X,X,X,X,O
ZITOSJL,O,O,O,O,X,X,O
ZILTJSO,O,O,O,O,X,X,X
ZILTJOS,O,O,O,O,X,X,X
ZILTSJO,O,O,O,O,X,X,X
ZILTSOJ,O,O,O,O,X,X,X
ZILTOJS,O,O,O,O,X,X,X
ZILTOSJ,O,O,O,O,X,X,X
ZILJTSO,X,O,O,O,X,X,X
ZILJTOS,X,O,O,O,X,X,X
ZILJSTO,X,X,O,O,X,X,X
ZILJSOT,X,X,X,X,X,X,X
ZILJOTS,X,O,O,O,X,X,X
ZILJOST,X,X,X,O,X,X,X
ZILSTJO,O,X,O,O,X,X,X
ZILSTOJ,O,X,O,O,X,X,X
ZILSJTO,O,X,O,O,X,X,X
ZILSJOT,O,X,X,X,X,X,X
ZILSOTJ,O,X,X,X,X,X,X
ZILSOJT,O,X,X,X,X,X,X
ZILOTJS,O,O,O,O,X,X,X
ZILOTSJ,O,O,O,O,X,X,X
ZILOJTS,X,O,O,O,X,X,X
ZILOJST,X,X,X,O,X,X,X
ZILOSTJ,O,X,X,O,X,X,X
ZILOSJT,O,X,X,O,X,X,X
ZIJTLSO,X,O,O,O,X,X,X
ZIJTLOS,X,O,O,O,X,X,X
ZIJTSLO,X,O,O,O,X,X,X
ZIJTSOL,X,O,O,O,X,X,X
ZIJTOLS,X,O,X,X,X,X,X
ZIJTOSL,X,O,O,O,X,X,X
ZIJLTSO,X,O,O,O,X,X,X
ZIJLTOS,X,O,O,O,X,X,X
ZIJLSTO,X,X,O,O,X,X,X
ZIJLSOT,X,X,X,X,X,X,X
ZIJLOTS,X,O,O,O,X,X,X
ZIJLOST,X,X,X,O,X,X,X
ZIJSTLO,X,O,O,O,X,X,X
ZIJSTOL,X,O,O,O,X,X,X
ZIJSLTO,X,X,O,O,X,X,X
ZIJSLOT,X,X,X,X,X,X,X
ZIJSOTL,X,O,X,X,X,X,X
ZIJSOLT,X,X,X,X,X,X,X
ZIJOTLS,X,O,X,X,X,X,X
ZIJOTSL,X,O,O,O,X,X,X
ZIJOLTS,X,O,O,O,X,X,X
ZIJOLST,X,X,X,O,X,X,X
ZIJOSTL,X,O,X,X,X,X,X
ZIJOSLT,X,X,X,X,X,X,X
ZISTLJO,O,O,O,O,X,X,O
ZISTLOJ,O,O,O,O,X,X,O
ZISTJLO,O,O,O,O,X,X,O
ZISTJOL,O,O,O,O,X,X,O
ZISTOLJ,O,O,X,X,X,X,O
ZISTOJL,O,O,O,O,X,X,O
ZISLTJO,O,X,O,O,X,X,O
ZISLTOJ,O,X,O,O,X,X,O
ZISLJTO,O,X,O,O,X,X,X
ZISLJOT,O,X,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,O
ZISLOJT,O,X,X,X,X,X,X
ZISJTLO,O,O,O,O,X,X,X
ZISJTOL,O,O,O,O,X,X,X
ZISJLTO,O,X,O,O,X,X,X
ZISJLOT,O,X,X,X,X,X,X
ZISJOTL,X,O,X,X,X,X,X
ZISJOLT,X,X,X,X,X,X,X
ZISOTLJ,X,O,X,X,X,X,O
ZISOTJL,X,O,X,X,X,X,O
ZISOLTJ,X,X,X,X,X,X,O
ZISOLJT,X,X,X,X,X,X,X
ZISOJTL,X,O,X,X,X,X,X
ZISOJLT,X,X,X,X,X,X,X
ZIOTLJS,X,O,X,X,X,X,X
ZIOTLSJ,X,O,X,X,X,X,O
ZIOTJLS,X,O,X,X,X,X,X
ZIOTJSL,X,O,O,O,X,X,O
ZIOTSLJ,X,O,X,X,X,X,O
ZIOTSJL,X,O,O,O,X,X,O
ZIOLTJS,X,O,O,O,X,X,X
ZIOLTSJ,X,O,O,O,X,X,X
ZIOLJTS,X,O,O,O,X,X,X
ZIOLJST,X,X,X,O,X,X,X
ZIOLSTJ,X,X,X,O,X,X,X
ZIOLSJT,X,X,X,O,X,X,X
ZIOJTLS,X,O,X,X,X,X,X
ZIOJTSL,X,O,O,O,X,X,X
ZIOJLTS,X,O,O,O,X,X,X
ZIOJLST,X,X,X,O,X,X,X
ZIOJSTL,X,O,X,X,X,X,X
ZIOJSLT,X,X,X,X,X,X,X
ZIOSTLJ,X,O,X,X,X,X,O
ZIOSTJL,X,O,X,X,X,X,O
ZIOSLTJ,X,X,X,X,X,X,O
ZIOSLJT,X,X,X,X,X,X,X
ZIOSJTL,X,O,X,X,X,X,X
ZIOSJLT,X,X,X,X,X,X,X
ZLTIJSO,O,O,O,O,X,X,X
ZLTIJOS,O,O,O,O,X,X,X
ZLTISJO,O,O,O,O,X,O,X
ZLTISOJ,O,O,O,O,X,O,X
ZLTIOJS,O,O,O,O,X,O,X
ZLTIOSJ,O,O,O,O,X,O,X
ZLTJISO,O,O,O,O,X,X,X
ZLTJIOS,O,O,O,O,X,X,X
ZLTJSIO,O,O,O,O,X,O,X
ZLTJSOI,O,O,O,O,X,O,X
ZLTJOIS,O,O,O,O,X,O,X
ZLTJOSI,O,O,O,O,X,O,X
ZLTSIJO,O,O,O,O,X,O,X
ZLTSIOJ,O,O,O,O,X,O,X
ZLTSJIO,O,O,O,O,X,O,X
ZLTSJOI,O,O,O,O,X,O,X
ZLTSOIJ,O,O,O,O,X,O,X
ZLTSOJI,O,O,O,O,X,O,X
ZLTOIJS,O,O,O,O,X,O,X
ZLTOISJ,O,O,O,O,X,O,X
ZLTOJIS,O,O,O,O,X,O,X
ZLTOJSI,O,O,O,O,X,O,X
ZLTOSIJ,O,O,O,O,X,O,X
ZLTOSJI,O,O,O,O,X,O,X
ZLITJSO,O,O,O,O,X,X,X
ZLITJOS,O,O,O,O,X,X,X
ZLITSJO,O,O,O,O,X,X,X
ZLITSOJ,O,O,O,O,X,X,X
ZLITOJS,O,O,O,O,X,X,X
ZLITOSJ,O,O,O,O,X,X,X
ZLIJTSO,X,O,O,O,X,X,X
ZLIJTOS,X,O,O,O,X,X,X
ZLIJSTO,X,X,O,O,X,X,X
ZLIJSOT,X,X,X,X,X,X,X
ZLIJOTS,X,O,O,O,X,X,X
ZLIJOST,X,X,X,O,X,X,X
ZLISTJO,O,X,O,O,X,X,X
ZLISTOJ,O,X,O,O,X,X,X
ZLISJTO,O,X,O,O,X,X,X
ZLISJOT,O,X,X,X,X,X,X
ZLISOTJ,O,X,X,X,X,X,X
ZLISOJT,O,X,X,X,X,X,X
ZLIOTJS,O,O,O,O,X,X,X
ZLIOTSJ,O,O,O,O,X,X,X
ZLIOJTS,X,O,O,O,X,X,X
ZLIOJST,X,X,X,O,X,X,X
ZLIOSTJ,O,X,X,O,X,X,X
ZLIOSJT,O,X,X,O,X,X,X
ZLJTISO,X,O,O,O,X,X,X
ZLJTIOS,X,O,O,O,X,X,X
ZLJTSIO,X,O,O,O,X,X,X
ZLJTSOI,X,O,O,O,X,X,X
ZLJTOIS,X,O,O,O,X,X,X
ZLJTOSI,X,O,O,O,X,X,X
ZLJITSO,X,O,O,O,X,X,X
ZLJITOS,X,O,O,O,X,X,X
ZLJISTO,X,X,O,O,X,X,X
ZLJISOT,X,X,X,X,X,X,X
ZLJIOTS,X,O,O,O,X,X,X
ZLJIOST,X,X,X,O,X,X,X
ZLJSTIO,X,O,O,O,X,X,X
ZLJSTOI,X,O,O,O,X,X,X
ZLJSITO,X,X,O,O,X,X,X
ZLJSIOT,X,X,X,X,X,X,X
ZLJSOTI,X,O,O,O,X,X,X
ZLJSOIT,X,X,X,O,X,X,X
ZLJOTIS,X,O,O,O,X,X,X
ZLJOTSI,X,O,O,O,X,X,X
ZLJOITS,X,O,O,O,X,X,X
ZLJOIST,X,X,X,O,X,X,X
ZLJOSTI,X,O,O,O,X,X,X
ZLJOSIT,X,X,X,O,X,X,X
ZLSTIJO,O,O,O,O,X,O,X
ZLSTIOJ,O,O,O,O,X,O,X
ZLSTJIO,O,O,O,O,X,O,X
ZLSTJOI,O,O,O,O,X,O,X
ZLSTOIJ,O,O,O,O,X,O,X
ZLSTOJI,O,O,O,O,X,O,X
ZLSITJO,O,X,O,O,X,O,X
ZLSITOJ,O,X,O,O,X,O,X
ZLSIJTO,O,X,O,O,X,O,X
ZLSIJOT,O,X,X,X,X,X,X
ZLSIOTJ,O,X,X,X,X,X,X
ZLSIOJT,O,X,X,X,X,X,X
ZLSJTIO,O,O,O,O,X,O,X
ZLSJTOI,O,O,O,O,X,O,X
ZLSJITO,O,X,O,O,X,O,X
ZLSJIOT,O,X,X,X,X,X,X
ZLSJOTI,O,O,O,O,X,X,X
ZLSJOIT,O,X,X,O,X,X,X
ZLSOTIJ,O,O,O,O,X,O,X
ZLSOTJI,O,O,O,O,X,O,X
ZLSOITJ,O,X,X,O,X,O,X
ZLSOIJT,O,X,X,O,X,O,X
ZLSOJTI,O,O,O,O,X,O,X
ZLSOJIT,O,X,X,O,X,O,X
ZLOTIJS,O,O,O,O,X,O,X
ZLOTISJ,O,O,O,O,X,O,X
ZLOTJIS,O,O,O,O,X,O,X
ZLOTJSI,O,O,O,O,X,O,X
ZLOTSIJ,O,O,O,O,X,O,X
ZLOTSJI,O,O,O,O,X,O,X
ZLOITJS,O,O,O,O,X,X,X
ZLOITSJ,O,O,O,O,X,X,X
ZLOIJTS,X,O,O,O,X,X,X
ZLOIJST,X,X,X,O,X,X,X
ZLOISTJ,O,X,X,O,X,X,X
ZLOISJT,O,X,X,O,X,X,X
ZLOJTIS,X,O,O,O,X,O,X
ZLOJTSI,X,O,O,O,X,O,X
ZLOJITS,X,O,O,O,X,O,X
ZLOJIST,X,X,X,O,X,X,X
ZLOJSTI,X,O,O,O,X,O,X
ZLOJSIT,X,X,X,O,X,O,X
ZLOSTIJ,O,O,O,O,X,O,X
ZLOSTJI,O,O,O,O,X,O,X
ZLOSITJ,O,X,X,O,X,O,X
ZLOSIJT,O,X,X,O,X,O,X
ZLOSJTI,O,O,O,O,X,O,X
ZLOSJIT,O,X,X,O,X,O,X
ZJTILSO,X,O,O,O,O,X,X
ZJTILOS,X,O,O,O,X,X,X
ZJTISLO,X,O,O,O,O,X,X
ZJTISOL,X,O,O,O,O,X,X
ZJTIOLS,X,O,X,X,O,X,X
ZJTIOSL,X,O,O,O,O,X,X
ZJTLISO,X,O,O,O,O,X,X
ZJTLIOS,X,O,O,O,X,X,X
ZJTLSIO,X,O,O,O,O,X,X
ZJTLSOI,X,O,O,O,O,X,X
ZJTLOIS,X,O,O,O,O,X,X
ZJTLOSI,X,O,O,O,O,X,X
ZJTSILO,X,O,O,O,O,X,X
ZJTSIOL,X,O,O,O,O,X,X
ZJTSLIO,X,O,O,O,O,X,X
ZJTSLOI,X,O,O,O,O,X,X
ZJTSOIL,X,O,O,O,O,X,X
ZJTSOLI,X,O,O,O,O,X,X
ZJTOILS,X,O,X,X,O,X,X
ZJTOISL,X,O,O,O,O,X,X
ZJTOLIS,X,O,O,O,O,X,X
ZJTOLSI,X,O,O,O,O,X,X
ZJTOSIL,X,O,O,O,O,X,X
ZJTOSLI,X,O,O,O,O,X,X
ZJITLSO,X,O,O,O,O,X,X
ZJITLOS,X,O,O,O,X,X,X
ZJITSLO,X,O,O,O,O,X,X
ZJITSOL,X,O,O,O,O,X,X
ZJITOLS,X,O,X,X,X,X,X
ZJITOSL,X,O,O,O,O,X,X
ZJILTSO,X,O,O,O,X,X,X
ZJILTOS,X,O,O,O,X,X,X
ZJILSTO,X,X,O,O,X,X,X
ZJILSOT,X,X,X,X,X,X,X
ZJILOTS,X,O,O,O,X,X,X
ZJILOST,X,X,X,O,X,X,X
ZJISTLO,X,O,O,O,O,X,X
ZJISTOL,X,O,O,O,O,X,X
ZJISLTO,X,X,O,O,O,X,X
ZJISLOT,X,X,X,X,X,X,X
ZJISOTL,X,O,X,X,X,X,X
ZJISOLT,X,X,X,X,X,X,X
ZJIOTLS,X,O,X,X,X,X,X
ZJIOTSL,X,O,O,O,X,X,X
ZJIOLTS,X,O,O,O,X,X,X
ZJIOLST,X,X,X,O,X,X,X
ZJIOSTL,X,O,X,X,X,X,X
ZJIOSLT,X,X,X,X,X,X,X
ZJLTISO,X,O,O,O,X,X,X
ZJLTIOS,X,O,O,O,X,X,X
ZJLTSIO,X,O,O,O,X,X,X
ZJLTSOI,X,O,O,O,X,X,X
ZJLTOIS,X,O,O,O,X,X,X
ZJLTOSI,X,O,O,O,X,X,X
ZJLITSO,X,O,O,O,X,X,X
ZJLITOS,X,O,O,O,X,X,X
ZJLISTO,X,X,O,O,X,X,X
ZJLISOT,X,X,X,X,X,X,X
ZJLIOTS,X,O,O,O,X,X,X
ZJLIOST,X,X,X,O,X,X,X
ZJLSTIO,X,O,O,O,X,X,X
ZJLSTOI,X,O,O,O,X,X,X
ZJLSITO,X,X,O,O,X,X,X
ZJLSIOT,X,X,X,X,X,X,X
ZJLSOTI,X,O,O,O,X,X,X
ZJLSOIT,X,X,X,O,X,X,X
ZJLOTIS,X,O,O,O,X,X,X
ZJLOTSI,X,O,O,O,X,X,X
ZJLOITS,X,O,O,O,X,X,X
ZJLOIST,X,X,X,O,X,X,X
ZJLOSTI,X,O,O,O,X,X,X
ZJLOSIT,X,X,X,O,X,X,X
ZJSTILO,X,O,O,O,O,X,X
ZJSTIOL,X,O,O,O,O,X,X
ZJSTLIO,X,O,O,O,O,X,X
ZJSTLOI,X,O,O,O,O,X,X
ZJSTOIL,X,O,O,O,O,X,X
ZJSTOLI,X,O,O,O,O,X,X
ZJSITLO,X,O,O,O,O,X,X
ZJSITOL,X,O,O,O,O,X,X
ZJSILTO,X,X,O,O,O,X,X
ZJSILOT,X,X,X,X,X,X,X
ZJSIOTL,X,O,X,X,X,X,X
ZJSIOLT,X,X,X,X,X,X,X
ZJSLTIO,X,O,O,O,O,X,X
ZJSLTOI,X,O,O,O,O,X,X
ZJSLITO,X,X,O,O,O,X,X
ZJSLIOT,X,X,X,X,X,X,X
ZJSLOTI,X,O,O,O,O,X,X
ZJSLOIT,X,X,X,O,O,X,X
ZJSOTIL,X,O,O,O,O,X,X
ZJSOTLI,X,O,O,O,O,X,X
ZJSOITL,X,O,X,X,O,X,X
ZJSOILT,X,X,X,X,O,X,X
ZJSOLTI,X,O,O,O,O,X,X
ZJSOLIT,X,X,X,O,O,X,X
ZJOTILS,X,O,X,X,O,X,X
ZJOTISL,X,O,O,O,O,X,X
ZJOTLIS,X,O,O,O,O,X,X
ZJOTLSI,X,O,O,O,O,X,X
ZJOTSIL,X,O,O,O,O,X,X
ZJOTSLI,X,O,O,O,O,X,X
ZJOITLS,X,O,X,X,O,X,X
ZJOITSL,X,O,O,O,O,X,X
ZJOILTS,X,O,O,O,X,X,X
ZJOILST,X,X,X,O,X,X,X
ZJOISTL,X,O,X,X,O,X,X
ZJOISLT,X,X,X,X,O,X,X
ZJOLTIS,X,O,O,O,X,X,X
ZJOLTSI,X,O,O,O,X,X,X
ZJOLITS,X,O,O,O,X,X,X
ZJOLIST,X,X,X,O,X,X,X
ZJOLSTI,X,O,O,O,X,X,X
ZJOLSIT,X,X,X,O,X,X,X
ZJOSTIL,X,O,O,O,O,X,X
ZJOSTLI,X,O,O,O,O,X,X
ZJOSITL,X,O,X,X,O,X,X
ZJOSILT,X,X,X,X,O,X,X
ZJOSLTI,X,O,O,O,O,X,X
ZJOSLIT,X,X,X,O,O,X,X
ZSTILJO,O,O,O,O,O,O,O
ZSTILOJ,O,O,O,O,O,O,O
ZSTIJLO,O,O,O,O,O,O,O
ZSTIJOL,O,O,O,O,O,O,O
ZSTIOLJ,O,O,X,X,O,O,O
ZSTIOJL,O,O,O,O,O,O,O
ZSTLIJO,O,O,O,O,O,O,O
ZSTLIOJ,O,O,O,O,O,O,O
ZSTLJIO,O,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O,O
ZSTLOIJ,O,O,O,O,O,O,O
ZSTLOJI,O,O,O,O,O,O,O
ZSTJILO,O,O,O,O,O,O,O
ZSTJIOL,O,O,O,O,O,O,O
ZSTJLIO,O,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O,O
ZSTJOIL,O,O,O,O,O,O,O
ZSTJOLI,O,O,O,O,O,O,O
ZSTOILJ,O,O,X,X,O,O,O
ZSTOIJL,O,O,O,O,O,O,O
ZSTOLIJ,O,O,O,O,O,O,O
ZSTOLJI,O,O,O,O,O,O,O
ZSTOJIL,O,O,O,O,O,O,O
ZSTOJLI,O,O,O,O,O,O,O
ZSITLJO,O,O,O,O,X,O,O
ZSITLOJ,O,O,O,O,X,O,O
ZSITJLO,O,O,O,O,X,O,O
ZSITJOL,O,O,O,O,X,O,O
ZSITOLJ,O,O,X,X,X,O,O
ZSITOJL,O,O,O,O,X,O,O
ZSILTJO,O,X,O,O,X,O,O
ZSILTOJ,O,X,O,O,X,O,O
ZSILJTO,O,X,O,O,X,O,X
ZSILJOT,O,X,X,X,X,X,X
ZSILOTJ,O,X,X,X,X,X,O
ZSILOJT,O,X,X,X,X,X,X
ZSIJTLO,O,O,O,O,X,O,X
ZSIJTOL,O,O,O,O,X,O,X
ZSIJLTO,O,X,O,O,X,O,X
ZSIJLOT,O,X,X,X,X,X,X
ZSIJOTL,X,O,X,X,X,X,X
ZSIJOLT,X,X,X,X,X,X,X
ZSIOTLJ,X,O,X,X,X,O,O
ZSIOTJL,X,O,X,X,X,O,O
ZSIOLTJ,X,X,X,X,X,O,O
ZSIOLJT,X,X,X,X,X,O,X
ZSIOJTL,X,O,X,X,X,O,X
ZSIOJLT,X,X,X,X,X,O,X
ZSLTIJO,O,O,O,O,O,O,O
ZSLTIOJ,O,O,O,O,O,O,O
ZSLTJIO,O,O,O,O,O,O,O
ZSLTJOI,O,O,O,O,O,O,O
ZSLTOIJ,O,O,O,O,O,O,O
ZSLTOJI,O,O,O,O,O,O,O
ZSLITJO,O,X,O,O,X,O,O
ZSLITOJ,O,X,O,O,X,O,O
ZSLIJTO,O,X,O,O,X,O,X
ZSLIJOT,O,X,X,X,X,X,X
ZSLIOTJ,O,X,X,X,X,X,O
ZSLIOJT,O,X,X,X,X,X,X
ZSLJTIO,O,O,O,O,O,O,X
ZSLJTOI,O,O,O,O,O,O,X
ZSLJITO,O,X,O,O,O,O,X
ZSLJIOT,O,X,X,X,X,X,X
ZSLJOTI,O,O,O,O,O,X,X
ZSLJOIT,O,X,X,O,O,X,X
ZSLOTIJ,O,O,O,O,X,O,O
ZSLOTJI,O,O,O,O,X,O,O
ZSLOITJ,O,X,X,O,X,O,O
ZSLOIJT,O,X,X,O,X,O,X
ZSLOJTI,O,O,O,O,X,O,X
ZSLOJIT,O,X,X,O,X,O,X
ZSJTILO,O,O,O,O,O,O,X
ZSJTIOL,O,O,O,O,O,O,X
ZSJTLIO,O,O,O,O,O,O,X
ZSJTLOI,O,O,O,O,O,O,X
ZSJTOIL,O,O,O,O,O,O,X
ZSJTOLI,O,O,O,O,O,O,X
ZSJITLO,O,O,O,O,O,O,X
ZSJITOL,O,O,O,O,O,O,X
ZSJILTO,O,X,O,O,O,O,X
ZSJILOT,O,X,X,X,X,X,X
ZSJIOTL,X,O,X,X,X,X,X
ZSJIOLT,X,X,X,X,X,X,X
ZSJLTIO,O,O,O,O,O,O,X
ZSJLTOI,O,O,O,O,O,O,X
ZSJLITO,O,X,O,O,O,O,X
ZSJLIOT,O,X,X,X,X,X,X
ZSJLOTI,O,O,O,O,O,X,X
ZSJLOIT,O,X,X,O,O,X,X
ZSJOTIL,O,O,O,O,O,X,X
ZSJOTLI,O,O,O,O,O,X,X
ZSJOITL,X,O,X,X,O,X,X
ZSJOILT,X,X,X,X,O,X,X
ZSJOLTI,O,O,O,O,O,X,X
ZSJOLIT,O,X,X,O,O,X,X
ZSOTILJ,O,O,X,X,X,O,O
ZSOTIJL,O,O,O,O,O,O,O
ZSOTLIJ,O,O,O,O,X,O,O
ZSOTLJI,O,O,O,O,O,O,O
ZSOTJIL,O,O,O,O,O,O,O
ZSOTJLI,O,O,O,O,O,O,O
ZSOITLJ,X,O,X,X,X,O,O
ZSOITJL,X,O,X,X,X,O,O
ZSOILTJ,X,X,X,X,X,O,O
ZSOILJT,X,X,X,X,X,O,X
ZSOIJTL,X,O,X,X,X,O,X
ZSOIJLT,X,X,X,X,X,O,X
ZSOLTIJ,O,O,O,O,X,O,O
ZSOLTJI,O,O,O,O,X,O,O
ZSOLITJ,O,X,X,O,X,O,O
ZSOLIJT,O,X,X,O,X,O,X
ZSOLJTI,O,O,O,O,X,O,X
ZSOLJIT,O,X,X,O,X,O,X
ZSOJTIL,O,O,O,O,O,O,X
ZSOJTLI,O,O,O,O,O,O,X
ZSOJITL,X,O,X,X,O,O,X
ZSOJILT,X,X,X,X,O,O,X
ZSOJLTI,O,O,O,O,O,O,X
ZSOJLIT,O,X,X,O,O,O,X
ZOTILJS,O,O,X,X,O,O,X
ZOTILSJ,O,O,X,X,X,O,O
ZOTIJLS,X,O,X,X,O,O,X
ZOTIJSL,X,O,O,O,O,O,O
ZOTISLJ,O,O,X,X,X,O,O
ZOTISJL,O,O,O,O,O,O,O
ZOTLIJS,O,O,O,O,O,O,X
ZOTLISJ,O,O,O,O,X,O,O
ZOTLJIS,O,O,O,O,O,O,X
ZOTLJSI,O,O,O,O,O,O,X
ZOTLSIJ,O,O,O,O,X,O,O
ZOTLSJI,O,O,O,O,O,O,O
ZOTJILS,X,O,X,X,O,O,X
ZOTJISL,X,O,O,O,O,O,O
ZOTJLIS,O,O,O,O,O,O,X
ZOTJLSI,O,O,O,O,O,O,X
ZOTJSIL,O,O,O,O,O,O,O
ZOTJSLI,O,O,O,O,O,O,O
ZOTSILJ,O,O,X,X,X,O,O
ZOTSIJL,O,O,O,O,O,O,O
ZOTSLIJ,O,O,O,O,X,O,O
ZOTSLJI,O,O,O,O,O,O,O
ZOTSJIL,O,O,O,O,O,O,O
ZOTSJLI,O,O,O,O,O,O,O
ZOITLJS,X,O,X,X,O,X,X
ZOITLSJ,X,O,X,X,X,X,O
ZOITJLS,X,O,X,X,O,X,X
ZOITJSL,X,O,O,O,O,X,O
ZOITSLJ,X,O,X,X,X,X,O
ZOITSJL,X,O,O,O,O,X,O
ZOILTJS,X,O,O,O,X,X,X
ZOILTSJ,X,O,O,O,X,X,X
ZOILJTS,X,O,O,O,X,X,X
ZOILJST,X,X,X,O,X,X,X
ZOILSTJ,X,X,X,O,X,X,X
ZOILSJT,X,X,X,O,X,X,X
ZOIJTLS,X,O,X,X,O,X,X
ZOIJTSL,X,O,O,O,O,X,X
ZOIJLTS,X,O,O,O,X,X,X
ZOIJLST,X,X,X,O,X,X,X
ZOIJSTL,X,O,X,X,O,X,X
ZOIJSLT,X,X,X,X,O,X,X
ZOISTLJ,X,O,X,X,X,X,O
ZOISTJL,X,O,X,X,X,X,O
ZOISLTJ,X,X,X,X,X,X,O
ZOISLJT,X,X,X,X,X,X,X
ZOISJTL,X,O,X,X,X,X,X
ZOISJLT,X,X,X,X,X,X,X
ZOLTIJS,O,O,O,O,X,O,X
ZOLTISJ,O,O,O,O,X,O,X
ZOLTJIS,O,O,O,O,X,O,X
ZOLTJSI,O,O,O,O,X,O,X
ZOLTSIJ,O,O,O,O,X,O,X
ZOLTSJI,O,O,O,O,X,O,X
ZOLITJS,O,O,O,O,X,X,X
ZOLITSJ,O,O,O,O,X,X,X
ZOLIJTS,X,O,O,O,X,X,X
ZOLIJST,X,X,X,O,X,X,X
ZOLISTJ,O,X,X,O,X,X,X
ZOLISJT,O,X,X,O,X,X,X
ZOLJTIS,X,O,O,O,X,O,X
ZOLJTSI,X,O,O,O,X,O,X
ZOLJITS,X,O,O,O,X,O,X
ZOLJIST,X,X,X,O,X,X,X
ZOLJSTI,X,O,O,O,X,O,X
ZOLJSIT,X,X,X,O,X,O,X
ZOLSTIJ,O,O,O,O,X,O,X
ZOLSTJI,O,O,O,O,X,O,X
ZOLSITJ,O,X,X,O,X,O,X
ZOLSIJT,O,X,X,O,X,O,X
ZOLSJTI,O,O,O,O,X,O,X
ZOLSJIT,O,X,X,O,X,O,X
ZOJTILS,X,O,X,X,O,O,X
ZOJTISL,X,O,O,O,O,O,X
ZOJTLIS,X,O,O,O,O,O,X
ZOJTLSI,X,O,O,O,O,O,X
ZOJTSIL,X,O,O,O,O,O,X
ZOJTSLI,X,O,O,O,O,O,X
ZOJITLS,X,O,X,X,O,O,X
ZOJITSL,X,O,O,O,O,O,X
ZOJILTS,X,O,O,O,X,O,X
ZOJILST,X,X,X,O,X,X,X
ZOJISTL,X,O,X,X,O,X,X
ZOJISLT,X,X,X,X,O,X,X
ZOJLTIS,X,O,O,O,X,O,X
ZOJLTSI,X,O,O,O,X,O,X
ZOJLITS,X,O,O,O,X,O,X
ZOJLIST,X,X,X,O,X,X,X
ZOJLSTI,X,O,O,O,X,O,X
ZOJLSIT,X,X,X,O,X,O,X
ZOJSTIL,X,O,O,O,O,O,X
ZOJSTLI,X,O,O,O,O,O,X
ZOJSITL,X,O,X,X,O,O,X
ZOJSILT,X,X,X,X,O,O,X
ZOJSLTI,X,O,O,O,O,O,X
ZOJSLIT,X,X,X,O,O,O,X
ZOSTILJ,O,O,X,X,X,O,O
ZOSTIJL,O,O,O,O,O,O,O
ZOSTLIJ,O,O,O,O,X,O,O
ZOSTLJI,O,O,O,O,O,O,O
ZOSTJIL,O,O,O,O,O,O,O
ZOSTJLI,O,O,O,O,O,O,O
ZOSITLJ,X,O,X,X,X,O,O
ZOSITJL,X,O,X,X,X,O,O
ZOSILTJ,X,X,X,X,X,O,O
ZOSILJT,X,X,X,X,X,O,X
ZOSIJTL,X,O,X,X,X,O,X
ZOSIJLT,X,X,X,X,X,O,X
ZOSLTIJ,O,O,O,O,X,O,O
ZOSLTJI,O,O,O,O,X,O,O
ZOSLITJ,O,X,X,O,X,O,O
ZOSLIJT,O,X,X,O,X,O,X
ZOSLJTI,O,O,O,O,X,O,X
ZOSLJIT,O,X,X,O,X,O,X
ZOSJTIL,O,O,O,O,O,O,X
ZOSJTLI,O,O,O,O,O,O,X
ZOSJITL,X,O,X,X,O,O,X
ZOSJILT,X,X,X,X,O,O,X
