sequence,v115@RhA8EeC8AeC8BeE8JeT/IvhFelB5lBihB3iB9oBcrB,v115@RhA8EeC8AeC8BeE8Je/EJvhFZmBtmB0iB6oBTlBGqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oB2qBzqB,v115@RhA8EeC8AeC8BeE8Je/EJvhFRgBtmB0iB6oBTlBerB,v115@RhA8EeC8AeC8BeE8Jem/IvhFRhB3iB9oB0kBqqBTrB,v115@RhA8EeC8AeC8BeE8Jex/IvhFylBumB3iB9oB0kBzqB,v115@RhA8EeC8AeC8BeE8Jem/IvhF5lB3iB9oB0kBTmBirB
JLSZTIO,X,O,O,O,X,X,X
JLSZTOI,X,O,O,O,X,X,X
JLSZITO,X,X,O,O,X,X,X
JLSZIOT,X,X,X,X,X,X,X
JLSZOTI,X,O,O,O,X,X,X
JLSZOIT,X,X,X,O,X,X,X
JLSOTIZ,X,O,O,O,X,X,X
JLSOTZI,X,O,O,O,X,X,X
JLSOITZ,X,O,O,O,X,X,X
JLSOIZT,X,X,X,O,X,X,X
JLSOZTI,X,O,O,O,X,X,X
JLSOZIT,X,X,X,O,X,X,X
JLZTISO,O,O,O,O,O,O,X
JLZTIOS,O,O,X,O,O,O,X
JLZTSIO,O,O,O,O,O,O,X
JLZTSOI,O,O,O,O,O,O,X
JLZTOIS,O,O,X,O,O,O,X
JLZTOSI,O,O,O,O,O,O,X
JLZITSO,O,X,O,X,O,O,X
JLZITOS,O,X,X,X,O,O,X
JLZISTO,O,X,O,X,O,O,X
JLZISOT,O,X,X,X,X,X,X
JLZIOTS,O,X,X,X,O,O,X
JLZIOST,O,X,X,X,O,X,X
JLZSTIO,O,O,O,O,O,O,X
JLZSTOI,O,O,O,O,O,O,X
JLZSITO,O,X,O,O,O,O,X
JLZSIOT,O,X,X,X,X,X,X
JLZSOTI,O,O,O,O,O,X,X
JLZSOIT,O,X,X,O,O,X,X
JLZOTIS,O,O,X,O,O,O,X
JLZOTSI,O,O,O,O,O,O,X
JLZOITS,O,X,X,X,O,O,X
JLZOIST,O,X,X,X,O,O,X
JLZOSTI,O,O,O,O,O,O,X
JLZOSIT,O,X,X,O,O,O,X
JLOTISZ,O,O,X,O,O,O,X
JLOTIZS,O,O,X,O,O,O,X
JLOTSIZ,O,O,O,O,O,O,X
JLOTSZI,O,O,O,O,O,O,X
JLOTZIS,O,O,X,O,O,O,X
JLOTZSI,O,O,O,O,O,O,X
JLOITSZ,O,O,X,O,O,O,X
JLOITZS,O,O,X,O,O,O,X
JLOISTZ,X,O,X,O,X,O,X
JLOISZT,X,X,X,O,X,X,X
JLOIZTS,O,X,X,X,O,O,X
JLOIZST,O,X,X,X,O,O,X
JLOSTIZ,X,O,O,O,X,O,X
JLOSTZI,X,O,O,O,X,O,X
JLOSITZ,X,O,O,O,X,O,X
JLOSIZT,X,X,X,O,X,X,X
JLOSZTI,X,O,O,O,X,O,X
JLOSZIT,X,X,X,O,X,O,X
JLOZTIS,O,O,X,O,O,O,X
JLOZTSI,O,O,O,O,O,O,X
JLOZITS,O,X,X,X,O,O,X
JLOZIST,O,X,X,X,O,O,X
JLOZSTI,O,O,O,O,O,O,X
JLOZSIT,O,X,X,O,O,O,X
JSTILZO,O,O,O,O,X,X,X
JSTILOZ,O,O,O,O,X,X,X
JSTIZLO,O,O,O,O,X,O,X
JSTIZOL,O,O,O,O,X,O,X
JSTIOLZ,O,O,O,O,X,O,X
JSTIOZL,O,O,O,O,X,O,X
JSTLIZO,O,O,O,O,X,X,X
JSTLIOZ,O,O,O,O,X,X,X
JSTLZIO,O,O,O,O,X,O,X
JSTLZOI,O,O,O,O,X,O,X
JSTLOIZ,O,O,O,O,X,O,X
JSTLOZI,O,O,O,O,X,O,X
JSTZILO,O,O,O,O,X,O,X
JSTZIOL,O,O,O,O,X,O,X
JSTZLIO,O,O,O,O,X,O,X
JSTZLOI,O,O,O,O,X,O,X
JSTZOIL,O,O,O,O,X,O,X
JSTZOLI,O,O,O,O,X,O,X
JSTOILZ,O,O,O,O,X,O,X
JSTOIZL,O,O,O,O,X,O,X
JSTOLIZ,O,O,O,O,X,O,X
JSTOLZI,O,O,O,O,X,O,X
JSTOZIL,O,O,O,O,X,O,X
JSTOZLI,O,O,O,O,X,O,X
JSITLZO,O,O,O,O,X,X,X
JSITLOZ,O,O,O,O,X,X,X
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,O,O,O,O,X,X,X
JSITOZL,O,O,O,O,X,X,X
JSILTZO,X,O,O,O,X,X,X
JSILTOZ,X,O,O,O,X,X,X
JSILZTO,X,X,O,O,X,X,X
JSILZOT,X,X,X,X,X,X,X
JSILOTZ,X,O,O,O,X,X,X
JSILOZT,X,X,X,O,X,X,X
JSIZTLO,O,X,O,O,X,X,X
JSIZTOL,O,X,O,O,X,X,X
JSIZLTO,O,X,O,O,X,X,X
JSIZLOT,O,X,X,X,X,X,X
JSIZOTL,O,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X
JSIOTLZ,O,O,O,O,X,X,X
JSIOTZL,O,O,O,O,X,X,X
JSIOLTZ,X,O,O,O,X,X,X
JSIOLZT,X,X,X,O,X,X,X
JSIOZTL,O,X,X,O,X,X,X
JSIOZLT,O,X,X,O,X,X,X
JSLTIZO,X,O,O,O,X,X,X
JSLTIOZ,X,O,O,O,X,X,X
JSLTZIO,X,O,O,O,X,X,X
JSLTZOI,X,O,O,O,X,X,X
JSLTOIZ,X,O,O,O,X,X,X
JSLTOZI,X,O,O,O,X,X,X
JSLITZO,X,O,O,O,X,X,X
JSLITOZ,X,O,O,O,X,X,X
JSLIZTO,X,X,O,O,X,X,X
JSLIZOT,X,X,X,X,X,X,X
JSLIOTZ,X,O,O,O,X,X,X
JSLIOZT,X,X,X,O,X,X,X
JSLZTIO,X,O,O,O,X,X,X
JSLZTOI,X,O,O,O,X,X,X
JSLZITO,X,X,O,O,X,X,X
JSLZIOT,X,X,X,X,X,X,X
JSLZOTI,X,O,O,O,X,X,X
JSLZOIT,X,X,X,O,X,X,X
JSLOTIZ,X,O,O,O,X,X,X
JSLOTZI,X,O,O,O,X,X,X
JSLOITZ,X,O,O,O,X,X,X
JSLOIZT,X,X,X,O,X,X,X
JSLOZTI,X,O,O,O,X,X,X
JSLOZIT,X,X,X,O,X,X,X
JSZTILO,O,O,O,O,X,O,X
JSZTIOL,O,O,O,O,X,O,X
JSZTLIO,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,X,O,X
JSZTOIL,O,O,O,O,X,O,X
JSZTOLI,O,O,O,O,X,O,X
JSZITLO,O,X,O,O,X,O,X
JSZITOL,O,X,O,O,X,O,X
JSZILTO,O,X,O,O,X,O,X
JSZILOT,O,X,X,X,X,X,X
JSZIOTL,O,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X
JSZLTIO,O,O,O,O,X,O,X
JSZLTOI,O,O,O,O,X,O,X
JSZLITO,O,X,O,O,X,O,X
JSZLIOT,O,X,X,X,X,X,X
JSZLOTI,O,O,O,O,X,X,X
JSZLOIT,O,X,X,O,X,X,X
JSZOTIL,O,O,O,O,X,O,X
JSZOTLI,O,O,O,O,X,O,X
JSZOITL,O,X,X,O,X,O,X
JSZOILT,O,X,X,O,X,O,X
JSZOLTI,O,O,O,O,X,O,X
JSZOLIT,O,X,X,O,X,O,X
JSOTILZ,O,O,O,O,X,O,X
JSOTIZL,O,O,O,O,X,O,X
JSOTLIZ,O,O,O,O,X,O,X
JSOTLZI,O,O,O,O,X,O,X
JSOTZIL,O,O,O,O,X,O,X
JSOTZLI,O,O,O,O,X,O,X
JSOITLZ,O,O,O,O,X,X,X
JSOITZL,O,O,O,O,X,X,X
JSOILTZ,X,O,O,O,X,X,X
JSOILZT,X,X,X,O,X,X,X
JSOIZTL,O,X,X,O,X,X,X
JSOIZLT,O,X,X,O,X,X,X
JSOLTIZ,X,O,O,O,X,O,X
JSOLTZI,X,O,O,O,X,O,X
JSOLITZ,X,O,O,O,X,O,X
JSOLIZT,X,X,X,O,X,X,X
JSOLZTI,X,O,O,O,X,O,X
JSOLZIT,X,X,X,O,X,O,X
JSOZTIL,O,O,O,O,X,O,X
JSOZTLI,O,O,O,O,X,O,X
JSOZITL,O,X,X,O,X,O,X
JSOZILT,O,X,X,O,X,O,X
JSOZLTI,O,O,O,O,X,O,X
JSOZLIT,O,X,X,O,X,O,X
JZTILSO,O,O,O,O,O,O,O
JZTILOS,O,O,X,O,O,O,O
JZTISLO,O,O,O,O,O,O,O
JZTISOL,O,O,O,O,O,O,O
JZTIOLS,O,O,X,O,X,O,O
JZTIOSL,O,O,X,O,X,O,O
JZTLISO,O,O,O,O,O,O,O
JZTLIOS,O,O,X,O,O,O,O
JZTLSIO,O,O,O,O,O,O,O
JZTLSOI,O,O,O,O,O,O,O
JZTLOIS,O,O,X,O,O,O,O
JZTLOSI,O,O,O,O,O,O,O
JZTSILO,O,O,O,O,O,O,O
JZTSIOL,O,O,O,O,O,O,O
JZTSLIO,O,O,O,O,O,O,O
JZTSLOI,O,O,O,O,O,O,O
JZTSOIL,O,O,O,O,O,O,O
JZTSOLI,O,O,O,O,O,O,O
JZTOILS,O,O,X,O,X,O,O
JZTOISL,O,O,X,O,X,O,O
JZTOLIS,O,O,X,O,O,O,O
JZTOLSI,O,O,O,O,O,O,O
JZTOSIL,O,O,O,O,O,O,O
JZTOSLI,O,O,O,O,O,O,O
JZITLSO,O,X,O,X,O,O,O
JZITLOS,O,X,X,X,O,O,O
JZITSLO,O,X,O,X,O,O,O
JZITSOL,O,X,O,X,O,O,O
JZITOLS,O,X,X,X,X,O,O
JZITOSL,O,X,X,X,X,O,O
JZILTSO,O,X,O,X,O,O,O
JZILTOS,O,X,X,X,O,O,O
JZILSTO,O,X,O,X,O,O,X
JZILSOT,O,X,X,X,X,X,X
JZILOTS,O,X,X,X,O,O,O
JZILOST,O,X,X,X,O,X,X
JZISTLO,O,X,O,X,X,O,O
JZISTOL,O,X,O,X,X,O,O
JZISLTO,O,X,O,X,X,O,X
JZISLOT,O,X,X,X,X,X,X
JZISOTL,O,X,X,X,X,X,O
JZISOLT,O,X,X,X,X,X,X
JZIOTLS,O,X,X,X,X,O,O
JZIOTSL,O,X,X,X,X,O,O
JZIOLTS,O,X,X,X,X,O,O
JZIOLST,O,X,X,X,X,O,X
JZIOSTL,O,X,X,X,X,O,O
JZIOSLT,O,X,X,X,X,O,X
JZLTISO,O,O,O,O,O,O,O
JZLTIOS,O,O,X,O,O,O,O
JZLTSIO,O,O,O,O,O,O,O
JZLTSOI,O,O,O,O,O,O,O
JZLTOIS,O,O,X,O,O,O,O
JZLTOSI,O,O,O,O,O,O,O
JZLITSO,O,X,O,X,O,O,O
JZLITOS,O,X,X,X,O,O,O
JZLISTO,O,X,O,X,O,O,X
JZLISOT,O,X,X,X,X,X,X
JZLIOTS,O,X,X,X,O,O,O
JZLIOST,O,X,X,X,O,X,X
JZLSTIO,O,O,O,O,O,O,X
JZLSTOI,O,O,O,O,O,O,X
JZLSITO,O,X,O,O,O,O,X
JZLSIOT,O,X,X,X,X,X,X
JZLSOTI,O,O,O,O,O,X,X
JZLSOIT,O,X,X,O,O,X,X
JZLOTIS,O,O,X,O,O,O,O
JZLOTSI,O,O,O,O,O,O,O
JZLOITS,O,X,X,X,O,O,O
JZLOIST,O,X,X,X,O,O,X
JZLOSTI,O,O,O,O,O,O,X
JZLOSIT,O,X,X,O,O,O,X
JZSTILO,O,O,O,O,O,O,O
JZSTIOL,O,O,O,O,O,O,O
JZSTLIO,O,O,O,O,O,O,O
JZSTLOI,O,O,O,O,O,O,O
JZSTOIL,O,O,O,O,O,O,O
JZSTOLI,O,O,O,O,O,O,O
JZSITLO,O,X,O,O,X,O,O
JZSITOL,O,X,O,O,X,O,O
JZSILTO,O,X,O,O,X,O,X
JZSILOT,O,X,X,X,X,X,X
JZSIOTL,O,X,X,X,X,X,O
JZSIOLT,O,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,O,X
JZSLTOI,O,O,O,O,O,O,X
JZSLITO,O,X,O,O,O,O,X
JZSLIOT,O,X,X,X,X,X,X
JZSLOTI,O,O,O,O,O,X,X
JZSLOIT,O,X,X,O,O,X,X
JZSOTIL,O,O,O,O,X,O,O
JZSOTLI,O,O,O,O,X,O,O
JZSOITL,O,X,X,O,X,O,O
JZSOILT,O,X,X,O,X,O,X
JZSOLTI,O,O,O,O,X,O,X
JZSOLIT,O,X,X,O,X,O,X
JZOTILS,O,O,X,O,X,O,O
JZOTISL,O,O,X,O,X,O,O
JZOTLIS,O,O,X,O,O,O,O
JZOTLSI,O,O,O,O,O,O,O
JZOTSIL,O,O,O,O,O,O,O
JZOTSLI,O,O,O,O,O,O,O
JZOITLS,O,X,X,X,X,O,O
JZOITSL,O,X,X,X,X,O,O
JZOILTS,O,X,X,X,X,O,O
JZOILST,O,X,X,X,X,O,X
JZOISTL,O,X,X,X,X,O,O
JZOISLT,O,X,X,X,X,O,X
JZOLTIS,O,O,X,O,O,O,O
JZOLTSI,O,O,O,O,O,O,O
JZOLITS,O,X,X,X,O,O,O
JZOLIST,O,X,X,X,O,O,X
JZOLSTI,O,O,O,O,O,O,X
JZOLSIT,O,X,X,O,O,O,X
JZOSTIL,O,O,O,O,X,O,O
JZOSTLI,O,O,O,O,X,O,O
JZOSITL,O,X,X,O,X,O,O
JZOSILT,O,X,X,O,X,O,X
JZOSLTI,O,O,O,O,X,O,X
JZOSLIT,O,X,X,O,X,O,X
JOTILSZ,O,O,X,O,O,O,X
JOTILZS,O,O,X,O,O,O,X
JOTISLZ,O,O,X,O,O,O,X
JOTISZL,O,O,X,O,X,O,O
JOTIZLS,O,O,X,O,X,O,O
JOTIZSL,O,O,X,O,X,O,O
JOTLISZ,O,O,X,O,O,O,X
JOTLIZS,O,O,X,O,O,O,X
JOTLSIZ,O,O,O,O,O,O,X
JOTLSZI,O,O,O,O,O,O,X
JOTLZIS,O,O,X,O,O,O,X
JOTLZSI,O,O,O,O,O,O,X
JOTSILZ,O,O,O,O,O,O,X
JOTSIZL,O,O,O,O,X,O,O
JOTSLIZ,O,O,O,O,O,O,X
JOTSLZI,O,O,O,O,O,O,X
JOTSZIL,O,O,O,O,X,O,O
JOTSZLI,O,O,O,O,O,O,O
JOTZILS,O,O,X,O,X,O,O
JOTZISL,O,O,X,O,X,O,O
JOTZLIS,O,O,X,O,O,O,O
JOTZLSI,O,O,O,O,O,O,O
JOTZSIL,O,O,O,O,X,O,O
JOTZSLI,O,O,O,O,O,O,O
JOITLSZ,O,O,X,O,O,O,X
JOITLZS,O,O,X,O,O,O,X
JOITSLZ,O,O,X,O,O,O,X
JOITSZL,O,O,X,O,X,O,O
JOITZLS,O,O,X,O,X,O,O
JOITZSL,O,O,X,O,X,O,O
JOILTSZ,O,O,X,O,O,O,X
JOILTZS,O,O,X,O,O,O,X
JOILSTZ,X,O,X,O,X,O,X
JOILSZT,X,X,X,O,X,X,X
JOILZTS,O,X,X,X,O,O,X
JOILZST,O,X,X,X,O,O,X
JOISTLZ,O,O,X,O,X,X,X
JOISTZL,O,O,X,O,X,X,X
JOISLTZ,X,O,X,O,X,X,X
JOISLZT,X,X,X,O,X,X,X
JOISZTL,O,X,X,O,X,X,X
JOISZLT,O,X,X,O,X,X,X
JOIZTLS,O,X,X,X,X,O,O
JOIZTSL,O,X,X,X,X,O,O
JOIZLTS,O,X,X,X,X,O,O
JOIZLST,O,X,X,X,X,O,X
JOIZSTL,O,X,X,X,X,O,O
JOIZSLT,O,X,X,X,X,O,X
JOLTISZ,O,O,X,O,O,O,X
JOLTIZS,O,O,X,O,O,O,X
JOLTSIZ,O,O,O,O,O,O,X
JOLTSZI,O,O,O,O,O,O,X
JOLTZIS,O,O,X,O,O,O,X
JOLTZSI,O,O,O,O,O,O,X
JOLITSZ,O,O,X,O,O,O,X
JOLITZS,O,O,X,O,O,O,X
JOLISTZ,X,O,X,O,X,O,X
JOLISZT,X,X,X,O,X,X,X
JOLIZTS,O,X,X,X,O,O,X
JOLIZST,O,X,X,X,O,O,X
JOLSTIZ,X,O,O,O,X,O,X
JOLSTZI,X,O,O,O,X,O,X
JOLSITZ,X,O,O,O,X,O,X
JOLSIZT,X,X,X,O,X,X,X
JOLSZTI,X,O,O,O,X,O,X
JOLSZIT,X,X,X,O,X,O,X
JOLZTIS,O,O,X,O,O,O,X
JOLZTSI,O,O,O,O,O,O,X
JOLZITS,O,X,X,X,O,O,X
JOLZIST,O,X,X,X,O,O,X
JOLZSTI,O,O,O,O,O,O,X
JOLZSIT,O,X,X,O,O,O,X
JOSTILZ,O,O,O,O,X,O,X
JOSTIZL,O,O,O,O,X,O,X
JOSTLIZ,O,O,O,O,X,O,X
JOSTLZI,O,O,O,O,X,O,X
JOSTZIL,O,O,O,O,X,O,X
JOSTZLI,O,O,O,O,X,O,X
JOSITLZ,O,O,O,O,X,X,X
JOSITZL,O,O,O,O,X,X,X
JOSILTZ,X,O,O,O,X,X,X
JOSILZT,X,X,X,O,X,X,X
JOSIZTL,O,X,X,O,X,X,X
JOSIZLT,O,X,X,O,X,X,X
JOSLTIZ,X,O,O,O,X,O,X
JOSLTZI,X,O,O,O,X,O,X
JOSLITZ,X,O,O,O,X,O,X
JOSLIZT,X,X,X,O,X,X,X
JOSLZTI,X,O,O,O,X,O,X
JOSLZIT,X,X,X,O,X,O,X
JOSZTIL,O,O,O,O,X,O,X
JOSZTLI,O,O,O,O,X,O,X
JOSZITL,O,X,X,O,X,O,X
JOSZILT,O,X,X,O,X,O,X
JOSZLTI,O,O,O,O,X,O,X
JOSZLIT,O,X,X,O,X,O,X
JOZTILS,O,O,X,O,X,O,O
JOZTISL,O,O,X,O,X,O,O
JOZTLIS,O,O,X,O,O,O,O
JOZTLSI,O,O,O,O,O,O,O
JOZTSIL,O,O,O,O,X,O,O
JOZTSLI,O,O,O,O,O,O,O
JOZITLS,O,X,X,X,X,O,O
JOZITSL,O,X,X,X,X,O,O
JOZILTS,O,X,X,X,X,O,O
JOZILST,O,X,X,X,X,O,X
JOZISTL,O,X,X,X,X,O,O
JOZISLT,O,X,X,X,X,O,X
JOZLTIS,O,O,X,O,O,O,O
JOZLTSI,O,O,O,O,O,O,O
JOZLITS,O,X,X,X,O,O,O
JOZLIST,O,X,X,X,O,O,X
JOZLSTI,O,O,O,O,O,O,X
JOZLSIT,O,X,X,O,O,O,X
JOZSTIL,O,O,O,O,X,O,O
JOZSTLI,O,O,O,O,X,O,O
JOZSITL,O,X,X,O,X,O,O
JOZSILT,O,X,X,O,X,O,X
JOZSLTI,O,O,O,O,X,O,X
JOZSLIT,O,X,X,O,X,O,X
STILJZO,O,O,O,O,O,X,X
STILJOZ,O,O,O,O,X,X,X
STILZJO,O,O,O,O,O,X,O
STILZOJ,O,O,O,O,O,X,O
STILOJZ,X,O,X,X,O,X,X
STILOZJ,X,O,O,O,O,X,O
STIJLZO,O,O,O,O,O,X,X
STIJLOZ,O,O,O,O,X,X,X
STIJZLO,O,O,O,O,O,O,O
STIJZOL,O,O,O,O,O,O,O
STIJOLZ,O,O,O,O,O,O,X
STIJOZL,O,O,O,O,X,O,O
STIZLJO,O,O,O,O,O,O,O
STIZLOJ,O,O,O,O,O,O,O
STIZJLO,O,O,O,O,O,O,O
STIZJOL,O,O,O,O,O,O,O
STIZOLJ,O,O,O,O,O,O,O
STIZOJL,O,O,X,X,O,O,O
STIOLJZ,X,O,X,X,O,O,X
STIOLZJ,X,O,O,O,O,O,O
STIOJLZ,O,O,X,X,O,O,X
STIOJZL,O,O,X,X,X,O,O
STIOZLJ,O,O,O,O,O,O,O
STIOZJL,O,O,X,X,O,O,O
STLIJZO,O,O,O,O,O,X,X
STLIJOZ,O,O,O,O,X,X,X
STLIZJO,O,O,O,O,O,X,O
STLIZOJ,O,O,O,O,O,X,O
STLIOJZ,X,O,X,X,O,X,X
STLIOZJ,X,O,O,O,O,X,O
STLJIZO,O,O,O,O,O,X,X
STLJIOZ,O,O,O,O,X,X,X
STLJZIO,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,O,O,X
STLJOZI,O,O,O,O,O,O,X
STLZIJO,O,O,O,O,O,O,O
STLZIOJ,O,O,O,O,O,O,O
STLZJIO,O,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O,O
STLZOIJ,O,O,O,O,O,O,O
STLZOJI,O,O,O,O,O,O,O
STLOIJZ,X,O,X,X,O,O,X
STLOIZJ,X,O,O,O,O,O,O
STLOJIZ,O,O,O,O,O,O,X
STLOJZI,O,O,O,O,O,O,X
STLOZIJ,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O,O
STJILZO,O,O,O,O,O,X,X
STJILOZ,O,O,O,O,X,X,X
STJIZLO,O,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O,O
STJIOLZ,O,O,O,O,O,O,X
STJIOZL,O,O,O,O,X,O,O
STJLIZO,O,O,O,O,O,X,X
STJLIOZ,O,O,O,O,X,X,X
STJLZIO,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,X
STJLOIZ,O,O,O,O,O,O,X
STJLOZI,O,O,O,O,O,O,X
STJZILO,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O,O
STJOILZ,O,O,O,O,O,O,X
STJOIZL,O,O,O,O,X,O,O
STJOLIZ,O,O,O,O,O,O,X
STJOLZI,O,O,O,O,O,O,X
STJOZIL,O,O,O,O,X,O,O
STJOZLI,O,O,O,O,O,O,O
STZILJO,O,O,O,O,O,O,O
STZILOJ,O,O,O,O,O,O,O
STZIJLO,O,O,O,O,O,O,O
STZIJOL,O,O,O,O,O,O,O
STZIOLJ,O,O,O,O,O,O,O
STZIOJL,O,O,X,X,O,O,O
STZLIJO,O,O,O,O,O,O,O
STZLIOJ,O,O,O,O,O,O,O
STZLJIO,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O
STZLOIJ,O,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O,O
STZJILO,O,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,O
STZOILJ,O,O,O,O,O,O,O
STZOIJL,O,O,X,X,O,O,O
STZOLIJ,O,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,O
STOILJZ,X,O,X,X,O,O,X
STOILZJ,X,O,O,O,O,O,O
STOIJLZ,O,O,X,X,O,O,X
STOIJZL,O,O,X,X,X,O,O
STOIZLJ,O,O,O,O,O,O,O
STOIZJL,O,O,X,X,O,O,O
STOLIJZ,X,O,X,X,O,O,X
STOLIZJ,X,O,O,O,O,O,O
STOLJIZ,O,O,O,O,O,O,X
STOLJZI,O,O,O,O,O,O,X
STOLZIJ,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O,O
STOJILZ,O,O,O,O,O,O,X
STOJIZL,O,O,O,O,X,O,O
STOJLIZ,O,O,O,O,O,O,X
STOJLZI,O,O,O,O,O,O,X
STOJZIL,O,O,O,O,X,O,O
STOJZLI,O,O,O,O,O,O,O
STOZILJ,O,O,O,O,O,O,O
STOZIJL,O,O,X,X,O,O,O
STOZLIJ,O,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O,O
STOZJIL,O,O,O,O,O,O,O
STOZJLI,O,O,O,O,O,O,O
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,X,X
SITLZJO,O,O,O,O,X,X,O
SITLZOJ,O,O,O,O,X,X,O
SITLOJZ,X,O,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,O
SITJLZO,O,O,O,O,X,X,X
SITJLOZ,O,O,O,O,X,X,X
SITJZLO,O,O,O,O,X,X,O
SITJZOL,O,O,O,O,X,X,O
SITJOLZ,O,O,O,O,X,X,X
SITJOZL,O,O,O,O,X,X,O
SITZLJO,O,O,O,O,X,X,O
SITZLOJ,O,O,O,O,X,X,O
SITZJLO,O,O,O,O,X,X,O
SITZJOL,O,O,O,O,X,X,O
SITZOLJ,O,O,O,O,X,X,O
SITZOJL,O,O,X,X,X,X,O
SITOLJZ,X,O,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,O
SITOJLZ,O,O,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,O
SITOZLJ,O,O,O,O,X,X,O
SITOZJL,O,O,X,X,X,X,O
SILTJZO,X,O,O,O,X,X,X
SILTJOZ,X,O,O,O,X,X,X
SILTZJO,X,O,O,O,X,X,X
SILTZOJ,X,O,O,O,X,X,X
SILTOJZ,X,O,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X
SILJTZO,X,O,O,O,X,X,X
SILJTOZ,X,O,O,O,X,X,X
SILJZTO,X,X,O,O,X,X,X
SILJZOT,X,X,X,X,X,X,X
SILJOTZ,X,O,O,O,X,X,X
SILJOZT,X,X,X,O,X,X,X
SILZTJO,X,O,O,O,X,X,X
SILZTOJ,X,O,O,O,X,X,X
SILZJTO,X,X,O,O,X,X,X
SILZJOT,X,X,X,X,X,X,X
SILZOTJ,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X
SILOTZJ,X,O,O,O,X,X,X
SILOJTZ,X,O,O,O,X,X,X
SILOJZT,X,X,X,O,X,X,X
SILOZTJ,X,O,X,X,X,X,X
SILOZJT,X,X,X,X,X,X,X
SIJTLZO,O,O,O,O,X,X,X
SIJTLOZ,O,O,O,O,X,X,X
SIJTZLO,O,O,O,O,X,X,X
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,O,O,O,O,X,X,X
SIJTOZL,O,O,O,O,X,X,X
SIJLTZO,X,O,O,O,X,X,X
SIJLTOZ,X,O,O,O,X,X,X
SIJLZTO,X,X,O,O,X,X,X
SIJLZOT,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,O,X,X,X
SIJLOZT,X,X,X,O,X,X,X
SIJZTLO,O,X,O,O,X,X,X
SIJZTOL,O,X,O,O,X,X,X
SIJZLTO,O,X,O,O,X,X,X
SIJZLOT,O,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X
SIJOTLZ,O,O,O,O,X,X,X
SIJOTZL,O,O,O,O,X,X,X
SIJOLTZ,X,O,O,O,X,X,X
SIJOLZT,X,X,X,O,X,X,X
SIJOZTL,O,X,X,O,X,X,X
SIJOZLT,O,X,X,O,X,X,X
SIZTLJO,O,O,O,O,X,X,O
SIZTLOJ,O,O,O,O,X,X,O
SIZTJLO,O,O,O,O,X,X,O
SIZTJOL,O,O,O,O,X,X,O
SIZTOLJ,O,O,O,O,X,X,O
SIZTOJL,O,O,X,X,X,X,O
SIZLTJO,O,O,O,O,X,X,X
SIZLTOJ,O,O,O,O,X,X,X
SIZLJTO,O,X,O,O,X,X,X
SIZLJOT,O,X,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X
SIZJTLO,O,X,O,O,X,X,O
SIZJTOL,O,X,O,O,X,X,O
SIZJLTO,O,X,O,O,X,X,X
SIZJLOT,O,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,O
SIZJOLT,O,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,O
