sequence,v115@RhB8CeB8CeA8BeG8Je2EJvhFRgBUiBFmBToBCoBXqB,v115@RhB8CeB8CeA8BeG8Jex/IvhFOmBXiB6oBcqBznBlpB,v115@RhB8CeB8CeA8BeG8JeT/IvhFUiBFjBxlBStBmlBXqB,v115@RhB8CeB8CeA8BeG8JeyEJvhFxiB3lBGnBToBFmB0pB,v115@RhB8CeB8CeA8BeG8JeFAJvhFxhBTjBcqBimBWtB/pB,v115@RhB8CeB8CeA8BeG8JeFCJvhFTjBxkBXmBWtBilB0pB,v115@RhB8CeB8CeA8BeG8JeOGJvhFXiBxkBCoBcqBToBlpB,v115@RhB8CeB8CeA8BeG8JeyEJvhFFmBxnB3lBGnBToB0pB
JTLZSIO,X,O,X,X,O,X,X,X
JTLZSOI,X,X,X,X,O,X,X,X
JTLZOIS,O,X,X,X,O,X,X,X
JTLZOSI,O,X,X,X,O,X,X,X
JTLOISZ,X,X,X,O,X,O,X,X
JTLOIZS,O,X,X,X,O,X,X,X
JTLOSIZ,X,X,X,O,X,O,X,X
JTLOSZI,X,X,X,O,X,X,X,X
JTLOZIS,O,X,X,X,O,X,X,X
JTLOZSI,O,X,X,X,O,X,X,X
JTSILZO,O,X,X,X,X,X,O,X
JTSILOZ,O,X,X,X,X,O,O,X
JTSIZLO,O,X,X,X,X,X,X,X
JTSIZOL,O,X,X,X,X,O,X,X
JTSIOLZ,O,X,X,X,X,O,X,X
JTSIOZL,O,X,X,X,X,O,X,X
JTSLIZO,O,X,X,X,X,X,O,X
JTSLIOZ,O,X,X,X,X,O,O,X
JTSLZIO,O,O,X,X,X,X,X,X
JTSLZOI,O,X,X,X,X,X,X,X
JTSLOIZ,O,X,X,O,X,O,X,X
JTSLOZI,O,X,X,O,X,X,X,X
JTSZILO,O,O,X,X,X,X,X,X
JTSZIOL,O,O,X,X,X,O,X,X
JTSZLIO,O,O,X,X,X,X,X,X
JTSZLOI,O,X,X,X,X,X,X,X
JTSZOIL,O,O,X,X,X,O,X,X
JTSZOLI,O,O,X,X,X,X,X,X
JTSOILZ,O,X,X,O,X,O,X,X
JTSOIZL,O,X,X,X,X,O,X,X
JTSOLIZ,O,X,X,O,X,O,X,X
JTSOLZI,O,O,X,O,X,X,X,X
JTSOZIL,O,O,X,X,X,O,X,X
JTSOZLI,O,O,X,X,X,X,X,X
JTZILSO,X,O,X,X,X,X,X,X
JTZILOS,O,X,X,X,X,X,X,X
JTZISLO,X,O,X,X,X,X,X,X
JTZISOL,O,O,X,X,X,O,X,X
JTZIOLS,O,O,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,O,X,X
JTZLISO,X,O,X,X,O,X,X,X
JTZLIOS,O,X,X,X,O,X,X,X
JTZLSIO,X,O,X,X,O,X,X,X
JTZLSOI,X,X,X,X,O,X,X,X
JTZLOIS,O,X,X,X,O,X,X,X
JTZLOSI,O,X,X,X,O,X,X,X
JTZSILO,O,O,X,X,X,X,X,X
JTZSIOL,O,O,X,X,X,O,X,X
JTZSLIO,O,O,X,X,X,X,X,X
JTZSLOI,O,X,X,X,X,X,X,X
JTZSOIL,O,O,X,X,X,O,X,X
JTZSOLI,O,O,X,X,X,X,X,X
JTZOILS,O,O,X,X,X,X,X,X
JTZOISL,O,O,X,X,X,O,X,X
JTZOLIS,O,O,X,X,O,X,X,X
JTZOLSI,O,O,X,X,O,X,X,X
JTZOSIL,O,O,X,X,X,O,X,X
JTZOSLI,O,O,X,X,X,X,X,X
JTOILSZ,X,X,X,O,X,O,X,X
JTOILZS,O,X,X,X,O,X,X,X
JTOISLZ,X,X,X,O,X,O,X,X
JTOISZL,O,X,X,X,X,O,X,X
JTOIZLS,O,X,X,X,X,X,X,X
JTOIZSL,O,X,X,X,X,O,X,X
JTOLISZ,X,X,X,O,X,O,X,X
JTOLIZS,O,X,X,X,O,X,X,X
JTOLSIZ,X,X,X,O,X,O,X,X
JTOLSZI,X,O,X,O,X,X,X,X
JTOLZIS,O,O,X,X,O,X,X,X
JTOLZSI,O,O,X,X,O,X,X,X
JTOSILZ,O,X,X,O,X,O,X,X
JTOSIZL,O,X,X,X,X,O,X,X
JTOSLIZ,O,X,X,O,X,O,X,X
JTOSLZI,O,O,X,O,X,X,X,X
JTOSZIL,O,O,X,X,X,O,X,X
JTOSZLI,O,O,X,X,X,X,X,X
JTOZILS,O,O,X,X,X,X,X,X
JTOZISL,O,O,X,X,X,O,X,X
JTOZLIS,O,O,X,X,O,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X
JTOZSIL,O,O,X,X,X,O,X,X
JTOZSLI,O,O,X,X,X,X,X,X
JITLSZO,X,X,X,X,X,X,O,O
JITLSOZ,X,X,X,X,X,O,O,O
JITLZSO,X,X,X,X,O,X,X,O
JITLZOS,O,X,X,X,O,X,X,O
JITLOSZ,X,X,X,X,X,O,X,O
JITLOZS,O,X,X,X,O,X,X,O
JITSLZO,X,X,X,X,X,X,O,X
JITSLOZ,X,X,X,X,X,O,O,X
JITSZLO,X,X,X,X,X,X,X,X
JITSZOL,O,X,X,X,X,O,X,X
JITSOLZ,X,X,X,X,X,O,X,X
JITSOZL,O,X,X,X,X,O,X,X
JITZLSO,X,X,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X
JITZSLO,X,X,X,X,X,X,X,X
JITZSOL,O,X,X,X,X,O,X,X
JITZOLS,O,X,X,X,X,X,X,X
JITZOSL,O,X,X,X,X,O,X,X
JITOLSZ,X,X,X,X,X,O,X,X
JITOLZS,O,X,X,X,O,X,X,X
JITOSLZ,X,X,X,X,X,O,X,X
JITOSZL,O,X,X,X,X,O,X,X
JITOZLS,O,X,X,X,X,X,X,X
JITOZSL,O,X,X,X,X,O,X,X
JILTSZO,X,X,X,X,X,X,O,O
JILTSOZ,X,X,X,X,X,O,O,O
JILTZSO,X,X,X,X,O,X,X,O
JILTZOS,X,X,O,X,O,X,X,O
JILTOSZ,X,X,X,X,X,O,X,O
JILTOZS,X,X,O,X,O,X,X,O
JILSTZO,X,X,X,X,X,X,O,X
JILSTOZ,X,X,X,X,X,O,O,X
JILSZTO,X,O,X,X,O,X,O,X
JILSZOT,X,O,X,X,O,X,O,X
JILSOTZ,X,X,X,O,X,O,O,X
JILSOZT,X,X,X,O,O,X,O,X
JILZTSO,X,O,X,X,O,X,X,X
JILZTOS,X,X,O,X,O,X,X,X
JILZSTO,X,O,X,X,O,X,O,X
JILZSOT,X,O,X,X,O,X,O,X
JILZOTS,X,X,O,X,O,X,X,X
JILZOST,X,O,X,X,O,X,X,X
JILOTSZ,X,X,X,O,X,O,X,X
JILOTZS,X,X,O,X,O,X,X,X
JILOSTZ,X,X,X,O,X,O,O,X
JILOSZT,X,X,X,O,O,X,O,X
JILOZTS,X,X,O,X,O,X,X,X
JILOZST,X,X,X,O,O,X,X,X
JISTLZO,X,X,X,X,X,X,O,X
JISTLOZ,X,X,X,X,X,O,O,X
JISTZLO,X,X,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,O,X,X
JISTOLZ,X,X,X,X,X,O,X,X
JISTOZL,X,X,X,X,X,O,X,X
JISLTZO,X,X,X,X,X,X,O,X
JISLTOZ,X,X,X,X,X,O,O,X
JISLZTO,X,O,X,X,O,X,O,X
JISLZOT,X,O,X,X,O,X,O,X
JISLOTZ,X,X,X,O,X,O,O,X
JISLOZT,X,X,X,O,O,X,O,X
JISZTLO,X,O,X,X,X,X,X,X
JISZTOL,X,O,X,X,X,O,X,X
JISZLTO,X,O,X,X,X,X,O,X
JISZLOT,X,O,X,X,X,X,O,X
JISZOTL,X,O,X,X,X,O,X,X
JISZOLT,X,O,X,X,X,X,X,X
JISOTLZ,X,X,X,O,X,O,X,X
JISOTZL,X,X,X,X,X,O,X,X
JISOLTZ,X,X,X,O,X,O,O,X
JISOLZT,X,O,X,O,O,X,O,X
JISOZTL,X,O,X,X,X,O,X,X
JISOZLT,X,O,X,O,X,X,X,X
JIZTLSO,X,O,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X
JIZTSLO,X,O,X,X,X,X,X,X
JIZTSOL,O,O,X,X,X,O,X,X
JIZTOLS,O,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,O,X,X
JIZLTSO,X,O,X,X,O,X,X,X
JIZLTOS,X,X,O,X,O,X,X,X
JIZLSTO,X,O,X,X,O,X,O,X
JIZLSOT,X,O,X,X,O,X,O,X
JIZLOTS,X,O,O,X,O,X,X,X
JIZLOST,X,O,X,X,O,X,X,X
JIZSTLO,X,O,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,O,X,X
JIZSLTO,X,O,X,X,X,X,O,X
JIZSLOT,X,O,X,X,X,X,O,X
JIZSOTL,X,O,X,X,X,O,X,X
JIZSOLT,X,O,X,X,X,X,X,X
JIZOTLS,O,O,X,X,X,X,X,X
JIZOTSL,O,O,X,X,X,O,X,X
JIZOLTS,X,O,O,X,O,X,X,X
JIZOLST,X,O,X,X,O,X,X,X
JIZOSTL,X,O,X,X,X,O,X,X
JIZOSLT,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,O,X,O,X,X
JIOTLZS,O,X,X,X,O,X,X,X
JIOTSLZ,X,X,X,O,X,O,X,X
JIOTSZL,O,X,X,X,X,O,X,X
JIOTZLS,O,X,X,X,X,X,X,X
JIOTZSL,O,X,X,X,X,O,X,X
JIOLTSZ,X,X,X,O,X,O,X,X
JIOLTZS,X,X,O,X,O,X,X,X
JIOLSTZ,X,X,X,O,X,O,O,X
JIOLSZT,X,O,X,O,O,X,O,X
JIOLZTS,X,O,O,X,O,X,X,X
JIOLZST,X,O,X,O,O,X,X,X
JIOSTLZ,X,X,X,O,X,O,X,X
JIOSTZL,X,X,X,X,X,O,X,X
JIOSLTZ,X,X,X,O,X,O,O,X
JIOSLZT,X,O,X,O,O,X,O,X
JIOSZTL,X,O,X,X,X,O,X,X
JIOSZLT,X,O,X,O,X,X,X,X
JIOZTLS,O,O,X,X,X,X,X,X
JIOZTSL,O,O,X,X,X,O,X,X
JIOZLTS,X,O,O,X,O,X,X,X
JIOZLST,X,O,X,O,O,X,X,X
JIOZSTL,X,O,X,X,X,O,X,X
JIOZSLT,X,O,X,O,X,X,X,X
JLTISZO,X,X,X,X,X,X,O,O
JLTISOZ,X,X,X,X,X,O,O,O
JLTIZSO,X,X,X,X,O,X,X,O
JLTIZOS,O,X,O,X,O,X,X,O
JLTIOSZ,X,X,X,X,X,O,X,O
JLTIOZS,O,X,O,X,O,X,X,O
JLTSIZO,X,X,O,X,X,X,O,X
JLTSIOZ,X,X,O,X,X,O,O,X
JLTSZIO,X,O,O,X,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X,X
JLTSOIZ,X,X,O,O,X,O,X,X
JLTSOZI,X,X,O,O,X,X,X,X
JLTZISO,X,O,X,X,O,X,X,X
JLTZIOS,O,X,O,X,O,X,X,X
JLTZSIO,X,O,O,X,O,X,X,X
JLTZSOI,X,X,O,X,O,X,X,X
JLTZOIS,O,X,O,X,O,X,X,X
JLTZOSI,O,X,X,X,O,X,X,X
JLTOISZ,X,X,X,O,X,O,X,X
JLTOIZS,O,X,O,X,O,X,X,X
JLTOSIZ,X,X,X,O,X,O,X,X
JLTOSZI,X,X,X,O,X,X,X,X
JLTOZIS,O,X,O,X,O,X,X,X
JLTOZSI,O,X,X,X,O,X,X,X
JLITSZO,X,X,X,X,X,X,O,O
JLITSOZ,X,X,X,X,X,O,O,O
JLITZSO,X,X,X,X,O,X,X,O
JLITZOS,X,X,O,X,O,X,X,O
JLITOSZ,X,X,X,X,X,O,X,O
JLITOZS,X,X,O,X,O,X,X,O
JLISTZO,X,X,X,X,X,X,O,X
JLISTOZ,X,X,X,X,X,O,O,X
JLISZTO,X,O,X,X,O,X,O,X
JLISZOT,X,O,X,X,O,X,O,X
JLISOTZ,X,X,X,O,X,O,O,X
JLISOZT,X,X,X,O,O,X,O,X
JLIZTSO,X,O,X,X,O,X,X,X
JLIZTOS,X,X,O,X,O,X,X,X
JLIZSTO,X,O,X,X,O,X,O,X
JLIZSOT,X,O,X,X,O,X,O,X
JLIZOTS,X,X,O,X,O,X,X,X
JLIZOST,X,O,X,X,O,X,X,X
JLIOTSZ,X,X,X,O,X,O,X,X
JLIOTZS,X,X,O,X,O,X,X,X
JLIOSTZ,X,X,X,O,X,O,O,X
JLIOSZT,X,X,X,O,O,X,O,X
JLIOZTS,X,X,O,X,O,X,X,X
JLIOZST,X,X,X,O,O,X,X,X
JLSTIZO,X,X,O,X,X,X,O,X
JLSTIOZ,X,X,O,X,X,O,O,X
JLSTZIO,X,O,O,X,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X,X
JLSTOIZ,X,X,O,O,X,O,X,X
JLSTOZI,X,X,O,O,X,X,X,X
JLSITZO,X,X,O,X,X,X,O,X
JLSITOZ,X,X,O,X,X,O,O,X
JLSIZTO,X,O,O,X,O,X,O,X
JLSIZOT,X,O,O,X,O,X,O,X
JLSIOTZ,X,X,O,O,X,O,O,X
JLSIOZT,X,X,O,O,O,X,O,X
JLSZTIO,X,O,O,X,O,X,X,X
JLSZTOI,X,X,O,X,O,X,X,X
JLSZITO,X,O,O,X,O,X,O,X
JLSZIOT,X,O,O,X,O,X,O,X
JLSZOTI,X,O,O,O,O,X,X,X
JLSZOIT,X,O,O,O,O,X,X,X
JLSOTIZ,X,X,O,O,X,O,X,X
JLSOTZI,X,O,O,O,X,X,X,X
JLSOITZ,X,X,O,O,X,O,O,X
JLSOIZT,X,O,O,O,O,X,O,X
JLSOZTI,X,O,O,O,O,X,X,X
JLSOZIT,X,O,O,O,O,X,X,X
JLZTISO,X,O,X,X,O,X,X,X
JLZTIOS,O,X,O,X,O,X,X,X
JLZTSIO,X,O,O,X,O,X,X,X
JLZTSOI,X,X,O,X,O,X,X,X
JLZTOIS,O,X,O,X,O,X,X,X
JLZTOSI,O,X,X,X,O,X,X,X
JLZITSO,X,O,X,X,O,X,X,X
JLZITOS,X,X,O,X,O,X,X,X
JLZISTO,X,O,X,X,O,X,O,X
JLZISOT,X,O,X,X,O,X,O,X
JLZIOTS,X,O,O,X,O,X,X,X
JLZIOST,X,O,X,X,O,X,X,X
JLZSTIO,X,O,O,X,O,X,X,X
JLZSTOI,X,X,O,X,O,X,X,X
JLZSITO,X,O,O,X,O,X,O,X
JLZSIOT,X,O,O,X,O,X,O,X
JLZSOTI,X,O,O,O,O,X,X,X
JLZSOIT,X,O,O,O,O,X,X,X
JLZOTIS,O,O,O,X,O,X,X,X
JLZOTSI,O,O,X,X,O,X,X,X
JLZOITS,X,O,O,X,O,X,X,X
JLZOIST,X,O,X,O,O,X,X,X
JLZOSTI,X,O,X,O,O,X,X,X
JLZOSIT,X,O,X,O,O,X,X,X
JLOTISZ,X,X,X,O,X,O,X,X
JLOTIZS,O,X,O,X,O,X,X,X
JLOTSIZ,X,X,X,O,X,O,X,X
JLOTSZI,X,O,X,O,X,X,X,X
JLOTZIS,O,O,O,X,O,X,X,X
JLOTZSI,O,O,X,X,O,X,X,X
JLOITSZ,X,X,X,O,X,O,X,X
JLOITZS,X,X,O,X,O,X,X,X
JLOISTZ,X,X,X,O,X,O,O,X
JLOISZT,X,O,X,O,O,X,O,X
JLOIZTS,X,O,O,X,O,X,X,X
JLOIZST,X,O,X,O,O,X,X,X
JLOSTIZ,X,X,X,O,X,O,X,X
JLOSTZI,X,O,X,O,X,X,X,X
JLOSITZ,X,X,X,O,X,O,O,X
JLOSIZT,X,O,X,O,O,X,O,X
JLOSZTI,X,O,X,O,O,X,X,X
JLOSZIT,X,O,X,O,O,X,X,X
JLOZTIS,O,O,O,X,O,X,X,X
JLOZTSI,O,O,X,X,O,X,X,X
JLOZITS,X,O,O,X,O,X,X,X
JLOZIST,X,O,X,O,O,X,X,X
JLOZSTI,X,O,X,O,O,X,X,X
JLOZSIT,X,O,X,O,O,X,X,X
JSTILZO,O,X,X,X,X,X,O,X
JSTILOZ,O,X,X,X,X,O,O,X
JSTIZLO,O,X,X,X,X,X,X,X
JSTIZOL,O,X,X,X,X,O,X,X
JSTIOLZ,O,X,X,X,X,O,X,X
JSTIOZL,O,X,X,X,X,O,X,X
JSTLIZO,O,X,X,X,X,X,O,X
JSTLIOZ,O,X,X,X,X,O,O,X
JSTLZIO,O,O,X,X,X,X,X,X
JSTLZOI,O,X,X,X,X,X,X,X
JSTLOIZ,O,X,X,O,X,O,X,X
JSTLOZI,O,X,X,O,X,X,X,X
JSTZILO,O,O,X,X,X,X,X,X
JSTZIOL,O,O,X,X,X,O,X,X
JSTZLIO,O,O,X,X,X,X,X,X
JSTZLOI,O,X,X,X,X,X,X,X
JSTZOIL,O,O,X,X,X,O,X,X
JSTZOLI,O,O,X,X,X,X,X,X
JSTOILZ,O,X,X,O,X,O,X,X
JSTOIZL,O,X,X,X,X,O,X,X
JSTOLIZ,O,X,X,O,X,O,X,X
JSTOLZI,O,O,X,O,X,X,X,X
JSTOZIL,O,O,X,X,X,O,X,X
JSTOZLI,O,O,X,X,X,X,X,X
JSITLZO,O,X,X,X,X,X,O,X
JSITLOZ,O,X,X,X,X,O,O,X
JSITZLO,O,X,X,X,X,X,X,X
JSITZOL,O,X,X,X,X,O,X,X
JSITOLZ,O,X,X,X,X,O,X,X
JSITOZL,O,X,X,X,X,O,X,X
JSILTZO,X,X,O,X,X,X,O,X
JSILTOZ,X,X,O,X,X,O,O,X
JSILZTO,X,O,O,X,O,X,O,X
JSILZOT,X,O,O,X,O,X,O,X
JSILOTZ,X,X,O,O,X,O,O,X
JSILOZT,X,X,O,O,O,X,O,X
JSIZTLO,O,O,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,O,X,X
JSIZLTO,X,O,O,X,X,X,O,X
JSIZLOT,X,O,O,X,X,X,O,X
JSIZOTL,O,O,X,X,X,O,X,X
JSIZOLT,X,O,O,X,X,X,X,X
JSIOTLZ,O,X,X,O,X,O,X,X
JSIOTZL,O,X,X,X,X,O,X,X
JSIOLTZ,X,X,O,O,X,O,O,X
JSIOLZT,X,O,O,O,O,X,O,X
JSIOZTL,O,O,X,X,X,O,X,X
JSIOZLT,X,O,O,O,X,X,X,X
JSLTIZO,O,X,O,X,X,X,O,X
JSLTIOZ,O,X,O,X,X,O,O,X
JSLTZIO,O,O,O,X,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X,X
JSLTOIZ,O,X,O,O,X,O,X,X
JSLTOZI,O,X,O,O,X,X,X,X
JSLITZO,X,X,O,X,X,X,O,X
JSLITOZ,X,X,O,X,X,O,O,X
JSLIZTO,X,O,O,X,O,X,O,X
JSLIZOT,X,O,O,X,O,X,O,X
JSLIOTZ,X,X,O,O,X,O,O,X
JSLIOZT,X,X,O,O,O,X,O,X
JSLZTIO,O,O,O,X,O,X,X,X
JSLZTOI,O,X,O,X,O,X,X,X
JSLZITO,X,O,O,X,O,X,O,X
JSLZIOT,X,O,O,X,O,X,O,X
JSLZOTI,O,O,O,O,O,X,X,X
JSLZOIT,X,O,O,O,O,X,X,X
JSLOTIZ,O,X,O,O,X,O,X,X
JSLOTZI,O,O,O,O,X,X,X,X
JSLOITZ,X,X,O,O,X,O,O,X
JSLOIZT,X,O,O,O,O,X,O,X
JSLOZTI,O,O,O,O,O,X,X,X
JSLOZIT,X,O,O,O,O,X,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,O,X,X
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,O,X,X
JSZTOLI,O,O,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,O,X,X
JSZILTO,X,O,O,X,X,X,O,X
JSZILOT,X,O,O,X,X,X,O,X
JSZIOTL,O,O,X,X,X,O,X,X
JSZIOLT,X,O,O,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,X,X
JSZLTOI,O,X,O,X,O,X,X,X
JSZLITO,X,O,O,X,O,X,O,X
JSZLIOT,X,O,O,X,O,X,O,X
JSZLOTI,O,O,O,O,O,X,X,X
JSZLOIT,X,O,O,O,O,X,X,X
JSZOTIL,O,O,X,X,X,O,X,X
JSZOTLI,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,O,X,X
JSZOILT,X,O,O,O,X,X,X,X
JSZOLTI,O,O,O,O,O,X,X,X
JSZOLIT,X,O,O,O,O,X,X,X
JSOTILZ,O,X,X,O,X,O,X,X
JSOTIZL,O,X,X,X,X,O,X,X
JSOTLIZ,O,X,X,O,X,O,X,X
JSOTLZI,O,O,X,O,X,X,X,X
JSOTZIL,O,O,X,X,X,O,X,X
JSOTZLI,O,O,X,X,X,X,X,X
JSOITLZ,O,X,X,O,X,O,X,X
JSOITZL,O,X,X,X,X,O,X,X
JSOILTZ,X,X,O,O,X,O,O,X
JSOILZT,X,O,O,O,O,X,O,X
JSOIZTL,O,O,X,X,X,O,X,X
JSOIZLT,X,O,O,O,X,X,X,X
JSOLTIZ,O,X,O,O,X,O,X,X
JSOLTZI,O,O,O,O,X,X,X,X
JSOLITZ,X,X,O,O,X,O,O,X
JSOLIZT,X,O,O,O,O,X,O,X
JSOLZTI,O,O,O,O,O,X,X,X
JSOLZIT,X,O,O,O,O,X,X,X
JSOZTIL,O,O,X,X,X,O,X,X
JSOZTLI,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,O,X,X
JSOZILT,X,O,O,O,X,X,X,X
JSOZLTI,O,O,O,O,O,X,X,X
JSOZLIT,X,O,O,O,O,X,X,X
JZTILSO,X,O,X,X,X,X,X,X
JZTILOS,O,X,X,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,X,X
JZTISOL,O,O,X,X,X,O,X,X
JZTIOLS,O,O,X,X,X,X,X,X
JZTIOSL,O,O,X,X,X,O,X,X
JZTLISO,X,O,X,X,O,X,X,X
JZTLIOS,O,X,X,X,O,X,X,X
JZTLSIO,X,O,X,X,O,X,X,X
JZTLSOI,X,X,X,X,O,X,X,X
JZTLOIS,O,X,X,X,O,X,X,X
JZTLOSI,O,X,X,X,O,X,X,X
JZTSILO,O,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,X,O,X,X
JZTSLIO,O,O,X,X,X,X,X,X
JZTSLOI,O,X,X,X,X,X,X,X
JZTSOIL,O,O,X,X,X,O,X,X
JZTSOLI,O,O,X,X,X,X,X,X
JZTOILS,O,O,X,X,X,X,X,X
JZTOISL,O,O,X,X,X,O,X,X
JZTOLIS,O,O,X,X,O,X,X,X
JZTOLSI,O,O,X,X,O,X,X,X
JZTOSIL,O,O,X,X,X,O,X,X
JZTOSLI,O,O,X,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X
JZITSLO,X,O,X,X,X,X,X,X
JZITSOL,O,O,X,X,X,O,X,X
JZITOLS,O,O,X,X,X,X,X,X
JZITOSL,O,O,X,X,X,O,X,X
JZILTSO,X,O,X,X,O,X,X,X
JZILTOS,X,X,O,X,O,X,X,X
JZILSTO,X,O,X,X,O,X,O,X
JZILSOT,X,O,X,X,O,X,O,X
JZILOTS,X,O,O,X,O,X,X,X
JZILOST,X,O,X,X,O,X,X,X
JZISTLO,X,O,X,X,X,X,X,X
JZISTOL,X,O,X,X,X,O,X,X
JZISLTO,X,O,X,X,X,X,O,X
JZISLOT,X,O,X,X,X,X,O,X
JZISOTL,X,O,X,X,X,O,X,X
JZISOLT,X,O,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,X
JZIOTSL,O,O,X,X,X,O,X,X
JZIOLTS,X,O,O,X,O,X,X,X
JZIOLST,X,O,X,X,O,X,X,X
JZIOSTL,X,O,X,X,X,O,X,X
JZIOSLT,X,O,X,X,X,X,X,X
JZLTISO,X,O,X,X,O,X,X,X
JZLTIOS,O,X,O,X,O,X,X,X
JZLTSIO,X,O,O,X,O,X,X,X
JZLTSOI,X,X,O,X,O,X,X,X
JZLTOIS,O,X,O,X,O,X,X,X
JZLTOSI,O,X,X,X,O,X,X,X
JZLITSO,X,O,X,X,O,X,X,X
JZLITOS,X,X,O,X,O,X,X,X
JZLISTO,X,O,X,X,O,X,O,X
JZLISOT,X,O,X,X,O,X,O,X
JZLIOTS,X,O,O,X,O,X,X,X
JZLIOST,X,O,X,X,O,X,X,X
JZLSTIO,X,O,O,X,O,X,X,X
JZLSTOI,X,X,O,X,O,X,X,X
JZLSITO,X,O,O,X,O,X,O,X
JZLSIOT,X,O,O,X,O,X,O,X
JZLSOTI,X,O,O,O,O,X,X,X
JZLSOIT,X,O,O,O,O,X,X,X
JZLOTIS,O,O,O,X,O,X,X,X
JZLOTSI,O,O,X,X,O,X,X,X
JZLOITS,X,O,O,X,O,X,X,X
JZLOIST,X,O,X,O,O,X,X,X
JZLOSTI,X,O,X,O,O,X,X,X
JZLOSIT,X,O,X,O,O,X,X,X
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,O,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,O,X,X
JZSTOLI,O,O,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,O,X,X
JZSILTO,X,O,O,X,X,X,O,X
JZSILOT,X,O,O,X,X,X,O,X
JZSIOTL,O,O,X,X,X,O,X,X
JZSIOLT,X,O,O,X,X,X,X,X
JZSLTIO,O,O,O,X,O,X,X,X
JZSLTOI,O,X,O,X,O,X,X,X
JZSLITO,X,O,O,X,O,X,O,X
JZSLIOT,X,O,O,X,O,X,O,X
JZSLOTI,O,O,O,O,O,X,X,X
JZSLOIT,X,O,O,O,O,X,X,X
JZSOTIL,O,O,X,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,O,X,X
JZSOILT,X,O,O,O,X,X,X,X
JZSOLTI,O,O,O,O,O,X,X,X
JZSOLIT,X,O,O,O,O,X,X,X
JZOTILS,O,O,X,X,X,X,X,X
JZOTISL,O,O,X,X,X,O,X,X
JZOTLIS,O,O,X,X,O,X,X,X
JZOTLSI,O,O,X,X,O,X,X,X
JZOTSIL,O,O,X,X,X,O,X,X
JZOTSLI,O,O,X,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X
JZOITSL,O,O,X,X,X,O,X,X
JZOILTS,X,O,O,X,O,X,X,X
JZOILST,X,O,X,O,O,X,X,X
JZOISTL,X,O,X,X,X,O,X,X
JZOISLT,X,O,X,O,X,X,X,X
JZOLTIS,O,O,O,X,O,X,X,X
JZOLTSI,O,O,X,X,O,X,X,X
JZOLITS,X,O,O,X,O,X,X,X
JZOLIST,X,O,X,O,O,X,X,X
JZOLSTI,X,O,X,O,O,X,X,X
JZOLSIT,X,O,X,O,O,X,X,X
JZOSTIL,O,O,X,X,X,O,X,X
JZOSTLI,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,O,X,X
JZOSILT,X,O,X,O,X,X,X,X
JZOSLTI,O,O,X,O,O,X,X,X
JZOSLIT,X,O,X,O,O,X,X,X
JOTILSZ,X,X,X,O,X,O,X,X
JOTILZS,O,X,X,X,O,X,X,X
JOTISLZ,X,X,X,O,X,O,X,X
JOTISZL,O,X,X,X,X,O,X,X
JOTIZLS,O,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,O,X,X
JOTLISZ,X,X,X,O,X,O,X,X
JOTLIZS,O,X,X,X,O,X,X,X
JOTLSIZ,X,X,X,O,X,O,X,X
JOTLSZI,X,O,X,O,X,X,X,X
JOTLZIS,O,O,X,X,O,X,X,X
JOTLZSI,O,O,X,X,O,X,X,X
