sequence,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFigBZnB?GjBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFZnBziB?+oB/pBlqBiqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8Je0/IvhFxiB/pB?OsBToBiqBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFfoB6oB?TkB2qB0pBlqB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeZHJvhFSoBTkB?2qBUoBlpB3qB,v115@ChA8GeC8IeA8AeA8BeA8CeB8AeC8JeT/IvhFZnBypB?FoB8qBGoBXqB
JZLSTOI,O,X,O,X,X,X
JZLSITO,O,X,X,X,X,X
JZLSIOT,O,X,O,X,X,X
JZLSOTI,O,X,O,X,X,X
JZLSOIT,O,X,O,X,X,X
JZLOTIS,O,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X
JZLOITS,O,X,X,X,O,X
JZLOIST,O,X,O,X,O,X
JZLOSTI,O,X,O,X,X,X
JZLOSIT,O,X,O,X,X,X
JZSTILO,O,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X
JZSTLIO,O,X,X,X,X,X
JZSTLOI,O,X,X,X,X,X
JZSTOIL,O,O,O,X,X,X
JZSTOLI,O,X,O,X,X,X
JZSITLO,O,X,X,X,X,X
JZSITOL,O,O,X,X,X,X
JZSILTO,O,X,X,X,X,X
JZSILOT,O,O,X,O,X,X
JZSIOTL,O,O,O,X,X,X
JZSIOLT,O,O,O,O,X,X
JZSLTIO,O,X,X,X,X,X
JZSLTOI,O,X,O,X,X,X
JZSLITO,O,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X
JZSLOTI,O,X,O,X,X,X
JZSLOIT,O,O,O,O,X,X
JZSOTIL,O,O,O,X,X,X
JZSOTLI,O,X,O,X,X,X
JZSOITL,O,O,O,X,X,X
JZSOILT,O,O,O,O,X,X
JZSOLTI,O,X,O,X,X,X
JZSOLIT,O,O,O,O,X,X
JZOTILS,O,X,X,X,X,X
JZOTISL,O,O,X,X,X,X
JZOTLIS,O,X,X,X,X,X
JZOTLSI,O,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X
JZOTSLI,O,O,X,X,X,X
JZOITLS,O,X,X,X,X,X
JZOITSL,O,O,X,X,X,X
JZOILTS,O,X,X,X,O,X
JZOILST,O,X,O,X,O,X
JZOISTL,O,O,O,X,X,X
JZOISLT,O,O,O,O,X,X
JZOLTIS,O,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X
JZOLITS,O,X,X,X,O,X
JZOLIST,O,X,O,X,O,X
JZOLSTI,O,X,O,X,X,X
JZOLSIT,O,X,O,X,X,X
JZOSTIL,O,O,O,X,X,X
JZOSTLI,O,X,O,X,X,X
JZOSITL,O,O,O,X,X,X
JZOSILT,O,O,O,O,X,X
JZOSLTI,O,X,O,X,X,X
JZOSLIT,O,O,O,O,X,X
JOTILSZ,X,O,O,X,X,X
JOTILZS,X,X,X,X,O,X
JOTISLZ,X,O,O,O,X,X
JOTISZL,X,O,O,X,X,X
JOTIZLS,X,X,X,X,X,X
JOTIZSL,X,O,X,X,X,X
JOTLISZ,X,O,O,X,X,X
JOTLIZS,X,X,X,X,O,X
JOTLSIZ,X,O,O,X,X,X
JOTLSZI,X,O,O,X,X,X
JOTLZIS,X,X,X,X,X,X
JOTLZSI,X,X,X,X,X,X
JOTSILZ,X,O,O,O,X,X
JOTSIZL,X,O,O,X,X,X
JOTSLIZ,X,O,O,O,X,X
JOTSLZI,X,O,O,X,X,X
JOTSZIL,X,O,O,X,X,X
JOTSZLI,X,O,O,X,X,X
JOTZILS,X,X,X,X,X,X
JOTZISL,X,O,X,X,X,X
JOTZLIS,X,X,X,X,X,X
JOTZLSI,X,X,X,X,X,X
JOTZSIL,X,O,X,X,X,X
JOTZSLI,X,O,X,X,X,X
JOITLSZ,X,O,O,X,X,X
JOITLZS,X,X,X,X,O,X
JOITSLZ,X,O,O,O,X,X
JOITSZL,X,O,O,X,X,X
JOITZLS,X,X,X,X,X,X
JOITZSL,X,O,X,X,X,X
JOILTSZ,X,O,O,X,X,X
JOILTZS,X,X,X,X,O,X
JOILSTZ,X,X,O,O,X,X
JOILSZT,X,O,O,O,O,X
JOILZTS,X,X,X,X,O,X
JOILZST,X,X,O,X,O,X
JOISTLZ,X,O,O,O,X,X
JOISTZL,X,O,O,X,X,X
JOISLTZ,X,X,O,O,X,X
JOISLZT,X,O,O,O,O,X
JOISZTL,X,O,O,X,X,X
JOISZLT,X,O,O,O,X,X
JOIZTLS,X,X,X,X,X,X
JOIZTSL,X,O,X,X,X,X
JOIZLTS,X,X,X,X,O,X
JOIZLST,X,X,O,X,O,X
JOIZSTL,X,O,O,X,X,X
JOIZSLT,X,O,O,O,X,X
JOLTISZ,X,O,O,X,X,X
JOLTIZS,X,X,X,X,O,X
JOLTSIZ,X,O,O,X,X,X
JOLTSZI,X,O,O,X,X,X
JOLTZIS,X,X,X,X,X,X
JOLTZSI,X,X,X,X,X,X
JOLITSZ,X,O,O,X,X,X
JOLITZS,X,X,X,X,O,X
JOLISTZ,X,X,O,O,X,X
JOLISZT,X,O,O,O,O,X
JOLIZTS,X,X,X,X,O,X
JOLIZST,X,X,O,X,O,X
JOLSTIZ,X,X,O,O,X,X
JOLSTZI,X,X,O,X,X,X
JOLSITZ,X,X,O,O,X,X
JOLSIZT,X,O,O,O,O,X
JOLSZTI,X,X,O,X,X,X
JOLSZIT,X,O,O,O,X,X
JOLZTIS,X,X,X,X,X,X
JOLZTSI,X,X,X,X,X,X
JOLZITS,X,X,X,X,O,X
JOLZIST,X,X,O,X,O,X
JOLZSTI,X,X,O,X,X,X
JOLZSIT,X,X,O,X,X,X
JOSTILZ,X,O,O,O,X,X
JOSTIZL,X,O,O,X,X,X
JOSTLIZ,X,O,O,O,X,X
JOSTLZI,X,O,O,X,X,X
JOSTZIL,X,O,O,X,X,X
JOSTZLI,X,O,O,X,X,X
JOSITLZ,X,O,O,O,X,X
JOSITZL,X,O,O,X,X,X
JOSILTZ,X,X,O,O,X,X
JOSILZT,X,O,O,O,O,X
JOSIZTL,X,O,O,X,X,X
JOSIZLT,X,O,O,O,X,X
JOSLTIZ,X,X,O,O,X,X
JOSLTZI,X,X,O,X,X,X
JOSLITZ,X,X,O,O,X,X
JOSLIZT,X,O,O,O,O,X
JOSLZTI,X,X,O,X,X,X
JOSLZIT,X,O,O,O,X,X
JOSZTIL,X,O,O,X,X,X
JOSZTLI,X,X,O,X,X,X
JOSZITL,X,O,O,X,X,X
JOSZILT,X,O,O,O,X,X
JOSZLTI,X,X,O,X,X,X
JOSZLIT,X,O,O,O,X,X
JOZTILS,X,X,X,X,X,X
JOZTISL,X,O,X,X,X,X
JOZTLIS,X,X,X,X,X,X
JOZTLSI,X,X,X,X,X,X
JOZTSIL,X,O,X,X,X,X
JOZTSLI,X,O,X,X,X,X
JOZITLS,X,X,X,X,X,X
JOZITSL,X,O,X,X,X,X
JOZILTS,X,X,X,X,O,X
JOZILST,X,X,O,X,O,X
JOZISTL,X,O,O,X,X,X
JOZISLT,X,O,O,O,X,X
JOZLTIS,X,X,X,X,X,X
JOZLTSI,X,X,X,X,X,X
JOZLITS,X,X,X,X,O,X
JOZLIST,X,X,O,X,O,X
JOZLSTI,X,X,O,X,X,X
JOZLSIT,X,X,O,X,X,X
JOZSTIL,X,O,O,X,X,X
JOZSTLI,X,X,O,X,X,X
JOZSITL,X,O,O,X,X,X
JOZSILT,X,O,O,O,X,X
JOZSLTI,X,X,O,X,X,X
JOZSLIT,X,O,O,O,X,X
STILJZO,O,O,X,X,X,X
STILJOZ,O,O,X,O,X,X
STILZJO,O,O,X,X,X,X
STILZOJ,O,X,X,X,X,X
STILOJZ,O,X,X,O,X,O
STILOZJ,O,X,X,X,X,O
STIJLZO,O,O,X,X,X,X
STIJLOZ,O,O,X,O,X,X
STIJZLO,O,O,X,X,X,X
STIJZOL,O,O,X,X,X,X
STIJOLZ,O,O,X,O,X,X
STIJOZL,O,O,X,X,X,X
STIZLJO,O,O,X,X,X,X
STIZLOJ,O,X,X,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,X,X,X,X
STIZOLJ,O,X,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,O,X,X,O,X,X
STIOLZJ,O,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X
STIOJZL,O,O,X,X,X,X
STIOZLJ,O,X,X,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,O,X,X,X,X
STLIJOZ,O,O,X,O,X,X
STLIZJO,O,O,X,X,X,X
STLIZOJ,O,X,X,X,X,X
STLIOJZ,O,X,X,O,X,O
STLIOZJ,O,X,X,X,X,O
STLJIZO,O,O,X,X,X,X
STLJIOZ,O,O,X,O,X,X
STLJZIO,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X
STLJOIZ,O,O,O,O,X,X
STLJOZI,O,O,O,X,X,X
STLZIJO,O,O,X,X,X,X
STLZIOJ,O,X,X,X,X,X
STLZJIO,O,O,X,X,X,X
STLZJOI,O,O,O,X,X,X
STLZOIJ,O,X,X,X,X,X
STLZOJI,O,X,O,X,X,X
STLOIJZ,O,X,X,O,X,O
STLOIZJ,O,X,X,X,X,O
STLOJIZ,O,X,O,O,X,X
STLOJZI,O,X,O,X,X,X
STLOZIJ,O,X,X,X,X,X
STLOZJI,O,X,O,X,X,X
STJILZO,O,O,X,X,X,X
STJILOZ,O,O,X,O,X,X
STJIZLO,O,O,X,X,X,X
STJIZOL,O,O,X,X,X,X
STJIOLZ,O,O,X,O,X,X
STJIOZL,O,O,X,X,X,X
STJLIZO,O,O,X,X,X,X
STJLIOZ,O,O,X,O,X,X
STJLZIO,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X
STJLOIZ,O,O,O,O,X,X
STJLOZI,O,O,O,X,X,X
STJZILO,O,O,X,X,X,X
STJZIOL,O,O,X,X,X,X
STJZLIO,O,O,X,X,X,X
STJZLOI,O,O,X,X,X,X
STJZOIL,O,O,O,X,X,X
STJZOLI,O,O,O,X,X,X
STJOILZ,O,O,O,O,X,X
STJOIZL,O,O,O,X,X,X
STJOLIZ,O,O,O,O,X,X
STJOLZI,O,O,O,X,X,X
STJOZIL,O,O,O,X,X,X
STJOZLI,O,O,O,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,O,X,X,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,O,X,X,X,X
STZIOLJ,O,X,X,X,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,X,X,X,X
STZLIOJ,O,X,X,X,X,X
STZLJIO,O,O,X,X,X,X
STZLJOI,O,O,X,X,X,X
STZLOIJ,O,X,X,X,X,X
STZLOJI,O,X,X,X,X,X
STZJILO,O,O,X,X,X,X
STZJIOL,O,O,X,X,X,X
STZJLIO,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X
STZJOIL,O,O,O,X,X,X
STZJOLI,O,O,O,X,X,X
STZOILJ,O,X,X,X,X,X
STZOIJL,O,O,X,X,X,X
STZOLIJ,O,X,X,X,X,X
STZOLJI,O,X,X,X,X,X
STZOJIL,O,O,O,X,X,X
STZOJLI,O,O,O,X,X,X
STOILJZ,O,X,X,O,X,X
STOILZJ,O,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X
STOIJZL,O,O,X,X,X,X
STOIZLJ,O,X,X,X,X,X
STOIZJL,O,O,X,X,X,X
STOLIJZ,O,X,X,O,X,X
STOLIZJ,O,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X
STOLJZI,O,X,O,X,X,X
STOLZIJ,O,X,X,X,X,X
STOLZJI,O,X,O,X,X,X
STOJILZ,O,O,O,O,X,X
STOJIZL,O,O,O,X,X,X
STOJLIZ,O,O,O,O,X,X
STOJLZI,O,O,O,X,X,X
STOJZIL,O,O,O,X,X,X
STOJZLI,O,O,O,X,X,X
STOZILJ,O,X,X,X,X,X
STOZIJL,O,O,X,X,X,X
STOZLIJ,O,X,X,X,X,X
STOZLJI,O,X,X,X,X,X
STOZJIL,O,O,O,X,X,X
STOZJLI,O,O,O,X,X,X
SITLJZO,O,O,X,X,X,X
SITLJOZ,O,O,X,O,X,X
SITLZJO,O,O,X,X,X,X
SITLZOJ,O,X,X,X,X,X
SITLOJZ,O,X,X,O,X,O
SITLOZJ,O,X,X,X,X,O
SITJLZO,O,O,X,X,X,X
SITJLOZ,O,O,X,O,X,X
SITJZLO,O,O,X,X,X,X
SITJZOL,O,O,X,X,X,X
SITJOLZ,O,O,X,O,X,X
SITJOZL,O,O,X,X,X,X
SITZLJO,O,O,X,X,X,X
SITZLOJ,O,X,X,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,O,X,X,X,X
SITZOLJ,O,X,X,X,X,X
SITZOJL,O,O,X,X,X,X
SITOLJZ,O,X,X,O,X,X
SITOLZJ,O,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X
SITOJZL,O,O,X,X,X,X
SITOZLJ,O,X,X,X,X,X
SITOZJL,O,O,X,X,X,X
SILTJZO,O,X,X,X,X,X
SILTJOZ,O,X,X,O,X,X
SILTZJO,O,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X
SILTOJZ,O,X,X,O,X,O
SILTOZJ,O,X,X,X,X,O
SILJTZO,O,X,X,X,X,X
SILJTOZ,O,X,X,O,X,X
SILJZTO,O,X,X,X,X,X
SILJZOT,O,O,O,O,X,X
SILJOTZ,X,X,O,O,X,X
SILJOZT,X,O,O,O,O,X
SILZTJO,O,X,X,X,X,X
SILZTOJ,O,X,X,X,X,X
SILZJTO,O,X,X,X,X,X
SILZJOT,O,O,O,O,X,X
SILZOTJ,O,X,X,X,X,X
SILZOJT,O,X,O,O,X,X
SILOTJZ,O,X,X,O,X,O
SILOTZJ,O,X,X,X,X,O
SILOJTZ,X,X,O,O,X,X
SILOJZT,X,X,O,O,O,X
SILOZTJ,O,X,X,X,X,X
SILOZJT,O,X,O,O,X,X
SIJTLZO,O,O,X,X,X,X
SIJTLOZ,O,O,X,O,X,X
SIJTZLO,O,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X
SIJTOLZ,O,O,X,O,X,X
SIJTOZL,O,O,X,X,X,X
SIJLTZO,O,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X
SIJLZTO,O,X,X,X,X,X
SIJLZOT,O,O,O,O,X,X
SIJLOTZ,X,X,O,O,X,X
SIJLOZT,X,O,O,O,O,X
SIJZTLO,O,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X
SIJZLTO,O,X,X,X,X,X
SIJZLOT,O,O,X,O,X,X
SIJZOTL,O,O,O,X,X,X
SIJZOLT,O,O,O,O,X,X
SIJOTLZ,X,O,O,O,X,X
SIJOTZL,X,O,O,X,X,X
SIJOLTZ,X,X,O,O,X,X
SIJOLZT,X,O,O,O,O,X
SIJOZTL,X,O,O,X,X,X
SIJOZLT,X,O,O,O,X,X
SIZTLJO,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X
SIZTOLJ,O,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X
SIZLJTO,O,X,X,X,X,X
SIZLJOT,O,O,X,O,X,X
SIZLOTJ,O,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X
SIZJTLO,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X
SIZJLTO,O,X,X,X,X,X
SIZJLOT,O,O,X,O,X,X
SIZJOTL,O,O,O,X,X,X
SIZJOLT,O,O,O,O,X,X
SIZOTLJ,O,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X
SIZOJTL,O,O,O,X,X,X
SIZOJLT,O,O,O,O,X,X
SIOTLJZ,O,X,X,O,X,X
SIOTLZJ,O,X,X,X,X,X
SIOTJLZ,O,X,X,O,X,X
SIOTJZL,O,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X
SIOLTJZ,O,X,X,O,X,X
SIOLTZJ,O,X,X,X,X,X
SIOLJTZ,X,X,O,O,X,X
SIOLJZT,X,X,O,O,O,X
SIOLZTJ,O,X,X,X,X,X
SIOLZJT,O,X,O,O,X,X
SIOJTLZ,X,X,O,O,X,X
SIOJTZL,X,O,O,X,X,X
SIOJLTZ,X,X,O,O,X,X
SIOJLZT,X,O,O,O,O,X
SIOJZTL,X,O,O,X,X,X
SIOJZLT,X,O,O,O,X,X
SIOZTLJ,O,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X
SIOZJTL,O,O,O,X,X,X
SIOZJLT,O,O,O,O,X,X
SLTIJZO,O,X,X,X,X,X
SLTIJOZ,O,X,X,O,X,X
SLTIZJO,O,X,X,X,X,X
SLTIZOJ,O,X,X,X,X,X
SLTIOJZ,O,X,X,O,X,O
SLTIOZJ,O,X,X,X,X,O
SLTJIZO,O,X,X,X,X,X
SLTJIOZ,O,X,X,O,X,X
SLTJZIO,O,X,X,X,X,X
SLTJZOI,O,X,O,X,X,X
SLTJOIZ,O,X,O,O,X,X
SLTJOZI,O,X,O,X,X,X
SLTZIJO,O,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,X
SLTZJIO,O,X,X,X,X,X
SLTZJOI,O,X,O,X,X,X
SLTZOIJ,O,X,X,X,X,X
SLTZOJI,O,X,O,X,X,X
SLTOIJZ,O,X,X,O,X,O
SLTOIZJ,O,X,X,X,X,O
SLTOJIZ,O,X,O,O,X,X
SLTOJZI,O,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,X
SLTOZJI,O,X,O,X,X,X
SLITJZO,O,X,X,X,X,X
SLITJOZ,O,X,X,O,X,X
SLITZJO,O,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X
SLITOJZ,O,X,X,O,X,O
SLITOZJ,O,X,X,X,X,O
SLIJTZO,O,X,X,X,X,X
SLIJTOZ,O,X,X,O,X,X
SLIJZTO,O,X,X,X,X,X
SLIJZOT,O,O,O,O,X,X
SLIJOTZ,X,X,O,O,X,X
SLIJOZT,X,O,O,O,O,X
SLIZTJO,O,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X
SLIZJTO,O,X,X,X,X,X
SLIZJOT,O,O,O,O,X,X
SLIZOTJ,O,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X
SLIOTJZ,O,X,X,O,X,O
SLIOTZJ,O,X,X,X,X,O
SLIOJTZ,X,X,O,O,X,X
SLIOJZT,X,X,O,O,O,X
SLIOZTJ,O,X,X,X,X,X
SLIOZJT,O,X,O,O,X,X
SLJTIZO,O,X,X,X,X,X
SLJTIOZ,O,X,X,O,X,X
SLJTZIO,O,X,X,X,X,X
SLJTZOI,O,X,O,X,X,X
SLJTOIZ,O,X,O,O,X,X
SLJTOZI,O,X,O,X,X,X
SLJITZO,O,X,X,X,X,X
SLJITOZ,O,X,X,O,X,X
SLJIZTO,O,X,X,X,X,X
SLJIZOT,O,O,O,O,X,X
SLJIOTZ,X,X,O,O,X,X
SLJIOZT,X,O,O,O,O,X
SLJZTIO,O,X,X,X,X,X
SLJZTOI,O,X,O,X,X,X
SLJZITO,O,X,X,X,X,X
SLJZIOT,O,O,O,O,X,X
SLJZOTI,O,X,O,X,X,X
SLJZOIT,O,O,O,O,X,X
SLJOTIZ,X,X,O,O,X,X
SLJOTZI,X,X,O,X,X,X
SLJOITZ,X,X,O,O,X,X
SLJOIZT,X,O,O,O,O,X
SLJOZTI,X,X,O,X,X,X
SLJOZIT,X,O,O,O,X,X
SLZTIJO,O,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X
SLZTJIO,O,X,X,X,X,X
SLZTJOI,O,X,O,X,X,X
SLZTOIJ,O,X,X,X,X,X
SLZTOJI,O,X,O,X,X,X
SLZITJO,O,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X
SLZIJTO,O,X,X,X,X,X
SLZIJOT,O,O,O,O,X,X
SLZIOTJ,O,X,X,X,X,X
SLZIOJT,O,X,O,O,X,X
SLZJTIO,O,X,X,X,X,X
SLZJTOI,O,X,O,X,X,X
SLZJITO,O,X,X,X,X,X
SLZJIOT,O,O,O,O,X,X
SLZJOTI,O,X,O,X,X,X
SLZJOIT,O,O,O,O,X,X
SLZOTIJ,O,X,X,X,X,X
SLZOTJI,O,X,O,X,X,X
SLZOITJ,O,X,X,X,X,X
SLZOIJT,O,X,O,O,X,X
SLZOJTI,O,X,O,X,X,X
SLZOJIT,O,X,O,O,X,X
SLOTIJZ,O,X,X,O,X,O
SLOTIZJ,O,X,X,X,X,O
SLOTJIZ,O,X,O,O,X,X
SLOTJZI,O,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,X
SLOTZJI,O,X,O,X,X,X
SLOITJZ,O,X,X,O,X,O
SLOITZJ,O,X,X,X,X,O
SLOIJTZ,X,X,O,O,X,X
SLOIJZT,X,X,O,O,O,X
SLOIZTJ,O,X,X,X,X,X
SLOIZJT,O,X,O,O,X,X
SLOJTIZ,X,X,O,O,X,X
SLOJTZI,X,X,O,X,X,X
SLOJITZ,X,X,O,O,X,X
SLOJIZT,X,X,O,O,O,X
SLOJZTI,X,X,O,X,X,X
SLOJZIT,X,X,O,O,X,X
SLOZTIJ,O,X,X,X,X,X
SLOZTJI,O,X,O,X,X,X
SLOZITJ,O,X,X,X,X,X
SLOZIJT,O,X,O,O,X,X
SLOZJTI,O,X,O,X,X,X
SLOZJIT,O,X,O,O,X,X
SJTILZO,O,O,X,X,X,X
SJTILOZ,O,O,X,O,X,X
SJTIZLO,O,O,X,X,X,X
SJTIZOL,O,O,X,X,X,X
SJTIOLZ,O,O,X,O,X,X
SJTIOZL,O,O,X,X,X,X
SJTLIZO,O,O,X,X,X,X
SJTLIOZ,O,O,X,O,X,X
SJTLZIO,O,O,X,X,X,X
SJTLZOI,O,O,O,X,X,X
SJTLOIZ,O,O,O,O,X,X
SJTLOZI,O,O,O,X,X,X
SJTZILO,O,O,X,X,X,X
SJTZIOL,O,O,X,X,X,X
SJTZLIO,O,O,X,X,X,X
SJTZLOI,O,O,X,X,X,X
SJTZOIL,O,O,O,X,X,X
SJTZOLI,O,O,O,X,X,X
SJTOILZ,O,O,O,O,X,X
SJTOIZL,O,O,O,X,X,X
SJTOLIZ,O,O,O,O,X,X
SJTOLZI,O,O,O,X,X,X
SJTOZIL,O,O,O,X,X,X
SJTOZLI,O,O,O,X,X,X
SJITLZO,O,O,X,X,X,X
SJITLOZ,O,O,X,O,X,X
SJITZLO,O,O,X,X,X,X
SJITZOL,O,O,X,X,X,X
SJITOLZ,O,O,X,O,X,X
SJITOZL,O,O,X,X,X,X
SJILTZO,O,X,X,X,X,X
SJILTOZ,O,X,X,O,X,X
SJILZTO,O,X,X,X,X,X
SJILZOT,O,O,O,O,X,X
SJILOTZ,X,X,O,O,X,X
SJILOZT,X,O,O,O,O,X
SJIZTLO,O,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X
SJIZLTO,O,X,X,X,X,X
SJIZLOT,O,O,X,O,X,X
SJIZOTL,O,O,O,X,X,X
SJIZOLT,O,O,O,O,X,X
SJIOTLZ,X,O,O,O,X,X
SJIOTZL,X,O,O,X,X,X
SJIOLTZ,X,X,O,O,X,X
SJIOLZT,X,O,O,O,O,X
SJIOZTL,X,O,O,X,X,X
SJIOZLT,X,O,O,O,X,X
SJLTIZO,O,X,X,X,X,X
SJLTIOZ,O,X,X,O,X,X
SJLTZIO,O,X,X,X,X,X
SJLTZOI,O,X,O,X,X,X
SJLTOIZ,O,X,O,O,X,X
SJLTOZI,O,X,O,X,X,X
SJLITZO,O,X,X,X,X,X
SJLITOZ,O,X,X,O,X,X
SJLIZTO,O,X,X,X,X,X
SJLIZOT,O,O,O,O,X,X
SJLIOTZ,X,X,O,O,X,X
SJLIOZT,X,O,O,O,O,X
SJLZTIO,O,X,X,X,X,X
SJLZTOI,O,X,O,X,X,X
SJLZITO,O,X,X,X,X,X
SJLZIOT,O,O,O,O,X,X
SJLZOTI,O,X,O,X,X,X
SJLZOIT,O,O,O,O,X,X
SJLOTIZ,X,X,O,O,X,X
SJLOTZI,X,X,O,X,X,X
SJLOITZ,X,X,O,O,X,X
SJLOIZT,X,O,O,O,O,X
SJLOZTI,X,X,O,X,X,X
SJLOZIT,X,O,O,O,X,X
SJZTILO,O,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X
SJZTLIO,O,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X
SJZTOIL,O,O,O,X,X,X
SJZTOLI,O,X,O,X,X,X
SJZITLO,O,X,X,X,X,X
SJZITOL,O,O,X,X,X,X
SJZILTO,O,X,X,X,X,X
SJZILOT,O,O,X,O,X,X
SJZIOTL,O,O,O,X,X,X
SJZIOLT,O,O,O,O,X,X
SJZLTIO,O,X,X,X,X,X
SJZLTOI,O,X,O,X,X,X
SJZLITO,O,X,X,X,X,X
SJZLIOT,O,O,O,O,X,X
SJZLOTI,O,X,O,X,X,X
SJZLOIT,O,O,O,O,X,X
SJZOTIL,O,O,O,X,X,X
SJZOTLI,O,X,O,X,X,X
SJZOITL,O,O,O,X,X,X
SJZOILT,O,O,O,O,X,X
SJZOLTI,O,X,O,X,X,X
SJZOLIT,O,O,O,O,X,X
SJOTILZ,X,O,O,O,X,X
SJOTIZL,X,O,O,X,X,X
SJOTLIZ,X,O,O,O,X,X
SJOTLZI,X,O,O,X,X,X
SJOTZIL,X,O,O,X,X,X
SJOTZLI,X,O,O,X,X,X
SJOITLZ,X,O,O,O,X,X
SJOITZL,X,O,O,X,X,X
SJOILTZ,X,X,O,O,X,X
SJOILZT,X,O,O,O,O,X
SJOIZTL,X,O,O,X,X,X
SJOIZLT,X,O,O,O,X,X
SJOLTIZ,X,X,O,O,X,X
SJOLTZI,X,X,O,X,X,X
SJOLITZ,X,X,O,O,X,X
SJOLIZT,X,O,O,O,O,X
SJOLZTI,X,X,O,X,X,X
SJOLZIT,X,O,O,O,X,X
SJOZTIL,X,O,O,X,X,X
SJOZTLI,X,X,O,X,X,X
SJOZITL,X,O,O,X,X,X
SJOZILT,X,O,O,O,X,X
SJOZLTI,X,X,O,X,X,X
SJOZLIT,X,O,O,O,X,X
SZTILJO,O,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X
SZTIJLO,O,X,X,X,X,X
SZTIJOL,O,O,X,X,X,X
SZTIOLJ,O,X,X,X,X,X
SZTIOJL,O,X,X,X,X,X
SZTLIJO,O,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X
SZTLJIO,O,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X
SZTLOIJ,O,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X
SZTJILO,O,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X
SZTJLIO,O,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X
SZTJOIL,O,O,O,X,X,X
SZTJOLI,O,X,O,X,X,X
SZTOILJ,O,X,X,X,X,X
SZTOIJL,O,X,X,X,X,X
SZTOLIJ,O,X,X,X,X,X
SZTOLJI,O,X,X,X,X,X
SZTOJIL,O,X,O,X,X,X
SZTOJLI,O,X,O,X,X,X
SZITLJO,O,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X
SZITJLO,O,X,X,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,X,X,X,X,X
