sequence,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBXjBlmBctBTs?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBTjBlmBcsBXt?BCsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBlnBctBzr?BCtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBTjB6rBcs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukB3hBFjB6sBct?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBFiBXjB6rBct?BTsB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBfoB6oBlmB0s?BzrB,v115@AhB8GeB8HeC8FeD8DeA8JeZEJvhFukBlmBcsBToBCs?BXtB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFRiB+oBcpBlmBXs?BzsB,v115@AhB8GeB8HeC8FeD8DeA8Jei/IvhFWoBcpBlmBxsBzr?BXtB,v115@AhB8GeB8HeC8FeD8DeA8JexCJvhFTkBlmB3nBctBip?BWxB
LJZIOST,O,X,O,O,O,O,X,X,X,X,X
LJZSTIO,O,O,X,O,O,O,O,X,O,X,X
LJZSTOI,X,O,X,O,O,O,O,X,O,X,X
LJZSITO,O,O,X,O,O,O,O,X,O,X,X
LJZSIOT,O,O,X,O,O,O,O,X,X,X,X
LJZSOTI,O,O,X,O,O,O,O,X,O,X,X
LJZSOIT,O,O,X,O,O,O,O,X,X,X,X
LJZOTIS,O,X,O,O,O,O,X,O,X,X,X
LJZOTSI,O,X,O,O,O,O,X,X,X,X,X
LJZOITS,O,X,O,O,O,O,X,O,X,X,X
LJZOIST,O,X,O,O,O,O,X,X,X,X,X
LJZOSTI,O,X,O,O,O,O,X,X,O,X,X
LJZOSIT,O,X,O,O,O,O,X,X,X,X,X
LJOTISZ,X,X,X,X,O,O,X,X,X,X,X
LJOTIZS,O,X,X,O,O,O,X,X,X,X,X
LJOTSIZ,X,X,X,X,O,O,X,X,X,X,X
LJOTSZI,X,X,X,X,O,O,X,X,X,X,X
LJOTZIS,O,X,X,O,O,O,X,X,X,X,X
LJOTZSI,O,X,X,O,O,O,X,X,X,X,X
LJOITSZ,X,X,X,X,O,O,X,X,X,X,X
LJOITZS,O,X,X,O,O,O,X,X,X,X,X
LJOISTZ,X,X,X,O,O,O,X,X,X,X,X
LJOISZT,X,X,O,O,O,O,X,X,X,X,X
LJOIZTS,O,X,O,O,O,O,X,O,X,X,X
LJOIZST,O,X,O,O,O,O,X,X,X,X,X
LJOSTIZ,X,X,X,O,O,O,X,X,X,X,X
LJOSTZI,X,X,X,O,O,O,X,X,X,X,X
LJOSITZ,X,X,X,O,O,O,X,X,X,X,X
LJOSIZT,X,X,O,O,O,O,X,X,X,X,X
LJOSZTI,X,X,O,O,O,O,X,X,X,X,X
LJOSZIT,X,X,O,O,O,O,X,X,X,X,X
LJOZTIS,O,X,O,O,O,O,X,O,X,X,X
LJOZTSI,O,X,O,O,O,O,X,X,X,X,X
LJOZITS,O,X,O,O,O,O,X,O,X,X,X
LJOZIST,O,X,O,O,O,O,X,X,X,X,X
LJOZSTI,O,X,O,O,O,O,X,X,X,X,X
LJOZSIT,O,X,O,O,O,O,X,X,X,X,X
LSTIJZO,X,X,X,O,O,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,X,O,X,X,X,X,X
LSTIZJO,X,X,X,O,O,O,X,X,X,X,X
LSTIZOJ,X,X,X,O,O,O,X,X,X,X,X
LSTIOJZ,X,X,X,O,X,O,X,X,X,X,X
LSTIOZJ,X,X,X,O,X,O,X,X,X,X,X
LSTJIZO,X,X,X,O,O,O,X,X,O,X,X
LSTJIOZ,X,X,X,O,X,O,X,X,X,X,X
LSTJZIO,X,X,X,O,O,O,X,X,O,X,X
LSTJZOI,X,X,X,O,O,O,X,X,O,X,X
LSTJOIZ,X,X,X,O,X,O,X,X,X,X,X
LSTJOZI,X,X,X,O,X,O,X,X,X,X,X
LSTZIJO,X,X,X,O,O,O,X,X,O,X,X
LSTZIOJ,X,X,X,O,O,O,X,X,X,X,X
LSTZJIO,X,X,X,O,O,O,X,X,O,X,X
LSTZJOI,X,X,X,O,O,O,X,X,O,X,X
LSTZOIJ,X,X,X,O,O,O,X,X,X,X,X
LSTZOJI,X,X,X,O,O,O,X,X,O,X,X
LSTOIJZ,X,X,X,O,X,O,X,X,X,X,X
LSTOIZJ,X,X,X,O,X,O,X,X,X,X,X
LSTOJIZ,X,X,X,O,X,O,X,X,X,X,X
LSTOJZI,X,X,X,O,X,O,X,X,X,X,X
LSTOZIJ,X,X,X,O,X,O,X,X,X,X,X
LSTOZJI,X,X,X,O,X,O,X,X,X,X,X
LSITJZO,X,X,X,O,O,O,X,X,X,X,X
LSITJOZ,X,X,X,O,X,O,X,X,X,X,X
LSITZJO,X,X,X,O,O,O,X,X,X,X,X
LSITZOJ,X,X,X,O,O,O,X,X,X,X,X
LSITOJZ,X,X,X,O,X,O,X,X,X,X,X
LSITOZJ,X,X,X,O,X,O,X,X,X,X,X
LSIJTZO,X,X,X,O,O,O,X,X,X,X,X
LSIJTOZ,X,X,X,O,X,O,X,X,X,X,X
LSIJZTO,X,O,X,O,O,O,X,X,X,X,X
LSIJZOT,X,O,X,O,O,O,X,X,X,X,X
LSIJOTZ,X,X,X,O,O,O,X,X,X,X,X
LSIJOZT,X,O,O,O,O,O,X,X,X,X,X
LSIZTJO,X,O,X,O,O,O,X,X,X,X,X
LSIZTOJ,X,O,X,O,O,O,X,X,X,X,X
LSIZJTO,X,O,X,O,O,O,X,X,X,X,X
LSIZJOT,X,O,X,O,O,O,X,X,X,X,X
LSIZOTJ,X,O,X,O,O,O,X,X,X,X,X
LSIZOJT,X,O,X,O,O,O,X,X,X,X,X
LSIOTJZ,X,X,X,O,O,O,X,X,X,X,X
LSIOTZJ,X,X,X,O,O,O,X,X,X,X,X
LSIOJTZ,X,X,X,O,O,O,X,X,X,X,X
LSIOJZT,X,O,O,O,O,O,X,X,X,X,X
LSIOZTJ,X,O,O,O,O,O,X,X,X,X,X
LSIOZJT,X,O,O,O,O,O,X,X,X,X,X
LSJTIZO,X,X,X,O,O,O,X,X,O,X,X
LSJTIOZ,X,X,X,O,X,O,X,X,X,X,X
LSJTZIO,X,X,X,O,O,O,X,X,O,X,X
LSJTZOI,X,X,X,O,O,O,X,X,O,X,X
LSJTOIZ,X,X,X,O,X,O,X,X,X,X,X
LSJTOZI,X,X,X,O,X,O,X,X,X,X,X
LSJITZO,X,X,X,O,O,O,X,X,X,X,X
LSJITOZ,X,X,X,O,X,O,X,X,X,X,X
LSJIZTO,X,O,X,O,O,O,X,X,X,X,X
LSJIZOT,X,O,X,O,O,O,X,X,X,X,X
LSJIOTZ,X,X,X,O,O,O,X,X,X,X,X
LSJIOZT,X,O,O,O,O,O,X,X,X,X,X
LSJZTIO,X,O,X,O,O,O,X,X,O,X,X
LSJZTOI,X,O,X,O,O,O,X,X,O,X,X
LSJZITO,X,O,X,O,O,O,X,X,O,X,X
LSJZIOT,X,O,X,O,O,O,X,X,X,X,X
LSJZOTI,X,O,X,O,O,O,X,X,O,X,X
LSJZOIT,X,O,X,O,O,O,X,X,X,X,X
LSJOTIZ,X,X,X,O,O,O,X,X,X,X,X
LSJOTZI,X,X,X,O,O,O,X,X,X,X,X
LSJOITZ,X,X,X,O,O,O,X,X,X,X,X
LSJOIZT,X,O,O,O,O,O,X,X,X,X,X
LSJOZTI,X,O,O,O,O,O,X,X,X,X,X
LSJOZIT,X,O,O,O,O,O,X,X,X,X,X
LSZTIJO,X,O,X,O,O,O,X,X,O,X,X
LSZTIOJ,X,O,X,O,O,O,X,X,X,X,X
LSZTJIO,X,O,X,O,O,O,X,X,O,X,X
LSZTJOI,X,O,X,O,O,O,X,X,O,X,X
LSZTOIJ,X,O,X,O,O,O,X,X,X,X,X
LSZTOJI,X,O,X,O,O,O,X,X,O,X,X
LSZITJO,X,O,X,O,O,O,X,X,O,X,X
LSZITOJ,X,O,X,O,O,O,X,X,X,X,X
LSZIJTO,X,O,X,O,O,O,X,X,O,X,X
LSZIJOT,X,O,X,O,O,O,X,X,X,X,X
LSZIOTJ,X,O,X,O,O,O,X,X,X,X,X
LSZIOJT,X,O,X,O,O,O,X,X,X,X,X
LSZJTIO,X,O,X,O,O,O,X,X,O,X,X
LSZJTOI,X,O,X,O,O,O,X,X,O,X,X
LSZJITO,X,O,X,O,O,O,X,X,O,X,X
LSZJIOT,X,O,X,O,O,O,X,X,X,X,X
LSZJOTI,X,O,X,O,O,O,X,X,O,X,X
LSZJOIT,X,O,X,O,O,O,X,X,X,X,X
LSZOTIJ,X,O,X,O,O,O,X,X,X,X,X
LSZOTJI,X,O,X,O,O,O,X,X,O,X,X
LSZOITJ,X,O,X,O,O,O,X,X,X,X,X
LSZOIJT,X,O,X,O,O,O,X,X,X,X,X
LSZOJTI,X,O,X,O,O,O,X,X,O,X,X
LSZOJIT,X,O,X,O,O,O,X,X,X,X,X
LSOTIJZ,X,X,X,O,O,O,X,X,X,X,X
LSOTIZJ,X,X,X,O,O,O,X,X,X,X,X
LSOTJIZ,X,X,X,O,O,O,X,X,X,X,X
LSOTJZI,X,X,X,O,O,O,X,X,X,X,X
LSOTZIJ,X,X,X,O,O,O,X,X,X,X,X
LSOTZJI,X,X,X,O,O,O,X,X,X,X,X
LSOITJZ,X,X,X,O,O,O,X,X,X,X,X
LSOITZJ,X,X,X,O,O,O,X,X,X,X,X
LSOIJTZ,X,X,X,O,O,O,X,X,X,X,X
LSOIJZT,X,O,O,O,O,O,X,X,X,X,X
LSOIZTJ,X,O,O,O,O,O,X,X,X,X,X
LSOIZJT,X,O,O,O,O,O,X,X,X,X,X
LSOJTIZ,X,X,X,O,O,O,X,X,X,X,X
LSOJTZI,X,X,X,O,O,O,X,X,X,X,X
LSOJITZ,X,X,X,O,O,O,X,X,X,X,X
LSOJIZT,X,O,O,O,O,O,X,X,X,X,X
LSOJZTI,X,O,O,O,O,O,X,X,X,X,X
LSOJZIT,X,O,O,O,O,O,X,X,X,X,X
LSOZTIJ,X,O,O,O,O,O,X,X,X,X,X
LSOZTJI,X,O,O,O,O,O,X,X,X,X,X
LSOZITJ,X,O,O,O,O,O,X,X,X,X,X
LSOZIJT,X,O,O,O,O,O,X,X,X,X,X
LSOZJTI,X,O,O,O,O,O,X,X,X,X,X
LSOZJIT,X,O,O,O,O,O,X,X,X,X,X
LZTIJSO,O,O,X,O,O,O,O,X,X,O,X
LZTIJOS,X,X,X,O,O,O,X,O,X,O,X
LZTISJO,O,O,X,O,O,O,O,X,O,O,X
LZTISOJ,X,O,X,O,O,O,O,X,X,X,X
LZTIOJS,X,X,X,O,O,O,X,O,X,O,X
LZTIOSJ,X,X,X,O,O,O,X,X,X,X,X
LZTJISO,O,O,X,O,O,O,O,X,X,O,X
LZTJIOS,X,X,X,O,O,O,X,O,X,O,X
LZTJSIO,O,O,X,O,O,O,O,X,O,X,X
LZTJSOI,X,O,X,O,O,O,O,X,O,X,X
LZTJOIS,X,X,X,O,O,O,X,O,X,X,X
LZTJOSI,X,X,X,O,O,O,X,X,X,X,X
LZTSIJO,O,O,X,O,O,O,O,X,O,O,X
LZTSIOJ,X,O,X,O,O,O,O,X,X,X,O
LZTSJIO,O,O,X,O,O,O,O,X,O,X,X
LZTSJOI,X,O,X,O,O,O,O,X,O,X,X
LZTSOIJ,X,O,X,O,O,O,O,X,X,X,O
LZTSOJI,X,O,X,O,O,O,O,X,O,X,O
LZTOIJS,X,X,X,O,O,O,X,O,X,O,X
LZTOISJ,X,X,X,O,O,O,X,X,X,X,X
LZTOJIS,X,X,X,O,O,O,X,O,X,X,X
LZTOJSI,X,X,X,O,O,O,X,X,X,X,X
LZTOSIJ,X,X,X,O,O,O,X,X,X,X,O
LZTOSJI,X,X,X,O,O,O,X,X,O,X,O
LZITJSO,O,O,X,O,O,O,O,X,X,O,X
LZITJOS,X,X,X,O,O,O,X,O,X,O,X
LZITSJO,O,O,X,O,O,O,O,X,O,O,X
LZITSOJ,X,O,X,O,O,O,O,X,X,X,X
LZITOJS,X,X,X,O,O,O,X,O,X,O,X
LZITOSJ,X,X,X,O,O,O,X,X,X,X,X
LZIJTSO,O,O,X,O,O,O,O,X,X,O,X
LZIJTOS,X,X,X,O,O,O,X,O,X,O,X
LZIJSTO,O,O,X,O,O,O,O,X,O,O,X
LZIJSOT,O,O,X,O,O,O,O,X,X,X,X
LZIJOTS,O,X,O,O,O,O,X,O,X,O,X
LZIJOST,O,X,O,O,O,O,X,X,X,X,X
LZISTJO,O,O,X,O,O,O,O,X,O,O,X
LZISTOJ,X,O,X,O,O,O,O,X,X,X,X
LZISJTO,O,O,X,O,O,O,O,X,O,O,X
LZISJOT,O,O,X,O,O,O,O,X,X,X,X
LZISOTJ,O,O,X,O,O,O,O,X,X,X,X
LZISOJT,O,O,X,O,O,O,O,X,X,X,X
LZIOTJS,O,X,O,O,O,O,X,O,X,O,X
LZIOTSJ,O,X,O,O,O,O,X,X,X,X,X
LZIOJTS,O,X,O,O,O,O,X,O,X,O,X
LZIOJST,O,X,O,O,O,O,X,X,X,X,X
LZIOSTJ,O,X,O,O,O,O,X,X,X,X,X
LZIOSJT,O,X,O,O,O,O,X,X,X,X,X
LZJTISO,O,O,X,O,O,O,O,X,X,O,X
LZJTIOS,X,X,X,O,O,O,X,O,X,O,X
LZJTSIO,O,O,X,O,O,O,O,X,O,X,X
LZJTSOI,X,O,X,O,O,O,O,X,O,X,X
LZJTOIS,X,X,X,O,O,O,X,O,X,X,X
LZJTOSI,X,X,X,O,O,O,X,X,X,X,X
LZJITSO,O,O,X,O,O,O,O,X,X,O,X
LZJITOS,X,X,X,O,O,O,X,O,X,O,X
LZJISTO,O,O,X,O,O,O,O,X,O,O,X
LZJISOT,O,O,X,O,O,O,O,X,X,X,X
LZJIOTS,O,X,O,O,O,O,X,O,X,O,X
LZJIOST,O,X,O,O,O,O,X,X,X,X,X
LZJSTIO,O,O,X,O,O,O,O,X,O,X,X
LZJSTOI,X,O,X,O,O,O,O,X,O,X,X
LZJSITO,O,O,X,O,O,O,O,X,O,X,X
LZJSIOT,O,O,X,O,O,O,O,X,X,X,X
LZJSOTI,O,O,X,O,O,O,O,X,O,X,X
LZJSOIT,O,O,X,O,O,O,O,X,X,X,X
LZJOTIS,O,X,O,O,O,O,X,O,X,X,X
LZJOTSI,O,X,O,O,O,O,X,X,X,X,X
LZJOITS,O,X,O,O,O,O,X,O,X,X,X
LZJOIST,O,X,O,O,O,O,X,X,X,X,X
LZJOSTI,O,X,O,O,O,O,X,X,O,X,X
LZJOSIT,O,X,O,O,O,O,X,X,X,X,X
LZSTIJO,O,O,X,O,O,O,O,X,O,O,X
LZSTIOJ,X,O,X,O,O,O,O,X,X,X,O
LZSTJIO,O,O,X,O,O,O,O,X,O,X,X
LZSTJOI,X,O,X,O,O,O,O,X,O,X,X
LZSTOIJ,X,O,X,O,O,O,O,X,X,X,O
LZSTOJI,X,O,X,O,O,O,O,X,O,X,O
LZSITJO,O,O,X,O,O,O,O,X,O,O,X
LZSITOJ,X,O,X,O,O,O,O,X,X,X,X
LZSIJTO,O,O,X,O,O,O,O,X,O,O,X
LZSIJOT,O,O,X,O,O,O,O,X,X,X,X
LZSIOTJ,O,O,X,O,O,O,O,X,X,X,X
LZSIOJT,O,O,X,O,O,O,O,X,X,X,X
LZSJTIO,O,O,X,O,O,O,O,X,O,X,X
LZSJTOI,X,O,X,O,O,O,O,X,O,X,X
LZSJITO,O,O,X,O,O,O,O,X,O,X,X
LZSJIOT,O,O,X,O,O,O,O,X,X,X,X
LZSJOTI,O,O,X,O,O,O,O,X,O,X,X
LZSJOIT,O,O,X,O,O,O,O,X,X,X,X
LZSOTIJ,O,O,X,O,O,O,O,X,X,X,O
LZSOTJI,O,O,X,O,O,O,O,X,O,X,O
LZSOITJ,O,O,X,O,O,O,O,X,X,X,X
LZSOIJT,O,O,X,O,O,O,O,X,X,X,X
LZSOJTI,O,O,X,O,O,O,O,X,O,X,X
LZSOJIT,O,O,X,O,O,O,O,X,X,X,X
LZOTIJS,O,X,O,O,O,O,X,O,X,O,X
LZOTISJ,O,X,O,O,O,O,X,X,X,X,X
LZOTJIS,O,X,O,O,O,O,X,O,X,X,X
LZOTJSI,O,X,O,O,O,O,X,X,X,X,X
LZOTSIJ,O,X,O,O,O,O,X,X,X,X,O
LZOTSJI,O,X,O,O,O,O,X,X,O,X,O
LZOITJS,O,X,O,O,O,O,X,O,X,O,X
LZOITSJ,O,X,O,O,O,O,X,X,X,X,X
LZOIJTS,O,X,O,O,O,O,X,O,X,O,X
LZOIJST,O,X,O,O,O,O,X,X,X,X,X
LZOISTJ,O,X,O,O,O,O,X,X,X,X,X
LZOISJT,O,X,O,O,O,O,X,X,X,X,X
LZOJTIS,O,X,O,O,O,O,X,O,X,X,X
LZOJTSI,O,X,O,O,O,O,X,X,X,X,X
LZOJITS,O,X,O,O,O,O,X,O,X,X,X
LZOJIST,O,X,O,O,O,O,X,X,X,X,X
LZOJSTI,O,X,O,O,O,O,X,X,O,X,X
LZOJSIT,O,X,O,O,O,O,X,X,X,X,X
LZOSTIJ,O,X,O,O,O,O,X,X,X,X,O
LZOSTJI,O,X,O,O,O,O,X,X,O,X,O
LZOSITJ,O,X,O,O,O,O,X,X,X,X,X
LZOSIJT,O,X,O,O,O,O,X,X,X,X,X
LZOSJTI,O,X,O,O,O,O,X,X,O,X,X
LZOSJIT,O,X,O,O,O,O,X,X,X,X,X
LOTIJSZ,X,X,X,X,O,O,X,X,X,X,X
LOTIJZS,O,X,X,O,O,O,X,X,X,X,X
LOTISJZ,X,X,X,X,O,O,X,X,X,X,X
LOTISZJ,X,X,X,X,O,O,X,X,X,X,X
LOTIZJS,O,X,X,O,O,O,X,X,X,X,X
LOTIZSJ,O,X,X,O,O,O,X,X,X,X,X
LOTJISZ,X,X,X,X,O,O,X,X,X,X,X
LOTJIZS,O,X,X,O,O,O,X,X,X,X,X
LOTJSIZ,X,X,X,X,O,O,X,X,X,X,X
LOTJSZI,X,X,X,X,O,O,X,X,X,X,X
LOTJZIS,O,X,X,O,O,O,X,X,X,X,X
LOTJZSI,O,X,X,O,O,O,X,X,X,X,X
LOTSIJZ,X,X,X,X,O,O,X,X,X,X,X
LOTSIZJ,X,X,X,X,O,O,X,X,X,X,X
LOTSJIZ,X,X,X,X,O,O,X,X,X,X,X
LOTSJZI,X,X,X,X,O,O,X,X,X,X,X
LOTSZIJ,X,X,X,X,O,O,X,X,X,X,X
LOTSZJI,X,X,X,X,O,O,X,X,X,X,X
LOTZIJS,O,X,X,O,O,O,X,X,X,X,X
LOTZISJ,O,X,X,O,O,O,X,X,X,X,X
LOTZJIS,O,X,X,O,O,O,X,X,X,X,X
LOTZJSI,O,X,X,O,O,O,X,X,X,X,X
LOTZSIJ,O,X,X,O,O,O,X,X,X,X,O
LOTZSJI,O,X,X,O,O,O,X,X,X,X,O
LOITJSZ,X,X,X,X,O,O,X,X,X,X,X
LOITJZS,O,X,X,O,O,O,X,X,X,X,X
LOITSJZ,X,X,X,X,O,O,X,X,X,X,X
LOITSZJ,X,X,X,X,O,O,X,X,X,X,X
LOITZJS,O,X,X,O,O,O,X,X,X,X,X
LOITZSJ,O,X,X,O,O,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,O,O,X,X,X,X,X
LOIJTZS,O,X,X,O,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,O,O,X,X,X,X,X
LOIJSZT,X,X,O,O,O,O,X,X,X,X,X
LOIJZTS,O,X,O,O,O,O,X,O,X,X,X
LOIJZST,O,X,O,O,O,O,X,X,X,X,X
LOISTJZ,X,X,X,O,O,O,X,X,X,X,X
LOISTZJ,X,X,X,O,O,O,X,X,X,X,X
LOISJTZ,X,X,X,O,O,O,X,X,X,X,X
LOISJZT,X,X,O,O,O,O,X,X,X,X,X
LOISZTJ,X,X,O,O,O,O,X,X,X,X,X
LOISZJT,X,X,O,O,O,O,X,X,X,X,X
LOIZTJS,O,X,O,O,O,O,X,O,X,X,X
LOIZTSJ,O,X,O,O,O,O,X,X,X,X,X
LOIZJTS,O,X,O,O,O,O,X,O,X,X,X
LOIZJST,O,X,O,O,O,O,X,X,X,X,X
LOIZSTJ,O,X,O,O,O,O,X,X,X,X,X
LOIZSJT,O,X,O,O,O,O,X,X,X,X,X
LOJTISZ,X,X,X,X,O,O,X,X,X,X,X
LOJTIZS,O,X,X,O,O,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,O,O,X,X,X,X,X
LOJTSZI,X,X,X,X,O,O,X,X,X,X,X
LOJTZIS,O,X,X,O,O,O,X,X,X,X,X
LOJTZSI,O,X,X,O,O,O,X,X,X,X,X
LOJITSZ,X,X,X,X,O,O,X,X,X,X,X
LOJITZS,O,X,X,O,O,O,X,X,X,X,X
LOJISTZ,X,X,X,O,O,O,X,X,X,X,X
LOJISZT,X,X,O,O,O,O,X,X,X,X,X
LOJIZTS,O,X,O,O,O,O,X,O,X,X,X
LOJIZST,O,X,O,O,O,O,X,X,X,X,X
LOJSTIZ,X,X,X,O,O,O,X,X,X,X,X
LOJSTZI,X,X,X,O,O,O,X,X,X,X,X
LOJSITZ,X,X,X,O,O,O,X,X,X,X,X
LOJSIZT,X,X,O,O,O,O,X,X,X,X,X
LOJSZTI,X,X,O,O,O,O,X,X,X,X,X
LOJSZIT,X,X,O,O,O,O,X,X,X,X,X
LOJZTIS,O,X,O,O,O,O,X,O,X,X,X
LOJZTSI,O,X,O,O,O,O,X,X,X,X,X
LOJZITS,O,X,O,O,O,O,X,O,X,X,X
LOJZIST,O,X,O,O,O,O,X,X,X,X,X
LOJZSTI,O,X,O,O,O,O,X,X,X,X,X
LOJZSIT,O,X,O,O,O,O,X,X,X,X,X
LOSTIJZ,X,X,X,O,O,O,X,X,X,X,X
LOSTIZJ,X,X,X,O,O,O,X,X,X,X,X
LOSTJIZ,X,X,X,O,O,O,X,X,X,X,X
LOSTJZI,X,X,X,O,O,O,X,X,X,X,X
LOSTZIJ,X,X,X,O,O,O,X,X,X,X,X
LOSTZJI,X,X,X,O,O,O,X,X,X,X,X
LOSITJZ,X,X,X,O,O,O,X,X,X,X,X
LOSITZJ,X,X,X,O,O,O,X,X,X,X,X
LOSIJTZ,X,X,X,O,O,O,X,X,X,X,X
LOSIJZT,X,X,O,O,O,O,X,X,X,X,X
LOSIZTJ,X,X,O,O,O,O,X,X,X,X,X
LOSIZJT,X,X,O,O,O,O,X,X,X,X,X
LOSJTIZ,X,X,X,O,O,O,X,X,X,X,X
LOSJTZI,X,X,X,O,O,O,X,X,X,X,X
LOSJITZ,X,X,X,O,O,O,X,X,X,X,X
LOSJIZT,X,X,O,O,O,O,X,X,X,X,X
LOSJZTI,X,X,O,O,O,O,X,X,X,X,X
LOSJZIT,X,X,O,O,O,O,X,X,X,X,X
LOSZTIJ,X,X,O,O,O,O,X,X,X,X,X
LOSZTJI,X,X,O,O,O,O,X,X,X,X,X
LOSZITJ,X,X,O,O,O,O,X,X,X,X,X
LOSZIJT,X,X,O,O,O,O,X,X,X,X,X
LOSZJTI,X,X,O,O,O,O,X,X,X,X,X
LOSZJIT,X,X,O,O,O,O,X,X,X,X,X
LOZTIJS,O,X,O,O,O,O,X,O,X,X,X
LOZTISJ,O,X,O,O,O,O,X,X,X,X,X
LOZTJIS,O,X,O,O,O,O,X,O,X,X,X
LOZTJSI,O,X,O,O,O,O,X,X,X,X,X
LOZTSIJ,O,X,O,O,O,O,X,X,X,X,O
LOZTSJI,O,X,O,O,O,O,X,X,X,X,O
LOZITJS,O,X,O,O,O,O,X,O,X,X,X
LOZITSJ,O,X,O,O,O,O,X,X,X,X,X
LOZIJTS,O,X,O,O,O,O,X,O,X,X,X
LOZIJST,O,X,O,O,O,O,X,X,X,X,X
LOZISTJ,O,X,O,O,O,O,X,X,X,X,X
LOZISJT,O,X,O,O,O,O,X,X,X,X,X
LOZJTIS,O,X,O,O,O,O,X,O,X,X,X
LOZJTSI,O,X,O,O,O,O,X,X,X,X,X
LOZJITS,O,X,O,O,O,O,X,O,X,X,X
LOZJIST,O,X,O,O,O,O,X,X,X,X,X
LOZJSTI,O,X,O,O,O,O,X,X,X,X,X
LOZJSIT,O,X,O,O,O,O,X,X,X,X,X
LOZSTIJ,O,X,O,O,O,O,X,X,X,X,O
LOZSTJI,O,X,O,O,O,O,X,X,X,X,O
LOZSITJ,O,X,O,O,O,O,X,X,X,X,X
LOZSIJT,O,X,O,O,O,O,X,X,X,X,X
LOZSJTI,O,X,O,O,O,O,X,X,X,X,X
LOZSJIT,O,X,O,O,O,O,X,X,X,X,X
JTILSZO,X,X,X,O,O,O,X,X,X,X,X
JTILSOZ,X,X,X,O,X,O,X,X,X,X,X
JTILZSO,O,O,X,O,O,O,O,X,X,O,X
JTILZOS,X,X,X,O,O,O,X,O,X,O,X
JTILOSZ,X,X,X,X,X,O,X,X,X,X,X
JTILOZS,O,X,X,O,X,O,X,X,X,X,X
JTISLZO,X,X,X,O,O,X,X,X,X,X,X
JTISLOZ,X,X,X,O,X,X,X,X,X,X,X
JTISZLO,O,O,X,O,O,X,O,X,X,O,X
JTISZOL,O,O,X,O,O,X,O,O,X,X,X
JTISOLZ,X,X,X,O,O,X,X,X,X,X,X
JTISOZL,O,O,O,O,O,X,X,X,X,X,X
JTIZLSO,O,O,X,O,O,O,O,X,X,O,X
JTIZLOS,X,X,X,X,O,O,X,O,X,O,X
JTIZSLO,O,O,X,O,O,O,O,X,X,O,X
JTIZSOL,O,O,X,O,O,O,O,O,X,X,X
JTIZOLS,O,X,O,X,O,O,X,O,X,O,X
JTIZOSL,O,O,O,O,O,O,O,O,X,X,X
JTIOLSZ,X,X,X,X,O,X,X,X,X,X,X
JTIOLZS,O,X,X,X,O,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,O,X,X,X,X,X,X
JTIOSZL,O,X,O,X,O,O,X,X,X,X,X
JTIOZLS,O,X,O,X,O,O,X,O,X,O,X
JTIOZSL,O,O,O,X,O,O,O,O,X,X,X
JTLISZO,X,X,X,O,O,O,X,X,X,X,X
JTLISOZ,X,X,X,O,X,O,X,X,X,X,X
JTLIZSO,O,O,X,O,O,O,O,X,X,X,X
JTLIZOS,X,X,X,O,O,O,X,O,X,X,X
JTLIOSZ,X,X,X,X,X,O,X,X,X,X,X
JTLIOZS,O,X,X,O,X,O,X,X,X,X,X
JTLSIZO,X,X,X,O,O,O,X,X,X,X,X
JTLSIOZ,X,X,X,O,X,O,X,X,X,X,X
JTLSZIO,X,X,X,O,O,O,X,X,X,X,X
JTLSZOI,X,X,X,O,O,O,X,X,X,X,X
JTLSOIZ,X,X,X,O,X,O,X,X,X,X,X
JTLSOZI,X,X,X,O,X,O,X,X,X,X,X
JTLZISO,O,O,X,O,O,O,O,X,X,X,X
JTLZIOS,X,X,X,O,O,O,X,O,X,X,X
JTLZSIO,O,O,X,O,O,O,O,X,X,X,X
JTLZSOI,X,O,X,O,O,O,O,X,X,X,X
JTLZOIS,X,X,X,O,O,O,X,O,X,X,X
JTLZOSI,X,X,X,O,O,O,X,X,X,X,X
JTLOISZ,X,X,X,X,X,O,X,X,X,X,X
JTLOIZS,O,X,X,O,X,O,X,X,X,X,X
JTLOSIZ,X,X,X,X,X,O,X,X,X,X,X
JTLOSZI,X,X,X,X,X,O,X,X,X,X,X
JTLOZIS,O,X,X,O,X,O,X,X,X,X,X
JTLOZSI,O,X,X,O,X,O,X,X,X,X,X
JTSILZO,X,X,X,O,O,X,X,X,O,X,X
JTSILOZ,X,X,X,O,X,X,X,X,X,X,X
JTSIZLO,O,O,X,O,O,X,O,X,O,X,X
