sequence,v115@AhA8IeB8GeC8EeF8Nem/IvhFxhB6oBTkBfsBUtBlsB,v115@AhA8IeB8GeC8EeF8Nem/IvhFlhBUjBTkBXnBStBxxB,v115@AhA8IeB8GeC8EeF8NeOEJvhF8kBlhBXnBToBCoBxxB,v115@AhA8IeB8GeC8EeF8Nem/IvhFlhBTkB6tBRsBcsBXtB,v115@AhA8IeB8GeC8EeF8NeKEJvhFzfB0hBxiBFsBXtBGtB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFXjBlkB+tBikBRsBTsB,v115@AhA8IeB8GeC8EeF8Nei/IvhFziB+oB3kBUnBlmBxxB,v115@AhA8IeB8GeC8EeF8NeOEJvhF8kBxhBzmBFtB6tB3sB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFXjBikB+tBlkBRsBTsB,v115@AhA8IeB8GeC8EeF8Ne2EJvhFziB5oBUnB3kBlmByxB,v115@AhA8IeB8GeC8EeF8Ne0BJvhFTjBlkBWtBikBXnBxxB,v115@AhA8IeB8GeC8EeF8NeXCJvhFTjBlkBWtBikB0mBxxB,v115@AhA8IeB8GeC8EeF8NeXCJvhFTjBikBWtBlkB0mBxxB
JILZSOT,O,X,X,X,X,X,O,X,O,O,X,X,O
JILZOTS,O,X,X,X,X,X,X,X,X,O,O,X,X
JILZOST,O,X,X,X,X,X,O,X,O,O,X,X,O
JILOTSZ,X,X,X,O,X,X,X,X,X,X,X,O,O
JILOTZS,X,X,X,O,X,X,X,X,X,O,O,X,X
JILOSTZ,X,X,X,O,X,X,O,X,X,X,X,O,O
JILOSZT,X,X,X,O,X,X,O,X,O,O,X,X,O
JILOZTS,X,X,X,O,X,X,X,X,X,O,O,X,X
JILOZST,X,X,X,O,X,X,O,X,O,O,X,X,O
JISTLZO,X,X,X,X,X,O,O,X,O,X,X,X,X
JISTLOZ,X,X,X,X,X,X,O,X,X,X,X,O,O
JISTZLO,O,X,O,X,X,O,O,X,O,X,X,X,X
JISTZOL,X,O,O,X,X,O,O,X,X,X,O,O,X
JISTOLZ,X,O,X,X,X,X,O,X,X,X,X,O,O
JISTOZL,X,O,O,X,X,O,O,X,X,X,O,O,X
JISLTZO,X,X,X,X,X,O,O,X,O,X,X,X,X
JISLTOZ,X,X,X,X,X,X,O,X,X,X,X,O,O
JISLZTO,O,X,X,X,X,O,O,X,O,X,X,X,X
JISLZOT,O,X,X,X,X,X,O,X,O,O,X,X,O
JISLOTZ,X,X,X,X,X,X,O,X,X,X,X,O,O
JISLOZT,X,X,X,X,X,X,O,X,O,O,X,X,O
JISZTLO,O,X,O,X,X,O,O,X,O,X,X,X,X
JISZTOL,X,O,O,X,X,O,O,X,X,X,O,O,X
JISZLTO,O,X,O,X,X,O,O,X,O,X,X,X,X
JISZLOT,O,X,O,X,X,X,O,X,O,X,X,X,O
JISZOTL,O,O,O,X,X,O,O,X,X,X,O,O,X
JISZOLT,O,O,O,X,X,X,O,X,O,X,X,X,O
JISOTLZ,X,O,X,X,X,X,O,X,X,X,X,O,O
JISOTZL,O,O,O,X,X,O,O,X,X,X,O,O,X
JISOLTZ,X,O,X,X,X,X,O,X,X,X,X,O,O
JISOLZT,O,O,X,X,X,X,O,X,O,X,X,X,O
JISOZTL,O,O,O,X,X,O,O,X,X,X,O,O,X
JISOZLT,O,O,O,X,X,X,O,X,O,X,X,X,O
JIZTLSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X,X,O,X,X
JIZTSLO,X,X,O,X,X,O,O,X,O,X,X,X,X
JIZTSOL,X,X,O,X,X,O,O,X,X,X,O,O,X
JIZTOLS,X,X,X,X,X,X,X,O,X,X,O,X,X
JIZTOSL,X,X,O,X,X,O,O,O,X,X,O,O,X
JIZLTSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X,O,O,X,X
JIZLSTO,O,X,O,X,X,O,O,X,O,X,X,X,X
JIZLSOT,O,X,O,X,X,X,O,X,O,O,X,X,O
JIZLOTS,O,X,X,X,X,X,X,O,X,O,O,X,X
JIZLOST,O,X,O,X,X,X,O,X,O,O,X,X,O
JIZSTLO,O,X,O,X,X,O,O,X,O,X,X,X,X
JIZSTOL,X,X,O,X,X,O,O,X,X,X,O,O,X
JIZSLTO,O,X,O,X,X,O,O,X,O,X,X,X,X
JIZSLOT,O,X,O,X,X,X,O,X,O,X,X,X,O
JIZSOTL,X,X,O,X,X,O,O,O,X,X,O,O,X
JIZSOLT,O,X,O,X,X,X,O,X,O,X,X,X,O
JIZOTLS,O,X,X,X,X,X,X,O,X,X,O,X,X
JIZOTSL,X,X,O,X,X,O,O,O,X,X,O,O,X
JIZOLTS,O,X,X,X,X,X,X,O,X,X,O,X,X
JIZOLST,O,X,O,X,X,X,O,X,O,X,X,X,O
JIZOSTL,X,X,O,X,X,O,O,O,X,X,O,O,X
JIZOSLT,O,X,O,X,X,X,O,X,O,X,X,X,O
JIOTLSZ,X,O,X,O,X,X,X,X,X,X,X,O,O
JIOTLZS,X,X,X,O,X,X,X,X,X,X,O,X,X
JIOTSLZ,X,O,X,O,X,X,O,X,X,X,X,O,O
JIOTSZL,O,O,X,X,X,O,O,X,X,X,O,O,X
JIOTZLS,O,X,X,O,X,X,X,O,X,X,O,X,X
JIOTZSL,X,O,X,X,X,O,O,O,X,X,O,O,X
JIOLTSZ,X,O,X,O,X,X,X,X,X,X,X,O,O
JIOLTZS,X,X,X,O,X,X,X,X,X,O,O,X,X
JIOLSTZ,X,O,X,O,X,X,O,X,X,X,X,O,O
JIOLSZT,O,O,X,O,X,X,O,X,O,O,X,X,O
JIOLZTS,O,X,X,O,X,X,X,X,X,O,O,X,X
JIOLZST,O,X,X,O,X,X,O,X,O,O,X,X,O
JIOSTLZ,X,O,X,O,X,X,O,X,X,X,X,O,O
JIOSTZL,O,O,O,X,X,O,O,X,X,X,O,O,X
JIOSLTZ,X,O,X,O,X,X,O,X,X,X,X,O,O
JIOSLZT,O,O,X,O,X,X,O,X,O,X,X,X,O
JIOSZTL,O,O,O,X,X,O,O,X,X,X,O,O,X
JIOSZLT,O,O,O,X,X,X,O,X,O,X,X,X,O
JIOZTLS,O,X,X,O,X,X,X,O,X,X,O,X,X
JIOZTSL,X,O,O,X,X,O,O,O,X,X,O,O,X
JIOZLTS,O,X,X,O,X,X,X,O,X,X,O,X,X
JIOZLST,O,X,O,O,X,X,O,X,O,X,X,X,O
JIOZSTL,O,O,O,X,X,O,O,O,X,X,O,O,X
JIOZSLT,O,O,O,X,X,X,O,X,O,X,X,X,O
JLTISZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,X,O,X,X,X
JLTIOSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTIOZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLTSIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTSIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTSZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTSZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTSOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTSOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTZISO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLTZIOS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLTZSIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTZSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLTZOIS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLTZOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOISZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTOIZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLTOSIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
JLTOSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLTOZIS,X,X,X,O,O,X,X,X,X,O,X,X,X
JLTOZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLITSZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,X,X,X,X,X,X,X,O
JLITZSO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,X,O,X,X,X
JLITOSZ,X,X,X,O,X,X,X,X,X,X,X,X,O
JLITOZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLISTZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLISTOZ,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLISZOT,O,X,X,X,X,X,X,X,O,O,X,X,O
JLISOTZ,X,X,X,X,X,X,X,X,X,X,X,X,O
JLISOZT,X,X,X,X,X,X,X,X,O,O,X,X,O
JLIZTSO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLIZSTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X,X,O,O,X,X,O
JLIZOTS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,O,O,X,X,O
JLIOTSZ,X,X,X,O,X,X,X,X,X,X,X,X,O
JLIOTZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLIOSTZ,X,X,X,O,X,X,X,X,X,X,X,X,O
JLIOSZT,X,X,X,O,X,X,X,X,O,O,X,X,O
JLIOZTS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLIOZST,X,X,X,O,X,X,X,X,O,O,X,X,O
JLSTIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLSTIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSTZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JLSTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLSTOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSITZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JLSITOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSIZTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSIOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLSZTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLSZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLSZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLSOTIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOIZT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLSOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLSOZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLZTISO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZTIOS,O,X,X,X,O,X,X,X,X,O,X,X,X
JLZTSIO,O,X,X,X,O,O,X,X,O,X,X,X,X
JLZTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JLZTOIS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLZTOSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JLZISTO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZISOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZIOTS,O,X,X,X,O,X,X,X,X,O,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZSTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
JLZSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JLZSITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZSOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZOTIS,X,X,X,X,O,X,X,X,X,O,X,X,X
JLZOTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,O,X,X,X,X,O,X,X,X
JLZOIST,O,X,X,X,X,X,X,X,O,O,X,X,X
JLZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLZOSIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JLOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTIZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOTSIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOTZIS,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOTZSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOITZS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOISZT,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X,X,O,X,X,X
JLOIZST,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOSTIZ,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOSTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOSITZ,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOSIZT,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOSZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JLOZTIS,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOZTSI,X,X,X,X,O,X,X,X,X,X,X,X,X
JLOZITS,X,X,X,O,O,X,X,X,X,O,X,X,X
JLOZIST,X,X,X,O,X,X,X,X,O,O,X,X,X
JLOZSTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOZSIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JSTILZO,X,X,X,X,X,O,X,X,O,X,X,X,X
JSTILOZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSTIZLO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSTIZOL,X,O,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSTIOZL,X,O,O,X,X,O,X,X,X,X,X,X,X
JSTLIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
JSTLIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTLZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JSTLZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JSTLOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JSTZILO,O,X,O,X,O,O,X,X,X,X,X,X,X
JSTZIOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JSTZLIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JSTZLOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JSTZOIL,X,O,O,X,X,O,X,X,X,X,X,X,X
JSTZOLI,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTOILZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSTOIZL,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTOLIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSTOLZI,X,O,X,X,X,X,X,X,X,X,X,X,X
JSTOZIL,X,O,X,X,X,O,X,X,X,X,X,X,X
JSTOZLI,X,O,X,X,X,O,X,X,X,X,X,X,X
JSITLZO,X,X,X,X,X,O,O,X,O,X,X,X,X
JSITLOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSITZLO,O,X,O,X,X,O,O,X,O,X,X,X,X
JSITZOL,X,O,O,X,X,O,O,X,X,X,X,X,X
JSITOLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSITOZL,X,O,O,X,X,O,O,X,X,X,X,X,X
JSILTZO,X,X,X,X,X,O,O,X,O,X,X,X,X
JSILTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSILZTO,O,X,X,X,X,O,O,X,O,X,X,X,X
JSILZOT,O,X,X,X,X,X,O,X,O,O,X,X,X
JSILOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSILOZT,X,X,X,X,X,X,O,X,O,O,X,X,X
JSIZTLO,O,X,O,X,X,O,O,X,O,X,X,X,X
JSIZTOL,X,O,O,X,X,O,O,X,X,X,X,X,X
JSIZLTO,O,X,O,X,X,O,O,X,O,X,X,X,X
JSIZLOT,O,X,O,X,X,X,O,X,O,X,X,X,X
JSIZOTL,O,O,O,X,X,O,O,X,X,X,X,X,X
JSIZOLT,O,O,O,X,X,X,O,X,O,X,X,X,X
JSIOTLZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIOTZL,O,O,O,X,X,O,O,X,X,X,X,X,X
JSIOLTZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,O,X,O,X,X,X,X
JSIOZTL,O,O,O,X,X,O,O,X,X,X,X,X,X
JSIOZLT,O,O,O,X,X,X,O,X,O,X,X,X,X
JSLTIZO,X,X,X,X,O,O,X,X,O,X,X,X,X
JSLTIOZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLTZIO,X,X,X,X,O,O,X,X,O,X,X,X,X
JSLTZOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JSLTOIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLITZO,X,X,X,X,X,O,O,X,O,X,X,X,X
JSLITOZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLIZTO,O,X,X,X,X,O,O,X,O,X,X,X,X
JSLIZOT,O,X,X,X,X,X,O,X,O,O,X,X,X
JSLIOTZ,X,X,X,X,X,X,O,X,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X,O,X,O,O,X,X,X
JSLZTIO,O,X,X,X,X,O,X,X,O,X,X,X,X
JSLZTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JSLZITO,O,X,X,X,X,X,X,X,O,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLZOTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JSLOTIZ,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLOTZI,X,X,X,X,O,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X,X,X,O,O,X,X,X
JSLOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X,X,O,O,X,X,X
JSZTILO,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZTIOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JSZTLIO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSZTLOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JSZTOIL,X,O,O,X,X,O,X,X,X,X,X,X,X
JSZTOLI,X,O,X,X,X,O,X,X,X,X,X,X,X
JSZITLO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSZITOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JSZILTO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSZILOT,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZIOTL,O,X,O,X,X,O,X,X,X,X,X,X,X
JSZIOLT,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZLTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
JSZLTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JSZLITO,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZLIOT,O,X,O,X,X,X,X,X,O,X,X,X,X
JSZLOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSZOTIL,O,O,O,X,X,O,X,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,O,X,X,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,O,X,X,X,X,X,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOTILZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOTLIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTLZI,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOITLZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOILTZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSOIZTL,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSOLTIZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLTZI,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLITZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,O,X,X,X,X
JSOLZTI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JSOZTIL,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,O,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,O,X,X,X,X
JZTILSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZTILOS,O,X,X,X,O,X,X,X,X,X,O,X,X
JZTISLO,X,X,O,X,X,O,X,X,O,X,X,X,X
JZTISOL,X,X,O,X,X,O,X,X,X,X,O,X,X
JZTIOLS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZTIOSL,X,X,O,X,X,O,X,O,X,X,O,X,X
JZTLISO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZTLIOS,O,X,X,X,O,X,X,X,X,X,X,X,X
JZTLSIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JZTLSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JZTLOIS,X,X,X,X,O,X,X,O,X,X,X,X,X
JZTLOSI,X,X,X,X,O,X,X,O,X,X,X,X,X
JZTSILO,O,X,O,X,O,O,X,X,X,X,X,X,X
JZTSIOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JZTSLIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JZTSLOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JZTSOIL,X,X,O,X,X,O,X,O,X,X,X,X,X
JZTSOLI,X,X,X,X,X,O,X,O,X,X,X,X,X
JZTOILS,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTOISL,X,X,O,X,X,O,X,O,X,X,X,X,X
JZTOLIS,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTOLSI,X,X,X,X,X,X,X,O,X,X,X,X,X
JZTOSIL,X,X,O,X,X,O,X,O,X,X,X,X,X
JZTOSLI,X,X,X,X,X,O,X,O,X,X,X,X,X
JZITLSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZITLOS,O,X,X,X,X,X,X,X,X,X,O,X,X
JZITSLO,X,X,O,X,X,O,X,X,O,X,X,X,X
JZITSOL,X,X,O,X,X,O,X,X,X,X,O,X,X
JZITOLS,X,X,X,X,X,X,X,O,X,X,O,X,X
JZITOSL,X,X,O,X,X,O,X,O,X,X,O,X,X
JZILTSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZILTOS,O,X,X,X,X,X,X,X,X,O,O,X,X
JZILSTO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZILSOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JZILOTS,O,X,X,X,O,X,X,O,X,O,O,X,X
JZILOST,O,X,O,X,X,X,X,X,O,O,X,X,X
JZISTLO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZISTOL,X,X,O,X,X,O,X,X,X,X,O,X,X
JZISLTO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZISLOT,O,X,O,X,X,X,X,X,O,X,X,X,X
JZISOTL,X,X,O,X,X,O,X,O,X,X,O,X,X
JZISOLT,O,X,O,X,X,X,X,X,O,X,X,X,X
JZIOTLS,O,X,X,X,X,X,X,O,X,X,O,X,X
JZIOTSL,X,X,O,X,X,O,X,O,X,X,O,X,X
JZIOLTS,O,X,X,X,X,X,X,O,X,X,O,X,X
JZIOLST,O,X,O,X,X,X,X,X,O,X,X,X,X
JZIOSTL,X,X,O,X,X,O,X,O,X,X,O,X,X
JZIOSLT,O,X,O,X,X,X,X,X,O,X,X,X,X
JZLTISO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZLTIOS,O,X,X,X,O,X,X,X,X,O,X,X,X
JZLTSIO,O,X,O,X,O,O,X,X,O,X,X,X,X
JZLTSOI,X,X,X,X,O,O,X,X,O,X,X,X,X
JZLTOIS,X,X,X,X,O,X,X,O,X,O,X,X,X
JZLTOSI,X,X,X,X,O,X,X,O,X,X,X,X,X
JZLITSO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZLITOS,O,X,X,X,X,X,X,X,X,O,X,X,X
JZLISTO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZLISOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JZLIOTS,O,X,X,X,O,X,X,O,X,O,X,X,X
JZLIOST,O,X,O,X,X,X,X,X,O,O,X,X,X
JZLSTIO,O,X,O,X,X,O,X,X,O,X,X,X,X
JZLSTOI,X,X,X,X,X,O,X,X,O,X,X,X,X
JZLSITO,O,X,O,X,X,X,X,X,O,X,X,X,X
JZLSIOT,O,X,O,X,X,X,X,X,O,O,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZLOTIS,O,X,X,X,O,X,X,O,X,O,X,X,X
JZLOTSI,O,X,X,X,O,X,X,O,X,X,X,X,X
JZLOITS,O,X,X,X,O,X,X,O,X,O,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,O,O,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,O,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,O,O,X,X,X
JZSTILO,O,X,O,X,X,O,X,X,X,X,X,X,X
JZSTIOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JZSTLIO,O,X,O,X,X,O,X,X,O,X,X,X,X
