sequence,v115@GhA8IeA8GeD8BeB8AeD8Je2EJvhFRgBanBziB3lB9r?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRiB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8Jex/IvhFXhBdnBziBypBGr?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Jem/IvhFChBdnBziB/rBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB2pBzlBtr?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Jei/IvhFRhBziB9pBOqBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRiB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8Je0/IvhFxhBynB/pBzlBtr?BOqB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFXgB8lBRnB9rBin?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeNEJvhFUhBRiBXlBinBGr?BzpB,v115@GhA8IeA8GeD8BeB8AeD8JeyEJvhFfmBmhBziBtrBxp?B0pB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhFNlBRhBziBqpBXm?B8rB,v115@GhA8IeA8GeD8BeB8AeD8JeOEJvhF8kBzgBRnB9rBin?BXqB,v115@GhA8IeA8GeD8BeB8AeD8JezAJvhF/pBUlBRnB9rBin?BmpB
TJOSIZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TJOSLIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TJOSLZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TJOSZIL,O,O,O,X,O,O,O,O,O,X,O,X,X,X
TJOSZLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TJOZILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TJOZISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TJOZLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TJOZLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TJOZSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
TJOZSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSILJZO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSILJOZ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSILZJO,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSILZOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSILOJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
TSILOZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSIJLZO,O,X,O,O,X,X,X,X,X,X,O,X,X,X
TSIJLOZ,O,X,O,O,X,X,X,O,X,X,O,X,X,X
TSIJZLO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIJZOL,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TSIJOLZ,O,X,O,O,X,X,X,O,X,X,O,X,X,X
TSIJOZL,O,O,O,O,X,X,O,O,X,X,O,X,X,X
TSIZLJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIZLOJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSIZJLO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIZJOL,O,O,X,O,X,X,O,X,X,X,O,X,O,X
TSIZOLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,O
TSIZOJL,O,O,O,O,X,X,O,O,X,X,O,X,O,O
TSIOLJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
TSIOLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSIOJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
TSIOJZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSIOZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSIOZJL,O,O,O,O,X,X,O,O,X,X,O,X,O,X
TSLIJZO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
TSLIJOZ,O,O,X,O,X,X,O,O,X,O,O,X,X,X
TSLIZJO,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSLIZOJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSLIOJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSLIOZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSLJIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
TSLJIOZ,O,O,O,O,X,O,O,O,X,O,O,X,X,X
TSLJZIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSLJZOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSLJOIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSLJOZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSLZIJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TSLZIOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSLZJIO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TSLZJOI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSLZOIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSLZOJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSLOIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSLOJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TSLOJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSLOZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSLOZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSJILZO,O,X,O,O,X,X,X,X,X,O,O,X,X,X
TSJILOZ,O,X,O,O,X,O,X,O,X,O,O,X,X,X
TSJIZLO,O,O,X,O,X,X,O,X,X,O,O,X,X,X
TSJIZOL,O,O,O,O,X,X,O,X,X,X,O,X,X,X
TSJIOLZ,O,X,O,O,X,O,X,O,X,X,O,X,X,X
TSJIOZL,O,O,O,O,X,X,O,O,X,X,O,X,X,X
TSJLIZO,O,O,O,O,X,X,O,X,X,O,O,X,X,X
TSJLIOZ,O,O,O,O,X,O,O,O,X,O,O,X,X,X
TSJLZIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSJLZOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJLOIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSJLOZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJZILO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
TSJZIOL,O,O,O,X,X,O,O,X,X,X,O,X,X,X
TSJZLIO,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TSJZLOI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJZOIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
TSJZOLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJOILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
TSJOIZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSJOLIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSJOLZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSJOZIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
TSJOZLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TSZILJO,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZILOJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
TSZIJLO,O,O,X,O,X,O,O,X,X,X,O,X,X,X
TSZIJOL,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TSZIOLJ,O,O,X,O,X,O,O,O,X,X,O,X,X,O
TSZIOJL,O,O,O,O,X,O,O,O,X,X,O,X,O,O
TSZLIJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X
TSZLIOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSZLJIO,O,O,X,X,X,O,O,X,X,X,X,X,X,X
TSZLJOI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSZLOIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSZLOJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSZJILO,O,O,X,X,X,O,O,X,X,X,O,X,X,X
TSZJIOL,O,O,O,X,X,O,O,X,X,X,O,X,O,X
TSZJLIO,O,O,O,X,X,O,O,X,X,X,X,X,X,X
TSZJLOI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
TSZJOLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSZOILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,O
TSZOIJL,O,O,O,O,X,O,O,O,X,X,O,X,O,O
TSZOLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSZOLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
TSZOJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TSOILJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
TSOILZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TSOIJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
TSOIJZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSOIZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSOIZJL,O,O,O,O,X,X,O,O,X,X,O,X,O,X
TSOLIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSOLIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TSOLJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TSOLJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSOLZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSOLZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSOJILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
TSOJIZL,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TSOJLIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TSOJLZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSOJZIL,O,O,O,X,O,O,O,O,X,X,O,X,X,X
TSOJZLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSOZILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
TSOZIJL,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TSOZLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TSOZLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TSOZJIL,O,O,O,X,X,O,O,O,X,X,O,X,O,X
TSOZJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TZILJSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZILJOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZILSJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TZILSOJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TZILOJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZILOSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TZIJLSO,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIJLOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIJSLO,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TZIJSOL,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TZIJOLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZIJOSL,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
TZISLOJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZISJLO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
TZISJOL,O,O,X,O,X,O,O,X,O,X,O,O,X,X
TZISOLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZISOJL,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZIOLJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIOLSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TZIOJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZIOJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
TZIOSLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZIOSJL,O,O,X,O,X,O,O,O,O,X,O,O,X,X
TZLIJSO,O,O,X,X,X,O,X,X,X,O,X,O,X,X
TZLIJOS,O,O,X,X,X,O,X,X,X,O,X,O,X,X
TZLISJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TZLISOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLIOJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TZLIOSJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLJISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TZLJIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZLJSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TZLJSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZLJOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZLJOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZLSIJO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TZLSIOJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLSJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TZLSJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLSOIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLSOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLOIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TZLOISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLOJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZLOJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZLOSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLOSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZJILSO,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TZJILOS,O,O,X,X,O,O,X,X,X,O,X,X,X,X
TZJISLO,O,O,X,X,X,O,X,X,O,O,X,X,X,X
TZJISOL,O,O,X,X,X,O,X,X,O,X,X,X,X,X
TZJIOLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJIOSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJLISO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TZJLIOS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJLSIO,O,O,O,X,X,O,X,X,X,O,X,O,X,X
TZJLSOI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJLOIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJLOSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJSILO,O,O,X,X,X,O,X,X,O,O,O,X,X,X
TZJSIOL,O,O,O,X,X,O,X,X,O,X,O,X,X,X
TZJSLIO,O,O,O,X,X,O,X,X,X,O,X,X,X,X
TZJSLOI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZJSOIL,O,O,O,X,O,O,X,X,X,X,O,X,X,X
TZJSOLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZJOILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJOISL,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZJOLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJOLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TZJOSIL,O,O,O,X,O,O,X,X,X,X,O,X,X,X
TZJOSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TZSILJO,O,O,X,O,X,O,O,X,X,X,O,O,X,X
TZSILOJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZSIJLO,O,O,X,O,X,O,O,X,O,X,O,O,X,X
TZSIJOL,O,O,X,O,X,O,O,X,O,X,O,O,X,X
TZSIOLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZSIOJL,O,O,O,O,X,O,O,O,X,X,O,O,X,X
TZSLIJO,O,O,X,O,X,O,O,X,X,X,X,O,X,X
TZSLIOJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
TZSLJIO,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TZSLJOI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZSLOIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
TZSLOJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZSJILO,O,O,X,X,X,O,O,X,O,X,O,O,X,X
TZSJIOL,O,O,O,X,X,O,O,X,O,X,O,O,X,X
TZSJLIO,O,O,O,X,X,O,O,X,X,X,X,O,X,X
TZSJLOI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
TZSJOIL,O,O,O,X,X,O,O,O,X,X,O,O,X,X
TZSJOLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
TZSOILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZSOIJL,O,O,O,O,X,O,O,O,X,X,O,O,X,X
TZSOLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
TZSOLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZSOJIL,O,O,O,X,X,O,O,O,X,X,O,O,X,X
TZSOJLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
TZOILJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOILSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TZOIJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOIJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
TZOISLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZOISJL,O,O,X,O,X,O,O,O,O,X,O,O,X,X
TZOLIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TZOLISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZOLJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZOLJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZOLSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZOLSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZOJILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TZOJISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TZOJLIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZOJLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZOJSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
TZOJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZOSILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TZOSIJL,O,O,O,O,X,O,O,O,O,X,O,O,X,X
TZOSLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
TZOSLJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZOSJIL,O,O,O,X,X,O,O,O,O,X,O,O,X,X
TZOSJLI,O,O,O,X,X,O,O,O,X,X,X,O,X,X
TOILJSZ,X,O,O,O,O,O,O,O,X,X,O,X,X,X
TOILJZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TOILSJZ,O,O,X,O,O,X,O,O,X,X,O,X,X,X
TOILSZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOILZJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOILZSJ,O,O,X,X,X,O,O,O,X,X,O,X,X,X
TOIJLSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
TOIJLZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TOIJSLZ,X,X,O,O,O,O,X,O,X,X,O,X,X,X
TOIJSZL,X,O,O,O,O,X,O,O,O,X,O,X,X,X
TOIJZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIJZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
TOISLJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
TOISLZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TOISJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
TOISJZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOISZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOISZJL,O,O,O,O,X,X,O,O,O,X,O,X,X,X
TOIZLJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIZLSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TOIZJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOIZJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
TOIZSLJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
TOIZSJL,O,O,X,O,X,O,O,O,O,X,O,X,X,X
TOLIJSZ,X,O,O,O,O,O,O,O,X,O,O,O,X,X
TOLIJZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TOLISJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,X
TOLISZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOLIZJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOLIZSJ,O,O,X,X,X,O,O,O,X,X,O,O,X,X
TOLJISZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
TOLJIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TOLJSIZ,O,O,O,X,O,O,O,O,X,O,O,O,X,X
TOLJSZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
TOLJZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOLJZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOLSIJZ,O,O,O,O,O,X,O,O,X,X,O,O,X,X
TOLSIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOLSJIZ,O,O,O,O,O,O,O,O,X,X,O,O,X,X
TOLSJZI,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TOLSZIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
TOLSZJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOLZIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOLZISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOLZJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOLZJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOLZSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOLZSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOJILSZ,X,O,O,O,O,O,X,O,X,X,O,X,X,X
TOJILZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TOJISLZ,X,X,O,O,O,O,X,O,X,X,O,X,X,X
TOJISZL,X,O,O,O,O,X,O,O,O,X,O,X,X,X
TOJIZLS,X,O,X,X,O,O,X,X,X,X,X,X,X,X
TOJIZSL,X,O,X,O,O,O,X,X,O,X,X,X,X,X
TOJLISZ,X,O,O,X,O,O,O,O,X,O,X,O,X,X
TOJLIZS,X,O,O,X,O,O,X,X,X,O,X,O,X,X
TOJLSIZ,O,O,O,X,O,O,O,O,X,O,O,O,X,X
TOJLSZI,O,O,O,X,O,O,O,O,X,O,X,O,X,X
TOJLZIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOJLZSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOJSILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
TOJSIZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOJSLIZ,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TOJSLZI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TOJSZIL,O,O,O,X,O,O,O,O,O,X,O,X,X,X
TOJSZLI,O,O,O,X,O,O,O,O,X,O,X,X,X,X
TOJZILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOJZISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TOJZLIS,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOJZLSI,O,O,O,X,O,O,X,X,X,O,X,O,X,X
TOJZSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
TOJZSLI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TOSILJZ,O,X,O,O,O,X,O,O,X,X,O,X,X,X
TOSILZJ,O,X,X,O,X,X,O,O,X,X,O,X,X,X
TOSIJLZ,O,X,O,O,O,X,X,O,X,X,O,X,X,X
TOSIJZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOSIZLJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOSIZJL,O,O,O,O,X,X,O,O,O,X,O,X,X,X
TOSLIJZ,O,O,O,O,O,X,O,O,X,X,O,X,X,X
TOSLIZJ,O,O,X,O,X,X,O,O,X,X,O,X,X,X
TOSLJIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TOSLJZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TOSLZIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TOSLZJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOSJILZ,O,X,O,O,O,O,X,O,X,X,O,X,X,X
TOSJIZL,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOSJLIZ,O,O,O,O,O,O,O,O,X,X,O,X,X,X
TOSJLZI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TOSJZIL,O,O,O,X,O,O,O,O,O,X,O,X,X,X
TOSJZLI,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TOSZILJ,O,O,X,O,X,O,O,O,X,X,O,X,X,X
TOSZIJL,O,O,O,O,X,O,O,O,O,X,O,X,X,X
TOSZLIJ,O,O,X,O,X,O,O,O,X,X,X,X,X,X
TOSZLJI,O,O,X,X,X,O,O,O,X,X,X,X,X,X
TOSZJIL,O,O,O,X,X,O,O,O,O,X,O,X,X,X
TOSZJLI,O,O,O,X,X,O,O,O,X,X,X,X,X,X
TOZILJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOZILSJ,O,O,X,X,X,O,X,O,X,X,O,X,X,X
TOZIJLS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOZIJSL,O,O,X,O,O,O,X,X,O,X,X,X,X,X
TOZISLJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TOZISJL,O,O,X,O,X,O,O,O,O,X,O,O,X,X
TOZLIJS,O,O,X,X,O,O,X,X,X,X,X,O,X,X
TOZLISJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOZLJIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOZLJSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOZLSIJ,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOZLSJI,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TOZJILS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
TOZJISL,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TOZJLIS,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOZJLSI,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TOZJSIL,O,O,O,X,O,O,X,X,O,X,O,X,X,X
TOZJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TOZSILJ,O,O,X,O,X,O,O,O,X,X,O,O,X,X
TOZSIJL,O,O,O,O,X,O,O,O,O,X,O,O,X,X
TOZSLIJ,O,O,X,O,X,O,O,O,X,X,X,O,X,X
