sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFzgBGiB3mBxpBls?BUqB
TJLIOZS,O,O,O,O,O,X,O,O,O,X,X,X,X,O
TJLSIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TJLSIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TJLSZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TJLSZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TJLSOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TJLSOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TJLZISO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TJLZIOS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TJLZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TJLZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TJLZOIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TJLZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TJLOISZ,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TJLOIZS,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TJLOSIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TJLOSZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TJLOZIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TJLOZSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TJSILZO,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TJSILOZ,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TJSIZLO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TJSIZOL,X,O,O,O,O,O,X,X,X,X,X,O,X,O
TJSIOLZ,X,X,X,O,O,X,X,X,O,O,X,O,X,O
TJSIOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TJSLIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TJSLIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TJSLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TJSLZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TJSLOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TJSLOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TJSZILO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TJSZIOL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TJSZLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TJSZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJSZOIL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TJSZOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJSOILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TJSOIZL,O,O,X,X,O,X,X,X,X,O,X,O,X,O
TJSOLIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TJSOLZI,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TJSOZIL,O,O,O,O,O,X,X,O,X,O,X,X,O,O
TJSOZLI,O,O,O,O,O,X,O,O,X,O,X,X,X,X
TJZILSO,O,X,O,X,X,O,O,O,O,X,X,X,O,O
TJZILOS,O,X,O,X,O,X,O,O,O,X,X,X,O,O
TJZISLO,O,X,O,X,O,O,X,O,X,O,X,X,O,O
TJZISOL,O,X,O,X,O,O,X,O,X,X,X,X,O,O
TJZIOLS,O,X,X,X,O,X,O,O,O,X,X,X,O,O
TJZIOSL,O,X,O,X,O,X,X,O,X,X,X,X,O,X
TJZLISO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TJZLIOS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TJZLSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TJZLSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TJZLOIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TJZLOSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TJZSILO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TJZSIOL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TJZSLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TJZSLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TJZSOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TJZOILS,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TJZOISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TJZOLIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TJZOLSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TJZOSIL,O,O,O,X,O,O,X,O,X,O,X,X,O,X
TJZOSLI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TJOILSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TJOILZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TJOISLZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TJOISZL,O,X,X,X,O,X,X,X,X,O,X,O,X,O
TJOIZLS,X,O,X,X,O,X,O,O,O,X,O,X,O,O
TJOIZSL,O,O,X,X,O,X,X,O,X,O,O,O,O,X
TJOLISZ,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TJOLIZS,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TJOLSIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TJOLSZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TJOLZIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TJOLZSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TJOSILZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TJOSIZL,O,X,X,X,O,O,X,X,X,O,X,O,X,O
TJOSLIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TJOSLZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TJOSZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,O
TJOSZLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TJOZILS,O,O,X,X,O,O,O,O,O,X,O,X,O,X
TJOZISL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TJOZLIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TJOZLSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TJOZSIL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TJOZSLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSILJZO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TSILJOZ,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TSILZJO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TSILZOJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TSILOJZ,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TSILOZJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TSIJLZO,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TSIJLOZ,X,O,O,O,O,X,X,X,X,O,X,O,X,O
TSIJZLO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TSIJZOL,X,O,O,O,O,O,X,X,X,X,X,O,X,O
TSIJOLZ,X,X,X,O,O,X,X,X,X,O,X,O,X,O
TSIJOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TSIZLJO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TSIZLOJ,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TSIZJLO,X,O,O,O,X,O,X,X,X,O,X,O,O,O
TSIZJOL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TSIZOLJ,X,O,O,X,X,X,X,X,X,X,X,O,O,O
TSIZOJL,X,O,O,O,X,O,X,X,X,X,X,O,O,O
TSIOLJZ,X,O,X,O,O,X,X,X,X,O,X,O,X,O
TSIOLZJ,X,O,X,O,X,X,X,X,X,X,X,O,O,O
TSIOJLZ,X,O,X,O,O,X,X,X,X,O,X,O,X,O
TSIOJZL,X,O,X,X,O,X,X,X,X,X,X,O,X,O
TSIOZLJ,X,O,X,X,X,X,X,X,X,X,X,O,O,O
TSIOZJL,X,O,X,X,X,O,X,X,X,X,X,O,O,O
TSLIJZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TSLIJOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSLIZJO,O,O,O,O,X,O,O,X,X,O,X,O,X,O
TSLIZOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TSLIOJZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSLIOZJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TSLJIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TSLJIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSLJZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TSLJZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TSLJOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSLJOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TSLZIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TSLZIOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TSLZJIO,O,O,O,O,O,O,O,X,O,O,X,X,X,X
TSLZJOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TSLZOIJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TSLZOJI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TSLOIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TSLOIZJ,O,O,O,O,X,O,O,X,O,X,X,O,X,O
TSLOJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TSLOJZI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TSLOZIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TSLOZJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TSJILZO,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TSJILOZ,X,O,O,O,O,X,X,X,O,O,X,O,X,O
TSJIZLO,X,O,O,O,O,O,X,X,X,O,X,O,X,O
TSJIZOL,X,O,O,O,O,O,X,X,X,X,X,O,X,O
TSJIOLZ,X,X,X,O,O,X,X,X,O,O,X,O,X,O
TSJIOZL,X,X,X,X,O,X,X,X,X,X,X,O,X,O
TSJLIZO,O,O,O,O,O,O,X,O,O,O,X,O,X,O
TSJLIOZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSJLZIO,O,O,O,O,O,O,X,O,O,O,X,X,X,X
TSJLZOI,O,O,O,O,O,O,X,O,O,X,X,X,X,X
TSJLOIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSJLOZI,O,O,O,O,O,X,O,O,O,X,X,X,X,X
TSJZILO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TSJZIOL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TSJZLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TSJZLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TSJZOIL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TSJZOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TSJOILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TSJOIZL,O,O,X,X,O,X,X,X,X,O,X,O,X,O
TSJOLIZ,O,O,O,O,O,X,O,O,O,O,X,O,X,O
TSJOLZI,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TSJOZIL,O,O,O,O,O,X,X,O,X,O,X,X,O,O
TSJOZLI,O,O,O,O,O,X,O,O,X,O,X,X,X,X
TSZILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TSZILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TSZIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZIOLJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TSZIOJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZLIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TSZLIOJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TSZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
TSZJIOL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TSZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZOILJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TSZOIJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TSZOLIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TSZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TSZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TSOILJZ,O,O,X,O,O,O,X,X,X,O,X,O,X,O
TSOILZJ,O,O,X,O,X,O,X,X,X,O,X,O,O,O
TSOIJLZ,O,O,X,O,O,X,X,X,X,O,X,O,X,O
TSOIJZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TSOIZLJ,X,O,X,X,X,O,X,X,X,O,X,O,O,O
TSOIZJL,O,O,X,X,X,O,X,X,X,O,X,O,O,O
TSOLIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TSOLIZJ,O,O,O,O,X,O,O,X,O,O,X,O,X,O
TSOLJIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TSOLJZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TSOLZIJ,O,O,O,O,X,O,O,X,O,O,O,O,X,X
TSOLZJI,O,O,O,O,O,O,O,X,O,O,O,X,X,X
TSOJILZ,O,O,X,O,O,X,X,X,O,O,X,O,X,O
TSOJIZL,O,O,X,X,O,O,X,X,X,O,X,O,X,O
TSOJLIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,O
TSOJLZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TSOJZIL,O,O,O,O,O,O,X,O,X,O,O,X,O,O
TSOJZLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TSOZILJ,X,O,O,X,X,O,X,X,X,O,O,O,O,O
TSOZIJL,O,O,O,O,X,O,X,X,X,O,O,O,O,O
TSOZLIJ,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TSOZLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TSOZJIL,O,O,O,O,O,O,X,X,X,O,O,X,O,O
TSOZJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TZILJSO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TZILJOS,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TZILSJO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TZILSOJ,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TZILOJS,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TZILOSJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TZIJLSO,O,X,O,X,X,O,O,X,X,X,X,X,O,O
TZIJLOS,O,X,O,X,X,X,O,X,X,X,X,X,O,O
TZIJSLO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TZIJSOL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TZIJOLS,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TZIJOSL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TZISLJO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TZISLOJ,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TZISJLO,O,X,O,X,X,O,X,X,X,O,X,O,O,O
TZISJOL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TZISOLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,O
TZISOJL,O,X,O,X,X,O,X,X,X,X,X,O,O,O
TZIOLJS,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TZIOLSJ,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TZIOJLS,O,X,X,X,X,X,O,X,X,X,X,X,O,O
TZIOJSL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TZIOSLJ,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TZIOSJL,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TZLIJSO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
TZLIJOS,O,O,O,O,X,X,O,O,X,X,X,X,O,X
TZLISJO,O,O,O,O,X,O,O,X,X,X,X,X,O,X
TZLISOJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X
TZLIOJS,O,O,O,O,X,X,O,O,X,X,X,X,O,X
TZLIOSJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X
TZLJISO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TZLJIOS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TZLJSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TZLJSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TZLJOIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TZLJOSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TZLSIJO,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZLSIOJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TZLSJIO,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TZLSJOI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TZLSOIJ,O,O,O,O,X,O,O,X,O,X,X,O,X,X
TZLSOJI,O,O,O,O,O,O,O,X,O,X,X,X,X,X
TZLOIJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TZLOISJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TZLOJIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TZLOJSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TZLOSIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TZLOSJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TZJILSO,O,X,O,X,X,O,O,O,O,X,X,X,O,O
TZJILOS,O,X,O,X,O,X,O,O,O,X,X,X,O,O
TZJISLO,O,X,O,X,O,O,X,O,X,O,X,X,O,O
TZJISOL,O,X,O,X,O,O,X,O,X,X,X,X,O,O
TZJIOLS,O,X,X,X,O,X,O,O,O,X,X,X,O,O
TZJIOSL,O,X,O,X,O,X,X,O,X,X,X,X,O,X
TZJLISO,O,O,O,O,X,O,O,O,O,X,X,X,O,X
TZJLIOS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TZJLSIO,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TZJLSOI,O,O,O,O,X,O,O,O,O,X,X,X,X,X
TZJLOIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TZJLOSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TZJSILO,O,O,O,O,O,O,X,O,X,O,X,X,O,O
TZJSIOL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TZJSLIO,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TZJSLOI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TZJSOIL,O,O,O,O,O,O,X,O,X,X,X,X,O,O
TZJSOLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
TZJOILS,O,O,X,X,O,X,O,O,O,X,X,X,O,X
TZJOISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X
TZJOLIS,O,O,O,O,O,X,O,O,O,X,X,X,O,X
TZJOLSI,O,O,O,O,O,O,O,O,O,X,X,X,X,X
TZJOSIL,O,O,O,X,O,O,X,O,X,O,X,X,O,X
TZJOSLI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
TZSILJO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TZSILOJ,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSIJLO,O,O,O,O,X,O,X,X,X,O,X,O,O,O
TZSIJOL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSIOLJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TZSIOJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSLIJO,O,O,O,O,X,O,O,X,X,O,X,O,X,X
TZSLIOJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSLJIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,O,X,X,X,O,X,X,O,O
TZSJIOL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSJLIO,O,O,O,O,O,O,O,X,X,O,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSJOIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSOILJ,O,O,O,X,X,X,X,X,X,X,X,O,O,O
TZSOIJL,O,O,O,O,X,O,X,X,X,X,X,O,O,O
TZSOLIJ,O,O,O,O,X,O,O,X,X,X,X,O,X,X
TZSOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZSOJIL,O,O,O,O,O,O,X,X,X,X,X,X,O,O
TZSOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X,X
TZOILJS,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TZOILSJ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TZOIJLS,O,O,X,X,X,O,O,X,X,X,O,X,O,X
TZOIJSL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TZOISLJ,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TZOISJL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TZOLIJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TZOLISJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TZOLJIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TZOLJSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TZOLSIJ,O,O,O,O,X,O,O,X,O,X,O,O,X,X
TZOLSJI,O,O,O,O,O,O,O,X,O,X,O,X,X,X
TZOJILS,O,O,X,X,O,O,O,O,O,X,O,X,O,X
TZOJISL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TZOJLIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TZOJLSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TZOJSIL,O,O,O,X,O,O,X,O,X,O,O,X,O,X
TZOJSLI,O,O,O,O,O,O,O,O,X,O,O,X,X,X
TZOSILJ,O,X,O,X,X,O,X,X,X,O,O,O,O,X
TZOSIJL,O,O,O,X,X,O,X,X,X,O,O,O,O,X
TZOSLIJ,O,O,O,O,X,O,O,X,X,O,O,O,X,X
TZOSLJI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TZOSJIL,O,O,O,X,O,O,X,X,X,O,O,X,O,X
TZOSJLI,O,O,O,O,O,O,O,X,X,O,O,X,X,X
TOILJSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TOILJZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TOILSJZ,O,O,X,O,O,O,O,O,O,O,X,O,X,O
TOILSZJ,O,O,X,O,X,O,O,X,O,O,X,O,O,O
TOILZJS,O,O,X,O,X,O,O,O,X,X,O,X,O,O
TOILZSJ,O,O,X,O,X,O,O,X,X,X,O,X,O,X
TOIJLSZ,O,O,X,O,O,X,O,O,O,O,X,O,X,O
TOIJLZS,O,O,X,O,O,X,O,O,O,X,O,X,O,O
TOIJSLZ,O,X,X,O,O,X,X,X,O,O,X,O,X,O
TOIJSZL,O,X,X,X,O,X,X,X,X,O,X,O,X,O
TOIJZLS,X,O,X,X,O,X,O,O,O,X,O,X,O,O
TOIJZSL,O,O,X,X,O,X,X,O,X,O,O,O,O,X
TOISLJZ,O,X,X,O,O,O,X,X,X,O,X,O,X,O
TOISLZJ,O,X,X,O,X,O,X,X,X,O,X,O,O,O
TOISJLZ,O,X,X,O,O,X,X,X,X,O,X,O,X,O
TOISJZL,O,X,X,X,O,O,X,X,X,O,X,O,X,O
TOISZLJ,X,X,X,X,X,O,X,X,X,O,X,O,O,O
TOISZJL,O,X,X,X,X,O,X,X,X,O,X,O,O,O
TOIZLJS,X,O,X,O,X,O,O,X,X,X,O,X,O,O
TOIZLSJ,X,O,X,O,X,O,O,X,X,X,O,X,O,X
TOIZJLS,X,O,X,X,X,O,O,X,X,X,O,X,O,O
TOIZJSL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
TOIZSLJ,X,X,X,X,X,O,X,X,X,O,O,O,O,X
TOIZSJL,O,O,X,X,X,O,X,X,X,O,O,O,O,X
TOLIJSZ,O,O,O,O,O,X,O,O,O,O,X,O,X,X
TOLIJZS,O,O,O,O,O,X,O,O,O,X,O,X,O,X
TOLISJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOLISZJ,O,O,O,O,X,O,O,X,O,O,X,O,O,X
TOLIZJS,O,O,O,O,X,O,O,O,X,X,O,X,O,X
TOLIZSJ,O,O,O,O,X,O,O,X,X,X,O,X,O,X
TOLJISZ,O,O,O,O,O,X,O,O,O,O,X,X,X,X
TOLJIZS,O,O,O,O,O,X,O,O,O,X,O,X,X,X
TOLJSIZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
TOLJSZI,O,O,O,O,O,O,O,O,O,O,O,X,X,X
TOLJZIS,O,O,O,O,O,O,O,O,O,X,O,X,O,X
TOLJZSI,O,O,O,O,O,O,O,O,O,X,O,X,X,X
TOLSIJZ,O,O,O,O,O,O,O,O,O,O,X,O,X,X
