sequence,v115@RhA8EeB8AeC8BeF8Jei/IvhFRhB3iBcoBTmBGqBFqB,v115@RhA8EeB8AeC8BeF8Je/EJvhFUgBamBumBxnBFoBTqB,v115@RhA8EeB8AeC8BeF8JeT/IvhF/lBxiBimBFoBGmBUqB,v115@RhA8EeB8AeC8BeF8JeT/IvhFxgBliBcoB3mBGqBiqB,v115@RhA8EeB8AeC8BeF8JezAJvhFRiBcoBlkBCnBmkB3qB,v115@RhA8EeB8AeC8BeF8Jex/IvhF3iBcoBlkBGmBimBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFzgBumBxnB0kBFoB3qB,v115@RhA8EeB8AeC8BeF8JeT/IvhFumB3iBcoBRqBiqBlqB,v115@RhA8EeB8AeC8BeF8JeSIJvhFxkBlmB0kBXmBmnBTqB,v115@RhA8EeB8AeC8BeF8JeyEJvhFumBzlBxnB0kBFoB3qB
IOLSZTJ,O,O,X,X,X,X,X,X,X,X
IOLSZJT,O,O,X,X,X,X,O,X,X,X
IOLZTJS,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,O,X,X,X,X,X,X,X
IOLZJTS,O,X,X,X,X,X,X,O,X,O
IOLZJST,O,O,X,X,X,X,X,O,X,O
IOLZSTJ,O,O,O,X,X,X,X,X,X,X
IOLZSJT,O,O,X,X,X,X,X,O,X,X
IOJTLSZ,X,O,X,X,X,X,X,X,X,O
IOJTLZS,O,X,X,X,X,O,X,X,X,O
IOJTSLZ,X,O,X,X,X,X,X,X,X,X
IOJTSZL,X,O,X,X,X,O,X,X,X,X
IOJTZLS,O,X,X,X,X,O,X,O,X,X
IOJTZSL,O,X,X,X,X,O,X,O,X,X
IOJLTSZ,X,O,X,X,X,X,X,X,X,O
IOJLTZS,O,X,X,X,X,X,X,X,X,O
IOJLSTZ,X,O,X,X,X,X,O,X,X,O
IOJLSZT,O,O,X,X,X,X,O,X,X,O
IOJLZTS,O,X,X,X,X,X,X,O,X,O
IOJLZST,O,O,X,X,X,X,X,O,X,O
IOJSTLZ,X,O,X,X,X,X,O,X,X,X
IOJSTZL,X,O,X,O,X,X,X,X,X,X
IOJSLTZ,X,O,X,X,X,X,O,X,X,O
IOJSLZT,O,O,X,O,X,X,O,X,X,O
IOJSZTL,O,O,X,O,X,X,X,O,X,X
IOJSZLT,O,O,X,O,X,X,O,O,X,X
IOJZTLS,O,X,X,X,X,O,X,O,X,X
IOJZTSL,O,X,X,O,X,O,X,O,X,X
IOJZLTS,O,X,X,X,X,X,X,O,X,O
IOJZLST,O,O,X,X,X,X,X,O,X,O
IOJZSTL,O,O,X,O,X,O,X,O,X,X
IOJZSLT,O,O,X,O,X,X,X,O,X,X
IOSTLJZ,X,O,X,X,X,X,O,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,O,X,X,X
IOSTJZL,X,O,X,X,X,X,X,X,X,X
IOSTZLJ,X,O,X,O,X,X,X,X,X,X
IOSTZJL,X,O,X,O,X,X,X,X,X,X
IOSLTJZ,X,O,X,X,X,X,O,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,X,X
IOSLJTZ,X,O,X,X,X,X,O,X,X,O
IOSLJZT,X,O,X,X,X,X,O,X,X,O
IOSLZTJ,O,O,X,O,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,O,X,X,X
IOSJTLZ,X,O,X,X,X,X,O,X,X,X
IOSJTZL,X,O,X,O,X,X,X,X,X,X
IOSJLTZ,X,O,X,X,X,X,O,X,X,O
IOSJLZT,O,O,X,O,X,X,O,X,X,O
IOSJZTL,O,O,X,O,X,X,X,O,X,X
IOSJZLT,O,O,X,O,X,X,O,O,X,X
IOSZTLJ,O,O,X,O,X,X,X,X,X,X
IOSZTJL,O,O,X,O,X,X,X,O,X,X
IOSZLTJ,O,O,X,O,X,X,X,X,X,X
IOSZLJT,O,O,X,X,X,X,O,O,X,X
IOSZJTL,O,O,X,O,X,X,X,O,X,X
IOSZJLT,O,O,X,O,X,X,O,O,X,X
IOZTLJS,X,X,O,X,X,O,X,X,X,X
IOZTLSJ,O,X,O,X,X,O,X,X,X,X
IOZTJLS,O,X,O,X,X,O,X,O,X,X
IOZTJSL,O,X,O,O,X,O,X,O,X,X
IOZTSLJ,O,X,O,O,X,O,X,X,X,X
IOZTSJL,O,X,O,O,X,O,X,O,X,X
IOZLTJS,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,X,X,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X,O,X,O
IOZLJST,O,O,X,X,X,X,X,O,X,O
IOZLSTJ,O,O,O,X,X,X,X,X,X,X
IOZLSJT,O,O,X,X,X,X,X,O,X,X
IOZJTLS,O,X,X,X,X,O,X,O,X,X
IOZJTSL,O,X,X,O,X,O,X,O,X,X
IOZJLTS,O,X,X,X,X,X,X,O,X,O
IOZJLST,O,O,X,X,X,X,X,O,X,O
IOZJSTL,O,O,X,O,X,O,X,O,X,X
IOZJSLT,O,O,X,O,X,X,X,O,X,X
IOZSTLJ,O,O,O,O,X,O,X,X,X,X
IOZSTJL,O,O,O,O,X,O,X,O,X,X
IOZSLTJ,O,O,O,O,X,X,X,X,X,X
IOZSLJT,O,O,X,X,X,X,X,O,X,X
IOZSJTL,O,O,X,O,X,O,X,O,X,X
IOZSJLT,O,O,X,O,X,X,X,O,X,X
LTIJSZO,X,O,X,X,X,X,X,X,O,X
LTIJSOZ,X,X,X,X,X,X,O,X,O,X
LTIJZSO,X,X,O,X,X,O,X,X,O,X
LTIJZOS,X,X,O,X,X,X,X,X,O,X
LTIJOSZ,X,O,X,X,X,X,X,X,O,O
LTIJOZS,X,X,O,X,X,X,X,X,O,O
LTISJZO,X,O,X,X,X,X,X,X,O,X
LTISJOZ,X,X,X,X,X,X,O,X,O,X
LTISZJO,X,O,O,X,O,X,X,X,O,X
LTISZOJ,X,X,O,X,O,X,X,X,O,X
LTISOJZ,X,X,X,X,X,X,O,X,O,X
LTISOZJ,X,X,O,X,O,X,X,X,O,X
LTIZJSO,X,X,O,X,O,O,X,X,O,X
LTIZJOS,X,X,O,X,X,X,X,X,O,X
LTIZSJO,X,X,O,X,O,O,X,X,O,X
LTIZSOJ,X,X,O,X,O,X,X,X,O,X
LTIZOJS,X,X,O,X,X,X,X,X,O,X
LTIZOSJ,X,X,O,X,O,X,X,X,O,X
LTIOJSZ,X,O,X,X,X,X,X,X,O,O
LTIOJZS,X,X,O,X,X,X,X,X,O,O
LTIOSJZ,X,O,X,X,X,X,X,X,O,X
LTIOSZJ,X,O,O,X,X,X,X,X,O,X
LTIOZJS,X,X,O,X,X,X,X,X,O,X
LTIOZSJ,X,X,O,X,X,X,X,X,O,X
LTJISZO,X,O,X,X,X,X,X,X,O,X
LTJISOZ,X,X,X,X,X,X,O,X,O,X
LTJIZSO,X,X,O,X,X,O,X,X,O,X
LTJIZOS,X,X,O,X,X,X,X,X,O,X
LTJIOSZ,X,O,X,X,X,X,X,X,O,O
LTJIOZS,X,X,O,X,X,X,X,X,O,O
LTJSIZO,X,O,X,X,X,X,X,X,X,X
LTJSIOZ,X,X,X,X,X,X,O,X,X,X
LTJSZIO,X,O,X,X,O,X,X,X,X,X
LTJSZOI,X,X,X,X,O,X,X,X,X,X
LTJSOIZ,X,X,X,X,X,X,O,X,X,X
LTJSOZI,X,X,X,X,O,X,X,X,X,X
LTJZISO,X,X,O,X,O,O,X,X,X,X
LTJZIOS,X,X,O,X,X,X,X,X,X,X
LTJZSIO,O,X,O,X,O,O,X,X,X,X
LTJZSOI,O,X,O,X,O,O,X,X,X,X
LTJZOIS,O,X,O,X,X,X,X,X,X,X
LTJZOSI,O,X,O,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,X,X,X,X,X,O
LTJOIZS,O,X,O,X,X,X,X,X,X,O
LTJOSIZ,X,O,X,X,X,X,X,X,X,X
LTJOSZI,X,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,O,X,X,X,X,X,X,X
LTJOZSI,O,X,O,X,X,X,X,X,X,X
LTSIJZO,X,O,X,X,X,X,X,X,O,X
LTSIJOZ,X,X,X,X,X,X,O,X,O,X
LTSIZJO,X,O,O,X,O,X,X,X,O,X
LTSIZOJ,X,X,O,X,O,X,X,X,O,X
LTSIOJZ,X,X,X,X,X,X,O,X,O,X
LTSIOZJ,X,X,O,X,O,X,X,X,O,X
LTSJIZO,X,O,X,X,X,X,X,X,X,X
LTSJIOZ,X,X,X,X,X,X,O,X,X,X
LTSJZIO,X,O,X,X,O,X,X,X,X,X
LTSJZOI,X,X,X,X,O,X,X,X,X,X
LTSJOIZ,X,X,X,X,X,X,O,X,X,X
LTSJOZI,X,X,X,X,O,X,X,X,X,X
LTSZIJO,X,O,O,X,O,X,X,X,X,X
LTSZIOJ,X,X,O,X,O,X,X,X,X,X
LTSZJIO,X,O,O,X,O,X,X,X,X,X
LTSZJOI,X,X,O,X,O,X,X,X,X,X
LTSZOIJ,X,X,O,X,O,X,X,X,X,X
LTSZOJI,X,X,O,X,O,X,X,X,X,X
LTSOIJZ,X,X,X,X,X,X,O,X,X,X
LTSOIZJ,X,X,O,X,O,X,X,X,X,X
LTSOJIZ,X,X,X,X,X,X,O,X,X,X
LTSOJZI,X,X,X,X,O,X,X,X,X,X
LTSOZIJ,X,X,O,X,O,X,X,X,X,X
LTSOZJI,X,X,O,X,O,X,X,X,X,X
LTZIJSO,X,X,O,X,O,O,X,X,O,X
LTZIJOS,X,X,O,X,X,X,X,X,O,X
LTZISJO,X,X,O,X,O,O,X,X,O,X
LTZISOJ,X,X,O,X,O,X,X,X,O,X
LTZIOJS,X,X,O,X,X,X,X,X,O,X
LTZIOSJ,X,X,O,X,O,X,X,X,O,X
LTZJISO,X,X,O,X,O,O,X,X,X,X
LTZJIOS,X,X,O,X,X,X,X,X,X,X
LTZJSIO,O,X,O,X,O,O,X,X,X,X
LTZJSOI,O,X,O,X,O,O,X,X,X,X
LTZJOIS,O,X,O,X,X,X,X,X,X,X
LTZJOSI,O,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,O,X,O,O,X,X,X,X
LTZSIOJ,O,X,O,X,O,X,X,X,X,X
LTZSJIO,O,X,O,X,O,O,X,X,X,X
LTZSJOI,O,X,O,X,O,O,X,X,X,X
LTZSOIJ,O,X,O,X,O,X,X,X,X,X
LTZSOJI,O,X,O,X,O,X,X,X,X,X
LTZOIJS,X,X,O,X,X,X,X,X,X,X
LTZOISJ,O,X,O,X,O,X,X,X,X,X
LTZOJIS,O,X,O,X,X,X,X,X,X,X
LTZOJSI,O,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,O,X,X,X,X,X
LTZOSJI,O,X,O,X,O,X,X,X,X,X
LTOIJSZ,X,O,X,X,X,X,X,X,O,O
LTOIJZS,X,X,O,X,X,X,X,X,O,O
LTOISJZ,X,O,X,X,X,X,X,X,O,X
LTOISZJ,X,O,O,X,X,X,X,X,O,X
LTOIZJS,X,X,O,X,X,X,X,X,O,X
LTOIZSJ,O,X,O,X,X,X,X,X,O,X
LTOJISZ,X,O,X,X,X,X,X,X,X,O
LTOJIZS,O,X,O,X,X,X,X,X,X,O
LTOJSIZ,X,O,X,X,X,X,X,X,X,X
LTOJSZI,X,O,X,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X,X,X,X,X
LTOJZSI,O,X,O,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,X,X,X
LTOSIZJ,X,O,O,X,O,X,X,X,X,X
LTOSJIZ,X,O,X,X,X,X,X,X,X,X
LTOSJZI,X,O,X,X,O,X,X,X,X,X
LTOSZIJ,X,O,O,X,O,X,X,X,X,X
LTOSZJI,X,O,O,X,O,X,X,X,X,X
LTOZIJS,X,X,O,X,X,X,X,X,X,X
LTOZISJ,O,X,O,X,O,X,X,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,X,X
LTOZJSI,O,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,O,X,X,X,X,X
LTOZSJI,O,X,O,X,O,X,X,X,X,X
LITJSZO,X,O,X,X,X,X,X,X,O,X
LITJSOZ,X,X,X,X,X,X,O,X,O,X
LITJZSO,X,X,O,X,X,X,X,X,O,X
LITJZOS,X,X,O,X,X,X,X,X,O,X
LITJOSZ,X,O,X,X,X,X,X,X,O,O
LITJOZS,X,X,O,X,X,X,X,X,O,O
LITSJZO,X,O,X,X,X,X,X,X,O,X
LITSJOZ,X,X,X,X,X,X,O,X,O,X
LITSZJO,X,O,O,X,O,X,X,X,O,X
LITSZOJ,X,X,O,X,O,X,X,X,O,X
LITSOJZ,X,X,X,X,X,X,O,X,O,X
LITSOZJ,X,X,O,X,O,X,X,X,O,X
LITZJSO,X,X,O,X,O,X,X,X,O,X
LITZJOS,X,X,O,X,X,X,X,X,O,X
LITZSJO,X,X,O,X,O,X,X,X,O,X
LITZSOJ,X,X,O,X,O,X,X,X,O,X
LITZOJS,X,X,O,X,X,X,X,X,O,X
LITZOSJ,X,X,O,X,O,X,X,X,O,X
LITOJSZ,X,O,X,X,X,X,X,X,O,O
LITOJZS,X,X,O,X,X,X,X,X,O,O
LITOSJZ,X,O,X,X,X,X,X,X,O,X
LITOSZJ,X,O,O,X,X,X,X,X,O,X
LITOZJS,X,X,O,X,X,X,X,X,O,X
LITOZSJ,X,X,O,X,X,X,X,X,O,X
LIJTSZO,X,O,X,X,X,X,X,X,O,X
LIJTSOZ,X,X,X,X,X,X,O,X,O,X
LIJTZSO,X,X,X,X,X,X,X,X,O,X
LIJTZOS,X,X,X,X,X,X,X,X,O,X
LIJTOSZ,X,O,X,X,X,X,X,X,O,O
LIJTOZS,X,X,X,X,X,X,X,X,O,O
LIJSTZO,X,O,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,X,O,X,X,X
LIJSZTO,X,O,X,X,X,X,X,X,X,X
LIJSZOT,X,O,X,X,X,X,O,X,X,X
LIJSOTZ,X,O,X,X,X,X,O,X,X,O
LIJSOZT,X,O,X,X,X,X,O,X,X,O
LIJZTSO,X,X,X,X,X,X,X,O,X,X
LIJZTOS,X,X,X,X,X,X,X,O,X,X
LIJZSTO,O,O,X,X,X,X,X,O,X,X
LIJZSOT,O,O,X,X,X,X,O,O,X,X
LIJZOTS,O,X,X,X,X,X,X,O,X,O
LIJZOST,O,O,X,X,X,X,X,O,X,O
LIJOTSZ,X,O,X,X,X,X,X,X,X,O
LIJOTZS,O,X,X,X,X,X,X,X,X,O
LIJOSTZ,X,O,X,X,X,X,O,X,X,O
LIJOSZT,O,O,X,X,X,X,O,X,X,O
LIJOZTS,O,X,X,X,X,X,X,O,X,O
LIJOZST,O,O,X,X,X,X,X,O,X,O
LISTJZO,X,O,X,X,X,X,X,X,O,X
LISTJOZ,X,X,X,X,X,X,O,X,O,X
LISTZJO,X,O,X,X,O,X,X,X,O,X
LISTZOJ,X,X,X,X,O,X,X,X,O,X
LISTOJZ,X,X,X,X,X,X,O,X,O,X
LISTOZJ,X,X,X,X,O,X,X,X,O,X
LISJTZO,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,X,X,X,X,O,X,X,X
LISJZTO,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,O,X,X,X
LISJOTZ,X,O,X,X,X,X,O,X,X,O
LISJOZT,X,O,X,X,X,X,O,X,X,O
LISZTJO,X,O,X,X,O,X,X,X,X,X
LISZTOJ,X,X,X,X,O,X,X,X,X,X
LISZJTO,X,O,X,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,O,X,O,X,X,X
LISZOTJ,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,O,X,X,O,X,O,X,X,X
LISOTJZ,X,O,X,X,X,X,O,X,X,X
LISOTZJ,X,O,X,X,O,X,X,X,X,X
LISOJTZ,X,O,X,X,X,X,O,X,X,O
LISOJZT,X,O,X,X,X,X,O,X,X,O
LISOZTJ,X,O,X,X,O,X,X,X,X,X
LISOZJT,X,O,X,X,O,X,O,X,X,X
LIZTJSO,X,X,O,X,O,X,X,X,O,X
LIZTJOS,X,X,O,X,X,X,X,X,O,X
LIZTSJO,X,X,O,X,O,X,X,X,O,X
LIZTSOJ,X,X,O,X,O,X,X,X,O,X
LIZTOJS,X,X,O,X,X,X,X,X,O,X
LIZTOSJ,X,X,O,X,O,X,X,X,O,X
LIZJTSO,X,X,X,X,O,X,X,O,X,X
LIZJTOS,X,X,X,X,X,X,X,O,X,X
LIZJSTO,O,O,X,X,O,X,X,O,X,X
LIZJSOT,O,O,X,X,O,X,O,O,X,X
LIZJOTS,O,X,X,X,X,X,X,O,X,O
LIZJOST,O,O,X,X,X,X,X,O,X,O
LIZSTJO,O,O,O,X,O,X,X,X,X,X
LIZSTOJ,O,X,O,X,O,X,X,X,X,X
LIZSJTO,O,O,X,X,O,X,X,O,X,X
LIZSJOT,O,O,X,X,O,X,O,O,X,X
LIZSOTJ,O,X,O,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,O,X,O,O,X,X
LIZOTJS,X,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,X,O,X,O,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,X,O,X,O
LIZOJST,O,O,X,X,X,X,X,O,X,O
LIZOSTJ,O,O,O,X,O,X,X,X,X,X
LIZOSJT,O,O,X,X,O,X,X,O,X,X
LIOTJSZ,X,O,X,X,X,X,X,X,O,O
LIOTJZS,X,X,O,X,X,X,X,X,O,O
LIOTSJZ,X,O,X,X,X,X,X,X,O,X
LIOTSZJ,X,O,O,X,X,X,X,X,O,X
LIOTZJS,X,X,O,X,X,X,X,X,O,X
LIOTZSJ,O,X,O,X,X,X,X,X,O,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,O
LIOJTZS,O,X,X,X,X,X,X,X,X,O
LIOJSTZ,X,O,X,X,X,X,O,X,X,O
LIOJSZT,O,O,X,X,X,X,O,X,X,O
LIOJZTS,O,X,X,X,X,X,X,O,X,O
LIOJZST,O,O,X,X,X,X,X,O,X,O
LIOSTJZ,X,O,X,X,X,X,O,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,X,X,X,X,O,X,X,O
LIOSJZT,X,O,X,X,X,X,O,X,X,O
LIOSZTJ,O,O,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,O,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,X,O,X,X,X,X,X,X,X
LIOZJTS,O,X,X,X,X,X,X,O,X,O
LIOZJST,O,O,X,X,X,X,X,O,X,O
LIOZSTJ,O,O,O,X,X,X,X,X,X,X
LIOZSJT,O,O,X,X,X,X,X,O,X,X
LJTISZO,X,O,X,X,X,X,X,X,O,X
LJTISOZ,X,X,X,X,X,X,O,X,O,X
LJTIZSO,X,X,O,X,X,O,X,X,O,X
LJTIZOS,X,X,O,X,X,X,X,X,O,X
LJTIOSZ,X,O,X,X,X,X,X,X,O,O
LJTIOZS,X,X,O,X,X,X,X,X,O,O
LJTSIZO,X,O,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,O,X,X,X
LJTSZIO,X,O,X,X,O,X,X,X,X,X
LJTSZOI,X,X,X,X,O,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,O,X,X,X
LJTSOZI,X,X,X,X,O,X,X,X,X,X
LJTZISO,X,X,O,X,O,O,X,X,X,X
LJTZIOS,X,X,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,O,O,X,X,X,X
LJTZSOI,O,X,O,X,O,O,X,X,X,X
LJTZOIS,O,X,O,X,X,X,X,X,X,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,X,O
LJTOIZS,O,X,O,X,X,X,X,X,X,O
LJTOSIZ,X,O,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,X,X
LJTOZSI,O,X,O,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,O,X
LJITSOZ,X,X,X,X,X,X,O,X,O,X
LJITZSO,X,X,X,X,X,X,X,X,O,X
LJITZOS,X,X,X,X,X,X,X,X,O,X
LJITOSZ,X,O,X,X,X,X,X,X,O,O
LJITOZS,X,X,X,X,X,X,X,X,O,O
LJISTZO,X,O,X,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,O,X,X,X
LJISZTO,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,O,X,X,X,X,O,X,X,X
LJISOTZ,X,O,X,X,X,X,O,X,X,O
LJISOZT,X,O,X,X,X,X,O,X,X,O
LJIZTSO,X,X,X,X,X,X,X,O,X,X
LJIZTOS,X,X,X,X,X,X,X,O,X,X
LJIZSTO,O,O,X,X,X,X,X,O,X,X
LJIZSOT,O,O,X,X,X,X,O,O,X,X
LJIZOTS,O,X,X,X,X,X,X,O,X,O
LJIZOST,O,O,X,X,X,X,X,O,X,O
LJIOTSZ,X,O,X,X,X,X,X,X,X,O
LJIOTZS,O,X,X,X,X,X,X,X,X,O
LJIOSTZ,X,O,X,X,X,X,O,X,X,O
LJIOSZT,O,O,X,X,X,X,O,X,X,O
LJIOZTS,O,X,X,X,X,X,X,O,X,O
LJIOZST,O,O,X,X,X,X,X,O,X,O
LJSTIZO,X,O,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,X,X,X,X,O,X,X,X
LJSTZIO,X,O,X,X,O,X,X,X,X,X
LJSTZOI,X,X,X,X,O,X,X,X,X,X
LJSTOIZ,X,X,X,X,X,X,O,X,X,X
LJSTOZI,X,X,X,X,O,X,X,X,X,X
LJSITZO,X,O,X,X,X,X,X,X,X,X
LJSITOZ,X,X,X,X,X,X,O,X,X,X
LJSIZTO,X,O,X,O,X,X,X,X,X,X
LJSIZOT,X,O,X,O,X,X,O,X,X,X
LJSIOTZ,X,O,X,X,X,X,O,X,X,O
LJSIOZT,X,O,X,O,X,X,O,X,X,O
LJSZTIO,O,O,X,O,O,X,X,X,X,X
LJSZTOI,O,X,X,O,O,X,X,X,X,X
LJSZITO,O,O,X,O,O,X,X,X,X,X
LJSZIOT,O,O,X,O,O,X,O,X,X,X
LJSZOTI,O,X,X,O,O,X,X,X,X,X
LJSZOIT,O,O,X,O,O,X,O,X,X,X
LJSOTIZ,X,O,X,X,X,X,O,X,X,X
LJSOTZI,X,O,X,X,O,X,X,X,X,X
LJSOITZ,X,O,X,X,X,X,O,X,X,O
LJSOIZT,O,O,X,O,X,X,O,X,X,O
LJSOZTI,O,O,X,O,O,X,X,X,X,X
LJSOZIT,O,O,X,O,O,X,O,X,X,X
LJZTISO,X,X,O,X,O,O,X,X,X,X
LJZTIOS,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,X,O,O,O,O,X,X,X,X
LJZTSOI,O,X,O,O,O,O,X,X,X,X
LJZTOIS,O,X,O,X,X,X,X,X,X,X
LJZTOSI,O,X,O,O,X,X,X,X,X,X
LJZITSO,X,X,X,X,O,X,X,O,X,X
LJZITOS,X,X,X,X,X,X,X,O,X,X
LJZISTO,O,O,X,X,O,X,X,O,X,X
LJZISOT,O,O,X,X,O,X,O,O,X,X
LJZIOTS,O,X,X,X,X,X,X,O,X,O
LJZIOST,O,O,X,X,X,X,X,O,X,O
LJZSTIO,O,O,O,O,O,O,X,X,X,X
LJZSTOI,O,X,O,O,O,O,X,X,X,X
LJZSITO,O,O,X,O,O,X,X,O,X,X
LJZSIOT,O,O,X,O,O,X,O,O,X,X
LJZSOTI,O,X,O,O,O,X,X,X,X,X
LJZSOIT,O,O,X,O,O,X,O,O,X,X
LJZOTIS,O,X,O,X,X,X,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,O,X,O
LJZOIST,O,O,X,X,X,X,X,O,X,O
LJZOSTI,O,O,O,O,X,X,X,X,X,X
LJZOSIT,O,O,X,O,X,X,X,O,X,X
LJOTISZ,X,O,X,X,X,X,X,X,X,O
LJOTIZS,O,X,O,X,X,X,X,X,X,O
LJOTSIZ,X,O,X,X,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X,X
LJOTZIS,O,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,O
LJOITZS,O,X,X,X,X,X,X,X,X,O
LJOISTZ,X,O,X,X,X,X,O,X,X,O
LJOISZT,O,O,X,X,X,X,O,X,X,O
LJOIZTS,O,X,X,X,X,X,X,O,X,O
LJOIZST,O,O,X,X,X,X,X,O,X,O
LJOSTIZ,X,O,X,X,X,X,O,X,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X,X
LJOSITZ,X,O,X,X,X,X,O,X,X,O
LJOSIZT,O,O,X,O,X,X,O,X,X,O
LJOSZTI,O,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,O,X,X,X
LJOZTIS,O,X,O,X,X,X,X,X,X,X
LJOZTSI,O,X,O,O,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,O,X,O
LJOZIST,O,O,X,X,X,X,X,O,X,O
LJOZSTI,O,O,O,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,O,X,X
LSTIJZO,X,O,X,X,X,X,X,X,O,X
LSTIJOZ,X,X,X,X,X,X,O,X,O,X
LSTIZJO,X,O,O,X,O,X,X,X,O,X
LSTIZOJ,X,X,O,X,O,X,X,X,O,X
LSTIOJZ,X,X,X,X,X,X,O,X,O,X
LSTIOZJ,X,X,O,X,O,X,X,X,O,X
LSTJIZO,X,O,X,X,X,X,X,X,X,X
LSTJIOZ,X,X,X,X,X,X,O,X,X,X
LSTJZIO,X,O,X,X,O,X,X,X,X,X
LSTJZOI,X,X,X,X,O,X,X,X,X,X
LSTJOIZ,X,X,X,X,X,X,O,X,X,X
LSTJOZI,X,X,X,X,O,X,X,X,X,X
LSTZIJO,X,O,O,X,O,X,X,X,X,X
LSTZIOJ,X,X,O,X,O,X,X,X,X,X
LSTZJIO,X,O,O,X,O,X,X,X,X,X
LSTZJOI,X,X,O,X,O,X,X,X,X,X
LSTZOIJ,X,X,O,X,O,X,X,X,X,X
LSTZOJI,X,X,O,X,O,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,O,X,X,X
LSTOIZJ,X,X,O,X,O,X,X,X,X,X
LSTOJIZ,X,X,X,X,X,X,O,X,X,X
LSTOJZI,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,X,X,O,X,O,X,X,X,X,X
LSTOZJI,X,X,O,X,O,X,X,X,X,X
LSITJZO,X,O,X,X,X,X,X,X,O,X
LSITJOZ,X,X,X,X,X,X,O,X,O,X
LSITZJO,X,O,X,X,O,X,X,X,O,X
LSITZOJ,X,X,X,X,O,X,X,X,O,X
LSITOJZ,X,X,X,X,X,X,O,X,O,X
LSITOZJ,X,X,X,X,O,X,X,X,O,X
LSIJTZO,X,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,X,X,X,X,O,X,X,X
LSIJZTO,X,O,X,O,X,X,X,X,X,X
LSIJZOT,X,O,X,O,X,X,O,X,X,X
LSIJOTZ,X,O,X,X,X,X,O,X,X,O
LSIJOZT,X,O,X,O,X,X,O,X,X,O
LSIZTJO,X,O,X,O,O,X,X,X,X,X
LSIZTOJ,X,X,X,O,O,X,X,X,X,X
LSIZJTO,X,O,X,O,O,X,X,X,X,X
LSIZJOT,X,O,X,O,O,X,O,X,X,X
LSIZOTJ,X,X,X,O,O,X,X,X,X,X
LSIZOJT,X,O,X,X,O,X,O,X,X,X
