sequence,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBfmB0hB6?nBNqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukBzgBfnB6?nBNqB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFCgB8lB+mBT?iBdqBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFukB3gB9nB0?mBiqBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFfmBxhBcpBN?qBGnBzrB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JeZEJvhFtkBzhB+nB3?lB0rBiqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBSsB0rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jei/IvhFzgBWnBcpBN?qBxrBXsB,v115@FhB8HeB8HeB8AeA8AeB8BeC8Jex/IvhFXiBOpBdqBz?lBcsB6rB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JezAJvhFfnB6nBxpB0?rBOpBdqB,v115@FhB8HeB8HeB8AeA8AeB8BeC8JefGJvhFxhBTkBNqBu?rBcsBipB
LJZTSOI,O,X,O,O,O,O,O,X,O,X,X
LJZTOIS,O,X,O,O,X,O,O,X,O,X,X
LJZTOSI,O,X,O,O,O,O,O,X,O,X,X
LJZITSO,O,X,O,O,O,O,X,X,X,X,X
LJZITOS,O,X,O,O,X,O,X,X,O,X,X
LJZISTO,X,X,O,O,X,O,X,X,X,X,X
LJZISOT,X,X,O,O,X,O,X,X,X,X,X
LJZIOTS,O,X,X,O,X,O,X,X,X,X,X
LJZIOST,X,X,X,O,X,O,X,X,X,X,X
LJZSTIO,X,X,O,O,O,O,X,X,X,X,X
LJZSTOI,X,X,O,O,O,O,O,X,O,X,X
LJZSITO,X,X,O,O,X,O,X,X,X,X,X
LJZSIOT,X,X,O,O,X,O,X,X,X,X,X
LJZSOTI,X,X,O,O,X,O,X,X,X,X,X
LJZSOIT,X,X,O,O,X,O,X,X,X,X,X
LJZOTIS,O,X,X,O,X,O,X,X,X,X,X
LJZOTSI,O,X,X,O,O,O,X,X,X,X,X
LJZOITS,O,X,X,O,X,O,X,X,X,X,X
LJZOIST,X,X,X,O,X,O,X,X,X,X,X
LJZOSTI,X,X,X,O,X,O,X,X,X,X,X
LJZOSIT,X,X,X,O,X,O,X,X,X,X,X
LJOTISZ,O,X,X,O,X,X,O,X,X,X,X
LJOTIZS,O,X,X,O,X,X,O,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,O,X,X,X,X
LJOTSZI,O,X,X,O,X,X,O,X,X,X,X
LJOTZIS,O,X,X,O,X,X,O,X,X,X,X
LJOTZSI,O,X,X,O,X,X,O,X,X,X,X
LJOITSZ,O,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,X,X,O,X,X,X,X,X,X,X
LJOISZT,O,X,X,O,X,X,X,X,X,X,X
LJOIZTS,O,X,X,O,X,X,X,X,X,X,X
LJOIZST,O,X,X,O,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,O,X,X,O,X,X,X,X
LJOSTZI,O,X,X,O,X,X,O,X,X,X,X
LJOSITZ,O,X,X,O,X,X,X,X,X,X,X
LJOSIZT,O,X,X,O,X,X,X,X,X,X,X
LJOSZTI,O,X,X,O,X,X,X,X,X,X,X
LJOSZIT,O,X,X,O,X,X,X,X,X,X,X
LJOZTIS,O,X,X,O,X,X,X,X,X,X,X
LJOZTSI,O,X,X,O,X,X,X,X,X,X,X
LJOZITS,O,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,X,X,X,X,X,X
LJOZSIT,O,X,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,O,O,X,O,X,X,X,X,X
LSTIJOZ,O,X,O,O,X,X,O,X,X,X,X
LSTIZJO,O,X,O,O,O,O,X,X,X,X,X
LSTIZOJ,O,X,O,O,O,X,X,X,X,X,X
LSTIOJZ,O,X,O,O,X,X,O,X,X,X,X
LSTIOZJ,O,X,O,O,X,X,X,X,X,X,X
LSTJIZO,O,X,O,O,O,O,X,X,X,X,X
LSTJIOZ,O,X,O,O,X,X,O,X,X,X,X
LSTJZIO,O,X,O,O,O,O,X,X,X,X,X
LSTJZOI,O,X,O,O,O,O,O,X,X,X,X
LSTJOIZ,O,X,O,O,X,X,O,X,X,X,X
LSTJOZI,O,X,O,O,X,X,O,X,X,X,X
LSTZIJO,O,X,O,O,O,O,X,X,X,X,X
LSTZIOJ,O,X,O,O,O,X,X,X,X,X,X
LSTZJIO,O,X,O,O,O,O,X,X,X,X,O
LSTZJOI,O,X,O,O,O,O,O,X,X,X,O
LSTZOIJ,O,X,O,O,O,X,X,X,X,X,X
LSTZOJI,O,X,O,O,O,X,O,X,X,X,O
LSTOIJZ,O,X,O,O,X,X,O,X,X,X,X
LSTOIZJ,O,X,O,O,O,X,X,X,X,X,X
LSTOJIZ,O,X,O,O,O,X,O,X,X,X,X
LSTOJZI,O,X,O,O,O,X,O,X,X,X,X
LSTOZIJ,O,X,O,O,O,X,X,X,X,X,X
LSTOZJI,O,X,O,O,O,X,O,X,X,X,O
LSITJZO,O,X,O,O,X,O,X,X,X,X,X
LSITJOZ,O,X,O,O,X,X,O,X,X,X,X
LSITZJO,O,X,O,O,O,O,X,X,X,X,X
LSITZOJ,O,X,O,O,O,X,X,X,X,X,X
LSITOJZ,O,X,O,O,X,X,O,X,X,X,X
LSITOZJ,O,X,O,O,X,X,X,X,X,X,X
LSIJTZO,O,X,O,O,X,O,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,O,X,X,X,X
LSIJZTO,O,X,O,O,X,O,X,X,X,X,X
LSIJZOT,X,X,O,O,X,O,X,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,X,X,X,X,X
LSIJOZT,X,X,O,O,X,X,X,X,X,X,X
LSIZTJO,O,X,O,O,X,O,X,X,X,X,X
LSIZTOJ,O,X,O,O,X,X,X,X,X,X,X
LSIZJTO,O,X,O,O,X,O,X,X,X,X,X
LSIZJOT,X,X,O,O,X,O,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,X,X,X,X,X
LSIZOJT,X,X,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,X,O,O,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,O,X,X,X,X,X,X,X
LSIOJTZ,O,X,O,O,X,X,X,X,X,X,X
LSIOJZT,O,X,O,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,O,X,X,X,X,X,X,X
LSIOZJT,O,X,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,O,O,O,O,X,X,X,X,X
LSJTIOZ,O,X,O,O,X,X,O,X,X,X,X
LSJTZIO,O,X,O,O,O,O,X,X,X,X,X
LSJTZOI,O,X,O,O,O,O,O,X,X,X,X
LSJTOIZ,O,X,O,O,X,X,O,X,X,X,X
LSJTOZI,O,X,O,O,X,X,O,X,X,X,X
LSJITZO,O,X,O,O,O,O,X,X,X,X,X
LSJITOZ,O,X,O,O,X,X,O,X,X,X,X
LSJIZTO,O,X,O,O,X,O,X,X,X,X,X
LSJIZOT,X,X,O,O,X,O,X,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,X,X,X,X,X
LSJIOZT,X,X,O,O,X,X,X,X,X,X,X
LSJZTIO,O,X,O,O,X,O,X,X,X,X,X
LSJZTOI,O,X,O,O,X,O,O,X,X,X,X
LSJZITO,O,X,O,O,X,O,X,X,X,X,X
LSJZIOT,X,X,O,O,X,O,X,X,X,X,X
LSJZOTI,X,X,O,O,X,O,X,X,X,X,X
LSJZOIT,X,X,O,O,X,O,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,O,X,X,X,X
LSJOTZI,O,X,O,O,X,X,O,X,X,X,X
LSJOITZ,O,X,O,O,X,X,X,X,X,X,X
LSJOIZT,X,X,O,O,X,X,X,X,X,X,X
LSJOZTI,X,X,O,O,X,X,X,X,X,X,X
LSJOZIT,X,X,O,O,X,X,X,X,X,X,X
LSZTIJO,O,X,O,O,X,O,X,X,X,X,X
LSZTIOJ,O,X,O,O,X,X,X,X,X,X,X
LSZTJIO,O,X,O,O,X,O,X,X,X,X,O
LSZTJOI,O,X,O,O,X,O,O,X,X,X,O
LSZTOIJ,O,X,O,O,X,X,X,X,X,X,X
LSZTOJI,O,X,O,O,X,X,O,X,X,X,O
LSZITJO,O,X,O,O,X,O,X,X,X,X,X
LSZITOJ,O,X,O,O,X,X,X,X,X,X,X
LSZIJTO,O,X,O,O,X,O,X,X,X,X,X
LSZIJOT,X,X,O,O,X,O,X,X,X,X,X
LSZIOTJ,O,X,X,O,X,X,X,X,X,X,X
LSZIOJT,X,X,X,O,X,X,X,X,X,X,X
LSZJTIO,O,X,O,O,X,O,X,X,X,X,O
LSZJTOI,O,X,O,O,X,O,O,X,X,X,O
LSZJITO,O,X,O,O,X,O,X,X,X,X,O
LSZJIOT,X,X,O,O,X,O,X,X,X,X,X
LSZJOTI,X,X,O,O,X,O,X,X,X,X,X
LSZJOIT,X,X,O,O,X,O,X,X,X,X,X
LSZOTIJ,O,X,X,O,X,X,X,X,X,X,X
LSZOTJI,O,X,X,O,X,X,O,X,X,X,X
LSZOITJ,O,X,X,O,X,X,X,X,X,X,X
LSZOIJT,X,X,X,O,X,X,X,X,X,X,X
LSZOJTI,X,X,X,O,X,X,X,X,X,X,X
LSZOJIT,X,X,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,O,X,X,X,X
LSOTIZJ,O,X,X,O,O,X,X,X,X,X,X
LSOTJIZ,O,X,O,O,O,X,O,X,X,X,X
LSOTJZI,O,X,O,O,O,X,O,X,X,X,X
LSOTZIJ,O,X,X,O,O,X,X,X,X,X,X
LSOTZJI,O,X,X,O,O,X,O,X,X,X,X
LSOITJZ,O,X,O,O,X,X,O,X,X,X,X
LSOITZJ,O,X,X,O,O,X,X,X,X,X,X
LSOIJTZ,O,X,O,O,X,X,X,X,X,X,X
LSOIJZT,O,X,O,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,X,X,X
LSOIZJT,O,X,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,O,X,O,X,X,X,X
LSOJTZI,O,X,O,O,O,X,O,X,X,X,X
LSOJITZ,O,X,O,O,O,X,X,X,X,X,X
LSOJIZT,O,X,O,O,X,X,X,X,X,X,X
LSOJZTI,O,X,O,O,X,X,X,X,X,X,X
LSOJZIT,O,X,O,O,X,X,X,X,X,X,X
LSOZTIJ,O,X,X,O,X,X,X,X,X,X,X
LSOZTJI,O,X,X,O,X,X,O,X,X,X,X
LSOZITJ,O,X,X,O,X,X,X,X,X,X,X
LSOZIJT,O,X,X,O,X,X,X,X,X,X,X
LSOZJTI,O,X,X,O,X,X,X,X,X,X,X
LSOZJIT,O,X,X,O,X,X,X,X,X,X,X
LZTIJSO,O,O,O,O,O,O,X,O,X,X,X
LZTIJOS,O,O,O,O,X,O,X,O,X,X,X
LZTISJO,O,O,O,O,O,O,X,O,X,X,X
LZTISOJ,O,O,O,O,O,X,X,O,X,X,X
LZTIOJS,O,O,O,O,O,X,X,O,X,X,X
LZTIOSJ,O,O,O,O,O,X,X,O,X,X,X
LZTJISO,O,O,O,O,O,O,X,O,X,X,X
LZTJIOS,O,O,O,O,X,O,X,O,O,X,X
LZTJSIO,O,O,O,O,O,O,X,X,X,X,O
LZTJSOI,O,O,O,O,O,O,O,X,O,X,O
LZTJOIS,O,O,O,O,O,O,O,O,O,X,X
LZTJOSI,O,O,O,O,O,O,O,X,O,X,O
LZTSIJO,O,O,O,O,O,O,X,O,X,X,X
LZTSIOJ,O,O,O,O,O,X,X,O,X,X,X
LZTSJIO,O,O,O,O,O,O,X,X,X,X,O
LZTSJOI,O,O,O,O,O,O,O,X,O,X,O
LZTSOIJ,O,O,O,O,O,X,X,O,X,X,X
LZTSOJI,O,O,O,O,O,X,O,X,O,X,O
LZTOIJS,O,O,O,O,O,X,X,O,X,X,X
LZTOISJ,O,O,O,O,O,X,X,O,X,X,X
LZTOJIS,O,O,O,O,O,X,O,O,O,X,X
LZTOJSI,O,O,O,O,O,X,O,X,O,X,O
LZTOSIJ,O,O,O,O,O,X,X,O,X,X,X
LZTOSJI,O,O,O,O,O,X,O,X,O,X,O
LZITJSO,O,O,O,O,O,O,X,O,X,X,X
LZITJOS,O,O,O,O,X,O,X,O,X,X,X
LZITSJO,O,O,O,O,O,O,X,O,X,X,X
LZITSOJ,O,O,O,O,O,X,X,O,X,X,X
LZITOJS,O,O,O,O,O,X,X,O,X,X,X
LZITOSJ,O,O,O,O,O,X,X,O,X,X,X
LZIJTSO,O,X,O,O,O,O,X,O,X,X,X
LZIJTOS,O,X,O,O,X,O,X,O,X,X,X
LZIJSTO,X,X,O,O,X,O,X,X,X,X,X
LZIJSOT,X,X,O,O,X,O,X,X,X,X,X
LZIJOTS,O,X,X,O,X,O,X,X,X,X,X
LZIJOST,X,X,X,O,X,O,X,X,X,X,X
LZISTJO,O,O,O,O,X,O,X,X,X,O,X
LZISTOJ,O,O,O,O,X,X,X,X,X,O,X
LZISJTO,O,O,O,O,X,O,X,X,X,O,X
LZISJOT,X,O,O,O,X,O,X,X,X,O,X
LZISOTJ,O,O,X,O,X,X,X,X,X,O,X
LZISOJT,X,O,X,O,X,X,X,X,X,O,X
LZIOTJS,O,O,X,O,O,X,X,X,X,X,X
LZIOTSJ,O,O,X,O,O,X,X,X,X,X,X
LZIOJTS,O,X,X,O,O,X,X,X,X,X,X
LZIOJST,O,X,X,O,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,X,X,X,O,X
LZIOSJT,O,O,X,O,X,X,X,X,X,O,X
LZJTISO,O,X,O,O,O,O,X,O,X,X,X
LZJTIOS,O,X,O,O,X,O,X,O,O,X,X
LZJTSIO,O,X,O,O,O,O,X,X,X,X,O
LZJTSOI,O,X,O,O,O,O,O,X,O,X,O
LZJTOIS,O,X,O,O,O,O,O,O,O,X,X
LZJTOSI,O,X,O,O,O,O,O,X,O,X,O
LZJITSO,O,X,O,O,O,O,X,X,X,X,X
LZJITOS,O,X,O,O,X,O,X,X,O,X,X
LZJISTO,X,X,O,O,X,O,X,X,X,X,O
LZJISOT,X,X,O,O,X,O,X,X,X,X,X
LZJIOTS,O,X,X,O,X,O,X,X,X,X,X
LZJIOST,X,X,X,O,X,O,X,X,X,X,X
LZJSTIO,X,X,O,O,O,O,X,X,X,X,O
LZJSTOI,X,X,O,O,O,O,O,X,O,X,O
LZJSITO,X,X,O,O,X,O,X,X,X,X,O
LZJSIOT,X,X,O,O,X,O,X,X,X,X,X
LZJSOTI,X,X,O,O,X,O,X,X,X,X,X
LZJSOIT,X,X,O,O,X,O,X,X,X,X,X
LZJOTIS,O,X,X,O,O,O,X,X,X,X,X
LZJOTSI,O,X,X,O,O,O,X,X,X,X,O
LZJOITS,O,X,X,O,O,O,X,X,X,X,X
LZJOIST,X,X,X,O,X,O,X,X,X,X,X
LZJOSTI,X,X,X,O,O,O,X,X,X,X,X
LZJOSIT,X,X,X,O,X,O,X,X,X,X,X
LZSTIJO,O,O,O,O,O,O,X,O,X,O,X
LZSTIOJ,O,O,O,O,O,X,X,O,X,O,X
LZSTJIO,O,O,O,O,O,O,X,X,X,X,O
LZSTJOI,O,O,O,O,O,O,O,X,O,X,O
LZSTOIJ,O,O,O,O,O,X,X,O,X,O,X
LZSTOJI,O,O,O,O,O,X,O,X,O,X,O
LZSITJO,O,O,O,O,X,O,X,X,X,O,X
LZSITOJ,O,O,O,O,X,X,X,X,X,O,X
LZSIJTO,O,O,O,O,X,O,X,X,X,O,X
LZSIJOT,X,O,O,O,X,O,X,X,X,O,X
LZSIOTJ,O,O,X,O,X,X,X,X,X,O,X
LZSIOJT,X,O,X,O,X,X,X,X,X,O,X
LZSJTIO,O,O,O,O,O,O,X,X,X,X,O
LZSJTOI,O,O,O,O,O,O,O,X,O,X,O
LZSJITO,O,O,O,O,X,O,X,X,X,O,O
LZSJIOT,X,O,O,O,X,O,X,X,X,O,X
LZSJOTI,X,O,O,O,X,O,X,X,X,X,X
LZSJOIT,X,O,O,O,X,O,X,X,X,O,X
LZSOTIJ,O,O,X,O,O,X,X,X,X,O,X
LZSOTJI,O,O,X,O,O,X,O,X,O,X,X
LZSOITJ,O,O,X,O,X,X,X,X,X,O,X
LZSOIJT,X,O,X,O,X,X,X,X,X,O,X
LZSOJTI,X,O,X,O,O,X,X,X,X,X,X
LZSOJIT,X,O,X,O,X,X,X,X,X,O,X
LZOTIJS,O,O,X,O,O,X,X,O,X,X,X
LZOTISJ,O,O,X,O,O,X,X,O,X,X,X
LZOTJIS,O,O,X,O,O,X,O,O,O,X,X
LZOTJSI,O,O,X,O,O,X,O,X,O,X,O
LZOTSIJ,O,O,X,O,O,X,X,O,X,X,X
LZOTSJI,O,O,X,O,O,X,O,X,O,X,O
LZOITJS,O,O,X,O,O,X,X,X,X,X,X
LZOITSJ,O,O,X,O,O,X,X,X,X,X,X
LZOIJTS,O,X,X,O,O,X,X,X,X,X,X
LZOIJST,O,X,X,O,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,X,X,X,O,X
LZOISJT,O,O,X,O,X,X,X,X,X,O,X
LZOJTIS,O,X,X,O,O,X,X,X,X,X,X
LZOJTSI,O,X,X,O,O,X,X,X,X,X,O
LZOJITS,O,X,X,O,O,X,X,X,X,X,X
LZOJIST,O,X,X,O,X,X,X,X,X,X,X
LZOJSTI,O,X,X,O,O,X,X,X,X,X,X
LZOJSIT,O,X,X,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,O,X,X,X,X,O,X
LZOSTJI,O,O,X,O,O,X,O,X,O,X,X
LZOSITJ,O,O,X,O,X,X,X,X,X,O,X
LZOSIJT,O,O,X,O,X,X,X,X,X,O,X
LZOSJTI,O,O,X,O,O,X,X,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,O,X
LOTIJSZ,O,X,X,O,X,X,O,X,X,X,X
LOTIJZS,O,X,X,O,X,X,O,X,X,X,X
LOTISJZ,O,X,X,O,X,X,O,X,X,X,X
LOTISZJ,O,X,X,O,X,X,X,X,X,X,X
LOTIZJS,O,X,X,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,O,X,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,X,O,X,X,X,X
LOTJIZS,O,X,X,O,X,X,O,X,O,X,X
LOTJSIZ,O,X,X,O,O,X,O,X,X,X,X
LOTJSZI,O,X,X,O,O,X,O,X,X,X,X
LOTJZIS,O,X,X,O,O,X,O,X,O,X,X
LOTJZSI,O,X,X,O,O,X,O,X,O,X,X
LOTSIJZ,O,X,X,O,X,X,O,X,X,X,X
LOTSIZJ,O,X,X,O,O,X,X,X,X,X,X
LOTSJIZ,O,X,X,O,O,X,O,X,X,X,X
LOTSJZI,O,X,X,O,O,X,O,X,X,X,X
LOTSZIJ,O,X,X,O,O,X,X,X,X,X,X
LOTSZJI,O,X,X,O,O,X,O,X,X,X,O
LOTZIJS,O,X,X,O,O,X,X,X,X,X,X
LOTZISJ,O,X,X,O,O,X,X,X,X,X,X
LOTZJIS,O,X,X,O,O,X,O,X,O,X,X
LOTZJSI,O,X,X,O,O,X,O,X,O,X,O
LOTZSIJ,O,X,X,O,O,X,X,X,X,X,X
LOTZSJI,O,X,X,O,O,X,O,X,O,X,O
LOITJSZ,O,X,X,O,X,X,O,X,X,X,X
LOITJZS,O,X,X,O,X,X,O,X,X,X,X
LOITSJZ,O,X,X,O,X,X,O,X,X,X,X
LOITSZJ,O,X,X,O,X,X,X,X,X,X,X
LOITZJS,O,X,X,O,X,X,X,X,X,X,X
LOITZSJ,O,X,X,O,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,O,X,X,X,X,X,X,X
LOIJTZS,O,X,X,O,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,O,X,X,X,X,X,X,X
LOIJSZT,O,X,X,O,X,X,X,X,X,X,X
LOIJZTS,O,X,X,O,X,X,X,X,X,X,X
LOIJZST,O,X,X,O,X,X,X,X,X,X,X
LOISTJZ,O,X,X,O,X,X,O,X,X,X,X
LOISTZJ,O,X,X,O,X,X,X,X,X,X,X
LOISJTZ,O,X,X,O,X,X,X,X,X,X,X
LOISJZT,O,X,X,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,O,X,X,X,X,X,X,X
LOISZJT,O,X,X,O,X,X,X,X,X,X,X
LOIZTJS,O,X,X,O,X,X,X,X,X,X,X
LOIZTSJ,O,X,X,O,X,X,X,X,X,X,X
LOIZJTS,O,X,X,O,X,X,X,X,X,X,X
LOIZJST,O,X,X,O,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,X,X,X,X
LOIZSJT,O,X,X,O,X,X,X,X,X,X,X
LOJTISZ,O,X,X,O,X,X,O,X,X,X,X
LOJTIZS,O,X,X,O,X,X,O,X,X,X,X
LOJTSIZ,O,X,X,O,O,X,O,X,X,X,X
LOJTSZI,O,X,X,O,O,X,O,X,X,X,X
LOJTZIS,O,X,X,O,O,X,O,X,X,X,X
LOJTZSI,O,X,X,O,O,X,O,X,X,X,X
LOJITSZ,O,X,X,O,X,X,X,X,X,X,X
LOJITZS,O,X,X,O,X,X,X,X,X,X,X
LOJISTZ,O,X,X,O,O,X,X,X,X,X,X
LOJISZT,O,X,X,O,X,X,X,X,X,X,X
LOJIZTS,O,X,X,O,X,X,X,X,X,X,X
LOJIZST,O,X,X,O,X,X,X,X,X,X,X
LOJSTIZ,O,X,X,O,O,X,O,X,X,X,X
LOJSTZI,O,X,X,O,O,X,O,X,X,X,X
LOJSITZ,O,X,X,O,O,X,X,X,X,X,X
LOJSIZT,O,X,X,O,X,X,X,X,X,X,X
LOJSZTI,O,X,X,O,X,X,X,X,X,X,X
LOJSZIT,O,X,X,O,X,X,X,X,X,X,X
LOJZTIS,O,X,X,O,O,X,X,X,X,X,X
LOJZTSI,O,X,X,O,O,X,X,X,X,X,X
LOJZITS,O,X,X,O,O,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X,X,X,X
LOJZSTI,O,X,X,O,O,X,X,X,X,X,X
LOJZSIT,O,X,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,O,X,X,O,X,X,X,X
LOSTIZJ,O,X,X,O,O,X,X,X,X,X,X
LOSTJIZ,O,X,X,O,O,X,O,X,X,X,X
LOSTJZI,O,X,X,O,O,X,O,X,X,X,X
LOSTZIJ,O,X,X,O,O,X,X,X,X,X,X
LOSTZJI,O,X,X,O,O,X,O,X,X,X,X
LOSITJZ,O,X,X,O,X,X,O,X,X,X,X
LOSITZJ,O,X,X,O,O,X,X,X,X,X,X
LOSIJTZ,O,X,X,O,X,X,X,X,X,X,X
LOSIJZT,O,X,X,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,O,X,X,X,X,X,X,X
LOSIZJT,O,X,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,X,X,O,O,X,O,X,X,X,X
LOSJTZI,O,X,X,O,O,X,O,X,X,X,X
LOSJITZ,O,X,X,O,O,X,X,X,X,X,X
LOSJIZT,O,X,X,O,X,X,X,X,X,X,X
LOSJZTI,O,X,X,O,X,X,X,X,X,X,X
LOSJZIT,O,X,X,O,X,X,X,X,X,X,X
LOSZTIJ,O,X,X,O,X,X,X,X,X,X,X
LOSZTJI,O,X,X,O,X,X,O,X,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,X,X,X
LOSZIJT,O,X,X,O,X,X,X,X,X,X,X
LOSZJTI,O,X,X,O,X,X,X,X,X,X,X
LOSZJIT,O,X,X,O,X,X,X,X,X,X,X
LOZTIJS,O,X,X,O,O,X,X,X,X,X,X
LOZTISJ,O,X,X,O,O,X,X,X,X,X,X
LOZTJIS,O,X,X,O,O,X,O,X,O,X,X
LOZTJSI,O,X,X,O,O,X,O,X,O,X,O
LOZTSIJ,O,X,X,O,O,X,X,X,X,X,X
LOZTSJI,O,X,X,O,O,X,O,X,O,X,O
LOZITJS,O,X,X,O,O,X,X,X,X,X,X
LOZITSJ,O,X,X,O,O,X,X,X,X,X,X
LOZIJTS,O,X,X,O,O,X,X,X,X,X,X
LOZIJST,O,X,X,O,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,X,X,X,X,X,X,X
LOZISJT,O,X,X,O,X,X,X,X,X,X,X
LOZJTIS,O,X,X,O,O,X,X,X,X,X,X
LOZJTSI,O,X,X,O,O,X,X,X,X,X,O
LOZJITS,O,X,X,O,O,X,X,X,X,X,X
LOZJIST,O,X,X,O,X,X,X,X,X,X,X
LOZJSTI,O,X,X,O,O,X,X,X,X,X,X
LOZJSIT,O,X,X,O,X,X,X,X,X,X,X
LOZSTIJ,O,X,X,O,O,X,X,X,X,X,X
LOZSTJI,O,X,X,O,O,X,O,X,O,X,X
LOZSITJ,O,X,X,O,X,X,X,X,X,X,X
LOZSIJT,O,X,X,O,X,X,X,X,X,X,X
LOZSJTI,O,X,X,O,O,X,X,X,X,X,X
LOZSJIT,O,X,X,O,X,X,X,X,X,X,X
JTILSZO,O,X,O,O,X,O,X,X,X,X,X
JTILSOZ,O,X,O,O,X,X,O,X,X,X,X
JTILZSO,O,O,O,O,X,O,X,O,X,X,X
JTILZOS,O,O,O,O,X,O,X,O,O,X,X
JTILOSZ,O,X,X,O,X,X,O,X,X,X,X
JTILOZS,O,O,X,O,X,X,O,O,O,X,X
JTISLZO,O,X,O,O,O,O,X,X,X,X,X
JTISLOZ,O,X,O,O,X,X,X,X,X,X,X
JTISZLO,O,O,O,X,O,O,X,O,X,X,X
JTISZOL,O,O,O,X,O,O,X,O,O,X,X
JTISOLZ,O,X,O,X,X,X,O,X,X,X,X
JTISOZL,O,O,O,X,O,O,X,O,O,X,X
JTIZLSO,O,O,O,O,O,O,X,O,X,X,X
JTIZLOS,O,O,O,O,X,O,X,O,O,X,X
JTIZSLO,O,O,O,X,O,O,X,O,X,X,X
JTIZSOL,O,O,O,X,O,O,X,O,O,X,X
JTIZOLS,O,O,O,X,X,O,O,O,O,X,X
JTIZOSL,O,O,O,X,X,O,X,O,O,X,X
JTIOLSZ,O,X,X,O,X,X,O,X,X,X,X
JTIOLZS,O,O,X,O,X,X,O,O,O,X,X
JTIOSLZ,O,X,O,X,X,X,O,X,X,X,X
JTIOSZL,O,O,O,X,X,O,X,O,O,X,X
JTIOZLS,O,O,O,X,X,O,O,O,O,X,X
JTIOZSL,O,O,O,X,X,O,X,O,O,X,X
JTLISZO,O,X,O,O,X,O,X,X,X,X,X
JTLISOZ,O,X,O,O,X,X,O,X,X,X,X
JTLIZSO,O,O,O,O,X,O,X,X,X,X,X
JTLIZOS,O,O,O,O,X,O,X,X,O,X,X
JTLIOSZ,O,X,X,O,X,X,O,X,X,X,X
JTLIOZS,O,O,X,O,X,X,O,X,O,X,X
JTLSIZO,O,X,O,O,O,O,X,X,X,X,X
JTLSIOZ,O,X,O,O,X,X,O,X,X,X,X
JTLSZIO,O,X,O,O,O,O,X,X,X,X,X
JTLSZOI,O,X,O,O,O,O,O,X,X,X,X
JTLSOIZ,O,X,O,O,X,X,O,X,X,X,X
JTLSOZI,O,X,O,O,X,X,O,X,X,X,X
JTLZISO,O,O,O,O,O,O,X,X,X,X,X
JTLZIOS,O,O,O,O,X,O,X,X,O,X,X
JTLZSIO,O,O,O,O,O,O,X,X,X,X,X
JTLZSOI,O,O,O,O,O,O,O,X,O,X,X
JTLZOIS,O,O,O,O,X,O,O,X,O,X,X
