sequence,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBGhBiiBU?mBFqBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFzfBfmBiiBW?sBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8Jex/IvhFylBzhBOpB3?nBFqB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFFgBiiBfqBz?lBWsB0rB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFXhBzkBUnBG?rBFqBisB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JexAJvhFiiBlkBcqBT?mBOpBXsB,v115@GhA8GeC8HeB8AeA8AeB8BeC8JeZEJvhFylBzhBWqB3?nB0rBFqB
JLIOZTS,X,X,X,X,X,X,O
JLIOZST,X,X,X,O,O,X,O
JLSTIZO,O,O,X,X,X,X,X
JLSTIOZ,O,O,X,O,X,X,X
JLSTZIO,O,O,X,X,X,X,X
JLSTZOI,O,O,X,X,X,X,X
JLSTOIZ,O,O,X,O,X,X,X
JLSTOZI,O,O,X,O,X,X,X
JLSITZO,O,O,X,X,X,X,X
JLSITOZ,O,O,X,O,X,X,X
JLSIZTO,O,O,X,X,X,X,X
JLSIZOT,O,X,X,O,O,X,O
JLSIOTZ,X,O,X,O,X,X,X
JLSIOZT,X,X,X,O,O,X,X
JLSZTIO,O,O,X,X,X,X,X
JLSZTOI,O,O,X,X,X,O,X
JLSZITO,O,O,X,X,X,X,X
JLSZIOT,O,X,X,O,O,X,O
JLSZOTI,O,X,X,O,X,O,X
JLSZOIT,O,X,X,O,O,O,O
JLSOTIZ,X,O,X,O,X,X,X
JLSOTZI,X,O,X,O,X,X,X
JLSOITZ,X,O,X,O,X,X,X
JLSOIZT,X,X,X,O,O,O,X
JLSOZTI,X,X,X,O,X,O,X
JLSOZIT,X,X,X,O,O,O,X
JLZTISO,O,O,O,X,X,X,X
JLZTIOS,O,O,O,X,X,X,O
JLZTSIO,O,O,O,X,X,X,X
JLZTSOI,O,O,O,X,X,O,X
JLZTOIS,O,O,O,X,X,O,O
JLZTOSI,O,O,O,X,X,O,X
JLZITSO,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,O
JLZISTO,O,O,X,X,X,X,X
JLZISOT,X,X,O,O,O,X,O
JLZIOTS,O,X,O,X,X,X,O
JLZIOST,X,X,O,O,O,X,O
JLZSTIO,O,O,X,X,X,X,X
JLZSTOI,O,O,X,X,X,O,X
JLZSITO,O,O,X,X,X,X,X
JLZSIOT,X,X,O,O,O,X,O
JLZSOTI,X,X,O,O,X,O,X
JLZSOIT,X,X,O,O,O,O,O
JLZOTIS,O,X,O,X,X,O,O
JLZOTSI,O,X,O,X,X,O,X
JLZOITS,O,X,O,X,X,O,O
JLZOIST,X,X,O,O,O,X,O
JLZOSTI,X,X,O,O,X,X,X
JLZOSIT,X,X,O,O,O,X,O
JLOTISZ,X,O,X,O,X,X,X
JLOTIZS,X,O,X,X,X,X,X
JLOTSIZ,X,O,X,O,X,X,X
JLOTSZI,X,O,X,O,X,X,X
JLOTZIS,X,O,X,X,X,X,X
JLOTZSI,X,O,X,X,X,X,X
JLOITSZ,X,O,X,O,X,X,X
JLOITZS,X,O,X,X,X,X,X
JLOISTZ,X,O,X,O,X,X,X
JLOISZT,X,X,X,O,O,X,X
JLOIZTS,X,X,X,X,X,O,O
JLOIZST,X,X,X,O,O,X,O
JLOSTIZ,X,O,X,O,X,X,X
JLOSTZI,X,O,X,O,X,X,X
JLOSITZ,X,O,X,O,X,X,X
JLOSIZT,X,X,X,O,O,X,X
JLOSZTI,X,X,X,O,X,X,X
JLOSZIT,X,X,X,O,O,X,X
JLOZTIS,X,X,X,X,X,O,O
JLOZTSI,X,X,X,X,X,O,X
JLOZITS,X,X,X,X,X,O,O
JLOZIST,X,X,X,O,O,X,O
JLOZSTI,X,X,X,O,X,X,X
JLOZSIT,X,X,X,O,O,X,O
JSTILZO,O,O,O,X,X,X,X
JSTILOZ,O,O,X,O,X,X,X
JSTIZLO,O,O,O,X,X,X,X
JSTIZOL,O,O,O,X,O,X,X
JSTIOLZ,O,O,X,O,X,X,X
JSTIOZL,O,O,X,O,O,X,X
JSTLIZO,O,O,O,X,X,X,X
JSTLIOZ,O,O,X,O,X,X,X
JSTLZIO,O,O,O,X,X,X,X
JSTLZOI,O,O,O,X,X,X,X
JSTLOIZ,O,O,X,O,X,X,X
JSTLOZI,O,O,X,O,X,X,X
JSTZILO,O,O,O,X,X,X,X
JSTZIOL,O,O,O,X,O,X,X
JSTZLIO,O,O,O,X,X,X,X
JSTZLOI,O,O,O,X,X,X,X
JSTZOIL,O,O,O,X,O,X,X
JSTZOLI,O,O,O,X,X,X,X
JSTOILZ,O,O,X,O,X,X,X
JSTOIZL,O,O,X,O,O,X,X
JSTOLIZ,O,O,X,O,X,X,X
JSTOLZI,O,O,X,O,X,X,X
JSTOZIL,O,O,X,O,O,X,X
JSTOZLI,O,O,X,O,X,X,X
JSITLZO,O,O,O,X,X,X,X
JSITLOZ,O,O,X,O,X,X,X
JSITZLO,O,O,O,X,X,X,X
JSITZOL,O,O,O,X,O,X,X
JSITOLZ,O,O,X,O,X,X,X
JSITOZL,O,O,X,O,O,X,X
JSILTZO,O,O,X,X,X,X,X
JSILTOZ,O,O,X,O,X,X,X
JSILZTO,O,O,X,X,X,X,X
JSILZOT,O,X,X,O,O,X,O
JSILOTZ,X,O,X,O,X,X,X
JSILOZT,X,X,X,O,O,X,X
JSIZTLO,O,O,X,X,X,X,X
JSIZTOL,O,O,X,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X
JSIZLOT,O,X,O,O,O,X,O
JSIZOTL,O,X,X,O,O,X,X
JSIZOLT,O,X,O,O,O,X,O
JSIOTLZ,X,O,X,O,X,X,X
JSIOTZL,X,O,X,O,O,X,X
JSIOLTZ,X,O,X,O,X,X,X
JSIOLZT,X,X,X,O,O,X,X
JSIOZTL,X,X,X,O,O,X,X
JSIOZLT,X,X,X,O,O,X,X
JSLTIZO,O,O,X,X,X,X,X
JSLTIOZ,O,O,X,O,X,X,X
JSLTZIO,O,O,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X
JSLTOIZ,O,O,X,O,X,X,X
JSLTOZI,O,O,X,O,X,X,X
JSLITZO,O,O,X,X,X,X,X
JSLITOZ,O,O,X,O,X,X,X
JSLIZTO,O,O,X,X,X,X,X
JSLIZOT,O,X,X,O,O,X,O
JSLIOTZ,X,O,X,O,X,X,X
JSLIOZT,X,X,X,O,O,X,X
JSLZTIO,O,O,X,X,X,X,X
JSLZTOI,O,O,X,X,X,O,X
JSLZITO,O,O,X,X,X,X,X
JSLZIOT,O,X,X,O,O,X,O
JSLZOTI,O,X,X,O,X,O,X
JSLZOIT,O,X,X,O,O,O,O
JSLOTIZ,X,O,X,O,X,X,X
JSLOTZI,X,O,X,O,X,X,X
JSLOITZ,X,O,X,O,X,X,X
JSLOIZT,X,X,X,O,O,O,X
JSLOZTI,X,X,X,O,X,O,X
JSLOZIT,X,X,X,O,O,O,X
JSZTILO,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X
JSZTLIO,O,O,O,X,X,X,X
JSZTLOI,O,O,O,X,X,O,X
JSZTOIL,O,O,O,X,O,O,X
JSZTOLI,O,O,O,X,X,O,X
JSZITLO,O,O,X,X,X,X,X
JSZITOL,O,O,X,X,O,X,X
JSZILTO,O,O,X,X,X,X,X
JSZILOT,O,X,O,O,O,X,O
JSZIOTL,O,X,X,O,O,X,X
JSZIOLT,O,X,O,O,O,X,O
JSZLTIO,O,O,X,X,X,X,X
JSZLTOI,O,O,X,X,X,O,X
JSZLITO,O,O,X,X,X,X,X
JSZLIOT,O,X,O,O,O,X,O
JSZLOTI,O,X,O,O,X,O,X
JSZLOIT,O,X,O,O,O,O,O
JSZOTIL,O,X,O,O,O,O,X
JSZOTLI,O,X,O,O,X,O,X
JSZOITL,O,X,X,O,O,O,X
JSZOILT,O,X,O,O,O,O,O
JSZOLTI,O,X,O,O,X,O,X
JSZOLIT,O,X,O,O,O,O,O
JSOTILZ,X,O,X,O,X,X,X
JSOTIZL,X,O,X,O,O,X,X
JSOTLIZ,X,O,X,O,X,X,X
JSOTLZI,X,O,X,O,X,X,X
JSOTZIL,X,O,X,O,O,X,X
JSOTZLI,X,O,X,O,X,X,X
JSOITLZ,X,O,X,O,X,X,X
JSOITZL,X,O,X,O,O,X,X
JSOILTZ,X,O,X,O,X,X,X
JSOILZT,X,X,X,O,O,O,X
JSOIZTL,X,X,X,O,O,O,X
JSOIZLT,X,X,X,O,O,O,X
JSOLTIZ,X,O,X,O,X,X,X
JSOLTZI,X,O,X,O,X,X,X
JSOLITZ,X,O,X,O,X,X,X
JSOLIZT,X,X,X,O,O,O,X
JSOLZTI,X,X,X,O,X,O,X
JSOLZIT,X,X,X,O,O,O,X
JSOZTIL,X,X,X,O,O,O,X
JSOZTLI,X,X,X,O,X,O,X
JSOZITL,X,X,X,O,O,O,X
JSOZILT,X,X,X,O,O,O,X
JSOZLTI,X,X,X,O,X,O,X
JSOZLIT,X,X,X,O,O,O,X
JZTILSO,O,O,O,X,X,X,X
JZTILOS,O,O,O,X,X,X,O
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,O,X,X
JZTIOLS,O,O,O,X,X,X,O
JZTIOSL,O,O,O,X,O,X,X
JZTLISO,O,O,O,X,X,X,X
JZTLIOS,O,O,O,X,X,X,O
JZTLSIO,O,O,O,X,X,X,X
JZTLSOI,O,O,O,X,X,O,X
JZTLOIS,O,O,O,X,X,O,O
JZTLOSI,O,O,O,X,X,O,X
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,O,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,O,X
JZTSOIL,O,O,O,X,O,O,X
JZTSOLI,O,O,O,X,X,O,X
JZTOILS,O,O,O,X,X,O,O
JZTOISL,O,O,O,X,O,X,X
JZTOLIS,O,O,O,X,X,O,O
JZTOLSI,O,O,O,X,X,O,X
JZTOSIL,O,O,O,X,O,X,X
JZTOSLI,O,O,O,X,X,X,X
JZITLSO,O,O,O,X,X,X,X
JZITLOS,O,O,O,X,X,X,O
JZITSLO,O,O,O,X,X,X,X
JZITSOL,O,O,O,X,O,X,X
JZITOLS,O,O,O,X,X,X,O
JZITOSL,O,O,O,X,O,X,X
JZILTSO,O,O,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,O
JZILSTO,O,O,X,X,X,X,X
JZILSOT,X,X,O,O,O,X,O
JZILOTS,O,X,O,X,X,X,O
JZILOST,X,X,O,O,O,X,O
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,X,O,X,X
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,X,O,O,O,X,O
JZISOTL,O,X,X,O,O,X,X
JZISOLT,O,X,O,O,O,X,O
JZIOTLS,O,X,O,X,X,X,O
JZIOTSL,O,X,O,X,O,X,X
JZIOLTS,O,X,O,X,X,X,O
JZIOLST,X,X,O,O,O,X,O
JZIOSTL,X,X,X,O,O,X,X
JZIOSLT,X,X,O,O,O,X,O
JZLTISO,O,O,O,X,X,X,X
JZLTIOS,O,O,O,X,X,X,O
JZLTSIO,O,O,O,X,X,X,X
JZLTSOI,O,O,O,X,X,O,X
JZLTOIS,O,O,O,X,X,O,O
JZLTOSI,O,O,O,X,X,O,X
JZLITSO,O,O,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,O
JZLISTO,O,O,X,X,X,X,X
JZLISOT,X,X,O,O,O,X,O
JZLIOTS,O,X,O,X,X,X,O
JZLIOST,X,X,O,O,O,X,O
JZLSTIO,O,O,X,X,X,X,X
JZLSTOI,O,O,X,X,X,O,X
JZLSITO,O,O,X,X,X,X,X
JZLSIOT,X,X,O,O,O,X,O
JZLSOTI,X,X,O,O,X,O,X
JZLSOIT,X,X,O,O,O,O,O
JZLOTIS,O,X,O,X,X,O,O
JZLOTSI,O,X,O,X,X,O,X
JZLOITS,O,X,O,X,X,O,O
JZLOIST,X,X,O,O,O,X,O
JZLOSTI,X,X,O,O,X,X,X
JZLOSIT,X,X,O,O,O,X,O
JZSTILO,O,O,O,X,X,X,X
JZSTIOL,O,O,O,X,O,X,X
JZSTLIO,O,O,O,X,X,X,X
JZSTLOI,O,O,O,X,X,O,X
JZSTOIL,O,O,O,X,O,O,X
JZSTOLI,O,O,O,X,X,O,X
JZSITLO,O,O,X,X,X,X,X
JZSITOL,O,O,X,X,O,X,X
JZSILTO,O,O,X,X,X,X,X
JZSILOT,O,X,O,O,O,X,O
JZSIOTL,O,X,X,O,O,X,X
JZSIOLT,O,X,O,O,O,X,O
JZSLTIO,O,O,X,X,X,X,X
JZSLTOI,O,O,X,X,X,O,X
JZSLITO,O,O,X,X,X,X,X
JZSLIOT,O,X,O,O,O,X,O
JZSLOTI,O,X,O,O,X,O,X
JZSLOIT,O,X,O,O,O,O,O
JZSOTIL,O,X,O,O,O,O,X
JZSOTLI,O,X,O,O,X,O,X
JZSOITL,O,X,X,O,O,O,X
JZSOILT,O,X,O,O,O,O,O
JZSOLTI,O,X,O,O,X,O,X
JZSOLIT,O,X,O,O,O,O,O
JZOTILS,O,X,O,X,X,O,O
JZOTISL,O,X,O,X,O,X,X
JZOTLIS,O,X,O,X,X,O,O
JZOTLSI,O,X,O,X,X,O,X
JZOTSIL,O,X,O,X,O,X,X
JZOTSLI,O,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,O,O
JZOITSL,O,X,O,X,O,X,X
JZOILTS,O,X,O,X,X,O,O
JZOILST,X,X,O,O,O,X,O
JZOISTL,X,X,X,O,O,X,X
JZOISLT,X,X,O,O,O,X,O
JZOLTIS,O,X,O,X,X,O,O
JZOLTSI,O,X,O,X,X,O,X
JZOLITS,O,X,O,X,X,O,O
JZOLIST,X,X,O,O,O,X,O
JZOLSTI,X,X,O,O,X,X,X
JZOLSIT,X,X,O,O,O,X,O
JZOSTIL,X,X,O,O,O,X,X
JZOSTLI,X,X,O,O,X,X,X
JZOSITL,X,X,X,O,O,X,X
JZOSILT,X,X,O,O,O,X,O
JZOSLTI,X,X,O,O,X,X,X
JZOSLIT,X,X,O,O,O,X,O
JOTILSZ,X,O,X,O,X,X,X
JOTILZS,X,O,O,X,X,X,X
JOTISLZ,X,O,X,O,X,X,X
JOTISZL,X,O,X,O,O,X,X
JOTIZLS,X,O,O,X,X,X,X
JOTIZSL,X,O,O,X,O,X,X
JOTLISZ,X,O,X,O,X,X,X
JOTLIZS,X,O,O,X,X,X,X
JOTLSIZ,X,O,X,O,X,X,X
JOTLSZI,X,O,X,O,X,X,X
JOTLZIS,X,O,O,X,X,X,X
JOTLZSI,X,O,O,X,X,X,X
JOTSILZ,X,O,X,O,X,X,X
JOTSIZL,X,O,X,O,O,X,X
JOTSLIZ,X,O,X,O,X,X,X
JOTSLZI,X,O,X,O,X,X,X
JOTSZIL,X,O,X,O,O,X,X
JOTSZLI,X,O,X,O,X,X,X
JOTZILS,X,O,O,X,X,X,X
JOTZISL,X,O,O,X,O,X,X
JOTZLIS,X,O,O,X,X,X,X
JOTZLSI,X,O,O,X,X,X,X
JOTZSIL,X,O,O,X,O,X,X
JOTZSLI,X,O,O,X,X,X,X
JOITLSZ,X,O,X,O,X,X,X
JOITLZS,X,O,O,X,X,X,X
JOITSLZ,X,O,X,O,X,X,X
JOITSZL,X,O,X,O,O,X,X
JOITZLS,X,O,O,X,X,X,X
JOITZSL,X,O,O,X,O,X,X
JOILTSZ,X,O,X,O,X,X,X
JOILTZS,X,O,X,X,X,X,X
JOILSTZ,X,O,X,O,X,X,X
JOILSZT,X,X,X,O,O,X,X
JOILZTS,X,X,X,X,X,O,O
JOILZST,X,X,X,O,O,X,O
JOISTLZ,X,O,X,O,X,X,X
JOISTZL,X,O,X,O,O,X,X
JOISLTZ,X,O,X,O,X,X,X
JOISLZT,X,X,X,O,O,X,X
JOISZTL,X,X,X,O,O,X,X
JOISZLT,X,X,X,O,O,X,X
JOIZTLS,X,X,O,X,X,O,O
JOIZTSL,X,X,X,X,O,X,X
JOIZLTS,X,X,O,X,X,O,O
JOIZLST,X,X,O,O,O,X,O
JOIZSTL,X,X,X,O,O,X,X
JOIZSLT,X,X,O,O,O,X,O
JOLTISZ,X,O,X,O,X,X,X
JOLTIZS,X,O,X,X,X,X,X
JOLTSIZ,X,O,X,O,X,X,X
JOLTSZI,X,O,X,O,X,X,X
JOLTZIS,X,O,X,X,X,X,X
JOLTZSI,X,O,X,X,X,X,X
JOLITSZ,X,O,X,O,X,X,X
JOLITZS,X,O,X,X,X,X,X
JOLISTZ,X,O,X,O,X,X,X
JOLISZT,X,X,X,O,O,X,X
JOLIZTS,X,X,X,X,X,O,O
JOLIZST,X,X,X,O,O,X,O
JOLSTIZ,X,O,X,O,X,X,X
JOLSTZI,X,O,X,O,X,X,X
JOLSITZ,X,O,X,O,X,X,X
JOLSIZT,X,X,X,O,O,X,X
JOLSZTI,X,X,X,O,X,X,X
JOLSZIT,X,X,X,O,O,X,X
JOLZTIS,X,X,X,X,X,O,O
JOLZTSI,X,X,X,X,X,O,X
JOLZITS,X,X,X,X,X,O,O
JOLZIST,X,X,X,O,O,X,O
JOLZSTI,X,X,X,O,X,X,X
JOLZSIT,X,X,X,O,O,X,O
JOSTILZ,X,O,X,O,X,X,X
JOSTIZL,X,O,X,O,O,X,X
JOSTLIZ,X,O,X,O,X,X,X
JOSTLZI,X,O,X,O,X,X,X
JOSTZIL,X,O,X,O,O,X,X
JOSTZLI,X,O,X,O,X,X,X
JOSITLZ,X,O,X,O,X,X,X
JOSITZL,X,O,X,O,O,X,X
JOSILTZ,X,O,X,O,X,X,X
JOSILZT,X,X,X,O,O,X,X
JOSIZTL,X,X,X,O,O,X,X
JOSIZLT,X,X,X,O,O,X,X
JOSLTIZ,X,O,X,O,X,X,X
JOSLTZI,X,O,X,O,X,X,X
JOSLITZ,X,O,X,O,X,X,X
JOSLIZT,X,X,X,O,O,X,X
JOSLZTI,X,X,X,O,X,X,X
JOSLZIT,X,X,X,O,O,X,X
JOSZTIL,X,X,X,O,O,X,X
JOSZTLI,X,X,X,O,X,X,X
JOSZITL,X,X,X,O,O,X,X
JOSZILT,X,X,X,O,O,X,X
JOSZLTI,X,X,X,O,X,X,X
JOSZLIT,X,X,X,O,O,X,X
JOZTILS,X,X,O,X,X,O,O
JOZTISL,X,X,O,X,O,X,X
JOZTLIS,X,X,O,X,X,O,O
JOZTLSI,X,X,O,X,X,O,X
JOZTSIL,X,X,O,X,O,X,X
JOZTSLI,X,X,O,X,X,X,X
JOZITLS,X,X,O,X,X,O,O
JOZITSL,X,X,O,X,O,X,X
JOZILTS,X,X,O,X,X,O,O
JOZILST,X,X,O,O,O,X,O
JOZISTL,X,X,X,O,O,X,X
JOZISLT,X,X,O,O,O,X,O
JOZLTIS,X,X,O,X,X,O,O
JOZLTSI,X,X,O,X,X,O,X
JOZLITS,X,X,O,X,X,O,O
JOZLIST,X,X,O,O,O,X,O
JOZLSTI,X,X,O,O,X,X,X
JOZLSIT,X,X,O,O,O,X,O
JOZSTIL,X,X,O,O,O,X,X
JOZSTLI,X,X,O,O,X,X,X
JOZSITL,X,X,X,O,O,X,X
JOZSILT,X,X,O,O,O,X,O
JOZSLTI,X,X,O,O,X,X,X
JOZSLIT,X,X,O,O,O,X,O
STILJZO,O,O,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,X
STILZJO,O,X,X,X,X,X,X
STILZOJ,O,X,X,X,X,X,X
STILOJZ,O,O,X,O,X,X,X
STILOZJ,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X
STIJZLO,O,O,X,X,X,X,X
STIJZOL,O,O,X,X,X,X,X
STIJOLZ,O,O,X,O,X,X,X
STIJOZL,O,O,X,O,X,X,X
STIZLJO,O,X,X,X,X,X,X
STIZLOJ,O,X,X,X,X,X,X
STIZJLO,O,O,X,X,X,X,X
STIZJOL,O,O,X,X,X,X,X
STIZOLJ,O,X,X,X,X,X,X
STIZOJL,O,O,X,O,X,X,X
STIOLJZ,O,O,X,O,X,X,X
STIOLZJ,O,X,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X,X
STIOJZL,O,O,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,X
STIOZJL,O,O,X,O,X,X,X
STLIJZO,O,O,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X
STLIZJO,O,X,X,X,X,X,X
STLIZOJ,O,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X
STLIOZJ,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,X
STLJOIZ,O,O,X,O,X,X,X
STLJOZI,O,O,X,O,X,X,X
STLZIJO,O,X,X,X,X,X,X
STLZIOJ,O,X,X,X,X,O,X
STLZJIO,O,X,O,X,X,X,X
STLZJOI,O,X,O,X,X,O,X
STLZOIJ,O,X,X,X,X,O,X
STLZOJI,O,X,O,X,X,O,X
STLOIJZ,O,O,X,O,X,X,X
STLOIZJ,O,X,X,X,X,O,X
STLOJIZ,O,O,X,O,X,X,X
STLOJZI,O,O,X,O,X,X,X
STLOZIJ,O,X,X,X,X,O,X
STLOZJI,O,X,X,X,X,O,X
STJILZO,O,O,O,X,X,X,X
STJILOZ,O,O,X,O,X,X,X
STJIZLO,O,O,O,X,X,X,X
STJIZOL,O,O,O,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X
STJIOZL,O,O,X,O,X,X,X
STJLIZO,O,O,O,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X
STJLZIO,O,O,O,X,X,X,X
STJLZOI,O,O,O,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X
STJLOZI,O,O,X,O,X,X,X
STJZILO,O,O,O,X,X,X,X
STJZIOL,O,O,O,X,X,X,X
STJZLIO,O,O,O,X,X,X,X
STJZLOI,O,O,O,X,X,X,X
STJZOIL,O,O,O,X,X,X,X
STJZOLI,O,O,O,X,X,X,X
STJOILZ,O,O,X,O,X,X,X
STJOIZL,O,O,X,O,X,X,X
STJOLIZ,O,O,X,O,X,X,X
STJOLZI,O,O,X,O,X,X,X
STJOZIL,O,O,X,O,X,X,X
STJOZLI,O,O,X,O,X,X,X
STZILJO,O,X,X,X,X,X,X
STZILOJ,O,X,X,X,X,O,X
STZIJLO,O,O,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,X
STZIOLJ,O,X,X,X,X,O,X
STZIOJL,O,O,X,O,X,O,X
STZLIJO,O,X,X,X,X,X,X
STZLIOJ,O,X,X,X,X,O,X
STZLJIO,O,X,O,X,X,X,X
STZLJOI,O,X,O,X,X,O,X
STZLOIJ,O,X,X,X,X,O,X
STZLOJI,O,X,O,X,X,O,X
STZJILO,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X,X
STZJLIO,O,O,O,X,X,X,X
STZJLOI,O,O,O,X,X,O,X
STZJOIL,O,O,O,X,X,O,X
STZJOLI,O,O,O,X,X,O,X
STZOILJ,O,X,X,X,X,O,X
STZOIJL,O,O,X,O,X,O,X
STZOLIJ,O,X,X,X,X,O,X
STZOLJI,O,X,O,X,X,O,X
STZOJIL,O,O,O,O,X,O,X
STZOJLI,O,O,O,O,X,O,X
STOILJZ,O,O,X,O,X,X,X
STOILZJ,O,X,X,X,X,O,X
STOIJLZ,O,O,X,O,X,X,X
STOIJZL,O,O,X,O,X,X,X
STOIZLJ,O,X,X,X,X,O,X
STOIZJL,O,O,X,O,X,O,X
STOLIJZ,O,O,X,O,X,X,X
STOLIZJ,O,X,X,X,X,O,X
STOLJIZ,O,O,X,O,X,X,X
STOLJZI,O,O,X,O,X,X,X
STOLZIJ,O,X,X,X,X,O,X
STOLZJI,O,X,X,X,X,O,X
STOJILZ,O,O,X,O,X,X,X
STOJIZL,O,O,X,O,X,X,X
STOJLIZ,O,O,X,O,X,X,X
STOJLZI,O,O,X,O,X,X,X
STOJZIL,O,O,X,O,X,X,X
STOJZLI,O,O,X,O,X,X,X
STOZILJ,O,X,X,X,X,O,X
STOZIJL,O,O,X,O,X,O,X
STOZLIJ,O,X,X,X,X,O,X
STOZLJI,O,X,X,X,X,O,X
STOZJIL,O,O,X,O,X,O,X
STOZJLI,O,O,X,O,X,O,X
SITLJZO,O,O,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X
SITLZJO,O,X,X,X,X,X,X
SITLZOJ,O,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,X
SITLOZJ,O,X,X,X,X,X,X
SITJLZO,O,O,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,X
SITJZLO,O,O,X,X,X,X,X
SITJZOL,O,O,X,X,X,X,X
SITJOLZ,O,O,X,O,X,X,X
SITJOZL,O,O,X,O,X,X,X
SITZLJO,O,X,X,X,X,X,X
SITZLOJ,O,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,X
SITZOLJ,O,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,X,X
SITOLJZ,O,O,X,O,X,X,X
SITOLZJ,O,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,X
SITOJZL,O,O,X,O,X,X,X
SITOZLJ,O,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,X
SILTJZO,O,O,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X
SILTZJO,O,X,X,X,X,X,X
SILTZOJ,O,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X
SILTOZJ,O,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,X,X
SILJTOZ,O,O,X,O,X,X,X
SILJZTO,O,O,X,X,X,X,X
SILJZOT,O,X,X,O,X,X,X
SILJOTZ,X,O,X,O,X,X,X
SILJOZT,X,X,X,O,X,X,X
SILZTJO,O,X,X,X,X,X,X
SILZTOJ,O,X,X,X,X,O,X
SILZJTO,O,X,X,X,X,X,X
SILZJOT,O,X,X,O,X,X,X
SILZOTJ,O,X,X,X,X,O,X
SILZOJT,O,X,X,X,X,O,X
SILOTJZ,O,X,X,O,X,X,X
SILOTZJ,O,X,X,X,X,O,X
SILOJTZ,X,X,X,O,X,X,X
SILOJZT,X,X,X,O,X,O,X
SILOZTJ,O,X,X,X,X,O,X
SILOZJT,O,X,X,X,X,O,X
SIJTLZO,O,O,X,X,X,X,X
SIJTLOZ,O,O,X,O,X,X,X
SIJTZLO,O,O,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X
SIJTOLZ,O,O,X,O,X,X,X
SIJTOZL,O,O,X,O,O,X,X
SIJLTZO,O,O,X,X,X,X,X
SIJLTOZ,O,O,X,O,X,X,X
SIJLZTO,O,O,X,X,X,X,X
SIJLZOT,O,X,X,O,O,X,O
SIJLOTZ,X,O,X,O,X,X,X
SIJLOZT,X,X,X,O,O,X,X
SIJZTLO,O,O,X,X,X,X,X
SIJZTOL,O,O,X,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X
SIJZLOT,O,X,X,O,O,X,O
SIJZOTL,O,X,X,O,O,X,X
SIJZOLT,O,X,X,O,O,X,O
SIJOTLZ,X,O,X,O,X,X,X
SIJOTZL,X,O,X,O,O,X,X
SIJOLTZ,X,O,X,O,X,X,X
SIJOLZT,X,X,X,O,O,X,X
SIJOZTL,X,X,X,O,O,X,X
SIJOZLT,X,X,X,O,O,X,X
SIZTLJO,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,O,X
