sequence,v115@HhB8HeC8FeE8DeB8Jem/IvhFqlB/mBTjB0nBFnBxwB,v115@HhB8HeC8FeE8DeB8Jex/IvhFylBcnBTjBFrB3sBurB,v115@HhB8HeC8FeE8DeB8Jem/IvhFRhBqnBTjBfrBUsBlrB,v115@HhB8HeC8FeE8DeB8Jex/IvhFylBzhBcoBFrBXsBusB,v115@HhB8HeC8FeE8DeB8Jex/IvhF3iBcoBllB+rBimBTsB,v115@HhB8HeC8FeE8DeB8Jex/IvhF0hBWoBllBKsBXoBTrB,v115@HhB8HeC8FeE8DeB8Jex/IvhF0hBSoBllB2sBTrB3sB
LSIZTOJ,O,O,O,O,X,X,X
LSIZJTO,O,X,O,X,X,X,X
LSIZJOT,O,X,O,X,X,X,X
LSIZOTJ,O,O,O,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X
LSIOTJZ,O,O,O,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X
LSIOJTZ,O,O,O,X,X,X,X
LSIOJZT,O,X,O,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,X
LSIOZJT,O,X,O,X,X,X,X
LSJTIZO,O,O,X,X,X,X,X
LSJTIOZ,O,O,O,X,X,X,X
LSJTZIO,X,O,O,X,X,X,X
LSJTZOI,O,O,O,X,X,X,X
LSJTOIZ,O,O,O,X,X,X,X
LSJTOZI,O,O,O,X,X,X,X
LSJITZO,O,O,X,X,X,X,X
LSJITOZ,O,O,O,X,X,X,X
LSJIZTO,O,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,X,X
LSJIOTZ,O,O,O,X,X,X,X
LSJIOZT,O,X,O,X,X,X,X
LSJZTIO,X,X,O,X,X,X,X
LSJZTOI,O,X,O,X,X,X,X
LSJZITO,O,X,O,X,X,X,X
LSJZIOT,O,X,O,X,X,X,X
LSJZOTI,O,X,O,X,X,X,X
LSJZOIT,O,X,O,X,X,X,X
LSJOTIZ,O,O,O,X,X,X,X
LSJOTZI,O,O,O,X,X,X,X
LSJOITZ,O,O,O,X,X,X,X
LSJOIZT,O,X,O,X,X,X,X
LSJOZTI,O,X,O,X,X,X,X
LSJOZIT,O,X,O,X,X,X,X
LSZTIJO,X,O,O,O,X,X,X
LSZTIOJ,X,O,O,O,X,X,X
LSZTJIO,X,O,O,O,X,X,X
LSZTJOI,O,O,O,O,X,X,X
LSZTOIJ,X,O,O,O,X,X,X
LSZTOJI,O,O,O,O,X,X,X
LSZITJO,O,O,O,O,X,X,X
LSZITOJ,O,O,O,O,X,X,X
LSZIJTO,O,X,O,X,X,X,X
LSZIJOT,O,X,O,X,X,X,X
LSZIOTJ,O,O,O,X,X,X,X
LSZIOJT,O,X,O,X,X,X,X
LSZJTIO,X,X,O,X,X,X,X
LSZJTOI,O,X,O,X,X,X,X
LSZJITO,O,X,O,X,X,X,X
LSZJIOT,O,X,O,X,X,X,X
LSZJOTI,O,X,O,X,X,X,X
LSZJOIT,O,X,O,X,X,X,X
LSZOTIJ,X,O,O,O,X,X,X
LSZOTJI,O,O,O,O,X,X,X
LSZOITJ,O,O,O,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X
LSZOJIT,O,X,O,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,X,O,X,X,O
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X
LSOTZIJ,X,O,O,O,X,X,O
LSOTZJI,O,O,O,O,X,X,O
LSOITJZ,O,O,O,X,X,X,X
LSOITZJ,O,O,X,X,X,X,X
LSOIJTZ,O,O,O,X,X,X,X
LSOIJZT,O,X,O,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X
LSOIZJT,O,X,O,X,X,X,X
LSOJTIZ,O,O,O,X,X,X,X
LSOJTZI,O,O,O,X,X,X,X
LSOJITZ,O,O,O,X,X,X,X
LSOJIZT,O,X,O,X,X,X,X
LSOJZTI,O,X,O,X,X,X,X
LSOJZIT,O,X,O,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,O
LSOZTJI,O,O,O,O,X,X,O
LSOZITJ,O,O,O,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X
LSOZJIT,O,X,O,X,X,X,X
LZTIJSO,X,X,X,O,O,X,X
LZTIJOS,X,X,X,X,O,X,O
LZTISJO,X,O,X,O,O,X,X
LZTISOJ,X,O,X,O,X,X,O
LZTIOJS,X,X,X,X,O,X,O
LZTIOSJ,X,O,X,O,O,X,O
LZTJISO,X,X,X,O,O,X,X
LZTJIOS,X,X,X,X,O,X,O
LZTJSIO,X,X,O,O,O,X,X
LZTJSOI,O,X,O,O,O,X,X
LZTJOIS,X,X,X,X,O,X,O
LZTJOSI,O,X,O,X,O,X,O
LZTSIJO,X,O,O,O,O,X,X
LZTSIOJ,X,O,O,O,X,X,O
LZTSJIO,X,O,O,O,O,X,X
LZTSJOI,O,O,O,O,O,X,X
LZTSOIJ,X,O,O,O,X,X,O
LZTSOJI,O,O,O,O,X,X,O
LZTOIJS,X,X,X,X,O,X,O
LZTOISJ,X,O,X,O,O,X,O
LZTOJIS,X,X,X,X,O,X,O
LZTOJSI,O,X,O,X,O,X,O
LZTOSIJ,X,O,O,O,O,X,O
LZTOSJI,O,O,O,O,O,X,O
LZITJSO,O,X,X,O,O,X,X
LZITJOS,O,X,X,X,O,X,O
LZITSJO,O,O,X,O,O,X,X
LZITSOJ,O,O,X,O,X,X,O
LZITOJS,O,X,X,X,O,X,O
LZITOSJ,O,O,X,O,O,X,O
LZIJTSO,O,X,X,O,X,X,X
LZIJTOS,O,X,X,X,X,X,X
LZIJSTO,O,X,O,X,X,X,X
LZIJSOT,O,X,O,X,X,X,X
LZIJOTS,O,X,X,X,X,X,X
LZIJOST,O,X,O,X,X,X,X
LZISTJO,O,O,O,O,O,X,X
LZISTOJ,O,O,O,O,X,X,X
LZISJTO,O,X,O,X,X,X,X
LZISJOT,O,X,O,X,X,X,X
LZISOTJ,O,O,O,X,O,X,X
LZISOJT,O,X,O,X,X,X,X
LZIOTJS,O,X,X,X,O,X,X
LZIOTSJ,O,O,X,O,O,X,X
LZIOJTS,O,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,X,X
LZIOSTJ,O,O,O,X,O,X,X
LZIOSJT,O,X,O,X,X,X,X
LZJTISO,X,X,X,O,O,X,X
LZJTIOS,X,X,X,X,O,X,X
LZJTSIO,X,X,O,O,O,X,X
LZJTSOI,O,X,O,O,O,X,X
LZJTOIS,X,X,X,X,O,X,X
LZJTOSI,O,X,O,X,O,X,X
LZJITSO,O,X,X,O,X,X,X
LZJITOS,O,X,X,X,X,X,X
LZJISTO,O,X,O,X,X,X,X
LZJISOT,O,X,O,X,X,X,X
LZJIOTS,O,X,X,X,X,X,X
LZJIOST,O,X,O,X,X,X,X
LZJSTIO,X,X,O,X,O,X,X
LZJSTOI,O,X,O,X,O,X,X
LZJSITO,O,X,O,X,X,X,X
LZJSIOT,O,X,O,X,X,X,X
LZJSOTI,O,X,O,X,X,X,X
LZJSOIT,O,X,O,X,X,X,X
LZJOTIS,X,X,X,X,O,X,X
LZJOTSI,O,X,O,X,O,X,X
LZJOITS,O,X,X,X,X,X,X
LZJOIST,O,X,O,X,X,X,X
LZJOSTI,O,X,O,X,O,X,X
LZJOSIT,O,X,O,X,X,X,X
LZSTIJO,X,O,O,O,O,X,X
LZSTIOJ,X,O,O,O,X,X,X
LZSTJIO,X,O,O,O,O,X,X
LZSTJOI,O,O,O,O,O,X,X
LZSTOIJ,X,O,O,O,X,X,X
LZSTOJI,O,O,O,O,X,X,X
LZSITJO,O,O,O,O,O,X,X
LZSITOJ,O,O,O,O,X,X,X
LZSIJTO,O,X,O,X,X,X,X
LZSIJOT,O,X,O,X,X,X,X
LZSIOTJ,O,O,O,X,O,X,X
LZSIOJT,O,X,O,X,X,X,X
LZSJTIO,X,X,O,X,O,X,X
LZSJTOI,O,X,O,X,O,X,X
LZSJITO,O,X,O,X,X,X,X
LZSJIOT,O,X,O,X,X,X,X
LZSJOTI,O,X,O,X,X,X,X
LZSJOIT,O,X,O,X,X,X,X
LZSOTIJ,X,O,O,O,O,X,X
LZSOTJI,O,O,O,O,O,X,X
LZSOITJ,O,O,O,X,O,X,X
LZSOIJT,O,X,O,X,X,X,X
LZSOJTI,O,X,O,X,O,X,X
LZSOJIT,O,X,O,X,X,X,X
LZOTIJS,X,X,X,X,O,X,O
LZOTISJ,X,O,X,O,O,X,O
LZOTJIS,X,X,X,X,O,X,O
LZOTJSI,O,X,O,X,O,X,O
LZOTSIJ,X,O,O,O,O,X,O
LZOTSJI,O,O,O,O,O,X,O
LZOITJS,O,X,X,X,O,X,O
LZOITSJ,O,O,X,O,O,X,O
LZOIJTS,O,X,X,X,X,X,X
LZOIJST,O,X,O,X,X,X,X
LZOISTJ,O,O,O,X,O,X,X
LZOISJT,O,X,O,X,X,X,X
LZOJTIS,X,X,X,X,O,X,O
LZOJTSI,O,X,O,X,O,X,O
LZOJITS,O,X,X,X,X,X,X
LZOJIST,O,X,O,X,X,X,X
LZOJSTI,O,X,O,X,O,X,X
LZOJSIT,O,X,O,X,X,X,X
LZOSTIJ,X,O,O,X,O,X,O
LZOSTJI,O,O,O,X,O,X,O
LZOSITJ,O,O,O,X,O,X,X
LZOSIJT,O,X,O,X,X,X,X
LZOSJTI,O,X,O,X,O,X,X
LZOSJIT,O,X,O,X,X,X,X
LOTIJSZ,O,O,X,O,X,X,X
LOTIJZS,O,X,X,X,O,O,O
LOTISJZ,O,O,X,O,X,X,X
LOTISZJ,O,O,X,O,X,X,O
LOTIZJS,O,X,X,X,O,O,O
LOTIZSJ,O,O,X,O,O,X,O
LOTJISZ,O,O,X,O,X,X,X
LOTJIZS,O,X,X,X,O,O,O
LOTJSIZ,O,O,O,O,X,X,X
LOTJSZI,O,O,O,O,X,X,X
LOTJZIS,X,X,X,X,O,O,O
LOTJZSI,O,X,O,X,O,O,O
LOTSIJZ,O,O,O,O,X,X,X
LOTSIZJ,O,O,X,O,X,X,O
LOTSJIZ,O,O,O,O,X,X,X
LOTSJZI,O,O,O,O,X,X,X
LOTSZIJ,X,O,O,O,X,X,O
LOTSZJI,O,O,O,O,X,X,O
LOTZIJS,X,X,X,X,O,O,O
LOTZISJ,X,O,X,O,O,X,O
LOTZJIS,X,X,X,X,O,O,O
LOTZJSI,O,X,O,X,O,O,O
LOTZSIJ,X,O,O,O,O,X,O
LOTZSJI,O,O,O,O,O,X,O
LOITJSZ,O,O,X,O,X,X,X
LOITJZS,O,X,X,X,O,X,O
LOITSJZ,O,O,X,O,X,X,X
LOITSZJ,O,O,X,O,X,X,O
LOITZJS,O,X,X,X,O,X,O
LOITZSJ,O,O,X,O,O,X,O
LOIJTSZ,O,O,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X
LOIJSTZ,O,O,O,X,X,X,X
LOIJSZT,O,X,O,X,X,X,X
LOIJZTS,O,X,X,X,X,X,X
LOIJZST,O,X,O,X,X,X,X
LOISTJZ,O,O,O,X,X,X,X
LOISTZJ,O,O,X,X,X,X,X
LOISJTZ,O,O,O,X,X,X,X
LOISJZT,O,X,O,X,X,X,X
LOISZTJ,O,O,O,X,X,X,X
LOISZJT,O,X,O,X,X,X,X
LOIZTJS,O,X,X,X,O,X,O
LOIZTSJ,O,O,X,O,O,X,O
LOIZJTS,O,X,X,X,X,X,X
LOIZJST,O,X,O,X,X,X,X
LOIZSTJ,O,O,O,X,O,X,X
LOIZSJT,O,X,O,X,X,X,X
LOJTISZ,O,O,X,X,X,X,X
LOJTIZS,O,X,X,X,O,O,O
LOJTSIZ,O,O,O,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X
LOJTZIS,X,X,X,X,O,O,O
LOJTZSI,O,X,O,X,O,O,O
LOJITSZ,O,O,X,X,X,X,X
LOJITZS,O,X,X,X,X,X,X
LOJISTZ,O,O,O,X,X,X,X
LOJISZT,O,X,O,X,X,X,X
LOJIZTS,O,X,X,X,X,X,X
LOJIZST,O,X,O,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X
LOJSTZI,O,O,O,X,X,X,X
LOJSITZ,O,O,O,X,X,X,X
LOJSIZT,O,X,O,X,X,X,X
LOJSZTI,O,X,O,X,X,X,X
LOJSZIT,O,X,O,X,X,X,X
LOJZTIS,X,X,X,X,O,O,O
LOJZTSI,O,X,O,X,O,O,O
LOJZITS,O,X,X,X,X,X,X
LOJZIST,O,X,O,X,X,X,X
LOJZSTI,O,X,O,X,O,X,X
LOJZSIT,O,X,O,X,X,X,X
LOSTIJZ,O,O,O,X,X,X,X
LOSTIZJ,O,O,X,X,X,X,O
LOSTJIZ,O,O,O,X,X,X,X
LOSTJZI,O,O,O,X,X,X,X
LOSTZIJ,X,O,O,X,X,X,O
LOSTZJI,O,O,O,X,X,X,O
LOSITJZ,O,O,O,X,X,X,X
LOSITZJ,O,O,X,X,X,X,X
LOSIJTZ,O,O,O,X,X,X,X
LOSIJZT,O,X,O,X,X,X,X
LOSIZTJ,O,O,O,X,X,X,X
LOSIZJT,O,X,O,X,X,X,X
LOSJTIZ,O,O,O,X,X,X,X
LOSJTZI,O,O,O,X,X,X,X
LOSJITZ,O,O,O,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X
LOSJZTI,O,X,O,X,X,X,X
LOSJZIT,O,X,O,X,X,X,X
LOSZTIJ,X,O,O,X,X,X,O
LOSZTJI,O,O,O,X,X,X,O
LOSZITJ,O,O,O,X,X,X,X
LOSZIJT,O,X,O,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X
LOZTIJS,X,X,X,X,O,O,O
LOZTISJ,X,O,X,O,O,X,O
LOZTJIS,X,X,X,X,O,O,O
LOZTJSI,O,X,O,X,O,O,O
LOZTSIJ,X,O,O,O,O,X,O
LOZTSJI,O,O,O,O,O,X,O
LOZITJS,O,X,X,X,O,X,O
LOZITSJ,O,O,X,O,O,X,O
LOZIJTS,O,X,X,X,X,X,X
LOZIJST,O,X,O,X,X,X,X
LOZISTJ,O,O,O,X,O,X,X
LOZISJT,O,X,O,X,X,X,X
LOZJTIS,X,X,X,X,O,O,O
LOZJTSI,O,X,O,X,O,O,O
LOZJITS,O,X,X,X,X,X,X
LOZJIST,O,X,O,X,X,X,X
LOZJSTI,O,X,O,X,O,X,X
LOZJSIT,O,X,O,X,X,X,X
LOZSTIJ,X,O,O,X,O,X,O
LOZSTJI,O,O,O,X,O,X,O
LOZSITJ,O,O,O,X,O,X,X
LOZSIJT,O,X,O,X,X,X,X
LOZSJTI,O,X,O,X,O,X,X
LOZSJIT,O,X,O,X,X,X,X
JTILSZO,O,O,X,O,X,X,X
JTILSOZ,O,O,X,O,X,X,X
JTILZSO,O,X,X,O,O,O,X
JTILZOS,O,X,X,X,O,O,O
JTILOSZ,O,O,X,O,X,X,X
JTILOZS,O,X,X,X,O,O,O
JTISLZO,X,O,X,O,X,X,X
JTISLOZ,X,O,X,O,X,X,X
JTISZLO,X,O,X,O,O,O,X
JTISZOL,X,O,X,O,O,X,X
JTISOLZ,X,O,X,O,X,X,X
JTISOZL,X,O,X,O,O,O,X
JTIZLSO,O,X,X,O,O,O,X
JTIZLOS,O,X,X,X,O,O,O
JTIZSLO,X,X,X,O,O,O,X
JTIZSOL,X,X,X,O,O,X,X
JTIZOLS,O,X,X,X,O,O,X
JTIZOSL,X,X,X,X,O,O,X
JTIOLSZ,O,O,X,O,X,X,X
JTIOLZS,O,X,X,X,O,O,O
JTIOSLZ,X,O,X,O,X,X,X
JTIOSZL,X,O,X,O,O,O,X
JTIOZLS,O,X,X,X,O,O,O
JTIOZSL,X,X,X,X,O,O,X
JTLISZO,O,O,X,O,X,X,X
JTLISOZ,O,O,X,O,X,X,X
JTLIZSO,O,X,X,O,O,O,X
JTLIZOS,O,X,X,X,O,O,O
JTLIOSZ,O,O,X,O,X,X,X
JTLIOZS,O,X,X,X,O,O,O
JTLSIZO,O,O,X,O,X,X,X
JTLSIOZ,O,O,O,O,X,X,X
JTLSZIO,X,O,O,O,X,X,X
JTLSZOI,O,O,O,O,X,X,X
JTLSOIZ,O,O,O,O,X,X,X
JTLSOZI,O,O,O,O,X,X,X
JTLZISO,X,X,X,O,O,O,X
JTLZIOS,X,X,X,X,O,O,O
JTLZSIO,X,X,O,O,O,O,X
JTLZSOI,O,X,O,O,O,O,X
JTLZOIS,X,X,X,X,O,O,O
JTLZOSI,O,X,O,X,O,O,O
JTLOISZ,O,O,X,O,X,X,X
JTLOIZS,O,X,X,X,O,O,O
JTLOSIZ,O,O,O,O,X,X,X
JTLOSZI,O,O,O,O,X,X,X
JTLOZIS,X,X,X,X,O,O,O
JTLOZSI,O,X,O,X,O,O,O
JTSILZO,X,O,X,O,X,X,X
JTSILOZ,X,O,O,O,X,X,X
JTSIZLO,X,O,O,O,O,O,X
JTSIZOL,X,O,X,O,O,X,X
JTSIOLZ,X,O,X,O,X,X,X
JTSIOZL,X,O,X,O,O,O,X
JTSLIZO,X,O,X,O,X,X,X
JTSLIOZ,X,O,O,O,X,X,X
JTSLZIO,X,O,O,O,X,X,X
JTSLZOI,X,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,X,X
JTSLOZI,X,O,O,O,X,X,X
JTSZILO,X,O,O,O,O,O,X
JTSZIOL,X,O,X,O,O,X,X
JTSZLIO,X,O,O,O,O,O,X
JTSZLOI,X,O,O,O,O,O,X
JTSZOIL,X,O,X,O,O,X,X
JTSZOLI,X,O,O,O,O,X,X
JTSOILZ,X,O,X,O,X,X,X
JTSOIZL,X,O,X,O,O,O,X
JTSOLIZ,X,O,O,O,X,X,X
JTSOLZI,X,O,O,O,X,X,X
JTSOZIL,X,O,X,O,O,O,X
JTSOZLI,X,O,O,O,O,O,X
JTZILSO,O,X,X,O,O,O,X
JTZILOS,O,X,X,X,O,O,O
JTZISLO,X,X,X,O,O,O,X
JTZISOL,X,X,X,O,O,X,X
JTZIOLS,O,X,X,X,O,O,X
JTZIOSL,X,X,X,X,O,O,X
JTZLISO,X,X,X,O,O,O,X
JTZLIOS,X,X,X,X,O,O,O
JTZLSIO,X,X,O,O,O,O,X
JTZLSOI,O,X,O,O,O,O,X
JTZLOIS,X,X,X,X,O,O,O
JTZLOSI,O,X,O,X,O,O,O
JTZSILO,X,X,O,O,O,O,X
JTZSIOL,X,X,X,O,O,X,X
JTZSLIO,X,X,O,O,O,O,X
JTZSLOI,X,X,O,O,O,O,X
JTZSOIL,X,X,X,O,O,X,X
JTZSOLI,X,X,O,O,O,X,X
JTZOILS,O,X,X,X,O,O,X
JTZOISL,X,X,X,X,O,O,X
JTZOLIS,X,X,X,X,O,O,X
JTZOLSI,O,X,O,X,O,O,X
JTZOSIL,X,X,X,X,O,O,X
JTZOSLI,X,X,O,X,O,O,X
JTOILSZ,O,O,X,O,X,X,X
JTOILZS,O,X,X,X,O,O,O
JTOISLZ,X,O,X,O,X,X,X
JTOISZL,X,O,X,O,O,O,X
JTOIZLS,O,X,X,X,O,O,O
JTOIZSL,X,X,X,X,O,O,X
JTOLISZ,O,O,X,O,X,X,X
JTOLIZS,O,X,X,X,O,O,O
JTOLSIZ,O,O,O,O,X,X,X
JTOLSZI,O,O,O,O,X,X,X
JTOLZIS,X,X,X,X,O,O,O
JTOLZSI,O,X,O,X,O,O,O
JTOSILZ,X,O,X,O,X,X,X
JTOSIZL,X,O,X,O,O,O,X
JTOSLIZ,X,O,O,O,X,X,X
JTOSLZI,X,O,O,O,X,X,X
JTOSZIL,X,O,X,O,O,O,X
JTOSZLI,X,O,O,O,O,O,X
JTOZILS,O,X,X,X,O,O,O
JTOZISL,X,X,X,X,O,O,X
JTOZLIS,X,X,X,X,O,O,O
JTOZLSI,O,X,O,X,O,O,O
JTOZSIL,X,X,X,X,O,O,X
JTOZSLI,X,X,O,X,O,O,X
JITLSZO,O,O,X,O,X,X,X
JITLSOZ,O,O,X,O,X,X,X
JITLZSO,O,X,X,O,O,O,X
JITLZOS,O,X,X,X,O,O,O
JITLOSZ,O,O,X,O,X,X,X
JITLOZS,O,X,X,X,O,O,O
JITSLZO,X,O,X,O,X,X,X
JITSLOZ,X,O,X,O,X,X,X
JITSZLO,X,O,X,O,O,O,X
JITSZOL,X,O,X,O,O,X,X
JITSOLZ,X,O,X,O,X,X,X
JITSOZL,X,O,X,O,O,O,X
JITZLSO,O,X,X,O,O,O,X
JITZLOS,O,X,X,X,O,O,O
JITZSLO,X,X,X,O,O,O,X
JITZSOL,X,X,X,O,O,X,X
JITZOLS,O,X,X,X,O,O,X
JITZOSL,X,X,X,X,O,O,X
JITOLSZ,O,O,X,O,X,X,X
JITOLZS,O,X,X,X,O,O,O
JITOSLZ,X,O,X,O,X,X,X
JITOSZL,X,O,X,O,O,O,X
JITOZLS,O,X,X,X,O,O,O
JITOZSL,X,X,X,X,O,O,X
JILTSZO,O,O,X,O,X,X,X
JILTSOZ,O,O,X,O,X,X,X
JILTZSO,O,X,X,O,X,O,X
JILTZOS,O,X,X,X,X,O,O
JILTOSZ,O,O,X,O,X,X,X
JILTOZS,O,X,X,X,X,O,O
JILSTZO,O,O,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X
JILSZTO,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,X
JILSOTZ,O,O,O,X,X,X,X
JILSOZT,O,X,O,X,X,X,X
JILZTSO,O,X,X,O,X,X,X
JILZTOS,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,X
JILZSOT,O,X,O,X,X,X,X
JILZOTS,O,X,X,X,X,X,X
JILZOST,O,X,O,X,X,X,X
JILOTSZ,O,O,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X
JILOSTZ,O,O,O,X,X,X,X
JILOSZT,O,X,O,X,X,X,X
JILOZTS,O,X,X,X,X,X,X
JILOZST,O,X,O,X,X,X,X
JISTLZO,X,O,X,O,X,X,X
JISTLOZ,X,O,O,O,X,X,X
JISTZLO,X,O,O,O,X,O,X
JISTZOL,X,O,X,O,X,X,X
JISTOLZ,X,O,X,O,X,X,X
JISTOZL,X,O,X,O,X,O,X
JISLTZO,O,O,X,X,X,X,X
JISLTOZ,O,O,O,X,X,X,X
JISLZTO,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,X,X
JISLOTZ,O,O,O,X,X,X,X
JISLOZT,O,X,O,X,X,X,X
JISZTLO,X,O,O,O,X,X,X
JISZTOL,X,O,X,O,X,X,X
JISZLTO,O,X,O,X,X,X,X
JISZLOT,O,X,O,X,X,X,X
JISZOTL,X,O,X,X,X,X,X
JISZOLT,O,X,O,X,X,X,X
JISOTLZ,X,O,X,X,X,X,X
JISOTZL,X,O,X,X,X,X,X
JISOLTZ,O,O,O,X,X,X,X
JISOLZT,O,X,O,X,X,X,X
JISOZTL,X,O,X,X,X,X,X
JISOZLT,O,X,O,X,X,X,X
JIZTLSO,O,X,X,O,O,O,X
JIZTLOS,O,X,X,X,O,O,X
JIZTSLO,X,X,X,O,O,O,X
JIZTSOL,X,X,X,O,O,X,X
JIZTOLS,O,X,X,X,O,O,X
JIZTOSL,X,X,X,X,O,O,X
JIZLTSO,O,X,X,O,X,X,X
JIZLTOS,O,X,X,X,X,X,X
JIZLSTO,O,X,O,X,X,X,X
JIZLSOT,O,X,O,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X
JIZLOST,O,X,O,X,X,X,X
JIZSTLO,X,X,O,O,O,X,X
JIZSTOL,X,X,X,O,O,X,X
JIZSLTO,O,X,O,X,X,X,X
JIZSLOT,O,X,O,X,X,X,X
JIZSOTL,X,X,X,X,O,X,X
JIZSOLT,O,X,O,X,X,X,X
JIZOTLS,O,X,X,X,O,X,X
JIZOTSL,X,X,X,X,O,X,X
JIZOLTS,O,X,X,X,X,X,X
JIZOLST,O,X,O,X,X,X,X
JIZOSTL,X,X,X,X,O,X,X
JIZOSLT,O,X,O,X,X,X,X
JIOTLSZ,O,O,X,X,X,X,X
JIOTLZS,O,X,X,X,O,O,X
JIOTSLZ,X,O,X,X,X,X,X
JIOTSZL,X,O,X,X,O,O,X
JIOTZLS,O,X,X,X,O,O,X
JIOTZSL,X,X,X,X,O,O,X
JIOLTSZ,O,O,X,X,X,X,X
JIOLTZS,O,X,X,X,X,X,X
JIOLSTZ,O,O,O,X,X,X,X
JIOLSZT,O,X,O,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X
JIOLZST,O,X,O,X,X,X,X
JIOSTLZ,X,O,X,X,X,X,X
JIOSTZL,X,O,X,X,X,X,X
JIOSLTZ,O,O,O,X,X,X,X
JIOSLZT,O,X,O,X,X,X,X
JIOSZTL,X,O,X,X,X,X,X
JIOSZLT,O,X,O,X,X,X,X
JIOZTLS,O,X,X,X,O,O,X
JIOZTSL,X,X,X,X,O,O,X
JIOZLTS,O,X,X,X,X,X,X
JIOZLST,O,X,O,X,X,X,X
JIOZSTL,X,X,X,X,O,X,X
JIOZSLT,O,X,O,X,X,X,X
JLTISZO,O,O,X,O,X,X,X
JLTISOZ,O,O,X,O,X,X,X
JLTIZSO,O,X,X,O,O,O,X
JLTIZOS,O,X,X,X,O,O,O
JLTIOSZ,O,O,X,O,X,X,X
JLTIOZS,O,X,X,X,O,O,O
JLTSIZO,O,O,X,O,X,X,X
JLTSIOZ,O,O,O,O,X,X,X
JLTSZIO,X,O,O,O,X,X,X
JLTSZOI,O,O,O,O,X,X,X
JLTSOIZ,O,O,O,O,X,X,X
JLTSOZI,O,O,O,O,X,X,X
JLTZISO,X,X,X,O,O,O,X
JLTZIOS,X,X,X,X,O,O,O
JLTZSIO,X,X,O,O,O,O,X
JLTZSOI,O,X,O,O,O,O,X
JLTZOIS,X,X,X,X,O,O,O
JLTZOSI,O,X,O,X,O,O,O
JLTOISZ,O,O,X,O,X,X,X
JLTOIZS,O,X,X,X,O,O,O
JLTOSIZ,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,X,X,X
JLTOZIS,X,X,X,X,O,O,O
JLTOZSI,O,X,O,X,O,O,O
JLITSZO,O,O,X,O,X,X,X
JLITSOZ,O,O,X,O,X,X,X
JLITZSO,O,X,X,O,X,O,X
JLITZOS,O,X,X,X,X,O,O
JLITOSZ,O,O,X,O,X,X,X
JLITOZS,O,X,X,X,X,O,O
JLISTZO,O,O,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X
JLISZTO,O,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,X
JLISOTZ,O,O,O,X,X,X,X
JLISOZT,O,X,O,X,X,X,X
JLIZTSO,O,X,X,O,X,X,X
JLIZTOS,O,X,X,X,X,X,X
JLIZSTO,O,X,O,X,X,X,X
JLIZSOT,O,X,O,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X
JLIZOST,O,X,O,X,X,X,X
JLIOTSZ,O,O,X,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X
JLIOSTZ,O,O,O,X,X,X,X
JLIOSZT,O,X,O,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X
JLIOZST,O,X,O,X,X,X,X
JLSTIZO,O,O,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X
JLSTZIO,X,O,O,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X
JLSTOIZ,O,O,O,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X
JLSITZO,O,O,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X
JLSIZTO,O,X,O,X,X,X,X
JLSIZOT,O,X,O,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X
JLSIOZT,O,X,O,X,X,X,X
JLSZTIO,X,X,O,X,X,X,X
