sequence,v115@HhA8IeF8BeD8GeA8Je0/IvhFlgBzhBGjB3nByvBRxB,v115@HhA8IeF8BeD8GeA8Jel/IvhF3gBGiBTjBUnByvBRxB,v115@HhA8IeF8BeD8GeA8Jex/IvhFmhBTjBXsBqsBUqBFrB,v115@HhA8IeF8BeD8GeA8Jel/IvhF6nBTjBmmBcqBXrBRxB,v115@HhA8IeF8BeD8GeA8Je0/IvhFzgBfnBSoBlnB2vBRxB,v115@HhA8IeF8BeD8GeA8Jel/IvhFRiBXsBarBctBTqBGsB,v115@HhA8IeF8BeD8GeA8Jex/IvhFmhBSoBXsBUqBFrBzsB,v115@HhA8IeF8BeD8GeA8Je0/IvhFzgBfnBxiBSxBFtB2vB
JOLIZTS,X,X,X,O,X,X,X,X
JOLIZST,X,X,X,O,O,X,X,X
JOLSTIZ,X,X,X,O,X,X,X,O
JOLSTZI,X,X,X,O,X,X,X,O
JOLSITZ,X,X,X,O,X,X,X,X
JOLSIZT,X,X,X,O,X,X,X,X
JOLSZTI,X,X,X,O,O,X,X,O
JOLSZIT,X,X,X,X,O,X,X,X
JOLZTIS,O,X,X,O,X,X,X,X
JOLZTSI,O,X,X,O,X,X,X,X
JOLZITS,X,X,X,O,X,X,X,X
JOLZIST,X,X,X,O,O,X,X,X
JOLZSTI,X,X,X,O,O,X,X,O
JOLZSIT,X,X,X,X,O,X,X,X
JOSTILZ,X,X,O,O,X,X,X,X
JOSTIZL,X,O,X,X,X,X,X,X
JOSTLIZ,X,X,O,O,X,X,X,X
JOSTLZI,X,X,O,O,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X
JOSITLZ,O,X,O,O,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,O,X,O,O,X,X,X,X
JOSILZT,O,X,O,O,O,X,X,X
JOSIZTL,O,O,O,X,X,X,X,X
JOSIZLT,O,O,O,X,O,X,X,X
JOSLTIZ,O,X,O,O,X,X,X,X
JOSLTZI,O,X,O,O,X,X,X,X
JOSLITZ,X,X,O,O,X,X,X,X
JOSLIZT,X,X,O,O,X,X,X,X
JOSLZTI,O,X,O,O,O,X,X,X
JOSLZIT,X,X,O,X,O,X,X,X
JOSZTIL,O,O,O,X,X,X,X,X
JOSZTLI,O,O,O,X,X,X,X,X
JOSZITL,O,O,O,X,X,X,X,X
JOSZILT,O,O,O,X,O,X,X,X
JOSZLTI,O,O,O,X,O,X,X,X
JOSZLIT,X,X,O,X,O,X,X,X
JOZTILS,O,O,X,O,X,X,X,X
JOZTISL,O,O,X,X,X,X,X,X
JOZTLIS,O,O,X,O,X,X,X,X
JOZTLSI,O,O,X,O,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,X
JOZITSL,O,O,X,X,X,X,X,X
JOZILTS,O,O,X,O,X,X,X,X
JOZILST,X,O,X,O,O,X,X,X
JOZISTL,O,O,X,X,X,X,X,X
JOZISLT,O,O,X,X,O,X,X,X
JOZLTIS,O,O,X,O,X,X,X,X
JOZLTSI,O,O,X,O,X,X,X,X
JOZLITS,X,O,X,O,X,X,X,X
JOZLIST,X,O,X,O,O,X,X,X
JOZLSTI,X,O,X,O,O,X,X,O
JOZLSIT,X,O,X,X,O,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X
JOZSTLI,O,O,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X
JOZSILT,O,O,X,X,O,X,X,X
JOZSLTI,O,O,X,X,O,X,X,X
JOZSLIT,X,O,X,X,O,X,X,X
STILJZO,O,X,O,O,X,O,O,X
STILJOZ,O,X,O,O,X,X,X,X
STILZJO,O,O,O,X,X,O,O,X
STILZOJ,O,O,O,X,O,O,O,X
STILOJZ,O,X,O,O,X,X,X,X
STILOZJ,O,O,O,X,O,X,X,X
STIJLZO,O,X,O,O,X,O,O,X
STIJLOZ,O,X,O,O,X,X,X,X
STIJZLO,O,O,O,X,X,O,O,X
STIJZOL,O,O,O,X,X,O,O,X
STIJOLZ,O,X,O,O,X,O,X,X
STIJOZL,O,O,X,X,X,O,X,X
STIZLJO,O,O,O,X,X,O,O,X
STIZLOJ,O,O,O,X,O,O,O,X
STIZJLO,O,O,O,X,X,O,O,X
STIZJOL,O,O,O,X,X,O,O,X
STIZOLJ,O,O,O,X,O,O,O,X
STIZOJL,O,O,O,X,X,O,O,X
STIOLJZ,O,X,O,O,X,O,X,X
STIOLZJ,O,O,O,X,O,O,X,X
STIOJLZ,O,X,O,O,X,O,X,X
STIOJZL,O,O,X,X,X,O,X,X
STIOZLJ,O,O,O,X,O,O,X,X
STIOZJL,O,O,O,X,X,O,X,X
STLIJZO,O,X,O,X,X,O,O,X
STLIJOZ,O,X,O,X,X,X,X,X
STLIZJO,O,O,O,X,X,O,O,X
STLIZOJ,X,O,O,X,X,O,O,X
STLIOJZ,X,X,O,X,X,X,X,X
STLIOZJ,X,O,O,X,X,X,X,X
STLJIZO,O,X,O,X,X,O,O,X
STLJIOZ,O,X,O,X,X,X,X,X
STLJZIO,O,X,O,X,X,O,O,X
STLJZOI,O,X,O,X,X,O,O,X
STLJOIZ,O,X,O,X,X,O,X,X
STLJOZI,O,X,O,X,X,O,O,X
STLZIJO,O,O,O,X,X,O,O,X
STLZIOJ,X,O,O,X,X,O,O,X
STLZJIO,O,O,O,X,X,O,O,X
STLZJOI,O,O,O,X,X,O,O,X
STLZOIJ,X,O,O,X,O,O,O,X
STLZOJI,O,O,O,X,O,O,O,X
STLOIJZ,X,X,O,X,X,O,X,X
STLOIZJ,X,O,O,X,X,O,X,X
STLOJIZ,O,X,O,X,X,O,X,X
STLOJZI,O,X,O,X,X,O,O,X
STLOZIJ,X,O,O,X,O,O,O,X
STLOZJI,O,O,O,X,O,O,O,X
STJILZO,O,X,O,O,X,O,O,X
STJILOZ,O,X,O,O,X,X,X,X
STJIZLO,O,O,O,X,X,O,O,X
STJIZOL,O,O,O,X,X,O,O,X
STJIOLZ,O,X,O,O,X,O,X,X
STJIOZL,O,O,X,X,X,O,X,X
STJLIZO,O,X,O,O,X,O,O,X
STJLIOZ,O,X,O,O,X,X,X,X
STJLZIO,O,X,O,O,X,O,O,X
STJLZOI,O,X,O,O,X,O,O,X
STJLOIZ,O,X,O,O,X,O,X,X
STJLOZI,O,X,O,O,X,O,O,X
STJZILO,O,O,O,X,X,O,O,X
STJZIOL,O,O,O,X,X,O,O,X
STJZLIO,O,O,O,X,X,O,O,X
STJZLOI,O,O,O,X,X,O,O,X
STJZOIL,O,O,O,X,X,O,O,X
STJZOLI,O,O,O,X,X,O,O,X
STJOILZ,O,X,O,O,X,O,X,X
STJOIZL,O,O,X,X,X,O,X,X
STJOLIZ,O,X,O,O,X,O,X,X
STJOLZI,O,X,O,O,X,O,O,X
STJOZIL,O,O,O,X,X,O,O,X
STJOZLI,O,O,O,X,X,O,O,X
STZILJO,O,O,O,X,X,O,O,X
STZILOJ,O,O,O,X,O,O,O,X
STZIJLO,O,O,O,X,X,O,O,X
STZIJOL,O,O,O,X,X,O,O,X
STZIOLJ,O,O,O,X,O,O,O,X
STZIOJL,O,O,O,X,X,O,O,X
STZLIJO,O,O,O,X,X,O,O,X
STZLIOJ,X,O,O,X,X,O,O,X
STZLJIO,O,O,O,X,X,O,O,X
STZLJOI,O,O,O,X,X,O,O,X
STZLOIJ,X,O,O,X,O,O,O,X
STZLOJI,O,O,O,X,O,O,O,X
STZJILO,O,O,O,X,X,O,O,X
STZJIOL,O,O,O,X,X,O,O,X
STZJLIO,O,O,O,X,X,O,O,X
STZJLOI,O,O,O,X,X,O,O,X
STZJOIL,O,O,O,X,X,O,O,X
STZJOLI,O,O,O,X,X,O,O,X
STZOILJ,X,O,O,X,O,O,O,X
STZOIJL,O,O,O,X,X,O,O,X
STZOLIJ,X,O,O,X,O,O,O,X
STZOLJI,O,O,O,X,O,O,O,X
STZOJIL,O,O,O,X,X,O,O,X
STZOJLI,O,O,O,X,X,O,O,X
STOILJZ,X,X,O,O,X,O,X,X
STOILZJ,X,O,O,X,O,O,X,X
STOIJLZ,X,X,O,O,X,O,X,X
STOIJZL,O,O,X,X,X,O,X,X
STOIZLJ,X,O,O,X,O,O,X,X
STOIZJL,O,O,O,X,X,O,X,X
STOLIJZ,X,X,O,X,X,O,X,X
STOLIZJ,X,O,O,X,X,O,X,X
STOLJIZ,O,X,O,X,X,O,X,X
STOLJZI,O,X,O,X,X,O,O,X
STOLZIJ,X,O,O,X,O,O,O,X
STOLZJI,O,O,O,X,O,O,O,X
STOJILZ,O,X,O,O,X,O,X,X
STOJIZL,O,O,X,X,X,O,X,X
STOJLIZ,O,X,O,O,X,O,X,X
STOJLZI,O,X,O,O,X,O,O,X
STOJZIL,O,O,O,X,X,O,O,X
STOJZLI,O,O,O,X,X,O,O,X
STOZILJ,X,O,O,X,O,O,O,X
STOZIJL,O,O,O,X,X,O,O,X
STOZLIJ,X,O,O,X,O,O,O,X
STOZLJI,O,O,O,X,O,O,O,X
STOZJIL,O,O,O,X,X,O,O,X
STOZJLI,O,O,O,X,X,O,O,X
SITLJZO,O,X,O,O,X,O,O,X
SITLJOZ,O,X,O,O,X,X,X,X
SITLZJO,O,O,O,X,X,O,O,X
SITLZOJ,O,O,O,X,O,O,O,X
SITLOJZ,O,X,O,O,X,X,X,X
SITLOZJ,O,O,O,X,O,X,X,X
SITJLZO,O,X,O,O,X,O,O,X
SITJLOZ,O,X,O,O,X,X,X,X
SITJZLO,O,O,O,X,X,O,O,X
SITJZOL,O,O,O,X,X,O,O,X
SITJOLZ,O,X,O,O,X,O,X,X
SITJOZL,O,O,X,X,X,O,X,X
SITZLJO,O,O,O,X,X,O,O,X
SITZLOJ,O,O,O,X,O,O,O,X
SITZJLO,O,O,O,X,X,O,O,X
SITZJOL,O,O,O,X,X,O,O,X
SITZOLJ,O,O,O,X,O,O,O,X
SITZOJL,O,O,O,X,X,O,O,X
SITOLJZ,O,X,O,O,X,O,X,X
SITOLZJ,O,O,O,X,O,O,X,X
SITOJLZ,O,X,O,O,X,O,X,X
SITOJZL,O,O,X,X,X,O,X,X
SITOZLJ,O,O,O,X,O,O,X,X
SITOZJL,O,O,O,X,X,O,X,X
SILTJZO,O,X,O,O,X,O,O,X
SILTJOZ,O,X,O,O,X,X,X,X
SILTZJO,O,O,O,X,X,O,O,X
SILTZOJ,O,O,O,X,O,O,O,X
SILTOJZ,O,X,O,O,X,X,X,X
SILTOZJ,O,O,O,X,O,X,X,X
SILJTZO,O,X,O,O,X,O,O,X
SILJTOZ,O,X,O,O,X,X,X,X
SILJZTO,O,X,O,O,X,O,O,X
SILJZOT,O,X,O,O,O,O,X,X
SILJOTZ,O,X,O,O,X,X,X,X
SILJOZT,O,X,O,O,O,X,X,X
SILZTJO,O,O,O,X,X,O,O,X
SILZTOJ,O,O,O,X,O,O,O,X
SILZJTO,O,O,O,X,X,O,O,X
SILZJOT,O,O,O,X,O,O,X,X
SILZOTJ,O,O,O,X,O,O,O,X
SILZOJT,O,O,O,X,O,X,X,X
SILOTJZ,O,X,O,O,X,X,X,X
SILOTZJ,O,O,O,X,O,X,X,X
SILOJTZ,O,X,O,O,X,X,X,X
SILOJZT,O,X,O,O,O,X,X,X
SILOZTJ,O,O,O,X,O,X,O,X
SILOZJT,O,O,O,X,O,X,X,X
SIJTLZO,O,X,O,O,X,O,O,X
SIJTLOZ,O,X,O,O,X,X,X,X
SIJTZLO,O,O,O,X,X,O,O,X
SIJTZOL,O,O,O,X,X,O,O,X
SIJTOLZ,O,X,O,O,X,O,X,X
SIJTOZL,O,O,X,X,X,O,X,X
SIJLTZO,O,X,O,O,X,O,O,X
SIJLTOZ,O,X,O,O,X,X,X,X
SIJLZTO,O,X,O,O,X,O,O,X
SIJLZOT,O,X,O,O,O,O,X,X
SIJLOTZ,O,X,O,O,X,X,X,X
SIJLOZT,O,X,O,O,O,X,X,X
SIJZTLO,O,O,O,X,X,O,O,X
SIJZTOL,O,O,O,X,X,O,O,X
SIJZLTO,O,O,O,X,X,O,O,X
SIJZLOT,O,O,O,X,O,O,X,X
SIJZOTL,O,O,O,X,X,O,X,X
SIJZOLT,O,O,O,X,O,O,X,X
SIJOTLZ,O,X,O,O,X,O,X,X
SIJOTZL,O,O,X,X,X,O,X,X
SIJOLTZ,O,X,O,O,X,O,X,X
SIJOLZT,O,X,O,O,O,O,X,X
SIJOZTL,O,O,O,X,X,O,X,X
SIJOZLT,O,O,O,X,O,O,X,X
SIZTLJO,O,O,O,X,X,O,O,X
SIZTLOJ,O,O,O,X,O,O,O,X
SIZTJLO,O,O,O,X,X,O,O,X
SIZTJOL,O,O,O,X,X,O,O,X
SIZTOLJ,O,O,O,X,O,O,O,X
SIZTOJL,O,O,O,X,X,O,O,X
SIZLTJO,O,O,O,X,X,O,O,X
SIZLTOJ,O,O,O,X,O,O,O,X
SIZLJTO,O,O,O,X,X,O,O,X
SIZLJOT,O,O,O,X,O,O,X,X
SIZLOTJ,O,O,O,X,O,O,O,X
SIZLOJT,O,O,O,X,O,O,X,X
SIZJTLO,O,O,O,X,X,O,O,X
SIZJTOL,O,O,O,X,X,O,O,X
SIZJLTO,O,O,O,X,X,O,O,X
SIZJLOT,O,O,O,X,O,O,X,X
SIZJOTL,O,O,O,X,X,O,X,X
SIZJOLT,O,O,O,X,O,O,X,X
SIZOTLJ,O,O,O,X,O,O,O,X
SIZOTJL,O,O,O,X,X,O,O,X
SIZOLTJ,O,O,O,X,O,O,O,X
SIZOLJT,O,O,O,X,O,O,X,X
SIZOJTL,O,O,O,X,X,O,X,X
SIZOJLT,O,O,O,X,O,O,X,X
SIOTLJZ,O,X,O,O,X,O,X,X
SIOTLZJ,O,O,O,X,O,O,X,X
SIOTJLZ,O,X,O,O,X,O,X,X
SIOTJZL,O,O,X,X,X,O,X,X
SIOTZLJ,O,O,O,X,O,O,X,X
SIOTZJL,O,O,O,X,X,O,X,X
SIOLTJZ,O,X,O,O,X,O,X,X
SIOLTZJ,O,O,O,X,O,O,X,X
SIOLJTZ,O,X,O,O,X,O,X,X
SIOLJZT,O,X,O,O,O,O,X,X
SIOLZTJ,O,O,O,X,O,O,O,X
SIOLZJT,O,O,O,X,O,O,X,X
SIOJTLZ,O,X,O,O,X,O,X,X
SIOJTZL,O,O,X,X,X,O,X,X
SIOJLTZ,O,X,O,O,X,O,X,X
SIOJLZT,O,X,O,O,O,O,X,X
SIOJZTL,O,O,O,X,X,O,X,X
SIOJZLT,O,O,O,X,O,O,X,X
SIOZTLJ,O,O,O,X,O,O,O,X
SIOZTJL,O,O,O,X,X,O,O,X
SIOZLTJ,O,O,O,X,O,O,O,X
SIOZLJT,O,O,O,X,O,O,X,X
SIOZJTL,O,O,O,X,X,O,X,X
SIOZJLT,O,O,O,X,O,O,X,X
SLTIJZO,O,X,O,X,X,O,O,X
SLTIJOZ,O,X,O,X,X,X,X,X
SLTIZJO,O,O,O,X,X,O,O,X
SLTIZOJ,X,O,O,X,X,O,O,X
SLTIOJZ,X,X,O,X,X,X,X,X
SLTIOZJ,X,O,O,X,X,X,X,X
SLTJIZO,O,X,O,X,X,O,O,X
SLTJIOZ,O,X,O,X,X,X,X,X
SLTJZIO,O,X,O,X,X,O,O,X
SLTJZOI,O,X,O,X,X,O,O,X
SLTJOIZ,O,X,O,X,X,O,X,X
SLTJOZI,O,X,O,X,X,O,O,X
SLTZIJO,O,O,O,X,X,O,O,X
SLTZIOJ,X,O,O,X,X,O,O,X
SLTZJIO,O,O,O,X,X,O,O,X
SLTZJOI,O,O,O,X,X,O,O,X
SLTZOIJ,X,O,O,X,O,O,O,X
SLTZOJI,O,O,O,X,O,O,O,X
SLTOIJZ,X,X,O,X,X,O,X,X
SLTOIZJ,X,O,O,X,X,O,X,X
SLTOJIZ,O,X,O,X,X,O,X,X
SLTOJZI,O,X,O,X,X,O,O,X
SLTOZIJ,X,O,O,X,O,O,O,X
SLTOZJI,O,O,O,X,O,O,O,X
SLITJZO,O,X,O,X,X,O,O,X
SLITJOZ,O,X,O,X,X,X,X,X
SLITZJO,O,O,O,X,X,O,O,X
SLITZOJ,O,O,O,X,O,O,O,X
SLITOJZ,O,X,O,X,X,X,X,X
SLITOZJ,O,O,O,X,O,X,X,X
SLIJTZO,O,X,O,X,X,O,O,X
SLIJTOZ,O,X,O,X,X,X,X,X
SLIJZTO,O,X,O,X,X,O,O,X
SLIJZOT,O,X,O,X,O,O,X,X
SLIJOTZ,O,X,O,X,X,X,X,X
SLIJOZT,O,X,O,X,O,X,X,X
SLIZTJO,O,O,O,X,X,O,O,X
SLIZTOJ,O,O,O,X,O,O,O,X
SLIZJTO,O,O,O,X,X,O,O,X
SLIZJOT,O,O,O,X,O,O,X,X
SLIZOTJ,O,O,O,X,O,O,O,X
SLIZOJT,O,O,O,X,O,X,X,X
SLIOTJZ,O,X,O,X,X,X,X,X
SLIOTZJ,O,O,O,X,O,X,X,X
SLIOJTZ,O,X,O,X,X,X,X,X
SLIOJZT,O,X,O,X,O,X,X,X
SLIOZTJ,O,O,O,X,O,X,O,X
SLIOZJT,O,O,O,X,O,X,X,X
SLJTIZO,O,X,O,X,X,O,O,X
SLJTIOZ,O,X,O,X,X,X,X,X
SLJTZIO,O,X,O,X,X,O,O,X
SLJTZOI,O,X,O,X,X,O,O,X
SLJTOIZ,O,X,O,X,X,O,X,X
SLJTOZI,O,X,O,X,X,O,O,X
SLJITZO,O,X,O,X,X,O,O,X
SLJITOZ,O,X,O,X,X,X,X,X
SLJIZTO,O,X,O,X,X,O,O,X
SLJIZOT,O,X,O,X,X,O,X,X
SLJIOTZ,O,X,O,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,X,X
SLJZTIO,O,X,O,X,X,O,O,X
SLJZTOI,O,X,O,X,X,O,O,X
SLJZITO,O,X,O,X,X,O,O,X
SLJZIOT,O,X,O,X,X,O,X,X
SLJZOTI,O,X,O,X,O,O,X,X
SLJZOIT,X,X,O,X,O,O,X,X
SLJOTIZ,O,X,O,X,X,O,X,X
SLJOTZI,O,X,O,X,X,O,O,X
SLJOITZ,X,X,O,X,X,O,X,X
SLJOIZT,X,X,O,X,X,O,X,X
SLJOZTI,O,X,O,X,O,O,X,X
SLJOZIT,X,X,O,X,O,O,X,X
SLZTIJO,O,O,O,X,X,O,O,X
SLZTIOJ,X,O,O,X,X,O,O,X
SLZTJIO,O,O,O,X,X,O,O,X
SLZTJOI,O,O,O,X,X,O,O,X
SLZTOIJ,X,O,O,X,O,O,O,X
SLZTOJI,O,O,O,X,O,O,O,X
SLZITJO,O,O,O,X,X,O,O,X
SLZITOJ,O,O,O,X,O,O,O,X
SLZIJTO,O,O,O,X,X,O,O,X
SLZIJOT,O,O,O,X,O,O,X,X
SLZIOTJ,O,O,O,X,O,O,O,X
SLZIOJT,O,O,O,X,O,O,X,X
SLZJTIO,O,O,O,X,X,O,O,X
SLZJTOI,O,O,O,X,X,O,O,X
SLZJITO,O,O,O,X,X,O,O,X
SLZJIOT,O,O,O,X,X,O,X,X
SLZJOTI,O,O,O,X,O,O,X,X
SLZJOIT,X,X,O,X,O,O,X,X
SLZOTIJ,X,O,O,X,O,O,O,O
SLZOTJI,O,O,O,X,O,O,O,O
SLZOITJ,X,O,O,X,O,O,O,O
SLZOIJT,X,O,O,X,O,O,X,X
SLZOJTI,O,O,O,X,O,O,X,O
SLZOJIT,X,X,O,X,O,O,X,X
SLOTIJZ,X,X,O,X,X,O,X,O
SLOTIZJ,X,O,O,X,X,O,X,O
SLOTJIZ,O,X,O,X,X,O,X,O
SLOTJZI,O,X,O,X,X,O,O,O
SLOTZIJ,X,O,O,X,O,O,O,O
SLOTZJI,O,O,O,X,O,O,O,O
SLOITJZ,X,X,O,X,X,O,X,O
SLOITZJ,X,O,O,X,O,O,X,O
SLOIJTZ,X,X,O,X,X,O,X,X
SLOIJZT,X,X,O,X,O,O,X,X
SLOIZTJ,X,O,O,X,O,O,O,O
SLOIZJT,X,O,O,X,O,O,X,X
SLOJTIZ,O,X,O,X,X,O,X,O
SLOJTZI,O,X,O,X,X,O,O,O
SLOJITZ,X,X,O,X,X,O,X,X
SLOJIZT,X,X,O,X,X,O,X,X
SLOJZTI,O,X,O,X,O,O,X,O
SLOJZIT,X,X,O,X,O,O,X,X
SLOZTIJ,X,O,O,X,O,O,O,O
SLOZTJI,O,O,O,X,O,O,O,O
SLOZITJ,X,O,O,X,O,O,O,O
SLOZIJT,X,O,O,X,O,O,X,X
SLOZJTI,O,O,O,X,O,O,X,O
SLOZJIT,X,X,O,X,O,O,X,X
SJTILZO,O,X,O,O,X,O,O,X
SJTILOZ,O,X,O,O,X,X,X,X
SJTIZLO,O,O,O,X,X,O,O,X
SJTIZOL,O,O,O,X,X,O,O,X
SJTIOLZ,O,X,O,O,X,O,X,X
SJTIOZL,O,O,X,X,X,O,X,X
SJTLIZO,O,X,O,O,X,O,O,X
SJTLIOZ,O,X,O,O,X,X,X,X
SJTLZIO,O,X,O,O,X,O,O,X
SJTLZOI,O,X,O,O,X,O,O,X
SJTLOIZ,O,X,O,O,X,O,X,X
SJTLOZI,O,X,O,O,X,O,O,X
SJTZILO,O,O,O,X,X,O,O,X
SJTZIOL,O,O,O,X,X,O,O,X
SJTZLIO,O,O,O,X,X,O,O,X
SJTZLOI,O,O,O,X,X,O,O,X
SJTZOIL,O,O,O,X,X,O,O,X
SJTZOLI,O,O,O,X,X,O,O,X
SJTOILZ,O,X,O,O,X,O,X,X
SJTOIZL,O,O,X,X,X,O,X,X
SJTOLIZ,O,X,O,O,X,O,X,X
SJTOLZI,O,X,O,O,X,O,O,X
SJTOZIL,O,O,O,X,X,O,O,X
SJTOZLI,O,O,O,X,X,O,O,X
SJITLZO,O,X,O,O,X,O,O,X
SJITLOZ,O,X,O,O,X,X,X,X
SJITZLO,O,O,O,X,X,O,O,X
SJITZOL,O,O,O,X,X,O,O,X
SJITOLZ,O,X,O,O,X,O,X,X
SJITOZL,O,O,X,X,X,O,X,X
SJILTZO,O,X,O,O,X,O,O,X
SJILTOZ,O,X,O,O,X,X,X,X
SJILZTO,O,X,O,O,X,O,O,X
SJILZOT,O,X,O,O,O,O,X,X
SJILOTZ,O,X,O,O,X,X,X,X
SJILOZT,O,X,O,O,O,X,X,X
SJIZTLO,O,O,O,X,X,O,O,X
SJIZTOL,O,O,O,X,X,O,O,X
SJIZLTO,O,O,O,X,X,O,O,X
SJIZLOT,O,O,O,X,O,O,X,X
SJIZOTL,O,O,O,X,X,O,X,X
SJIZOLT,O,O,O,X,O,O,X,X
SJIOTLZ,O,X,O,O,X,O,X,X
SJIOTZL,O,O,X,X,X,O,X,X
SJIOLTZ,O,X,O,O,X,O,X,X
SJIOLZT,O,X,O,O,O,O,X,X
SJIOZTL,O,O,O,X,X,O,X,X
SJIOZLT,O,O,O,X,O,O,X,X
SJLTIZO,O,X,O,O,X,O,O,X
SJLTIOZ,O,X,O,O,X,X,X,X
SJLTZIO,O,X,O,O,X,O,O,X
SJLTZOI,O,X,O,O,X,O,O,X
SJLTOIZ,O,X,O,O,X,O,X,X
SJLTOZI,O,X,O,O,X,O,O,X
SJLITZO,O,X,O,O,X,O,O,X
SJLITOZ,O,X,O,O,X,X,X,X
SJLIZTO,O,X,O,O,X,O,O,X
SJLIZOT,O,X,O,O,X,O,X,X
SJLIOTZ,O,X,O,O,X,X,X,X
SJLIOZT,O,X,O,O,X,X,X,X
SJLZTIO,O,X,O,O,X,O,O,X
SJLZTOI,O,X,O,O,X,O,O,X
SJLZITO,O,X,O,O,X,O,O,X
SJLZIOT,O,X,O,O,X,O,X,X
SJLZOTI,O,X,O,O,O,O,X,X
SJLZOIT,X,X,O,X,O,O,X,X
SJLOTIZ,O,X,O,O,X,O,X,X
SJLOTZI,O,X,O,O,X,O,O,X
SJLOITZ,X,X,O,O,X,O,X,X
SJLOIZT,X,X,O,O,X,O,X,X
SJLOZTI,O,X,O,O,O,O,X,X
SJLOZIT,X,X,O,X,O,O,X,X
SJZTILO,O,O,O,X,X,O,O,X
SJZTIOL,O,O,O,X,X,O,O,X
SJZTLIO,O,O,O,X,X,O,O,X
SJZTLOI,O,O,O,X,X,O,O,X
SJZTOIL,O,O,O,X,X,O,O,X
SJZTOLI,O,O,O,X,X,O,O,X
SJZITLO,O,O,O,X,X,O,O,X
SJZITOL,O,O,O,X,X,O,O,X
SJZILTO,O,O,O,X,X,O,O,X
SJZILOT,O,O,O,X,O,O,X,X
SJZIOTL,O,O,O,X,X,O,X,X
SJZIOLT,O,O,O,X,O,O,X,X
SJZLTIO,O,O,O,X,X,O,O,X
SJZLTOI,O,O,O,X,X,O,O,X
SJZLITO,O,O,O,X,X,O,O,X
SJZLIOT,O,O,O,X,X,O,X,X
SJZLOTI,O,O,O,X,O,O,X,X
SJZLOIT,X,X,O,X,O,O,X,X
SJZOTIL,O,O,O,X,X,O,X,X
SJZOTLI,O,O,O,X,X,O,X,X
SJZOITL,O,O,O,X,X,O,X,X
SJZOILT,O,O,O,X,O,O,X,X
SJZOLTI,O,O,O,X,O,O,X,X
SJZOLIT,X,X,O,X,O,O,X,X
SJOTILZ,X,X,O,O,X,O,X,X
SJOTIZL,X,O,X,X,X,O,X,X
SJOTLIZ,X,X,O,O,X,O,X,X
SJOTLZI,X,X,O,O,X,O,O,X
SJOTZIL,O,O,O,X,X,O,O,X
SJOTZLI,O,O,O,X,X,O,O,X
SJOITLZ,O,X,O,O,X,O,X,X
SJOITZL,O,O,X,X,X,O,X,X
SJOILTZ,O,X,O,O,X,O,X,X
SJOILZT,O,X,O,O,O,O,X,X
SJOIZTL,O,O,O,X,X,O,X,X
SJOIZLT,O,O,O,X,O,O,X,X
SJOLTIZ,O,X,O,O,X,O,X,X
SJOLTZI,O,X,O,O,X,O,O,X
SJOLITZ,X,X,O,O,X,O,X,X
SJOLIZT,X,X,O,O,X,O,X,X
SJOLZTI,O,X,O,O,O,O,X,X
SJOLZIT,X,X,O,X,O,O,X,X
SJOZTIL,O,O,O,X,X,O,X,X
SJOZTLI,O,O,O,X,X,O,X,X
SJOZITL,O,O,O,X,X,O,X,X
SJOZILT,O,O,O,X,O,O,X,X
SJOZLTI,O,O,O,X,O,O,X,X
SJOZLIT,X,X,O,X,O,O,X,X
SZTILJO,O,O,O,X,X,O,O,X
SZTILOJ,O,O,O,X,O,O,O,X
SZTIJLO,O,O,O,X,X,O,O,X
SZTIJOL,O,O,O,X,X,O,O,X
SZTIOLJ,O,O,O,X,O,O,O,X
SZTIOJL,O,O,O,X,X,O,O,X
SZTLIJO,O,O,O,X,X,O,O,X
SZTLIOJ,X,O,O,X,X,O,O,X
SZTLJIO,O,O,O,X,X,O,O,X
SZTLJOI,O,O,O,X,X,O,O,X
SZTLOIJ,X,O,O,X,O,O,O,X
SZTLOJI,O,O,O,X,O,O,O,X
SZTJILO,O,O,O,X,X,O,O,X
SZTJIOL,O,O,O,X,X,O,O,X
SZTJLIO,O,O,O,X,X,O,O,X
SZTJLOI,O,O,O,X,X,O,O,X
SZTJOIL,O,O,O,X,X,O,O,X
SZTJOLI,O,O,O,X,X,O,O,X
SZTOILJ,X,O,O,X,O,O,O,X
SZTOIJL,O,O,O,X,X,O,O,X
SZTOLIJ,X,O,O,X,O,O,O,X
SZTOLJI,O,O,O,X,O,O,O,X
SZTOJIL,O,O,O,X,X,O,O,X
SZTOJLI,O,O,O,X,X,O,O,X
SZITLJO,O,O,O,X,X,O,O,X
SZITLOJ,O,O,O,X,O,O,O,X
SZITJLO,O,O,O,X,X,O,O,X
SZITJOL,O,O,O,X,X,O,O,X
SZITOLJ,O,O,O,X,O,O,O,X
