sequence,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeRyXaAFLDmClc?JSAVDEHBEooRBJoAVBsfLuCvOBAAvhFyQB+PBsOB3NBTLBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBJ3jFDqOBAAvhFRSBzLBXKB0HBOLBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBp/rtC6OBAAvhFRSB2QB6PB3NB0LBl?MB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je1yXaAFLDmClc?JSAVDEHBEooRBUoAVBzfjWCP+AAAvhF3MB+PBsOBKLBzLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVBUNUFDK+AAAvhF1SB3MB6PBsLBOLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVB6+ytCp/AAAvhF0NB1RBTLBXPBRNBm?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVB6+bgCpCBAAvhF0NB1RB3LBTPBRNBi?LB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC6OBAAvhFRSBTKBKLBfMB0MBl?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeW0XaAFLDmClc?JSAVDEHBEooRBKoAVBzHLxCM+AAAvhF3NB0LBTKBlMBiLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JeS0XaAFLDmClc?JSAVDEHBEooRBMoAVBa3TxCK+AAAvhF0MBTLBXKBlNBmLBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8JezuXaAFLDmClc?JSAVDEHBEooRBPoAVB6C+tCK+AAAvhF0MB6PBlNB3GB2QBR?NB,v115@pgE8AeH8AeH8AeH8AeH8AeH8AeI8Je0sXaAFLDmClc?JSAVDEHBEooRBaoAVBs+bgCK+AAAvhFCPBlNB3GBTPB2QBR?NB
ISZLOTJ,O,O,X,O,O,X,X,X,X,X,X,X
ISZLOJT,O,O,X,O,O,X,X,X,X,X,X,X
ISZJTLO,O,X,O,O,O,X,X,X,O,X,X,X
ISZJTOL,O,X,O,O,O,X,X,X,O,X,X,X
ISZJLTO,O,X,O,O,O,X,X,X,X,X,X,X
ISZJLOT,O,X,O,O,O,X,X,X,X,X,X,X
ISZJOTL,O,X,O,X,O,X,X,X,O,X,X,X
ISZJOLT,O,X,O,X,O,X,X,X,X,X,X,X
ISZOTLJ,X,O,O,X,O,X,X,X,X,X,X,X
ISZOTJL,X,O,O,X,O,X,X,X,X,X,X,X
ISZOLTJ,X,O,O,X,O,X,X,X,X,X,X,X
ISZOLJT,X,O,O,X,O,X,X,X,X,X,X,X
ISZOJTL,X,O,O,X,O,X,X,X,X,X,X,X
ISZOJLT,X,O,O,X,O,X,X,X,X,X,X,X
ISOTLJZ,O,O,O,O,O,X,X,X,X,X,X,X
ISOTLZJ,O,O,O,O,O,X,X,X,X,X,X,X
ISOTJLZ,O,O,O,O,O,X,X,X,O,X,X,X
ISOTJZL,O,O,O,O,O,X,X,X,O,X,X,X
ISOTZLJ,X,O,O,X,O,X,X,X,X,X,X,X
ISOTZJL,X,O,O,X,O,X,X,X,O,X,X,X
ISOLTJZ,O,O,O,O,O,X,X,X,X,X,X,X
ISOLTZJ,O,O,O,O,O,X,X,X,X,X,X,X
ISOLJTZ,O,O,O,O,X,X,X,X,X,X,X,X
ISOLJZT,O,O,O,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,O,O,O,O,X,X,X,X,X,X,X
ISOLZJT,O,O,O,O,O,X,X,X,X,X,X,X
ISOJTLZ,O,O,O,O,X,X,X,X,O,X,X,X
ISOJTZL,O,O,O,O,X,X,X,X,O,X,X,X
ISOJLTZ,O,O,O,O,X,X,X,X,O,X,X,X
ISOJLZT,O,O,O,O,X,X,X,X,X,X,X,X
ISOJZTL,O,O,O,X,X,X,X,X,O,X,X,X
ISOJZLT,O,O,O,X,X,X,X,X,X,X,X,X
ISOZTLJ,X,O,O,X,O,X,X,X,X,X,X,X
ISOZTJL,X,O,O,X,O,X,X,X,X,X,X,X
ISOZLTJ,X,O,O,X,O,X,X,X,X,X,X,X
ISOZLJT,X,O,O,X,O,X,X,X,X,X,X,X
ISOZJTL,X,O,O,X,O,X,X,X,X,X,X,X
ISOZJLT,X,O,O,X,O,X,X,X,X,X,X,X
IZTLJSO,O,O,X,X,X,O,O,O,X,O,X,O
IZTLJOS,O,O,X,X,X,O,O,O,X,O,X,X
IZTLSJO,O,O,X,X,X,O,O,O,O,O,X,O
IZTLSOJ,O,O,X,X,X,O,O,O,X,O,O,O
IZTLOJS,O,O,X,X,X,O,X,X,X,O,O,X
IZTLOSJ,O,O,X,X,X,O,X,X,X,O,O,O
IZTJLSO,O,O,O,X,X,O,O,O,X,O,X,O
IZTJLOS,O,O,O,X,X,O,O,O,X,O,X,X
IZTJSLO,O,X,O,X,X,X,O,X,O,X,X,O
IZTJSOL,O,X,O,X,X,X,O,X,O,X,O,X
IZTJOLS,O,O,O,X,X,O,O,O,X,O,O,X
IZTJOSL,O,O,O,X,X,O,O,X,O,X,O,X
IZTSLJO,O,O,X,X,X,O,O,X,O,O,X,O
IZTSLOJ,O,O,X,X,X,O,O,X,X,O,O,O
IZTSJLO,O,X,O,X,X,X,O,X,O,X,X,O
IZTSJOL,O,X,O,X,X,X,O,X,O,X,O,X
IZTSOLJ,X,O,O,X,X,O,O,X,X,O,O,O
IZTSOJL,X,O,O,X,X,O,O,X,O,X,O,X
IZTOLJS,X,O,O,X,X,O,X,X,X,O,O,X
IZTOLSJ,X,O,O,X,X,O,X,X,X,O,O,O
IZTOJLS,X,O,O,X,X,O,O,X,X,O,O,X
IZTOJSL,X,O,O,X,X,O,O,X,X,X,O,X
IZTOSLJ,X,O,O,X,X,O,O,X,X,O,O,O
IZTOSJL,X,O,O,X,X,O,O,X,O,X,O,X
IZLTJSO,O,O,X,X,X,O,O,O,X,O,X,O
IZLTJOS,O,O,X,X,X,O,O,O,X,O,X,X
IZLTSJO,O,O,X,X,X,O,O,O,X,O,X,O
IZLTSOJ,O,O,X,X,X,O,O,O,X,O,O,O
IZLTOJS,O,O,X,X,X,O,X,X,X,O,O,X
IZLTOSJ,O,O,X,X,X,O,X,X,X,O,O,O
IZLJTSO,O,O,X,X,X,O,O,O,X,X,X,X
IZLJTOS,O,O,X,X,X,O,O,O,X,X,X,X
IZLJSTO,O,O,X,X,X,O,X,O,X,X,X,X
IZLJSOT,O,O,X,X,O,X,X,O,X,X,X,X
IZLJOTS,O,O,X,X,X,X,O,O,X,X,X,X
IZLJOST,O,O,X,X,O,X,X,O,X,X,X,X
IZLSTJO,O,O,X,X,X,O,X,O,X,O,X,O
IZLSTOJ,O,O,X,X,X,O,X,O,X,O,O,O
IZLSJTO,O,O,X,X,X,O,X,O,X,X,X,X
IZLSJOT,O,O,X,X,O,X,X,O,X,X,X,X
IZLSOTJ,O,O,X,X,O,O,X,O,X,O,O,X
IZLSOJT,O,O,X,X,O,X,X,O,X,X,X,X
IZLOTJS,O,O,X,X,X,O,X,X,X,O,O,X
IZLOTSJ,O,O,X,X,X,O,X,X,X,O,O,X
IZLOJTS,O,O,X,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,X,X,O,X,X,X,X,X,X,X
IZLOSTJ,O,O,X,X,O,O,X,X,X,O,O,X
IZLOSJT,O,O,X,X,O,X,X,X,X,X,X,X
IZJTLSO,O,O,O,X,X,O,O,O,X,O,X,O
IZJTLOS,O,O,O,X,X,O,O,O,X,O,X,X
IZJTSLO,O,X,O,X,X,X,O,X,O,X,X,O
IZJTSOL,O,X,O,X,X,X,O,X,O,X,O,X
IZJTOLS,O,O,O,X,X,O,O,O,X,O,O,X
IZJTOSL,O,O,O,X,X,O,O,X,O,X,O,X
IZJLTSO,O,O,O,X,X,O,O,O,X,X,X,X
IZJLTOS,O,O,O,X,X,O,O,O,X,X,X,X
IZJLSTO,O,O,O,X,X,O,X,O,X,X,X,X
IZJLSOT,O,O,O,X,O,X,X,O,X,X,X,X
IZJLOTS,O,O,O,X,X,X,O,O,X,X,X,X
IZJLOST,O,O,O,X,O,X,X,O,X,X,X,X
IZJSTLO,O,X,O,X,O,X,O,X,O,X,X,O
IZJSTOL,O,X,O,X,O,X,O,X,O,X,O,X
IZJSLTO,O,X,O,X,O,X,X,X,X,X,X,X
IZJSLOT,O,X,O,X,O,X,X,X,X,X,X,X
IZJSOTL,O,X,O,X,O,X,O,X,O,X,X,X
IZJSOLT,O,X,O,X,O,X,X,X,X,X,X,X
IZJOTLS,O,O,O,X,X,X,O,O,X,O,X,X
IZJOTSL,O,O,O,X,X,X,O,X,O,X,X,X
IZJOLTS,O,O,O,X,X,X,O,O,X,X,X,X
IZJOLST,O,O,O,X,O,X,X,O,X,X,X,X
IZJOSTL,O,O,O,X,O,X,O,X,O,X,X,X
IZJOSLT,O,O,O,X,O,X,X,X,X,X,X,X
IZSTLJO,O,O,X,X,O,O,O,X,O,O,X,O
IZSTLOJ,O,O,X,X,O,O,O,X,X,O,O,O
IZSTJLO,O,X,O,X,O,X,O,X,O,X,X,O
IZSTJOL,O,X,O,X,O,X,O,X,O,X,O,X
IZSTOLJ,X,O,O,X,O,O,O,X,X,O,O,O
IZSTOJL,X,O,O,X,O,O,O,X,O,X,O,X
IZSLTJO,O,O,X,X,O,O,X,X,X,X,X,O
IZSLTOJ,O,O,X,X,O,O,X,X,X,X,O,O
IZSLJTO,O,O,X,X,O,O,X,X,X,X,X,X
IZSLJOT,O,O,X,X,O,X,X,X,X,X,X,X
IZSLOTJ,O,O,X,X,O,O,X,X,X,X,O,X
IZSLOJT,O,O,X,X,O,X,X,X,X,X,X,X
IZSJTLO,O,X,O,X,O,X,O,X,O,X,X,O
IZSJTOL,O,X,O,X,O,X,O,X,O,X,O,X
IZSJLTO,O,X,O,X,O,X,X,X,X,X,X,X
IZSJLOT,O,X,O,X,O,X,X,X,X,X,X,X
IZSJOTL,O,X,O,X,O,X,O,X,O,X,X,X
IZSJOLT,O,X,O,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,O,O,X,O,X,X,X,X,O,O,O
IZSOTJL,X,O,O,X,O,X,X,X,X,X,O,X
IZSOLTJ,X,O,O,X,O,X,X,X,X,X,O,X
IZSOLJT,X,O,O,X,O,X,X,X,X,X,X,X
IZSOJTL,X,O,O,X,O,X,X,X,X,X,X,X
IZSOJLT,X,O,O,X,O,X,X,X,X,X,X,X
IZOTLJS,X,O,O,X,X,O,X,X,X,O,O,X
IZOTLSJ,X,O,O,X,X,O,X,X,X,O,O,O
IZOTJLS,X,O,O,X,X,O,O,X,X,O,O,X
IZOTJSL,X,O,O,X,X,O,O,X,X,X,O,X
IZOTSLJ,X,O,O,X,X,O,O,X,X,O,O,O
IZOTSJL,X,O,O,X,X,O,O,X,X,X,O,X
IZOLTJS,X,O,O,X,X,O,X,X,X,O,O,X
IZOLTSJ,X,O,O,X,X,O,X,X,X,O,O,X
IZOLJTS,X,O,O,X,X,X,X,X,X,X,X,X
IZOLJST,X,O,O,X,O,X,X,X,X,X,X,X
IZOLSTJ,X,O,O,X,O,O,X,X,X,O,O,X
IZOLSJT,X,O,O,X,O,X,X,X,X,X,X,X
IZOJTLS,X,O,O,X,X,X,O,X,X,O,X,X
IZOJTSL,X,O,O,X,X,X,O,X,X,X,X,X
IZOJLTS,X,O,O,X,X,X,O,X,X,X,X,X
IZOJLST,X,O,O,X,O,X,X,X,X,X,X,X
IZOJSTL,X,O,O,X,O,X,O,X,X,X,X,X
IZOJSLT,X,O,O,X,O,X,X,X,X,X,X,X
IZOSTLJ,X,O,O,X,O,X,X,X,X,O,O,O
IZOSTJL,X,O,O,X,O,X,X,X,X,X,O,X
IZOSLTJ,X,O,O,X,O,X,X,X,X,X,O,X
IZOSLJT,X,O,O,X,O,X,X,X,X,X,X,X
IZOSJTL,X,O,O,X,O,X,X,X,X,X,X,X
IZOSJLT,X,O,O,X,O,X,X,X,X,X,X,X
IOTLJSZ,O,O,O,X,O,O,X,O,X,X,X,X
IOTLJZS,O,O,O,X,X,O,X,O,X,X,X,X
IOTLSJZ,O,O,O,X,O,O,X,O,X,X,X,X
IOTLSZJ,O,O,O,X,O,O,X,O,X,X,X,X
IOTLZJS,O,O,O,X,X,O,X,X,X,X,X,X
IOTLZSJ,O,O,O,X,O,O,X,X,X,X,X,X
IOTJLSZ,O,O,O,X,O,O,X,O,X,X,X,X
IOTJLZS,O,O,O,X,X,O,X,O,X,X,X,X
IOTJSLZ,O,O,O,X,O,X,X,O,X,X,X,X
IOTJSZL,O,O,O,X,O,O,X,X,X,X,X,X
IOTJZLS,O,O,O,X,X,O,X,O,X,X,X,X
IOTJZSL,O,O,O,X,X,O,X,X,X,X,X,X
IOTSLJZ,O,O,O,X,O,X,X,X,X,X,X,X
IOTSLZJ,O,O,O,X,O,X,X,X,X,X,X,X
IOTSJLZ,O,O,O,X,O,X,X,X,X,X,X,X
IOTSJZL,O,O,O,X,O,O,X,X,X,X,X,X
IOTSZLJ,X,O,O,X,O,O,X,X,X,X,X,X
IOTSZJL,X,O,O,X,O,O,X,X,X,X,X,X
IOTZLJS,X,O,O,X,X,O,X,X,X,X,X,X
IOTZLSJ,X,O,O,X,O,O,X,X,X,X,X,X
IOTZJLS,X,O,O,X,X,O,X,X,X,X,X,X
IOTZJSL,X,O,O,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,O,O,X,X,X,X,X,X
IOTZSJL,X,O,O,X,O,O,X,X,X,X,X,X
IOLTJSZ,O,O,O,X,O,O,X,O,X,X,X,X
IOLTJZS,O,O,O,X,X,O,X,O,X,X,X,X
IOLTSJZ,O,O,O,X,O,O,X,O,X,X,X,X
IOLTSZJ,O,O,O,X,O,O,X,O,X,X,X,X
IOLTZJS,O,O,O,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,O,O,X,O,O,X,X,X,X,X,X
IOLJTSZ,O,O,O,X,X,O,X,O,X,X,X,X
IOLJTZS,O,O,O,X,X,O,X,O,X,X,X,X
IOLJSTZ,O,O,O,X,X,O,X,O,X,X,X,X
IOLJSZT,O,O,O,X,X,X,X,O,X,X,X,X
IOLJZTS,O,O,O,X,X,X,X,O,X,X,X,X
IOLJZST,O,O,O,X,O,X,X,O,X,X,X,X
IOLSTJZ,O,O,O,X,O,O,X,O,X,X,X,X
IOLSTZJ,O,O,O,X,O,O,X,O,X,X,X,X
IOLSJTZ,O,O,O,X,X,O,X,O,X,X,X,X
IOLSJZT,O,O,O,X,X,X,X,O,X,X,X,X
IOLSZTJ,O,O,O,X,O,O,X,O,X,O,X,X
IOLSZJT,O,O,O,X,O,X,X,O,X,X,X,X
IOLZTJS,O,O,O,X,X,O,X,X,X,O,O,X
IOLZTSJ,O,O,O,X,X,O,X,X,X,O,O,X
IOLZJTS,O,O,O,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,O,X,O,X,X,X,X,X,X,X
IOLZSTJ,O,O,O,X,O,O,X,X,X,O,O,X
IOLZSJT,O,O,O,X,O,X,X,X,X,X,X,X
IOJTLSZ,O,O,O,X,X,O,X,O,X,X,X,X
IOJTLZS,O,O,O,X,X,O,X,O,X,X,X,X
IOJTSLZ,O,O,O,X,X,X,X,O,X,X,X,X
IOJTSZL,O,O,O,X,X,O,X,X,X,X,X,X
IOJTZLS,O,O,O,X,X,O,X,O,X,X,X,X
IOJTZSL,O,O,O,X,X,O,X,X,X,X,X,X
IOJLTSZ,O,O,O,X,X,O,X,O,X,X,X,X
IOJLTZS,O,O,O,X,X,O,X,O,X,X,X,X
IOJLSTZ,O,O,O,X,X,O,X,O,X,X,X,X
IOJLSZT,O,O,O,X,X,X,X,O,X,X,X,X
IOJLZTS,O,O,O,X,X,X,X,O,X,X,X,X
IOJLZST,O,O,O,X,O,X,X,O,X,X,X,X
IOJSTLZ,O,O,O,X,X,X,X,O,X,X,X,X
IOJSTZL,O,O,O,X,X,X,X,X,X,X,X,X
IOJSLTZ,O,O,O,X,X,X,X,O,X,X,X,X
IOJSLZT,O,O,O,X,X,X,X,O,X,X,X,X
IOJSZTL,O,O,O,X,X,X,X,X,X,X,X,X
IOJSZLT,O,O,O,X,X,X,X,X,X,X,X,X
IOJZTLS,O,O,O,X,X,X,X,O,X,X,X,X
IOJZTSL,O,O,O,X,X,X,X,X,X,X,X,X
IOJZLTS,O,O,O,X,X,X,X,O,X,X,X,X
IOJZLST,O,O,O,X,O,X,X,O,X,X,X,X
IOJZSTL,O,O,O,X,O,X,X,X,X,X,X,X
IOJZSLT,O,O,O,X,O,X,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,O,X,X,X,X,X,X,X
IOSTLZJ,O,O,O,X,O,X,X,X,X,X,X,X
IOSTJLZ,O,O,O,X,O,X,X,X,X,X,X,X
IOSTJZL,O,O,O,X,O,X,X,X,X,X,X,X
IOSTZLJ,X,O,O,X,O,X,X,X,X,X,X,X
IOSTZJL,X,O,O,X,O,X,X,X,X,X,X,X
IOSLTJZ,O,O,O,X,O,X,X,X,X,X,X,X
IOSLTZJ,O,O,O,X,O,X,X,X,X,X,X,X
IOSLJTZ,O,O,O,X,X,X,X,X,X,X,X,X
IOSLJZT,O,O,O,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,O,O,X,O,X,X,X,X,X,X,X
IOSLZJT,O,O,O,X,O,X,X,X,X,X,X,X
IOSJTLZ,O,O,O,X,X,X,X,X,X,X,X,X
IOSJTZL,O,O,O,X,X,X,X,X,X,X,X,X
IOSJLTZ,O,O,O,X,X,X,X,X,X,X,X,X
IOSJLZT,O,O,O,X,X,X,X,X,X,X,X,X
IOSJZTL,O,O,O,X,X,X,X,X,X,X,X,X
IOSJZLT,O,O,O,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,O,X,O,X,X,X,X,X,X,X
IOSZTJL,X,O,O,X,O,X,X,X,X,X,X,X
IOSZLTJ,X,O,O,X,O,X,X,X,X,X,X,X
IOSZLJT,X,O,O,X,O,X,X,X,X,X,X,X
IOSZJTL,X,O,O,X,O,X,X,X,X,X,X,X
IOSZJLT,X,O,O,X,O,X,X,X,X,X,X,X
IOZTLJS,X,O,O,X,X,O,X,X,X,O,O,X
IOZTLSJ,X,O,O,X,X,O,X,X,X,O,O,X
IOZTJLS,X,O,O,X,X,O,X,X,X,O,O,X
IOZTJSL,X,O,O,X,X,O,X,X,X,X,O,X
IOZTSLJ,X,O,O,X,X,O,X,X,X,O,O,X
IOZTSJL,X,O,O,X,X,O,X,X,X,X,O,X
IOZLTJS,X,O,O,X,X,O,X,X,X,O,O,X
IOZLTSJ,X,O,O,X,X,O,X,X,X,O,O,X
IOZLJTS,X,O,O,X,X,X,X,X,X,X,X,X
IOZLJST,X,O,O,X,O,X,X,X,X,X,X,X
IOZLSTJ,X,O,O,X,O,O,X,X,X,O,O,X
IOZLSJT,X,O,O,X,O,X,X,X,X,X,X,X
IOZJTLS,X,O,O,X,X,X,X,X,X,O,X,X
IOZJTSL,X,O,O,X,X,X,X,X,X,X,X,X
IOZJLTS,X,O,O,X,X,X,X,X,X,X,X,X
IOZJLST,X,O,O,X,O,X,X,X,X,X,X,X
IOZJSTL,X,O,O,X,O,X,X,X,X,X,X,X
IOZJSLT,X,O,O,X,O,X,X,X,X,X,X,X
IOZSTLJ,X,O,O,X,O,X,X,X,X,O,O,X
IOZSTJL,X,O,O,X,O,X,X,X,X,X,O,X
IOZSLTJ,X,O,O,X,O,X,X,X,X,X,O,X
IOZSLJT,X,O,O,X,O,X,X,X,X,X,X,X
IOZSJTL,X,O,O,X,O,X,X,X,X,X,X,X
IOZSJLT,X,O,O,X,O,X,X,X,X,X,X,X
LTIJSZO,O,O,X,O,X,X,X,O,X,X,X,X
LTIJSOZ,O,O,X,O,X,X,X,O,X,X,X,X
LTIJZSO,O,O,X,O,X,X,X,O,X,X,X,X
LTIJZOS,O,O,X,O,X,X,X,O,X,X,X,X
LTIJOSZ,O,O,X,O,X,X,X,O,X,X,X,X
LTIJOZS,O,O,X,O,X,X,X,O,X,X,X,X
LTISJZO,O,O,X,O,X,X,O,O,O,X,X,X
LTISJOZ,O,O,X,O,X,X,X,O,O,X,X,X
LTISZJO,O,O,X,O,O,O,O,O,O,X,X,X
LTISZOJ,O,O,X,O,O,O,O,O,X,X,X,X
LTISOJZ,O,O,X,O,O,O,X,O,X,X,X,X
LTISOZJ,O,O,X,O,O,O,O,O,X,X,X,X
LTIZJSO,O,O,X,O,X,O,O,O,X,X,X,X
LTIZJOS,O,O,X,O,X,O,O,O,X,X,X,X
LTIZSJO,O,O,X,O,X,O,O,O,O,X,X,X
LTIZSOJ,O,O,X,O,X,O,O,O,X,X,X,X
LTIZOJS,O,O,X,X,X,O,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,O,X,X,X,X,X,X
LTIOJSZ,O,O,X,O,O,O,X,O,X,X,X,X
LTIOJZS,O,O,X,O,X,O,X,O,X,X,X,X
LTIOSJZ,O,O,X,O,O,O,X,O,X,X,X,X
LTIOSZJ,O,O,X,O,O,O,X,O,X,X,X,X
LTIOZJS,O,O,X,X,X,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,X,O,O,X,X,X,X,X,X
LTJISZO,O,X,X,O,X,X,X,O,X,X,X,X
LTJISOZ,O,X,X,O,X,X,X,O,X,X,X,X
LTJIZSO,O,X,X,O,X,X,X,O,X,X,X,X
LTJIZOS,O,X,X,O,X,X,X,O,X,X,X,X
LTJIOSZ,O,X,X,O,X,X,X,O,X,X,X,X
LTJIOZS,O,X,X,O,X,X,X,O,X,X,X,X
LTJSIZO,O,X,X,O,X,X,O,O,O,X,X,X
LTJSIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LTJSZIO,O,X,X,O,X,O,O,O,O,X,X,X
LTJSZOI,O,X,X,O,X,O,O,O,O,X,X,X
LTJSOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LTJSOZI,O,O,X,O,X,O,O,O,O,X,X,X
LTJZISO,O,X,X,O,X,O,O,X,X,X,X,X
LTJZIOS,O,X,O,O,X,O,O,X,X,X,X,X
LTJZSIO,O,X,X,O,X,O,O,X,O,X,X,X
LTJZSOI,O,X,O,O,O,O,O,X,O,X,X,X
LTJZOIS,O,X,O,O,X,O,O,X,X,X,X,X
LTJZOSI,O,X,O,O,O,O,O,X,O,X,X,X
LTJOISZ,O,O,O,O,X,O,X,O,X,X,X,X
LTJOIZS,O,O,O,O,X,O,X,O,X,X,X,X
LTJOSIZ,O,O,X,O,X,O,O,O,O,X,X,X
LTJOSZI,O,O,X,O,X,O,O,O,O,X,X,X
LTJOZIS,O,O,O,O,X,O,O,X,X,X,X,X
LTJOZSI,O,O,O,O,O,O,O,X,O,X,X,X
LTSIJZO,O,O,X,O,X,X,O,O,O,X,X,X
LTSIJOZ,O,O,X,O,X,X,O,O,O,X,X,X
LTSIZJO,O,O,X,O,O,O,O,O,O,X,X,X
LTSIZOJ,O,O,X,O,O,O,O,O,X,X,X,X
LTSIOJZ,O,O,X,O,O,O,X,O,X,X,X,X
LTSIOZJ,O,O,X,O,O,O,O,O,X,X,X,X
LTSJIZO,O,X,X,O,X,X,O,O,O,X,X,X
LTSJIOZ,O,X,X,O,X,X,O,O,O,X,X,X
LTSJZIO,O,X,X,O,X,O,O,O,O,X,X,X
LTSJZOI,O,X,X,O,X,O,O,O,O,X,X,X
LTSJOIZ,O,O,X,O,X,O,O,O,O,X,X,X
LTSJOZI,O,O,X,O,X,O,O,O,O,X,X,X
LTSZIJO,X,X,X,O,O,O,O,O,O,O,X,X
LTSZIOJ,X,X,X,O,O,O,O,O,X,O,X,X
LTSZJIO,X,X,X,O,O,O,O,O,O,O,X,X
LTSZJOI,X,X,X,O,O,O,O,O,O,O,X,X
LTSZOIJ,X,X,X,O,O,O,O,O,X,O,X,X
LTSZOJI,X,X,X,O,O,O,O,X,X,O,X,X
LTSOIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LTSOIZJ,O,O,X,O,O,O,O,X,X,X,X,X
LTSOJIZ,O,O,X,O,O,O,O,X,X,X,X,X
LTSOJZI,O,O,X,O,O,O,O,X,X,X,X,X
LTSOZIJ,X,O,X,O,O,O,O,X,X,O,X,X
LTSOZJI,X,O,X,O,O,O,O,X,X,O,X,X
LTZIJSO,O,X,X,O,X,O,O,X,X,O,X,O
LTZIJOS,O,X,X,O,X,O,O,X,X,O,X,X
LTZISJO,O,X,X,O,X,O,O,X,O,O,X,O
LTZISOJ,O,X,X,O,X,O,O,X,X,O,X,O
LTZIOJS,O,X,X,X,X,O,X,X,X,O,X,X
LTZIOSJ,O,X,X,X,X,O,X,X,X,O,X,O
LTZJISO,O,X,X,O,X,O,O,X,X,O,X,O
LTZJIOS,O,X,X,O,X,O,O,X,X,O,X,X
LTZJSIO,O,X,X,O,X,O,O,X,O,O,X,O
LTZJSOI,O,X,X,O,O,O,O,X,O,O,X,O
LTZJOIS,O,X,X,O,X,O,O,X,X,O,X,X
LTZJOSI,O,X,X,O,O,O,O,X,O,O,X,X
LTZSIJO,X,X,X,O,X,O,O,X,O,O,X,O
LTZSIOJ,X,X,X,O,X,O,O,X,X,O,X,O
LTZSJIO,X,X,X,O,X,O,O,X,O,O,X,O
LTZSJOI,X,X,X,O,O,O,O,X,O,O,X,O
LTZSOIJ,X,X,X,O,O,O,O,X,X,O,O,O
LTZSOJI,X,X,X,O,O,O,O,X,X,O,O,O
LTZOIJS,O,X,X,X,X,O,X,X,X,O,O,X
LTZOISJ,O,X,X,X,X,O,X,X,X,O,O,O
LTZOJIS,O,X,X,X,X,O,X,X,X,O,O,X
LTZOJSI,O,X,X,X,O,O,X,X,X,O,O,X
LTZOSIJ,X,X,X,X,O,O,X,X,X,O,O,O
LTZOSJI,X,X,X,X,O,O,X,X,X,O,O,O
LTOIJSZ,O,O,O,O,O,O,X,X,X,X,X,X
LTOIJZS,O,O,O,O,X,O,X,X,X,X,X,X
LTOISJZ,O,O,O,O,O,O,X,X,X,X,X,X
LTOISZJ,O,O,O,O,O,O,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,O,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,O,O,X,X,X,X,X,X
LTOJISZ,O,O,O,O,O,O,X,X,X,X,X,X
LTOJIZS,O,O,O,O,X,O,X,X,X,X,X,X
LTOJSIZ,O,O,X,O,O,O,X,X,X,X,X,X
LTOJSZI,O,O,X,O,O,O,X,X,X,X,X,X
LTOJZIS,O,O,O,O,X,O,X,X,X,X,X,X
LTOJZSI,O,O,O,O,O,O,X,X,X,X,X,X
LTOSIJZ,O,O,X,O,O,O,X,X,X,X,X,X
LTOSIZJ,O,O,X,O,O,O,X,X,X,X,X,X
LTOSJIZ,O,O,X,O,O,O,X,X,X,X,X,X
LTOSJZI,O,O,X,O,O,O,X,X,X,X,X,X
LTOSZIJ,X,O,X,O,O,O,X,X,X,O,X,X
LTOSZJI,X,O,X,O,O,O,X,X,X,O,X,X
LTOZIJS,O,O,X,X,X,O,X,X,X,O,O,X
LTOZISJ,O,O,X,X,O,O,X,X,X,O,O,X
LTOZJIS,O,O,X,X,X,O,X,X,X,O,O,X
LTOZJSI,O,O,X,X,O,O,X,X,X,O,O,X
LTOZSIJ,X,O,X,X,O,O,X,X,X,O,O,X
LTOZSJI,X,O,X,X,O,O,X,X,X,O,O,X
