sequence,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeC7Iv?hETcBmdB5jB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hECcBmdB5jBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEugBchBxdB6oBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEWhBxdB6oBXhBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEchBxdB6oB1qBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hETcBxdB6oB0gBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hExdB6oB3lBcmBuqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jB3lBFmBCrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBfmB6oBUlBGqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeT8Iv?hExdBGgB6oB8qBFqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JecBJv?hEmdB5jBqlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeSBJv?hEmdB5jBzlBflBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8JeWAJv?hExdB6oB3lBcmBlqB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jel7Iv?hExdB6oBuqBfqBcrB,v115@zgA8IeA8EeB8BeC8BeD8AeB8CeD8AeC8AeF8Jez6Iv?hEmdB5jBXhB1qBCrB
TJZIOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLOSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZOLSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZOSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TJOILZS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOISLZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TJOISZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOIZSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLISZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TJOLIZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOLZIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOSILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSIZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TJOSLIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJOZSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSILZJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSILOZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIJZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIJOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIZLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
TSIZOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O
TSIOLJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIOLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIOJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSIOZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O
TSLIJZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLIJOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLIZJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLIZOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLIOJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLJIZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLJIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLJZOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLJOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLZIOJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLZJIO,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLZJOI,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
TSLZOIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLZOJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLOIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLOJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLOJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLOZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJILZO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSJIZLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSJIOLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSJIOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O
TSJLIZO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJLIOZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJLZOI,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJLOIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLOZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZIOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJOIZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOLZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZLOJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOIJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TSOLIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSOLJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSOLZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSOJILZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOJIZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TSOJLIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJLZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZLJI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZJIL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOZJLI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILSOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILOJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZILOSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLSO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZISLJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISLOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZISOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZISOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIOLJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIOLSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZIOJLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIOJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJSO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLIJOS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLISJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLISOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLIOJS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLIOSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJIOS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLJSIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLJOIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLJOSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLSIJO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLSOJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOIJS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLOISJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOJIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLOJSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZLOSIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZLOSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILOS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLISO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJLIOS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZJLSIO,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZJLOIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZJLOSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZJSILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJOISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJOLIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZJOLSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZJOSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJOSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIJO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSLOJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSJIOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJOLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSOILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSOIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSOLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSOLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSOJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOILSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOIJLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOIJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOISLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOISJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOLIJS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOLISJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLJIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOLJSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOLSIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOLSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOJILS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOJISL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOJLIS,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOJLSI,O,X,O,O,O,O,X,X,X,O,X,X,X,X,X
TZOJSIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOJSLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZOSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSLIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOSLJI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TZOSJIL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZOSJLI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOILJSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOILJZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOILSJZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOILSZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOILZJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOILZSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIJLSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOIJLZS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TOIJSLZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TOIJSZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOIJZLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOIJZSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOISLJZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TOISLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISJLZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TOISJZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOISZLJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOISZJL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
TOIZLJS,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIZLSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIZJLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOIZJSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOIZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TOIZSJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOLIJSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOLIJZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLISJZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOLISZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLIZJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLIZSJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLJISZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOLJIZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLJSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOLJSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOLJZIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLJZSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLSIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOLSIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLSJIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOLSJZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOLSZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLSZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TOLZIJS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLZISJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZJIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLZJSI,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOLZSIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOLZSJI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJILSZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOJILZS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TOJISLZ,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X
TOJISZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TOJIZLS,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TOJIZSL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TOJLISZ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TOJLIZS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TOJLSIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOJLSZI,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOJLZIS,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
