sequence,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fBXcB8hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZ7IvhE6fB8gBzcB+?oBXmB,v115@9gA8IeA8IeC8BeB8CeG8AeB8Jea8IvhEfdB5gBzfBc?mB+oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhEceBqfB/hB+?oBzlB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZwIvhDzfBqlB3hB+?oB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeZrIvhE6fBTbB3hB+?oB0lB,v115@9gA8IeA8IeC8BeB8CeG8AeB8JeT0IvhE0aB5jBSlBO?mBXiB
ZTLSIOJ,X,X,X,X,X,O,O
ZTLSJIO,X,X,X,X,X,O,O
ZTLSJOI,X,X,O,X,X,O,X
ZTLSOIJ,X,X,O,X,X,O,X
ZTLSOJI,X,X,O,X,X,O,X
ZTLOIJS,O,X,O,X,X,O,X
ZTLOISJ,O,X,O,X,X,O,X
ZTLOJIS,O,X,O,X,X,O,X
ZTLOJSI,O,X,O,X,X,O,X
ZTLOSIJ,O,X,O,X,X,O,X
ZTLOSJI,O,X,O,X,X,O,X
ZTJILSO,X,X,O,X,X,X,O
ZTJILOS,O,X,O,X,X,X,O
ZTJISLO,X,X,O,X,X,X,O
ZTJISOL,X,X,O,X,X,X,O
ZTJIOLS,O,X,O,X,X,X,O
ZTJIOSL,O,X,O,X,X,X,O
ZTJLISO,X,X,X,X,X,O,O
ZTJLIOS,O,X,X,X,X,O,O
ZTJLSIO,X,X,X,X,X,O,O
ZTJLSOI,X,X,O,X,X,O,X
ZTJLOIS,O,X,O,X,X,O,X
ZTJLOSI,O,X,O,X,X,O,X
ZTJSILO,X,X,O,X,X,X,O
ZTJSIOL,X,X,O,X,X,X,O
ZTJSLIO,X,X,X,X,X,O,O
ZTJSLOI,X,X,O,X,X,O,X
ZTJSOIL,X,X,O,X,X,X,X
ZTJSOLI,X,X,O,X,X,O,X
ZTJOILS,O,X,O,X,X,X,X
ZTJOISL,O,X,O,X,X,X,X
ZTJOLIS,O,X,O,X,X,O,X
ZTJOLSI,O,X,O,X,X,O,X
ZTJOSIL,O,X,O,X,X,X,X
ZTJOSLI,O,X,O,X,X,O,X
ZTSILJO,X,X,O,X,X,X,O
ZTSILOJ,X,X,O,X,X,X,O
ZTSIJLO,X,X,O,X,X,X,O
ZTSIJOL,X,X,O,X,X,X,O
ZTSIOLJ,X,X,O,X,X,X,O
ZTSIOJL,X,X,O,X,X,X,O
ZTSLIJO,X,X,X,X,X,O,O
ZTSLIOJ,X,X,X,X,X,O,O
ZTSLJIO,X,X,X,X,X,O,O
ZTSLJOI,X,X,O,X,X,O,X
ZTSLOIJ,X,X,O,X,X,O,X
ZTSLOJI,X,X,O,X,X,O,X
ZTSJILO,X,X,O,X,X,X,O
ZTSJIOL,X,X,O,X,X,X,O
ZTSJLIO,X,X,X,X,X,O,O
ZTSJLOI,X,X,O,X,X,O,X
ZTSJOIL,X,X,O,X,X,X,X
ZTSJOLI,X,X,O,X,X,O,X
ZTSOILJ,X,X,O,X,X,X,X
ZTSOIJL,X,X,O,X,X,X,X
ZTSOLIJ,X,X,O,X,X,O,X
ZTSOLJI,X,X,O,X,X,O,X
ZTSOJIL,X,X,O,X,X,X,X
ZTSOJLI,X,X,O,X,X,O,X
ZTOILJS,O,X,O,X,X,X,X
ZTOILSJ,O,X,O,X,X,X,X
ZTOIJLS,O,X,O,X,X,X,X
ZTOIJSL,O,X,O,X,X,X,X
ZTOISLJ,O,X,O,X,X,X,X
ZTOISJL,O,X,O,X,X,X,X
ZTOLIJS,O,X,O,X,X,O,X
ZTOLISJ,O,X,O,X,X,O,X
ZTOLJIS,O,X,O,X,X,O,X
ZTOLJSI,O,X,O,X,X,O,X
ZTOLSIJ,O,X,O,X,X,O,X
ZTOLSJI,O,X,O,X,X,O,X
ZTOJILS,O,X,O,X,X,X,X
ZTOJISL,O,X,O,X,X,X,X
ZTOJLIS,O,X,O,X,X,O,X
ZTOJLSI,O,X,O,X,X,O,X
ZTOJSIL,O,X,O,X,X,X,X
ZTOJSLI,O,X,O,X,X,O,X
ZTOSILJ,O,X,O,X,X,X,X
ZTOSIJL,O,X,O,X,X,X,X
ZTOSLIJ,O,X,O,X,X,O,X
ZTOSLJI,O,X,O,X,X,O,X
ZTOSJIL,O,X,O,X,X,X,X
ZTOSJLI,O,X,O,X,X,O,X
ZITLJSO,X,X,O,X,X,X,O
ZITLJOS,O,X,O,X,X,X,O
ZITLSJO,X,X,O,X,X,X,O
ZITLSOJ,X,X,O,X,X,X,O
ZITLOJS,O,X,O,X,X,X,O
ZITLOSJ,O,X,O,X,X,X,O
ZITJLSO,X,X,O,X,X,X,O
ZITJLOS,O,X,O,X,X,X,O
ZITJSLO,X,X,O,X,X,X,O
ZITJSOL,X,X,O,X,X,X,O
ZITJOLS,O,X,O,X,X,X,O
ZITJOSL,O,X,O,X,X,X,O
ZITSLJO,X,X,O,X,X,X,O
ZITSLOJ,X,X,O,X,X,X,O
ZITSJLO,X,X,O,X,X,X,O
ZITSJOL,X,X,O,X,X,X,O
ZITSOLJ,X,X,O,X,X,X,O
ZITSOJL,X,X,O,X,X,X,O
ZITOLJS,O,X,O,X,X,X,O
ZITOLSJ,O,X,O,X,X,X,O
ZITOJLS,O,X,O,X,X,X,O
ZITOJSL,O,X,O,X,X,X,O
ZITOSLJ,O,X,O,X,X,X,O
ZITOSJL,O,X,O,X,X,X,O
ZILTJSO,X,X,O,X,X,O,O
ZILTJOS,O,X,O,X,X,O,O
ZILTSJO,X,X,O,X,X,O,O
ZILTSOJ,X,X,O,X,X,O,O
ZILTOJS,O,X,O,X,X,O,O
ZILTOSJ,O,X,O,X,X,O,O
ZILJTSO,X,X,O,X,X,O,O
ZILJTOS,O,X,O,O,X,O,O
ZILJSTO,X,O,O,X,X,O,O
ZILJSOT,O,O,O,O,O,O,O
ZILJOTS,O,X,O,O,X,O,O
ZILJOST,O,X,O,O,O,O,O
ZILSTJO,X,O,O,X,X,O,O
ZILSTOJ,X,O,O,X,X,O,O
ZILSJTO,X,O,O,X,X,O,O
ZILSJOT,O,O,O,X,O,O,O
ZILSOTJ,O,O,O,X,X,O,O
ZILSOJT,O,O,O,X,O,O,O
ZILOTJS,O,X,O,X,X,O,O
ZILOTSJ,O,X,O,X,X,O,O
ZILOJTS,O,X,O,O,X,O,O
ZILOJST,O,X,O,O,O,O,O
ZILOSTJ,O,X,O,X,X,O,O
ZILOSJT,O,X,O,O,O,O,O
ZIJTLSO,X,X,O,X,X,X,O
ZIJTLOS,O,X,O,O,X,X,O
ZIJTSLO,X,X,O,X,X,X,O
ZIJTSOL,X,X,O,X,X,X,O
ZIJTOLS,O,X,O,O,X,X,O
ZIJTOSL,O,X,O,O,X,X,O
ZIJLTSO,X,X,O,X,X,O,O
ZIJLTOS,O,X,O,O,X,O,O
ZIJLSTO,X,O,O,X,X,O,O
ZIJLSOT,O,O,O,O,O,O,O
ZIJLOTS,O,X,O,O,X,O,O
ZIJLOST,O,X,O,O,O,O,O
ZIJSTLO,X,O,O,X,X,X,O
ZIJSTOL,X,O,O,X,X,X,O
ZIJSLTO,X,O,O,X,X,O,O
ZIJSLOT,O,O,O,O,O,O,O
ZIJSOTL,O,O,O,O,X,X,O
ZIJSOLT,O,O,O,O,X,O,O
ZIJOTLS,O,X,O,O,X,X,O
ZIJOTSL,O,X,O,O,X,X,O
ZIJOLTS,O,X,O,O,X,O,O
ZIJOLST,O,X,O,O,O,O,O
ZIJOSTL,O,X,O,O,X,X,O
ZIJOSLT,O,X,O,O,X,O,O
ZISTLJO,X,O,O,X,X,X,O
ZISTLOJ,X,O,O,X,X,X,O
ZISTJLO,X,O,O,X,X,X,O
ZISTJOL,X,O,O,X,X,X,O
ZISTOLJ,X,O,O,X,X,X,O
ZISTOJL,X,O,O,X,X,X,O
ZISLTJO,X,O,O,X,X,O,O
ZISLTOJ,X,O,O,X,X,O,O
ZISLJTO,X,O,O,X,X,O,O
ZISLJOT,O,O,O,X,O,O,O
ZISLOTJ,O,O,O,X,X,O,O
ZISLOJT,O,O,O,X,O,O,O
ZISJTLO,X,O,O,X,X,X,O
ZISJTOL,X,O,O,X,X,X,O
ZISJLTO,X,O,O,X,X,O,O
ZISJLOT,O,O,O,X,O,O,O
ZISJOTL,O,O,O,X,X,X,O
ZISJOLT,O,O,O,X,X,O,O
ZISOTLJ,O,O,O,X,X,X,O
ZISOTJL,O,O,O,X,X,X,O
ZISOLTJ,O,O,O,X,X,O,O
ZISOLJT,O,O,O,X,X,O,O
ZISOJTL,O,O,O,X,X,X,O
ZISOJLT,O,O,O,X,X,O,O
ZIOTLJS,O,X,O,X,X,X,O
ZIOTLSJ,O,X,O,X,X,X,O
ZIOTJLS,O,X,O,X,X,X,O
ZIOTJSL,O,X,O,X,X,X,O
ZIOTSLJ,O,X,O,X,X,X,O
ZIOTSJL,O,X,O,X,X,X,O
ZIOLTJS,O,X,O,X,X,O,O
ZIOLTSJ,O,X,O,X,X,O,O
ZIOLJTS,O,X,O,O,X,O,O
ZIOLJST,O,X,O,O,O,O,O
ZIOLSTJ,O,X,O,X,X,O,O
ZIOLSJT,O,X,O,O,O,O,O
ZIOJTLS,O,X,O,O,X,X,O
ZIOJTSL,O,X,O,O,X,X,O
ZIOJLTS,O,X,O,O,X,O,O
ZIOJLST,O,X,O,O,O,O,O
ZIOJSTL,O,X,O,O,X,X,O
ZIOJSLT,O,X,O,O,X,O,O
ZIOSTLJ,O,X,O,X,X,X,O
ZIOSTJL,O,X,O,X,X,X,O
ZIOSLTJ,O,X,O,X,X,O,O
ZIOSLJT,O,X,O,O,X,O,O
ZIOSJTL,O,X,O,O,X,X,O
ZIOSJLT,O,X,O,O,X,O,O
ZLTIJSO,X,X,X,X,X,O,O
ZLTIJOS,O,X,X,X,X,O,O
ZLTISJO,X,X,X,X,X,O,O
ZLTISOJ,X,X,X,X,X,O,O
ZLTIOJS,O,X,X,X,X,O,O
ZLTIOSJ,O,X,X,X,X,O,O
ZLTJISO,X,X,X,X,X,O,O
ZLTJIOS,O,X,X,X,X,O,O
ZLTJSIO,X,X,X,X,X,O,O
ZLTJSOI,X,X,O,X,X,O,X
ZLTJOIS,O,X,O,X,X,O,X
ZLTJOSI,O,X,O,X,X,O,X
ZLTSIJO,X,X,X,X,X,O,O
ZLTSIOJ,X,X,X,X,X,O,O
ZLTSJIO,X,X,X,X,X,O,O
ZLTSJOI,X,X,O,X,X,O,X
ZLTSOIJ,X,X,O,X,X,O,X
ZLTSOJI,X,X,O,X,X,O,X
ZLTOIJS,O,X,O,X,X,O,X
ZLTOISJ,O,X,O,X,X,O,X
ZLTOJIS,O,X,O,X,X,O,X
ZLTOJSI,O,X,O,X,X,O,X
ZLTOSIJ,O,X,O,X,X,O,X
ZLTOSJI,O,X,O,X,X,O,X
ZLITJSO,X,X,O,X,X,O,O
ZLITJOS,O,X,O,X,X,O,O
ZLITSJO,X,X,O,X,X,O,O
ZLITSOJ,X,X,O,X,X,O,O
ZLITOJS,O,X,O,X,X,O,O
ZLITOSJ,O,X,O,X,X,O,O
ZLIJTSO,X,X,O,X,X,O,O
ZLIJTOS,O,X,O,O,X,O,O
ZLIJSTO,X,O,O,X,X,O,O
ZLIJSOT,O,O,O,O,O,O,O
ZLIJOTS,O,X,O,O,X,O,O
ZLIJOST,O,X,O,O,O,O,O
ZLISTJO,X,O,O,X,X,O,O
ZLISTOJ,X,O,O,X,X,O,O
ZLISJTO,X,O,O,X,X,O,O
ZLISJOT,O,O,O,X,O,O,O
ZLISOTJ,O,O,O,X,X,O,O
ZLISOJT,O,O,O,X,O,O,O
ZLIOTJS,O,X,O,X,X,O,O
ZLIOTSJ,O,X,O,X,X,O,O
ZLIOJTS,O,X,O,O,X,O,O
ZLIOJST,O,X,O,O,O,O,O
ZLIOSTJ,O,X,O,X,X,O,O
ZLIOSJT,O,X,O,O,O,O,O
ZLJTISO,X,X,X,X,X,O,O
ZLJTIOS,O,X,X,O,X,O,O
ZLJTSIO,X,X,X,X,X,O,O
ZLJTSOI,X,X,O,X,X,O,X
ZLJTOIS,O,X,O,O,X,O,X
ZLJTOSI,O,X,O,O,X,O,X
ZLJITSO,X,X,O,X,X,O,O
ZLJITOS,O,X,O,O,X,O,O
ZLJISTO,X,O,O,X,X,O,O
ZLJISOT,O,O,O,O,O,O,O
ZLJIOTS,O,X,O,O,X,O,O
ZLJIOST,O,X,O,O,O,O,O
ZLJSTIO,X,O,X,X,X,O,O
ZLJSTOI,X,O,O,X,X,O,X
ZLJSITO,X,O,O,X,X,O,O
ZLJSIOT,O,O,O,O,O,O,O
ZLJSOTI,O,O,O,O,X,O,X
ZLJSOIT,O,O,O,O,O,O,O
ZLJOTIS,O,X,O,O,X,O,X
ZLJOTSI,O,X,O,O,X,O,X
ZLJOITS,O,X,O,O,X,O,O
ZLJOIST,O,X,O,O,O,O,O
ZLJOSTI,O,X,O,O,X,O,X
ZLJOSIT,O,X,O,O,O,O,O
ZLSTIJO,X,O,X,X,X,O,O
ZLSTIOJ,X,O,X,X,X,O,O
ZLSTJIO,X,O,X,X,X,O,O
ZLSTJOI,X,O,O,X,X,O,X
ZLSTOIJ,X,O,O,X,X,O,X
ZLSTOJI,X,O,O,X,X,O,X
ZLSITJO,X,O,O,X,X,O,O
ZLSITOJ,X,O,O,X,X,O,O
ZLSIJTO,X,O,O,X,X,O,O
ZLSIJOT,O,O,O,X,O,O,O
ZLSIOTJ,O,O,O,X,X,O,O
ZLSIOJT,O,O,O,X,O,O,O
ZLSJTIO,X,O,X,X,X,O,O
ZLSJTOI,X,O,O,X,X,O,X
ZLSJITO,X,O,O,X,X,O,O
ZLSJIOT,O,O,O,X,O,O,O
ZLSJOTI,O,O,O,X,X,O,X
ZLSJOIT,O,O,O,X,O,O,O
ZLSOTIJ,O,O,O,X,X,O,X
ZLSOTJI,O,O,O,X,X,O,X
ZLSOITJ,O,O,O,X,X,O,O
ZLSOIJT,O,O,O,X,O,O,O
ZLSOJTI,O,O,O,X,X,O,X
ZLSOJIT,O,O,O,X,O,O,O
ZLOTIJS,O,X,O,X,X,O,X
ZLOTISJ,O,X,O,X,X,O,X
ZLOTJIS,O,X,O,X,X,O,X
ZLOTJSI,O,X,O,X,X,O,X
ZLOTSIJ,O,X,O,X,X,O,X
ZLOTSJI,O,X,O,X,X,O,X
ZLOITJS,O,X,O,X,X,O,O
ZLOITSJ,O,X,O,X,X,O,O
ZLOIJTS,O,X,O,O,X,O,O
ZLOIJST,O,X,O,O,O,O,O
ZLOISTJ,O,X,O,X,X,O,O
ZLOISJT,O,X,O,O,O,O,O
ZLOJTIS,O,X,O,O,X,O,X
ZLOJTSI,O,X,O,O,X,O,X
ZLOJITS,O,X,O,O,X,O,O
ZLOJIST,O,X,O,O,O,O,O
ZLOJSTI,O,X,O,O,X,O,X
ZLOJSIT,O,X,O,O,O,O,O
ZLOSTIJ,O,X,O,X,X,O,X
ZLOSTJI,O,X,O,X,X,O,X
ZLOSITJ,O,X,O,X,X,O,O
ZLOSIJT,O,X,O,O,O,O,O
ZLOSJTI,O,X,O,O,X,O,X
ZLOSJIT,O,X,O,O,O,O,O
ZJTILSO,X,X,O,X,X,X,O
ZJTILOS,O,X,O,O,X,X,O
ZJTISLO,X,X,O,X,X,X,O
ZJTISOL,X,X,O,X,X,X,O
ZJTIOLS,O,X,O,O,X,X,O
ZJTIOSL,O,X,O,O,X,X,O
ZJTLISO,X,X,X,X,X,O,O
ZJTLIOS,O,X,X,O,X,O,O
ZJTLSIO,X,X,X,X,X,O,O
ZJTLSOI,X,X,O,X,X,O,X
ZJTLOIS,O,X,O,O,X,O,X
ZJTLOSI,O,X,O,O,X,O,X
ZJTSILO,X,X,O,X,X,X,O
ZJTSIOL,X,X,O,X,X,X,O
ZJTSLIO,X,X,X,X,X,O,O
ZJTSLOI,X,X,O,X,X,O,X
ZJTSOIL,X,X,O,X,X,X,X
ZJTSOLI,X,X,O,X,X,O,X
ZJTOILS,O,X,O,O,X,X,X
ZJTOISL,O,X,O,O,X,X,X
ZJTOLIS,O,X,O,O,X,O,X
ZJTOLSI,O,X,O,O,X,O,X
ZJTOSIL,O,X,O,O,X,X,X
ZJTOSLI,O,X,O,O,X,O,X
ZJITLSO,X,X,O,X,X,X,O
ZJITLOS,O,X,O,O,X,X,O
ZJITSLO,X,X,O,X,X,X,O
ZJITSOL,X,X,O,X,X,X,O
ZJITOLS,O,X,O,O,X,X,O
ZJITOSL,O,X,O,O,X,X,O
ZJILTSO,X,X,O,X,X,O,O
ZJILTOS,O,X,O,O,X,O,O
ZJILSTO,X,O,O,X,X,O,O
ZJILSOT,O,O,O,O,O,O,O
ZJILOTS,O,X,O,O,X,O,O
ZJILOST,O,X,O,O,O,O,O
ZJISTLO,X,O,O,X,X,X,O
ZJISTOL,X,O,O,X,X,X,O
ZJISLTO,X,O,O,X,X,O,O
ZJISLOT,O,O,O,O,O,O,O
ZJISOTL,O,O,O,O,X,X,O
ZJISOLT,O,O,O,O,X,O,O
ZJIOTLS,O,X,O,O,X,X,O
ZJIOTSL,O,X,O,O,X,X,O
ZJIOLTS,O,X,O,O,X,O,O
ZJIOLST,O,X,O,O,O,O,O
ZJIOSTL,O,X,O,O,X,X,O
ZJIOSLT,O,X,O,O,X,O,O
ZJLTISO,X,X,X,X,X,O,O
ZJLTIOS,O,X,X,O,X,O,O
ZJLTSIO,X,X,X,X,X,O,O
ZJLTSOI,X,X,O,X,X,O,X
ZJLTOIS,O,X,O,O,X,O,X
ZJLTOSI,O,X,O,O,X,O,X
ZJLITSO,X,X,O,X,X,O,O
ZJLITOS,O,X,O,O,X,O,O
ZJLISTO,X,O,O,X,X,O,O
ZJLISOT,O,O,O,O,O,O,O
ZJLIOTS,O,X,O,O,X,O,O
ZJLIOST,O,X,O,O,O,O,O
ZJLSTIO,X,O,X,X,X,O,O
ZJLSTOI,X,O,O,X,X,O,X
ZJLSITO,X,O,O,X,X,O,O
ZJLSIOT,O,O,O,O,O,O,O
ZJLSOTI,O,O,O,O,X,O,X
ZJLSOIT,O,O,O,O,O,O,O
ZJLOTIS,O,X,O,O,X,O,X
ZJLOTSI,O,X,O,O,X,O,X
ZJLOITS,O,X,O,O,X,O,O
ZJLOIST,O,X,O,O,O,O,O
ZJLOSTI,O,X,O,O,X,O,X
ZJLOSIT,O,X,O,O,O,O,O
ZJSTILO,X,O,O,X,X,X,O
ZJSTIOL,X,O,O,X,X,X,O
ZJSTLIO,X,O,X,X,X,O,O
ZJSTLOI,X,O,O,X,X,O,X
ZJSTOIL,X,O,O,X,X,X,X
ZJSTOLI,X,O,O,X,X,O,X
ZJSITLO,X,O,O,X,X,X,O
ZJSITOL,X,O,O,X,X,X,O
ZJSILTO,X,O,O,X,X,O,O
ZJSILOT,O,O,O,O,O,O,O
ZJSIOTL,O,O,O,O,X,X,O
ZJSIOLT,O,O,O,O,X,O,O
ZJSLTIO,X,O,X,X,X,O,O
ZJSLTOI,X,O,O,X,X,O,X
ZJSLITO,X,O,O,X,X,O,O
ZJSLIOT,O,O,O,O,O,O,O
ZJSLOTI,O,O,O,O,X,O,X
ZJSLOIT,O,O,O,O,O,O,O
ZJSOTIL,O,O,O,O,X,X,X
ZJSOTLI,O,O,O,O,X,O,X
ZJSOITL,O,O,O,O,X,X,O
ZJSOILT,O,O,O,O,X,O,O
ZJSOLTI,O,O,O,O,X,O,X
ZJSOLIT,O,O,O,O,X,O,O
ZJOTILS,O,X,O,O,X,X,X
ZJOTISL,O,X,O,O,X,X,X
ZJOTLIS,O,X,O,O,X,O,X
ZJOTLSI,O,X,O,O,X,O,X
ZJOTSIL,O,X,O,O,X,X,X
ZJOTSLI,O,X,O,O,X,O,X
ZJOITLS,O,X,O,O,X,X,O
ZJOITSL,O,X,O,O,X,X,O
ZJOILTS,O,X,O,O,X,O,O
ZJOILST,O,X,O,O,O,O,O
ZJOISTL,O,X,O,O,X,X,O
ZJOISLT,O,X,O,O,X,O,O
ZJOLTIS,O,X,O,O,X,O,X
ZJOLTSI,O,X,O,O,X,O,X
ZJOLITS,O,X,O,O,X,O,O
ZJOLIST,O,X,O,O,O,O,O
ZJOLSTI,O,X,O,O,X,O,X
ZJOLSIT,O,X,O,O,O,O,O
ZJOSTIL,O,X,O,O,X,X,X
ZJOSTLI,O,X,O,O,X,O,X
ZJOSITL,O,X,O,O,X,X,O
ZJOSILT,O,X,O,O,X,O,O
ZJOSLTI,O,X,O,O,X,O,X
ZJOSLIT,O,X,O,O,X,O,O
ZSTILJO,X,O,O,X,X,X,O
ZSTILOJ,X,O,O,X,X,X,O
ZSTIJLO,X,O,O,X,X,X,O
ZSTIJOL,X,O,O,X,X,X,O
ZSTIOLJ,X,O,O,X,X,X,O
ZSTIOJL,X,O,O,X,X,X,O
ZSTLIJO,X,O,X,X,X,O,O
ZSTLIOJ,X,O,X,X,X,O,O
ZSTLJIO,X,O,X,X,X,O,O
ZSTLJOI,X,O,O,X,X,O,X
ZSTLOIJ,X,O,O,X,X,O,X
ZSTLOJI,X,O,O,X,X,O,X
ZSTJILO,X,O,O,X,X,X,O
ZSTJIOL,X,O,O,X,X,X,O
ZSTJLIO,X,O,X,X,X,O,O
ZSTJLOI,X,O,O,X,X,O,X
ZSTJOIL,X,O,O,X,X,X,X
ZSTJOLI,X,O,O,X,X,O,X
ZSTOILJ,X,O,O,X,X,X,X
ZSTOIJL,X,O,O,X,X,X,X
ZSTOLIJ,X,O,O,X,X,O,X
ZSTOLJI,X,O,O,X,X,O,X
ZSTOJIL,X,O,O,X,X,X,X
ZSTOJLI,X,O,O,X,X,O,X
ZSITLJO,X,O,O,X,X,X,O
ZSITLOJ,X,O,O,X,X,X,O
ZSITJLO,X,O,O,X,X,X,O
ZSITJOL,X,O,O,X,X,X,O
ZSITOLJ,X,O,O,X,X,X,O
ZSITOJL,X,O,O,X,X,X,O
ZSILTJO,X,O,O,X,X,O,O
ZSILTOJ,X,O,O,X,X,O,O
ZSILJTO,X,O,O,X,X,O,O
ZSILJOT,O,O,O,X,O,O,O
ZSILOTJ,O,O,O,X,X,O,O
ZSILOJT,O,O,O,X,O,O,O
ZSIJTLO,X,O,O,X,X,X,O
ZSIJTOL,X,O,O,X,X,X,O
ZSIJLTO,X,O,O,X,X,O,O
ZSIJLOT,O,O,O,X,O,O,O
ZSIJOTL,O,O,O,X,X,X,O
ZSIJOLT,O,O,O,X,X,O,O
ZSIOTLJ,O,O,O,X,X,X,O
ZSIOTJL,O,O,O,X,X,X,O
ZSIOLTJ,O,O,O,X,X,O,O
ZSIOLJT,O,O,O,X,X,O,O
ZSIOJTL,O,O,O,X,X,X,O
ZSIOJLT,O,O,O,X,X,O,O
ZSLTIJO,X,O,X,X,X,O,O
ZSLTIOJ,X,O,X,X,X,O,O
ZSLTJIO,X,O,X,X,X,O,O
ZSLTJOI,X,O,O,X,X,O,X
ZSLTOIJ,X,O,O,X,X,O,X
ZSLTOJI,X,O,O,X,X,O,X
ZSLITJO,X,O,O,X,X,O,O
ZSLITOJ,X,O,O,X,X,O,O
ZSLIJTO,X,O,O,X,X,O,O
ZSLIJOT,O,O,O,X,O,O,O
ZSLIOTJ,O,O,O,X,X,O,O
ZSLIOJT,O,O,O,X,O,O,O
ZSLJTIO,X,O,X,X,X,O,O
ZSLJTOI,X,O,O,X,X,O,X
ZSLJITO,X,O,O,X,X,O,O
ZSLJIOT,O,O,O,X,O,O,O
ZSLJOTI,O,O,O,X,X,O,X
ZSLJOIT,O,O,O,X,O,O,O
ZSLOTIJ,O,O,O,X,X,O,X
ZSLOTJI,O,O,O,X,X,O,X
ZSLOITJ,O,O,O,X,X,O,O
ZSLOIJT,O,O,O,X,O,O,O
ZSLOJTI,O,O,O,X,X,O,X
ZSLOJIT,O,O,O,X,O,O,O
ZSJTILO,X,O,O,X,X,X,O
ZSJTIOL,X,O,O,X,X,X,O
ZSJTLIO,X,O,X,X,X,O,O
ZSJTLOI,X,O,O,X,X,O,X
ZSJTOIL,X,O,O,X,X,X,X
ZSJTOLI,X,O,O,X,X,O,X
ZSJITLO,X,O,O,X,X,X,O
ZSJITOL,X,O,O,X,X,X,O
ZSJILTO,X,O,O,X,X,O,O
ZSJILOT,O,O,O,X,O,O,O
ZSJIOTL,O,O,O,X,X,X,O
ZSJIOLT,O,O,O,X,X,O,O
ZSJLTIO,X,O,X,X,X,O,O
ZSJLTOI,X,O,O,X,X,O,X
ZSJLITO,X,O,O,X,X,O,O
ZSJLIOT,O,O,O,X,O,O,O
ZSJLOTI,O,O,O,X,X,O,X
ZSJLOIT,O,O,O,X,O,O,O
ZSJOTIL,O,O,O,X,X,X,X
ZSJOTLI,O,O,O,X,X,O,X
ZSJOITL,O,O,O,X,X,X,O
ZSJOILT,O,O,O,X,X,O,O
ZSJOLTI,O,O,O,X,X,O,X
ZSJOLIT,O,O,O,X,X,O,O
ZSOTILJ,O,O,O,X,X,X,X
ZSOTIJL,O,O,O,X,X,X,X
ZSOTLIJ,O,O,O,X,X,O,X
ZSOTLJI,O,O,O,X,X,O,X
ZSOTJIL,O,O,O,X,X,X,X
ZSOTJLI,O,O,O,X,X,O,X
ZSOITLJ,O,O,O,X,X,X,O
ZSOITJL,O,O,O,X,X,X,O
ZSOILTJ,O,O,O,X,X,O,O
ZSOILJT,O,O,O,X,X,O,O
ZSOIJTL,O,O,O,X,X,X,O
ZSOIJLT,O,O,O,X,X,O,O
ZSOLTIJ,O,O,O,X,X,O,X
ZSOLTJI,O,O,O,X,X,O,X
ZSOLITJ,O,O,O,X,X,O,O
ZSOLIJT,O,O,O,X,X,O,O
ZSOLJTI,O,O,O,X,X,O,X
ZSOLJIT,O,O,O,X,X,O,O
ZSOJTIL,O,O,O,X,X,X,X
ZSOJTLI,O,O,O,X,X,O,X
ZSOJITL,O,O,O,X,X,X,O
ZSOJILT,O,O,O,X,X,O,O
ZSOJLTI,O,O,O,X,X,O,X
ZSOJLIT,O,O,O,X,X,O,O
ZOTILJS,O,X,O,X,X,X,X
ZOTILSJ,O,X,O,X,X,X,X
ZOTIJLS,O,X,O,X,X,X,X
ZOTIJSL,O,X,O,X,X,X,X
ZOTISLJ,O,X,O,X,X,X,X
ZOTISJL,O,X,O,X,X,X,X
ZOTLIJS,O,X,O,X,X,O,X
ZOTLISJ,O,X,O,X,X,O,X
ZOTLJIS,O,X,O,X,X,O,X
ZOTLJSI,O,X,O,X,X,O,X
ZOTLSIJ,O,X,O,X,X,O,X
ZOTLSJI,O,X,O,X,X,O,X
ZOTJILS,O,X,O,X,X,X,X
ZOTJISL,O,X,O,X,X,X,X
ZOTJLIS,O,X,O,X,X,O,X
ZOTJLSI,O,X,O,X,X,O,X
ZOTJSIL,O,X,O,X,X,X,X
ZOTJSLI,O,X,O,X,X,O,X
ZOTSILJ,O,X,O,X,X,X,X
ZOTSIJL,O,X,O,X,X,X,X
ZOTSLIJ,O,X,O,X,X,O,X
ZOTSLJI,O,X,O,X,X,O,X
ZOTSJIL,O,X,O,X,X,X,X
ZOTSJLI,O,X,O,X,X,O,X
ZOITLJS,O,X,O,X,X,X,O
ZOITLSJ,O,X,O,X,X,X,O
ZOITJLS,O,X,O,X,X,X,O
ZOITJSL,O,X,O,X,X,X,O
ZOITSLJ,O,X,O,X,X,X,O
ZOITSJL,O,X,O,X,X,X,O
ZOILTJS,O,X,O,X,X,O,O
ZOILTSJ,O,X,O,X,X,O,O
ZOILJTS,O,X,O,O,X,O,O
ZOILJST,O,X,O,O,O,O,O
ZOILSTJ,O,X,O,X,X,O,O
ZOILSJT,O,X,O,O,O,O,O
