sequence,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXB/gBaiBThBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFTW?BxXB/hBaiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhF6W?BxXBTcBeiB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBygBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFxW?BXYBlgBzhB8qBiqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JexyIvhFGW?B/gBicBzhB8qBFqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhF0W?BxXBzcBlgBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jef2IvhFxS?B+bBicBzhB0gBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFCS?BOdBlbBRmBcmB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhF5b?BOcBXYBzhB8qBaqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeW2IvhFUX?BFYBRmBTlBimB/qB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JezwIvhFcb?BXYB2hBCcBRmBlqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8JeF2IvhFXY?BRmBamB0hBTlBGqB,v115@fgA8GeC8CeH8EeE8EeF8DeE8CeH8AeF8Jea7IvhF5b?BOcBXYBzhB8qBFqB
ZIJOLST,X,O,O,X,X,O,X,X,O,X,O,X,X,X
ZIJOSTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZIJOSLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZISTLJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISTJLO,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISTJOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZISTOLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISTOJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISLTJO,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISLTOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISLJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISLJOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZISLOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O
ZISLOJT,X,X,O,X,X,X,X,X,O,X,X,X,X,O
ZISJTLO,O,X,O,X,X,X,X,X,O,X,X,X,X,X
ZISJTOL,O,O,X,X,X,X,X,X,O,X,X,X,X,X
ZISJLTO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZISJLOT,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZISJOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISJOLT,O,O,O,X,X,O,X,X,O,X,X,X,X,X
ZISOTLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISOTJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZISOLTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X
ZISOLJT,X,X,O,X,X,O,X,X,O,X,X,X,X,X
ZISOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZISOJLT,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZIOTLJS,X,X,X,X,O,O,X,O,O,O,X,O,X,O
ZIOTLSJ,X,X,X,X,O,O,X,X,X,O,X,O,O,O
ZIOTJLS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZIOTJSL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZIOTSLJ,X,X,X,X,X,X,X,X,X,O,X,O,O,X
ZIOTSJL,X,X,X,X,O,X,X,X,X,O,X,O,X,X
ZIOLTJS,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZIOLTSJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZIOLJTS,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZIOLJST,X,X,X,X,O,O,X,O,O,X,X,O,X,O
ZIOLSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZIOLSJT,X,X,X,X,X,O,X,X,O,X,X,O,X,O
ZIOJTLS,X,X,X,X,O,X,X,X,X,X,O,X,X,X
ZIOJTSL,X,O,X,X,O,X,X,X,X,X,X,O,X,X
ZIOJLTS,X,X,X,X,X,O,X,X,O,X,O,X,X,O
ZIOJLST,X,O,X,X,O,O,X,X,O,X,O,O,X,O
ZIOJSTL,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZIOJSLT,O,O,X,X,O,X,X,X,X,X,X,O,X,X
ZIOSTLJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X
ZIOSTJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X
ZIOSLTJ,X,X,X,X,X,O,X,X,O,X,X,X,X,O
ZIOSLJT,X,X,O,X,X,O,X,X,O,X,X,O,X,O
ZIOSJTL,O,X,X,X,O,X,X,X,X,X,X,O,X,X
ZIOSJLT,O,X,X,X,O,O,X,X,O,X,X,O,X,X
ZLTIJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTISOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTIOJS,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZLTIOSJ,O,X,X,X,X,X,X,X,X,O,X,X,X,O
ZLTJISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTJOIS,O,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLTJOSI,O,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSJOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZLTSOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTSOJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLTOIJS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOISJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOJIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOJSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOSIJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLTOSJI,O,X,X,X,X,X,X,X,X,O,X,X,X,X
ZLITJSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITJOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLITSJO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITSOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLITOJS,O,X,X,X,X,X,X,X,O,X,X,X,X,O
ZLITOSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,O
ZLIJTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJSOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLIJOTS,X,X,X,X,X,X,O,X,O,X,X,X,X,O
ZLIJOST,O,O,X,X,X,X,X,X,O,X,X,X,X,O
ZLISTJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLISTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLISJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLISJOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLISOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZLISOJT,X,O,O,X,X,X,X,X,O,X,X,X,X,O
ZLIOTJS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
ZLIOTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZLIOJTS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
ZLIOJST,O,X,X,X,X,O,X,X,O,X,X,X,X,O
ZLIOSTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZLIOSJT,O,X,X,X,X,O,X,X,O,X,X,X,X,O
ZLJTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJTOIS,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLJTOSI,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLJITSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLJITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZLJISTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJISOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,O
ZLJIOST,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZLJSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSTOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLJSIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLJOTIS,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZLJOTSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZLJOITS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZLJOIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZLJOSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZLJOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZLSTIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSTIOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTJIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSTJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSTOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSTOJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSITJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSITOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSIJTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSIJOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSIOTJ,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZLSIOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,O
ZLSJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJTOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSJIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSJOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZLSOIJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZLSOJTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLSOJIT,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZLOTIJS,X,X,X,X,O,O,O,X,X,O,X,O,X,O
ZLOTISJ,X,X,X,X,O,O,O,X,X,O,X,O,X,O
ZLOTJIS,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZLOTJSI,X,X,X,X,O,X,O,X,X,O,X,X,X,X
ZLOTSIJ,X,X,X,X,O,O,O,X,X,O,X,O,X,X
ZLOTSJI,X,X,X,X,O,O,O,X,X,O,X,X,X,X
ZLOITJS,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZLOITSJ,X,X,X,X,X,O,O,X,X,X,X,X,X,O
ZLOIJTS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
ZLOIJST,O,X,X,X,O,O,X,X,O,X,X,O,X,O
ZLOISTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZLOISJT,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZLOJTIS,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZLOJTSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X
ZLOJITS,X,X,X,X,X,O,O,X,O,X,X,X,X,O
ZLOJIST,O,X,X,X,X,O,X,X,O,X,X,X,X,O
ZLOJSTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOJSIT,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZLOSTIJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOSTJI,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOSITJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZLOSIJT,O,X,X,X,X,O,X,X,X,X,X,O,X,O
ZLOSJTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZLOSJIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X
ZJTILSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTILOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJTISLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTISOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTIOLS,X,O,O,X,O,X,X,X,X,O,O,X,X,X
ZJTIOSL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZJTLISO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJTLSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTLOIS,O,O,X,O,O,X,O,X,X,X,X,X,X,X
ZJTLOSI,O,O,X,O,O,X,O,X,X,X,X,X,X,X
ZJTSILO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSIOL,O,O,O,O,X,X,X,X,X,X,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJTSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJTSOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJTOILS,X,O,O,X,O,X,X,X,X,O,X,X,X,X
ZJTOISL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
ZJTOLIS,O,O,O,O,O,O,X,X,X,O,X,X,X,X
ZJTOLSI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZJTOSIL,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZJTOSLI,O,O,O,O,O,X,X,X,X,O,X,X,X,X
ZJITLSO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITLOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X
ZJITSLO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITSOL,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJITOLS,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZJITOSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJILTSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJILTOS,O,X,X,X,X,X,X,X,X,X,O,X,X,X
ZJILSTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILSOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJILOTS,X,X,X,X,X,X,O,X,X,X,O,X,X,O
ZJILOST,O,O,X,X,X,X,X,X,X,X,O,X,X,O
ZJISTLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJISTOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISLTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJISLOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJISOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJISOLT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJIOTLS,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZJIOTSL,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJIOLTS,X,X,O,X,X,O,X,X,X,X,O,X,X,X
ZJIOLST,X,O,O,X,X,O,X,X,X,X,O,X,X,X
ZJIOSTL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJIOSLT,O,O,O,X,O,X,X,X,X,X,X,X,X,X
ZJLTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSIO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLTOIS,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJLTOSI,O,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJLITSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZJLITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZJLISTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLISOT,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLIOTS,X,X,X,X,X,X,O,X,X,X,X,X,X,O
ZJLIOST,O,O,X,X,X,X,X,X,X,X,X,X,X,O
ZJLSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSTOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJLSIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLSOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJLOTIS,X,X,X,O,O,O,O,X,X,X,X,X,X,X
ZJLOTSI,X,X,X,O,O,X,O,X,X,X,X,X,X,X
ZJLOITS,X,X,X,O,X,O,O,X,X,X,X,X,X,X
ZJLOIST,O,O,X,O,X,O,X,X,X,X,X,X,X,X
ZJLOSTI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZJLOSIT,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSTILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTIOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSTLIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSTLOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSTOIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZJSTOLI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSITLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZJSITOL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
ZJSILTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSILOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSIOTL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZJSIOLT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJSLTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLTOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLITO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZJSLIOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLOTI,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSLOIT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZJSOTIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZJSOTLI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
ZJSOITL,O,O,X,O,O,X,X,X,X,X,X,X,X,X
ZJSOILT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJSOLTI,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZJSOLIT,O,O,O,O,O,O,X,O,X,X,X,X,X,X
ZJOTILS,X,X,O,X,O,X,X,X,X,O,X,O,X,X
ZJOTISL,X,O,O,X,O,X,X,X,X,O,X,O,X,X
ZJOTLIS,X,X,O,O,O,O,X,X,X,O,X,X,X,X
ZJOTLSI,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZJOTSIL,X,O,O,O,O,X,X,X,X,O,X,O,X,X
ZJOTSLI,X,O,O,O,O,X,X,X,X,O,X,X,X,X
ZJOITLS,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZJOITSL,X,O,O,X,O,X,X,X,X,X,X,O,X,X
ZJOILTS,X,X,O,X,X,O,X,X,X,X,X,X,X,O
ZJOILST,X,O,O,X,O,O,X,X,X,X,X,O,X,O
ZJOISTL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
ZJOISLT,O,O,O,X,O,X,X,X,X,X,X,O,X,X
ZJOLTIS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZJOLTSI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZJOLITS,X,X,O,O,X,O,X,X,X,X,X,X,X,O
ZJOLIST,O,O,O,O,X,O,X,X,X,X,X,X,X,O
ZJOLSTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOLSIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOSTIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X
ZJOSTLI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOSITL,O,O,O,O,O,X,X,X,X,X,X,O,X,X
ZJOSILT,O,O,O,O,O,O,X,X,X,X,X,O,X,X
ZJOSLTI,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZJOSLIT,O,O,O,O,O,O,X,X,X,X,X,X,X,X
ZSTILJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIJOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTIOLJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTIOJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTLIJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLJOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTLOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJIOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSTJLIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSTJLOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSTJOIL,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZSTJOLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZSTOILJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTOIJL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTOLIJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTOLJI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTOJIL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSTOJLI,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZSITLJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSITLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITJOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSITOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSITOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSILTJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILTOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSILJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSILOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSILOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSIJTLO,O,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJTOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJLTO,O,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSIJOTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIJOLT,O,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSIOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOLTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSIOLJT,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSIOJTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSIOJLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZSLTIJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTJOI,X,X,O,X,X,O,X,X,X,X,X,X,X,X
ZSLTOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLTOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLITJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLITOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZSLIJOT,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLIOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZSLIOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZSLJTIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJTOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJITO,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZSLJIOT,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJOTI,X,O,O,X,X,O,X,X,X,X,X,X,X,X
ZSLJOIT,X,O,O,X,X,O,X,X,X,X,X,X,X,X
