sequence,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoByxB8nBOn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBpoBetBMsBii?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxBKnBUoBGj?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBxxB2sB0iB6o?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB2xBknB6tBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmBKsBEtBGoBxi?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB0sBmnBpoBFl?BisB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhFXmB6tB2xBpZBkn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBGtBSoBJn?BFlB,v115@HhA8IeB8CeA8DeB8BeB8NeT6IvhF8qB/hBisB2nBpo?BFlB
IOSZJLT,X,O,O,O,X,X,O,X,O,O
IOZTLJS,X,X,O,X,X,X,X,X,X,O
IOZTLSJ,X,X,O,X,X,X,X,X,X,O
IOZTJLS,X,X,O,X,X,X,X,X,O,X
IOZTJSL,X,X,O,X,X,X,O,X,O,X
IOZTSLJ,X,X,O,X,X,X,X,X,X,O
IOZTSJL,X,X,O,X,X,X,O,X,O,X
IOZLTJS,O,X,O,X,X,X,X,X,X,O
IOZLTSJ,O,X,O,X,X,X,X,X,X,O
IOZLJTS,O,X,O,O,X,O,X,X,O,O
IOZLJST,O,X,O,O,X,O,O,X,O,O
IOZLSTJ,O,X,O,X,X,X,X,X,X,O
IOZLSJT,O,X,O,O,X,O,O,X,O,O
IOZJTLS,X,O,O,O,X,X,X,X,O,X
IOZJTSL,X,O,O,O,X,X,O,X,O,X
IOZJLTS,X,O,O,O,X,O,X,X,O,O
IOZJLST,X,O,O,O,X,O,O,X,O,O
IOZJSTL,X,O,O,O,X,X,O,X,O,X
IOZJSLT,X,O,O,O,X,X,O,X,O,O
IOZSTLJ,X,X,O,X,X,X,X,X,X,O
IOZSTJL,X,X,O,X,X,X,O,X,O,X
IOZSLTJ,O,X,O,X,X,X,X,X,X,O
IOZSLJT,O,X,O,O,X,X,O,X,O,O
IOZSJTL,X,O,O,O,X,X,O,X,O,X
IOZSJLT,X,O,O,O,X,X,O,X,O,O
LTIJSZO,X,X,X,X,X,X,X,O,X,O
LTIJSOZ,X,X,X,X,X,X,X,O,X,O
LTIJZSO,X,X,X,X,X,X,X,O,X,O
LTIJZOS,X,X,X,X,X,X,X,O,X,O
LTIJOSZ,X,X,X,X,X,X,X,O,X,O
LTIJOZS,X,X,X,X,X,X,X,O,X,O
LTISJZO,X,X,X,X,X,X,X,O,X,O
LTISJOZ,X,X,X,X,X,X,X,O,X,O
LTISZJO,O,X,X,X,X,X,X,X,X,O
LTISZOJ,O,X,X,X,X,X,X,X,X,O
LTISOJZ,X,X,X,X,X,X,X,O,X,O
LTISOZJ,O,X,X,X,X,X,X,X,X,O
LTIZJSO,O,X,X,X,X,X,X,X,X,O
LTIZJOS,O,X,X,X,X,X,X,X,X,O
LTIZSJO,O,X,X,X,X,X,X,X,X,O
LTIZSOJ,O,X,X,X,X,X,X,X,X,O
LTIZOJS,O,X,X,X,X,X,X,X,X,O
LTIZOSJ,O,X,X,X,X,X,X,X,X,O
LTIOJSZ,X,X,X,X,X,X,X,O,X,O
LTIOJZS,X,X,X,X,X,X,X,O,X,O
LTIOSJZ,X,X,X,X,X,X,X,O,X,O
LTIOSZJ,O,X,X,X,X,X,X,X,X,O
LTIOZJS,O,X,X,X,X,X,X,X,X,O
LTIOZSJ,O,X,X,X,X,X,X,X,X,O
LTJISZO,X,X,X,X,X,X,X,O,X,O
LTJISOZ,X,X,X,X,X,X,X,O,X,O
LTJIZSO,X,X,X,X,X,X,X,O,X,O
LTJIZOS,X,X,X,X,X,X,X,O,X,O
LTJIOSZ,X,X,X,X,X,X,X,O,X,O
LTJIOZS,X,X,X,X,X,X,X,O,X,O
LTJSIZO,X,X,X,X,X,X,X,O,X,O
LTJSIOZ,X,X,X,X,X,X,X,O,X,O
LTJSZIO,X,X,X,X,O,X,X,O,X,O
LTJSZOI,X,X,X,X,O,X,X,O,X,O
LTJSOIZ,X,X,X,X,X,X,X,O,X,O
LTJSOZI,X,X,X,X,O,X,X,O,X,O
LTJZISO,X,X,X,X,O,X,X,O,X,O
LTJZIOS,X,X,X,X,O,X,X,O,X,O
LTJZSIO,X,X,X,X,O,X,X,O,X,O
LTJZSOI,X,X,X,X,O,X,X,O,X,O
LTJZOIS,X,X,X,X,O,X,X,O,X,O
LTJZOSI,X,X,X,X,O,X,X,O,X,O
LTJOISZ,X,X,X,X,X,X,X,O,X,O
LTJOIZS,X,X,X,X,X,X,X,O,X,O
LTJOSIZ,X,X,X,X,X,X,X,O,X,O
LTJOSZI,X,X,X,X,O,X,X,O,X,O
LTJOZIS,X,X,X,X,O,X,X,O,X,O
LTJOZSI,X,X,X,X,O,X,X,O,X,O
LTSIJZO,X,X,X,X,X,X,X,O,X,O
LTSIJOZ,X,X,X,X,X,X,X,O,X,O
LTSIZJO,O,X,X,X,X,X,X,X,X,O
LTSIZOJ,O,X,X,X,X,X,X,X,X,O
LTSIOJZ,X,X,X,X,X,X,X,O,X,O
LTSIOZJ,O,X,X,X,X,X,X,X,X,O
LTSJIZO,X,X,X,X,X,X,X,O,X,O
LTSJIOZ,X,X,X,X,X,X,X,O,X,O
LTSJZIO,X,X,X,X,O,X,X,O,X,O
LTSJZOI,X,X,X,X,O,X,X,O,X,O
LTSJOIZ,X,X,X,X,X,X,X,O,X,O
LTSJOZI,X,X,X,X,O,X,X,O,X,O
LTSZIJO,O,X,X,X,X,X,X,X,X,O
LTSZIOJ,O,X,X,X,X,X,X,X,X,O
LTSZJIO,O,X,X,X,X,O,X,X,X,O
LTSZJOI,O,X,X,X,X,O,X,X,X,O
LTSZOIJ,O,X,X,X,X,X,X,X,X,O
LTSZOJI,O,X,X,X,X,O,X,X,X,O
LTSOIJZ,X,X,X,X,X,X,X,O,X,O
LTSOIZJ,O,X,X,X,X,X,X,X,X,O
LTSOJIZ,X,X,X,X,X,X,X,O,X,O
LTSOJZI,X,X,X,X,O,X,X,O,X,O
LTSOZIJ,O,X,X,X,X,X,X,X,X,O
LTSOZJI,O,X,X,X,X,O,X,X,X,O
LTZIJSO,O,X,X,X,X,X,X,X,X,O
LTZIJOS,O,X,X,X,X,X,X,X,X,O
LTZISJO,O,X,X,X,X,X,X,X,X,O
LTZISOJ,O,X,X,X,X,X,X,X,X,O
LTZIOJS,O,X,X,X,X,X,X,X,X,O
LTZIOSJ,O,X,X,X,X,X,X,X,X,O
LTZJISO,O,X,X,X,X,O,X,X,X,O
LTZJIOS,O,X,X,X,X,O,X,X,X,O
LTZJSIO,O,X,X,X,X,O,X,X,X,O
LTZJSOI,O,X,X,X,X,O,X,X,X,O
LTZJOIS,O,X,X,X,X,O,X,X,X,O
LTZJOSI,O,X,X,X,X,O,X,X,X,O
LTZSIJO,O,X,X,X,X,X,X,X,X,O
LTZSIOJ,O,X,X,X,X,X,X,X,X,O
LTZSJIO,O,X,X,X,X,O,X,X,X,O
LTZSJOI,O,X,X,X,X,O,X,X,X,O
LTZSOIJ,O,X,X,X,X,X,X,X,X,O
LTZSOJI,O,X,X,X,X,O,X,X,X,O
LTZOIJS,O,X,X,X,X,X,X,X,X,O
LTZOISJ,O,X,X,X,X,X,X,X,X,O
LTZOJIS,O,X,X,X,X,O,X,X,X,O
LTZOJSI,O,X,X,X,X,O,X,X,X,O
LTZOSIJ,O,X,X,X,X,X,X,X,X,O
LTZOSJI,O,X,X,X,X,O,X,X,X,O
LTOIJSZ,X,X,X,X,X,X,X,O,X,O
LTOIJZS,X,X,X,X,X,X,X,O,X,O
LTOISJZ,X,X,X,X,X,X,X,O,X,O
LTOISZJ,O,X,X,X,X,X,X,X,X,O
LTOIZJS,O,X,X,X,X,X,X,X,X,O
LTOIZSJ,O,X,X,X,X,X,X,X,X,O
LTOJISZ,X,X,X,X,X,X,X,O,X,O
LTOJIZS,X,X,X,X,X,X,X,O,X,O
LTOJSIZ,X,X,X,X,X,X,X,O,X,O
LTOJSZI,X,X,X,X,O,X,X,O,X,O
LTOJZIS,X,X,X,X,O,X,X,O,X,O
LTOJZSI,X,X,X,X,O,X,X,O,X,O
LTOSIJZ,X,X,X,X,X,X,X,O,X,O
LTOSIZJ,O,X,X,X,X,X,X,X,X,O
LTOSJIZ,X,X,X,X,X,X,X,O,X,O
LTOSJZI,X,X,X,X,O,X,X,O,X,O
LTOSZIJ,O,X,X,X,X,X,X,X,X,O
LTOSZJI,O,X,X,X,X,O,X,X,X,O
LTOZIJS,O,X,X,X,X,X,X,X,X,O
LTOZISJ,O,X,X,X,X,X,X,X,X,O
LTOZJIS,O,X,X,X,X,O,X,X,X,O
LTOZJSI,O,X,X,X,X,O,X,X,X,O
LTOZSIJ,O,X,X,X,X,X,X,X,X,O
LTOZSJI,O,X,X,X,X,O,X,X,X,O
LITJSZO,X,X,X,O,X,X,X,O,X,O
LITJSOZ,X,X,X,O,X,X,X,O,X,O
LITJZSO,X,X,X,O,X,X,X,O,X,O
LITJZOS,X,X,X,O,X,X,X,O,X,O
LITJOSZ,X,X,X,O,X,X,X,O,X,O
LITJOZS,X,X,X,O,X,X,X,O,X,O
LITSJZO,X,X,X,O,X,X,X,O,X,O
LITSJOZ,X,X,X,O,X,X,X,O,X,O
LITSZJO,O,X,O,X,X,X,X,X,X,O
LITSZOJ,O,X,O,X,X,X,X,X,X,O
LITSOJZ,X,X,X,O,X,X,X,O,X,O
LITSOZJ,O,X,O,X,X,X,X,X,X,O
LITZJSO,O,X,O,X,X,X,X,X,X,O
LITZJOS,O,X,O,X,X,X,X,X,X,O
LITZSJO,O,X,O,X,X,X,X,X,X,O
LITZSOJ,O,X,O,X,X,X,X,X,X,O
LITZOJS,O,X,O,X,X,X,X,X,X,O
LITZOSJ,O,X,O,X,X,X,X,X,X,O
LITOJSZ,X,X,X,O,X,X,X,O,X,O
LITOJZS,X,X,X,O,X,X,X,O,X,O
LITOSJZ,X,X,X,O,X,X,X,O,X,O
LITOSZJ,O,X,O,X,X,X,X,X,X,O
LITOZJS,O,X,O,X,X,X,X,X,X,O
LITOZSJ,O,X,O,X,X,X,X,X,X,O
LIJTSZO,X,X,X,O,X,X,X,O,O,O
LIJTSOZ,X,X,X,O,X,X,X,O,O,O
LIJTZSO,X,X,X,O,X,X,X,O,O,O
LIJTZOS,X,X,X,O,X,X,X,O,O,O
LIJTOSZ,X,X,X,O,X,X,X,O,O,O
LIJTOZS,X,X,X,O,X,X,X,O,O,O
LIJSTZO,X,X,X,O,X,X,X,O,O,O
LIJSTOZ,X,X,X,O,X,X,X,O,O,O
LIJSZTO,O,O,O,O,O,X,X,O,O,O
LIJSZOT,O,O,O,O,O,X,X,O,O,O
LIJSOTZ,X,X,X,O,X,X,X,O,O,O
LIJSOZT,O,O,O,O,O,X,X,O,O,O
LIJZTSO,O,O,O,O,O,X,X,O,O,O
LIJZTOS,O,O,O,O,O,X,X,O,O,O
LIJZSTO,O,O,O,O,O,X,X,O,O,O
LIJZSOT,O,O,O,O,O,X,X,O,O,O
LIJZOTS,O,O,O,O,O,X,X,O,O,O
LIJZOST,O,O,O,O,O,X,X,O,O,O
LIJOTSZ,X,X,X,O,X,X,X,O,O,O
LIJOTZS,X,X,X,O,X,X,X,O,O,O
LIJOSTZ,X,X,X,O,X,X,X,O,O,O
LIJOSZT,O,O,O,O,O,X,X,O,O,O
LIJOZTS,O,O,O,O,O,X,X,O,O,O
LIJOZST,O,O,O,O,O,X,X,O,O,O
LISTJZO,X,X,X,O,X,X,X,O,X,O
LISTJOZ,X,X,X,O,X,X,X,O,X,O
LISTZJO,O,X,O,X,X,X,X,X,X,O
LISTZOJ,O,X,O,X,X,X,X,X,X,O
LISTOJZ,X,X,X,O,X,X,X,O,X,O
LISTOZJ,O,X,O,X,X,X,X,X,X,O
LISJTZO,X,X,X,O,X,X,X,O,O,O
LISJTOZ,X,X,X,O,X,X,X,O,O,O
LISJZTO,O,O,O,O,O,X,X,O,O,O
LISJZOT,O,O,O,O,O,X,X,O,O,O
LISJOTZ,X,X,X,O,X,X,X,O,O,O
LISJOZT,O,O,O,O,O,X,X,O,O,O
LISZTJO,O,X,O,X,X,X,X,X,X,O
LISZTOJ,O,X,O,X,X,X,X,X,X,O
LISZJTO,O,X,O,O,X,O,X,O,O,O
LISZJOT,O,X,O,O,X,O,O,O,O,O
LISZOTJ,O,X,O,X,X,X,X,X,X,O
LISZOJT,O,X,O,O,X,O,O,O,O,O
LISOTJZ,X,X,X,O,X,X,X,O,X,O
LISOTZJ,O,X,O,X,X,X,X,X,X,O
LISOJTZ,X,X,X,O,X,X,X,O,O,O
LISOJZT,O,O,O,O,O,X,X,O,O,O
LISOZTJ,O,X,O,X,X,X,X,X,X,O
LISOZJT,O,X,O,O,X,O,O,O,O,O
LIZTJSO,O,X,O,X,X,X,X,X,X,O
LIZTJOS,O,X,O,X,X,X,X,X,X,O
LIZTSJO,O,X,O,X,X,X,X,X,X,O
LIZTSOJ,O,X,O,X,X,X,X,X,X,O
LIZTOJS,O,X,O,X,X,X,X,X,X,O
LIZTOSJ,O,X,O,X,X,X,X,X,X,O
LIZJTSO,O,X,O,O,X,O,X,O,O,O
LIZJTOS,O,X,O,O,X,O,X,O,O,O
LIZJSTO,O,X,O,O,X,O,X,O,O,O
LIZJSOT,O,X,O,O,X,O,O,O,O,O
LIZJOTS,O,X,O,O,X,O,X,O,O,O
LIZJOST,O,X,O,O,X,O,O,O,O,O
LIZSTJO,O,X,O,X,X,X,X,X,X,O
LIZSTOJ,O,X,O,X,X,X,X,X,X,O
LIZSJTO,O,X,O,O,X,O,X,O,O,O
LIZSJOT,O,X,O,O,X,O,O,O,O,O
LIZSOTJ,O,X,O,X,X,X,X,X,X,O
LIZSOJT,O,X,O,O,X,O,O,O,O,O
LIZOTJS,O,X,O,X,X,X,X,X,X,O
LIZOTSJ,O,X,O,X,X,X,X,X,X,O
LIZOJTS,O,X,O,O,X,O,X,O,O,O
LIZOJST,O,X,O,O,X,O,O,O,O,O
LIZOSTJ,O,X,O,X,X,X,X,X,X,O
LIZOSJT,O,X,O,O,X,O,O,O,O,O
LIOTJSZ,X,X,X,O,X,X,X,O,X,O
LIOTJZS,X,X,X,O,X,X,X,O,X,O
LIOTSJZ,X,X,X,O,X,X,X,O,X,O
LIOTSZJ,O,X,O,X,X,X,X,X,X,O
LIOTZJS,O,X,O,X,X,X,X,X,X,O
LIOTZSJ,O,X,O,X,X,X,X,X,X,O
LIOJTSZ,X,X,X,O,X,X,X,O,O,O
LIOJTZS,X,X,X,O,X,X,X,O,O,O
LIOJSTZ,X,X,X,O,X,X,X,O,O,O
LIOJSZT,O,O,O,O,O,X,X,O,O,O
LIOJZTS,O,O,O,O,O,X,X,O,O,O
LIOJZST,O,O,O,O,O,X,X,O,O,O
LIOSTJZ,X,X,X,O,X,X,X,O,X,O
LIOSTZJ,O,X,O,X,X,X,X,X,X,O
LIOSJTZ,X,X,X,O,X,X,X,O,O,O
LIOSJZT,O,O,O,O,O,X,X,O,O,O
LIOSZTJ,O,X,O,X,X,X,X,X,X,O
LIOSZJT,O,X,O,O,X,O,O,O,O,O
LIOZTJS,O,X,O,X,X,X,X,X,X,O
LIOZTSJ,O,X,O,X,X,X,X,X,X,O
LIOZJTS,O,X,O,O,X,O,X,O,O,O
LIOZJST,O,X,O,O,X,O,O,O,O,O
LIOZSTJ,O,X,O,X,X,X,X,X,X,O
LIOZSJT,O,X,O,O,X,O,O,O,O,O
LJTISZO,X,X,X,X,X,X,X,O,O,O
LJTISOZ,X,X,X,X,X,X,X,O,O,O
LJTIZSO,X,X,X,X,X,X,X,O,O,O
LJTIZOS,X,X,X,X,X,X,X,O,O,O
LJTIOSZ,X,X,X,X,X,X,X,O,O,O
LJTIOZS,X,X,X,X,X,X,X,O,O,O
LJTSIZO,X,X,X,X,X,X,X,O,O,O
LJTSIOZ,X,X,X,X,X,X,X,O,O,O
LJTSZIO,X,X,X,X,O,X,X,O,O,O
LJTSZOI,X,X,X,X,O,X,X,O,O,O
LJTSOIZ,X,X,X,X,X,X,X,O,O,O
LJTSOZI,X,X,X,X,O,X,X,O,O,O
LJTZISO,X,X,X,X,O,X,X,O,O,O
LJTZIOS,X,X,X,X,O,X,X,O,O,O
LJTZSIO,X,X,X,X,O,X,X,O,O,O
LJTZSOI,X,X,X,X,O,X,X,O,O,O
LJTZOIS,X,X,X,X,O,X,X,O,O,O
LJTZOSI,X,X,X,X,O,X,X,O,O,O
LJTOISZ,X,X,X,X,X,X,X,O,O,O
LJTOIZS,X,X,X,X,X,X,X,O,O,O
LJTOSIZ,X,X,X,X,X,X,X,O,O,O
LJTOSZI,X,X,X,X,O,X,X,O,O,O
LJTOZIS,X,X,X,X,O,X,X,O,O,O
LJTOZSI,X,X,X,X,O,X,X,O,O,O
LJITSZO,X,X,X,X,X,X,X,O,O,O
LJITSOZ,X,X,X,X,X,X,X,O,O,O
LJITZSO,X,X,X,X,X,X,X,O,O,O
LJITZOS,X,X,X,X,X,X,X,O,O,O
LJITOSZ,X,X,X,X,X,X,X,O,O,O
LJITOZS,X,X,X,X,X,X,X,O,O,O
LJISTZO,X,X,X,X,X,X,X,O,O,O
LJISTOZ,X,X,X,X,X,X,X,O,O,O
LJISZTO,O,O,X,X,O,X,X,O,O,O
LJISZOT,O,O,X,X,O,X,X,O,O,O
LJISOTZ,X,X,X,X,X,X,X,O,O,O
LJISOZT,O,O,X,X,O,X,X,O,O,O
LJIZTSO,O,O,X,X,O,X,X,O,O,O
LJIZTOS,O,O,X,X,O,X,X,O,O,O
LJIZSTO,O,O,X,X,O,X,X,O,O,O
LJIZSOT,O,O,X,X,O,X,X,O,O,O
LJIZOTS,O,O,X,X,O,X,X,O,O,O
LJIZOST,O,O,X,X,O,X,X,O,O,O
LJIOTSZ,X,X,X,X,X,X,X,O,O,O
LJIOTZS,X,X,X,X,X,X,X,O,O,O
LJIOSTZ,X,X,X,X,X,X,X,O,O,O
LJIOSZT,O,O,X,X,O,X,X,O,O,O
LJIOZTS,O,O,X,X,O,X,X,O,O,O
LJIOZST,O,O,X,X,O,X,X,O,O,O
LJSTIZO,X,X,X,X,X,X,X,O,O,O
LJSTIOZ,X,X,X,X,X,X,X,O,O,O
LJSTZIO,X,X,X,X,O,X,X,O,O,O
LJSTZOI,X,X,X,X,O,X,X,O,O,O
LJSTOIZ,X,X,X,X,X,X,X,O,O,O
LJSTOZI,X,X,X,X,O,X,X,O,O,O
LJSITZO,X,X,X,X,X,X,X,O,O,O
LJSITOZ,X,X,X,X,X,X,X,O,O,O
LJSIZTO,O,O,X,X,O,X,X,O,O,O
LJSIZOT,O,O,X,X,O,X,X,O,O,O
LJSIOTZ,X,X,X,X,X,X,X,O,O,O
LJSIOZT,O,O,X,X,O,X,X,O,O,O
LJSZTIO,O,O,X,X,O,O,X,O,O,O
LJSZTOI,O,O,X,X,O,O,X,O,O,O
LJSZITO,O,O,X,X,O,O,X,O,O,O
LJSZIOT,O,O,X,X,O,O,X,O,O,O
LJSZOTI,O,O,X,X,O,O,X,O,O,O
LJSZOIT,O,O,X,X,O,O,X,O,O,O
LJSOTIZ,X,X,X,X,X,X,X,O,O,O
LJSOTZI,X,X,X,X,O,X,X,O,O,O
LJSOITZ,X,X,X,X,X,X,X,O,O,O
LJSOIZT,O,O,X,X,O,X,X,O,O,O
LJSOZTI,O,O,X,X,O,O,X,O,O,O
LJSOZIT,O,O,X,X,O,O,X,O,O,O
LJZTISO,O,O,X,X,O,O,X,O,O,O
LJZTIOS,O,O,X,X,O,O,X,O,O,O
LJZTSIO,O,O,X,X,O,O,X,O,O,O
LJZTSOI,O,O,X,X,O,O,X,O,O,O
LJZTOIS,O,O,X,X,O,O,X,O,O,O
LJZTOSI,O,O,X,X,O,O,X,O,O,O
LJZITSO,O,O,X,X,O,O,X,O,O,O
LJZITOS,O,O,X,X,O,O,X,O,O,O
LJZISTO,O,O,X,X,O,O,X,O,O,O
LJZISOT,O,O,X,X,O,O,X,O,O,O
LJZIOTS,O,O,X,X,O,O,X,O,O,O
LJZIOST,O,O,X,X,O,O,X,O,O,O
LJZSTIO,O,O,X,X,O,O,X,O,O,O
LJZSTOI,O,O,X,X,O,O,X,O,O,O
LJZSITO,O,O,X,X,O,O,X,O,O,O
LJZSIOT,O,O,X,X,O,O,X,O,O,O
LJZSOTI,O,O,X,X,O,O,X,O,O,O
LJZSOIT,O,O,X,X,O,O,X,O,O,O
LJZOTIS,O,O,X,X,O,O,X,O,O,O
LJZOTSI,O,O,X,X,O,O,X,O,O,O
LJZOITS,O,O,X,X,O,O,X,O,O,O
LJZOIST,O,O,X,X,O,O,X,O,O,O
LJZOSTI,O,O,X,X,O,O,X,O,O,O
LJZOSIT,O,O,X,X,O,O,X,O,O,O
LJOTISZ,X,X,X,X,X,X,X,O,O,O
LJOTIZS,X,X,X,X,X,X,X,O,O,O
LJOTSIZ,X,X,X,X,X,X,X,O,O,O
LJOTSZI,X,X,X,X,O,X,X,O,O,O
LJOTZIS,X,X,X,X,O,X,X,O,O,O
LJOTZSI,X,X,X,X,O,X,X,O,O,O
LJOITSZ,X,X,X,X,X,X,X,O,O,O
LJOITZS,X,X,X,X,X,X,X,O,O,O
LJOISTZ,X,X,X,X,X,X,X,O,O,O
LJOISZT,O,O,X,X,O,X,X,O,O,O
LJOIZTS,O,O,X,X,O,X,X,O,O,O
LJOIZST,O,O,X,X,O,X,X,O,O,O
LJOSTIZ,X,X,X,X,X,X,X,O,O,O
LJOSTZI,X,X,X,X,O,X,X,O,O,O
LJOSITZ,X,X,X,X,X,X,X,O,O,O
LJOSIZT,O,O,X,X,O,X,X,O,O,O
LJOSZTI,O,O,X,X,O,O,X,O,O,O
LJOSZIT,O,O,X,X,O,O,X,O,O,O
LJOZTIS,O,O,X,X,O,O,X,O,O,O
LJOZTSI,O,O,X,X,O,O,X,O,O,O
LJOZITS,O,O,X,X,O,O,X,O,O,O
LJOZIST,O,O,X,X,O,O,X,O,O,O
LJOZSTI,O,O,X,X,O,O,X,O,O,O
LJOZSIT,O,O,X,X,O,O,X,O,O,O
LSTIJZO,X,X,X,X,X,X,X,O,X,O
LSTIJOZ,X,X,X,X,X,X,X,O,X,O
LSTIZJO,O,X,X,X,X,X,X,X,X,O
LSTIZOJ,O,X,X,X,X,X,X,X,X,O
LSTIOJZ,X,X,X,X,X,X,X,O,X,O
LSTIOZJ,O,X,X,X,X,X,X,X,X,O
LSTJIZO,X,X,X,X,X,X,X,O,X,O
LSTJIOZ,X,X,X,X,X,X,X,O,X,O
LSTJZIO,X,X,X,X,O,X,X,O,X,O
LSTJZOI,X,X,X,X,O,X,X,O,X,O
LSTJOIZ,X,X,X,X,X,X,X,O,X,O
LSTJOZI,X,X,X,X,O,X,X,O,X,O
LSTZIJO,O,X,X,X,X,X,X,X,X,O
LSTZIOJ,O,X,X,X,X,X,X,X,X,O
LSTZJIO,O,X,X,X,X,O,X,X,X,O
LSTZJOI,O,X,X,X,X,O,X,X,X,O
LSTZOIJ,O,X,X,X,X,X,X,X,X,O
LSTZOJI,O,X,X,X,X,O,X,X,X,O
LSTOIJZ,X,X,X,X,X,X,X,O,X,O
LSTOIZJ,O,X,X,X,X,X,X,X,X,O
LSTOJIZ,X,X,X,X,X,X,X,O,X,O
LSTOJZI,X,X,X,X,O,X,X,O,X,O
LSTOZIJ,O,X,X,X,X,X,X,X,X,O
LSTOZJI,O,X,X,X,X,O,X,X,X,O
LSITJZO,X,X,X,O,X,X,X,O,X,O
LSITJOZ,X,X,X,O,X,X,X,O,X,O
LSITZJO,O,X,O,X,X,X,X,X,X,O
LSITZOJ,O,X,O,X,X,X,X,X,X,O
LSITOJZ,X,X,X,O,X,X,X,O,X,O
LSITOZJ,O,X,O,X,X,X,X,X,X,O
LSIJTZO,X,X,X,O,X,X,X,O,O,O
LSIJTOZ,X,X,X,O,X,X,X,O,O,O
LSIJZTO,O,O,O,O,O,X,X,O,O,O
LSIJZOT,O,O,O,O,O,X,X,O,O,O
LSIJOTZ,X,X,X,O,X,X,X,O,O,O
LSIJOZT,O,O,O,O,O,X,X,O,O,O
LSIZTJO,O,X,O,X,X,X,X,X,X,O
LSIZTOJ,O,X,O,X,X,X,X,X,X,O
LSIZJTO,O,X,O,O,X,O,X,O,O,O
LSIZJOT,O,X,O,O,X,O,O,O,O,O
LSIZOTJ,O,X,O,X,X,X,X,X,X,O
LSIZOJT,O,X,O,O,X,O,O,O,O,O
LSIOTJZ,X,X,X,O,X,X,X,O,X,O
LSIOTZJ,O,X,O,X,X,X,X,X,X,O
LSIOJTZ,X,X,X,O,X,X,X,O,O,O
LSIOJZT,O,O,O,O,O,X,X,O,O,O
LSIOZTJ,O,X,O,X,X,X,X,X,X,O
LSIOZJT,O,X,O,O,X,O,O,O,O,O
LSJTIZO,X,X,X,X,X,X,X,O,O,O
LSJTIOZ,X,X,X,X,X,X,X,O,O,O
LSJTZIO,X,X,X,X,O,X,X,O,O,O
LSJTZOI,X,X,X,X,O,X,X,O,O,O
LSJTOIZ,X,X,X,X,X,X,X,O,O,O
LSJTOZI,X,X,X,X,O,X,X,O,O,O
LSJITZO,X,X,X,X,X,X,X,O,O,O
LSJITOZ,X,X,X,X,X,X,X,O,O,O
LSJIZTO,O,O,X,X,O,X,X,O,O,O
LSJIZOT,O,O,X,X,O,X,X,O,O,O
LSJIOTZ,X,X,X,X,X,X,X,O,O,O
LSJIOZT,O,O,X,X,O,X,X,O,O,O
LSJZTIO,O,O,X,X,O,O,X,O,O,O
LSJZTOI,O,O,X,X,O,O,X,O,O,O
LSJZITO,O,O,X,X,O,O,X,O,O,O
LSJZIOT,O,O,X,X,O,O,X,O,O,O
LSJZOTI,O,O,X,X,O,O,X,O,O,O
LSJZOIT,O,O,X,X,O,O,X,O,O,O
LSJOTIZ,X,X,X,X,X,X,X,O,O,O
LSJOTZI,X,X,X,X,O,X,X,O,O,O
LSJOITZ,X,X,X,X,X,X,X,O,O,O
LSJOIZT,O,O,X,X,O,X,X,O,O,O
LSJOZTI,O,O,X,X,O,O,X,O,O,O
LSJOZIT,O,O,X,X,O,O,X,O,O,O
LSZTIJO,O,X,X,X,X,X,X,X,X,O
LSZTIOJ,O,X,X,X,X,X,X,X,X,O
LSZTJIO,O,X,X,X,X,O,X,X,X,O
LSZTJOI,O,X,X,X,X,O,X,X,X,O
LSZTOIJ,O,X,X,X,X,X,X,X,X,O
LSZTOJI,O,X,X,X,X,O,X,X,X,O
LSZITJO,O,X,X,X,X,X,X,X,X,O
LSZITOJ,O,X,X,X,X,X,X,X,X,O
LSZIJTO,O,X,X,X,X,O,X,O,O,O
LSZIJOT,O,X,X,X,X,O,O,O,O,O
LSZIOTJ,O,X,X,X,X,X,X,X,X,O
LSZIOJT,O,X,X,X,X,O,O,O,O,O
LSZJTIO,O,O,X,X,O,O,X,O,O,O
LSZJTOI,O,O,X,X,O,O,X,O,O,O
LSZJITO,O,O,X,X,O,O,X,O,O,O
LSZJIOT,O,O,X,X,O,O,O,O,O,O
LSZJOTI,O,O,X,X,O,O,X,O,O,O
LSZJOIT,O,O,X,X,O,O,O,O,O,O
LSZOTIJ,O,X,X,X,X,X,X,X,X,O
LSZOTJI,O,X,X,X,X,O,X,X,X,O
LSZOITJ,O,X,X,X,X,X,X,X,X,O
LSZOIJT,O,X,X,X,X,O,O,O,O,O
LSZOJTI,O,O,X,X,O,O,X,O,O,O
