sequence,v115@/gB8GeB8HeC8FeE8OexCJvhFXhBOkB6tBFnBzsB0rB,v115@/gB8GeB8HeC8FeE8Oe6IJvhF0iBXhBOkBVyBxrBzrB,v115@/gB8GeB8HeC8FeE8OeMIJvhFliBXhBOkBSyBxrBzrB,v115@/gB8GeB8HeC8FeE8OexCJvhFOkB6tBXnBFmBzsB0rB,v115@/gB8GeB8HeC8FeE8OexBJvhFOkB6tB0nBFmBzrBXtB,v115@/gB8GeB8HeC8FeE8OevIJvhFxhBOkB0nBFmBzrBSyB,v115@/gB8GeB8HeC8FeE8OexCJvhFXhBOkBFnBCtB0rBTtB,v115@/gB8GeB8HeC8FeE8OexCJvhFOkBXnBFmBCtBTtB0rB
JOLIZTS,O,X,O,X,O,X,X,X
JOLIZST,O,X,O,O,X,X,X,X
JOLSTIZ,O,X,X,O,X,X,X,O
JOLSTZI,O,X,X,O,O,X,X,O
JOLSITZ,O,X,X,O,X,X,X,X
JOLSIZT,O,X,O,O,X,X,X,X
JOLSZTI,O,X,O,O,O,X,O,X
JOLSZIT,O,X,O,O,X,X,X,X
JOLZTIS,O,X,O,X,O,O,O,X
JOLZTSI,O,X,O,O,O,O,O,X
JOLZITS,O,X,O,X,O,X,X,X
JOLZIST,O,X,O,O,X,X,X,X
JOLZSTI,O,X,O,O,O,O,O,X
JOLZSIT,O,X,O,O,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X
JOSTIZL,O,O,X,X,O,O,X,X
JOSTLIZ,O,O,X,O,X,X,X,X
JOSTLZI,O,O,X,O,O,X,X,X
JOSTZIL,O,X,X,X,O,O,X,X
JOSTZLI,O,O,X,O,O,O,X,X
JOSITLZ,O,O,X,O,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X
JOSILTZ,O,X,X,O,X,X,X,X
JOSILZT,O,X,O,O,X,X,X,X
JOSIZTL,O,X,X,X,X,X,X,X
JOSIZLT,O,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,O,X,X,X,X
JOSLTZI,O,X,X,O,O,X,X,X
JOSLITZ,O,X,X,O,X,X,X,X
JOSLIZT,O,X,O,O,X,X,X,X
JOSLZTI,O,X,O,O,O,X,O,X
JOSLZIT,O,X,O,O,X,X,X,X
JOSZTIL,O,X,X,X,O,O,O,X
JOSZTLI,O,X,X,O,O,O,O,X
JOSZITL,O,X,X,X,X,O,X,X
JOSZILT,O,X,X,X,X,X,X,X
JOSZLTI,O,X,X,O,O,O,O,X
JOSZLIT,O,X,X,O,X,X,X,X
JOZTILS,O,X,X,X,O,O,X,X
JOZTISL,O,X,X,X,O,O,O,X
JOZTLIS,O,X,X,X,O,O,O,X
JOZTLSI,O,X,X,O,O,O,O,X
JOZTSIL,O,X,X,X,O,O,O,X
JOZTSLI,O,X,X,O,O,O,O,X
JOZITLS,O,X,X,X,O,O,X,X
JOZITSL,O,X,X,X,O,O,X,X
JOZILTS,O,X,X,X,O,X,X,X
JOZILST,O,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,X,O,X,X
JOZISLT,O,X,X,X,X,X,X,X
JOZLTIS,O,X,X,X,O,O,O,X
JOZLTSI,O,X,X,O,O,O,O,X
JOZLITS,O,X,X,X,O,X,X,X
JOZLIST,O,X,X,O,X,X,X,X
JOZLSTI,O,X,X,O,O,O,O,X
JOZLSIT,O,X,X,O,X,X,X,X
JOZSTIL,O,X,X,X,O,O,O,X
JOZSTLI,O,X,X,O,O,O,O,X
JOZSITL,O,X,X,X,X,O,X,X
JOZSILT,O,X,X,X,X,X,X,X
JOZSLTI,O,X,X,O,O,O,O,X
JOZSLIT,O,X,X,O,X,X,X,X
STILJZO,X,O,O,X,X,X,X,X
STILJOZ,X,O,X,X,X,X,X,X
STILZJO,X,O,O,X,X,X,X,X
STILZOJ,X,O,O,X,X,X,X,X
STILOJZ,X,O,X,X,X,X,X,X
STILOZJ,X,O,X,X,X,X,X,X
STIJLZO,X,O,O,X,X,X,X,X
STIJLOZ,X,O,X,X,X,X,X,X
STIJZLO,X,O,X,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,X
STIJOLZ,X,O,X,X,X,X,X,X
STIJOZL,X,O,X,X,O,O,X,X
STIZLJO,X,O,X,X,X,X,X,X
STIZLOJ,X,O,X,X,X,X,X,X
STIZJLO,X,O,X,X,X,X,X,X
STIZJOL,X,O,X,X,X,X,X,X
STIZOLJ,X,O,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X
STIOLZJ,X,O,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X
STIOJZL,X,O,X,X,O,O,X,X
STIOZLJ,X,O,X,X,O,O,X,X
STIOZJL,X,O,X,X,O,O,X,X
STLIJZO,O,O,O,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,O
STLIZJO,X,O,O,X,X,X,X,X
STLIZOJ,X,O,O,X,X,X,X,X
STLIOJZ,X,O,X,X,X,X,X,X
STLIOZJ,X,O,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,O
STLJZIO,O,O,O,X,X,X,O,X
STLJZOI,O,O,O,X,X,X,O,O
STLJOIZ,O,O,X,O,X,X,X,O
STLJOZI,O,O,X,O,O,X,X,O
STLZIJO,O,O,O,X,X,X,O,X
STLZIOJ,O,O,O,X,X,X,O,X
STLZJIO,O,O,O,X,X,X,O,X
STLZJOI,O,O,O,X,X,X,O,O
STLZOIJ,O,X,X,X,X,X,O,X
STLZOJI,O,O,O,X,X,X,O,X
STLOIJZ,O,O,X,O,X,X,X,X
STLOIZJ,O,O,X,O,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,O
STLOJZI,O,O,X,O,O,X,X,O
STLOZIJ,O,X,X,O,O,X,X,X
STLOZJI,O,O,X,O,O,X,X,X
STJILZO,X,O,O,X,X,X,X,X
STJILOZ,X,O,X,X,X,X,X,X
STJIZLO,X,O,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X
STJIOLZ,X,O,X,X,X,X,X,X
STJIOZL,X,O,X,X,O,O,X,X
STJLIZO,O,O,O,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,O
STJLZIO,O,O,O,X,X,X,O,X
STJLZOI,O,O,O,X,X,X,O,O
STJLOIZ,O,O,X,O,X,X,X,O
STJLOZI,O,O,X,O,O,X,X,O
STJZILO,O,O,X,X,X,X,O,X
STJZIOL,O,O,X,X,X,X,O,X
STJZLIO,O,O,X,X,X,X,O,X
STJZLOI,O,O,X,X,X,X,O,X
STJZOIL,O,X,X,X,X,X,O,X
STJZOLI,O,O,X,X,X,X,O,X
STJOILZ,O,O,X,O,X,X,X,X
STJOIZL,O,O,X,X,O,O,X,X
STJOLIZ,O,O,X,O,X,X,X,X
STJOLZI,O,O,X,O,O,X,X,X
STJOZIL,O,X,X,X,O,O,X,X
STJOZLI,O,O,X,O,O,O,X,X
STZILJO,O,O,X,X,X,X,O,X
STZILOJ,O,O,X,X,X,X,O,X
STZIJLO,O,O,X,X,X,X,O,X
STZIJOL,O,O,X,X,X,X,O,X
STZIOLJ,O,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,O,X
STZLIJO,O,O,X,X,X,X,O,X
STZLIOJ,O,O,X,X,X,X,O,X
STZLJIO,O,O,X,X,X,X,O,X
STZLJOI,O,O,X,X,X,X,O,X
STZLOIJ,O,X,X,X,X,X,O,X
STZLOJI,O,O,X,X,X,X,O,X
STZJILO,O,O,X,X,X,X,O,X
STZJIOL,O,O,X,X,X,X,O,X
STZJLIO,O,O,X,X,X,X,O,X
STZJLOI,O,O,X,X,X,X,O,X
STZJOIL,O,X,X,X,X,X,O,X
STZJOLI,O,O,X,X,X,X,O,X
STZOILJ,O,X,X,X,X,X,X,X
STZOIJL,O,X,X,X,X,X,O,X
STZOLIJ,O,X,X,X,X,X,O,X
STZOLJI,O,O,X,X,X,X,O,X
STZOJIL,O,X,X,X,X,X,O,X
STZOJLI,O,O,X,X,X,X,O,X
STOILJZ,O,O,X,O,X,X,X,X
STOILZJ,O,O,X,O,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,X
STOIJZL,O,O,X,X,O,O,X,X
STOIZLJ,X,O,X,X,O,O,X,X
STOIZJL,O,O,X,X,O,O,X,X
STOLIJZ,O,O,X,O,X,X,X,X
STOLIZJ,O,O,X,O,X,X,X,X
STOLJIZ,O,O,X,O,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X
STOLZIJ,O,X,X,O,O,X,X,X
STOLZJI,O,O,X,O,O,X,X,X
STOJILZ,O,O,X,O,X,X,X,X
STOJIZL,O,O,X,X,O,O,X,X
STOJLIZ,O,O,X,O,X,X,X,X
STOJLZI,O,O,X,O,O,X,X,X
STOJZIL,O,X,X,X,O,O,X,X
STOJZLI,O,O,X,O,O,O,X,X
STOZILJ,O,X,X,X,O,O,X,X
STOZIJL,O,X,X,X,O,O,X,X
STOZLIJ,O,X,X,O,O,O,X,X
STOZLJI,O,O,X,O,O,O,X,X
STOZJIL,O,X,X,X,O,O,X,X
STOZJLI,O,O,X,O,O,O,X,X
SITLJZO,X,O,O,X,X,X,X,X
SITLJOZ,X,O,X,X,X,X,X,X
SITLZJO,X,O,O,X,X,X,X,X
SITLZOJ,X,O,O,X,X,X,X,X
SITLOJZ,X,O,X,X,X,X,X,X
SITLOZJ,X,O,X,X,X,X,X,X
SITJLZO,X,O,O,X,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X
SITZLJO,X,O,X,X,X,X,X,X
SITZLOJ,X,O,X,X,X,X,X,X
SITZJLO,X,O,X,X,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X
SITZOLJ,X,O,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X
SITOLZJ,X,O,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,X,X
SITOZJL,X,O,X,X,X,X,X,X
SILTJZO,O,O,O,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X
SILTZJO,X,O,O,X,X,X,X,X
SILTZOJ,X,O,O,X,X,X,X,X
SILTOJZ,X,O,X,X,X,X,X,X
SILTOZJ,X,O,X,X,X,X,X,X
SILJTZO,O,O,O,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X
SILJZTO,O,X,O,X,X,X,O,X
SILJZOT,O,X,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X
SILJOZT,O,X,O,X,X,X,X,X
SILZTJO,O,X,O,X,X,X,O,X
SILZTOJ,O,X,O,X,X,X,O,X
SILZJTO,O,X,O,X,X,X,O,X
SILZJOT,O,X,O,X,X,X,X,X
SILZOTJ,X,X,O,X,X,X,X,X
SILZOJT,O,X,O,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X
SILOJZT,O,X,O,X,X,X,X,X
SILOZTJ,O,X,O,X,X,X,X,X
SILOZJT,O,X,O,X,X,X,X,X
SIJTLZO,X,O,O,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X
SIJLZTO,O,X,O,X,X,X,O,X
SIJLZOT,O,X,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X
SIJLOZT,O,X,O,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X,O,X
SIJZLTO,O,X,O,X,X,X,O,X
SIJZLOT,O,X,O,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X
SIJZOLT,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X
SIJOLZT,O,X,O,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X
SIJOZLT,O,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,O,X
SIZTLOJ,O,O,X,X,X,X,O,X
SIZTJLO,O,O,X,X,X,X,O,X
SIZTJOL,O,O,X,X,X,X,O,X
SIZTOLJ,O,O,X,X,X,X,X,X
SIZTOJL,O,O,X,X,X,X,O,X
SIZLTJO,O,X,O,X,X,X,O,X
SIZLTOJ,O,X,O,X,X,X,O,X
SIZLJTO,O,X,O,X,X,X,O,X
SIZLJOT,O,X,O,X,X,X,X,X
SIZLOTJ,X,X,O,X,X,X,X,X
SIZLOJT,O,X,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,O,X
SIZJTOL,O,O,X,X,X,X,O,X
SIZJLTO,O,X,O,X,X,X,O,X
SIZJLOT,O,X,O,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,X,X
SIZOJTL,O,X,X,X,X,X,X,X
SIZOJLT,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X
SIOTJLZ,O,O,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X
SIOLZTJ,O,X,O,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,X,X,X,X
SIOJZLT,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X
SIOZJTL,O,X,X,X,X,X,X,X
SIOZJLT,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,O
SLTIZJO,X,O,O,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,X,X,X
SLTIOJZ,X,O,X,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,X,X
SLTJIZO,O,O,O,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,O
SLTJZIO,O,O,O,X,X,X,O,X
SLTJZOI,O,O,O,X,X,X,O,O
SLTJOIZ,O,O,X,O,X,X,X,O
SLTJOZI,O,O,X,O,O,X,X,O
SLTZIJO,O,O,O,X,X,X,O,X
SLTZIOJ,O,O,O,X,X,X,O,X
SLTZJIO,O,O,O,X,X,X,O,X
SLTZJOI,O,O,O,X,X,X,O,O
SLTZOIJ,O,X,X,X,X,X,O,X
SLTZOJI,O,O,O,X,X,X,O,X
SLTOIJZ,O,O,X,O,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,O
SLTOJZI,O,O,X,O,O,X,X,O
SLTOZIJ,O,X,X,O,O,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X
SLITJZO,O,O,O,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,X,O
SLITZJO,X,O,O,X,X,X,X,X
SLITZOJ,X,O,O,X,X,X,X,X
SLITOJZ,X,O,X,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,X,X
SLIJTZO,O,O,O,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,X,O
SLIJZTO,O,X,O,X,X,X,O,X
SLIJZOT,O,X,O,X,X,X,X,X
SLIJOTZ,O,X,X,O,X,X,X,X
SLIJOZT,O,X,O,O,X,X,X,X
SLIZTJO,O,X,O,X,X,X,O,X
SLIZTOJ,O,X,O,X,X,X,O,X
SLIZJTO,O,X,O,X,X,X,O,X
SLIZJOT,O,X,O,X,X,X,X,X
SLIZOTJ,X,X,O,X,X,X,X,X
SLIZOJT,O,X,O,X,X,X,X,X
SLIOTJZ,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,X,O,X,X,X,X
SLIOJTZ,O,X,X,O,X,X,X,X
SLIOJZT,O,X,O,O,X,X,X,X
SLIOZTJ,O,X,O,O,X,X,X,X
SLIOZJT,O,X,O,O,X,X,X,X
SLJTIZO,O,O,O,X,X,X,X,X
SLJTIOZ,O,O,X,X,X,X,X,O
SLJTZIO,O,O,O,X,X,X,O,X
SLJTZOI,O,O,O,X,X,X,O,O
SLJTOIZ,O,O,X,O,X,X,X,O
SLJTOZI,O,O,X,O,O,X,X,O
SLJITZO,O,O,O,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,O
SLJIZTO,O,X,O,X,X,X,O,X
SLJIZOT,O,X,O,X,X,X,X,X
SLJIOTZ,O,X,X,O,X,X,X,X
SLJIOZT,O,X,O,O,X,X,X,X
SLJZTIO,O,X,O,X,X,X,O,X
SLJZTOI,O,X,O,X,X,X,O,O
SLJZITO,O,X,O,X,X,X,O,X
SLJZIOT,O,X,O,X,X,X,X,X
SLJZOTI,O,X,O,X,X,X,O,X
SLJZOIT,O,X,O,X,X,X,X,X
SLJOTIZ,O,X,X,O,X,X,X,O
SLJOTZI,O,X,X,O,O,X,X,O
SLJOITZ,O,X,X,O,X,X,X,X
SLJOIZT,O,X,O,O,X,X,X,X
SLJOZTI,O,X,O,O,O,X,O,X
SLJOZIT,O,X,O,O,X,X,X,X
SLZTIJO,O,X,O,X,X,X,O,X
SLZTIOJ,O,X,O,X,X,X,O,X
SLZTJIO,O,X,O,X,X,X,O,X
SLZTJOI,O,X,O,X,X,X,O,O
SLZTOIJ,O,X,X,X,X,X,O,X
SLZTOJI,O,X,O,X,X,X,O,X
SLZITJO,O,X,O,X,X,X,O,X
SLZITOJ,O,X,O,X,X,X,O,X
SLZIJTO,O,X,O,X,X,X,O,X
SLZIJOT,O,X,O,X,X,X,X,X
SLZIOTJ,X,X,O,X,X,X,X,X
SLZIOJT,O,X,O,X,X,X,X,X
SLZJTIO,O,X,O,X,X,X,O,X
SLZJTOI,O,X,O,X,X,X,O,O
SLZJITO,O,X,O,X,X,X,O,X
SLZJIOT,O,X,O,X,X,X,X,X
SLZJOTI,O,X,O,X,X,X,O,X
SLZJOIT,O,X,O,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,X,O,X
SLZOTJI,O,X,O,X,X,X,O,X
SLZOITJ,O,X,O,X,X,X,X,X
SLZOIJT,O,X,O,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,O,X
SLZOJIT,O,X,O,X,X,X,X,X
SLOTIJZ,O,X,X,O,X,X,X,X
SLOTIZJ,O,X,X,O,X,X,X,X
SLOTJIZ,O,X,X,O,X,X,X,O
SLOTJZI,O,X,X,O,O,X,X,O
SLOTZIJ,O,X,X,O,O,X,X,X
SLOTZJI,O,X,X,O,O,X,X,X
SLOITJZ,O,X,X,O,X,X,X,X
SLOITZJ,O,X,X,O,X,X,X,X
SLOIJTZ,O,X,X,O,X,X,X,X
SLOIJZT,O,X,O,O,X,X,X,X
SLOIZTJ,O,X,O,O,X,X,X,X
SLOIZJT,O,X,O,O,X,X,X,X
SLOJTIZ,O,X,X,O,X,X,X,O
SLOJTZI,O,X,X,O,O,X,X,O
SLOJITZ,O,X,X,O,X,X,X,X
SLOJIZT,O,X,O,O,X,X,X,X
SLOJZTI,O,X,O,O,O,X,O,X
SLOJZIT,O,X,O,O,X,X,X,X
SLOZTIJ,O,X,X,O,O,X,O,X
SLOZTJI,O,X,O,O,O,X,O,X
SLOZITJ,O,X,O,O,X,X,X,X
SLOZIJT,O,X,O,O,X,X,X,X
SLOZJTI,O,X,O,O,O,X,O,X
SLOZJIT,O,X,O,O,X,X,X,X
SJTILZO,X,O,O,X,X,X,X,X
SJTILOZ,X,O,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X,X
SJTIOLZ,X,O,X,X,X,X,X,X
SJTIOZL,X,O,X,X,O,O,X,X
SJTLIZO,O,O,O,X,X,X,X,X
SJTLIOZ,O,O,X,X,X,X,X,O
SJTLZIO,O,O,O,X,X,X,O,X
SJTLZOI,O,O,O,X,X,X,O,O
SJTLOIZ,O,O,X,O,X,X,X,O
SJTLOZI,O,O,X,O,O,X,X,O
SJTZILO,O,O,X,X,X,X,O,X
SJTZIOL,O,O,X,X,X,X,O,X
SJTZLIO,O,O,X,X,X,X,O,X
SJTZLOI,O,O,X,X,X,X,O,X
SJTZOIL,O,X,X,X,X,X,O,X
SJTZOLI,O,O,X,X,X,X,O,X
SJTOILZ,O,O,X,O,X,X,X,X
SJTOIZL,O,O,X,X,O,O,X,X
SJTOLIZ,O,O,X,O,X,X,X,X
SJTOLZI,O,O,X,O,O,X,X,X
SJTOZIL,O,X,X,X,O,O,X,X
SJTOZLI,O,O,X,O,O,O,X,X
SJITLZO,X,O,O,X,X,X,X,X
SJITLOZ,X,O,X,X,X,X,X,X
SJITZLO,X,O,X,X,X,X,X,X
SJITZOL,X,O,X,X,X,X,X,X
SJITOLZ,X,O,X,X,X,X,X,X
SJITOZL,X,O,X,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,X,X
SJILTOZ,O,O,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,O,X
SJILZOT,O,X,O,X,X,X,X,X
SJILOTZ,O,X,X,X,X,X,X,X
SJILOZT,O,X,O,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,O,X
SJIZTOL,O,O,X,X,X,X,O,X
SJIZLTO,O,X,O,X,X,X,O,X
SJIZLOT,O,X,O,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X,X
SJIZOLT,O,X,X,X,X,X,X,X
SJIOTLZ,O,O,X,X,X,X,X,X
SJIOTZL,O,O,X,X,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X
SJIOZLT,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,X,X,X,X,X
SJLTIOZ,O,O,X,X,X,X,X,O
SJLTZIO,O,O,O,X,X,X,O,X
SJLTZOI,O,O,O,X,X,X,O,O
SJLTOIZ,O,O,X,O,X,X,X,O
SJLTOZI,O,O,X,O,O,X,X,O
SJLITZO,O,O,O,X,X,X,X,X
SJLITOZ,O,O,X,X,X,X,X,O
SJLIZTO,O,X,O,X,X,X,O,X
SJLIZOT,O,X,O,X,X,X,X,X
SJLIOTZ,O,X,X,O,X,X,X,X
SJLIOZT,O,X,O,O,X,X,X,X
SJLZTIO,O,X,O,X,X,X,O,X
SJLZTOI,O,X,O,X,X,X,O,O
SJLZITO,O,X,O,X,X,X,O,X
SJLZIOT,O,X,O,X,X,X,X,X
SJLZOTI,O,X,O,X,X,X,O,X
SJLZOIT,O,X,O,X,X,X,X,X
SJLOTIZ,O,X,X,O,X,X,X,O
SJLOTZI,O,X,X,O,O,X,X,O
SJLOITZ,O,X,X,O,X,X,X,X
SJLOIZT,O,X,O,O,X,X,X,X
SJLOZTI,O,X,O,O,O,X,O,X
SJLOZIT,O,X,O,O,X,X,X,X
SJZTILO,O,O,X,X,X,X,O,X
SJZTIOL,O,O,X,X,X,X,O,X
SJZTLIO,O,O,X,X,X,X,O,X
SJZTLOI,O,O,X,X,X,X,O,X
SJZTOIL,O,X,X,X,X,X,O,X
SJZTOLI,O,O,X,X,X,X,O,X
SJZITLO,O,O,X,X,X,X,O,X
SJZITOL,O,O,X,X,X,X,O,X
SJZILTO,O,X,O,X,X,X,O,X
SJZILOT,O,X,O,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X,X,X
SJZIOLT,O,X,X,X,X,X,X,X
SJZLTIO,O,X,O,X,X,X,O,X
SJZLTOI,O,X,O,X,X,X,O,X
SJZLITO,O,X,O,X,X,X,O,X
SJZLIOT,O,X,O,X,X,X,X,X
SJZLOTI,O,X,O,X,X,X,O,X
SJZLOIT,O,X,O,X,X,X,X,X
SJZOTIL,O,X,X,X,X,X,O,X
SJZOTLI,O,X,X,X,X,X,O,X
SJZOITL,O,X,X,X,X,X,X,X
SJZOILT,O,X,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,O,X
SJZOLIT,O,X,X,X,X,X,X,X
SJOTILZ,O,O,X,O,X,X,X,X
SJOTIZL,O,O,X,X,O,O,X,X
SJOTLIZ,O,O,X,O,X,X,X,X
SJOTLZI,O,O,X,O,O,X,X,X
SJOTZIL,O,X,X,X,O,O,X,X
SJOTZLI,O,O,X,O,O,O,X,X
SJOITLZ,O,O,X,O,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X
SJOILTZ,O,X,X,O,X,X,X,X
SJOILZT,O,X,O,O,X,X,X,X
SJOIZTL,O,X,X,X,X,X,X,X
SJOIZLT,O,X,X,X,X,X,X,X
SJOLTIZ,O,X,X,O,X,X,X,X
SJOLTZI,O,X,X,O,O,X,X,X
SJOLITZ,O,X,X,O,X,X,X,X
SJOLIZT,O,X,O,O,X,X,X,X
SJOLZTI,O,X,O,O,O,X,O,X
SJOLZIT,O,X,O,O,X,X,X,X
SJOZTIL,O,X,X,X,O,O,O,X
SJOZTLI,O,X,X,O,O,O,O,X
SJOZITL,O,X,X,X,X,O,X,X
SJOZILT,O,X,X,X,X,X,X,X
SJOZLTI,O,X,X,O,O,O,O,X
SJOZLIT,O,X,X,O,X,X,X,X
SZTILJO,O,O,X,X,X,X,O,X
SZTILOJ,O,O,X,X,X,X,O,X
SZTIJLO,O,O,X,X,X,X,O,X
SZTIJOL,O,O,X,X,X,X,O,X
SZTIOLJ,O,O,X,X,X,X,X,X
SZTIOJL,O,O,X,X,X,X,O,X
SZTLIJO,O,O,X,X,X,X,O,X
SZTLIOJ,O,O,X,X,X,X,O,X
SZTLJIO,O,O,X,X,X,X,O,X
SZTLJOI,O,O,X,X,X,X,O,X
SZTLOIJ,O,X,X,X,X,X,O,X
SZTLOJI,O,O,X,X,X,X,O,X
SZTJILO,O,O,X,X,X,X,O,X
SZTJIOL,O,O,X,X,X,X,O,X
SZTJLIO,O,O,X,X,X,X,O,X
SZTJLOI,O,O,X,X,X,X,O,X
SZTJOIL,O,X,X,X,X,X,O,X
SZTJOLI,O,O,X,X,X,X,O,X
SZTOILJ,O,X,X,X,X,X,X,X
SZTOIJL,O,X,X,X,X,X,O,X
SZTOLIJ,O,X,X,X,X,X,O,X
SZTOLJI,O,O,X,X,X,X,O,X
SZTOJIL,O,X,X,X,X,X,O,X
SZTOJLI,O,O,X,X,X,X,O,X
SZITLJO,O,O,X,X,X,X,O,X
SZITLOJ,O,O,X,X,X,X,O,X
SZITJLO,O,O,X,X,X,X,O,X
SZITJOL,O,O,X,X,X,X,O,X
SZITOLJ,O,O,X,X,X,X,X,X
