sequence,v115@IhA8HeB8AeD8CeG8AeB8Je3BJvhEicB+oBMlBzaBJa?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBilBshBXcBza?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEJaBalB3hBsgBzV?B,v115@IhA8HeB8AeD8CeG8AeB8Je+IJvhEThBPdBqNBMlBJa?B,v115@IhA8HeB8AeD8CeG8AeB8JeJ6IvhEuaBUhBvnBToBSj?B,v115@IhA8HeB8AeD8CeG8AeB8JeTIJvhEvnBUhBuaBJaBKL?B
ZJSLTOI,O,O,O,X,X,X
ZJSLITO,O,O,O,X,X,O
ZJSLIOT,O,O,O,X,O,O
ZJSLOTI,O,O,O,X,O,X
ZJSLOIT,O,O,O,X,O,O
ZJSOTIL,O,X,X,O,O,O
ZJSOTLI,O,X,X,O,O,X
ZJSOITL,O,X,X,O,O,O
ZJSOILT,O,O,O,O,O,O
ZJSOLTI,O,O,O,O,O,X
ZJSOLIT,O,O,O,O,O,O
ZJOTILS,X,O,X,X,X,O
ZJOTISL,O,X,X,O,O,O
ZJOTLIS,X,O,X,X,X,X
ZJOTLSI,X,O,X,X,X,X
ZJOTSIL,O,X,X,O,O,O
ZJOTSLI,O,X,X,O,O,X
ZJOITLS,X,O,X,X,X,O
ZJOITSL,O,X,X,O,O,O
ZJOILTS,X,O,O,X,X,O
ZJOILST,O,O,O,O,O,O
ZJOISTL,O,X,X,O,O,O
ZJOISLT,O,O,O,O,O,O
ZJOLTIS,X,O,O,X,X,X
ZJOLTSI,X,O,O,X,X,X
ZJOLITS,X,O,O,X,X,O
ZJOLIST,O,O,O,O,O,O
ZJOLSTI,O,O,O,O,O,X
ZJOLSIT,O,O,O,O,O,O
ZJOSTIL,O,X,X,O,O,O
ZJOSTLI,O,X,X,O,O,X
ZJOSITL,O,X,X,O,O,O
ZJOSILT,O,O,O,O,O,O
ZJOSLTI,O,O,O,O,O,X
ZJOSLIT,O,O,O,O,O,O
ZSTILJO,O,O,O,X,X,O
ZSTILOJ,O,O,O,X,X,O
ZSTIJLO,O,O,O,X,X,O
ZSTIJOL,O,X,X,X,O,O
ZSTIOLJ,O,X,X,X,O,O
ZSTIOJL,O,X,X,X,O,O
ZSTLIJO,O,O,O,X,X,X
ZSTLIOJ,O,O,O,X,X,X
ZSTLJIO,O,O,O,X,X,X
ZSTLJOI,O,O,O,X,X,X
ZSTLOIJ,O,O,O,X,X,X
ZSTLOJI,O,O,O,X,X,X
ZSTJILO,O,O,O,X,X,O
ZSTJIOL,O,X,X,X,O,O
ZSTJLIO,O,O,O,X,X,X
ZSTJLOI,O,O,O,X,X,X
ZSTJOIL,O,X,X,X,O,O
ZSTJOLI,O,X,X,X,O,X
ZSTOILJ,O,X,X,X,O,O
ZSTOIJL,O,X,X,X,O,O
ZSTOLIJ,O,X,X,X,O,X
ZSTOLJI,O,X,X,X,O,X
ZSTOJIL,O,X,X,X,O,O
ZSTOJLI,O,X,X,X,O,X
ZSITLJO,O,O,O,X,X,O
ZSITLOJ,O,O,O,X,X,O
ZSITJLO,O,O,O,X,X,O
ZSITJOL,O,X,X,X,O,O
ZSITOLJ,O,X,X,X,O,O
ZSITOJL,O,X,X,X,O,O
ZSILTJO,O,O,O,X,X,O
ZSILTOJ,O,O,O,X,X,O
ZSILJTO,O,O,O,X,X,O
ZSILJOT,O,O,O,X,O,O
ZSILOTJ,O,O,O,X,O,O
ZSILOJT,O,O,O,X,O,O
ZSIJTLO,O,O,O,X,X,O
ZSIJTOL,O,X,X,X,O,O
ZSIJLTO,O,O,O,X,X,O
ZSIJLOT,O,O,O,X,O,O
ZSIJOTL,O,X,X,O,O,O
ZSIJOLT,O,O,O,O,O,O
ZSIOTLJ,O,X,X,O,O,O
ZSIOTJL,O,X,X,O,O,O
ZSIOLTJ,O,O,O,O,O,O
ZSIOLJT,O,O,O,O,O,O
ZSIOJTL,O,X,X,O,O,O
ZSIOJLT,O,O,O,O,O,O
ZSLTIJO,O,O,O,X,X,X
ZSLTIOJ,O,O,O,X,X,X
ZSLTJIO,O,O,O,X,X,X
ZSLTJOI,O,O,O,X,X,X
ZSLTOIJ,O,O,O,X,X,X
ZSLTOJI,O,O,O,X,X,X
ZSLITJO,O,O,O,X,X,O
ZSLITOJ,O,O,O,X,X,O
ZSLIJTO,O,O,O,X,X,O
ZSLIJOT,O,O,O,X,O,O
ZSLIOTJ,O,O,O,X,O,O
ZSLIOJT,O,O,O,X,O,O
ZSLJTIO,O,O,O,X,X,X
ZSLJTOI,O,O,O,X,X,X
ZSLJITO,O,O,O,X,X,O
ZSLJIOT,O,O,O,X,O,O
ZSLJOTI,O,O,O,X,O,X
ZSLJOIT,O,O,O,X,O,O
ZSLOTIJ,O,O,O,X,O,X
ZSLOTJI,O,O,O,X,O,X
ZSLOITJ,O,O,O,X,O,O
ZSLOIJT,O,O,O,X,O,O
ZSLOJTI,O,O,O,X,O,X
ZSLOJIT,O,O,O,X,O,O
ZSJTILO,O,O,O,X,X,O
ZSJTIOL,O,X,X,X,O,O
ZSJTLIO,O,O,O,X,X,X
ZSJTLOI,O,O,O,X,X,X
ZSJTOIL,O,X,X,X,O,O
ZSJTOLI,O,X,X,X,O,X
ZSJITLO,O,O,O,X,X,O
ZSJITOL,O,X,X,X,O,O
ZSJILTO,O,O,O,X,X,O
ZSJILOT,O,O,O,X,O,O
ZSJIOTL,O,X,X,O,O,O
ZSJIOLT,O,O,O,O,O,O
ZSJLTIO,O,O,O,X,X,X
ZSJLTOI,O,O,O,X,X,X
ZSJLITO,O,O,O,X,X,O
ZSJLIOT,O,O,O,X,O,O
ZSJLOTI,O,O,O,X,O,X
ZSJLOIT,O,O,O,X,O,O
ZSJOTIL,O,X,X,O,O,O
ZSJOTLI,O,X,X,O,O,X
ZSJOITL,O,X,X,O,O,O
ZSJOILT,O,O,O,O,O,O
ZSJOLTI,O,O,O,O,O,X
ZSJOLIT,O,O,O,O,O,O
ZSOTILJ,O,X,X,O,O,O
ZSOTIJL,O,X,X,O,O,O
ZSOTLIJ,O,X,X,O,O,X
ZSOTLJI,O,X,X,O,O,X
ZSOTJIL,O,X,X,O,O,O
ZSOTJLI,O,X,X,O,O,X
ZSOITLJ,O,X,X,O,O,O
ZSOITJL,O,X,X,O,O,O
ZSOILTJ,O,O,O,O,O,O
ZSOILJT,O,O,O,O,O,O
ZSOIJTL,O,X,X,O,O,O
ZSOIJLT,O,O,O,O,O,O
ZSOLTIJ,O,O,O,O,O,X
ZSOLTJI,O,O,O,O,O,X
ZSOLITJ,O,O,O,O,O,O
ZSOLIJT,O,O,O,O,O,O
ZSOLJTI,O,O,O,O,O,X
ZSOLJIT,O,O,O,O,O,O
ZSOJTIL,O,X,X,O,O,O
ZSOJTLI,O,X,X,O,O,X
ZSOJITL,O,X,X,O,O,O
ZSOJILT,O,O,O,O,O,O
ZSOJLTI,O,O,O,O,O,X
ZSOJLIT,O,O,O,O,O,O
ZOTILJS,X,O,X,X,X,O
ZOTILSJ,X,O,X,X,X,O
ZOTIJLS,X,O,X,X,X,O
ZOTIJSL,O,X,X,O,O,O
ZOTISLJ,O,X,X,O,O,O
ZOTISJL,O,X,X,O,O,O
ZOTLIJS,X,O,X,X,X,X
ZOTLISJ,X,O,X,X,X,X
ZOTLJIS,X,O,X,X,X,X
ZOTLJSI,X,O,X,X,X,X
ZOTLSIJ,X,O,X,X,X,X
ZOTLSJI,X,O,X,X,X,X
ZOTJILS,X,O,X,X,X,O
ZOTJISL,O,X,X,O,O,O
ZOTJLIS,X,O,X,X,X,X
ZOTJLSI,X,O,X,X,X,X
ZOTJSIL,O,X,X,O,O,O
ZOTJSLI,O,X,X,O,O,X
ZOTSILJ,O,X,X,O,O,O
ZOTSIJL,O,X,X,O,O,O
ZOTSLIJ,O,X,X,O,O,X
ZOTSLJI,O,X,X,O,O,X
ZOTSJIL,O,X,X,O,O,O
ZOTSJLI,O,X,X,O,O,X
ZOITLJS,X,O,X,X,X,O
ZOITLSJ,X,O,X,X,X,O
ZOITJLS,X,O,X,X,X,O
ZOITJSL,O,X,X,O,O,O
ZOITSLJ,O,X,X,O,O,O
ZOITSJL,O,X,X,O,O,O
ZOILTJS,X,O,O,X,X,O
ZOILTSJ,X,O,O,X,X,O
ZOILJTS,X,O,O,X,X,O
ZOILJST,O,O,O,O,O,O
ZOILSTJ,O,O,O,O,O,O
ZOILSJT,O,O,O,O,O,O
ZOIJTLS,X,O,X,X,X,O
ZOIJTSL,O,X,X,O,O,O
ZOIJLTS,X,O,O,X,X,O
ZOIJLST,O,O,O,O,O,O
ZOIJSTL,O,X,X,O,O,O
ZOIJSLT,O,O,O,O,O,O
ZOISTLJ,O,X,X,O,O,O
ZOISTJL,O,X,X,O,O,O
ZOISLTJ,O,O,O,O,O,O
ZOISLJT,O,O,O,O,O,O
ZOISJTL,O,X,X,O,O,O
ZOISJLT,O,O,O,O,O,O
ZOLTIJS,X,O,O,X,X,X
ZOLTISJ,X,O,O,X,X,X
ZOLTJIS,X,O,O,X,X,X
ZOLTJSI,X,O,O,X,X,X
ZOLTSIJ,X,O,O,X,X,X
ZOLTSJI,X,O,O,X,X,X
ZOLITJS,X,O,O,X,X,O
ZOLITSJ,X,O,O,X,X,O
ZOLIJTS,X,O,O,X,X,O
ZOLIJST,O,O,O,O,O,O
ZOLISTJ,O,O,O,O,O,O
ZOLISJT,O,O,O,O,O,O
ZOLJTIS,X,O,O,X,X,X
ZOLJTSI,X,O,O,X,X,X
ZOLJITS,X,O,O,X,X,O
ZOLJIST,O,O,O,O,O,O
ZOLJSTI,O,O,O,O,O,X
ZOLJSIT,O,O,O,O,O,O
ZOLSTIJ,O,O,O,O,O,X
ZOLSTJI,O,O,O,O,O,X
ZOLSITJ,O,O,O,O,O,O
ZOLSIJT,O,O,O,O,O,O
ZOLSJTI,O,O,O,O,O,X
ZOLSJIT,O,O,O,O,O,O
ZOJTILS,X,O,X,X,X,O
ZOJTISL,O,X,X,O,O,O
ZOJTLIS,X,O,X,X,X,X
ZOJTLSI,X,O,X,X,X,X
ZOJTSIL,O,X,X,O,O,O
ZOJTSLI,O,X,X,O,O,X
ZOJITLS,X,O,X,X,X,O
ZOJITSL,O,X,X,O,O,O
ZOJILTS,X,O,O,X,X,O
ZOJILST,O,O,O,O,O,O
ZOJISTL,O,X,X,O,O,O
ZOJISLT,O,O,O,O,O,O
ZOJLTIS,X,O,O,X,X,X
ZOJLTSI,X,O,O,X,X,X
ZOJLITS,X,O,O,X,X,O
ZOJLIST,O,O,O,O,O,O
ZOJLSTI,O,O,O,O,O,X
ZOJLSIT,O,O,O,O,O,O
ZOJSTIL,O,X,X,O,O,O
ZOJSTLI,O,X,X,O,O,X
ZOJSITL,O,X,X,O,O,O
ZOJSILT,O,O,O,O,O,O
ZOJSLTI,O,O,O,O,O,X
ZOJSLIT,O,O,O,O,O,O
ZOSTILJ,O,X,X,O,O,O
ZOSTIJL,O,X,X,O,O,O
ZOSTLIJ,O,X,X,O,O,X
ZOSTLJI,O,X,X,O,O,X
ZOSTJIL,O,X,X,O,O,O
ZOSTJLI,O,X,X,O,O,X
ZOSITLJ,O,X,X,O,O,O
ZOSITJL,O,X,X,O,O,O
ZOSILTJ,O,O,O,O,O,O
ZOSILJT,O,O,O,O,O,O
ZOSIJTL,O,X,X,O,O,O
ZOSIJLT,O,O,O,O,O,O
ZOSLTIJ,O,O,O,O,O,X
ZOSLTJI,O,O,O,O,O,X
ZOSLITJ,O,O,O,O,O,O
ZOSLIJT,O,O,O,O,O,O
ZOSLJTI,O,O,O,O,O,X
ZOSLJIT,O,O,O,O,O,O
ZOSJTIL,O,X,X,O,O,O
ZOSJTLI,O,X,X,O,O,X
ZOSJITL,O,X,X,O,O,O
ZOSJILT,O,O,O,O,O,O
ZOSJLTI,O,O,O,O,O,X
ZOSJLIT,O,O,O,O,O,O
OTILJSZ,X,O,X,X,X,O
OTILJZS,X,O,X,X,X,O
OTILSJZ,X,O,X,X,X,O
OTILSZJ,X,O,X,X,X,O
OTILZJS,X,O,X,X,X,O
OTILZSJ,X,O,X,X,X,O
OTIJLSZ,X,O,X,X,X,O
OTIJLZS,X,O,X,X,X,O
OTIJSLZ,X,X,X,O,O,O
OTIJSZL,X,X,X,O,O,O
OTIJZLS,X,O,X,X,X,O
OTIJZSL,X,X,X,O,O,O
OTISLJZ,X,X,X,O,O,O
OTISLZJ,X,X,X,O,O,O
OTISJLZ,X,X,X,O,O,O
OTISJZL,X,X,X,O,O,O
OTISZLJ,X,X,X,O,O,O
OTISZJL,X,X,X,O,O,O
OTIZLJS,X,O,X,X,X,O
OTIZLSJ,X,O,X,X,X,O
OTIZJLS,X,O,X,X,X,O
OTIZJSL,X,X,X,O,O,O
OTIZSLJ,X,X,X,O,O,O
OTIZSJL,X,X,X,O,O,O
OTLIJSZ,X,O,X,X,X,X
OTLIJZS,X,O,X,X,X,X
OTLISJZ,X,O,X,X,X,X
OTLISZJ,X,O,X,X,X,X
OTLIZJS,X,O,X,X,X,X
OTLIZSJ,X,O,X,X,X,X
OTLJISZ,X,O,X,X,X,X
OTLJIZS,X,O,X,X,X,X
OTLJSIZ,X,O,X,X,X,X
OTLJSZI,X,O,X,X,X,X
OTLJZIS,X,O,X,X,X,X
OTLJZSI,X,O,X,X,X,X
OTLSIJZ,X,O,X,X,X,X
OTLSIZJ,X,O,X,X,X,X
OTLSJIZ,X,O,X,X,X,X
OTLSJZI,X,O,X,X,X,X
OTLSZIJ,X,O,X,X,X,X
OTLSZJI,X,O,X,X,X,X
OTLZIJS,X,O,X,X,X,X
OTLZISJ,X,O,X,X,X,X
OTLZJIS,X,O,X,X,X,X
OTLZJSI,X,O,X,X,X,X
OTLZSIJ,X,O,X,X,X,X
OTLZSJI,X,O,X,X,X,X
OTJILSZ,X,O,X,X,X,O
OTJILZS,X,O,X,X,X,O
OTJISLZ,X,X,X,O,O,O
OTJISZL,X,X,X,O,O,O
OTJIZLS,X,O,X,X,X,O
OTJIZSL,X,X,X,O,O,O
OTJLISZ,X,O,X,X,X,X
OTJLIZS,X,O,X,X,X,X
OTJLSIZ,X,O,X,X,X,X
OTJLSZI,X,O,X,X,X,X
OTJLZIS,X,O,X,X,X,X
OTJLZSI,X,O,X,X,X,X
OTJSILZ,X,X,X,O,O,O
OTJSIZL,X,X,X,O,O,O
OTJSLIZ,X,X,X,O,O,X
OTJSLZI,X,X,X,O,O,X
OTJSZIL,X,X,X,O,O,O
OTJSZLI,X,X,X,O,O,X
OTJZILS,X,O,X,X,X,O
OTJZISL,X,X,X,O,O,O
OTJZLIS,X,O,X,X,X,X
OTJZLSI,X,O,X,X,X,X
OTJZSIL,X,X,X,O,O,O
OTJZSLI,X,X,X,O,O,X
OTSILJZ,X,X,X,O,O,O
OTSILZJ,X,X,X,O,O,O
OTSIJLZ,X,X,X,O,O,O
OTSIJZL,X,X,X,O,O,O
OTSIZLJ,X,X,X,O,O,O
OTSIZJL,X,X,X,O,O,O
OTSLIJZ,X,X,X,O,O,X
OTSLIZJ,X,X,X,O,O,X
OTSLJIZ,X,X,X,O,O,X
OTSLJZI,X,X,X,O,O,X
OTSLZIJ,X,X,X,O,O,X
OTSLZJI,X,X,X,O,O,X
OTSJILZ,X,X,X,O,O,O
OTSJIZL,X,X,X,O,O,O
OTSJLIZ,X,X,X,O,O,X
OTSJLZI,X,X,X,O,O,X
OTSJZIL,X,X,X,O,O,O
OTSJZLI,X,X,X,O,O,X
OTSZILJ,X,X,X,O,O,O
OTSZIJL,X,X,X,O,O,O
OTSZLIJ,X,X,X,O,O,X
OTSZLJI,X,X,X,O,O,X
OTSZJIL,X,X,X,O,O,O
OTSZJLI,X,X,X,O,O,X
OTZILJS,X,O,X,X,X,O
OTZILSJ,X,O,X,X,X,O
OTZIJLS,X,O,X,X,X,O
OTZIJSL,X,X,X,O,O,O
OTZISLJ,X,X,X,O,O,O
OTZISJL,X,X,X,O,O,O
OTZLIJS,X,O,X,X,X,X
OTZLISJ,X,O,X,X,X,X
OTZLJIS,X,O,X,X,X,X
OTZLJSI,X,O,X,X,X,X
OTZLSIJ,X,O,X,X,X,X
OTZLSJI,X,O,X,X,X,X
OTZJILS,X,O,X,X,X,O
OTZJISL,X,X,X,O,O,O
OTZJLIS,X,O,X,X,X,X
OTZJLSI,X,O,X,X,X,X
OTZJSIL,X,X,X,O,O,O
OTZJSLI,X,X,X,O,O,X
OTZSILJ,X,X,X,O,O,O
OTZSIJL,X,X,X,O,O,O
OTZSLIJ,X,X,X,O,O,X
OTZSLJI,X,X,X,O,O,X
OTZSJIL,X,X,X,O,O,O
OTZSJLI,X,X,X,O,O,X
OITLJSZ,X,O,X,X,X,O
OITLJZS,X,O,X,X,X,O
OITLSJZ,X,O,X,X,X,O
OITLSZJ,X,O,X,X,X,O
OITLZJS,X,O,X,X,X,O
OITLZSJ,X,O,X,X,X,O
OITJLSZ,X,O,X,X,X,O
OITJLZS,X,O,X,X,X,O
OITJSLZ,X,X,X,O,O,O
OITJSZL,X,X,X,O,O,O
OITJZLS,X,O,X,X,X,O
OITJZSL,X,X,X,O,O,O
OITSLJZ,X,X,X,O,O,O
OITSLZJ,X,X,X,O,O,O
OITSJLZ,X,X,X,O,O,O
OITSJZL,X,X,X,O,O,O
OITSZLJ,X,X,X,O,O,O
OITSZJL,X,X,X,O,O,O
OITZLJS,X,O,X,X,X,O
OITZLSJ,X,O,X,X,X,O
OITZJLS,X,O,X,X,X,O
OITZJSL,X,X,X,O,O,O
OITZSLJ,X,X,X,O,O,O
OITZSJL,X,X,X,O,O,O
OILTJSZ,X,O,O,X,X,O
OILTJZS,X,O,O,X,X,O
OILTSJZ,X,O,O,X,X,O
OILTSZJ,X,O,O,X,X,O
OILTZJS,X,O,O,X,X,O
OILTZSJ,X,O,O,X,X,O
OILJTSZ,X,O,O,X,X,O
OILJTZS,X,O,O,X,X,O
OILJSTZ,X,O,O,O,O,O
OILJSZT,X,O,O,O,O,O
OILJZTS,X,O,O,X,X,O
OILJZST,X,O,O,O,O,O
OILSTJZ,X,O,O,O,O,O
OILSTZJ,X,O,O,O,O,O
OILSJTZ,X,O,O,O,O,O
OILSJZT,X,O,O,O,O,O
OILSZTJ,X,O,O,O,O,O
OILSZJT,X,O,O,O,O,O
OILZTJS,X,O,O,X,X,O
OILZTSJ,X,O,O,X,X,O
OILZJTS,X,O,O,X,X,O
OILZJST,X,O,O,O,O,O
OILZSTJ,X,O,O,O,O,O
OILZSJT,X,O,O,O,O,O
OIJTLSZ,X,O,X,X,X,O
OIJTLZS,X,O,X,X,X,O
OIJTSLZ,X,X,X,O,O,O
OIJTSZL,X,X,X,O,O,O
OIJTZLS,X,O,X,X,X,O
OIJTZSL,X,X,X,O,O,O
OIJLTSZ,X,O,O,X,X,O
OIJLTZS,X,O,O,X,X,O
OIJLSTZ,X,O,O,O,O,O
OIJLSZT,X,O,O,O,O,O
OIJLZTS,X,O,O,X,X,O
OIJLZST,X,O,O,O,O,O
OIJSTLZ,X,X,X,O,O,O
OIJSTZL,X,X,X,O,O,O
OIJSLTZ,X,O,O,O,O,O
OIJSLZT,O,O,O,O,O,O
OIJSZTL,O,X,X,O,O,O
OIJSZLT,O,O,O,O,O,O
OIJZTLS,X,O,X,X,X,O
OIJZTSL,O,X,X,O,O,O
OIJZLTS,X,O,O,X,X,O
OIJZLST,O,O,O,O,O,O
OIJZSTL,O,X,X,O,O,O
OIJZSLT,O,O,O,O,O,O
OISTLJZ,X,X,X,O,O,O
OISTLZJ,X,X,X,O,O,O
OISTJLZ,X,X,X,O,O,O
OISTJZL,X,X,X,O,O,O
OISTZLJ,X,X,X,O,O,O
OISTZJL,X,X,X,O,O,O
OISLTJZ,X,O,O,O,O,O
OISLTZJ,X,O,O,O,O,O
OISLJTZ,X,O,O,O,O,O
OISLJZT,O,O,O,O,O,O
OISLZTJ,O,O,O,O,O,O
OISLZJT,O,O,O,O,O,O
OISJTLZ,X,X,X,O,O,O
OISJTZL,X,X,X,O,O,O
OISJLTZ,X,O,O,O,O,O
OISJLZT,O,O,O,O,O,O
OISJZTL,O,X,X,O,O,O
OISJZLT,O,O,O,O,O,O
OISZTLJ,O,X,X,O,O,O
OISZTJL,O,X,X,O,O,O
OISZLTJ,O,O,O,O,O,O
OISZLJT,O,O,O,O,O,O
OISZJTL,O,X,X,O,O,O
OISZJLT,O,O,O,O,O,O
OIZTLJS,X,O,X,X,X,O
OIZTLSJ,X,O,X,X,X,O
OIZTJLS,X,O,X,X,X,O
OIZTJSL,O,X,X,O,O,O
OIZTSLJ,O,X,X,O,O,O
OIZTSJL,O,X,X,O,O,O
OIZLTJS,X,O,O,X,X,O
OIZLTSJ,X,O,O,X,X,O
OIZLJTS,X,O,O,X,X,O
OIZLJST,O,O,O,O,O,O
OIZLSTJ,O,O,O,O,O,O
OIZLSJT,O,O,O,O,O,O
OIZJTLS,X,O,X,X,X,O
OIZJTSL,O,X,X,O,O,O
OIZJLTS,X,O,O,X,X,O
OIZJLST,O,O,O,O,O,O
OIZJSTL,O,X,X,O,O,O
OIZJSLT,O,O,O,O,O,O
OIZSTLJ,O,X,X,O,O,O
OIZSTJL,O,X,X,O,O,O
OIZSLTJ,O,O,O,O,O,O
OIZSLJT,O,O,O,O,O,O
OIZSJTL,O,X,X,O,O,O
OIZSJLT,O,O,O,O,O,O
OLTIJSZ,X,O,O,X,X,X
OLTIJZS,X,O,O,X,X,X
OLTISJZ,X,O,O,X,X,X
OLTISZJ,X,O,O,X,X,X
OLTIZJS,X,O,O,X,X,X
OLTIZSJ,X,O,O,X,X,X
OLTJISZ,X,O,O,X,X,X
OLTJIZS,X,O,O,X,X,X
OLTJSIZ,X,O,O,X,X,X
OLTJSZI,X,O,O,X,X,X
OLTJZIS,X,O,O,X,X,X
OLTJZSI,X,O,O,X,X,X
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,X,O,O,X,X,X
OLTSJIZ,X,O,O,X,X,X
OLTSJZI,X,O,O,X,X,X
OLTSZIJ,X,O,O,X,X,X
OLTSZJI,X,O,O,X,X,X
OLTZIJS,X,O,O,X,X,X
OLTZISJ,X,O,O,X,X,X
OLTZJIS,X,O,O,X,X,X
OLTZJSI,X,O,O,X,X,X
OLTZSIJ,X,O,O,X,X,X
OLTZSJI,X,O,O,X,X,X
OLITJSZ,X,O,O,X,X,O
OLITJZS,X,O,O,X,X,O
OLITSJZ,X,O,O,X,X,O
OLITSZJ,X,O,O,X,X,O
OLITZJS,X,O,O,X,X,O
OLITZSJ,X,O,O,X,X,O
OLIJTSZ,X,O,O,X,X,O
OLIJTZS,X,O,O,X,X,O
OLIJSTZ,X,O,O,O,O,O
OLIJSZT,X,O,O,O,O,O
OLIJZTS,X,O,O,X,X,O
OLIJZST,X,O,O,O,O,O
OLISTJZ,X,O,O,O,O,O
OLISTZJ,X,O,O,O,O,O
OLISJTZ,X,O,O,O,O,O
OLISJZT,X,O,O,O,O,O
OLISZTJ,X,O,O,O,O,O
OLISZJT,X,O,O,O,O,O
OLIZTJS,X,O,O,X,X,O
OLIZTSJ,X,O,O,X,X,O
OLIZJTS,X,O,O,X,X,O
OLIZJST,X,O,O,O,O,O
OLIZSTJ,X,O,O,O,O,O
OLIZSJT,X,O,O,O,O,O
OLJTISZ,X,O,O,X,X,X
OLJTIZS,X,O,O,X,X,X
OLJTSIZ,X,O,O,X,X,X
OLJTSZI,X,O,O,X,X,X
OLJTZIS,X,O,O,X,X,X
OLJTZSI,X,O,O,X,X,X
OLJITSZ,X,O,O,X,X,O
OLJITZS,X,O,O,X,X,O
OLJISTZ,X,O,O,O,O,O
OLJISZT,X,O,O,O,O,O
OLJIZTS,X,O,O,X,X,O
OLJIZST,X,O,O,O,O,O
OLJSTIZ,X,O,O,O,O,X
OLJSTZI,X,O,O,O,O,X
OLJSITZ,X,O,O,O,O,O
OLJSIZT,X,O,O,O,O,O
OLJSZTI,X,O,O,O,O,X
OLJSZIT,X,O,O,O,O,O
OLJZTIS,X,O,O,X,X,X
OLJZTSI,X,O,O,X,X,X
OLJZITS,X,O,O,X,X,O
OLJZIST,X,O,O,O,O,O
OLJZSTI,X,O,O,O,O,X
OLJZSIT,X,O,O,O,O,O
OLSTIJZ,X,O,O,O,O,X
OLSTIZJ,X,O,O,O,O,X
OLSTJIZ,X,O,O,O,O,X
OLSTJZI,X,O,O,O,O,X
OLSTZIJ,X,O,O,O,O,X
OLSTZJI,X,O,O,O,O,X
OLSITJZ,X,O,O,O,O,O
OLSITZJ,X,O,O,O,O,O
OLSIJTZ,X,O,O,O,O,O
OLSIJZT,X,O,O,O,O,O
OLSIZTJ,X,O,O,O,O,O
OLSIZJT,X,O,O,O,O,O
OLSJTIZ,X,O,O,O,O,X
OLSJTZI,X,O,O,O,O,X
OLSJITZ,X,O,O,O,O,O
OLSJIZT,X,O,O,O,O,O
OLSJZTI,X,O,O,O,O,X
OLSJZIT,X,O,O,O,O,O
OLSZTIJ,X,O,O,O,O,X
OLSZTJI,X,O,O,O,O,X
OLSZITJ,X,O,O,O,O,O
OLSZIJT,X,O,O,O,O,O
OLSZJTI,X,O,O,O,O,X
OLSZJIT,X,O,O,O,O,O
OLZTIJS,X,O,O,X,X,X
OLZTISJ,X,O,O,X,X,X
OLZTJIS,X,O,O,X,X,X
OLZTJSI,X,O,O,X,X,X
OLZTSIJ,X,O,O,X,X,X
OLZTSJI,X,O,O,X,X,X
OLZITJS,X,O,O,X,X,O
OLZITSJ,X,O,O,X,X,O
OLZIJTS,X,O,O,X,X,O
OLZIJST,X,O,O,O,O,O
OLZISTJ,X,O,O,O,O,O
OLZISJT,X,O,O,O,O,O
OLZJTIS,X,O,O,X,X,X
OLZJTSI,X,O,O,X,X,X
OLZJITS,X,O,O,X,X,O
OLZJIST,X,O,O,O,O,O
OLZJSTI,X,O,O,O,O,X
OLZJSIT,X,O,O,O,O,O
OLZSTIJ,X,O,O,O,O,X
OLZSTJI,X,O,O,O,O,X
OLZSITJ,X,O,O,O,O,O
OLZSIJT,X,O,O,O,O,O
OLZSJTI,X,O,O,O,O,X
OLZSJIT,X,O,O,O,O,O
OJTILSZ,X,O,X,X,X,O
OJTILZS,X,O,X,X,X,O
OJTISLZ,X,X,X,O,O,O
OJTISZL,X,X,X,O,O,O
OJTIZLS,X,O,X,X,X,O
OJTIZSL,X,X,X,O,O,O
OJTLISZ,X,O,X,X,X,X
OJTLIZS,X,O,X,X,X,X
OJTLSIZ,X,O,X,X,X,X
OJTLSZI,X,O,X,X,X,X
OJTLZIS,X,O,X,X,X,X
OJTLZSI,X,O,X,X,X,X
OJTSILZ,X,X,X,O,O,O
OJTSIZL,X,X,X,O,O,O
OJTSLIZ,X,X,X,O,O,X
OJTSLZI,X,X,X,O,O,X
OJTSZIL,X,X,X,O,O,O
OJTSZLI,X,X,X,O,O,X
OJTZILS,X,O,X,X,X,O
OJTZISL,X,X,X,O,O,O
OJTZLIS,X,O,X,X,X,X
OJTZLSI,X,O,X,X,X,X
OJTZSIL,X,X,X,O,O,O
OJTZSLI,X,X,X,O,O,X
OJITLSZ,X,O,X,X,X,O
OJITLZS,X,O,X,X,X,O
OJITSLZ,X,X,X,O,O,O
OJITSZL,X,X,X,O,O,O
OJITZLS,X,O,X,X,X,O
OJITZSL,X,X,X,O,O,O
OJILTSZ,X,O,O,X,X,O
OJILTZS,X,O,O,X,X,O
OJILSTZ,X,O,O,O,O,O
OJILSZT,X,O,O,O,O,O
OJILZTS,X,O,O,X,X,O
OJILZST,X,O,O,O,O,O
OJISTLZ,X,X,X,O,O,O
OJISTZL,X,X,X,O,O,O
OJISLTZ,X,O,O,O,O,O
OJISLZT,O,O,O,O,O,O
OJISZTL,O,X,X,O,O,O
