sequence,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv+jFDK+AAAvhFzhB1lBXeBsfBOfBxhB,v115@RhE8AeJ8AeC8JeSIYaAFLDmClcJSAVDEHBEooRBMoA?VBv3ntCpOBAAvhFzhB0gB2kBXjBxhBlfB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBUtPFDpCBAAvhF1lB3fB+jBsiBxhBifB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VB6/9tCM+AAAvhF0fBGjBlgBXjBifBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/lFDM+AAAvhF3gBGiBlfB0hBifBxiB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBz/TFDU+AAAvhF3gBGiBifB0hBlfBxiB,v115@RhE8AeJ8AeC8JeUCYaAFLDmClcJSAVDEHBEooRBaoA?VBJNUPCvOBAAvhFxkBfjB6jB2gBTaBlhB,v115@RhE8AeJ8AeC8JexHYaAFLDmClcJSAVDEHBEooRBJoA?VBTHUFDqOBAAvhF3gBTeBSiBsfBOfBlhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjxCM+AAAvhF3gB+jBsiBlfBifBxhB,v115@RhE8AeJ8AeC8JezBYaAFLDmClcJSAVDEHBEooRBPoA?VBzfjWCU+AAAvhF3gB+jBsiBifBlfBxhB,v115@RhE8AeJ8AeC8JeTDYaAFLDmClcJSAVDEHBEooRBPoA?VBsX+tCK+AAAvhFSnB0cBlgB3aB2kBxiB,v115@RhE8AeJ8AeC8JeXCYaAFLDmClcJSAVDEHBEooRBToA?VBp3HgC0CBAAvhFxkBUeB2gBTaBlcBSoB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+LgC6OBAAvhF+jBRiBKfBzaB0hBliB,v115@RhE8AeJ8AeC8Je3AYaAFLDmClcJSAVDEHBEooRBToA?VBK+TFDvOBAAvhF+jBRiByfB0hBTfBliB,v115@RhE8AeJ8AeC8JeUDYaAFLDmClcJSAVDEHBEooRBaoA?VBUubgCqCBAAvhFVnBxkB3cBTaBGeBibB,v115@RhE8AeJ8AeC8JeVHYaAFLDmClcJSAVDEHBEooRBUoA?VBK3TWCa+AAAvhF+jBzdB3cBKfBUgBRbB
LIJZSTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIJZSOT,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O
LIJZOTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
LIJZOST,O,O,X,X,X,X,O,O,X,O,X,X,O,X,O,O
LIJOTSZ,X,O,X,X,X,O,O,X,X,X,X,O,O,X,O,O
LIJOTZS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIJOSTZ,X,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIJOSZT,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LIJOZTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,O,O
LIJOZST,O,O,X,X,X,O,O,O,X,O,X,X,O,X,O,O
LISTJZO,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LISTJOZ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LISTZJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISTZOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISTOJZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LISTOZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISJTZO,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
LISJTOZ,X,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X
LISJZTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LISJZOT,O,O,X,X,X,X,O,O,X,O,X,O,O,X,X,X
LISJOTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LISJOZT,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LISZTJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISZTOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISZJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISZJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISZOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISZOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISOTJZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,O,X
LISOTZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISOJTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LISOJZT,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LISOZTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,O,X
LISOZJT,O,O,X,X,X,O,O,O,X,X,X,O,X,X,O,X
LIZTJSO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZTJOS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZTSJO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZTSOJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZTOJS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZTOSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZJTSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZJTOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZJSTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZJSOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZJOTS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LIZJOST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZSTJO,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZSTOJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZSJTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZSJOT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZSOTJ,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZSOJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LIZOTJS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZOTSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZOJTS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,O
LIZOJST,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LIZOSTJ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
LIZOSJT,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LIOTJSZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
LIOTJZS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOTSJZ,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X
LIOTSZJ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
LIOTZJS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOTZSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOJTSZ,O,O,X,X,X,O,O,X,X,X,O,O,O,X,O,X
LIOJTZS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOJSTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIOJSZT,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LIOJZTS,O,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X
LIOJZST,O,O,X,X,X,O,O,O,X,O,X,X,O,X,O,X
LIOSTJZ,O,O,X,X,X,O,O,X,X,X,O,O,X,X,O,X
LIOSTZJ,O,O,X,X,X,X,O,O,X,X,O,O,X,X,O,X
LIOSJTZ,O,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X
LIOSJZT,O,O,X,X,X,O,O,O,X,O,X,O,O,X,X,X
LIOSZTJ,O,O,X,X,X,X,O,O,X,X,O,O,X,X,O,X
LIOSZJT,O,O,X,X,X,O,O,O,X,X,X,O,X,X,O,X
LIOZTJS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOZTSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOZJTS,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
LIOZJST,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
LIOZSTJ,O,O,X,X,X,X,O,O,X,X,O,X,X,X,O,X
LIOZSJT,O,O,X,X,X,O,O,O,X,X,X,X,X,X,O,X
LJTISZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTISOZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LJTIZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTIZOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O
LJTSZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTSZOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
LJTSOIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
LJTSOZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
LJTZISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJTZSOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
LJTZOIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJTZOSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJTOISZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O
LJTOIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LJTOSIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
LJTOSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
LJTOZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJTOZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJITSZO,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LJITSOZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LJITZSO,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJITZOS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJITOSZ,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
LJITOZS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJISTZO,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LJISTOZ,X,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X
LJISZTO,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X,X
LJISZOT,O,O,X,X,X,X,O,O,X,O,X,X,O,O,X,X
LJISOTZ,X,O,X,X,X,O,O,X,X,X,X,X,O,O,X,X
LJISOZT,O,O,X,X,X,O,O,O,X,O,X,X,O,O,X,X
LJIZTSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJIZTOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJIZSTO,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LJIZSOT,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,O
LJIZOTS,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
LJIZOST,O,O,X,X,X,X,O,O,X,O,X,X,O,X,X,O
LJIOTSZ,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,O
LJIOTZS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJIOSTZ,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJIOSZT,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,X
LJIOZTS,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,O
LJIOZST,O,O,X,X,X,O,O,O,X,O,X,X,O,X,X,O
LJSTIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LJSTIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
LJSTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSTZOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSTOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
LJSTOZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
LJSITZO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSITOZ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
LJSIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LJSIZOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X
LJSIOTZ,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X
LJSIOZT,O,O,O,X,X,O,O,X,X,O,X,X,O,O,X,X
LJSZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSZTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
LJSZITO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
LJSZIOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,O
LJSZOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJSZOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LJSOTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
LJSOTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
LJSOITZ,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
LJSOIZT,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LJSOZTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJSOZIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LJZTISO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTSIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTSOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
LJZTOIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJZTOSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJZITSO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZITOS,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZISTO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZISOT,O,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O
LJZIOTS,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X,O
LJZIOST,O,O,X,X,X,X,X,O,O,O,X,X,O,X,X,O
LJZSTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
LJZSITO,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZSIOT,O,O,O,X,X,X,X,O,X,O,X,X,O,X,X,O
LJZSOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJZSOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LJZOTIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJZOTSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJZOITS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJZOIST,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,O
LJZOSTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJZOSIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LJOTISZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O
LJOTIZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LJOTSIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
LJOTSZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
LJOTZIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJOTZSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJOITSZ,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O
LJOITZS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
LJOISTZ,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LJOISZT,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O
LJOIZST,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,O
LJOSTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
LJOSTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
LJOSITZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LJOSIZT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LJOSZTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJOSZIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LJOZTIS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJOZTSI,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJOZITS,O,O,O,O,X,X,X,X,O,O,O,X,X,X,X,O
LJOZIST,O,O,X,X,X,O,X,X,O,O,X,X,O,X,X,O
LJOZSTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LJOZSIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LSTIJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LSTIJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O
LSTIZJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LSTIZOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
LSTIOJZ,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,O
LSTIOZJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X
LSTJIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSTJIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
LSTJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTJZOI,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,O
LSTJOIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
LSTJOZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
LSTZIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LSTZIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
LSTZJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTZJOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSTZOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSTZOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSTOIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,O
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSTOJIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,O
LSTOJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,O
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSTOZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSITJZO,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSITJOZ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSITZOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSITOJZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSITOZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIJTZO,X,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LSIJTOZ,X,O,O,X,X,X,O,X,X,X,X,O,O,O,X,X
LSIJZTO,O,O,O,X,X,X,O,O,X,X,X,O,X,O,X,X
LSIJZOT,O,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X
LSIJOTZ,O,O,O,X,X,O,O,X,X,X,X,O,O,O,X,X
LSIJOZT,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X,X
LSIZTJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIZTOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIZJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIZJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIZOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIZOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIOTJZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIOJTZ,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
LSIOJZT,O,O,O,X,X,O,O,O,X,O,X,O,O,X,X,X
LSIOZTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSIOZJT,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
LSJTIZO,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSJTIOZ,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X,O
LSJTZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJTZOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJTOIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
LSJTOZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
LSJITZO,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LSJITOZ,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X
LSJIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X
LSJIZOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,X
LSJIOTZ,O,O,O,X,X,O,O,X,X,X,X,X,O,O,X,X
LSJIOZT,O,O,O,X,X,O,O,X,X,O,X,X,O,O,X,X
LSJZTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSJZTOI,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O
LSJZITO,O,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
LSJZIOT,O,O,O,X,X,X,O,X,X,O,X,X,O,O,X,O
LSJZOTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LSJZOIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LSJOTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,O
LSJOTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,O
LSJOITZ,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
LSJOIZT,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LSJOZTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O
LSJOZIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,O
LSZTIJO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,O
LSZTIOJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,O
LSZTJIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZTJOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSZTOIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
LSZTOJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
LSZITJO,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LSZITOJ,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LSZIJTO,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LSZIJOT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LSZIOTJ,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSZIOJT,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X
LSZJTIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZJTOI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LSZJITO,O,O,O,X,X,X,O,O,X,X,X,X,X,O,X,O
LSZJIOT,O,O,O,X,X,X,O,O,X,O,X,X,O,O,X,O
LSZJOTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSZJOIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,O
LSZOTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOTJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSZOIJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LSOTIJZ,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOTJIZ,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X
LSOTJZI,O,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOITJZ,O,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X
LSOITZJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSOIJTZ,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X
LSOIJZT,O,O,O,X,X,O,O,X,X,O,X,X,O,X,X,X
LSOIZTJ,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LSOIZJT,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X
LSOJTZI,O,O,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LSOJITZ,O,O,O,X,O,O,X,X,X,X,X,X,O,O,X,X
LSOJIZT,O,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X
LSOJZTI,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X
LSOJZIT,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSOZTJI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
