sequence,v115@9gB8HeC8DeA8BeC8AeJ8AeE8JeK1IvhF6QBObBTjBp?UB0hB3dB,v115@9gB8HeC8DeA8BeC8AeJ8AeE8JeK9IvhFajBpeB0hBP?bBOVBTRB,v115@9gB8HeC8DeA8BeC8AeJ8AeE8JeK9IvhFajBpeB0hBX?UBTVBObB
LOLTZJIS,O,X,O
LOLTZJSI,O,X,X
LOLTZSIJ,O,X,X
LOLTZSJI,O,X,X
LOLITJSZ,O,X,O
LOLITJZS,O,X,O
LOLITSJZ,O,X,O
LOLITSZJ,O,X,O
LOLITZJS,O,X,O
LOLITZSJ,O,X,O
LOLIJTSZ,O,X,O
LOLIJTZS,O,X,O
LOLIJSTZ,O,O,O
LOLIJSZT,O,O,O
LOLIJZTS,O,X,O
LOLIJZST,O,O,O
LOLISTJZ,O,O,O
LOLISTZJ,O,O,O
LOLISJTZ,O,O,O
LOLISJZT,O,O,O
LOLISZTJ,O,O,O
LOLISZJT,O,O,O
LOLIZTJS,O,X,O
LOLIZTSJ,O,X,O
LOLIZJTS,O,X,O
LOLIZJST,O,O,O
LOLIZSTJ,O,O,O
LOLIZSJT,O,O,O
LOLJTISZ,O,X,O
LOLJTIZS,O,X,O
LOLJTSIZ,O,X,X
LOLJTSZI,O,X,X
LOLJTZIS,O,X,O
LOLJTZSI,O,X,X
LOLJITSZ,O,X,O
LOLJITZS,O,X,O
LOLJISTZ,O,O,O
LOLJISZT,O,O,O
LOLJIZTS,O,X,O
LOLJIZST,O,O,O
LOLJSTIZ,O,O,X
LOLJSTZI,O,O,X
LOLJSITZ,O,O,O
LOLJSIZT,O,O,O
LOLJSZTI,O,O,X
LOLJSZIT,O,O,O
LOLJZTIS,O,X,O
LOLJZTSI,O,X,X
LOLJZITS,O,X,O
LOLJZIST,O,O,O
LOLJZSTI,O,O,X
LOLJZSIT,O,O,O
LOLSTIJZ,O,O,X
LOLSTIZJ,O,O,X
LOLSTJIZ,O,O,X
LOLSTJZI,O,O,X
LOLSTZIJ,O,O,X
LOLSTZJI,O,O,X
LOLSITJZ,O,O,O
LOLSITZJ,O,O,O
LOLSIJTZ,O,O,O
LOLSIJZT,O,O,O
LOLSIZTJ,O,O,O
LOLSIZJT,O,O,O
LOLSJTIZ,O,O,X
LOLSJTZI,O,O,X
LOLSJITZ,O,O,O
LOLSJIZT,O,O,O
LOLSJZTI,O,O,X
LOLSJZIT,O,O,O
LOLSZTIJ,O,O,X
LOLSZTJI,O,O,X
LOLSZITJ,O,O,O
LOLSZIJT,O,O,O
LOLSZJTI,O,O,X
LOLSZJIT,O,O,O
LOLZTIJS,O,X,O
LOLZTISJ,O,X,O
LOLZTJIS,O,X,O
LOLZTJSI,O,X,X
LOLZTSIJ,O,X,X
LOLZTSJI,O,X,X
LOLZITJS,O,X,O
LOLZITSJ,O,X,O
LOLZIJTS,O,X,O
LOLZIJST,O,O,O
LOLZISTJ,O,O,O
LOLZISJT,O,O,O
LOLZJTIS,O,X,O
LOLZJTSI,O,X,X
LOLZJITS,O,X,O
LOLZJIST,O,O,O
LOLZJSTI,O,O,X
LOLZJSIT,O,O,O
LOLZSTIJ,O,O,X
LOLZSTJI,O,O,X
LOLZSITJ,O,O,O
LOLZSIJT,O,O,O
LOLZSJTI,O,O,X
LOLZSJIT,O,O,O
LOJTILSZ,O,X,O
LOJTILZS,O,X,O
LOJTISLZ,O,X,O
LOJTISZL,O,X,O
LOJTIZLS,O,X,O
LOJTIZSL,O,X,O
LOJTLISZ,O,X,O
LOJTLIZS,O,X,O
LOJTLSIZ,O,X,X
LOJTLSZI,O,X,X
LOJTLZIS,O,X,O
LOJTLZSI,O,X,X
LOJTSILZ,O,X,X
LOJTSIZL,O,X,X
LOJTSLIZ,O,X,X
LOJTSLZI,O,X,X
LOJTSZIL,O,X,X
LOJTSZLI,O,X,X
LOJTZILS,O,X,O
LOJTZISL,O,X,O
LOJTZLIS,O,X,O
LOJTZLSI,O,X,X
LOJTZSIL,O,X,X
LOJTZSLI,O,X,X
LOJITLSZ,O,X,O
LOJITLZS,O,X,O
LOJITSLZ,O,X,O
LOJITSZL,O,X,O
LOJITZLS,O,X,O
LOJITZSL,O,X,O
LOJILTSZ,O,X,O
LOJILTZS,O,X,O
LOJILSTZ,O,O,O
LOJILSZT,O,O,O
LOJILZTS,O,X,O
LOJILZST,O,O,O
LOJISTLZ,O,O,O
LOJISTZL,O,O,O
LOJISLTZ,O,O,O
LOJISLZT,O,O,O
LOJISZTL,O,O,O
LOJISZLT,O,O,O
LOJIZTLS,O,X,O
LOJIZTSL,O,X,O
LOJIZLTS,O,X,O
LOJIZLST,O,O,O
LOJIZSTL,O,O,O
LOJIZSLT,O,O,O
LOJLTISZ,O,X,O
LOJLTIZS,O,X,O
LOJLTSIZ,O,X,X
LOJLTSZI,O,X,X
LOJLTZIS,O,X,O
LOJLTZSI,O,X,X
LOJLITSZ,O,X,O
LOJLITZS,O,X,O
LOJLISTZ,O,O,O
LOJLISZT,O,O,O
LOJLIZTS,O,X,O
LOJLIZST,O,O,O
LOJLSTIZ,O,O,X
LOJLSTZI,O,O,X
LOJLSITZ,O,O,O
LOJLSIZT,O,O,O
LOJLSZTI,O,O,X
LOJLSZIT,O,O,O
LOJLZTIS,O,X,O
LOJLZTSI,O,X,X
LOJLZITS,O,X,O
LOJLZIST,O,O,O
LOJLZSTI,O,O,X
LOJLZSIT,O,O,O
LOJSTILZ,O,O,X
LOJSTIZL,O,O,X
LOJSTLIZ,O,O,X
LOJSTLZI,O,O,X
LOJSTZIL,O,O,X
LOJSTZLI,O,O,X
LOJSITLZ,O,O,O
LOJSITZL,O,O,O
LOJSILTZ,O,O,O
LOJSILZT,O,O,O
LOJSIZTL,O,O,O
LOJSIZLT,O,O,O
LOJSLTIZ,O,O,X
LOJSLTZI,O,O,X
LOJSLITZ,O,O,O
LOJSLIZT,O,O,O
LOJSLZTI,O,O,X
LOJSLZIT,O,O,O
LOJSZTIL,O,O,X
LOJSZTLI,O,O,X
LOJSZITL,O,O,O
LOJSZILT,O,O,O
LOJSZLTI,O,O,X
LOJSZLIT,O,O,O
LOJZTILS,O,X,O
LOJZTISL,O,X,O
LOJZTLIS,O,X,O
LOJZTLSI,O,X,X
LOJZTSIL,O,X,X
LOJZTSLI,O,X,X
LOJZITLS,O,X,O
LOJZITSL,O,X,O
LOJZILTS,O,X,O
LOJZILST,O,O,O
LOJZISTL,O,O,O
LOJZISLT,O,O,O
LOJZLTIS,O,X,O
LOJZLTSI,O,X,X
LOJZLITS,O,X,O
LOJZLIST,O,O,O
LOJZLSTI,O,O,X
LOJZLSIT,O,O,O
LOJZSTIL,O,O,X
LOJZSTLI,O,O,X
LOJZSITL,O,O,O
LOJZSILT,O,O,O
LOJZSLTI,O,O,X
LOJZSLIT,O,O,O
LOSTILJZ,O,O,X
LOSTILZJ,O,O,X
LOSTIJLZ,O,O,X
LOSTIJZL,O,O,X
LOSTIZLJ,O,O,X
LOSTIZJL,O,O,X
LOSTLIJZ,O,O,X
LOSTLIZJ,O,O,X
LOSTLJIZ,O,O,X
LOSTLJZI,O,O,X
LOSTLZIJ,O,O,X
LOSTLZJI,O,O,X
LOSTJILZ,O,O,X
LOSTJIZL,O,O,X
LOSTJLIZ,O,O,X
LOSTJLZI,O,O,X
LOSTJZIL,O,O,X
LOSTJZLI,O,O,X
LOSTZILJ,O,O,X
LOSTZIJL,O,O,X
LOSTZLIJ,O,O,X
LOSTZLJI,O,O,X
LOSTZJIL,O,O,X
LOSTZJLI,O,O,X
LOSITLJZ,O,O,O
LOSITLZJ,O,O,O
LOSITJLZ,O,O,O
LOSITJZL,O,O,O
LOSITZLJ,O,O,O
LOSITZJL,O,O,O
LOSILTJZ,O,O,O
LOSILTZJ,O,O,O
LOSILJTZ,O,O,O
LOSILJZT,O,O,O
LOSILZTJ,O,O,O
LOSILZJT,O,O,O
LOSIJTLZ,O,O,O
LOSIJTZL,O,O,O
LOSIJLTZ,O,O,O
LOSIJLZT,O,O,O
LOSIJZTL,O,O,O
LOSIJZLT,O,O,O
LOSIZTLJ,O,O,O
LOSIZTJL,O,O,O
LOSIZLTJ,O,O,O
LOSIZLJT,O,O,O
LOSIZJTL,O,O,O
LOSIZJLT,O,O,O
LOSLTIJZ,O,O,X
LOSLTIZJ,O,O,X
LOSLTJIZ,O,O,X
LOSLTJZI,O,O,X
LOSLTZIJ,O,O,X
LOSLTZJI,O,O,X
LOSLITJZ,O,O,O
LOSLITZJ,O,O,O
LOSLIJTZ,O,O,O
LOSLIJZT,O,O,O
LOSLIZTJ,O,O,O
LOSLIZJT,O,O,O
LOSLJTIZ,O,O,X
LOSLJTZI,O,O,X
LOSLJITZ,O,O,O
LOSLJIZT,O,O,O
LOSLJZTI,O,O,X
LOSLJZIT,O,O,O
LOSLZTIJ,O,O,X
LOSLZTJI,O,O,X
LOSLZITJ,O,O,O
LOSLZIJT,O,O,O
LOSLZJTI,O,O,X
LOSLZJIT,O,O,O
LOSJTILZ,O,O,X
LOSJTIZL,O,O,X
LOSJTLIZ,O,O,X
LOSJTLZI,O,O,X
LOSJTZIL,O,O,X
LOSJTZLI,O,O,X
LOSJITLZ,O,O,O
LOSJITZL,O,O,O
LOSJILTZ,O,O,O
LOSJILZT,O,O,O
LOSJIZTL,O,O,O
LOSJIZLT,O,O,O
LOSJLTIZ,O,O,X
LOSJLTZI,O,O,X
LOSJLITZ,O,O,O
LOSJLIZT,O,O,O
LOSJLZTI,O,O,X
LOSJLZIT,O,O,O
LOSJZTIL,O,O,X
LOSJZTLI,O,O,X
LOSJZITL,O,O,O
LOSJZILT,O,O,O
LOSJZLTI,O,O,X
LOSJZLIT,O,O,O
LOSZTILJ,O,O,X
LOSZTIJL,O,O,X
LOSZTLIJ,O,O,X
LOSZTLJI,O,O,X
LOSZTJIL,O,O,X
LOSZTJLI,O,O,X
LOSZITLJ,O,O,O
LOSZITJL,O,O,O
LOSZILTJ,O,O,O
LOSZILJT,O,O,O
LOSZIJTL,O,O,O
LOSZIJLT,O,O,O
LOSZLTIJ,O,O,X
LOSZLTJI,O,O,X
LOSZLITJ,O,O,O
LOSZLIJT,O,O,O
LOSZLJTI,O,O,X
LOSZLJIT,O,O,O
LOSZJTIL,O,O,X
LOSZJTLI,O,O,X
LOSZJITL,O,O,O
LOSZJILT,O,O,O
LOSZJLTI,O,O,X
LOSZJLIT,O,O,O
LOZTILJS,O,X,O
LOZTILSJ,O,X,O
LOZTIJLS,O,X,O
LOZTIJSL,O,X,O
LOZTISLJ,O,X,O
LOZTISJL,O,X,O
LOZTLIJS,O,X,O
LOZTLISJ,O,X,O
LOZTLJIS,O,X,O
LOZTLJSI,O,X,X
LOZTLSIJ,O,X,X
LOZTLSJI,O,X,X
LOZTJILS,O,X,O
LOZTJISL,O,X,O
LOZTJLIS,O,X,O
LOZTJLSI,O,X,X
LOZTJSIL,O,X,X
LOZTJSLI,O,X,X
LOZTSILJ,O,X,X
LOZTSIJL,O,X,X
LOZTSLIJ,O,X,X
LOZTSLJI,O,X,X
LOZTSJIL,O,X,X
LOZTSJLI,O,X,X
LOZITLJS,O,X,O
LOZITLSJ,O,X,O
LOZITJLS,O,X,O
LOZITJSL,O,X,O
LOZITSLJ,O,X,O
LOZITSJL,O,X,O
LOZILTJS,O,X,O
LOZILTSJ,O,X,O
LOZILJTS,O,X,O
LOZILJST,O,O,O
LOZILSTJ,O,O,O
LOZILSJT,O,O,O
LOZIJTLS,O,X,O
LOZIJTSL,O,X,O
LOZIJLTS,O,X,O
LOZIJLST,O,O,O
LOZIJSTL,O,O,O
LOZIJSLT,O,O,O
LOZISTLJ,O,O,O
LOZISTJL,O,O,O
LOZISLTJ,O,O,O
LOZISLJT,O,O,O
LOZISJTL,O,O,O
LOZISJLT,O,O,O
LOZLTIJS,O,X,O
LOZLTISJ,O,X,O
LOZLTJIS,O,X,O
LOZLTJSI,O,X,X
LOZLTSIJ,O,X,X
LOZLTSJI,O,X,X
LOZLITJS,O,X,O
LOZLITSJ,O,X,O
LOZLIJTS,O,X,O
LOZLIJST,O,O,O
LOZLISTJ,O,O,O
LOZLISJT,O,O,O
LOZLJTIS,O,X,O
LOZLJTSI,O,X,X
LOZLJITS,O,X,O
LOZLJIST,O,O,O
LOZLJSTI,O,O,X
LOZLJSIT,O,O,O
LOZLSTIJ,O,O,X
LOZLSTJI,O,O,X
LOZLSITJ,O,O,O
LOZLSIJT,O,O,O
LOZLSJTI,O,O,X
LOZLSJIT,O,O,O
LOZJTILS,O,X,O
LOZJTISL,O,X,O
LOZJTLIS,O,X,O
LOZJTLSI,O,X,X
LOZJTSIL,O,X,X
LOZJTSLI,O,X,X
LOZJITLS,O,X,O
LOZJITSL,O,X,O
LOZJILTS,O,X,O
LOZJILST,O,O,O
LOZJISTL,O,O,O
LOZJISLT,O,O,O
LOZJLTIS,O,X,O
LOZJLTSI,O,X,X
LOZJLITS,O,X,O
LOZJLIST,O,O,O
LOZJLSTI,O,O,X
LOZJLSIT,O,O,O
LOZJSTIL,O,O,X
LOZJSTLI,O,O,X
LOZJSITL,O,O,O
LOZJSILT,O,O,O
LOZJSLTI,O,O,X
LOZJSLIT,O,O,O
LOZSTILJ,O,O,X
LOZSTIJL,O,O,X
LOZSTLIJ,O,O,X
LOZSTLJI,O,O,X
LOZSTJIL,O,O,X
LOZSTJLI,O,O,X
LOZSITLJ,O,O,O
LOZSITJL,O,O,O
LOZSILTJ,O,O,O
LOZSILJT,O,O,O
LOZSIJTL,O,O,O
LOZSIJLT,O,O,O
LOZSLTIJ,O,O,X
LOZSLTJI,O,O,X
LOZSLITJ,O,O,O
LOZSLIJT,O,O,O
LOZSLJTI,O,O,X
LOZSLJIT,O,O,O
LOZSJTIL,O,O,X
LOZSJTLI,O,O,X
LOZSJITL,O,O,O
LOZSJILT,O,O,O
LOZSJLTI,O,O,X
LOZSJLIT,O,O,O
