sequence,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?BTWBfgB8gBCdB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?B8aBfcBCdBTgB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?B0WBzaBCdB3gB,v115@ygA8IeB8EeA8BeC8BeD8AeH8AeE8CeD8Je+vIvhEZQ?BXWBzbBCdBUgB
ZOLTIJS,X,O,X,O
ZOLTISJ,X,O,X,O
ZOLTJIS,X,O,X,O
ZOLTJSI,X,O,X,O
ZOLTSIJ,X,O,X,O
ZOLTSJI,X,O,X,O
ZOLITJS,X,O,X,O
ZOLITSJ,X,O,X,O
ZOLIJTS,X,O,X,O
ZOLIJST,O,O,O,O
ZOLISTJ,O,O,O,O
ZOLISJT,O,O,O,O
ZOLJTIS,X,O,X,O
ZOLJTSI,X,O,X,O
ZOLJITS,X,O,X,O
ZOLJIST,O,O,O,O
ZOLJSTI,O,O,O,O
ZOLJSIT,O,O,O,O
ZOLSTIJ,O,O,O,O
ZOLSTJI,O,O,O,O
ZOLSITJ,O,O,O,O
ZOLSIJT,O,O,O,O
ZOLSJTI,O,O,O,O
ZOLSJIT,O,O,O,O
ZOJTILS,X,O,X,O
ZOJTISL,X,O,X,O
ZOJTLIS,X,O,X,O
ZOJTLSI,X,O,X,O
ZOJTSIL,X,O,X,O
ZOJTSLI,X,O,X,O
ZOJITLS,X,O,X,O
ZOJITSL,X,O,X,O
ZOJILTS,X,O,X,O
ZOJILST,O,O,O,O
ZOJISTL,O,O,X,O
ZOJISLT,O,O,X,O
ZOJLTIS,X,O,X,O
ZOJLTSI,X,O,X,O
ZOJLITS,X,O,X,O
ZOJLIST,O,O,O,O
ZOJLSTI,O,O,O,O
ZOJLSIT,O,O,O,O
ZOJSTIL,O,O,X,O
ZOJSTLI,O,O,X,O
ZOJSITL,O,O,X,O
ZOJSILT,O,O,X,O
ZOJSLTI,O,O,X,O
ZOJSLIT,O,O,X,O
ZOSTILJ,O,O,X,O
ZOSTIJL,O,O,X,O
ZOSTLIJ,O,O,X,O
ZOSTLJI,O,O,X,O
ZOSTJIL,O,O,X,O
ZOSTJLI,O,O,X,O
ZOSITLJ,O,O,X,O
ZOSITJL,O,O,X,O
ZOSILTJ,O,O,X,O
ZOSILJT,O,O,X,O
ZOSIJTL,O,O,X,O
ZOSIJLT,O,O,X,O
ZOSLTIJ,O,O,X,O
ZOSLTJI,O,O,X,O
ZOSLITJ,O,O,X,O
ZOSLIJT,O,O,X,O
ZOSLJTI,O,O,X,O
ZOSLJIT,O,O,X,O
ZOSJTIL,O,O,X,O
ZOSJTLI,O,O,X,O
ZOSJITL,O,O,X,O
ZOSJILT,O,O,X,O
ZOSJLTI,O,O,X,O
ZOSJLIT,O,O,X,O
OTILJSZ,X,O,O,X
OTILJZS,X,O,X,O
OTILSJZ,X,O,O,X
OTILSZJ,X,O,O,X
OTILZJS,X,O,X,O
OTILZSJ,X,O,X,O
OTIJLSZ,X,O,O,X
OTIJLZS,X,O,X,O
OTIJSLZ,X,O,X,X
OTIJSZL,X,O,X,X
OTIJZLS,X,O,X,O
OTIJZSL,X,O,X,O
OTISLJZ,X,O,X,X
OTISLZJ,X,O,X,X
OTISJLZ,X,O,X,X
OTISJZL,X,O,X,X
OTISZLJ,X,O,X,X
OTISZJL,X,O,X,X
OTIZLJS,X,O,X,O
OTIZLSJ,X,O,X,O
OTIZJLS,X,O,X,O
OTIZJSL,X,O,X,O
OTIZSLJ,X,O,X,O
OTIZSJL,X,O,X,O
OTLIJSZ,X,O,O,X
OTLIJZS,X,O,X,O
OTLISJZ,X,O,O,X
OTLISZJ,X,O,O,X
OTLIZJS,X,O,X,O
OTLIZSJ,X,O,X,O
OTLJISZ,X,O,O,X
OTLJIZS,X,O,X,O
OTLJSIZ,X,O,O,X
OTLJSZI,X,O,O,X
OTLJZIS,X,O,X,X
OTLJZSI,X,O,X,X
OTLSIJZ,X,O,O,X
OTLSIZJ,X,O,O,X
OTLSJIZ,X,O,O,X
OTLSJZI,X,O,O,X
OTLSZIJ,X,O,O,X
OTLSZJI,X,O,O,X
OTLZIJS,X,O,X,X
OTLZISJ,X,O,X,X
OTLZJIS,X,O,X,X
OTLZJSI,X,O,X,X
OTLZSIJ,X,O,X,X
OTLZSJI,X,O,X,X
OTJILSZ,X,O,O,X
OTJILZS,X,O,X,O
OTJISLZ,X,O,X,X
OTJISZL,X,O,X,X
OTJIZLS,X,O,X,O
OTJIZSL,X,O,X,O
OTJLISZ,X,O,O,X
OTJLIZS,X,O,X,O
OTJLSIZ,X,O,O,X
OTJLSZI,X,O,O,X
OTJLZIS,X,O,X,X
OTJLZSI,X,O,X,X
OTJSILZ,X,O,X,X
OTJSIZL,X,O,X,X
OTJSLIZ,X,O,X,X
OTJSLZI,X,O,X,X
OTJSZIL,X,O,X,X
OTJSZLI,X,O,X,X
OTJZILS,X,O,X,X
OTJZISL,X,O,X,X
OTJZLIS,X,O,X,X
OTJZLSI,X,O,X,X
OTJZSIL,X,O,X,X
OTJZSLI,X,O,X,X
OTSILJZ,X,O,X,X
OTSILZJ,X,O,X,X
OTSIJLZ,X,O,X,X
OTSIJZL,X,O,X,X
OTSIZLJ,X,O,X,X
OTSIZJL,X,O,X,X
OTSLIJZ,X,O,X,X
OTSLIZJ,X,O,X,X
OTSLJIZ,X,O,X,X
OTSLJZI,X,O,X,X
OTSLZIJ,X,O,X,X
OTSLZJI,X,O,X,X
OTSJILZ,X,O,X,X
OTSJIZL,X,O,X,X
OTSJLIZ,X,O,X,X
OTSJLZI,X,O,X,X
OTSJZIL,X,O,X,X
OTSJZLI,X,O,X,X
OTSZILJ,X,O,X,X
OTSZIJL,X,O,X,X
OTSZLIJ,X,O,X,X
OTSZLJI,X,O,X,X
OTSZJIL,X,O,X,X
OTSZJLI,X,O,X,X
OTZILJS,X,O,X,X
OTZILSJ,X,O,X,X
OTZIJLS,X,O,X,X
OTZIJSL,X,O,X,X
OTZISLJ,X,O,X,X
OTZISJL,X,O,X,X
OTZLIJS,X,O,X,X
OTZLISJ,X,O,X,X
OTZLJIS,X,O,X,X
OTZLJSI,X,O,X,X
OTZLSIJ,X,O,X,X
OTZLSJI,X,O,X,X
OTZJILS,X,O,X,X
OTZJISL,X,O,X,X
OTZJLIS,X,O,X,X
OTZJLSI,X,O,X,X
OTZJSIL,X,O,X,X
OTZJSLI,X,O,X,X
OTZSILJ,X,O,X,X
OTZSIJL,X,O,X,X
OTZSLIJ,X,O,X,X
OTZSLJI,X,O,X,X
OTZSJIL,X,O,X,X
OTZSJLI,X,O,X,X
OITLJSZ,X,O,O,X
OITLJZS,X,O,X,O
OITLSJZ,X,O,O,X
OITLSZJ,X,O,O,X
OITLZJS,X,O,X,O
OITLZSJ,X,O,X,O
OITJLSZ,X,O,O,X
OITJLZS,X,O,X,O
OITJSLZ,X,O,X,X
OITJSZL,X,O,X,X
OITJZLS,X,O,X,O
OITJZSL,X,O,X,O
OITSLJZ,X,O,X,X
OITSLZJ,X,O,X,X
OITSJLZ,X,O,X,X
OITSJZL,X,O,X,X
OITSZLJ,X,O,X,X
OITSZJL,X,O,X,X
OITZLJS,X,O,X,O
OITZLSJ,X,O,X,O
OITZJLS,X,O,X,O
OITZJSL,X,O,X,O
OITZSLJ,X,O,X,O
OITZSJL,X,O,X,O
OILTJSZ,X,O,O,X
OILTJZS,X,O,X,O
OILTSJZ,X,O,O,X
OILTSZJ,X,O,O,X
OILTZJS,X,O,X,O
OILTZSJ,X,O,X,O
OILJTSZ,X,O,O,X
OILJTZS,X,O,X,O
OILJSTZ,X,O,O,X
OILJSZT,O,O,O,O
OILJZTS,X,O,X,O
OILJZST,O,O,O,O
OILSTJZ,X,O,O,X
OILSTZJ,X,O,O,X
OILSJTZ,X,O,O,X
OILSJZT,O,O,O,O
OILSZTJ,O,O,O,O
OILSZJT,O,O,O,O
OILZTJS,X,O,X,O
OILZTSJ,X,O,X,O
OILZJTS,X,O,X,O
OILZJST,O,O,O,O
OILZSTJ,O,O,O,O
OILZSJT,O,O,O,O
OIJTLSZ,X,O,O,X
OIJTLZS,X,O,X,O
OIJTSLZ,X,O,X,X
OIJTSZL,X,O,X,X
OIJTZLS,X,O,X,O
OIJTZSL,X,O,X,O
OIJLTSZ,X,O,O,X
OIJLTZS,X,O,X,O
OIJLSTZ,X,O,O,X
OIJLSZT,O,O,O,O
OIJLZTS,X,O,X,O
OIJLZST,O,O,O,O
OIJSTLZ,X,O,O,X
OIJSTZL,X,O,O,X
OIJSLTZ,X,O,O,X
OIJSLZT,O,O,O,O
OIJSZTL,O,O,O,O
OIJSZLT,O,O,O,O
OIJZTLS,X,O,X,O
OIJZTSL,X,O,X,O
OIJZLTS,X,O,X,O
OIJZLST,O,O,O,O
OIJZSTL,O,O,X,O
OIJZSLT,O,O,X,O
OISTLJZ,X,O,O,X
OISTLZJ,X,O,O,X
OISTJLZ,X,O,O,X
OISTJZL,X,O,O,X
OISTZLJ,X,O,O,X
OISTZJL,X,O,O,X
OISLTJZ,X,O,O,X
OISLTZJ,X,O,O,X
OISLJTZ,X,O,O,X
OISLJZT,O,O,O,O
OISLZTJ,O,O,O,O
OISLZJT,O,O,O,O
OISJTLZ,X,O,O,X
OISJTZL,X,O,O,X
OISJLTZ,X,O,O,X
OISJLZT,O,O,O,O
OISJZTL,O,O,O,O
OISJZLT,O,O,O,O
OISZTLJ,O,O,O,O
OISZTJL,O,O,O,O
OISZLTJ,O,O,O,O
OISZLJT,O,O,O,O
OISZJTL,O,O,O,O
OISZJLT,O,O,O,O
OIZTLJS,X,O,X,O
OIZTLSJ,X,O,X,O
OIZTJLS,X,O,X,O
OIZTJSL,X,O,X,O
OIZTSLJ,X,O,X,O
OIZTSJL,X,O,X,O
OIZLTJS,X,O,X,O
OIZLTSJ,X,O,X,O
OIZLJTS,X,O,X,O
OIZLJST,O,O,O,O
OIZLSTJ,O,O,O,O
OIZLSJT,O,O,O,O
OIZJTLS,X,O,X,O
OIZJTSL,X,O,X,O
OIZJLTS,X,O,X,O
OIZJLST,O,O,O,O
OIZJSTL,O,O,X,O
OIZJSLT,O,O,X,O
OIZSTLJ,O,O,X,O
OIZSTJL,O,O,X,O
OIZSLTJ,O,O,X,O
OIZSLJT,O,O,X,O
OIZSJTL,O,O,X,O
OIZSJLT,O,O,X,O
OLTIJSZ,X,O,O,X
OLTIJZS,X,O,X,O
OLTISJZ,X,O,O,X
OLTISZJ,X,O,O,X
OLTIZJS,X,O,X,O
OLTIZSJ,X,O,X,O
OLTJISZ,X,O,O,X
OLTJIZS,X,O,X,O
OLTJSIZ,X,O,O,X
OLTJSZI,X,O,O,X
OLTJZIS,X,O,X,X
OLTJZSI,X,O,X,X
OLTSIJZ,X,O,O,X
OLTSIZJ,X,O,O,X
OLTSJIZ,X,O,O,X
OLTSJZI,X,O,O,X
OLTSZIJ,X,O,O,X
OLTSZJI,X,O,O,X
OLTZIJS,X,O,X,X
OLTZISJ,X,O,X,X
OLTZJIS,X,O,X,X
OLTZJSI,X,O,X,X
OLTZSIJ,X,O,X,X
OLTZSJI,X,O,X,X
OLITJSZ,X,O,O,X
OLITJZS,X,O,X,O
OLITSJZ,X,O,O,X
OLITSZJ,X,O,O,X
OLITZJS,X,O,X,O
OLITZSJ,X,O,X,O
OLIJTSZ,X,O,O,X
OLIJTZS,X,O,X,O
OLIJSTZ,X,O,O,X
OLIJSZT,O,O,O,O
OLIJZTS,X,O,X,O
OLIJZST,O,O,O,O
OLISTJZ,X,O,O,X
OLISTZJ,X,O,O,X
OLISJTZ,X,O,O,X
OLISJZT,O,O,O,O
OLISZTJ,O,O,O,O
OLISZJT,O,O,O,O
OLIZTJS,X,O,X,O
OLIZTSJ,X,O,X,O
OLIZJTS,X,O,X,O
OLIZJST,O,O,O,O
OLIZSTJ,O,O,O,O
OLIZSJT,O,O,O,O
OLJTISZ,X,O,O,X
OLJTIZS,X,O,X,O
OLJTSIZ,X,O,O,X
OLJTSZI,X,O,O,X
OLJTZIS,X,O,X,X
OLJTZSI,X,O,X,X
OLJITSZ,X,O,O,X
OLJITZS,X,O,X,O
OLJISTZ,X,O,O,X
OLJISZT,O,O,O,O
OLJIZTS,X,O,X,O
OLJIZST,O,O,O,O
OLJSTIZ,X,O,O,X
OLJSTZI,X,O,O,X
OLJSITZ,X,O,O,X
OLJSIZT,O,O,O,O
OLJSZTI,O,O,O,X
OLJSZIT,O,O,O,X
OLJZTIS,X,O,X,O
OLJZTSI,X,O,X,O
OLJZITS,X,O,X,O
OLJZIST,O,O,O,O
OLJZSTI,O,O,O,O
OLJZSIT,O,O,O,O
OLSTIJZ,X,O,O,X
OLSTIZJ,X,O,O,X
OLSTJIZ,X,O,O,X
OLSTJZI,X,O,O,X
OLSTZIJ,X,O,O,X
OLSTZJI,X,O,O,X
OLSITJZ,X,O,O,X
OLSITZJ,X,O,O,X
OLSIJTZ,X,O,O,X
OLSIJZT,O,O,O,O
OLSIZTJ,O,O,O,O
OLSIZJT,O,O,O,O
OLSJTIZ,X,O,O,X
OLSJTZI,X,O,O,X
OLSJITZ,X,O,O,X
OLSJIZT,O,O,O,O
OLSJZTI,O,O,O,X
OLSJZIT,O,O,O,X
OLSZTIJ,O,O,O,X
OLSZTJI,O,O,O,X
OLSZITJ,O,O,O,X
OLSZIJT,O,O,O,X
OLSZJTI,O,O,O,X
OLSZJIT,O,O,O,X
OLZTIJS,X,O,X,O
OLZTISJ,X,O,X,O
OLZTJIS,X,O,X,O
OLZTJSI,X,O,X,O
OLZTSIJ,X,O,X,O
OLZTSJI,X,O,X,O
OLZITJS,X,O,X,O
OLZITSJ,X,O,X,O
OLZIJTS,X,O,X,O
OLZIJST,O,O,O,O
OLZISTJ,O,O,O,O
OLZISJT,O,O,O,O
OLZJTIS,X,O,X,O
OLZJTSI,X,O,X,O
OLZJITS,X,O,X,O
OLZJIST,O,O,O,O
OLZJSTI,O,O,O,O
OLZJSIT,O,O,O,O
OLZSTIJ,O,O,O,O
OLZSTJI,O,O,O,O
OLZSITJ,O,O,O,O
OLZSIJT,O,O,O,O
OLZSJTI,O,O,O,O
OLZSJIT,O,O,O,O
OJTILSZ,X,O,O,X
OJTILZS,X,O,X,O
OJTISLZ,X,O,X,X
OJTISZL,X,O,X,X
OJTIZLS,X,O,X,O
OJTIZSL,X,O,X,O
OJTLISZ,X,O,O,X
OJTLIZS,X,O,X,O
OJTLSIZ,X,O,O,X
OJTLSZI,X,O,O,X
OJTLZIS,X,O,X,X
OJTLZSI,X,O,X,X
OJTSILZ,X,O,X,X
OJTSIZL,X,O,X,X
OJTSLIZ,X,O,X,X
OJTSLZI,X,O,X,X
OJTSZIL,X,O,X,X
OJTSZLI,X,O,X,X
OJTZILS,X,O,X,X
OJTZISL,X,O,X,X
OJTZLIS,X,O,X,X
OJTZLSI,X,O,X,X
OJTZSIL,X,O,X,X
OJTZSLI,X,O,X,X
OJITLSZ,X,O,O,X
OJITLZS,X,O,X,O
OJITSLZ,X,O,X,X
OJITSZL,X,O,X,X
OJITZLS,X,O,X,O
OJITZSL,X,O,X,O
OJILTSZ,X,O,O,X
OJILTZS,X,O,X,O
OJILSTZ,X,O,O,X
OJILSZT,O,O,O,O
OJILZTS,X,O,X,O
OJILZST,O,O,O,O
OJISTLZ,X,O,O,X
OJISTZL,X,O,O,X
OJISLTZ,X,O,O,X
OJISLZT,O,O,O,O
OJISZTL,O,O,O,O
OJISZLT,O,O,O,O
OJIZTLS,X,O,X,O
OJIZTSL,X,O,X,O
OJIZLTS,X,O,X,O
OJIZLST,O,O,O,O
OJIZSTL,O,O,X,O
OJIZSLT,O,O,X,O
OJLTISZ,X,O,O,X
OJLTIZS,X,O,X,O
OJLTSIZ,X,O,O,X
OJLTSZI,X,O,O,X
OJLTZIS,X,O,X,X
OJLTZSI,X,O,X,X
OJLITSZ,X,O,O,X
OJLITZS,X,O,X,O
OJLISTZ,X,O,O,X
OJLISZT,O,O,O,O
OJLIZTS,X,O,X,O
OJLIZST,O,O,O,O
OJLSTIZ,X,O,O,X
OJLSTZI,X,O,O,X
OJLSITZ,X,O,O,X
OJLSIZT,O,O,O,O
OJLSZTI,O,O,O,X
OJLSZIT,O,O,O,X
OJLZTIS,X,O,X,O
OJLZTSI,X,O,X,O
OJLZITS,X,O,X,O
OJLZIST,O,O,O,O
OJLZSTI,O,O,O,O
OJLZSIT,O,O,O,O
OJSTILZ,X,O,O,X
OJSTIZL,X,O,O,X
OJSTLIZ,X,O,O,X
OJSTLZI,X,O,O,X
OJSTZIL,X,O,O,X
OJSTZLI,X,O,O,X
OJSITLZ,X,O,O,X
OJSITZL,X,O,O,X
OJSILTZ,X,O,O,X
OJSILZT,O,O,O,O
OJSIZTL,O,O,O,O
OJSIZLT,O,O,O,O
OJSLTIZ,X,O,O,X
OJSLTZI,X,O,O,X
OJSLITZ,X,O,O,X
OJSLIZT,O,O,O,O
OJSLZTI,O,O,O,X
OJSLZIT,O,O,O,X
OJSZTIL,O,O,O,X
OJSZTLI,O,O,O,X
OJSZITL,O,O,O,X
OJSZILT,O,O,O,X
OJSZLTI,O,O,O,X
OJSZLIT,O,O,O,X
OJZTILS,X,O,X,O
OJZTISL,X,O,X,O
OJZTLIS,X,O,X,O
OJZTLSI,X,O,X,O
OJZTSIL,X,O,X,O
OJZTSLI,X,O,X,O
OJZITLS,X,O,X,O
OJZITSL,X,O,X,O
OJZILTS,X,O,X,O
OJZILST,O,O,O,O
OJZISTL,O,O,X,O
OJZISLT,O,O,X,O
OJZLTIS,X,O,X,O
OJZLTSI,X,O,X,O
OJZLITS,X,O,X,O
OJZLIST,O,O,O,O
OJZLSTI,O,O,O,O
OJZLSIT,O,O,O,O
OJZSTIL,O,O,X,O
OJZSTLI,O,O,X,O
OJZSITL,O,O,X,O
OJZSILT,O,O,X,O
OJZSLTI,O,O,X,O
OJZSLIT,O,O,X,O
OSTILJZ,X,O,O,X
OSTILZJ,X,O,O,X
OSTIJLZ,X,O,O,X
OSTIJZL,X,O,O,X
OSTIZLJ,X,O,O,X
OSTIZJL,X,O,O,X
OSTLIJZ,X,O,O,X
OSTLIZJ,X,O,O,X
OSTLJIZ,X,O,O,X
OSTLJZI,X,O,O,X
OSTLZIJ,X,O,O,X
OSTLZJI,X,O,O,X
OSTJILZ,X,O,O,X
OSTJIZL,X,O,O,X
OSTJLIZ,X,O,O,X
OSTJLZI,X,O,O,X
OSTJZIL,X,O,O,X
OSTJZLI,X,O,O,X
OSTZILJ,X,O,O,X
OSTZIJL,X,O,O,X
OSTZLIJ,X,O,O,X
OSTZLJI,X,O,O,X
OSTZJIL,X,O,O,X
OSTZJLI,X,O,O,X
OSITLJZ,X,O,O,X
OSITLZJ,X,O,O,X
OSITJLZ,X,O,O,X
OSITJZL,X,O,O,X
OSITZLJ,X,O,O,X
OSITZJL,X,O,O,X
OSILTJZ,X,O,O,X
OSILTZJ,X,O,O,X
OSILJTZ,X,O,O,X
OSILJZT,O,O,O,O
OSILZTJ,O,O,O,O
OSILZJT,O,O,O,O
OSIJTLZ,X,O,O,X
OSIJTZL,X,O,O,X
OSIJLTZ,X,O,O,X
OSIJLZT,O,O,O,O
OSIJZTL,O,O,O,O
OSIJZLT,O,O,O,O
OSIZTLJ,O,O,O,O
OSIZTJL,O,O,O,O
OSIZLTJ,O,O,O,O
OSIZLJT,O,O,O,O
OSIZJTL,O,O,O,O
OSIZJLT,O,O,O,O
OSLTIJZ,X,O,O,X
OSLTIZJ,X,O,O,X
OSLTJIZ,X,O,O,X
OSLTJZI,X,O,O,X
OSLTZIJ,X,O,O,X
OSLTZJI,X,O,O,X
OSLITJZ,X,O,O,X
OSLITZJ,X,O,O,X
OSLIJTZ,X,O,O,X
OSLIJZT,O,O,O,O
OSLIZTJ,O,O,O,O
OSLIZJT,O,O,O,O
OSLJTIZ,X,O,O,X
OSLJTZI,X,O,O,X
OSLJITZ,X,O,O,X
OSLJIZT,O,O,O,O
OSLJZTI,O,O,O,X
OSLJZIT,O,O,O,X
OSLZTIJ,O,O,O,X
OSLZTJI,O,O,O,X
OSLZITJ,O,O,O,X
OSLZIJT,O,O,O,X
OSLZJTI,O,O,O,X
OSLZJIT,O,O,O,X
OSJTILZ,X,O,O,X
OSJTIZL,X,O,O,X
OSJTLIZ,X,O,O,X
OSJTLZI,X,O,O,X
OSJTZIL,X,O,O,X
OSJTZLI,X,O,O,X
OSJITLZ,X,O,O,X
OSJITZL,X,O,O,X
OSJILTZ,X,O,O,X
OSJILZT,O,O,O,O
OSJIZTL,O,O,O,O
OSJIZLT,O,O,O,O
OSJLTIZ,X,O,O,X
OSJLTZI,X,O,O,X
OSJLITZ,X,O,O,X
OSJLIZT,O,O,O,O
OSJLZTI,O,O,O,X
OSJLZIT,O,O,O,X
OSJZTIL,O,O,O,X
OSJZTLI,O,O,O,X
OSJZITL,O,O,O,X
OSJZILT,O,O,O,X
OSJZLTI,O,O,O,X
OSJZLIT,O,O,O,X
OSZTILJ,O,O,O,X
OSZTIJL,O,O,O,X
OSZTLIJ,O,O,O,X
OSZTLJI,O,O,O,X
OSZTJIL,O,O,O,X
OSZTJLI,O,O,O,X
OSZITLJ,O,O,O,X
OSZITJL,O,O,O,X
OSZILTJ,O,O,O,X
OSZILJT,O,O,O,X
OSZIJTL,O,O,O,X
OSZIJLT,O,O,O,X
OSZLTIJ,O,O,O,X
OSZLTJI,O,O,O,X
OSZLITJ,O,O,O,X
OSZLIJT,O,O,O,X
OSZLJTI,O,O,O,X
OSZLJIT,O,O,O,X
OSZJTIL,O,O,O,X
OSZJTLI,O,O,O,X
OSZJITL,O,O,O,X
OSZJILT,O,O,O,X
OSZJLTI,O,O,O,X
OSZJLIT,O,O,O,X
OZTILJS,X,O,X,O
OZTILSJ,X,O,X,O
OZTIJLS,X,O,X,O
OZTIJSL,X,O,X,O
OZTISLJ,X,O,X,O
OZTISJL,X,O,X,O
OZTLIJS,X,O,X,O
OZTLISJ,X,O,X,O
OZTLJIS,X,O,X,O
OZTLJSI,X,O,X,O
OZTLSIJ,X,O,X,O
OZTLSJI,X,O,X,O
OZTJILS,X,O,X,O
OZTJISL,X,O,X,O
OZTJLIS,X,O,X,O
OZTJLSI,X,O,X,O
OZTJSIL,X,O,X,O
OZTJSLI,X,O,X,O
OZTSILJ,X,O,X,O
OZTSIJL,X,O,X,O
OZTSLIJ,X,O,X,O
OZTSLJI,X,O,X,O
OZTSJIL,X,O,X,O
OZTSJLI,X,O,X,O
OZITLJS,X,O,X,O
OZITLSJ,X,O,X,O
OZITJLS,X,O,X,O
OZITJSL,X,O,X,O
OZITSLJ,X,O,X,O
OZITSJL,X,O,X,O
OZILTJS,X,O,X,O
OZILTSJ,X,O,X,O
OZILJTS,X,O,X,O
OZILJST,O,O,O,O
OZILSTJ,O,O,O,O
OZILSJT,O,O,O,O
OZIJTLS,X,O,X,O
OZIJTSL,X,O,X,O
OZIJLTS,X,O,X,O
OZIJLST,O,O,O,O
OZIJSTL,O,O,X,O
OZIJSLT,O,O,X,O
OZISTLJ,O,O,X,O
OZISTJL,O,O,X,O
OZISLTJ,O,O,X,O
OZISLJT,O,O,X,O
OZISJTL,O,O,X,O
OZISJLT,O,O,X,O
OZLTIJS,X,O,X,O
OZLTISJ,X,O,X,O
OZLTJIS,X,O,X,O
OZLTJSI,X,O,X,O
OZLTSIJ,X,O,X,O
OZLTSJI,X,O,X,O
OZLITJS,X,O,X,O
OZLITSJ,X,O,X,O
OZLIJTS,X,O,X,O
OZLIJST,O,O,O,O
OZLISTJ,O,O,O,O
OZLISJT,O,O,O,O
OZLJTIS,X,O,X,O
OZLJTSI,X,O,X,O
OZLJITS,X,O,X,O
OZLJIST,O,O,O,O
OZLJSTI,O,O,O,O
OZLJSIT,O,O,O,O
OZLSTIJ,O,O,O,O
OZLSTJI,O,O,O,O
OZLSITJ,O,O,O,O
OZLSIJT,O,O,O,O
OZLSJTI,O,O,O,O
OZLSJIT,O,O,O,O
OZJTILS,X,O,X,O
OZJTISL,X,O,X,O
OZJTLIS,X,O,X,O
OZJTLSI,X,O,X,O
OZJTSIL,X,O,X,O
OZJTSLI,X,O,X,O
OZJITLS,X,O,X,O
OZJITSL,X,O,X,O
OZJILTS,X,O,X,O
OZJILST,O,O,O,O
OZJISTL,O,O,X,O
OZJISLT,O,O,X,O
OZJLTIS,X,O,X,O
OZJLTSI,X,O,X,O
OZJLITS,X,O,X,O
OZJLIST,O,O,O,O
OZJLSTI,O,O,O,O
OZJLSIT,O,O,O,O
OZJSTIL,O,O,X,O
OZJSTLI,O,O,X,O
OZJSITL,O,O,X,O
OZJSILT,O,O,X,O
OZJSLTI,O,O,X,O
OZJSLIT,O,O,X,O
OZSTILJ,O,O,X,O
OZSTIJL,O,O,X,O
OZSTLIJ,O,O,X,O
OZSTLJI,O,O,X,O
OZSTJIL,O,O,X,O
OZSTJLI,O,O,X,O
OZSITLJ,O,O,X,O
OZSITJL,O,O,X,O
OZSILTJ,O,O,X,O
OZSILJT,O,O,X,O
OZSIJTL,O,O,X,O
OZSIJLT,O,O,X,O
OZSLTIJ,O,O,X,O
OZSLTJI,O,O,X,O
OZSLITJ,O,O,X,O
OZSLIJT,O,O,X,O
OZSLJTI,O,O,X,O
OZSLJIT,O,O,X,O
OZSJTIL,O,O,X,O
OZSJTLI,O,O,X,O
OZSJITL,O,O,X,O
OZSJILT,O,O,X,O
OZSJLTI,O,O,X,O
OZSJLIT,O,O,X,O
