sequence,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaBXeB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFWdBTZB?3aBRiB0iBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFqcBxYB?TaB0dBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFzXB3aB?RiBuiBcjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?CZBRiBXjBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFTZB3aB?RiBGiB8sBFsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jei1IvhFRYBceB?3aBznBFnBGsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBWdB?RiB3nBcoBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBlYB?RiBusBfsBctB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBSeB?RiBznBfnBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeO6IvhF8aBzXB?RiB3nBFoBCtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8JeK6IvhFzVBxYB?FeBGiB8sBfsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Je26IvhFRYBceB?zcBqiB3fBlsB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jey6IvhFUYBOjB?5nBfsBTkBFtB,v115@sgB8HeB8GeC8DeH8BeG8CeH8AeB8Jem1IvhFTaBRiB?cjBqnBfnBlsB
ZSLJIOT,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSLJOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSLJOIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSLOTJI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZSLOITJ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
ZSLOJTI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZSLOJIT,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJTILO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSJTIOL,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZSJTLIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJTLOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJITLO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZSJITOL,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZSJILTO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZSJILOT,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZSJIOTL,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
ZSJIOLT,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
ZSJLTIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLTOI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLITO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLIOT,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZSJLOTI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZSJLOIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZSJOTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOITL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZSJOILT,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZSJOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZSJOLIT,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
ZSOTILJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOTIJL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOTLIJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOTLJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOTJLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOITLJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOITJL,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZSOILTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSOIJTL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZSOIJLT,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSOLTIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOLTJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLITJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZSOLJTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOLJIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZSOJTIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJITL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZSOJILT,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X
ZSOJLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZSOJLIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOTILJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTILSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTIJSL,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
ZOTISLJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOTISJL,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOTLIJS,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
ZOTLISJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOTLJIS,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
ZOTLJSI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
ZOTLSIJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
ZOTLSJI,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X
ZOTJILS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOTJISL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZOTJLIS,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
ZOTJLSI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
ZOTJSIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTJSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSILJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSJIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOTSJLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOITLJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOITLSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
ZOITJLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOITJSL,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
ZOITSLJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOITSJL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOILTJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOILTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOILJTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOILJST,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZOILSTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOILSJT,X,X,X,X,O,O,O,X,X,O,X,X,X,X,O
ZOIJTLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOIJTSL,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOIJLTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOIJLST,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZOIJSTL,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
ZOIJSLT,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O
ZOISTLJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOISTJL,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOISLTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
ZOISLJT,X,O,X,X,O,O,O,X,X,O,X,X,X,X,O
ZOISJTL,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
ZOISJLT,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O
ZOLTIJS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLTISJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLTJSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLTSIJ,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOLITJS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLITSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLIJST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLISTJ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOLISJT,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOLJTIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLJTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJITS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOLJIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLJSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOLJSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOLSTIJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOLSTJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOLSITJ,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
ZOLSIJT,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOLSJTI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X
ZOLSJIT,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X
ZOJTILS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
ZOJTISL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
ZOJTLIS,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
ZOJTLSI,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X
ZOJTSIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJTSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJITLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOJITSL,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
ZOJILTS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
ZOJILST,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
ZOJISTL,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
ZOJISLT,X,X,X,X,O,O,O,X,X,O,O,X,X,X,O
ZOJLTIS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOJLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJLITS,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
ZOJLIST,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJLSTI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOJLSIT,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
ZOJSTIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSITL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZOJSILT,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X
ZOJSLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJSLIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOSTILJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTIJL,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTLIJ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSTLJI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSTJLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSITLJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSITJL,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
ZOSILTJ,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZOSIJTL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZOSIJLT,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X
ZOSLTIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSLTJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOSLJTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSLJIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
ZOSJTIL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJTLI,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJITL,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X
ZOSJILT,O,X,X,X,X,O,O,X,X,O,O,X,X,X,X
ZOSJLTI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
OTILJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O
OTILSJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O
OTILZSJ,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O
OTIJLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O
OTIJSLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTIJZSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTISJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISZLJ,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTISZJL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTIZLJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
OTIZLSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O
OTIZJLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
OTIZJSL,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTIZSLJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTIZSJL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X
OTLIJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLISJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTLIZSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLJISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJIZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLJSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLJZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLJZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLSIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLSZIJ,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLSZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLZIJS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTLZISJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLZJIS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTLZJSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTLZSIJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTLZSJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJILSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
OTJISLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJIZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTJIZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLIZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJLSIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJLZIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJLZSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTJSZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZILS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZLIS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJZLSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTJZSIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSILJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSIZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLIJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTSLZIJ,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X
OTSLZJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTSJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTSJZIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZILJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZIJL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZJIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZJLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZILSJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZIJSL,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X
OTZISLJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OTZISJL,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
OTZLIJS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTZLISJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTZLJIS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTZLJSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZLSIJ,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTZLSJI,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X
OTZJILS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
OTZJISL,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X
OTZJLIS,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OTZJLSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OTZJSIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZJSLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZSILJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSIJL,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZSJIL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZSJLI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITLJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
OITLSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,O,X,O,X,X,X,X,O,X,X,O,X,O
OITLZSJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
OITJLSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJLZS,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
OITJSLZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OITJZSL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSLZJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSJZL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OITSZLJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITSZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OITZLJS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
OITZLSJ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
OITZJLS,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
OITZJSL,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X
OITZSLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OITZSJL,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
OILTJSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILTJZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O
OILTSJZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTZJS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
OILTZSJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OILJTSZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OILJTZS,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O
OILJSTZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OILJSZT,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O
OILJZTS,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O
OILJZST,X,X,O,X,O,X,X,X,O,O,X,X,X,X,O
OILSTJZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
OILSTZJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILSJTZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
OILSJZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
OILSZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
OILSZJT,O,O,X,O,O,X,X,O,X,O,X,X,X,X,O
OILZTJS,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O
OILZTSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
