sequence,v115@VhC8FeD8BeA8Jeq/IvhEZkBulB3hBctBzpB,v115@VhC8FeD8BeA8Jea8IvhE5gB3hBTkBeqBctB,v115@VhC8FeD8BeA8Jez7IvhEZkBWlB3hBctBCqB,v115@VhC8FeD8BeA8JeZ6IvhEzfB3hBSqBctB2uB,v115@VhC8FeD8BeA8Jee8IvhEZkB3hBqpBTlBctB
OIZJSTL,O,O,X,X,X
OIZJSLT,O,O,X,X,O
OIZSTLJ,O,X,O,X,X
OIZSTJL,O,X,X,X,X
OIZSLTJ,O,X,O,X,O
OIZSLJT,O,O,O,X,O
OIZSJTL,O,O,X,X,X
OIZSJLT,O,O,O,X,O
OLTIJSZ,O,X,X,X,O
OLTIJZS,O,X,X,X,O
OLTISJZ,O,X,X,X,O
OLTISZJ,O,X,X,X,O
OLTIZJS,O,X,X,X,O
OLTIZSJ,O,X,X,X,O
OLTJISZ,O,X,X,X,O
OLTJIZS,O,X,X,X,O
OLTJSIZ,O,X,X,X,O
OLTJSZI,O,X,X,X,O
OLTJZIS,O,X,X,X,O
OLTJZSI,O,X,X,X,O
OLTSIJZ,O,X,X,X,O
OLTSIZJ,O,X,X,X,O
OLTSJIZ,O,X,X,X,O
OLTSJZI,O,X,X,X,O
OLTSZIJ,O,X,X,X,O
OLTSZJI,O,X,X,X,O
OLTZIJS,O,X,X,X,O
OLTZISJ,O,X,X,X,O
OLTZJIS,O,X,X,X,O
OLTZJSI,O,X,X,X,O
OLTZSIJ,O,X,X,X,O
OLTZSJI,O,X,X,X,O
OLITJSZ,O,X,X,X,O
OLITJZS,O,X,X,X,O
OLITSJZ,O,X,X,X,O
OLITSZJ,O,X,X,X,O
OLITZJS,O,X,X,X,O
OLITZSJ,O,X,X,X,O
OLIJTSZ,O,X,O,X,O
OLIJTZS,O,X,O,X,O
OLIJSTZ,O,X,O,X,O
OLIJSZT,O,X,O,X,O
OLIJZTS,O,X,O,X,O
OLIJZST,O,X,O,X,O
OLISTJZ,O,X,O,X,O
OLISTZJ,O,X,O,X,O
OLISJTZ,O,X,O,X,O
OLISJZT,O,X,O,X,O
OLISZTJ,O,X,O,X,O
OLISZJT,O,X,O,X,O
OLIZTJS,O,X,X,X,O
OLIZTSJ,O,X,X,X,O
OLIZJTS,O,X,O,X,O
OLIZJST,O,X,O,X,O
OLIZSTJ,O,X,O,X,O
OLIZSJT,O,X,O,X,O
OLJTISZ,O,X,O,O,O
OLJTIZS,O,X,O,O,O
OLJTSIZ,O,X,O,O,O
OLJTSZI,O,X,O,O,O
OLJTZIS,O,X,O,O,O
OLJTZSI,O,X,O,O,O
OLJITSZ,O,X,O,O,O
OLJITZS,O,X,O,O,O
OLJISTZ,O,X,O,O,O
OLJISZT,O,X,O,O,O
OLJIZTS,O,X,O,O,O
OLJIZST,O,X,O,O,O
OLJSTIZ,O,X,O,O,O
OLJSTZI,O,X,O,O,O
OLJSITZ,O,X,O,O,O
OLJSIZT,O,X,O,O,O
OLJSZTI,O,X,O,O,O
OLJSZIT,O,X,O,O,O
OLJZTIS,O,X,O,O,O
OLJZTSI,O,X,O,O,O
OLJZITS,O,X,O,O,O
OLJZIST,O,X,O,O,O
OLJZSTI,O,X,O,O,O
OLJZSIT,O,X,O,O,O
OLSTIJZ,O,X,O,X,O
OLSTIZJ,O,X,O,X,O
OLSTJIZ,O,X,O,X,O
OLSTJZI,O,X,O,X,O
OLSTZIJ,O,X,O,X,O
OLSTZJI,O,X,O,X,O
OLSITJZ,O,X,O,X,O
OLSITZJ,O,X,O,X,O
OLSIJTZ,O,X,O,X,O
OLSIJZT,O,X,O,X,O
OLSIZTJ,O,X,O,X,O
OLSIZJT,O,X,O,X,O
OLSJTIZ,O,X,O,O,O
OLSJTZI,O,X,O,O,O
OLSJITZ,O,X,O,O,O
OLSJIZT,O,X,O,O,O
OLSJZTI,O,X,O,O,O
OLSJZIT,O,X,O,O,O
OLSZTIJ,O,X,O,X,O
OLSZTJI,O,X,O,X,O
OLSZITJ,O,X,O,X,O
OLSZIJT,O,X,O,X,O
OLSZJTI,O,X,O,O,O
OLSZJIT,O,X,O,O,O
OLZTIJS,O,X,X,X,O
OLZTISJ,O,X,X,X,O
OLZTJIS,O,X,X,X,O
OLZTJSI,O,X,X,X,O
OLZTSIJ,O,X,X,X,O
OLZTSJI,O,X,X,X,O
OLZITJS,O,X,X,X,O
OLZITSJ,O,X,X,X,O
OLZIJTS,O,X,O,X,O
OLZIJST,O,X,O,X,O
OLZISTJ,O,X,O,X,O
OLZISJT,O,X,O,X,O
OLZJTIS,O,X,O,O,O
OLZJTSI,O,X,O,O,O
OLZJITS,O,X,O,O,O
OLZJIST,O,X,O,O,O
OLZJSTI,O,X,O,O,O
OLZJSIT,O,X,O,O,O
OLZSTIJ,O,X,O,X,O
OLZSTJI,O,X,O,X,O
OLZSITJ,O,X,O,X,O
OLZSIJT,O,X,O,X,O
OLZSJTI,O,X,O,O,O
OLZSJIT,O,X,O,O,O
OJTILSZ,O,O,X,X,X
OJTILZS,O,O,X,X,X
OJTISLZ,O,O,X,X,X
OJTISZL,O,O,X,X,X
OJTIZLS,O,O,X,X,X
OJTIZSL,O,O,X,X,X
OJTLISZ,O,X,X,X,O
OJTLIZS,O,X,X,X,O
OJTLSIZ,O,X,X,X,O
OJTLSZI,O,X,X,X,O
OJTLZIS,O,X,X,X,O
OJTLZSI,O,X,X,X,O
OJTSILZ,O,O,X,X,X
OJTSIZL,O,O,X,X,X
OJTSLIZ,O,O,X,X,O
OJTSLZI,O,O,X,X,O
OJTSZIL,O,O,X,X,X
OJTSZLI,O,O,X,X,O
OJTZILS,O,O,X,X,X
OJTZISL,O,O,X,X,X
OJTZLIS,O,X,X,X,O
OJTZLSI,O,X,X,X,O
OJTZSIL,O,O,X,X,X
OJTZSLI,O,O,X,X,O
OJITLSZ,O,O,X,X,X
OJITLZS,O,O,X,X,X
OJITSLZ,O,O,X,X,X
OJITSZL,O,O,X,X,X
OJITZLS,O,O,X,X,X
OJITZSL,O,O,X,X,X
OJILTSZ,O,O,X,O,O
OJILTZS,O,O,X,O,O
OJILSTZ,O,O,X,O,O
OJILSZT,O,O,X,O,O
OJILZTS,O,O,X,O,O
OJILZST,O,O,X,O,O
OJISTLZ,O,O,X,X,X
OJISTZL,O,O,X,X,X
OJISLTZ,O,O,X,O,O
OJISLZT,O,O,X,O,O
OJISZTL,O,O,X,X,X
OJISZLT,O,O,X,O,O
OJIZTLS,O,O,X,X,X
OJIZTSL,O,O,X,X,X
OJIZLTS,O,O,X,O,O
OJIZLST,O,O,X,O,O
OJIZSTL,O,O,X,X,X
OJIZSLT,O,O,X,O,O
OJLTISZ,O,X,X,O,O
OJLTIZS,O,X,X,O,O
OJLTSIZ,O,X,X,O,O
OJLTSZI,O,X,X,O,O
OJLTZIS,O,X,X,O,O
OJLTZSI,O,X,X,O,O
OJLITSZ,O,O,X,O,O
OJLITZS,O,O,X,O,O
OJLISTZ,O,O,X,O,O
OJLISZT,O,O,X,O,O
OJLIZTS,O,O,X,O,O
OJLIZST,O,O,X,O,O
OJLSTIZ,O,O,X,O,O
OJLSTZI,O,O,X,O,O
OJLSITZ,O,O,X,O,O
OJLSIZT,O,O,X,O,O
OJLSZTI,O,O,X,O,O
OJLSZIT,O,O,X,O,O
OJLZTIS,O,X,X,O,O
OJLZTSI,O,X,X,O,O
OJLZITS,O,O,X,O,O
OJLZIST,O,O,X,O,O
OJLZSTI,O,O,X,O,O
OJLZSIT,O,O,X,O,O
OJSTILZ,O,O,X,X,X
OJSTIZL,O,O,X,X,X
OJSTLIZ,O,O,X,X,O
OJSTLZI,O,O,X,X,O
OJSTZIL,O,O,X,X,X
OJSTZLI,O,O,X,X,O
OJSITLZ,O,O,X,X,X
OJSITZL,O,O,X,X,X
OJSILTZ,O,O,X,O,O
OJSILZT,O,O,X,O,O
OJSIZTL,O,O,X,X,X
OJSIZLT,O,O,X,O,O
OJSLTIZ,O,O,X,O,O
OJSLTZI,O,O,X,O,O
OJSLITZ,O,O,X,O,O
OJSLIZT,O,O,X,O,O
OJSLZTI,O,O,X,O,O
OJSLZIT,O,O,X,O,O
OJSZTIL,O,O,X,X,X
OJSZTLI,O,O,X,X,O
OJSZITL,O,O,X,X,X
OJSZILT,O,O,X,O,O
OJSZLTI,O,O,X,O,O
OJSZLIT,O,O,X,O,O
OJZTILS,O,O,X,X,X
OJZTISL,O,O,X,X,X
OJZTLIS,O,X,X,X,O
OJZTLSI,O,X,X,X,O
OJZTSIL,O,O,X,X,X
OJZTSLI,O,O,X,X,O
OJZITLS,O,O,X,X,X
OJZITSL,O,O,X,X,X
OJZILTS,O,O,X,O,O
OJZILST,O,O,X,O,O
OJZISTL,O,O,X,X,X
OJZISLT,O,O,X,O,O
OJZLTIS,O,X,X,O,O
OJZLTSI,O,X,X,O,O
OJZLITS,O,O,X,O,O
OJZLIST,O,O,X,O,O
OJZLSTI,O,O,X,O,O
OJZLSIT,O,O,X,O,O
OJZSTIL,O,O,X,X,X
OJZSTLI,O,O,X,X,O
OJZSITL,O,O,X,X,X
OJZSILT,O,O,X,O,O
OJZSLTI,O,O,X,O,O
OJZSLIT,O,O,X,O,O
OSTILJZ,O,X,O,X,X
OSTILZJ,O,X,O,X,X
OSTIJLZ,O,X,X,X,X
OSTIJZL,O,X,X,X,X
OSTIZLJ,O,X,O,X,X
OSTIZJL,O,X,X,X,X
OSTLIJZ,O,X,O,X,O
OSTLIZJ,O,X,O,X,O
OSTLJIZ,O,X,O,X,O
OSTLJZI,O,X,O,X,O
OSTLZIJ,O,X,O,X,O
OSTLZJI,O,X,O,X,O
OSTJILZ,O,X,X,X,X
OSTJIZL,O,X,X,X,X
OSTJLIZ,O,X,X,X,O
OSTJLZI,O,X,X,X,O
OSTJZIL,O,X,X,X,X
OSTJZLI,O,X,X,X,O
OSTZILJ,O,X,O,X,X
OSTZIJL,O,X,X,X,X
OSTZLIJ,O,X,O,X,O
OSTZLJI,O,X,O,X,O
OSTZJIL,O,X,X,X,X
OSTZJLI,O,X,X,X,O
OSITLJZ,O,X,O,X,X
OSITLZJ,O,X,O,X,X
OSITJLZ,O,X,X,X,X
OSITJZL,O,X,X,X,X
OSITZLJ,O,X,O,X,X
OSITZJL,O,X,X,X,X
OSILTJZ,O,X,O,X,O
OSILTZJ,O,X,O,X,O
OSILJTZ,O,O,O,X,O
OSILJZT,O,O,O,X,O
OSILZTJ,O,X,O,X,O
OSILZJT,O,O,O,X,O
OSIJTLZ,O,O,X,X,X
OSIJTZL,O,O,X,X,X
OSIJLTZ,O,O,O,X,O
OSIJLZT,O,O,O,X,O
OSIJZTL,O,O,X,X,X
OSIJZLT,O,O,O,X,O
OSIZTLJ,O,X,O,X,X
OSIZTJL,O,X,X,X,X
OSIZLTJ,O,X,O,X,O
OSIZLJT,O,O,O,X,O
OSIZJTL,O,O,X,X,X
OSIZJLT,O,O,O,X,O
OSLTIJZ,O,X,O,X,O
OSLTIZJ,O,X,O,X,O
OSLTJIZ,O,X,O,X,O
OSLTJZI,O,X,O,X,O
OSLTZIJ,O,X,O,X,O
OSLTZJI,O,X,O,X,O
OSLITJZ,O,X,O,X,O
OSLITZJ,O,X,O,X,O
OSLIJTZ,O,O,O,X,O
OSLIJZT,O,O,O,X,O
OSLIZTJ,O,X,O,X,O
OSLIZJT,O,O,O,X,O
OSLJTIZ,O,O,O,O,O
OSLJTZI,O,O,O,O,O
OSLJITZ,O,O,O,O,O
OSLJIZT,O,O,O,O,O
OSLJZTI,O,O,O,O,O
OSLJZIT,O,O,O,O,O
OSLZTIJ,O,X,O,X,O
OSLZTJI,O,X,O,X,O
OSLZITJ,O,X,O,X,O
OSLZIJT,O,O,O,X,O
OSLZJTI,O,O,O,O,O
OSLZJIT,O,O,O,O,O
OSJTILZ,O,O,X,X,X
OSJTIZL,O,O,X,X,X
OSJTLIZ,O,O,X,X,O
OSJTLZI,O,O,X,X,O
OSJTZIL,O,O,X,X,X
OSJTZLI,O,O,X,X,O
OSJITLZ,O,O,X,X,X
OSJITZL,O,O,X,X,X
OSJILTZ,O,O,O,O,O
OSJILZT,O,O,O,O,O
OSJIZTL,O,O,X,X,X
OSJIZLT,O,O,O,O,O
OSJLTIZ,O,O,O,O,O
OSJLTZI,O,O,O,O,O
OSJLITZ,O,O,O,O,O
OSJLIZT,O,O,O,O,O
OSJLZTI,O,O,O,O,O
OSJLZIT,O,O,O,O,O
OSJZTIL,O,O,X,X,X
OSJZTLI,O,O,X,X,O
OSJZITL,O,O,X,X,X
OSJZILT,O,O,O,O,O
OSJZLTI,O,O,O,O,O
OSJZLIT,O,O,O,O,O
OSZTILJ,O,X,O,X,X
OSZTIJL,O,X,X,X,X
OSZTLIJ,O,X,O,X,O
OSZTLJI,O,X,O,X,O
OSZTJIL,O,X,X,X,X
OSZTJLI,O,X,X,X,O
OSZITLJ,O,X,O,X,X
OSZITJL,O,X,X,X,X
OSZILTJ,O,X,O,X,O
OSZILJT,O,O,O,X,O
OSZIJTL,O,O,X,X,X
OSZIJLT,O,O,O,X,O
OSZLTIJ,O,X,O,X,O
OSZLTJI,O,X,O,X,O
OSZLITJ,O,X,O,X,O
OSZLIJT,O,O,O,X,O
OSZLJTI,O,O,O,O,O
OSZLJIT,O,O,O,O,O
OSZJTIL,O,O,X,X,X
OSZJTLI,O,O,X,X,O
OSZJITL,O,O,X,X,X
OSZJILT,O,O,O,O,O
OSZJLTI,O,O,O,O,O
OSZJLIT,O,O,O,O,O
OZTILJS,O,X,X,X,X
OZTILSJ,O,X,X,X,X
OZTIJLS,O,X,X,X,X
OZTIJSL,O,X,X,X,X
OZTISLJ,O,X,X,X,X
OZTISJL,O,X,X,X,X
OZTLIJS,O,X,X,X,O
OZTLISJ,O,X,X,X,O
OZTLJIS,O,X,X,X,O
OZTLJSI,O,X,X,X,O
OZTLSIJ,O,X,X,X,O
OZTLSJI,O,X,X,X,O
OZTJILS,O,X,X,X,X
OZTJISL,O,X,X,X,X
OZTJLIS,O,X,X,X,O
OZTJLSI,O,X,X,X,O
OZTJSIL,O,X,X,X,X
OZTJSLI,O,X,X,X,O
OZTSILJ,O,X,X,X,X
OZTSIJL,O,X,X,X,X
OZTSLIJ,O,X,X,X,O
OZTSLJI,O,X,X,X,O
OZTSJIL,O,X,X,X,X
OZTSJLI,O,X,X,X,O
OZITLJS,O,X,X,X,X
OZITLSJ,O,X,X,X,X
OZITJLS,O,X,X,X,X
OZITJSL,O,X,X,X,X
OZITSLJ,O,X,X,X,X
OZITSJL,O,X,X,X,X
OZILTJS,O,X,X,X,O
OZILTSJ,O,X,X,X,O
OZILJTS,O,O,O,X,O
OZILJST,O,O,O,X,O
OZILSTJ,O,X,O,X,O
OZILSJT,O,O,O,X,O
OZIJTLS,O,O,X,X,X
OZIJTSL,O,O,X,X,X
OZIJLTS,O,O,X,X,O
OZIJLST,O,O,X,X,O
OZIJSTL,O,O,X,X,X
OZIJSLT,O,O,X,X,O
OZISTLJ,O,X,O,X,X
OZISTJL,O,X,X,X,X
OZISLTJ,O,X,O,X,O
OZISLJT,O,O,O,X,O
OZISJTL,O,O,X,X,X
OZISJLT,O,O,O,X,O
OZLTIJS,O,X,X,X,O
OZLTISJ,O,X,X,X,O
OZLTJIS,O,X,X,X,O
OZLTJSI,O,X,X,X,O
OZLTSIJ,O,X,X,X,O
OZLTSJI,O,X,X,X,O
OZLITJS,O,X,X,X,O
OZLITSJ,O,X,X,X,O
OZLIJTS,O,X,O,X,O
OZLIJST,O,X,O,X,O
OZLISTJ,O,X,O,X,O
OZLISJT,O,X,O,X,O
OZLJTIS,O,X,O,O,O
OZLJTSI,O,X,O,O,O
OZLJITS,O,X,O,O,O
OZLJIST,O,X,O,O,O
OZLJSTI,O,X,O,O,O
OZLJSIT,O,X,O,O,O
OZLSTIJ,O,X,O,X,O
OZLSTJI,O,X,O,X,O
OZLSITJ,O,X,O,X,O
OZLSIJT,O,X,O,X,O
OZLSJTI,O,X,O,O,O
OZLSJIT,O,X,O,O,O
OZJTILS,O,O,X,X,X
OZJTISL,O,O,X,X,X
OZJTLIS,O,X,X,X,O
OZJTLSI,O,X,X,X,O
OZJTSIL,O,O,X,X,X
OZJTSLI,O,O,X,X,O
OZJITLS,O,O,X,X,X
OZJITSL,O,O,X,X,X
OZJILTS,O,O,X,O,O
OZJILST,O,O,X,O,O
OZJISTL,O,O,X,X,X
OZJISLT,O,O,X,O,O
OZJLTIS,O,X,X,O,O
OZJLTSI,O,X,X,O,O
OZJLITS,O,O,X,O,O
OZJLIST,O,O,X,O,O
OZJLSTI,O,O,X,O,O
OZJLSIT,O,O,X,O,O
OZJSTIL,O,O,X,X,X
OZJSTLI,O,O,X,X,O
OZJSITL,O,O,X,X,X
OZJSILT,O,O,X,O,O
OZJSLTI,O,O,X,O,O
OZJSLIT,O,O,X,O,O
OZSTILJ,O,X,O,X,X
OZSTIJL,O,X,X,X,X
OZSTLIJ,O,X,O,X,O
OZSTLJI,O,X,O,X,O
OZSTJIL,O,X,X,X,X
OZSTJLI,O,X,X,X,O
OZSITLJ,O,X,O,X,X
OZSITJL,O,X,X,X,X
OZSILTJ,O,X,O,X,O
OZSILJT,O,O,O,X,O
OZSIJTL,O,O,X,X,X
OZSIJLT,O,O,O,X,O
OZSLTIJ,O,X,O,X,O
OZSLTJI,O,X,O,X,O
OZSLITJ,O,X,O,X,O
OZSLIJT,O,O,O,X,O
OZSLJTI,O,O,O,O,O
OZSLJIT,O,O,O,O,O
OZSJTIL,O,O,X,X,X
OZSJTLI,O,O,X,X,O
OZSJITL,O,O,X,X,X
OZSJILT,O,O,O,O,O
OZSJLTI,O,O,O,O,O
OZSJLIT,O,O,O,O,O
