sequence,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBTPB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeTDJvhFKZB6UB?JQBuaBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeKDJvhF6eBJQB?uaBzLBUhBXdB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8JeaDJvhFvaBeRB?TLBUhBqcBpeB,v115@9gA8FeA8BeB8DeB8BeB8AeJ8AeF8Jeq8IvhFKYBTjB?fZBJQBuaBUhB
LLOZIJTS,O,X,O,X,O
LLOZIJST,O,X,O,X,O
LLOZISTJ,O,X,X,O,O
LLOZISJT,O,X,O,O,O
LLOZJTIS,O,X,O,X,O
LLOZJTSI,O,X,O,X,O
LLOZJITS,O,X,O,X,O
LLOZJIST,O,X,O,X,O
LLOZJSTI,O,X,O,X,O
LLOZJSIT,O,X,O,X,O
LLOZSTIJ,O,X,X,O,O
LLOZSTJI,O,X,X,O,O
LLOZSITJ,O,X,X,O,O
LLOZSIJT,O,X,O,O,O
LLOZSJTI,O,X,O,O,O
LLOZSJIT,O,X,O,O,O
LJTILSZO,O,X,O,X,X
LJTILSOZ,O,X,O,X,X
LJTILZSO,O,X,O,X,X
LJTILZOS,O,X,O,X,O
LJTILOSZ,O,X,O,X,O
LJTILOZS,O,X,O,X,O
LJTISLZO,O,X,O,X,X
LJTISLOZ,O,X,O,X,X
LJTISZLO,O,X,O,X,X
LJTISZOL,X,X,O,X,X
LJTISOLZ,X,X,O,X,X
LJTISOZL,X,X,O,X,X
LJTIZLSO,O,X,O,X,X
LJTIZLOS,O,X,O,X,O
LJTIZSLO,O,X,O,X,X
LJTIZSOL,X,X,O,X,X
LJTIZOLS,X,X,O,X,O
LJTIZOSL,X,X,O,X,O
LJTIOLSZ,X,X,O,X,O
LJTIOLZS,X,X,O,X,O
LJTIOSLZ,X,X,O,X,O
LJTIOSZL,X,X,O,X,O
LJTIOZLS,X,X,O,X,O
LJTIOZSL,X,X,O,X,O
LJTLISZO,O,X,O,X,X
LJTLISOZ,O,X,O,X,X
LJTLIZSO,O,X,O,X,X
LJTLIZOS,O,X,O,X,O
LJTLIOSZ,O,X,O,X,O
LJTLIOZS,O,X,O,X,O
LJTLSIZO,O,X,O,X,X
LJTLSIOZ,O,X,O,X,X
LJTLSZIO,O,X,O,X,X
LJTLSZOI,O,X,O,X,X
LJTLSOIZ,O,X,O,X,X
LJTLSOZI,O,X,O,X,X
LJTLZISO,O,X,O,X,X
LJTLZIOS,O,X,O,X,O
LJTLZSIO,O,X,O,X,X
LJTLZSOI,O,X,O,X,X
LJTLZOIS,O,X,O,X,O
LJTLZOSI,O,X,O,X,O
LJTLOISZ,O,X,O,X,O
LJTLOIZS,O,X,O,X,O
LJTLOSIZ,O,X,O,X,O
LJTLOSZI,O,X,O,X,O
LJTLOZIS,O,X,O,X,O
LJTLOZSI,O,X,O,X,O
LJTSILZO,O,X,O,X,X
LJTSILOZ,O,X,O,X,X
LJTSIZLO,O,X,O,X,X
LJTSIZOL,X,X,O,X,X
LJTSIOLZ,X,X,O,X,X
LJTSIOZL,X,X,O,X,X
LJTSLIZO,O,X,O,X,X
LJTSLIOZ,O,X,O,X,X
LJTSLZIO,O,X,O,X,X
LJTSLZOI,O,X,O,X,X
LJTSLOIZ,O,X,O,X,X
LJTSLOZI,O,X,O,X,X
LJTSZILO,O,X,O,X,X
LJTSZIOL,X,X,O,X,X
LJTSZLIO,O,X,O,X,X
LJTSZLOI,O,X,O,X,X
LJTSZOIL,X,X,O,X,X
LJTSZOLI,X,X,O,X,X
LJTSOILZ,X,X,O,X,X
LJTSOIZL,X,X,O,X,X
LJTSOLIZ,X,X,O,X,X
LJTSOLZI,X,X,O,X,X
LJTSOZIL,X,X,O,X,X
LJTSOZLI,X,X,O,X,X
LJTZILSO,O,X,O,X,X
LJTZILOS,O,X,O,X,O
LJTZISLO,O,X,O,X,X
LJTZISOL,X,X,O,X,X
LJTZIOLS,X,X,O,X,O
LJTZIOSL,X,X,O,X,O
LJTZLISO,O,X,O,X,X
LJTZLIOS,O,X,O,X,O
LJTZLSIO,O,X,O,X,X
LJTZLSOI,O,X,O,X,X
LJTZLOIS,O,X,O,X,O
LJTZLOSI,O,X,O,X,O
LJTZSILO,O,X,O,X,X
LJTZSIOL,X,X,O,X,X
LJTZSLIO,O,X,O,X,X
LJTZSLOI,O,X,O,X,X
LJTZSOIL,X,X,O,X,X
LJTZSOLI,X,X,O,X,X
LJTZOILS,X,X,O,X,O
LJTZOISL,X,X,O,X,O
LJTZOLIS,X,X,O,X,O
LJTZOLSI,X,X,O,X,O
LJTZOSIL,X,X,O,X,O
LJTZOSLI,X,X,O,X,O
LJTOILSZ,X,X,O,X,O
LJTOILZS,X,X,O,X,O
LJTOISLZ,X,X,O,X,O
LJTOISZL,X,X,O,X,O
LJTOIZLS,X,X,O,X,O
LJTOIZSL,X,X,O,X,O
LJTOLISZ,X,X,O,X,O
LJTOLIZS,X,X,O,X,O
LJTOLSIZ,X,X,O,X,O
LJTOLSZI,X,X,O,X,O
LJTOLZIS,X,X,O,X,O
LJTOLZSI,X,X,O,X,O
LJTOSILZ,X,X,O,X,O
LJTOSIZL,X,X,O,X,O
LJTOSLIZ,X,X,O,X,O
LJTOSLZI,X,X,O,X,O
LJTOSZIL,X,X,O,X,O
LJTOSZLI,X,X,O,X,O
LJTOZILS,X,X,O,X,O
LJTOZISL,X,X,O,X,O
LJTOZLIS,X,X,O,X,O
LJTOZLSI,X,X,O,X,O
LJTOZSIL,X,X,O,X,O
LJTOZSLI,X,X,O,X,O
LJITLSZO,O,X,O,X,X
LJITLSOZ,O,X,O,X,X
LJITLZSO,O,X,O,X,X
LJITLZOS,O,X,O,X,O
LJITLOSZ,O,X,O,X,O
LJITLOZS,O,X,O,X,O
LJITSLZO,O,X,O,X,X
LJITSLOZ,O,X,O,X,X
LJITSZLO,O,X,O,X,X
LJITSZOL,X,X,O,X,X
LJITSOLZ,X,X,O,X,X
LJITSOZL,X,X,O,X,X
LJITZLSO,O,X,O,X,X
LJITZLOS,O,X,O,X,O
LJITZSLO,O,X,O,X,X
LJITZSOL,X,X,O,X,X
LJITZOLS,X,X,O,X,O
LJITZOSL,X,X,O,X,O
LJITOLSZ,X,X,O,X,O
LJITOLZS,X,X,O,X,O
LJITOSLZ,X,X,O,X,O
LJITOSZL,X,X,O,X,O
LJITOZLS,X,X,O,X,O
LJITOZSL,X,X,O,X,O
LJILTSZO,O,X,O,X,X
LJILTSOZ,O,X,O,X,X
LJILTZSO,O,X,O,X,X
LJILTZOS,O,X,O,X,O
LJILTOSZ,O,X,O,X,O
LJILTOZS,O,X,O,X,O
LJILSTZO,O,X,O,O,X
LJILSTOZ,O,X,O,O,X
LJILSZTO,O,X,O,O,X
LJILSZOT,O,X,O,O,O
LJILSOTZ,O,X,O,O,O
LJILSOZT,O,X,O,O,O
LJILZTSO,O,X,O,X,X
LJILZTOS,O,X,O,X,O
LJILZSTO,O,X,O,O,X
LJILZSOT,O,X,O,O,O
LJILZOTS,O,X,O,X,O
LJILZOST,O,X,O,X,O
LJILOTSZ,O,X,O,X,O
LJILOTZS,O,X,O,X,O
LJILOSTZ,O,X,O,X,O
LJILOSZT,O,X,O,X,O
LJILOZTS,O,X,O,X,O
LJILOZST,O,X,O,X,O
LJISTLZO,O,X,O,O,X
LJISTLOZ,O,X,O,O,X
LJISTZLO,O,X,O,O,X
LJISTZOL,X,X,O,O,X
LJISTOLZ,X,X,O,O,X
LJISTOZL,X,X,O,O,X
LJISLTZO,O,X,O,O,X
LJISLTOZ,O,X,O,O,X
LJISLZTO,O,X,O,O,X
LJISLZOT,O,X,O,O,O
LJISLOTZ,O,X,O,O,O
LJISLOZT,O,X,O,O,O
LJISZTLO,O,X,O,O,X
LJISZTOL,X,X,O,O,X
LJISZLTO,O,X,O,O,X
LJISZLOT,O,X,O,O,O
LJISZOTL,X,O,O,O,O
LJISZOLT,O,O,O,O,O
LJISOTLZ,X,O,O,O,O
LJISOTZL,X,O,O,O,O
LJISOLTZ,O,O,O,O,O
LJISOLZT,O,O,O,O,O
LJISOZTL,X,O,O,O,O
LJISOZLT,O,O,O,O,O
LJIZTLSO,O,X,O,X,X
LJIZTLOS,O,X,O,X,O
LJIZTSLO,O,X,O,X,X
LJIZTSOL,X,X,O,X,X
LJIZTOLS,X,X,O,X,O
LJIZTOSL,X,X,O,X,O
LJIZLTSO,O,X,O,X,X
LJIZLTOS,O,X,O,X,O
LJIZLSTO,O,X,O,O,X
LJIZLSOT,O,X,O,O,O
LJIZLOTS,O,X,O,X,O
LJIZLOST,O,X,O,X,O
LJIZSTLO,O,X,O,O,X
LJIZSTOL,X,X,O,O,X
LJIZSLTO,O,X,O,O,X
LJIZSLOT,O,X,O,O,O
LJIZSOTL,X,O,O,O,O
LJIZSOLT,O,O,O,O,O
LJIZOTLS,X,O,O,X,O
LJIZOTSL,X,O,O,X,O
LJIZOLTS,O,O,O,X,O
LJIZOLST,O,O,O,X,O
LJIZOSTL,X,O,O,X,O
LJIZOSLT,O,O,O,X,O
LJIOTLSZ,X,O,O,X,O
LJIOTLZS,X,O,O,X,O
LJIOTSLZ,X,O,O,X,O
LJIOTSZL,X,O,O,X,O
LJIOTZLS,X,O,O,X,O
LJIOTZSL,X,O,O,X,O
LJIOLTSZ,O,O,O,X,O
LJIOLTZS,O,O,O,X,O
LJIOLSTZ,O,O,O,X,O
LJIOLSZT,O,O,O,X,O
LJIOLZTS,O,O,O,X,O
LJIOLZST,O,O,O,X,O
LJIOSTLZ,X,O,O,X,O
LJIOSTZL,X,O,O,X,O
LJIOSLTZ,O,O,O,X,O
LJIOSLZT,O,O,O,X,O
LJIOSZTL,X,O,O,X,O
LJIOSZLT,O,O,O,X,O
LJIOZTLS,X,O,O,X,O
LJIOZTSL,X,O,O,X,O
LJIOZLTS,O,O,O,X,O
LJIOZLST,O,O,O,X,O
LJIOZSTL,X,O,O,X,O
LJIOZSLT,O,O,O,X,O
LJLTISZO,O,X,O,X,X
LJLTISOZ,O,X,O,X,X
LJLTIZSO,O,X,O,X,X
LJLTIZOS,O,X,O,X,O
LJLTIOSZ,O,X,O,X,O
LJLTIOZS,O,X,O,X,O
LJLTSIZO,O,X,O,X,X
LJLTSIOZ,O,X,O,X,X
LJLTSZIO,O,X,O,X,X
LJLTSZOI,O,X,O,X,X
LJLTSOIZ,O,X,O,X,X
LJLTSOZI,O,X,O,X,X
LJLTZISO,O,X,O,X,X
LJLTZIOS,O,X,O,X,O
LJLTZSIO,O,X,O,X,X
LJLTZSOI,O,X,O,X,X
LJLTZOIS,O,X,O,X,O
LJLTZOSI,O,X,O,X,O
LJLTOISZ,O,X,O,X,O
LJLTOIZS,O,X,O,X,O
LJLTOSIZ,O,X,O,X,O
LJLTOSZI,O,X,O,X,O
LJLTOZIS,O,X,O,X,O
LJLTOZSI,O,X,O,X,O
LJLITSZO,O,X,O,X,X
LJLITSOZ,O,X,O,X,X
LJLITZSO,O,X,O,X,X
LJLITZOS,O,X,O,X,O
LJLITOSZ,O,X,O,X,O
LJLITOZS,O,X,O,X,O
LJLISTZO,O,X,O,O,X
LJLISTOZ,O,X,O,O,X
LJLISZTO,O,X,O,O,X
LJLISZOT,O,X,O,O,O
LJLISOTZ,O,X,O,O,O
LJLISOZT,O,X,O,O,O
LJLIZTSO,O,X,O,X,X
LJLIZTOS,O,X,O,X,O
LJLIZSTO,O,X,O,O,X
LJLIZSOT,O,X,O,O,O
LJLIZOTS,O,X,O,X,O
LJLIZOST,O,X,O,X,O
LJLIOTSZ,O,X,O,X,O
LJLIOTZS,O,X,O,X,O
LJLIOSTZ,O,X,O,X,O
LJLIOSZT,O,X,O,X,O
LJLIOZTS,O,X,O,X,O
LJLIOZST,O,X,O,X,O
LJLSTIZO,O,X,O,O,X
LJLSTIOZ,O,X,O,O,X
LJLSTZIO,O,X,O,O,X
LJLSTZOI,O,X,O,O,X
LJLSTOIZ,O,X,O,O,X
LJLSTOZI,O,X,O,O,X
LJLSITZO,O,X,O,O,X
LJLSITOZ,O,X,O,O,X
LJLSIZTO,O,X,O,O,X
LJLSIZOT,O,X,O,O,O
LJLSIOTZ,O,X,O,O,O
LJLSIOZT,O,X,O,O,O
LJLSZTIO,O,X,O,O,X
LJLSZTOI,O,X,O,O,X
LJLSZITO,O,X,O,O,X
LJLSZIOT,O,X,O,O,O
LJLSZOTI,O,X,O,O,O
LJLSZOIT,O,X,O,O,O
LJLSOTIZ,O,X,O,O,O
LJLSOTZI,O,X,O,O,O
LJLSOITZ,O,X,O,O,O
LJLSOIZT,O,X,O,O,O
LJLSOZTI,O,X,O,O,O
LJLSOZIT,O,X,O,O,O
LJLZTISO,O,X,O,X,X
LJLZTIOS,O,X,O,X,O
LJLZTSIO,O,X,O,X,X
LJLZTSOI,O,X,O,X,X
LJLZTOIS,O,X,O,X,O
LJLZTOSI,O,X,O,X,O
LJLZITSO,O,X,O,X,X
LJLZITOS,O,X,O,X,O
LJLZISTO,O,X,O,O,X
LJLZISOT,O,X,O,O,O
LJLZIOTS,O,X,O,X,O
LJLZIOST,O,X,O,X,O
LJLZSTIO,O,X,O,O,X
LJLZSTOI,O,X,O,O,X
LJLZSITO,O,X,O,O,X
LJLZSIOT,O,X,O,O,O
LJLZSOTI,O,X,O,O,O
LJLZSOIT,O,X,O,O,O
LJLZOTIS,O,X,O,X,O
LJLZOTSI,O,X,O,X,O
LJLZOITS,O,X,O,X,O
LJLZOIST,O,X,O,X,O
LJLZOSTI,O,X,O,X,O
LJLZOSIT,O,X,O,X,O
LJLOTISZ,O,X,O,X,O
LJLOTIZS,O,X,O,X,O
LJLOTSIZ,O,X,O,X,O
LJLOTSZI,O,X,O,X,O
LJLOTZIS,O,X,O,X,O
LJLOTZSI,O,X,O,X,O
LJLOITSZ,O,X,O,X,O
LJLOITZS,O,X,O,X,O
LJLOISTZ,O,X,O,X,O
LJLOISZT,O,X,O,X,O
LJLOIZTS,O,X,O,X,O
LJLOIZST,O,X,O,X,O
LJLOSTIZ,O,X,O,X,O
LJLOSTZI,O,X,O,X,O
LJLOSITZ,O,X,O,X,O
LJLOSIZT,O,X,O,X,O
LJLOSZTI,O,X,O,X,O
LJLOSZIT,O,X,O,X,O
LJLOZTIS,O,X,O,X,O
LJLOZTSI,O,X,O,X,O
LJLOZITS,O,X,O,X,O
LJLOZIST,O,X,O,X,O
LJLOZSTI,O,X,O,X,O
LJLOZSIT,O,X,O,X,O
LJSTILZO,O,X,O,O,X
LJSTILOZ,O,X,O,O,X
LJSTIZLO,O,X,O,O,X
LJSTIZOL,X,X,O,O,X
LJSTIOLZ,X,X,O,O,X
LJSTIOZL,X,X,O,O,X
LJSTLIZO,O,X,O,O,X
LJSTLIOZ,O,X,O,O,X
LJSTLZIO,O,X,O,O,X
LJSTLZOI,O,X,O,O,X
LJSTLOIZ,O,X,O,O,X
LJSTLOZI,O,X,O,O,X
LJSTZILO,O,X,O,O,X
LJSTZIOL,X,X,O,O,X
LJSTZLIO,O,X,O,O,X
LJSTZLOI,O,X,O,O,X
LJSTZOIL,X,X,O,O,X
LJSTZOLI,X,X,O,O,X
LJSTOILZ,X,X,O,O,X
LJSTOIZL,X,X,O,O,X
LJSTOLIZ,X,X,O,O,X
LJSTOLZI,X,X,O,O,X
LJSTOZIL,X,X,O,O,X
LJSTOZLI,X,X,O,O,X
LJSITLZO,O,X,O,O,X
LJSITLOZ,O,X,O,O,X
LJSITZLO,O,X,O,O,X
LJSITZOL,X,X,O,O,X
LJSITOLZ,X,X,O,O,X
LJSITOZL,X,X,O,O,X
LJSILTZO,O,X,O,O,X
LJSILTOZ,O,X,O,O,X
LJSILZTO,O,X,O,O,X
LJSILZOT,O,X,O,O,O
LJSILOTZ,O,X,O,O,O
LJSILOZT,O,X,O,O,O
LJSIZTLO,O,X,O,O,X
LJSIZTOL,X,X,O,O,X
LJSIZLTO,O,X,O,O,X
LJSIZLOT,O,X,O,O,O
LJSIZOTL,X,O,O,O,O
LJSIZOLT,O,O,O,O,O
LJSIOTLZ,X,O,O,O,O
LJSIOTZL,X,O,O,O,O
LJSIOLTZ,O,O,O,O,O
LJSIOLZT,O,O,O,O,O
LJSIOZTL,X,O,O,O,O
LJSIOZLT,O,O,O,O,O
LJSLTIZO,O,X,O,O,X
LJSLTIOZ,O,X,O,O,X
LJSLTZIO,O,X,O,O,X
LJSLTZOI,O,X,O,O,X
LJSLTOIZ,O,X,O,O,X
LJSLTOZI,O,X,O,O,X
LJSLITZO,O,X,O,O,X
LJSLITOZ,O,X,O,O,X
LJSLIZTO,O,X,O,O,X
LJSLIZOT,O,X,O,O,O
LJSLIOTZ,O,X,O,O,O
LJSLIOZT,O,X,O,O,O
LJSLZTIO,O,X,O,O,X
LJSLZTOI,O,X,O,O,X
LJSLZITO,O,X,O,O,X
LJSLZIOT,O,X,O,O,O
LJSLZOTI,O,X,O,O,O
LJSLZOIT,O,X,O,O,O
LJSLOTIZ,O,X,O,O,O
LJSLOTZI,O,X,O,O,O
LJSLOITZ,O,X,O,O,O
LJSLOIZT,O,X,O,O,O
LJSLOZTI,O,X,O,O,O
LJSLOZIT,O,X,O,O,O
LJSZTILO,O,X,O,O,X
LJSZTIOL,X,X,O,O,X
LJSZTLIO,O,X,O,O,X
LJSZTLOI,O,X,O,O,X
LJSZTOIL,X,X,O,O,X
LJSZTOLI,X,X,O,O,X
LJSZITLO,O,X,O,O,X
LJSZITOL,X,X,O,O,X
LJSZILTO,O,X,O,O,X
LJSZILOT,O,X,O,O,O
LJSZIOTL,X,O,O,O,O
LJSZIOLT,O,O,O,O,O
LJSZLTIO,O,X,O,O,X
LJSZLTOI,O,X,O,O,X
LJSZLITO,O,X,O,O,X
LJSZLIOT,O,X,O,O,O
LJSZLOTI,O,X,O,O,O
LJSZLOIT,O,X,O,O,O
LJSZOTIL,X,O,O,O,O
LJSZOTLI,X,O,O,O,O
LJSZOITL,X,O,O,O,O
LJSZOILT,O,O,O,O,O
LJSZOLTI,O,O,O,O,O
LJSZOLIT,O,O,O,O,O
LJSOTILZ,X,O,O,O,O
LJSOTIZL,X,O,O,O,O
LJSOTLIZ,X,O,O,O,O
LJSOTLZI,X,O,O,O,O
LJSOTZIL,X,O,O,O,O
LJSOTZLI,X,O,O,O,O
LJSOITLZ,X,O,O,O,O
LJSOITZL,X,O,O,O,O
LJSOILTZ,O,O,O,O,O
LJSOILZT,O,O,O,O,O
LJSOIZTL,X,O,O,O,O
LJSOIZLT,O,O,O,O,O
LJSOLTIZ,O,O,O,O,O
LJSOLTZI,O,O,O,O,O
LJSOLITZ,O,O,O,O,O
LJSOLIZT,O,O,O,O,O
LJSOLZTI,O,O,O,O,O
LJSOLZIT,O,O,O,O,O
LJSOZTIL,X,O,O,O,O
LJSOZTLI,X,O,O,O,O
LJSOZITL,X,O,O,O,O
LJSOZILT,O,O,O,O,O
LJSOZLTI,O,O,O,O,O
LJSOZLIT,O,O,O,O,O
LJZTILSO,O,X,O,X,X
LJZTILOS,O,X,O,X,O
LJZTISLO,O,X,O,X,X
LJZTISOL,X,X,O,X,X
LJZTIOLS,X,X,O,X,O
LJZTIOSL,X,X,O,X,O
LJZTLISO,O,X,O,X,X
LJZTLIOS,O,X,O,X,O
LJZTLSIO,O,X,O,X,X
LJZTLSOI,O,X,O,X,X
LJZTLOIS,O,X,O,X,O
LJZTLOSI,O,X,O,X,O
LJZTSILO,O,X,O,X,X
LJZTSIOL,X,X,O,X,X
LJZTSLIO,O,X,O,X,X
LJZTSLOI,O,X,O,X,X
LJZTSOIL,X,X,O,X,X
LJZTSOLI,X,X,O,X,X
LJZTOILS,X,X,O,X,O
LJZTOISL,X,X,O,X,O
LJZTOLIS,X,X,O,X,O
LJZTOLSI,X,X,O,X,O
LJZTOSIL,X,X,O,X,O
LJZTOSLI,X,X,O,X,O
LJZITLSO,O,X,O,X,X
LJZITLOS,O,X,O,X,O
LJZITSLO,O,X,O,X,X
LJZITSOL,X,X,O,X,X
LJZITOLS,X,X,O,X,O
LJZITOSL,X,X,O,X,O
LJZILTSO,O,X,O,X,X
LJZILTOS,O,X,O,X,O
LJZILSTO,O,X,O,O,X
LJZILSOT,O,X,O,O,O
LJZILOTS,O,X,O,X,O
LJZILOST,O,X,O,X,O
LJZISTLO,O,X,O,O,X
LJZISTOL,X,X,O,O,X
LJZISLTO,O,X,O,O,X
LJZISLOT,O,X,O,O,O
LJZISOTL,X,O,O,O,O
LJZISOLT,O,O,O,O,O
LJZIOTLS,X,O,O,X,O
LJZIOTSL,X,O,O,X,O
LJZIOLTS,O,O,O,X,O
LJZIOLST,O,O,O,X,O
LJZIOSTL,X,O,O,X,O
LJZIOSLT,O,O,O,X,O
LJZLTISO,O,X,O,X,X
LJZLTIOS,O,X,O,X,O
LJZLTSIO,O,X,O,X,X
LJZLTSOI,O,X,O,X,X
LJZLTOIS,O,X,O,X,O
LJZLTOSI,O,X,O,X,O
LJZLITSO,O,X,O,X,X
LJZLITOS,O,X,O,X,O
LJZLISTO,O,X,O,O,X
LJZLISOT,O,X,O,O,O
LJZLIOTS,O,X,O,X,O
LJZLIOST,O,X,O,X,O
LJZLSTIO,O,X,O,O,X
LJZLSTOI,O,X,O,O,X
LJZLSITO,O,X,O,O,X
LJZLSIOT,O,X,O,O,O
LJZLSOTI,O,X,O,O,O
LJZLSOIT,O,X,O,O,O
LJZLOTIS,O,X,O,X,O
LJZLOTSI,O,X,O,X,O
LJZLOITS,O,X,O,X,O
LJZLOIST,O,X,O,X,O
LJZLOSTI,O,X,O,X,O
LJZLOSIT,O,X,O,X,O
LJZSTILO,O,X,O,O,X
LJZSTIOL,X,X,O,O,X
LJZSTLIO,O,X,O,O,X
LJZSTLOI,O,X,O,O,X
LJZSTOIL,X,X,O,O,X
LJZSTOLI,X,X,O,O,X
LJZSITLO,O,X,O,O,X
LJZSITOL,X,X,O,O,X
LJZSILTO,O,X,O,O,X
LJZSILOT,O,X,O,O,O
LJZSIOTL,X,O,O,O,O
LJZSIOLT,O,O,O,O,O
LJZSLTIO,O,X,O,O,X
LJZSLTOI,O,X,O,O,X
LJZSLITO,O,X,O,O,X
LJZSLIOT,O,X,O,O,O
LJZSLOTI,O,X,O,O,O
LJZSLOIT,O,X,O,O,O
LJZSOTIL,X,O,O,O,O
LJZSOTLI,X,O,O,O,O
LJZSOITL,X,O,O,O,O
LJZSOILT,O,O,O,O,O
LJZSOLTI,O,O,O,O,O
LJZSOLIT,O,O,O,O,O
LJZOTILS,X,O,O,X,O
LJZOTISL,X,O,O,X,O
LJZOTLIS,X,O,O,X,O
LJZOTLSI,X,O,O,X,O
LJZOTSIL,X,O,O,X,O
LJZOTSLI,X,O,O,X,O
LJZOITLS,X,O,O,X,O
LJZOITSL,X,O,O,X,O
LJZOILTS,O,O,O,X,O
LJZOILST,O,O,O,X,O
LJZOISTL,X,O,O,X,O
LJZOISLT,O,O,O,X,O
LJZOLTIS,O,O,O,X,O
LJZOLTSI,O,O,O,X,O
LJZOLITS,O,O,O,X,O
LJZOLIST,O,O,O,X,O
LJZOLSTI,O,O,O,X,O
LJZOLSIT,O,O,O,X,O
LJZOSTIL,X,O,O,X,O
LJZOSTLI,X,O,O,X,O
LJZOSITL,X,O,O,X,O
LJZOSILT,O,O,O,X,O
LJZOSLTI,O,O,O,X,O
LJZOSLIT,O,O,O,X,O
LJOTILSZ,X,O,O,X,O
LJOTILZS,X,O,O,X,O
LJOTISLZ,X,O,O,X,O
LJOTISZL,X,O,O,X,O
LJOTIZLS,X,O,O,X,O
LJOTIZSL,X,O,O,X,O
LJOTLISZ,X,O,O,X,O
LJOTLIZS,X,O,O,X,O
LJOTLSIZ,X,O,O,X,O
LJOTLSZI,X,O,O,X,O
LJOTLZIS,X,O,O,X,O
LJOTLZSI,X,O,O,X,O
LJOTSILZ,X,O,O,X,O
LJOTSIZL,X,O,O,X,O
LJOTSLIZ,X,O,O,X,O
LJOTSLZI,X,O,O,X,O
LJOTSZIL,X,O,O,X,O
LJOTSZLI,X,O,O,X,O
LJOTZILS,X,O,O,X,O
LJOTZISL,X,O,O,X,O
LJOTZLIS,X,O,O,X,O
LJOTZLSI,X,O,O,X,O
LJOTZSIL,X,O,O,X,O
LJOTZSLI,X,O,O,X,O
LJOITLSZ,X,O,O,X,O
LJOITLZS,X,O,O,X,O
LJOITSLZ,X,O,O,X,O
LJOITSZL,X,O,O,X,O
LJOITZLS,X,O,O,X,O
LJOITZSL,X,O,O,X,O
LJOILTSZ,O,O,O,X,O
LJOILTZS,O,O,O,X,O
LJOILSTZ,O,O,O,X,O
LJOILSZT,O,O,O,X,O
LJOILZTS,O,O,O,X,O
LJOILZST,O,O,O,X,O
LJOISTLZ,X,O,O,X,O
LJOISTZL,X,O,O,X,O
LJOISLTZ,O,O,O,X,O
LJOISLZT,O,O,O,X,O
LJOISZTL,X,O,O,X,O
LJOISZLT,O,O,O,X,O
LJOIZTLS,X,O,O,X,O
LJOIZTSL,X,O,O,X,O
LJOIZLTS,O,O,O,X,O
LJOIZLST,O,O,O,X,O
LJOIZSTL,X,O,O,X,O
LJOIZSLT,O,O,O,X,O
LJOLTISZ,O,O,O,X,O
LJOLTIZS,O,O,O,X,O
LJOLTSIZ,O,O,O,X,O
LJOLTSZI,O,O,O,X,O
LJOLTZIS,O,O,O,X,O
LJOLTZSI,O,O,O,X,O
LJOLITSZ,O,O,O,X,O
LJOLITZS,O,O,O,X,O
LJOLISTZ,O,O,O,X,O
LJOLISZT,O,O,O,X,O
LJOLIZTS,O,O,O,X,O
LJOLIZST,O,O,O,X,O
LJOLSTIZ,O,O,O,X,O
LJOLSTZI,O,O,O,X,O
LJOLSITZ,O,O,O,X,O
LJOLSIZT,O,O,O,X,O
LJOLSZTI,O,O,O,X,O
LJOLSZIT,O,O,O,X,O
LJOLZTIS,O,O,O,X,O
LJOLZTSI,O,O,O,X,O
LJOLZITS,O,O,O,X,O
LJOLZIST,O,O,O,X,O
LJOLZSTI,O,O,O,X,O
LJOLZSIT,O,O,O,X,O
LJOSTILZ,X,O,O,X,O
LJOSTIZL,X,O,O,X,O
LJOSTLIZ,X,O,O,X,O
LJOSTLZI,X,O,O,X,O
LJOSTZIL,X,O,O,X,O
LJOSTZLI,X,O,O,X,O
LJOSITLZ,X,O,O,X,O
LJOSITZL,X,O,O,X,O
LJOSILTZ,O,O,O,X,O
LJOSILZT,O,O,O,X,O
LJOSIZTL,X,O,O,X,O
LJOSIZLT,O,O,O,X,O
LJOSLTIZ,O,O,O,X,O
LJOSLTZI,O,O,O,X,O
LJOSLITZ,O,O,O,X,O
LJOSLIZT,O,O,O,X,O
LJOSLZTI,O,O,O,X,O
LJOSLZIT,O,O,O,X,O
LJOSZTIL,X,O,O,X,O
LJOSZTLI,X,O,O,X,O
LJOSZITL,X,O,O,X,O
LJOSZILT,O,O,O,X,O
LJOSZLTI,O,O,O,X,O
LJOSZLIT,O,O,O,X,O
LJOZTILS,X,O,O,X,O
LJOZTISL,X,O,O,X,O
LJOZTLIS,X,O,O,X,O
LJOZTLSI,X,O,O,X,O
LJOZTSIL,X,O,O,X,O
LJOZTSLI,X,O,O,X,O
LJOZITLS,X,O,O,X,O
LJOZITSL,X,O,O,X,O
LJOZILTS,O,O,O,X,O
LJOZILST,O,O,O,X,O
LJOZISTL,X,O,O,X,O
LJOZISLT,O,O,O,X,O
LJOZLTIS,O,O,O,X,O
LJOZLTSI,O,O,O,X,O
LJOZLITS,O,O,O,X,O
LJOZLIST,O,O,O,X,O
LJOZLSTI,O,O,O,X,O
LJOZLSIT,O,O,O,X,O
