sequence,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBuqBvpBaqB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBMrBWvB3qBipB?,v115@RhA8DeA8BeH8BeB8JepHJvhFJnBToBvpByvBUqBGrB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnByvBGmBvpBUqB?,v115@RhA8DeA8BeH8BeB8JeTMJvhFxsBxnBWvBikBMrB3qB?,v115@RhA8DeA8BeH8BeB8JeTDJvhFOsBXmBxkB0kBxlB6sB?,v115@RhA8DeA8BeH8BeB8JeTDJvhF6sBxlB0kBxkBXmBOsB?
IJIZSOLT,O,O,O,O,O,X,X
IJIZOTLS,X,O,X,X,X,X,X
IJIZOTSL,O,O,X,X,X,X,X
IJIZOLTS,X,O,X,X,X,X,X
IJIZOLST,O,O,O,X,O,X,X
IJIZOSTL,O,O,O,X,X,X,X
IJIZOSLT,O,O,O,X,O,X,X
IJIOTLSZ,X,X,O,X,X,X,X
IJIOTLZS,X,O,X,X,X,X,X
IJIOTSLZ,X,X,O,X,X,X,X
IJIOTSZL,X,X,O,X,X,X,X
IJIOTZLS,X,O,X,X,X,X,X
IJIOTZSL,X,O,X,X,X,X,X
IJIOLTSZ,X,X,O,X,X,X,X
IJIOLTZS,X,O,X,X,X,X,X
IJIOLSTZ,X,X,O,X,X,X,X
IJIOLSZT,X,O,O,O,X,X,X
IJIOLZTS,X,O,X,X,X,X,X
IJIOLZST,X,O,O,X,O,X,X
IJIOSTLZ,X,X,O,X,X,O,X
IJIOSTZL,X,X,O,X,X,O,X
IJIOSLTZ,X,X,O,X,X,O,X
IJIOSLZT,O,O,O,O,X,O,X
IJIOSZTL,O,O,O,X,X,O,X
IJIOSZLT,O,O,O,O,X,O,X
IJIOZTLS,X,O,X,X,X,X,X
IJIOZTSL,O,O,X,X,X,X,X
IJIOZLTS,X,O,X,X,X,X,X
IJIOZLST,O,O,O,X,O,X,X
IJIOZSTL,O,O,O,X,X,X,X
IJIOZSLT,O,O,O,X,O,X,X
IJLTISZO,X,X,O,O,X,X,X
IJLTISOZ,X,X,O,X,X,X,X
IJLTIZSO,X,O,X,X,O,X,X
IJLTIZOS,X,O,X,X,X,X,X
IJLTIOSZ,X,X,O,X,X,X,X
IJLTIOZS,X,O,X,X,X,X,X
IJLTSIZO,X,X,O,O,X,X,X
IJLTSIOZ,X,X,O,X,X,X,X
IJLTSZIO,X,X,O,O,X,X,X
IJLTSZOI,X,X,O,O,X,X,X
IJLTSOIZ,X,X,O,X,X,X,X
IJLTSOZI,X,X,O,X,X,X,X
IJLTZISO,X,O,X,X,O,X,X
IJLTZIOS,X,O,X,X,X,X,X
IJLTZSIO,X,O,X,X,O,X,X
IJLTZSOI,X,O,X,X,O,X,X
IJLTZOIS,X,O,X,X,X,X,X
IJLTZOSI,X,O,X,X,X,X,X
IJLTOISZ,X,X,O,X,X,X,X
IJLTOIZS,X,O,X,X,X,X,X
IJLTOSIZ,X,X,O,X,X,X,X
IJLTOSZI,X,X,O,X,X,X,X
IJLTOZIS,X,O,X,X,X,X,X
IJLTOZSI,X,O,X,X,X,X,X
IJLITSZO,X,X,O,O,X,X,X
IJLITSOZ,X,X,O,X,X,X,X
IJLITZSO,X,O,X,X,O,X,X
IJLITZOS,X,O,X,X,X,X,X
IJLITOSZ,X,X,O,X,X,X,X
IJLITOZS,X,O,X,X,X,X,X
IJLISTZO,X,X,O,O,X,X,X
IJLISTOZ,X,X,O,X,X,X,X
IJLISZTO,X,O,O,O,O,X,X
IJLISZOT,X,O,O,O,O,X,X
IJLISOTZ,X,X,O,X,X,X,X
IJLISOZT,X,O,O,O,X,X,X
IJLIZTSO,X,O,X,X,O,X,X
IJLIZTOS,X,O,X,X,X,X,X
IJLIZSTO,X,O,O,O,O,X,X
IJLIZSOT,X,O,O,O,O,X,X
IJLIZOTS,X,O,X,X,X,X,X
IJLIZOST,X,O,O,X,O,X,X
IJLIOTSZ,X,X,O,X,X,X,X
IJLIOTZS,X,O,X,X,X,X,X
IJLIOSTZ,X,X,O,X,X,X,X
IJLIOSZT,X,O,O,O,X,X,X
IJLIOZTS,X,O,X,X,X,X,X
IJLIOZST,X,O,O,X,O,X,X
IJLSTIZO,X,X,O,O,X,X,X
IJLSTIOZ,X,X,O,X,X,X,X
IJLSTZIO,X,X,O,O,X,X,X
IJLSTZOI,X,X,O,O,X,X,X
IJLSTOIZ,X,X,O,X,X,X,X
IJLSTOZI,X,X,O,X,X,X,X
IJLSITZO,X,X,O,O,X,X,X
IJLSITOZ,X,X,O,X,X,X,X
IJLSIZTO,X,O,O,O,O,X,X
IJLSIZOT,X,O,O,O,O,X,X
IJLSIOTZ,X,X,O,X,X,O,X
IJLSIOZT,X,O,O,O,X,O,X
IJLSZTIO,X,O,O,O,O,X,X
IJLSZTOI,X,O,O,O,O,X,X
IJLSZITO,X,O,O,O,O,X,X
IJLSZIOT,X,O,O,O,O,X,X
IJLSZOTI,X,O,O,O,O,X,X
IJLSZOIT,X,O,O,O,O,X,X
IJLSOTIZ,X,X,O,O,X,O,X
IJLSOTZI,X,X,O,O,X,O,X
IJLSOITZ,X,X,O,O,X,O,X
IJLSOIZT,X,O,O,O,X,O,X
IJLSOZTI,X,O,O,O,X,O,X
IJLSOZIT,X,O,O,O,X,O,X
IJLZTISO,X,O,X,X,O,X,X
IJLZTIOS,X,O,X,X,X,X,X
IJLZTSIO,X,O,X,X,O,X,X
IJLZTSOI,X,O,X,X,O,X,X
IJLZTOIS,X,O,X,X,X,X,X
IJLZTOSI,X,O,X,X,X,X,X
IJLZITSO,X,O,X,X,O,X,X
IJLZITOS,X,O,X,X,X,X,X
IJLZISTO,X,O,O,O,O,X,X
IJLZISOT,X,O,O,O,O,X,X
IJLZIOTS,X,O,X,X,X,X,O
IJLZIOST,X,O,O,X,O,X,O
IJLZSTIO,X,O,O,O,O,X,X
IJLZSTOI,X,O,O,O,O,X,X
IJLZSITO,X,O,O,O,O,X,X
IJLZSIOT,X,O,O,O,O,X,X
IJLZSOTI,X,O,O,O,O,X,X
IJLZSOIT,X,O,O,O,O,X,X
IJLZOTIS,X,O,X,X,O,X,O
IJLZOTSI,X,O,X,X,O,X,O
IJLZOITS,X,O,X,X,O,X,O
IJLZOIST,X,O,O,X,O,X,O
IJLZOSTI,X,O,O,X,O,X,O
IJLZOSIT,X,O,O,X,O,X,O
IJLOTISZ,X,X,O,O,X,X,X
IJLOTIZS,X,O,X,X,O,X,X
IJLOTSIZ,X,X,O,O,X,X,X
IJLOTSZI,X,X,O,O,X,X,X
IJLOTZIS,X,O,X,X,O,X,X
IJLOTZSI,X,O,X,X,O,X,X
IJLOITSZ,X,X,O,O,X,X,X
IJLOITZS,X,O,X,X,O,X,X
IJLOISTZ,X,X,O,O,X,X,X
IJLOISZT,X,O,O,O,O,X,X
IJLOIZTS,X,O,X,X,O,X,X
IJLOIZST,X,O,O,O,O,X,X
IJLOSTIZ,X,X,O,O,X,O,X
IJLOSTZI,X,X,O,O,X,O,X
IJLOSITZ,X,X,O,O,X,O,X
IJLOSIZT,X,O,O,O,O,O,X
IJLOSZTI,X,O,O,O,O,O,X
IJLOSZIT,X,O,O,O,O,O,X
IJLOZTIS,X,O,X,X,O,X,O
IJLOZTSI,X,O,X,X,O,X,O
IJLOZITS,X,O,X,X,O,X,O
IJLOZIST,X,O,O,O,O,X,O
IJLOZSTI,X,O,O,O,O,X,O
IJLOZSIT,X,O,O,O,O,X,O
IJSTILZO,X,X,O,O,X,X,X
IJSTILOZ,X,X,O,X,X,X,X
IJSTIZLO,X,X,X,O,X,X,X
IJSTIZOL,X,X,O,X,X,X,X
IJSTIOLZ,X,X,O,X,X,O,X
IJSTIOZL,X,X,O,X,X,O,X
IJSTLIZO,X,X,O,O,X,X,X
IJSTLIOZ,X,X,O,X,X,X,X
IJSTLZIO,X,X,O,O,X,X,X
IJSTLZOI,X,X,O,O,X,X,X
IJSTLOIZ,X,X,O,X,X,X,X
IJSTLOZI,X,X,O,X,X,X,X
IJSTZILO,X,X,X,O,X,X,X
IJSTZIOL,X,X,O,X,X,X,X
IJSTZLIO,X,X,X,X,X,X,X
IJSTZLOI,X,X,X,X,X,X,X
IJSTZOIL,X,X,O,X,X,X,X
IJSTZOLI,X,X,X,X,X,X,X
IJSTOILZ,X,X,O,X,X,O,X
IJSTOIZL,X,X,O,X,X,O,X
IJSTOLIZ,X,X,O,X,X,O,X
IJSTOLZI,X,X,O,X,X,O,X
IJSTOZIL,X,X,O,X,X,O,X
IJSTOZLI,X,X,X,X,X,O,X
IJSITLZO,X,X,O,O,X,X,X
IJSITLOZ,X,X,O,X,X,X,X
IJSITZLO,X,X,X,O,X,X,X
IJSITZOL,X,X,O,X,X,X,X
IJSITOLZ,X,X,O,X,X,O,X
IJSITOZL,X,X,O,X,X,O,X
IJSILTZO,X,X,O,O,X,X,X
IJSILTOZ,X,X,O,X,X,X,X
IJSILZTO,O,O,O,O,O,X,X
IJSILZOT,O,O,O,O,O,X,X
IJSILOTZ,X,X,O,X,X,O,X
IJSILOZT,O,O,O,O,X,O,X
IJSIZTLO,O,O,X,O,O,X,X
IJSIZTOL,O,O,O,X,X,X,X
IJSIZLTO,O,O,O,O,O,X,X
IJSIZLOT,O,O,O,O,O,X,X
IJSIZOTL,O,O,O,X,X,O,X
IJSIZOLT,O,O,O,O,O,O,X
IJSIOTLZ,X,X,O,X,X,O,X
IJSIOTZL,X,X,O,X,X,O,X
IJSIOLTZ,X,X,O,X,X,O,X
IJSIOLZT,O,O,O,O,X,O,X
IJSIOZTL,O,O,O,X,X,O,X
IJSIOZLT,O,O,O,O,X,O,X
IJSLTIZO,X,X,O,O,X,X,X
IJSLTIOZ,X,X,O,X,X,X,X
IJSLTZIO,X,X,O,O,X,X,X
IJSLTZOI,X,X,O,O,X,X,X
IJSLTOIZ,X,X,O,X,X,X,X
IJSLTOZI,X,X,O,X,X,X,X
IJSLITZO,X,X,O,O,X,X,X
IJSLITOZ,X,X,O,X,X,X,X
IJSLIZTO,O,O,O,O,O,X,X
IJSLIZOT,O,O,O,O,O,X,X
IJSLIOTZ,X,X,O,X,X,O,X
IJSLIOZT,O,O,O,O,X,O,X
IJSLZTIO,O,O,O,O,O,X,X
IJSLZTOI,O,O,O,O,O,X,X
IJSLZITO,O,O,O,O,O,X,X
IJSLZIOT,O,O,O,O,O,X,X
IJSLZOTI,O,O,O,O,O,X,X
IJSLZOIT,O,O,O,O,O,X,X
IJSLOTIZ,X,X,O,O,X,O,X
IJSLOTZI,X,X,O,O,X,O,X
IJSLOITZ,X,X,O,O,X,O,X
IJSLOIZT,O,O,O,O,X,O,X
IJSLOZTI,O,O,O,O,X,O,X
IJSLOZIT,O,O,O,O,X,O,X
IJSZTILO,O,O,X,O,O,X,X
IJSZTIOL,O,O,O,X,X,X,X
IJSZTLIO,O,O,X,X,O,X,X
IJSZTLOI,O,O,X,X,O,X,X
IJSZTOIL,O,O,O,X,X,X,X
IJSZTOLI,O,O,X,X,X,X,X
IJSZITLO,O,O,X,O,O,X,X
IJSZITOL,O,O,O,X,X,X,X
IJSZILTO,O,O,O,O,O,X,X
IJSZILOT,O,O,O,O,O,X,X
IJSZIOTL,O,O,O,X,X,O,X
IJSZIOLT,O,O,O,O,O,O,X
IJSZLTIO,O,O,O,O,O,X,X
IJSZLTOI,O,O,O,O,O,X,X
IJSZLITO,O,O,O,O,O,X,X
IJSZLIOT,O,O,O,O,O,X,X
IJSZLOTI,O,O,O,O,O,X,X
IJSZLOIT,O,O,O,O,O,X,X
IJSZOTIL,O,O,O,O,X,O,X
IJSZOTLI,O,O,X,X,X,O,X
IJSZOITL,O,O,O,O,X,O,X
IJSZOILT,O,O,O,O,O,O,X
IJSZOLTI,O,O,O,X,O,O,X
IJSZOLIT,O,O,O,O,O,O,X
IJSOTILZ,X,X,O,O,X,O,X
IJSOTIZL,X,X,O,O,X,O,X
IJSOTLIZ,X,X,O,O,X,O,X
IJSOTLZI,X,X,O,O,X,O,X
IJSOTZIL,X,X,O,O,X,O,X
IJSOTZLI,X,X,X,X,X,O,X
IJSOITLZ,X,X,O,O,X,O,X
IJSOITZL,X,X,O,O,X,O,X
IJSOILTZ,X,X,O,O,X,O,X
IJSOILZT,O,O,O,O,X,O,X
IJSOIZTL,O,O,O,O,X,O,X
IJSOIZLT,O,O,O,O,X,O,X
IJSOLTIZ,X,X,O,O,X,O,X
IJSOLTZI,X,X,O,O,X,O,X
IJSOLITZ,X,X,O,O,X,O,X
IJSOLIZT,O,O,O,O,X,O,X
IJSOLZTI,O,O,O,O,X,O,X
IJSOLZIT,O,O,O,O,X,O,X
IJSOZTIL,O,O,O,O,X,O,X
IJSOZTLI,O,O,X,X,X,O,X
IJSOZITL,O,O,O,O,X,O,X
IJSOZILT,O,O,O,O,X,O,X
IJSOZLTI,O,O,O,O,X,O,X
IJSOZLIT,O,O,O,O,X,O,X
IJZTILSO,X,O,X,X,O,X,X
IJZTILOS,X,O,X,X,X,X,X
IJZTISLO,O,O,X,X,O,X,X
IJZTISOL,O,O,X,X,X,X,X
IJZTIOLS,X,O,X,X,X,X,X
IJZTIOSL,O,O,X,X,X,X,X
IJZTLISO,X,O,X,X,O,X,X
IJZTLIOS,X,O,X,X,X,X,X
IJZTLSIO,X,O,X,X,O,X,X
IJZTLSOI,X,O,X,X,O,X,X
IJZTLOIS,X,O,X,X,X,X,X
IJZTLOSI,X,O,X,X,X,X,X
IJZTSILO,O,O,X,X,O,X,X
IJZTSIOL,O,O,X,X,X,X,X
IJZTSLIO,O,O,X,X,O,X,X
IJZTSLOI,O,O,X,X,O,X,X
IJZTSOIL,O,O,X,X,X,X,X
IJZTSOLI,O,O,X,X,X,X,X
IJZTOILS,X,O,X,X,X,X,X
IJZTOISL,O,O,X,X,X,X,X
IJZTOLIS,X,O,X,X,X,X,X
IJZTOLSI,X,O,X,X,X,X,X
IJZTOSIL,O,O,X,X,X,X,X
IJZTOSLI,O,O,X,X,X,X,X
IJZITLSO,X,O,X,X,O,X,X
IJZITLOS,X,O,X,X,X,X,X
IJZITSLO,O,O,X,X,O,X,X
IJZITSOL,O,O,X,X,X,X,X
IJZITOLS,X,O,X,X,X,X,X
IJZITOSL,O,O,X,X,X,X,X
IJZILTSO,X,O,X,X,O,X,X
IJZILTOS,X,O,X,X,X,X,X
IJZILSTO,O,O,O,O,O,X,X
IJZILSOT,O,O,O,O,O,X,X
IJZILOTS,X,O,X,X,X,X,O
IJZILOST,O,O,O,X,O,X,O
IJZISTLO,O,O,X,O,O,X,X
IJZISTOL,O,O,O,X,X,X,X
IJZISLTO,O,O,O,O,O,X,X
IJZISLOT,O,O,O,O,O,X,X
IJZISOTL,O,O,O,X,X,X,X
IJZISOLT,O,O,O,O,O,X,X
IJZIOTLS,X,O,X,X,X,X,X
IJZIOTSL,O,O,X,X,X,X,X
IJZIOLTS,X,O,X,X,X,X,O
IJZIOLST,O,O,O,X,O,X,O
IJZIOSTL,O,O,O,X,X,X,X
IJZIOSLT,O,O,O,X,O,X,X
IJZLTISO,X,O,X,X,O,X,X
IJZLTIOS,X,O,X,X,X,X,X
IJZLTSIO,X,O,X,X,O,X,X
IJZLTSOI,X,O,X,X,O,X,X
IJZLTOIS,X,O,X,X,X,X,X
IJZLTOSI,X,O,X,X,X,X,X
IJZLITSO,X,O,X,X,O,X,X
IJZLITOS,X,O,X,X,X,X,X
IJZLISTO,O,O,O,O,O,X,X
IJZLISOT,O,O,O,O,O,X,X
IJZLIOTS,X,O,X,X,X,X,O
IJZLIOST,O,O,O,X,O,X,O
IJZLSTIO,O,O,O,O,O,X,X
IJZLSTOI,O,O,O,O,O,X,X
IJZLSITO,O,O,O,O,O,X,X
IJZLSIOT,O,O,O,O,O,X,X
IJZLSOTI,O,O,O,O,O,X,X
IJZLSOIT,O,O,O,O,O,X,X
IJZLOTIS,X,O,X,X,O,X,O
IJZLOTSI,X,O,X,X,O,X,O
IJZLOITS,X,O,X,X,O,X,O
IJZLOIST,O,O,O,X,O,X,O
IJZLOSTI,O,O,O,X,O,X,O
IJZLOSIT,O,O,O,X,O,X,O
IJZSTILO,O,O,X,O,O,X,X
IJZSTIOL,O,O,O,X,X,X,X
IJZSTLIO,O,O,X,X,O,X,X
IJZSTLOI,O,O,X,X,O,X,X
IJZSTOIL,O,O,O,X,X,X,X
IJZSTOLI,O,O,X,X,X,X,X
IJZSITLO,O,O,X,O,O,X,X
IJZSITOL,O,O,O,X,X,X,X
IJZSILTO,O,O,O,O,O,X,X
IJZSILOT,O,O,O,O,O,X,X
IJZSIOTL,O,O,O,X,X,O,X
IJZSIOLT,O,O,O,O,O,O,X
IJZSLTIO,O,O,O,O,O,X,X
IJZSLTOI,O,O,O,O,O,X,X
IJZSLITO,O,O,O,O,O,X,X
IJZSLIOT,O,O,O,O,O,X,X
IJZSLOTI,O,O,O,O,O,X,X
IJZSLOIT,O,O,O,O,O,X,X
IJZSOTIL,O,O,O,X,O,O,X
IJZSOTLI,O,O,X,X,O,O,X
IJZSOITL,O,O,O,X,O,O,X
IJZSOILT,O,O,O,O,O,O,X
IJZSOLTI,O,O,O,X,O,O,X
IJZSOLIT,O,O,O,X,O,O,X
IJZOTILS,X,O,X,X,O,X,X
IJZOTISL,O,O,X,X,O,X,X
IJZOTLIS,X,O,X,X,O,X,X
IJZOTLSI,X,O,X,X,O,X,X
IJZOTSIL,O,O,X,X,O,X,X
IJZOTSLI,O,O,X,X,O,X,X
IJZOITLS,X,O,X,X,O,X,X
IJZOITSL,O,O,X,X,O,X,X
IJZOILTS,X,O,X,X,O,X,O
IJZOILST,O,O,O,X,O,X,O
IJZOISTL,O,O,O,X,O,X,X
IJZOISLT,O,O,O,X,O,X,X
IJZOLTIS,X,O,X,X,O,X,O
IJZOLTSI,X,O,X,X,O,X,O
IJZOLITS,X,O,X,X,O,X,O
IJZOLIST,O,O,O,X,O,X,O
IJZOLSTI,O,O,O,X,O,X,O
IJZOLSIT,O,O,O,X,O,X,O
IJZOSTIL,O,O,O,X,O,O,X
IJZOSTLI,O,O,X,X,O,O,X
IJZOSITL,O,O,O,X,O,O,X
IJZOSILT,O,O,O,X,O,O,X
IJZOSLTI,O,O,O,X,O,O,X
IJZOSLIT,O,O,O,X,O,O,X
IJOTILSZ,X,X,O,O,X,X,X
IJOTILZS,X,O,X,X,O,X,X
IJOTISLZ,X,X,O,O,X,X,X
IJOTISZL,X,X,O,O,X,X,X
IJOTIZLS,X,O,X,X,O,X,X
IJOTIZSL,X,O,X,X,O,X,X
IJOTLISZ,X,X,O,O,X,X,X
IJOTLIZS,X,O,X,X,O,X,X
IJOTLSIZ,X,X,O,O,X,X,X
IJOTLSZI,X,X,O,O,X,X,X
IJOTLZIS,X,O,X,X,O,X,X
IJOTLZSI,X,O,X,X,O,X,X
IJOTSILZ,X,X,O,O,X,O,X
IJOTSIZL,X,X,O,O,X,O,X
IJOTSLIZ,X,X,O,O,X,O,X
IJOTSLZI,X,X,O,O,X,O,X
IJOTSZIL,X,X,O,O,X,O,X
IJOTSZLI,X,X,X,X,X,O,X
IJOTZILS,X,O,X,X,O,X,X
IJOTZISL,X,O,X,X,O,X,X
IJOTZLIS,X,O,X,X,O,X,X
IJOTZLSI,X,O,X,X,O,X,X
IJOTZSIL,X,O,X,X,O,X,X
IJOTZSLI,X,O,X,X,O,X,X
IJOITLSZ,X,X,O,O,X,X,X
IJOITLZS,X,O,X,X,O,X,X
IJOITSLZ,X,X,O,O,X,X,X
IJOITSZL,X,X,O,O,X,X,X
IJOITZLS,X,O,X,X,O,X,X
IJOITZSL,X,O,X,X,O,X,X
IJOILTSZ,X,X,O,O,X,X,X
IJOILTZS,X,O,X,X,O,X,X
IJOILSTZ,X,X,O,O,X,X,X
IJOILSZT,X,O,O,O,O,X,X
IJOILZTS,X,O,X,X,O,X,X
IJOILZST,X,O,O,O,O,X,X
IJOISTLZ,X,X,O,O,X,O,X
IJOISTZL,X,X,O,O,X,O,X
IJOISLTZ,X,X,O,O,X,O,X
IJOISLZT,O,O,O,O,O,O,X
IJOISZTL,O,O,O,O,O,O,X
IJOISZLT,O,O,O,O,O,O,X
IJOIZTLS,X,O,X,X,O,X,X
IJOIZTSL,O,O,X,X,O,X,X
IJOIZLTS,X,O,X,X,O,X,X
IJOIZLST,O,O,O,O,O,X,X
IJOIZSTL,O,O,O,O,O,X,X
IJOIZSLT,O,O,O,O,O,X,X
IJOLTISZ,X,X,O,O,X,X,X
IJOLTIZS,X,O,X,X,O,X,X
IJOLTSIZ,X,X,O,O,X,X,X
IJOLTSZI,X,X,O,O,X,X,X
IJOLTZIS,X,O,X,X,O,X,X
IJOLTZSI,X,O,X,X,O,X,X
IJOLITSZ,X,X,O,O,X,X,X
IJOLITZS,X,O,X,X,O,X,X
IJOLISTZ,X,X,O,O,X,X,X
IJOLISZT,X,O,O,O,O,X,X
IJOLIZTS,X,O,X,X,O,X,X
IJOLIZST,X,O,O,O,O,X,X
IJOLSTIZ,X,X,O,O,X,O,X
IJOLSTZI,X,X,O,O,X,O,X
IJOLSITZ,X,X,O,O,X,O,X
IJOLSIZT,X,O,O,O,O,O,X
IJOLSZTI,X,O,O,O,O,O,X
IJOLSZIT,X,O,O,O,O,O,X
IJOLZTIS,X,O,X,X,O,X,O
IJOLZTSI,X,O,X,X,O,X,O
IJOLZITS,X,O,X,X,O,X,O
IJOLZIST,X,O,O,O,O,X,O
IJOLZSTI,X,O,O,O,O,X,O
IJOLZSIT,X,O,O,O,O,X,O
IJOSTILZ,X,X,O,O,X,O,X
IJOSTIZL,X,X,O,O,X,O,X
IJOSTLIZ,X,X,O,O,X,O,X
IJOSTLZI,X,X,O,O,X,O,X
IJOSTZIL,X,X,O,O,X,O,X
IJOSTZLI,X,X,X,X,X,O,X
IJOSITLZ,X,X,O,O,X,O,X
IJOSITZL,X,X,O,O,X,O,X
IJOSILTZ,X,X,O,O,X,O,X
IJOSILZT,O,O,O,O,O,O,X
IJOSIZTL,O,O,O,O,O,O,X
IJOSIZLT,O,O,O,O,O,O,X
IJOSLTIZ,X,X,O,O,X,O,X
IJOSLTZI,X,X,O,O,X,O,X
IJOSLITZ,X,X,O,O,X,O,X
IJOSLIZT,O,O,O,O,O,O,X
IJOSLZTI,O,O,O,O,O,O,X
IJOSLZIT,O,O,O,O,O,O,X
IJOSZTIL,O,O,O,O,O,O,X
IJOSZTLI,O,O,X,X,O,O,X
IJOSZITL,O,O,O,O,O,O,X
IJOSZILT,O,O,O,O,O,O,X
IJOSZLTI,O,O,O,O,O,O,X
IJOSZLIT,O,O,O,O,O,O,X
IJOZTILS,X,O,X,X,O,X,X
IJOZTISL,O,O,X,X,O,X,X
IJOZTLIS,X,O,X,X,O,X,X
IJOZTLSI,X,O,X,X,O,X,X
IJOZTSIL,O,O,X,X,O,X,X
IJOZTSLI,O,O,X,X,O,X,X
IJOZITLS,X,O,X,X,O,X,X
IJOZITSL,O,O,X,X,O,X,X
IJOZILTS,X,O,X,X,O,X,O
IJOZILST,O,O,O,O,O,X,O
IJOZISTL,O,O,O,O,O,X,X
IJOZISLT,O,O,O,O,O,X,X
IJOZLTIS,X,O,X,X,O,X,O
IJOZLTSI,X,O,X,X,O,X,O
IJOZLITS,X,O,X,X,O,X,O
IJOZLIST,O,O,O,O,O,X,O
IJOZLSTI,O,O,O,O,O,X,O
IJOZLSIT,O,O,O,O,O,X,O
IJOZSTIL,O,O,O,O,O,O,X
IJOZSTLI,O,O,X,X,O,O,X
IJOZSITL,O,O,O,O,O,O,X
IJOZSILT,O,O,O,O,O,O,X
IJOZSLTI,O,O,O,O,O,O,X
IJOZSLIT,O,O,O,O,O,O,X
ISTILJZO,X,X,O,O,X,X,X
ISTILJOZ,X,X,O,X,X,X,X
ISTILZJO,O,X,O,O,X,X,X
ISTILZOJ,O,X,O,X,X,X,X
ISTILOJZ,X,X,O,X,X,X,X
ISTILOZJ,O,X,O,X,X,X,X
ISTIJLZO,X,X,O,O,X,X,X
ISTIJLOZ,X,X,O,X,X,X,X
ISTIJZLO,X,X,X,O,X,X,X
ISTIJZOL,X,X,O,X,X,X,X
ISTIJOLZ,X,X,O,X,X,O,X
ISTIJOZL,X,X,O,X,X,O,X
ISTIZLJO,O,X,O,O,X,X,X
ISTIZLOJ,O,X,O,X,X,X,X
ISTIZJLO,O,X,X,O,X,X,X
ISTIZJOL,O,X,O,X,X,X,X
ISTIZOLJ,O,X,O,X,X,X,X
ISTIZOJL,O,X,O,X,X,X,X
ISTIOLJZ,X,X,O,X,X,X,X
ISTIOLZJ,O,X,O,X,X,X,X
ISTIOJLZ,X,X,O,X,X,O,X
ISTIOJZL,X,X,O,X,X,O,X
ISTIOZLJ,O,X,O,X,X,X,X
ISTIOZJL,O,X,O,X,X,X,X
ISTLIJZO,X,X,O,O,X,X,X
ISTLIJOZ,X,X,O,X,X,X,X
ISTLIZJO,O,X,O,O,X,X,X
ISTLIZOJ,O,X,O,X,X,X,X
ISTLIOJZ,X,X,O,X,X,X,X
ISTLIOZJ,O,X,O,X,X,X,X
ISTLJIZO,X,X,O,O,X,X,X
ISTLJIOZ,X,X,O,X,X,X,X
ISTLJZIO,X,X,O,O,X,X,X
ISTLJZOI,X,X,O,O,X,X,X
ISTLJOIZ,X,X,O,X,X,X,X
ISTLJOZI,X,X,O,X,X,X,X
ISTLZIJO,O,X,O,O,X,X,X
ISTLZIOJ,O,X,O,X,X,X,X
ISTLZJIO,O,X,O,O,X,X,X
ISTLZJOI,O,X,O,O,X,X,X
ISTLZOIJ,O,X,O,X,X,X,X
ISTLZOJI,O,X,O,X,X,X,X
ISTLOIJZ,X,X,O,X,X,X,X
ISTLOIZJ,O,X,O,X,X,X,X
ISTLOJIZ,X,X,O,X,X,X,X
ISTLOJZI,X,X,O,X,X,X,X
ISTLOZIJ,O,X,O,X,X,X,X
ISTLOZJI,O,X,O,X,X,X,X
ISTJILZO,X,X,O,O,X,X,X
ISTJILOZ,X,X,O,X,X,X,X
ISTJIZLO,X,X,X,O,X,X,X
ISTJIZOL,X,X,O,X,X,X,X
ISTJIOLZ,X,X,O,X,X,O,X
ISTJIOZL,X,X,O,X,X,O,X
ISTJLIZO,X,X,O,O,X,X,X
ISTJLIOZ,X,X,O,X,X,X,X
ISTJLZIO,X,X,O,O,X,X,X
ISTJLZOI,X,X,O,O,X,X,X
ISTJLOIZ,X,X,O,X,X,X,X
ISTJLOZI,X,X,O,X,X,X,X
ISTJZILO,X,X,X,O,X,X,X
ISTJZIOL,X,X,O,X,X,X,X
ISTJZLIO,X,X,X,X,X,X,X
ISTJZLOI,X,X,X,X,X,X,X
ISTJZOIL,X,X,O,X,X,X,X
ISTJZOLI,X,X,X,X,X,X,X
ISTJOILZ,X,X,O,X,X,O,X
ISTJOIZL,X,X,O,X,X,O,X
ISTJOLIZ,X,X,O,X,X,O,X
ISTJOLZI,X,X,O,X,X,O,X
ISTJOZIL,X,X,O,X,X,O,X
ISTJOZLI,X,X,X,X,X,O,X
ISTZILJO,O,X,O,O,X,X,X
ISTZILOJ,O,X,O,X,X,X,X
ISTZIJLO,O,X,X,O,X,X,X
ISTZIJOL,O,X,O,X,X,X,X
ISTZIOLJ,O,X,O,X,X,X,X
ISTZIOJL,O,X,O,X,X,X,X
ISTZLIJO,O,X,O,O,X,X,X
ISTZLIOJ,O,X,O,X,X,X,X
ISTZLJIO,O,X,O,O,X,X,X
ISTZLJOI,O,X,O,O,X,X,X
ISTZLOIJ,O,X,O,X,X,X,X
ISTZLOJI,O,X,O,X,X,X,X
ISTZJILO,O,X,X,O,X,X,X
ISTZJIOL,O,X,O,X,X,X,X
ISTZJLIO,O,X,X,X,X,X,X
