sequence,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBMfBiVB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?TkB0lBPhByfB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?zlB3kBifB0bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?OVB0gB6mBPiB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBTfB?0gB6mBmhB3bB,v115@1gA8GeE8BeB8AeF8BeH8AeJ8AeB8Jep5IvhFNnBvmB?zhBKkBGlB0aB
ZJSOTLI,O,O,O,X,X,X
ZJSOITL,O,O,O,X,X,X
ZJSOILT,O,O,O,X,O,X
ZJSOLTI,O,O,O,X,O,X
ZJSOLIT,O,O,O,X,O,X
ZJOTILS,X,O,O,O,X,X
ZJOTISL,X,O,O,X,X,X
ZJOTLIS,X,O,X,O,X,X
ZJOTLSI,X,O,X,O,X,X
ZJOTSIL,X,O,O,X,X,X
ZJOTSLI,X,O,O,X,X,X
ZJOITLS,X,O,O,O,X,X
ZJOITSL,O,O,O,X,X,X
ZJOILTS,X,O,O,O,O,X
ZJOILST,X,O,O,O,O,X
ZJOISTL,O,O,O,X,X,X
ZJOISLT,O,O,O,O,O,X
ZJOLTIS,X,O,X,O,O,X
ZJOLTSI,X,O,X,O,O,X
ZJOLITS,X,O,O,O,O,X
ZJOLIST,X,O,O,O,O,X
ZJOLSTI,X,O,O,O,O,X
ZJOLSIT,X,O,O,O,O,X
ZJOSTIL,O,O,O,X,X,X
ZJOSTLI,O,O,O,X,X,X
ZJOSITL,O,O,O,X,X,X
ZJOSILT,O,O,O,O,O,X
ZJOSLTI,O,O,O,O,O,X
ZJOSLIT,O,O,O,O,O,X
ZSTILJO,O,X,X,X,O,X
ZSTILOJ,O,X,X,X,O,X
ZSTIJLO,O,O,X,X,X,X
ZSTIJOL,O,O,X,X,X,X
ZSTIOLJ,O,O,X,X,O,X
ZSTIOJL,O,O,X,X,X,X
ZSTLIJO,O,X,X,X,O,X
ZSTLIOJ,O,X,X,X,O,X
ZSTLJIO,O,X,X,X,O,X
ZSTLJOI,O,X,X,X,O,X
ZSTLOIJ,O,X,X,X,O,X
ZSTLOJI,O,X,X,X,O,X
ZSTJILO,O,O,X,X,X,X
ZSTJIOL,O,O,X,X,X,X
ZSTJLIO,O,X,X,X,X,X
ZSTJLOI,O,X,X,X,X,X
ZSTJOIL,O,O,X,X,X,X
ZSTJOLI,O,O,X,X,X,X
ZSTOILJ,O,O,X,X,O,X
ZSTOIJL,O,O,X,X,X,X
ZSTOLIJ,O,O,X,X,O,X
ZSTOLJI,O,O,X,X,O,X
ZSTOJIL,O,O,X,X,X,X
ZSTOJLI,O,O,X,X,X,X
ZSITLJO,O,X,X,X,O,X
ZSITLOJ,O,X,X,X,O,X
ZSITJLO,O,O,X,X,X,X
ZSITJOL,O,O,X,X,X,X
ZSITOLJ,O,O,X,X,O,X
ZSITOJL,O,O,X,X,X,X
ZSILTJO,O,X,X,O,O,O
ZSILTOJ,O,X,O,O,O,O
ZSILJTO,O,O,O,O,O,O
ZSILJOT,O,O,O,O,O,O
ZSILOTJ,O,O,O,O,O,O
ZSILOJT,O,O,O,O,O,O
ZSIJTLO,O,O,O,X,X,X
ZSIJTOL,O,O,O,X,X,X
ZSIJLTO,O,O,O,X,O,X
ZSIJLOT,O,O,O,X,O,X
ZSIJOTL,O,O,O,X,X,X
ZSIJOLT,O,O,O,X,O,X
ZSIOTLJ,O,O,O,X,O,O
ZSIOTJL,O,O,O,X,X,X
ZSIOLTJ,O,O,O,O,O,O
ZSIOLJT,O,O,O,O,O,O
ZSIOJTL,O,O,O,X,X,X
ZSIOJLT,O,O,O,O,O,X
ZSLTIJO,O,X,X,O,O,O
ZSLTIOJ,O,X,O,O,O,O
ZSLTJIO,O,X,X,X,O,O
ZSLTJOI,O,X,X,X,O,O
ZSLTOIJ,O,X,O,O,O,O
ZSLTOJI,O,X,O,O,O,O
ZSLITJO,O,X,X,O,O,O
ZSLITOJ,O,X,O,O,O,O
ZSLIJTO,O,O,O,O,O,O
ZSLIJOT,O,O,O,O,O,O
ZSLIOTJ,O,O,O,O,O,O
ZSLIOJT,O,O,O,O,O,O
ZSLJTIO,O,X,X,X,O,O
ZSLJTOI,O,X,X,X,O,O
ZSLJITO,O,O,O,O,O,O
ZSLJIOT,O,O,O,O,O,O
ZSLJOTI,O,O,O,O,O,O
ZSLJOIT,O,O,O,O,O,O
ZSLOTIJ,O,O,O,O,O,O
ZSLOTJI,O,O,O,O,O,O
ZSLOITJ,O,O,O,O,O,O
ZSLOIJT,O,O,O,O,O,O
ZSLOJTI,O,O,O,O,O,O
ZSLOJIT,O,O,O,O,O,O
ZSJTILO,O,O,X,X,X,X
ZSJTIOL,O,O,X,X,X,X
ZSJTLIO,O,X,X,X,X,X
ZSJTLOI,O,X,X,X,X,X
ZSJTOIL,O,O,X,X,X,X
ZSJTOLI,O,O,X,X,X,X
ZSJITLO,O,O,O,X,X,X
ZSJITOL,O,O,O,X,X,X
ZSJILTO,O,O,O,X,O,X
ZSJILOT,O,O,O,X,O,X
ZSJIOTL,O,O,O,X,X,X
ZSJIOLT,O,O,O,X,O,X
ZSJLTIO,O,X,X,X,O,X
ZSJLTOI,O,X,X,X,O,X
ZSJLITO,O,O,O,X,O,X
ZSJLIOT,O,O,O,X,O,X
ZSJLOTI,O,O,O,X,O,X
ZSJLOIT,O,O,O,X,O,X
ZSJOTIL,O,O,O,X,X,X
ZSJOTLI,O,O,O,X,X,X
ZSJOITL,O,O,O,X,X,X
ZSJOILT,O,O,O,X,O,X
ZSJOLTI,O,O,O,X,O,X
ZSJOLIT,O,O,O,X,O,X
ZSOTILJ,O,O,O,X,O,X
ZSOTIJL,O,O,O,X,X,X
ZSOTLIJ,O,O,O,X,O,X
ZSOTLJI,O,O,O,X,O,X
ZSOTJIL,O,O,O,X,X,X
ZSOTJLI,O,O,O,X,X,X
ZSOITLJ,O,O,O,X,O,O
ZSOITJL,O,O,O,X,X,X
ZSOILTJ,O,O,O,O,O,O
ZSOILJT,O,O,O,O,O,O
ZSOIJTL,O,O,O,X,X,X
ZSOIJLT,O,O,O,O,O,X
ZSOLTIJ,O,O,O,O,O,O
ZSOLTJI,O,O,O,O,O,O
ZSOLITJ,O,O,O,O,O,O
ZSOLIJT,O,O,O,O,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,O,O,O,O,O
ZSOJTIL,O,O,O,X,X,X
ZSOJTLI,O,O,O,X,X,X
ZSOJITL,O,O,O,X,X,X
ZSOJILT,O,O,O,O,O,X
ZSOJLTI,O,O,O,O,O,X
ZSOJLIT,O,O,O,O,O,X
ZOTILJS,X,O,X,O,O,X
ZOTILSJ,X,O,X,O,O,X
ZOTIJLS,X,O,O,O,X,X
ZOTIJSL,X,O,O,X,X,X
ZOTISLJ,X,O,O,X,O,X
ZOTISJL,X,O,O,X,X,X
ZOTLIJS,X,O,X,O,O,X
ZOTLISJ,X,O,X,O,O,X
ZOTLJIS,X,O,X,O,O,X
ZOTLJSI,X,O,X,O,O,X
ZOTLSIJ,X,O,X,O,O,X
ZOTLSJI,X,O,X,O,O,X
ZOTJILS,X,O,O,O,X,X
ZOTJISL,X,O,O,X,X,X
ZOTJLIS,X,O,X,O,X,X
ZOTJLSI,X,O,X,O,X,X
ZOTJSIL,X,O,O,X,X,X
ZOTJSLI,X,O,O,X,X,X
ZOTSILJ,X,O,O,X,O,X
ZOTSIJL,X,O,O,X,X,X
ZOTSLIJ,X,O,O,X,O,X
ZOTSLJI,X,O,O,X,O,X
ZOTSJIL,X,O,O,X,X,X
ZOTSJLI,X,O,O,X,X,X
ZOITLJS,X,O,X,O,O,X
ZOITLSJ,X,O,X,O,O,X
ZOITJLS,X,O,O,O,X,X
ZOITJSL,X,O,O,X,X,X
ZOITSLJ,X,O,O,X,O,X
ZOITSJL,X,O,O,X,X,X
ZOILTJS,X,O,X,O,O,X
ZOILTSJ,X,O,X,O,O,X
ZOILJTS,X,O,O,O,O,X
ZOILJST,X,O,O,O,O,X
ZOILSTJ,X,O,O,O,O,X
ZOILSJT,X,O,O,O,O,X
ZOIJTLS,X,O,O,O,X,X
ZOIJTSL,O,O,O,X,X,X
ZOIJLTS,X,O,O,O,O,X
ZOIJLST,X,O,O,O,O,X
ZOIJSTL,O,O,O,X,X,X
ZOIJSLT,O,O,O,O,O,X
ZOISTLJ,O,O,O,X,O,X
ZOISTJL,O,O,O,X,X,X
ZOISLTJ,O,O,O,O,O,X
ZOISLJT,O,O,O,O,O,X
ZOISJTL,O,O,O,X,X,X
ZOISJLT,O,O,O,O,O,X
ZOLTIJS,X,O,X,O,O,X
ZOLTISJ,X,O,X,O,O,X
ZOLTJIS,X,O,X,O,O,X
ZOLTJSI,X,O,X,O,O,X
ZOLTSIJ,X,O,X,O,O,X
ZOLTSJI,X,O,X,O,O,X
ZOLITJS,X,O,X,O,O,X
ZOLITSJ,X,O,X,O,O,X
ZOLIJTS,X,O,O,O,O,X
ZOLIJST,X,O,O,O,O,X
ZOLISTJ,X,O,O,O,O,X
ZOLISJT,X,O,O,O,O,X
ZOLJTIS,X,O,X,O,O,X
ZOLJTSI,X,O,X,O,O,X
ZOLJITS,X,O,O,O,O,X
ZOLJIST,X,O,O,O,O,X
ZOLJSTI,X,O,O,O,O,X
ZOLJSIT,X,O,O,O,O,X
ZOLSTIJ,X,O,O,O,O,X
ZOLSTJI,X,O,O,O,O,X
ZOLSITJ,X,O,O,O,O,X
ZOLSIJT,X,O,O,O,O,X
ZOLSJTI,X,O,O,O,O,X
ZOLSJIT,X,O,O,O,O,X
ZOJTILS,X,O,O,O,X,X
ZOJTISL,X,O,O,X,X,X
ZOJTLIS,X,O,X,O,X,X
ZOJTLSI,X,O,X,O,X,X
ZOJTSIL,X,O,O,X,X,X
ZOJTSLI,X,O,O,X,X,X
ZOJITLS,X,O,O,O,X,X
ZOJITSL,O,O,O,X,X,X
ZOJILTS,X,O,O,O,O,X
ZOJILST,X,O,O,O,O,X
ZOJISTL,O,O,O,X,X,X
ZOJISLT,O,O,O,O,O,X
ZOJLTIS,X,O,X,O,O,X
ZOJLTSI,X,O,X,O,O,X
ZOJLITS,X,O,O,O,O,X
ZOJLIST,X,O,O,O,O,X
ZOJLSTI,X,O,O,O,O,X
ZOJLSIT,X,O,O,O,O,X
ZOJSTIL,O,O,O,X,X,X
ZOJSTLI,O,O,O,X,X,X
ZOJSITL,O,O,O,X,X,X
ZOJSILT,O,O,O,O,O,X
ZOJSLTI,O,O,O,O,O,X
ZOJSLIT,O,O,O,O,O,X
ZOSTILJ,O,O,O,X,O,X
ZOSTIJL,O,O,O,X,X,X
ZOSTLIJ,O,O,O,X,O,X
ZOSTLJI,O,O,O,X,O,X
ZOSTJIL,O,O,O,X,X,X
ZOSTJLI,O,O,O,X,X,X
ZOSITLJ,O,O,O,X,O,X
ZOSITJL,O,O,O,X,X,X
ZOSILTJ,O,O,O,O,O,X
ZOSILJT,O,O,O,O,O,X
ZOSIJTL,O,O,O,X,X,X
ZOSIJLT,O,O,O,O,O,X
ZOSLTIJ,O,O,O,O,O,X
ZOSLTJI,O,O,O,O,O,X
ZOSLITJ,O,O,O,O,O,X
ZOSLIJT,O,O,O,O,O,X
ZOSLJTI,O,O,O,O,O,X
ZOSLJIT,O,O,O,O,O,X
ZOSJTIL,O,O,O,X,X,X
ZOSJTLI,O,O,O,X,X,X
ZOSJITL,O,O,O,X,X,X
ZOSJILT,O,O,O,O,O,X
ZOSJLTI,O,O,O,O,O,X
ZOSJLIT,O,O,O,O,O,X
OTILJSZ,X,O,X,O,X,X
OTILJZS,X,O,X,O,X,X
OTILSJZ,X,X,X,O,X,X
OTILSZJ,X,X,X,O,X,X
OTILZJS,X,O,X,O,O,X
OTILZSJ,X,O,X,O,O,X
OTIJLSZ,O,O,O,O,X,X
OTIJLZS,X,O,O,O,X,X
OTIJSLZ,O,O,O,X,X,X
OTIJSZL,O,O,O,X,X,X
OTIJZLS,X,O,O,O,X,X
OTIJZSL,O,O,O,X,X,X
OTISLJZ,X,X,O,X,X,X
OTISLZJ,X,X,O,X,X,X
OTISJLZ,O,X,O,X,X,X
OTISJZL,O,X,O,X,X,X
OTISZLJ,O,X,O,X,X,X
OTISZJL,O,X,O,X,X,X
OTIZLJS,X,O,X,O,O,X
OTIZLSJ,X,O,X,O,O,X
OTIZJLS,X,O,O,O,X,X
OTIZJSL,X,O,O,X,X,X
OTIZSLJ,X,O,O,X,O,X
OTIZSJL,X,O,O,X,X,X
OTLIJSZ,X,O,X,O,X,X
OTLIJZS,X,O,X,O,X,X
OTLISJZ,X,X,X,O,X,X
OTLISZJ,X,X,X,O,X,X
OTLIZJS,X,O,X,O,O,X
OTLIZSJ,X,O,X,O,O,X
OTLJISZ,X,O,X,O,X,X
OTLJIZS,X,O,X,O,X,X
OTLJSIZ,X,X,X,O,X,X
OTLJSZI,X,X,X,O,X,X
OTLJZIS,X,O,X,O,X,X
OTLJZSI,X,O,X,O,X,X
OTLSIJZ,X,X,X,O,X,X
OTLSIZJ,X,X,X,O,X,X
OTLSJIZ,X,X,X,O,X,X
OTLSJZI,X,X,X,O,X,X
OTLSZIJ,X,X,X,O,X,X
OTLSZJI,X,X,X,O,X,X
OTLZIJS,X,O,X,O,O,X
OTLZISJ,X,O,X,O,O,X
OTLZJIS,X,O,X,O,O,X
OTLZJSI,X,O,X,O,O,X
OTLZSIJ,X,O,X,O,O,X
OTLZSJI,X,O,X,O,O,X
OTJILSZ,O,O,O,O,X,X
OTJILZS,X,O,O,O,X,X
OTJISLZ,O,O,O,X,X,X
OTJISZL,O,O,O,X,X,X
OTJIZLS,X,O,O,O,X,X
OTJIZSL,O,O,O,X,X,X
OTJLISZ,X,O,X,O,X,X
OTJLIZS,X,O,X,O,X,X
OTJLSIZ,X,X,X,O,X,X
OTJLSZI,X,X,X,O,X,X
OTJLZIS,X,O,X,O,X,X
OTJLZSI,X,O,X,O,X,X
OTJSILZ,O,X,O,X,X,X
OTJSIZL,O,X,O,X,X,X
OTJSLIZ,X,X,O,X,X,X
OTJSLZI,X,X,O,X,X,X
OTJSZIL,O,X,O,X,X,X
OTJSZLI,O,X,O,X,X,X
OTJZILS,X,O,O,O,X,X
OTJZISL,X,O,O,X,X,X
OTJZLIS,X,O,X,O,X,X
OTJZLSI,X,O,X,O,X,X
OTJZSIL,X,O,O,X,X,X
OTJZSLI,X,O,O,X,X,X
OTSILJZ,X,X,O,X,X,X
OTSILZJ,X,X,O,X,X,X
OTSIJLZ,O,X,O,X,X,X
OTSIJZL,O,X,O,X,X,X
OTSIZLJ,O,X,O,X,X,X
OTSIZJL,O,X,O,X,X,X
OTSLIJZ,X,X,O,X,X,X
OTSLIZJ,X,X,O,X,X,X
OTSLJIZ,X,X,O,X,X,X
OTSLJZI,X,X,O,X,X,X
OTSLZIJ,X,X,O,X,X,X
OTSLZJI,X,X,O,X,X,X
OTSJILZ,O,X,O,X,X,X
OTSJIZL,O,X,O,X,X,X
OTSJLIZ,X,X,O,X,X,X
OTSJLZI,X,X,O,X,X,X
OTSJZIL,O,X,O,X,X,X
OTSJZLI,O,X,O,X,X,X
OTSZILJ,O,X,O,X,X,X
OTSZIJL,O,X,O,X,X,X
OTSZLIJ,O,X,O,X,X,X
OTSZLJI,O,X,O,X,X,X
OTSZJIL,O,X,O,X,X,X
OTSZJLI,O,X,O,X,X,X
OTZILJS,X,O,X,O,O,X
OTZILSJ,X,O,X,O,O,X
OTZIJLS,X,O,O,O,X,X
OTZIJSL,X,O,O,X,X,X
OTZISLJ,X,O,O,X,O,X
OTZISJL,X,O,O,X,X,X
OTZLIJS,X,O,X,O,O,X
OTZLISJ,X,O,X,O,O,X
OTZLJIS,X,O,X,O,O,X
OTZLJSI,X,O,X,O,O,X
OTZLSIJ,X,O,X,O,O,X
OTZLSJI,X,O,X,O,O,X
OTZJILS,X,O,O,O,X,X
OTZJISL,X,O,O,X,X,X
OTZJLIS,X,O,X,O,X,X
OTZJLSI,X,O,X,O,X,X
OTZJSIL,X,O,O,X,X,X
OTZJSLI,X,O,O,X,X,X
OTZSILJ,X,O,O,X,O,X
OTZSIJL,X,O,O,X,X,X
OTZSLIJ,X,O,O,X,O,X
OTZSLJI,X,O,O,X,O,X
OTZSJIL,X,O,O,X,X,X
OTZSJLI,X,O,O,X,X,X
OITLJSZ,X,O,X,O,X,X
OITLJZS,X,O,X,O,X,X
OITLSJZ,X,X,X,O,X,X
OITLSZJ,X,X,X,O,X,X
OITLZJS,X,O,X,O,O,X
OITLZSJ,X,O,X,O,O,X
OITJLSZ,O,O,O,O,X,X
OITJLZS,X,O,O,O,X,X
OITJSLZ,O,O,O,X,X,X
OITJSZL,O,O,O,X,X,X
OITJZLS,X,O,O,O,X,X
OITJZSL,O,O,O,X,X,X
OITSLJZ,X,X,O,X,X,X
OITSLZJ,X,X,O,X,X,X
OITSJLZ,O,X,O,X,X,X
OITSJZL,O,X,O,X,X,X
OITSZLJ,O,X,O,X,X,X
OITSZJL,O,X,O,X,X,X
OITZLJS,X,O,X,O,O,X
OITZLSJ,X,O,X,O,O,X
OITZJLS,X,O,O,O,X,X
OITZJSL,X,O,O,X,X,X
OITZSLJ,X,O,O,X,O,X
OITZSJL,X,O,O,X,X,X
OILTJSZ,X,O,X,O,X,X
OILTJZS,X,O,X,O,X,X
OILTSJZ,X,X,X,O,X,X
OILTSZJ,X,X,X,O,X,X
OILTZJS,X,O,X,O,O,X
OILTZSJ,X,O,X,O,O,X
OILJTSZ,O,O,O,O,X,X
OILJTZS,X,O,O,O,X,X
OILJSTZ,O,O,O,O,X,O
OILJSZT,O,O,O,O,X,O
OILJZTS,X,O,O,O,O,X
OILJZST,X,O,O,O,O,O
OILSTJZ,X,X,O,O,X,O
OILSTZJ,X,X,O,O,X,O
OILSJTZ,O,O,O,O,X,O
OILSJZT,O,O,O,O,X,O
OILSZTJ,O,O,O,O,O,O
OILSZJT,O,O,O,O,O,O
OILZTJS,X,O,X,O,O,X
OILZTSJ,X,O,X,O,O,X
OILZJTS,X,O,O,O,O,X
OILZJST,X,O,O,O,O,O
OILZSTJ,X,O,O,O,O,O
OILZSJT,X,O,O,O,O,O
OIJTLSZ,O,O,O,O,X,X
OIJTLZS,X,O,O,O,X,X
OIJTSLZ,O,O,O,X,X,X
OIJTSZL,O,O,O,X,X,X
OIJTZLS,X,O,O,O,X,X
OIJTZSL,O,O,O,X,X,X
OIJLTSZ,O,O,O,O,X,X
OIJLTZS,X,O,O,O,X,X
OIJLSTZ,O,O,O,O,X,X
OIJLSZT,O,O,O,O,X,X
OIJLZTS,X,O,O,O,O,X
OIJLZST,X,O,O,O,O,X
OIJSTLZ,O,O,O,X,X,X
OIJSTZL,O,O,O,X,X,X
OIJSLTZ,O,O,O,O,X,X
OIJSLZT,O,O,O,O,X,X
OIJSZTL,O,O,O,X,X,X
OIJSZLT,O,O,O,O,X,X
OIJZTLS,X,O,O,O,X,X
OIJZTSL,O,O,O,X,X,X
OIJZLTS,X,O,O,O,O,X
OIJZLST,X,O,O,O,O,X
OIJZSTL,O,O,O,X,X,X
OIJZSLT,O,O,O,O,O,X
OISTLJZ,X,X,O,X,X,O
OISTLZJ,X,X,O,X,X,O
OISTJLZ,O,X,O,X,X,O
OISTJZL,O,X,O,X,X,X
OISTZLJ,O,X,O,X,X,O
OISTZJL,O,X,O,X,X,X
OISLTJZ,X,X,O,O,X,O
OISLTZJ,X,X,O,O,X,O
OISLJTZ,O,O,O,O,X,O
OISLJZT,O,O,O,O,X,O
OISLZTJ,O,O,O,O,O,O
OISLZJT,O,O,O,O,O,O
OISJTLZ,O,O,O,X,X,O
OISJTZL,O,O,O,X,X,X
OISJLTZ,O,O,O,O,X,O
OISJLZT,O,O,O,O,X,O
OISJZTL,O,O,O,X,X,X
OISJZLT,O,O,O,O,X,X
OISZTLJ,O,O,O,X,O,O
OISZTJL,O,O,O,X,X,X
OISZLTJ,O,O,O,O,O,O
OISZLJT,O,O,O,O,O,O
OISZJTL,O,O,O,X,X,X
OISZJLT,O,O,O,O,O,X
OIZTLJS,X,O,X,O,O,X
OIZTLSJ,X,O,X,O,O,X
OIZTJLS,X,O,O,O,X,X
OIZTJSL,X,O,O,X,X,X
OIZTSLJ,X,O,O,X,O,X
OIZTSJL,X,O,O,X,X,X
OIZLTJS,X,O,X,O,O,X
OIZLTSJ,X,O,X,O,O,X
OIZLJTS,X,O,O,O,O,X
OIZLJST,X,O,O,O,O,X
OIZLSTJ,X,O,O,O,O,X
OIZLSJT,X,O,O,O,O,X
OIZJTLS,X,O,O,O,X,X
OIZJTSL,O,O,O,X,X,X
OIZJLTS,X,O,O,O,O,X
OIZJLST,X,O,O,O,O,X
OIZJSTL,O,O,O,X,X,X
OIZJSLT,O,O,O,O,O,X
OIZSTLJ,O,O,O,X,O,X
OIZSTJL,O,O,O,X,X,X
OIZSLTJ,O,O,O,O,O,X
OIZSLJT,O,O,O,O,O,X
OIZSJTL,O,O,O,X,X,X
OIZSJLT,O,O,O,O,O,X
OLTIJSZ,X,O,X,O,X,X
OLTIJZS,X,O,X,O,X,X
OLTISJZ,X,X,X,O,X,X
OLTISZJ,X,X,X,O,X,X
OLTIZJS,X,O,X,O,O,X
OLTIZSJ,X,O,X,O,O,X
OLTJISZ,X,O,X,O,X,X
OLTJIZS,X,O,X,O,X,X
OLTJSIZ,X,X,X,O,X,X
OLTJSZI,X,X,X,O,X,X
OLTJZIS,X,O,X,O,X,X
OLTJZSI,X,O,X,O,X,X
OLTSIJZ,X,X,X,O,X,X
OLTSIZJ,X,X,X,O,X,X
OLTSJIZ,X,X,X,O,X,X
OLTSJZI,X,X,X,O,X,X
OLTSZIJ,X,X,X,O,X,X
OLTSZJI,X,X,X,O,X,X
OLTZIJS,X,O,X,O,O,X
OLTZISJ,X,O,X,O,O,X
OLTZJIS,X,O,X,O,O,X
OLTZJSI,X,O,X,O,O,X
OLTZSIJ,X,O,X,O,O,X
OLTZSJI,X,O,X,O,O,X
OLITJSZ,X,O,X,O,X,X
OLITJZS,X,O,X,O,X,X
OLITSJZ,X,X,X,O,X,X
OLITSZJ,X,X,X,O,X,X
OLITZJS,X,O,X,O,O,X
OLITZSJ,X,O,X,O,O,X
OLIJTSZ,O,O,O,O,X,X
OLIJTZS,X,O,O,O,X,X
OLIJSTZ,O,O,O,O,X,O
OLIJSZT,O,O,O,O,X,O
OLIJZTS,X,O,O,O,O,X
OLIJZST,X,O,O,O,O,O
OLISTJZ,X,X,O,O,X,O
OLISTZJ,X,X,O,O,X,O
OLISJTZ,O,O,O,O,X,O
OLISJZT,O,O,O,O,X,O
OLISZTJ,O,O,O,O,O,O
OLISZJT,O,O,O,O,O,O
OLIZTJS,X,O,X,O,O,X
OLIZTSJ,X,O,X,O,O,X
OLIZJTS,X,O,O,O,O,X
OLIZJST,X,O,O,O,O,O
OLIZSTJ,X,O,O,O,O,O
OLIZSJT,X,O,O,O,O,O
OLJTISZ,X,O,X,O,X,X
OLJTIZS,X,O,X,O,X,X
OLJTSIZ,X,X,X,O,X,X
OLJTSZI,X,X,X,O,X,X
OLJTZIS,X,O,X,O,X,X
OLJTZSI,X,O,X,O,X,X
OLJITSZ,O,O,O,O,X,X
OLJITZS,X,O,O,O,X,X
OLJISTZ,O,O,O,O,X,O
OLJISZT,O,O,O,O,X,O
OLJIZTS,X,O,O,O,O,X
OLJIZST,X,O,O,O,O,O
OLJSTIZ,X,X,O,O,X,O
OLJSTZI,X,X,O,O,X,O
OLJSITZ,O,O,O,O,X,O
OLJSIZT,O,O,O,O,X,O
OLJSZTI,O,O,O,O,X,O
OLJSZIT,O,O,O,O,X,O
OLJZTIS,X,O,X,O,O,X
OLJZTSI,X,O,X,O,O,X
OLJZITS,X,O,O,O,O,X
OLJZIST,X,O,O,O,O,O
OLJZSTI,X,O,O,O,O,O
OLJZSIT,X,O,O,O,O,O
OLSTIJZ,X,X,O,O,X,O
OLSTIZJ,X,X,O,O,X,O
OLSTJIZ,X,X,O,O,X,O
OLSTJZI,X,X,O,O,X,O
OLSTZIJ,X,X,O,O,X,O
OLSTZJI,X,X,O,O,X,O
OLSITJZ,X,X,O,O,X,O
OLSITZJ,X,X,O,O,X,O
OLSIJTZ,O,O,O,O,X,O
OLSIJZT,O,O,O,O,X,O
OLSIZTJ,O,O,O,O,O,O
OLSIZJT,O,O,O,O,O,O
OLSJTIZ,X,X,O,O,X,O
OLSJTZI,X,X,O,O,X,O
OLSJITZ,O,O,O,O,X,O
OLSJIZT,O,O,O,O,X,O
OLSJZTI,O,O,O,O,X,O
OLSJZIT,O,O,O,O,X,O
OLSZTIJ,O,O,O,O,O,O
OLSZTJI,O,O,O,O,O,O
OLSZITJ,O,O,O,O,O,O
OLSZIJT,O,O,O,O,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,O,O,O
OLZTIJS,X,O,X,O,O,X
OLZTISJ,X,O,X,O,O,X
OLZTJIS,X,O,X,O,O,X
OLZTJSI,X,O,X,O,O,X
OLZTSIJ,X,O,X,O,O,X
OLZTSJI,X,O,X,O,O,X
OLZITJS,X,O,X,O,O,X
OLZITSJ,X,O,X,O,O,X
OLZIJTS,X,O,O,O,O,X
OLZIJST,X,O,O,O,O,O
OLZISTJ,X,O,O,O,O,O
OLZISJT,X,O,O,O,O,O
OLZJTIS,X,O,X,O,O,X
OLZJTSI,X,O,X,O,O,X
OLZJITS,X,O,O,O,O,X
OLZJIST,X,O,O,O,O,O
OLZJSTI,X,O,O,O,O,O
OLZJSIT,X,O,O,O,O,O
OLZSTIJ,X,O,O,O,O,O
OLZSTJI,X,O,O,O,O,O
OLZSITJ,X,O,O,O,O,O
OLZSIJT,X,O,O,O,O,O
OLZSJTI,X,O,O,O,O,O
OLZSJIT,X,O,O,O,O,O
OJTILSZ,O,O,O,O,X,X
OJTILZS,X,O,O,O,X,X
OJTISLZ,O,O,O,X,X,X
OJTISZL,O,O,O,X,X,X
OJTIZLS,X,O,O,O,X,X
OJTIZSL,O,O,O,X,X,X
OJTLISZ,X,O,X,O,X,X
OJTLIZS,X,O,X,O,X,X
OJTLSIZ,X,X,X,O,X,X
OJTLSZI,X,X,X,O,X,X
OJTLZIS,X,O,X,O,X,X
OJTLZSI,X,O,X,O,X,X
OJTSILZ,O,X,O,X,X,X
OJTSIZL,O,X,O,X,X,X
OJTSLIZ,X,X,O,X,X,X
OJTSLZI,X,X,O,X,X,X
OJTSZIL,O,X,O,X,X,X
OJTSZLI,O,X,O,X,X,X
OJTZILS,X,O,O,O,X,X
OJTZISL,X,O,O,X,X,X
OJTZLIS,X,O,X,O,X,X
OJTZLSI,X,O,X,O,X,X
OJTZSIL,X,O,O,X,X,X
OJTZSLI,X,O,O,X,X,X
OJITLSZ,O,O,O,O,X,X
OJITLZS,X,O,O,O,X,X
OJITSLZ,O,O,O,X,X,X
OJITSZL,O,O,O,X,X,X
OJITZLS,X,O,O,O,X,X
OJITZSL,O,O,O,X,X,X
OJILTSZ,O,O,O,O,X,X
OJILTZS,X,O,O,O,X,X
OJILSTZ,O,O,O,O,X,X
OJILSZT,O,O,O,O,X,X
OJILZTS,X,O,O,O,O,X
OJILZST,X,O,O,O,O,X
OJISTLZ,O,O,O,X,X,X
OJISTZL,O,O,O,X,X,X
OJISLTZ,O,O,O,O,X,X
OJISLZT,O,O,O,O,X,X
OJISZTL,O,O,O,X,X,X
OJISZLT,O,O,O,O,X,X
OJIZTLS,X,O,O,O,X,X
