sequence,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkByqBUgBTVB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBalBzlB0bB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?0kBvlBamBzWB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?vkBTlBamB0cB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBTlBvkB0aB,v115@zgA8IeE8BeB8AeF8BeH8AeJ8AeB8Jeu8IvhFpZBNnB?amBvlB0kBTaB
OLSZTIJ,O,O,O,O,O,O
OLSZTJI,O,O,O,O,O,O
OLSZITJ,O,O,O,O,O,O
OLSZIJT,O,O,O,O,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,O,O,O
OLZTIJS,X,O,X,O,X,X
OLZTISJ,X,O,X,O,X,X
OLZTJIS,X,O,X,O,X,X
OLZTJSI,X,O,X,O,X,X
OLZTSIJ,X,O,X,O,X,X
OLZTSJI,X,O,X,O,X,X
OLZITJS,X,O,X,O,X,X
OLZITSJ,X,O,X,O,X,X
OLZIJTS,X,O,O,O,O,X
OLZIJST,X,O,O,O,O,X
OLZISTJ,X,O,O,O,O,X
OLZISJT,X,O,O,O,O,X
OLZJTIS,X,O,X,O,X,X
OLZJTSI,X,O,X,O,X,X
OLZJITS,X,O,O,O,O,X
OLZJIST,X,O,O,O,O,X
OLZJSTI,X,O,O,O,O,X
OLZJSIT,X,O,O,O,O,X
OLZSTIJ,X,O,O,O,O,X
OLZSTJI,X,O,O,O,O,X
OLZSITJ,X,O,O,O,O,X
OLZSIJT,X,O,O,O,O,X
OLZSJTI,X,O,O,O,O,X
OLZSJIT,X,O,O,O,O,X
OJTILSZ,X,O,X,O,O,X
OJTILZS,X,O,X,O,O,X
OJTISLZ,X,O,X,O,O,X
OJTISZL,X,O,X,O,O,X
OJTIZLS,X,O,X,O,O,X
OJTIZSL,X,O,X,O,O,X
OJTLISZ,X,O,X,O,O,X
OJTLIZS,X,O,X,O,O,X
OJTLSIZ,X,X,X,O,O,X
OJTLSZI,X,X,X,O,O,X
OJTLZIS,X,O,X,O,X,X
OJTLZSI,X,O,X,O,X,X
OJTSILZ,X,O,X,O,O,X
OJTSIZL,X,O,X,O,O,X
OJTSLIZ,X,O,X,O,O,X
OJTSLZI,X,O,X,O,O,X
OJTSZIL,X,X,X,X,O,X
OJTSZLI,X,X,X,X,O,X
OJTZILS,X,O,X,X,X,X
OJTZISL,X,O,X,X,X,X
OJTZLIS,X,O,X,X,X,X
OJTZLSI,X,O,X,X,X,X
OJTZSIL,X,X,X,X,X,X
OJTZSLI,X,X,X,X,X,X
OJITLSZ,O,O,O,O,O,O
OJITLZS,X,O,O,O,O,X
OJITSLZ,O,O,O,O,O,O
OJITSZL,O,O,O,O,O,O
OJITZLS,X,O,X,O,O,O
OJITZSL,X,O,O,O,O,O
OJILTSZ,O,O,O,O,O,O
OJILTZS,X,O,O,O,O,X
OJILSTZ,O,O,O,O,O,O
OJILSZT,O,O,O,O,O,O
OJILZTS,X,O,O,O,O,X
OJILZST,X,O,O,O,O,X
OJISTLZ,O,O,O,O,O,O
OJISTZL,O,O,O,O,O,O
OJISLTZ,O,O,O,O,O,O
OJISLZT,O,O,O,O,O,O
OJISZTL,O,O,O,O,O,O
OJISZLT,O,O,O,O,O,O
OJIZTLS,X,O,X,O,O,O
OJIZTSL,X,O,O,O,O,O
OJIZLTS,X,O,X,O,O,O
OJIZLST,X,O,X,O,O,O
OJIZSTL,X,O,O,O,O,O
OJIZSLT,X,O,O,O,O,O
OJLTISZ,X,O,O,O,O,X
OJLTIZS,X,O,O,O,O,X
OJLTSIZ,X,X,O,O,O,X
OJLTSZI,X,X,O,O,O,X
OJLTZIS,X,O,X,O,X,X
OJLTZSI,X,O,X,O,X,X
OJLITSZ,O,O,O,O,O,O
OJLITZS,X,O,O,O,O,X
OJLISTZ,O,O,O,O,O,O
OJLISZT,O,O,O,O,O,O
OJLIZTS,X,O,O,O,O,X
OJLIZST,X,O,O,O,O,X
OJLSTIZ,O,O,O,O,O,X
OJLSTZI,O,O,O,O,O,X
OJLSITZ,O,O,O,O,O,O
OJLSIZT,O,O,O,O,O,O
OJLSZTI,O,O,O,O,O,O
OJLSZIT,O,O,O,O,O,O
OJLZTIS,X,O,X,O,X,X
OJLZTSI,X,O,X,O,X,X
OJLZITS,X,O,O,O,O,X
OJLZIST,X,O,O,O,O,X
OJLZSTI,X,O,O,O,O,X
OJLZSIT,X,O,O,O,O,X
OJSTILZ,O,O,X,O,O,X
OJSTIZL,O,O,X,O,O,X
OJSTLIZ,O,O,X,O,O,X
OJSTLZI,O,O,X,O,O,X
OJSTZIL,O,X,X,X,O,X
OJSTZLI,O,X,X,X,O,X
OJSITLZ,O,O,O,O,O,O
OJSITZL,O,O,O,O,O,O
OJSILTZ,O,O,O,O,O,O
OJSILZT,O,O,O,O,O,O
OJSIZTL,O,O,O,O,O,O
OJSIZLT,O,O,O,O,O,O
OJSLTIZ,O,O,O,O,O,X
OJSLTZI,O,O,O,O,O,X
OJSLITZ,O,O,O,O,O,O
OJSLIZT,O,O,O,O,O,O
OJSLZTI,O,O,O,O,O,O
OJSLZIT,O,O,O,O,O,O
OJSZTIL,O,X,X,X,O,O
OJSZTLI,O,X,X,X,O,O
OJSZITL,O,O,O,O,O,O
OJSZILT,O,O,O,O,O,O
OJSZLTI,O,O,O,O,O,O
OJSZLIT,O,O,O,O,O,O
OJZTILS,X,O,X,X,X,O
OJZTISL,X,O,X,X,X,O
OJZTLIS,X,O,X,X,X,X
OJZTLSI,X,O,X,X,X,X
OJZTSIL,X,X,X,X,X,O
OJZTSLI,X,X,X,X,X,O
OJZITLS,X,O,X,O,O,O
OJZITSL,X,O,O,O,O,O
OJZILTS,X,O,X,O,O,O
OJZILST,X,O,X,O,O,O
OJZISTL,X,O,O,O,O,O
OJZISLT,X,O,O,O,O,O
OJZLTIS,X,O,X,O,X,X
OJZLTSI,X,O,X,O,X,X
OJZLITS,X,O,X,O,O,O
OJZLIST,X,O,X,O,O,O
OJZLSTI,X,O,X,O,O,O
OJZLSIT,X,O,X,O,O,O
OJZSTIL,X,X,X,X,O,O
OJZSTLI,X,X,X,X,O,O
OJZSITL,X,O,O,O,O,O
OJZSILT,X,O,O,O,O,O
OJZSLTI,X,O,O,O,O,O
OJZSLIT,X,O,O,O,O,O
OSTILJZ,O,O,X,O,O,X
OSTILZJ,O,O,X,O,O,X
OSTIJLZ,O,O,X,O,O,X
OSTIJZL,O,O,X,O,O,X
OSTIZLJ,O,X,X,X,O,X
OSTIZJL,O,X,X,X,O,X
OSTLIJZ,O,O,X,O,O,X
OSTLIZJ,O,O,X,O,O,X
OSTLJIZ,O,O,X,O,O,X
OSTLJZI,O,O,X,O,O,X
OSTLZIJ,O,O,X,O,O,X
OSTLZJI,O,O,X,O,O,X
OSTJILZ,O,O,X,O,O,X
OSTJIZL,O,O,X,O,O,X
OSTJLIZ,O,O,X,O,O,X
OSTJLZI,O,O,X,O,O,X
OSTJZIL,O,X,X,X,O,X
OSTJZLI,O,X,X,X,O,X
OSTZILJ,O,X,X,X,O,X
OSTZIJL,O,X,X,X,O,X
OSTZLIJ,O,X,X,X,O,X
OSTZLJI,O,X,X,X,O,X
OSTZJIL,O,X,X,X,O,X
OSTZJLI,O,X,X,X,O,X
OSITLJZ,O,O,X,O,O,X
OSITLZJ,O,O,X,O,O,X
OSITJLZ,O,O,X,O,O,X
OSITJZL,O,O,X,O,O,X
OSITZLJ,O,X,X,X,O,X
OSITZJL,O,X,X,X,O,X
OSILTJZ,O,O,O,O,O,X
OSILTZJ,O,O,O,O,O,X
OSILJTZ,O,O,O,O,O,O
OSILJZT,O,O,O,O,O,O
OSILZTJ,O,O,O,O,O,O
OSILZJT,O,O,O,O,O,O
OSIJTLZ,O,O,O,O,O,O
OSIJTZL,O,O,O,O,O,O
OSIJLTZ,O,O,O,O,O,O
OSIJLZT,O,O,O,O,O,O
OSIJZTL,O,O,O,O,O,O
OSIJZLT,O,O,O,O,O,O
OSIZTLJ,O,X,X,X,O,O
OSIZTJL,O,X,X,X,O,O
OSIZLTJ,O,O,O,O,O,O
OSIZLJT,O,O,O,O,O,O
OSIZJTL,O,O,O,O,O,O
OSIZJLT,O,O,O,O,O,O
OSLTIJZ,O,O,O,O,O,X
OSLTIZJ,O,O,O,O,O,X
OSLTJIZ,O,O,O,O,O,X
OSLTJZI,O,O,O,O,O,X
OSLTZIJ,O,O,O,O,O,X
OSLTZJI,O,O,O,O,O,X
OSLITJZ,O,O,O,O,O,X
OSLITZJ,O,O,O,O,O,X
OSLIJTZ,O,O,O,O,O,O
OSLIJZT,O,O,O,O,O,O
OSLIZTJ,O,O,O,O,O,O
OSLIZJT,O,O,O,O,O,O
OSLJTIZ,O,O,O,O,O,X
OSLJTZI,O,O,O,O,O,X
OSLJITZ,O,O,O,O,O,O
OSLJIZT,O,O,O,O,O,O
OSLJZTI,O,O,O,O,O,O
OSLJZIT,O,O,O,O,O,O
OSLZTIJ,O,O,O,O,O,O
OSLZTJI,O,O,O,O,O,O
OSLZITJ,O,O,O,O,O,O
OSLZIJT,O,O,O,O,O,O
OSLZJTI,O,O,O,O,O,O
OSLZJIT,O,O,O,O,O,O
OSJTILZ,O,O,X,O,O,X
OSJTIZL,O,O,X,O,O,X
OSJTLIZ,O,O,X,O,O,X
OSJTLZI,O,O,X,O,O,X
OSJTZIL,O,X,X,X,O,X
OSJTZLI,O,X,X,X,O,X
OSJITLZ,O,O,O,O,O,O
OSJITZL,O,O,O,O,O,O
OSJILTZ,O,O,O,O,O,O
OSJILZT,O,O,O,O,O,O
OSJIZTL,O,O,O,O,O,O
OSJIZLT,O,O,O,O,O,O
OSJLTIZ,O,O,O,O,O,X
OSJLTZI,O,O,O,O,O,X
OSJLITZ,O,O,O,O,O,O
OSJLIZT,O,O,O,O,O,O
OSJLZTI,O,O,O,O,O,O
OSJLZIT,O,O,O,O,O,O
OSJZTIL,O,X,X,X,O,O
OSJZTLI,O,X,X,X,O,O
OSJZITL,O,O,O,O,O,O
OSJZILT,O,O,O,O,O,O
OSJZLTI,O,O,O,O,O,O
OSJZLIT,O,O,O,O,O,O
OSZTILJ,O,X,X,X,O,O
OSZTIJL,O,X,X,X,O,O
OSZTLIJ,O,X,X,X,O,O
OSZTLJI,O,X,X,X,O,O
OSZTJIL,O,X,X,X,O,O
OSZTJLI,O,X,X,X,O,O
OSZITLJ,O,X,X,X,O,O
OSZITJL,O,X,X,X,O,O
OSZILTJ,O,O,O,O,O,O
OSZILJT,O,O,O,O,O,O
OSZIJTL,O,O,O,O,O,O
OSZIJLT,O,O,O,O,O,O
OSZLTIJ,O,O,O,O,O,O
OSZLTJI,O,O,O,O,O,O
OSZLITJ,O,O,O,O,O,O
OSZLIJT,O,O,O,O,O,O
OSZLJTI,O,O,O,O,O,O
OSZLJIT,O,O,O,O,O,O
OSZJTIL,O,X,X,X,O,O
OSZJTLI,O,X,X,X,O,O
OSZJITL,O,O,O,O,O,O
OSZJILT,O,O,O,O,O,O
OSZJLTI,O,O,O,O,O,O
OSZJLIT,O,O,O,O,O,O
OZTILJS,X,O,X,X,X,X
OZTILSJ,X,O,X,X,X,X
OZTIJLS,X,O,X,X,X,O
OZTIJSL,X,O,X,X,X,O
OZTISLJ,X,X,X,X,X,O
OZTISJL,X,X,X,X,X,O
OZTLIJS,X,O,X,X,X,X
OZTLISJ,X,O,X,X,X,X
OZTLJIS,X,O,X,X,X,X
OZTLJSI,X,O,X,X,X,X
OZTLSIJ,X,O,X,X,X,X
OZTLSJI,X,O,X,X,X,X
OZTJILS,X,O,X,X,X,O
OZTJISL,X,O,X,X,X,O
OZTJLIS,X,O,X,X,X,X
OZTJLSI,X,O,X,X,X,X
OZTJSIL,X,X,X,X,X,O
OZTJSLI,X,X,X,X,X,O
OZTSILJ,X,X,X,X,X,O
OZTSIJL,X,X,X,X,X,O
OZTSLIJ,X,X,X,X,X,O
OZTSLJI,X,X,X,X,X,O
OZTSJIL,X,X,X,X,X,O
OZTSJLI,X,X,X,X,X,O
OZITLJS,X,O,X,X,X,X
OZITLSJ,X,O,X,X,X,X
OZITJLS,X,O,X,X,X,O
OZITJSL,X,O,X,X,X,O
OZITSLJ,X,X,X,X,X,O
OZITSJL,X,X,X,X,X,O
OZILTJS,X,O,X,O,X,X
OZILTSJ,X,O,X,O,X,X
OZILJTS,X,O,X,O,O,O
OZILJST,X,O,X,O,O,O
OZILSTJ,X,O,X,O,O,O
OZILSJT,X,O,X,O,O,O
OZIJTLS,X,O,X,O,O,O
OZIJTSL,X,O,O,O,O,O
OZIJLTS,X,O,X,O,O,O
OZIJLST,X,O,X,O,O,O
OZIJSTL,X,O,O,O,O,O
OZIJSLT,X,O,O,O,O,O
OZISTLJ,X,X,X,X,O,O
OZISTJL,X,X,X,X,O,O
OZISLTJ,X,O,O,O,O,O
OZISLJT,X,O,O,O,O,O
OZISJTL,X,O,O,O,O,O
OZISJLT,X,O,O,O,O,O
OZLTIJS,X,O,X,O,X,X
OZLTISJ,X,O,X,O,X,X
OZLTJIS,X,O,X,O,X,X
OZLTJSI,X,O,X,O,X,X
OZLTSIJ,X,O,X,O,X,X
OZLTSJI,X,O,X,O,X,X
OZLITJS,X,O,X,O,X,X
OZLITSJ,X,O,X,O,X,X
OZLIJTS,X,O,X,O,O,O
OZLIJST,X,O,X,O,O,O
OZLISTJ,X,O,X,O,O,O
OZLISJT,X,O,X,O,O,O
OZLJTIS,X,O,X,O,X,X
OZLJTSI,X,O,X,O,X,X
OZLJITS,X,O,X,O,O,O
OZLJIST,X,O,X,O,O,O
OZLJSTI,X,O,X,O,O,O
OZLJSIT,X,O,X,O,O,O
OZLSTIJ,X,O,X,O,O,O
OZLSTJI,X,O,X,O,O,O
OZLSITJ,X,O,X,O,O,O
OZLSIJT,X,O,X,O,O,O
OZLSJTI,X,O,X,O,O,O
OZLSJIT,X,O,X,O,O,O
OZJTILS,X,O,X,X,X,O
OZJTISL,X,O,X,X,X,O
OZJTLIS,X,O,X,X,X,X
OZJTLSI,X,O,X,X,X,X
OZJTSIL,X,X,X,X,X,O
OZJTSLI,X,X,X,X,X,O
OZJITLS,X,O,X,O,O,O
OZJITSL,X,O,O,O,O,O
OZJILTS,X,O,X,O,O,O
OZJILST,X,O,X,O,O,O
OZJISTL,X,O,O,O,O,O
OZJISLT,X,O,O,O,O,O
OZJLTIS,X,O,X,O,X,X
OZJLTSI,X,O,X,O,X,X
OZJLITS,X,O,X,O,O,O
OZJLIST,X,O,X,O,O,O
OZJLSTI,X,O,X,O,O,O
OZJLSIT,X,O,X,O,O,O
OZJSTIL,X,X,X,X,O,O
OZJSTLI,X,X,X,X,O,O
OZJSITL,X,O,O,O,O,O
OZJSILT,X,O,O,O,O,O
OZJSLTI,X,O,O,O,O,O
OZJSLIT,X,O,O,O,O,O
OZSTILJ,X,X,X,X,O,O
OZSTIJL,X,X,X,X,O,O
OZSTLIJ,X,X,X,X,O,O
OZSTLJI,X,X,X,X,O,O
OZSTJIL,X,X,X,X,O,O
OZSTJLI,X,X,X,X,O,O
OZSITLJ,X,X,X,X,O,O
OZSITJL,X,X,X,X,O,O
OZSILTJ,X,O,O,O,O,O
OZSILJT,X,O,O,O,O,O
OZSIJTL,X,O,O,O,O,O
OZSIJLT,X,O,O,O,O,O
OZSLTIJ,X,O,O,O,O,O
OZSLTJI,X,O,O,O,O,O
OZSLITJ,X,O,O,O,O,O
OZSLIJT,X,O,O,O,O,O
OZSLJTI,X,O,O,O,O,O
OZSLJIT,X,O,O,O,O,O
OZSJTIL,X,X,X,X,O,O
OZSJTLI,X,X,X,X,O,O
OZSJITL,X,O,O,O,O,O
OZSJILT,X,O,O,O,O,O
OZSJLTI,X,O,O,O,O,O
OZSJLIT,X,O,O,O,O,O
