sequence,v115@HhD8FeC8GeD8AeB8BeA8JexGJvhCToBFrB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBxnBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCqsBToBFrB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCRnBctBGsB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCCoBFrBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCoBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBusBctB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCCnBxsBXtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBWtBXtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCzmBCtBFtB,v115@HhD8FeC8GeD8AeB8BeA8JemGJvhCFrBFtBCtB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBctBlsB,v115@HhD8FeC8GeD8AeB8BeA8JedLJvhCWsBToB0sB,v115@HhD8FeC8GeD8AeB8BeA8JeGIJvhCRrBzsBirB
TZIOJSTL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZIOJSLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZIOSTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIOSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTIJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTIJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTISJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTISOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTIOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTJOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTSOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOISJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOJIS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOJSI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLTOSJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITJSO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITJOS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITOJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLITOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJTSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJSTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLIJOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLISTJO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISJTO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISJOT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLISOJT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIOTJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLIOSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJTISO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJTIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJTSIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJTSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJTOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJTOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZLJITSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJISTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJISOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJIOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJOTIS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLJOTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLJOITS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLJOIST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLJOSTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLJOSIT,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLSTIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSTIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSTJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSITJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSITOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSIOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOJTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLSOJIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOTIJS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOTISJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOTJIS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOTJSI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOTSIJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOTSJI,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLOITJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOIJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOIJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOISTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOISJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOJTIS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJITS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJIST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJSTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOJSIT,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZLOSTIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSTJI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSITJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSIJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSJTI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLOSJIT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJTILSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTILOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTISLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTISOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTIOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTIOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJTLISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTLIOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTLOIS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
TZJTSILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTSIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJTOILS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJTOISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJTOLIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJTOLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJTOSIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJTOSLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X
TZJITLSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJITLOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJITSLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJITSOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJITOLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJITOSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
TZJILTSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILTOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILSTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILSOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJILOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISTLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISTOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISLTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISLOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJISOLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJIOTLS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOTSL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOLTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOLST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOSTL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJIOSLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZJLTISO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLTIOS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLTSIO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLTSOI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLTOIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLTOSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TZJLITSO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLITOS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLISTO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLISOT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLIOTS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLIOST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSITO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZJLOTIS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLOTSI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLOITS,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLOIST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLOSTI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJLOSIT,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSTILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSTIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSTLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJSITLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSITOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSILTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSILOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSIOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSIOLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLTIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLITO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLIOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOTI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSLOIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSOTIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOTLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOITL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOILT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOLTI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJSOLIT,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TZJOTILS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOTISL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOTLIS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOTLSI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOTSIL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOTSLI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X
TZJOITLS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOITSL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOILTS,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOILST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOISTL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOISLT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLTIS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLTSI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLITS,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLIST,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLSTI,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOLSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TZJOSTIL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZJOSTLI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZJOSITL,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZJOSILT,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZJOSLTI,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZJOSLIT,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X
TZSTILJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTILOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTIJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTIJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTIOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTIOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTLOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJILO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJIOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTJOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOILJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOIJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOLIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOLJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOJIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSTOJLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITLJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITLOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSITOJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILTJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILTOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSILOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJTLO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJTOL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJLTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJLOT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJOTL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIJOLT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOTJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSIOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTIJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTIOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLITJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLITOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIJTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIJOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLIOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJTIO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJTOI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZSLJITO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
