sequence,v115@9gD8DeF8CeG8BeH8CeC8JeqLJvhFdiBsdBpUBzVBOV?B3TB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBlmB2wB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBFiBqrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB0rBirB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBTrBmrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBNrBzrB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhB3mB2wB,v115@9gD8DeF8CeG8BeH8CeC8JexBJvhBimB1wB,v115@9gD8DeF8CeG8BeH8CeC8JeNLJvhB6rBOsB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBurBFsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhB0rBOrB,v115@9gD8DeF8CeG8BeH8CeC8JeZGJvhBtmBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeOGJvhBXiB1wB,v115@9gD8DeF8CeG8BeH8CeC8JelGJvhBOrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je0BJvhBNrBXsB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBcrBXsB,v115@9gD8DeF8CeG8BeH8CeC8JeXCJvhBNrB0rB,v115@9gD8DeF8CeG8BeH8CeC8Je2GJvhBTrBFsB,v115@9gD8DeF8CeG8BeH8CeC8Je/GJvhBFiB2wB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB0rBXn?BOrB,v115@9gD8DeF8CeG8BeH8CeC8Jeq4IvhF9ZBZQBzVB2mBMr?BXsB
TJILOZS,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,O
TJISLZO,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJISLOZ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJISZLO,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJISZOL,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJISOLZ,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJISOZL,O,O,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,O
TJIZLSO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIZLOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIZSLO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIZSOL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIZOLS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIZOSL,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIOLSZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJIOLZS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIOSLZ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJIOSZL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJIOZLS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJIOZSL,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
TJLISZO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLISOZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLIZSO,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLIZOS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLIOSZ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLIOZS,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLSIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLSIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLSZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLSZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLSOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLSOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TJLZISO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLZIOS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLZSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLZSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLZOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLZOSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLOISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLOIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLOSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLOSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJLOZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJLOZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJSILZO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSILOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSIZLO,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSIZOL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSIOLZ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSIOZL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSLIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSLIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSLZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSLZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSLOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSLOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,O,X,O
TJSZILO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSZIOL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSZLIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSZLOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSZOIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSZOLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,O,X,O
TJSOILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSOIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSOLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSOLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSOZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJSOZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,O
TJZILSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZISLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZISOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZIOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZIOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZLISO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLIOS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSIO,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLSOI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLOIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZLOSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJZSILO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZSIOL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZSLIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZSLOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZSOIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZSOLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,O,O
TJZOILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZOISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZOLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZOLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZOSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJZOSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOILSZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOILZS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOISLZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOISZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOIZLS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOIZSL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOLISZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJOLIZS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJOLSIZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJOLSZI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
TJOLZIS,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJOLZSI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
TJOSILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOSIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOSLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOSLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOSZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOSZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TJOZILS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOZISL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOZLIS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOZLSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOZSIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TJOZSLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TSILJZO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
TSILJOZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
TSILZJO,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TSILZOJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TSILOJZ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
TSILOZJ,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TSIJLZO,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIJLOZ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIJZLO,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIJZOL,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIJOLZ,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIJOZL,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
TSIZLJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIZLOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIZJLO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIZJOL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIZOLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIZOJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIOLJZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOLZJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSIOJLZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOJZL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOZLJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSIOZJL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TSLIJZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIJOZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIZJO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIZOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLIOJZ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLIOZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLJIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLJIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLJZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLJZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLJOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLJOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
TSLZIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLZOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSLOIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLOJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLOZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJILZO,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJILOZ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJIZLO,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJIZOL,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJIOLZ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJIOZL,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJLIZO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJLIOZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJLZIO,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJLZOI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJLOIZ,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJLOZI,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
TSJZILO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJZIOL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJZLIO,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJZLOI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJZOIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJZOLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TSJOILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJOIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJOLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJOLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJOZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSJOZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
TSZILJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZILOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZIJLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZIJOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZIOLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZIOJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLIJO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLIOJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLJIO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLJOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLOIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZLOJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZJILO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZJIOL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZJLIO,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZJLOI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZJOIL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZJOLI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X
TSZOILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZOIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZOLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZOLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZOJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSZOJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X
TSOILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOILZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOIJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOIJZL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOIZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOLIJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOLIZJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOLJIZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOLJZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOLZIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOLZJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSOJILZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOJIZL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOJLIZ,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOJLZI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOJZIL,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOJZLI,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
TSOZILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOZIJL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOZLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOZLJI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOZJIL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TSOZJLI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
TZILJSO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZILJOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZILSJO,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZILSOJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZILOJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZILOSJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZIJLSO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIJLOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIJSLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIJSOL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIJOLS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIJOSL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZISLJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZISLOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZISJLO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZISJOL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZISOLJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZISOJL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZIOLJS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIOLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZIOJLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIOJSL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
TZIOSLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZIOSJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZLIJSO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLIJOS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
TZLISJO,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TZLISOJ,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
