sequence,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUByQB+GB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8Je3BJvhEMWBzYB?pUB2QBqGB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?iWBMPBvSB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhFJRBtWB?3XBSeBMUB+LB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?aZBGYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhF3WBMLB?eZBSYBpUBFRB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhEvWBJGB?0XB+ZBqNB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SBKLB,v115@pgB8HeB8HeD8CeG8CeI8AeI8AeC8JeTBJvhERcB+ZB?MWB3SByQB
LTZJSIO,O,X,X,O,O,X,X,X,X
LTZJSOI,O,X,X,O,X,X,X,X,X
LTZJOIS,O,X,X,O,X,X,X,O,O
LTZJOSI,O,X,X,O,X,X,X,X,X
LTZSIJO,O,X,X,O,O,X,X,X,X
LTZSIOJ,O,X,X,O,O,X,X,X,X
LTZSJIO,O,X,X,O,O,X,X,X,X
LTZSJOI,O,X,X,O,X,X,X,X,X
LTZSOIJ,O,X,X,O,O,X,X,X,X
LTZSOJI,O,X,X,O,O,X,X,X,X
LTZOIJS,O,X,X,O,O,X,X,O,O
LTZOISJ,O,X,X,O,O,X,X,O,O
LTZOJIS,O,X,X,O,O,X,X,O,O
LTZOJSI,O,X,X,O,O,X,X,X,X
LTZOSIJ,O,X,X,O,O,X,X,X,X
LTZOSJI,O,X,X,O,O,X,X,X,X
LTOIJSZ,O,X,O,O,O,X,X,O,X
LTOIJZS,O,X,O,O,O,X,X,O,X
LTOISJZ,O,X,O,O,O,X,X,O,X
LTOISZJ,O,X,X,O,O,X,X,O,X
LTOIZJS,O,X,X,O,O,X,X,O,X
LTOIZSJ,O,X,X,O,O,X,X,O,X
LTOJISZ,O,X,O,O,O,X,X,O,X
LTOJIZS,O,X,O,O,O,X,X,O,X
LTOJSIZ,O,X,O,O,O,X,X,X,X
LTOJSZI,O,X,O,O,O,X,X,X,X
LTOJZIS,O,X,O,O,O,X,X,O,O
LTOJZSI,O,X,O,O,O,X,X,X,X
LTOSIJZ,O,X,O,O,O,X,X,X,X
LTOSIZJ,O,X,X,O,O,X,X,X,X
LTOSJIZ,O,X,O,O,O,X,X,X,X
LTOSJZI,O,X,O,O,O,X,X,X,X
LTOSZIJ,O,X,X,O,O,X,X,X,X
LTOSZJI,O,X,X,O,O,X,X,X,X
LTOZIJS,O,X,X,O,O,X,X,O,O
LTOZISJ,O,X,X,O,O,X,X,O,O
LTOZJIS,O,X,X,O,O,X,X,O,O
LTOZJSI,O,X,X,O,O,X,X,X,X
LTOZSIJ,O,X,X,O,O,X,X,X,X
LTOZSJI,O,X,X,O,O,X,X,X,X
LITJSZO,O,X,X,O,O,X,X,X,X
LITJSOZ,O,X,X,O,X,X,X,X,X
LITJZSO,O,X,X,O,O,X,X,X,X
LITJZOS,O,X,X,O,X,X,X,X,X
LITJOSZ,O,X,X,O,X,X,X,X,X
LITJOZS,O,X,X,O,X,X,X,X,X
LITSJZO,O,X,X,O,O,X,X,X,X
LITSJOZ,O,X,X,O,X,X,X,X,X
LITSZJO,O,X,X,O,O,X,X,X,X
LITSZOJ,O,X,X,O,O,X,X,X,X
LITSOJZ,O,X,X,O,O,X,X,X,X
LITSOZJ,O,X,X,O,O,X,X,X,X
LITZJSO,O,X,X,O,O,X,X,X,X
LITZJOS,O,X,X,O,X,X,X,X,X
LITZSJO,O,X,X,O,O,X,X,X,X
LITZSOJ,O,X,X,O,O,X,X,X,X
LITZOJS,O,X,X,O,O,X,X,X,X
LITZOSJ,O,X,X,O,O,X,X,X,X
LITOJSZ,O,X,X,O,O,X,X,X,X
LITOJZS,O,X,X,O,O,X,X,X,X
LITOSJZ,O,X,X,O,O,X,X,X,X
LITOSZJ,O,X,X,O,O,X,X,X,X
LITOZJS,O,X,X,O,O,X,X,X,X
LITOZSJ,O,X,X,O,O,X,X,X,X
LIJTSZO,O,O,X,O,O,O,X,X,X
LIJTSOZ,O,O,X,O,X,X,X,X,X
LIJTZSO,O,O,X,O,O,O,X,X,X
LIJTZOS,O,O,X,O,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,X,X,X,X
LIJTOZS,O,O,X,O,X,X,X,X,X
LIJSTZO,O,O,X,O,O,O,X,X,X
LIJSTOZ,O,O,X,O,X,X,X,X,X
LIJSZTO,O,O,X,O,O,O,X,X,X
LIJSZOT,O,O,X,O,O,O,X,X,X
LIJSOTZ,O,O,X,O,O,O,X,X,X
LIJSOZT,O,O,X,O,O,O,O,X,X
LIJZTSO,O,O,X,O,O,O,X,X,X
LIJZTOS,O,O,X,O,X,X,X,X,X
LIJZSTO,O,O,X,O,O,O,X,X,X
LIJZSOT,O,O,X,O,O,O,X,X,X
LIJZOTS,O,O,O,O,O,O,X,O,O
LIJZOST,O,O,O,O,O,O,X,O,O
LIJOTSZ,O,O,O,O,O,O,X,O,X
LIJOTZS,O,O,O,O,O,O,X,O,X
LIJOSTZ,O,O,O,O,O,O,X,O,X
LIJOSZT,O,O,O,O,O,O,O,O,X
LIJOZTS,O,O,O,O,O,O,O,O,O
LIJOZST,O,O,O,O,O,O,O,O,O
LISTJZO,O,X,X,O,O,X,X,X,X
LISTJOZ,O,X,X,O,X,X,X,X,X
LISTZJO,O,X,X,O,O,X,X,X,X
LISTZOJ,O,X,X,O,O,X,X,X,X
LISTOJZ,O,X,X,O,O,X,X,X,X
LISTOZJ,O,X,X,O,O,X,X,X,X
LISJTZO,O,O,X,O,O,O,X,X,X
LISJTOZ,O,O,X,O,X,X,X,X,X
LISJZTO,O,O,X,O,O,O,X,X,X
LISJZOT,O,O,X,O,O,O,X,X,X
LISJOTZ,O,O,X,O,O,O,X,X,X
LISJOZT,O,O,X,O,O,O,O,X,X
LISZTJO,O,X,X,O,O,X,X,X,X
LISZTOJ,O,X,X,O,O,X,X,X,X
LISZJTO,O,O,X,O,O,O,X,X,X
LISZJOT,O,O,X,O,O,O,X,X,X
LISZOTJ,O,X,X,O,O,X,X,X,X
LISZOJT,O,O,X,O,O,O,X,X,X
LISOTJZ,O,X,X,O,O,X,X,X,X
LISOTZJ,O,X,X,O,O,X,X,X,X
LISOJTZ,O,O,X,O,O,O,X,X,X
LISOJZT,O,O,X,O,O,O,O,X,X
LISOZTJ,O,X,X,O,O,X,O,X,X
LISOZJT,O,O,X,O,O,O,O,X,X
LIZTJSO,O,X,X,O,O,X,X,X,X
LIZTJOS,O,X,X,O,X,X,X,X,X
LIZTSJO,O,X,X,O,O,X,X,X,X
LIZTSOJ,O,X,X,O,O,X,X,X,X
LIZTOJS,O,X,X,O,O,X,X,X,X
LIZTOSJ,O,X,X,O,O,X,X,X,X
LIZJTSO,O,O,X,O,O,O,X,X,X
LIZJTOS,O,O,X,O,X,X,X,X,X
LIZJSTO,O,O,X,O,O,O,X,X,X
LIZJSOT,O,O,X,O,O,O,X,X,X
LIZJOTS,O,O,X,O,O,O,X,O,O
LIZJOST,O,O,X,O,O,O,X,O,O
LIZSTJO,O,X,X,O,O,X,X,X,X
LIZSTOJ,O,X,X,O,O,X,X,X,X
LIZSJTO,O,O,X,O,O,O,X,X,X
LIZSJOT,O,O,X,O,O,O,X,X,X
LIZSOTJ,O,X,X,O,O,X,X,X,X
LIZSOJT,O,O,X,O,O,O,X,X,X
LIZOTJS,O,X,X,O,O,X,X,O,O
LIZOTSJ,O,X,X,O,O,X,X,O,O
LIZOJTS,O,O,X,O,O,O,X,O,O
LIZOJST,O,O,X,O,O,O,X,O,O
LIZOSTJ,O,X,X,O,O,X,X,O,O
LIZOSJT,O,O,X,O,O,O,X,O,O
LIOTJSZ,O,X,O,O,O,X,X,O,X
LIOTJZS,O,X,O,O,O,X,X,O,X
LIOTSJZ,O,X,O,O,O,X,X,O,X
LIOTSZJ,O,X,X,O,O,X,X,O,X
LIOTZJS,O,X,X,O,O,X,X,O,X
LIOTZSJ,O,X,X,O,O,X,X,O,X
LIOJTSZ,O,O,O,O,O,O,X,O,X
LIOJTZS,O,O,O,O,O,O,X,O,X
LIOJSTZ,O,O,O,O,O,O,X,O,X
LIOJSZT,O,O,O,O,O,O,O,O,X
LIOJZTS,O,O,O,O,O,O,O,O,O
LIOJZST,O,O,O,O,O,O,O,O,O
LIOSTJZ,O,X,O,O,O,X,X,O,X
LIOSTZJ,O,X,X,O,O,X,X,O,X
LIOSJTZ,O,O,O,O,O,O,X,O,X
LIOSJZT,O,O,O,O,O,O,O,O,X
LIOSZTJ,O,X,X,O,O,X,O,O,X
LIOSZJT,O,O,O,O,O,O,O,O,X
LIOZTJS,O,X,X,O,O,X,O,O,O
LIOZTSJ,O,X,X,O,O,X,O,O,O
LIOZJTS,O,O,O,O,O,O,O,O,O
LIOZJST,O,O,O,O,O,O,O,O,O
LIOZSTJ,O,X,X,O,O,X,O,O,O
LIOZSJT,O,O,O,O,O,O,O,O,O
LJTISZO,O,O,X,O,O,O,X,X,X
LJTISOZ,O,O,X,O,X,X,X,X,X
LJTIZSO,O,O,X,O,O,O,X,X,X
LJTIZOS,O,O,X,O,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X,X
LJTIOZS,O,O,X,O,X,X,X,X,X
LJTSIZO,O,O,X,O,O,O,X,X,X
LJTSIOZ,O,O,X,O,X,X,X,X,X
LJTSZIO,O,O,X,O,O,O,X,X,X
LJTSZOI,O,O,X,O,X,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X
LJTZISO,O,O,X,O,O,O,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X,X
LJTZSIO,O,O,X,O,O,O,X,X,X
LJTZSOI,O,O,X,O,X,X,X,X,X
LJTZOIS,O,O,O,O,X,X,X,O,O
LJTZOSI,O,O,O,O,X,X,X,X,X
LJTOISZ,O,O,O,O,X,X,X,O,X
LJTOIZS,O,O,O,O,X,X,X,O,X
LJTOSIZ,O,O,O,O,X,X,X,X,X
LJTOSZI,O,O,O,O,X,X,X,X,X
LJTOZIS,O,O,O,O,X,X,X,O,O
LJTOZSI,O,O,O,O,X,X,X,X,X
LJITSZO,O,O,X,O,O,O,X,X,X
LJITSOZ,O,O,X,O,X,X,X,X,X
LJITZSO,O,O,X,O,O,O,X,X,X
LJITZOS,O,O,X,O,X,X,X,X,X
LJITOSZ,O,O,X,O,X,X,X,X,X
LJITOZS,O,O,X,O,X,X,X,X,X
LJISTZO,O,O,X,O,O,O,X,X,X
LJISTOZ,O,O,X,O,X,X,X,X,X
LJISZTO,O,O,X,O,O,O,X,X,X
LJISZOT,O,O,X,O,O,O,X,X,X
LJISOTZ,O,O,X,O,O,O,X,X,X
LJISOZT,O,O,X,O,O,O,O,X,X
LJIZTSO,O,O,X,O,O,O,X,X,X
LJIZTOS,O,O,X,O,X,X,X,X,X
LJIZSTO,O,O,X,O,O,O,X,X,X
LJIZSOT,O,O,X,O,O,O,X,X,X
LJIZOTS,O,O,O,O,O,O,X,O,O
LJIZOST,O,O,O,O,O,O,X,O,O
LJIOTSZ,O,O,O,O,O,O,X,O,X
LJIOTZS,O,O,O,O,O,O,X,O,X
LJIOSTZ,O,O,O,O,O,O,X,O,X
LJIOSZT,O,O,O,O,O,O,O,O,X
LJIOZTS,O,O,O,O,O,O,O,O,O
LJIOZST,O,O,O,O,O,O,O,O,O
LJSTIZO,O,O,X,O,O,O,X,X,X
LJSTIOZ,O,O,X,O,X,X,X,X,X
LJSTZIO,O,O,X,O,O,O,X,X,X
LJSTZOI,O,O,X,O,X,X,X,X,X
LJSTOIZ,O,O,X,O,X,X,X,X,X
LJSTOZI,O,O,X,O,X,X,X,X,X
LJSITZO,O,O,X,O,O,O,X,X,X
LJSITOZ,O,O,X,O,X,X,X,X,X
LJSIZTO,O,O,X,O,O,O,X,X,X
LJSIZOT,O,O,X,O,O,O,X,X,X
LJSIOTZ,O,O,X,O,O,O,X,X,X
LJSIOZT,O,O,X,O,O,O,O,X,X
LJSZTIO,O,O,X,O,O,O,X,X,X
LJSZTOI,O,O,X,O,X,X,X,X,X
LJSZITO,O,O,X,O,O,O,X,X,X
LJSZIOT,O,O,X,O,O,O,X,X,X
LJSZOTI,O,O,O,O,O,O,X,X,X
LJSZOIT,O,O,O,O,O,O,X,O,O
LJSOTIZ,O,O,O,O,O,O,X,X,X
LJSOTZI,O,O,O,O,O,O,X,X,X
LJSOITZ,O,O,O,O,O,O,X,O,X
LJSOIZT,O,O,O,O,O,O,O,O,X
LJSOZTI,O,O,O,O,O,O,O,X,X
LJSOZIT,O,O,O,O,O,O,O,O,O
LJZTISO,O,O,X,O,O,O,X,X,X
LJZTIOS,O,O,X,O,X,X,X,X,X
LJZTSIO,O,O,X,O,O,O,X,X,X
LJZTSOI,O,O,X,O,X,X,X,X,X
LJZTOIS,O,O,O,O,X,X,X,O,O
LJZTOSI,O,O,O,O,X,X,X,X,X
LJZITSO,O,O,X,O,O,O,X,X,X
LJZITOS,O,O,X,O,X,X,X,X,X
LJZISTO,O,O,X,O,O,O,X,X,X
LJZISOT,O,O,X,O,O,O,X,X,X
LJZIOTS,O,O,O,O,O,O,X,O,O
LJZIOST,O,O,O,O,O,O,X,O,O
LJZSTIO,O,O,X,O,O,O,X,X,X
LJZSTOI,O,O,X,O,X,X,X,X,X
LJZSITO,O,O,X,O,O,O,X,X,X
LJZSIOT,O,O,X,O,O,O,X,X,X
LJZSOTI,O,O,O,O,O,O,X,X,X
LJZSOIT,O,O,O,O,O,O,X,O,O
LJZOTIS,O,O,O,O,O,O,X,O,O
LJZOTSI,O,O,O,O,O,O,X,X,X
LJZOITS,O,O,O,O,O,O,X,O,O
LJZOIST,O,O,O,O,O,O,X,O,O
LJZOSTI,O,O,O,O,O,O,X,X,X
LJZOSIT,O,O,O,O,O,O,X,O,O
LJOTISZ,O,O,O,O,O,O,X,O,X
LJOTIZS,O,O,O,O,O,O,X,O,X
LJOTSIZ,O,O,O,O,O,O,X,X,X
LJOTSZI,O,O,O,O,O,O,X,X,X
LJOTZIS,O,O,O,O,O,O,X,O,O
LJOTZSI,O,O,O,O,O,O,X,X,X
LJOITSZ,O,O,O,O,O,O,X,O,X
LJOITZS,O,O,O,O,O,O,X,O,X
LJOISTZ,O,O,O,O,O,O,X,O,X
LJOISZT,O,O,O,O,O,O,O,O,O
LJOIZTS,O,O,O,O,O,O,O,O,O
LJOIZST,O,O,O,O,O,O,O,O,O
LJOSTIZ,O,O,O,O,O,O,X,X,X
LJOSTZI,O,O,O,O,O,O,X,X,X
LJOSITZ,O,O,O,O,O,O,X,O,X
LJOSIZT,O,O,O,O,O,O,O,O,X
LJOSZTI,O,O,O,O,O,O,O,X,X
LJOSZIT,O,O,O,O,O,O,O,O,O
LJOZTIS,O,O,O,O,O,O,O,O,O
LJOZTSI,O,O,O,O,O,O,O,X,X
LJOZITS,O,O,O,O,O,O,O,O,O
LJOZIST,O,O,O,O,O,O,O,O,O
LJOZSTI,O,O,O,O,O,O,O,X,X
LJOZSIT,O,O,O,O,O,O,O,O,O
LSTIJZO,O,X,X,O,O,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X,X
LSTIZJO,O,X,X,O,O,X,X,X,X
LSTIZOJ,O,X,X,O,O,X,X,X,X
LSTIOJZ,O,X,X,O,O,X,X,X,X
LSTIOZJ,O,X,X,O,O,X,X,X,X
LSTJIZO,O,X,X,O,O,X,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,X,X
LSTJZIO,O,X,X,O,O,X,X,X,X
LSTJZOI,O,X,X,O,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,X,X
LSTJOZI,O,X,X,O,X,X,X,X,X
LSTZIJO,O,X,X,O,O,X,X,X,X
LSTZIOJ,O,X,X,O,O,X,X,X,X
LSTZJIO,O,X,X,O,O,X,X,X,X
LSTZJOI,O,X,X,O,X,X,X,X,X
LSTZOIJ,O,X,X,O,O,X,X,X,X
LSTZOJI,O,X,X,O,O,X,X,X,X
LSTOIJZ,O,X,X,O,O,X,X,X,X
LSTOIZJ,O,X,X,O,O,X,X,X,X
LSTOJIZ,O,X,X,O,O,X,X,X,X
LSTOJZI,O,X,X,O,O,X,X,X,X
LSTOZIJ,O,X,X,O,O,X,X,X,X
LSTOZJI,O,X,X,O,O,X,X,X,X
LSITJZO,O,X,X,O,O,X,X,X,X
LSITJOZ,O,X,X,O,X,X,X,X,X
LSITZJO,O,X,X,O,O,X,X,X,X
LSITZOJ,O,X,X,O,O,X,X,X,X
LSITOJZ,O,X,X,O,O,X,X,X,X
LSITOZJ,O,X,X,O,O,X,X,X,X
LSIJTZO,O,O,X,O,O,O,X,X,X
LSIJTOZ,O,O,X,O,X,X,X,X,X
LSIJZTO,O,O,X,O,O,O,X,X,X
LSIJZOT,O,O,X,O,O,O,X,X,X
LSIJOTZ,O,O,X,O,O,O,X,X,X
LSIJOZT,O,O,X,O,O,O,O,X,X
LSIZTJO,O,X,X,O,O,X,X,X,X
LSIZTOJ,O,X,X,O,O,X,X,X,X
LSIZJTO,O,O,X,O,O,O,X,X,X
LSIZJOT,O,O,X,O,O,O,X,X,X
LSIZOTJ,O,X,X,O,O,X,X,X,X
LSIZOJT,O,O,X,O,O,O,X,X,X
LSIOTJZ,O,X,X,O,O,X,X,X,X
LSIOTZJ,O,X,X,O,O,X,X,X,X
LSIOJTZ,O,O,X,O,O,O,X,X,X
LSIOJZT,O,O,X,O,O,O,O,X,X
LSIOZTJ,O,X,X,O,O,X,O,X,X
LSIOZJT,O,O,X,O,O,O,O,X,X
LSJTIZO,O,O,X,O,O,O,X,X,X
LSJTIOZ,O,O,X,O,X,X,X,X,X
LSJTZIO,O,O,X,O,O,O,X,X,X
LSJTZOI,O,O,X,O,X,X,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X
LSJITZO,O,O,X,O,O,O,X,X,X
LSJITOZ,O,O,X,O,X,X,X,X,X
LSJIZTO,O,O,X,O,O,O,X,X,X
LSJIZOT,O,O,X,O,O,O,X,X,X
LSJIOTZ,O,O,X,O,O,O,X,X,X
LSJIOZT,O,O,X,O,O,O,O,X,X
LSJZTIO,O,O,X,O,O,O,X,X,X
LSJZTOI,O,O,X,O,X,X,X,X,X
LSJZITO,O,O,X,O,O,O,X,X,X
LSJZIOT,O,O,X,O,O,O,X,X,X
LSJZOTI,O,O,O,O,O,O,X,X,X
LSJZOIT,O,O,O,O,O,O,X,O,O
LSJOTIZ,O,O,O,O,O,O,X,X,X
LSJOTZI,O,O,O,O,O,O,X,X,X
LSJOITZ,O,O,O,O,O,O,X,O,X
LSJOIZT,O,O,O,O,O,O,O,O,X
LSJOZTI,O,O,O,O,O,O,O,X,X
LSJOZIT,O,O,O,O,O,O,O,O,O
LSZTIJO,O,X,X,O,O,X,X,X,X
LSZTIOJ,O,X,X,O,O,X,X,X,X
LSZTJIO,O,X,X,O,O,X,X,X,X
LSZTJOI,O,X,X,O,X,X,X,X,X
LSZTOIJ,O,X,X,O,O,X,X,X,X
LSZTOJI,O,X,X,O,O,X,X,X,X
LSZITJO,O,X,X,O,O,X,X,X,X
LSZITOJ,O,X,X,O,O,X,X,X,X
LSZIJTO,O,O,X,O,O,O,X,X,X
LSZIJOT,O,O,X,O,O,O,X,X,X
LSZIOTJ,O,X,X,O,O,X,X,X,X
LSZIOJT,O,O,X,O,O,O,X,X,X
LSZJTIO,O,O,X,O,O,O,X,X,X
LSZJTOI,O,O,X,O,X,X,X,X,X
LSZJITO,O,O,X,O,O,O,X,X,X
LSZJIOT,O,O,X,O,O,O,X,X,X
LSZJOTI,O,O,X,O,O,O,X,X,X
LSZJOIT,O,O,X,O,O,O,X,O,O
LSZOTIJ,O,X,X,O,O,X,X,X,X
LSZOTJI,O,X,X,O,O,X,X,X,X
LSZOITJ,O,X,X,O,O,X,X,O,O
LSZOIJT,O,O,X,O,O,O,X,O,O
LSZOJTI,O,O,X,O,O,O,X,X,X
LSZOJIT,O,O,X,O,O,O,X,O,O
LSOTIJZ,O,X,O,O,O,X,X,X,X
LSOTIZJ,O,X,X,O,O,X,X,X,X
LSOTJIZ,O,X,O,O,O,X,X,X,X
LSOTJZI,O,X,O,O,O,X,X,X,X
LSOTZIJ,O,X,X,O,O,X,X,X,X
LSOTZJI,O,X,X,O,O,X,X,X,X
LSOITJZ,O,X,O,O,O,X,X,O,X
LSOITZJ,O,X,X,O,O,X,X,O,X
LSOIJTZ,O,O,O,O,O,O,X,O,X
LSOIJZT,O,O,O,O,O,O,O,O,X
LSOIZTJ,O,X,X,O,O,X,O,O,X
LSOIZJT,O,O,O,O,O,O,O,O,X
LSOJTIZ,O,O,O,O,O,O,X,X,X
LSOJTZI,O,O,O,O,O,O,X,X,X
LSOJITZ,O,O,O,O,O,O,X,O,X
LSOJIZT,O,O,O,O,O,O,O,O,X
LSOJZTI,O,O,O,O,O,O,O,X,X
LSOJZIT,O,O,O,O,O,O,O,O,O
LSOZTIJ,O,X,X,O,O,X,O,X,X
LSOZTJI,O,X,X,O,O,X,O,X,X
LSOZITJ,O,X,X,O,O,X,O,O,O
LSOZIJT,O,O,O,O,O,O,O,O,O
LSOZJTI,O,O,O,O,O,O,O,X,X
LSOZJIT,O,O,O,O,O,O,O,O,O
LZTIJSO,O,X,X,O,O,X,X,X,X
LZTIJOS,O,X,X,O,X,X,X,X,X
LZTISJO,O,X,X,O,O,X,X,X,X
LZTISOJ,O,X,X,O,O,X,X,X,X
LZTIOJS,O,X,X,O,O,X,X,X,X
LZTIOSJ,O,X,X,O,O,X,X,X,X
LZTJISO,O,X,X,O,O,X,X,X,X
LZTJIOS,O,X,X,O,X,X,X,X,X
LZTJSIO,O,X,X,O,O,X,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X,X
LZTJOIS,O,X,X,O,X,X,X,O,O
LZTJOSI,O,X,X,O,X,X,X,X,X
LZTSIJO,O,X,X,O,O,X,X,X,X
LZTSIOJ,O,X,X,O,O,X,X,X,X
LZTSJIO,O,X,X,O,O,X,X,X,X
LZTSJOI,O,X,X,O,X,X,X,X,X
LZTSOIJ,O,X,X,O,O,X,X,X,X
LZTSOJI,O,X,X,O,O,X,X,X,X
LZTOIJS,O,X,X,O,O,X,X,O,O
LZTOISJ,O,X,X,O,O,X,X,O,O
LZTOJIS,O,X,X,O,O,X,X,O,O
LZTOJSI,O,X,X,O,O,X,X,X,X
LZTOSIJ,O,X,X,O,O,X,X,X,X
LZTOSJI,O,X,X,O,O,X,X,X,X
LZITJSO,O,X,X,O,O,X,X,X,X
LZITJOS,O,X,X,O,X,X,X,X,X
LZITSJO,O,X,X,O,O,X,X,X,X
LZITSOJ,O,X,X,O,O,X,X,X,X
LZITOJS,O,X,X,O,O,X,X,X,X
LZITOSJ,O,X,X,O,O,X,X,X,X
LZIJTSO,O,O,X,O,O,O,X,X,X
LZIJTOS,O,O,X,O,X,X,X,X,X
LZIJSTO,O,O,X,O,O,O,X,X,X
LZIJSOT,O,O,X,O,O,O,X,X,X
LZIJOTS,O,O,X,O,O,O,X,O,O
LZIJOST,O,O,X,O,O,O,X,O,O
LZISTJO,O,X,X,O,O,X,X,X,X
LZISTOJ,O,X,X,O,O,X,X,X,X
LZISJTO,O,O,X,O,O,O,X,X,X
LZISJOT,O,O,X,O,O,O,X,X,X
LZISOTJ,O,X,X,O,O,X,X,X,X
LZISOJT,O,O,X,O,O,O,X,X,X
LZIOTJS,O,X,X,O,O,X,X,O,O
LZIOTSJ,O,X,X,O,O,X,X,O,O
LZIOJTS,O,O,X,O,O,O,X,O,O
LZIOJST,O,O,X,O,O,O,X,O,O
LZIOSTJ,O,X,X,O,O,X,X,O,O
LZIOSJT,O,O,X,O,O,O,X,O,O
LZJTISO,O,O,X,O,O,O,X,X,X
LZJTIOS,O,O,X,O,X,X,X,X,X
LZJTSIO,O,O,X,O,O,O,X,X,X
LZJTSOI,O,O,X,O,X,X,X,X,X
LZJTOIS,O,O,O,O,X,X,X,O,O
LZJTOSI,O,O,O,O,X,X,X,X,X
LZJITSO,O,O,X,O,O,O,X,X,X
LZJITOS,O,O,X,O,X,X,X,X,X
LZJISTO,O,O,X,O,O,O,X,X,X
LZJISOT,O,O,X,O,O,O,X,X,X
LZJIOTS,O,O,O,O,O,O,X,O,O
LZJIOST,O,O,O,O,O,O,X,O,O
LZJSTIO,O,O,X,O,O,O,X,X,X
LZJSTOI,O,O,X,O,X,X,X,X,X
LZJSITO,O,O,X,O,O,O,X,X,X
LZJSIOT,O,O,X,O,O,O,X,X,X
LZJSOTI,O,O,O,O,O,O,X,X,X
LZJSOIT,O,O,O,O,O,O,X,O,O
LZJOTIS,O,O,O,O,O,O,X,O,O
LZJOTSI,O,O,O,O,O,O,X,X,X
LZJOITS,O,O,O,O,O,O,X,O,O
LZJOIST,O,O,O,O,O,O,X,O,O
LZJOSTI,O,O,O,O,O,O,X,X,X
LZJOSIT,O,O,O,O,O,O,X,O,O
LZSTIJO,O,X,X,O,O,X,X,X,X
LZSTIOJ,O,X,X,O,O,X,X,X,X
LZSTJIO,O,X,X,O,O,X,X,X,X
LZSTJOI,O,X,X,O,X,X,X,X,X
LZSTOIJ,O,X,X,O,O,X,X,X,X
LZSTOJI,O,X,X,O,O,X,X,X,X
LZSITJO,O,X,X,O,O,X,X,X,X
LZSITOJ,O,X,X,O,O,X,X,X,X
LZSIJTO,O,O,X,O,O,O,X,X,X
LZSIJOT,O,O,X,O,O,O,X,X,X
LZSIOTJ,O,X,X,O,O,X,X,X,X
LZSIOJT,O,O,X,O,O,O,X,X,X
LZSJTIO,O,O,X,O,O,O,X,X,X
LZSJTOI,O,O,X,O,X,X,X,X,X
LZSJITO,O,O,X,O,O,O,X,X,X
LZSJIOT,O,O,X,O,O,O,X,X,X
LZSJOTI,O,O,X,O,O,O,X,X,X
LZSJOIT,O,O,X,O,O,O,X,O,O
LZSOTIJ,O,X,X,O,O,X,X,X,X
LZSOTJI,O,X,X,O,O,X,X,X,X
LZSOITJ,O,X,X,O,O,X,X,O,O
LZSOIJT,O,O,X,O,O,O,X,O,O
LZSOJTI,O,O,X,O,O,O,X,X,X
LZSOJIT,O,O,X,O,O,O,X,O,O
LZOTIJS,O,X,X,O,O,X,X,O,O
LZOTISJ,O,X,X,O,O,X,X,O,O
LZOTJIS,O,X,X,O,O,X,X,O,O
LZOTJSI,O,X,X,O,O,X,X,X,X
LZOTSIJ,O,X,X,O,O,X,X,X,X
LZOTSJI,O,X,X,O,O,X,X,X,X
LZOITJS,O,X,X,O,O,X,X,O,O
LZOITSJ,O,X,X,O,O,X,X,O,O
LZOIJTS,O,O,O,O,O,O,X,O,O
LZOIJST,O,O,O,O,O,O,X,O,O
LZOISTJ,O,X,X,O,O,X,X,O,O
LZOISJT,O,O,O,O,O,O,X,O,O
LZOJTIS,O,O,O,O,O,O,X,O,O
LZOJTSI,O,O,O,O,O,O,X,X,X
LZOJITS,O,O,O,O,O,O,X,O,O
LZOJIST,O,O,O,O,O,O,X,O,O
LZOJSTI,O,O,O,O,O,O,X,X,X
LZOJSIT,O,O,O,O,O,O,X,O,O
LZOSTIJ,O,X,X,O,O,X,X,X,X
LZOSTJI,O,X,X,O,O,X,X,X,X
LZOSITJ,O,X,X,O,O,X,X,O,O
LZOSIJT,O,O,O,O,O,O,X,O,O
