sequence,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBUnjWCz/AAAvhFFZBzSBsWBKVBXRBGZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex8XaAFLDmClcJSAVDEHB?EooRBJoAVBKnjWCzOBAAvhFGZBzSBsWBKVBXRBFZB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je33XaAFLDmClcJSAVDEHB?EooRBToAVBKH8LC6OBAAvhF+ZBzTBKVBRWBUYBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jez2XaAFLDmClcJSAVDEHB?EooRBPoAVBK+rtC6OBAAvhF+ZBRYBKVBXRB0XBlYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBKH8LCzOBAAvhF+ZBzTBKVBRWB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8Je18XaAFLDmClcJSAVDEHB?EooRBUoAVBpXstCv/AAAvhFxYBsWBKVBXRBTZBGYB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeU4XaAFLDmClcJSAVDEHB?EooRBaoAVBqSFgCzOBAAvhFWZBKVBRWBTZB3XBlWB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeW+XaAFLDmClcJSAVDEHB?EooRBKoAVBJ3TWC6OBAAvhFRcBTUBXTBKVBURBFSB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVB6vytCM+AAAvhF0WB+ZBzTB3SBKVBRRB,v115@9gC8AeJ8AeJ8AeJ8AeC8JeV9XaAFLDmClcJSAVDEHB?EooRBUoAVBzvKWCa+AAAvhFXXB+ZBzTBKVBURBRSB,v115@9gC8AeJ8AeJ8AeJ8AeC8Jex9XaAFLDmClcJSAVDEHB?EooRBJoAVBTnjWCqOBAAvhF3XBTUBsWBKVBGTBFRB
IZJSTLO,X,X,X,X,X,X,X,O,X,X,O
IZJSTOL,X,X,X,X,X,X,X,O,X,X,O
IZJSLTO,X,O,X,X,X,X,X,O,X,X,O
IZJSLOT,X,O,X,X,X,X,X,O,X,X,O
IZJSOTL,X,X,X,X,X,X,X,O,X,X,O
IZJSOLT,X,O,X,X,X,X,X,O,X,X,O
IZJOTLS,O,O,X,X,X,X,X,O,X,X,X
IZJOTSL,X,X,X,X,X,X,X,O,X,X,X
IZJOLTS,O,O,X,X,O,X,X,O,X,X,X
IZJOLST,O,O,X,X,O,X,X,O,X,X,O
IZJOSTL,X,X,X,X,X,X,X,O,X,X,O
IZJOSLT,X,O,X,X,X,X,X,O,X,X,O
IZSTLJO,O,X,X,X,X,X,X,O,O,X,O
IZSTLOJ,O,X,X,X,X,X,X,O,O,X,O
IZSTJLO,X,X,X,X,X,X,X,O,O,X,O
IZSTJOL,X,X,X,X,X,X,X,O,O,X,O
IZSTOLJ,O,X,X,X,X,X,X,X,X,X,O
IZSTOJL,X,X,X,X,X,X,X,X,X,X,O
IZSLTJO,O,O,X,X,X,X,X,O,O,X,O
IZSLTOJ,O,O,X,X,X,X,X,O,O,X,O
IZSLJTO,O,O,X,X,X,X,X,O,O,X,O
IZSLJOT,O,O,X,X,X,X,X,O,X,X,O
IZSLOTJ,O,O,X,X,X,X,X,O,O,X,O
IZSLOJT,O,O,X,X,X,X,X,O,X,X,O
IZSJTLO,X,X,X,X,X,X,X,O,X,X,O
IZSJTOL,X,X,X,X,X,X,X,O,X,X,O
IZSJLTO,X,O,X,X,X,X,X,O,X,X,O
IZSJLOT,X,O,X,X,X,X,X,O,X,X,O
IZSJOTL,X,X,X,X,X,X,X,O,X,X,O
IZSJOLT,X,O,X,X,X,X,X,O,X,X,O
IZSOTLJ,O,X,X,X,X,X,X,X,X,X,O
IZSOTJL,X,X,X,X,X,X,X,X,X,X,O
IZSOLTJ,O,O,X,X,X,X,X,X,X,X,O
IZSOLJT,O,O,X,X,X,X,X,X,X,X,O
IZSOJTL,X,X,X,X,X,X,X,X,X,X,O
IZSOJLT,X,O,X,X,X,X,X,X,X,X,O
IZOTLJS,O,O,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,O,X,X,X,X,X,X,X,X,X
IZOTJLS,O,O,X,X,X,X,X,X,X,X,X
IZOTJSL,X,X,X,X,X,X,X,X,X,X,X
IZOTSLJ,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,X,X,X,X,X,X,X,X,X
IZOLTJS,O,O,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,O,X,X,X,X,X,X,X,X,X
IZOLJTS,O,O,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,X,X,X,X,X,X,X,O
IZOLSTJ,O,O,X,X,X,X,X,X,X,X,O
IZOLSJT,O,O,X,X,X,X,X,X,X,X,O
IZOJTLS,O,O,X,X,X,X,X,X,X,X,X
IZOJTSL,X,X,X,X,X,X,X,X,X,X,X
IZOJLTS,O,O,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,X,X,X,X,X,X,X,O
IZOJSTL,X,X,X,X,X,X,X,X,X,X,O
IZOJSLT,X,O,X,X,X,X,X,X,X,X,O
IZOSTLJ,O,X,X,X,X,X,X,X,X,X,O
IZOSTJL,X,X,X,X,X,X,X,X,X,X,O
IZOSLTJ,O,O,X,X,X,X,X,X,X,X,O
IZOSLJT,O,O,X,X,X,X,X,X,X,X,O
IZOSJTL,X,X,X,X,X,X,X,X,X,X,O
IZOSJLT,X,O,X,X,X,X,X,X,X,X,O
IOTLJSZ,X,X,X,X,X,X,X,O,X,X,O
IOTLJZS,O,O,X,X,X,X,X,O,X,X,X
IOTLSJZ,X,X,X,X,X,X,X,O,X,X,O
IOTLSZJ,O,X,X,X,X,X,X,O,X,X,O
IOTLZJS,O,O,X,X,X,X,X,O,X,X,X
IOTLZSJ,O,O,X,X,X,X,X,O,X,X,X
IOTJLSZ,X,X,X,X,X,X,X,O,X,X,O
IOTJLZS,O,O,X,X,X,X,X,O,X,X,X
IOTJSLZ,X,X,X,X,X,X,X,O,X,X,O
IOTJSZL,X,X,X,X,X,X,X,O,X,X,O
IOTJZLS,O,O,X,X,X,X,X,O,X,X,X
IOTJZSL,X,X,X,X,X,X,X,O,X,X,X
IOTSLJZ,X,X,X,X,X,X,X,O,X,X,O
IOTSLZJ,O,X,X,X,X,X,X,O,X,X,O
IOTSJLZ,X,X,X,X,X,X,X,O,X,X,O
IOTSJZL,X,X,X,X,X,X,X,O,X,X,O
IOTSZLJ,O,X,X,X,X,X,X,X,X,X,O
IOTSZJL,X,X,X,X,X,X,X,X,X,X,O
IOTZLJS,O,O,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,X,X,X,X,X,X,X
IOTZJLS,O,O,X,X,X,X,X,X,X,X,X
IOTZJSL,X,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,X,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,X,X,X,X,X,X,X,O,X,X,O
IOLTJZS,O,O,X,X,X,X,X,O,X,X,X
IOLTSJZ,X,X,X,X,X,X,X,O,X,X,O
IOLTSZJ,O,X,X,X,X,X,X,O,X,X,O
IOLTZJS,O,O,X,X,X,X,X,O,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,O,X,X,X
IOLJTSZ,X,X,X,O,X,X,X,O,X,X,O
IOLJTZS,O,O,X,X,X,X,X,O,X,X,X
IOLJSTZ,X,X,X,O,X,X,X,O,X,X,O
IOLJSZT,X,O,X,O,X,X,X,O,X,X,O
IOLJZTS,O,O,X,X,X,X,X,O,X,X,X
IOLJZST,O,O,X,O,X,X,X,O,X,X,O
IOLSTJZ,X,X,X,X,X,X,X,O,X,X,O
IOLSTZJ,O,X,X,X,X,X,X,O,X,X,O
IOLSJTZ,X,X,X,O,X,X,X,O,X,X,O
IOLSJZT,X,O,X,O,X,X,X,O,X,X,O
IOLSZTJ,O,O,X,X,X,X,X,O,X,X,O
IOLSZJT,O,O,X,X,X,X,X,O,X,X,O
IOLZTJS,O,O,X,X,X,X,X,O,X,X,X
IOLZTSJ,O,O,X,X,X,X,X,O,X,X,X
IOLZJTS,O,O,X,X,X,X,X,O,X,X,X
IOLZJST,O,O,X,X,X,X,X,O,X,X,O
IOLZSTJ,O,O,X,X,X,X,X,O,X,X,O
IOLZSJT,O,O,X,X,X,X,X,O,X,X,O
IOJTLSZ,X,X,X,O,X,X,X,O,X,X,O
IOJTLZS,O,O,X,X,X,X,X,O,X,X,X
IOJTSLZ,X,X,X,X,X,X,X,O,X,X,O
IOJTSZL,X,X,X,X,X,X,X,O,X,X,O
IOJTZLS,O,O,X,X,X,X,X,O,X,X,X
IOJTZSL,X,X,X,X,X,X,X,O,X,X,X
IOJLTSZ,X,X,X,O,X,X,X,O,X,X,O
IOJLTZS,O,O,X,X,X,X,X,O,X,X,X
IOJLSTZ,X,X,X,O,X,X,X,O,X,X,O
IOJLSZT,X,O,X,O,X,X,X,O,X,X,O
IOJLZTS,O,O,X,X,X,X,X,O,X,X,X
IOJLZST,O,O,X,O,X,X,X,O,X,X,O
IOJSTLZ,X,X,X,X,X,X,X,O,X,X,O
IOJSTZL,X,X,X,X,X,X,X,O,X,X,O
IOJSLTZ,X,X,X,O,X,X,X,O,X,X,O
IOJSLZT,X,O,X,O,X,X,X,O,X,X,O
IOJSZTL,X,X,X,X,X,X,X,O,X,X,O
IOJSZLT,X,O,X,X,X,X,X,O,X,X,O
IOJZTLS,O,O,X,X,X,X,X,O,X,X,X
IOJZTSL,X,X,X,X,X,X,X,O,X,X,X
IOJZLTS,O,O,X,X,X,X,X,O,X,X,X
IOJZLST,O,O,X,O,X,X,X,O,X,X,O
IOJZSTL,X,X,X,X,X,X,X,O,X,X,O
IOJZSLT,X,O,X,X,X,X,X,O,X,X,O
IOSTLJZ,X,X,X,X,X,X,X,O,X,X,O
IOSTLZJ,O,X,X,X,X,X,X,O,X,X,O
IOSTJLZ,X,X,X,X,X,X,X,O,X,X,O
IOSTJZL,X,X,X,X,X,X,X,O,X,X,O
IOSTZLJ,O,X,X,X,X,X,X,X,X,X,O
IOSTZJL,X,X,X,X,X,X,X,X,X,X,O
IOSLTJZ,X,X,X,X,X,X,X,O,X,X,O
IOSLTZJ,O,X,X,X,X,X,X,O,X,X,O
IOSLJTZ,X,X,X,X,X,X,X,O,X,X,O
IOSLJZT,X,O,X,X,X,X,X,O,X,X,O
IOSLZTJ,O,O,X,X,X,X,X,O,X,X,O
IOSLZJT,O,O,X,X,X,X,X,O,X,X,O
IOSJTLZ,X,X,X,X,X,X,X,O,X,X,O
IOSJTZL,X,X,X,X,X,X,X,O,X,X,O
IOSJLTZ,X,X,X,X,X,X,X,O,X,X,O
IOSJLZT,X,O,X,X,X,X,X,O,X,X,O
IOSJZTL,X,X,X,X,X,X,X,O,X,X,O
IOSJZLT,X,O,X,X,X,X,X,O,X,X,O
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,O
IOSZTJL,X,X,X,X,X,X,X,X,X,X,O
IOSZLTJ,O,O,X,X,X,X,X,X,X,X,O
IOSZLJT,O,O,X,X,X,X,X,X,X,X,O
IOSZJTL,X,X,X,X,X,X,X,X,X,X,O
IOSZJLT,X,O,X,X,X,X,X,X,X,X,O
IOZTLJS,O,O,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,X,X,X,X,X,X,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X,X
IOZTJSL,X,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,X,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,X,X,X,X,X,X,X,X,X
IOZLJTS,O,O,X,X,X,X,X,X,X,X,X
IOZLJST,O,O,X,X,X,X,X,X,X,X,O
IOZLSTJ,O,O,X,X,X,X,X,X,X,X,O
IOZLSJT,O,O,X,X,X,X,X,X,X,X,O
IOZJTLS,O,O,X,X,X,X,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,O,X,X,X,X,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X,X,O
IOZJSTL,X,X,X,X,X,X,X,X,X,X,O
IOZJSLT,X,O,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,O
IOZSTJL,X,X,X,X,X,X,X,X,X,X,O
IOZSLTJ,O,O,X,X,X,X,X,X,X,X,O
IOZSLJT,O,O,X,X,X,X,X,X,X,X,O
IOZSJTL,X,X,X,X,X,X,X,X,X,X,O
IOZSJLT,X,O,X,X,X,X,X,X,X,X,O
LTIJSZO,X,X,X,X,X,X,X,O,O,O,O
LTIJSOZ,X,X,O,X,X,X,X,O,O,O,O
LTIJZSO,O,O,X,X,X,O,X,O,O,O,X
LTIJZOS,O,O,X,X,O,X,X,O,O,O,X
LTIJOSZ,X,X,O,X,X,X,X,O,O,O,O
LTIJOZS,O,O,X,X,O,X,X,O,O,O,X
LTISJZO,X,X,X,X,X,X,X,O,O,O,O
LTISJOZ,X,X,O,X,X,X,X,O,O,O,O
LTISZJO,O,X,X,X,X,O,X,O,O,O,O
LTISZOJ,O,X,X,X,X,O,X,O,O,O,O
LTISOJZ,X,X,X,X,X,X,X,O,O,O,O
LTISOZJ,O,X,X,X,X,X,X,O,X,O,O
LTIZJSO,O,O,X,X,X,O,O,O,O,O,X
LTIZJOS,O,O,X,X,O,X,O,O,O,O,X
LTIZSJO,O,O,X,X,X,O,X,O,O,O,X
LTIZSOJ,O,O,X,X,X,O,X,O,O,O,X
LTIZOJS,O,O,X,X,X,X,X,O,O,X,X
LTIZOSJ,O,O,X,X,X,O,X,O,O,X,X
LTIOJSZ,X,X,X,X,X,X,X,O,X,O,O
LTIOJZS,O,O,X,X,X,X,X,O,X,O,X
LTIOSJZ,X,X,X,X,X,X,X,O,X,O,O
LTIOSZJ,O,X,X,X,X,X,X,O,X,O,O
LTIOZJS,O,O,X,X,X,X,X,O,X,X,X
LTIOZSJ,O,O,X,X,X,O,X,O,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,O,O,X
LTJISOZ,X,X,O,X,X,X,X,O,O,O,X
LTJIZSO,O,O,X,X,X,O,X,O,O,O,X
LTJIZOS,O,O,X,X,O,X,X,O,O,O,X
LTJIOSZ,X,X,O,O,X,X,X,O,O,O,X
LTJIOZS,O,O,X,X,O,X,X,O,O,O,X
LTJSIZO,X,X,X,X,X,X,X,O,O,O,X
LTJSIOZ,X,X,O,X,X,X,X,O,O,O,X
LTJSZIO,X,X,X,X,X,X,X,O,O,O,X
LTJSZOI,X,X,X,X,X,X,X,O,O,O,X
LTJSOIZ,X,X,O,O,X,X,X,O,O,O,X
LTJSOZI,X,X,X,X,X,X,X,O,O,O,X
LTJZISO,X,X,X,X,X,O,X,X,O,O,X
LTJZIOS,X,X,X,X,O,X,X,X,O,O,X
LTJZSIO,X,X,X,X,X,O,X,X,O,O,X
LTJZSOI,X,X,X,X,X,X,X,X,O,O,X
LTJZOIS,X,X,X,X,O,X,X,X,O,O,X
LTJZOSI,X,X,X,X,X,X,X,X,O,O,X
LTJOISZ,X,X,O,O,X,X,X,O,O,O,X
LTJOIZS,X,X,X,X,O,X,X,O,O,O,X
LTJOSIZ,X,X,O,O,X,X,X,O,O,O,X
LTJOSZI,X,X,X,X,X,X,X,O,O,O,X
LTJOZIS,X,X,X,X,O,X,X,X,O,O,X
LTJOZSI,X,X,X,X,X,X,X,X,O,O,X
LTSIJZO,X,X,X,X,X,X,X,X,O,O,O
LTSIJOZ,X,X,O,X,X,X,X,X,O,O,O
LTSIZJO,O,X,X,X,X,O,X,X,O,O,O
LTSIZOJ,O,X,X,X,X,O,X,X,O,O,O
LTSIOJZ,X,X,X,X,X,X,X,X,O,O,O
LTSIOZJ,O,X,X,X,X,X,X,X,X,O,O
LTSJIZO,X,X,X,X,X,X,X,X,O,O,O
LTSJIOZ,X,X,O,X,X,X,X,X,O,O,O
LTSJZIO,X,X,X,X,X,X,X,X,O,O,O
LTSJZOI,X,X,X,X,X,X,X,X,O,O,O
LTSJOIZ,X,X,O,O,X,X,X,X,O,O,X
LTSJOZI,X,X,X,X,X,X,X,X,O,O,X
LTSZIJO,X,X,X,X,X,O,X,X,O,O,O
LTSZIOJ,X,X,X,X,X,O,X,X,O,O,O
LTSZJIO,X,X,X,X,X,O,X,X,O,O,O
LTSZJOI,X,X,X,X,X,X,X,X,O,O,O
LTSZOIJ,X,X,X,X,X,O,X,X,O,O,O
LTSZOJI,X,X,X,X,X,X,X,X,O,O,O
LTSOIJZ,X,X,X,X,X,X,X,X,O,O,X
LTSOIZJ,X,X,X,X,X,X,X,X,X,O,X
LTSOJIZ,X,X,X,O,X,X,X,X,O,O,X
LTSOJZI,X,X,X,X,X,X,X,X,O,O,X
LTSOZIJ,X,X,X,X,X,X,X,X,O,O,X
LTSOZJI,X,X,X,X,X,X,X,X,O,O,X
LTZIJSO,O,X,X,X,X,O,O,X,O,O,X
LTZIJOS,O,X,X,X,O,X,O,X,O,O,X
LTZISJO,O,X,X,X,X,O,X,X,O,O,X
LTZISOJ,O,X,X,X,X,O,X,X,O,O,X
LTZIOJS,O,X,X,X,X,X,X,X,O,X,X
LTZIOSJ,O,X,X,X,X,O,X,X,O,X,X
LTZJISO,X,X,X,X,X,O,O,X,O,O,X
LTZJIOS,X,X,X,X,O,X,O,X,O,O,X
LTZJSIO,X,X,X,X,X,O,X,X,O,O,X
LTZJSOI,X,X,X,X,X,X,X,X,O,O,X
LTZJOIS,X,X,X,X,O,X,X,X,O,O,X
LTZJOSI,X,X,X,X,X,X,X,X,O,O,X
LTZSIJO,X,X,X,X,X,O,X,X,O,O,X
LTZSIOJ,X,X,X,X,X,O,X,X,O,O,X
LTZSJIO,X,X,X,X,X,O,X,X,O,O,X
LTZSJOI,X,X,X,X,X,X,X,X,O,O,X
LTZSOIJ,X,X,X,X,X,O,X,X,O,O,X
LTZSOJI,X,X,X,X,X,X,X,X,O,O,X
LTZOIJS,X,X,X,X,X,X,X,X,O,X,X
LTZOISJ,X,X,X,X,X,O,X,X,O,X,X
LTZOJIS,X,X,X,X,X,X,X,X,O,X,X
LTZOJSI,X,X,X,X,X,X,X,X,O,X,X
LTZOSIJ,X,X,X,X,X,O,X,X,O,X,X
LTZOSJI,X,X,X,X,X,X,X,X,O,X,X
LTOIJSZ,X,X,X,X,X,X,X,X,X,O,X
LTOIJZS,O,X,X,X,X,X,X,X,X,O,X
LTOISJZ,X,X,X,X,X,X,X,X,X,O,X
LTOISZJ,O,X,X,X,X,X,X,X,X,O,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,O,X,X,X,X,X
LTOJISZ,X,X,X,O,X,X,X,X,O,O,X
LTOJIZS,X,X,X,X,X,X,X,X,O,O,X
LTOJSIZ,X,X,X,O,X,X,X,X,O,O,X
LTOJSZI,X,X,X,X,X,X,X,X,O,O,X
LTOJZIS,X,X,X,X,X,X,X,X,O,O,X
LTOJZSI,X,X,X,X,X,X,X,X,O,O,X
LTOSIJZ,X,X,X,X,X,X,X,X,O,O,X
LTOSIZJ,X,X,X,X,X,X,X,X,X,O,X
LTOSJIZ,X,X,X,O,X,X,X,X,O,O,X
LTOSJZI,X,X,X,X,X,X,X,X,O,O,X
LTOSZIJ,X,X,X,X,X,X,X,X,O,O,X
LTOSZJI,X,X,X,X,X,X,X,X,O,O,X
LTOZIJS,X,X,X,X,X,X,X,X,O,X,X
LTOZISJ,X,X,X,X,X,O,X,X,O,X,X
LTOZJIS,X,X,X,X,X,X,X,X,O,X,X
LTOZJSI,X,X,X,X,X,X,X,X,O,X,X
LTOZSIJ,X,X,X,X,X,O,X,X,O,X,X
LTOZSJI,X,X,X,X,X,X,X,X,O,X,X
LITJSZO,X,X,X,X,X,X,X,O,O,O,O
LITJSOZ,X,X,O,X,X,X,X,O,O,O,O
LITJZSO,O,O,X,X,X,O,X,O,O,O,X
LITJZOS,O,O,X,X,O,X,X,O,O,O,X
LITJOSZ,X,X,O,X,X,X,X,O,O,O,O
LITJOZS,O,O,X,X,O,X,X,O,O,O,X
LITSJZO,X,X,X,X,X,X,X,O,O,O,O
LITSJOZ,X,X,O,X,X,X,X,O,O,O,O
LITSZJO,O,X,X,X,X,O,X,O,O,O,O
LITSZOJ,O,X,X,X,X,O,X,O,O,O,O
LITSOJZ,X,X,X,X,X,X,X,O,O,O,O
LITSOZJ,O,X,X,X,X,X,X,O,X,O,O
LITZJSO,O,O,X,X,X,O,O,O,O,O,X
LITZJOS,O,O,X,X,O,X,O,O,O,O,X
LITZSJO,O,O,X,X,X,O,X,O,O,O,X
LITZSOJ,O,O,X,X,X,O,X,O,O,O,X
LITZOJS,O,O,X,X,X,X,X,O,O,X,X
LITZOSJ,O,O,X,X,X,O,X,O,O,X,X
LITOJSZ,X,X,X,X,X,X,X,O,X,O,O
LITOJZS,O,O,X,X,X,X,X,O,X,O,X
LITOSJZ,X,X,X,X,X,X,X,O,X,O,O
LITOSZJ,O,X,X,X,X,X,X,O,X,O,O
LITOZJS,O,O,X,X,X,X,X,O,X,X,X
LITOZSJ,O,O,X,X,X,O,X,O,X,X,X
LIJTSZO,X,X,X,X,X,X,X,O,O,O,O
LIJTSOZ,X,X,O,X,X,X,X,O,O,O,O
LIJTZSO,O,O,X,X,X,X,X,O,O,O,X
LIJTZOS,O,O,X,X,O,X,X,O,O,O,X
LIJTOSZ,X,X,O,O,X,X,X,O,O,O,O
LIJTOZS,O,O,X,X,O,X,X,O,O,O,X
LIJSTZO,X,X,X,X,X,X,X,O,X,X,O
LIJSTOZ,X,X,O,X,X,X,X,O,X,X,O
LIJSZTO,X,O,X,X,X,X,X,O,X,X,O
LIJSZOT,X,O,O,X,O,X,X,O,X,X,O
LIJSOTZ,X,X,O,O,X,X,X,O,X,X,O
LIJSOZT,X,O,O,O,O,X,X,O,X,X,O
LIJZTSO,O,O,X,X,X,X,O,O,O,X,X
LIJZTOS,O,O,X,X,O,X,O,O,O,X,X
LIJZSTO,O,O,X,X,X,X,O,O,O,X,O
LIJZSOT,O,O,O,X,O,X,O,O,X,X,O
LIJZOTS,O,O,X,X,O,X,O,O,O,X,X
LIJZOST,O,O,O,O,O,X,O,O,X,X,O
LIJOTSZ,X,X,O,O,X,X,X,O,O,O,O
LIJOTZS,O,O,X,X,O,X,X,O,O,O,X
LIJOSTZ,X,X,O,O,X,X,X,O,X,X,O
LIJOSZT,X,O,O,O,O,X,X,O,X,X,O
LIJOZTS,O,O,X,X,O,X,X,O,X,X,X
LIJOZST,O,O,O,O,O,X,X,O,X,X,O
LISTJZO,X,X,X,X,X,X,X,O,X,O,O
LISTJOZ,X,X,O,X,X,X,X,O,X,O,O
LISTZJO,O,X,X,X,X,X,X,O,X,O,O
LISTZOJ,O,X,X,X,X,X,X,O,X,O,O
LISTOJZ,X,X,X,X,X,X,X,O,X,O,O
LISTOZJ,O,X,X,X,X,X,X,O,X,O,O
LISJTZO,X,X,X,X,X,X,X,O,X,O,O
LISJTOZ,X,X,O,X,X,X,X,O,X,O,O
LISJZTO,X,O,X,X,X,X,X,O,X,O,O
LISJZOT,X,O,O,X,O,X,X,O,X,X,O
LISJOTZ,X,X,O,O,X,X,X,O,X,X,O
LISJOZT,X,O,O,O,O,X,X,O,X,X,O
LISZTJO,O,O,X,X,X,X,X,O,X,O,O
LISZTOJ,O,O,X,X,X,X,X,O,X,O,O
LISZJTO,O,O,X,X,X,X,O,O,X,O,O
LISZJOT,O,O,O,X,O,X,O,O,X,X,O
LISZOTJ,O,O,X,X,X,X,X,O,X,O,O
LISZOJT,O,O,X,X,X,X,X,O,X,X,O
LISOTJZ,X,X,X,X,X,X,X,O,X,O,O
LISOTZJ,O,X,X,X,X,X,X,O,X,O,O
LISOJTZ,X,X,O,O,X,X,X,O,X,X,O
LISOJZT,X,O,O,O,X,X,X,O,X,X,O
LISOZTJ,O,O,X,X,X,X,X,O,X,O,O
LISOZJT,O,O,X,X,X,X,X,O,X,X,O
LIZTJSO,O,O,X,X,X,X,O,O,O,X,X
LIZTJOS,O,O,X,X,O,X,O,O,O,X,X
LIZTSJO,O,O,X,X,X,X,X,O,O,X,X
LIZTSOJ,O,O,X,X,X,X,X,O,O,X,X
LIZTOJS,O,O,X,X,X,X,X,O,O,X,X
LIZTOSJ,O,O,X,X,X,X,X,O,O,X,X
LIZJTSO,O,O,X,X,X,X,O,O,O,X,X
LIZJTOS,O,O,X,X,O,X,O,O,O,X,X
LIZJSTO,O,O,X,X,X,X,O,O,O,X,O
LIZJSOT,O,O,O,X,O,X,O,O,X,X,O
LIZJOTS,O,O,X,X,O,X,O,O,O,X,X
LIZJOST,O,O,O,X,O,X,O,O,X,X,O
LIZSTJO,O,O,X,X,X,X,X,O,O,X,O
LIZSTOJ,O,O,X,X,X,X,X,O,O,X,O
LIZSJTO,O,O,X,X,X,X,O,O,O,X,O
LIZSJOT,O,O,O,X,O,X,O,O,X,X,O
LIZSOTJ,O,O,X,X,X,X,X,O,O,X,O
LIZSOJT,O,O,X,X,X,X,X,O,X,X,O
LIZOTJS,O,O,X,X,X,X,X,O,O,X,X
LIZOTSJ,O,O,X,X,X,X,X,O,O,X,X
LIZOJTS,O,O,X,X,O,X,O,O,O,X,X
LIZOJST,O,O,X,X,O,X,O,O,X,X,O
LIZOSTJ,O,O,X,X,X,X,X,O,O,X,O
LIZOSJT,O,O,X,X,X,X,X,O,X,X,O
LIOTJSZ,X,X,X,X,X,X,X,O,X,X,O
LIOTJZS,O,O,X,X,X,X,X,O,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,O,X,X,O
LIOTSZJ,O,X,X,X,X,X,X,O,X,X,O
LIOTZJS,O,O,X,X,X,X,X,O,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,X,O,O,X,X,X,O,X,X,O
LIOJTZS,O,O,X,X,O,X,X,O,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,O,X,X,O
LIOJSZT,X,O,O,O,O,X,X,O,X,X,O
LIOJZTS,O,O,X,X,O,X,X,O,X,X,X
LIOJZST,O,O,O,O,O,X,X,O,X,X,O
LIOSTJZ,X,X,X,X,X,X,X,O,X,X,O
LIOSTZJ,O,X,X,X,X,X,X,O,X,X,O
LIOSJTZ,X,X,O,O,X,X,X,O,X,X,O
LIOSJZT,X,O,O,O,X,X,X,O,X,X,O
LIOSZTJ,O,O,X,X,X,X,X,O,X,X,O
LIOSZJT,O,O,X,X,X,X,X,O,X,X,O
LIOZTJS,O,O,X,X,X,X,X,O,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,O,X,X,X
LIOZJTS,O,O,X,X,O,X,O,O,X,X,X
LIOZJST,O,O,X,X,O,X,O,O,X,X,O
LIOZSTJ,O,O,X,X,X,X,X,O,X,X,O
LIOZSJT,O,O,X,X,X,X,X,O,X,X,O
LJTISZO,X,X,X,X,X,X,X,O,O,O,X
LJTISOZ,X,X,O,X,X,X,X,O,O,O,X
LJTIZSO,O,O,X,X,X,O,X,O,O,O,X
LJTIZOS,O,O,X,X,O,X,X,O,O,O,X
LJTIOSZ,X,X,O,O,X,X,X,O,O,O,X
LJTIOZS,O,O,X,X,O,X,X,O,O,O,X
LJTSIZO,X,X,X,X,X,X,X,O,O,O,X
LJTSIOZ,X,X,O,X,X,X,X,O,O,O,X
LJTSZIO,X,X,X,X,X,X,X,O,O,O,X
LJTSZOI,X,X,X,X,X,X,X,O,O,O,X
LJTSOIZ,X,X,O,O,X,X,X,O,O,O,X
