sequence,v115@KhA8FeD8AeB8CeG8AeB8Jef9IvhFxaBTfBigBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeZ6IvhFfdBqfBTbBcmB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je/7IvhFTaBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JeK0IvhFcgB5jBTfBOmBXi?BdoB,v115@KhA8FeD8AeB8CeG8AeB8Je/wIvhFZaB8hBzfBamB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8JezxIvhF/bBZhB8hBykB+o?BlnB,v115@KhA8FeD8AeB8CeG8AeB8Je86IvhF/eB2kBxgBliBim?BToB,v115@KhA8FeD8AeB8CeG8AeB8Jea+IvhF5eBOgBTfBFhBXi?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je/1IvhFKfBZhBFgBzhBGj?BUoB,v115@KhA8FeD8AeB8CeG8AeB8Je83IvhFZaBeiBzfBFhBfo?B6oB,v115@KhA8FeD8AeB8CeG8AeB8Jec1IvhFFbBXcBmdB5jBTf?BCiB
LIOZJST,O,O,O,O,O,O,O,X,O,X,O
LIOZSTJ,O,O,O,O,O,O,X,X,O,X,O
LIOZSJT,O,O,O,O,O,O,O,X,O,O,O
LJTISZO,X,X,O,X,X,O,X,X,X,X,X
LJTISOZ,X,X,O,X,X,O,X,X,X,X,O
LJTIZSO,X,O,O,X,X,O,X,X,X,X,X
LJTIZOS,X,O,O,X,O,O,O,X,X,X,X
LJTIOSZ,X,X,O,X,O,X,O,X,X,X,O
LJTIOZS,X,O,O,X,O,X,O,X,X,X,O
LJTSIZO,X,X,O,X,X,O,X,X,X,X,X
LJTSIOZ,X,X,O,X,X,O,X,X,X,X,O
LJTSZIO,X,X,O,X,X,O,X,X,X,X,X
LJTSZOI,X,X,O,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,X,X,O,X,X,X,X,O
LJTSOZI,X,X,O,X,X,X,X,X,X,X,O
LJTZISO,X,O,O,X,X,O,X,X,X,X,X
LJTZIOS,X,O,O,X,O,O,O,X,X,X,X
LJTZSIO,X,O,O,X,X,O,X,X,X,X,X
LJTZSOI,X,O,O,X,X,X,X,X,X,X,X
LJTZOIS,X,O,O,X,O,X,O,X,X,X,X
LJTZOSI,X,O,O,X,X,X,O,X,X,X,X
LJTOISZ,X,X,O,X,O,X,O,X,X,X,O
LJTOIZS,O,O,O,X,O,X,O,X,X,X,O
LJTOSIZ,X,X,O,X,X,X,O,X,X,X,O
LJTOSZI,X,X,O,X,X,X,O,X,X,X,O
LJTOZIS,X,O,O,X,O,X,O,X,X,X,O
LJTOZSI,X,O,O,X,X,X,O,X,X,X,O
LJITSZO,X,X,O,O,X,O,X,X,X,X,X
LJITSOZ,X,X,O,O,X,O,X,X,X,X,O
LJITZSO,X,O,O,O,X,O,X,X,X,X,X
LJITZOS,X,O,O,O,O,O,O,X,X,X,X
LJITOSZ,X,X,O,O,O,X,O,X,X,X,O
LJITOZS,X,O,O,O,O,X,O,X,X,X,O
LJISTZO,X,X,O,O,X,O,X,X,X,O,X
LJISTOZ,X,X,O,O,X,O,X,X,X,O,O
LJISZTO,X,O,O,O,X,O,X,X,O,O,X
LJISZOT,X,O,O,O,O,O,O,X,O,O,O
LJISOTZ,X,X,O,O,O,O,O,X,X,O,O
LJISOZT,X,O,O,O,O,O,O,X,O,O,O
LJIZTSO,X,O,O,O,X,O,X,X,O,X,X
LJIZTOS,X,O,O,O,O,O,O,X,O,X,X
LJIZSTO,X,O,O,O,X,O,X,X,O,O,X
LJIZSOT,X,O,O,O,O,O,O,X,O,O,O
LJIZOTS,X,O,O,O,O,O,O,X,O,X,O
LJIZOST,X,O,O,O,O,O,O,X,O,O,O
LJIOTSZ,X,X,O,O,O,X,O,X,X,X,O
LJIOTZS,O,O,O,O,O,X,O,X,X,X,O
LJIOSTZ,X,X,O,O,O,O,O,X,X,O,O
LJIOSZT,O,O,O,O,O,O,O,X,O,O,O
LJIOZTS,O,O,O,O,O,O,O,X,O,X,O
LJIOZST,O,O,O,O,O,O,O,X,O,O,O
LJSTIZO,X,X,O,X,X,O,X,X,X,O,X
LJSTIOZ,X,X,O,X,X,O,X,X,X,O,O
LJSTZIO,X,X,O,X,X,O,X,X,X,O,X
LJSTZOI,X,X,O,X,X,X,X,X,X,O,X
LJSTOIZ,X,X,O,X,X,O,X,X,X,O,O
LJSTOZI,X,X,O,X,X,X,X,X,X,O,O
LJSITZO,X,X,O,O,X,O,X,X,X,O,X
LJSITOZ,X,X,O,O,X,O,X,X,X,O,O
LJSIZTO,X,O,O,O,X,O,X,X,O,O,X
LJSIZOT,X,O,O,O,O,O,O,X,O,O,O
LJSIOTZ,X,X,O,O,O,O,O,X,X,O,O
LJSIOZT,X,O,O,O,O,O,O,X,O,O,O
LJSZTIO,X,O,O,X,X,O,X,O,O,O,X
LJSZTOI,X,O,O,X,X,X,X,O,O,O,X
LJSZITO,X,O,O,O,X,O,X,O,O,O,X
LJSZIOT,X,O,O,O,O,O,O,O,O,O,O
LJSZOTI,X,O,O,X,X,X,O,O,O,O,O
LJSZOIT,X,O,O,O,O,O,O,O,O,O,O
LJSOTIZ,X,X,O,X,X,O,O,X,X,O,O
LJSOTZI,X,X,O,X,X,X,O,X,X,O,O
LJSOITZ,X,X,O,O,O,O,O,X,X,O,O
LJSOIZT,O,O,O,O,O,O,O,X,O,O,O
LJSOZTI,X,O,O,X,X,X,O,O,O,O,O
LJSOZIT,X,O,O,O,O,O,O,O,O,O,O
LJZTISO,X,O,O,X,X,O,X,O,O,X,X
LJZTIOS,X,O,O,X,O,O,O,O,O,X,X
LJZTSIO,X,O,O,X,X,O,X,O,O,X,X
LJZTSOI,O,O,O,X,X,X,X,O,O,X,X
LJZTOIS,O,O,O,X,O,X,O,O,O,X,X
LJZTOSI,O,O,O,X,X,X,O,O,O,X,X
LJZITSO,X,O,O,O,X,O,X,O,O,X,X
LJZITOS,X,O,O,O,O,O,O,O,O,X,X
LJZISTO,X,O,O,O,X,O,X,O,O,O,X
LJZISOT,O,O,O,O,O,O,O,O,O,O,O
LJZIOTS,O,O,O,O,O,O,O,O,O,X,O
LJZIOST,O,O,O,O,O,O,O,O,O,O,O
LJZSTIO,X,O,O,X,X,O,X,O,O,O,X
LJZSTOI,O,O,O,X,X,X,X,O,O,O,X
LJZSITO,X,O,O,O,X,O,X,O,O,O,X
LJZSIOT,O,O,O,O,O,O,O,O,O,O,O
LJZSOTI,O,O,O,X,X,X,O,O,O,O,O
LJZSOIT,O,O,O,O,O,O,O,O,O,O,O
LJZOTIS,O,O,O,X,O,X,O,O,O,X,O
LJZOTSI,O,O,O,X,X,X,O,O,O,X,O
LJZOITS,O,O,O,O,O,O,O,O,O,X,O
LJZOIST,O,O,O,O,O,O,O,O,O,O,O
LJZOSTI,O,O,O,X,X,X,O,O,O,O,O
LJZOSIT,O,O,O,O,O,O,O,O,O,O,O
LJOTISZ,X,X,O,X,O,X,O,X,X,X,O
LJOTIZS,O,O,O,X,O,X,O,X,X,X,O
LJOTSIZ,X,X,O,X,X,X,O,X,X,X,O
LJOTSZI,X,X,O,X,X,X,O,X,X,X,O
LJOTZIS,X,O,O,X,O,X,O,X,X,X,O
LJOTZSI,X,O,O,X,X,X,O,X,X,X,O
LJOITSZ,X,X,O,O,O,X,O,X,X,X,O
LJOITZS,O,O,O,O,O,X,O,X,X,X,O
LJOISTZ,X,X,O,O,O,O,O,X,X,O,O
LJOISZT,O,O,O,O,O,O,O,X,O,O,O
LJOIZTS,O,O,O,O,O,O,O,X,O,X,O
LJOIZST,O,O,O,O,O,O,O,X,O,O,O
LJOSTIZ,X,X,O,X,X,O,O,X,X,O,O
LJOSTZI,X,X,O,X,X,X,O,X,X,O,O
LJOSITZ,X,X,O,O,O,O,O,X,X,O,O
LJOSIZT,O,O,O,O,O,O,O,X,O,O,O
LJOSZTI,X,O,O,X,X,X,O,O,O,O,O
LJOSZIT,X,O,O,O,O,O,O,O,O,O,O
LJOZTIS,O,O,O,X,O,X,O,O,O,X,O
LJOZTSI,O,O,O,X,X,X,O,O,O,X,O
LJOZITS,O,O,O,O,O,O,O,O,O,X,O
LJOZIST,O,O,O,O,O,O,O,O,O,O,O
LJOZSTI,O,O,O,X,X,X,O,O,O,O,O
LJOZSIT,O,O,O,O,O,O,O,O,O,O,O
LSTIJZO,X,X,O,X,X,O,X,X,X,O,X
LSTIJOZ,X,X,O,X,X,O,X,X,X,O,O
LSTIZJO,X,X,O,X,X,O,X,X,O,X,X
LSTIZOJ,X,X,O,X,X,O,X,X,O,X,X
LSTIOJZ,X,X,O,X,X,O,X,X,X,O,O
LSTIOZJ,X,X,O,X,X,O,X,X,O,X,O
LSTJIZO,X,X,O,X,X,O,X,X,X,O,X
LSTJIOZ,X,X,O,X,X,O,X,X,X,O,O
LSTJZIO,X,X,O,X,X,O,X,X,X,O,X
LSTJZOI,X,X,O,X,X,X,X,X,X,O,X
LSTJOIZ,X,X,O,X,X,O,X,X,X,O,O
LSTJOZI,X,X,O,X,X,X,X,X,X,O,O
LSTZIJO,X,X,O,X,X,O,X,X,O,X,X
LSTZIOJ,X,X,O,X,X,O,X,X,O,X,X
LSTZJIO,X,X,O,X,X,O,X,X,O,X,X
LSTZJOI,X,X,O,X,X,X,X,X,O,X,X
LSTZOIJ,X,X,O,X,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,X,X,X,X,O,X,X
LSTOIJZ,X,X,O,X,X,O,X,X,X,O,O
LSTOIZJ,X,X,O,X,X,O,X,X,O,X,O
LSTOJIZ,X,X,O,X,X,O,X,X,X,O,O
LSTOJZI,X,X,O,X,X,X,X,X,X,O,O
LSTOZIJ,X,X,O,X,X,X,X,X,O,X,O
LSTOZJI,X,X,O,X,X,X,X,X,O,X,O
LSITJZO,X,X,O,O,X,O,X,X,X,O,X
LSITJOZ,X,X,O,O,X,O,X,X,X,O,O
LSITZJO,X,X,O,O,X,O,X,X,O,X,X
LSITZOJ,X,X,O,O,X,O,X,X,O,X,X
LSITOJZ,X,X,O,O,X,O,X,X,X,O,O
LSITOZJ,X,X,O,O,X,O,X,X,O,X,O
LSIJTZO,X,X,O,O,X,O,X,X,X,O,X
LSIJTOZ,X,X,O,O,X,O,X,X,X,O,O
LSIJZTO,X,O,O,O,X,O,X,X,O,O,X
LSIJZOT,X,O,O,O,O,O,O,X,O,O,O
LSIJOTZ,X,X,O,O,O,O,O,X,X,O,O
LSIJOZT,X,O,O,O,O,O,O,X,O,O,O
LSIZTJO,X,O,O,O,X,O,X,X,O,X,X
LSIZTOJ,X,O,O,O,X,O,X,X,O,X,X
LSIZJTO,X,O,O,O,X,O,X,X,O,O,X
LSIZJOT,X,O,O,O,O,O,X,X,O,O,O
LSIZOTJ,X,O,O,O,O,O,X,X,O,X,O
LSIZOJT,X,O,O,O,O,O,X,X,O,O,O
LSIOTJZ,X,X,O,O,O,O,O,X,X,O,O
LSIOTZJ,X,X,O,O,O,O,X,X,O,X,O
LSIOJTZ,X,X,O,O,O,O,O,X,X,O,O
LSIOJZT,X,O,O,O,O,O,O,X,O,O,O
LSIOZTJ,X,O,O,O,O,O,X,X,O,X,O
LSIOZJT,X,O,O,O,O,O,O,X,O,O,O
LSJTIZO,X,X,O,X,X,O,X,X,X,O,X
LSJTIOZ,X,X,O,X,X,O,X,X,X,O,O
LSJTZIO,X,X,O,X,X,O,X,X,X,O,X
LSJTZOI,X,X,O,X,X,X,X,X,X,O,X
LSJTOIZ,X,X,O,X,X,O,X,X,X,O,O
LSJTOZI,X,X,O,X,X,X,X,X,X,O,O
LSJITZO,X,X,O,O,X,O,X,X,X,O,X
LSJITOZ,X,X,O,O,X,O,X,X,X,O,O
LSJIZTO,X,O,O,O,X,O,X,X,O,O,X
LSJIZOT,X,O,O,O,O,O,O,X,O,O,O
LSJIOTZ,X,X,O,O,O,O,O,X,X,O,O
LSJIOZT,X,O,O,O,O,O,O,X,O,O,O
LSJZTIO,X,O,O,X,X,O,X,O,O,O,X
LSJZTOI,X,O,O,X,X,X,X,O,O,O,X
LSJZITO,X,O,O,O,X,O,X,O,O,O,X
LSJZIOT,X,O,O,O,O,O,O,O,O,O,O
LSJZOTI,X,O,O,X,X,X,O,O,O,O,O
LSJZOIT,X,O,O,O,O,O,O,O,O,O,O
LSJOTIZ,X,X,O,X,X,O,O,X,X,O,O
LSJOTZI,X,X,O,X,X,X,O,X,X,O,O
LSJOITZ,X,X,O,O,O,O,O,X,X,O,O
LSJOIZT,O,O,O,O,O,O,O,X,O,O,O
LSJOZTI,X,O,O,X,X,X,O,O,O,O,O
LSJOZIT,X,O,O,O,O,O,O,O,O,O,O
LSZTIJO,X,O,O,X,X,O,X,O,O,X,X
LSZTIOJ,X,O,O,X,X,O,X,O,O,X,X
LSZTJIO,X,O,O,X,X,O,X,O,O,X,X
LSZTJOI,X,O,O,X,X,X,X,O,O,X,X
LSZTOIJ,X,O,O,X,X,X,X,O,O,X,X
LSZTOJI,X,O,O,X,X,X,X,O,O,X,X
LSZITJO,X,O,O,O,X,O,X,O,O,X,X
LSZITOJ,X,O,O,O,X,O,X,O,O,X,X
LSZIJTO,X,O,O,O,X,O,X,O,O,O,X
LSZIJOT,X,O,O,O,O,O,X,O,O,O,O
LSZIOTJ,X,O,O,O,O,O,X,O,O,X,O
LSZIOJT,X,O,O,O,O,O,X,O,O,O,O
LSZJTIO,X,O,O,X,X,O,X,O,O,O,X
LSZJTOI,X,O,O,X,X,X,X,O,O,O,X
LSZJITO,X,O,O,O,X,O,X,O,O,O,X
LSZJIOT,X,O,O,O,O,O,X,O,O,O,O
LSZJOTI,X,O,O,X,X,X,X,O,O,O,O
LSZJOIT,X,O,O,O,O,O,X,O,O,O,O
LSZOTIJ,X,O,O,X,X,X,X,O,O,X,O
LSZOTJI,X,O,O,X,X,X,X,O,O,X,O
LSZOITJ,X,O,O,O,O,O,X,O,O,X,O
LSZOIJT,X,O,O,O,O,O,X,O,O,O,O
LSZOJTI,X,O,O,X,X,X,X,O,O,O,O
LSZOJIT,X,O,O,O,O,O,X,O,O,O,O
LSOTIJZ,X,X,O,X,X,O,O,X,X,O,O
LSOTIZJ,X,X,O,X,X,O,X,X,O,X,O
LSOTJIZ,X,X,O,X,X,O,O,X,X,O,O
LSOTJZI,X,X,O,X,X,X,O,X,X,O,O
LSOTZIJ,X,X,O,X,X,X,X,X,O,X,O
LSOTZJI,X,X,O,X,X,X,X,X,O,X,O
LSOITJZ,X,X,O,O,O,O,O,X,X,O,O
LSOITZJ,X,X,O,O,O,O,X,X,O,X,O
LSOIJTZ,X,X,O,O,O,O,O,X,X,O,O
LSOIJZT,O,O,O,O,O,O,O,X,O,O,O
LSOIZTJ,O,O,O,O,O,O,X,X,O,X,O
LSOIZJT,O,O,O,O,O,O,O,X,O,O,O
LSOJTIZ,X,X,O,X,X,O,O,X,X,O,O
LSOJTZI,X,X,O,X,X,X,O,X,X,O,O
LSOJITZ,X,X,O,O,O,O,O,X,X,O,O
LSOJIZT,O,O,O,O,O,O,O,X,O,O,O
LSOJZTI,X,O,O,X,X,X,O,O,O,O,O
LSOJZIT,X,O,O,O,O,O,O,O,O,O,O
LSOZTIJ,X,O,O,X,X,X,X,O,O,X,O
LSOZTJI,X,O,O,X,X,X,X,O,O,X,O
LSOZITJ,X,O,O,O,O,O,X,O,O,X,O
LSOZIJT,X,O,O,O,O,O,O,O,O,O,O
LSOZJTI,X,O,O,X,X,X,O,O,O,O,O
LSOZJIT,X,O,O,O,O,O,O,O,O,O,O
LZTIJSO,X,O,O,X,X,O,X,O,O,X,X
LZTIJOS,X,O,O,X,O,O,X,O,O,X,X
LZTISJO,X,O,O,X,X,O,X,O,O,X,X
LZTISOJ,X,O,O,X,X,O,X,O,O,X,X
LZTIOJS,X,O,O,X,O,X,X,O,O,X,X
LZTIOSJ,X,O,O,X,O,X,X,O,O,X,X
LZTJISO,X,O,O,X,X,O,X,O,O,X,X
LZTJIOS,X,O,O,X,O,O,X,O,O,X,X
LZTJSIO,X,O,O,X,X,O,X,O,O,X,X
LZTJSOI,O,O,O,X,X,X,X,O,O,X,X
LZTJOIS,O,O,O,X,O,X,X,O,O,X,X
LZTJOSI,O,O,O,X,X,X,X,O,O,X,X
LZTSIJO,X,O,O,X,X,O,X,O,O,X,X
LZTSIOJ,X,O,O,X,X,O,X,O,O,X,X
LZTSJIO,X,O,O,X,X,O,X,O,O,X,X
LZTSJOI,O,O,O,X,X,X,X,O,O,X,X
LZTSOIJ,O,O,O,X,X,X,X,O,O,X,X
LZTSOJI,O,O,O,X,X,X,X,O,O,X,X
LZTOIJS,O,O,O,X,O,X,X,O,O,X,X
LZTOISJ,O,O,O,X,O,X,X,O,O,X,X
LZTOJIS,O,O,O,X,O,X,X,O,O,X,X
LZTOJSI,O,O,O,X,X,X,X,O,O,X,X
LZTOSIJ,O,O,O,X,X,X,X,O,O,X,X
LZTOSJI,O,O,O,X,X,X,X,O,O,X,X
LZITJSO,X,O,O,O,X,O,X,O,O,X,X
LZITJOS,X,O,O,O,O,O,X,O,O,X,X
LZITSJO,X,O,O,O,X,O,X,O,O,X,X
LZITSOJ,X,O,O,O,X,O,X,O,O,X,X
LZITOJS,X,O,O,O,O,X,X,O,O,X,X
LZITOSJ,X,O,O,O,O,X,X,O,O,X,X
LZIJTSO,X,O,O,O,X,O,X,O,O,X,X
LZIJTOS,X,O,O,O,O,O,O,O,O,X,X
LZIJSTO,X,O,O,O,X,O,X,O,O,X,X
LZIJSOT,O,O,O,O,O,O,O,O,O,X,O
LZIJOTS,O,O,O,O,O,O,O,O,O,X,O
LZIJOST,O,O,O,O,O,O,O,O,O,X,O
LZISTJO,X,O,O,O,X,O,X,O,O,X,X
LZISTOJ,X,O,O,O,X,O,X,O,O,X,X
LZISJTO,X,O,O,O,X,O,X,O,O,O,X
LZISJOT,O,O,O,O,O,O,X,O,O,O,O
LZISOTJ,O,O,O,O,O,O,X,O,O,X,O
LZISOJT,O,O,O,O,O,O,X,O,O,O,O
LZIOTJS,O,O,O,O,O,X,X,O,O,X,O
LZIOTSJ,O,O,O,O,O,X,X,O,O,X,O
LZIOJTS,O,O,O,O,O,O,O,O,O,X,O
LZIOJST,O,O,O,O,O,O,O,O,O,X,O
LZIOSTJ,O,O,O,O,O,O,X,O,O,X,O
LZIOSJT,O,O,O,O,O,O,O,O,O,O,O
LZJTISO,X,O,O,X,X,O,X,O,O,X,X
LZJTIOS,X,O,O,X,O,O,O,O,O,X,X
LZJTSIO,X,O,O,X,X,O,X,O,O,X,X
LZJTSOI,O,O,O,X,X,X,X,O,O,X,X
LZJTOIS,O,O,O,X,O,X,O,O,O,X,X
LZJTOSI,O,O,O,X,X,X,O,O,O,X,X
LZJITSO,X,O,O,O,X,O,X,O,O,X,X
LZJITOS,X,O,O,O,O,O,O,O,O,X,X
LZJISTO,X,O,O,O,X,O,X,O,O,X,X
LZJISOT,O,O,O,O,O,O,O,O,O,X,O
LZJIOTS,O,O,O,O,O,O,O,O,O,X,O
LZJIOST,O,O,O,O,O,O,O,O,O,X,O
LZJSTIO,X,O,O,X,X,O,X,O,O,X,X
LZJSTOI,O,O,O,X,X,X,X,O,O,X,X
LZJSITO,X,O,O,O,X,O,X,O,O,X,X
LZJSIOT,O,O,O,O,O,O,O,O,O,X,O
LZJSOTI,O,O,O,X,X,X,O,O,O,X,O
LZJSOIT,O,O,O,O,O,O,O,O,O,X,O
LZJOTIS,O,O,O,X,O,X,O,O,O,X,O
LZJOTSI,O,O,O,X,X,X,O,O,O,X,O
LZJOITS,O,O,O,O,O,O,O,O,O,X,O
LZJOIST,O,O,O,O,O,O,O,O,O,X,O
LZJOSTI,O,O,O,X,X,X,O,O,O,X,O
LZJOSIT,O,O,O,O,O,O,O,O,O,X,O
LZSTIJO,X,O,O,X,X,O,X,O,O,X,X
LZSTIOJ,X,O,O,X,X,O,X,O,O,X,X
LZSTJIO,X,O,O,X,X,O,X,O,O,X,X
LZSTJOI,O,O,O,X,X,X,X,O,O,X,X
LZSTOIJ,O,O,O,X,X,X,X,O,O,X,X
LZSTOJI,O,O,O,X,X,X,X,O,O,X,X
LZSITJO,X,O,O,O,X,O,X,O,O,X,X
LZSITOJ,X,O,O,O,X,O,X,O,O,X,X
LZSIJTO,X,O,O,O,X,O,X,O,O,O,X
LZSIJOT,O,O,O,O,O,O,X,O,O,O,O
LZSIOTJ,O,O,O,O,O,O,X,O,O,X,O
LZSIOJT,O,O,O,O,O,O,X,O,O,O,O
LZSJTIO,X,O,O,X,X,O,X,O,O,O,X
LZSJTOI,O,O,O,X,X,X,X,O,O,O,X
LZSJITO,X,O,O,O,X,O,X,O,O,O,X
LZSJIOT,O,O,O,O,O,O,X,O,O,O,O
LZSJOTI,O,O,O,X,X,X,X,O,O,O,O
LZSJOIT,O,O,O,O,O,O,X,O,O,O,O
LZSOTIJ,O,O,O,X,X,X,X,O,O,X,O
LZSOTJI,O,O,O,X,X,X,X,O,O,X,O
LZSOITJ,O,O,O,O,O,O,X,O,O,X,O
LZSOIJT,O,O,O,O,O,O,X,O,O,O,O
LZSOJTI,O,O,O,X,X,X,X,O,O,O,O
LZSOJIT,O,O,O,O,O,O,X,O,O,O,O
LZOTIJS,O,O,O,X,O,X,X,O,O,X,O
LZOTISJ,O,O,O,X,O,X,X,O,O,X,O
LZOTJIS,O,O,O,X,O,X,X,O,O,X,O
LZOTJSI,O,O,O,X,X,X,X,O,O,X,O
LZOTSIJ,O,O,O,X,X,X,X,O,O,X,O
LZOTSJI,O,O,O,X,X,X,X,O,O,X,O
LZOITJS,O,O,O,O,O,X,X,O,O,X,O
LZOITSJ,O,O,O,O,O,X,X,O,O,X,O
LZOIJTS,O,O,O,O,O,O,O,O,O,X,O
LZOIJST,O,O,O,O,O,O,O,O,O,X,O
LZOISTJ,O,O,O,O,O,O,X,O,O,X,O
LZOISJT,O,O,O,O,O,O,O,O,O,O,O
LZOJTIS,O,O,O,X,O,X,O,O,O,X,O
LZOJTSI,O,O,O,X,X,X,O,O,O,X,O
LZOJITS,O,O,O,O,O,O,O,O,O,X,O
LZOJIST,O,O,O,O,O,O,O,O,O,X,O
LZOJSTI,O,O,O,X,X,X,O,O,O,X,O
LZOJSIT,O,O,O,O,O,O,O,O,O,X,O
LZOSTIJ,O,O,O,X,X,X,X,O,O,X,O
LZOSTJI,O,O,O,X,X,X,X,O,O,X,O
LZOSITJ,O,O,O,O,O,O,X,O,O,X,O
LZOSIJT,O,O,O,O,O,O,O,O,O,O,O
LZOSJTI,O,O,O,X,X,X,O,O,O,O,O
LZOSJIT,O,O,O,O,O,O,O,O,O,O,O
LOTIJSZ,X,X,O,X,O,X,O,X,X,X,O
LOTIJZS,O,O,O,X,O,X,O,X,X,X,O
LOTISJZ,X,X,O,X,O,X,O,X,X,O,O
LOTISZJ,X,X,O,X,O,X,X,X,O,X,O
LOTIZJS,O,O,O,X,O,X,X,X,O,X,O
LOTIZSJ,O,O,O,X,O,X,X,X,O,X,O
LOTJISZ,X,X,O,X,O,X,O,X,X,X,O
LOTJIZS,O,O,O,X,O,X,O,X,X,X,O
LOTJSIZ,X,X,O,X,X,X,O,X,X,X,O
LOTJSZI,X,X,O,X,X,X,O,X,X,X,O
LOTJZIS,X,O,O,X,O,X,O,X,X,X,O
LOTJZSI,X,O,O,X,X,X,O,X,X,X,O
LOTSIJZ,X,X,O,X,X,X,O,X,X,O,O
LOTSIZJ,X,X,O,X,X,X,X,X,O,X,O
LOTSJIZ,X,X,O,X,X,X,O,X,X,O,O
LOTSJZI,X,X,O,X,X,X,O,X,X,O,O
LOTSZIJ,X,X,O,X,X,X,X,X,O,X,O
LOTSZJI,X,X,O,X,X,X,X,X,O,X,O
LOTZIJS,X,O,O,X,O,X,X,X,O,X,O
LOTZISJ,X,O,O,X,O,X,X,X,O,X,O
LOTZJIS,X,O,O,X,O,X,X,X,O,X,O
LOTZJSI,X,O,O,X,X,X,X,X,O,X,O
LOTZSIJ,X,O,O,X,X,X,X,X,O,X,O
LOTZSJI,X,O,O,X,X,X,X,X,O,X,O
LOITJSZ,X,X,O,O,O,X,O,X,X,X,O
LOITJZS,O,O,O,O,O,X,O,X,X,X,O
LOITSJZ,X,X,O,O,O,X,O,X,X,O,O
LOITSZJ,X,X,O,O,O,X,X,X,O,X,O
LOITZJS,O,O,O,O,O,X,X,X,O,X,O
LOITZSJ,O,O,O,O,O,X,X,X,O,X,O
LOIJTSZ,X,X,O,O,O,X,O,X,X,X,O
LOIJTZS,O,O,O,O,O,X,O,X,X,X,O
LOIJSTZ,X,X,O,O,O,O,O,X,X,O,O
LOIJSZT,O,O,O,O,O,O,O,X,O,O,O
LOIJZTS,O,O,O,O,O,O,O,X,O,X,O
LOIJZST,O,O,O,O,O,O,O,X,O,O,O
LOISTJZ,X,X,O,O,O,O,O,X,X,O,O
LOISTZJ,X,X,O,O,O,O,X,X,O,X,O
LOISJTZ,X,X,O,O,O,O,O,X,X,O,O
LOISJZT,O,O,O,O,O,O,O,X,O,O,O
LOISZTJ,O,O,O,O,O,O,X,X,O,X,O
LOISZJT,O,O,O,O,O,O,O,X,O,O,O
LOIZTJS,O,O,O,O,O,X,X,X,O,X,O
LOIZTSJ,O,O,O,O,O,X,X,X,O,X,O
LOIZJTS,O,O,O,O,O,O,O,X,O,X,O
LOIZJST,O,O,O,O,O,O,O,X,O,X,O
LOIZSTJ,O,O,O,O,O,O,X,X,O,X,O
LOIZSJT,O,O,O,O,O,O,O,X,O,O,O
LOJTISZ,X,X,O,X,O,X,O,X,X,X,O
LOJTIZS,O,O,O,X,O,X,O,X,X,X,O
LOJTSIZ,X,X,O,X,X,X,O,X,X,X,O
LOJTSZI,X,X,O,X,X,X,O,X,X,X,O
LOJTZIS,X,O,O,X,O,X,O,X,X,X,O
LOJTZSI,X,O,O,X,X,X,O,X,X,X,O
LOJITSZ,X,X,O,O,O,X,O,X,X,X,O
LOJITZS,O,O,O,O,O,X,O,X,X,X,O
LOJISTZ,X,X,O,O,O,O,O,X,X,O,O
LOJISZT,O,O,O,O,O,O,O,X,O,O,O
LOJIZTS,O,O,O,O,O,O,O,X,O,X,O
LOJIZST,O,O,O,O,O,O,O,X,O,O,O
LOJSTIZ,X,X,O,X,X,O,O,X,X,O,O
LOJSTZI,X,X,O,X,X,X,O,X,X,O,O
LOJSITZ,X,X,O,O,O,O,O,X,X,O,O
LOJSIZT,O,O,O,O,O,O,O,X,O,O,O
LOJSZTI,X,O,O,X,X,X,O,O,O,O,O
LOJSZIT,X,O,O,O,O,O,O,O,O,O,O
LOJZTIS,O,O,O,X,O,X,O,O,O,X,O
LOJZTSI,O,O,O,X,X,X,O,O,O,X,O
LOJZITS,O,O,O,O,O,O,O,O,O,X,O
LOJZIST,O,O,O,O,O,O,O,O,O,O,O
LOJZSTI,O,O,O,X,X,X,O,O,O,O,O
LOJZSIT,O,O,O,O,O,O,O,O,O,O,O
LOSTIJZ,X,X,O,X,X,O,O,X,X,O,O
LOSTIZJ,X,X,O,X,X,O,X,X,O,X,O
LOSTJIZ,X,X,O,X,X,O,O,X,X,O,O
LOSTJZI,X,X,O,X,X,X,O,X,X,O,O
LOSTZIJ,X,X,O,X,X,X,X,X,O,X,O
LOSTZJI,X,X,O,X,X,X,X,X,O,X,O
LOSITJZ,X,X,O,O,O,O,O,X,X,O,O
LOSITZJ,X,X,O,O,O,O,X,X,O,X,O
LOSIJTZ,X,X,O,O,O,O,O,X,X,O,O
LOSIJZT,O,O,O,O,O,O,O,X,O,O,O
LOSIZTJ,O,O,O,O,O,O,X,X,O,X,O
LOSIZJT,O,O,O,O,O,O,O,X,O,O,O
