sequence,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEMeBZLB?qkBXmBTgB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEJLBqkB?0lBThBPdB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEJLBqkB?0lB3hBzbB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhERqBzfB?qgBvhBMeB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhERqBSlB?ThBXbBMeB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeTwIvhEUdBXhB?6oBWqBRnB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8Je+IJvhEzkB5gB?MmBPdBacB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeJrIvhEqkBvlB?ToBUiBubB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeRHJvhEvjBUdB?ClBebBTQB,v115@zgB8HeA8IeA8IeA8DeB8CeG8AeB8JeRHJvhEvjBKdB?ukBTlBUWB
IOSJLZT,O,O,O,O,O,O,X,X,O,O
IOSJZTL,X,X,X,O,X,O,O,X,X,O
IOSJZLT,O,O,X,O,O,O,O,X,O,O
IOSZTLJ,X,X,X,X,X,O,O,X,O,X
IOSZTJL,X,X,X,X,X,O,O,X,X,X
IOSZLTJ,X,O,X,X,X,O,O,O,O,X
IOSZLJT,X,O,X,O,X,O,O,O,O,X
IOSZJTL,X,X,X,O,X,O,O,X,X,X
IOSZJLT,X,O,X,O,X,O,O,X,O,X
IOZTLJS,X,X,X,X,X,O,O,X,O,X
IOZTLSJ,X,X,X,X,X,O,O,O,O,X
IOZTJLS,X,X,X,X,X,O,O,X,X,X
IOZTJSL,X,X,X,X,X,O,O,X,X,X
IOZTSLJ,X,X,X,X,X,O,O,X,O,X
IOZTSJL,X,X,X,X,X,O,O,X,X,X
IOZLTJS,X,O,X,X,X,O,O,X,O,X
IOZLTSJ,X,O,X,X,X,O,O,O,O,X
IOZLJTS,X,O,X,O,O,O,O,X,O,X
IOZLJST,X,O,X,O,O,O,O,O,O,X
IOZLSTJ,X,O,X,X,X,O,O,O,O,X
IOZLSJT,X,O,X,O,O,O,O,O,O,X
IOZJTLS,X,X,X,O,O,O,O,X,X,X
IOZJTSL,X,X,X,O,X,O,O,X,X,X
IOZJLTS,X,O,X,O,O,O,O,X,O,X
IOZJLST,X,O,X,O,O,O,O,O,O,X
IOZJSTL,X,X,X,O,X,O,O,X,X,X
IOZJSLT,X,O,X,O,O,O,O,X,O,X
IOZSTLJ,X,X,X,X,X,O,O,X,O,X
IOZSTJL,X,X,X,X,X,O,O,X,X,X
IOZSLTJ,X,O,X,X,X,O,O,O,O,X
IOZSLJT,X,O,X,O,X,O,O,O,O,X
IOZSJTL,X,X,X,O,X,O,O,X,X,X
IOZSJLT,X,O,X,O,X,O,O,X,O,X
LTIJSZO,O,X,O,X,X,O,X,X,O,X
LTIJSOZ,O,X,X,X,X,O,X,X,O,X
LTIJZSO,O,X,O,X,X,O,X,X,O,X
LTIJZOS,X,O,O,X,X,O,X,X,O,X
LTIJOSZ,X,O,X,X,X,O,X,X,O,X
LTIJOZS,X,O,X,X,X,O,X,X,O,X
LTISJZO,O,X,O,X,X,O,X,O,O,X
LTISJOZ,O,X,X,X,X,O,X,O,O,X
LTISZJO,X,X,O,X,X,O,X,O,O,X
LTISZOJ,X,X,O,X,X,O,X,O,O,X
LTISOJZ,O,X,X,X,X,O,X,O,O,X
LTISOZJ,X,X,X,X,X,O,X,O,O,X
LTIZJSO,X,X,O,X,X,O,X,X,O,X
LTIZJOS,X,O,O,X,X,O,X,X,O,X
LTIZSJO,X,X,O,X,X,O,X,O,O,X
LTIZSOJ,X,X,O,X,X,O,X,O,O,X
LTIZOJS,X,O,O,X,X,O,X,X,O,X
LTIZOSJ,X,O,O,X,X,O,X,O,O,X
LTIOJSZ,X,O,X,X,X,O,X,X,O,X
LTIOJZS,X,O,X,X,X,O,X,X,O,X
LTIOSJZ,X,O,X,X,X,O,X,O,O,X
LTIOSZJ,X,O,X,X,X,O,X,O,O,X
LTIOZJS,X,O,X,X,X,O,X,X,O,X
LTIOZSJ,X,O,X,X,X,O,X,O,O,X
LTJISZO,O,X,O,X,X,O,X,X,O,X
LTJISOZ,O,X,X,X,X,O,X,X,O,X
LTJIZSO,O,X,O,X,X,O,X,X,O,X
LTJIZOS,X,O,O,X,X,O,X,X,O,X
LTJIOSZ,X,O,X,X,X,O,X,X,O,X
LTJIOZS,X,O,X,X,X,O,X,X,O,X
LTJSIZO,O,X,O,X,X,O,X,X,X,X
LTJSIOZ,O,X,X,X,X,O,X,X,X,X
LTJSZIO,O,X,O,X,X,X,X,X,X,X
LTJSZOI,O,X,O,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,O,X,X,X,X
LTJSOZI,O,X,X,X,X,X,X,X,X,X
LTJZISO,O,X,O,X,X,X,X,X,X,X
LTJZIOS,X,O,O,X,X,X,X,X,X,X
LTJZSIO,O,X,O,X,X,X,X,X,X,X
LTJZSOI,O,X,O,X,X,X,X,X,X,X
LTJZOIS,X,O,O,X,X,X,X,X,X,X
LTJZOSI,X,O,O,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,X,O,X,X,O,X
LTJOIZS,X,O,X,X,X,O,X,X,O,X
LTJOSIZ,X,O,X,X,X,O,X,X,X,X
LTJOSZI,X,O,X,X,X,X,X,X,X,X
LTJOZIS,X,O,X,X,X,X,X,X,X,X
LTJOZSI,X,O,X,X,X,X,X,X,X,X
LTSIJZO,O,X,O,X,X,X,X,O,X,X
LTSIJOZ,O,X,X,X,X,X,X,O,X,X
LTSIZJO,X,X,O,X,X,X,X,O,X,X
LTSIZOJ,X,X,O,X,X,X,X,O,X,X
LTSIOJZ,O,X,X,X,X,X,X,O,X,X
LTSIOZJ,X,X,X,X,X,X,X,O,X,X
LTSJIZO,O,X,O,X,X,X,X,O,X,X
LTSJIOZ,O,X,X,X,X,X,X,O,X,X
LTSJZIO,O,X,O,X,X,X,X,O,X,X
LTSJZOI,O,X,O,X,X,X,X,O,X,X
LTSJOIZ,O,X,X,X,X,X,X,O,X,X
LTSJOZI,O,X,X,X,X,X,X,O,X,X
LTSZIJO,X,X,O,X,X,X,X,O,X,X
LTSZIOJ,X,X,O,X,X,X,X,O,X,X
LTSZJIO,X,X,O,X,X,X,X,O,X,X
LTSZJOI,X,X,O,X,X,X,X,O,X,X
LTSZOIJ,X,X,O,X,X,X,X,O,X,X
LTSZOJI,X,X,O,X,X,X,X,O,X,X
LTSOIJZ,O,X,X,X,X,X,X,O,X,X
LTSOIZJ,X,X,X,X,X,X,X,O,X,X
LTSOJIZ,O,X,X,X,X,X,X,O,X,X
LTSOJZI,O,X,X,X,X,X,X,O,X,X
LTSOZIJ,X,X,X,X,X,X,X,O,X,X
LTSOZJI,X,X,X,X,X,X,X,O,X,X
LTZIJSO,X,X,O,X,X,X,X,X,X,X
LTZIJOS,X,O,O,X,X,X,X,X,X,X
LTZISJO,X,X,O,X,X,X,X,O,X,X
LTZISOJ,X,X,O,X,X,X,X,O,X,X
LTZIOJS,X,O,O,X,X,X,X,X,X,X
LTZIOSJ,X,O,O,X,X,X,X,O,X,X
LTZJISO,X,X,O,X,X,X,X,X,X,X
LTZJIOS,X,O,O,X,X,X,X,X,X,X
LTZJSIO,X,X,O,X,X,X,X,X,X,X
LTZJSOI,X,X,O,X,X,X,X,X,X,X
LTZJOIS,X,O,O,X,X,X,X,X,X,X
LTZJOSI,X,O,O,X,X,X,X,X,X,X
LTZSIJO,X,X,O,X,X,X,X,O,X,X
LTZSIOJ,X,X,O,X,X,X,X,O,X,X
LTZSJIO,X,X,O,X,X,X,X,O,X,X
LTZSJOI,X,X,O,X,X,X,X,O,X,X
LTZSOIJ,X,X,O,X,X,X,X,O,X,X
LTZSOJI,X,X,O,X,X,X,X,O,X,X
LTZOIJS,X,O,O,X,X,X,X,X,X,X
LTZOISJ,X,O,O,X,X,X,X,O,X,X
LTZOJIS,X,O,O,X,X,X,X,X,X,X
LTZOJSI,X,O,O,X,X,X,X,X,X,X
LTZOSIJ,X,O,O,X,X,X,X,O,X,X
LTZOSJI,X,O,O,X,X,X,X,O,X,X
LTOIJSZ,X,O,X,X,X,O,X,X,O,X
LTOIJZS,X,O,X,X,X,O,X,X,O,X
LTOISJZ,X,O,X,X,X,O,X,O,O,X
LTOISZJ,X,O,X,X,X,O,X,O,O,X
LTOIZJS,X,O,X,X,X,O,X,X,O,X
LTOIZSJ,X,O,X,X,X,O,X,O,O,X
LTOJISZ,X,O,X,X,X,O,X,X,O,X
LTOJIZS,X,O,X,X,X,O,X,X,O,X
LTOJSIZ,X,O,X,X,X,O,X,X,X,X
LTOJSZI,X,O,X,X,X,X,X,X,X,X
LTOJZIS,X,O,X,X,X,X,X,X,X,X
LTOJZSI,X,O,X,X,X,X,X,X,X,X
LTOSIJZ,X,O,X,X,X,X,X,O,X,X
LTOSIZJ,X,O,X,X,X,X,X,O,X,X
LTOSJIZ,X,O,X,X,X,X,X,O,X,X
LTOSJZI,X,O,X,X,X,X,X,O,X,X
LTOSZIJ,X,O,X,X,X,X,X,O,X,X
LTOSZJI,X,O,X,X,X,X,X,O,X,X
LTOZIJS,X,O,X,X,X,X,X,X,X,X
LTOZISJ,X,O,X,X,X,X,X,O,X,X
LTOZJIS,X,O,X,X,X,X,X,X,X,X
LTOZJSI,X,O,X,X,X,X,X,X,X,X
LTOZSIJ,X,O,X,X,X,X,X,O,X,X
LTOZSJI,X,O,X,X,X,X,X,O,X,X
LITJSZO,O,X,O,X,O,O,X,X,O,X
LITJSOZ,O,X,X,X,O,O,X,X,O,O
LITJZSO,O,X,O,X,O,O,X,X,O,X
LITJZOS,X,O,O,X,O,O,X,X,O,X
LITJOSZ,X,O,X,X,O,O,X,X,O,O
LITJOZS,X,O,X,X,O,O,X,X,O,O
LITSJZO,O,X,O,X,O,O,X,O,O,X
LITSJOZ,O,X,X,X,O,O,X,O,O,O
LITSZJO,X,X,O,X,X,O,X,O,O,X
LITSZOJ,X,X,O,X,X,O,X,O,O,X
LITSOJZ,O,X,X,X,O,O,X,O,O,X
LITSOZJ,X,X,X,X,X,O,X,O,O,X
LITZJSO,X,X,O,X,X,O,X,X,O,X
LITZJOS,X,O,O,X,X,O,X,X,O,X
LITZSJO,X,X,O,X,X,O,X,O,O,X
LITZSOJ,X,X,O,X,X,O,X,O,O,X
LITZOJS,X,O,O,X,X,O,X,X,O,X
LITZOSJ,X,O,O,X,X,O,X,O,O,X
LITOJSZ,X,O,X,X,O,O,X,X,O,X
LITOJZS,X,O,X,X,O,O,X,X,O,X
LITOSJZ,X,O,X,X,O,O,X,O,O,X
LITOSZJ,X,O,X,X,X,O,X,O,O,X
LITOZJS,X,O,X,X,X,O,X,X,O,X
LITOZSJ,X,O,X,X,X,O,X,O,O,X
LIJTSZO,O,X,O,X,O,O,X,X,O,X
LIJTSOZ,O,X,X,X,O,O,X,X,O,O
LIJTZSO,O,X,O,X,O,O,X,X,O,X
LIJTZOS,X,O,O,X,O,O,X,X,O,X
LIJTOSZ,X,O,X,X,O,O,X,X,O,O
LIJTOZS,X,O,X,X,O,O,X,X,O,O
LIJSTZO,O,X,O,X,O,O,X,O,O,X
LIJSTOZ,O,X,X,X,O,O,X,O,O,O
LIJSZTO,O,X,O,X,O,O,X,O,O,X
LIJSZOT,O,O,O,O,O,O,X,O,O,O
LIJSOTZ,O,O,X,O,O,O,X,O,O,O
LIJSOZT,O,O,O,O,O,O,X,O,O,O
LIJZTSO,O,X,O,X,O,O,X,X,O,X
LIJZTOS,X,O,O,X,O,O,X,X,O,X
LIJZSTO,O,X,O,X,O,O,X,O,O,X
LIJZSOT,O,O,O,O,O,O,X,O,O,O
LIJZOTS,X,O,O,O,O,O,X,X,O,O
LIJZOST,O,O,O,O,O,O,X,O,O,O
LIJOTSZ,X,O,X,O,O,O,X,X,O,O
LIJOTZS,X,O,X,O,O,O,X,X,O,O
LIJOSTZ,O,O,X,O,O,O,X,O,O,O
LIJOSZT,O,O,O,O,O,O,X,O,O,O
LIJOZTS,X,O,O,O,O,O,X,X,O,O
LIJOZST,O,O,O,O,O,O,X,O,O,O
LISTJZO,O,X,O,X,O,O,X,O,O,X
LISTJOZ,O,X,X,X,O,O,X,O,O,O
LISTZJO,X,X,O,X,X,O,X,O,O,X
LISTZOJ,X,X,O,X,X,O,X,O,O,X
LISTOJZ,O,X,X,X,O,O,X,O,O,X
LISTOZJ,X,X,X,X,X,O,X,O,O,X
LISJTZO,O,X,O,X,O,O,X,O,O,X
LISJTOZ,O,X,X,X,O,O,X,O,O,O
LISJZTO,O,X,O,X,O,O,X,O,O,X
LISJZOT,O,O,O,O,O,O,X,O,O,O
LISJOTZ,O,O,X,O,O,O,X,O,O,O
LISJOZT,O,O,O,O,O,O,X,O,O,O
LISZTJO,X,X,O,X,X,O,X,O,O,X
LISZTOJ,X,X,O,X,X,O,X,O,O,X
LISZJTO,O,X,O,X,O,O,X,O,O,X
LISZJOT,O,O,O,X,O,O,X,O,O,O
LISZOTJ,X,O,O,X,X,O,X,O,O,X
LISZOJT,O,O,O,X,O,O,X,O,O,X
LISOTJZ,O,O,X,O,O,O,X,O,O,X
LISOTZJ,X,O,X,X,X,O,X,O,O,X
LISOJTZ,O,O,X,O,O,O,X,O,O,O
LISOJZT,O,O,O,O,O,O,X,O,O,O
LISOZTJ,X,O,O,X,X,O,X,O,O,X
LISOZJT,O,O,O,O,O,O,X,O,O,X
LIZTJSO,X,X,O,X,X,O,X,X,O,X
LIZTJOS,X,O,O,X,X,O,X,X,O,X
LIZTSJO,X,X,O,X,X,O,X,O,O,X
LIZTSOJ,X,X,O,X,X,O,X,O,O,X
LIZTOJS,X,O,O,X,X,O,X,X,O,X
LIZTOSJ,X,O,O,X,X,O,X,O,O,X
LIZJTSO,O,X,O,X,O,O,X,X,O,X
LIZJTOS,X,O,O,X,O,O,X,X,O,X
LIZJSTO,O,X,O,X,O,O,X,O,O,X
LIZJSOT,O,O,O,X,O,O,X,O,O,O
LIZJOTS,X,O,O,X,O,O,X,X,O,O
LIZJOST,O,O,O,X,O,O,X,O,O,O
LIZSTJO,X,X,O,X,X,O,X,O,O,X
LIZSTOJ,X,X,O,X,X,O,X,O,O,X
LIZSJTO,O,X,O,X,O,O,X,O,O,X
LIZSJOT,O,O,O,X,O,O,X,O,O,O
LIZSOTJ,X,O,O,X,X,O,X,O,O,X
LIZSOJT,O,O,O,X,O,O,X,O,O,X
LIZOTJS,X,O,O,X,X,O,X,X,O,X
LIZOTSJ,X,O,O,X,X,O,X,O,O,X
LIZOJTS,X,O,O,X,O,O,X,X,O,X
LIZOJST,X,O,O,X,O,O,X,O,O,X
LIZOSTJ,X,O,O,X,X,O,X,O,O,X
LIZOSJT,X,O,O,X,O,O,X,O,O,X
LIOTJSZ,X,O,X,O,O,O,X,X,O,X
LIOTJZS,X,O,X,O,O,O,X,X,O,X
LIOTSJZ,X,O,X,O,O,O,X,O,O,X
LIOTSZJ,X,O,X,X,X,O,X,O,O,X
LIOTZJS,X,O,X,X,X,O,X,X,O,X
LIOTZSJ,X,O,X,X,X,O,X,O,O,X
LIOJTSZ,X,O,X,O,O,O,X,X,O,O
LIOJTZS,X,O,X,O,O,O,X,X,O,O
LIOJSTZ,O,O,X,O,O,O,X,O,O,O
LIOJSZT,O,O,O,O,O,O,X,O,O,O
LIOJZTS,X,O,O,O,O,O,X,X,O,O
LIOJZST,O,O,O,O,O,O,X,O,O,O
LIOSTJZ,O,O,X,O,O,O,X,O,O,X
LIOSTZJ,X,O,X,X,X,O,X,O,O,X
LIOSJTZ,O,O,X,O,O,O,X,O,O,O
LIOSJZT,O,O,O,O,O,O,X,O,O,O
LIOSZTJ,X,O,O,X,X,O,X,O,O,X
LIOSZJT,O,O,O,O,O,O,X,O,O,X
LIOZTJS,X,O,O,X,X,O,X,X,O,X
LIOZTSJ,X,O,O,X,X,O,X,O,O,X
LIOZJTS,X,O,O,O,O,O,X,X,O,X
LIOZJST,X,O,O,O,O,O,X,O,O,X
LIOZSTJ,X,O,O,X,X,O,X,O,O,X
LIOZSJT,X,O,O,O,O,O,X,O,O,X
LJTISZO,O,X,O,X,X,O,X,X,O,X
LJTISOZ,O,X,X,X,X,O,X,X,O,X
LJTIZSO,O,X,O,X,X,O,X,X,O,X
LJTIZOS,X,O,O,X,X,O,X,X,O,X
LJTIOSZ,X,O,X,X,X,O,X,X,O,X
LJTIOZS,X,O,X,X,X,O,X,X,O,X
LJTSIZO,O,X,O,X,X,O,X,X,X,X
LJTSIOZ,O,X,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,X,X,X,X,X,X,X
LJTSZOI,O,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,X,X,X,X,O,X,X,X,X
LJTSOZI,O,X,X,X,X,X,X,X,X,X
LJTZISO,O,X,O,X,X,X,X,X,X,X
LJTZIOS,X,O,O,X,X,X,X,X,X,X
LJTZSIO,O,X,O,X,X,X,X,X,X,X
LJTZSOI,O,X,O,X,X,X,X,X,X,X
LJTZOIS,X,O,O,X,X,X,X,X,X,X
LJTZOSI,X,O,O,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,O,X,X,O,X
LJTOIZS,X,O,X,X,X,O,X,X,O,X
LJTOSIZ,X,O,X,X,X,O,X,X,X,X
LJTOSZI,X,O,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X,X
LJITSZO,O,X,O,X,O,O,X,X,O,X
LJITSOZ,O,X,X,X,O,O,X,X,O,O
LJITZSO,O,X,O,X,O,O,X,X,O,X
LJITZOS,X,O,O,X,O,O,X,X,O,X
LJITOSZ,X,O,X,X,O,O,X,X,O,O
LJITOZS,X,O,X,X,O,O,X,X,O,O
LJISTZO,O,X,O,X,O,O,X,O,O,X
LJISTOZ,O,X,X,X,O,O,X,O,O,O
LJISZTO,O,X,O,X,O,O,X,O,O,X
LJISZOT,O,O,O,O,O,O,X,O,O,O
LJISOTZ,O,O,X,O,O,O,X,O,O,O
LJISOZT,O,O,O,O,O,O,X,O,O,O
LJIZTSO,O,X,O,X,O,O,X,X,O,X
LJIZTOS,X,O,O,X,O,O,X,X,O,X
LJIZSTO,O,X,O,X,O,O,X,O,O,X
LJIZSOT,O,O,O,O,O,O,X,O,O,O
LJIZOTS,X,O,O,O,O,O,X,X,O,O
LJIZOST,O,O,O,O,O,O,X,O,O,O
LJIOTSZ,X,O,X,O,O,O,X,X,O,O
LJIOTZS,X,O,X,O,O,O,X,X,O,O
LJIOSTZ,O,O,X,O,O,O,X,O,O,O
LJIOSZT,O,O,O,O,O,O,X,O,O,O
LJIOZTS,X,O,O,O,O,O,X,X,O,O
LJIOZST,O,O,O,O,O,O,X,O,O,O
LJSTIZO,O,X,O,X,X,O,X,O,X,X
LJSTIOZ,O,X,X,X,X,O,X,O,X,X
LJSTZIO,O,X,O,X,X,X,X,O,X,X
LJSTZOI,O,X,O,X,X,X,X,O,X,X
LJSTOIZ,O,X,X,X,X,O,X,O,X,X
LJSTOZI,O,X,X,X,X,X,X,O,X,X
LJSITZO,O,X,O,X,X,O,X,O,O,X
LJSITOZ,O,X,X,X,X,O,X,O,O,X
LJSIZTO,O,X,O,X,X,O,X,O,O,X
LJSIZOT,O,O,O,O,X,O,X,O,O,X
LJSIOTZ,O,O,X,O,X,O,X,O,O,X
LJSIOZT,O,O,O,O,X,O,X,O,O,X
LJSZTIO,O,X,O,X,X,X,X,O,X,X
LJSZTOI,O,X,O,X,X,X,X,O,X,X
LJSZITO,O,X,O,X,X,O,X,O,X,X
LJSZIOT,O,O,O,O,X,O,X,O,X,X
LJSZOTI,O,O,O,X,X,X,X,O,X,X
LJSZOIT,O,O,O,X,X,O,X,O,X,X
LJSOTIZ,O,O,X,X,X,O,X,O,X,X
LJSOTZI,O,O,X,X,X,X,X,O,X,X
LJSOITZ,O,O,X,X,X,O,X,O,O,X
LJSOIZT,O,O,O,X,X,O,X,O,O,X
LJSOZTI,O,O,O,X,X,X,X,O,X,X
LJSOZIT,O,O,O,X,X,O,X,O,X,X
LJZTISO,O,X,O,X,X,X,X,X,X,X
LJZTIOS,X,O,O,X,X,X,X,X,X,X
LJZTSIO,O,X,O,X,X,X,X,X,X,X
LJZTSOI,O,X,O,X,X,X,X,X,X,X
LJZTOIS,X,O,O,X,X,X,X,X,X,X
LJZTOSI,X,O,O,X,X,X,X,X,X,X
LJZITSO,O,X,O,X,O,O,X,X,O,X
LJZITOS,X,O,O,X,O,O,X,X,O,X
LJZISTO,O,X,O,X,O,O,X,O,O,X
LJZISOT,O,O,O,O,O,O,X,O,O,X
LJZIOTS,X,O,O,O,O,O,X,X,O,X
LJZIOST,O,O,O,O,O,O,X,O,O,X
LJZSTIO,O,X,O,X,X,X,X,O,X,X
LJZSTOI,O,X,O,X,X,X,X,O,X,X
LJZSITO,O,X,O,X,X,O,X,O,X,X
LJZSIOT,O,O,O,O,X,O,X,O,X,X
LJZSOTI,O,O,O,X,X,X,X,O,X,X
LJZSOIT,O,O,O,X,X,O,O,O,X,X
LJZOTIS,X,O,O,X,X,X,X,X,X,X
LJZOTSI,X,O,O,X,X,X,X,X,X,X
LJZOITS,X,O,O,X,X,O,O,X,O,O
LJZOIST,O,O,O,X,X,O,O,O,O,O
LJZOSTI,O,O,O,X,X,X,X,O,X,X
LJZOSIT,O,O,O,X,X,O,O,O,X,X
LJOTISZ,X,O,X,X,X,O,X,X,O,X
LJOTIZS,X,O,X,X,X,O,X,X,O,X
LJOTSIZ,X,O,X,X,X,O,X,X,X,X
LJOTSZI,X,O,X,X,X,X,X,X,X,X
LJOTZIS,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,O,X,X,O,O
LJOITZS,X,O,X,X,X,O,X,X,O,O
LJOISTZ,O,O,X,X,X,O,X,O,O,O
LJOISZT,O,O,O,X,X,O,X,O,O,O
LJOIZTS,X,O,O,X,X,O,O,X,O,O
LJOIZST,O,O,O,X,X,O,O,O,O,O
LJOSTIZ,O,O,X,X,X,O,X,O,X,X
LJOSTZI,O,O,X,X,X,X,X,O,X,X
LJOSITZ,O,O,X,X,X,O,X,O,O,X
LJOSIZT,O,O,O,X,X,O,X,O,O,X
LJOSZTI,O,O,O,X,X,X,X,O,X,X
LJOSZIT,O,O,O,X,X,O,X,O,X,X
LJOZTIS,X,O,O,X,X,X,X,X,X,X
LJOZTSI,X,O,O,X,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,O,O,X,O,O
LJOZIST,O,O,O,X,X,O,O,O,O,O
LJOZSTI,O,O,O,X,X,X,X,O,X,X
LJOZSIT,O,O,O,X,X,O,O,O,X,X
LSTIJZO,O,X,O,X,X,X,X,O,X,X
LSTIJOZ,O,X,X,X,X,X,X,O,X,X
LSTIZJO,X,X,O,X,X,X,X,O,X,X
LSTIZOJ,X,X,O,X,X,X,X,O,X,X
LSTIOJZ,O,X,X,X,X,X,X,O,X,X
LSTIOZJ,X,X,X,X,X,X,X,O,X,X
LSTJIZO,O,X,O,X,X,X,X,O,X,X
LSTJIOZ,O,X,X,X,X,X,X,O,X,X
LSTJZIO,O,X,O,X,X,X,X,O,X,X
LSTJZOI,O,X,O,X,X,X,X,O,X,X
LSTJOIZ,O,X,X,X,X,X,X,O,X,X
LSTJOZI,O,X,X,X,X,X,X,O,X,X
LSTZIJO,X,X,O,X,X,X,X,O,X,X
LSTZIOJ,X,X,O,X,X,X,X,O,X,X
LSTZJIO,X,X,O,X,X,X,X,O,X,X
LSTZJOI,X,X,O,X,X,X,X,O,X,X
LSTZOIJ,X,X,O,X,X,X,X,O,X,X
LSTZOJI,X,X,O,X,X,X,X,O,X,X
LSTOIJZ,O,X,X,X,X,X,X,O,X,X
LSTOIZJ,X,X,X,X,X,X,X,O,X,X
LSTOJIZ,O,X,X,X,X,X,X,O,X,X
LSTOJZI,O,X,X,X,X,X,X,O,X,X
LSTOZIJ,X,X,X,X,X,X,X,O,X,X
LSTOZJI,X,X,X,X,X,X,X,O,X,X
LSITJZO,O,X,O,X,X,O,X,O,O,X
LSITJOZ,O,X,X,X,X,O,X,O,O,X
LSITZJO,X,X,O,X,X,O,X,O,O,X
LSITZOJ,X,X,O,X,X,O,X,O,O,X
LSITOJZ,O,X,X,X,X,O,X,O,O,X
LSITOZJ,X,X,X,X,X,O,X,O,O,X
LSIJTZO,O,X,O,X,X,O,X,O,O,X
LSIJTOZ,O,X,X,X,X,O,X,O,O,X
LSIJZTO,O,X,O,X,X,O,X,O,O,X
LSIJZOT,O,O,O,O,X,O,X,O,O,X
LSIJOTZ,O,O,X,O,X,O,X,O,O,X
LSIJOZT,O,O,O,O,X,O,X,O,O,X
LSIZTJO,X,X,O,X,X,O,X,O,O,X
LSIZTOJ,X,X,O,X,X,O,X,O,O,X
LSIZJTO,O,X,O,X,X,O,X,O,O,X
LSIZJOT,O,O,O,X,X,O,X,O,O,X
LSIZOTJ,X,O,O,X,X,O,X,O,O,X
LSIZOJT,O,O,O,X,X,O,X,O,O,X
LSIOTJZ,O,O,X,O,X,O,X,O,O,X
LSIOTZJ,X,O,X,X,X,O,X,O,O,X
LSIOJTZ,O,O,X,O,X,O,X,O,O,X
LSIOJZT,O,O,O,O,X,O,X,O,O,X
LSIOZTJ,X,O,O,X,X,O,X,O,O,X
LSIOZJT,O,O,O,O,X,O,X,O,O,X
LSJTIZO,O,X,O,X,X,O,X,O,X,X
LSJTIOZ,O,X,X,X,X,O,X,O,X,X
LSJTZIO,O,X,O,X,X,X,X,O,X,X
LSJTZOI,O,X,O,X,X,X,X,O,X,X
LSJTOIZ,O,X,X,X,X,O,X,O,X,X
LSJTOZI,O,X,X,X,X,X,X,O,X,X
LSJITZO,O,X,O,X,X,O,X,O,O,X
LSJITOZ,O,X,X,X,X,O,X,O,O,X
LSJIZTO,O,X,O,X,X,O,X,O,O,X
LSJIZOT,O,O,O,O,X,O,X,O,O,X
LSJIOTZ,O,O,X,O,X,O,X,O,O,X
LSJIOZT,O,O,O,O,X,O,X,O,O,X
LSJZTIO,O,X,O,X,X,X,X,O,X,X
LSJZTOI,O,X,O,X,X,X,X,O,X,X
LSJZITO,O,X,O,X,X,O,X,O,X,X
LSJZIOT,O,O,O,O,X,O,X,O,X,X
LSJZOTI,O,O,O,X,X,X,X,O,X,X
LSJZOIT,O,O,O,X,X,O,X,O,X,X
LSJOTIZ,O,O,X,X,X,O,X,O,X,X
LSJOTZI,O,O,X,X,X,X,X,O,X,X
LSJOITZ,O,O,X,X,X,O,X,O,O,X
LSJOIZT,O,O,O,X,X,O,X,O,O,X
LSJOZTI,O,O,O,X,X,X,X,O,X,X
LSJOZIT,O,O,O,X,X,O,X,O,X,X
LSZTIJO,X,X,O,X,X,X,X,O,X,X
LSZTIOJ,X,X,O,X,X,X,X,O,X,X
LSZTJIO,X,X,O,X,X,X,X,O,X,X
LSZTJOI,X,X,O,X,X,X,X,O,X,X
LSZTOIJ,X,X,O,X,X,X,X,O,X,X
LSZTOJI,X,X,O,X,X,X,X,O,X,X
LSZITJO,X,X,O,X,X,X,X,O,X,X
LSZITOJ,X,X,O,X,X,X,X,O,X,X
LSZIJTO,O,X,O,X,X,X,X,O,X,X
LSZIJOT,O,O,O,X,X,X,X,O,X,X
LSZIOTJ,X,O,O,X,X,X,X,O,X,X
LSZIOJT,O,O,O,X,X,X,X,O,X,X
LSZJTIO,O,X,O,X,X,X,X,O,X,X
