sequence,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBCeBT?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEmcBfjB6jBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBGeB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEicBzdB+jB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEOhB8hBfjB6?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEKhBzcBGeBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBSjB3hBU?jBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhE2hBCeBTjB3?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEyhBGeBUjBT?hBFrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhECeBTjBXmB8?mBOrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzdB+jBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEGeBUjBXmBl?mBirB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBGeB/mBU?jBdrB,v115@9gD8FeD8BeB8BeC8CeH8AeE8Jex6IvhEzcBSjB/mBU?jBdrB
TJSOILZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJSOIZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJSOLIZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJSOLZI,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJSOZIL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJSOZLI,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJZILSO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TJZILOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TJZISLO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TJZISOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZIOSL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TJZLIOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TJZLSIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TJZLSOI,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TJZLOIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TJZLOSI,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TJZSILO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TJZSIOL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TJZSLOI,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TJZSOIL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TJZOILS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZOISL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZOLIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZOLSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TJZOSIL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TJOILSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TJOILZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TJOISLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJOISZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOIZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOIZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOLISZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TJOLIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TJOLSIZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TJOLSZI,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TJOLZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TJOLZSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TJOSILZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJOSIZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOSLIZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJOSLZI,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TJOSZIL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOSZLI,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TJOZILS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOZISL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZLIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOZLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TJOZSIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSILJZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSILJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSILZJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TSILZOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSILOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSILOZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSIJLZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSIJLOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSIJZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSIJZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TSIJOLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSIJOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSIZLJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSIZLOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSIZJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSIZJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TSIZOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSIZOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSIOLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSIOLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSIOJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSIOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSIOZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSLIJZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSLIJOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLIZJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TSLIZOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLIOJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLJIZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSLJIOZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLJZIO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSLJZOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSLJOIZ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLJOZI,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TSLZIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,O,X,X,O,X,X,X,X,X
TSLZJOI,X,X,O,O,O,O,X,X,O,X,X,X,X,X
TSLZOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLZOJI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLOIJZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLOJIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOJZI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLOZIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,O
TSLOZJI,X,O,O,X,O,O,X,X,X,X,X,X,X,O
TSJILZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSJILOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJIZLO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJIZOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TSJIOLZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSJIOZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSJLIZO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSJLIOZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJLZIO,X,O,O,O,O,X,O,X,X,X,X,X,X,X
TSJLZOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X
TSJLOIZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJLOZI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJZILO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZIOL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TSJZLIO,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TSJZLOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X
TSJZOIL,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TSJZOLI,X,X,O,O,O,X,X,X,X,X,O,X,X,X
TSJOILZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSJOIZL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSJOLIZ,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSJOLZI,X,O,X,O,X,X,X,O,X,X,O,X,X,X
TSJOZIL,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSJOZLI,X,O,X,O,X,X,X,X,X,X,O,X,X,X
TSZILJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZILOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZIJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZIJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TSZIOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSZIOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSZLIJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZLIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZLJOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
TSZLOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZLOJI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZJIOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TSZJLIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TSZJLOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
TSZJOIL,O,X,O,O,O,X,X,X,X,X,X,O,O,X
TSZJOLI,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TSZOILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TSZOIJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TSZOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,O,X,X,X,X,X,X,O,O,X
TSZOJLI,O,O,O,X,O,O,X,X,X,X,X,O,O,X
TSOILJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOILZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSOIJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSOIZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSOLIJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOLIZJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSOLJIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOLJZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOLZIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,O
TSOLZJI,O,O,O,X,O,O,X,X,X,O,X,X,X,O
TSOJILZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOJIZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOJLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TSOJZIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOJZLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSOZIJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TSOZLIJ,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSOZLJI,O,O,O,X,O,O,X,X,X,O,X,X,X,X
TSOZJIL,O,O,O,X,O,X,X,X,X,O,X,X,O,X
TSOZJLI,O,O,O,X,O,O,X,X,X,O,X,X,O,X
TZILJSO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZILJOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZILSJO,O,X,O,X,O,O,X,X,O,X,X,X,X,X
TZILSOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZILOJS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZILOSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIJLSO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZIJLOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZIJSLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZIJSOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZIJOLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZIJOSL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZISLJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZISLOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZISJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZISJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZISOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZISOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZIOLJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZIOLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZIOJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZIOJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZIOSLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZIOSJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZLIJSO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZLIJOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZLISJO,O,X,O,X,O,O,X,X,O,X,X,X,X,X
TZLISOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLIOJS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZLIOSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLJISO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZLJIOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZLJSIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZLJSOI,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TZLJOIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZLJOSI,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZLSIJO,O,X,O,X,O,O,X,X,O,X,X,X,X,X
TZLSIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLSJIO,O,X,O,X,O,O,X,X,O,X,X,X,X,X
TZLSJOI,X,X,O,X,O,O,X,X,O,X,X,X,X,X
TZLSOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLSOJI,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TZLOIJS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZLOISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLOJIS,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZLOJSI,O,X,X,X,X,O,X,X,O,X,X,X,X,X
TZLOSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLOSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZJILSO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZJILOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZJISLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZJISOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZJIOLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJIOSL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJLISO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZJLIOS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZJLSIO,O,X,O,X,O,O,O,X,O,X,X,X,X,X
TZJLSOI,X,X,O,X,O,O,O,X,O,X,X,X,X,X
TZJLOIS,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZJLOSI,O,X,X,X,X,O,O,X,O,X,X,X,X,X
TZJSILO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZJSIOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZJSLIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZJSLOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
TZJSOIL,O,X,O,O,O,X,X,X,X,X,X,O,O,X
TZJSOLI,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TZJOILS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJOISL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJOLIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJOLSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZJOSIL,O,X,O,O,O,X,X,X,X,X,X,X,X,X
TZJOSLI,O,X,O,O,O,O,X,X,X,X,X,X,X,X
TZSILJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSILOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSIJLO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSIJOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZSIOLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZSIOJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZSLIJO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSLIOJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSLJOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
TZSLOIJ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSLOJI,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSJIOL,O,X,O,O,O,X,X,X,X,X,X,O,X,X
TZSJLIO,O,O,O,O,O,O,X,X,O,X,X,O,X,X
TZSJLOI,X,X,O,O,O,O,X,X,O,X,X,O,X,X
TZSJOIL,O,X,O,O,O,X,X,X,X,X,X,O,O,X
TZSJOLI,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TZSOILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZSOIJL,O,O,O,X,O,X,X,X,X,X,X,O,X,X
TZSOLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSOLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,X,O,X,X,X,X,X,X,O,O,X
TZSOJLI,O,O,O,X,O,O,X,X,X,X,X,O,O,X
TZOILJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOILSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOIJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOIJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOISLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOISJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOLIJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOLISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOLJIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOLJSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOLSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOLSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZOJILS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOJISL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOJLIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOJLSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TZOJSIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOJSLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZOSILJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOSIJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOSLIJ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZOSLJI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZOSJIL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TZOSJLI,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TOILJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOILJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOILSJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOILSZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOILZJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOILZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOIJLSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOIJLZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TOIJSLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOIJSZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOIJZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOIJZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOISLJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOISLZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOISJLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOISJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOISZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOISZJL,O,O,O,X,O,X,X,X,X,O,X,X,X,X
TOIZLJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOIZLSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOIZJLS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOIZJSL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOIZSLJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOIZSJL,O,O,O,X,O,X,X,X,X,X,X,X,X,X
TOLIJSZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOLIJZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOLISJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLISZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOLIZJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOLIZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLJISZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOLJIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOLJSIZ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOLJSZI,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TOLJZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOLJZSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOLSIJZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLSIZJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOLSJIZ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLSJZI,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TOLSZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOLSZJI,O,O,X,X,X,O,X,X,X,O,X,X,X,X
TOLZIJS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOLZISJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLZJIS,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOLZJSI,O,X,X,X,X,O,X,O,O,X,X,X,X,X
TOLZSIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLZSJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOJILSZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOJILZS,O,X,X,X,X,X,O,O,X,X,X,X,X,X
TOJISLZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOJISZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJIZLS,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJIZSL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJLISZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOJLIZS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOJLSIZ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOJLSZI,X,O,X,O,X,X,O,O,X,X,X,X,X,X
TOJLZIS,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOJLZSI,O,X,X,X,X,O,O,O,X,X,X,X,X,X
TOJSILZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOJSIZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJSLIZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOJSLZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOJSZIL,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJSZLI,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJZILS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOJZISL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJZLIS,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOJZLSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TOJZSIL,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TOJZSLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TOSILJZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
TOSILZJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
