sequence,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEWhBxcBzfBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBGdB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBGdBigBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBciBzfBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhEzbBCdB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBzbBuhBc?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhERbBuhBciBi?gBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Je//IvhEagBRcBciBG?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhEygBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEegBCcBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhECcB0fBxhBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem7IvhESiBxfB0fBz?hBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jey/IvhEzbBWiB0fBX?iBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhETdB0fBfnBm?lB6rB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhEciBzfB5mBf?rBmrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8JeT6IvhEXgBxhBCiB8?rBmqB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jem6IvhExcB0fBzmBf?mBCsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jex6IvhESiB0fBzmBm?lBlrB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhElcBzfBurBf?rBcsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhExcBzfBurBf?rBFsB,v115@7gB8HeC8BeB8BeG8CeH8AeD8Jei6IvhERcBzfBurBc?sBFrB
TLJZSIO,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLJZSOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLJZOIS,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TLJZOSI,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLJOISZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLJOIZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLJOSIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLJOSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLJOZIS,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TLJOZSI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLSIJZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLSIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLSIZJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TLSIZOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSJIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TLSJIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TLSJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLSJZOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLSJOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLSJOZI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSZIJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZJIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLSZJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSZOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSOJZI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TLSOZIJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZIJOS,X,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TLZISJO,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZISOJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIOJS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZIOSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZJISO,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TLZJIOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TLZJSIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZJSOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TLZJOSI,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLZSIJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZSIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZSJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLZOISJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOJIS,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TLZOJSI,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLZOSIJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSJI,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOIJZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOISJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOISZJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOIZJS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TLOIZSJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJISZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOJIZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TLOJSIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TLOJSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOJZIS,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TLOJZSI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOSIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOSJZI,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TLOSZIJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TLOZISJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZJIS,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TLOZJSI,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZSIJ,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSJI,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJILSOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJILZSO,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJILZOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJILOSZ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJILOZS,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJISLZO,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJISLOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJISZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJISOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,O,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJIZLOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJIZSLO,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOLSZ,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJIOLZS,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJIOSLZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOZLS,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJIOZSL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLISZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLISOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLIZSO,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TJLIZOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLIOSZ,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLIOZS,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLSIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJLSZIO,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLSOZI,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLZISO,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJLZIOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJLZSIO,O,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJLZOSI,X,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLOIZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJLOSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLOZIS,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLOZSI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJSILZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSILOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSIZLO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIZOL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSIOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSLZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJSLOZI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZILO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSOIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TJSOLZI,O,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSOZIL,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJZILOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZISLO,X,O,X,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZISOL,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZIOSL,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLISO,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X
TJZLIOS,O,O,X,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
TJZLSIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJZLOSI,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSIOL,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TJZSLOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TJZOISL,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOLIS,O,O,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X
TJZOLSI,O,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZOSIL,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
TJOILZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
TJOISLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TJOISZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOIZLS,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
TJOIZSL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOLISZ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
TJOLIZS,O,O,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
TJOLSIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TJOLSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O
TJOLZIS,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TJOLZSI,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O
TJOSILZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
TJOSIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOSLIZ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
TJOSLZI,O,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O,O,O
TJOSZIL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJOSZLI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJOZILS,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJOZISL,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOZLIS,O,O,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TJOZLSI,O,O,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O
TJOZSIL,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TJOZSLI,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O
TSILJZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILJOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSILZJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIJZLO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIJOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJLO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJOL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOJL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOLZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSIOZJL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIJOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLIZJO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLJZIO,O,O,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
TSLJOZI,O,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLZIJO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJIO,O,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
TSLZJOI,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZOJI,X,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLOJZI,O,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLOZIJ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJILOZ,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIZOL,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJIOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLIOZ,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
