sequence,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhETXB8hBCgB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKVB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZwIvhEKbB8hBTfB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZyIvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhEKfBzaB8hB+?oBXlB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Jef3IvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je/wIvhEZaB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8JeZ6IvhE3XB8hBqkBT?gB+oB,v115@BhA8IeA8EeA8BeD8CeG8AeB8Je52IvhETXBKfB8hB+?oBXlB
LOTJIZS,X,O,X,X,X,O,O,O,X
LOTJSIZ,X,O,X,X,X,O,X,O,O
LOTJSZI,X,O,X,X,X,O,X,O,O
LOTJZIS,X,O,X,X,X,O,O,O,X
LOTJZSI,X,O,X,X,X,O,X,O,O
LOTSIJZ,X,O,X,X,X,O,X,O,O
LOTSIZJ,X,O,X,X,X,O,X,O,O
LOTSJIZ,X,O,X,X,X,O,X,O,O
LOTSJZI,X,O,X,X,X,O,X,O,O
LOTSZIJ,X,O,X,X,X,O,X,O,O
LOTSZJI,X,O,X,X,X,O,X,O,O
LOTZIJS,X,O,X,X,X,O,O,O,X
LOTZISJ,X,O,X,X,X,O,O,O,X
LOTZJIS,X,O,X,X,X,O,O,O,X
LOTZJSI,X,O,X,X,X,O,X,O,O
LOTZSIJ,X,O,X,X,X,O,X,O,O
LOTZSJI,X,O,X,X,X,O,X,O,O
LOITJSZ,X,O,X,X,X,O,O,O,X
LOITJZS,X,O,X,X,X,O,O,O,X
LOITSJZ,X,O,X,X,X,O,O,O,X
LOITSZJ,X,O,X,X,X,O,O,O,X
LOITZJS,X,O,X,X,X,O,O,O,X
LOITZSJ,X,O,X,X,X,O,O,O,X
LOIJTSZ,X,O,X,X,X,O,O,O,X
LOIJTZS,X,O,X,X,X,O,O,O,X
LOIJSTZ,O,O,O,O,X,O,O,O,O
LOIJSZT,O,O,O,O,X,O,O,O,O
LOIJZTS,X,O,X,X,X,O,O,O,X
LOIJZST,O,O,O,O,X,O,O,O,O
LOISTJZ,O,O,O,O,X,O,O,O,O
LOISTZJ,O,O,O,O,X,O,O,O,O
LOISJTZ,O,O,O,O,X,O,O,O,O
LOISJZT,O,O,O,O,X,O,O,O,O
LOISZTJ,O,O,O,O,X,O,O,O,O
LOISZJT,O,O,O,O,X,O,O,O,O
LOIZTJS,X,O,X,X,X,O,O,O,X
LOIZTSJ,X,O,X,X,X,O,O,O,X
LOIZJTS,X,O,X,X,X,O,O,O,X
LOIZJST,O,O,O,O,X,O,O,O,O
LOIZSTJ,O,O,O,O,X,O,O,O,O
LOIZSJT,O,O,O,O,X,O,O,O,O
LOJTISZ,X,O,X,X,X,O,O,O,X
LOJTIZS,X,O,X,X,X,O,O,O,X
LOJTSIZ,X,O,X,X,X,O,X,O,O
LOJTSZI,X,O,X,X,X,O,X,O,O
LOJTZIS,X,O,X,X,X,O,O,O,X
LOJTZSI,X,O,X,X,X,O,X,O,O
LOJITSZ,X,O,X,X,X,O,O,O,X
LOJITZS,X,O,X,X,X,O,O,O,X
LOJISTZ,O,O,O,O,X,O,O,O,O
LOJISZT,O,O,O,O,X,O,O,O,O
LOJIZTS,X,O,X,X,X,O,O,O,X
LOJIZST,O,O,O,O,X,O,O,O,O
LOJSTIZ,O,O,O,O,O,O,X,O,O
LOJSTZI,O,O,O,O,O,O,X,O,O
LOJSITZ,O,O,O,O,O,O,O,O,O
LOJSIZT,O,O,O,O,O,O,O,O,O
LOJSZTI,O,O,O,O,O,O,X,O,O
LOJSZIT,O,O,O,O,O,O,O,O,O
LOJZTIS,X,O,X,X,X,O,O,O,X
LOJZTSI,X,O,X,X,X,O,X,O,O
LOJZITS,X,O,X,X,X,O,O,O,X
LOJZIST,O,O,O,O,X,O,O,O,O
LOJZSTI,O,O,O,O,O,O,X,O,O
LOJZSIT,O,O,O,O,O,O,O,O,O
LOSTIJZ,O,O,O,O,O,O,X,O,O
LOSTIZJ,O,O,O,O,O,O,X,O,O
LOSTJIZ,O,O,O,O,O,O,X,O,O
LOSTJZI,O,O,O,O,O,O,X,O,O
LOSTZIJ,O,O,O,O,O,O,X,O,O
LOSTZJI,O,O,O,O,O,O,X,O,O
LOSITJZ,O,O,O,O,O,O,O,O,O
LOSITZJ,O,O,O,O,O,O,O,O,O
LOSIJTZ,O,O,O,O,O,O,O,O,O
LOSIJZT,O,O,O,O,O,O,O,O,O
LOSIZTJ,O,O,O,O,O,O,O,O,O
LOSIZJT,O,O,O,O,O,O,O,O,O
LOSJTIZ,O,O,O,O,O,O,X,O,O
LOSJTZI,O,O,O,O,O,O,X,O,O
LOSJITZ,O,O,O,O,O,O,O,O,O
LOSJIZT,O,O,O,O,O,O,O,O,O
LOSJZTI,O,O,O,O,O,O,X,O,O
LOSJZIT,O,O,O,O,O,O,O,O,O
LOSZTIJ,O,O,O,O,O,O,X,O,O
LOSZTJI,O,O,O,O,O,O,X,O,O
LOSZITJ,O,O,O,O,O,O,O,O,O
LOSZIJT,O,O,O,O,O,O,O,O,O
LOSZJTI,O,O,O,O,O,O,X,O,O
LOSZJIT,O,O,O,O,O,O,O,O,O
LOZTIJS,X,O,X,X,X,O,O,O,X
LOZTISJ,X,O,X,X,X,O,O,O,X
LOZTJIS,X,O,X,X,X,O,O,O,X
LOZTJSI,X,O,X,X,X,O,X,O,O
LOZTSIJ,X,O,X,X,X,O,X,O,O
LOZTSJI,X,O,X,X,X,O,X,O,O
LOZITJS,X,O,X,X,X,O,O,O,X
LOZITSJ,X,O,X,X,X,O,O,O,X
LOZIJTS,X,O,X,X,X,O,O,O,X
LOZIJST,O,O,O,O,X,O,O,O,O
LOZISTJ,O,O,O,O,X,O,O,O,O
LOZISJT,O,O,O,O,X,O,O,O,O
LOZJTIS,X,O,X,X,X,O,O,O,X
LOZJTSI,X,O,X,X,X,O,X,O,O
LOZJITS,X,O,X,X,X,O,O,O,X
LOZJIST,O,O,O,O,X,O,O,O,O
LOZJSTI,O,O,O,O,O,O,X,O,O
LOZJSIT,O,O,O,O,O,O,O,O,O
LOZSTIJ,O,O,O,O,O,O,X,O,O
LOZSTJI,O,O,O,O,O,O,X,O,O
LOZSITJ,O,O,O,O,O,O,O,O,O
LOZSIJT,O,O,O,O,O,O,O,O,O
LOZSJTI,O,O,O,O,O,O,X,O,O
LOZSJIT,O,O,O,O,O,O,O,O,O
JTILSZO,X,X,X,O,X,X,O,O,X
JTILSOZ,X,X,X,O,X,X,O,O,X
JTILZSO,X,X,X,O,X,X,O,O,X
JTILZOS,X,X,X,X,X,O,O,O,X
JTILOSZ,X,X,X,X,X,O,O,O,X
JTILOZS,X,X,X,X,X,O,O,O,X
JTISLZO,O,X,X,O,X,X,O,O,X
JTISLOZ,O,X,X,O,X,X,O,O,X
JTISZLO,O,X,X,O,X,X,O,O,X
JTISZOL,O,O,X,X,X,X,O,X,X
JTISOLZ,O,O,X,X,X,X,O,X,X
JTISOZL,O,O,X,X,X,X,O,X,X
JTIZLSO,X,X,X,O,X,X,O,O,X
JTIZLOS,X,X,X,X,X,O,O,O,X
JTIZSLO,O,X,X,O,X,X,O,O,X
JTIZSOL,O,O,X,X,X,X,O,X,X
JTIZOLS,X,O,X,X,X,X,X,X,X
JTIZOSL,O,O,X,X,X,X,O,X,X
JTIOLSZ,X,O,X,X,X,X,X,X,X
JTIOLZS,X,O,X,X,X,X,X,X,X
JTIOSLZ,O,O,X,X,X,X,O,X,X
JTIOSZL,O,O,X,X,X,X,O,X,X
JTIOZLS,X,O,X,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,O,X,X
JTLISZO,X,X,X,O,X,X,O,O,X
JTLISOZ,X,X,X,O,X,X,O,O,X
JTLIZSO,X,X,X,O,X,X,O,O,X
JTLIZOS,X,X,X,X,X,O,O,O,X
JTLIOSZ,X,X,X,X,X,O,O,O,X
JTLIOZS,X,X,X,X,X,O,O,O,X
JTLSIZO,X,X,X,O,O,X,X,O,O
JTLSIOZ,X,X,X,O,O,X,X,O,O
JTLSZIO,X,X,X,O,O,X,X,O,O
JTLSZOI,X,X,X,O,O,X,X,O,O
JTLSOIZ,X,X,X,O,O,X,X,O,O
JTLSOZI,X,X,X,O,O,X,X,O,O
JTLZISO,X,X,X,O,X,X,O,O,X
JTLZIOS,X,X,X,X,X,O,O,O,X
JTLZSIO,X,X,X,O,O,X,X,O,O
JTLZSOI,X,X,X,O,O,X,X,O,O
JTLZOIS,X,X,X,X,X,O,O,O,X
JTLZOSI,X,X,X,X,X,O,X,O,O
JTLOISZ,X,X,X,X,X,O,O,O,X
JTLOIZS,X,X,X,X,X,O,O,O,X
JTLOSIZ,X,X,X,X,X,O,X,O,O
JTLOSZI,X,X,X,X,X,O,X,O,O
JTLOZIS,X,X,X,X,X,O,O,O,X
JTLOZSI,X,X,X,X,X,O,X,O,O
JTSILZO,O,X,X,O,O,X,X,O,O
JTSILOZ,O,X,X,O,O,X,X,O,O
JTSIZLO,O,X,X,O,O,X,X,O,O
JTSIZOL,O,O,X,X,X,X,X,X,O
JTSIOLZ,O,O,X,X,X,X,X,X,O
JTSIOZL,O,O,X,X,X,X,X,X,O
JTSLIZO,O,X,X,O,O,X,X,O,O
JTSLIOZ,O,X,X,O,O,X,X,O,O
JTSLZIO,O,X,X,O,O,X,X,O,O
JTSLZOI,O,X,O,O,O,X,X,O,O
JTSLOIZ,O,X,O,O,O,X,X,O,O
JTSLOZI,O,X,O,O,O,X,X,O,O
JTSZILO,O,X,X,O,O,X,X,O,O
JTSZIOL,O,O,X,X,X,X,X,X,O
JTSZLIO,O,X,X,O,O,X,X,O,O
JTSZLOI,O,X,O,O,O,X,X,O,O
JTSZOIL,O,O,O,X,X,X,X,X,O
JTSZOLI,O,O,O,X,X,O,X,O,O
JTSOILZ,O,O,O,X,X,X,X,X,O
JTSOIZL,O,O,O,X,X,X,X,X,O
JTSOLIZ,O,O,O,X,X,O,X,O,O
JTSOLZI,O,O,O,X,X,O,X,O,O
JTSOZIL,O,O,O,X,X,X,X,X,O
JTSOZLI,O,O,O,X,X,O,X,O,O
JTZILSO,X,X,X,O,X,X,O,O,X
JTZILOS,X,X,X,X,X,O,O,O,X
JTZISLO,O,X,X,O,X,X,O,O,X
JTZISOL,O,O,X,X,X,X,O,X,X
JTZIOLS,X,O,X,X,X,X,X,X,X
JTZIOSL,O,O,X,X,X,X,O,X,X
JTZLISO,X,X,X,O,X,X,O,O,X
JTZLIOS,X,X,X,X,X,O,O,O,X
JTZLSIO,X,X,X,O,O,X,X,O,O
JTZLSOI,X,X,X,O,O,X,X,O,O
JTZLOIS,X,X,X,X,X,O,O,O,X
JTZLOSI,X,X,X,X,X,O,X,O,O
JTZSILO,O,X,X,O,O,X,X,O,O
JTZSIOL,O,O,X,X,X,X,X,X,O
JTZSLIO,O,X,X,O,O,X,X,O,O
JTZSLOI,O,X,O,O,O,X,X,O,O
JTZSOIL,O,O,O,X,X,X,X,X,O
JTZSOLI,O,O,O,X,X,O,X,O,O
JTZOILS,X,O,X,X,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,O,X,X
JTZOLIS,X,O,X,X,X,O,O,O,X
JTZOLSI,X,O,X,X,X,O,X,O,O
JTZOSIL,O,O,O,X,X,X,X,X,O
JTZOSLI,O,O,O,X,X,O,X,O,O
JTOILSZ,X,O,X,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X
JTOISLZ,O,O,O,X,X,X,O,X,X
JTOISZL,O,O,O,X,X,X,O,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,O,X,X
JTOLISZ,X,O,X,X,X,O,O,O,X
JTOLIZS,X,O,X,X,X,O,O,O,X
JTOLSIZ,X,O,X,X,X,O,X,O,O
JTOLSZI,X,O,X,X,X,O,X,O,O
JTOLZIS,X,O,X,X,X,O,O,O,X
JTOLZSI,X,O,X,X,X,O,X,O,O
JTOSILZ,O,O,O,X,X,X,X,X,O
JTOSIZL,O,O,O,X,X,X,X,X,O
JTOSLIZ,O,O,O,X,X,O,X,O,O
JTOSLZI,O,O,O,X,X,O,X,O,O
JTOSZIL,O,O,O,X,X,X,X,X,O
JTOSZLI,O,O,O,X,X,O,X,O,O
JTOZILS,X,O,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,X,X,O,X,X
JTOZLIS,X,O,X,X,X,O,O,O,X
JTOZLSI,X,O,X,X,X,O,X,O,O
JTOZSIL,O,O,O,X,X,X,X,X,O
JTOZSLI,O,O,O,X,X,O,X,O,O
JITLSZO,X,X,X,O,X,X,O,O,X
JITLSOZ,X,X,X,O,X,X,O,O,X
JITLZSO,X,X,X,O,X,X,O,O,X
JITLZOS,X,X,X,X,X,O,O,O,X
JITLOSZ,X,X,X,X,X,O,O,O,X
JITLOZS,X,X,X,X,X,O,O,O,X
JITSLZO,O,X,X,O,X,X,O,O,X
JITSLOZ,O,X,X,O,X,X,O,O,X
JITSZLO,O,X,X,O,X,X,O,O,X
JITSZOL,O,O,X,X,X,X,O,X,X
JITSOLZ,O,O,X,X,X,X,O,X,X
JITSOZL,O,O,X,X,X,X,O,X,X
JITZLSO,X,X,X,O,X,X,O,O,X
JITZLOS,X,X,X,X,X,O,O,O,X
JITZSLO,O,X,X,O,X,X,O,O,X
JITZSOL,O,O,X,X,X,X,O,X,X
JITZOLS,X,O,X,X,X,X,X,X,X
JITZOSL,O,O,X,X,X,X,O,X,X
JITOLSZ,X,O,X,X,X,X,X,X,X
JITOLZS,X,O,X,X,X,X,X,X,X
JITOSLZ,O,O,X,X,X,X,O,X,X
JITOSZL,O,O,X,X,X,X,O,X,X
JITOZLS,X,O,X,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,O,X,X
JILTSZO,X,X,X,O,X,X,O,O,X
JILTSOZ,X,X,X,O,X,X,O,O,X
JILTZSO,X,X,X,O,X,X,O,O,X
JILTZOS,X,X,X,X,X,O,O,O,X
JILTOSZ,X,X,X,X,X,O,O,O,X
JILTOZS,X,X,X,X,X,O,O,O,X
JILSTZO,O,X,X,O,O,X,O,O,O
JILSTOZ,O,X,X,O,O,X,O,O,O
JILSZTO,O,X,X,O,O,X,O,O,O
JILSZOT,O,O,X,O,O,O,O,O,O
JILSOTZ,O,O,X,O,O,O,O,O,O
JILSOZT,O,O,X,O,O,O,O,O,O
JILZTSO,X,X,X,O,X,X,O,O,X
JILZTOS,X,X,X,X,X,O,O,O,X
JILZSTO,O,X,X,O,O,X,O,O,O
JILZSOT,O,O,X,O,O,O,O,O,O
JILZOTS,X,O,X,X,X,O,O,O,X
JILZOST,O,O,X,O,X,O,O,O,O
JILOTSZ,X,O,X,X,X,O,O,O,X
JILOTZS,X,O,X,X,X,O,O,O,X
JILOSTZ,O,O,X,O,X,O,O,O,O
JILOSZT,O,O,X,O,X,O,O,O,O
JILOZTS,X,O,X,X,X,O,O,O,X
JILOZST,O,O,X,O,X,O,O,O,O
JISTLZO,O,X,X,O,O,X,O,O,O
JISTLOZ,O,X,X,O,O,X,O,O,O
JISTZLO,O,X,X,O,O,X,O,O,O
JISTZOL,O,O,X,X,X,X,O,X,O
JISTOLZ,O,O,X,X,X,X,O,X,O
JISTOZL,O,O,X,X,X,X,O,X,O
JISLTZO,O,X,X,O,O,X,O,O,O
JISLTOZ,O,X,X,O,O,X,O,O,O
JISLZTO,O,X,X,O,O,X,O,O,O
JISLZOT,O,O,O,O,O,O,O,O,O
JISLOTZ,O,O,O,O,O,O,O,O,O
JISLOZT,O,O,O,O,O,O,O,O,O
JISZTLO,O,X,X,O,O,X,O,O,O
JISZTOL,O,O,X,X,X,X,O,X,O
JISZLTO,O,X,X,O,O,X,O,O,O
JISZLOT,O,O,O,O,O,O,O,O,O
JISZOTL,O,O,O,X,X,X,O,X,O
JISZOLT,O,O,O,O,O,O,O,O,O
JISOTLZ,O,O,O,X,X,X,O,X,O
JISOTZL,O,O,O,X,X,X,O,X,O
JISOLTZ,O,O,O,O,O,O,O,O,O
JISOLZT,O,O,O,O,O,O,O,O,O
JISOZTL,O,O,O,X,X,X,O,X,O
JISOZLT,O,O,O,O,O,O,O,O,O
JIZTLSO,X,X,X,O,X,X,O,O,X
JIZTLOS,X,X,X,X,X,O,O,O,X
JIZTSLO,O,X,X,O,X,X,O,O,X
JIZTSOL,O,O,X,X,X,X,O,X,X
JIZTOLS,X,O,X,X,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,O,X,X
JIZLTSO,X,X,X,O,X,X,O,O,X
JIZLTOS,X,X,X,X,X,O,O,O,X
JIZLSTO,O,X,X,O,O,X,O,O,O
JIZLSOT,O,O,X,O,O,O,O,O,O
JIZLOTS,X,O,X,X,X,O,O,O,X
JIZLOST,O,O,X,O,X,O,O,O,O
JIZSTLO,O,X,X,O,O,X,O,O,O
JIZSTOL,O,O,X,X,X,X,O,X,O
JIZSLTO,O,X,X,O,O,X,O,O,O
JIZSLOT,O,O,O,O,O,O,O,O,O
JIZSOTL,O,O,O,X,X,X,O,X,O
JIZSOLT,O,O,O,O,O,O,O,O,O
JIZOTLS,X,O,X,X,X,X,X,X,X
JIZOTSL,O,O,O,X,X,X,O,X,X
JIZOLTS,X,O,X,X,X,O,O,O,X
JIZOLST,O,O,O,O,X,O,O,O,O
JIZOSTL,O,O,O,X,X,X,O,X,O
JIZOSLT,O,O,O,O,X,O,O,O,O
JIOTLSZ,X,O,X,X,X,X,X,X,X
JIOTLZS,X,O,X,X,X,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,O,X,X
JIOTSZL,O,O,O,X,X,X,O,X,X
JIOTZLS,X,O,X,X,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,O,X,X
JIOLTSZ,X,O,X,X,X,O,O,O,X
JIOLTZS,X,O,X,X,X,O,O,O,X
JIOLSTZ,O,O,O,O,X,O,O,O,O
JIOLSZT,O,O,O,O,X,O,O,O,O
JIOLZTS,X,O,X,X,X,O,O,O,X
JIOLZST,O,O,O,O,X,O,O,O,O
JIOSTLZ,O,O,O,X,X,X,O,X,O
JIOSTZL,O,O,O,X,X,X,O,X,O
JIOSLTZ,O,O,O,O,X,O,O,O,O
JIOSLZT,O,O,O,O,X,O,O,O,O
JIOSZTL,O,O,O,X,X,X,O,X,O
JIOSZLT,O,O,O,O,X,O,O,O,O
JIOZTLS,X,O,X,X,X,X,X,X,X
JIOZTSL,O,O,O,X,X,X,O,X,X
JIOZLTS,X,O,X,X,X,O,O,O,X
JIOZLST,O,O,O,O,X,O,O,O,O
JIOZSTL,O,O,O,X,X,X,O,X,O
JIOZSLT,O,O,O,O,X,O,O,O,O
JLTISZO,X,X,X,O,X,X,O,O,X
JLTISOZ,X,X,X,O,X,X,O,O,X
JLTIZSO,X,X,X,O,X,X,O,O,X
JLTIZOS,X,X,X,X,X,O,O,O,X
JLTIOSZ,X,X,X,X,X,O,O,O,X
JLTIOZS,X,X,X,X,X,O,O,O,X
JLTSIZO,X,X,X,O,O,X,X,O,O
JLTSIOZ,X,X,X,O,O,X,X,O,O
JLTSZIO,X,X,X,O,O,X,X,O,O
JLTSZOI,X,X,X,O,O,X,X,O,O
JLTSOIZ,X,X,X,O,O,X,X,O,O
JLTSOZI,X,X,X,O,O,X,X,O,O
JLTZISO,X,X,X,O,X,X,O,O,X
JLTZIOS,X,X,X,X,X,O,O,O,X
JLTZSIO,X,X,X,O,O,X,X,O,O
JLTZSOI,X,X,X,O,O,X,X,O,O
JLTZOIS,X,X,X,X,X,O,O,O,X
JLTZOSI,X,X,X,X,X,O,X,O,O
JLTOISZ,X,X,X,X,X,O,O,O,X
JLTOIZS,X,X,X,X,X,O,O,O,X
JLTOSIZ,X,X,X,X,X,O,X,O,O
JLTOSZI,X,X,X,X,X,O,X,O,O
JLTOZIS,X,X,X,X,X,O,O,O,X
JLTOZSI,X,X,X,X,X,O,X,O,O
JLITSZO,X,X,X,O,X,X,O,O,X
JLITSOZ,X,X,X,O,X,X,O,O,X
JLITZSO,X,X,X,O,X,X,O,O,X
JLITZOS,X,X,X,X,X,O,O,O,X
JLITOSZ,X,X,X,X,X,O,O,O,X
JLITOZS,X,X,X,X,X,O,O,O,X
JLISTZO,O,X,X,O,O,X,O,O,O
JLISTOZ,O,X,X,O,O,X,O,O,O
JLISZTO,O,X,X,O,O,X,O,O,O
JLISZOT,O,O,X,O,O,O,O,O,O
JLISOTZ,O,O,X,O,O,O,O,O,O
JLISOZT,O,O,X,O,O,O,O,O,O
JLIZTSO,X,X,X,O,X,X,O,O,X
JLIZTOS,X,X,X,X,X,O,O,O,X
JLIZSTO,O,X,X,O,O,X,O,O,O
JLIZSOT,O,O,X,O,O,O,O,O,O
JLIZOTS,X,O,X,X,X,O,O,O,X
JLIZOST,O,O,X,O,X,O,O,O,O
JLIOTSZ,X,O,X,X,X,O,O,O,X
JLIOTZS,X,O,X,X,X,O,O,O,X
JLIOSTZ,O,O,X,O,X,O,O,O,O
JLIOSZT,O,O,X,O,X,O,O,O,O
JLIOZTS,X,O,X,X,X,O,O,O,X
JLIOZST,O,O,X,O,X,O,O,O,O
JLSTIZO,O,X,X,O,O,X,X,O,O
JLSTIOZ,O,X,X,O,O,X,X,O,O
JLSTZIO,O,X,X,O,O,X,X,O,O
JLSTZOI,O,X,O,O,O,X,X,O,O
JLSTOIZ,O,X,O,O,O,X,X,O,O
JLSTOZI,O,X,O,O,O,X,X,O,O
JLSITZO,O,X,X,O,O,X,O,O,O
JLSITOZ,O,X,X,O,O,X,O,O,O
JLSIZTO,O,X,X,O,O,X,O,O,O
JLSIZOT,O,O,O,O,O,O,O,O,O
JLSIOTZ,O,O,O,O,O,O,O,O,O
JLSIOZT,O,O,O,O,O,O,O,O,O
JLSZTIO,O,X,X,O,O,X,X,O,O
JLSZTOI,O,X,O,O,O,X,X,O,O
JLSZITO,O,X,X,O,O,X,O,O,O
JLSZIOT,O,O,O,O,O,O,O,O,O
JLSZOTI,O,O,O,O,O,O,X,O,O
JLSZOIT,O,O,O,O,O,O,O,O,O
JLSOTIZ,O,O,O,O,O,O,X,O,O
JLSOTZI,O,O,O,O,O,O,X,O,O
JLSOITZ,O,O,O,O,O,O,O,O,O
JLSOIZT,O,O,O,O,O,O,O,O,O
JLSOZTI,O,O,O,O,O,O,X,O,O
JLSOZIT,O,O,O,O,O,O,O,O,O
JLZTISO,X,X,X,O,X,X,O,O,X
JLZTIOS,X,X,X,X,X,O,O,O,X
JLZTSIO,X,X,X,O,O,X,X,O,O
JLZTSOI,X,X,X,O,O,X,X,O,O
JLZTOIS,X,X,X,X,X,O,O,O,X
JLZTOSI,X,X,X,X,X,O,X,O,O
JLZITSO,X,X,X,O,X,X,O,O,X
JLZITOS,X,X,X,X,X,O,O,O,X
JLZISTO,O,X,X,O,O,X,O,O,O
JLZISOT,O,O,X,O,O,O,O,O,O
JLZIOTS,X,O,X,X,X,O,O,O,X
JLZIOST,O,O,X,O,X,O,O,O,O
JLZSTIO,O,X,X,O,O,X,X,O,O
JLZSTOI,O,X,O,O,O,X,X,O,O
JLZSITO,O,X,X,O,O,X,O,O,O
JLZSIOT,O,O,O,O,O,O,O,O,O
JLZSOTI,O,O,O,O,O,O,X,O,O
JLZSOIT,O,O,O,O,O,O,O,O,O
JLZOTIS,X,O,X,X,X,O,O,O,X
JLZOTSI,X,O,X,X,X,O,X,O,O
JLZOITS,X,O,X,X,X,O,O,O,X
JLZOIST,O,O,O,O,X,O,O,O,O
JLZOSTI,O,O,O,O,O,O,X,O,O
JLZOSIT,O,O,O,O,O,O,O,O,O
JLOTISZ,X,O,X,X,X,O,O,O,X
JLOTIZS,X,O,X,X,X,O,O,O,X
JLOTSIZ,X,O,X,X,X,O,X,O,O
JLOTSZI,X,O,X,X,X,O,X,O,O
JLOTZIS,X,O,X,X,X,O,O,O,X
JLOTZSI,X,O,X,X,X,O,X,O,O
JLOITSZ,X,O,X,X,X,O,O,O,X
JLOITZS,X,O,X,X,X,O,O,O,X
JLOISTZ,O,O,O,O,X,O,O,O,O
JLOISZT,O,O,O,O,X,O,O,O,O
JLOIZTS,X,O,X,X,X,O,O,O,X
JLOIZST,O,O,O,O,X,O,O,O,O
JLOSTIZ,O,O,O,O,O,O,X,O,O
JLOSTZI,O,O,O,O,O,O,X,O,O
JLOSITZ,O,O,O,O,O,O,O,O,O
JLOSIZT,O,O,O,O,O,O,O,O,O
JLOSZTI,O,O,O,O,O,O,X,O,O
JLOSZIT,O,O,O,O,O,O,O,O,O
JLOZTIS,X,O,X,X,X,O,O,O,X
JLOZTSI,X,O,X,X,X,O,X,O,O
JLOZITS,X,O,X,X,X,O,O,O,X
JLOZIST,O,O,O,O,X,O,O,O,O
JLOZSTI,O,O,O,O,O,O,X,O,O
JLOZSIT,O,O,O,O,O,O,O,O,O
JSTILZO,O,X,X,O,O,X,X,O,O
JSTILOZ,O,X,X,O,O,X,X,O,O
JSTIZLO,O,X,X,O,O,X,X,O,O
JSTIZOL,O,O,X,X,X,X,X,X,O
JSTIOLZ,O,O,X,X,X,X,X,X,O
JSTIOZL,O,O,X,X,X,X,X,X,O
JSTLIZO,O,X,X,O,O,X,X,O,O
JSTLIOZ,O,X,X,O,O,X,X,O,O
JSTLZIO,O,X,X,O,O,X,X,O,O
JSTLZOI,O,X,O,O,O,X,X,O,O
JSTLOIZ,O,X,O,O,O,X,X,O,O
JSTLOZI,O,X,O,O,O,X,X,O,O
JSTZILO,O,X,X,O,O,X,X,O,O
JSTZIOL,O,O,X,X,X,X,X,X,O
JSTZLIO,O,X,X,O,O,X,X,O,O
JSTZLOI,O,X,O,O,O,X,X,O,O
JSTZOIL,O,O,O,X,X,X,X,X,O
JSTZOLI,O,O,O,X,X,O,X,O,O
JSTOILZ,O,O,O,X,X,X,X,X,O
JSTOIZL,O,O,O,X,X,X,X,X,O
JSTOLIZ,O,O,O,X,X,O,X,O,O
JSTOLZI,O,O,O,X,X,O,X,O,O
JSTOZIL,O,O,O,X,X,X,X,X,O
JSTOZLI,O,O,O,X,X,O,X,O,O
JSITLZO,O,X,X,O,O,X,O,O,O
JSITLOZ,O,X,X,O,O,X,O,O,O
JSITZLO,O,X,X,O,O,X,O,O,O
JSITZOL,O,O,X,X,X,X,O,X,O
JSITOLZ,O,O,X,X,X,X,O,X,O
JSITOZL,O,O,X,X,X,X,O,X,O
JSILTZO,O,X,X,O,O,X,O,O,O
JSILTOZ,O,X,X,O,O,X,O,O,O
JSILZTO,O,X,X,O,O,X,O,O,O
JSILZOT,O,O,O,O,O,O,O,O,O
JSILOTZ,O,O,O,O,O,O,O,O,O
JSILOZT,O,O,O,O,O,O,O,O,O
JSIZTLO,O,X,X,O,O,X,O,O,O
JSIZTOL,O,O,X,X,X,X,O,X,O
JSIZLTO,O,X,X,O,O,X,O,O,O
JSIZLOT,O,O,O,O,O,O,O,O,O
JSIZOTL,O,O,O,X,X,X,O,X,O
JSIZOLT,O,O,O,O,O,O,O,O,O
JSIOTLZ,O,O,O,X,X,X,O,X,O
JSIOTZL,O,O,O,X,X,X,O,X,O
JSIOLTZ,O,O,O,O,O,O,O,O,O
JSIOLZT,O,O,O,O,O,O,O,O,O
JSIOZTL,O,O,O,X,X,X,O,X,O
JSIOZLT,O,O,O,O,O,O,O,O,O
JSLTIZO,O,X,X,O,O,X,X,O,O
JSLTIOZ,O,X,X,O,O,X,X,O,O
