sequence,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFlgBRiBzkB3nB0r?BirB,v115@GhA8IeA8CeA8DeF8CeC8Je1FJvhFxhBynBTkBcrBmk?BXsB,v115@GhA8IeA8CeA8DeF8CeC8Je0/IvhFlgB3hBziB2pBxr?BywB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFxgB8nBypBFmB3r?BOsB,v115@GhA8IeA8CeA8DeF8CeC8JeOEJvhFxgBiiBzkB3nB0r?BFrB,v115@GhA8IeA8CeA8DeF8CeC8Je3AJvhFRiB0kBOrBlnBik?BzrB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhFlgBmiBypBxrBcr?BXsB,v115@GhA8IeA8CeA8DeF8CeC8JeT/IvhF8nBypBRmBmlB3r?BFsB
LIOSTZJ,X,O,X,O,X,X,O,O
LIOSJTZ,X,X,O,X,X,X,O,X
LIOSJZT,X,X,O,X,X,X,O,O
LIOSZTJ,X,O,X,O,X,X,O,O
LIOSZJT,X,O,X,X,X,X,O,O
LIOZTJS,X,O,X,X,X,X,O,O
LIOZTSJ,X,O,X,O,X,X,O,O
LIOZJTS,X,O,X,X,X,X,O,O
LIOZJST,X,X,X,X,X,X,O,O
LIOZSTJ,X,O,X,O,X,X,O,O
LIOZSJT,X,X,X,X,X,X,O,O
LJTISZO,X,X,O,O,X,O,O,X
LJTISOZ,X,X,O,O,X,X,O,X
LJTIZSO,X,X,O,X,X,O,O,X
LJTIZOS,X,X,O,X,X,X,O,X
LJTIOSZ,X,X,O,O,X,X,O,X
LJTIOZS,X,X,O,X,X,X,O,X
LJTSIZO,O,X,X,O,X,O,X,X
LJTSIOZ,O,X,X,O,X,X,X,X
LJTSZIO,O,X,X,O,X,O,X,X
LJTSZOI,X,X,X,O,X,O,X,X
LJTSOIZ,X,X,X,O,X,X,X,X
LJTSOZI,X,X,X,O,X,X,X,X
LJTZISO,X,X,O,X,X,O,X,X
LJTZIOS,X,O,O,X,X,X,X,X
LJTZSIO,O,X,X,X,X,O,X,X
LJTZSOI,X,X,X,X,X,O,X,X
LJTZOIS,X,O,O,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X
LJTOISZ,X,X,O,O,X,X,O,X
LJTOIZS,X,X,O,X,X,X,O,X
LJTOSIZ,X,X,X,O,X,X,X,X
LJTOSZI,X,X,X,O,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X
LJITSZO,X,X,O,O,X,X,O,X
LJITSOZ,X,X,O,O,X,X,O,X
LJITZSO,X,X,O,X,X,X,O,X
LJITZOS,X,X,O,X,X,X,O,X
LJITOSZ,X,X,O,O,X,X,O,X
LJITOZS,X,X,O,X,X,X,O,X
LJISTZO,X,X,O,X,X,X,O,X
LJISTOZ,X,X,O,X,X,X,O,X
LJISZTO,X,X,O,X,X,X,O,X
LJISZOT,X,X,O,X,X,X,O,X
LJISOTZ,X,X,O,X,X,X,O,X
LJISOZT,X,X,O,X,X,X,O,X
LJIZTSO,X,X,O,X,X,X,O,X
LJIZTOS,X,X,O,X,X,X,O,X
LJIZSTO,X,X,O,X,X,X,O,X
LJIZSOT,X,X,O,X,X,X,O,X
LJIZOTS,X,X,O,X,X,X,O,O
LJIZOST,X,X,O,X,X,X,O,O
LJIOTSZ,X,X,O,O,X,X,O,X
LJIOTZS,X,X,O,X,X,X,O,X
LJIOSTZ,X,X,O,X,X,X,O,X
LJIOSZT,X,X,O,X,X,X,O,X
LJIOZTS,X,X,O,X,X,X,O,O
LJIOZST,X,X,O,X,X,X,O,O
LJSTIZO,O,X,X,O,X,O,X,X
LJSTIOZ,O,X,X,O,X,X,X,X
LJSTZIO,O,O,X,O,X,O,X,X
LJSTZOI,X,O,X,O,X,O,X,X
LJSTOIZ,X,X,X,O,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,X
LJSITZO,O,X,X,X,X,X,O,X
LJSITOZ,O,X,X,X,X,X,O,X
LJSIZTO,O,X,X,X,X,X,O,X
LJSIZOT,X,X,X,X,X,X,O,O
LJSIOTZ,X,X,X,X,X,X,O,X
LJSIOZT,X,X,X,X,X,X,O,O
LJSZTIO,O,O,X,O,X,O,X,X
LJSZTOI,X,O,X,O,X,O,X,X
LJSZITO,O,O,X,X,X,X,X,X
LJSZIOT,X,O,X,X,X,X,X,O
LJSZOTI,X,O,X,O,X,X,X,X
LJSZOIT,X,O,X,X,X,X,X,O
LJSOTIZ,X,X,X,O,X,X,X,X
LJSOTZI,X,O,X,O,X,X,X,X
LJSOITZ,X,X,X,X,X,X,O,X
LJSOIZT,X,X,X,X,X,X,O,O
LJSOZTI,X,O,X,O,X,X,X,X
LJSOZIT,X,O,X,X,X,X,X,O
LJZTISO,X,X,O,X,X,O,X,X
LJZTIOS,X,O,O,X,X,X,X,X
LJZTSIO,O,X,X,X,X,O,X,X
LJZTSOI,X,X,X,X,X,O,X,X
LJZTOIS,X,O,O,X,X,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X
LJZITSO,X,X,O,X,X,X,O,X
LJZITOS,X,O,O,X,X,X,O,X
LJZISTO,X,X,O,X,X,X,O,X
LJZISOT,X,X,O,X,X,X,O,X
LJZIOTS,X,O,O,X,X,X,O,O
LJZIOST,X,X,O,X,X,X,O,O
LJZSTIO,O,X,X,O,X,O,X,X
LJZSTOI,X,X,X,O,X,O,X,X
LJZSITO,O,X,X,X,X,X,X,X
LJZSIOT,X,X,X,X,X,X,X,O
LJZSOTI,X,X,X,O,X,X,X,X
LJZSOIT,X,X,X,X,X,X,X,O
LJZOTIS,X,O,O,X,X,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X
LJZOITS,X,O,O,X,X,X,O,O
LJZOIST,X,X,O,X,X,X,O,O
LJZOSTI,X,X,X,O,X,X,X,X
LJZOSIT,X,X,X,X,X,X,X,O
LJOTISZ,X,X,O,O,X,X,O,X
LJOTIZS,X,X,O,X,X,X,O,X
LJOTSIZ,X,X,X,O,X,X,X,X
LJOTSZI,X,X,X,O,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,X
LJOTZSI,X,O,X,X,X,X,X,X
LJOITSZ,X,X,O,O,X,X,O,X
LJOITZS,X,X,O,X,X,X,O,X
LJOISTZ,X,X,O,X,X,X,O,X
LJOISZT,X,X,O,X,X,X,O,X
LJOIZTS,X,X,O,X,X,X,O,O
LJOIZST,X,X,O,X,X,X,O,O
LJOSTIZ,X,X,X,O,X,X,X,X
LJOSTZI,X,O,X,O,X,X,X,X
LJOSITZ,X,X,X,X,X,X,O,X
LJOSIZT,X,X,X,X,X,X,O,O
LJOSZTI,X,O,X,O,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,O
LJOZTIS,X,O,O,X,X,X,X,X
LJOZTSI,X,O,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,O,O
LJOZIST,X,X,O,X,X,X,O,O
LJOZSTI,X,X,X,O,X,X,X,X
LJOZSIT,X,X,X,X,X,X,X,O
LSTIJZO,O,X,X,O,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,X,X
LSTIZJO,X,O,X,O,X,X,O,X
LSTIZOJ,X,O,X,O,X,X,O,O
LSTIOJZ,O,X,X,O,X,X,X,X
LSTIOZJ,X,O,X,O,X,X,O,O
LSTJIZO,O,X,X,O,X,O,X,X
LSTJIOZ,O,X,X,O,X,X,X,X
LSTJZIO,O,O,X,O,X,O,X,X
LSTJZOI,X,O,X,O,X,O,X,X
LSTJOIZ,X,X,X,O,X,X,X,X
LSTJOZI,X,O,X,O,X,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X
LSTZIOJ,O,O,X,O,X,X,X,O
LSTZJIO,O,O,X,O,X,O,X,X
LSTZJOI,X,O,X,O,X,O,X,X
LSTZOIJ,O,O,X,O,O,X,X,O
LSTZOJI,O,O,X,O,O,X,X,X
LSTOIJZ,O,X,X,O,O,X,X,X
LSTOIZJ,X,O,X,O,X,X,O,O
LSTOJIZ,O,X,X,O,O,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X
LSTOZIJ,O,O,X,O,O,X,X,O
LSTOZJI,O,O,X,O,O,X,X,X
LSITJZO,O,X,X,O,X,X,O,X
LSITJOZ,O,X,X,O,X,X,O,X
LSITZJO,X,O,X,O,X,X,O,X
LSITZOJ,X,O,X,O,X,X,O,O
LSITOJZ,O,X,X,O,X,X,O,X
LSITOZJ,X,O,X,O,X,X,O,O
LSIJTZO,O,X,X,X,X,X,O,X
LSIJTOZ,O,X,X,X,X,X,O,X
LSIJZTO,O,X,X,X,X,X,O,X
LSIJZOT,X,X,X,X,X,X,O,O
LSIJOTZ,X,X,X,X,X,X,O,X
LSIJOZT,X,X,X,X,X,X,O,O
LSIZTJO,O,O,X,O,X,X,O,X
LSIZTOJ,O,O,X,O,X,X,O,O
LSIZJTO,O,O,X,X,X,X,O,X
LSIZJOT,X,O,X,X,X,X,O,O
LSIZOTJ,O,O,X,O,O,X,O,O
LSIZOJT,O,O,X,X,O,X,O,O
LSIOTJZ,O,X,X,O,O,X,O,X
LSIOTZJ,X,O,X,O,X,X,O,O
LSIOJTZ,O,X,X,X,O,X,O,X
LSIOJZT,O,X,X,X,O,X,O,O
LSIOZTJ,O,O,X,O,O,X,O,O
LSIOZJT,O,O,X,X,O,X,O,O
LSJTIZO,O,X,X,O,X,O,X,X
LSJTIOZ,O,X,X,O,X,X,X,X
LSJTZIO,O,O,X,O,X,O,X,X
LSJTZOI,X,O,X,O,X,O,X,X
LSJTOIZ,X,X,X,O,X,X,X,X
LSJTOZI,X,O,X,O,X,X,X,X
LSJITZO,O,X,X,X,X,X,O,X
LSJITOZ,O,X,X,X,X,X,O,X
LSJIZTO,O,X,X,X,X,X,O,X
LSJIZOT,X,X,X,X,X,X,O,O
LSJIOTZ,X,X,X,X,X,X,O,X
LSJIOZT,X,X,X,X,X,X,O,O
LSJZTIO,O,O,X,O,X,O,X,X
LSJZTOI,X,O,X,O,X,O,X,X
LSJZITO,O,O,X,X,X,X,X,X
LSJZIOT,X,O,X,X,X,X,X,O
LSJZOTI,X,O,X,O,O,X,X,X
LSJZOIT,X,O,X,X,O,X,X,O
LSJOTIZ,X,X,X,O,O,X,X,X
LSJOTZI,X,O,X,O,O,X,X,X
LSJOITZ,X,X,X,X,O,X,O,X
LSJOIZT,X,X,X,X,O,X,O,O
LSJOZTI,X,O,X,O,O,X,X,X
LSJOZIT,X,O,X,X,O,X,X,O
LSZTIJO,O,O,X,O,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,X,O
LSZTJIO,O,O,X,O,X,O,X,X
LSZTJOI,X,O,X,O,X,O,X,X
LSZTOIJ,O,O,X,O,O,X,X,O
LSZTOJI,O,O,X,O,O,X,X,X
LSZITJO,O,O,X,O,X,X,X,X
LSZITOJ,O,O,X,O,X,X,X,O
LSZIJTO,O,O,X,X,X,X,X,X
LSZIJOT,X,O,X,X,X,X,X,O
LSZIOTJ,O,O,X,O,O,X,X,O
LSZIOJT,O,O,X,X,O,X,X,O
LSZJTIO,O,O,X,O,X,O,X,X
LSZJTOI,X,O,X,O,X,O,X,X
LSZJITO,O,O,X,X,X,X,X,X
LSZJIOT,X,O,X,X,X,X,X,O
LSZJOTI,X,O,X,O,O,X,X,X
LSZJOIT,X,O,X,X,O,X,X,O
LSZOTIJ,O,O,X,O,O,X,X,O
LSZOTJI,O,O,X,O,O,X,X,X
LSZOITJ,O,O,X,O,O,X,X,O
LSZOIJT,O,O,X,X,O,X,X,O
LSZOJTI,O,O,X,O,O,X,X,X
LSZOJIT,O,O,X,X,O,X,X,O
LSOTIJZ,O,X,X,O,O,X,X,X
LSOTIZJ,X,O,X,O,X,X,O,O
LSOTJIZ,O,X,X,O,O,X,X,X
LSOTJZI,O,O,X,O,O,X,X,X
LSOTZIJ,O,O,X,O,O,X,X,O
LSOTZJI,O,O,X,O,O,X,X,X
LSOITJZ,O,X,X,O,O,X,O,X
LSOITZJ,X,O,X,O,X,X,O,O
LSOIJTZ,O,X,X,X,O,X,O,X
LSOIJZT,O,X,X,X,O,X,O,O
LSOIZTJ,O,O,X,O,O,X,O,O
LSOIZJT,O,O,X,X,O,X,O,O
LSOJTIZ,O,X,X,O,O,X,X,X
LSOJTZI,O,O,X,O,O,X,X,X
LSOJITZ,O,X,X,X,O,X,O,X
LSOJIZT,O,X,X,X,O,X,O,O
LSOJZTI,O,O,X,O,O,X,X,X
LSOJZIT,O,O,X,X,O,X,X,O
LSOZTIJ,O,O,X,O,O,X,X,O
LSOZTJI,O,O,X,O,O,X,X,X
LSOZITJ,O,O,X,O,O,X,X,O
LSOZIJT,O,O,X,X,O,X,X,O
LSOZJTI,O,O,X,O,O,X,X,X
LSOZJIT,O,O,X,X,O,X,X,O
LZTIJSO,X,X,X,X,X,X,O,X
LZTIJOS,X,O,X,X,X,X,O,X
LZTISJO,X,X,X,O,X,X,O,X
LZTISOJ,X,O,X,O,X,X,O,X
LZTIOJS,X,O,X,X,X,X,O,O
LZTIOSJ,X,O,X,O,X,X,O,O
LZTJISO,X,X,X,X,X,O,X,X
LZTJIOS,X,O,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,O,X,X
LZTJSOI,X,X,X,X,X,O,X,X
LZTJOIS,X,O,X,X,X,X,X,X
LZTJOSI,X,O,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,X
LZTSIOJ,O,O,X,O,X,X,X,O
LZTSJIO,O,X,X,O,X,O,X,X
LZTSJOI,X,X,X,O,X,O,X,X
LZTSOIJ,O,O,X,O,X,X,X,O
LZTSOJI,O,O,X,O,X,X,X,X
LZTOIJS,X,O,X,X,X,X,O,O
LZTOISJ,X,O,X,O,X,X,O,O
LZTOJIS,X,O,X,X,X,O,X,X
LZTOJSI,O,O,X,X,X,O,X,X
LZTOSIJ,O,O,X,O,X,X,X,O
LZTOSJI,O,O,X,O,X,X,X,X
LZITJSO,X,X,X,X,X,X,O,X
LZITJOS,X,O,X,X,X,X,O,X
LZITSJO,X,X,X,O,X,X,O,X
LZITSOJ,X,O,X,O,X,X,O,X
LZITOJS,X,O,X,X,X,X,O,O
LZITOSJ,X,O,X,O,X,X,O,O
LZIJTSO,X,X,X,X,X,X,O,X
LZIJTOS,X,O,X,X,X,X,O,X
LZIJSTO,X,X,X,X,X,X,O,X
LZIJSOT,X,X,X,X,X,X,O,X
LZIJOTS,X,O,X,X,X,X,O,O
LZIJOST,X,X,X,X,X,X,O,O
LZISTJO,X,X,X,O,X,X,O,X
LZISTOJ,X,O,X,O,X,X,O,O
LZISJTO,X,X,X,X,X,X,O,X
LZISJOT,X,X,X,X,X,X,O,O
LZISOTJ,X,O,X,O,X,X,O,O
LZISOJT,X,X,X,X,X,X,O,O
LZIOTJS,X,O,X,X,X,X,O,O
LZIOTSJ,X,O,X,O,X,X,O,O
LZIOJTS,X,O,X,X,X,X,O,O
LZIOJST,X,X,X,X,X,X,O,O
LZIOSTJ,X,O,X,O,X,X,O,O
LZIOSJT,X,X,X,X,X,X,O,O
LZJTISO,X,X,X,X,X,O,X,X
LZJTIOS,X,O,X,X,X,X,X,X
LZJTSIO,O,X,X,X,X,O,X,X
LZJTSOI,X,X,X,X,X,O,X,X
LZJTOIS,X,O,X,X,X,X,X,X
LZJTOSI,X,O,X,X,X,X,X,X
LZJITSO,X,X,X,X,X,X,O,X
LZJITOS,X,O,X,X,X,X,O,X
LZJISTO,X,X,X,X,X,X,O,X
LZJISOT,X,X,X,X,X,X,O,X
LZJIOTS,X,O,X,X,X,X,O,O
LZJIOST,X,X,X,X,X,X,O,O
LZJSTIO,O,X,X,O,X,O,X,X
LZJSTOI,X,X,X,O,X,O,X,X
LZJSITO,O,X,X,X,X,X,X,X
LZJSIOT,X,X,X,X,X,X,X,O
LZJSOTI,X,X,X,O,X,X,X,X
LZJSOIT,X,X,X,X,X,X,X,O
LZJOTIS,X,O,X,X,X,X,X,X
LZJOTSI,X,O,X,X,X,X,X,X
LZJOITS,X,O,X,X,X,X,O,O
LZJOIST,X,X,X,X,X,X,O,O
LZJOSTI,X,X,X,O,X,X,X,X
LZJOSIT,X,X,X,X,X,X,X,O
LZSTIJO,O,O,X,O,X,X,X,X
LZSTIOJ,O,O,X,O,X,X,X,O
LZSTJIO,O,O,X,O,X,O,X,X
LZSTJOI,X,O,X,O,X,O,X,X
LZSTOIJ,O,O,X,O,O,X,X,O
LZSTOJI,O,O,X,O,O,X,X,X
LZSITJO,O,O,X,O,X,X,X,X
LZSITOJ,O,O,X,O,X,X,X,O
LZSIJTO,O,O,X,X,X,X,X,X
LZSIJOT,X,O,X,X,X,X,X,O
LZSIOTJ,O,O,X,O,O,X,X,O
LZSIOJT,O,O,X,X,O,X,X,O
LZSJTIO,O,O,X,O,X,O,X,X
LZSJTOI,X,O,X,O,X,O,X,X
LZSJITO,O,O,X,X,X,X,X,X
LZSJIOT,X,O,X,X,X,X,X,O
LZSJOTI,X,O,X,O,O,X,X,X
LZSJOIT,X,O,X,X,O,X,X,O
LZSOTIJ,O,O,X,O,O,X,X,O
LZSOTJI,O,O,X,O,O,X,X,X
LZSOITJ,O,O,X,O,O,X,X,O
LZSOIJT,O,O,X,X,O,X,X,O
LZSOJTI,O,O,X,O,O,X,X,X
LZSOJIT,O,O,X,X,O,X,X,O
LZOTIJS,X,O,X,X,X,X,O,O
LZOTISJ,X,O,X,O,X,X,O,O
LZOTJIS,X,O,X,X,X,O,X,X
LZOTJSI,O,O,X,X,X,O,X,X
LZOTSIJ,O,O,X,O,X,X,X,O
LZOTSJI,O,O,X,O,X,X,X,X
LZOITJS,X,O,X,X,X,X,O,O
LZOITSJ,X,O,X,O,X,X,O,O
LZOIJTS,X,O,X,X,X,X,O,O
LZOIJST,X,X,X,X,O,X,O,O
LZOISTJ,X,O,X,O,O,X,O,O
LZOISJT,X,X,X,X,O,X,O,O
LZOJTIS,X,O,X,X,X,O,X,X
LZOJTSI,O,O,X,X,X,O,X,X
LZOJITS,X,O,X,X,X,X,O,O
LZOJIST,X,X,X,X,O,X,O,O
LZOJSTI,O,X,X,O,O,O,X,X
LZOJSIT,O,X,X,X,O,X,X,O
LZOSTIJ,O,O,X,O,O,X,X,O
LZOSTJI,O,O,X,O,O,X,X,X
LZOSITJ,O,O,X,O,O,X,X,O
LZOSIJT,O,O,X,X,O,X,X,O
LZOSJTI,O,O,X,O,O,X,X,X
LZOSJIT,O,O,X,X,O,X,X,O
LOTIJSZ,X,X,O,O,X,X,O,X
LOTIJZS,X,X,O,X,X,X,O,X
LOTISJZ,X,X,O,O,X,X,O,X
LOTISZJ,X,X,X,O,X,X,O,X
LOTIZJS,X,O,X,X,X,X,O,O
LOTIZSJ,X,O,X,O,X,X,O,O
LOTJISZ,X,X,O,O,X,O,O,X
LOTJIZS,X,X,O,X,X,O,O,X
LOTJSIZ,O,X,X,O,X,O,X,X
LOTJSZI,O,X,X,O,X,O,X,X
LOTJZIS,X,O,O,X,X,O,X,X
LOTJZSI,O,O,X,X,X,O,X,X
LOTSIJZ,O,X,X,O,X,X,X,X
LOTSIZJ,X,O,X,O,X,X,O,O
LOTSJIZ,O,X,X,O,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,O
LOTSZJI,O,O,X,O,X,X,X,X
LOTZIJS,X,O,X,X,X,X,O,O
LOTZISJ,X,O,X,O,X,X,O,O
LOTZJIS,X,O,X,X,X,O,X,X
LOTZJSI,O,O,X,X,X,O,X,X
LOTZSIJ,O,O,X,O,X,X,X,O
LOTZSJI,O,O,X,O,X,X,X,X
LOITJSZ,X,X,O,O,X,X,O,X
LOITJZS,X,X,O,X,X,X,O,X
LOITSJZ,X,X,O,O,X,X,O,X
LOITSZJ,X,X,X,O,X,X,O,X
LOITZJS,X,O,X,X,X,X,O,O
LOITZSJ,X,O,X,O,X,X,O,O
LOIJTSZ,X,X,O,O,X,X,O,X
LOIJTZS,X,X,O,X,X,X,O,X
LOIJSTZ,X,X,O,X,O,X,O,X
LOIJSZT,X,X,O,X,O,X,O,X
LOIJZTS,X,X,O,X,X,X,O,O
LOIJZST,X,X,O,X,O,X,O,O
LOISTJZ,X,X,O,O,O,X,O,X
LOISTZJ,X,O,X,O,X,X,O,O
LOISJTZ,X,X,O,X,O,X,O,X
LOISJZT,X,X,O,X,O,X,O,O
LOISZTJ,X,O,X,O,X,X,O,O
LOISZJT,X,O,X,X,O,X,O,O
LOIZTJS,X,O,X,X,X,X,O,O
LOIZTSJ,X,O,X,O,X,X,O,O
LOIZJTS,X,O,X,X,X,X,O,O
LOIZJST,X,X,X,X,O,X,O,O
LOIZSTJ,X,O,X,O,O,X,O,O
LOIZSJT,X,X,X,X,O,X,O,O
LOJTISZ,X,X,O,O,X,O,O,X
LOJTIZS,X,X,O,X,X,O,O,X
LOJTSIZ,O,X,X,O,X,O,X,X
LOJTSZI,O,X,X,O,X,O,X,X
LOJTZIS,X,O,O,X,X,O,X,X
LOJTZSI,O,O,X,X,X,O,X,X
LOJITSZ,X,X,O,O,X,X,O,X
LOJITZS,X,X,O,X,X,X,O,X
LOJISTZ,X,X,O,X,O,X,O,X
LOJISZT,X,X,O,X,O,X,O,X
LOJIZTS,X,X,O,X,X,X,O,O
LOJIZST,X,X,O,X,O,X,O,O
LOJSTIZ,O,X,X,O,O,O,X,X
LOJSTZI,O,O,X,O,O,O,X,X
LOJSITZ,O,X,X,X,O,X,O,X
LOJSIZT,O,X,X,X,O,X,O,O
LOJSZTI,O,O,X,O,O,O,X,X
LOJSZIT,O,O,X,X,O,X,X,O
LOJZTIS,X,O,O,X,X,O,X,X
LOJZTSI,O,O,X,X,X,O,X,X
LOJZITS,X,O,O,X,X,X,O,O
LOJZIST,X,X,O,X,O,X,O,O
LOJZSTI,O,X,X,O,O,O,X,X
LOJZSIT,O,X,X,X,O,X,X,O
LOSTIJZ,O,X,X,O,O,X,X,X
LOSTIZJ,X,O,X,O,X,X,O,O
LOSTJIZ,O,X,X,O,O,X,X,X
LOSTJZI,O,O,X,O,O,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,O
LOSTZJI,O,O,X,O,O,X,X,X
LOSITJZ,O,X,X,O,O,X,O,X
LOSITZJ,X,O,X,O,X,X,O,O
LOSIJTZ,O,X,X,X,O,X,O,X
LOSIJZT,O,X,X,X,O,X,O,O
LOSIZTJ,O,O,X,O,O,X,O,O
LOSIZJT,O,O,X,X,O,X,O,O
LOSJTIZ,O,X,X,O,O,X,X,X
LOSJTZI,O,O,X,O,O,X,X,X
LOSJITZ,O,X,X,X,O,X,O,X
LOSJIZT,O,X,X,X,O,X,O,O
LOSJZTI,O,O,X,O,O,X,X,X
LOSJZIT,O,O,X,X,O,X,X,O
LOSZTIJ,O,O,X,O,O,X,X,O
LOSZTJI,O,O,X,O,O,X,X,X
LOSZITJ,O,O,X,O,O,X,X,O
LOSZIJT,O,O,X,X,O,X,X,O
LOSZJTI,O,O,X,O,O,X,X,X
LOSZJIT,O,O,X,X,O,X,X,O
LOZTIJS,X,O,X,X,X,X,O,O
LOZTISJ,X,O,X,O,X,X,O,O
LOZTJIS,X,O,X,X,X,O,X,X
LOZTJSI,O,O,X,X,X,O,X,X
LOZTSIJ,O,O,X,O,X,X,X,O
LOZTSJI,O,O,X,O,X,X,X,X
LOZITJS,X,O,X,X,X,X,O,O
LOZITSJ,X,O,X,O,X,X,O,O
LOZIJTS,X,O,X,X,X,X,O,O
LOZIJST,X,X,X,X,O,X,O,O
LOZISTJ,X,O,X,O,O,X,O,O
LOZISJT,X,X,X,X,O,X,O,O
LOZJTIS,X,O,X,X,X,O,X,X
LOZJTSI,O,O,X,X,X,O,X,X
LOZJITS,X,O,X,X,X,X,O,O
LOZJIST,X,X,X,X,O,X,O,O
LOZJSTI,O,X,X,O,O,O,X,X
LOZJSIT,O,X,X,X,O,X,X,O
LOZSTIJ,O,O,X,O,O,X,X,O
LOZSTJI,O,O,X,O,O,X,X,X
LOZSITJ,O,O,X,O,O,X,X,O
LOZSIJT,O,O,X,X,O,X,X,O
LOZSJTI,O,O,X,O,O,X,X,X
LOZSJIT,O,O,X,X,O,X,X,O
JTILSZO,X,X,O,O,X,O,O,X
JTILSOZ,X,X,O,O,X,X,O,X
JTILZSO,X,X,O,X,X,O,O,X
JTILZOS,X,X,O,X,X,X,O,X
JTILOSZ,X,X,O,O,X,X,O,X
JTILOZS,X,X,O,X,X,X,O,X
JTISLZO,O,X,O,O,X,O,X,X
JTISLOZ,O,X,O,O,X,X,X,X
JTISZLO,O,X,O,O,X,O,X,X
JTISZOL,O,X,O,X,X,O,X,X
JTISOLZ,O,X,O,X,X,X,X,X
JTISOZL,O,X,O,X,X,O,X,X
JTIZLSO,X,X,O,X,X,O,X,X
JTIZLOS,X,X,O,X,X,X,X,X
JTIZSLO,O,X,O,X,X,O,X,X
JTIZSOL,O,X,O,X,X,O,X,X
JTIZOLS,X,X,O,X,X,X,X,X
JTIZOSL,X,X,O,X,X,O,X,X
JTIOLSZ,X,X,O,X,X,X,X,X
JTIOLZS,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,O,X,X,X,X,X
JTIOSZL,X,X,O,X,X,O,X,X
JTIOZLS,X,X,O,X,X,X,X,X
JTIOZSL,X,X,O,X,X,O,X,X
JTLISZO,X,X,O,O,X,O,O,X
JTLISOZ,X,X,O,O,X,X,O,X
JTLIZSO,X,X,O,X,X,O,O,X
JTLIZOS,X,X,O,X,X,X,O,X
JTLIOSZ,X,X,O,O,X,X,O,X
JTLIOZS,X,X,O,X,X,X,O,X
JTLSIZO,O,X,X,O,X,O,X,X
JTLSIOZ,O,X,X,O,X,X,X,X
JTLSZIO,O,X,X,O,X,O,X,X
JTLSZOI,X,X,X,O,X,O,X,X
JTLSOIZ,X,X,X,O,X,X,X,X
JTLSOZI,X,X,X,O,X,X,X,X
JTLZISO,X,X,O,X,X,O,X,X
JTLZIOS,X,O,O,X,X,X,X,X
JTLZSIO,O,X,X,X,X,O,X,X
JTLZSOI,X,X,X,X,X,O,X,X
JTLZOIS,X,O,O,X,X,X,X,X
JTLZOSI,X,O,X,X,X,X,X,X
JTLOISZ,X,X,O,O,X,X,O,X
JTLOIZS,X,X,O,X,X,X,O,X
JTLOSIZ,X,X,X,O,X,X,X,X
JTLOSZI,X,X,X,O,X,X,X,X
JTLOZIS,X,O,O,X,X,X,X,X
JTLOZSI,X,O,X,X,X,X,X,X
JTSILZO,O,X,O,O,X,O,X,X
JTSILOZ,O,X,O,O,X,X,X,X
JTSIZLO,O,X,O,O,X,O,X,X
JTSIZOL,O,X,O,X,X,O,X,X
JTSIOLZ,O,X,O,X,X,X,X,X
JTSIOZL,O,X,O,X,X,O,X,X
JTSLIZO,O,X,X,O,X,O,X,X
JTSLIOZ,O,X,X,O,X,X,X,X
JTSLZIO,O,O,X,O,X,O,X,X
JTSLZOI,X,O,X,O,X,O,X,X
JTSLOIZ,X,X,X,O,X,X,X,X
JTSLOZI,X,O,X,O,X,X,X,X
JTSZILO,O,O,O,O,X,O,X,X
JTSZIOL,O,O,O,X,X,O,X,X
JTSZLIO,O,O,X,O,X,O,X,X
JTSZLOI,X,O,X,O,X,O,X,X
JTSZOIL,O,O,O,X,X,O,X,X
JTSZOLI,O,O,X,X,X,O,X,X
JTSOILZ,O,X,O,X,X,X,X,X
JTSOIZL,O,X,O,X,X,O,X,X
JTSOLIZ,O,X,X,X,X,X,X,X
JTSOLZI,O,O,X,X,X,X,X,X
JTSOZIL,O,O,O,X,X,O,X,X
JTSOZLI,O,O,X,X,X,O,X,X
JTZILSO,X,X,O,X,X,O,X,X
JTZILOS,X,O,O,X,X,X,X,X
JTZISLO,O,X,O,X,X,O,X,X
