sequence,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFmhBCjBFlB0mBTo?B3qB,v115@HhA8IeB8EeA8BeB8BeF8Jel/IvhFulBcmBxiBKqBXs?BTtB,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFThBenBfoB6oB1q?BUqB,v115@HhA8IeB8EeA8BeB8BeF8Je0/IvhFXhBxiBFnBToBOq?BCrB,v115@HhA8IeB8EeA8BeB8BeF8Jex/IvhFlhBziB+oBUlByr?B3qB,v115@HhA8IeB8EeA8BeB8BeF8Jel/IvhFzhBGjBilBUoBRr?B3qB,v115@HhA8IeB8EeA8BeB8BeF8JeRBJvhFfoB6oBFlB8qBzm?BmpB
LSIJTZO,X,O,O,X,X,X,X
LSIJTOZ,X,X,O,X,O,X,X
LSIJZTO,O,O,O,X,X,X,X
LSIJZOT,O,O,O,X,X,X,X
LSIJOTZ,X,X,O,X,O,X,X
LSIJOZT,X,X,O,X,X,X,X
LSIZTJO,O,O,O,X,X,X,X
LSIZTOJ,O,O,X,O,X,X,O
LSIZJTO,O,O,O,X,X,X,X
LSIZJOT,O,O,O,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,O
LSIZOJT,O,O,X,X,X,X,O
LSIOTJZ,X,O,O,O,X,X,X
LSIOTZJ,O,O,X,O,X,X,O
LSIOJTZ,X,O,O,X,X,X,X
LSIOJZT,O,O,O,X,X,X,O
LSIOZTJ,O,O,X,O,X,X,O
LSIOZJT,O,O,X,X,X,X,O
LSJTIZO,O,O,O,X,X,X,X
LSJTIOZ,X,X,O,X,O,X,X
LSJTZIO,O,O,O,X,O,X,X
LSJTZOI,O,O,O,O,O,X,X
LSJTOIZ,X,O,O,O,O,X,X
LSJTOZI,X,O,O,O,O,X,X
LSJITZO,X,O,O,X,X,X,X
LSJITOZ,X,X,O,X,O,X,X
LSJIZTO,O,O,O,X,X,X,X
LSJIZOT,O,O,O,X,X,X,X
LSJIOTZ,X,X,O,X,O,X,X
LSJIOZT,X,X,O,X,X,X,X
LSJZTIO,O,O,O,X,O,X,X
LSJZTOI,O,O,O,O,O,X,O
LSJZITO,O,O,O,X,O,X,X
LSJZIOT,O,O,O,X,O,X,X
LSJZOTI,O,O,O,O,O,X,O
LSJZOIT,O,O,O,X,O,X,O
LSJOTIZ,X,O,O,O,O,X,X
LSJOTZI,X,O,O,O,O,X,X
LSJOITZ,X,O,O,X,O,X,X
LSJOIZT,X,O,O,X,X,X,O
LSJOZTI,X,O,O,O,O,X,O
LSJOZIT,X,O,O,X,O,X,O
LSZTIJO,O,O,O,X,O,X,X
LSZTIOJ,O,O,X,O,X,X,O
LSZTJIO,O,O,O,X,O,X,X
LSZTJOI,O,O,O,O,O,X,O
LSZTOIJ,O,O,X,O,X,X,O
LSZTOJI,O,O,X,O,X,X,O
LSZITJO,O,O,O,X,O,X,X
LSZITOJ,O,O,X,O,X,X,O
LSZIJTO,O,O,O,X,O,X,X
LSZIJOT,O,O,O,X,O,X,X
LSZIOTJ,O,O,X,O,X,X,O
LSZIOJT,O,O,X,X,X,X,O
LSZJTIO,O,O,O,X,O,X,X
LSZJTOI,O,O,O,O,O,X,O
LSZJITO,O,O,O,X,O,X,X
LSZJIOT,O,O,O,X,O,X,X
LSZJOTI,O,O,O,O,O,X,O
LSZJOIT,O,O,O,X,O,X,O
LSZOTIJ,O,O,X,O,X,X,O
LSZOTJI,O,O,X,O,X,X,O
LSZOITJ,O,O,X,O,X,X,O
LSZOIJT,O,O,X,X,X,X,O
LSZOJTI,O,O,X,O,X,X,O
LSZOJIT,O,O,X,X,X,X,O
LSOTIJZ,O,O,O,O,X,X,X
LSOTIZJ,O,O,X,O,X,X,O
LSOTJIZ,O,O,O,O,X,X,X
LSOTJZI,O,O,O,O,X,X,X
LSOTZIJ,O,O,X,O,X,X,O
LSOTZJI,O,O,X,O,X,X,O
LSOITJZ,O,O,O,O,X,X,X
LSOITZJ,O,O,X,O,X,X,O
LSOIJTZ,X,O,O,X,X,X,X
LSOIJZT,O,O,O,X,X,X,O
LSOIZTJ,O,O,X,O,X,X,O
LSOIZJT,O,O,X,X,X,X,O
LSOJTIZ,O,O,O,O,X,X,X
LSOJTZI,O,O,O,O,X,X,X
LSOJITZ,X,O,O,X,X,X,X
LSOJIZT,O,O,O,X,X,X,O
LSOJZTI,O,O,O,O,X,X,O
LSOJZIT,O,O,O,X,X,X,O
LSOZTIJ,O,O,X,O,X,X,O
LSOZTJI,O,O,X,O,X,X,O
LSOZITJ,O,O,X,O,X,X,O
LSOZIJT,O,O,X,X,X,X,O
LSOZJTI,O,O,X,O,X,X,O
LSOZJIT,O,O,X,X,X,X,O
LZTIJSO,O,X,X,X,O,O,X
LZTIJOS,O,O,X,X,O,O,X
LZTISJO,O,X,X,X,O,O,X
LZTISOJ,X,X,X,O,X,O,X
LZTIOJS,O,O,X,O,O,O,X
LZTIOSJ,O,O,X,O,X,O,X
LZTJISO,O,X,X,X,O,O,X
LZTJIOS,O,O,X,X,O,O,X
LZTJSIO,O,X,X,X,O,X,X
LZTJSOI,O,O,X,O,O,X,X
LZTJOIS,O,O,X,O,O,X,X
LZTJOSI,O,O,X,O,O,X,X
LZTSIJO,O,O,X,X,O,X,X
LZTSIOJ,O,O,X,O,X,X,O
LZTSJIO,O,O,X,X,O,X,X
LZTSJOI,O,O,X,O,O,X,O
LZTSOIJ,O,O,X,O,X,X,O
LZTSOJI,O,O,X,O,X,X,O
LZTOIJS,O,O,X,O,O,X,X
LZTOISJ,O,O,X,O,X,X,O
LZTOJIS,O,O,X,O,O,X,X
LZTOJSI,O,O,X,O,O,X,X
LZTOSIJ,O,O,X,O,X,X,O
LZTOSJI,O,O,X,O,X,X,O
LZITJSO,O,X,X,X,O,O,X
LZITJOS,O,O,X,X,O,O,X
LZITSJO,O,X,X,X,O,O,X
LZITSOJ,X,X,X,O,X,O,X
LZITOJS,O,O,X,O,O,O,X
LZITOSJ,X,O,X,O,X,O,X
LZIJTSO,O,X,X,X,O,O,X
LZIJTOS,O,O,X,X,O,O,X
LZIJSTO,O,X,X,X,O,O,X
LZIJSOT,O,X,X,X,O,O,X
LZIJOTS,O,O,X,X,O,O,X
LZIJOST,O,O,X,X,O,O,X
LZISTJO,O,X,X,X,O,O,X
LZISTOJ,O,X,X,O,X,O,X
LZISJTO,O,X,X,X,O,O,X
LZISJOT,O,X,X,X,O,O,X
LZISOTJ,X,X,X,O,X,O,X
LZISOJT,O,X,X,X,X,O,X
LZIOTJS,O,O,X,O,O,O,X
LZIOTSJ,X,O,X,O,X,O,X
LZIOJTS,O,O,X,X,O,O,X
LZIOJST,O,O,X,X,O,O,X
LZIOSTJ,X,O,X,O,X,O,X
LZIOSJT,O,O,X,X,X,O,X
LZJTISO,O,X,X,X,O,O,X
LZJTIOS,O,O,X,X,O,O,X
LZJTSIO,O,X,X,X,O,X,X
LZJTSOI,O,O,X,O,O,X,X
LZJTOIS,O,O,X,O,O,X,X
LZJTOSI,O,O,X,O,O,X,X
LZJITSO,O,X,X,X,O,O,X
LZJITOS,O,O,X,X,O,O,X
LZJISTO,O,X,X,X,O,O,X
LZJISOT,O,X,X,X,O,O,X
LZJIOTS,O,O,X,X,O,O,X
LZJIOST,O,O,X,X,O,O,X
LZJSTIO,O,X,X,X,O,X,X
LZJSTOI,O,O,X,O,O,X,X
LZJSITO,O,X,X,X,O,X,X
LZJSIOT,O,X,X,X,O,X,X
LZJSOTI,O,O,X,O,O,X,X
LZJSOIT,O,O,X,X,O,X,X
LZJOTIS,O,O,X,O,O,X,X
LZJOTSI,O,O,X,O,O,X,X
LZJOITS,O,O,X,X,O,X,X
LZJOIST,O,O,X,X,O,X,X
LZJOSTI,O,O,X,O,O,X,X
LZJOSIT,O,O,X,X,O,X,X
LZSTIJO,O,O,X,X,O,X,X
LZSTIOJ,O,O,X,O,X,X,O
LZSTJIO,O,O,X,X,O,X,X
LZSTJOI,O,O,X,O,O,X,O
LZSTOIJ,O,O,X,O,X,X,O
LZSTOJI,O,O,X,O,X,X,O
LZSITJO,O,O,X,X,O,X,X
LZSITOJ,O,O,X,O,X,X,O
LZSIJTO,O,O,X,X,O,X,X
LZSIJOT,O,O,X,X,O,X,X
LZSIOTJ,O,O,X,O,X,X,O
LZSIOJT,O,O,X,X,X,X,O
LZSJTIO,O,O,X,X,O,X,X
LZSJTOI,O,O,X,O,O,X,O
LZSJITO,O,O,X,X,O,X,X
LZSJIOT,O,O,X,X,O,X,X
LZSJOTI,O,O,X,O,O,X,O
LZSJOIT,O,O,X,X,O,X,O
LZSOTIJ,O,O,X,O,X,X,O
LZSOTJI,O,O,X,O,X,X,O
LZSOITJ,O,O,X,O,X,X,O
LZSOIJT,O,O,X,X,X,X,O
LZSOJTI,O,O,X,O,X,X,O
LZSOJIT,O,O,X,X,X,X,O
LZOTIJS,O,O,X,O,O,X,X
LZOTISJ,O,O,X,O,X,X,O
LZOTJIS,O,O,X,O,O,X,X
LZOTJSI,O,O,X,O,O,X,X
LZOTSIJ,O,O,X,O,X,X,O
LZOTSJI,O,O,X,O,X,X,O
LZOITJS,O,O,X,O,O,X,X
LZOITSJ,O,O,X,O,X,X,O
LZOIJTS,O,O,X,X,O,X,X
LZOIJST,O,O,X,X,O,X,X
LZOISTJ,O,O,X,O,X,X,O
LZOISJT,O,O,X,X,X,X,O
LZOJTIS,O,O,X,O,O,X,X
LZOJTSI,O,O,X,O,O,X,X
LZOJITS,O,O,X,X,O,X,X
LZOJIST,O,O,X,X,O,X,X
LZOJSTI,O,O,X,O,O,X,X
LZOJSIT,O,O,X,X,O,X,X
LZOSTIJ,O,O,X,O,X,X,O
LZOSTJI,O,O,X,O,X,X,O
LZOSITJ,O,O,X,O,X,X,O
LZOSIJT,O,O,X,X,X,X,O
LZOSJTI,O,O,X,O,X,X,O
LZOSJIT,O,O,X,X,X,X,O
LOTIJSZ,X,O,X,O,O,X,X
LOTIJZS,O,O,X,O,O,X,X
LOTISJZ,X,O,X,O,X,X,X
LOTISZJ,O,O,X,O,X,X,X
LOTIZJS,O,O,X,O,X,X,X
LOTIZSJ,O,O,X,O,X,X,X
LOTJISZ,X,O,X,O,O,X,X
LOTJIZS,O,O,X,O,O,X,X
LOTJSIZ,X,O,X,O,O,X,X
LOTJSZI,X,O,X,O,O,X,X
LOTJZIS,O,O,X,O,O,X,X
LOTJZSI,O,O,X,O,O,X,X
LOTSIJZ,O,O,X,O,X,X,X
LOTSIZJ,O,O,X,O,X,X,X
LOTSJIZ,O,O,X,O,X,X,X
LOTSJZI,O,O,X,O,X,X,X
LOTSZIJ,O,O,X,O,X,X,X
LOTSZJI,O,O,X,O,X,X,X
LOTZIJS,O,O,X,O,O,X,X
LOTZISJ,O,O,X,O,X,X,X
LOTZJIS,O,O,X,O,O,X,X
LOTZJSI,O,O,X,O,O,X,X
LOTZSIJ,O,O,X,O,X,X,X
LOTZSJI,O,O,X,O,X,X,X
LOITJSZ,X,O,X,O,O,X,X
LOITJZS,O,O,X,O,O,X,X
LOITSJZ,X,O,X,O,X,X,X
LOITSZJ,O,O,X,O,X,X,X
LOITZJS,O,O,X,O,X,X,X
LOITZSJ,O,O,X,O,X,X,X
LOIJTSZ,X,O,X,X,O,X,X
LOIJTZS,O,O,X,X,O,X,X
LOIJSTZ,X,O,X,X,O,X,X
LOIJSZT,O,O,X,X,X,X,X
LOIJZTS,O,O,X,X,O,X,X
LOIJZST,O,O,X,X,X,X,X
LOISTJZ,O,O,X,O,X,X,X
LOISTZJ,O,O,X,O,X,X,O
LOISJTZ,X,O,X,X,X,X,X
LOISJZT,O,O,X,X,X,X,O
LOISZTJ,O,O,X,O,X,X,O
LOISZJT,O,O,X,X,X,X,O
LOIZTJS,O,O,X,O,X,X,X
LOIZTSJ,O,O,X,O,X,X,O
LOIZJTS,O,O,X,X,X,X,X
LOIZJST,O,O,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,X,O
LOIZSJT,O,O,X,X,X,X,O
LOJTISZ,X,O,X,O,O,X,X
LOJTIZS,O,O,X,O,O,X,X
LOJTSIZ,X,O,X,O,O,X,X
LOJTSZI,X,O,X,O,O,X,X
LOJTZIS,O,O,X,O,O,X,X
LOJTZSI,O,O,X,O,O,X,X
LOJITSZ,X,O,X,X,O,X,X
LOJITZS,O,O,X,X,O,X,X
LOJISTZ,X,O,X,X,O,X,X
LOJISZT,O,O,X,X,X,X,X
LOJIZTS,O,O,X,X,O,X,X
LOJIZST,O,O,X,X,O,X,X
LOJSTIZ,O,O,X,O,O,X,X
LOJSTZI,O,O,X,O,O,X,X
LOJSITZ,X,O,X,X,O,X,X
LOJSIZT,O,O,X,X,X,X,X
LOJSZTI,O,O,X,O,O,X,X
LOJSZIT,O,O,X,X,O,X,X
LOJZTIS,O,O,X,O,O,X,X
LOJZTSI,O,O,X,O,O,X,X
LOJZITS,O,O,X,X,O,X,X
LOJZIST,O,O,X,X,O,X,X
LOJZSTI,O,O,X,O,O,X,X
LOJZSIT,O,O,X,X,O,X,X
LOSTIJZ,O,O,X,O,X,X,X
LOSTIZJ,O,O,X,O,X,X,O
LOSTJIZ,O,O,X,O,X,X,X
LOSTJZI,O,O,X,O,X,X,X
LOSTZIJ,O,O,X,O,X,X,O
LOSTZJI,O,O,X,O,X,X,O
LOSITJZ,O,O,X,O,X,X,X
LOSITZJ,O,O,X,O,X,X,O
LOSIJTZ,X,O,X,X,X,X,X
LOSIJZT,O,O,X,X,X,X,O
LOSIZTJ,O,O,X,O,X,X,O
LOSIZJT,O,O,X,X,X,X,O
LOSJTIZ,O,O,X,O,X,X,X
LOSJTZI,O,O,X,O,X,X,X
LOSJITZ,X,O,X,X,X,X,X
LOSJIZT,O,O,X,X,X,X,O
LOSJZTI,O,O,X,O,X,X,O
LOSJZIT,O,O,X,X,X,X,O
LOSZTIJ,O,O,X,O,X,X,O
LOSZTJI,O,O,X,O,X,X,O
LOSZITJ,O,O,X,O,X,X,O
LOSZIJT,O,O,X,X,X,X,O
LOSZJTI,O,O,X,O,X,X,O
LOSZJIT,O,O,X,X,X,X,O
LOZTIJS,O,O,X,O,O,X,X
LOZTISJ,O,O,X,O,X,X,O
LOZTJIS,O,O,X,O,O,X,X
LOZTJSI,O,O,X,O,O,X,X
LOZTSIJ,O,O,X,O,X,X,O
LOZTSJI,O,O,X,O,X,X,O
LOZITJS,O,O,X,O,O,X,X
LOZITSJ,O,O,X,O,X,X,O
LOZIJTS,O,O,X,X,O,X,X
LOZIJST,O,O,X,X,O,X,X
LOZISTJ,O,O,X,O,X,X,O
LOZISJT,O,O,X,X,X,X,O
LOZJTIS,O,O,X,O,O,X,X
LOZJTSI,O,O,X,O,O,X,X
LOZJITS,O,O,X,X,O,X,X
LOZJIST,O,O,X,X,O,X,X
LOZJSTI,O,O,X,O,O,X,X
LOZJSIT,O,O,X,X,O,X,X
LOZSTIJ,O,O,X,O,X,X,O
LOZSTJI,O,O,X,O,X,X,O
LOZSITJ,O,O,X,O,X,X,O
LOZSIJT,O,O,X,X,X,X,O
LOZSJTI,O,O,X,O,X,X,O
LOZSJIT,O,O,X,X,X,X,O
JTILSZO,X,X,O,X,X,X,X
JTILSOZ,X,X,O,X,O,X,X
JTILZSO,O,X,X,X,X,O,X
JTILZOS,O,X,X,X,O,O,X
JTILOSZ,X,X,O,X,O,X,X
JTILOZS,X,X,X,X,O,O,X
JTISLZO,X,X,O,X,X,X,X
JTISLOZ,X,X,O,X,X,X,X
JTISZLO,X,X,O,X,X,X,X
JTISZOL,X,X,O,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X
JTISOZL,X,X,O,X,X,X,X
JTIZLSO,O,X,X,X,O,O,X
JTIZLOS,O,X,X,X,O,O,X
JTIZSLO,O,X,O,X,X,O,X
JTIZSOL,O,X,O,X,X,O,X
JTIZOLS,O,X,X,X,O,O,X
JTIZOSL,O,X,O,X,X,O,X
JTIOLSZ,X,X,O,X,O,X,X
JTIOLZS,O,X,X,X,O,O,X
JTIOSLZ,X,X,O,X,X,X,X
JTIOSZL,X,X,O,X,X,X,X
JTIOZLS,O,X,X,X,O,O,X
JTIOZSL,O,X,O,X,X,O,X
JTLISZO,X,X,O,X,X,X,X
JTLISOZ,X,X,O,X,O,X,X
JTLIZSO,O,X,X,X,O,X,X
JTLIZOS,O,O,X,X,O,X,X
JTLIOSZ,X,X,O,X,O,X,X
JTLIOZS,X,O,X,X,O,X,X
JTLSIZO,X,O,O,X,X,X,X
JTLSIOZ,X,X,O,X,O,X,X
JTLSZIO,X,O,O,X,O,X,X
JTLSZOI,X,O,O,O,O,X,X
JTLSOIZ,X,O,O,O,O,X,X
JTLSOZI,X,O,O,O,O,X,X
JTLZISO,O,X,X,X,O,X,X
JTLZIOS,O,O,X,X,O,X,X
JTLZSIO,O,X,X,X,O,X,X
JTLZSOI,X,O,X,O,O,X,X
JTLZOIS,O,O,X,O,O,X,X
JTLZOSI,X,O,X,O,O,X,X
JTLOISZ,X,O,O,O,O,X,X
JTLOIZS,X,O,X,O,O,X,X
JTLOSIZ,X,O,O,O,O,X,X
JTLOSZI,X,O,O,O,O,X,X
JTLOZIS,X,O,X,O,O,X,X
JTLOZSI,X,O,X,O,O,X,X
JTSILZO,X,O,O,X,X,X,X
JTSILOZ,X,X,O,X,X,X,X
JTSIZLO,X,X,O,X,X,X,X
JTSIZOL,X,X,O,X,X,X,X
JTSIOLZ,X,X,O,X,X,X,X
JTSIOZL,X,X,O,X,X,X,X
JTSLIZO,X,O,O,X,X,X,X
JTSLIOZ,X,X,O,X,X,X,X
JTSLZIO,X,O,O,X,X,X,X
JTSLZOI,X,O,O,O,X,X,X
JTSLOIZ,X,O,O,O,X,X,X
JTSLOZI,X,O,O,O,X,X,X
JTSZILO,X,X,O,X,X,X,X
JTSZIOL,X,X,O,X,X,X,X
JTSZLIO,X,X,O,X,X,X,X
JTSZLOI,X,X,O,X,X,X,X
JTSZOIL,X,X,O,O,X,X,X
JTSZOLI,X,X,O,O,X,X,X
JTSOILZ,X,O,O,O,X,X,X
JTSOIZL,X,X,O,O,X,X,X
JTSOLIZ,X,O,O,O,X,X,X
JTSOLZI,X,O,O,O,X,X,X
JTSOZIL,X,X,O,O,X,X,X
JTSOZLI,X,X,O,O,X,X,X
JTZILSO,O,X,X,X,O,O,X
JTZILOS,O,X,X,X,O,O,X
JTZISLO,O,X,O,X,X,O,X
JTZISOL,O,X,O,X,X,O,X
JTZIOLS,O,X,X,X,O,O,X
JTZIOSL,O,X,O,X,X,O,X
JTZLISO,O,X,X,X,O,O,X
JTZLIOS,O,X,X,X,O,O,X
JTZLSIO,O,X,X,X,O,X,X
JTZLSOI,X,X,X,O,O,X,X
JTZLOIS,O,X,X,O,O,X,X
JTZLOSI,O,X,X,O,O,X,X
JTZSILO,O,X,O,X,X,O,X
JTZSIOL,O,X,O,X,X,O,X
JTZSLIO,O,X,O,X,X,X,X
JTZSLOI,X,X,O,X,X,X,X
JTZSOIL,O,X,O,O,X,X,X
JTZSOLI,O,X,O,O,X,X,X
JTZOILS,O,X,X,O,O,O,X
JTZOISL,O,X,O,O,X,O,X
JTZOLIS,O,X,X,O,O,X,X
JTZOLSI,O,X,X,O,O,X,X
JTZOSIL,O,X,O,O,X,X,X
JTZOSLI,O,X,O,O,X,X,X
JTOILSZ,X,O,O,O,O,X,X
JTOILZS,O,O,X,O,O,X,X
JTOISLZ,X,O,O,O,X,X,X
JTOISZL,X,X,O,O,X,X,X
JTOIZLS,O,X,X,O,O,X,X
JTOIZSL,O,X,O,O,X,X,X
JTOLISZ,X,O,O,O,O,X,X
JTOLIZS,O,O,X,O,O,X,X
JTOLSIZ,X,O,O,O,O,X,X
JTOLSZI,X,O,O,O,O,X,X
JTOLZIS,O,O,X,O,O,X,X
JTOLZSI,O,O,X,O,O,X,X
JTOSILZ,X,O,O,O,X,X,X
JTOSIZL,X,X,O,O,X,X,X
JTOSLIZ,X,O,O,O,X,X,X
JTOSLZI,X,O,O,O,X,X,X
JTOSZIL,X,X,O,O,X,X,X
JTOSZLI,X,X,O,O,X,X,X
JTOZILS,O,X,X,O,O,X,X
JTOZISL,O,X,O,O,X,X,X
JTOZLIS,O,X,X,O,O,X,X
JTOZLSI,O,X,X,O,O,X,X
JTOZSIL,O,X,O,O,X,X,X
JTOZSLI,O,X,O,O,X,X,X
JITLSZO,X,X,O,X,X,X,X
JITLSOZ,X,X,O,X,O,X,X
JITLZSO,O,X,X,X,X,O,X
JITLZOS,O,X,X,X,O,O,X
JITLOSZ,X,X,O,X,O,X,X
JITLOZS,X,X,X,X,O,O,X
JITSLZO,X,X,O,X,X,X,X
JITSLOZ,X,X,O,X,X,X,X
JITSZLO,X,X,O,X,X,X,X
JITSZOL,X,X,O,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X
JITSOZL,X,X,O,X,X,X,X
JITZLSO,O,X,X,X,O,O,X
JITZLOS,O,X,X,X,O,O,X
JITZSLO,O,X,O,X,X,O,X
JITZSOL,O,X,O,X,X,O,X
JITZOLS,O,X,X,X,O,O,X
JITZOSL,O,X,O,X,X,O,X
JITOLSZ,X,X,O,X,O,X,X
JITOLZS,O,X,X,X,O,O,X
JITOSLZ,X,X,O,X,X,X,X
JITOSZL,X,X,O,X,X,X,X
JITOZLS,O,X,X,X,O,O,X
JITOZSL,O,X,O,X,X,O,X
JILTSZO,X,X,O,X,X,X,X
JILTSOZ,X,X,O,X,O,X,X
JILTZSO,O,X,X,X,O,O,X
JILTZOS,O,X,X,X,O,O,X
JILTOSZ,X,X,O,X,O,X,X
JILTOZS,X,X,X,X,O,O,X
JILSTZO,X,X,O,X,X,X,X
JILSTOZ,X,X,O,X,O,X,X
JILSZTO,O,X,O,X,X,X,X
JILSZOT,O,X,O,X,X,X,X
JILSOTZ,X,X,O,X,O,X,X
JILSOZT,X,X,O,X,X,X,X
JILZTSO,O,X,X,X,O,O,X
JILZTOS,O,X,X,X,O,O,X
JILZSTO,O,X,X,X,O,O,X
JILZSOT,O,X,X,X,O,O,X
JILZOTS,O,X,X,X,O,O,X
JILZOST,O,X,X,X,O,O,X
JILOTSZ,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,O,O,X
JILOSTZ,X,X,O,X,O,X,X
JILOSZT,X,X,O,X,X,X,X
JILOZTS,X,X,X,X,O,O,X
JILOZST,X,X,X,X,O,O,X
JISTLZO,X,X,O,X,X,X,X
JISTLOZ,X,X,O,X,X,X,X
JISTZLO,X,X,O,X,X,X,X
JISTZOL,X,X,O,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X
JISTOZL,X,X,O,X,X,X,X
JISLTZO,X,X,O,X,X,X,X
JISLTOZ,X,X,O,X,O,X,X
JISLZTO,O,X,O,X,X,X,X
JISLZOT,O,X,O,X,X,X,X
JISLOTZ,X,X,O,X,O,X,X
JISLOZT,X,X,O,X,X,X,X
JISZTLO,O,X,O,X,X,X,X
JISZTOL,O,X,O,X,X,X,X
JISZLTO,O,X,O,X,O,X,X
JISZLOT,O,X,O,X,O,X,X
JISZOTL,O,X,X,X,X,X,X
JISZOLT,O,X,O,X,O,X,X
JISOTLZ,X,X,O,X,X,X,X
JISOTZL,X,X,O,X,X,X,X
JISOLTZ,X,X,O,X,O,X,X
JISOLZT,O,X,O,X,X,X,X
JISOZTL,O,X,X,X,X,X,X
JISOZLT,O,X,O,X,O,X,X
JIZTLSO,O,X,X,X,O,O,X
JIZTLOS,O,X,X,X,O,O,X
JIZTSLO,X,X,O,X,X,O,X
JIZTSOL,X,X,O,X,X,O,X
JIZTOLS,O,X,X,X,O,O,X
JIZTOSL,X,X,O,X,X,O,X
JIZLTSO,O,X,X,X,O,O,X
JIZLTOS,O,X,X,X,O,O,X
JIZLSTO,O,X,X,X,O,O,X
JIZLSOT,O,X,X,X,O,O,X
JIZLOTS,O,X,X,X,O,O,X
JIZLOST,O,X,X,X,O,O,X
JIZSTLO,X,X,O,X,X,O,X
JIZSTOL,X,X,O,X,X,O,X
JIZSLTO,O,X,O,X,O,O,X
JIZSLOT,O,X,O,X,O,O,X
JIZSOTL,X,X,X,X,X,O,X
JIZSOLT,O,X,O,X,O,O,X
JIZOTLS,O,X,X,X,O,O,X
JIZOTSL,X,X,X,X,X,O,X
JIZOLTS,O,X,X,X,O,O,X
JIZOLST,O,X,X,X,O,O,X
JIZOSTL,X,X,X,X,X,O,X
JIZOSLT,O,X,O,X,O,O,X
JIOTLSZ,X,X,O,X,O,X,X
JIOTLZS,O,X,X,X,O,O,X
JIOTSLZ,X,X,O,X,X,X,X
JIOTSZL,X,X,O,X,X,X,X
JIOTZLS,O,X,X,X,O,O,X
JIOTZSL,O,X,O,X,X,O,X
JIOLTSZ,X,X,X,X,O,X,X
JIOLTZS,O,X,X,X,O,O,X
JIOLSTZ,X,X,O,X,O,X,X
JIOLSZT,O,X,O,X,X,X,X
JIOLZTS,O,X,X,X,O,O,X
JIOLZST,O,X,X,X,O,O,X
JIOSTLZ,X,X,O,X,X,X,X
JIOSTZL,X,X,O,X,X,X,X
JIOSLTZ,X,X,O,X,O,X,X
JIOSLZT,O,X,O,X,X,X,X
JIOSZTL,O,X,X,X,X,X,X
JIOSZLT,O,X,O,X,O,X,X
JIOZTLS,O,X,X,X,O,O,X
JIOZTSL,X,X,X,X,X,O,X
JIOZLTS,O,X,X,X,O,O,X
JIOZLST,O,X,X,X,O,O,X
JIOZSTL,X,X,X,X,X,O,X
JIOZSLT,O,X,O,X,O,O,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,X,O,X,X
JLTIZSO,O,X,X,X,O,X,X
JLTIZOS,O,O,X,X,O,X,X
JLTIOSZ,X,X,O,X,O,X,X
JLTIOZS,X,O,X,X,O,X,X
JLTSIZO,X,O,O,X,X,X,X
JLTSIOZ,X,X,O,X,O,X,X
JLTSZIO,X,O,O,X,O,X,X
JLTSZOI,X,O,O,O,O,X,X
JLTSOIZ,X,O,O,O,O,X,X
JLTSOZI,X,O,O,O,O,X,X
JLTZISO,O,X,X,X,O,X,X
JLTZIOS,O,O,X,X,O,X,X
JLTZSIO,O,X,X,X,O,X,X
JLTZSOI,X,O,X,O,O,X,X
JLTZOIS,O,O,X,O,O,X,X
JLTZOSI,X,O,X,O,O,X,X
JLTOISZ,X,O,O,O,O,X,X
JLTOIZS,X,O,X,O,O,X,X
JLTOSIZ,X,O,O,O,O,X,X
JLTOSZI,X,O,O,O,O,X,X
JLTOZIS,X,O,X,O,O,X,X
JLTOZSI,X,O,X,O,O,X,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,X,O,X,X
JLITZSO,O,X,X,X,O,X,X
JLITZOS,O,O,X,X,O,X,X
JLITOSZ,X,X,O,X,O,X,X
JLITOZS,X,O,X,X,O,X,X
JLISTZO,X,X,O,X,X,X,X
JLISTOZ,X,X,O,X,O,X,X
JLISZTO,O,X,O,X,X,X,X
JLISZOT,O,X,O,X,X,X,X
JLISOTZ,X,X,O,X,O,X,X
JLISOZT,X,X,O,X,X,X,X
JLIZTSO,O,X,X,X,O,X,X
JLIZTOS,O,O,X,X,O,X,X
JLIZSTO,O,X,X,X,O,X,X
JLIZSOT,O,X,X,X,O,X,X
JLIZOTS,O,O,X,X,O,X,X
JLIZOST,O,O,X,X,O,X,X
JLIOTSZ,X,X,X,X,O,X,X
JLIOTZS,X,O,X,X,O,X,X
JLIOSTZ,X,X,O,X,O,X,X
JLIOSZT,X,X,O,X,X,X,X
JLIOZTS,X,O,X,X,O,X,X
JLIOZST,X,O,X,X,O,X,X
JLSTIZO,O,O,O,X,X,X,X
JLSTIOZ,X,X,O,X,O,X,X
JLSTZIO,O,O,O,X,O,X,X
JLSTZOI,O,O,O,O,O,X,X
