sequence,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhF0hB6nBTjB3?lBlrBOqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeuEJvhF6nBTjBxlB8?rBFmBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFigBTjBcqB/?rBGsBFsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFxgBSoBXmB8?rBlnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFAJvhFXhB+nBTjBq?pBxqB8rB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je5EJvhFSnBTjBOqB/?rBlqBUsB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBllBRnB/?rBUnBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeWFJvhFThBSoB8rBl?nBRqBXqB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeCAJvhFGjBxlBlnBX?mB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8JeFBJvhFGjBClB3nBx?qB8rBzpB,v115@9gA8IeA8IeA8GeC8BeB8AeD8Je1FJvhFRiBSoBWqBU?nB/rBzpB
LJZTSOI,X,X,X,X,X,X,X,X,X,X,O
LJZTOIS,X,X,X,X,O,X,X,X,X,X,X
LJZTOSI,X,X,X,X,X,X,X,X,X,X,O
LJZITSO,X,X,X,X,O,X,X,X,X,X,O
LJZITOS,X,O,X,X,O,X,X,O,X,X,X
LJZISTO,X,X,X,X,O,X,X,X,X,X,X
LJZISOT,X,O,X,X,O,X,X,O,X,X,X
LJZIOTS,X,O,X,X,O,X,X,O,X,X,X
LJZIOST,X,O,X,X,O,X,X,O,X,X,X
LJZSTIO,X,O,X,O,X,X,X,X,X,X,O
LJZSTOI,X,O,X,O,X,X,X,X,X,X,O
LJZSITO,X,O,X,O,X,X,X,X,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X
LJZSOTI,X,O,X,O,X,X,X,X,X,X,X
LJZSOIT,X,O,X,O,X,X,X,X,X,X,X
LJZOTIS,X,X,X,X,O,X,X,X,X,X,X
LJZOTSI,X,X,X,O,X,X,X,X,X,X,O
LJZOITS,X,O,X,X,O,X,X,O,X,X,X
LJZOIST,X,O,X,O,O,X,X,O,X,X,X
LJZOSTI,X,O,X,O,X,X,X,X,X,X,X
LJZOSIT,X,O,X,O,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,O,X,O,X,O,X,X
LJOTIZS,O,X,X,X,O,X,O,X,O,X,X
LJOTSIZ,O,X,X,X,O,X,O,X,O,X,X
LJOTSZI,O,X,X,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,O,X,O,X,O,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X,X,O
LJOITSZ,O,X,X,X,O,X,O,X,O,X,X
LJOITZS,O,X,X,X,O,X,O,X,O,X,X
LJOISTZ,X,X,X,X,O,O,X,X,X,X,X
LJOISZT,X,X,X,X,O,O,X,X,X,X,X
LJOIZTS,X,X,X,X,O,X,X,X,X,X,X
LJOIZST,X,X,X,O,O,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,O,O,O,X,O,X,X
LJOSTZI,X,O,X,X,X,X,X,X,X,X,X
LJOSITZ,X,X,X,X,O,O,X,X,X,X,X
LJOSIZT,X,O,X,X,O,O,X,X,X,X,X
LJOSZTI,X,O,X,O,X,X,X,X,X,X,X
LJOSZIT,X,O,X,O,X,O,X,X,X,X,X
LJOZTIS,X,X,X,X,O,X,O,X,O,X,X
LJOZTSI,X,X,X,O,X,X,X,X,X,X,O
LJOZITS,X,O,X,X,O,X,X,X,X,X,X
LJOZIST,X,O,X,O,O,X,X,X,X,X,X
LJOZSTI,X,O,X,O,X,X,X,X,X,X,X
LJOZSIT,X,O,X,O,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,X,O,O,X,X,X,X,X
LSTIZJO,O,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,O,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,O,X,X,X,O,O,X,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,O,O,X,X,X,X,X
LSTJZIO,O,O,X,X,X,X,X,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X,X,X,X
LSTJOIZ,O,X,X,X,O,O,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,X,X,X,O,O,X,X,X,X,X
LSTOIZJ,O,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,X,X,O,O,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,O,X,X,X,O,X,X,X,X,O,X
LSITJOZ,O,X,X,X,O,O,X,X,X,X,X
LSITZJO,O,X,X,X,X,X,X,X,X,O,X
LSITZOJ,O,X,X,X,X,X,X,X,X,O,X
LSITOJZ,O,X,X,X,O,O,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,X,X,X
LSIJTZO,X,X,X,X,O,X,X,X,X,O,X
LSIJTOZ,X,X,X,X,O,O,X,X,X,X,X
LSIJZTO,X,O,O,X,O,X,X,X,X,O,X
LSIJZOT,X,O,O,X,O,O,X,O,X,O,X
LSIJOTZ,X,X,X,X,O,O,X,X,X,X,X
LSIJOZT,X,O,O,X,O,O,X,X,X,O,X
LSIZTJO,X,O,O,X,X,X,X,X,X,O,X
LSIZTOJ,X,O,O,X,X,X,X,X,X,O,X
LSIZJTO,X,O,O,X,X,X,X,X,X,O,X
LSIZJOT,X,O,O,X,X,O,X,O,X,O,X
LSIZOTJ,X,O,O,X,X,X,X,X,X,O,X
LSIZOJT,X,O,O,X,X,O,X,O,X,O,X
LSIOTJZ,O,X,X,X,O,O,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,O,X,X,X,X,X
LSIOJZT,X,O,O,X,O,O,X,X,X,O,X
LSIOZTJ,X,O,O,X,X,X,X,X,X,O,X
LSIOZJT,X,O,O,X,X,O,X,X,X,O,X
LSJTIZO,X,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,X,X,X,X,O,O,X,X,X,X,X
LSJTZIO,X,O,X,X,X,X,X,X,X,X,O
LSJTZOI,X,O,X,X,X,X,X,X,X,X,O
LSJTOIZ,X,X,X,X,O,O,X,X,X,X,X
LSJTOZI,X,O,X,X,X,X,X,X,X,X,X
LSJITZO,X,X,X,X,O,X,X,X,X,O,X
LSJITOZ,X,X,X,X,O,O,X,X,X,X,X
LSJIZTO,X,O,O,X,O,X,X,X,X,O,X
LSJIZOT,X,O,O,X,O,O,X,X,X,O,X
LSJIOTZ,X,X,X,X,O,O,X,X,X,X,X
LSJIOZT,X,O,O,X,O,O,X,X,X,O,X
LSJZTIO,X,O,O,X,X,X,X,X,X,X,O
LSJZTOI,X,O,O,X,X,X,X,X,X,X,O
LSJZITO,X,O,O,X,X,X,X,X,X,X,X
LSJZIOT,X,O,O,X,X,O,X,X,X,X,X
LSJZOTI,X,O,O,X,X,X,X,X,X,X,X
LSJZOIT,X,O,O,X,X,O,X,X,X,X,X
LSJOTIZ,X,X,X,X,O,O,X,X,X,X,X
LSJOTZI,X,O,X,X,X,X,X,X,X,X,X
LSJOITZ,X,X,X,X,O,O,X,X,X,X,X
LSJOIZT,X,O,O,X,O,O,X,X,X,X,X
LSJOZTI,X,O,O,X,X,X,X,X,X,X,X
LSJOZIT,X,O,O,X,X,O,X,X,X,X,X
LSZTIJO,X,O,O,O,X,X,X,X,X,X,X
LSZTIOJ,X,O,O,X,X,X,X,X,X,X,X
LSZTJIO,X,O,O,O,X,X,X,X,X,X,X
LSZTJOI,X,O,O,O,X,X,X,X,X,X,X
LSZTOIJ,X,O,O,O,X,X,X,X,X,X,X
LSZTOJI,X,O,O,O,X,X,X,X,X,X,X
LSZITJO,X,O,O,O,X,X,X,X,X,X,X
LSZITOJ,X,O,O,X,X,X,X,X,X,X,X
LSZIJTO,X,O,O,O,X,X,X,X,X,X,X
LSZIJOT,X,O,O,O,X,O,X,O,X,X,X
LSZIOTJ,X,O,O,O,X,X,X,X,X,X,X
LSZIOJT,X,O,O,O,X,O,X,O,X,X,X
LSZJTIO,X,O,O,O,X,X,X,X,X,X,O
LSZJTOI,X,O,O,O,X,X,X,X,X,X,O
LSZJITO,X,O,O,O,X,X,X,X,X,X,X
LSZJIOT,X,O,O,O,X,O,X,X,X,X,X
LSZJOTI,X,O,O,O,X,X,X,X,X,X,X
LSZJOIT,X,O,O,O,X,O,X,X,X,X,X
LSZOTIJ,X,O,O,O,X,X,X,X,X,X,X
LSZOTJI,X,O,O,O,X,X,X,X,X,X,X
LSZOITJ,X,O,O,O,X,X,X,X,X,X,X
LSZOIJT,X,O,O,O,X,O,X,O,X,X,X
LSZOJTI,X,O,O,O,X,X,X,X,X,X,X
LSZOJIT,X,O,O,O,X,O,X,X,X,X,X
LSOTIJZ,O,X,X,X,O,O,X,X,X,X,X
LSOTIZJ,O,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,O,O,X,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,X
LSOTZJI,O,O,X,X,X,X,X,X,X,X,X
LSOITJZ,O,X,X,X,O,O,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,X,X,X,X,O,O,X,X,X,X,X
LSOIJZT,X,O,O,X,O,O,X,X,X,X,X
LSOIZTJ,X,O,O,X,X,X,X,X,X,X,X
LSOIZJT,X,O,O,X,X,O,X,X,X,X,X
LSOJTIZ,X,X,X,X,O,O,X,X,X,X,X
LSOJTZI,X,O,X,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,O,O,X,X,X,X,X
LSOJIZT,X,O,O,X,O,O,X,X,X,X,X
LSOJZTI,X,O,O,O,X,X,X,X,X,X,X
LSOJZIT,X,O,O,O,X,O,X,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,X,X,X,X,X
LSOZTJI,X,O,O,O,X,X,X,X,X,X,X
LSOZITJ,X,O,O,O,X,X,X,X,X,X,X
LSOZIJT,X,O,O,O,X,O,X,X,X,X,X
LSOZJTI,X,O,O,O,X,X,X,X,X,X,X
LSOZJIT,X,O,O,O,X,O,X,X,X,X,X
LZTIJSO,O,X,X,X,O,X,X,X,X,X,X
LZTIJOS,O,O,X,X,O,X,X,O,X,X,X
LZTISJO,O,X,O,X,X,X,X,X,X,X,X
LZTISOJ,O,X,O,X,X,X,X,X,X,X,X
LZTIOJS,O,O,X,X,O,X,X,O,X,X,X
LZTIOSJ,O,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,X,X,X,O,X,X,X,X,X,O
LZTJIOS,O,X,X,X,O,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,O
LZTJSOI,O,X,X,X,X,X,X,X,X,X,O
LZTJOIS,O,X,X,X,O,X,X,X,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,X,O
LZTSIJO,O,O,O,O,X,X,X,X,X,X,X
LZTSIOJ,O,O,O,X,X,X,X,X,X,X,X
LZTSJIO,O,O,O,O,X,X,X,X,X,X,X
LZTSJOI,O,O,O,O,X,X,X,X,X,X,X
LZTSOIJ,O,O,O,O,X,X,X,X,X,X,X
LZTSOJI,O,O,O,O,X,X,X,X,X,X,X
LZTOIJS,O,O,X,X,O,X,X,O,X,X,X
LZTOISJ,O,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,X,X,X,O,X,X,X,X,X,X
LZTOJSI,O,X,X,O,X,X,X,X,X,X,X
LZTOSIJ,O,O,O,O,X,X,X,X,X,X,X
LZTOSJI,O,O,O,O,X,X,X,X,X,X,X
LZITJSO,O,X,X,X,O,X,X,X,X,X,X
LZITJOS,O,O,X,X,O,X,X,O,X,X,X
LZITSJO,O,X,O,X,X,X,X,X,X,X,X
LZITSOJ,O,X,O,X,X,X,X,X,X,X,X
LZITOJS,O,O,X,X,O,X,X,O,X,X,X
LZITOSJ,O,X,O,X,X,X,X,X,X,X,X
LZIJTSO,X,X,X,X,O,X,X,X,X,X,O
LZIJTOS,X,O,X,X,O,X,X,O,X,X,X
LZIJSTO,X,X,O,X,O,X,X,X,X,X,X
LZIJSOT,X,O,O,X,O,X,X,O,X,X,X
LZIJOTS,X,O,X,X,O,X,X,O,X,X,X
LZIJOST,X,O,O,X,O,X,X,O,X,X,X
LZISTJO,X,O,O,O,X,X,X,X,X,X,X
LZISTOJ,X,O,O,X,X,X,X,X,X,X,X
LZISJTO,X,O,O,O,X,X,X,X,X,X,X
LZISJOT,X,O,O,O,X,X,X,O,X,X,X
LZISOTJ,X,O,O,O,X,X,X,X,X,X,X
LZISOJT,X,O,O,O,X,X,X,O,X,X,X
LZIOTJS,O,O,X,X,O,X,X,O,X,X,X
LZIOTSJ,O,X,O,X,X,X,X,X,X,X,X
LZIOJTS,X,O,X,X,O,X,X,O,X,X,X
LZIOJST,X,O,O,O,O,X,X,O,X,X,X
LZIOSTJ,X,O,O,O,X,X,X,X,X,X,X
LZIOSJT,X,O,O,O,X,X,X,O,X,X,X
LZJTISO,X,X,X,X,O,X,X,X,X,X,O
LZJTIOS,X,X,X,X,O,X,X,X,X,X,X
LZJTSIO,X,X,X,X,X,X,X,X,X,X,O
LZJTSOI,X,X,X,X,X,X,X,X,X,X,O
LZJTOIS,X,X,X,X,O,X,X,X,X,X,X
LZJTOSI,X,X,X,X,X,X,X,X,X,X,O
LZJITSO,X,X,X,X,O,X,X,X,X,X,O
LZJITOS,X,O,X,X,O,X,X,O,X,X,X
LZJISTO,X,X,O,X,O,X,X,X,X,X,X
LZJISOT,X,O,O,X,O,X,X,O,X,X,X
LZJIOTS,X,O,X,X,O,X,X,O,X,X,X
LZJIOST,X,O,O,X,O,X,X,O,X,X,X
LZJSTIO,X,O,O,O,X,X,X,X,X,X,O
LZJSTOI,X,O,O,O,X,X,X,X,X,X,O
LZJSITO,X,O,O,O,X,X,X,X,X,X,X
LZJSIOT,X,O,O,O,X,X,X,X,X,X,X
LZJSOTI,X,O,O,O,X,X,X,X,X,X,X
LZJSOIT,X,O,O,O,X,X,X,X,X,X,X
LZJOTIS,X,X,X,X,O,X,X,X,X,X,X
LZJOTSI,X,X,X,O,X,X,X,X,X,X,O
LZJOITS,X,O,X,X,O,X,X,O,X,X,X
LZJOIST,X,O,O,O,O,X,X,O,X,X,X
LZJOSTI,X,O,O,O,X,X,X,X,X,X,X
LZJOSIT,X,O,O,O,X,X,X,X,X,X,X
LZSTIJO,X,O,O,O,X,X,X,X,X,X,X
LZSTIOJ,X,O,O,X,X,X,X,X,X,X,X
LZSTJIO,X,O,O,O,X,X,X,X,X,X,X
LZSTJOI,X,O,O,O,X,X,X,X,X,X,X
LZSTOIJ,X,O,O,O,X,X,X,X,X,X,X
LZSTOJI,X,O,O,O,X,X,X,X,X,X,X
LZSITJO,X,O,O,O,X,X,X,X,X,X,X
LZSITOJ,X,O,O,X,X,X,X,X,X,X,X
LZSIJTO,X,O,O,O,X,X,X,X,X,X,X
LZSIJOT,X,O,O,O,X,X,X,O,X,X,X
LZSIOTJ,X,O,O,O,X,X,X,X,X,X,X
LZSIOJT,X,O,O,O,X,X,X,O,X,X,X
LZSJTIO,X,O,O,O,X,X,X,X,X,X,O
LZSJTOI,X,O,O,O,X,X,X,X,X,X,O
LZSJITO,X,O,O,O,X,X,X,X,X,X,X
LZSJIOT,X,O,O,O,X,X,X,X,X,X,X
LZSJOTI,X,O,O,O,X,X,X,X,X,X,X
LZSJOIT,X,O,O,O,X,X,X,X,X,X,X
LZSOTIJ,X,O,O,O,X,X,X,X,X,X,X
LZSOTJI,X,O,O,O,X,X,X,X,X,X,X
LZSOITJ,X,O,O,O,X,X,X,X,X,X,X
LZSOIJT,X,O,O,O,X,X,X,O,X,X,X
LZSOJTI,X,O,O,O,X,X,X,X,X,X,X
LZSOJIT,X,O,O,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,X,O,X,X,O,X,X,X
LZOTISJ,O,X,O,X,X,X,X,X,X,X,X
LZOTJIS,O,X,X,X,O,X,X,X,X,X,X
LZOTJSI,O,X,X,O,X,X,X,X,X,X,X
LZOTSIJ,O,O,O,O,X,X,X,X,X,X,X
LZOTSJI,O,O,O,O,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,O,X,X,O,X,X,X
LZOITSJ,O,X,O,X,X,X,X,X,X,X,X
LZOIJTS,X,O,X,X,O,X,X,O,X,X,X
LZOIJST,X,O,O,O,O,X,X,O,X,X,X
LZOISTJ,X,O,O,O,X,X,X,X,X,X,X
LZOISJT,X,O,O,O,X,X,X,O,X,X,X
LZOJTIS,X,X,X,X,O,X,X,X,X,X,X
LZOJTSI,X,X,X,O,X,X,X,X,X,X,O
LZOJITS,X,O,X,X,O,X,X,O,X,X,X
LZOJIST,X,O,O,O,O,X,X,O,X,X,X
LZOJSTI,X,O,O,O,X,X,X,X,X,X,X
LZOJSIT,X,O,O,O,X,X,X,X,X,X,X
LZOSTIJ,X,O,O,O,X,X,X,X,X,X,X
LZOSTJI,X,O,O,O,X,X,X,X,X,X,X
LZOSITJ,X,O,O,O,X,X,X,X,X,X,X
LZOSIJT,X,O,O,O,X,X,X,O,X,X,X
LZOSJTI,X,O,O,O,X,X,X,X,X,X,X
LZOSJIT,X,O,O,O,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,O,X,O,X,O,X,X
LOTIJZS,O,X,X,X,O,X,O,X,O,X,X
LOTISJZ,O,X,X,X,O,X,O,X,O,X,X
LOTISZJ,O,X,X,X,X,X,X,X,X,X,X
LOTIZJS,O,X,X,X,O,X,O,X,O,X,X
LOTIZSJ,O,X,X,X,X,X,X,X,X,X,X
LOTJISZ,O,X,X,X,O,X,O,X,O,X,X
LOTJIZS,O,X,X,X,O,X,O,X,O,X,X
LOTJSIZ,O,X,X,X,O,X,O,X,O,X,X
LOTJSZI,O,X,X,X,X,X,X,X,X,X,X
LOTJZIS,O,X,X,X,O,X,O,X,O,X,X
LOTJZSI,O,X,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,X,O,X,O,X,O,X,X
LOTSIZJ,O,X,X,X,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,X,O,X,O,X,O,X,X
LOTSJZI,O,O,X,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,X,X,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X,X,X,X
LOTZIJS,O,O,X,X,O,X,O,X,O,X,X
LOTZISJ,O,X,X,X,X,X,X,X,X,X,X
LOTZJIS,O,X,X,X,O,X,O,X,O,X,X
LOTZJSI,O,X,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,O,X,O,X,O,X,X
LOITJZS,O,X,X,X,O,X,O,X,O,X,X
LOITSJZ,O,X,X,X,O,X,O,X,O,X,X
LOITSZJ,O,X,X,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,O,X,O,X,O,X,X
LOITZSJ,O,X,X,X,X,X,X,X,X,X,X
LOIJTSZ,O,X,X,X,O,X,O,X,O,X,X
LOIJTZS,O,X,X,X,O,X,O,X,O,X,X
LOIJSTZ,X,X,X,X,O,O,X,X,X,X,X
LOIJSZT,X,X,X,X,O,O,X,X,X,X,X
LOIJZTS,X,X,X,X,O,X,X,O,X,X,X
LOIJZST,X,X,X,O,O,X,X,O,X,X,X
LOISTJZ,O,X,X,X,O,O,X,X,O,X,X
LOISTZJ,O,X,X,X,X,X,X,X,X,X,X
LOISJTZ,X,X,X,X,O,O,X,X,X,X,X
LOISJZT,X,O,O,X,O,O,X,X,X,X,X
LOISZTJ,X,O,O,X,X,X,X,X,X,X,X
LOISZJT,X,O,O,X,X,O,X,X,X,X,X
LOIZTJS,O,O,X,X,O,X,X,O,O,X,X
LOIZTSJ,O,X,O,X,X,X,X,X,X,X,X
LOIZJTS,X,O,X,X,O,X,X,O,X,X,X
LOIZJST,X,O,O,O,O,X,X,O,X,X,X
LOIZSTJ,X,O,O,O,X,X,X,X,X,X,X
LOIZSJT,X,O,O,O,X,X,X,O,X,X,X
LOJTISZ,O,X,X,X,O,X,O,X,O,X,X
LOJTIZS,O,X,X,X,O,X,O,X,O,X,X
LOJTSIZ,O,X,X,X,O,X,O,X,O,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,X,X
LOJTZIS,O,X,X,X,O,X,O,X,O,X,X
LOJTZSI,O,X,X,O,X,X,X,X,X,X,O
LOJITSZ,O,X,X,X,O,X,O,X,O,X,X
LOJITZS,O,X,X,X,O,X,O,X,O,X,X
LOJISTZ,X,X,X,X,O,O,X,X,X,X,X
LOJISZT,X,X,X,X,O,O,X,X,X,X,X
LOJIZTS,X,X,X,X,O,X,X,X,X,X,X
LOJIZST,X,X,X,O,O,X,X,X,X,X,X
LOJSTIZ,X,X,X,X,O,O,O,X,O,X,X
LOJSTZI,X,O,X,X,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,O,O,X,X,X,X,X
LOJSIZT,X,O,X,X,O,O,X,X,X,X,X
LOJSZTI,X,O,X,O,X,X,X,X,X,X,X
LOJSZIT,X,O,X,O,X,O,X,X,X,X,X
LOJZTIS,X,X,X,X,O,X,O,X,O,X,X
LOJZTSI,X,X,X,O,X,X,X,X,X,X,O
LOJZITS,X,O,X,X,O,X,X,X,X,X,X
LOJZIST,X,O,X,O,O,X,X,X,X,X,X
LOJZSTI,X,O,X,O,X,X,X,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,X,O,O,O,X,O,X,X
LOSTIZJ,O,X,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,O,O,O,X,O,X,X
LOSTJZI,O,O,X,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,X,X,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X,X,X
LOSITJZ,O,X,X,X,O,O,X,X,O,X,X
LOSITZJ,O,X,X,X,X,X,X,X,X,X,X
LOSIJTZ,X,X,X,X,O,O,X,X,X,X,X
LOSIJZT,X,O,O,X,O,O,X,X,X,X,X
LOSIZTJ,X,O,O,X,X,X,X,X,X,X,X
LOSIZJT,X,O,O,X,X,O,X,X,X,X,X
LOSJTIZ,X,X,X,X,O,O,O,X,O,X,X
LOSJTZI,X,O,X,X,X,X,X,X,X,X,X
LOSJITZ,X,X,X,X,O,O,X,X,X,X,X
LOSJIZT,X,O,O,X,O,O,X,X,X,X,X
LOSJZTI,X,O,O,O,X,X,X,X,X,X,X
LOSJZIT,X,O,O,O,X,O,X,X,X,X,X
LOSZTIJ,X,O,O,O,X,X,X,X,X,X,X
LOSZTJI,X,O,O,O,X,X,X,X,X,X,X
LOSZITJ,X,O,O,O,X,X,X,X,X,X,X
LOSZIJT,X,O,O,O,X,O,X,X,X,X,X
LOSZJTI,X,O,O,O,X,X,X,X,X,X,X
LOSZJIT,X,O,O,O,X,O,X,X,X,X,X
LOZTIJS,O,O,X,X,O,X,O,O,O,X,X
LOZTISJ,O,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,X,X,X,O,X,O,X,O,X,X
LOZTJSI,O,X,X,O,X,X,X,X,X,X,X
LOZTSIJ,O,O,O,O,X,X,X,X,X,X,X
LOZTSJI,O,O,O,O,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,O,X,X,O,O,X,X
LOZITSJ,O,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,O,X,X,O,X,X,O,X,X,X
LOZIJST,X,O,O,O,O,X,X,O,X,X,X
LOZISTJ,X,O,O,O,X,X,X,X,X,X,X
LOZISJT,X,O,O,O,X,X,X,O,X,X,X
LOZJTIS,X,X,X,X,O,X,O,X,O,X,X
LOZJTSI,X,X,X,O,X,X,X,X,X,X,O
LOZJITS,X,O,X,X,O,X,X,O,X,X,X
LOZJIST,X,O,O,O,O,X,X,O,X,X,X
LOZJSTI,X,O,O,O,X,X,X,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X,X,X,X
LOZSTIJ,X,O,O,O,X,X,X,X,X,X,X
LOZSTJI,X,O,O,O,X,X,X,X,X,X,X
LOZSITJ,X,O,O,O,X,X,X,X,X,X,X
LOZSIJT,X,O,O,O,X,X,X,O,X,X,X
LOZSJTI,X,O,O,O,X,X,X,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X,X,X,X
JTILSZO,O,X,X,X,X,X,O,X,X,O,X
JTILSOZ,O,X,X,X,X,X,O,X,X,X,X
JTILZSO,O,X,X,X,X,X,O,X,X,X,O
JTILZOS,O,X,X,X,X,X,X,X,X,X,X
JTILOSZ,O,X,X,X,X,X,O,X,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,X,X
JTISLZO,O,X,X,X,X,X,O,X,X,O,X
JTISLOZ,O,X,X,X,X,O,O,X,X,X,X
JTISZLO,O,X,X,X,X,X,X,X,X,X,X
JTISZOL,O,X,X,X,X,X,X,X,X,X,X
JTISOLZ,O,X,X,X,X,O,X,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X,X
JTIZLSO,O,X,X,X,X,X,O,X,X,X,O
JTIZLOS,O,X,X,X,X,X,X,X,X,X,X
JTIZSLO,O,X,X,X,X,X,X,X,X,X,X
JTIZSOL,O,X,X,X,X,X,X,X,X,X,X
JTIZOLS,O,X,X,X,X,X,X,X,X,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X,X,X
JTIOLSZ,O,X,X,X,X,X,O,X,O,X,X
JTIOLZS,O,X,X,X,X,X,O,X,O,X,X
JTIOSLZ,O,X,X,X,X,O,O,X,O,X,X
JTIOSZL,O,X,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,X,X,O,X,O,X,X
JTIOZSL,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,X,O,X,X,X,X
JTLISOZ,O,X,X,X,O,X,O,X,X,X,X
JTLIZSO,O,X,X,X,O,X,O,X,X,X,O
JTLIZOS,O,X,X,X,O,X,X,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,O,X,X,X,X
JTLIOZS,O,X,X,X,O,X,X,X,X,X,X
JTLSIZO,O,X,X,X,O,X,O,X,X,X,X
JTLSIOZ,O,X,X,X,O,X,O,X,X,X,X
JTLSZIO,O,X,X,X,X,X,X,X,X,X,O
JTLSZOI,O,X,X,X,X,X,X,X,X,X,O
JTLSOIZ,O,X,X,X,O,X,X,X,X,X,X
JTLSOZI,O,X,X,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,X,O,X,O,X,X,X,O
JTLZIOS,O,X,X,X,O,X,X,X,X,X,X
JTLZSIO,O,X,X,X,X,X,X,X,X,X,O
JTLZSOI,O,X,X,X,X,X,X,X,X,X,O
JTLZOIS,O,X,X,X,O,X,X,X,X,X,X
