sequence,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF3gB1mB0iB6?oBxqBzsB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBFjBzkBW?rB6sBctB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeuEJvhF1lB0hB6nBT?jBxqBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRBJvhFGjBClBTmBl?nBUlBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeCAJvhFxhBVqBUmBG?nBToBXtB,v115@9gA8IeA8IeA8EeA8CeG8BeA8JeRAJvhF3hBzkBWrBl?nBctBCtB
OJTLISZ,O,O,X,O,X,X
OJTLIZS,O,O,X,O,O,X
OJTLSIZ,O,O,X,O,X,X
OJTLSZI,O,O,X,O,O,X
OJTLZIS,O,O,X,O,O,X
OJTLZSI,O,O,X,O,O,X
OJTSILZ,O,O,X,O,X,X
OJTSIZL,O,O,X,X,X,O
OJTSLIZ,O,O,X,O,X,X
OJTSLZI,O,O,X,O,O,X
OJTSZIL,O,O,X,X,O,O
OJTSZLI,O,O,X,X,O,O
OJTZILS,O,O,X,O,O,O
OJTZISL,O,O,X,X,O,O
OJTZLIS,O,O,X,O,O,O
OJTZLSI,O,O,X,O,O,O
OJTZSIL,O,O,X,X,O,O
OJTZSLI,O,O,X,X,O,O
OJITLSZ,O,O,X,O,X,X
OJITLZS,O,O,X,O,O,X
OJITSLZ,O,O,O,O,X,X
OJITSZL,O,O,O,X,X,O
OJITZLS,O,O,O,O,O,O
OJITZSL,O,O,O,X,O,O
OJILTSZ,O,O,X,O,X,X
OJILTZS,O,O,X,O,X,X
OJILSTZ,O,O,X,O,X,X
OJILSZT,O,O,X,X,X,O
OJILZTS,O,O,X,X,O,O
OJILZST,O,O,X,X,X,O
OJISTLZ,O,O,O,O,X,X
OJISTZL,O,O,O,O,X,O
OJISLTZ,O,O,O,O,X,X
OJISLZT,O,O,O,X,X,O
OJISZTL,O,O,O,X,O,O
OJISZLT,O,O,O,X,X,O
OJIZTLS,O,O,X,X,O,O
OJIZTSL,O,O,X,X,O,O
OJIZLTS,O,O,X,X,O,O
OJIZLST,O,O,X,X,X,O
OJIZSTL,O,O,X,X,O,O
OJIZSLT,O,O,X,X,X,O
OJLTISZ,O,O,X,O,X,X
OJLTIZS,O,O,X,O,O,X
OJLTSIZ,O,O,X,O,X,X
OJLTSZI,O,O,X,O,O,X
OJLTZIS,O,O,X,O,O,X
OJLTZSI,O,O,X,O,O,X
OJLITSZ,O,O,X,O,X,X
OJLITZS,O,O,X,O,X,X
OJLISTZ,O,O,X,O,X,X
OJLISZT,O,O,X,X,X,O
OJLIZTS,O,O,X,X,O,O
OJLIZST,O,O,X,X,X,O
OJLSTIZ,O,O,X,O,X,X
OJLSTZI,O,O,X,O,X,X
OJLSITZ,O,O,X,O,X,X
OJLSIZT,O,O,X,X,X,O
OJLSZTI,O,O,X,X,X,O
OJLSZIT,O,O,X,X,X,O
OJLZTIS,O,O,X,X,O,O
OJLZTSI,O,O,X,X,O,O
OJLZITS,O,O,X,X,O,O
OJLZIST,O,O,X,X,X,O
OJLZSTI,O,O,X,X,X,O
OJLZSIT,O,O,X,X,X,O
OJSTILZ,O,O,O,O,X,X
OJSTIZL,O,O,O,O,X,O
OJSTLIZ,O,O,O,O,X,X
OJSTLZI,O,O,X,O,O,X
OJSTZIL,O,O,X,O,O,O
OJSTZLI,O,O,X,O,O,O
OJSITLZ,O,O,O,O,X,X
OJSITZL,O,O,O,O,X,O
OJSILTZ,O,O,O,O,X,X
OJSILZT,O,O,O,X,X,O
OJSIZTL,O,O,O,X,O,O
OJSIZLT,O,O,O,X,X,O
OJSLTIZ,O,O,O,O,X,X
OJSLTZI,O,O,X,O,X,X
OJSLITZ,O,O,O,O,X,X
OJSLIZT,O,O,O,X,X,O
OJSLZTI,O,O,X,X,X,O
OJSLZIT,O,O,O,X,X,O
OJSZTIL,O,O,X,X,O,O
OJSZTLI,O,O,X,X,O,O
OJSZITL,O,O,O,X,O,O
OJSZILT,O,O,O,X,X,O
OJSZLTI,O,O,X,X,X,O
OJSZLIT,O,O,O,X,X,O
OJZTILS,O,O,X,X,O,O
OJZTISL,O,O,X,X,O,O
OJZTLIS,O,O,X,X,O,O
OJZTLSI,O,O,X,X,O,O
OJZTSIL,O,O,X,X,O,O
OJZTSLI,O,O,X,X,O,O
OJZITLS,O,O,X,X,O,O
OJZITSL,O,O,X,X,O,O
OJZILTS,O,O,X,X,O,O
OJZILST,O,O,X,X,X,O
OJZISTL,O,O,X,X,O,O
OJZISLT,O,O,X,X,X,O
OJZLTIS,O,O,X,X,O,O
OJZLTSI,O,O,X,X,O,O
OJZLITS,O,O,X,X,O,O
OJZLIST,O,O,X,X,X,O
OJZLSTI,O,O,X,X,X,O
OJZLSIT,O,O,X,X,X,O
OJZSTIL,O,O,X,X,O,O
OJZSTLI,O,O,X,X,O,O
OJZSITL,O,O,X,X,O,O
OJZSILT,O,O,X,X,X,O
OJZSLTI,O,O,X,X,X,O
OJZSLIT,O,O,X,X,X,O
OSTILJZ,O,X,O,O,X,X
OSTILZJ,O,X,O,O,X,X
OSTIJLZ,O,X,O,O,X,X
OSTIJZL,O,X,O,O,X,X
OSTIZLJ,O,X,O,O,X,X
OSTIZJL,O,X,O,O,X,X
OSTLIJZ,O,X,O,O,X,X
OSTLIZJ,O,X,O,O,X,X
OSTLJIZ,O,X,O,O,X,X
OSTLJZI,O,X,X,O,O,X
OSTLZIJ,O,X,O,O,X,X
OSTLZJI,O,X,X,O,O,X
OSTJILZ,O,X,O,O,X,X
OSTJIZL,O,X,O,O,X,X
OSTJLIZ,O,X,O,O,X,X
OSTJLZI,O,X,X,O,O,X
OSTJZIL,O,X,X,O,O,X
OSTJZLI,O,X,X,O,O,X
OSTZILJ,O,X,O,O,X,X
OSTZIJL,O,X,O,O,X,X
OSTZLIJ,O,X,O,O,X,X
OSTZLJI,O,X,X,O,O,X
OSTZJIL,O,X,X,O,O,X
OSTZJLI,O,X,X,O,O,X
OSITLJZ,O,X,O,O,X,X
OSITLZJ,O,X,O,O,X,X
OSITJLZ,O,X,O,O,X,X
OSITJZL,O,X,O,O,X,X
OSITZLJ,O,X,O,O,X,X
OSITZJL,O,X,O,O,X,X
OSILTJZ,O,X,O,O,X,X
OSILTZJ,O,O,O,O,X,X
OSILJTZ,O,O,O,O,X,X
OSILJZT,O,O,O,X,X,X
OSILZTJ,O,O,O,O,X,X
OSILZJT,O,O,O,X,X,X
OSIJTLZ,O,O,O,O,X,X
OSIJTZL,O,O,O,O,X,O
OSIJLTZ,O,O,O,O,X,X
OSIJLZT,O,O,O,X,X,O
OSIJZTL,O,O,O,X,X,O
OSIJZLT,O,O,O,X,X,O
OSIZTLJ,O,X,O,O,X,X
OSIZTJL,O,O,O,O,X,O
OSIZLTJ,O,O,O,O,X,X
OSIZLJT,O,O,O,X,X,X
OSIZJTL,O,O,O,X,X,O
OSIZJLT,O,O,O,X,X,O
OSLTIJZ,O,X,O,O,X,X
OSLTIZJ,O,O,O,O,X,X
OSLTJIZ,O,O,O,O,X,X
OSLTJZI,O,O,X,O,X,X
OSLTZIJ,O,O,O,O,X,X
OSLTZJI,O,O,X,O,X,X
OSLITJZ,O,X,O,O,X,X
OSLITZJ,O,O,O,O,X,X
OSLIJTZ,O,O,O,O,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,O,O,O,O,X,X
OSLIZJT,O,O,O,X,X,X
OSLJTIZ,O,O,O,O,X,X
OSLJTZI,O,O,X,O,X,X
OSLJITZ,O,O,O,O,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,X,X,X,X
OSLJZIT,O,O,O,X,X,X
OSLZTIJ,O,O,O,O,X,X
OSLZTJI,O,O,X,O,X,X
OSLZITJ,O,O,O,O,X,X
OSLZIJT,O,O,O,X,X,X
OSLZJTI,O,O,X,X,X,X
OSLZJIT,O,O,O,X,X,X
OSJTILZ,O,O,O,O,X,X
OSJTIZL,O,O,O,O,X,O
OSJTLIZ,O,O,O,O,X,X
OSJTLZI,O,O,X,O,O,X
OSJTZIL,O,O,X,O,O,O
OSJTZLI,O,O,X,O,O,O
OSJITLZ,O,O,O,O,X,X
OSJITZL,O,O,O,O,X,O
OSJILTZ,O,O,O,O,X,X
OSJILZT,O,O,O,X,X,O
OSJIZTL,O,O,O,X,O,O
OSJIZLT,O,O,O,X,X,O
OSJLTIZ,O,O,O,O,X,X
OSJLTZI,O,O,X,O,X,X
OSJLITZ,O,O,O,O,X,X
OSJLIZT,O,O,O,X,X,O
OSJLZTI,O,O,X,X,X,O
OSJLZIT,O,O,O,X,X,O
OSJZTIL,O,O,X,X,O,O
OSJZTLI,O,O,X,X,O,O
OSJZITL,O,O,O,X,O,O
OSJZILT,O,O,O,X,X,O
OSJZLTI,O,O,X,X,X,O
OSJZLIT,O,O,O,X,X,O
OSZTILJ,O,X,O,O,X,X
OSZTIJL,O,O,O,O,X,O
OSZTLIJ,O,X,O,O,X,X
OSZTLJI,O,X,X,O,O,O
OSZTJIL,O,O,X,O,O,O
OSZTJLI,O,O,X,O,O,O
OSZITLJ,O,X,O,O,X,X
OSZITJL,O,O,O,O,X,O
OSZILTJ,O,O,O,O,X,X
OSZILJT,O,O,O,X,X,X
OSZIJTL,O,O,O,X,X,O
OSZIJLT,O,O,O,X,X,O
OSZLTIJ,O,O,O,O,X,X
OSZLTJI,O,O,X,O,X,X
OSZLITJ,O,O,O,O,X,X
OSZLIJT,O,O,O,X,X,X
OSZLJTI,O,O,X,X,X,X
OSZLJIT,O,O,O,X,X,X
OSZJTIL,O,O,X,X,O,O
OSZJTLI,O,O,X,X,O,O
OSZJITL,O,O,O,X,O,O
OSZJILT,O,O,O,X,X,O
OSZJLTI,O,O,X,X,X,O
OSZJLIT,O,O,O,X,X,O
OZTILJS,O,O,X,O,O,O
OZTILSJ,O,O,X,X,X,X
OZTIJLS,O,O,X,O,O,O
OZTIJSL,O,O,X,X,O,O
OZTISLJ,O,X,X,X,X,X
OZTISJL,O,O,X,X,X,O
OZTLIJS,O,O,X,O,O,O
OZTLISJ,O,O,X,X,X,X
OZTLJIS,O,O,X,O,O,O
OZTLJSI,O,O,X,O,O,O
OZTLSIJ,O,O,X,X,X,X
OZTLSJI,O,O,X,X,O,O
OZTJILS,O,O,X,O,O,O
OZTJISL,O,O,X,X,O,O
OZTJLIS,O,O,X,O,O,O
OZTJLSI,O,O,X,O,O,O
OZTJSIL,O,O,X,X,O,O
OZTJSLI,O,O,X,X,O,O
OZTSILJ,O,X,X,X,X,X
OZTSIJL,O,O,X,X,X,O
OZTSLIJ,O,X,X,X,X,X
OZTSLJI,O,X,X,X,O,O
OZTSJIL,O,O,X,X,O,O
OZTSJLI,O,O,X,X,O,O
OZITLJS,O,O,O,O,O,O
OZITLSJ,O,O,O,X,X,X
OZITJLS,O,O,O,O,O,O
OZITJSL,O,O,O,X,O,O
OZITSLJ,O,X,O,X,X,X
OZITSJL,O,O,O,X,X,O
OZILTJS,O,O,O,O,X,O
OZILTSJ,O,O,O,X,X,X
OZILJTS,O,O,X,X,X,O
OZILJST,O,O,X,X,X,O
OZILSTJ,O,O,O,O,X,X
OZILSJT,O,O,O,X,X,X
OZIJTLS,O,O,X,X,O,O
OZIJTSL,O,O,X,X,O,O
OZIJLTS,O,O,X,X,O,O
OZIJLST,O,O,X,X,X,O
OZIJSTL,O,O,X,X,O,O
OZIJSLT,O,O,X,X,X,O
OZISTLJ,O,X,O,O,X,X
OZISTJL,O,O,O,O,X,O
OZISLTJ,O,O,O,O,X,X
OZISLJT,O,O,O,X,X,X
OZISJTL,O,O,O,X,X,O
OZISJLT,O,O,O,X,X,O
OZLTIJS,O,O,X,O,O,O
OZLTISJ,O,O,X,X,X,X
OZLTJIS,O,O,X,O,O,O
OZLTJSI,O,O,X,O,O,O
OZLTSIJ,O,O,X,X,X,X
OZLTSJI,O,O,X,X,O,O
OZLITJS,O,O,O,O,X,O
OZLITSJ,O,O,O,X,X,X
OZLIJTS,O,O,X,X,X,O
OZLIJST,O,O,X,X,X,O
OZLISTJ,O,O,O,O,X,X
OZLISJT,O,O,O,X,X,X
OZLJTIS,O,O,X,X,O,O
OZLJTSI,O,O,X,X,O,O
OZLJITS,O,O,X,X,O,O
OZLJIST,O,O,X,X,X,O
OZLJSTI,O,O,X,X,X,O
OZLJSIT,O,O,X,X,X,O
OZLSTIJ,O,O,O,O,X,X
OZLSTJI,O,O,X,O,X,X
OZLSITJ,O,O,O,O,X,X
OZLSIJT,O,O,O,X,X,X
OZLSJTI,O,O,X,X,X,X
OZLSJIT,O,O,O,X,X,X
OZJTILS,O,O,X,X,O,O
OZJTISL,O,O,X,X,O,O
OZJTLIS,O,O,X,X,O,O
OZJTLSI,O,O,X,X,O,O
OZJTSIL,O,O,X,X,O,O
OZJTSLI,O,O,X,X,O,O
OZJITLS,O,O,X,X,O,O
OZJITSL,O,O,X,X,O,O
OZJILTS,O,O,X,X,O,O
OZJILST,O,O,X,X,X,O
OZJISTL,O,O,X,X,O,O
OZJISLT,O,O,X,X,X,O
OZJLTIS,O,O,X,X,O,O
OZJLTSI,O,O,X,X,O,O
OZJLITS,O,O,X,X,O,O
OZJLIST,O,O,X,X,X,O
OZJLSTI,O,O,X,X,X,O
OZJLSIT,O,O,X,X,X,O
OZJSTIL,O,O,X,X,O,O
OZJSTLI,O,O,X,X,O,O
OZJSITL,O,O,X,X,O,O
OZJSILT,O,O,X,X,X,O
OZJSLTI,O,O,X,X,X,O
OZJSLIT,O,O,X,X,X,O
OZSTILJ,O,X,O,O,X,X
OZSTIJL,O,O,O,O,X,O
OZSTLIJ,O,X,O,O,X,X
OZSTLJI,O,X,X,O,O,O
OZSTJIL,O,O,X,O,O,O
OZSTJLI,O,O,X,O,O,O
OZSITLJ,O,X,O,O,X,X
OZSITJL,O,O,O,O,X,O
OZSILTJ,O,O,O,O,X,X
OZSILJT,O,O,O,X,X,X
OZSIJTL,O,O,O,X,X,O
OZSIJLT,O,O,O,X,X,O
OZSLTIJ,O,O,O,O,X,X
OZSLTJI,O,O,X,O,X,X
OZSLITJ,O,O,O,O,X,X
OZSLIJT,O,O,O,X,X,X
OZSLJTI,O,O,X,X,X,X
OZSLJIT,O,O,O,X,X,X
OZSJTIL,O,O,X,X,O,O
OZSJTLI,O,O,X,X,O,O
OZSJITL,O,O,O,X,O,O
OZSJILT,O,O,O,X,X,O
OZSJLTI,O,O,X,X,X,O
OZSJLIT,O,O,O,X,X,O
