sequence,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhBliB?5oBUnBzqByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeOFJvhFXhB6oB?FnB0nBzqBxxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmBVnB?5oB3nB0qByxB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NelAJvhFUiB5oB?/qBOrBisBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeTAJvhFOmB5oB?asBftB0qBlsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeXBJvhF5oB2qB?FnBzsB0qBisB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8Ne0AJvhFliB5oB?/qBasBOrBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBisBmqBzsB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeKFJvhFUiB5oB?FmBmsBzqB3sB,v115@9gB8HeB8FeA8AeB8CeA8DeC8BeA8NeUCJvhF5oB/qB?FmBatBTsBmqB
IOSJLTZ,O,O,X,O,X,O,O,X,X,X
IOSJLZT,O,O,X,O,X,X,O,X,X,X
IOSJZTL,O,O,X,O,X,O,X,X,X,O
IOSJZLT,O,O,X,X,X,X,O,X,X,X
IOSZTLJ,O,O,X,X,O,X,O,X,X,O
IOSZTJL,O,O,X,X,X,X,X,X,X,O
IOSZLTJ,O,O,X,X,O,X,O,X,X,O
IOSZLJT,O,O,X,X,O,X,O,X,X,X
IOSZJTL,O,O,X,X,X,X,X,X,X,O
IOSZJLT,O,O,X,X,O,X,O,X,X,X
IOZTLJS,O,O,O,X,O,X,X,X,X,X
IOZTLSJ,O,O,O,X,O,X,X,X,X,X
IOZTJLS,O,O,O,X,O,X,X,X,X,X
IOZTJSL,O,O,O,X,X,O,X,X,X,X
IOZTSLJ,O,O,X,X,O,X,X,X,X,O
IOZTSJL,O,O,O,X,X,O,X,X,X,O
IOZLTJS,O,O,O,X,O,X,X,X,X,X
IOZLTSJ,O,O,O,X,O,X,O,X,X,X
IOZLJTS,O,O,O,X,O,X,X,X,X,X
IOZLJST,O,O,O,X,O,X,X,X,X,X
IOZLSTJ,O,O,O,X,O,X,O,X,X,O
IOZLSJT,O,O,O,X,O,X,O,X,X,X
IOZJTLS,O,O,O,X,O,X,X,X,X,X
IOZJTSL,O,O,O,X,X,O,X,X,X,X
IOZJLTS,O,O,O,X,O,X,X,X,X,X
IOZJLST,O,O,O,X,O,X,X,X,X,X
IOZJSTL,O,O,O,X,X,O,X,X,X,O
IOZJSLT,O,O,O,X,O,X,X,X,X,X
IOZSTLJ,O,O,X,X,O,X,O,X,X,O
IOZSTJL,O,O,O,X,X,X,X,X,X,O
IOZSLTJ,O,O,O,X,O,X,O,X,X,O
IOZSLJT,O,O,O,X,O,X,O,X,X,X
IOZSJTL,O,O,O,X,X,X,X,X,X,O
IOZSJLT,O,O,O,X,O,X,O,X,X,X
LTIJSZO,X,O,O,O,O,X,O,X,O,X
LTIJSOZ,X,O,X,O,X,O,X,X,X,X
LTIJZSO,O,O,O,O,O,X,X,X,O,X
LTIJZOS,O,X,O,X,O,X,X,X,O,X
LTIJOSZ,O,O,X,X,X,X,X,X,X,X
LTIJOZS,O,O,O,X,X,X,X,X,O,X
LTISJZO,X,O,O,O,O,X,O,O,O,X
LTISJOZ,X,O,X,O,X,O,X,X,X,X
LTISZJO,X,O,O,X,O,X,O,O,O,X
LTISZOJ,X,X,O,X,O,X,O,O,X,X
LTISOJZ,O,O,X,X,X,X,X,X,X,X
LTISOZJ,O,O,X,X,X,X,O,O,X,X
LTIZJSO,O,O,O,O,O,X,X,X,O,X
LTIZJOS,O,X,O,X,O,X,X,X,O,X
LTIZSJO,O,O,O,X,O,X,O,O,O,X
LTIZSOJ,O,X,O,X,O,X,O,O,X,X
LTIZOJS,O,O,O,X,O,X,X,X,O,X
LTIZOSJ,O,O,O,X,O,X,X,X,X,X
LTIOJSZ,O,O,X,X,X,X,X,X,X,X
LTIOJZS,O,O,O,X,X,X,X,X,O,X
LTIOSJZ,O,O,X,X,X,X,X,X,X,X
LTIOSZJ,O,O,X,X,X,X,O,X,X,X
LTIOZJS,O,O,O,X,X,X,X,X,O,X
LTIOZSJ,O,O,O,X,X,X,X,X,X,X
LTJISZO,X,O,O,O,O,X,O,X,O,X
LTJISOZ,X,O,X,O,X,O,X,X,X,X
LTJIZSO,O,O,O,O,O,X,X,X,O,X
LTJIZOS,O,X,O,X,O,X,X,X,O,X
LTJIOSZ,O,O,X,X,X,X,X,X,X,X
LTJIOZS,O,X,O,X,X,X,X,X,O,X
LTJSIZO,X,O,O,O,X,X,O,X,O,X
LTJSIOZ,X,O,X,O,X,O,X,X,X,X
LTJSZIO,X,O,O,O,X,X,O,X,O,X
LTJSZOI,X,O,O,O,X,X,X,X,X,X
LTJSOIZ,X,X,X,O,X,X,X,X,X,X
LTJSOZI,X,O,X,O,X,X,X,X,X,X
LTJZISO,O,X,O,O,O,X,X,X,O,X
LTJZIOS,O,X,O,X,O,X,X,X,O,X
LTJZSIO,O,O,O,O,X,X,X,X,O,X
LTJZSOI,O,O,O,O,X,X,X,X,X,X
LTJZOIS,O,X,O,X,O,X,X,X,O,X
LTJZOSI,O,X,O,X,X,X,X,X,X,X
LTJOISZ,O,O,X,X,X,X,X,X,X,X
LTJOIZS,O,X,O,X,X,X,X,X,O,X
LTJOSIZ,O,O,X,X,X,X,X,X,X,X
LTJOSZI,O,O,X,X,X,X,X,X,X,X
LTJOZIS,O,X,O,X,X,X,X,X,O,X
LTJOZSI,O,O,O,X,X,X,X,X,X,X
LTSIJZO,X,O,O,O,X,X,O,O,O,X
LTSIJOZ,X,O,X,O,X,O,X,X,X,X
LTSIZJO,X,O,O,X,X,X,O,O,O,X
LTSIZOJ,X,X,O,X,X,X,O,O,X,X
LTSIOJZ,O,O,X,X,X,X,X,X,X,X
LTSIOZJ,O,X,X,X,X,X,O,O,X,X
LTSJIZO,X,O,O,O,X,X,O,O,O,X
LTSJIOZ,X,O,X,O,X,O,X,X,X,X
LTSJZIO,X,O,O,O,X,X,O,O,O,X
LTSJZOI,X,O,O,O,X,X,X,X,X,X
LTSJOIZ,X,X,X,O,X,X,X,X,X,X
LTSJOZI,X,O,X,O,X,X,X,X,X,X
LTSZIJO,X,X,O,X,X,X,O,O,O,X
LTSZIOJ,X,X,O,X,X,X,O,O,X,X
LTSZJIO,X,O,O,X,X,X,O,O,X,X
LTSZJOI,X,O,O,X,X,X,X,X,X,X
LTSZOIJ,X,X,O,X,X,X,O,O,X,X
LTSZOJI,X,X,O,X,X,X,X,X,X,X
LTSOIJZ,O,O,X,X,X,X,X,X,X,X
LTSOIZJ,O,X,X,X,X,X,O,O,X,X
LTSOJIZ,O,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,X,O,O,X,X
LTSOZJI,O,O,X,X,X,X,X,X,X,X
LTZIJSO,O,X,O,O,O,X,X,X,O,X
LTZIJOS,O,X,O,X,O,X,X,X,O,X
LTZISJO,O,X,O,X,O,X,O,O,O,X
LTZISOJ,O,X,O,X,O,X,O,O,X,X
LTZIOJS,O,X,O,X,O,X,X,X,O,X
LTZIOSJ,O,X,O,X,O,X,X,X,X,X
LTZJISO,O,X,O,O,O,X,X,X,O,X
LTZJIOS,O,X,O,X,O,X,X,X,O,X
LTZJSIO,O,O,O,O,X,X,X,X,O,X
LTZJSOI,O,O,O,O,X,X,X,X,X,X
LTZJOIS,O,X,O,X,O,X,X,X,O,X
LTZJOSI,O,X,O,X,X,X,X,X,X,X
LTZSIJO,O,X,O,X,X,X,O,O,O,X
LTZSIOJ,O,X,O,X,X,X,O,O,X,X
LTZSJIO,O,O,O,X,X,X,O,O,X,X
LTZSJOI,O,O,O,X,X,X,X,X,X,X
LTZSOIJ,O,X,O,X,X,X,O,O,X,X
LTZSOJI,O,X,O,X,X,X,X,X,X,X
LTZOIJS,O,X,O,X,O,X,X,X,O,X
LTZOISJ,O,X,O,X,O,X,X,X,X,X
LTZOJIS,O,X,O,X,O,X,X,X,X,X
LTZOJSI,O,O,O,X,X,X,X,X,X,X
LTZOSIJ,O,X,O,X,X,X,X,X,X,X
LTZOSJI,O,O,O,X,X,X,X,X,X,X
LTOIJSZ,O,O,X,X,X,X,X,X,X,X
LTOIJZS,O,O,O,X,X,X,X,X,O,X
LTOISJZ,O,O,X,X,X,X,X,X,X,X
LTOISZJ,O,O,X,X,X,X,O,X,X,X
LTOIZJS,O,O,O,X,X,X,X,X,O,X
LTOIZSJ,O,O,O,X,X,X,X,X,X,X
LTOJISZ,O,O,X,X,X,X,X,X,X,X
LTOJIZS,O,O,O,X,X,X,X,X,O,X
LTOJSIZ,O,O,X,X,X,X,X,X,X,X
LTOJSZI,O,O,X,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X,X,X,O,X
LTOJZSI,O,O,O,X,X,X,X,X,X,X
LTOSIJZ,O,O,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,X,X,X,X,O,X,X,X
LTOSJIZ,O,O,X,X,X,X,X,X,X,X
LTOSJZI,O,O,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,X,O,X,X,X
LTOSZJI,O,O,X,X,X,X,X,X,X,X
LTOZIJS,O,X,O,X,X,X,X,X,O,X
LTOZISJ,O,X,O,X,X,X,X,X,X,X
LTOZJIS,O,X,O,X,X,X,X,X,X,X
LTOZJSI,O,O,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,X,X,X,X,X,X,X
LTOZSJI,O,O,O,X,X,X,X,X,X,X
LITJSZO,X,O,O,O,O,X,O,X,O,X
LITJSOZ,X,O,X,O,X,O,X,X,X,X
LITJZSO,O,O,O,O,O,X,X,X,O,X
LITJZOS,O,X,O,X,O,X,X,X,O,X
LITJOSZ,O,O,X,X,X,X,X,X,X,X
LITJOZS,O,O,O,X,X,X,X,X,O,X
LITSJZO,X,O,O,O,O,X,O,O,O,X
LITSJOZ,X,O,X,O,X,O,X,X,X,X
LITSZJO,X,O,O,X,O,X,O,O,O,X
LITSZOJ,X,X,O,X,O,X,O,O,X,X
LITSOJZ,O,O,X,X,X,X,X,X,X,X
LITSOZJ,O,O,X,X,X,X,O,O,X,X
LITZJSO,O,O,O,O,O,X,X,X,O,X
LITZJOS,O,X,O,X,O,X,X,X,O,X
LITZSJO,O,O,O,X,O,X,O,O,O,X
LITZSOJ,O,X,O,X,O,X,O,O,X,X
LITZOJS,O,O,O,X,O,X,X,X,O,X
LITZOSJ,O,O,O,X,O,X,X,X,X,X
LITOJSZ,O,O,X,X,X,X,X,X,X,X
LITOJZS,O,O,O,X,X,X,X,X,O,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X
LITOSZJ,O,O,X,X,X,X,O,X,X,X
LITOZJS,O,O,O,X,X,X,X,X,O,X
LITOZSJ,O,O,O,X,X,X,X,X,X,X
LIJTSZO,X,O,O,O,O,X,O,X,O,X
LIJTSOZ,X,O,X,O,X,O,X,X,X,X
LIJTZSO,O,O,O,O,O,X,X,X,O,X
LIJTZOS,O,X,O,X,O,X,X,X,O,X
LIJTOSZ,O,O,X,X,X,X,X,X,X,X
LIJTOZS,O,O,O,X,X,X,X,X,O,X
LIJSTZO,X,O,X,O,O,X,O,O,O,X
LIJSTOZ,X,O,X,O,X,O,X,X,X,X
LIJSZTO,O,X,X,O,O,X,O,O,O,X
LIJSZOT,O,X,X,O,O,X,X,X,X,X
LIJSOTZ,X,X,X,O,X,O,X,X,X,X
LIJSOZT,X,X,X,O,O,X,X,X,X,X
LIJZTSO,O,O,O,O,O,X,X,X,O,X
LIJZTOS,O,X,O,X,O,X,X,X,O,X
LIJZSTO,O,X,O,O,O,X,X,O,O,X
LIJZSOT,O,X,O,O,O,X,X,X,X,X
LIJZOTS,O,X,O,X,O,X,X,X,O,X
LIJZOST,O,X,O,O,O,X,X,X,X,X
LIJOTSZ,O,O,X,X,X,O,X,X,X,X
LIJOTZS,O,O,X,X,X,X,X,X,O,X
LIJOSTZ,O,O,X,O,X,O,X,X,X,X
LIJOSZT,O,O,X,O,O,X,X,X,X,X
LIJOZTS,O,O,X,X,O,X,X,X,O,X
LIJOZST,O,O,X,O,O,X,X,X,X,X
LISTJZO,X,O,O,O,O,X,O,O,O,X
LISTJOZ,X,O,X,O,X,X,X,X,X,X
LISTZJO,X,O,O,X,O,X,O,O,O,X
LISTZOJ,X,X,O,X,O,X,O,O,X,O
LISTOJZ,O,O,X,X,X,X,X,X,X,X
LISTOZJ,O,O,X,X,X,X,O,O,X,O
LISJTZO,X,O,X,O,O,X,O,O,O,X
LISJTOZ,X,O,X,O,X,X,X,X,X,X
LISJZTO,O,X,X,O,O,X,O,O,O,X
LISJZOT,O,X,X,O,O,X,X,X,X,X
LISJOTZ,X,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,O,O,X,X,X,X,X
LISZTJO,O,X,O,X,O,X,O,O,X,X
LISZTOJ,O,X,O,X,O,X,O,O,X,X
LISZJTO,O,X,O,O,O,X,O,O,X,X
LISZJOT,O,X,O,O,O,X,X,X,X,X
LISZOTJ,O,X,O,X,O,X,O,O,X,X
LISZOJT,O,X,O,X,O,X,O,X,X,X
LISOTJZ,O,O,X,X,X,X,O,X,X,X
LISOTZJ,O,O,X,X,X,X,O,O,X,O
LISOJTZ,O,O,X,O,X,X,O,X,X,X
LISOJZT,O,O,X,O,O,X,O,X,X,X
LISOZTJ,O,O,X,X,O,X,O,O,X,O
LISOZJT,O,O,X,X,O,X,O,X,X,X
LIZTJSO,O,O,O,O,O,X,X,X,O,X
LIZTJOS,O,X,O,X,O,X,X,X,O,X
LIZTSJO,O,O,O,X,O,X,O,O,O,X
LIZTSOJ,O,X,O,X,O,X,O,O,X,X
LIZTOJS,O,O,O,X,O,X,X,X,O,X
LIZTOSJ,O,O,O,X,O,X,X,X,X,X
LIZJTSO,O,O,O,O,O,X,X,X,O,X
LIZJTOS,O,X,O,X,O,X,X,X,O,X
LIZJSTO,O,X,O,O,O,X,X,O,O,X
LIZJSOT,O,X,O,O,O,X,X,X,X,X
LIZJOTS,O,X,O,X,O,X,X,X,O,X
LIZJOST,O,X,O,O,O,X,X,X,X,X
LIZSTJO,O,X,O,X,O,X,O,O,X,X
LIZSTOJ,O,X,O,X,O,X,O,O,X,X
LIZSJTO,O,X,O,O,O,X,O,O,X,X
LIZSJOT,O,X,O,O,O,X,X,X,X,X
LIZSOTJ,O,X,O,X,O,X,O,O,X,X
LIZSOJT,O,X,O,X,O,X,X,X,X,X
LIZOTJS,O,O,O,X,O,X,X,X,X,X
LIZOTSJ,O,O,O,X,O,X,X,X,X,X
LIZOJTS,O,O,O,X,O,X,X,X,X,X
LIZOJST,O,O,O,O,O,X,X,X,X,X
LIZOSTJ,O,O,O,X,O,X,X,O,X,X
LIZOSJT,O,O,O,X,O,X,X,X,X,X
LIOTJSZ,O,O,X,X,X,O,O,X,X,X
LIOTJZS,O,O,O,X,X,X,X,X,O,X
LIOTSJZ,O,O,X,X,X,O,O,X,X,X
LIOTSZJ,O,O,X,X,X,X,O,X,X,X
LIOTZJS,O,O,O,X,X,X,X,X,O,X
LIOTZSJ,O,O,O,X,X,X,O,X,X,X
LIOJTSZ,O,O,X,X,X,O,O,X,X,X
LIOJTZS,O,O,X,X,X,X,X,X,O,X
LIOJSTZ,O,O,X,O,X,O,O,X,X,X
LIOJSZT,O,O,X,O,O,X,O,X,X,X
LIOJZTS,O,O,X,X,O,X,X,X,O,X
LIOJZST,O,O,X,O,O,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,O,X,X,X
LIOSTZJ,O,O,X,X,X,X,O,O,X,O
LIOSJTZ,O,O,X,O,X,X,O,X,X,X
LIOSJZT,O,O,X,O,O,X,O,X,X,X
LIOSZTJ,O,O,X,X,O,X,O,O,X,O
LIOSZJT,O,O,X,X,O,X,O,X,X,X
LIOZTJS,O,O,O,X,O,X,X,X,X,X
LIOZTSJ,O,O,O,X,O,X,O,X,X,X
LIOZJTS,O,O,O,X,O,X,X,X,X,X
LIOZJST,O,O,O,O,O,X,X,X,X,X
LIOZSTJ,O,O,O,X,O,X,O,O,X,O
LIOZSJT,O,O,O,X,O,X,O,X,X,X
LJTISZO,X,O,O,O,O,X,O,X,O,X
LJTISOZ,X,O,X,O,X,O,X,X,X,X
LJTIZSO,O,O,O,O,O,X,X,X,O,X
LJTIZOS,O,X,O,X,O,X,X,X,O,X
LJTIOSZ,O,O,X,X,X,X,X,X,X,X
LJTIOZS,O,X,O,X,X,X,X,X,O,X
LJTSIZO,X,O,O,O,X,X,O,X,O,X
LJTSIOZ,X,O,X,O,X,O,X,X,X,X
LJTSZIO,X,O,O,O,X,X,O,X,O,X
LJTSZOI,X,O,O,O,X,X,X,X,X,X
LJTSOIZ,X,X,X,O,X,X,X,X,X,X
LJTSOZI,X,O,X,O,X,X,X,X,X,X
LJTZISO,O,X,O,O,O,X,X,X,O,X
LJTZIOS,O,X,O,X,O,X,X,X,O,X
LJTZSIO,O,O,O,O,X,X,X,X,O,X
LJTZSOI,O,O,O,O,X,X,X,X,X,X
LJTZOIS,O,X,O,X,O,X,X,X,O,X
LJTZOSI,O,X,O,X,X,X,X,X,X,X
LJTOISZ,O,O,X,X,X,X,X,X,X,X
LJTOIZS,O,X,O,X,X,X,X,X,O,X
LJTOSIZ,O,O,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,X
LJTOZIS,O,X,O,X,X,X,X,X,O,X
LJTOZSI,O,O,O,X,X,X,X,X,X,X
LJITSZO,X,O,O,O,O,X,O,X,O,X
LJITSOZ,X,O,X,O,X,O,X,X,X,X
LJITZSO,O,O,O,O,O,X,X,X,O,X
LJITZOS,O,X,O,X,O,X,X,X,O,X
LJITOSZ,O,O,X,X,X,X,X,X,X,X
LJITOZS,O,X,O,X,X,X,X,X,O,X
LJISTZO,X,O,X,O,O,X,O,O,O,X
LJISTOZ,X,O,X,O,X,O,X,X,X,X
LJISZTO,O,X,X,O,O,X,O,O,O,X
LJISZOT,O,X,X,O,O,X,X,X,X,X
LJISOTZ,X,X,X,O,X,O,X,X,X,X
LJISOZT,X,X,X,O,O,X,X,X,X,X
LJIZTSO,O,O,O,O,O,X,X,X,O,X
LJIZTOS,O,X,O,X,O,X,X,X,O,X
LJIZSTO,O,X,O,O,O,X,X,O,O,X
LJIZSOT,O,X,O,O,O,X,X,X,X,X
LJIZOTS,O,X,O,X,O,X,X,X,O,X
LJIZOST,O,X,O,O,O,X,X,X,X,X
LJIOTSZ,O,O,X,X,X,O,X,X,X,X
LJIOTZS,O,X,X,X,X,X,X,X,O,X
LJIOSTZ,O,X,X,O,X,O,X,X,X,X
LJIOSZT,O,X,X,O,O,X,X,X,X,X
LJIOZTS,O,X,X,X,O,X,X,X,O,X
LJIOZST,O,X,X,O,O,X,X,X,X,X
LJSTIZO,X,O,X,O,X,X,O,O,O,X
LJSTIOZ,X,X,X,O,X,O,X,X,X,X
LJSTZIO,X,O,X,O,X,X,O,O,O,X
LJSTZOI,X,O,X,O,X,X,X,X,X,X
LJSTOIZ,X,X,X,O,X,X,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,X,X,X
LJSITZO,X,O,X,O,O,X,O,O,O,X
LJSITOZ,X,O,X,O,X,O,X,X,X,X
LJSIZTO,O,X,X,O,O,X,O,O,O,X
LJSIZOT,O,X,X,O,O,X,X,X,X,X
LJSIOTZ,X,X,X,O,X,O,X,X,X,X
LJSIOZT,X,X,X,O,O,X,X,X,X,X
LJSZTIO,O,X,X,O,X,X,O,O,O,X
LJSZTOI,O,X,X,O,X,X,X,X,X,X
LJSZITO,O,X,X,O,O,X,O,O,O,X
LJSZIOT,O,X,X,O,O,X,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,X,X,X
LJSZOIT,O,X,X,O,O,X,X,X,X,X
LJSOTIZ,X,X,X,O,X,O,X,X,X,X
LJSOTZI,X,X,X,O,X,X,X,X,X,X
LJSOITZ,X,X,X,O,X,O,X,X,X,X
LJSOIZT,X,X,X,O,X,X,X,X,X,X
LJSOZTI,X,X,X,O,X,X,X,X,X,X
LJSOZIT,X,X,X,O,X,X,X,X,X,X
LJZTISO,O,X,O,O,O,X,X,X,O,X
LJZTIOS,O,X,O,X,O,X,X,X,O,X
LJZTSIO,O,O,O,O,X,X,X,X,O,X
LJZTSOI,O,O,O,O,X,X,X,X,X,X
LJZTOIS,O,X,O,X,O,X,X,X,O,X
LJZTOSI,O,X,O,X,X,X,X,X,X,X
LJZITSO,O,O,O,O,O,X,X,X,O,X
LJZITOS,O,X,O,X,O,X,X,X,O,X
LJZISTO,O,X,O,O,O,X,X,O,O,X
LJZISOT,O,X,O,O,O,X,X,X,X,X
LJZIOTS,O,X,O,X,O,X,X,X,O,X
LJZIOST,O,X,O,O,O,X,X,X,X,X
LJZSTIO,O,X,O,O,X,X,X,O,O,X
LJZSTOI,O,X,O,O,X,X,X,X,X,X
LJZSITO,O,X,O,O,O,X,X,O,O,X
LJZSIOT,O,X,O,O,O,X,X,X,X,X
LJZSOTI,O,X,O,O,X,X,X,X,X,X
LJZSOIT,O,X,O,O,O,X,X,X,X,X
LJZOTIS,O,X,O,X,O,X,X,X,O,X
LJZOTSI,O,X,O,X,X,X,X,X,X,X
LJZOITS,O,X,O,X,O,X,X,X,O,X
LJZOIST,O,X,O,O,O,X,X,X,X,X
LJZOSTI,O,X,O,O,X,X,X,X,X,X
LJZOSIT,O,X,O,O,O,X,X,X,X,X
LJOTISZ,O,O,X,X,X,O,X,X,X,X
LJOTIZS,O,O,X,X,X,X,X,X,O,X
LJOTSIZ,O,O,X,X,X,O,X,X,X,X
LJOTSZI,O,O,X,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,X,X,X,X,O,X
LJOTZSI,O,O,X,X,X,X,X,X,X,X
LJOITSZ,O,O,X,X,X,O,X,X,X,X
LJOITZS,O,O,X,X,X,X,X,X,O,X
LJOISTZ,O,O,X,O,X,O,X,X,X,X
LJOISZT,O,O,X,O,O,X,X,X,X,X
LJOIZTS,O,O,X,X,O,X,X,X,O,X
LJOIZST,O,O,X,O,O,X,X,X,X,X
LJOSTIZ,O,O,X,O,X,O,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,O,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X,X,X
LJOZTIS,O,X,X,X,O,X,X,X,O,X
LJOZTSI,O,O,X,X,X,X,X,X,X,X
LJOZITS,O,O,X,X,O,X,X,X,O,X
LJOZIST,O,O,X,O,O,X,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X,X,X
LJOZSIT,O,O,X,O,O,X,X,X,X,X
LSTIJZO,X,O,O,O,O,X,O,O,O,X
LSTIJOZ,X,X,X,O,X,X,X,X,X,X
LSTIZJO,X,X,O,X,O,X,O,O,O,X
LSTIZOJ,X,X,O,X,O,X,O,O,X,O
LSTIOJZ,O,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,O,O,X,O
LSTJIZO,X,O,O,O,O,X,O,O,O,X
LSTJIOZ,X,X,X,O,X,X,X,X,X,X
LSTJZIO,X,O,O,O,O,X,O,O,O,X
LSTJZOI,X,O,O,O,O,X,X,X,X,X
LSTJOIZ,X,X,X,O,X,X,X,X,X,X
LSTJOZI,X,O,X,O,X,X,X,X,X,X
LSTZIJO,X,X,O,X,O,X,O,O,O,X
LSTZIOJ,X,X,O,X,O,X,O,O,X,O
LSTZJIO,X,O,O,X,O,X,O,O,X,X
LSTZJOI,X,O,O,X,O,X,X,X,X,X
LSTZOIJ,X,X,O,X,O,X,O,O,X,X
LSTZOJI,X,X,O,X,O,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,X,X,X,O,O,X,O
LSTOJIZ,O,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,X,X,X,O,O,X,O
LSTOZJI,O,O,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,O,O,X,O,O,O,X
LSITJOZ,X,X,X,O,X,X,X,X,X,X
LSITZJO,X,X,O,X,O,X,O,O,O,X
LSITZOJ,X,X,O,X,O,X,O,O,X,O
LSITOJZ,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,O,O,X,O
LSIJTZO,X,X,X,O,O,X,O,O,O,X
LSIJTOZ,X,X,X,O,X,X,X,X,X,X
LSIJZTO,O,X,X,O,O,X,O,O,O,X
LSIJZOT,O,X,X,O,O,X,X,X,X,X
LSIJOTZ,X,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,O,O,X,X,X,X,X
LSIZTJO,O,X,O,X,O,X,O,O,X,X
LSIZTOJ,O,X,O,X,O,X,O,O,X,X
LSIZJTO,O,X,O,O,O,X,O,O,X,X
LSIZJOT,O,X,O,O,O,X,X,X,X,X
LSIZOTJ,O,X,O,X,O,X,O,O,X,X
LSIZOJT,O,X,O,X,O,X,O,X,X,X
LSIOTJZ,O,X,X,X,X,X,O,X,X,X
LSIOTZJ,O,X,X,X,X,X,O,O,X,O
LSIOJTZ,O,X,X,O,X,X,O,X,X,X
LSIOJZT,O,X,X,O,O,X,O,X,X,X
LSIOZTJ,O,X,X,X,O,X,O,O,X,O
LSIOZJT,O,X,X,X,O,X,O,X,X,X
LSJTIZO,X,O,X,O,O,X,O,O,O,X
LSJTIOZ,X,X,X,O,X,X,X,X,X,X
LSJTZIO,X,O,X,O,O,X,O,O,O,X
LSJTZOI,X,O,X,O,O,X,X,X,X,X
LSJTOIZ,X,X,X,O,X,X,X,X,X,X
LSJTOZI,X,O,X,O,X,X,X,X,X,X
LSJITZO,X,O,X,O,O,X,O,O,O,X
LSJITOZ,X,O,X,O,X,X,X,X,X,X
LSJIZTO,O,X,X,O,O,X,O,O,O,X
LSJIZOT,O,X,X,O,O,X,X,X,X,X
LSJIOTZ,X,X,X,O,X,X,X,X,X,X
LSJIOZT,X,X,X,O,O,X,X,X,X,X
LSJZTIO,O,X,X,O,O,X,O,O,O,X
LSJZTOI,O,X,X,O,O,X,X,X,X,X
LSJZITO,O,X,X,O,O,X,O,O,O,X
LSJZIOT,O,X,X,O,O,X,X,X,X,X
LSJZOTI,O,X,X,O,O,X,X,X,X,X
LSJZOIT,O,X,X,O,O,X,X,X,X,X
LSJOTIZ,X,X,X,O,X,X,X,X,X,X
LSJOTZI,X,X,X,O,X,X,X,X,X,X
LSJOITZ,X,X,X,O,X,X,X,X,X,X
LSJOIZT,X,X,X,O,O,X,X,X,X,X
LSJOZTI,X,X,X,O,O,X,X,X,X,X
LSJOZIT,X,X,X,O,O,X,X,X,X,X
LSZTIJO,O,X,O,X,O,X,O,O,X,X
LSZTIOJ,O,X,O,X,O,X,O,O,X,X
LSZTJIO,O,X,O,X,O,X,O,O,X,X
LSZTJOI,O,X,O,X,O,X,X,X,X,X
LSZTOIJ,O,X,O,X,O,X,O,O,X,X
LSZTOJI,O,X,O,X,O,X,X,X,X,X
LSZITJO,O,X,O,X,O,X,O,O,X,X
LSZITOJ,O,X,O,X,O,X,O,O,X,X
LSZIJTO,O,X,O,O,O,X,O,O,X,X
LSZIJOT,O,X,O,O,O,X,X,X,X,X
LSZIOTJ,O,X,O,X,O,X,O,O,X,X
