sequence,v115@RhC8DeG8DeB8JeT/IvhF/lBRhBGjBirB0rBlsB,v115@RhC8DeG8DeB8JeT/IvhF/lBGjBRnBlrBarBUsB,v115@RhC8DeG8DeB8JeT/IvhF/lBFhBxiBcrBesBCtB,v115@RhC8DeG8DeB8JeT/IvhFxgBGjBllBirB8rB3sB,v115@RhC8DeG8DeB8JeT/IvhFxgBSoB0lB3rBmrBlsB,v115@RhC8DeG8DeB8JeT/IvhFmgBfnBxiB0lB1wBCtB,v115@RhC8DeG8DeB8JeT/IvhF2lBSoBRrB8rBFrB3sB
SIOTJZL,X,O,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X
SIOTZJL,X,O,O,X,X,X,X
SIOLTJZ,O,X,X,X,X,X,X
SIOLTZJ,O,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,X
SIOLJZT,O,X,X,X,X,X,O
SIOLZTJ,O,X,X,X,O,X,X
SIOLZJT,O,X,X,X,O,X,O
SIOJTLZ,O,O,X,X,X,X,X
SIOJTZL,X,O,O,X,X,X,X
SIOJLTZ,O,X,X,X,X,X,X
SIOJLZT,O,X,O,X,X,X,O
SIOJZTL,X,X,O,X,X,X,X
SIOJZLT,O,X,O,X,X,X,O
SIOZTLJ,X,X,X,X,O,X,X
SIOZTJL,X,X,O,X,O,X,X
SIOZLTJ,O,X,X,X,O,X,X
SIOZLJT,O,X,X,X,O,X,O
SIOZJTL,X,X,O,X,O,X,X
SIOZJLT,O,X,O,X,O,X,O
SLTIJZO,O,O,X,O,X,X,X
SLTIJOZ,O,O,X,O,X,X,X
SLTIZJO,O,O,X,O,X,X,X
SLTIZOJ,O,O,X,O,X,X,X
SLTIOJZ,O,O,X,O,X,X,X
SLTIOZJ,O,O,X,O,X,X,X
SLTJIZO,O,O,X,O,X,X,X
SLTJIOZ,O,O,X,O,X,X,X
SLTJZIO,O,O,X,O,X,X,X
SLTJZOI,O,O,X,O,X,X,X
SLTJOIZ,O,O,X,O,X,X,X
SLTJOZI,O,O,X,O,X,X,X
SLTZIJO,O,O,X,O,O,X,X
SLTZIOJ,O,O,X,O,O,X,X
SLTZJIO,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,O,X,X
SLTZOIJ,O,O,X,O,O,X,X
SLTZOJI,O,O,O,O,O,X,X
SLTOIJZ,O,O,X,O,X,X,X
SLTOIZJ,O,O,X,O,X,X,X
SLTOJIZ,O,O,X,O,X,X,X
SLTOJZI,O,O,X,O,X,X,X
SLTOZIJ,O,O,X,O,O,X,X
SLTOZJI,O,O,O,O,O,X,X
SLITJZO,O,X,X,X,X,X,X
SLITJOZ,O,X,X,X,X,X,X
SLITZJO,O,X,X,X,X,X,X
SLITZOJ,O,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,X
SLITOZJ,O,X,X,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,X
SLIJZTO,O,X,X,X,X,X,X
SLIJZOT,O,X,X,X,X,X,O
SLIJOTZ,O,X,X,X,X,X,X
SLIJOZT,O,X,X,X,X,X,O
SLIZTJO,O,X,X,X,O,X,X
SLIZTOJ,O,X,X,X,O,X,X
SLIZJTO,O,X,X,X,O,X,X
SLIZJOT,O,X,X,X,O,X,O
SLIZOTJ,O,X,X,X,O,X,X
SLIZOJT,O,X,X,X,O,X,O
SLIOTJZ,O,X,X,X,X,X,X
SLIOTZJ,O,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,X
SLIOJZT,O,X,X,X,X,X,O
SLIOZTJ,O,X,X,X,O,X,X
SLIOZJT,O,X,X,X,O,X,O
SLJTIZO,O,O,X,O,X,X,X
SLJTIOZ,O,O,X,O,X,X,X
SLJTZIO,O,O,X,O,X,X,X
SLJTZOI,O,O,X,O,X,X,X
SLJTOIZ,O,O,X,O,X,X,X
SLJTOZI,O,O,X,O,X,X,X
SLJITZO,O,X,X,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X
SLJIZTO,O,X,O,X,X,X,X
SLJIZOT,O,X,O,X,X,X,O
SLJIOTZ,O,X,X,X,X,X,X
SLJIOZT,O,X,O,X,X,X,O
SLJZTIO,O,X,O,X,O,X,X
SLJZTOI,O,X,O,X,O,X,X
SLJZITO,O,X,O,X,O,X,X
SLJZIOT,O,X,O,X,O,X,X
SLJZOTI,O,X,O,X,O,X,X
SLJZOIT,O,X,O,X,O,X,X
SLJOTIZ,O,O,X,O,X,X,X
SLJOTZI,O,O,X,O,X,X,X
SLJOITZ,O,X,X,X,X,X,X
SLJOIZT,O,X,O,X,X,X,O
SLJOZTI,O,X,O,X,O,X,X
SLJOZIT,O,X,O,X,O,X,X
SLZTIJO,O,X,X,X,O,X,X
SLZTIOJ,O,X,X,X,O,X,X
SLZTJIO,O,X,O,X,O,X,X
SLZTJOI,O,X,O,X,O,X,X
SLZTOIJ,O,X,X,X,O,X,X
SLZTOJI,O,X,O,X,O,X,X
SLZITJO,O,X,X,X,O,X,X
SLZITOJ,O,X,X,X,O,X,X
SLZIJTO,O,X,X,X,O,X,X
SLZIJOT,O,X,X,X,O,X,X
SLZIOTJ,O,X,X,X,O,X,X
SLZIOJT,O,X,X,X,O,X,X
SLZJTIO,O,X,O,X,O,X,X
SLZJTOI,O,X,O,X,O,X,X
SLZJITO,O,X,O,X,O,X,X
SLZJIOT,O,X,O,X,O,X,X
SLZJOTI,O,X,O,X,O,X,X
SLZJOIT,O,X,O,X,O,X,X
SLZOTIJ,O,X,X,X,O,X,X
SLZOTJI,O,X,O,X,O,X,X
SLZOITJ,O,X,X,X,O,X,X
SLZOIJT,O,X,X,X,O,X,X
SLZOJTI,O,X,O,X,O,X,X
SLZOJIT,O,X,O,X,O,X,X
SLOTIJZ,O,O,X,O,X,X,X
SLOTIZJ,O,O,X,O,X,X,X
SLOTJIZ,O,O,X,O,X,X,X
SLOTJZI,O,O,X,O,X,X,X
SLOTZIJ,O,O,X,O,O,X,X
SLOTZJI,O,O,O,O,O,X,X
SLOITJZ,O,X,X,X,X,X,X
SLOITZJ,O,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,X
SLOIJZT,O,X,X,X,X,X,O
SLOIZTJ,O,X,X,X,O,X,X
SLOIZJT,O,X,X,X,O,X,O
SLOJTIZ,O,O,X,O,X,X,X
SLOJTZI,O,O,X,O,X,X,X
SLOJITZ,O,X,X,X,X,X,X
SLOJIZT,O,X,O,X,X,X,O
SLOJZTI,O,X,O,X,O,X,X
SLOJZIT,O,X,O,X,O,X,X
SLOZTIJ,O,X,X,X,O,X,X
SLOZTJI,O,X,O,X,O,X,X
SLOZITJ,O,X,X,X,O,X,X
SLOZIJT,O,X,X,X,O,X,X
SLOZJTI,O,X,O,X,O,X,X
SLOZJIT,O,X,O,X,O,X,X
SJTILZO,X,O,X,X,X,X,X
SJTILOZ,X,O,X,X,X,X,X
SJTIZLO,X,O,O,X,X,X,X
SJTIZOL,X,O,O,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X
SJTIOZL,X,O,O,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X
SJTLIOZ,O,O,X,O,X,X,X
SJTLZIO,O,O,X,O,X,X,X
SJTLZOI,O,O,X,O,X,X,X
SJTLOIZ,O,O,X,O,X,X,X
SJTLOZI,O,O,X,O,X,X,X
SJTZILO,X,O,O,X,X,X,X
SJTZIOL,X,O,O,X,X,X,X
SJTZLIO,X,O,O,X,X,X,X
SJTZLOI,X,O,O,X,X,X,X
SJTZOIL,X,O,O,X,X,X,X
SJTZOLI,X,O,O,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X
SJTOIZL,X,O,O,X,X,X,X
SJTOLIZ,O,O,X,O,X,X,X
SJTOLZI,O,O,X,O,X,X,X
SJTOZIL,X,O,O,X,X,X,X
SJTOZLI,X,O,O,X,X,X,X
SJITLZO,X,O,X,X,X,X,X
SJITLOZ,X,O,X,X,X,X,X
SJITZLO,X,O,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X
SJITOZL,X,O,O,X,X,X,X
SJILTZO,O,X,X,X,X,X,X
SJILTOZ,O,X,X,X,X,X,X
SJILZTO,O,X,O,X,X,X,X
SJILZOT,O,X,O,X,X,X,O
SJILOTZ,O,X,X,X,X,X,X
SJILOZT,O,X,O,X,X,X,O
SJIZTLO,X,X,O,X,X,X,X
SJIZTOL,X,X,O,X,X,X,X
SJIZLTO,X,X,O,X,X,X,X
SJIZLOT,X,X,O,X,X,X,O
SJIZOTL,X,X,O,X,X,X,X
SJIZOLT,O,X,O,X,X,X,O
SJIOTLZ,O,O,X,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X
SJIOLTZ,O,X,X,X,X,X,X
SJIOLZT,O,X,O,X,X,X,O
SJIOZTL,X,X,O,X,X,X,X
SJIOZLT,O,X,O,X,X,X,O
SJLTIZO,O,O,X,O,X,X,X
SJLTIOZ,O,O,X,O,X,X,X
SJLTZIO,O,O,X,O,X,X,X
SJLTZOI,O,O,X,O,X,X,X
SJLTOIZ,O,O,X,O,X,X,X
SJLTOZI,O,O,X,O,X,X,X
SJLITZO,O,X,X,X,X,X,X
SJLITOZ,O,X,X,X,X,X,X
SJLIZTO,O,X,O,X,X,X,X
SJLIZOT,O,X,O,X,X,X,O
SJLIOTZ,O,X,X,X,X,X,X
SJLIOZT,O,X,O,X,X,X,O
SJLZTIO,O,X,O,X,O,X,X
SJLZTOI,O,X,O,X,O,X,X
SJLZITO,O,X,O,X,O,X,X
SJLZIOT,O,X,O,X,O,X,X
SJLZOTI,O,X,O,X,O,X,X
SJLZOIT,O,X,O,X,O,X,X
SJLOTIZ,O,O,X,O,X,X,X
SJLOTZI,O,O,X,O,X,X,X
SJLOITZ,O,X,X,X,X,X,X
SJLOIZT,O,X,O,X,X,X,O
SJLOZTI,O,X,O,X,O,X,X
SJLOZIT,O,X,O,X,O,X,X
SJZTILO,X,O,O,X,O,X,X
SJZTIOL,X,O,O,X,O,X,X
SJZTLIO,X,O,O,X,O,X,X
SJZTLOI,X,O,O,X,O,X,X
SJZTOIL,X,O,O,X,O,X,X
SJZTOLI,X,O,O,X,O,X,X
SJZITLO,X,X,O,X,O,X,X
SJZITOL,X,X,O,X,O,X,X
SJZILTO,X,X,O,X,O,X,X
SJZILOT,X,X,O,X,O,X,X
SJZIOTL,X,X,O,X,O,X,X
SJZIOLT,O,X,O,X,O,X,X
SJZLTIO,O,X,O,X,O,X,X
SJZLTOI,O,X,O,X,O,X,X
SJZLITO,O,X,O,X,O,X,X
SJZLIOT,O,X,O,X,O,X,X
SJZLOTI,O,X,O,X,O,X,X
SJZLOIT,O,X,O,X,O,X,X
SJZOTIL,X,O,O,X,O,X,X
SJZOTLI,X,O,O,X,O,X,X
SJZOITL,X,X,O,X,O,X,X
SJZOILT,O,X,O,X,O,X,X
SJZOLTI,O,X,O,X,O,X,X
SJZOLIT,O,X,O,X,O,X,X
SJOTILZ,O,O,X,X,X,X,X
SJOTIZL,X,O,O,X,X,X,X
SJOTLIZ,O,O,X,O,X,X,X
SJOTLZI,O,O,X,O,X,X,X
SJOTZIL,X,O,O,X,X,X,X
SJOTZLI,X,O,O,X,X,X,X
SJOITLZ,O,O,X,X,X,X,X
SJOITZL,X,O,O,X,X,X,X
SJOILTZ,O,X,X,X,X,X,X
SJOILZT,O,X,O,X,X,X,O
SJOIZTL,X,X,O,X,X,X,X
SJOIZLT,O,X,O,X,X,X,O
SJOLTIZ,O,O,X,O,X,X,X
SJOLTZI,O,O,X,O,X,X,X
SJOLITZ,O,X,X,X,X,X,X
SJOLIZT,O,X,O,X,X,X,O
SJOLZTI,O,X,O,X,O,X,X
SJOLZIT,O,X,O,X,O,X,X
SJOZTIL,X,O,O,X,O,X,X
SJOZTLI,X,O,O,X,O,X,X
SJOZITL,X,X,O,X,O,X,X
SJOZILT,O,X,O,X,O,X,X
SJOZLTI,O,X,O,X,O,X,X
SJOZLIT,O,X,O,X,O,X,X
SZTILJO,X,O,X,X,O,O,X
SZTILOJ,X,O,X,X,O,O,X
SZTIJLO,X,O,O,X,O,O,X
SZTIJOL,X,O,O,X,O,O,X
SZTIOLJ,X,O,X,X,O,O,X
SZTIOJL,X,O,O,X,O,O,X
SZTLIJO,X,O,X,X,O,O,X
SZTLIOJ,X,O,X,X,O,O,X
SZTLJIO,X,O,O,X,O,O,X
SZTLJOI,X,O,O,X,O,O,X
SZTLOIJ,X,O,X,X,O,O,X
SZTLOJI,X,O,O,X,O,O,X
SZTJILO,X,O,O,X,O,O,X
SZTJIOL,X,O,O,X,O,O,X
SZTJLIO,X,O,O,X,O,O,X
SZTJLOI,X,O,O,X,O,O,X
SZTJOIL,X,O,O,X,O,O,X
SZTJOLI,X,O,O,X,O,O,X
SZTOILJ,X,O,X,X,O,O,X
SZTOIJL,X,O,O,X,O,O,X
SZTOLIJ,X,O,X,X,O,O,X
SZTOLJI,X,O,O,X,O,O,X
SZTOJIL,X,O,O,X,O,O,X
SZTOJLI,X,O,O,X,O,O,X
SZITLJO,X,X,X,X,O,X,X
SZITLOJ,X,X,X,X,O,X,X
SZITJLO,X,X,O,X,O,X,X
SZITJOL,X,X,O,X,O,X,X
SZITOLJ,X,X,X,X,O,X,X
SZITOJL,X,X,O,X,O,X,X
SZILTJO,O,X,X,X,O,X,X
SZILTOJ,O,X,X,X,O,X,X
SZILJTO,O,X,X,X,O,X,X
SZILJOT,O,X,X,X,O,X,X
SZILOTJ,O,X,X,X,O,X,X
SZILOJT,O,X,X,X,O,X,X
SZIJTLO,X,X,O,X,O,X,X
SZIJTOL,X,X,O,X,O,X,X
SZIJLTO,X,X,O,X,O,X,X
SZIJLOT,X,X,O,X,O,X,X
SZIJOTL,X,X,O,X,O,X,X
SZIJOLT,O,X,O,X,O,X,X
SZIOTLJ,X,X,X,X,O,X,X
SZIOTJL,X,X,O,X,O,X,X
SZIOLTJ,O,X,X,X,O,X,X
SZIOLJT,O,X,X,X,O,X,X
SZIOJTL,X,X,O,X,O,X,X
SZIOJLT,O,X,O,X,O,X,X
SZLTIJO,O,X,X,X,O,X,X
SZLTIOJ,O,X,X,X,O,X,X
SZLTJIO,O,X,O,X,O,X,X
SZLTJOI,O,X,O,X,O,X,X
SZLTOIJ,O,X,X,X,O,X,X
SZLTOJI,O,X,O,X,O,X,X
SZLITJO,O,X,X,X,O,X,X
SZLITOJ,O,X,X,X,O,X,X
SZLIJTO,O,X,X,X,O,X,X
SZLIJOT,O,X,X,X,O,X,X
SZLIOTJ,O,X,X,X,O,X,X
SZLIOJT,O,X,X,X,O,X,X
SZLJTIO,O,X,O,X,O,X,X
SZLJTOI,O,X,O,X,O,X,X
SZLJITO,O,X,O,X,O,X,X
SZLJIOT,O,X,O,X,O,X,X
SZLJOTI,O,X,O,X,O,X,X
SZLJOIT,O,X,O,X,O,X,X
SZLOTIJ,O,X,X,X,O,X,X
SZLOTJI,O,X,O,X,O,X,X
SZLOITJ,O,X,X,X,O,X,X
SZLOIJT,O,X,X,X,O,X,X
SZLOJTI,O,X,O,X,O,X,X
SZLOJIT,O,X,O,X,O,X,X
SZJTILO,X,O,O,X,O,O,X
SZJTIOL,X,O,O,X,O,O,X
SZJTLIO,X,O,O,X,O,O,X
SZJTLOI,X,O,O,X,O,O,X
SZJTOIL,X,O,O,X,O,O,X
SZJTOLI,X,O,O,X,O,O,X
SZJITLO,X,X,O,X,O,X,X
SZJITOL,X,X,O,X,O,X,X
SZJILTO,X,X,O,X,O,X,X
SZJILOT,X,X,O,X,O,X,X
SZJIOTL,X,X,O,X,O,X,X
SZJIOLT,O,X,O,X,O,X,X
SZJLTIO,O,X,O,X,O,X,X
SZJLTOI,O,X,O,X,O,X,X
SZJLITO,O,X,O,X,O,X,X
SZJLIOT,O,X,O,X,O,X,X
SZJLOTI,O,X,O,X,O,X,X
SZJLOIT,O,X,O,X,O,X,X
SZJOTIL,X,O,O,X,O,O,X
SZJOTLI,X,O,O,X,O,O,X
SZJOITL,X,X,O,X,O,X,X
SZJOILT,O,X,O,X,O,X,X
SZJOLTI,O,X,O,X,O,X,X
SZJOLIT,O,X,O,X,O,X,X
SZOTILJ,X,O,X,X,O,O,X
SZOTIJL,X,O,O,X,O,O,X
SZOTLIJ,X,O,X,X,O,O,X
SZOTLJI,X,O,O,X,O,O,X
SZOTJIL,X,O,O,X,O,O,X
SZOTJLI,X,O,O,X,O,O,X
SZOITLJ,X,X,X,X,O,X,X
SZOITJL,X,X,O,X,O,X,X
SZOILTJ,O,X,X,X,O,X,X
SZOILJT,O,X,X,X,O,X,X
SZOIJTL,X,X,O,X,O,X,X
SZOIJLT,O,X,O,X,O,X,X
SZOLTIJ,O,X,X,X,O,X,X
SZOLTJI,O,X,O,X,O,X,X
SZOLITJ,O,X,X,X,O,X,X
SZOLIJT,O,X,X,X,O,X,X
SZOLJTI,O,X,O,X,O,X,X
SZOLJIT,O,X,O,X,O,X,X
SZOJTIL,X,O,O,X,O,O,X
SZOJTLI,X,O,O,X,O,O,X
SZOJITL,X,X,O,X,O,X,X
SZOJILT,O,X,O,X,O,X,X
SZOJLTI,O,X,O,X,O,X,X
SZOJLIT,O,X,O,X,O,X,X
SOTILJZ,O,O,X,X,X,X,X
SOTILZJ,O,O,X,X,X,O,X
SOTIJLZ,O,O,X,X,X,X,X
SOTIJZL,X,O,X,X,X,O,X
SOTIZLJ,X,O,X,X,X,O,X
SOTIZJL,X,O,O,X,X,O,X
SOTLIJZ,O,O,X,O,X,X,X
SOTLIZJ,O,O,X,O,X,O,X
SOTLJIZ,O,O,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X
SOTLZIJ,O,O,X,O,O,O,X
SOTLZJI,O,O,O,O,O,O,X
SOTJILZ,O,O,X,X,X,X,X
SOTJIZL,X,O,O,X,X,O,X
SOTJLIZ,O,O,X,O,X,X,X
SOTJLZI,O,O,X,O,X,X,X
SOTJZIL,X,O,O,X,X,O,X
SOTJZLI,X,O,O,X,X,O,X
SOTZILJ,X,O,X,X,O,O,X
SOTZIJL,X,O,O,X,O,O,X
SOTZLIJ,X,O,X,X,O,O,X
SOTZLJI,X,O,O,X,O,O,X
SOTZJIL,X,O,O,X,O,O,X
SOTZJLI,X,O,O,X,O,O,X
SOITLJZ,O,O,X,X,X,X,X
SOITLZJ,O,O,X,X,X,X,X
SOITJLZ,O,O,X,X,X,X,X
SOITJZL,X,O,X,X,X,X,X
SOITZLJ,X,O,X,X,X,X,X
SOITZJL,X,O,O,X,X,X,X
SOILTJZ,O,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X
SOILJTZ,O,X,X,X,X,X,X
SOILJZT,O,X,X,X,X,X,O
SOILZTJ,O,X,X,X,O,X,X
SOILZJT,O,X,X,X,O,X,O
SOIJTLZ,O,O,X,X,X,X,X
SOIJTZL,X,O,O,X,X,X,X
SOIJLTZ,O,X,X,X,X,X,X
SOIJLZT,O,X,O,X,X,X,O
SOIJZTL,X,X,O,X,X,X,X
SOIJZLT,O,X,O,X,X,X,O
SOIZTLJ,X,X,X,X,O,X,X
SOIZTJL,X,X,O,X,O,X,X
SOIZLTJ,O,X,X,X,O,X,X
SOIZLJT,O,X,X,X,O,X,O
SOIZJTL,X,X,O,X,O,X,X
SOIZJLT,O,X,O,X,O,X,O
SOLTIJZ,O,O,X,O,X,X,X
SOLTIZJ,O,O,X,O,X,X,X
SOLTJIZ,O,O,X,O,X,X,X
SOLTJZI,O,O,X,O,X,X,X
SOLTZIJ,O,O,X,O,O,X,X
SOLTZJI,O,O,O,O,O,X,X
SOLITJZ,O,X,X,X,X,X,X
SOLITZJ,O,X,X,X,X,X,X
SOLIJTZ,O,X,X,X,X,X,X
SOLIJZT,O,X,X,X,X,X,O
SOLIZTJ,O,X,X,X,O,X,X
SOLIZJT,O,X,X,X,O,X,O
SOLJTIZ,O,O,X,O,X,X,X
SOLJTZI,O,O,X,O,X,X,X
SOLJITZ,O,X,X,X,X,X,X
SOLJIZT,O,X,O,X,X,X,O
SOLJZTI,O,X,O,X,O,X,X
SOLJZIT,O,X,O,X,O,X,X
SOLZTIJ,O,X,X,X,O,X,X
SOLZTJI,O,X,O,X,O,X,X
SOLZITJ,O,X,X,X,O,X,X
SOLZIJT,O,X,X,X,O,X,X
SOLZJTI,O,X,O,X,O,X,X
SOLZJIT,O,X,O,X,O,X,X
SOJTILZ,O,O,X,X,X,X,X
SOJTIZL,X,O,O,X,X,X,X
SOJTLIZ,O,O,X,O,X,X,X
SOJTLZI,O,O,X,O,X,X,X
SOJTZIL,X,O,O,X,X,X,X
SOJTZLI,X,O,O,X,X,X,X
SOJITLZ,O,O,X,X,X,X,X
SOJITZL,X,O,O,X,X,X,X
SOJILTZ,O,X,X,X,X,X,X
SOJILZT,O,X,O,X,X,X,O
SOJIZTL,X,X,O,X,X,X,X
SOJIZLT,O,X,O,X,X,X,O
SOJLTIZ,O,O,X,O,X,X,X
SOJLTZI,O,O,X,O,X,X,X
SOJLITZ,O,X,X,X,X,X,X
SOJLIZT,O,X,O,X,X,X,O
SOJLZTI,O,X,O,X,O,X,X
SOJLZIT,O,X,O,X,O,X,X
SOJZTIL,X,O,O,X,O,X,X
SOJZTLI,X,O,O,X,O,X,X
SOJZITL,X,X,O,X,O,X,X
SOJZILT,O,X,O,X,O,X,X
SOJZLTI,O,X,O,X,O,X,X
SOJZLIT,O,X,O,X,O,X,X
SOZTILJ,X,O,X,X,O,O,X
SOZTIJL,X,O,O,X,O,O,X
SOZTLIJ,X,O,X,X,O,O,X
SOZTLJI,X,O,O,X,O,O,X
SOZTJIL,X,O,O,X,O,O,X
SOZTJLI,X,O,O,X,O,O,X
SOZITLJ,X,X,X,X,O,X,X
SOZITJL,X,X,O,X,O,X,X
SOZILTJ,O,X,X,X,O,X,X
SOZILJT,O,X,X,X,O,X,X
SOZIJTL,X,X,O,X,O,X,X
SOZIJLT,O,X,O,X,O,X,X
SOZLTIJ,O,X,X,X,O,X,X
SOZLTJI,O,X,O,X,O,X,X
SOZLITJ,O,X,X,X,O,X,X
SOZLIJT,O,X,X,X,O,X,X
SOZLJTI,O,X,O,X,O,X,X
SOZLJIT,O,X,O,X,O,X,X
SOZJTIL,X,O,O,X,O,O,X
SOZJTLI,X,O,O,X,O,O,X
SOZJITL,X,X,O,X,O,X,X
SOZJILT,O,X,O,X,O,X,X
SOZJLTI,O,X,O,X,O,X,X
SOZJLIT,O,X,O,X,O,X,X
ZTILJSO,X,X,X,X,X,X,X
ZTILJOS,X,X,X,X,X,X,X
ZTILSJO,X,X,X,X,X,X,X
ZTILSOJ,X,X,X,X,X,X,X
ZTILOJS,X,X,X,X,X,X,X
ZTILOSJ,X,X,X,X,X,X,X
ZTIJLSO,X,X,X,X,X,X,X
ZTIJLOS,X,X,X,X,X,X,X
ZTIJSLO,X,O,X,X,X,O,X
ZTIJSOL,X,O,X,X,X,O,X
ZTIJOLS,X,X,X,X,X,X,X
ZTIJOSL,X,O,X,X,X,O,X
ZTISLJO,X,O,X,X,O,O,X
ZTISLOJ,X,O,X,X,O,O,X
ZTISJLO,X,O,X,X,O,O,X
ZTISJOL,X,O,X,X,O,O,X
ZTISOLJ,X,O,X,X,O,O,X
ZTISOJL,X,O,X,X,O,O,X
ZTIOLJS,X,X,X,X,X,X,X
ZTIOLSJ,X,X,X,X,X,X,X
ZTIOJLS,X,X,X,X,X,X,X
ZTIOJSL,X,O,X,X,X,O,X
ZTIOSLJ,X,O,X,X,O,O,X
ZTIOSJL,X,O,X,X,O,O,X
ZTLIJSO,X,X,X,O,X,X,X
ZTLIJOS,X,X,X,O,X,X,X
ZTLISJO,X,X,X,O,X,X,X
ZTLISOJ,X,X,X,O,X,X,X
ZTLIOJS,X,X,X,O,X,X,X
ZTLIOSJ,X,X,X,O,X,X,X
ZTLJISO,X,X,X,O,X,X,X
ZTLJIOS,X,X,X,O,X,X,X
ZTLJSIO,X,X,X,O,X,O,X
ZTLJSOI,X,X,X,O,X,O,X
ZTLJOIS,X,X,X,O,X,X,X
ZTLJOSI,X,X,X,O,X,O,X
ZTLSIJO,X,X,X,O,O,O,X
ZTLSIOJ,X,X,X,O,O,O,X
ZTLSJIO,X,X,X,O,O,O,X
ZTLSJOI,X,X,X,O,O,O,X
ZTLSOIJ,X,X,X,O,O,O,X
ZTLSOJI,X,X,X,O,O,O,X
ZTLOIJS,X,X,X,O,X,X,X
ZTLOISJ,X,X,X,O,X,X,X
ZTLOJIS,X,X,X,O,X,X,X
ZTLOJSI,X,X,X,O,X,O,X
ZTLOSIJ,X,X,X,O,O,O,X
ZTLOSJI,X,X,X,O,O,O,X
ZTJILSO,X,X,X,X,X,X,X
ZTJILOS,X,X,X,X,X,X,X
ZTJISLO,X,O,O,X,X,O,X
ZTJISOL,X,O,O,X,X,O,X
ZTJIOLS,X,X,X,X,X,X,X
ZTJIOSL,X,O,O,X,X,O,X
ZTJLISO,X,X,X,O,X,X,X
ZTJLIOS,X,X,X,O,X,X,X
ZTJLSIO,X,X,X,O,X,O,X
ZTJLSOI,X,X,X,O,X,O,X
ZTJLOIS,X,X,X,O,X,X,X
ZTJLOSI,X,X,X,O,X,O,X
ZTJSILO,X,O,O,X,X,O,X
ZTJSIOL,X,O,O,X,X,O,X
ZTJSLIO,X,O,O,X,X,O,X
ZTJSLOI,X,O,O,X,X,O,X
ZTJSOIL,X,O,O,X,X,O,X
ZTJSOLI,X,O,O,X,X,O,X
ZTJOILS,X,X,X,X,X,X,X
ZTJOISL,X,O,O,X,X,O,X
ZTJOLIS,X,X,X,O,X,X,X
ZTJOLSI,X,X,X,O,X,O,X
ZTJOSIL,X,O,O,X,X,O,X
ZTJOSLI,X,O,O,X,X,O,X
ZTSILJO,X,O,X,X,O,O,X
ZTSILOJ,X,O,X,X,O,O,X
ZTSIJLO,X,O,O,X,O,O,X
ZTSIJOL,X,O,O,X,O,O,X
ZTSIOLJ,X,O,X,X,O,O,X
ZTSIOJL,X,O,O,X,O,O,X
ZTSLIJO,X,O,X,X,O,O,X
ZTSLIOJ,X,O,X,X,O,O,X
ZTSLJIO,X,O,O,X,O,O,X
ZTSLJOI,X,O,O,X,O,O,X
ZTSLOIJ,X,O,X,X,O,O,X
ZTSLOJI,X,O,O,X,O,O,X
ZTSJILO,X,O,O,X,O,O,X
ZTSJIOL,X,O,O,X,O,O,X
ZTSJLIO,X,O,O,X,O,O,X
ZTSJLOI,X,O,O,X,O,O,X
ZTSJOIL,X,O,O,X,O,O,X
ZTSJOLI,X,O,O,X,O,O,X
ZTSOILJ,X,O,X,X,O,O,X
ZTSOIJL,X,O,O,X,O,O,X
ZTSOLIJ,X,O,X,X,O,O,X
ZTSOLJI,X,O,O,X,O,O,X
ZTSOJIL,X,O,O,X,O,O,X
ZTSOJLI,X,O,O,X,O,O,X
ZTOILJS,X,X,X,X,X,X,X
ZTOILSJ,X,X,X,X,X,X,X
ZTOIJLS,X,X,X,X,X,X,X
ZTOIJSL,X,O,X,X,X,O,X
ZTOISLJ,X,O,X,X,O,O,X
ZTOISJL,X,O,X,X,O,O,X
ZTOLIJS,X,X,X,O,X,X,X
ZTOLISJ,X,X,X,O,X,X,X
ZTOLJIS,X,X,X,O,X,X,X
ZTOLJSI,X,X,X,O,X,O,X
ZTOLSIJ,X,X,X,O,O,O,X
ZTOLSJI,X,X,X,O,O,O,X
ZTOJILS,X,X,X,X,X,X,X
ZTOJISL,X,O,O,X,X,O,X
ZTOJLIS,X,X,X,O,X,X,X
ZTOJLSI,X,X,X,O,X,O,X
ZTOJSIL,X,O,O,X,X,O,X
ZTOJSLI,X,O,O,X,X,O,X
ZTOSILJ,X,O,X,X,O,O,X
ZTOSIJL,X,O,O,X,O,O,X
