sequence,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeFAJvhFXhB8mB?CjBWqBToBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhFFhB8mB?foB6oBTlBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeCAJvhFXhB8mB?ziB+oBVqBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeqEJvhF/lBFhB?8mBziB+oBRwB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeuEJvhF1lB6mB?xiBToB0qBXsB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8JeRAJvhFfoB6oB?WqBlmB0qBzrB,v115@9gA8IeA8IeA8CeA8AeB8BeC8DeC8Je/GJvhFClBxnB?UlBToBWwBFsB
SIJOTZL,O,O,O,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X
SIJOLZT,O,O,X,O,X,X,X
SIJOZTL,O,O,O,X,X,X,X
SIJOZLT,O,O,O,O,X,X,X
SIZTLJO,O,O,O,X,X,X,X
SIZTLOJ,O,O,O,X,X,X,X
SIZTJLO,O,O,O,X,X,X,X
SIZTJOL,O,O,O,X,X,X,X
SIZTOLJ,O,O,O,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X
SIZLTJO,O,O,O,O,X,X,X
SIZLTOJ,O,O,O,O,X,X,O
SIZLJTO,O,O,O,O,X,X,X
SIZLJOT,O,O,O,O,X,X,O
SIZLOTJ,O,O,X,O,X,X,O
SIZLOJT,O,O,X,O,X,X,O
SIZJTLO,O,O,O,X,X,X,X
SIZJTOL,O,O,O,X,X,X,X
SIZJLTO,O,O,O,O,X,X,X
SIZJLOT,O,O,O,O,X,X,X
SIZJOTL,O,O,O,X,X,X,X
SIZJOLT,O,O,O,O,X,X,X
SIZOTLJ,O,O,O,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X
SIZOLTJ,O,O,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X
SIZOJLT,O,O,O,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X
SIOTJZL,X,O,X,X,X,X,X
SIOTZLJ,X,O,X,X,X,X,X
SIOTZJL,X,O,X,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,O
SIOLJTZ,O,O,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,O
SIOLZTJ,O,O,X,X,X,X,O
SIOLZJT,O,O,X,X,X,X,O
SIOJTLZ,O,O,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X
SIOZJLT,O,O,X,X,X,X,X
SLTIJZO,X,O,X,X,X,O,X
SLTIJOZ,X,X,X,X,X,X,X
SLTIZJO,X,O,X,X,X,X,X
SLTIZOJ,X,O,X,X,X,X,O
SLTIOJZ,X,O,X,X,X,X,X
SLTIOZJ,X,O,X,X,X,X,O
SLTJIZO,X,O,X,X,X,O,X
SLTJIOZ,X,X,X,X,X,X,X
SLTJZIO,X,O,X,O,X,O,X
SLTJZOI,X,O,X,O,X,O,X
SLTJOIZ,X,X,X,X,X,X,X
SLTJOZI,X,X,X,O,X,O,X
SLTZIJO,X,O,X,O,X,X,X
SLTZIOJ,X,O,X,X,X,X,X
SLTZJIO,X,O,X,O,X,O,X
SLTZJOI,X,O,X,O,X,O,X
SLTZOIJ,X,O,X,X,X,X,X
SLTZOJI,X,O,X,O,X,X,X
SLTOIJZ,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,O,X
SLTOZIJ,X,O,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,X
SLITJZO,X,O,X,O,X,O,X
SLITJOZ,X,X,X,O,X,X,X
SLITZJO,X,O,X,O,X,X,X
SLITZOJ,X,O,X,O,X,X,O
SLITOJZ,X,O,X,X,X,X,X
SLITOZJ,X,O,X,X,X,X,O
SLIJTZO,O,O,X,O,X,O,X
SLIJTOZ,X,X,X,O,X,X,X
SLIJZTO,O,O,X,O,X,X,X
SLIJZOT,O,O,X,O,X,X,O
SLIJOTZ,X,O,X,O,X,X,X
SLIJOZT,X,O,X,O,X,X,O
SLIZTJO,O,O,X,O,X,X,X
SLIZTOJ,O,O,X,O,X,X,O
SLIZJTO,O,O,X,O,X,X,X
SLIZJOT,O,O,X,O,X,X,O
SLIZOTJ,O,O,X,O,X,X,O
SLIZOJT,O,O,X,O,X,X,O
SLIOTJZ,X,O,X,X,X,X,X
SLIOTZJ,X,O,X,X,X,X,O
SLIOJTZ,X,O,X,O,X,X,X
SLIOJZT,X,O,X,O,X,X,O
SLIOZTJ,X,O,X,O,X,X,O
SLIOZJT,X,O,X,O,X,X,O
SLJTIZO,X,O,X,X,X,O,X
SLJTIOZ,X,X,X,X,X,X,X
SLJTZIO,O,O,X,O,X,O,X
SLJTZOI,O,O,X,O,X,O,X
SLJTOIZ,X,X,X,X,X,X,X
SLJTOZI,X,X,X,O,X,O,X
SLJITZO,X,O,X,O,X,O,X
SLJITOZ,X,X,X,O,X,X,X
SLJIZTO,X,O,X,O,X,X,X
SLJIZOT,X,O,X,O,X,X,O
SLJIOTZ,X,O,X,O,X,X,X
SLJIOZT,X,O,X,O,X,X,O
SLJZTIO,O,O,X,O,X,O,X
SLJZTOI,O,O,X,O,X,O,X
SLJZITO,O,O,X,O,X,X,X
SLJZIOT,X,O,X,O,X,X,X
SLJZOTI,O,O,X,O,X,X,X
SLJZOIT,X,O,X,O,X,X,X
SLJOTIZ,X,X,X,X,X,X,X
SLJOTZI,X,O,X,O,X,O,X
SLJOITZ,X,X,X,O,X,X,X
SLJOIZT,X,O,X,O,X,X,X
SLJOZTI,X,O,X,O,X,X,X
SLJOZIT,X,O,X,O,X,X,X
SLZTIJO,O,O,X,O,X,X,X
SLZTIOJ,O,O,X,X,X,X,X
SLZTJIO,O,O,X,O,X,O,X
SLZTJOI,O,O,X,O,X,O,X
SLZTOIJ,O,O,X,X,X,X,X
SLZTOJI,O,O,X,O,X,X,X
SLZITJO,O,O,X,O,X,X,X
SLZITOJ,O,O,X,O,X,X,O
SLZIJTO,O,O,X,O,X,X,X
SLZIJOT,O,O,X,O,X,X,O
SLZIOTJ,O,O,X,O,X,X,O
SLZIOJT,O,O,X,O,X,X,O
SLZJTIO,O,O,X,O,X,O,X
SLZJTOI,O,O,X,O,X,O,X
SLZJITO,O,O,X,O,X,X,X
SLZJIOT,X,O,X,O,X,X,X
SLZJOTI,O,O,X,O,X,X,X
SLZJOIT,X,O,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,X,X
SLZOTJI,O,O,X,O,X,X,X
SLZOITJ,X,O,X,X,X,X,X
SLZOIJT,X,O,X,X,X,X,X
SLZOJTI,O,O,X,O,X,X,X
SLZOJIT,X,O,X,O,X,X,X
SLOTIJZ,X,X,X,X,X,X,X
SLOTIZJ,X,X,X,X,X,X,X
SLOTJIZ,X,X,X,X,X,X,X
SLOTJZI,X,O,X,X,X,O,X
SLOTZIJ,X,O,X,X,X,X,X
SLOTZJI,X,O,X,X,X,X,X
SLOITJZ,X,O,X,X,X,X,X
SLOITZJ,X,O,X,X,X,X,O
SLOIJTZ,X,O,X,X,X,X,X
SLOIJZT,X,O,X,X,X,X,O
SLOIZTJ,X,O,X,X,X,X,O
SLOIZJT,X,O,X,X,X,X,O
SLOJTIZ,X,X,X,X,X,X,X
SLOJTZI,X,O,X,O,X,O,X
SLOJITZ,X,X,X,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X
SLOJZIT,X,O,X,O,X,X,X
SLOZTIJ,X,O,X,X,X,X,X
SLOZTJI,X,O,X,O,X,X,X
SLOZITJ,X,O,X,X,X,X,X
SLOZIJT,X,O,X,X,X,X,X
SLOZJTI,X,O,X,O,X,X,X
SLOZJIT,X,O,X,O,X,X,X
SJTILZO,X,O,X,X,X,O,X
SJTILOZ,X,X,X,X,X,X,X
SJTIZLO,X,O,X,X,X,X,X
SJTIZOL,X,O,X,X,X,X,X
SJTIOLZ,X,X,X,X,X,X,X
SJTIOZL,X,X,X,X,X,X,X
SJTLIZO,X,O,X,X,X,O,X
SJTLIOZ,X,X,X,X,X,X,X
SJTLZIO,O,O,O,X,X,O,X
SJTLZOI,O,O,O,X,X,O,X
SJTLOIZ,X,X,X,X,X,X,X
SJTLOZI,X,X,O,X,X,O,X
SJTZILO,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X
SJTZLIO,O,O,O,X,X,O,X
SJTZLOI,O,O,O,X,X,O,X
SJTZOIL,O,X,O,X,X,X,X
SJTZOLI,O,O,O,X,X,X,X
SJTOILZ,X,X,X,X,X,X,X
SJTOIZL,X,X,X,X,X,X,X
SJTOLIZ,X,X,X,X,X,X,X
SJTOLZI,O,X,O,X,X,O,X
SJTOZIL,O,X,O,X,X,X,X
SJTOZLI,O,X,O,X,X,X,X
SJITLZO,X,O,O,X,X,O,X
SJITLOZ,X,X,O,X,X,X,X
SJITZLO,X,O,O,X,X,X,X
SJITZOL,X,O,O,X,X,X,X
SJITOLZ,X,X,O,X,X,X,X
SJITOZL,X,X,O,X,X,X,X
SJILTZO,X,O,X,O,X,O,X
SJILTOZ,X,X,X,O,X,X,X
SJILZTO,X,O,X,O,X,X,X
SJILZOT,X,O,X,O,X,X,O
SJILOTZ,X,O,X,O,X,X,X
SJILOZT,X,O,X,O,X,X,O
SJIZTLO,X,O,O,X,X,X,X
SJIZTOL,X,O,O,X,X,X,X
SJIZLTO,X,O,O,O,X,X,X
SJIZLOT,X,O,O,O,X,X,X
SJIZOTL,X,O,O,X,X,X,X
SJIZOLT,X,O,O,O,X,X,X
SJIOTLZ,X,O,O,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X
SJIOLTZ,X,O,X,O,X,X,X
SJIOLZT,X,O,X,O,X,X,X
SJIOZTL,X,O,O,X,X,X,X
SJIOZLT,X,O,O,O,X,X,X
SJLTIZO,X,O,X,X,X,O,X
SJLTIOZ,X,X,X,X,X,X,X
SJLTZIO,O,O,X,O,X,O,X
SJLTZOI,O,O,X,O,X,O,X
SJLTOIZ,X,X,X,X,X,X,X
SJLTOZI,X,X,X,O,X,O,X
SJLITZO,X,O,X,O,X,O,X
SJLITOZ,X,X,X,O,X,X,X
SJLIZTO,X,O,X,O,X,X,X
SJLIZOT,X,O,X,O,X,X,O
SJLIOTZ,X,O,X,O,X,X,X
SJLIOZT,X,O,X,O,X,X,O
SJLZTIO,O,O,X,O,X,O,X
SJLZTOI,O,O,X,O,X,O,X
SJLZITO,O,O,X,O,X,X,X
SJLZIOT,X,O,X,O,X,X,X
SJLZOTI,O,O,X,O,X,X,X
SJLZOIT,X,O,X,O,X,X,X
SJLOTIZ,X,X,X,X,X,X,X
SJLOTZI,X,O,X,O,X,O,X
SJLOITZ,X,X,X,O,X,X,X
SJLOIZT,X,O,X,O,X,X,X
SJLOZTI,X,O,X,O,X,X,X
SJLOZIT,X,O,X,O,X,X,X
SJZTILO,O,O,O,X,X,X,X
SJZTIOL,O,O,O,X,X,X,X
SJZTLIO,O,O,O,X,X,O,X
SJZTLOI,O,O,O,X,O,O,X
SJZTOIL,O,O,O,X,O,X,X
SJZTOLI,O,O,O,X,O,X,X
SJZITLO,O,O,O,X,X,X,X
SJZITOL,O,O,O,X,X,X,X
SJZILTO,O,O,O,O,X,X,X
SJZILOT,X,O,O,O,X,X,X
SJZIOTL,O,O,O,X,X,X,X
SJZIOLT,O,O,O,O,X,X,X
SJZLTIO,O,O,O,O,X,O,X
SJZLTOI,O,O,O,O,X,O,X
SJZLITO,O,O,X,O,X,X,X
SJZLIOT,X,O,X,O,X,X,X
SJZLOTI,O,O,O,O,X,X,X
SJZLOIT,O,O,X,O,X,X,X
SJZOTIL,O,O,O,X,O,X,X
SJZOTLI,O,O,O,X,O,X,X
SJZOITL,O,O,O,X,O,X,X
SJZOILT,O,O,O,O,X,X,X
SJZOLTI,O,O,O,O,X,X,X
SJZOLIT,O,O,X,O,X,X,X
SJOTILZ,X,X,X,X,X,X,X
SJOTIZL,X,X,X,X,X,X,X
SJOTLIZ,X,X,X,X,X,X,X
SJOTLZI,O,O,O,X,X,O,X
SJOTZIL,O,O,O,X,X,X,X
SJOTZLI,O,O,O,X,X,X,X
SJOITLZ,X,X,O,X,X,X,X
SJOITZL,X,X,O,X,X,X,X
SJOILTZ,X,X,X,O,X,X,X
SJOILZT,X,O,X,O,X,X,X
SJOIZTL,X,O,O,X,O,X,X
SJOIZLT,X,O,O,O,X,X,X
SJOLTIZ,X,X,X,X,X,X,X
SJOLTZI,O,O,X,O,X,O,X
SJOLITZ,X,X,X,O,X,X,X
SJOLIZT,X,O,X,O,X,X,X
SJOLZTI,O,O,X,O,X,X,X
SJOLZIT,O,O,X,O,X,X,X
SJOZTIL,O,O,O,X,O,X,X
SJOZTLI,O,O,O,X,O,X,X
SJOZITL,O,O,O,X,O,X,X
SJOZILT,O,O,O,O,X,X,X
SJOZLTI,O,O,O,O,X,X,X
SJOZLIT,O,O,X,O,X,X,X
SZTILJO,O,O,O,X,X,X,X
SZTILOJ,O,O,X,X,X,X,X
SZTIJLO,X,O,O,X,X,X,X
SZTIJOL,X,O,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,X,X
SZTIOJL,X,O,X,X,X,X,X
SZTLIJO,O,O,O,X,X,X,X
SZTLIOJ,O,O,X,X,X,X,X
SZTLJIO,O,O,O,X,X,O,X
SZTLJOI,O,O,O,X,O,O,X
SZTLOIJ,O,O,X,X,O,X,X
SZTLOJI,O,O,O,X,O,X,X
SZTJILO,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,X
SZTJLIO,O,O,O,X,X,O,X
SZTJLOI,O,O,O,X,O,O,X
SZTJOIL,O,O,O,X,O,X,X
SZTJOLI,O,O,O,X,O,X,X
SZTOILJ,O,O,X,X,O,X,X
SZTOIJL,X,O,X,X,O,X,X
SZTOLIJ,O,O,X,X,O,X,X
SZTOLJI,O,O,O,X,O,X,X
SZTOJIL,O,O,O,X,O,X,X
SZTOJLI,O,O,O,X,O,X,X
SZITLJO,O,O,O,X,X,X,X
SZITLOJ,O,O,O,X,X,X,X
SZITJLO,O,O,O,X,X,X,X
SZITJOL,O,O,O,X,X,X,X
SZITOLJ,O,O,O,X,X,X,X
SZITOJL,O,O,O,X,X,X,X
SZILTJO,O,O,O,O,X,X,X
SZILTOJ,O,O,O,O,X,X,O
SZILJTO,O,O,O,O,X,X,X
SZILJOT,O,O,O,O,X,X,O
SZILOTJ,O,O,X,O,X,X,O
SZILOJT,O,O,X,O,X,X,O
SZIJTLO,O,O,O,X,X,X,X
SZIJTOL,O,O,O,X,X,X,X
SZIJLTO,O,O,O,O,X,X,X
SZIJLOT,O,O,O,O,X,X,X
SZIJOTL,O,O,O,X,X,X,X
SZIJOLT,O,O,O,O,X,X,X
SZIOTLJ,O,O,O,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X
SZIOLTJ,O,O,X,X,X,X,X
SZIOLJT,O,O,X,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X
SZIOJLT,O,O,O,X,X,X,X
SZLTIJO,O,O,O,O,X,X,X
SZLTIOJ,O,O,X,X,X,X,X
SZLTJIO,O,O,O,O,X,O,X
SZLTJOI,O,O,O,O,X,O,X
SZLTOIJ,O,O,X,X,X,X,X
SZLTOJI,O,O,O,O,X,X,X
SZLITJO,O,O,X,O,X,X,X
SZLITOJ,O,O,X,O,X,X,O
SZLIJTO,O,O,X,O,X,X,X
SZLIJOT,O,O,X,O,X,X,O
SZLIOTJ,O,O,X,O,X,X,O
SZLIOJT,O,O,X,O,X,X,O
SZLJTIO,O,O,O,O,X,O,X
SZLJTOI,O,O,O,O,X,O,X
SZLJITO,O,O,X,O,X,X,X
SZLJIOT,X,O,X,O,X,X,X
SZLJOTI,O,O,O,O,X,X,X
SZLJOIT,O,O,X,O,X,X,X
SZLOTIJ,O,O,X,X,X,X,X
SZLOTJI,O,O,X,O,X,X,X
SZLOITJ,O,O,X,X,X,X,X
SZLOIJT,O,O,X,X,X,X,X
SZLOJTI,O,O,X,O,X,X,X
SZLOJIT,O,O,X,O,X,X,X
SZJTILO,O,O,O,X,X,X,X
SZJTIOL,O,O,O,X,X,X,X
SZJTLIO,O,O,O,X,X,O,X
SZJTLOI,O,O,O,X,O,O,X
SZJTOIL,O,O,O,X,O,X,X
SZJTOLI,O,O,O,X,O,X,X
SZJITLO,O,O,O,X,X,X,X
SZJITOL,O,O,O,X,X,X,X
SZJILTO,O,O,O,O,X,X,X
SZJILOT,X,O,O,O,X,X,X
SZJIOTL,O,O,O,X,X,X,X
SZJIOLT,O,O,O,O,X,X,X
SZJLTIO,O,O,O,O,X,O,X
SZJLTOI,O,O,O,O,X,O,X
SZJLITO,O,O,X,O,X,X,X
SZJLIOT,X,O,X,O,X,X,X
SZJLOTI,O,O,O,O,X,X,X
SZJLOIT,O,O,X,O,X,X,X
SZJOTIL,O,O,O,X,O,X,X
SZJOTLI,O,O,O,X,O,X,X
SZJOITL,O,O,O,X,O,X,X
SZJOILT,O,O,O,O,X,X,X
SZJOLTI,O,O,O,O,X,X,X
SZJOLIT,O,O,X,O,X,X,X
SZOTILJ,O,O,X,X,O,X,X
SZOTIJL,X,O,X,X,O,X,X
SZOTLIJ,O,O,X,X,O,X,X
SZOTLJI,O,O,O,X,O,X,X
SZOTJIL,O,O,O,X,O,X,X
SZOTJLI,O,O,O,X,O,X,X
SZOITLJ,O,O,X,X,O,X,X
SZOITJL,O,O,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,X
SZOILJT,O,O,X,X,X,X,X
SZOIJTL,O,O,X,X,O,X,X
SZOIJLT,O,O,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,X
SZOLIJT,O,O,X,X,X,X,X
SZOLJTI,O,O,X,X,X,X,X
SZOLJIT,O,O,X,X,X,X,X
SZOJTIL,O,O,O,X,O,X,X
SZOJTLI,O,O,O,X,O,X,X
SZOJITL,O,O,O,X,O,X,X
SZOJILT,O,O,X,X,X,X,X
SZOJLTI,O,O,O,X,X,X,X
SZOJLIT,O,O,X,X,X,X,X
SOTILJZ,X,X,X,X,X,X,X
SOTILZJ,X,X,X,X,X,X,X
SOTIJLZ,X,X,X,X,X,X,X
SOTIJZL,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,X,X,X
SOTIZJL,X,X,X,X,X,X,X
SOTLIJZ,X,X,X,X,X,X,X
SOTLIZJ,X,X,X,X,X,X,X
SOTLJIZ,X,X,X,X,X,X,X
SOTLJZI,X,O,X,X,X,O,X
SOTLZIJ,X,O,X,X,X,X,X
SOTLZJI,X,O,X,X,X,X,X
SOTJILZ,X,X,X,X,X,X,X
SOTJIZL,X,X,X,X,X,X,X
SOTJLIZ,X,X,X,X,X,X,X
SOTJLZI,X,O,X,X,X,O,X
SOTJZIL,X,O,X,X,X,X,X
SOTJZLI,X,O,X,X,X,X,X
SOTZILJ,X,O,X,X,X,X,X
SOTZIJL,X,O,X,X,X,X,X
SOTZLIJ,X,O,X,X,X,X,X
SOTZLJI,X,O,X,X,X,X,X
SOTZJIL,X,O,X,X,X,X,X
SOTZJLI,X,O,X,X,X,X,X
SOITLJZ,X,O,X,X,X,X,X
SOITLZJ,X,O,X,X,X,X,X
SOITJLZ,X,O,X,X,X,X,X
SOITJZL,X,O,X,X,X,X,X
SOITZLJ,X,O,X,X,X,X,X
SOITZJL,X,O,X,X,X,X,X
SOILTJZ,X,O,X,X,X,X,X
SOILTZJ,X,O,X,X,X,X,O
SOILJTZ,O,O,X,X,X,X,X
SOILJZT,O,O,X,X,X,X,O
SOILZTJ,O,O,X,X,X,X,O
SOILZJT,O,O,X,X,X,X,O
SOIJTLZ,O,O,X,X,X,X,X
SOIJTZL,O,O,X,X,X,X,X
SOIJLTZ,O,O,X,X,X,X,X
SOIJLZT,O,O,X,X,X,X,X
SOIJZTL,O,O,X,X,O,X,X
SOIJZLT,O,O,X,X,X,X,X
SOIZTLJ,O,O,X,X,O,X,X
SOIZTJL,O,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,X,X,X
SOIZLJT,O,O,X,X,X,X,X
SOIZJTL,O,O,X,X,O,X,X
SOIZJLT,O,O,X,X,X,X,X
SOLTIJZ,X,X,X,X,X,X,X
SOLTIZJ,X,X,X,X,X,X,X
SOLTJIZ,X,X,X,X,X,X,X
SOLTJZI,X,O,X,X,X,O,X
SOLTZIJ,X,O,X,X,X,X,X
SOLTZJI,X,O,X,X,X,X,X
SOLITJZ,X,O,X,X,X,X,X
SOLITZJ,X,O,X,X,X,X,O
SOLIJTZ,O,O,X,X,X,X,X
SOLIJZT,O,O,X,X,X,X,O
SOLIZTJ,O,O,X,X,X,X,O
SOLIZJT,O,O,X,X,X,X,O
SOLJTIZ,X,X,X,X,X,X,X
SOLJTZI,O,O,X,X,X,O,X
SOLJITZ,X,X,X,X,X,X,X
SOLJIZT,X,O,X,X,X,X,X
SOLJZTI,O,O,X,X,X,X,X
SOLJZIT,O,O,X,X,X,X,X
SOLZTIJ,O,O,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,X
SOLZIJT,O,O,X,X,X,X,X
SOLZJTI,O,O,X,X,X,X,X
SOLZJIT,O,O,X,X,X,X,X
SOJTILZ,X,X,X,X,X,X,X
SOJTIZL,X,X,X,X,X,X,X
SOJTLIZ,X,X,X,X,X,X,X
SOJTLZI,O,O,X,X,X,O,X
SOJTZIL,O,O,X,X,X,X,X
SOJTZLI,O,O,X,X,X,X,X
SOJITLZ,X,X,X,X,X,X,X
SOJITZL,X,X,X,X,X,X,X
SOJILTZ,X,X,X,X,X,X,X
SOJILZT,X,O,X,X,X,X,X
SOJIZTL,X,O,X,X,O,X,X
SOJIZLT,X,O,X,X,X,X,X
SOJLTIZ,X,X,X,X,X,X,X
SOJLTZI,O,O,X,X,X,O,X
SOJLITZ,X,X,X,X,X,X,X
SOJLIZT,X,O,X,X,X,X,X
SOJLZTI,O,O,X,X,X,X,X
SOJLZIT,O,O,X,X,X,X,X
SOJZTIL,O,O,X,X,O,X,X
SOJZTLI,O,O,X,X,O,X,X
SOJZITL,O,O,X,X,O,X,X
SOJZILT,O,O,X,X,X,X,X
SOJZLTI,O,O,X,X,X,X,X
SOJZLIT,O,O,X,X,X,X,X
SOZTILJ,O,O,X,X,O,X,X
SOZTIJL,X,O,X,X,O,X,X
SOZTLIJ,O,O,X,X,O,X,X
SOZTLJI,O,O,X,X,O,X,X
SOZTJIL,O,O,X,X,O,X,X
SOZTJLI,O,O,X,X,O,X,X
SOZITLJ,O,O,X,X,O,X,X
SOZITJL,O,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,X
SOZILJT,O,O,X,X,X,X,X
SOZIJTL,O,O,X,X,O,X,X
SOZIJLT,O,O,X,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,X
SOZLITJ,O,O,X,X,X,X,X
SOZLIJT,O,O,X,X,X,X,X
SOZLJTI,O,O,X,X,X,X,X
SOZLJIT,O,O,X,X,X,X,X
SOZJTIL,O,O,X,X,O,X,X
SOZJTLI,O,O,X,X,O,X,X
SOZJITL,O,O,X,X,O,X,X
SOZJILT,O,O,X,X,X,X,X
SOZJLTI,O,O,X,X,X,X,X
SOZJLIT,O,O,X,X,X,X,X
ZTILJSO,O,O,O,O,X,X,X
ZTILJOS,O,X,O,O,O,X,X
ZTILSJO,O,O,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,X,X
ZTILOJS,X,O,O,X,O,X,X
ZTILOSJ,X,O,O,X,O,X,X
ZTIJLSO,O,O,O,O,X,X,X
ZTIJLOS,O,X,O,O,O,X,X
ZTIJSLO,O,O,O,X,X,X,X
ZTIJSOL,O,O,O,X,X,X,X
ZTIJOLS,O,O,O,O,O,X,X
ZTIJOSL,O,O,O,X,O,X,X
ZTISLJO,O,O,O,X,X,X,X
ZTISLOJ,O,O,O,X,X,X,X
ZTISJLO,O,O,O,X,X,X,X
ZTISJOL,O,O,O,X,X,X,X
ZTISOLJ,O,O,O,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X
ZTIOLJS,O,O,O,X,O,X,X
ZTIOLSJ,O,O,O,X,O,X,X
ZTIOJLS,O,O,O,X,O,X,X
ZTIOJSL,O,O,O,X,O,X,X
ZTIOSLJ,O,O,O,X,O,X,X
ZTIOSJL,O,O,O,X,O,X,X
ZTLIJSO,O,X,O,O,X,X,X
ZTLIJOS,O,X,O,O,O,X,X
ZTLISJO,O,X,O,O,X,X,X
ZTLISOJ,O,X,X,O,X,X,X
ZTLIOJS,X,X,X,X,O,X,X
ZTLIOSJ,X,X,X,X,O,X,X
ZTLJISO,O,X,O,O,X,X,X
ZTLJIOS,X,X,O,O,O,X,X
ZTLJSIO,O,O,O,O,X,X,X
ZTLJSOI,O,O,O,O,O,X,X
ZTLJOIS,X,X,O,O,O,X,X
ZTLJOSI,O,X,O,O,O,X,X
ZTLSIJO,O,O,O,O,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,X,X,X
ZTLSJOI,O,O,O,O,O,X,X
ZTLSOIJ,O,O,X,X,O,X,X
ZTLSOJI,O,O,O,O,O,X,X
ZTLOIJS,X,X,X,X,O,X,X
ZTLOISJ,X,X,X,X,O,X,X
ZTLOJIS,X,X,O,X,O,X,X
ZTLOJSI,X,O,O,X,O,X,X
ZTLOSIJ,X,O,X,X,O,X,X
ZTLOSJI,X,O,O,X,O,X,X
ZTJILSO,O,O,O,O,X,X,X
ZTJILOS,X,X,O,O,O,X,X
ZTJISLO,O,O,O,X,X,X,X
ZTJISOL,O,O,O,X,X,X,X
ZTJIOLS,O,X,O,O,O,X,X
ZTJIOSL,O,O,O,X,O,X,X
ZTJLISO,O,X,O,O,X,X,X
ZTJLIOS,X,X,O,O,O,X,X
ZTJLSIO,O,O,O,O,X,X,X
ZTJLSOI,O,O,O,O,O,X,X
ZTJLOIS,O,X,O,O,O,X,X
ZTJLOSI,O,X,O,O,O,X,X
ZTJSILO,O,O,O,X,X,X,X
ZTJSIOL,O,O,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,O,X
ZTJSLOI,O,O,O,X,O,O,X
ZTJSOIL,O,O,O,X,O,X,X
ZTJSOLI,O,O,O,X,O,X,X
ZTJOILS,O,X,O,O,O,X,X
ZTJOISL,O,O,O,X,O,X,X
ZTJOLIS,O,X,O,O,O,X,X
ZTJOLSI,O,O,O,O,O,X,X
ZTJOSIL,O,O,O,X,O,X,X
ZTJOSLI,O,O,O,X,O,X,X
ZTSILJO,O,O,O,X,X,X,X
ZTSILOJ,O,O,X,X,X,X,X
ZTSIJLO,X,O,O,X,X,X,X
ZTSIJOL,X,O,O,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X,X
ZTSIOJL,X,O,X,X,X,X,X
ZTSLIJO,O,O,O,X,X,X,X
