sequence,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFTgBxhBfqBcsBCr?BlrB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhF6mBTiB2pB8qBXs?BFqB,v115@FhB8HeB8HeD8BeA8BeC8Je1FJvhFxhB0kBGnBikB3q?BzrB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFTiBxkBVrBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBxhBTnBFqB0r?BCrB,v115@FhB8HeB8HeD8BeA8BeC8Je2EJvhFfmBTiBxpBFsB6r?BUqB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhFzfBFiBcsBxqBGr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhFXgBTiBFqBxrBCr?B0rB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhF1pB0lBxmBGnBzr?B3qB,v115@FhB8HeB8HeD8BeA8BeC8JeOEJvhF8kBfmBxhBTqBCs?BFsB,v115@FhB8HeB8HeD8BeA8BeC8Jex/IvhFlhBTkB2qBCsBcs?B3qB,v115@FhB8HeB8HeD8BeA8BeC8Jei/IvhFWmB3kBTqBxrBcs?BlrB,v115@FhB8HeB8HeD8BeA8BeC8JeKEJvhF0gBxhBGnBlqBzr?BfqB,v115@FhB8HeB8HeD8BeA8BeC8JeGBJvhFxkBVrBTnBikBUq?BXsB,v115@FhB8HeB8HeD8BeA8BeC8JeFBJvhFTiBxkBSrB2pBXs?BUqB,v115@FhB8HeB8HeD8BeA8BeC8Jel/IvhF2pB0lBxmBqrBTn?B3qB
TJSOLIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSOLZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJSOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZILSO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TJZILOS,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X,O
TJZISLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TJZISOL,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O
TJZIOLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
TJZIOSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
TJZLISO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O
TJZLIOS,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,O
TJZLSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TJZLOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TJZSIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O
TJZSLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TJZSOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZOILS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O
TJZOISL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O
TJZOLIS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TJZOLSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TJZOSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOILSZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOILZS,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TJOISLZ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
TJOISZL,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOIZSL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOLISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLIZS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TJOLSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOLSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOLZIS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TJOLZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOSILZ,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X
TJOSIZL,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJOSLIZ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOSLZI,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOSZIL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,O
TJOZISL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O
TJOZLIS,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
TJOZLSI,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TJOZSIL,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJOZSLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSILJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSILZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSILOJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJLZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIJLOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIJZLO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIJZOL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIJOZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIZLJO,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIZJLO,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIZJOL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSIZOJL,X,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSIOLJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOJLZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIOJZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSIOZJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSLIJZO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
TSLIZJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TSLIOJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X
TSLIOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
TSLJIZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLJIOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSLJZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
TSLJOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIOJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
TSLZJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSLZJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X
TSLZOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSLOIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TSLOIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSLOJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TSLOJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLOZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
TSLOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJILOZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJIZLO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJIZOL,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJIOZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJLIZO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJLIOZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSJLZIO,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZOI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSJZIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X
TSJZLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJZLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOILZ,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJOIZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJOLIZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSJOLZI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSJOZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZILJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
TSZILOJ,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSZIJLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSZIJOL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSZIOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TSZIOJL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSZLIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLIOJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
TSZLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSZLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TSZJIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TSZJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSZJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZOILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSZOIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSZOLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSZOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSZOJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSZOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOILJZ,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOIJLZ,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOIJZL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
TSOIZJL,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOLIJZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
TSOLIZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
TSOLJIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X
TSOLJZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOLZIJ,O,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X
TSOLZJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSOJIZL,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOJLIZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TSOJLZI,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOJZIL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOZILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TSOZIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TSOZLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOZLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TSOZJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZILJSO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZILJOS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZILSJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZILSOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZILOJS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZILOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZIJLSO,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O
TZIJLOS,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O
TZIJSLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O
TZIJSOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,O
TZIJOLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
TZIJOSL,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O
TZISLJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TZISLOJ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
TZISJLO,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TZISJOL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZISOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZISOJL,O,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZIOLJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZIOLSJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZIOJLS,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X
TZIOJSL,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZIOSLJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZIOSJL,X,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X
TZLIJSO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLIJOS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZLISJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLISOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLIOJS,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TZLIOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
TZLJISO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLJIOS,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X
TZLJSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLJSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLJOIS,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
TZLJOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZLSIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZLSIOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZLSJIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZLSJOI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLSOIJ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZLSOJI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TZLOIJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZLOISJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLOJIS,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TZLOJSI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZLOSIJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZLOSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJILSO,O,O,O,O,X,X,O,O,X,X,X,X,X,X,X,O
TZJILOS,X,X,O,X,X,X,O,O,O,X,X,X,X,O,X,O
TZJISLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TZJISOL,O,O,X,O,O,X,X,O,X,X,X,X,X,O,X,O
TZJIOLS,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O
TZJIOSL,X,X,O,O,O,X,X,O,X,X,X,X,X,O,X,O
TZJLISO,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TZJLIOS,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,O
TZJLSIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJLSOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJLOIS,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X
TZJLOSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJSILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,O
TZJSIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,O
TZJSLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZJSLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJSOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZJSOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZJOILS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,O
TZJOISL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O
TZJOLIS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TZJOLSI,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TZJOSIL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZJOSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSILJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
TZSILOJ,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X
TZSIJLO,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZSIJOL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZSIOLJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
TZSIOJL,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TZSLIJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
TZSLIOJ,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
TZSLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSLJOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSLOIJ,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
TZSLOJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZSJIOL,O,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X
TZSJLIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TZSJLOI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSJOIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZSJOLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSOILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZSOIJL,O,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZSOLIJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZSOLJI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZSOJIL,O,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZSOJLI,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOILJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZOILSJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOIJLS,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X
TZOIJSL,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOISLJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZOISJL,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOLIJS,X,X,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TZOLISJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOLJIS,X,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TZOLJSI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOLSIJ,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
TZOLSJI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZOJILS,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X
TZOJISL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZOJLIS,X,X,O,X,O,X,X,X,O,X,X,X,O,O,X,X
TZOJLSI,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TZOJSIL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZOJSLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOSILJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TZOSIJL,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X
TZOSLIJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TZOSLJI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TZOSJIL,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X
TZOSJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TOILJSZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TOILJZS,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TOILSJZ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOILSZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TOILZJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOILZSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOIJLSZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TOIJLZS,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TOIJSLZ,X,X,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TOIJSZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TOIJZLS,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOIJZSL,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOISLJZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TOISLZJ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TOISJLZ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TOISJZL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TOISZLJ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TOISZJL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TOIZLJS,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TOIZLSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOIZJLS,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
TOIZJSL,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
TOIZSLJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TOIZSJL,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X
TOLIJSZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TOLIJZS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TOLISJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TOLISZJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
TOLIZJS,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLIZSJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TOLJISZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLJIZS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TOLJSIZ,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TOLJSZI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TOLJZIS,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X
TOLJZSI,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X
TOLSIJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
