sequence,v115@RhD8FeF8AeB8KeT/IvhFxgBXiBmlBUoBFsB6tB,v115@RhD8FeF8AeB8KeT/IvhFigBmiB5oBUmB1sBfsB,v115@RhD8FeF8AeB8KeT/IvhF2lBxiBfsB0nB6tBFrB,v115@RhD8FeF8AeB8KeT/IvhF2lBRhB3mBcsB6tBFtB,v115@RhD8FeF8AeB8KeT/IvhF2lBynB5oBfsBFrB0sB,v115@RhD8FeF8AeB8KeT/IvhF2lBfsBxnBFmB0nB6tB
JZSLITO,X,X,O,O,X,X
JZSLIOT,X,X,O,O,O,X
JZSLOTI,X,X,O,O,X,X
JZSLOIT,X,X,O,O,O,X
JZSOTIL,O,X,X,O,X,X
JZSOTLI,O,X,O,O,X,X
JZSOITL,X,X,X,O,X,O
JZSOILT,X,X,O,O,O,O
JZSOLTI,X,X,O,O,X,X
JZSOLIT,X,X,O,O,O,X
JZOTILS,O,O,X,X,X,X
JZOTISL,O,O,X,X,X,X
JZOTLIS,O,O,X,X,X,X
JZOTLSI,O,X,X,O,X,X
JZOTSIL,O,X,X,O,X,X
JZOTSLI,O,X,X,O,X,X
JZOITLS,O,O,X,X,X,X
JZOITSL,O,O,X,X,X,X
JZOILTS,X,O,X,X,X,X
JZOILST,X,X,X,O,X,X
JZOISTL,X,X,X,O,X,X
JZOISLT,X,X,X,O,O,X
JZOLTIS,O,O,X,X,X,X
JZOLTSI,O,X,X,O,X,X
JZOLITS,X,O,X,X,X,X
JZOLIST,X,X,X,O,X,X
JZOLSTI,X,X,O,O,X,X
JZOLSIT,X,X,O,O,X,X
JZOSTIL,O,X,X,O,X,X
JZOSTLI,O,X,O,O,X,X
JZOSITL,X,X,X,O,X,O
JZOSILT,X,X,O,O,O,O
JZOSLTI,X,X,O,O,X,X
JZOSLIT,X,X,O,O,O,X
JOTILSZ,O,X,X,X,X,X
JOTILZS,O,O,X,X,X,X
JOTISLZ,O,X,X,X,O,X
JOTISZL,O,X,X,X,X,X
JOTIZLS,O,O,X,X,X,X
JOTIZSL,O,O,X,X,X,X
JOTLISZ,O,X,X,X,X,X
JOTLIZS,O,O,X,X,X,X
JOTLSIZ,O,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X
JOTLZIS,O,O,X,X,X,X
JOTLZSI,O,X,X,O,X,X
JOTSILZ,O,X,X,X,O,O
JOTSIZL,O,X,X,X,X,O
JOTSLIZ,O,X,X,X,O,X
JOTSLZI,O,X,O,X,X,X
JOTSZIL,O,X,X,X,X,X
JOTSZLI,O,X,O,X,X,X
JOTZILS,O,O,X,X,X,X
JOTZISL,O,O,X,X,X,X
JOTZLIS,O,O,X,X,X,X
JOTZLSI,O,X,X,O,X,X
JOTZSIL,O,X,X,O,X,X
JOTZSLI,O,X,X,O,X,X
JOITLSZ,O,X,X,X,X,X
JOITLZS,O,O,X,X,X,X
JOITSLZ,O,X,X,X,O,X
JOITSZL,O,X,X,X,X,X
JOITZLS,O,O,X,X,X,X
JOITZSL,O,O,X,X,X,X
JOILTSZ,O,X,X,X,X,X
JOILTZS,O,O,X,X,X,X
JOILSTZ,X,X,X,X,O,X
JOILSZT,X,X,O,X,O,X
JOILZTS,X,O,X,X,X,X
JOILZST,X,X,X,O,X,X
JOISTLZ,O,X,X,X,O,O
JOISTZL,O,X,X,X,X,O
JOISLTZ,X,X,X,X,O,O
JOISLZT,X,X,O,X,O,O
JOISZTL,X,X,X,X,X,O
JOISZLT,X,X,O,X,O,O
JOIZTLS,O,O,X,X,X,X
JOIZTSL,O,O,X,X,X,X
JOIZLTS,X,O,X,X,X,X
JOIZLST,X,X,X,O,X,X
JOIZSTL,X,X,X,O,X,X
JOIZSLT,X,X,X,O,O,X
JOLTISZ,O,X,X,X,X,X
JOLTIZS,O,O,X,X,X,X
JOLTSIZ,O,X,X,X,X,X
JOLTSZI,O,X,O,X,X,X
JOLTZIS,O,O,X,X,X,X
JOLTZSI,O,X,X,O,X,X
JOLITSZ,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,X
JOLISTZ,X,X,X,X,O,X
JOLISZT,X,X,O,X,O,X
JOLIZTS,X,O,X,X,X,X
JOLIZST,X,X,X,O,X,X
JOLSTIZ,X,X,X,X,O,X
JOLSTZI,X,X,O,X,X,X
JOLSITZ,X,X,X,X,O,O
JOLSIZT,X,X,O,X,O,O
JOLSZTI,X,X,O,O,X,X
JOLSZIT,X,X,O,O,O,X
JOLZTIS,O,O,X,X,X,X
JOLZTSI,O,X,X,O,X,X
JOLZITS,X,O,X,X,X,X
JOLZIST,X,X,X,O,X,X
JOLZSTI,X,X,O,O,X,X
JOLZSIT,X,X,O,O,X,X
JOSTILZ,O,X,X,X,O,O
JOSTIZL,O,X,X,X,X,O
JOSTLIZ,O,X,X,X,O,X
JOSTLZI,O,X,O,X,X,X
JOSTZIL,O,X,X,X,X,X
JOSTZLI,O,X,O,X,X,X
JOSITLZ,O,X,X,X,O,O
JOSITZL,O,X,X,X,X,O
JOSILTZ,X,X,X,X,O,O
JOSILZT,X,X,O,X,O,O
JOSIZTL,X,X,X,X,X,O
JOSIZLT,X,X,O,X,O,O
JOSLTIZ,X,X,X,X,O,X
JOSLTZI,X,X,O,X,X,X
JOSLITZ,X,X,X,X,O,O
JOSLIZT,X,X,O,X,O,O
JOSLZTI,X,X,O,O,X,X
JOSLZIT,X,X,O,O,O,X
JOSZTIL,O,X,X,O,X,X
JOSZTLI,O,X,O,O,X,X
JOSZITL,X,X,X,O,X,O
JOSZILT,X,X,O,O,O,O
JOSZLTI,X,X,O,O,X,X
JOSZLIT,X,X,O,O,O,X
JOZTILS,O,O,X,X,X,X
JOZTISL,O,O,X,X,X,X
JOZTLIS,O,O,X,X,X,X
JOZTLSI,O,X,X,O,X,X
JOZTSIL,O,X,X,O,X,X
JOZTSLI,O,X,X,O,X,X
JOZITLS,O,O,X,X,X,X
JOZITSL,O,O,X,X,X,X
JOZILTS,X,O,X,X,X,X
JOZILST,X,X,X,O,X,X
JOZISTL,X,X,X,O,X,X
JOZISLT,X,X,X,O,O,X
JOZLTIS,O,O,X,X,X,X
JOZLTSI,O,X,X,O,X,X
JOZLITS,X,O,X,X,X,X
JOZLIST,X,X,X,O,X,X
JOZLSTI,X,X,O,O,X,X
JOZLSIT,X,X,O,O,X,X
JOZSTIL,O,X,X,O,X,X
JOZSTLI,O,X,O,O,X,X
JOZSITL,X,X,X,O,X,O
JOZSILT,X,X,O,O,O,O
JOZSLTI,X,X,O,O,X,X
JOZSLIT,X,X,O,O,O,X
STILJZO,O,X,X,X,X,X
STILJOZ,O,X,X,X,O,X
STILZJO,O,O,X,X,X,X
STILZOJ,X,O,X,X,X,X
STILOJZ,X,X,X,X,O,X
STILOZJ,X,O,X,X,X,X
STIJLZO,O,X,X,X,X,X
STIJLOZ,O,X,X,X,O,X
STIJZLO,O,X,X,X,X,X
STIJZOL,O,X,X,X,X,X
STIJOLZ,O,X,X,X,O,O
STIJOZL,O,X,X,X,X,O
STIZLJO,O,O,X,X,X,X
STIZLOJ,X,O,X,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,X,X,X,X
STIZOLJ,X,O,X,X,X,X
STIZOJL,O,O,X,X,X,X
STIOLJZ,X,X,X,X,O,X
STIOLZJ,X,O,X,X,X,X
STIOJLZ,O,X,X,X,O,O
STIOJZL,O,X,X,X,X,O
STIOZLJ,X,O,X,X,X,X
STIOZJL,O,O,X,X,X,X
STLIJZO,O,X,X,X,X,X
STLIJOZ,O,X,X,X,O,X
STLIZJO,O,O,X,X,X,X
STLIZOJ,X,O,X,X,X,X
STLIOJZ,X,X,X,X,O,X
STLIOZJ,X,O,X,X,X,X
STLJIZO,O,X,X,X,X,X
STLJIOZ,O,X,X,X,O,X
STLJZIO,O,X,O,X,X,X
STLJZOI,O,X,O,X,X,X
STLJOIZ,O,X,X,X,O,X
STLJOZI,O,X,O,X,X,X
STLZIJO,O,O,O,X,X,X
STLZIOJ,X,O,O,X,X,X
STLZJIO,O,X,O,X,X,X
STLZJOI,O,X,O,X,X,X
STLZOIJ,X,O,O,X,X,X
STLZOJI,O,X,O,X,X,X
STLOIJZ,X,X,X,X,O,X
STLOIZJ,X,O,X,X,X,X
STLOJIZ,O,X,X,X,O,X
STLOJZI,O,X,O,X,X,X
STLOZIJ,X,O,O,X,X,X
STLOZJI,O,X,O,X,X,X
STJILZO,O,X,X,X,X,X
STJILOZ,O,X,X,X,O,X
STJIZLO,O,X,X,X,X,X
STJIZOL,O,X,X,X,X,X
STJIOLZ,O,X,X,X,O,O
STJIOZL,O,X,X,X,X,O
STJLIZO,O,X,X,X,X,X
STJLIOZ,O,X,X,X,O,X
STJLZIO,O,X,O,X,X,X
STJLZOI,O,X,O,X,X,X
STJLOIZ,O,X,X,X,O,X
STJLOZI,O,X,O,X,X,X
STJZILO,O,X,X,X,X,X
STJZIOL,O,X,X,X,X,X
STJZLIO,O,X,O,X,X,X
STJZLOI,O,X,O,X,X,X
STJZOIL,O,X,X,X,X,X
STJZOLI,O,X,O,X,X,X
STJOILZ,O,X,X,X,O,O
STJOIZL,O,X,X,X,X,O
STJOLIZ,O,X,X,X,O,X
STJOLZI,O,X,O,X,X,X
STJOZIL,O,X,X,X,X,X
STJOZLI,O,X,O,X,X,X
STZILJO,O,O,X,X,X,X
STZILOJ,X,O,X,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,O,X,X,X,X
STZIOLJ,X,O,X,X,X,X
STZIOJL,O,O,X,X,X,X
STZLIJO,O,O,O,X,X,X
STZLIOJ,X,O,O,X,X,X
STZLJIO,O,X,O,X,X,X
STZLJOI,O,X,O,X,X,X
STZLOIJ,X,O,O,X,X,X
STZLOJI,O,X,O,X,X,X
STZJILO,O,X,X,X,X,X
STZJIOL,O,X,X,X,X,X
STZJLIO,O,X,O,X,X,X
STZJLOI,O,X,O,X,X,X
STZJOIL,O,X,X,X,X,X
STZJOLI,O,X,O,X,X,X
STZOILJ,X,O,X,X,X,X
STZOIJL,O,O,X,X,X,X
STZOLIJ,X,O,O,X,X,X
STZOLJI,O,X,O,X,X,X
STZOJIL,O,X,X,X,X,X
STZOJLI,O,X,O,X,X,X
STOILJZ,X,X,X,X,O,X
STOILZJ,X,O,X,X,X,X
STOIJLZ,O,X,X,X,O,O
STOIJZL,O,X,X,X,X,O
STOIZLJ,X,O,X,X,X,X
STOIZJL,O,O,X,X,X,X
STOLIJZ,X,X,X,X,O,X
STOLIZJ,X,O,X,X,X,X
STOLJIZ,O,X,X,X,O,X
STOLJZI,O,X,O,X,X,X
STOLZIJ,X,O,O,X,X,X
STOLZJI,O,X,O,X,X,X
STOJILZ,O,X,X,X,O,O
STOJIZL,O,X,X,X,X,O
STOJLIZ,O,X,X,X,O,X
STOJLZI,O,X,O,X,X,X
STOJZIL,O,X,X,X,X,X
STOJZLI,O,X,O,X,X,X
STOZILJ,X,O,X,X,X,X
STOZIJL,O,O,X,X,X,X
STOZLIJ,X,O,O,X,X,X
STOZLJI,O,X,O,X,X,X
STOZJIL,O,X,X,X,X,X
STOZJLI,O,X,O,X,X,X
SITLJZO,X,X,X,X,X,X
SITLJOZ,X,X,X,X,O,X
SITLZJO,X,O,X,X,X,X
SITLZOJ,X,O,X,X,X,X
SITLOJZ,X,X,X,X,O,X
SITLOZJ,X,O,X,X,X,X
SITJLZO,X,X,X,X,X,X
SITJLOZ,X,X,X,X,O,X
SITJZLO,X,X,X,X,X,X
SITJZOL,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,O
SITJOZL,X,X,X,X,X,O
SITZLJO,X,O,X,X,X,X
SITZLOJ,X,O,X,X,X,X
SITZJLO,X,O,X,X,X,X
SITZJOL,X,O,X,X,X,X
SITZOLJ,X,O,X,X,X,X
SITZOJL,X,O,X,X,X,X
SITOLJZ,X,X,X,X,O,X
SITOLZJ,X,O,X,X,X,X
SITOJLZ,X,X,X,X,O,O
SITOJZL,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,X
SITOZJL,X,O,X,X,X,X
SILTJZO,X,X,X,X,X,X
SILTJOZ,X,X,X,X,O,X
SILTZJO,X,O,X,X,X,X
SILTZOJ,X,O,X,X,X,X
SILTOJZ,X,X,X,X,O,X
SILTOZJ,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,X
SILJTOZ,X,X,X,X,O,X
SILJZTO,X,X,O,X,X,X
SILJZOT,X,X,O,X,O,X
SILJOTZ,X,X,X,X,O,O
SILJOZT,X,X,O,X,O,O
SILZTJO,X,O,O,X,X,X
SILZTOJ,X,O,O,X,X,X
SILZJTO,X,X,O,X,X,X
SILZJOT,X,X,O,X,O,X
SILZOTJ,X,O,O,X,X,X
SILZOJT,X,X,O,X,O,X
SILOTJZ,X,X,X,X,O,X
SILOTZJ,X,O,X,X,X,X
SILOJTZ,X,X,X,X,O,O
SILOJZT,X,X,O,X,O,O
SILOZTJ,X,O,O,X,X,X
SILOZJT,X,X,O,X,O,X
SIJTLZO,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,O,X
SIJTZLO,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,O
SIJTOZL,X,X,X,X,X,O
SIJLTZO,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,O,X
SIJLZTO,X,X,O,X,X,X
SIJLZOT,X,X,O,X,O,X
SIJLOTZ,X,X,X,X,O,O
SIJLOZT,X,X,O,X,O,O
SIJZTLO,X,X,X,X,X,X
SIJZTOL,X,X,X,X,X,X
SIJZLTO,X,X,O,X,X,X
SIJZLOT,X,X,O,X,O,X
SIJZOTL,X,X,X,X,X,O
SIJZOLT,X,X,O,X,O,O
SIJOTLZ,X,X,X,X,O,O
SIJOTZL,X,X,X,X,X,O
SIJOLTZ,X,X,X,X,O,O
SIJOLZT,X,X,O,X,O,O
SIJOZTL,X,X,X,X,X,O
SIJOZLT,X,X,O,X,O,O
SIZTLJO,X,O,X,X,X,X
SIZTLOJ,X,O,X,X,X,X
SIZTJLO,X,O,X,X,X,X
SIZTJOL,X,O,X,X,X,X
SIZTOLJ,X,O,X,X,X,X
SIZTOJL,X,O,X,X,X,X
SIZLTJO,X,O,O,X,X,X
SIZLTOJ,X,O,O,X,X,X
SIZLJTO,X,X,O,X,X,X
SIZLJOT,X,X,O,X,O,X
SIZLOTJ,X,O,O,X,X,X
SIZLOJT,X,X,O,X,O,X
SIZJTLO,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X
SIZJLTO,X,X,O,X,X,X
SIZJLOT,X,X,O,X,O,X
SIZJOTL,X,X,X,X,X,O
SIZJOLT,X,X,O,X,O,O
SIZOTLJ,X,O,X,X,X,X
SIZOTJL,X,O,X,X,X,X
SIZOLTJ,X,O,O,X,X,X
SIZOLJT,X,X,O,X,O,X
SIZOJTL,X,X,X,X,X,O
SIZOJLT,X,X,O,X,O,O
SIOTLJZ,X,X,X,X,O,X
SIOTLZJ,X,O,X,X,X,X
SIOTJLZ,X,X,X,X,O,O
SIOTJZL,X,X,X,X,X,O
SIOTZLJ,X,O,X,X,X,X
SIOTZJL,X,O,X,X,X,X
SIOLTJZ,X,X,X,X,O,X
SIOLTZJ,X,O,X,X,X,X
SIOLJTZ,X,X,X,X,O,O
SIOLJZT,X,X,O,X,O,O
SIOLZTJ,X,O,O,X,X,X
SIOLZJT,X,X,O,X,O,X
SIOJTLZ,X,X,X,X,O,O
SIOJTZL,X,X,X,X,X,O
SIOJLTZ,X,X,X,X,O,O
SIOJLZT,X,X,O,X,O,O
SIOJZTL,X,X,X,X,X,O
SIOJZLT,X,X,O,X,O,O
SIOZTLJ,X,O,X,X,X,X
SIOZTJL,X,O,X,X,X,X
SIOZLTJ,X,O,O,X,X,X
SIOZLJT,X,X,O,X,O,X
SIOZJTL,X,X,X,X,X,O
SIOZJLT,X,X,O,X,O,O
SLTIJZO,X,X,X,X,X,X
SLTIJOZ,X,X,X,X,O,X
SLTIZJO,X,O,X,X,X,X
SLTIZOJ,X,O,X,X,X,X
SLTIOJZ,X,X,X,X,O,X
SLTIOZJ,X,O,X,X,X,X
SLTJIZO,X,X,X,X,X,X
SLTJIOZ,X,X,X,X,O,X
SLTJZIO,X,X,O,X,X,X
SLTJZOI,X,X,O,X,X,X
SLTJOIZ,X,X,X,X,O,X
SLTJOZI,X,X,O,X,X,X
SLTZIJO,X,O,O,X,X,X
SLTZIOJ,X,O,O,X,X,X
SLTZJIO,X,X,O,X,X,X
SLTZJOI,X,X,O,X,X,X
SLTZOIJ,X,O,O,X,X,X
SLTZOJI,X,X,O,X,X,X
SLTOIJZ,X,X,X,X,O,X
SLTOIZJ,X,O,X,X,X,X
SLTOJIZ,X,X,X,X,O,X
SLTOJZI,X,X,O,X,X,X
SLTOZIJ,X,O,O,X,X,X
SLTOZJI,X,X,O,X,X,X
SLITJZO,X,X,X,X,X,X
SLITJOZ,X,X,X,X,O,X
SLITZJO,X,O,X,X,X,X
SLITZOJ,X,O,X,X,X,X
SLITOJZ,X,X,X,X,O,X
SLITOZJ,X,O,X,X,X,X
SLIJTZO,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,O,X
SLIJZTO,X,X,O,X,X,X
SLIJZOT,X,X,O,X,O,X
SLIJOTZ,X,X,X,X,O,O
SLIJOZT,X,X,O,X,O,O
SLIZTJO,X,O,O,X,X,X
SLIZTOJ,X,O,O,X,X,X
SLIZJTO,X,X,O,X,X,X
SLIZJOT,X,X,O,X,O,X
SLIZOTJ,X,O,O,X,X,X
SLIZOJT,X,X,O,X,O,X
SLIOTJZ,X,X,X,X,O,X
SLIOTZJ,X,O,X,X,X,X
SLIOJTZ,X,X,X,X,O,O
SLIOJZT,X,X,O,X,O,O
SLIOZTJ,X,O,O,X,X,X
SLIOZJT,X,X,O,X,O,X
SLJTIZO,X,X,X,X,X,X
SLJTIOZ,X,X,X,X,O,X
SLJTZIO,X,X,O,X,X,X
SLJTZOI,X,X,O,X,X,X
SLJTOIZ,X,X,X,X,O,X
SLJTOZI,X,X,O,X,X,X
SLJITZO,X,X,X,X,X,X
SLJITOZ,X,X,X,X,O,X
SLJIZTO,X,X,O,X,X,X
SLJIZOT,X,X,O,X,O,X
SLJIOTZ,X,X,X,X,O,O
SLJIOZT,X,X,O,X,O,O
SLJZTIO,X,X,O,O,X,X
SLJZTOI,X,X,O,O,X,X
SLJZITO,X,X,O,O,X,X
SLJZIOT,X,X,O,O,O,X
SLJZOTI,X,X,O,O,X,X
SLJZOIT,X,X,O,O,O,X
SLJOTIZ,X,X,X,X,O,X
SLJOTZI,X,X,O,X,X,X
SLJOITZ,X,X,X,X,O,O
SLJOIZT,X,X,O,X,O,O
SLJOZTI,X,X,O,O,X,X
SLJOZIT,X,X,O,O,O,X
SLZTIJO,X,O,O,O,X,X
SLZTIOJ,X,O,O,O,X,X
SLZTJIO,X,X,O,O,X,X
SLZTJOI,X,X,O,O,X,X
SLZTOIJ,X,O,O,O,X,X
SLZTOJI,X,X,O,O,X,X
SLZITJO,X,O,O,O,X,X
SLZITOJ,X,O,O,O,X,X
SLZIJTO,X,X,O,O,X,X
SLZIJOT,X,X,O,O,O,X
SLZIOTJ,X,O,O,O,X,X
SLZIOJT,X,X,O,O,O,X
SLZJTIO,X,X,O,O,X,X
SLZJTOI,X,X,O,O,X,X
SLZJITO,X,X,O,O,X,X
SLZJIOT,X,X,O,O,O,X
SLZJOTI,X,X,O,O,X,X
SLZJOIT,X,X,O,O,O,X
SLZOTIJ,X,O,O,O,X,X
SLZOTJI,X,X,O,O,X,X
SLZOITJ,X,O,O,O,X,X
SLZOIJT,X,X,O,O,O,X
SLZOJTI,X,X,O,O,X,X
SLZOJIT,X,X,O,O,O,X
SLOTIJZ,X,X,X,X,O,X
SLOTIZJ,X,O,X,X,X,X
SLOTJIZ,X,X,X,X,O,X
SLOTJZI,X,X,O,X,X,X
SLOTZIJ,X,O,O,X,X,X
SLOTZJI,X,X,O,X,X,X
SLOITJZ,X,X,X,X,O,X
SLOITZJ,X,O,X,X,X,X
SLOIJTZ,X,X,X,X,O,O
SLOIJZT,X,X,O,X,O,O
SLOIZTJ,X,O,O,X,X,X
SLOIZJT,X,X,O,X,O,X
SLOJTIZ,X,X,X,X,O,X
SLOJTZI,X,X,O,X,X,X
SLOJITZ,X,X,X,X,O,O
SLOJIZT,X,X,O,X,O,O
SLOJZTI,X,X,O,O,X,X
SLOJZIT,X,X,O,O,O,X
SLOZTIJ,X,O,O,O,X,X
SLOZTJI,X,X,O,O,X,X
SLOZITJ,X,O,O,O,X,X
SLOZIJT,X,X,O,O,O,X
SLOZJTI,X,X,O,O,X,X
SLOZJIT,X,X,O,O,O,X
SJTILZO,O,X,X,X,X,X
SJTILOZ,O,X,X,X,O,X
SJTIZLO,O,X,X,X,X,X
SJTIZOL,O,X,X,X,X,X
SJTIOLZ,O,X,X,X,O,O
SJTIOZL,O,X,X,X,X,O
SJTLIZO,O,X,X,X,X,X
SJTLIOZ,O,X,X,X,O,X
SJTLZIO,O,X,O,X,X,X
SJTLZOI,O,X,O,X,X,X
SJTLOIZ,O,X,X,X,O,X
SJTLOZI,O,X,O,X,X,X
SJTZILO,O,X,X,X,X,X
SJTZIOL,O,X,X,X,X,X
SJTZLIO,O,X,O,X,X,X
SJTZLOI,O,X,O,X,X,X
SJTZOIL,O,X,X,X,X,X
SJTZOLI,O,X,O,X,X,X
SJTOILZ,O,X,X,X,O,O
SJTOIZL,O,X,X,X,X,O
SJTOLIZ,O,X,X,X,O,X
SJTOLZI,O,X,O,X,X,X
SJTOZIL,O,X,X,X,X,X
SJTOZLI,O,X,O,X,X,X
SJITLZO,O,X,X,X,X,X
SJITLOZ,O,X,X,X,O,X
SJITZLO,O,X,X,X,X,X
SJITZOL,O,X,X,X,X,X
SJITOLZ,O,X,X,X,O,O
SJITOZL,O,X,X,X,X,O
SJILTZO,X,X,X,X,X,X
SJILTOZ,X,X,X,X,O,X
SJILZTO,X,X,O,X,X,X
SJILZOT,X,X,O,X,O,X
SJILOTZ,X,X,X,X,O,O
SJILOZT,X,X,O,X,O,O
SJIZTLO,X,X,X,X,X,X
SJIZTOL,X,X,X,X,X,X
SJIZLTO,X,X,O,X,X,X
SJIZLOT,X,X,O,X,O,X
SJIZOTL,X,X,X,X,X,O
SJIZOLT,X,X,O,X,O,O
SJIOTLZ,O,X,X,X,O,O
SJIOTZL,O,X,X,X,X,O
SJIOLTZ,X,X,X,X,O,O
SJIOLZT,X,X,O,X,O,O
SJIOZTL,X,X,X,X,X,O
SJIOZLT,X,X,O,X,O,O
SJLTIZO,X,X,X,X,X,X
SJLTIOZ,X,X,X,X,O,X
SJLTZIO,X,X,O,X,X,X
SJLTZOI,X,X,O,X,X,X
SJLTOIZ,X,X,X,X,O,X
SJLTOZI,X,X,O,X,X,X
SJLITZO,X,X,X,X,X,X
SJLITOZ,X,X,X,X,O,X
SJLIZTO,X,X,O,X,X,X
SJLIZOT,X,X,O,X,O,X
SJLIOTZ,X,X,X,X,O,O
SJLIOZT,X,X,O,X,O,O
SJLZTIO,X,X,O,O,X,X
SJLZTOI,X,X,O,O,X,X
SJLZITO,X,X,O,O,X,X
SJLZIOT,X,X,O,O,O,X
SJLZOTI,X,X,O,O,X,X
SJLZOIT,X,X,O,O,O,X
SJLOTIZ,X,X,X,X,O,X
SJLOTZI,X,X,O,X,X,X
SJLOITZ,X,X,X,X,O,O
SJLOIZT,X,X,O,X,O,O
SJLOZTI,X,X,O,O,X,X
SJLOZIT,X,X,O,O,O,X
SJZTILO,O,X,X,O,X,X
SJZTIOL,O,X,X,O,X,X
SJZTLIO,O,X,O,O,X,X
SJZTLOI,O,X,O,O,X,X
SJZTOIL,O,X,X,O,X,X
SJZTOLI,O,X,O,O,X,X
SJZITLO,X,X,X,O,X,X
SJZITOL,X,X,X,O,X,X
SJZILTO,X,X,O,O,X,X
SJZILOT,X,X,O,O,O,X
SJZIOTL,X,X,X,O,X,O
SJZIOLT,X,X,O,O,O,O
SJZLTIO,X,X,O,O,X,X
SJZLTOI,X,X,O,O,X,X
SJZLITO,X,X,O,O,X,X
SJZLIOT,X,X,O,O,O,X
SJZLOTI,X,X,O,O,X,X
SJZLOIT,X,X,O,O,O,X
SJZOTIL,O,X,X,O,X,X
SJZOTLI,O,X,O,O,X,X
SJZOITL,X,X,X,O,X,O
SJZOILT,X,X,O,O,O,O
SJZOLTI,X,X,O,O,X,X
SJZOLIT,X,X,O,O,O,X
SJOTILZ,O,X,X,X,O,O
SJOTIZL,O,X,X,X,X,O
SJOTLIZ,O,X,X,X,O,X
SJOTLZI,O,X,O,X,X,X
SJOTZIL,O,X,X,X,X,X
SJOTZLI,O,X,O,X,X,X
SJOITLZ,O,X,X,X,O,O
SJOITZL,O,X,X,X,X,O
SJOILTZ,X,X,X,X,O,O
SJOILZT,X,X,O,X,O,O
SJOIZTL,X,X,X,X,X,O
SJOIZLT,X,X,O,X,O,O
SJOLTIZ,X,X,X,X,O,X
SJOLTZI,X,X,O,X,X,X
SJOLITZ,X,X,X,X,O,O
SJOLIZT,X,X,O,X,O,O
SJOLZTI,X,X,O,O,X,X
SJOLZIT,X,X,O,O,O,X
SJOZTIL,O,X,X,O,X,X
SJOZTLI,O,X,O,O,X,X
SJOZITL,X,X,X,O,X,O
SJOZILT,X,X,O,O,O,O
SJOZLTI,X,X,O,O,X,X
SJOZLIT,X,X,O,O,O,X
SZTILJO,O,O,X,O,X,X
SZTILOJ,X,O,X,O,X,X
SZTIJLO,O,O,X,O,X,X
SZTIJOL,O,O,X,O,X,X
SZTIOLJ,X,O,X,O,X,X
SZTIOJL,O,O,X,O,X,X
SZTLIJO,O,O,O,O,X,X
SZTLIOJ,X,O,O,O,X,X
SZTLJIO,O,X,O,O,X,X
SZTLJOI,O,X,O,O,X,X
SZTLOIJ,X,O,O,O,X,X
SZTLOJI,O,X,O,O,X,X
SZTJILO,O,X,X,O,X,X
SZTJIOL,O,X,X,O,X,X
SZTJLIO,O,X,O,O,X,X
SZTJLOI,O,X,O,O,X,X
SZTJOIL,O,X,X,O,X,X
SZTJOLI,O,X,O,O,X,X
SZTOILJ,X,O,X,O,X,X
SZTOIJL,O,O,X,O,X,X
SZTOLIJ,X,O,O,O,X,X
SZTOLJI,O,X,O,O,X,X
SZTOJIL,O,X,X,O,X,X
SZTOJLI,O,X,O,O,X,X
SZITLJO,X,O,X,O,X,X
SZITLOJ,X,O,X,O,X,X
SZITJLO,X,O,X,O,X,X
SZITJOL,X,O,X,O,X,X
SZITOLJ,X,O,X,O,X,X
SZITOJL,X,O,X,O,X,X
SZILTJO,X,O,O,O,X,X
SZILTOJ,X,O,O,O,X,X
SZILJTO,X,X,O,O,X,X
SZILJOT,X,X,O,O,O,X
SZILOTJ,X,O,O,O,X,X
SZILOJT,X,X,O,O,O,X
SZIJTLO,X,X,X,O,X,X
SZIJTOL,X,X,X,O,X,X
SZIJLTO,X,X,O,O,X,X
SZIJLOT,X,X,O,O,O,X
SZIJOTL,X,X,X,O,X,O
SZIJOLT,X,X,O,O,O,O
SZIOTLJ,X,O,X,O,X,X
SZIOTJL,X,O,X,O,X,X
SZIOLTJ,X,O,O,O,X,X
SZIOLJT,X,X,O,O,O,X
SZIOJTL,X,X,X,O,X,O
SZIOJLT,X,X,O,O,O,O
SZLTIJO,X,O,O,O,X,X
SZLTIOJ,X,O,O,O,X,X
SZLTJIO,X,X,O,O,X,X
SZLTJOI,X,X,O,O,X,X
SZLTOIJ,X,O,O,O,X,X
SZLTOJI,X,X,O,O,X,X
SZLITJO,X,O,O,O,X,X
SZLITOJ,X,O,O,O,X,X
SZLIJTO,X,X,O,O,X,X
SZLIJOT,X,X,O,O,O,X
SZLIOTJ,X,O,O,O,X,X
