sequence,v115@RhD8DeG8DeA8JeT/IvhFxgBVnBmlBCsBctB3sB,v115@RhD8DeG8DeA8Je2EJvhFRgBzhBUmBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhF2lBRhB3iB1rBSxBctB,v115@RhD8DeG8DeA8JeT/IvhFigBRiBFmBGsBctBXsB,v115@RhD8DeG8DeA8JeT/IvhFxgBliBmlBqrB/sBctB,v115@RhD8DeG8DeA8JeT/IvhFxgBmlBCnBXsBctBlsB,v115@RhD8DeG8DeA8JeT/IvhFxgB8mBmlBXsBCtBFtB,v115@RhD8DeG8DeA8JeT/IvhFigBFmBxnBurBcsBXtB,v115@RhD8DeG8DeA8JeT/IvhF2lB8mBSoBFmB3nBRxB,v115@RhD8DeG8DeA8Jei/IvhFliBRlB3mBTsBctBGrB,v115@RhD8DeG8DeA8JeT/IvhFxlB8rBCoBmlBFsBXtB
JTIZLSO,X,X,X,O,X,X,X,X,X,X,X
JTIZLOS,X,X,X,O,X,X,X,X,O,X,X
JTIZSLO,X,O,X,O,X,X,X,X,X,X,X
JTIZSOL,X,O,X,O,X,X,X,X,X,X,X
JTIZOLS,X,X,X,O,X,X,X,X,O,X,X
JTIZOSL,X,X,X,O,X,X,X,X,X,X,X
JTIOLSZ,O,X,O,O,O,X,X,O,X,X,X
JTIOLZS,O,X,O,O,X,X,X,O,O,X,X
JTIOSLZ,X,X,X,O,X,O,X,X,X,X,X
JTIOSZL,X,X,X,O,X,X,X,X,X,X,X
JTIOZLS,X,X,X,O,X,X,X,X,O,X,X
JTIOZSL,X,X,X,O,X,X,X,X,X,X,X
JTLISZO,O,X,O,O,O,X,X,X,X,X,X
JTLISOZ,O,X,O,O,O,X,X,X,X,X,X
JTLIZSO,O,X,O,O,X,X,X,X,X,X,X
JTLIZOS,O,X,O,O,X,X,X,X,O,X,X
JTLIOSZ,O,X,O,O,O,X,X,O,X,X,X
JTLIOZS,O,X,O,O,X,X,X,O,O,X,X
JTLSIZO,O,X,O,O,O,X,X,X,X,X,X
JTLSIOZ,O,X,O,O,O,X,X,X,X,X,X
JTLSZIO,O,X,O,O,O,X,X,X,X,X,X
JTLSZOI,O,X,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,O,O,O,X,X,X,X,X,X
JTLSOZI,O,X,O,O,O,X,X,X,X,X,X
JTLZISO,O,X,O,O,X,X,X,X,X,X,X
JTLZIOS,O,X,O,O,X,X,X,X,X,X,X
JTLZSIO,O,X,O,O,X,X,X,X,X,X,X
JTLZSOI,O,X,O,O,X,X,X,X,X,X,X
JTLZOIS,O,X,O,O,X,X,X,X,X,X,X
JTLZOSI,O,X,O,O,X,X,X,X,X,X,X
JTLOISZ,O,X,O,O,O,X,X,O,X,X,X
JTLOIZS,O,X,O,O,X,X,X,O,O,X,X
JTLOSIZ,O,X,O,O,O,X,X,X,X,X,X
JTLOSZI,O,X,O,O,O,X,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,X,X,X,X
JTLOZSI,O,X,O,O,X,X,X,X,X,X,X
JTSILZO,X,X,X,O,X,O,X,X,X,X,X
JTSILOZ,X,X,X,O,X,O,X,X,X,X,X
JTSIZLO,X,O,X,O,X,X,X,X,X,X,X
JTSIZOL,X,O,X,O,X,X,X,X,X,X,X
JTSIOLZ,X,X,X,O,X,O,X,X,X,X,X
JTSIOZL,X,X,X,O,X,X,X,X,X,X,X
JTSLIZO,X,X,O,O,X,O,X,X,X,X,X
JTSLIOZ,X,X,O,O,X,O,X,X,X,X,X
JTSLZIO,X,X,O,O,X,O,X,X,X,X,X
JTSLZOI,X,X,O,O,X,O,X,X,X,X,X
JTSLOIZ,X,X,O,O,X,O,X,X,X,X,X
JTSLOZI,X,X,O,O,X,O,X,X,X,X,X
JTSZILO,X,O,X,O,X,X,O,X,X,X,X
JTSZIOL,X,O,X,O,X,X,O,X,X,X,X
JTSZLIO,X,O,X,O,X,X,O,X,X,X,X
JTSZLOI,X,O,X,O,X,X,O,X,X,X,X
JTSZOIL,X,O,X,O,X,X,O,X,X,X,X
JTSZOLI,X,O,X,O,X,X,O,X,X,X,X
JTSOILZ,X,X,X,O,X,O,X,X,X,X,X
JTSOIZL,X,X,X,O,X,X,X,X,X,X,X
JTSOLIZ,X,X,O,O,X,O,X,X,X,X,X
JTSOLZI,X,X,O,O,X,O,X,X,X,X,X
JTSOZIL,X,X,X,O,X,X,O,X,X,X,X
JTSOZLI,X,X,X,O,X,X,O,X,X,X,X
JTZILSO,X,X,X,O,X,X,X,X,X,X,X
JTZILOS,X,X,X,O,X,X,X,X,X,X,X
JTZISLO,X,O,X,O,X,X,X,X,X,X,X
JTZISOL,X,O,X,O,X,X,X,X,X,X,X
JTZIOLS,X,X,X,O,X,X,X,X,X,X,X
JTZIOSL,X,X,X,O,X,X,X,X,X,X,X
JTZLISO,X,X,O,O,X,X,X,X,X,X,X
JTZLIOS,X,X,O,O,X,X,X,X,X,X,X
JTZLSIO,X,X,O,O,X,X,X,X,X,X,X
JTZLSOI,X,X,O,O,X,X,X,X,X,X,X
JTZLOIS,X,X,O,O,X,X,X,X,X,X,X
JTZLOSI,X,X,O,O,X,X,X,X,X,X,X
JTZSILO,X,O,X,O,X,X,X,X,X,X,X
JTZSIOL,X,O,X,O,X,X,X,X,X,X,X
JTZSLIO,X,O,X,O,X,X,X,X,X,X,X
JTZSLOI,X,O,X,O,X,X,X,X,X,X,X
JTZSOIL,X,O,X,O,X,X,X,X,X,X,X
JTZSOLI,X,O,X,O,X,X,X,X,X,X,X
JTZOILS,X,X,X,O,X,X,X,X,X,X,X
JTZOISL,X,X,X,O,X,X,X,X,X,X,X
JTZOLIS,X,X,O,O,X,X,X,X,X,X,X
JTZOLSI,X,X,O,O,X,X,X,X,X,X,X
JTZOSIL,X,X,X,O,X,X,X,X,X,X,X
JTZOSLI,X,X,X,O,X,X,X,X,X,X,X
JTOILSZ,O,X,O,O,O,X,X,O,X,X,X
JTOILZS,O,X,O,O,X,X,X,O,O,X,X
JTOISLZ,X,X,X,O,X,O,X,X,X,X,X
JTOISZL,X,X,X,O,X,X,X,X,X,X,X
JTOIZLS,X,X,X,O,X,X,X,X,O,X,X
JTOIZSL,X,X,X,O,X,X,X,X,X,X,X
JTOLISZ,O,X,O,O,O,X,X,O,X,X,X
JTOLIZS,O,X,O,O,X,X,X,O,O,X,X
JTOLSIZ,O,X,O,O,O,X,X,X,X,X,X
JTOLSZI,O,X,O,O,O,X,X,X,X,X,X
JTOLZIS,O,X,O,O,X,X,X,X,X,X,X
JTOLZSI,O,X,O,O,X,X,X,X,X,X,X
JTOSILZ,X,X,X,O,X,O,X,X,X,X,X
JTOSIZL,X,X,X,O,X,X,X,X,X,X,X
JTOSLIZ,X,X,O,O,X,O,X,X,X,X,X
JTOSLZI,X,X,O,O,X,O,X,X,X,X,X
JTOSZIL,X,X,X,O,X,X,O,X,X,X,X
JTOSZLI,X,X,X,O,X,X,O,X,X,X,X
JTOZILS,X,X,X,O,X,X,X,X,X,X,X
JTOZISL,X,X,X,O,X,X,X,X,X,X,X
JTOZLIS,X,X,O,O,X,X,X,X,X,X,X
JTOZLSI,X,X,O,O,X,X,X,X,X,X,X
JTOZSIL,X,X,X,O,X,X,X,X,X,X,X
JTOZSLI,X,X,X,O,X,X,X,X,X,X,X
JITLSZO,O,X,O,O,O,X,X,X,X,X,X
JITLSOZ,O,X,O,O,O,X,X,X,X,X,X
JITLZSO,O,X,O,O,X,X,X,X,X,X,X
JITLZOS,O,X,O,O,X,X,X,X,O,X,X
JITLOSZ,O,X,O,O,O,X,X,O,X,X,X
JITLOZS,O,X,O,O,X,X,X,O,O,X,X
JITSLZO,X,X,X,O,X,O,X,X,X,X,X
JITSLOZ,X,X,X,O,X,O,X,X,X,X,X
JITSZLO,X,O,X,O,X,X,X,X,X,X,X
JITSZOL,X,O,X,O,X,X,X,X,X,X,X
JITSOLZ,X,X,X,O,X,O,X,X,X,X,X
JITSOZL,X,X,X,O,X,X,X,X,X,X,X
JITZLSO,X,X,X,O,X,X,X,X,X,X,X
JITZLOS,X,X,X,O,X,X,X,X,O,X,X
JITZSLO,X,O,X,O,X,X,X,X,X,X,X
JITZSOL,X,O,X,O,X,X,X,X,X,X,X
JITZOLS,X,X,X,O,X,X,X,X,O,X,X
JITZOSL,X,X,X,O,X,X,X,X,X,X,X
JITOLSZ,O,X,O,O,O,X,X,O,X,X,X
JITOLZS,O,X,O,O,X,X,X,O,O,X,X
JITOSLZ,X,X,X,O,X,O,X,X,X,X,X
JITOSZL,X,X,X,O,X,X,X,X,X,X,X
JITOZLS,X,X,X,O,X,X,X,X,O,X,X
JITOZSL,X,X,X,O,X,X,X,X,X,X,X
JILTSZO,O,X,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,X,X,O,X,X,X,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,X,X,X
JILTZOS,O,X,X,X,X,X,X,X,O,X,X
JILTOSZ,O,X,X,X,O,X,X,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,O,X,X
JILSTZO,O,X,X,X,O,O,X,X,X,X,X
JILSTOZ,O,X,X,X,O,O,X,X,X,X,X
JILSZTO,O,O,X,X,O,O,X,X,X,X,X
JILSZOT,O,O,X,X,O,O,X,X,O,X,X
JILSOTZ,O,X,X,X,O,O,X,X,X,X,X
JILSOZT,O,X,X,X,O,O,X,X,O,X,X
JILZTSO,O,X,X,X,X,X,X,X,X,X,X
JILZTOS,O,X,X,X,X,X,X,X,O,X,X
JILZSTO,O,O,X,X,O,X,X,X,X,X,X
JILZSOT,O,O,X,X,O,X,X,X,O,X,X
JILZOTS,O,X,X,X,X,X,X,X,O,X,X
JILZOST,O,X,X,X,O,X,X,X,O,X,X
JILOTSZ,O,X,X,X,O,X,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,O,X,X
JILOSTZ,O,X,X,X,O,O,X,X,X,X,X
JILOSZT,O,X,X,X,O,O,X,X,O,O,X
JILOZTS,O,X,X,X,X,X,X,X,O,X,X
JILOZST,O,X,X,X,O,X,X,X,O,X,X
JISTLZO,X,X,X,X,X,O,X,X,X,X,X
JISTLOZ,X,X,X,X,X,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,X,X,X,X,X
JISTZOL,X,O,X,X,X,X,X,X,X,X,X
JISTOLZ,X,X,X,X,X,O,X,X,X,X,X
JISTOZL,X,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,X,X,X,O,O,X,X,X,X,X
JISLTOZ,O,X,X,X,O,O,X,X,X,X,X
JISLZTO,O,O,X,X,O,O,X,X,X,X,X
JISLZOT,O,O,X,X,O,O,X,X,O,X,X
JISLOTZ,O,X,X,X,O,O,X,X,X,X,X
JISLOZT,O,X,X,X,O,O,X,X,O,X,X
JISZTLO,X,O,X,X,X,X,O,X,X,X,X
JISZTOL,X,O,X,X,X,X,O,X,X,X,X
JISZLTO,X,O,X,X,X,O,O,X,X,X,X
JISZLOT,X,O,X,X,X,O,O,X,O,X,X
JISZOTL,X,O,X,X,X,X,O,X,X,X,X
JISZOLT,X,O,X,X,X,O,O,X,O,X,X
JISOTLZ,X,X,X,X,X,O,X,X,X,X,X
JISOTZL,X,X,X,X,X,X,X,X,X,X,X
JISOLTZ,O,X,X,X,O,O,X,X,X,X,X
JISOLZT,O,X,X,X,O,O,X,X,O,X,X
JISOZTL,X,O,X,X,X,X,O,X,X,X,X
JISOZLT,X,O,X,X,X,O,O,X,O,X,X
JIZTLSO,X,X,X,X,X,X,X,X,X,X,X
JIZTLOS,X,X,X,X,X,X,X,X,O,X,X
JIZTSLO,X,O,X,X,X,X,X,X,X,X,X
JIZTSOL,X,O,X,X,X,X,X,X,X,X,X
JIZTOLS,X,X,X,X,X,X,X,X,O,X,X
JIZTOSL,X,X,X,X,X,X,X,X,X,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,O,X,X
JIZLSTO,O,O,X,X,O,X,X,X,X,X,X
JIZLSOT,O,O,X,X,O,X,X,X,O,X,X
JIZLOTS,O,X,X,X,X,X,X,X,O,X,O
JIZLOST,O,X,X,X,O,X,X,X,O,X,O
JIZSTLO,X,O,X,X,X,X,X,X,X,X,X
JIZSTOL,X,O,X,X,X,X,X,X,X,X,X
JIZSLTO,X,O,X,X,X,O,X,X,X,X,X
JIZSLOT,X,O,X,X,X,O,X,X,O,X,X
JIZSOTL,X,O,X,X,X,X,X,X,X,X,X
JIZSOLT,X,O,X,X,X,O,X,X,O,X,X
JIZOTLS,X,X,X,X,X,X,X,X,O,X,X
JIZOTSL,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X,O,X,O
JIZOLST,O,X,X,X,O,X,X,X,O,X,O
JIZOSTL,X,O,X,X,X,X,X,X,X,X,X
JIZOSLT,X,O,X,X,X,O,X,X,O,X,X
JIOTLSZ,O,X,O,O,O,X,X,O,X,X,X
JIOTLZS,O,X,O,O,X,X,X,O,O,X,X
JIOTSLZ,X,X,X,O,X,O,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,X,X,X,X,X
JIOTZLS,X,X,X,O,X,X,X,X,O,X,X
JIOTZSL,X,X,X,O,X,X,X,X,X,X,X
JIOLTSZ,O,X,X,X,O,X,X,X,X,X,X
JIOLTZS,O,X,X,X,X,X,X,X,O,X,X
JIOLSTZ,O,X,X,X,O,O,X,X,X,X,X
JIOLSZT,O,X,X,X,O,O,X,X,O,O,X
JIOLZTS,O,X,X,X,X,X,X,X,O,X,X
JIOLZST,O,X,X,X,O,X,X,X,O,X,X
JIOSTLZ,X,X,X,X,X,O,X,X,X,X,X
JIOSTZL,X,X,X,X,X,X,X,X,X,X,X
JIOSLTZ,O,X,X,X,O,O,X,X,X,X,X
JIOSLZT,O,X,X,X,O,O,X,X,O,O,X
JIOSZTL,X,O,X,X,X,X,O,X,X,O,X
JIOSZLT,X,O,X,X,X,O,O,X,O,O,X
JIOZTLS,X,X,X,X,X,X,X,X,O,X,X
JIOZTSL,X,X,X,X,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,O,X,O
JIOZLST,O,X,X,X,O,X,X,X,O,X,O
JIOZSTL,X,O,X,X,X,X,X,X,X,X,X
JIOZSLT,X,O,X,X,X,O,X,X,O,X,X
JLTISZO,O,X,O,O,O,X,X,X,X,X,X
JLTISOZ,O,X,O,O,O,X,X,X,X,X,X
JLTIZSO,O,X,O,O,X,X,X,X,X,X,X
JLTIZOS,O,X,O,O,X,X,X,X,O,X,X
JLTIOSZ,O,X,O,O,O,X,X,O,X,X,X
JLTIOZS,O,X,O,O,X,X,X,O,O,X,X
JLTSIZO,O,X,O,O,O,X,X,X,X,X,X
JLTSIOZ,O,X,O,O,O,X,X,X,X,X,X
JLTSZIO,O,X,O,O,O,X,X,X,X,X,X
JLTSZOI,O,X,O,O,O,X,X,X,X,X,X
JLTSOIZ,O,X,O,O,O,X,X,X,X,X,X
JLTSOZI,O,X,O,O,O,X,X,X,X,X,X
JLTZISO,O,X,O,O,X,X,X,X,X,X,X
JLTZIOS,O,X,O,O,X,X,X,X,X,X,X
JLTZSIO,O,X,O,O,X,X,X,X,X,X,X
JLTZSOI,O,X,O,O,X,X,X,X,X,X,X
JLTZOIS,O,X,O,O,X,X,X,X,X,X,X
JLTZOSI,O,X,O,O,X,X,X,X,X,X,X
JLTOISZ,O,X,O,O,O,X,X,O,X,X,X
JLTOIZS,O,X,O,O,X,X,X,O,O,X,X
JLTOSIZ,O,X,O,O,O,X,X,X,X,X,X
JLTOSZI,O,X,O,O,O,X,X,X,X,X,X
JLTOZIS,O,X,O,O,X,X,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,X,X,X,X
JLITSZO,O,X,X,X,O,X,X,X,X,X,X
JLITSOZ,O,X,X,X,O,X,X,X,X,X,X
JLITZSO,O,X,X,X,X,X,X,X,X,X,X
JLITZOS,O,X,X,X,X,X,X,X,O,X,X
JLITOSZ,O,X,X,X,O,X,X,X,X,X,X
JLITOZS,O,X,X,X,X,X,X,X,O,X,X
JLISTZO,O,X,X,X,O,O,X,X,X,X,X
JLISTOZ,O,X,X,X,O,O,X,X,X,X,X
JLISZTO,O,O,X,X,O,O,X,X,X,X,X
JLISZOT,O,O,X,X,O,O,X,X,O,X,X
JLISOTZ,O,X,X,X,O,O,X,X,X,X,X
JLISOZT,O,X,X,X,O,O,X,X,O,X,X
JLIZTSO,O,X,X,X,X,X,X,X,X,X,X
JLIZTOS,O,X,X,X,X,X,X,X,O,X,X
JLIZSTO,O,O,X,X,O,X,X,X,X,X,X
JLIZSOT,O,O,X,X,O,X,X,X,O,X,X
JLIZOTS,O,X,X,X,X,X,X,X,O,X,X
JLIZOST,O,X,X,X,O,X,X,X,O,X,X
JLIOTSZ,O,X,X,X,O,X,X,X,X,X,X
JLIOTZS,O,X,X,X,X,X,X,X,O,X,X
JLIOSTZ,O,X,X,X,O,O,X,X,X,X,X
JLIOSZT,O,X,X,X,O,O,X,X,O,O,X
JLIOZTS,O,X,X,X,X,X,X,X,O,X,X
JLIOZST,O,X,X,X,O,X,X,X,O,X,X
JLSTIZO,O,X,X,X,O,O,X,X,X,X,X
JLSTIOZ,O,X,X,X,O,O,X,X,X,X,X
JLSTZIO,O,X,X,X,O,O,X,X,X,X,X
JLSTZOI,O,X,X,X,O,O,X,X,X,X,X
JLSTOIZ,O,X,X,X,O,O,X,X,X,X,X
JLSTOZI,O,X,X,X,O,O,X,X,X,X,X
JLSITZO,O,X,X,X,O,O,X,X,X,X,X
JLSITOZ,O,X,X,X,O,O,X,X,X,X,X
JLSIZTO,O,O,X,X,O,O,X,X,X,X,X
JLSIZOT,O,O,X,X,O,O,X,X,O,X,X
JLSIOTZ,O,X,X,X,O,O,X,X,X,X,X
JLSIOZT,O,X,X,X,O,O,X,X,O,X,X
JLSZTIO,O,O,X,X,O,O,O,X,X,X,X
JLSZTOI,O,O,X,X,O,O,O,X,X,X,X
JLSZITO,O,O,X,X,O,O,O,X,X,X,X
JLSZIOT,O,O,X,X,O,O,O,X,X,X,X
JLSZOTI,O,O,X,X,O,O,O,X,X,X,X
JLSZOIT,O,O,X,X,O,O,O,X,X,X,X
JLSOTIZ,O,X,X,X,O,O,X,X,X,X,X
JLSOTZI,O,X,X,X,O,O,X,X,X,X,X
JLSOITZ,O,X,X,X,O,O,X,X,X,X,X
JLSOIZT,O,X,X,X,O,O,X,X,O,X,X
JLSOZTI,O,X,X,X,O,O,O,X,X,X,X
JLSOZIT,O,X,X,X,O,O,O,X,X,X,X
JLZTISO,O,X,X,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X,X
JLZTSIO,O,X,X,X,X,X,X,X,X,X,X
JLZTSOI,O,X,X,X,X,X,X,X,X,X,X
JLZTOIS,O,X,X,X,X,X,X,X,X,X,X
JLZTOSI,O,X,X,X,X,X,X,X,X,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,O,X,X
JLZISTO,O,O,X,X,O,X,X,X,X,X,X
JLZISOT,O,O,X,X,O,X,X,X,O,X,X
JLZIOTS,O,X,X,X,X,X,X,X,O,X,O
JLZIOST,O,X,X,X,O,X,X,X,O,X,O
JLZSTIO,O,O,X,X,O,X,X,X,X,X,X
JLZSTOI,O,O,X,X,O,X,X,X,X,X,X
JLZSITO,O,O,X,X,O,X,X,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,X,X,O,X,X,X,X,X,X
JLZOTIS,O,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,X,X,X,X,X,X,X,X,X,X
JLZOITS,O,X,X,X,X,X,X,X,O,X,O
JLZOIST,O,X,X,X,O,X,X,X,O,X,O
JLZOSTI,O,X,X,X,O,X,X,X,X,X,X
JLZOSIT,O,X,X,X,O,X,X,X,X,X,X
JLOTISZ,O,X,O,O,O,X,X,O,X,X,X
JLOTIZS,O,X,O,O,X,X,X,O,O,X,X
JLOTSIZ,O,X,O,O,O,X,X,X,X,X,X
JLOTSZI,O,X,O,O,O,X,X,X,X,X,X
JLOTZIS,O,X,O,O,X,X,X,X,X,X,X
JLOTZSI,O,X,O,O,X,X,X,X,X,X,X
JLOITSZ,O,X,X,X,O,X,X,X,X,X,X
JLOITZS,O,X,X,X,X,X,X,X,O,X,X
JLOISTZ,O,X,X,X,O,O,X,X,X,X,X
JLOISZT,O,X,X,X,O,O,X,X,O,O,X
JLOIZTS,O,X,X,X,X,X,X,X,O,X,X
JLOIZST,O,X,X,X,O,X,X,X,O,X,X
JLOSTIZ,O,X,X,X,O,O,X,X,X,X,X
JLOSTZI,O,X,X,X,O,O,X,X,X,X,X
JLOSITZ,O,X,X,X,O,O,X,X,X,X,X
JLOSIZT,O,X,X,X,O,O,X,X,O,X,X
JLOSZTI,O,X,X,X,O,O,O,X,X,X,X
JLOSZIT,O,X,X,X,O,O,O,X,X,X,X
JLOZTIS,O,X,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,O,X,O
JLOZIST,O,X,X,X,O,X,X,X,O,X,O
JLOZSTI,O,X,X,X,O,X,X,X,X,X,X
JLOZSIT,O,X,X,X,O,X,X,X,X,X,X
JSTILZO,X,X,X,O,X,O,X,X,X,X,X
JSTILOZ,X,X,X,O,X,O,X,X,X,X,X
JSTIZLO,X,O,X,O,X,X,X,X,X,X,X
JSTIZOL,X,O,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,X,X,O,X,O,X,X,X,X,X
JSTIOZL,X,X,X,O,X,X,X,X,X,X,X
JSTLIZO,X,X,O,O,X,O,X,X,X,X,X
JSTLIOZ,X,X,O,O,X,O,X,X,X,X,X
JSTLZIO,X,X,O,O,X,O,X,X,X,X,X
JSTLZOI,X,X,O,O,X,O,X,X,X,X,X
JSTLOIZ,X,X,O,O,X,O,X,X,X,X,X
JSTLOZI,X,X,O,O,X,O,X,X,X,X,X
JSTZILO,X,O,X,O,X,X,O,X,X,X,X
JSTZIOL,X,O,X,O,X,X,O,X,X,X,X
JSTZLIO,X,O,X,O,X,X,O,X,X,X,X
JSTZLOI,X,O,X,O,X,X,O,X,X,X,X
JSTZOIL,X,O,X,O,X,X,O,X,X,X,X
JSTZOLI,X,O,X,O,X,X,O,X,X,X,X
JSTOILZ,X,X,X,O,X,O,X,X,X,X,X
JSTOIZL,X,X,X,O,X,X,X,X,X,X,X
JSTOLIZ,X,X,O,O,X,O,X,X,X,X,X
JSTOLZI,X,X,O,O,X,O,X,X,X,X,X
JSTOZIL,X,X,X,O,X,X,O,X,X,X,X
JSTOZLI,X,X,X,O,X,X,O,X,X,X,X
JSITLZO,X,X,X,X,X,O,X,X,X,X,X
JSITLOZ,X,X,X,X,X,O,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X,X,X,X
JSITOLZ,X,X,X,X,X,O,X,X,X,X,X
JSITOZL,X,X,X,X,X,X,X,X,X,X,X
JSILTZO,O,X,X,X,O,O,X,X,X,X,X
JSILTOZ,O,X,X,X,O,O,X,X,X,X,X
JSILZTO,O,O,X,X,O,O,X,X,X,X,X
JSILZOT,O,O,X,X,O,O,X,X,O,X,X
JSILOTZ,O,X,X,X,O,O,X,X,X,X,X
JSILOZT,O,X,X,X,O,O,X,X,O,X,X
JSIZTLO,X,O,X,X,X,X,O,X,X,X,X
JSIZTOL,X,O,X,X,X,X,O,X,X,X,X
JSIZLTO,X,O,X,X,X,O,O,X,X,X,X
JSIZLOT,X,O,X,X,X,O,O,X,O,X,X
JSIZOTL,X,O,X,X,X,X,O,X,X,X,X
JSIZOLT,X,O,X,X,X,O,O,X,O,X,X
JSIOTLZ,X,X,X,X,X,O,X,X,X,X,X
JSIOTZL,X,X,X,X,X,X,X,X,X,X,X
JSIOLTZ,O,X,X,X,O,O,X,X,X,X,X
JSIOLZT,O,X,X,X,O,O,X,X,O,X,X
JSIOZTL,X,O,X,X,X,X,O,X,X,X,X
JSIOZLT,X,O,X,X,X,O,O,X,O,X,X
JSLTIZO,O,X,X,X,O,O,X,X,X,X,X
JSLTIOZ,O,X,X,X,O,O,X,X,X,X,X
JSLTZIO,O,X,X,X,O,O,X,X,X,X,X
JSLTZOI,O,X,X,X,O,O,X,X,X,X,X
JSLTOIZ,O,X,X,X,O,O,X,X,X,X,X
JSLTOZI,O,X,X,X,O,O,X,X,X,X,X
JSLITZO,O,X,X,X,O,O,X,X,X,X,X
JSLITOZ,O,X,X,X,O,O,X,X,X,X,X
JSLIZTO,O,O,X,X,O,O,X,X,X,X,X
JSLIZOT,O,O,X,X,O,O,X,X,O,X,X
JSLIOTZ,O,X,X,X,O,O,X,X,X,X,X
JSLIOZT,O,X,X,X,O,O,X,X,O,X,X
JSLZTIO,O,O,X,X,O,O,O,X,X,X,X
JSLZTOI,O,O,X,X,O,O,O,X,X,X,X
JSLZITO,O,O,X,X,O,O,O,X,X,X,X
JSLZIOT,O,O,X,X,O,O,O,X,X,X,X
JSLZOTI,O,O,X,X,O,O,O,X,X,X,X
JSLZOIT,O,O,X,X,O,O,O,X,X,X,X
JSLOTIZ,O,X,X,X,O,O,X,X,X,X,X
JSLOTZI,O,X,X,X,O,O,X,X,X,X,X
JSLOITZ,O,X,X,X,O,O,X,X,X,X,X
JSLOIZT,O,X,X,X,O,O,X,X,O,X,X
JSLOZTI,O,X,X,X,O,O,O,X,X,X,X
JSLOZIT,O,X,X,X,O,O,O,X,X,X,X
JSZTILO,X,O,X,X,X,X,O,X,X,X,X
JSZTIOL,X,O,X,X,X,X,O,X,X,X,X
JSZTLIO,X,O,X,X,X,X,O,X,X,X,X
JSZTLOI,X,O,X,X,X,X,O,X,X,X,X
JSZTOIL,X,O,X,X,X,X,O,X,X,X,X
JSZTOLI,X,O,X,X,X,X,O,X,X,X,X
JSZITLO,X,O,X,X,X,X,O,X,X,X,X
JSZITOL,X,O,X,X,X,X,O,X,X,X,X
JSZILTO,X,O,X,X,X,O,O,X,X,X,X
JSZILOT,X,O,X,X,X,O,O,X,X,X,X
JSZIOTL,X,O,X,X,X,X,O,X,X,X,X
JSZIOLT,X,O,X,X,X,O,O,X,X,X,X
JSZLTIO,X,O,X,X,X,O,O,X,X,X,X
JSZLTOI,X,O,X,X,X,O,O,X,X,X,X
JSZLITO,X,O,X,X,X,O,O,X,X,X,X
JSZLIOT,X,O,X,X,X,O,O,X,X,X,X
JSZLOTI,X,O,X,X,X,O,O,X,X,X,X
JSZLOIT,X,O,X,X,X,O,O,X,X,X,X
JSZOTIL,X,O,X,X,X,X,O,X,X,X,X
JSZOTLI,X,O,X,X,X,X,O,X,X,X,X
JSZOITL,X,O,X,X,X,X,O,X,X,X,X
JSZOILT,X,O,X,X,X,O,O,X,X,X,X
JSZOLTI,X,O,X,X,X,O,O,X,X,X,X
JSZOLIT,X,O,X,X,X,O,O,X,X,X,X
JSOTILZ,X,X,X,O,X,O,X,X,X,X,X
JSOTIZL,X,X,X,O,X,X,X,X,X,X,X
JSOTLIZ,X,X,O,O,X,O,X,X,X,X,X
JSOTLZI,X,X,O,O,X,O,X,X,X,X,X
JSOTZIL,X,X,X,O,X,X,O,X,X,X,X
JSOTZLI,X,X,X,O,X,X,O,X,X,X,X
JSOITLZ,X,X,X,X,X,O,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X,X,X
JSOILTZ,O,X,X,X,O,O,X,X,X,X,X
JSOILZT,O,X,X,X,O,O,X,X,O,X,X
