sequence,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmB8mBziB5?oBqqBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFVmBUiBaoB5?oBzqBGsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeiBJvhFziB5oBGlB3?mBlsB0qB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhFOmBliB5oBq?qBzmB8sB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeXAJvhF0hB5oBuqBz?nBirBlsB,v115@9gB8HeA8IeC8GeC8BeB8AeA8KeVFJvhFRhBGjB0mB6?sB/tBzqB
LZOTJIS,O,O,X,O,X,O
LZOTJSI,O,O,X,O,X,O
LZOTSIJ,O,O,X,O,X,O
LZOTSJI,O,O,X,O,X,O
LZOITJS,O,O,X,O,X,X
LZOITSJ,O,O,X,O,X,X
LZOIJTS,O,O,X,O,O,X
LZOIJST,O,O,X,O,O,X
LZOISTJ,O,O,X,O,X,X
LZOISJT,O,O,X,O,X,X
LZOJTIS,O,O,X,O,O,X
LZOJTSI,O,O,X,O,O,X
LZOJITS,O,O,X,O,O,X
LZOJIST,O,O,X,O,O,X
LZOJSTI,O,O,X,O,O,X
LZOJSIT,O,O,X,O,O,X
LZOSTIJ,O,O,X,O,X,O
LZOSTJI,O,O,X,O,X,O
LZOSITJ,O,O,X,O,X,X
LZOSIJT,O,O,X,O,X,X
LZOSJTI,O,O,X,O,X,O
LZOSJIT,O,O,X,O,X,X
LOTIJSZ,O,O,X,O,O,O
LOTIJZS,O,O,X,O,O,X
LOTISJZ,O,O,X,O,X,O
LOTISZJ,O,O,X,O,X,O
LOTIZJS,O,O,X,O,X,O
LOTIZSJ,O,O,X,O,X,O
LOTJISZ,O,O,X,O,O,O
LOTJIZS,O,O,X,O,O,X
LOTJSIZ,O,O,X,O,O,O
LOTJSZI,O,O,X,O,O,O
LOTJZIS,O,O,X,O,O,O
LOTJZSI,O,O,X,O,O,O
LOTSIJZ,O,O,X,O,X,O
LOTSIZJ,O,O,X,O,X,O
LOTSJIZ,O,O,X,O,X,O
LOTSJZI,O,O,X,O,X,O
LOTSZIJ,O,O,X,O,X,O
LOTSZJI,O,O,X,O,X,O
LOTZIJS,O,O,X,O,X,O
LOTZISJ,O,O,X,O,X,O
LOTZJIS,O,O,X,O,X,O
LOTZJSI,O,O,X,O,X,O
LOTZSIJ,O,O,X,O,X,O
LOTZSJI,O,O,X,O,X,O
LOITJSZ,O,O,X,O,O,O
LOITJZS,O,O,X,O,O,X
LOITSJZ,O,O,X,O,X,O
LOITSZJ,O,O,X,O,X,O
LOITZJS,O,O,X,O,X,O
LOITZSJ,O,O,X,O,X,O
LOIJTSZ,X,O,X,O,O,X
LOIJTZS,X,O,X,O,O,X
LOIJSTZ,X,O,X,O,O,X
LOIJSZT,O,O,X,O,O,X
LOIJZTS,O,O,X,O,O,X
LOIJZST,O,O,X,O,O,X
LOISTJZ,O,O,X,O,X,O
LOISTZJ,O,O,X,O,X,O
LOISJTZ,X,O,X,O,O,O
LOISJZT,O,O,X,O,O,X
LOISZTJ,O,O,X,O,X,X
LOISZJT,O,O,X,O,X,X
LOIZTJS,O,O,X,O,X,X
LOIZTSJ,O,O,X,O,X,X
LOIZJTS,O,O,X,O,O,X
LOIZJST,O,O,X,O,O,X
LOIZSTJ,O,O,X,O,X,X
LOIZSJT,O,O,X,O,X,X
LOJTISZ,X,O,X,O,O,O
LOJTIZS,X,O,X,O,O,X
LOJTSIZ,X,O,X,O,O,O
LOJTSZI,X,O,X,O,O,O
LOJTZIS,X,O,X,O,O,O
LOJTZSI,X,O,X,O,O,O
LOJITSZ,X,O,X,O,O,X
LOJITZS,X,O,X,O,O,X
LOJISTZ,X,O,X,O,O,X
LOJISZT,O,O,X,O,O,X
LOJIZTS,O,O,X,O,O,X
LOJIZST,O,O,X,O,O,X
LOJSTIZ,X,O,X,O,O,O
LOJSTZI,X,O,X,O,O,O
LOJSITZ,X,O,X,O,O,O
LOJSIZT,O,O,X,O,O,X
LOJSZTI,O,O,X,O,O,O
LOJSZIT,O,O,X,O,O,X
LOJZTIS,O,O,X,O,O,X
LOJZTSI,O,O,X,O,O,X
LOJZITS,O,O,X,O,O,X
LOJZIST,O,O,X,O,O,X
LOJZSTI,O,O,X,O,O,X
LOJZSIT,O,O,X,O,O,X
LOSTIJZ,O,O,X,O,X,O
LOSTIZJ,O,O,X,O,X,O
LOSTJIZ,O,O,X,O,X,O
LOSTJZI,O,O,X,O,X,O
LOSTZIJ,O,O,X,O,X,O
LOSTZJI,O,O,X,O,X,O
LOSITJZ,O,O,X,O,X,O
LOSITZJ,O,O,X,O,X,O
LOSIJTZ,X,O,X,O,O,O
LOSIJZT,O,O,X,O,O,X
LOSIZTJ,O,O,X,O,X,X
LOSIZJT,O,O,X,O,X,X
LOSJTIZ,X,O,X,O,O,O
LOSJTZI,X,O,X,O,O,O
LOSJITZ,X,O,X,O,O,O
LOSJIZT,O,O,X,O,O,X
LOSJZTI,O,O,X,O,O,O
LOSJZIT,O,O,X,O,O,X
LOSZTIJ,O,O,X,O,X,O
LOSZTJI,O,O,X,O,X,O
LOSZITJ,O,O,X,O,X,X
LOSZIJT,O,O,X,O,X,X
LOSZJTI,O,O,X,O,X,O
LOSZJIT,O,O,X,O,X,X
LOZTIJS,O,O,X,O,X,O
LOZTISJ,O,O,X,O,X,O
LOZTJIS,O,O,X,O,X,O
LOZTJSI,O,O,X,O,X,O
LOZTSIJ,O,O,X,O,X,O
LOZTSJI,O,O,X,O,X,O
LOZITJS,O,O,X,O,X,X
LOZITSJ,O,O,X,O,X,X
LOZIJTS,O,O,X,O,O,X
LOZIJST,O,O,X,O,O,X
LOZISTJ,O,O,X,O,X,X
LOZISJT,O,O,X,O,X,X
LOZJTIS,O,O,X,O,O,X
LOZJTSI,O,O,X,O,O,X
LOZJITS,O,O,X,O,O,X
LOZJIST,O,O,X,O,O,X
LOZJSTI,O,O,X,O,O,X
LOZJSIT,O,O,X,O,O,X
LOZSTIJ,O,O,X,O,X,O
LOZSTJI,O,O,X,O,X,O
LOZSITJ,O,O,X,O,X,X
LOZSIJT,O,O,X,O,X,X
LOZSJTI,O,O,X,O,X,O
LOZSJIT,O,O,X,O,X,X
JTILSZO,O,O,O,X,O,O
JTILSOZ,O,O,O,X,O,O
JTILZSO,O,O,X,X,O,X
JTILZOS,O,O,X,X,O,X
JTILOSZ,O,O,O,X,O,X
JTILOZS,O,O,X,X,O,X
JTISLZO,O,O,O,X,O,O
JTISLOZ,O,O,O,X,O,O
JTISZLO,X,O,O,X,O,O
JTISZOL,X,O,O,X,O,O
JTISOLZ,O,O,O,X,O,O
JTISOZL,X,O,O,X,O,O
JTIZLSO,O,O,X,X,O,X
JTIZLOS,O,O,X,X,O,X
JTIZSLO,O,O,O,X,O,O
JTIZSOL,O,O,O,X,O,O
JTIZOLS,O,O,X,X,X,X
JTIZOSL,O,O,O,X,O,X
JTIOLSZ,O,O,O,X,O,X
JTIOLZS,O,O,X,X,O,X
JTIOSLZ,O,O,O,X,O,X
JTIOSZL,X,O,O,X,O,X
JTIOZLS,O,O,X,X,X,X
JTIOZSL,O,O,O,X,O,X
JTLISZO,O,O,O,X,O,O
JTLISOZ,O,O,O,X,O,O
JTLIZSO,O,O,X,X,O,X
JTLIZOS,O,O,X,X,O,X
JTLIOSZ,O,O,O,X,O,X
JTLIOZS,O,O,X,X,O,X
JTLSIZO,O,O,O,X,O,O
JTLSIOZ,O,O,O,X,O,O
JTLSZIO,O,O,O,X,O,O
JTLSZOI,O,O,O,X,O,O
JTLSOIZ,O,O,O,X,O,O
JTLSOZI,O,O,O,X,O,O
JTLZISO,O,O,X,X,O,O
JTLZIOS,O,O,X,X,O,X
JTLZSIO,O,O,X,X,O,O
JTLZSOI,O,O,X,X,O,O
JTLZOIS,O,O,X,X,O,X
JTLZOSI,O,O,X,X,O,X
JTLOISZ,O,O,O,X,O,X
JTLOIZS,O,O,X,X,O,X
JTLOSIZ,O,O,O,X,O,X
JTLOSZI,O,O,O,X,O,X
JTLOZIS,O,O,X,X,O,X
JTLOZSI,O,O,X,X,O,X
JTSILZO,O,O,O,X,O,O
JTSILOZ,O,O,O,X,O,O
JTSIZLO,X,O,O,X,O,O
JTSIZOL,X,O,O,X,O,O
JTSIOLZ,O,O,O,X,O,O
JTSIOZL,X,O,O,X,O,O
JTSLIZO,O,O,O,X,O,O
JTSLIOZ,O,O,O,X,O,O
JTSLZIO,O,O,O,X,O,O
JTSLZOI,O,O,O,X,O,O
JTSLOIZ,O,O,O,X,O,O
JTSLOZI,O,O,O,X,O,O
JTSZILO,X,O,O,X,O,O
JTSZIOL,X,O,O,X,O,O
JTSZLIO,X,O,O,X,O,O
JTSZLOI,X,O,O,X,O,O
JTSZOIL,X,O,O,X,O,O
JTSZOLI,X,O,O,X,X,X
JTSOILZ,O,O,O,X,O,O
JTSOIZL,X,O,O,X,O,O
JTSOLIZ,O,O,O,X,O,O
JTSOLZI,O,O,O,X,O,O
JTSOZIL,X,O,O,X,O,O
JTSOZLI,X,O,O,X,X,X
JTZILSO,O,O,X,X,O,X
JTZILOS,O,O,X,X,O,X
JTZISLO,O,O,O,X,O,O
JTZISOL,O,O,O,X,O,O
JTZIOLS,O,O,X,X,X,X
JTZIOSL,O,O,O,X,O,X
JTZLISO,O,O,X,X,O,O
JTZLIOS,O,O,X,X,O,X
JTZLSIO,O,O,X,X,O,O
JTZLSOI,O,O,X,X,O,O
JTZLOIS,O,O,X,X,O,X
JTZLOSI,O,O,X,X,O,X
JTZSILO,O,O,O,X,O,O
JTZSIOL,O,O,O,X,O,O
JTZSLIO,O,O,O,X,O,O
JTZSLOI,O,O,O,X,O,O
JTZSOIL,O,O,O,X,O,O
JTZSOLI,O,O,O,X,X,X
JTZOILS,O,O,X,X,X,X
JTZOISL,O,O,O,X,O,X
JTZOLIS,O,O,X,X,X,X
JTZOLSI,O,O,X,X,X,X
JTZOSIL,O,O,O,X,O,X
JTZOSLI,O,O,O,X,X,X
JTOILSZ,O,O,O,X,O,X
JTOILZS,O,O,X,X,O,X
JTOISLZ,O,O,O,X,O,X
JTOISZL,X,O,O,X,O,X
JTOIZLS,O,O,X,X,X,X
JTOIZSL,O,O,O,X,O,X
JTOLISZ,O,O,O,X,O,X
JTOLIZS,O,O,X,X,O,X
JTOLSIZ,O,O,O,X,O,X
JTOLSZI,O,O,O,X,O,X
JTOLZIS,O,O,X,X,O,X
JTOLZSI,O,O,X,X,O,X
JTOSILZ,O,O,O,X,O,X
JTOSIZL,X,O,O,X,O,X
JTOSLIZ,O,O,O,X,O,X
JTOSLZI,O,O,O,X,O,X
JTOSZIL,X,O,O,X,O,X
JTOSZLI,X,O,O,X,X,X
JTOZILS,O,O,X,X,X,X
JTOZISL,O,O,O,X,O,X
JTOZLIS,O,O,X,X,X,X
JTOZLSI,O,O,X,X,X,X
JTOZSIL,O,O,O,X,O,X
JTOZSLI,O,O,O,X,X,X
JITLSZO,O,O,O,X,O,X
JITLSOZ,O,O,O,X,O,X
JITLZSO,O,O,X,X,O,X
JITLZOS,O,O,X,X,O,X
JITLOSZ,O,O,O,X,O,X
JITLOZS,O,O,X,X,O,X
JITSLZO,O,O,O,X,O,X
JITSLOZ,O,O,O,X,O,X
JITSZLO,X,O,O,X,O,X
JITSZOL,X,O,O,X,O,X
JITSOLZ,O,O,O,X,O,X
JITSOZL,X,O,O,X,O,X
JITZLSO,O,O,X,X,O,X
JITZLOS,O,O,X,X,O,X
JITZSLO,O,O,O,X,O,X
JITZSOL,O,O,O,X,O,X
JITZOLS,O,O,X,X,X,X
JITZOSL,O,O,O,X,O,X
JITOLSZ,O,O,O,X,O,X
JITOLZS,O,O,X,X,O,X
JITOSLZ,O,O,O,X,O,X
JITOSZL,X,O,O,X,O,X
JITOZLS,O,O,X,X,X,X
JITOZSL,O,O,O,X,O,X
JILTSZO,O,O,O,O,O,X
JILTSOZ,O,O,O,O,O,X
JILTZSO,O,O,X,O,O,X
JILTZOS,O,O,X,O,O,X
JILTOSZ,O,O,O,O,O,X
JILTOZS,O,O,X,O,O,X
JILSTZO,O,O,O,O,O,X
JILSTOZ,O,O,O,O,O,X
JILSZTO,O,O,O,O,O,X
JILSZOT,O,O,X,O,O,X
JILSOTZ,X,O,O,O,O,X
JILSOZT,O,O,X,O,O,X
JILZTSO,O,O,X,O,O,X
JILZTOS,O,O,X,O,O,X
JILZSTO,O,O,X,O,O,X
JILZSOT,O,O,X,O,O,X
JILZOTS,O,O,X,O,O,X
JILZOST,O,O,X,O,O,X
JILOTSZ,X,O,X,O,O,X
JILOTZS,X,O,X,O,O,X
JILOSTZ,X,O,X,O,O,X
JILOSZT,O,O,X,O,O,X
JILOZTS,O,O,X,O,O,X
JILOZST,O,O,X,O,O,X
JISTLZO,O,O,O,X,O,X
JISTLOZ,O,O,O,X,O,X
JISTZLO,X,O,O,X,O,X
JISTZOL,X,O,O,X,O,X
JISTOLZ,O,O,O,X,O,X
JISTOZL,X,O,O,X,O,X
JISLTZO,O,O,O,O,O,X
JISLTOZ,O,O,O,O,O,X
JISLZTO,O,O,O,O,O,X
JISLZOT,O,O,X,O,O,X
JISLOTZ,X,O,O,O,O,X
JISLOZT,O,O,X,O,O,X
JISZTLO,X,O,O,O,O,X
JISZTOL,X,O,O,X,O,X
JISZLTO,X,O,O,O,O,X
JISZLOT,X,O,X,O,O,X
JISZOTL,X,O,X,X,O,X
JISZOLT,X,O,X,X,O,X
JISOTLZ,X,O,O,X,O,X
JISOTZL,X,O,O,X,O,X
JISOLTZ,X,O,O,X,O,X
JISOLZT,X,O,X,X,O,X
JISOZTL,X,O,X,X,O,X
JISOZLT,X,O,X,X,O,X
JIZTLSO,O,O,X,O,O,X
JIZTLOS,O,O,X,O,O,X
JIZTSLO,O,O,O,O,O,X
JIZTSOL,O,O,O,X,O,X
JIZTOLS,O,O,X,O,X,X
JIZTOSL,O,O,O,O,O,X
JIZLTSO,O,O,X,O,O,X
JIZLTOS,O,O,X,O,O,X
JIZLSTO,O,O,X,O,O,X
JIZLSOT,O,O,X,O,O,X
JIZLOTS,O,O,X,O,O,X
JIZLOST,O,O,X,O,O,X
JIZSTLO,O,O,O,O,O,X
JIZSTOL,O,O,O,X,O,X
JIZSLTO,O,O,O,O,O,X
JIZSLOT,O,O,X,O,O,X
JIZSOTL,X,O,X,X,O,X
JIZSOLT,X,O,X,X,O,X
JIZOTLS,O,O,X,O,X,X
JIZOTSL,O,O,X,O,O,X
JIZOLTS,O,O,X,O,O,X
JIZOLST,O,O,X,O,O,X
JIZOSTL,X,O,X,O,O,X
JIZOSLT,X,O,X,O,O,X
JIOTLSZ,X,O,O,O,O,X
JIOTLZS,X,O,X,O,O,X
JIOTSLZ,X,O,O,X,O,X
JIOTSZL,X,O,O,X,O,X
JIOTZLS,X,O,X,O,X,X
JIOTZSL,X,O,O,O,O,X
JIOLTSZ,X,O,X,O,O,X
JIOLTZS,X,O,X,O,O,X
JIOLSTZ,X,O,X,O,O,X
JIOLSZT,X,O,X,O,O,X
JIOLZTS,X,O,X,O,O,X
JIOLZST,X,O,X,O,O,X
JIOSTLZ,X,O,O,X,O,X
JIOSTZL,X,O,O,X,O,X
JIOSLTZ,X,O,O,O,O,X
JIOSLZT,X,O,X,O,O,X
JIOSZTL,X,O,X,O,O,X
JIOSZLT,X,O,X,O,O,X
JIOZTLS,X,O,X,O,X,X
JIOZTSL,X,O,X,O,O,X
JIOZLTS,X,O,X,O,O,X
JIOZLST,X,O,X,O,O,X
JIOZSTL,X,O,X,O,O,X
JIOZSLT,X,O,X,O,O,X
JLTISZO,O,O,O,O,O,O
JLTISOZ,O,O,O,O,O,O
JLTIZSO,O,O,X,O,O,X
JLTIZOS,O,O,X,O,O,X
JLTIOSZ,O,O,O,O,O,X
JLTIOZS,O,O,X,O,O,X
JLTSIZO,O,O,O,O,O,O
JLTSIOZ,O,O,O,O,O,O
JLTSZIO,O,O,O,O,O,O
JLTSZOI,O,O,O,O,O,O
JLTSOIZ,O,O,O,O,O,O
JLTSOZI,O,O,O,O,O,O
JLTZISO,O,O,X,O,O,O
JLTZIOS,O,O,X,O,O,X
JLTZSIO,O,O,X,O,O,O
JLTZSOI,O,O,X,O,O,O
JLTZOIS,O,O,X,O,O,X
JLTZOSI,O,O,X,O,O,X
JLTOISZ,O,O,O,O,O,X
JLTOIZS,O,O,X,O,O,X
JLTOSIZ,O,O,O,O,O,X
JLTOSZI,O,O,O,O,O,X
JLTOZIS,O,O,X,O,O,X
JLTOZSI,O,O,X,O,O,X
JLITSZO,O,O,O,O,O,X
JLITSOZ,O,O,O,O,O,X
JLITZSO,O,O,X,O,O,X
JLITZOS,O,O,X,O,O,X
JLITOSZ,O,O,O,O,O,X
JLITOZS,O,O,X,O,O,X
JLISTZO,O,O,O,O,O,X
JLISTOZ,O,O,O,O,O,X
JLISZTO,O,O,O,O,O,X
JLISZOT,O,O,X,O,O,X
JLISOTZ,X,O,O,O,O,X
JLISOZT,O,O,X,O,O,X
JLIZTSO,O,O,X,O,O,X
JLIZTOS,O,O,X,O,O,X
JLIZSTO,O,O,X,O,O,X
JLIZSOT,O,O,X,O,O,X
JLIZOTS,O,O,X,O,O,X
JLIZOST,O,O,X,O,O,X
JLIOTSZ,X,O,X,O,O,X
JLIOTZS,X,O,X,O,O,X
JLIOSTZ,X,O,X,O,O,X
JLIOSZT,O,O,X,O,O,X
JLIOZTS,O,O,X,O,O,X
JLIOZST,O,O,X,O,O,X
JLSTIZO,O,O,O,O,O,O
JLSTIOZ,O,O,O,O,O,O
JLSTZIO,O,O,O,O,O,O
JLSTZOI,O,O,O,O,O,O
JLSTOIZ,O,O,O,O,O,O
JLSTOZI,O,O,O,O,O,O
JLSITZO,O,O,O,O,O,O
JLSITOZ,O,O,O,O,O,O
JLSIZTO,O,O,O,O,O,O
JLSIZOT,O,O,X,O,O,X
JLSIOTZ,X,O,O,O,O,O
JLSIOZT,O,O,X,O,O,X
JLSZTIO,O,O,O,O,O,O
JLSZTOI,O,O,O,O,O,O
JLSZITO,O,O,O,O,O,O
JLSZIOT,O,O,X,O,O,X
JLSZOTI,O,O,X,O,O,O
JLSZOIT,O,O,X,O,O,X
JLSOTIZ,X,O,O,O,O,O
JLSOTZI,X,O,O,O,O,O
JLSOITZ,X,O,O,O,O,O
JLSOIZT,O,O,X,O,O,X
JLSOZTI,O,O,X,O,O,O
JLSOZIT,O,O,X,O,O,X
JLZTISO,O,O,X,O,O,O
JLZTIOS,O,O,X,O,O,X
JLZTSIO,O,O,X,O,O,O
JLZTSOI,O,O,X,O,O,O
JLZTOIS,O,O,X,O,O,X
JLZTOSI,O,O,X,O,O,X
JLZITSO,O,O,X,O,O,X
JLZITOS,O,O,X,O,O,X
JLZISTO,O,O,X,O,O,X
JLZISOT,O,O,X,O,O,X
JLZIOTS,O,O,X,O,O,X
JLZIOST,O,O,X,O,O,X
JLZSTIO,O,O,X,O,O,O
JLZSTOI,O,O,X,O,O,O
JLZSITO,O,O,X,O,O,O
JLZSIOT,O,O,X,O,O,X
JLZSOTI,O,O,X,O,O,O
JLZSOIT,O,O,X,O,O,X
JLZOTIS,O,O,X,O,O,X
JLZOTSI,O,O,X,O,O,X
JLZOITS,O,O,X,O,O,X
JLZOIST,O,O,X,O,O,X
JLZOSTI,O,O,X,O,O,X
JLZOSIT,O,O,X,O,O,X
JLOTISZ,X,O,X,O,O,O
JLOTIZS,X,O,X,O,O,X
JLOTSIZ,X,O,X,O,O,O
JLOTSZI,X,O,X,O,O,O
JLOTZIS,X,O,X,O,O,O
JLOTZSI,X,O,X,O,O,O
JLOITSZ,X,O,X,O,O,X
JLOITZS,X,O,X,O,O,X
JLOISTZ,X,O,X,O,O,X
JLOISZT,O,O,X,O,O,X
JLOIZTS,O,O,X,O,O,X
JLOIZST,O,O,X,O,O,X
JLOSTIZ,X,O,X,O,O,O
JLOSTZI,X,O,X,O,O,O
JLOSITZ,X,O,X,O,O,O
JLOSIZT,O,O,X,O,O,X
JLOSZTI,O,O,X,O,O,O
JLOSZIT,O,O,X,O,O,X
JLOZTIS,O,O,X,O,O,X
JLOZTSI,O,O,X,O,O,X
JLOZITS,O,O,X,O,O,X
JLOZIST,O,O,X,O,O,X
JLOZSTI,O,O,X,O,O,X
JLOZSIT,O,O,X,O,O,X
JSTILZO,O,O,O,X,O,O
JSTILOZ,O,O,O,X,O,O
JSTIZLO,X,O,O,X,O,O
JSTIZOL,X,O,O,X,O,O
JSTIOLZ,O,O,O,X,O,O
JSTIOZL,X,O,O,X,O,O
JSTLIZO,O,O,O,X,O,O
JSTLIOZ,O,O,O,X,O,O
JSTLZIO,O,O,O,X,O,O
JSTLZOI,O,O,O,X,O,O
JSTLOIZ,O,O,O,X,O,O
JSTLOZI,O,O,O,X,O,O
JSTZILO,X,O,O,X,O,O
JSTZIOL,X,O,O,X,O,O
JSTZLIO,X,O,O,X,O,O
JSTZLOI,X,O,O,X,O,O
JSTZOIL,X,O,O,X,O,O
JSTZOLI,X,O,O,X,X,X
JSTOILZ,O,O,O,X,O,O
JSTOIZL,X,O,O,X,O,O
JSTOLIZ,O,O,O,X,O,O
JSTOLZI,O,O,O,X,O,O
JSTOZIL,X,O,O,X,O,O
JSTOZLI,X,O,O,X,X,O
JSITLZO,O,O,O,X,O,O
JSITLOZ,O,O,O,X,O,O
JSITZLO,X,O,O,X,O,O
JSITZOL,X,O,O,X,O,O
JSITOLZ,O,O,O,X,O,O
JSITOZL,X,O,O,X,O,O
JSILTZO,O,O,O,O,O,O
JSILTOZ,O,O,O,O,O,O
JSILZTO,O,O,O,O,O,O
JSILZOT,O,O,X,O,O,X
JSILOTZ,X,O,O,O,O,O
JSILOZT,O,O,X,O,O,X
JSIZTLO,X,O,O,O,O,O
JSIZTOL,X,O,O,X,O,O
JSIZLTO,X,O,O,O,O,X
JSIZLOT,X,O,X,O,O,X
JSIZOTL,X,O,X,X,O,X
JSIZOLT,X,O,X,X,O,X
JSIOTLZ,X,O,O,X,O,O
JSIOTZL,X,O,O,X,O,O
JSIOLTZ,X,O,O,X,O,O
JSIOLZT,X,O,X,X,O,X
JSIOZTL,X,O,X,X,O,X
JSIOZLT,X,O,X,X,O,X
JSLTIZO,O,O,O,O,O,O
JSLTIOZ,O,O,O,O,O,O
JSLTZIO,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O
JSLTOIZ,O,O,O,O,O,O
JSLTOZI,O,O,O,O,O,O
JSLITZO,O,O,O,O,O,O
JSLITOZ,O,O,O,O,O,O
JSLIZTO,O,O,O,O,O,O
JSLIZOT,O,O,X,O,O,X
JSLIOTZ,X,O,O,O,O,O
JSLIOZT,O,O,X,O,O,X
JSLZTIO,O,O,O,O,O,O
JSLZTOI,O,O,O,O,O,O
JSLZITO,O,O,O,O,O,O
JSLZIOT,O,O,X,O,O,X
JSLZOTI,O,O,X,O,O,O
JSLZOIT,O,O,X,O,O,X
JSLOTIZ,X,O,O,O,O,O
JSLOTZI,X,O,O,O,O,O
JSLOITZ,X,O,O,O,O,O
JSLOIZT,O,O,X,O,O,X
JSLOZTI,O,O,X,O,O,O
JSLOZIT,O,O,X,O,O,X
JSZTILO,X,O,O,O,O,O
JSZTIOL,X,O,O,X,O,O
JSZTLIO,X,O,O,O,O,O
JSZTLOI,X,O,O,O,O,O
JSZTOIL,X,O,O,X,O,O
JSZTOLI,X,O,O,X,X,X
JSZITLO,X,O,O,O,O,O
JSZITOL,X,O,O,X,O,O
JSZILTO,X,O,O,O,O,X
JSZILOT,X,O,X,O,O,X
JSZIOTL,X,O,X,X,O,X
JSZIOLT,X,O,X,X,O,X
JSZLTIO,X,O,O,O,O,O
JSZLTOI,X,O,O,O,O,O
JSZLITO,X,O,O,O,O,O
JSZLIOT,X,O,X,O,O,X
JSZLOTI,X,O,X,O,O,O
JSZLOIT,X,O,X,O,O,X
JSZOTIL,X,O,X,X,O,O
JSZOTLI,X,O,X,X,X,O
JSZOITL,X,O,X,X,O,X
JSZOILT,X,O,X,X,O,X
JSZOLTI,X,O,X,X,O,O
JSZOLIT,X,O,X,X,O,X
JSOTILZ,X,O,O,X,O,O
JSOTIZL,X,O,O,X,O,O
JSOTLIZ,X,O,O,X,O,O
JSOTLZI,X,O,O,X,O,O
JSOTZIL,X,O,O,X,O,O
JSOTZLI,X,O,O,X,X,O
JSOITLZ,X,O,O,X,O,O
JSOITZL,X,O,O,X,O,O
JSOILTZ,X,O,O,X,O,O
JSOILZT,X,O,X,X,O,X
JSOIZTL,X,O,X,X,O,X
JSOIZLT,X,O,X,X,O,X
JSOLTIZ,X,O,O,X,O,O
JSOLTZI,X,O,O,X,O,O
JSOLITZ,X,O,O,X,O,O
JSOLIZT,X,O,X,X,O,X
JSOLZTI,X,O,X,X,O,O
JSOLZIT,X,O,X,X,O,X
JSOZTIL,X,O,X,X,O,O
JSOZTLI,X,O,X,X,X,O
JSOZITL,X,O,X,X,O,X
JSOZILT,X,O,X,X,O,X
JSOZLTI,X,O,X,X,O,O
JSOZLIT,X,O,X,X,O,X
JZTILSO,O,O,X,O,O,X
JZTILOS,O,O,X,O,O,X
JZTISLO,O,O,O,O,O,O
JZTISOL,O,O,O,X,O,O
JZTIOLS,O,O,X,O,X,X
JZTIOSL,O,O,O,O,O,X
JZTLISO,O,O,X,O,O,O
JZTLIOS,O,O,X,O,O,X
JZTLSIO,O,O,X,O,O,O
JZTLSOI,O,O,X,O,O,O
JZTLOIS,O,O,X,O,O,X
JZTLOSI,O,O,X,O,O,X
JZTSILO,O,O,O,O,O,O
JZTSIOL,O,O,O,X,O,O
JZTSLIO,O,O,O,O,O,O
JZTSLOI,O,O,O,O,O,O
JZTSOIL,O,O,O,X,O,O
JZTSOLI,O,O,O,X,X,X
JZTOILS,O,O,X,O,X,X
JZTOISL,O,O,O,O,O,X
JZTOLIS,O,O,X,O,X,X
JZTOLSI,O,O,X,O,X,X
JZTOSIL,O,O,O,O,O,X
JZTOSLI,O,O,O,O,X,X
JZITLSO,O,O,X,O,O,X
JZITLOS,O,O,X,O,O,X
JZITSLO,O,O,O,O,O,X
JZITSOL,O,O,O,X,O,X
JZITOLS,O,O,X,O,X,X
JZITOSL,O,O,O,O,O,X
JZILTSO,O,O,X,O,O,X
JZILTOS,O,O,X,O,O,X
JZILSTO,O,O,X,O,O,X
JZILSOT,O,O,X,O,O,X
JZILOTS,O,O,X,O,O,X
JZILOST,O,O,X,O,O,X
JZISTLO,O,O,O,O,O,X
JZISTOL,O,O,O,X,O,X
JZISLTO,O,O,O,O,O,X
JZISLOT,O,O,X,O,O,X
JZISOTL,X,O,X,X,O,X
JZISOLT,X,O,X,X,O,X
JZIOTLS,O,O,X,O,X,X
JZIOTSL,O,O,X,O,O,X
JZIOLTS,O,O,X,O,O,X
JZIOLST,O,O,X,O,O,X
JZIOSTL,X,O,X,O,O,X
JZIOSLT,X,O,X,O,O,X
JZLTISO,O,O,X,O,O,O
JZLTIOS,O,O,X,O,O,X
JZLTSIO,O,O,X,O,O,O
JZLTSOI,O,O,X,O,O,O
JZLTOIS,O,O,X,O,O,X
JZLTOSI,O,O,X,O,O,X
JZLITSO,O,O,X,O,O,X
JZLITOS,O,O,X,O,O,X
JZLISTO,O,O,X,O,O,X
JZLISOT,O,O,X,O,O,X
JZLIOTS,O,O,X,O,O,X
JZLIOST,O,O,X,O,O,X
JZLSTIO,O,O,X,O,O,O
JZLSTOI,O,O,X,O,O,O
JZLSITO,O,O,X,O,O,O
JZLSIOT,O,O,X,O,O,X
JZLSOTI,O,O,X,O,O,O
JZLSOIT,O,O,X,O,O,X
JZLOTIS,O,O,X,O,O,X
