sequence,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeT/IvhFlgBanB5oB/?qBOrB0pB,v115@EhB8HeB8FeA8AeB8AeA8DeD8Kem/IvhFUhBanB5oBT?kBfrBVvB,v115@EhB8HeB8FeA8AeB8AeA8DeD8Ke0/IvhFlgBanB5oB/?pBOrBTqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeUBJvhFanB5oB/pBF?lBzqBmpB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeT/IvhFanB5oB/qBF?mB0pBmqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeOEJvhF8kBanB5oBF?mBXqBzqB,v115@EhB8HeB8FeA8AeB8AeA8DeD8KeaHJvhF5oBTkB/qBF?mB0pBmqB
JLIOZTS,O,O,O,X,X,X,X
JLIOZST,O,X,O,O,X,X,X
JLSTIZO,O,X,O,X,O,O,X
JLSTIOZ,O,X,O,X,X,X,O
JLSTZIO,O,X,O,X,O,O,X
JLSTZOI,O,X,O,X,O,O,X
JLSTOIZ,O,X,O,X,X,X,O
JLSTOZI,O,X,O,X,X,X,X
JLSITZO,O,X,O,X,O,O,X
JLSITOZ,O,X,O,X,X,X,O
JLSIZTO,O,X,O,X,O,O,X
JLSIZOT,O,X,O,X,O,O,X
JLSIOTZ,O,X,O,O,X,X,O
JLSIOZT,O,X,O,O,X,X,X
JLSZTIO,O,X,O,X,O,O,X
JLSZTOI,O,X,O,X,O,O,X
JLSZITO,O,X,O,X,O,O,X
JLSZIOT,O,X,O,X,O,O,X
JLSZOTI,O,X,O,X,O,O,X
JLSZOIT,O,X,O,X,O,O,X
JLSOTIZ,O,X,O,O,X,X,O
JLSOTZI,O,X,O,O,X,X,X
JLSOITZ,O,X,O,O,X,X,O
JLSOIZT,O,X,O,O,X,X,X
JLSOZTI,O,X,O,O,X,X,X
JLSOZIT,O,X,O,O,X,X,X
JLZTISO,O,X,O,X,X,X,X
JLZTIOS,O,X,O,X,X,X,X
JLZTSIO,O,X,O,X,X,X,X
JLZTSOI,O,X,O,X,X,X,X
JLZTOIS,O,X,O,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X
JLZITSO,O,X,O,X,X,X,X
JLZITOS,O,X,O,X,X,X,X
JLZISTO,O,X,O,X,O,X,X
JLZISOT,O,X,O,X,O,X,X
JLZIOTS,O,X,O,X,X,X,X
JLZIOST,O,X,O,O,O,X,X
JLZSTIO,O,X,O,X,O,X,X
JLZSTOI,O,X,O,X,O,X,X
JLZSITO,O,X,O,X,O,X,X
JLZSIOT,O,X,O,X,O,X,X
JLZSOTI,O,X,O,X,O,X,X
JLZSOIT,O,X,O,X,O,X,X
JLZOTIS,O,X,O,X,X,X,X
JLZOTSI,O,X,O,X,X,X,X
JLZOITS,O,X,O,X,X,X,X
JLZOIST,O,X,O,O,O,X,X
JLZOSTI,O,X,O,O,O,X,X
JLZOSIT,O,X,O,O,O,X,X
JLOTISZ,O,O,O,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X
JLOTSIZ,O,O,O,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X
JLOTZSI,X,O,O,X,X,X,X
JLOITSZ,O,O,O,X,X,X,X
JLOITZS,X,O,O,X,X,X,X
JLOISTZ,O,O,O,O,X,X,O
JLOISZT,O,X,O,O,X,X,X
JLOIZTS,O,O,O,X,X,X,X
JLOIZST,O,X,O,O,X,X,X
JLOSTIZ,O,O,O,O,X,X,O
JLOSTZI,O,O,O,O,X,X,X
JLOSITZ,O,O,O,O,X,X,O
JLOSIZT,O,X,O,O,X,X,X
JLOSZTI,O,X,O,O,X,X,X
JLOSZIT,O,X,O,O,X,X,X
JLOZTIS,O,O,O,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,X
JLOZIST,O,X,O,O,X,X,X
JLOZSTI,O,X,O,O,X,X,X
JLOZSIT,O,X,O,O,X,X,X
JSTILZO,O,X,O,X,O,O,X
JSTILOZ,O,X,O,X,X,X,O
JSTIZLO,O,X,O,X,O,O,X
JSTIZOL,O,X,O,X,O,O,X
JSTIOLZ,O,X,O,X,X,X,O
JSTIOZL,O,X,O,X,X,X,X
JSTLIZO,O,X,O,X,O,O,X
JSTLIOZ,O,X,O,X,X,X,O
JSTLZIO,O,X,O,X,O,O,X
JSTLZOI,O,X,O,X,O,O,X
JSTLOIZ,O,X,O,X,X,X,O
JSTLOZI,O,X,O,X,X,X,X
JSTZILO,O,X,O,X,O,O,X
JSTZIOL,O,X,O,X,O,O,X
JSTZLIO,O,X,O,X,O,O,X
JSTZLOI,O,X,O,X,O,O,X
JSTZOIL,O,X,O,X,O,O,X
JSTZOLI,O,X,O,X,O,O,X
JSTOILZ,O,X,O,X,X,X,O
JSTOIZL,O,X,O,X,X,X,X
JSTOLIZ,O,X,O,X,X,X,O
JSTOLZI,O,X,O,X,X,X,X
JSTOZIL,O,X,O,X,X,X,X
JSTOZLI,O,X,O,X,X,X,X
JSITLZO,O,X,O,X,O,O,X
JSITLOZ,O,X,O,X,X,X,O
JSITZLO,O,X,O,X,O,O,X
JSITZOL,O,X,O,X,O,O,X
JSITOLZ,O,X,O,X,X,X,O
JSITOZL,O,X,O,X,X,X,X
JSILTZO,O,X,O,X,O,O,X
JSILTOZ,O,X,O,X,X,X,O
JSILZTO,O,X,O,X,O,O,X
JSILZOT,O,X,O,X,O,O,X
JSILOTZ,O,X,O,O,X,X,O
JSILOZT,O,X,O,O,X,X,X
JSIZTLO,O,X,O,X,O,O,X
JSIZTOL,O,X,O,X,O,O,X
JSIZLTO,O,X,O,X,O,O,X
JSIZLOT,O,X,O,X,O,O,X
JSIZOTL,O,X,O,X,O,O,X
JSIZOLT,O,X,O,X,O,O,X
JSIOTLZ,O,X,O,O,X,X,O
JSIOTZL,O,X,O,O,X,X,X
JSIOLTZ,O,X,O,O,X,X,O
JSIOLZT,O,X,O,O,X,X,X
JSIOZTL,O,X,O,O,X,X,X
JSIOZLT,O,X,O,O,X,X,X
JSLTIZO,O,X,O,X,O,O,X
JSLTIOZ,O,X,O,X,X,X,O
JSLTZIO,O,X,O,X,O,O,X
JSLTZOI,O,X,O,X,O,O,X
JSLTOIZ,O,X,O,X,X,X,O
JSLTOZI,O,X,O,X,X,X,X
JSLITZO,O,X,O,X,O,O,X
JSLITOZ,O,X,O,X,X,X,O
JSLIZTO,O,X,O,X,O,O,X
JSLIZOT,O,X,O,X,O,O,X
JSLIOTZ,O,X,O,O,X,X,O
JSLIOZT,O,X,O,O,X,X,X
JSLZTIO,O,X,O,X,O,O,X
JSLZTOI,O,X,O,X,O,O,X
JSLZITO,O,X,O,X,O,O,X
JSLZIOT,O,X,O,X,O,O,X
JSLZOTI,O,X,O,X,O,O,X
JSLZOIT,O,X,O,X,O,O,X
JSLOTIZ,O,X,O,O,X,X,O
JSLOTZI,O,X,O,O,X,X,X
JSLOITZ,O,X,O,O,X,X,O
JSLOIZT,O,X,O,O,X,X,X
JSLOZTI,O,X,O,O,X,X,X
JSLOZIT,O,X,O,O,X,X,X
JSZTILO,O,X,O,X,O,O,X
JSZTIOL,O,X,O,X,O,O,X
JSZTLIO,O,X,O,X,O,O,X
JSZTLOI,O,X,O,X,O,O,X
JSZTOIL,O,X,O,X,O,O,X
JSZTOLI,O,X,O,X,O,O,X
JSZITLO,O,X,O,X,O,O,X
JSZITOL,O,X,O,X,O,O,X
JSZILTO,O,X,O,X,O,O,X
JSZILOT,O,X,O,X,O,O,X
JSZIOTL,O,X,O,X,O,O,X
JSZIOLT,O,X,O,X,O,O,X
JSZLTIO,O,X,O,X,O,O,X
JSZLTOI,O,X,O,X,O,O,X
JSZLITO,O,X,O,X,O,O,X
JSZLIOT,O,X,O,X,O,O,X
JSZLOTI,O,X,O,X,O,O,X
JSZLOIT,O,X,O,X,O,O,X
JSZOTIL,O,X,O,X,O,O,X
JSZOTLI,O,X,O,X,O,O,X
JSZOITL,O,X,O,X,O,O,X
JSZOILT,O,X,O,X,O,O,X
JSZOLTI,O,X,O,X,O,O,X
JSZOLIT,O,X,O,X,O,O,X
JSOTILZ,O,X,O,O,X,X,O
JSOTIZL,O,X,O,O,X,X,X
JSOTLIZ,O,X,O,O,X,X,O
JSOTLZI,O,X,O,O,X,X,X
JSOTZIL,O,X,O,O,X,X,X
JSOTZLI,O,X,O,O,X,X,X
JSOITLZ,O,X,O,O,X,X,O
JSOITZL,O,X,O,O,X,X,X
JSOILTZ,O,X,O,O,X,X,O
JSOILZT,O,X,O,O,X,X,X
JSOIZTL,O,X,O,O,X,X,X
JSOIZLT,O,X,O,O,X,X,X
JSOLTIZ,O,X,O,O,X,X,O
JSOLTZI,O,X,O,O,X,X,X
JSOLITZ,O,X,O,O,X,X,O
JSOLIZT,O,X,O,O,X,X,X
JSOLZTI,O,X,O,O,X,X,X
JSOLZIT,O,X,O,O,X,X,X
JSOZTIL,O,X,O,O,X,X,X
JSOZTLI,O,X,O,O,X,X,X
JSOZITL,O,X,O,O,X,X,X
JSOZILT,O,X,O,O,X,X,X
JSOZLTI,O,X,O,O,X,X,X
JSOZLIT,O,X,O,O,X,X,X
JZTILSO,O,X,O,X,X,X,X
JZTILOS,O,X,O,X,X,X,X
JZTISLO,O,X,O,X,X,X,X
JZTISOL,O,X,O,X,X,X,X
JZTIOLS,O,X,O,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X
JZTLISO,O,X,O,X,X,X,X
JZTLIOS,O,X,O,X,X,X,X
JZTLSIO,O,X,O,X,X,X,X
JZTLSOI,O,X,O,X,X,X,X
JZTLOIS,O,X,O,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X
JZTSILO,O,X,O,X,X,X,X
JZTSIOL,O,X,O,X,X,X,X
JZTSLIO,O,X,O,X,X,X,X
JZTSLOI,O,X,O,X,X,X,X
JZTSOIL,O,X,O,X,X,X,X
JZTSOLI,O,X,O,X,X,X,X
JZTOILS,O,X,O,X,X,X,X
JZTOISL,O,X,O,X,X,X,X
JZTOLIS,O,X,O,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X
JZITLSO,O,X,O,X,X,X,X
JZITLOS,O,X,O,X,X,X,X
JZITSLO,O,X,O,X,X,X,X
JZITSOL,O,X,O,X,X,X,X
JZITOLS,O,X,O,X,X,X,X
JZITOSL,O,X,O,X,X,X,X
JZILTSO,O,X,O,X,X,X,X
JZILTOS,O,X,O,X,X,X,X
JZILSTO,O,X,O,X,O,X,X
JZILSOT,O,X,O,X,O,X,X
JZILOTS,O,X,O,X,X,X,X
JZILOST,O,X,O,O,O,X,X
JZISTLO,O,X,O,X,O,X,X
JZISTOL,O,X,O,X,O,X,X
JZISLTO,O,X,O,X,O,X,X
JZISLOT,O,X,O,X,O,X,X
JZISOTL,O,X,O,X,O,X,X
JZISOLT,O,X,O,X,O,X,X
JZIOTLS,O,X,O,X,X,X,X
JZIOTSL,O,X,O,X,X,X,X
JZIOLTS,O,X,O,X,X,X,X
JZIOLST,O,X,O,O,O,X,X
JZIOSTL,O,X,O,O,O,X,X
JZIOSLT,O,X,O,O,O,X,X
JZLTISO,O,X,O,X,X,X,X
JZLTIOS,O,X,O,X,X,X,X
JZLTSIO,O,X,O,X,X,X,X
JZLTSOI,O,X,O,X,X,X,X
JZLTOIS,O,X,O,X,X,X,X
JZLTOSI,O,X,O,X,X,X,X
JZLITSO,O,X,O,X,X,X,X
JZLITOS,O,X,O,X,X,X,X
JZLISTO,O,X,O,X,O,X,X
JZLISOT,O,X,O,X,O,X,X
JZLIOTS,O,X,O,X,X,X,X
JZLIOST,O,X,O,O,O,X,X
JZLSTIO,O,X,O,X,O,X,X
JZLSTOI,O,X,O,X,O,X,X
JZLSITO,O,X,O,X,O,X,X
JZLSIOT,O,X,O,X,O,X,X
JZLSOTI,O,X,O,X,O,X,X
JZLSOIT,O,X,O,X,O,X,X
JZLOTIS,O,X,O,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X
JZLOITS,O,X,O,X,X,X,X
JZLOIST,O,X,O,O,O,X,X
JZLOSTI,O,X,O,O,O,X,X
JZLOSIT,O,X,O,O,O,X,X
JZSTILO,O,X,O,X,O,X,X
JZSTIOL,O,X,O,X,O,X,X
JZSTLIO,O,X,O,X,O,X,X
JZSTLOI,O,X,O,X,O,X,X
JZSTOIL,O,X,O,X,O,X,X
JZSTOLI,O,X,O,X,O,X,X
JZSITLO,O,X,O,X,O,X,X
JZSITOL,O,X,O,X,O,X,X
JZSILTO,O,X,O,X,O,X,X
JZSILOT,O,X,O,X,O,X,X
JZSIOTL,O,X,O,X,O,X,X
JZSIOLT,O,X,O,X,O,X,X
JZSLTIO,O,X,O,X,O,X,X
JZSLTOI,O,X,O,X,O,X,X
JZSLITO,O,X,O,X,O,X,X
JZSLIOT,O,X,O,X,O,X,X
JZSLOTI,O,X,O,X,O,X,X
JZSLOIT,O,X,O,X,O,X,X
JZSOTIL,O,X,O,X,O,X,X
JZSOTLI,O,X,O,X,O,X,X
JZSOITL,O,X,O,X,O,X,X
JZSOILT,O,X,O,X,O,X,X
JZSOLTI,O,X,O,X,O,X,X
JZSOLIT,O,X,O,X,O,X,X
JZOTILS,O,X,O,X,X,X,X
JZOTISL,O,X,O,X,X,X,X
JZOTLIS,O,X,O,X,X,X,X
JZOTLSI,O,X,O,X,X,X,X
JZOTSIL,O,X,O,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,X,X
JZOITSL,O,X,O,X,X,X,X
JZOILTS,O,X,O,X,X,X,X
JZOILST,O,X,O,O,O,X,X
JZOISTL,O,X,O,O,O,X,X
JZOISLT,O,X,O,O,O,X,X
JZOLTIS,O,X,O,X,X,X,X
JZOLTSI,O,X,O,X,X,X,X
JZOLITS,O,X,O,X,X,X,X
JZOLIST,O,X,O,O,O,X,X
JZOLSTI,O,X,O,O,O,X,X
JZOLSIT,O,X,O,O,O,X,X
JZOSTIL,O,X,O,O,O,X,X
JZOSTLI,O,X,O,O,O,X,X
JZOSITL,O,X,O,O,O,X,X
JZOSILT,O,X,O,O,O,X,X
JZOSLTI,O,X,O,O,O,X,X
JZOSLIT,O,X,O,O,O,X,X
JOTILSZ,O,O,O,X,X,X,X
JOTILZS,X,O,O,X,X,X,X
JOTISLZ,O,O,O,X,X,X,X
JOTISZL,O,O,O,X,X,X,X
JOTIZLS,X,O,O,X,X,X,X
JOTIZSL,X,O,O,X,X,X,X
JOTLISZ,O,O,O,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,X
JOTLSZI,O,O,O,X,X,X,X
JOTLZIS,X,O,O,X,X,X,X
JOTLZSI,X,O,O,X,X,X,X
JOTSILZ,O,O,O,X,X,X,X
JOTSIZL,O,O,O,X,X,X,X
JOTSLIZ,O,O,O,X,X,X,X
JOTSLZI,O,O,O,X,X,X,X
JOTSZIL,O,O,O,X,X,X,X
JOTSZLI,O,O,O,X,X,X,X
JOTZILS,X,O,O,X,X,X,X
JOTZISL,X,O,O,X,X,X,X
JOTZLIS,X,O,O,X,X,X,X
JOTZLSI,X,O,O,X,X,X,X
JOTZSIL,X,O,O,X,X,X,X
JOTZSLI,X,O,O,X,X,X,X
JOITLSZ,O,O,O,X,X,X,X
JOITLZS,X,O,O,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X
JOITSZL,O,O,O,X,X,X,X
JOITZLS,X,O,O,X,X,X,X
JOITZSL,X,O,O,X,X,X,X
JOILTSZ,O,O,O,X,X,X,X
JOILTZS,X,O,O,X,X,X,X
JOILSTZ,O,O,O,O,X,X,O
JOILSZT,O,X,O,O,X,X,X
JOILZTS,O,O,O,X,X,X,X
JOILZST,O,X,O,O,X,X,X
JOISTLZ,O,O,O,O,X,X,O
JOISTZL,O,O,O,O,X,X,X
JOISLTZ,O,O,O,O,X,X,O
JOISLZT,O,X,O,O,X,X,X
JOISZTL,O,X,O,O,X,X,X
JOISZLT,O,X,O,O,X,X,X
JOIZTLS,O,O,O,X,X,X,X
JOIZTSL,O,O,O,X,X,X,X
JOIZLTS,O,O,O,X,X,X,X
JOIZLST,O,X,O,O,X,X,X
JOIZSTL,O,X,O,O,X,X,X
JOIZSLT,O,X,O,O,X,X,X
JOLTISZ,O,O,O,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X
JOLTSIZ,O,O,O,X,X,X,X
JOLTSZI,O,O,O,X,X,X,X
JOLTZIS,X,O,O,X,X,X,X
JOLTZSI,X,O,O,X,X,X,X
JOLITSZ,O,O,O,X,X,X,X
JOLITZS,X,O,O,X,X,X,X
JOLISTZ,O,O,O,O,X,X,O
JOLISZT,O,X,O,O,X,X,X
JOLIZTS,O,O,O,X,X,X,X
JOLIZST,O,X,O,O,X,X,X
JOLSTIZ,O,O,O,O,X,X,O
JOLSTZI,O,O,O,O,X,X,X
JOLSITZ,O,O,O,O,X,X,O
JOLSIZT,O,X,O,O,X,X,X
JOLSZTI,O,X,O,O,X,X,X
JOLSZIT,O,X,O,O,X,X,X
JOLZTIS,O,O,O,X,X,X,X
JOLZTSI,O,O,O,X,X,X,X
JOLZITS,O,O,O,X,X,X,X
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,X,O,O,X,X,X
JOSTILZ,O,O,O,O,X,X,O
JOSTIZL,O,O,O,O,X,X,X
JOSTLIZ,O,O,O,O,X,X,O
JOSTLZI,O,O,O,O,X,X,X
JOSTZIL,O,O,O,O,X,X,X
JOSTZLI,O,O,O,O,X,X,X
JOSITLZ,O,O,O,O,X,X,O
JOSITZL,O,O,O,O,X,X,X
JOSILTZ,O,O,O,O,X,X,O
JOSILZT,O,X,O,O,X,X,X
JOSIZTL,O,X,O,O,X,X,X
JOSIZLT,O,X,O,O,X,X,X
JOSLTIZ,O,O,O,O,X,X,O
JOSLTZI,O,O,O,O,X,X,X
JOSLITZ,O,O,O,O,X,X,O
JOSLIZT,O,X,O,O,X,X,X
JOSLZTI,O,X,O,O,X,X,X
JOSLZIT,O,X,O,O,X,X,X
JOSZTIL,O,X,O,O,X,X,X
JOSZTLI,O,X,O,O,X,X,X
JOSZITL,O,X,O,O,X,X,X
JOSZILT,O,X,O,O,X,X,X
JOSZLTI,O,X,O,O,X,X,X
JOSZLIT,O,X,O,O,X,X,X
JOZTILS,O,O,O,X,X,X,X
JOZTISL,O,O,O,X,X,X,X
JOZTLIS,O,O,O,X,X,X,X
JOZTLSI,O,O,O,X,X,X,X
JOZTSIL,O,O,O,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X
JOZITLS,O,O,O,X,X,X,X
JOZITSL,O,O,O,X,X,X,X
JOZILTS,O,O,O,X,X,X,X
JOZILST,O,X,O,O,X,X,X
JOZISTL,O,X,O,O,X,X,X
JOZISLT,O,X,O,O,X,X,X
JOZLTIS,O,O,O,X,X,X,X
JOZLTSI,O,O,O,X,X,X,X
JOZLITS,O,O,O,X,X,X,X
JOZLIST,O,X,O,O,X,X,X
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,X,O,O,X,X,X
JOZSTIL,O,X,O,O,X,X,X
JOZSTLI,O,X,O,O,X,X,X
JOZSITL,O,X,O,O,X,X,X
JOZSILT,O,X,O,O,X,X,X
JOZSLTI,O,X,O,O,X,X,X
JOZSLIT,O,X,O,O,X,X,X
STILJZO,O,O,O,X,O,O,X
STILJOZ,X,O,O,X,X,X,O
STILZJO,O,O,O,X,O,O,X
STILZOJ,O,O,O,X,O,O,O
STILOJZ,X,O,O,O,X,X,O
STILOZJ,O,O,O,O,O,O,O
STIJLZO,O,O,O,X,O,O,X
STIJLOZ,O,O,O,X,X,X,O
STIJZLO,O,O,O,X,O,O,X
STIJZOL,O,O,O,X,O,O,X
STIJOLZ,O,O,O,X,X,X,O
STIJOZL,O,O,O,X,X,X,X
STIZLJO,O,O,O,X,O,O,X
STIZLOJ,O,O,O,X,O,O,O
STIZJLO,O,O,O,X,O,O,X
STIZJOL,O,O,O,X,O,O,X
STIZOLJ,O,O,O,X,O,O,O
STIZOJL,O,O,O,X,O,O,X
STIOLJZ,X,O,O,O,X,X,O
STIOLZJ,O,O,O,O,O,O,O
STIOJLZ,X,O,O,O,X,X,O
STIOJZL,X,O,O,O,X,X,X
STIOZLJ,O,O,O,O,O,O,O
STIOZJL,O,O,O,O,O,O,X
STLIJZO,O,O,O,X,O,O,X
STLIJOZ,X,O,O,X,X,X,O
STLIZJO,O,O,O,X,O,O,X
STLIZOJ,O,O,O,X,O,O,O
STLIOJZ,X,O,O,O,X,X,O
STLIOZJ,O,O,O,O,O,O,O
STLJIZO,O,O,O,X,O,O,X
STLJIOZ,X,O,O,X,X,X,O
STLJZIO,O,O,O,X,O,O,X
STLJZOI,O,O,O,X,O,O,X
STLJOIZ,X,O,O,X,X,X,O
STLJOZI,X,O,O,X,X,X,X
STLZIJO,O,O,O,X,O,O,X
STLZIOJ,O,O,O,X,O,O,O
STLZJIO,O,O,O,X,O,O,X
STLZJOI,O,O,O,X,O,O,X
STLZOIJ,O,O,O,X,O,O,O
STLZOJI,O,O,O,X,O,O,X
STLOIJZ,X,O,O,O,X,X,O
STLOIZJ,O,O,O,O,O,O,O
STLOJIZ,X,O,O,O,X,X,O
STLOJZI,X,O,O,O,X,X,X
STLOZIJ,O,O,O,O,O,O,O
STLOZJI,O,O,O,O,O,O,X
STJILZO,O,O,O,X,O,O,X
STJILOZ,O,O,O,X,X,X,O
STJIZLO,O,O,O,X,O,O,X
STJIZOL,O,O,O,X,O,O,X
STJIOLZ,O,O,O,X,X,X,O
STJIOZL,O,O,O,X,X,X,X
STJLIZO,O,O,O,X,O,O,X
STJLIOZ,O,O,O,X,X,X,O
STJLZIO,O,O,O,X,O,O,X
STJLZOI,O,O,O,X,O,O,X
STJLOIZ,O,O,O,X,X,X,O
STJLOZI,O,O,O,X,X,X,X
STJZILO,O,O,O,X,O,O,X
STJZIOL,O,O,O,X,O,O,X
STJZLIO,O,O,O,X,O,O,X
STJZLOI,O,O,O,X,O,O,X
STJZOIL,O,O,O,X,O,O,X
STJZOLI,O,O,O,X,O,O,X
STJOILZ,O,O,O,X,X,X,O
STJOIZL,O,O,O,X,X,X,X
STJOLIZ,O,O,O,X,X,X,O
STJOLZI,O,O,O,X,X,X,X
STJOZIL,O,O,O,X,X,X,X
STJOZLI,O,O,O,X,X,X,X
STZILJO,O,O,O,X,O,O,X
STZILOJ,O,O,O,X,O,O,O
STZIJLO,O,O,O,X,O,O,X
STZIJOL,O,O,O,X,O,O,X
STZIOLJ,O,O,O,X,O,O,O
STZIOJL,O,O,O,X,O,O,X
STZLIJO,O,O,O,X,O,O,X
STZLIOJ,O,O,O,X,O,O,O
STZLJIO,O,O,O,X,O,O,X
STZLJOI,O,O,O,X,O,O,X
STZLOIJ,O,O,O,X,O,O,O
STZLOJI,O,O,O,X,O,O,X
STZJILO,O,O,O,X,O,O,X
STZJIOL,O,O,O,X,O,O,X
STZJLIO,O,O,O,X,O,O,X
STZJLOI,O,O,O,X,O,O,X
STZJOIL,O,O,O,X,O,O,X
STZJOLI,O,O,O,X,O,O,X
STZOILJ,O,O,O,X,O,O,O
STZOIJL,O,O,O,X,O,O,X
STZOLIJ,O,O,O,X,O,O,O
STZOLJI,O,O,O,X,O,O,X
STZOJIL,O,O,O,X,O,O,X
STZOJLI,O,O,O,X,O,O,X
STOILJZ,X,O,O,O,X,X,O
STOILZJ,O,O,O,O,O,O,O
STOIJLZ,X,O,O,O,X,X,O
STOIJZL,X,O,O,O,X,X,X
STOIZLJ,O,O,O,O,O,O,O
STOIZJL,O,O,O,O,O,O,X
STOLIJZ,X,O,O,O,X,X,O
STOLIZJ,O,O,O,O,O,O,O
STOLJIZ,X,O,O,O,X,X,O
STOLJZI,X,O,O,O,X,X,X
STOLZIJ,O,O,O,O,O,O,O
STOLZJI,O,O,O,O,O,O,X
STOJILZ,X,O,O,O,X,X,O
STOJIZL,X,O,O,O,X,X,X
STOJLIZ,X,O,O,O,X,X,O
STOJLZI,X,O,O,O,X,X,X
STOJZIL,X,O,O,O,X,X,X
STOJZLI,X,O,O,O,X,X,X
STOZILJ,O,O,O,O,O,O,O
STOZIJL,O,O,O,O,O,O,X
STOZLIJ,O,O,O,O,O,O,O
STOZLJI,O,O,O,O,O,O,X
STOZJIL,O,O,O,O,O,O,X
STOZJLI,O,O,O,O,O,O,X
SITLJZO,O,O,O,X,O,O,X
SITLJOZ,X,O,O,X,X,X,O
SITLZJO,O,O,O,X,O,O,X
SITLZOJ,O,O,O,X,O,O,O
SITLOJZ,X,O,O,O,X,X,O
SITLOZJ,O,O,O,O,O,O,O
SITJLZO,O,O,O,X,O,O,X
SITJLOZ,O,O,O,X,X,X,O
SITJZLO,O,O,O,X,O,O,X
SITJZOL,O,O,O,X,O,O,X
SITJOLZ,O,O,O,X,X,X,O
SITJOZL,O,O,O,X,X,X,X
SITZLJO,O,O,O,X,O,O,X
SITZLOJ,O,O,O,X,O,O,O
SITZJLO,O,O,O,X,O,O,X
SITZJOL,O,O,O,X,O,O,X
SITZOLJ,O,O,O,X,O,O,O
SITZOJL,O,O,O,X,O,O,X
SITOLJZ,X,O,O,O,X,X,O
SITOLZJ,O,O,O,O,O,O,O
SITOJLZ,X,O,O,O,X,X,O
SITOJZL,X,O,O,O,X,X,X
SITOZLJ,O,O,O,O,O,O,O
SITOZJL,O,O,O,O,O,O,X
SILTJZO,O,O,O,X,O,O,X
SILTJOZ,X,O,O,X,X,X,O
SILTZJO,O,O,O,X,O,O,X
SILTZOJ,O,O,O,X,O,O,O
SILTOJZ,X,O,O,O,X,X,O
SILTOZJ,O,O,O,O,O,O,O
SILJTZO,O,X,O,X,O,O,X
SILJTOZ,O,X,O,X,X,X,O
SILJZTO,O,X,O,X,O,O,X
SILJZOT,O,X,O,X,O,O,X
SILJOTZ,O,X,O,O,X,X,O
SILJOZT,O,X,O,O,X,X,X
SILZTJO,O,X,O,X,O,O,X
SILZTOJ,O,X,O,X,O,O,O
SILZJTO,O,X,O,X,O,O,X
SILZJOT,O,X,O,X,O,O,X
SILZOTJ,O,X,O,O,O,O,O
SILZOJT,O,X,O,O,O,O,X
SILOTJZ,X,O,O,O,X,X,O
SILOTZJ,O,O,O,O,O,O,O
SILOJTZ,X,O,O,O,X,X,O
SILOJZT,X,X,O,O,X,X,X
SILOZTJ,O,X,O,O,O,O,O
SILOZJT,O,X,O,O,O,O,X
SIJTLZO,O,X,O,X,O,O,X
SIJTLOZ,O,X,O,X,X,X,O
SIJTZLO,O,X,O,X,O,O,X
SIJTZOL,O,X,O,X,O,O,X
SIJTOLZ,O,X,O,X,X,X,O
SIJTOZL,O,X,O,X,X,X,X
SIJLTZO,O,X,O,X,O,O,X
SIJLTOZ,O,X,O,X,X,X,O
SIJLZTO,O,X,O,X,O,O,X
SIJLZOT,O,X,O,X,O,O,X
SIJLOTZ,O,X,O,O,X,X,O
SIJLOZT,O,X,O,O,X,X,X
SIJZTLO,O,X,O,X,O,O,X
SIJZTOL,O,X,O,X,O,O,X
SIJZLTO,O,X,O,X,O,O,X
SIJZLOT,O,X,O,X,O,O,X
SIJZOTL,O,X,O,X,O,O,X
SIJZOLT,O,X,O,X,O,O,X
SIJOTLZ,O,X,O,O,X,X,O
SIJOTZL,O,X,O,O,X,X,X
SIJOLTZ,O,X,O,O,X,X,O
SIJOLZT,O,X,O,O,X,X,X
SIJOZTL,O,X,O,O,X,X,X
SIJOZLT,O,X,O,O,X,X,X
SIZTLJO,O,X,O,X,O,O,X
SIZTLOJ,O,X,O,X,O,O,O
SIZTJLO,O,X,O,X,O,O,X
