sequence,v115@MhB8GeC8CeB8AeD8BeA8JeOEJvhFxgB0iB6oBfqBll?BzsB,v115@MhB8GeC8CeB8AeD8BeA8Jem/IvhFFhBxiBTkBcqBCo?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Jei/IvhFFhBxiB3kBcqBGo?BzsB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFxgB0iBllBStBmp?BXtB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFXhB0iB6oBxpBzs?BFqB,v115@MhB8GeC8CeB8AeD8BeA8Jex/IvhFXhBTjBikBWtBFq?B0sB,v115@MhB8GeC8CeB8AeD8BeA8JeT/IvhFXhBliBxpBCtBOq?BctB,v115@MhB8GeC8CeB8AeD8BeA8Je2EJvhFFhBxiBcqBqsBTt?B3pB
JTZISOL,X,O,O,O,X,X,X,X
JTZIOLS,X,O,X,O,X,X,X,X
JTZIOSL,X,O,O,O,X,X,X,X
JTZLISO,O,O,O,O,X,O,X,X
JTZLIOS,X,O,X,O,X,O,X,O
JTZLSIO,O,O,O,O,X,O,X,X
JTZLSOI,O,O,O,O,X,O,X,O
JTZLOIS,X,X,X,O,X,O,X,O
JTZLOSI,X,X,X,O,X,O,X,O
JTZSILO,O,O,O,O,X,X,X,X
JTZSIOL,O,O,O,O,X,X,X,X
JTZSLIO,O,O,O,O,X,O,X,X
JTZSLOI,O,O,O,O,X,O,X,O
JTZSOIL,O,O,O,O,X,X,X,X
JTZSOLI,O,O,O,O,X,O,X,X
JTZOILS,X,O,O,O,X,X,X,X
JTZOISL,X,O,O,O,X,X,X,X
JTZOLIS,X,O,O,O,X,O,X,O
JTZOLSI,X,O,O,O,X,O,X,O
JTZOSIL,X,O,O,O,X,X,X,X
JTZOSLI,X,O,O,O,X,O,X,X
JTOILSZ,X,X,X,O,X,O,X,X
JTOILZS,O,X,O,O,X,O,X,X
JTOISLZ,X,X,X,O,X,O,X,X
JTOISZL,X,X,O,O,X,X,X,X
JTOIZLS,O,X,O,O,X,X,X,X
JTOIZSL,X,X,O,O,X,X,X,X
JTOLISZ,X,X,X,O,X,O,X,X
JTOLIZS,O,X,O,O,X,O,X,X
JTOLSIZ,O,X,X,O,X,O,X,X
JTOLSZI,O,X,X,O,X,O,X,X
JTOLZIS,O,X,O,O,X,O,X,X
JTOLZSI,O,X,O,O,X,O,X,X
JTOSILZ,O,X,X,O,X,O,X,X
JTOSIZL,O,X,O,O,X,X,X,X
JTOSLIZ,O,X,X,O,X,O,X,X
JTOSLZI,O,X,X,O,X,O,X,X
JTOSZIL,O,X,O,O,X,X,X,X
JTOSZLI,O,X,O,O,X,O,X,X
JTOZILS,O,X,O,O,X,X,X,X
JTOZISL,X,X,O,O,X,X,X,X
JTOZLIS,O,X,O,O,X,O,X,X
JTOZLSI,O,X,O,O,X,O,X,X
JTOZSIL,O,X,O,O,X,X,X,X
JTOZSLI,O,X,O,O,X,O,X,X
JITLSZO,X,X,X,O,X,O,X,X
JITLSOZ,X,X,X,O,X,O,X,X
JITLZSO,O,X,O,O,X,O,X,X
JITLZOS,X,X,X,O,X,O,X,X
JITLOSZ,X,X,X,O,X,O,X,X
JITLOZS,X,X,X,O,X,O,X,X
JITSLZO,X,X,X,O,X,O,X,X
JITSLOZ,X,X,X,O,X,O,X,X
JITSZLO,X,X,O,O,X,X,X,X
JITSZOL,X,X,O,O,X,X,X,X
JITSOLZ,X,X,X,O,O,O,X,X
JITSOZL,X,X,X,O,O,X,X,X
JITZLSO,O,O,O,O,X,X,X,X
JITZLOS,X,O,X,O,X,X,X,X
JITZSLO,X,O,O,O,X,X,X,X
JITZSOL,X,O,O,O,X,X,X,X
JITZOLS,X,O,X,O,X,X,X,X
JITZOSL,X,O,O,O,X,X,X,X
JITOLSZ,X,X,X,O,O,O,X,X
JITOLZS,O,X,X,O,O,O,X,X
JITOSLZ,X,X,X,O,O,O,X,X
JITOSZL,X,X,X,O,O,X,X,X
JITOZLS,O,X,X,O,O,X,X,X
JITOZSL,X,X,O,O,O,X,X,X
JILTSZO,X,X,X,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X
JILTZSO,O,X,O,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X
JILTOSZ,X,X,X,O,X,X,O,X
JILTOZS,X,X,X,O,X,X,O,X
JILSTZO,O,X,X,X,X,X,O,X
JILSTOZ,O,X,X,X,X,X,O,X
JILSZTO,O,X,X,X,X,X,O,X
JILSZOT,O,X,X,X,X,X,O,X
JILSOTZ,X,X,X,X,O,O,O,X
JILSOZT,O,X,X,X,O,X,O,X
JILZTSO,O,X,O,O,X,X,O,X
JILZTOS,X,X,X,O,X,X,O,X
JILZSTO,O,X,O,X,X,X,O,X
JILZSOT,O,X,O,X,X,X,O,X
JILZOTS,X,X,X,O,X,X,O,X
JILZOST,O,X,X,X,X,X,O,X
JILOTSZ,X,X,X,O,O,X,O,X
JILOTZS,O,X,X,O,O,X,O,X
JILOSTZ,X,X,X,X,O,O,O,X
JILOSZT,O,X,X,X,O,X,O,X
JILOZTS,O,X,X,O,O,X,O,X
JILOZST,O,X,X,X,O,X,O,X
JISTLZO,O,X,X,X,X,O,X,X
JISTLOZ,O,X,X,X,X,O,X,X
JISTZLO,O,X,O,X,X,X,X,X
JISTZOL,O,X,O,X,X,X,X,X
JISTOLZ,O,X,X,X,O,O,X,X
JISTOZL,O,X,X,X,O,X,X,X
JISLTZO,O,X,X,X,X,X,O,X
JISLTOZ,O,X,X,X,X,X,O,X
JISLZTO,O,X,X,X,X,X,O,X
JISLZOT,O,X,X,X,X,X,O,X
JISLOTZ,O,X,X,X,O,O,O,X
JISLOZT,O,X,X,X,O,X,O,X
JISZTLO,O,X,O,X,X,X,X,X
JISZTOL,O,X,O,X,X,X,X,X
JISZLTO,O,X,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,X,X,X
JISZOTL,O,X,O,X,O,X,X,X
JISZOLT,O,X,O,X,O,X,X,X
JISOTLZ,O,X,X,X,O,O,X,X
JISOTZL,O,X,X,X,O,X,X,X
JISOLTZ,O,X,X,X,O,O,O,X
JISOLZT,O,X,X,X,O,X,O,X
JISOZTL,O,X,X,X,O,X,X,X
JISOZLT,O,X,X,X,O,X,X,X
JIZTLSO,O,O,O,O,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X,X
JIZTSLO,X,O,O,O,X,X,X,X
JIZTSOL,X,O,O,O,X,X,X,X
JIZTOLS,X,O,X,O,X,X,X,X
JIZTOSL,X,O,O,O,X,X,X,X
JIZLTSO,O,O,O,O,X,X,X,X
JIZLTOS,X,O,X,O,X,X,X,X
JIZLSTO,O,X,O,X,X,X,X,X
JIZLSOT,O,X,O,X,X,X,X,X
JIZLOTS,X,X,X,O,X,X,X,X
JIZLOST,O,X,X,X,X,X,X,X
JIZSTLO,O,O,O,X,X,X,X,X
JIZSTOL,O,O,O,X,X,X,X,X
JIZSLTO,O,X,O,X,X,X,X,X
JIZSLOT,O,X,O,X,X,X,X,X
JIZSOTL,X,X,O,X,O,X,X,X
JIZSOLT,O,X,O,X,O,X,X,X
JIZOTLS,O,O,X,O,O,X,X,X
JIZOTSL,X,O,O,O,O,X,X,X
JIZOLTS,O,O,X,O,O,X,X,X
JIZOLST,O,X,X,X,O,X,X,X
JIZOSTL,X,O,O,X,O,X,X,X
JIZOSLT,O,X,O,X,O,X,X,X
JIOTLSZ,X,X,X,O,O,O,X,X
JIOTLZS,O,X,X,O,O,O,X,X
JIOTSLZ,X,X,X,O,O,O,X,X
JIOTSZL,X,X,X,O,O,X,X,X
JIOTZLS,O,X,X,O,O,X,X,X
JIOTZSL,X,X,O,O,O,X,X,X
JIOLTSZ,X,X,X,O,O,X,O,X
JIOLTZS,O,X,X,O,O,X,O,X
JIOLSTZ,O,X,X,X,O,O,O,X
JIOLSZT,O,X,X,X,O,X,O,X
JIOLZTS,O,X,X,O,O,X,O,X
JIOLZST,O,X,X,X,O,X,O,X
JIOSTLZ,O,X,X,X,O,O,X,X
JIOSTZL,O,X,X,X,O,X,X,X
JIOSLTZ,O,X,X,X,O,O,O,X
JIOSLZT,O,X,X,X,O,X,O,X
JIOSZTL,O,X,X,X,O,X,X,X
JIOSZLT,O,X,X,X,O,X,X,X
JIOZTLS,O,O,X,O,O,X,X,X
JIOZTSL,X,O,O,O,O,X,X,X
JIOZLTS,O,O,X,O,O,X,X,X
JIOZLST,O,X,X,X,O,X,X,X
JIOZSTL,O,O,O,X,O,X,X,X
JIOZSLT,O,X,O,X,O,X,X,X
JLTISZO,X,X,X,O,X,O,X,X
JLTISOZ,X,X,X,O,X,O,X,X
JLTIZSO,O,X,O,O,X,O,X,X
JLTIZOS,X,X,X,O,X,O,X,X
JLTIOSZ,X,X,X,O,X,O,X,X
JLTIOZS,X,X,X,O,X,O,X,X
JLTSIZO,O,X,X,O,X,O,X,X
JLTSIOZ,O,X,X,O,X,O,X,X
JLTSZIO,O,X,X,O,X,O,X,X
JLTSZOI,O,X,X,O,X,O,X,X
JLTSOIZ,O,X,X,O,X,O,X,X
JLTSOZI,O,X,X,O,X,O,X,X
JLTZISO,O,X,O,O,X,O,X,X
JLTZIOS,X,X,X,O,X,O,X,O
JLTZSIO,O,X,O,O,X,O,X,X
JLTZSOI,O,X,O,O,X,O,X,O
JLTZOIS,X,X,X,O,X,O,X,O
JLTZOSI,X,X,X,O,X,O,X,O
JLTOISZ,X,X,X,O,X,O,X,X
JLTOIZS,X,X,X,O,X,O,X,O
JLTOSIZ,X,X,X,O,X,O,X,X
JLTOSZI,X,X,X,O,X,O,X,X
JLTOZIS,X,X,X,O,X,O,X,O
JLTOZSI,X,X,X,O,X,O,X,O
JLITSZO,X,X,X,O,X,X,O,X
JLITSOZ,X,X,X,O,X,X,O,X
JLITZSO,O,X,O,O,X,X,O,X
JLITZOS,X,X,X,O,X,X,O,X
JLITOSZ,X,X,X,O,X,X,O,X
JLITOZS,X,X,X,O,X,X,O,X
JLISTZO,O,X,X,X,X,X,O,X
JLISTOZ,O,X,X,X,X,X,O,X
JLISZTO,O,X,X,X,X,X,O,X
JLISZOT,O,X,X,X,X,X,O,X
JLISOTZ,X,X,X,X,X,O,O,X
JLISOZT,O,X,X,X,X,X,O,X
JLIZTSO,O,X,O,O,X,X,O,X
JLIZTOS,X,X,X,O,X,X,O,X
JLIZSTO,O,X,O,X,X,X,O,X
JLIZSOT,O,X,O,X,X,X,O,X
JLIZOTS,X,X,X,O,X,X,O,X
JLIZOST,O,X,X,X,X,X,O,X
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,O,X,X,O,X,X,O,X
JLIOSTZ,X,X,X,X,X,O,O,X
JLIOSZT,O,X,X,X,X,X,O,X
JLIOZTS,O,X,X,O,X,X,O,X
JLIOZST,O,X,X,X,X,X,O,X
JLSTIZO,O,X,X,O,X,O,X,X
JLSTIOZ,O,X,X,O,X,O,X,X
JLSTZIO,O,X,X,O,X,O,X,X
JLSTZOI,O,X,X,O,X,O,X,X
JLSTOIZ,O,X,X,O,X,O,X,X
JLSTOZI,O,X,X,O,X,O,X,X
JLSITZO,O,X,X,X,X,X,O,X
JLSITOZ,O,X,X,X,X,X,O,X
JLSIZTO,O,X,X,X,X,X,O,X
JLSIZOT,O,X,X,X,X,X,O,X
JLSIOTZ,O,X,X,X,X,O,O,X
JLSIOZT,O,X,X,X,X,X,O,X
JLSZTIO,O,X,X,O,X,X,X,X
JLSZTOI,O,X,X,O,X,X,X,X
JLSZITO,O,X,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,X
JLSZOTI,O,X,X,O,X,O,X,X
JLSZOIT,O,X,X,X,X,X,X,X
JLSOTIZ,O,X,X,O,X,O,X,X
JLSOTZI,O,X,X,O,X,O,X,X
JLSOITZ,O,X,X,X,X,O,X,X
JLSOIZT,O,X,X,X,X,X,X,X
JLSOZTI,O,X,X,O,X,O,X,X
JLSOZIT,O,X,X,X,X,X,X,X
JLZTISO,O,X,O,O,X,X,X,X
JLZTIOS,X,X,X,O,X,X,X,O
JLZTSIO,O,X,O,O,X,X,X,X
JLZTSOI,O,X,O,O,X,X,X,O
JLZTOIS,X,X,X,O,X,X,X,O
JLZTOSI,X,X,X,O,X,X,X,O
JLZITSO,O,X,O,O,X,X,X,X
JLZITOS,X,X,X,O,X,X,X,O
JLZISTO,O,X,O,X,X,X,X,X
JLZISOT,O,X,O,X,X,X,X,X
JLZIOTS,X,X,X,O,X,X,X,O
JLZIOST,O,X,X,X,X,X,X,O
JLZSTIO,O,X,O,O,X,X,X,X
JLZSTOI,O,X,O,O,X,X,X,O
JLZSITO,O,X,O,X,X,X,X,X
JLZSIOT,O,X,O,X,X,X,X,X
JLZSOTI,O,X,O,O,X,O,X,O
JLZSOIT,O,X,O,X,X,X,X,O
JLZOTIS,X,X,X,O,X,X,X,O
JLZOTSI,X,X,X,O,X,X,X,O
JLZOITS,X,X,X,O,X,X,X,O
JLZOIST,O,X,X,X,X,X,X,O
JLZOSTI,O,X,X,O,X,O,X,O
JLZOSIT,O,X,X,X,X,X,X,O
JLOTISZ,X,X,X,O,X,O,X,X
JLOTIZS,O,X,X,O,X,O,X,O
JLOTSIZ,O,X,X,O,X,O,X,X
JLOTSZI,O,X,X,O,X,O,X,X
JLOTZIS,O,X,X,O,X,O,X,O
JLOTZSI,O,X,X,O,X,O,X,O
JLOITSZ,X,X,X,O,X,X,X,X
JLOITZS,O,X,X,O,X,X,X,O
JLOISTZ,O,X,X,X,X,O,X,X
JLOISZT,O,X,X,X,X,X,X,X
JLOIZTS,O,X,X,O,X,X,X,O
JLOIZST,O,X,X,X,X,X,X,O
JLOSTIZ,O,X,X,O,X,O,X,X
JLOSTZI,O,X,X,O,X,O,X,X
JLOSITZ,O,X,X,X,X,O,X,X
JLOSIZT,O,X,X,X,X,X,X,X
JLOSZTI,O,X,X,O,X,O,X,X
JLOSZIT,O,X,X,X,X,X,X,X
JLOZTIS,O,X,X,O,X,X,X,O
JLOZTSI,O,X,X,O,X,X,X,O
JLOZITS,O,X,X,O,X,X,X,O
JLOZIST,O,X,X,X,X,X,X,O
JLOZSTI,O,X,X,O,X,O,X,O
JLOZSIT,O,X,X,X,X,X,X,O
JSTILZO,O,X,X,O,X,O,X,X
JSTILOZ,O,X,X,O,X,O,X,X
JSTIZLO,O,O,O,O,X,X,X,X
JSTIZOL,O,O,O,O,X,X,X,X
JSTIOLZ,O,X,X,O,X,O,X,X
JSTIOZL,O,X,X,O,X,X,X,X
JSTLIZO,O,O,X,O,X,O,X,X
JSTLIOZ,O,X,X,O,X,O,X,X
JSTLZIO,O,O,X,O,X,O,X,X
JSTLZOI,O,O,X,O,X,O,X,X
JSTLOIZ,O,X,X,O,X,O,X,X
JSTLOZI,O,X,X,O,X,O,X,X
JSTZILO,O,O,O,O,X,X,X,X
JSTZIOL,O,O,O,O,X,X,X,X
JSTZLIO,O,O,O,O,X,O,X,X
JSTZLOI,O,O,O,O,X,O,X,X
JSTZOIL,O,O,O,O,X,X,X,X
JSTZOLI,O,O,O,O,X,O,X,X
JSTOILZ,O,X,X,O,X,O,X,X
JSTOIZL,O,X,X,O,X,X,X,X
JSTOLIZ,O,X,X,O,X,O,X,X
JSTOLZI,O,X,X,O,X,O,X,X
JSTOZIL,O,X,X,O,X,X,X,X
JSTOZLI,O,X,X,O,X,O,X,X
JSITLZO,O,X,X,X,X,O,X,X
JSITLOZ,O,X,X,X,X,O,X,X
JSITZLO,O,O,O,X,X,X,X,X
JSITZOL,O,O,O,X,X,X,X,X
JSITOLZ,O,X,X,X,O,O,X,X
JSITOZL,O,X,X,X,O,X,X,X
JSILTZO,O,X,X,X,X,X,O,X
JSILTOZ,O,X,X,X,X,X,O,X
JSILZTO,O,X,X,X,X,X,O,X
JSILZOT,O,X,X,X,X,X,O,X
JSILOTZ,O,X,X,X,O,O,O,X
JSILOZT,O,X,X,X,O,X,O,X
JSIZTLO,O,O,O,X,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X
JSIZLOT,O,X,O,X,X,X,X,X
JSIZOTL,O,O,O,X,O,X,X,X
JSIZOLT,O,O,O,X,O,X,X,X
JSIOTLZ,O,X,X,X,O,O,X,X
JSIOTZL,O,X,X,X,O,X,X,X
JSIOLTZ,O,X,X,X,O,O,O,X
JSIOLZT,O,X,X,X,O,X,O,X
JSIOZTL,O,O,X,X,O,X,X,X
JSIOZLT,O,O,X,X,O,X,X,X
JSLTIZO,O,O,X,O,X,O,X,X
JSLTIOZ,O,X,X,O,X,O,X,X
JSLTZIO,O,O,X,O,X,O,X,X
JSLTZOI,O,O,X,O,X,O,X,X
JSLTOIZ,O,X,X,O,X,O,X,X
JSLTOZI,O,X,X,O,X,O,X,X
JSLITZO,O,O,X,X,X,X,O,X
JSLITOZ,O,X,X,X,X,X,O,X
JSLIZTO,O,O,X,X,X,X,O,X
JSLIZOT,O,O,X,X,X,X,O,X
JSLIOTZ,O,X,X,X,X,O,O,X
JSLIOZT,O,O,X,X,X,X,O,X
JSLZTIO,O,O,X,O,X,X,X,X
JSLZTOI,O,O,X,O,X,X,X,X
JSLZITO,O,O,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,X
JSLZOTI,O,O,X,O,X,O,X,X
JSLZOIT,O,O,X,X,X,X,X,X
JSLOTIZ,O,X,X,O,X,O,X,X
JSLOTZI,O,X,X,O,X,O,X,X
JSLOITZ,O,X,X,X,X,O,X,X
JSLOIZT,O,O,X,X,X,X,X,X
JSLOZTI,O,O,X,O,X,O,X,X
JSLOZIT,O,O,X,X,X,X,X,X
JSZTILO,O,O,O,O,X,X,X,X
JSZTIOL,O,O,O,O,X,X,X,X
JSZTLIO,O,O,O,O,X,O,X,X
JSZTLOI,O,O,O,O,X,O,X,X
JSZTOIL,O,O,O,O,X,X,X,X
JSZTOLI,O,O,O,O,X,O,X,X
JSZITLO,O,O,O,X,X,X,X,X
JSZITOL,O,O,O,X,X,X,X,X
JSZILTO,O,O,O,X,X,X,X,X
JSZILOT,O,O,O,X,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X,X
JSZIOLT,O,O,O,X,X,X,X,X
JSZLTIO,O,O,O,O,X,X,X,X
JSZLTOI,O,O,O,O,X,X,X,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,O,O,O,X,X,X,X,X
JSZLOTI,O,O,O,O,X,O,X,X
JSZLOIT,O,O,O,X,X,X,X,X
JSZOTIL,O,O,O,O,X,X,X,X
JSZOTLI,O,O,O,O,X,O,X,X
JSZOITL,O,O,O,X,X,X,X,X
JSZOILT,O,O,O,X,X,X,X,X
JSZOLTI,O,O,O,O,X,O,X,X
JSZOLIT,O,O,O,X,X,X,X,X
JSOTILZ,O,X,X,O,X,O,X,X
JSOTIZL,O,X,X,O,X,X,X,X
JSOTLIZ,O,X,X,O,X,O,X,X
JSOTLZI,O,X,X,O,X,O,X,X
JSOTZIL,O,X,X,O,X,X,X,X
JSOTZLI,O,X,X,O,X,O,X,X
JSOITLZ,O,X,X,X,O,O,X,X
JSOITZL,O,X,X,X,O,X,X,X
JSOILTZ,O,X,X,X,O,O,X,X
JSOILZT,O,X,X,X,O,X,X,X
JSOIZTL,O,O,X,X,O,X,X,X
JSOIZLT,O,O,X,X,O,X,X,X
JSOLTIZ,O,X,X,O,X,O,X,X
JSOLTZI,O,X,X,O,X,O,X,X
JSOLITZ,O,X,X,X,O,O,X,X
JSOLIZT,O,O,X,X,O,X,X,X
JSOLZTI,O,O,X,O,X,O,X,X
JSOLZIT,O,O,X,X,O,X,X,X
JSOZTIL,O,O,X,O,X,X,X,X
JSOZTLI,O,O,X,O,X,O,X,X
JSOZITL,O,O,X,X,O,X,X,X
JSOZILT,O,O,X,X,O,X,X,X
JSOZLTI,O,O,X,O,X,O,X,X
JSOZLIT,O,O,X,X,O,X,X,X
JZTILSO,O,O,O,O,X,X,X,X
JZTILOS,X,O,X,O,X,X,X,O
JZTISLO,X,O,O,O,X,X,X,X
JZTISOL,X,O,O,O,X,X,X,X
JZTIOLS,X,O,X,O,X,X,X,X
JZTIOSL,X,O,O,O,X,X,X,X
JZTLISO,O,O,O,O,X,O,X,X
JZTLIOS,X,O,X,O,X,O,X,O
JZTLSIO,O,O,O,O,X,O,X,X
JZTLSOI,O,O,O,O,X,O,X,O
JZTLOIS,X,X,X,O,X,O,X,O
JZTLOSI,X,X,X,O,X,O,X,O
JZTSILO,O,O,O,O,X,X,X,X
JZTSIOL,O,O,O,O,X,X,X,X
JZTSLIO,O,O,O,O,X,O,X,X
JZTSLOI,O,O,O,O,X,O,X,O
JZTSOIL,O,O,O,O,X,X,X,X
JZTSOLI,O,O,O,O,X,O,X,X
JZTOILS,X,O,O,O,X,X,X,X
JZTOISL,X,O,O,O,X,X,X,X
JZTOLIS,X,O,O,O,X,O,X,O
JZTOLSI,X,O,O,O,X,O,X,O
JZTOSIL,X,O,O,O,X,X,X,X
JZTOSLI,X,O,O,O,X,O,X,X
JZITLSO,O,O,O,O,X,X,X,X
JZITLOS,X,O,X,O,X,X,X,O
JZITSLO,X,O,O,O,X,X,X,X
JZITSOL,X,O,O,O,X,X,X,X
JZITOLS,X,O,X,O,X,X,X,X
JZITOSL,X,O,O,O,X,X,X,X
JZILTSO,O,O,O,O,X,X,X,X
JZILTOS,X,O,X,O,X,X,X,O
JZILSTO,O,X,O,X,X,X,X,X
JZILSOT,O,X,O,X,X,X,X,X
JZILOTS,X,X,X,O,X,X,X,O
JZILOST,O,X,X,X,X,X,X,O
JZISTLO,O,O,O,X,X,X,X,X
JZISTOL,O,O,O,X,X,X,X,X
JZISLTO,O,O,O,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,X,O,O,X,X,X,X,X
JZISOLT,O,X,O,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,X
JZIOTSL,X,O,O,O,X,X,X,X
JZIOLTS,O,O,X,O,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X
JZIOSTL,X,O,O,X,X,X,X,X
JZIOSLT,O,X,O,X,X,X,X,X
JZLTISO,O,O,O,O,X,X,X,X
JZLTIOS,X,O,X,O,X,X,X,O
JZLTSIO,O,O,O,O,X,X,X,X
JZLTSOI,O,O,O,O,X,X,X,O
JZLTOIS,X,X,X,O,X,X,X,O
JZLTOSI,X,X,X,O,X,X,X,O
JZLITSO,O,O,O,O,X,X,X,X
JZLITOS,X,O,X,O,X,X,X,O
JZLISTO,O,X,O,X,X,X,X,X
JZLISOT,O,X,O,X,X,X,X,X
JZLIOTS,X,X,X,O,X,X,X,O
JZLIOST,O,X,X,X,X,X,X,O
JZLSTIO,O,O,O,O,X,X,X,X
JZLSTOI,O,O,O,O,X,X,X,O
JZLSITO,O,O,O,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,X
JZLSOTI,O,O,O,O,X,O,X,O
JZLSOIT,O,O,O,X,X,X,X,O
JZLOTIS,X,X,X,O,X,X,X,O
JZLOTSI,X,X,X,O,X,X,X,O
JZLOITS,X,X,X,O,X,X,X,O
JZLOIST,O,X,X,X,X,X,X,O
JZLOSTI,O,X,X,O,X,O,X,O
JZLOSIT,O,X,X,X,X,X,X,O
JZSTILO,O,O,O,O,X,X,X,X
JZSTIOL,O,O,O,O,X,X,X,X
JZSTLIO,O,O,O,O,X,O,X,X
JZSTLOI,O,O,O,O,X,O,X,O
JZSTOIL,O,O,O,O,X,X,X,X
JZSTOLI,O,O,O,O,X,O,X,X
JZSITLO,O,O,O,X,X,X,X,X
JZSITOL,O,O,O,X,X,X,X,X
JZSILTO,O,O,O,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,O,O,X,X,X,X,X
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,O,O,X,X,X,X
JZSLTOI,O,O,O,O,X,X,X,O
JZSLITO,O,O,O,X,X,X,X,X
JZSLIOT,O,O,O,X,X,X,X,X
JZSLOTI,O,O,O,O,X,O,X,O
JZSLOIT,O,O,O,X,X,X,X,O
JZSOTIL,O,O,O,O,X,X,X,X
JZSOTLI,O,O,O,O,X,O,X,X
JZSOITL,O,O,O,X,X,X,X,X
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,O,O,X,O,X,X
JZSOLIT,O,O,O,X,X,X,X,X
JZOTILS,O,O,O,O,X,X,X,X
JZOTISL,X,O,O,O,X,X,X,X
JZOTLIS,O,O,O,O,X,O,X,O
JZOTLSI,O,O,O,O,X,O,X,O
JZOTSIL,O,O,O,O,X,X,X,X
JZOTSLI,O,O,O,O,X,O,X,X
JZOITLS,O,O,O,O,X,X,X,X
JZOITSL,X,O,O,O,X,X,X,X
JZOILTS,O,O,O,O,X,X,X,X
JZOILST,O,X,O,X,X,X,X,X
JZOISTL,O,O,O,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,O,O,O,O,X,X,X,O
JZOLTSI,O,O,O,O,X,X,X,O
JZOLITS,O,O,O,O,X,X,X,O
JZOLIST,O,X,O,X,X,X,X,O
JZOLSTI,O,O,O,O,X,O,X,O
JZOLSIT,O,O,O,X,X,X,X,O
JZOSTIL,O,O,O,O,X,X,X,X
JZOSTLI,O,O,O,O,X,O,X,X
JZOSITL,O,O,O,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X
JZOSLTI,O,O,O,O,X,O,X,X
JZOSLIT,O,O,O,X,X,X,X,X
JOTILSZ,X,X,X,O,X,O,X,X
JOTILZS,O,X,O,O,X,O,X,X
JOTISLZ,X,X,X,O,X,O,X,X
JOTISZL,X,X,O,O,X,X,X,X
JOTIZLS,O,X,O,O,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X
JOTLISZ,X,X,X,O,X,O,X,X
JOTLIZS,O,X,O,O,X,O,X,X
JOTLSIZ,O,X,X,O,X,O,X,X
JOTLSZI,O,X,X,O,X,O,X,X
JOTLZIS,O,X,O,O,X,O,X,X
JOTLZSI,O,X,O,O,X,O,X,X
JOTSILZ,O,X,X,O,X,O,X,X
JOTSIZL,O,X,O,O,X,X,X,X
JOTSLIZ,O,X,X,O,X,O,X,X
JOTSLZI,O,X,X,O,X,O,X,X
JOTSZIL,O,X,O,O,X,X,X,X
JOTSZLI,O,X,O,O,X,O,X,X
JOTZILS,O,X,O,O,X,X,X,X
JOTZISL,X,X,O,O,X,X,X,X
JOTZLIS,O,X,O,O,X,O,X,X
JOTZLSI,O,X,O,O,X,O,X,X
JOTZSIL,O,X,O,O,X,X,X,X
JOTZSLI,O,X,O,O,X,O,X,X
JOITLSZ,X,X,X,O,O,O,X,X
JOITLZS,O,X,O,O,O,O,X,X
JOITSLZ,X,X,X,O,O,O,X,X
JOITSZL,X,X,O,O,O,X,X,X
JOITZLS,O,X,O,O,O,X,X,X
JOITZSL,X,X,O,O,O,X,X,X
JOILTSZ,X,X,X,O,O,X,X,X
JOILTZS,O,X,O,O,O,X,X,X
JOILSTZ,O,X,X,X,O,O,X,X
JOILSZT,O,X,X,X,O,X,X,X
JOILZTS,O,X,O,O,O,X,X,X
JOILZST,O,X,O,X,O,X,X,X
JOISTLZ,O,X,X,X,O,O,X,X
JOISTZL,O,X,O,X,O,X,X,X
JOISLTZ,O,X,X,X,O,O,X,X
JOISLZT,O,X,X,X,O,X,X,X
JOISZTL,O,X,O,X,O,X,X,X
JOISZLT,O,X,O,X,O,X,X,X
JOIZTLS,O,O,O,O,O,X,X,X
JOIZTSL,X,O,O,O,O,X,X,X
JOIZLTS,O,O,O,O,O,X,X,X
JOIZLST,O,X,O,X,O,X,X,X
JOIZSTL,O,O,O,X,O,X,X,X
JOIZSLT,O,X,O,X,O,X,X,X
