sequence,v115@9gB8HeB8HeB8EeA8BeC8DeB8KemAJvhFUiBaoB5oBT?lBfsBVwB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFlhBaoB5oB/?rBOsB0qB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeUCJvhFaoB5oB/qBF?mBzrBmqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8Ke0AJvhFlhBaoB5oB/?qBOsBTrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeTAJvhFaoB5oB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeaIJvhF5oBTlB/rBF?nB0qBmrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeOFJvhF8lBaoB5oBF?nBXrBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeKFJvhFRhBGjBFnB/?tB0rBzqB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KeyFJvhFGjBFnB/tBx?qB0qBzrB,v115@9gB8HeB8HeB8EeA8BeC8DeB8KexAJvhF/qBUmBFnBT?oBywBGtB
IOSZTJL,X,O,O,O,O,X,O,X,X,O
IOSZLTJ,X,O,O,O,O,O,O,X,X,O
IOSZLJT,X,O,O,O,O,X,O,X,X,X
IOSZJTL,X,O,O,O,O,X,O,X,X,O
IOSZJLT,X,O,O,O,O,X,O,X,X,X
IOZTLJS,O,O,X,X,X,X,X,X,X,X
IOZTLSJ,O,O,O,O,O,X,X,X,X,X
IOZTJLS,O,O,X,X,X,X,X,X,X,X
IOZTJSL,O,O,X,X,X,X,X,X,X,X
IOZTSLJ,O,O,O,O,O,X,X,X,X,X
IOZTSJL,O,O,O,O,O,X,X,X,X,X
IOZLTJS,O,O,X,X,X,X,X,X,X,X
IOZLTSJ,O,O,O,O,O,X,X,X,X,X
IOZLJTS,O,O,X,X,X,X,X,X,X,X
IOZLJST,X,O,O,X,O,X,X,X,X,X
IOZLSTJ,X,O,O,O,O,O,X,X,X,X
IOZLSJT,X,O,O,O,O,X,X,X,X,X
IOZJTLS,O,O,X,O,X,X,X,X,X,X
IOZJTSL,O,O,X,O,X,X,X,X,X,X
IOZJLTS,O,O,X,O,X,X,X,X,X,X
IOZJLST,X,O,O,O,O,X,X,X,X,X
IOZJSTL,X,O,O,O,O,X,X,X,X,X
IOZJSLT,X,O,O,O,O,X,X,X,X,X
IOZSTLJ,X,O,O,O,O,O,X,X,X,X
IOZSTJL,X,O,O,O,O,X,X,X,X,X
IOZSLTJ,X,O,O,O,O,O,X,X,X,X
IOZSLJT,X,O,O,O,O,X,X,X,X,X
IOZSJTL,X,O,O,O,O,X,X,X,X,X
IOZSJLT,X,O,O,O,O,X,X,X,X,X
LTIJSZO,O,O,X,O,O,X,O,X,O,X
LTIJSOZ,O,O,X,O,X,O,X,X,O,X
LTIJZSO,O,O,X,O,X,X,X,X,X,X
LTIJZOS,X,O,X,O,X,X,X,X,X,X
LTIJOSZ,O,O,X,O,X,X,X,X,X,X
LTIJOZS,O,X,X,O,X,X,X,X,X,X
LTISJZO,O,O,X,O,O,X,O,X,O,X
LTISJOZ,O,X,X,O,X,O,X,X,O,X
LTISZJO,O,O,X,O,O,X,O,X,O,X
LTISZOJ,O,O,X,O,O,O,O,X,X,X
LTISOJZ,O,X,O,O,X,O,X,X,O,X
LTISOZJ,O,O,O,O,O,O,O,X,X,X
LTIZJSO,O,O,X,X,X,X,X,X,X,X
LTIZJOS,X,O,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,X,O,X,O,X,O,X
LTIZSOJ,O,O,X,X,O,O,O,X,X,X
LTIZOJS,O,O,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,O,X,O,X,X,X,X,X
LTIOJSZ,O,X,X,O,X,X,X,X,X,X
LTIOJZS,O,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,O,X,O,X,X,O,X
LTIOSZJ,O,X,O,O,O,O,O,X,X,X
LTIOZJS,O,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,O,X,X,X,X,X,X
LTJISZO,O,O,X,O,O,X,O,X,X,X
LTJISOZ,O,O,X,O,X,O,X,X,X,X
LTJIZSO,O,O,X,O,X,X,X,X,X,X
LTJIZOS,X,O,X,O,X,X,X,X,X,X
LTJIOSZ,O,O,X,O,X,X,X,X,X,X
LTJIOZS,O,X,X,O,X,X,X,X,X,X
LTJSIZO,O,O,X,O,O,X,O,X,X,X
LTJSIOZ,O,O,X,O,X,O,X,X,X,X
LTJSZIO,O,O,X,O,O,X,O,X,X,X
LTJSZOI,O,O,X,O,O,X,O,X,X,X
LTJSOIZ,O,O,X,O,X,O,X,X,X,X
LTJSOZI,O,O,X,O,X,X,X,X,X,X
LTJZISO,O,O,X,O,X,X,X,X,X,X
LTJZIOS,X,O,X,O,X,X,X,X,X,X
LTJZSIO,O,O,X,O,X,X,X,X,X,X
LTJZSOI,O,O,X,O,X,X,X,X,X,X
LTJZOIS,X,O,X,O,X,X,X,X,X,X
LTJZOSI,X,O,X,O,X,X,X,X,X,X
LTJOISZ,O,O,X,O,X,X,X,X,X,X
LTJOIZS,O,X,X,O,X,X,X,X,X,X
LTJOSIZ,O,O,X,O,X,X,X,X,X,X
LTJOSZI,O,O,X,O,X,X,X,X,X,X
LTJOZIS,O,X,X,O,X,X,X,X,X,X
LTJOZSI,O,X,X,O,X,X,X,X,X,X
LTSIJZO,O,O,X,O,O,X,O,X,O,X
LTSIJOZ,O,X,X,O,X,O,X,X,O,X
LTSIZJO,O,O,X,O,O,X,O,X,O,X
LTSIZOJ,O,O,X,O,O,O,O,X,X,X
LTSIOJZ,O,X,O,O,X,O,X,X,O,X
LTSIOZJ,O,O,O,O,O,O,O,X,X,X
LTSJIZO,O,O,X,O,O,X,O,X,O,X
LTSJIOZ,O,X,X,O,X,O,X,X,O,X
LTSJZIO,O,O,X,O,O,X,O,O,X,X
LTSJZOI,O,O,X,O,O,X,O,O,X,X
LTSJOIZ,O,X,X,O,X,O,X,X,X,X
LTSJOZI,O,X,X,O,X,X,X,X,X,X
LTSZIJO,O,O,X,O,O,X,O,O,X,X
LTSZIOJ,O,O,X,O,O,O,O,O,X,O
LTSZJIO,O,O,X,O,O,X,O,O,X,X
LTSZJOI,O,O,X,O,O,X,O,O,X,X
LTSZOIJ,O,O,X,O,O,O,O,O,X,O
LTSZOJI,O,O,X,O,O,X,O,O,X,O
LTSOIJZ,O,X,O,O,X,O,X,X,X,X
LTSOIZJ,O,O,O,O,O,O,O,X,X,X
LTSOJIZ,O,X,O,O,X,O,X,X,X,X
LTSOJZI,O,X,O,O,X,X,X,X,X,X
LTSOZIJ,O,O,O,O,O,O,O,X,X,O
LTSOZJI,O,O,O,O,O,X,O,X,X,O
LTZIJSO,O,O,X,X,X,X,X,O,X,X
LTZIJOS,X,O,X,X,X,X,X,X,X,X
LTZISJO,O,O,X,X,O,X,O,O,X,X
LTZISOJ,O,O,X,X,O,O,O,O,X,X
LTZIOJS,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,O,O,X,O,X,X,O,X,X
LTZJISO,O,O,X,X,X,X,X,O,X,X
LTZJIOS,X,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,X,X,X,X,O,X,X
LTZJSOI,O,O,X,X,X,X,X,O,X,X
LTZJOIS,X,O,X,X,X,X,X,X,X,X
LTZJOSI,X,O,X,X,X,X,X,X,X,X
LTZSIJO,O,O,X,X,O,X,O,O,X,X
LTZSIOJ,O,O,X,X,O,O,O,O,X,X
LTZSJIO,O,O,X,X,O,X,O,O,X,X
LTZSJOI,O,O,X,X,O,X,O,O,X,X
LTZSOIJ,O,O,X,X,O,O,O,O,X,X
LTZSOJI,O,O,X,X,O,X,O,O,X,X
LTZOIJS,O,O,X,X,X,X,X,X,X,X
LTZOISJ,O,O,O,X,O,X,X,O,X,X
LTZOJIS,O,O,X,X,X,X,X,X,X,X
LTZOJSI,O,O,X,X,X,X,X,X,X,X
LTZOSIJ,O,O,O,X,O,X,X,O,X,X
LTZOSJI,O,O,O,X,O,X,X,O,X,X
LTOIJSZ,O,X,X,O,X,X,X,X,X,X
LTOIJZS,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,O,O,X,O,X,X,X,X
LTOISZJ,O,X,O,O,O,O,O,X,X,X
LTOIZJS,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,X,O,O,X,X,X,X,X,X
LTOJISZ,O,X,X,O,X,X,X,X,X,X
LTOJIZS,O,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,O,X,X,X,X,X,X
LTOJSZI,O,X,X,O,X,X,X,X,X,X
LTOJZIS,O,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,O,X,X,X,X
LTOSIZJ,O,X,O,O,O,O,O,X,X,X
LTOSJIZ,O,X,O,O,X,O,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,X,X
LTOSZIJ,O,X,O,O,O,O,O,X,X,O
LTOSZJI,O,X,O,O,O,X,O,X,X,O
LTOZIJS,O,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,O,O,X,X,X,X,X,X
LTOZJIS,O,X,X,X,X,X,X,X,X,X
LTOZJSI,O,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,O,O,X,X,X,X,X,X
LTOZSJI,O,X,O,O,X,X,X,X,X,X
LITJSZO,O,O,X,O,O,X,O,X,O,X
LITJSOZ,O,O,X,O,X,O,X,X,O,X
LITJZSO,O,O,X,O,X,X,X,X,X,X
LITJZOS,X,O,X,O,X,X,X,X,X,X
LITJOSZ,O,O,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,O,X,X,X,X,X,X
LITSJZO,O,O,X,O,O,X,O,X,O,X
LITSJOZ,O,X,X,O,X,O,X,X,O,X
LITSZJO,O,O,X,O,O,X,O,X,O,X
LITSZOJ,O,O,X,O,O,O,O,X,X,X
LITSOJZ,O,X,O,O,X,O,X,X,O,X
LITSOZJ,O,O,O,O,O,O,O,X,X,X
LITZJSO,O,O,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,X,X,X,X
LITZSJO,O,O,X,X,O,X,O,X,O,X
LITZSOJ,O,O,X,X,O,O,O,X,X,X
LITZOJS,O,O,X,X,X,X,X,X,X,X
LITZOSJ,O,O,O,X,O,X,X,X,X,X
LITOJSZ,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,O,O,X,O,X,X,O,X
LITOSZJ,O,X,O,O,O,O,O,X,X,X
LITOZJS,O,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,O,O,X,X,X,X,X,X
LIJTSZO,O,O,X,O,O,X,O,X,O,X
LIJTSOZ,O,O,X,O,X,O,X,X,O,X
LIJTZSO,O,O,X,O,X,X,X,X,X,X
LIJTZOS,X,O,X,O,X,X,X,X,X,X
LIJTOSZ,O,O,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,O,X,X,X,X,X,X
LIJSTZO,X,O,X,O,O,X,O,X,O,X
LIJSTOZ,X,O,X,O,X,O,X,X,O,X
LIJSZTO,X,O,X,O,O,X,O,X,O,X
LIJSZOT,X,O,X,O,O,X,O,X,X,X
LIJSOTZ,X,O,O,O,X,O,X,X,O,X
LIJSOZT,X,O,O,O,X,X,X,X,X,X
LIJZTSO,X,O,X,O,X,X,X,X,X,X
LIJZTOS,X,O,X,O,X,X,X,X,X,X
LIJZSTO,X,O,X,O,O,X,X,X,X,X
LIJZSOT,X,O,X,O,O,X,X,X,X,X
LIJZOTS,X,O,X,O,X,X,X,X,X,X
LIJZOST,X,O,O,O,O,X,X,X,X,X
LIJOTSZ,O,O,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X,X
LIJOSTZ,O,O,O,O,X,O,X,X,X,X
LIJOSZT,X,O,O,O,X,X,X,X,X,X
LIJOZTS,O,O,X,O,X,X,X,X,X,X
LIJOZST,X,O,O,O,X,X,X,X,X,X
LISTJZO,O,O,X,O,O,X,O,X,O,X
LISTJOZ,O,X,X,O,X,O,X,X,O,X
LISTZJO,O,O,X,O,O,X,O,X,O,X
LISTZOJ,O,O,X,O,O,O,O,X,X,X
LISTOJZ,O,X,O,O,X,O,X,X,O,X
LISTOZJ,O,O,O,O,O,O,O,X,X,X
LISJTZO,X,O,X,O,O,X,O,X,O,X
LISJTOZ,X,O,X,O,X,O,X,X,O,X
LISJZTO,X,O,X,O,O,X,O,O,O,X
LISJZOT,X,O,X,O,O,X,O,X,X,X
LISJOTZ,X,O,O,O,X,O,X,X,O,X
LISJOZT,X,O,O,O,X,X,X,X,X,X
LISZTJO,X,O,X,O,O,X,O,O,O,X
LISZTOJ,X,O,X,O,O,O,O,O,X,X
LISZJTO,X,O,X,O,O,X,O,O,O,X
LISZJOT,X,O,X,O,O,X,O,X,X,X
LISZOTJ,X,O,O,O,O,O,O,X,X,X
LISZOJT,X,O,O,O,O,X,O,X,X,X
LISOTJZ,O,X,O,O,X,O,X,X,O,X
LISOTZJ,O,O,O,O,O,O,O,X,X,X
LISOJTZ,O,X,O,O,X,O,X,X,O,X
LISOJZT,X,X,O,O,X,X,X,X,X,X
LISOZTJ,X,O,O,O,O,O,O,X,X,X
LISOZJT,X,O,O,O,O,X,O,X,X,X
LIZTJSO,O,O,X,X,X,X,X,O,X,X
LIZTJOS,X,O,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,O,X,O,O,O,X
LIZTSOJ,O,O,X,X,O,O,O,O,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,O,X,O,X,X,O,X,X
LIZJTSO,X,O,X,O,X,X,X,X,X,X
LIZJTOS,X,O,X,O,X,X,X,X,X,X
LIZJSTO,X,O,X,O,O,X,X,X,X,X
LIZJSOT,X,O,X,O,O,X,X,X,X,X
LIZJOTS,X,O,X,O,X,X,X,X,X,X
LIZJOST,X,O,O,O,O,X,X,X,X,X
LIZSTJO,X,O,X,O,O,X,O,O,O,X
LIZSTOJ,X,O,X,O,O,O,O,O,X,X
LIZSJTO,X,O,X,O,O,X,O,O,O,X
LIZSJOT,X,O,X,O,O,X,O,X,X,X
LIZSOTJ,X,O,O,O,O,O,O,X,X,X
LIZSOJT,X,O,O,O,O,X,O,X,X,X
LIZOTJS,O,O,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,O,O,O,X,X,X,X,X
LIZOJTS,O,O,X,X,X,X,X,X,X,X
LIZOJST,X,O,O,X,O,X,X,X,X,X
LIZOSTJ,X,O,O,O,O,O,X,X,X,X
LIZOSJT,X,O,O,O,O,X,X,X,X,X
LIOTJSZ,O,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,O,X,O,X,X,O,X
LIOTSZJ,O,X,O,O,O,O,O,X,X,X
LIOTZJS,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,O,O,X,X,X,X,X,X
LIOJTSZ,O,O,X,O,X,X,X,X,X,X
LIOJTZS,O,X,X,O,X,X,X,X,X,X
LIOJSTZ,O,O,O,O,X,O,X,X,X,X
LIOJSZT,X,O,O,O,X,X,X,X,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X
LIOJZST,X,O,O,O,X,X,X,X,X,X
LIOSTJZ,O,X,O,O,X,O,X,X,O,X
LIOSTZJ,O,O,O,O,O,O,O,X,X,X
LIOSJTZ,O,X,O,O,X,O,X,X,O,X
LIOSJZT,X,X,O,O,X,X,X,X,X,X
LIOSZTJ,X,O,O,O,O,O,O,X,X,X
LIOSZJT,X,O,O,O,O,X,O,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,O,O,O,X,X,X,X,X
LIOZJTS,O,O,X,X,X,X,X,X,X,X
LIOZJST,X,O,O,X,O,X,X,X,X,X
LIOZSTJ,X,O,O,O,O,O,X,X,X,X
LIOZSJT,X,O,O,O,O,X,X,X,X,X
LJTISZO,O,O,X,O,O,X,O,X,X,X
LJTISOZ,O,O,X,O,X,O,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,X,X
LJTIZOS,X,O,X,O,X,X,X,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X,X
LJTSIZO,O,O,X,O,O,X,O,X,X,X
LJTSIOZ,O,O,X,O,X,O,X,X,X,X
LJTSZIO,O,O,X,O,O,X,O,X,X,X
LJTSZOI,O,O,X,O,O,X,O,X,X,X
LJTSOIZ,O,O,X,O,X,O,X,X,X,X
LJTSOZI,O,O,X,O,X,X,X,X,X,X
LJTZISO,O,O,X,O,X,X,X,X,X,X
LJTZIOS,X,O,X,O,X,X,X,X,X,X
LJTZSIO,O,O,X,O,X,X,X,X,X,X
LJTZSOI,O,O,X,O,X,X,X,X,X,X
LJTZOIS,X,O,X,O,X,X,X,X,X,X
LJTZOSI,X,O,X,O,X,X,X,X,X,X
LJTOISZ,O,O,X,O,X,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X,X
LJTOSIZ,O,O,X,O,X,X,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X,X
LJITSZO,O,O,X,O,O,X,O,X,X,X
LJITSOZ,O,O,X,O,X,O,X,X,X,X
LJITZSO,O,O,X,O,X,X,X,X,X,X
LJITZOS,X,O,X,O,X,X,X,X,X,X
LJITOSZ,O,O,X,O,X,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,X,X,X
LJISTZO,X,O,X,O,O,X,O,X,X,X
LJISTOZ,X,O,X,O,X,O,X,X,X,X
LJISZTO,X,O,X,O,O,X,O,X,X,X
LJISZOT,X,O,X,O,O,X,O,X,X,X
LJISOTZ,X,O,O,O,X,O,X,X,X,X
LJISOZT,X,O,O,O,X,X,X,X,X,X
LJIZTSO,X,O,X,O,X,X,X,X,X,X
LJIZTOS,X,O,X,O,X,X,X,X,X,X
LJIZSTO,X,O,X,O,O,X,X,X,X,X
LJIZSOT,X,O,X,O,O,X,X,X,X,X
LJIZOTS,X,O,X,O,X,X,X,X,X,X
LJIZOST,X,O,O,O,O,X,X,X,X,X
LJIOTSZ,O,O,X,O,X,X,X,X,X,X
LJIOTZS,O,X,X,O,X,X,X,X,X,X
LJIOSTZ,O,O,O,O,X,O,X,X,X,X
LJIOSZT,X,O,O,O,X,X,X,X,X,X
LJIOZTS,O,O,X,O,X,X,X,X,X,X
LJIOZST,X,O,O,O,X,X,X,X,X,X
LJSTIZO,X,O,X,O,O,X,O,X,X,X
LJSTIOZ,X,O,X,O,X,O,X,X,X,X
LJSTZIO,X,O,X,O,O,X,O,O,X,X
LJSTZOI,X,O,X,O,O,X,O,O,X,X
LJSTOIZ,X,O,X,O,X,O,X,X,X,X
LJSTOZI,X,O,X,O,X,X,X,X,X,X
LJSITZO,X,O,X,O,O,X,O,X,X,X
LJSITOZ,X,O,X,O,X,O,X,X,X,X
LJSIZTO,X,O,X,O,O,X,O,O,X,X
LJSIZOT,X,O,X,O,O,X,O,X,X,X
LJSIOTZ,X,O,O,O,X,O,X,X,X,X
LJSIOZT,X,O,O,O,X,X,X,X,X,X
LJSZTIO,X,O,X,O,O,X,O,O,X,X
LJSZTOI,X,O,X,O,O,X,O,O,X,X
LJSZITO,X,O,X,O,O,X,O,O,X,X
LJSZIOT,X,O,X,O,O,X,O,X,X,X
LJSZOTI,X,O,X,O,O,X,O,O,X,X
LJSZOIT,X,O,X,O,O,X,O,X,X,X
LJSOTIZ,X,O,O,O,X,O,X,X,X,X
LJSOTZI,X,O,O,O,X,X,X,X,X,X
LJSOITZ,X,O,O,O,X,O,X,X,X,X
LJSOIZT,X,O,O,O,X,X,X,X,X,X
LJSOZTI,X,O,O,O,X,X,X,O,X,X
LJSOZIT,X,O,O,O,X,X,X,X,X,X
LJZTISO,X,O,X,O,X,X,X,O,X,X
LJZTIOS,X,O,X,O,X,X,X,X,X,X
LJZTSIO,X,O,X,O,X,X,X,O,X,X
LJZTSOI,X,O,X,O,X,X,X,O,X,X
LJZTOIS,X,O,X,O,X,X,X,X,X,X
LJZTOSI,X,O,X,O,X,X,X,X,X,X
LJZITSO,X,O,X,O,X,X,X,X,X,X
LJZITOS,X,O,X,O,X,X,X,X,X,X
LJZISTO,X,O,X,O,O,X,X,X,X,X
LJZISOT,X,O,X,O,O,X,X,X,X,X
LJZIOTS,X,O,X,O,X,X,X,X,X,X
LJZIOST,X,O,O,O,O,X,X,X,X,X
LJZSTIO,X,O,X,O,O,X,X,O,X,X
LJZSTOI,X,O,X,O,O,X,X,O,X,X
LJZSITO,X,O,X,O,O,X,X,O,X,X
LJZSIOT,X,O,X,O,O,X,X,X,X,X
LJZSOTI,X,O,X,O,O,X,X,O,X,X
LJZSOIT,X,O,X,O,O,X,X,X,X,X
LJZOTIS,X,O,X,O,X,X,X,X,X,X
LJZOTSI,X,O,X,O,X,X,X,X,X,X
LJZOITS,X,O,X,O,X,X,X,X,X,X
LJZOIST,X,O,O,O,O,X,X,X,X,X
LJZOSTI,X,O,O,O,O,X,X,X,X,X
LJZOSIT,X,O,O,O,O,X,X,X,X,X
LJOTISZ,O,O,X,O,X,X,X,X,X,X
LJOTIZS,O,X,X,O,X,X,X,X,X,X
LJOTSIZ,O,O,X,O,X,X,X,X,X,X
LJOTSZI,O,O,X,O,X,X,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X,X,X
LJOITSZ,O,O,X,O,X,X,X,X,X,X
LJOITZS,O,X,X,O,X,X,X,X,X,X
LJOISTZ,O,O,O,O,X,O,X,X,X,X
LJOISZT,X,O,O,O,X,X,X,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X
LJOIZST,X,O,O,O,X,X,X,X,X,X
LJOSTIZ,O,O,O,O,X,O,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X,X,X
LJOSITZ,O,O,O,O,X,O,X,X,X,X
LJOSIZT,X,O,O,O,X,X,X,X,X,X
LJOSZTI,X,O,O,O,X,X,X,X,X,X
LJOSZIT,X,O,O,O,X,X,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,X,X,X
LJOZIST,X,O,O,O,X,X,X,X,X,X
LJOZSTI,X,O,O,O,X,X,X,X,X,X
LJOZSIT,X,O,O,O,X,X,X,X,X,X
LSTIJZO,O,O,X,O,O,X,O,X,O,X
LSTIJOZ,O,X,X,O,X,O,X,X,O,X
LSTIZJO,O,O,X,O,O,X,O,X,O,X
LSTIZOJ,O,O,X,O,O,O,O,X,X,X
LSTIOJZ,O,X,O,O,X,O,X,X,O,X
LSTIOZJ,O,O,O,O,O,O,O,X,X,X
LSTJIZO,O,O,X,O,O,X,O,X,O,X
LSTJIOZ,O,X,X,O,X,O,X,X,O,X
LSTJZIO,O,O,X,O,O,X,O,O,X,X
LSTJZOI,O,O,X,O,O,X,O,O,X,X
LSTJOIZ,O,X,X,O,X,O,X,X,X,X
LSTJOZI,O,X,X,O,X,X,X,X,X,X
LSTZIJO,O,O,X,O,O,X,O,O,X,X
LSTZIOJ,O,O,X,O,O,O,O,O,X,O
LSTZJIO,O,O,X,O,O,X,O,O,X,X
LSTZJOI,O,O,X,O,O,X,O,O,X,X
LSTZOIJ,O,O,X,O,O,O,O,O,X,O
LSTZOJI,O,O,X,O,O,X,O,O,X,O
LSTOIJZ,O,X,O,O,X,O,X,X,X,X
LSTOIZJ,O,O,O,O,O,O,O,X,X,X
LSTOJIZ,O,X,O,O,X,O,X,X,X,X
LSTOJZI,O,X,O,O,X,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,O,O,X,X,O
LSTOZJI,O,O,O,O,O,X,O,X,X,O
LSITJZO,O,O,X,O,O,X,O,X,O,X
LSITJOZ,O,X,X,O,X,O,X,X,O,X
LSITZJO,O,O,X,O,O,X,O,X,O,X
LSITZOJ,O,O,X,O,O,O,O,X,X,X
LSITOJZ,O,X,O,O,X,O,X,X,O,X
LSITOZJ,O,O,O,O,O,O,O,X,X,X
LSIJTZO,X,O,X,O,O,X,O,X,O,X
LSIJTOZ,X,O,X,O,X,O,X,X,O,X
LSIJZTO,X,O,X,O,O,X,O,O,O,X
LSIJZOT,X,O,X,O,O,X,O,X,X,X
LSIJOTZ,X,O,O,O,X,O,X,X,O,X
LSIJOZT,X,O,O,O,X,X,X,X,X,X
LSIZTJO,X,O,X,O,O,X,O,O,O,X
LSIZTOJ,X,O,X,O,O,O,O,O,X,O
LSIZJTO,X,O,X,O,O,X,O,O,O,X
LSIZJOT,X,O,X,O,O,X,O,X,X,X
LSIZOTJ,X,O,O,O,O,O,O,X,X,O
LSIZOJT,X,O,O,O,O,X,O,X,X,X
LSIOTJZ,O,X,O,O,X,O,X,X,O,X
LSIOTZJ,O,O,O,O,O,O,O,X,X,X
LSIOJTZ,O,X,O,O,X,O,X,X,O,X
LSIOJZT,X,X,O,O,X,X,X,X,X,X
LSIOZTJ,X,O,O,O,O,O,O,X,X,O
LSIOZJT,X,O,O,O,O,X,O,X,X,X
LSJTIZO,X,O,X,O,O,X,O,X,O,X
LSJTIOZ,X,O,X,O,X,O,X,X,O,X
LSJTZIO,X,O,X,O,O,X,O,O,X,X
LSJTZOI,X,O,X,O,O,X,O,O,X,X
LSJTOIZ,X,O,X,O,X,O,X,X,X,X
LSJTOZI,X,O,X,O,X,X,X,X,X,X
LSJITZO,X,O,X,O,O,X,O,X,O,X
LSJITOZ,X,O,X,O,X,O,X,X,O,X
LSJIZTO,X,O,X,O,O,X,O,O,O,X
LSJIZOT,X,O,X,O,O,X,O,X,X,X
LSJIOTZ,X,O,O,O,X,O,X,X,O,X
LSJIOZT,X,O,O,O,X,X,X,X,X,X
LSJZTIO,X,O,X,O,O,X,O,O,X,X
LSJZTOI,X,O,X,O,O,X,O,O,X,X
LSJZITO,X,O,X,O,O,X,O,O,X,X
LSJZIOT,X,O,X,O,O,X,O,X,X,X
LSJZOTI,X,O,X,O,O,X,O,O,X,X
LSJZOIT,X,O,X,O,O,X,O,X,X,X
LSJOTIZ,X,O,O,O,X,O,X,X,X,X
LSJOTZI,X,O,O,O,X,X,X,X,X,X
LSJOITZ,X,O,O,O,X,O,X,X,X,X
LSJOIZT,X,O,O,O,X,X,X,X,X,X
LSJOZTI,X,O,O,O,X,X,X,O,X,X
LSJOZIT,X,O,O,O,X,X,X,X,X,X
LSZTIJO,X,O,X,O,O,X,O,O,X,X
LSZTIOJ,X,O,X,O,O,O,O,O,X,O
LSZTJIO,X,O,X,O,O,X,O,O,X,X
LSZTJOI,X,O,X,O,O,X,O,O,X,X
LSZTOIJ,X,O,X,O,O,O,O,O,X,O
LSZTOJI,X,O,X,O,O,X,O,O,X,O
LSZITJO,X,O,X,O,O,X,O,O,X,X
LSZITOJ,X,O,X,O,O,O,O,O,X,O
LSZIJTO,X,O,X,O,O,X,O,O,X,X
LSZIJOT,X,O,X,O,O,X,O,X,X,X
LSZIOTJ,X,O,O,O,O,O,O,X,X,O
LSZIOJT,X,O,O,O,O,X,O,X,X,X
LSZJTIO,X,O,X,O,O,X,O,O,X,X
LSZJTOI,X,O,X,O,O,X,O,O,X,X
LSZJITO,X,O,X,O,O,X,O,O,X,X
LSZJIOT,X,O,X,O,O,X,O,X,X,X
LSZJOTI,X,O,X,O,O,X,O,O,X,X
LSZJOIT,X,O,X,O,O,X,O,X,X,X
